context: /** TS by scol **/ response:	/** Start OP here **/
context: Did you rip this story off from somewhere?\I didn't, but forgive me if it has something in common with something else...\Anyone could come up with something like this.\This isn't something anyone could come up with!\At least I couldn't.\Actually, I'm really getting drawn in by this setup.\You're kidding?!\Seriously. response:	But after that part, all I had was the people from the real Earth fighting with these humans.
context: I didn't, but forgive me if it has something in common with something else...\Anyone could come up with something like this.\This isn't something anyone could come up with!\At least I couldn't.\Actually, I'm really getting drawn in by this setup.\You're kidding?!\Seriously.\But after that part, all I had was the people from the real Earth fighting with these humans. response:	I'm attracted by it because I can picture that happening.
context: Anyone could come up with something like this.\This isn't something anyone could come up with!\At least I couldn't.\Actually, I'm really getting drawn in by this setup.\You're kidding?!\Seriously.\But after that part, all I had was the people from the real Earth fighting with these humans.\I'm attracted by it because I can picture that happening. response:	It could be an all out battle, couldn't it?!
context: This isn't something anyone could come up with!\At least I couldn't.\Actually, I'm really getting drawn in by this setup.\You're kidding?!\Seriously.\But after that part, all I had was the people from the real Earth fighting with these humans.\I'm attracted by it because I can picture that happening.\It could be an all out battle, couldn't it?! response:	Or do you have anything more interesting than this in mind?
context: At least I couldn't.\Actually, I'm really getting drawn in by this setup.\You're kidding?!\Seriously.\But after that part, all I had was the people from the real Earth fighting with these humans.\I'm attracted by it because I can picture that happening.\It could be an all out battle, couldn't it?!\Or do you have anything more interesting than this in mind? response:	Hm...
context: Actually, I'm really getting drawn in by this setup.\You're kidding?!\Seriously.\But after that part, all I had was the people from the real Earth fighting with these humans.\I'm attracted by it because I can picture that happening.\It could be an all out battle, couldn't it?!\Or do you have anything more interesting than this in mind?\Hm... response:	Well, I had an idea for a sports story.
context: You're kidding?!\Seriously.\But after that part, all I had was the people from the real Earth fighting with these humans.\I'm attracted by it because I can picture that happening.\It could be an all out battle, couldn't it?!\Or do you have anything more interesting than this in mind?\Hm...\Well, I had an idea for a sports story. response:	Ooh!
context: Seriously.\But after that part, all I had was the people from the real Earth fighting with these humans.\I'm attracted by it because I can picture that happening.\It could be an all out battle, couldn't it?!\Or do you have anything more interesting than this in mind?\Hm...\Well, I had an idea for a sports story.\Ooh! response:	One called Gurasan Pitcher.
context: But after that part, all I had was the people from the real Earth fighting with these humans.\I'm attracted by it because I can picture that happening.\It could be an all out battle, couldn't it?!\Or do you have anything more interesting than this in mind?\Hm...\Well, I had an idea for a sports story.\Ooh!\One called Gurasan Pitcher. response:	TL note: Gurasan Pitcher = Sunglasses Pitcher
context: I'm attracted by it because I can picture that happening.\It could be an all out battle, couldn't it?!\Or do you have anything more interesting than this in mind?\Hm...\Well, I had an idea for a sports story.\Ooh!\One called Gurasan Pitcher.\TL note: Gurasan Pitcher = Sunglasses Pitcher response:	An elementary schooler with a strong fast ball is trying to make it to the pros,
context: It could be an all out battle, couldn't it?!\Or do you have anything more interesting than this in mind?\Hm...\Well, I had an idea for a sports story.\Ooh!\One called Gurasan Pitcher.\TL note: Gurasan Pitcher = Sunglasses Pitcher\An elementary schooler with a strong fast ball is trying to make it to the pros, response:	but he gets hit right in the forehead by a shot hit towards the pitcher, and is blinded.
context: Or do you have anything more interesting than this in mind?\Hm...\Well, I had an idea for a sports story.\Ooh!\One called Gurasan Pitcher.\TL note: Gurasan Pitcher = Sunglasses Pitcher\An elementary schooler with a strong fast ball is trying to make it to the pros,\but he gets hit right in the forehead by a shot hit towards the pitcher, and is blinded. response:	Ten years later, suddenly a pitcher wearing sunglasses appears on a pro mound.
context: Hm...\Well, I had an idea for a sports story.\Ooh!\One called Gurasan Pitcher.\TL note: Gurasan Pitcher = Sunglasses Pitcher\An elementary schooler with a strong fast ball is trying to make it to the pros,\but he gets hit right in the forehead by a shot hit towards the pitcher, and is blinded.\Ten years later, suddenly a pitcher wearing sunglasses appears on a pro mound. response:	With 180 km/h throws at every angle; high, low, inside, and outside,
context: Well, I had an idea for a sports story.\Ooh!\One called Gurasan Pitcher.\TL note: Gurasan Pitcher = Sunglasses Pitcher\An elementary schooler with a strong fast ball is trying to make it to the pros,\but he gets hit right in the forehead by a shot hit towards the pitcher, and is blinded.\Ten years later, suddenly a pitcher wearing sunglasses appears on a pro mound.\With 180 km/h throws at every angle; high, low, inside, and outside, response:	he pitches a perfect game.
context: Ooh!\One called Gurasan Pitcher.\TL note: Gurasan Pitcher = Sunglasses Pitcher\An elementary schooler with a strong fast ball is trying to make it to the pros,\but he gets hit right in the forehead by a shot hit towards the pitcher, and is blinded.\Ten years later, suddenly a pitcher wearing sunglasses appears on a pro mound.\With 180 km/h throws at every angle; high, low, inside, and outside,\he pitches a perfect game. response:	Having never given up on his dream of going pro,
context: One called Gurasan Pitcher.\TL note: Gurasan Pitcher = Sunglasses Pitcher\An elementary schooler with a strong fast ball is trying to make it to the pros,\but he gets hit right in the forehead by a shot hit towards the pitcher, and is blinded.\Ten years later, suddenly a pitcher wearing sunglasses appears on a pro mound.\With 180 km/h throws at every angle; high, low, inside, and outside,\he pitches a perfect game.\Having never given up on his dream of going pro, response:	there's a story of the secret special training he did for ten years with his dad.
context: TL note: Gurasan Pitcher = Sunglasses Pitcher\An elementary schooler with a strong fast ball is trying to make it to the pros,\but he gets hit right in the forehead by a shot hit towards the pitcher, and is blinded.\Ten years later, suddenly a pitcher wearing sunglasses appears on a pro mound.\With 180 km/h throws at every angle; high, low, inside, and outside,\he pitches a perfect game.\Having never given up on his dream of going pro,\there's a story of the secret special training he did for ten years with his dad. response:	Next, 38.
context: An elementary schooler with a strong fast ball is trying to make it to the pros,\but he gets hit right in the forehead by a shot hit towards the pitcher, and is blinded.\Ten years later, suddenly a pitcher wearing sunglasses appears on a pro mound.\With 180 km/h throws at every angle; high, low, inside, and outside,\he pitches a perfect game.\Having never given up on his dream of going pro,\there's a story of the secret special training he did for ten years with his dad.\Next, 38. response:	Yes, sir!
context: but he gets hit right in the forehead by a shot hit towards the pitcher, and is blinded.\Ten years later, suddenly a pitcher wearing sunglasses appears on a pro mound.\With 180 km/h throws at every angle; high, low, inside, and outside,\he pitches a perfect game.\Having never given up on his dream of going pro,\there's a story of the secret special training he did for ten years with his dad.\Next, 38.\Yes, sir! response:	Hang in there, Sunglasses!
context: Ten years later, suddenly a pitcher wearing sunglasses appears on a pro mound.\With 180 km/h throws at every angle; high, low, inside, and outside,\he pitches a perfect game.\Having never given up on his dream of going pro,\there's a story of the secret special training he did for ten years with his dad.\Next, 38.\Yes, sir!\Hang in there, Sunglasses! response:	Dad!
context: With 180 km/h throws at every angle; high, low, inside, and outside,\he pitches a perfect game.\Having never given up on his dream of going pro,\there's a story of the secret special training he did for ten years with his dad.\Next, 38.\Yes, sir!\Hang in there, Sunglasses!\Dad! response:	The fact that he can't see gets out, and while he's in a dispute with the baseball association,
context: he pitches a perfect game.\Having never given up on his dream of going pro,\there's a story of the secret special training he did for ten years with his dad.\Next, 38.\Yes, sir!\Hang in there, Sunglasses!\Dad!\The fact that he can't see gets out, and while he's in a dispute with the baseball association, response:	he battles with rivals trying to hit his throws.
context: Having never given up on his dream of going pro,\there's a story of the secret special training he did for ten years with his dad.\Next, 38.\Yes, sir!\Hang in there, Sunglasses!\Dad!\The fact that he can't see gets out, and while he's in a dispute with the baseball association,\he battles with rivals trying to hit his throws. response:	I knew you had talent, Shuujin!
context: there's a story of the secret special training he did for ten years with his dad.\Next, 38.\Yes, sir!\Hang in there, Sunglasses!\Dad!\The fact that he can't see gets out, and while he's in a dispute with the baseball association,\he battles with rivals trying to hit his throws.\I knew you had talent, Shuujin! response:	Normally nobody could come up with that much of a story on that premise!
context: Next, 38.\Yes, sir!\Hang in there, Sunglasses!\Dad!\The fact that he can't see gets out, and while he's in a dispute with the baseball association,\he battles with rivals trying to hit his throws.\I knew you had talent, Shuujin!\Normally nobody could come up with that much of a story on that premise! response:	SSeriously? You really think I have talent?!
context: Yes, sir!\Hang in there, Sunglasses!\Dad!\The fact that he can't see gets out, and while he's in a dispute with the baseball association,\he battles with rivals trying to hit his throws.\I knew you had talent, Shuujin!\Normally nobody could come up with that much of a story on that premise!\SSeriously? You really think I have talent?! response:	Yes, usually it'd sound stu
context: Hang in there, Sunglasses!\Dad!\The fact that he can't see gets out, and while he's in a dispute with the baseball association,\he battles with rivals trying to hit his throws.\I knew you had talent, Shuujin!\Normally nobody could come up with that much of a story on that premise!\SSeriously? You really think I have talent?!\Yes, usually it'd sound stu response:	I'm so glad!
context: Dad!\The fact that he can't see gets out, and while he's in a dispute with the baseball association,\he battles with rivals trying to hit his throws.\I knew you had talent, Shuujin!\Normally nobody could come up with that much of a story on that premise!\SSeriously? You really think I have talent?!\Yes, usually it'd sound stu\I'm so glad! response:	Honestly, I've been trying desperately to come up with stories day after day.
context: The fact that he can't see gets out, and while he's in a dispute with the baseball association,\he battles with rivals trying to hit his throws.\I knew you had talent, Shuujin!\Normally nobody could come up with that much of a story on that premise!\SSeriously? You really think I have talent?!\Yes, usually it'd sound stu\I'm so glad!\Honestly, I've been trying desperately to come up with stories day after day. response:	Even I thought I might've been over confident...
context: he battles with rivals trying to hit his throws.\I knew you had talent, Shuujin!\Normally nobody could come up with that much of a story on that premise!\SSeriously? You really think I have talent?!\Yes, usually it'd sound stu\I'm so glad!\Honestly, I've been trying desperately to come up with stories day after day.\Even I thought I might've been over confident... response:	But now that you've recognized me, I've really got confidence.
context: I knew you had talent, Shuujin!\Normally nobody could come up with that much of a story on that premise!\SSeriously? You really think I have talent?!\Yes, usually it'd sound stu\I'm so glad!\Honestly, I've been trying desperately to come up with stories day after day.\Even I thought I might've been over confident...\But now that you've recognized me, I've really got confidence. response:	I'm so relieved.
context: Normally nobody could come up with that much of a story on that premise!\SSeriously? You really think I have talent?!\Yes, usually it'd sound stu\I'm so glad!\Honestly, I've been trying desperately to come up with stories day after day.\Even I thought I might've been over confident...\But now that you've recognized me, I've really got confidence.\I'm so relieved. response:	Honestly, I'm glad.
context: SSeriously? You really think I have talent?!\Yes, usually it'd sound stu\I'm so glad!\Honestly, I've been trying desperately to come up with stories day after day.\Even I thought I might've been over confident...\But now that you've recognized me, I've really got confidence.\I'm so relieved.\Honestly, I'm glad. response:	I'll do my best, too.
context: Yes, usually it'd sound stu\I'm so glad!\Honestly, I've been trying desperately to come up with stories day after day.\Even I thought I might've been over confident...\But now that you've recognized me, I've really got confidence.\I'm so relieved.\Honestly, I'm glad.\I'll do my best, too. response:	I'll draw artwork that can compliment your story.
context: I'm so glad!\Honestly, I've been trying desperately to come up with stories day after day.\Even I thought I might've been over confident...\But now that you've recognized me, I've really got confidence.\I'm so relieved.\Honestly, I'm glad.\I'll do my best, too.\I'll draw artwork that can compliment your story. response:	So which story should we go with?
context: Honestly, I've been trying desperately to come up with stories day after day.\Even I thought I might've been over confident...\But now that you've recognized me, I've really got confidence.\I'm so relieved.\Honestly, I'm glad.\I'll do my best, too.\I'll draw artwork that can compliment your story.\So which story should we go with? response:	Futatsu no Chikyuu.
context: Even I thought I might've been over confident...\But now that you've recognized me, I've really got confidence.\I'm so relieved.\Honestly, I'm glad.\I'll do my best, too.\I'll draw artwork that can compliment your story.\So which story should we go with?\Futatsu no Chikyuu. response:	I've got a feeling Gurasan isn't suited to being a series.
context: But now that you've recognized me, I've really got confidence.\I'm so relieved.\Honestly, I'm glad.\I'll do my best, too.\I'll draw artwork that can compliment your story.\So which story should we go with?\Futatsu no Chikyuu.\I've got a feeling Gurasan isn't suited to being a series. response:	Gotcha.
context: I'm so relieved.\Honestly, I'm glad.\I'll do my best, too.\I'll draw artwork that can compliment your story.\So which story should we go with?\Futatsu no Chikyuu.\I've got a feeling Gurasan isn't suited to being a series.\Gotcha. response:	Is there an ideal amount of pages it should be?
context: Honestly, I'm glad.\I'll do my best, too.\I'll draw artwork that can compliment your story.\So which story should we go with?\Futatsu no Chikyuu.\I've got a feeling Gurasan isn't suited to being a series.\Gotcha.\Is there an ideal amount of pages it should be? response:	I heard the Rookie Award has set 31 to 45 pages.
context: I'll do my best, too.\I'll draw artwork that can compliment your story.\So which story should we go with?\Futatsu no Chikyuu.\I've got a feeling Gurasan isn't suited to being a series.\Gotcha.\Is there an ideal amount of pages it should be?\I heard the Rookie Award has set 31 to 45 pages. response:	That sounds good, right?
context: I'll draw artwork that can compliment your story.\So which story should we go with?\Futatsu no Chikyuu.\I've got a feeling Gurasan isn't suited to being a series.\Gotcha.\Is there an ideal amount of pages it should be?\I heard the Rookie Award has set 31 to 45 pages.\That sounds good, right? response:	Well, don't worry about the page count for now, just draw a whole lot.
context: So which story should we go with?\Futatsu no Chikyuu.\I've got a feeling Gurasan isn't suited to being a series.\Gotcha.\Is there an ideal amount of pages it should be?\I heard the Rookie Award has set 31 to 45 pages.\That sounds good, right?\Well, don't worry about the page count for now, just draw a whole lot. response:	Okay!
context: Futatsu no Chikyuu.\I've got a feeling Gurasan isn't suited to being a series.\Gotcha.\Is there an ideal amount of pages it should be?\I heard the Rookie Award has set 31 to 45 pages.\That sounds good, right?\Well, don't worry about the page count for now, just draw a whole lot.\Okay! response:	Ow...
context: I've got a feeling Gurasan isn't suited to being a series.\Gotcha.\Is there an ideal amount of pages it should be?\I heard the Rookie Award has set 31 to 45 pages.\That sounds good, right?\Well, don't worry about the page count for now, just draw a whole lot.\Okay!\Ow... response:	That was fast!
context: Gotcha.\Is there an ideal amount of pages it should be?\I heard the Rookie Award has set 31 to 45 pages.\That sounds good, right?\Well, don't worry about the page count for now, just draw a whole lot.\Okay!\Ow...\That was fast! response:	I already had the beginning in my head.
context: Is there an ideal amount of pages it should be?\I heard the Rookie Award has set 31 to 45 pages.\That sounds good, right?\Well, don't worry about the page count for now, just draw a whole lot.\Okay!\Ow...\That was fast!\I already had the beginning in my head. response:	Well, even if it's done at a fast pace, it doesn't matter if it's not interesting.
context: I heard the Rookie Award has set 31 to 45 pages.\That sounds good, right?\Well, don't worry about the page count for now, just draw a whole lot.\Okay!\Ow...\That was fast!\I already had the beginning in my head.\Well, even if it's done at a fast pace, it doesn't matter if it's not interesting. response:	Saikou?
context: That sounds good, right?\Well, don't worry about the page count for now, just draw a whole lot.\Okay!\Ow...\That was fast!\I already had the beginning in my head.\Well, even if it's done at a fast pace, it doesn't matter if it's not interesting.\Saikou? response:	Yeah, okay.
context: Well, don't worry about the page count for now, just draw a whole lot.\Okay!\Ow...\That was fast!\I already had the beginning in my head.\Well, even if it's done at a fast pace, it doesn't matter if it's not interesting.\Saikou?\Yeah, okay. response:	There he is.
context: Okay!\Ow...\That was fast!\I already had the beginning in my head.\Well, even if it's done at a fast pace, it doesn't matter if it's not interesting.\Saikou?\Yeah, okay.\There he is. response:	Takagi, come here a second!
context: Ow...\That was fast!\I already had the beginning in my head.\Well, even if it's done at a fast pace, it doesn't matter if it's not interesting.\Saikou?\Yeah, okay.\There he is.\Takagi, come here a second! response:	She's calling you.
context: That was fast!\I already had the beginning in my head.\Well, even if it's done at a fast pace, it doesn't matter if it's not interesting.\Saikou?\Yeah, okay.\There he is.\Takagi, come here a second!\She's calling you. response:	I don't wanna go.
context: I already had the beginning in my head.\Well, even if it's done at a fast pace, it doesn't matter if it's not interesting.\Saikou?\Yeah, okay.\There he is.\Takagi, come here a second!\She's calling you.\I don't wanna go. response:	Ah, she's coming over here.
context: Well, even if it's done at a fast pace, it doesn't matter if it's not interesting.\Saikou?\Yeah, okay.\There he is.\Takagi, come here a second!\She's calling you.\I don't wanna go.\Ah, she's coming over here. response:	Eh, really?
context: Saikou?\Yeah, okay.\There he is.\Takagi, come here a second!\She's calling you.\I don't wanna go.\Ah, she's coming over here.\Eh, really? response:	Ignoring people when they call you...
context: Yeah, okay.\There he is.\Takagi, come here a second!\She's calling you.\I don't wanna go.\Ah, she's coming over here.\Eh, really?\Ignoring people when they call you... response:	She seems kinda angry.
context: There he is.\Takagi, come here a second!\She's calling you.\I don't wanna go.\Ah, she's coming over here.\Eh, really?\Ignoring people when they call you...\She seems kinda angry. response:	Ignore her, ignore her.
context: Takagi, come here a second!\She's calling you.\I don't wanna go.\Ah, she's coming over here.\Eh, really?\Ignoring people when they call you...\She seems kinda angry.\Ignore her, ignore her. response:	Takagi, I've got something to talk to you about.
context: She's calling you.\I don't wanna go.\Ah, she's coming over here.\Eh, really?\Ignoring people when they call you...\She seems kinda angry.\Ignore her, ignore her.\Takagi, I've got something to talk to you about. response:	What?
context: I don't wanna go.\Ah, she's coming over here.\Eh, really?\Ignoring people when they call you...\She seems kinda angry.\Ignore her, ignore her.\Takagi, I've got something to talk to you about.\What? response:	It's fine, stay.
context: Ah, she's coming over here.\Eh, really?\Ignoring people when they call you...\She seems kinda angry.\Ignore her, ignore her.\Takagi, I've got something to talk to you about.\What?\It's fine, stay. response:	Miho said, Why does Takagi-kun know about my dreams for the future?
context: Eh, really?\Ignoring people when they call you...\She seems kinda angry.\Ignore her, ignore her.\Takagi, I've got something to talk to you about.\What?\It's fine, stay.\Miho said, Why does Takagi-kun know about my dreams for the future? response:	You told him, didn't you?
context: Ignoring people when they call you...\She seems kinda angry.\Ignore her, ignore her.\Takagi, I've got something to talk to you about.\What?\It's fine, stay.\Miho said, Why does Takagi-kun know about my dreams for the future?\You told him, didn't you? response:	Then she got angry at me!
context: She seems kinda angry.\Ignore her, ignore her.\Takagi, I've got something to talk to you about.\What?\It's fine, stay.\Miho said, Why does Takagi-kun know about my dreams for the future?\You told him, didn't you?\Then she got angry at me! response:	It doesn't really matter, does it?
context: Ignore her, ignore her.\Takagi, I've got something to talk to you about.\What?\It's fine, stay.\Miho said, Why does Takagi-kun know about my dreams for the future?\You told him, didn't you?\Then she got angry at me!\It doesn't really matter, does it? response:	I just checked with her to see if it was true.
context: Takagi, I've got something to talk to you about.\What?\It's fine, stay.\Miho said, Why does Takagi-kun know about my dreams for the future?\You told him, didn't you?\Then she got angry at me!\It doesn't really matter, does it?\I just checked with her to see if it was true. response:	And I told this guy.
context: What?\It's fine, stay.\Miho said, Why does Takagi-kun know about my dreams for the future?\You told him, didn't you?\Then she got angry at me!\It doesn't really matter, does it?\I just checked with her to see if it was true.\And I told this guy. response:	He's my friend Mashiro-kun.
context: It's fine, stay.\Miho said, Why does Takagi-kun know about my dreams for the future?\You told him, didn't you?\Then she got angry at me!\It doesn't really matter, does it?\I just checked with her to see if it was true.\And I told this guy.\He's my friend Mashiro-kun. response:	Nice to meet you.
context: Miho said, Why does Takagi-kun know about my dreams for the future?\You told him, didn't you?\Then she got angry at me!\It doesn't really matter, does it?\I just checked with her to see if it was true.\And I told this guy.\He's my friend Mashiro-kun.\Nice to meet you. response:	I told you Miho's shy and that you shouldn't tell anyone!
context: You told him, didn't you?\Then she got angry at me!\It doesn't really matter, does it?\I just checked with her to see if it was true.\And I told this guy.\He's my friend Mashiro-kun.\Nice to meet you.\I told you Miho's shy and that you shouldn't tell anyone! response:	I know, I won't tell anyone else.
context: Then she got angry at me!\It doesn't really matter, does it?\I just checked with her to see if it was true.\And I told this guy.\He's my friend Mashiro-kun.\Nice to meet you.\I told you Miho's shy and that you shouldn't tell anyone!\I know, I won't tell anyone else. response:	How about you ask her how she's gonna be a seiyuu if she's that shy?
context: It doesn't really matter, does it?\I just checked with her to see if it was true.\And I told this guy.\He's my friend Mashiro-kun.\Nice to meet you.\I told you Miho's shy and that you shouldn't tell anyone!\I know, I won't tell anyone else.\How about you ask her how she's gonna be a seiyuu if she's that shy? response:	Like hell I could say that.
context: I just checked with her to see if it was true.\And I told this guy.\He's my friend Mashiro-kun.\Nice to meet you.\I told you Miho's shy and that you shouldn't tell anyone!\I know, I won't tell anyone else.\How about you ask her how she's gonna be a seiyuu if she's that shy?\Like hell I could say that. response:	Anyway, I won't spread it around anymore so relax.
context: And I told this guy.\He's my friend Mashiro-kun.\Nice to meet you.\I told you Miho's shy and that you shouldn't tell anyone!\I know, I won't tell anyone else.\How about you ask her how she's gonna be a seiyuu if she's that shy?\Like hell I could say that.\Anyway, I won't spread it around anymore so relax. response:	So, did you get rejected by Miho?
context: He's my friend Mashiro-kun.\Nice to meet you.\I told you Miho's shy and that you shouldn't tell anyone!\I know, I won't tell anyone else.\How about you ask her how she's gonna be a seiyuu if she's that shy?\Like hell I could say that.\Anyway, I won't spread it around anymore so relax.\So, did you get rejected by Miho? response:	You've gotta be kidding.
context: Nice to meet you.\I told you Miho's shy and that you shouldn't tell anyone!\I know, I won't tell anyone else.\How about you ask her how she's gonna be a seiyuu if she's that shy?\Like hell I could say that.\Anyway, I won't spread it around anymore so relax.\So, did you get rejected by Miho?\You've gotta be kidding. response:	You said you talked with Miho, right?
context: I told you Miho's shy and that you shouldn't tell anyone!\I know, I won't tell anyone else.\How about you ask her how she's gonna be a seiyuu if she's that shy?\Like hell I could say that.\Anyway, I won't spread it around anymore so relax.\So, did you get rejected by Miho?\You've gotta be kidding.\You said you talked with Miho, right? response:	I'm saying I just asked her to see if it was true.
context: I know, I won't tell anyone else.\How about you ask her how she's gonna be a seiyuu if she's that shy?\Like hell I could say that.\Anyway, I won't spread it around anymore so relax.\So, did you get rejected by Miho?\You've gotta be kidding.\You said you talked with Miho, right?\I'm saying I just asked her to see if it was true. response:	Azuki likes someone else anyway, right?
context: How about you ask her how she's gonna be a seiyuu if she's that shy?\Like hell I could say that.\Anyway, I won't spread it around anymore so relax.\So, did you get rejected by Miho?\You've gotta be kidding.\You said you talked with Miho, right?\I'm saying I just asked her to see if it was true.\Azuki likes someone else anyway, right? response:	You're kidding.
context: Like hell I could say that.\Anyway, I won't spread it around anymore so relax.\So, did you get rejected by Miho?\You've gotta be kidding.\You said you talked with Miho, right?\I'm saying I just asked her to see if it was true.\Azuki likes someone else anyway, right?\You're kidding. response:	Who?
context: Anyway, I won't spread it around anymore so relax.\So, did you get rejected by Miho?\You've gotta be kidding.\You said you talked with Miho, right?\I'm saying I just asked her to see if it was true.\Azuki likes someone else anyway, right?\You're kidding.\Who? response:	I don't know, but third year middle school girls usually have someone they like, right?
context: So, did you get rejected by Miho?\You've gotta be kidding.\You said you talked with Miho, right?\I'm saying I just asked her to see if it was true.\Azuki likes someone else anyway, right?\You're kidding.\Who?\I don't know, but third year middle school girls usually have someone they like, right? response:	Yeah...
context: You've gotta be kidding.\You said you talked with Miho, right?\I'm saying I just asked her to see if it was true.\Azuki likes someone else anyway, right?\You're kidding.\Who?\I don't know, but third year middle school girls usually have someone they like, right?\Yeah... response:	But Miho never said anything about that, so...
context: You said you talked with Miho, right?\I'm saying I just asked her to see if it was true.\Azuki likes someone else anyway, right?\You're kidding.\Who?\I don't know, but third year middle school girls usually have someone they like, right?\Yeah...\But Miho never said anything about that, so... response:	Hey, wait a second, why were you probing me about Miho anyway?
context: I'm saying I just asked her to see if it was true.\Azuki likes someone else anyway, right?\You're kidding.\Who?\I don't know, but third year middle school girls usually have someone they like, right?\Yeah...\But Miho never said anything about that, so...\Hey, wait a second, why were you probing me about Miho anyway? response:	Hm? Well, that's because...
context: Azuki likes someone else anyway, right?\You're kidding.\Who?\I don't know, but third year middle school girls usually have someone they like, right?\Yeah...\But Miho never said anything about that, so...\Hey, wait a second, why were you probing me about Miho anyway?\Hm? Well, that's because... response:	I wanted to talk to you, Miyoshi.
context: You're kidding.\Who?\I don't know, but third year middle school girls usually have someone they like, right?\Yeah...\But Miho never said anything about that, so...\Hey, wait a second, why were you probing me about Miho anyway?\Hm? Well, that's because...\I wanted to talk to you, Miyoshi. response:	LLet me think about it.
context: Who?\I don't know, but third year middle school girls usually have someone they like, right?\Yeah...\But Miho never said anything about that, so...\Hey, wait a second, why were you probing me about Miho anyway?\Hm? Well, that's because...\I wanted to talk to you, Miyoshi.\LLet me think about it. response:	HHang on Miyoshi... san?
context: I don't know, but third year middle school girls usually have someone they like, right?\Yeah...\But Miho never said anything about that, so...\Hey, wait a second, why were you probing me about Miho anyway?\Hm? Well, that's because...\I wanted to talk to you, Miyoshi.\LLet me think about it.\HHang on Miyoshi... san? response:	Ah, now you've done it.
context: Yeah...\But Miho never said anything about that, so...\Hey, wait a second, why were you probing me about Miho anyway?\Hm? Well, that's because...\I wanted to talk to you, Miyoshi.\LLet me think about it.\HHang on Miyoshi... san?\Ah, now you've done it. response:	If you say you were joking, she'll either cry or get pissed.
context: But Miho never said anything about that, so...\Hey, wait a second, why were you probing me about Miho anyway?\Hm? Well, that's because...\I wanted to talk to you, Miyoshi.\LLet me think about it.\HHang on Miyoshi... san?\Ah, now you've done it.\If you say you were joking, she'll either cry or get pissed. response:	You know her, she's been in nationals for karate or aikido or something.
context: Hey, wait a second, why were you probing me about Miho anyway?\Hm? Well, that's because...\I wanted to talk to you, Miyoshi.\LLet me think about it.\HHang on Miyoshi... san?\Ah, now you've done it.\If you say you were joking, she'll either cry or get pissed.\You know her, she's been in nationals for karate or aikido or something. response:	Also, she likes you in the first place, doesn't she?
context: Hm? Well, that's because...\I wanted to talk to you, Miyoshi.\LLet me think about it.\HHang on Miyoshi... san?\Ah, now you've done it.\If you say you were joking, she'll either cry or get pissed.\You know her, she's been in nationals for karate or aikido or something.\Also, she likes you in the first place, doesn't she? response:	You're kidding.
context: I wanted to talk to you, Miyoshi.\LLet me think about it.\HHang on Miyoshi... san?\Ah, now you've done it.\If you say you were joking, she'll either cry or get pissed.\You know her, she's been in nationals for karate or aikido or something.\Also, she likes you in the first place, doesn't she?\You're kidding. response:	I mean, she told you her best friend's secrets.
context: LLet me think about it.\HHang on Miyoshi... san?\Ah, now you've done it.\If you say you were joking, she'll either cry or get pissed.\You know her, she's been in nationals for karate or aikido or something.\Also, she likes you in the first place, doesn't she?\You're kidding.\I mean, she told you her best friend's secrets. response:	It seems she likes you, doesn't it?
context: HHang on Miyoshi... san?\Ah, now you've done it.\If you say you were joking, she'll either cry or get pissed.\You know her, she's been in nationals for karate or aikido or something.\Also, she likes you in the first place, doesn't she?\You're kidding.\I mean, she told you her best friend's secrets.\It seems she likes you, doesn't it? response:	Then, she said, Let me think about it.
context: Ah, now you've done it.\If you say you were joking, she'll either cry or get pissed.\You know her, she's been in nationals for karate or aikido or something.\Also, she likes you in the first place, doesn't she?\You're kidding.\I mean, she told you her best friend's secrets.\It seems she likes you, doesn't it?\Then, she said, Let me think about it. response:	There's no way she would say that if she didn't like you.
context: If you say you were joking, she'll either cry or get pissed.\You know her, she's been in nationals for karate or aikido or something.\Also, she likes you in the first place, doesn't she?\You're kidding.\I mean, she told you her best friend's secrets.\It seems she likes you, doesn't it?\Then, she said, Let me think about it.\There's no way she would say that if she didn't like you. response:	Now that you mention it...
context: You know her, she's been in nationals for karate or aikido or something.\Also, she likes you in the first place, doesn't she?\You're kidding.\I mean, she told you her best friend's secrets.\It seems she likes you, doesn't it?\Then, she said, Let me think about it.\There's no way she would say that if she didn't like you.\Now that you mention it... response:	But I can't let it go on like this!
context: Also, she likes you in the first place, doesn't she?\You're kidding.\I mean, she told you her best friend's secrets.\It seems she likes you, doesn't it?\Then, she said, Let me think about it.\There's no way she would say that if she didn't like you.\Now that you mention it...\But I can't let it go on like this! response:	She's not bad, that Miyoshi.
context: You're kidding.\I mean, she told you her best friend's secrets.\It seems she likes you, doesn't it?\Then, she said, Let me think about it.\There's no way she would say that if she didn't like you.\Now that you mention it...\But I can't let it go on like this!\She's not bad, that Miyoshi. response:	Not bad?
context: I mean, she told you her best friend's secrets.\It seems she likes you, doesn't it?\Then, she said, Let me think about it.\There's no way she would say that if she didn't like you.\Now that you mention it...\But I can't let it go on like this!\She's not bad, that Miyoshi.\Not bad? response:	Why?
context: It seems she likes you, doesn't it?\Then, she said, Let me think about it.\There's no way she would say that if she didn't like you.\Now that you mention it...\But I can't let it go on like this!\She's not bad, that Miyoshi.\Not bad?\Why? response:	She's Azuki's best friend, so she must be a good person.
