context: Yum! response:	Delicious! So juicy...
context: But he'll get stronger.\Same goes for Serara.\She used to only think about healing...\Please, Wolfy!\But now she's using offensive techniques, and remembering to summon her companion.\Also, the bard girl and the sorcerer boy...\Dance of Pavane!\They back each other up as if they can understand each other's thoughts. response:	Burned Strike!
context: Same goes for Serara.\She used to only think about healing...\Please, Wolfy!\But now she's using offensive techniques, and remembering to summon her companion.\Also, the bard girl and the sorcerer boy...\Dance of Pavane!\They back each other up as if they can understand each other's thoughts.\Burned Strike! response:	Rundel Haus is a walking bundle of vigor.
context: She used to only think about healing...\Please, Wolfy!\But now she's using offensive techniques, and remembering to summon her companion.\Also, the bard girl and the sorcerer boy...\Dance of Pavane!\They back each other up as if they can understand each other's thoughts.\Burned Strike!\Rundel Haus is a walking bundle of vigor. response:	He's putting all his feeling and emotion into his magic.
context: Please, Wolfy!\But now she's using offensive techniques, and remembering to summon her companion.\Also, the bard girl and the sorcerer boy...\Dance of Pavane!\They back each other up as if they can understand each other's thoughts.\Burned Strike!\Rundel Haus is a walking bundle of vigor.\He's putting all his feeling and emotion into his magic. response:	And...
context: But now she's using offensive techniques, and remembering to summon her companion.\Also, the bard girl and the sorcerer boy...\Dance of Pavane!\They back each other up as if they can understand each other's thoughts.\Burned Strike!\Rundel Haus is a walking bundle of vigor.\He's putting all his feeling and emotion into his magic.\And... response:	Rudy, try to keep your output down.
context: Also, the bard girl and the sorcerer boy...\Dance of Pavane!\They back each other up as if they can understand each other's thoughts.\Burned Strike!\Rundel Haus is a walking bundle of vigor.\He's putting all his feeling and emotion into his magic.\And...\Rudy, try to keep your output down. response:	Roger.
context: Dance of Pavane!\They back each other up as if they can understand each other's thoughts.\Burned Strike!\Rundel Haus is a walking bundle of vigor.\He's putting all his feeling and emotion into his magic.\And...\Rudy, try to keep your output down.\Roger. response:	Serara!
context: They back each other up as if they can understand each other's thoughts.\Burned Strike!\Rundel Haus is a walking bundle of vigor.\He's putting all his feeling and emotion into his magic.\And...\Rudy, try to keep your output down.\Roger.\Serara! response:	We're good on healing.
context: Burned Strike!\Rundel Haus is a walking bundle of vigor.\He's putting all his feeling and emotion into his magic.\And...\Rudy, try to keep your output down.\Roger.\Serara!\We're good on healing. response:	Go back on attack!
context: Rundel Haus is a walking bundle of vigor.\He's putting all his feeling and emotion into his magic.\And...\Rudy, try to keep your output down.\Roger.\Serara!\We're good on healing.\Go back on attack! response:	All right!
context: He's putting all his feeling and emotion into his magic.\And...\Rudy, try to keep your output down.\Roger.\Serara!\We're good on healing.\Go back on attack!\All right! response:	Guardian Barrier
context: And...\Rudy, try to keep your output down.\Roger.\Serara!\We're good on healing.\Go back on attack!\All right!\Guardian Barrier response:	Eight seconds until Guardian Barrier!
context: Rudy, try to keep your output down.\Roger.\Serara!\We're good on healing.\Go back on attack!\All right!\Guardian Barrier\Eight seconds until Guardian Barrier! response:	Minori keeps a constant eye on the big picture as she fights.
context: Roger.\Serara!\We're good on healing.\Go back on attack!\All right!\Guardian Barrier\Eight seconds until Guardian Barrier!\Minori keeps a constant eye on the big picture as she fights. response:	Her friends' teamwork,
context: Serara!\We're good on healing.\Go back on attack!\All right!\Guardian Barrier\Eight seconds until Guardian Barrier!\Minori keeps a constant eye on the big picture as she fights.\Her friends' teamwork, response:	enemy location,
context: We're good on healing.\Go back on attack!\All right!\Guardian Barrier\Eight seconds until Guardian Barrier!\Minori keeps a constant eye on the big picture as she fights.\Her friends' teamwork,\enemy location, response:	enemy encounter order,
context: Go back on attack!\All right!\Guardian Barrier\Eight seconds until Guardian Barrier!\Minori keeps a constant eye on the big picture as she fights.\Her friends' teamwork,\enemy location,\enemy encounter order, response:	enemy defeat order...
context: All right!\Guardian Barrier\Eight seconds until Guardian Barrier!\Minori keeps a constant eye on the big picture as she fights.\Her friends' teamwork,\enemy location,\enemy encounter order,\enemy defeat order... response:	Like writing each enemy defeat as a sentence,
context: Guardian Barrier\Eight seconds until Guardian Barrier!\Minori keeps a constant eye on the big picture as she fights.\Her friends' teamwork,\enemy location,\enemy encounter order,\enemy defeat order...\Like writing each enemy defeat as a sentence, response:	each battle as a chapter,
context: Eight seconds until Guardian Barrier!\Minori keeps a constant eye on the big picture as she fights.\Her friends' teamwork,\enemy location,\enemy encounter order,\enemy defeat order...\Like writing each enemy defeat as a sentence,\each battle as a chapter, response:	and collecting all those chapters into a book called Tactics.
context: Minori keeps a constant eye on the big picture as she fights.\Her friends' teamwork,\enemy location,\enemy encounter order,\enemy defeat order...\Like writing each enemy defeat as a sentence,\each battle as a chapter,\and collecting all those chapters into a book called Tactics. response:	The way she's fighting is just like Shiro.
context: Her friends' teamwork,\enemy location,\enemy encounter order,\enemy defeat order...\Like writing each enemy defeat as a sentence,\each battle as a chapter,\and collecting all those chapters into a book called Tactics.\The way she's fighting is just like Shiro. response:	To the percent, and in thirty-second increments,
context: enemy location,\enemy encounter order,\enemy defeat order...\Like writing each enemy defeat as a sentence,\each battle as a chapter,\and collecting all those chapters into a book called Tactics.\The way she's fighting is just like Shiro.\To the percent, and in thirty-second increments, response:	I suppose...
context: enemy encounter order,\enemy defeat order...\Like writing each enemy defeat as a sentence,\each battle as a chapter,\and collecting all those chapters into a book called Tactics.\The way she's fighting is just like Shiro.\To the percent, and in thirty-second increments,\I suppose... response:	I think he meant that he was fighting by looking thirty seconds into the future.
context: enemy defeat order...\Like writing each enemy defeat as a sentence,\each battle as a chapter,\and collecting all those chapters into a book called Tactics.\The way she's fighting is just like Shiro.\To the percent, and in thirty-second increments,\I suppose...\I think he meant that he was fighting by looking thirty seconds into the future. response:	One percent is how closely he tracks his allies' remaining MP.
context: Like writing each enemy defeat as a sentence,\each battle as a chapter,\and collecting all those chapters into a book called Tactics.\The way she's fighting is just like Shiro.\To the percent, and in thirty-second increments,\I suppose...\I think he meant that he was fighting by looking thirty seconds into the future.\One percent is how closely he tracks his allies' remaining MP. response:	Tracking the MP of allies in different classes
context: each battle as a chapter,\and collecting all those chapters into a book called Tactics.\The way she's fighting is just like Shiro.\To the percent, and in thirty-second increments,\I suppose...\I think he meant that he was fighting by looking thirty seconds into the future.\One percent is how closely he tracks his allies' remaining MP.\Tracking the MP of allies in different classes response:	is impossible without monitoring the status screen.
context: and collecting all those chapters into a book called Tactics.\The way she's fighting is just like Shiro.\To the percent, and in thirty-second increments,\I suppose...\I think he meant that he was fighting by looking thirty seconds into the future.\One percent is how closely he tracks his allies' remaining MP.\Tracking the MP of allies in different classes\is impossible without monitoring the status screen. response:	But he can track it to a percent,
context: The way she's fighting is just like Shiro.\To the percent, and in thirty-second increments,\I suppose...\I think he meant that he was fighting by looking thirty seconds into the future.\One percent is how closely he tracks his allies' remaining MP.\Tracking the MP of allies in different classes\is impossible without monitoring the status screen.\But he can track it to a percent, response:	Luceheart of the Seven Prisons, Lv. 95 Mad Carousel Golem, Lv. 82 Bonus Damage: 1000P Rank/ Raid 1 Move Speed Decreased Lapis Fly, Lv. 84 Accuracy Decreased Dodge Decreased Rank/ Raid 1 Rank/ Party
context: To the percent, and in thirty-second increments,\I suppose...\I think he meant that he was fighting by looking thirty seconds into the future.\One percent is how closely he tracks his allies' remaining MP.\Tracking the MP of allies in different classes\is impossible without monitoring the status screen.\But he can track it to a percent,\Luceheart of the Seven Prisons, Lv. 95 Mad Carousel Golem, Lv. 82 Bonus Damage: 1000P Rank/ Raid 1 Move Speed Decreased Lapis Fly, Lv. 84 Accuracy Decreased Dodge Decreased Rank/ Raid 1 Rank/ Party response:	as well as the enemy status,
context: I suppose...\I think he meant that he was fighting by looking thirty seconds into the future.\One percent is how closely he tracks his allies' remaining MP.\Tracking the MP of allies in different classes\is impossible without monitoring the status screen.\But he can track it to a percent,\Luceheart of the Seven Prisons, Lv. 95 Mad Carousel Golem, Lv. 82 Bonus Damage: 1000P Rank/ Raid 1 Move Speed Decreased Lapis Fly, Lv. 84 Accuracy Decreased Dodge Decreased Rank/ Raid 1 Rank/ Party\as well as the enemy status, response:	Nyanta Status/ In Combat
context: I think he meant that he was fighting by looking thirty seconds into the future.\One percent is how closely he tracks his allies' remaining MP.\Tracking the MP of allies in different classes\is impossible without monitoring the status screen.\But he can track it to a percent,\Luceheart of the Seven Prisons, Lv. 95 Mad Carousel Golem, Lv. 82 Bonus Damage: 1000P Rank/ Raid 1 Move Speed Decreased Lapis Fly, Lv. 84 Accuracy Decreased Dodge Decreased Rank/ Raid 1 Rank/ Party\as well as the enemy status,\Nyanta Status/ In Combat response:	Naotsugu
context: One percent is how closely he tracks his allies' remaining MP.\Tracking the MP of allies in different classes\is impossible without monitoring the status screen.\But he can track it to a percent,\Luceheart of the Seven Prisons, Lv. 95 Mad Carousel Golem, Lv. 82 Bonus Damage: 1000P Rank/ Raid 1 Move Speed Decreased Lapis Fly, Lv. 84 Accuracy Decreased Dodge Decreased Rank/ Raid 1 Rank/ Party\as well as the enemy status,\Nyanta Status/ In Combat\Naotsugu response:	to predict where the battle will be in thirty seconds.
context: Tracking the MP of allies in different classes\is impossible without monitoring the status screen.\But he can track it to a percent,\Luceheart of the Seven Prisons, Lv. 95 Mad Carousel Golem, Lv. 82 Bonus Damage: 1000P Rank/ Raid 1 Move Speed Decreased Lapis Fly, Lv. 84 Accuracy Decreased Dodge Decreased Rank/ Raid 1 Rank/ Party\as well as the enemy status,\Nyanta Status/ In Combat\Naotsugu\to predict where the battle will be in thirty seconds. response:	He makes everything proceed the way he wants it to.
context: is impossible without monitoring the status screen.\But he can track it to a percent,\Luceheart of the Seven Prisons, Lv. 95 Mad Carousel Golem, Lv. 82 Bonus Damage: 1000P Rank/ Raid 1 Move Speed Decreased Lapis Fly, Lv. 84 Accuracy Decreased Dodge Decreased Rank/ Raid 1 Rank/ Party\as well as the enemy status,\Nyanta Status/ In Combat\Naotsugu\to predict where the battle will be in thirty seconds.\He makes everything proceed the way he wants it to. response:	That's Shiro's fully controlled combat...
context: But he can track it to a percent,\Luceheart of the Seven Prisons, Lv. 95 Mad Carousel Golem, Lv. 82 Bonus Damage: 1000P Rank/ Raid 1 Move Speed Decreased Lapis Fly, Lv. 84 Accuracy Decreased Dodge Decreased Rank/ Raid 1 Rank/ Party\as well as the enemy status,\Nyanta Status/ In Combat\Naotsugu\to predict where the battle will be in thirty seconds.\He makes everything proceed the way he wants it to.\That's Shiro's fully controlled combat... response:	The full-control encounter.
context: Luceheart of the Seven Prisons, Lv. 95 Mad Carousel Golem, Lv. 82 Bonus Damage: 1000P Rank/ Raid 1 Move Speed Decreased Lapis Fly, Lv. 84 Accuracy Decreased Dodge Decreased Rank/ Raid 1 Rank/ Party\as well as the enemy status,\Nyanta Status/ In Combat\Naotsugu\to predict where the battle will be in thirty seconds.\He makes everything proceed the way he wants it to.\That's Shiro's fully controlled combat...\The full-control encounter. response:	Tohya, move back a bit!
context: as well as the enemy status,\Nyanta Status/ In Combat\Naotsugu\to predict where the battle will be in thirty seconds.\He makes everything proceed the way he wants it to.\That's Shiro's fully controlled combat...\The full-control encounter.\Tohya, move back a bit! response:	Serara, group heal, please!
context: Nyanta Status/ In Combat\Naotsugu\to predict where the battle will be in thirty seconds.\He makes everything proceed the way he wants it to.\That's Shiro's fully controlled combat...\The full-control encounter.\Tohya, move back a bit!\Serara, group heal, please! response:	Roger!
context: Naotsugu\to predict where the battle will be in thirty seconds.\He makes everything proceed the way he wants it to.\That's Shiro's fully controlled combat...\The full-control encounter.\Tohya, move back a bit!\Serara, group heal, please!\Roger! response:	Of course, we actually live in this world now...
context: to predict where the battle will be in thirty seconds.\He makes everything proceed the way he wants it to.\That's Shiro's fully controlled combat...\The full-control encounter.\Tohya, move back a bit!\Serara, group heal, please!\Roger!\Of course, we actually live in this world now... response:	So I doubt he can see a full thirty seconds ahead, as he once could.
context: He makes everything proceed the way he wants it to.\That's Shiro's fully controlled combat...\The full-control encounter.\Tohya, move back a bit!\Serara, group heal, please!\Roger!\Of course, we actually live in this world now...\So I doubt he can see a full thirty seconds ahead, as he once could. response:	But what Minori's attempting is, without doubt, an imitation
context: That's Shiro's fully controlled combat...\The full-control encounter.\Tohya, move back a bit!\Serara, group heal, please!\Roger!\Of course, we actually live in this world now...\So I doubt he can see a full thirty seconds ahead, as he once could.\But what Minori's attempting is, without doubt, an imitation response:	of Shiro's full-control encounter.
context: The full-control encounter.\Tohya, move back a bit!\Serara, group heal, please!\Roger!\Of course, we actually live in this world now...\So I doubt he can see a full thirty seconds ahead, as he once could.\But what Minori's attempting is, without doubt, an imitation\of Shiro's full-control encounter. response:	Minori is chasing after Shiroe.
context: Tohya, move back a bit!\Serara, group heal, please!\Roger!\Of course, we actually live in this world now...\So I doubt he can see a full thirty seconds ahead, as he once could.\But what Minori's attempting is, without doubt, an imitation\of Shiro's full-control encounter.\Minori is chasing after Shiroe. response:	Who knows how many seconds ahead she can see?
context: Serara, group heal, please!\Roger!\Of course, we actually live in this world now...\So I doubt he can see a full thirty seconds ahead, as he once could.\But what Minori's attempting is, without doubt, an imitation\of Shiro's full-control encounter.\Minori is chasing after Shiroe.\Who knows how many seconds ahead she can see? response:	That sound...
context: Roger!\Of course, we actually live in this world now...\So I doubt he can see a full thirty seconds ahead, as he once could.\But what Minori's attempting is, without doubt, an imitation\of Shiro's full-control encounter.\Minori is chasing after Shiroe.\Who knows how many seconds ahead she can see?\That sound... response:	It's the druid's special attack magic, Shrieker Echo.
context: Of course, we actually live in this world now...\So I doubt he can see a full thirty seconds ahead, as he once could.\But what Minori's attempting is, without doubt, an imitation\of Shiro's full-control encounter.\Minori is chasing after Shiroe.\Who knows how many seconds ahead she can see?\That sound...\It's the druid's special attack magic, Shrieker Echo. response:	I had Serara set it up as a warning system!
context: So I doubt he can see a full thirty seconds ahead, as he once could.\But what Minori's attempting is, without doubt, an imitation\of Shiro's full-control encounter.\Minori is chasing after Shiroe.\Who knows how many seconds ahead she can see?\That sound...\It's the druid's special attack magic, Shrieker Echo.\I had Serara set it up as a warning system! response:	I'm sure the goblins are returning!
context: But what Minori's attempting is, without doubt, an imitation\of Shiro's full-control encounter.\Minori is chasing after Shiroe.\Who knows how many seconds ahead she can see?\That sound...\It's the druid's special attack magic, Shrieker Echo.\I had Serara set it up as a warning system!\I'm sure the goblins are returning! response:	We'll go, master!
context: of Shiro's full-control encounter.\Minori is chasing after Shiroe.\Who knows how many seconds ahead she can see?\That sound...\It's the druid's special attack magic, Shrieker Echo.\I had Serara set it up as a warning system!\I'm sure the goblins are returning!\We'll go, master! response:	Again?
context: Minori is chasing after Shiroe.\Who knows how many seconds ahead she can see?\That sound...\It's the druid's special attack magic, Shrieker Echo.\I had Serara set it up as a warning system!\I'm sure the goblins are returning!\We'll go, master!\Again? response:	Wait, Rudy!
context: Who knows how many seconds ahead she can see?\That sound...\It's the druid's special attack magic, Shrieker Echo.\I had Serara set it up as a warning system!\I'm sure the goblins are returning!\We'll go, master!\Again?\Wait, Rudy! response:	U-Um, you do your best, too, Nyanta!
context: That sound...\It's the druid's special attack magic, Shrieker Echo.\I had Serara set it up as a warning system!\I'm sure the goblins are returning!\We'll go, master!\Again?\Wait, Rudy!\U-Um, you do your best, too, Nyanta! response:	Hey, you guys!
context: It's the druid's special attack magic, Shrieker Echo.\I had Serara set it up as a warning system!\I'm sure the goblins are returning!\We'll go, master!\Again?\Wait, Rudy!\U-Um, you do your best, too, Nyanta!\Hey, you guys! response:	Naotsugu...
context: I had Serara set it up as a warning system!\I'm sure the goblins are returning!\We'll go, master!\Again?\Wait, Rudy!\U-Um, you do your best, too, Nyanta!\Hey, you guys!\Naotsugu... response:	We can handle the goblins.
context: I'm sure the goblins are returning!\We'll go, master!\Again?\Wait, Rudy!\U-Um, you do your best, too, Nyanta!\Hey, you guys!\Naotsugu...\We can handle the goblins. response:	Isuzu the bard is with us, so we have good sustain.
context: We'll go, master!\Again?\Wait, Rudy!\U-Um, you do your best, too, Nyanta!\Hey, you guys!\Naotsugu...\We can handle the goblins.\Isuzu the bard is with us, so we have good sustain. response:	We'll go!
context: Again?\Wait, Rudy!\U-Um, you do your best, too, Nyanta!\Hey, you guys!\Naotsugu...\We can handle the goblins.\Isuzu the bard is with us, so we have good sustain.\We'll go! response:	H-Hey!
context: Wait, Rudy!\U-Um, you do your best, too, Nyanta!\Hey, you guys!\Naotsugu...\We can handle the goblins.\Isuzu the bard is with us, so we have good sustain.\We'll go!\H-Hey! response:	Minori!
context: U-Um, you do your best, too, Nyanta!\Hey, you guys!\Naotsugu...\We can handle the goblins.\Isuzu the bard is with us, so we have good sustain.\We'll go!\H-Hey!\Minori! response:	I'll be the operator.
context: Hey, you guys!\Naotsugu...\We can handle the goblins.\Isuzu the bard is with us, so we have good sustain.\We'll go!\H-Hey!\Minori!\I'll be the operator. response:	Serara, focus on healing.
context: Naotsugu...\We can handle the goblins.\Isuzu the bard is with us, so we have good sustain.\We'll go!\H-Hey!\Minori!\I'll be the operator.\Serara, focus on healing. response:	But you're the field monitor, Minori...
context: We can handle the goblins.\Isuzu the bard is with us, so we have good sustain.\We'll go!\H-Hey!\Minori!\I'll be the operator.\Serara, focus on healing.\But you're the field monitor, Minori... response:	I'll handle keeping up everyone's MP.
context: Isuzu the bard is with us, so we have good sustain.\We'll go!\H-Hey!\Minori!\I'll be the operator.\Serara, focus on healing.\But you're the field monitor, Minori...\I'll handle keeping up everyone's MP. response:	Goblins!
context: We'll go!\H-Hey!\Minori!\I'll be the operator.\Serara, focus on healing.\But you're the field monitor, Minori...\I'll handle keeping up everyone's MP.\Goblins! response:	There are a lot.
context: H-Hey!\Minori!\I'll be the operator.\Serara, focus on healing.\But you're the field monitor, Minori...\I'll handle keeping up everyone's MP.\Goblins!\There are a lot. response:	We need to get them all together.
context: Minori!\I'll be the operator.\Serara, focus on healing.\But you're the field monitor, Minori...\I'll handle keeping up everyone's MP.\Goblins!\There are a lot.\We need to get them all together. response:	But the samurai skills aren't fast enough.
context: I'll be the operator.\Serara, focus on healing.\But you're the field monitor, Minori...\I'll handle keeping up everyone's MP.\Goblins!\There are a lot.\We need to get them all together.\But the samurai skills aren't fast enough. response:	Rudy!
context: Serara, focus on healing.\But you're the field monitor, Minori...\I'll handle keeping up everyone's MP.\Goblins!\There are a lot.\We need to get them all together.\But the samurai skills aren't fast enough.\Rudy! response:	Leave it to me!
context: But you're the field monitor, Minori...\I'll handle keeping up everyone's MP.\Goblins!\There are a lot.\We need to get them all together.\But the samurai skills aren't fast enough.\Rudy!\Leave it to me! response:	I shall show you the beautiful melody of my magic!
context: I'll handle keeping up everyone's MP.\Goblins!\There are a lot.\We need to get them all together.\But the samurai skills aren't fast enough.\Rudy!\Leave it to me!\I shall show you the beautiful melody of my magic! response:	Serpent Bolt!
context: Goblins!\There are a lot.\We need to get them all together.\But the samurai skills aren't fast enough.\Rudy!\Leave it to me!\I shall show you the beautiful melody of my magic!\Serpent Bolt! response:	Here they come!
context: There are a lot.\We need to get them all together.\But the samurai skills aren't fast enough.\Rudy!\Leave it to me!\I shall show you the beautiful melody of my magic!\Serpent Bolt!\Here they come! response:	Isuzu!
context: We need to get them all together.\But the samurai skills aren't fast enough.\Rudy!\Leave it to me!\I shall show you the beautiful melody of my magic!\Serpent Bolt!\Here they come!\Isuzu! response:	Right!
context: But the samurai skills aren't fast enough.\Rudy!\Leave it to me!\I shall show you the beautiful melody of my magic!\Serpent Bolt!\Here they come!\Isuzu!\Right! response:	Slow Snail's Ballad!
context: Rudy!\Leave it to me!\I shall show you the beautiful melody of my magic!\Serpent Bolt!\Here they come!\Isuzu!\Right!\Slow Snail's Ballad! response:	Now, let's go!
context: Leave it to me!\I shall show you the beautiful melody of my magic!\Serpent Bolt!\Here they come!\Isuzu!\Right!\Slow Snail's Ballad!\Now, let's go! response:	Head Splitter!
context: I shall show you the beautiful melody of my magic!\Serpent Bolt!\Here they come!\Isuzu!\Right!\Slow Snail's Ballad!\Now, let's go!\Head Splitter! response:	Frost Spear!
context: Serpent Bolt!\Here they come!\Isuzu!\Right!\Slow Snail's Ballad!\Now, let's go!\Head Splitter!\Frost Spear! response:	Dis
context: Here they come!\Isuzu!\Right!\Slow Snail's Ballad!\Now, let's go!\Head Splitter!\Frost Spear!\Dis response:	Dismissal!
context: Isuzu!\Right!\Slow Snail's Ballad!\Now, let's go!\Head Splitter!\Frost Spear!\Dis\Dismissal! response:	I did it!
context: Right!\Slow Snail's Ballad!\Now, let's go!\Head Splitter!\Frost Spear!\Dis\Dismissal!\I did it! response:	I got mine, too!
context: Slow Snail's Ballad!\Now, let's go!\Head Splitter!\Frost Spear!\Dis\Dismissal!\I did it!\I got mine, too! response:	Same here!
context: Now, let's go!\Head Splitter!\Frost Spear!\Dis\Dismissal!\I did it!\I got mine, too!\Same here! response:	Miss Isuzu, did you see
context: Head Splitter!\Frost Spear!\Dis\Dismissal!\I did it!\I got mine, too!\Same here!\Miss Isuzu, did you see response:	my lovely magic?
context: Frost Spear!\Dis\Dismissal!\I did it!\I got mine, too!\Same here!\Miss Isuzu, did you see\my lovely magic? response:	I sure did. Good job.
context: Dis\Dismissal!\I did it!\I got mine, too!\Same here!\Miss Isuzu, did you see\my lovely magic?\I sure did. Good job. response:	It sort of feels like you're making fun of me.
context: Dismissal!\I did it!\I got mine, too!\Same here!\Miss Isuzu, did you see\my lovely magic?\I sure did. Good job.\It sort of feels like you're making fun of me. response:	Hmm, am I?
context: I did it!\I got mine, too!\Same here!\Miss Isuzu, did you see\my lovely magic?\I sure did. Good job.\It sort of feels like you're making fun of me.\Hmm, am I? response:	Wh-What?
context: I got mine, too!\Same here!\Miss Isuzu, did you see\my lovely magic?\I sure did. Good job.\It sort of feels like you're making fun of me.\Hmm, am I?\Wh-What? response:	Just kidding.
context: Same here!\Miss Isuzu, did you see\my lovely magic?\I sure did. Good job.\It sort of feels like you're making fun of me.\Hmm, am I?\Wh-What?\Just kidding. response:	I'm not making fun of you!
context: Miss Isuzu, did you see\my lovely magic?\I sure did. Good job.\It sort of feels like you're making fun of me.\Hmm, am I?\Wh-What?\Just kidding.\I'm not making fun of you! response:	Really?
context: my lovely magic?\I sure did. Good job.\It sort of feels like you're making fun of me.\Hmm, am I?\Wh-What?\Just kidding.\I'm not making fun of you!\Really? response:	I can only see five seconds ahead, in five-percent increments.
context: I sure did. Good job.\It sort of feels like you're making fun of me.\Hmm, am I?\Wh-What?\Just kidding.\I'm not making fun of you!\Really?\I can only see five seconds ahead, in five-percent increments. response:	If I'm lucky, maybe ten seconds.
context: It sort of feels like you're making fun of me.\Hmm, am I?\Wh-What?\Just kidding.\I'm not making fun of you!\Really?\I can only see five seconds ahead, in five-percent increments.\If I'm lucky, maybe ten seconds. response:	I can't do it as well as Shiroe yet...
context: Hmm, am I?\Wh-What?\Just kidding.\I'm not making fun of you!\Really?\I can only see five seconds ahead, in five-percent increments.\If I'm lucky, maybe ten seconds.\I can't do it as well as Shiroe yet... response:	That close to the town...
context: Wh-What?\Just kidding.\I'm not making fun of you!\Really?\I can only see five seconds ahead, in five-percent increments.\If I'm lucky, maybe ten seconds.\I can't do it as well as Shiroe yet...\That close to the town... response:	Let's hurry!
context: Just kidding.\I'm not making fun of you!\Really?\I can only see five seconds ahead, in five-percent increments.\If I'm lucky, maybe ten seconds.\I can't do it as well as Shiroe yet...\That close to the town...\Let's hurry! response:	Shiro!
context: I'm not making fun of you!\Really?\I can only see five seconds ahead, in five-percent increments.\If I'm lucky, maybe ten seconds.\I can't do it as well as Shiroe yet...\That close to the town...\Let's hurry!\Shiro! response:	The Ocypete will be there in an hour.
context: Really?\I can only see five seconds ahead, in five-percent increments.\If I'm lucky, maybe ten seconds.\I can't do it as well as Shiroe yet...\That close to the town...\Let's hurry!\Shiro!\The Ocypete will be there in an hour. response:	Hang on until then.
context: I can only see five seconds ahead, in five-percent increments.\If I'm lucky, maybe ten seconds.\I can't do it as well as Shiroe yet...\That close to the town...\Let's hurry!\Shiro!\The Ocypete will be there in an hour.\Hang on until then. response:	Everyone, reinforcements will arrive in an hour.
context: If I'm lucky, maybe ten seconds.\I can't do it as well as Shiroe yet...\That close to the town...\Let's hurry!\Shiro!\The Ocypete will be there in an hour.\Hang on until then.\Everyone, reinforcements will arrive in an hour. response:	Keep it up!
context: I can't do it as well as Shiroe yet...\That close to the town...\Let's hurry!\Shiro!\The Ocypete will be there in an hour.\Hang on until then.\Everyone, reinforcements will arrive in an hour.\Keep it up! response:	Yeah!
context: That close to the town...\Let's hurry!\Shiro!\The Ocypete will be there in an hour.\Hang on until then.\Everyone, reinforcements will arrive in an hour.\Keep it up!\Yeah! response:	Rudy!
context: Let's hurry!\Shiro!\The Ocypete will be there in an hour.\Hang on until then.\Everyone, reinforcements will arrive in an hour.\Keep it up!\Yeah!\Rudy! response:	I'm fine.
context: Shiro!\The Ocypete will be there in an hour.\Hang on until then.\Everyone, reinforcements will arrive in an hour.\Keep it up!\Yeah!\Rudy!\I'm fine. response:	Rudy's MP is low.
context: The Ocypete will be there in an hour.\Hang on until then.\Everyone, reinforcements will arrive in an hour.\Keep it up!\Yeah!\Rudy!\I'm fine.\Rudy's MP is low. response:	How long will this fight take?
context: Hang on until then.\Everyone, reinforcements will arrive in an hour.\Keep it up!\Yeah!\Rudy!\I'm fine.\Rudy's MP is low.\How long will this fight take? response:	Everyone...
context: Everyone, reinforcements will arrive in an hour.\Keep it up!\Yeah!\Rudy!\I'm fine.\Rudy's MP is low.\How long will this fight take?\Everyone... response:	I have a message from Marielle.
context: Keep it up!\Yeah!\Rudy!\I'm fine.\Rudy's MP is low.\How long will this fight take?\Everyone...\I have a message from Marielle. response:	A ship carrying reinforcements will be here soon.
context: Yeah!\Rudy!\I'm fine.\Rudy's MP is low.\How long will this fight take?\Everyone...\I have a message from Marielle.\A ship carrying reinforcements will be here soon. response:	When it comes, they'll be able to send some help our way.
context: Rudy!\I'm fine.\Rudy's MP is low.\How long will this fight take?\Everyone...\I have a message from Marielle.\A ship carrying reinforcements will be here soon.\When it comes, they'll be able to send some help our way. response:	Really?
context: I'm fine.\Rudy's MP is low.\How long will this fight take?\Everyone...\I have a message from Marielle.\A ship carrying reinforcements will be here soon.\When it comes, they'll be able to send some help our way.\Really? response:	Just a little more... Let's keep it up!
context: Rudy's MP is low.\How long will this fight take?\Everyone...\I have a message from Marielle.\A ship carrying reinforcements will be here soon.\When it comes, they'll be able to send some help our way.\Really?\Just a little more... Let's keep it up! response:	Good... I was getting worried.
context: How long will this fight take?\Everyone...\I have a message from Marielle.\A ship carrying reinforcements will be here soon.\When it comes, they'll be able to send some help our way.\Really?\Just a little more... Let's keep it up!\Good... I was getting worried. response:	I'm starving.
context: Everyone...\I have a message from Marielle.\A ship carrying reinforcements will be here soon.\When it comes, they'll be able to send some help our way.\Really?\Just a little more... Let's keep it up!\Good... I was getting worried.\I'm starving. response:	Rain?
context: I have a message from Marielle.\A ship carrying reinforcements will be here soon.\When it comes, they'll be able to send some help our way.\Really?\Just a little more... Let's keep it up!\Good... I was getting worried.\I'm starving.\Rain? response:	Dire Wolf, Lv. 32 Rank/ Party
context: A ship carrying reinforcements will be here soon.\When it comes, they'll be able to send some help our way.\Really?\Just a little more... Let's keep it up!\Good... I was getting worried.\I'm starving.\Rain?\Dire Wolf, Lv. 32 Rank/ Party response:	A dire wolf!
context: When it comes, they'll be able to send some help our way.\Really?\Just a little more... Let's keep it up!\Good... I was getting worried.\I'm starving.\Rain?\Dire Wolf, Lv. 32 Rank/ Party\A dire wolf! response:	And it isn't alone...
context: Really?\Just a little more... Let's keep it up!\Good... I was getting worried.\I'm starving.\Rain?\Dire Wolf, Lv. 32 Rank/ Party\A dire wolf!\And it isn't alone... response:	Willow Spirits!
