context: Is that all you have? response:	As I thought, you were a fake.
context: Don't be so surprised.\Everything here is a fake.\However, there's nothing that says a fake can't rival the real thing.\If you say you're the genuine article,\then I'll just surpass everything about you and take you down.\Let's do this, King of Heroes.\Do you have enough weapons stored up?\You think too highly of yourself, mongrel. response:	What in the world is that?
context: Everything here is a fake.\However, there's nothing that says a fake can't rival the real thing.\If you say you're the genuine article,\then I'll just surpass everything about you and take you down.\Let's do this, King of Heroes.\Do you have enough weapons stored up?\You think too highly of yourself, mongrel.\What in the world is that? response:	Can being summoned incorrectly change a Servant so drastically?
context: However, there's nothing that says a fake can't rival the real thing.\If you say you're the genuine article,\then I'll just surpass everything about you and take you down.\Let's do this, King of Heroes.\Do you have enough weapons stored up?\You think too highly of yourself, mongrel.\What in the world is that?\Can being summoned incorrectly change a Servant so drastically? response:	Rin!
context: If you say you're the genuine article,\then I'll just surpass everything about you and take you down.\Let's do this, King of Heroes.\Do you have enough weapons stored up?\You think too highly of yourself, mongrel.\What in the world is that?\Can being summoned incorrectly change a Servant so drastically?\Rin! response:	Where are you, Rin?
context: then I'll just surpass everything about you and take you down.\Let's do this, King of Heroes.\Do you have enough weapons stored up?\You think too highly of yourself, mongrel.\What in the world is that?\Can being summoned incorrectly change a Servant so drastically?\Rin!\Where are you, Rin? response:	Saber?
context: Let's do this, King of Heroes.\Do you have enough weapons stored up?\You think too highly of yourself, mongrel.\What in the world is that?\Can being summoned incorrectly change a Servant so drastically?\Rin!\Where are you, Rin?\Saber? response:	Rin!
context: Do you have enough weapons stored up?\You think too highly of yourself, mongrel.\What in the world is that?\Can being summoned incorrectly change a Servant so drastically?\Rin!\Where are you, Rin?\Saber?\Rin! response:	No, Saber!
context: You think too highly of yourself, mongrel.\What in the world is that?\Can being summoned incorrectly change a Servant so drastically?\Rin!\Where are you, Rin?\Saber?\Rin!\No, Saber! response:	But...
context: What in the world is that?\Can being summoned incorrectly change a Servant so drastically?\Rin!\Where are you, Rin?\Saber?\Rin!\No, Saber!\But... response:	Trust me, just don't.
context: Can being summoned incorrectly change a Servant so drastically?\Rin!\Where are you, Rin?\Saber?\Rin!\No, Saber!\But...\Trust me, just don't. response:	This muck is similar to a Servant.
context: Rin!\Where are you, Rin?\Saber?\Rin!\No, Saber!\But...\Trust me, just don't.\This muck is similar to a Servant. response:	If you touched it, there's no telling what would happen.
context: Where are you, Rin?\Saber?\Rin!\No, Saber!\But...\Trust me, just don't.\This muck is similar to a Servant.\If you touched it, there's no telling what would happen. response:	I understand.
context: Saber?\Rin!\No, Saber!\But...\Trust me, just don't.\This muck is similar to a Servant.\If you touched it, there's no telling what would happen.\I understand. response:	Then hurry to this side, Rin.
context: Rin!\No, Saber!\But...\Trust me, just don't.\This muck is similar to a Servant.\If you touched it, there's no telling what would happen.\I understand.\Then hurry to this side, Rin. response:	If you can get clear, I shall see to the rest.
context: No, Saber!\But...\Trust me, just don't.\This muck is similar to a Servant.\If you touched it, there's no telling what would happen.\I understand.\Then hurry to this side, Rin.\If you can get clear, I shall see to the rest. response:	Yeah... Okay, I'll leave it to you.
context: But...\Trust me, just don't.\This muck is similar to a Servant.\If you touched it, there's no telling what would happen.\I understand.\Then hurry to this side, Rin.\If you can get clear, I shall see to the rest.\Yeah... Okay, I'll leave it to you. response:	But if I don't get there in time, do what has to be done.
context: Trust me, just don't.\This muck is similar to a Servant.\If you touched it, there's no telling what would happen.\I understand.\Then hurry to this side, Rin.\If you can get clear, I shall see to the rest.\Yeah... Okay, I'll leave it to you.\But if I don't get there in time, do what has to be done. response:	I cannot, Rin!
context: This muck is similar to a Servant.\If you touched it, there's no telling what would happen.\I understand.\Then hurry to this side, Rin.\If you can get clear, I shall see to the rest.\Yeah... Okay, I'll leave it to you.\But if I don't get there in time, do what has to be done.\I cannot, Rin! response:	If that is the alternative, I shall rescue you now!
context: If you touched it, there's no telling what would happen.\I understand.\Then hurry to this side, Rin.\If you can get clear, I shall see to the rest.\Yeah... Okay, I'll leave it to you.\But if I don't get there in time, do what has to be done.\I cannot, Rin!\If that is the alternative, I shall rescue you now! response:	These curses are...
context: I understand.\Then hurry to this side, Rin.\If you can get clear, I shall see to the rest.\Yeah... Okay, I'll leave it to you.\But if I don't get there in time, do what has to be done.\I cannot, Rin!\If that is the alternative, I shall rescue you now!\These curses are... response:	Rin! You used a Command Seal?
context: Then hurry to this side, Rin.\If you can get clear, I shall see to the rest.\Yeah... Okay, I'll leave it to you.\But if I don't get there in time, do what has to be done.\I cannot, Rin!\If that is the alternative, I shall rescue you now!\These curses are...\Rin! You used a Command Seal? response:	Of course I did.
context: If you can get clear, I shall see to the rest.\Yeah... Okay, I'll leave it to you.\But if I don't get there in time, do what has to be done.\I cannot, Rin!\If that is the alternative, I shall rescue you now!\These curses are...\Rin! You used a Command Seal?\Of course I did. response:	I can't let the one person who can destroy the Grail throw her life away.
context: Yeah... Okay, I'll leave it to you.\But if I don't get there in time, do what has to be done.\I cannot, Rin!\If that is the alternative, I shall rescue you now!\These curses are...\Rin! You used a Command Seal?\Of course I did.\I can't let the one person who can destroy the Grail throw her life away. response:	Besides, don't worry about me.
context: But if I don't get there in time, do what has to be done.\I cannot, Rin!\If that is the alternative, I shall rescue you now!\These curses are...\Rin! You used a Command Seal?\Of course I did.\I can't let the one person who can destroy the Grail throw her life away.\Besides, don't worry about me. response:	I can get out of this, no problem.
context: I cannot, Rin!\If that is the alternative, I shall rescue you now!\These curses are...\Rin! You used a Command Seal?\Of course I did.\I can't let the one person who can destroy the Grail throw her life away.\Besides, don't worry about me.\I can get out of this, no problem. response:	So don't worry about that. Just ready your holy sword.
context: If that is the alternative, I shall rescue you now!\These curses are...\Rin! You used a Command Seal?\Of course I did.\I can't let the one person who can destroy the Grail throw her life away.\Besides, don't worry about me.\I can get out of this, no problem.\So don't worry about that. Just ready your holy sword. response:	Rin...
context: These curses are...\Rin! You used a Command Seal?\Of course I did.\I can't let the one person who can destroy the Grail throw her life away.\Besides, don't worry about me.\I can get out of this, no problem.\So don't worry about that. Just ready your holy sword.\Rin... response:	Yeah, right.
context: Rin! You used a Command Seal?\Of course I did.\I can't let the one person who can destroy the Grail throw her life away.\Besides, don't worry about me.\I can get out of this, no problem.\So don't worry about that. Just ready your holy sword.\Rin...\Yeah, right. response:	That's definitely easier said than done.
context: Of course I did.\I can't let the one person who can destroy the Grail throw her life away.\Besides, don't worry about me.\I can get out of this, no problem.\So don't worry about that. Just ready your holy sword.\Rin...\Yeah, right.\That's definitely easier said than done. response:	I wonder if this thing would release me if I returned Shinji...
context: I can't let the one person who can destroy the Grail throw her life away.\Besides, don't worry about me.\I can get out of this, no problem.\So don't worry about that. Just ready your holy sword.\Rin...\Yeah, right.\That's definitely easier said than done.\I wonder if this thing would release me if I returned Shinji... response:	What's happening?
context: Besides, don't worry about me.\I can get out of this, no problem.\So don't worry about that. Just ready your holy sword.\Rin...\Yeah, right.\That's definitely easier said than done.\I wonder if this thing would release me if I returned Shinji...\What's happening? response:	That is...
context: I can get out of this, no problem.\So don't worry about that. Just ready your holy sword.\Rin...\Yeah, right.\That's definitely easier said than done.\I wonder if this thing would release me if I returned Shinji...\What's happening?\That is... response:	Rin!
context: So don't worry about that. Just ready your holy sword.\Rin...\Yeah, right.\That's definitely easier said than done.\I wonder if this thing would release me if I returned Shinji...\What's happening?\That is...\Rin! response:	Oh, no.
context: Rin...\Yeah, right.\That's definitely easier said than done.\I wonder if this thing would release me if I returned Shinji...\What's happening?\That is...\Rin!\Oh, no. response:	Why are this mongrel's blades giving me trouble?
context: Yeah, right.\That's definitely easier said than done.\I wonder if this thing would release me if I returned Shinji...\What's happening?\That is...\Rin!\Oh, no.\Why are this mongrel's blades giving me trouble? response:	Don't you get it?
context: That's definitely easier said than done.\I wonder if this thing would release me if I returned Shinji...\What's happening?\That is...\Rin!\Oh, no.\Why are this mongrel's blades giving me trouble?\Don't you get it? response:	You may be ranked the highest of all Heroic Spirits
context: I wonder if this thing would release me if I returned Shinji...\What's happening?\That is...\Rin!\Oh, no.\Why are this mongrel's blades giving me trouble?\Don't you get it?\You may be ranked the highest of all Heroic Spirits response:	because you possess over a thousand Noble Phantasms.
context: What's happening?\That is...\Rin!\Oh, no.\Why are this mongrel's blades giving me trouble?\Don't you get it?\You may be ranked the highest of all Heroic Spirits\because you possess over a thousand Noble Phantasms. response:	But you're a king, not a warrior.
context: That is...\Rin!\Oh, no.\Why are this mongrel's blades giving me trouble?\Don't you get it?\You may be ranked the highest of all Heroic Spirits\because you possess over a thousand Noble Phantasms.\But you're a king, not a warrior. response:	You didn't choose the path of taking a single Noble Phantasm to its ultimate limit.
context: Rin!\Oh, no.\Why are this mongrel's blades giving me trouble?\Don't you get it?\You may be ranked the highest of all Heroic Spirits\because you possess over a thousand Noble Phantasms.\But you're a king, not a warrior.\You didn't choose the path of taking a single Noble Phantasm to its ultimate limit. response:	You're a one-trick pony, just like me!
context: Oh, no.\Why are this mongrel's blades giving me trouble?\Don't you get it?\You may be ranked the highest of all Heroic Spirits\because you possess over a thousand Noble Phantasms.\But you're a king, not a warrior.\You didn't choose the path of taking a single Noble Phantasm to its ultimate limit.\You're a one-trick pony, just like me! response:	When I'm done with you, there won't be a single bone shard
context: Why are this mongrel's blades giving me trouble?\Don't you get it?\You may be ranked the highest of all Heroic Spirits\because you possess over a thousand Noble Phantasms.\But you're a king, not a warrior.\You didn't choose the path of taking a single Noble Phantasm to its ultimate limit.\You're a one-trick pony, just like me!\When I'm done with you, there won't be a single bone shard response:	left of your counterfeiting cranium!
context: Don't you get it?\You may be ranked the highest of all Heroic Spirits\because you possess over a thousand Noble Phantasms.\But you're a king, not a warrior.\You didn't choose the path of taking a single Noble Phantasm to its ultimate limit.\You're a one-trick pony, just like me!\When I'm done with you, there won't be a single bone shard\left of your counterfeiting cranium! response:	What a crappy situation...
context: You may be ranked the highest of all Heroic Spirits\because you possess over a thousand Noble Phantasms.\But you're a king, not a warrior.\You didn't choose the path of taking a single Noble Phantasm to its ultimate limit.\You're a one-trick pony, just like me!\When I'm done with you, there won't be a single bone shard\left of your counterfeiting cranium!\What a crappy situation... response:	I can't even tell which way to go to get out of here.
context: because you possess over a thousand Noble Phantasms.\But you're a king, not a warrior.\You didn't choose the path of taking a single Noble Phantasm to its ultimate limit.\You're a one-trick pony, just like me!\When I'm done with you, there won't be a single bone shard\left of your counterfeiting cranium!\What a crappy situation...\I can't even tell which way to go to get out of here. response:	That jerk's really guzzling my mana.
context: But you're a king, not a warrior.\You didn't choose the path of taking a single Noble Phantasm to its ultimate limit.\You're a one-trick pony, just like me!\When I'm done with you, there won't be a single bone shard\left of your counterfeiting cranium!\What a crappy situation...\I can't even tell which way to go to get out of here.\That jerk's really guzzling my mana. response:	This is it, I guess...
context: You didn't choose the path of taking a single Noble Phantasm to its ultimate limit.\You're a one-trick pony, just like me!\When I'm done with you, there won't be a single bone shard\left of your counterfeiting cranium!\What a crappy situation...\I can't even tell which way to go to get out of here.\That jerk's really guzzling my mana.\This is it, I guess... response:	But I won't let it end like this.
context: You're a one-trick pony, just like me!\When I'm done with you, there won't be a single bone shard\left of your counterfeiting cranium!\What a crappy situation...\I can't even tell which way to go to get out of here.\That jerk's really guzzling my mana.\This is it, I guess...\But I won't let it end like this. response:	By Command Seal, I order you...
context: When I'm done with you, there won't be a single bone shard\left of your counterfeiting cranium!\What a crappy situation...\I can't even tell which way to go to get out of here.\That jerk's really guzzling my mana.\This is it, I guess...\But I won't let it end like this.\By Command Seal, I order you... response:	Saber, destroy the Holy Grail right now!
context: left of your counterfeiting cranium!\What a crappy situation...\I can't even tell which way to go to get out of here.\That jerk's really guzzling my mana.\This is it, I guess...\But I won't let it end like this.\By Command Seal, I order you...\Saber, destroy the Holy Grail right now! response:	What? Impossible!
context: What a crappy situation...\I can't even tell which way to go to get out of here.\That jerk's really guzzling my mana.\This is it, I guess...\But I won't let it end like this.\By Command Seal, I order you...\Saber, destroy the Holy Grail right now!\What? Impossible! response:	Rin! Get out of there!
context: I can't even tell which way to go to get out of here.\That jerk's really guzzling my mana.\This is it, I guess...\But I won't let it end like this.\By Command Seal, I order you...\Saber, destroy the Holy Grail right now!\What? Impossible!\Rin! Get out of there! response:	Sorry, Saber.
context: That jerk's really guzzling my mana.\This is it, I guess...\But I won't let it end like this.\By Command Seal, I order you...\Saber, destroy the Holy Grail right now!\What? Impossible!\Rin! Get out of there!\Sorry, Saber. response:	You probably wouldn't obey me, so I have to force you.
context: This is it, I guess...\But I won't let it end like this.\By Command Seal, I order you...\Saber, destroy the Holy Grail right now!\What? Impossible!\Rin! Get out of there!\Sorry, Saber.\You probably wouldn't obey me, so I have to force you. response:	And I guess I should apologize to you, too.
context: But I won't let it end like this.\By Command Seal, I order you...\Saber, destroy the Holy Grail right now!\What? Impossible!\Rin! Get out of there!\Sorry, Saber.\You probably wouldn't obey me, so I have to force you.\And I guess I should apologize to you, too. response:	Sorry I couldn't save you, Shinji...
context: By Command Seal, I order you...\Saber, destroy the Holy Grail right now!\What? Impossible!\Rin! Get out of there!\Sorry, Saber.\You probably wouldn't obey me, so I have to force you.\And I guess I should apologize to you, too.\Sorry I couldn't save you, Shinji... response:	I refuse to listen to such pathetic whining.
context: Saber, destroy the Holy Grail right now!\What? Impossible!\Rin! Get out of there!\Sorry, Saber.\You probably wouldn't obey me, so I have to force you.\And I guess I should apologize to you, too.\Sorry I couldn't save you, Shinji...\I refuse to listen to such pathetic whining. response:	Now go, Rin.
context: What? Impossible!\Rin! Get out of there!\Sorry, Saber.\You probably wouldn't obey me, so I have to force you.\And I guess I should apologize to you, too.\Sorry I couldn't save you, Shinji...\I refuse to listen to such pathetic whining.\Now go, Rin. response:	Hurry, Rin!
context: Rin! Get out of there!\Sorry, Saber.\You probably wouldn't obey me, so I have to force you.\And I guess I should apologize to you, too.\Sorry I couldn't save you, Shinji...\I refuse to listen to such pathetic whining.\Now go, Rin.\Hurry, Rin! response:	Saber!
context: Sorry, Saber.\You probably wouldn't obey me, so I have to force you.\And I guess I should apologize to you, too.\Sorry I couldn't save you, Shinji...\I refuse to listen to such pathetic whining.\Now go, Rin.\Hurry, Rin!\Saber! response:	I'm feeding you the last of my mana!
context: You probably wouldn't obey me, so I have to force you.\And I guess I should apologize to you, too.\Sorry I couldn't save you, Shinji...\I refuse to listen to such pathetic whining.\Now go, Rin.\Hurry, Rin!\Saber!\I'm feeding you the last of my mana! response:	So blast that Holy Grail
context: And I guess I should apologize to you, too.\Sorry I couldn't save you, Shinji...\I refuse to listen to such pathetic whining.\Now go, Rin.\Hurry, Rin!\Saber!\I'm feeding you the last of my mana!\So blast that Holy Grail response:	so hard, there won't be
context: Sorry I couldn't save you, Shinji...\I refuse to listen to such pathetic whining.\Now go, Rin.\Hurry, Rin!\Saber!\I'm feeding you the last of my mana!\So blast that Holy Grail\so hard, there won't be response:	a single piece left!
context: I refuse to listen to such pathetic whining.\Now go, Rin.\Hurry, Rin!\Saber!\I'm feeding you the last of my mana!\So blast that Holy Grail\so hard, there won't be\a single piece left! response:	Ex...
context: Now go, Rin.\Hurry, Rin!\Saber!\I'm feeding you the last of my mana!\So blast that Holy Grail\so hard, there won't be\a single piece left!\Ex... response:	Wow...
context: Hurry, Rin!\Saber!\I'm feeding you the last of my mana!\So blast that Holy Grail\so hard, there won't be\a single piece left!\Ex...\Wow... response:	Our pact is concluded.
context: Saber!\I'm feeding you the last of my mana!\So blast that Holy Grail\so hard, there won't be\a single piece left!\Ex...\Wow...\Our pact is concluded. response:	Victory is yours, Rin.
context: I'm feeding you the last of my mana!\So blast that Holy Grail\so hard, there won't be\a single piece left!\Ex...\Wow...\Our pact is concluded.\Victory is yours, Rin. response:	Were it allowed, I should have liked to have remained to the end,
context: So blast that Holy Grail\so hard, there won't be\a single piece left!\Ex...\Wow...\Our pact is concluded.\Victory is yours, Rin.\Were it allowed, I should have liked to have remained to the end, response:	to see what becomes of you two...
context: so hard, there won't be\a single piece left!\Ex...\Wow...\Our pact is concluded.\Victory is yours, Rin.\Were it allowed, I should have liked to have remained to the end,\to see what becomes of you two... response:	However, that is not my role.
context: a single piece left!\Ex...\Wow...\Our pact is concluded.\Victory is yours, Rin.\Were it allowed, I should have liked to have remained to the end,\to see what becomes of you two...\However, that is not my role. response:	After all, Shirou has you, Rin.
context: Ex...\Wow...\Our pact is concluded.\Victory is yours, Rin.\Were it allowed, I should have liked to have remained to the end,\to see what becomes of you two...\However, that is not my role.\After all, Shirou has you, Rin. response:	Impossible!
context: Wow...\Our pact is concluded.\Victory is yours, Rin.\Were it allowed, I should have liked to have remained to the end,\to see what becomes of you two...\However, that is not my role.\After all, Shirou has you, Rin.\Impossible! response:	I'm being forced back?
context: Our pact is concluded.\Victory is yours, Rin.\Were it allowed, I should have liked to have remained to the end,\to see what becomes of you two...\However, that is not my role.\After all, Shirou has you, Rin.\Impossible!\I'm being forced back? response:	By a fraud like you?
context: Victory is yours, Rin.\Were it allowed, I should have liked to have remained to the end,\to see what becomes of you two...\However, that is not my role.\After all, Shirou has you, Rin.\Impossible!\I'm being forced back?\By a fraud like you? response:	Against any other Servant,
context: Were it allowed, I should have liked to have remained to the end,\to see what becomes of you two...\However, that is not my role.\After all, Shirou has you, Rin.\Impossible!\I'm being forced back?\By a fraud like you?\Against any other Servant, response:	creating a world like this wouldn't let me hold my own.
context: to see what becomes of you two...\However, that is not my role.\After all, Shirou has you, Rin.\Impossible!\I'm being forced back?\By a fraud like you?\Against any other Servant,\creating a world like this wouldn't let me hold my own. response:	Having an infinite number of swords
context: However, that is not my role.\After all, Shirou has you, Rin.\Impossible!\I'm being forced back?\By a fraud like you?\Against any other Servant,\creating a world like this wouldn't let me hold my own.\Having an infinite number of swords response:	wouldn't let me stand up to a Servant who had mastered one!
context: After all, Shirou has you, Rin.\Impossible!\I'm being forced back?\By a fraud like you?\Against any other Servant,\creating a world like this wouldn't let me hold my own.\Having an infinite number of swords\wouldn't let me stand up to a Servant who had mastered one! response:	But against you,
context: Impossible!\I'm being forced back?\By a fraud like you?\Against any other Servant,\creating a world like this wouldn't let me hold my own.\Having an infinite number of swords\wouldn't let me stand up to a Servant who had mastered one!\But against you, response:	my swords are ready and waiting,
context: I'm being forced back?\By a fraud like you?\Against any other Servant,\creating a world like this wouldn't let me hold my own.\Having an infinite number of swords\wouldn't let me stand up to a Servant who had mastered one!\But against you,\my swords are ready and waiting, response:	so I'm always one step ahead!
context: By a fraud like you?\Against any other Servant,\creating a world like this wouldn't let me hold my own.\Having an infinite number of swords\wouldn't let me stand up to a Servant who had mastered one!\But against you,\my swords are ready and waiting,\so I'm always one step ahead! response:	D-Damn you...
context: Against any other Servant,\creating a world like this wouldn't let me hold my own.\Having an infinite number of swords\wouldn't let me stand up to a Servant who had mastered one!\But against you,\my swords are ready and waiting,\so I'm always one step ahead!\D-Damn you... response:	Damn you!
context: creating a world like this wouldn't let me hold my own.\Having an infinite number of swords\wouldn't let me stand up to a Servant who had mastered one!\But against you,\my swords are ready and waiting,\so I'm always one step ahead!\D-Damn you...\Damn you! response:	Damn you! Damn you!
context: Having an infinite number of swords\wouldn't let me stand up to a Servant who had mastered one!\But against you,\my swords are ready and waiting,\so I'm always one step ahead!\D-Damn you...\Damn you!\Damn you! Damn you! response:	Damn you!
context: wouldn't let me stand up to a Servant who had mastered one!\But against you,\my swords are ready and waiting,\so I'm always one step ahead!\D-Damn you...\Damn you!\Damn you! Damn you!\Damn you! response:	Damn you!
context: But against you,\my swords are ready and waiting,\so I'm always one step ahead!\D-Damn you...\Damn you!\Damn you! Damn you!\Damn you!\Damn you! response:	To think that I must go all-out against the likes of you!
context: my swords are ready and waiting,\so I'm always one step ahead!\D-Damn you...\Damn you!\Damn you! Damn you!\Damn you!\Damn you!\To think that I must go all-out against the likes of you! response:	Rho Aias.
context: so I'm always one step ahead!\D-Damn you...\Damn you!\Damn you! Damn you!\Damn you!\Damn you!\To think that I must go all-out against the likes of you!\Rho Aias. response:	I shall grant you this...
context: D-Damn you...\Damn you!\Damn you! Damn you!\Damn you!\Damn you!\To think that I must go all-out against the likes of you!\Rho Aias.\I shall grant you this... response:	At this moment, you are powerful!
context: Damn you!\Damn you! Damn you!\Damn you!\Damn you!\To think that I must go all-out against the likes of you!\Rho Aias.\I shall grant you this...\At this moment, you are powerful! response:	You aren't getting away!
context: Damn you! Damn you!\Damn you!\Damn you!\To think that I must go all-out against the likes of you!\Rho Aias.\I shall grant you this...\At this moment, you are powerful!\You aren't getting away! response:	Running out of mana is a pathetic ending.
context: Damn you!\Damn you!\To think that I must go all-out against the likes of you!\Rho Aias.\I shall grant you this...\At this moment, you are powerful!\You aren't getting away!\Running out of mana is a pathetic ending. response:	Victory is yours.
context: Damn you!\To think that I must go all-out against the likes of you!\Rho Aias.\I shall grant you this...\At this moment, you are powerful!\You aren't getting away!\Running out of mana is a pathetic ending.\Victory is yours. response:	Die with that satisfaction, faker.
context: To think that I must go all-out against the likes of you!\Rho Aias.\I shall grant you this...\At this moment, you are powerful!\You aren't getting away!\Running out of mana is a pathetic ending.\Victory is yours.\Die with that satisfaction, faker. response:	What?
context: Rho Aias.\I shall grant you this...\At this moment, you are powerful!\You aren't getting away!\Running out of mana is a pathetic ending.\Victory is yours.\Die with that satisfaction, faker.\What? response:	Swallowing me accomplishes nothing...
context: I shall grant you this...\At this moment, you are powerful!\You aren't getting away!\Running out of mana is a pathetic ending.\Victory is yours.\Die with that satisfaction, faker.\What?\Swallowing me accomplishes nothing... response:	Wait!
context: At this moment, you are powerful!\You aren't getting away!\Running out of mana is a pathetic ending.\Victory is yours.\Die with that satisfaction, faker.\What?\Swallowing me accomplishes nothing...\Wait! response:	A hole left by the Holy Grail?
context: You aren't getting away!\Running out of mana is a pathetic ending.\Victory is yours.\Die with that satisfaction, faker.\What?\Swallowing me accomplishes nothing...\Wait!\A hole left by the Holy Grail? response:	That malformed abomination!
context: Running out of mana is a pathetic ending.\Victory is yours.\Die with that satisfaction, faker.\What?\Swallowing me accomplishes nothing...\Wait!\A hole left by the Holy Grail?\That malformed abomination! response:	Does it not know that a fellow Servant cannot be made its core?
context: Victory is yours.\Die with that satisfaction, faker.\What?\Swallowing me accomplishes nothing...\Wait!\A hole left by the Holy Grail?\That malformed abomination!\Does it not know that a fellow Servant cannot be made its core? response:	Damn... You're trying to take me with you?
context: Die with that satisfaction, faker.\What?\Swallowing me accomplishes nothing...\Wait!\A hole left by the Holy Grail?\That malformed abomination!\Does it not know that a fellow Servant cannot be made its core?\Damn... You're trying to take me with you? response:	Fool!
context: What?\Swallowing me accomplishes nothing...\Wait!\A hole left by the Holy Grail?\That malformed abomination!\Does it not know that a fellow Servant cannot be made its core?\Damn... You're trying to take me with you?\Fool! response:	I haven't the least intention of dying!
context: Swallowing me accomplishes nothing...\Wait!\A hole left by the Holy Grail?\That malformed abomination!\Does it not know that a fellow Servant cannot be made its core?\Damn... You're trying to take me with you?\Fool!\I haven't the least intention of dying! response:	Stay where you are, ruffian!
context: Wait!\A hole left by the Holy Grail?\That malformed abomination!\Does it not know that a fellow Servant cannot be made its core?\Damn... You're trying to take me with you?\Fool!\I haven't the least intention of dying!\Stay where you are, ruffian! response:	At least until I climb back to where you are!
context: A hole left by the Holy Grail?\That malformed abomination!\Does it not know that a fellow Servant cannot be made its core?\Damn... You're trying to take me with you?\Fool!\I haven't the least intention of dying!\Stay where you are, ruffian!\At least until I climb back to where you are! response:	As if!
context: That malformed abomination!\Does it not know that a fellow Servant cannot be made its core?\Damn... You're trying to take me with you?\Fool!\I haven't the least intention of dying!\Stay where you are, ruffian!\At least until I climb back to where you are!\As if! response:	I'll rip off my own arm, if that's what it takes!
context: Does it not know that a fellow Servant cannot be made its core?\Damn... You're trying to take me with you?\Fool!\I haven't the least intention of dying!\Stay where you are, ruffian!\At least until I climb back to where you are!\As if!\I'll rip off my own arm, if that's what it takes! response:	Do so if you wish, but step to the right first.
context: Damn... You're trying to take me with you?\Fool!\I haven't the least intention of dying!\Stay where you are, ruffian!\At least until I climb back to where you are!\As if!\I'll rip off my own arm, if that's what it takes!\Do so if you wish, but step to the right first. response:	You
context: Fool!\I haven't the least intention of dying!\Stay where you are, ruffian!\At least until I climb back to where you are!\As if!\I'll rip off my own arm, if that's what it takes!\Do so if you wish, but step to the right first.\You response:	Archer...
context: I haven't the least intention of dying!\Stay where you are, ruffian!\At least until I climb back to where you are!\As if!\I'll rip off my own arm, if that's what it takes!\Do so if you wish, but step to the right first.\You\Archer... response:	That guy...
context: Stay where you are, ruffian!\At least until I climb back to where you are!\As if!\I'll rip off my own arm, if that's what it takes!\Do so if you wish, but step to the right first.\You\Archer...\That guy... response:	Always showing off.
context: At least until I climb back to where you are!\As if!\I'll rip off my own arm, if that's what it takes!\Do so if you wish, but step to the right first.\You\Archer...\That guy...\Always showing off. response:	Archer!
context: As if!\I'll rip off my own arm, if that's what it takes!\Do so if you wish, but step to the right first.\You\Archer...\That guy...\Always showing off.\Archer! response:	Archer...
context: I'll rip off my own arm, if that's what it takes!\Do so if you wish, but step to the right first.\You\Archer...\That guy...\Always showing off.\Archer!\Archer... response:	It's unfortunate,
context: Do so if you wish, but step to the right first.\You\Archer...\That guy...\Always showing off.\Archer!\Archer...\It's unfortunate, response:	but that's how it is.
context: You\Archer...\That guy...\Always showing off.\Archer!\Archer...\It's unfortunate,\but that's how it is. response:	Give up on the Grail this time, Rin.
context: Archer...\That guy...\Always showing off.\Archer!\Archer...\It's unfortunate,\but that's how it is.\Give up on the Grail this time, Rin. response:	What's with that?
context: That guy...\Always showing off.\Archer!\Archer...\It's unfortunate,\but that's how it is.\Give up on the Grail this time, Rin.\What's with that? response:	This is hardly the time to be laughing!
context: Always showing off.\Archer!\Archer...\It's unfortunate,\but that's how it is.\Give up on the Grail this time, Rin.\What's with that?\This is hardly the time to be laughing! response:	My apologies.
context: Archer!\Archer...\It's unfortunate,\but that's how it is.\Give up on the Grail this time, Rin.\What's with that?\This is hardly the time to be laughing!\My apologies. response:	I couldn't help it, given your state.
context: Archer...\It's unfortunate,\but that's how it is.\Give up on the Grail this time, Rin.\What's with that?\This is hardly the time to be laughing!\My apologies.\I couldn't help it, given your state. response:	I was amused that you and I cut such sorry figures.
context: It's unfortunate,\but that's how it is.\Give up on the Grail this time, Rin.\What's with that?\This is hardly the time to be laughing!\My apologies.\I couldn't help it, given your state.\I was amused that you and I cut such sorry figures. response:	Archer... Make a pact with me again?
context: but that's how it is.\Give up on the Grail this time, Rin.\What's with that?\This is hardly the time to be laughing!\My apologies.\I couldn't help it, given your state.\I was amused that you and I cut such sorry figures.\Archer... Make a pact with me again? response:	I can't do that.
context: Give up on the Grail this time, Rin.\What's with that?\This is hardly the time to be laughing!\My apologies.\I couldn't help it, given your state.\I was amused that you and I cut such sorry figures.\Archer... Make a pact with me again?\I can't do that. response:	I doubt I have that right.
context: What's with that?\This is hardly the time to be laughing!\My apologies.\I couldn't help it, given your state.\I was amused that you and I cut such sorry figures.\Archer... Make a pact with me again?\I can't do that.\I doubt I have that right. response:	Besides, I no longer have a goal.
context: This is hardly the time to be laughing!\My apologies.\I couldn't help it, given your state.\I was amused that you and I cut such sorry figures.\Archer... Make a pact with me again?\I can't do that.\I doubt I have that right.\Besides, I no longer have a goal. response:	My battle ends here.
context: My apologies.\I couldn't help it, given your state.\I was amused that you and I cut such sorry figures.\Archer... Make a pact with me again?\I can't do that.\I doubt I have that right.\Besides, I no longer have a goal.\My battle ends here. response:	But... But this means you'll...
context: I couldn't help it, given your state.\I was amused that you and I cut such sorry figures.\Archer... Make a pact with me again?\I can't do that.\I doubt I have that right.\Besides, I no longer have a goal.\My battle ends here.\But... But this means you'll... response:	No matter how much time passes, you'll never be saved.
