context: /** TS by scol **/ last update: 10/10/02 11:25PM PST response:	Let's become manga artists!!
context: That is my outlook on life, having lived these last 14 years as a good kid should.\There was something in a book I just read,\that the greatest event, the highest purpose of life, is love.\Who am I kidding?\That's some crap said by a womanizing adult.\For me, who can't even talk to the girl he likes,\love is just sad and painful.\Fruitless love... response:	that will cast me into the abyss once again.
context: There was something in a book I just read,\that the greatest event, the highest purpose of life, is love.\Who am I kidding?\That's some crap said by a womanizing adult.\For me, who can't even talk to the girl he likes,\love is just sad and painful.\Fruitless love...\that will cast me into the abyss once again. response:	Please work hard for your mid-terms tomorrow.
context: that the greatest event, the highest purpose of life, is love.\Who am I kidding?\That's some crap said by a womanizing adult.\For me, who can't even talk to the girl he likes,\love is just sad and painful.\Fruitless love...\that will cast me into the abyss once again.\Please work hard for your mid-terms tomorrow. response:	Thank you very much!
context: Who am I kidding?\That's some crap said by a womanizing adult.\For me, who can't even talk to the girl he likes,\love is just sad and painful.\Fruitless love...\that will cast me into the abyss once again.\Please work hard for your mid-terms tomorrow.\Thank you very much! response:	Saikou, let's go home.
context: That's some crap said by a womanizing adult.\For me, who can't even talk to the girl he likes,\love is just sad and painful.\Fruitless love...\that will cast me into the abyss once again.\Please work hard for your mid-terms tomorrow.\Thank you very much!\Saikou, let's go home. response:	YYeah...
context: For me, who can't even talk to the girl he likes,\love is just sad and painful.\Fruitless love...\that will cast me into the abyss once again.\Please work hard for your mid-terms tomorrow.\Thank you very much!\Saikou, let's go home.\YYeah... response:	Saikou! Suzuki!
context: love is just sad and painful.\Fruitless love...\that will cast me into the abyss once again.\Please work hard for your mid-terms tomorrow.\Thank you very much!\Saikou, let's go home.\YYeah...\Saikou! Suzuki! response:	Let's get outta here.
context: Fruitless love...\that will cast me into the abyss once again.\Please work hard for your mid-terms tomorrow.\Thank you very much!\Saikou, let's go home.\YYeah...\Saikou! Suzuki!\Let's get outta here. response:	Here.
context: that will cast me into the abyss once again.\Please work hard for your mid-terms tomorrow.\Thank you very much!\Saikou, let's go home.\YYeah...\Saikou! Suzuki!\Let's get outta here.\Here. response:	Oh, thanks.
context: Please work hard for your mid-terms tomorrow.\Thank you very much!\Saikou, let's go home.\YYeah...\Saikou! Suzuki!\Let's get outta here.\Here.\Oh, thanks. response:	Tests start tomorrow huh?
context: Thank you very much!\Saikou, let's go home.\YYeah...\Saikou! Suzuki!\Let's get outta here.\Here.\Oh, thanks.\Tests start tomorrow huh? response:	Who cares?
context: Saikou, let's go home.\YYeah...\Saikou! Suzuki!\Let's get outta here.\Here.\Oh, thanks.\Tests start tomorrow huh?\Who cares? response:	We can head home early.
context: YYeah...\Saikou! Suzuki!\Let's get outta here.\Here.\Oh, thanks.\Tests start tomorrow huh?\Who cares?\We can head home early. response:	Well, let's just use that time well.
context: Saikou! Suzuki!\Let's get outta here.\Here.\Oh, thanks.\Tests start tomorrow huh?\Who cares?\We can head home early.\Well, let's just use that time well. response:	Yeah.
context: Let's get outta here.\Here.\Oh, thanks.\Tests start tomorrow huh?\Who cares?\We can head home early.\Well, let's just use that time well.\Yeah. response:	Miho.
context: Here.\Oh, thanks.\Tests start tomorrow huh?\Who cares?\We can head home early.\Well, let's just use that time well.\Yeah.\Miho. response:	Let's go home together.
context: Oh, thanks.\Tests start tomorrow huh?\Who cares?\We can head home early.\Well, let's just use that time well.\Yeah.\Miho.\Let's go home together. response:	Sure.
context: Tests start tomorrow huh?\Who cares?\We can head home early.\Well, let's just use that time well.\Yeah.\Miho.\Let's go home together.\Sure. response:	I'm lonely without you in my class!
context: Who cares?\We can head home early.\Well, let's just use that time well.\Yeah.\Miho.\Let's go home together.\Sure.\I'm lonely without you in my class! response:	Knock it off, Kaya!
context: We can head home early.\Well, let's just use that time well.\Yeah.\Miho.\Let's go home together.\Sure.\I'm lonely without you in my class!\Knock it off, Kaya! response:	Let's go have some fun!
context: Well, let's just use that time well.\Yeah.\Miho.\Let's go home together.\Sure.\I'm lonely without you in my class!\Knock it off, Kaya!\Let's go have some fun! response:	Saikou!
context: Yeah.\Miho.\Let's go home together.\Sure.\I'm lonely without you in my class!\Knock it off, Kaya!\Let's go have some fun!\Saikou! response:	Let's see...
context: Miho.\Let's go home together.\Sure.\I'm lonely without you in my class!\Knock it off, Kaya!\Let's go have some fun!\Saikou!\Let's see... response:	What should we do?
context: Let's go home together.\Sure.\I'm lonely without you in my class!\Knock it off, Kaya!\Let's go have some fun!\Saikou!\Let's see...\What should we do? response:	Want to see a movie?
context: Sure.\I'm lonely without you in my class!\Knock it off, Kaya!\Let's go have some fun!\Saikou!\Let's see...\What should we do?\Want to see a movie? response:	Ah! That hot one?
context: I'm lonely without you in my class!\Knock it off, Kaya!\Let's go have some fun!\Saikou!\Let's see...\What should we do?\Want to see a movie?\Ah! That hot one? response:	Yeah, that one.
context: Knock it off, Kaya!\Let's go have some fun!\Saikou!\Let's see...\What should we do?\Want to see a movie?\Ah! That hot one?\Yeah, that one. response:	Sounds good.
context: Let's go have some fun!\Saikou!\Let's see...\What should we do?\Want to see a movie?\Ah! That hot one?\Yeah, that one.\Sounds good. response:	What about you Saikou?
context: Saikou!\Let's see...\What should we do?\Want to see a movie?\Ah! That hot one?\Yeah, that one.\Sounds good.\What about you Saikou? response:	I don't want to wind up in the bottom half of the ranking board.
context: Let's see...\What should we do?\Want to see a movie?\Ah! That hot one?\Yeah, that one.\Sounds good.\What about you Saikou?\I don't want to wind up in the bottom half of the ranking board. response:	I'm going to study.
context: What should we do?\Want to see a movie?\Ah! That hot one?\Yeah, that one.\Sounds good.\What about you Saikou?\I don't want to wind up in the bottom half of the ranking board.\I'm going to study. response:	See ya.
context: Want to see a movie?\Ah! That hot one?\Yeah, that one.\Sounds good.\What about you Saikou?\I don't want to wind up in the bottom half of the ranking board.\I'm going to study.\See ya. response:	Saikou! He's no fun.
context: Ah! That hot one?\Yeah, that one.\Sounds good.\What about you Saikou?\I don't want to wind up in the bottom half of the ranking board.\I'm going to study.\See ya.\Saikou! He's no fun. response:	Huh?
context: Yeah, that one.\Sounds good.\What about you Saikou?\I don't want to wind up in the bottom half of the ranking board.\I'm going to study.\See ya.\Saikou! He's no fun.\Huh? response:	My math notebook...
context: Sounds good.\What about you Saikou?\I don't want to wind up in the bottom half of the ranking board.\I'm going to study.\See ya.\Saikou! He's no fun.\Huh?\My math notebook... response:	I can study without my notes,
context: What about you Saikou?\I don't want to wind up in the bottom half of the ranking board.\I'm going to study.\See ya.\Saikou! He's no fun.\Huh?\My math notebook...\I can study without my notes, response:	but I don't want to leave them at school.
context: I don't want to wind up in the bottom half of the ranking board.\I'm going to study.\See ya.\Saikou! He's no fun.\Huh?\My math notebook...\I can study without my notes,\but I don't want to leave them at school. response:	Takagi Akito...
context: I'm going to study.\See ya.\Saikou! He's no fun.\Huh?\My math notebook...\I can study without my notes,\but I don't want to leave them at school.\Takagi Akito... response:	What are you up to?
context: See ya.\Saikou! He's no fun.\Huh?\My math notebook...\I can study without my notes,\but I don't want to leave them at school.\Takagi Akito...\What are you up to? response:	Shouldn't you be studying to protect your number one spot?
context: Saikou! He's no fun.\Huh?\My math notebook...\I can study without my notes,\but I don't want to leave them at school.\Takagi Akito...\What are you up to?\Shouldn't you be studying to protect your number one spot? response:	My notebook!
context: Huh?\My math notebook...\I can study without my notes,\but I don't want to leave them at school.\Takagi Akito...\What are you up to?\Shouldn't you be studying to protect your number one spot?\My notebook! response:	Did he find out I have a crush on Azuki?!
context: My math notebook...\I can study without my notes,\but I don't want to leave them at school.\Takagi Akito...\What are you up to?\Shouldn't you be studying to protect your number one spot?\My notebook!\Did he find out I have a crush on Azuki?! response:	Don't make such a serious face.
context: I can study without my notes,\but I don't want to leave them at school.\Takagi Akito...\What are you up to?\Shouldn't you be studying to protect your number one spot?\My notebook!\Did he find out I have a crush on Azuki?!\Don't make such a serious face. response:	This isn't the Death Note.
context: but I don't want to leave them at school.\Takagi Akito...\What are you up to?\Shouldn't you be studying to protect your number one spot?\My notebook!\Did he find out I have a crush on Azuki?!\Don't make such a serious face.\This isn't the Death Note. response:	Why do you have your hands on my notes?
context: Takagi Akito...\What are you up to?\Shouldn't you be studying to protect your number one spot?\My notebook!\Did he find out I have a crush on Azuki?!\Don't make such a serious face.\This isn't the Death Note.\Why do you have your hands on my notes? response:	Because I sit all the way in the back.
context: What are you up to?\Shouldn't you be studying to protect your number one spot?\My notebook!\Did he find out I have a crush on Azuki?!\Don't make such a serious face.\This isn't the Death Note.\Why do you have your hands on my notes?\Because I sit all the way in the back. response:	I saw you drawing something in this notebook during class.
context: Shouldn't you be studying to protect your number one spot?\My notebook!\Did he find out I have a crush on Azuki?!\Don't make such a serious face.\This isn't the Death Note.\Why do you have your hands on my notes?\Because I sit all the way in the back.\I saw you drawing something in this notebook during class. response:	And I knew that you'd come back for it.
context: My notebook!\Did he find out I have a crush on Azuki?!\Don't make such a serious face.\This isn't the Death Note.\Why do you have your hands on my notes?\Because I sit all the way in the back.\I saw you drawing something in this notebook during class.\And I knew that you'd come back for it. response:	Sorry, but I took the liberty of looking inside.
context: Did he find out I have a crush on Azuki?!\Don't make such a serious face.\This isn't the Death Note.\Why do you have your hands on my notes?\Because I sit all the way in the back.\I saw you drawing something in this notebook during class.\And I knew that you'd come back for it.\Sorry, but I took the liberty of looking inside. response:	I was sure you'd come back for this.
context: Don't make such a serious face.\This isn't the Death Note.\Why do you have your hands on my notes?\Because I sit all the way in the back.\I saw you drawing something in this notebook during class.\And I knew that you'd come back for it.\Sorry, but I took the liberty of looking inside.\I was sure you'd come back for this. response:	So, I was waiting for you.
context: This isn't the Death Note.\Why do you have your hands on my notes?\Because I sit all the way in the back.\I saw you drawing something in this notebook during class.\And I knew that you'd come back for it.\Sorry, but I took the liberty of looking inside.\I was sure you'd come back for this.\So, I was waiting for you. response:	What the hell is he planning?
context: Why do you have your hands on my notes?\Because I sit all the way in the back.\I saw you drawing something in this notebook during class.\And I knew that you'd come back for it.\Sorry, but I took the liberty of looking inside.\I was sure you'd come back for this.\So, I was waiting for you.\What the hell is he planning? response:	Anyway these are good, Azuki Miho.
context: Because I sit all the way in the back.\I saw you drawing something in this notebook during class.\And I knew that you'd come back for it.\Sorry, but I took the liberty of looking inside.\I was sure you'd come back for this.\So, I was waiting for you.\What the hell is he planning?\Anyway these are good, Azuki Miho. response:	She's quiet, so she doesn't stand out, but she's top class for this school.
context: I saw you drawing something in this notebook during class.\And I knew that you'd come back for it.\Sorry, but I took the liberty of looking inside.\I was sure you'd come back for this.\So, I was waiting for you.\What the hell is he planning?\Anyway these are good, Azuki Miho.\She's quiet, so she doesn't stand out, but she's top class for this school. response:	Does Takagi have a thing for her too?
context: And I knew that you'd come back for it.\Sorry, but I took the liberty of looking inside.\I was sure you'd come back for this.\So, I was waiting for you.\What the hell is he planning?\Anyway these are good, Azuki Miho.\She's quiet, so she doesn't stand out, but she's top class for this school.\Does Takagi have a thing for her too? response:	I think Azuki probably has a crush on you, too.
context: Sorry, but I took the liberty of looking inside.\I was sure you'd come back for this.\So, I was waiting for you.\What the hell is he planning?\Anyway these are good, Azuki Miho.\She's quiet, so she doesn't stand out, but she's top class for this school.\Does Takagi have a thing for her too?\I think Azuki probably has a crush on you, too. response:	Huh?
context: I was sure you'd come back for this.\So, I was waiting for you.\What the hell is he planning?\Anyway these are good, Azuki Miho.\She's quiet, so she doesn't stand out, but she's top class for this school.\Does Takagi have a thing for her too?\I think Azuki probably has a crush on you, too.\Huh? response:	NNo way!
context: So, I was waiting for you.\What the hell is he planning?\Anyway these are good, Azuki Miho.\She's quiet, so she doesn't stand out, but she's top class for this school.\Does Takagi have a thing for her too?\I think Azuki probably has a crush on you, too.\Huh?\NNo way! response:	We haven't even talked yet, and first of all what makes you think that?
context: What the hell is he planning?\Anyway these are good, Azuki Miho.\She's quiet, so she doesn't stand out, but she's top class for this school.\Does Takagi have a thing for her too?\I think Azuki probably has a crush on you, too.\Huh?\NNo way!\We haven't even talked yet, and first of all what makes you think that? response:	Didn't I explain that to you?
context: Anyway these are good, Azuki Miho.\She's quiet, so she doesn't stand out, but she's top class for this school.\Does Takagi have a thing for her too?\I think Azuki probably has a crush on you, too.\Huh?\NNo way!\We haven't even talked yet, and first of all what makes you think that?\Didn't I explain that to you? response:	I sit all the way in the back.
context: She's quiet, so she doesn't stand out, but she's top class for this school.\Does Takagi have a thing for her too?\I think Azuki probably has a crush on you, too.\Huh?\NNo way!\We haven't even talked yet, and first of all what makes you think that?\Didn't I explain that to you?\I sit all the way in the back. response:	As if you can understand everything about the class just because you sit in the back!
context: Does Takagi have a thing for her too?\I think Azuki probably has a crush on you, too.\Huh?\NNo way!\We haven't even talked yet, and first of all what makes you think that?\Didn't I explain that to you?\I sit all the way in the back.\As if you can understand everything about the class just because you sit in the back! response:	Well, pretty much.
context: I think Azuki probably has a crush on you, too.\Huh?\NNo way!\We haven't even talked yet, and first of all what makes you think that?\Didn't I explain that to you?\I sit all the way in the back.\As if you can understand everything about the class just because you sit in the back!\Well, pretty much. response:	But, if it were the case that the person in question did not feel that way,
context: Huh?\NNo way!\We haven't even talked yet, and first of all what makes you think that?\Didn't I explain that to you?\I sit all the way in the back.\As if you can understand everything about the class just because you sit in the back!\Well, pretty much.\But, if it were the case that the person in question did not feel that way, response:	I'd freely admit that my instincts have their limits.
context: NNo way!\We haven't even talked yet, and first of all what makes you think that?\Didn't I explain that to you?\I sit all the way in the back.\As if you can understand everything about the class just because you sit in the back!\Well, pretty much.\But, if it were the case that the person in question did not feel that way,\I'd freely admit that my instincts have their limits. response:	What's up with this guy?
context: We haven't even talked yet, and first of all what makes you think that?\Didn't I explain that to you?\I sit all the way in the back.\As if you can understand everything about the class just because you sit in the back!\Well, pretty much.\But, if it were the case that the person in question did not feel that way,\I'd freely admit that my instincts have their limits.\What's up with this guy? response:	What's he so happy about?
context: Didn't I explain that to you?\I sit all the way in the back.\As if you can understand everything about the class just because you sit in the back!\Well, pretty much.\But, if it were the case that the person in question did not feel that way,\I'd freely admit that my instincts have their limits.\What's up with this guy?\What's he so happy about? response:	Don't worry.
context: I sit all the way in the back.\As if you can understand everything about the class just because you sit in the back!\Well, pretty much.\But, if it were the case that the person in question did not feel that way,\I'd freely admit that my instincts have their limits.\What's up with this guy?\What's he so happy about?\Don't worry. response:	I'll return your notebook and I won't tell anyone your secret.
context: As if you can understand everything about the class just because you sit in the back!\Well, pretty much.\But, if it were the case that the person in question did not feel that way,\I'd freely admit that my instincts have their limits.\What's up with this guy?\What's he so happy about?\Don't worry.\I'll return your notebook and I won't tell anyone your secret. response:	Thanks.
context: Well, pretty much.\But, if it were the case that the person in question did not feel that way,\I'd freely admit that my instincts have their limits.\What's up with this guy?\What's he so happy about?\Don't worry.\I'll return your notebook and I won't tell anyone your secret.\Thanks. response:	However!
context: But, if it were the case that the person in question did not feel that way,\I'd freely admit that my instincts have their limits.\What's up with this guy?\What's he so happy about?\Don't worry.\I'll return your notebook and I won't tell anyone your secret.\Thanks.\However! response:	There is one condition.
context: I'd freely admit that my instincts have their limits.\What's up with this guy?\What's he so happy about?\Don't worry.\I'll return your notebook and I won't tell anyone your secret.\Thanks.\However!\There is one condition. response:	Here it comes.
context: What's up with this guy?\What's he so happy about?\Don't worry.\I'll return your notebook and I won't tell anyone your secret.\Thanks.\However!\There is one condition.\Here it comes. response:	What?
context: What's he so happy about?\Don't worry.\I'll return your notebook and I won't tell anyone your secret.\Thanks.\However!\There is one condition.\Here it comes.\What? response:	He'll definitely tell me to stay away from Azuki.
context: Don't worry.\I'll return your notebook and I won't tell anyone your secret.\Thanks.\However!\There is one condition.\Here it comes.\What?\He'll definitely tell me to stay away from Azuki. response:	Work with me and become a mangaka.
context: I'll return your notebook and I won't tell anyone your secret.\Thanks.\However!\There is one condition.\Here it comes.\What?\He'll definitely tell me to stay away from Azuki.\Work with me and become a mangaka. response:	I've loved manga ever since I was a kid,
context: Thanks.\However!\There is one condition.\Here it comes.\What?\He'll definitely tell me to stay away from Azuki.\Work with me and become a mangaka.\I've loved manga ever since I was a kid, response:	and I've always dreamed of becoming a mangaka.
context: However!\There is one condition.\Here it comes.\What?\He'll definitely tell me to stay away from Azuki.\Work with me and become a mangaka.\I've loved manga ever since I was a kid,\and I've always dreamed of becoming a mangaka. response:	I've considered many others, but I need your art!
context: There is one condition.\Here it comes.\What?\He'll definitely tell me to stay away from Azuki.\Work with me and become a mangaka.\I've loved manga ever since I was a kid,\and I've always dreamed of becoming a mangaka.\I've considered many others, but I need your art! response:	You're ranked top-class academically, even at the national level,
context: Here it comes.\What?\He'll definitely tell me to stay away from Azuki.\Work with me and become a mangaka.\I've loved manga ever since I was a kid,\and I've always dreamed of becoming a mangaka.\I've considered many others, but I need your art!\You're ranked top-class academically, even at the national level, response:	and you want to be a mangaka?
context: What?\He'll definitely tell me to stay away from Azuki.\Work with me and become a mangaka.\I've loved manga ever since I was a kid,\and I've always dreamed of becoming a mangaka.\I've considered many others, but I need your art!\You're ranked top-class academically, even at the national level,\and you want to be a mangaka? response:	Is it not the desire of men to achieve greatness?
context: He'll definitely tell me to stay away from Azuki.\Work with me and become a mangaka.\I've loved manga ever since I was a kid,\and I've always dreamed of becoming a mangaka.\I've considered many others, but I need your art!\You're ranked top-class academically, even at the national level,\and you want to be a mangaka?\Is it not the desire of men to achieve greatness? response:	To get rich?
context: Work with me and become a mangaka.\I've loved manga ever since I was a kid,\and I've always dreamed of becoming a mangaka.\I've considered many others, but I need your art!\You're ranked top-class academically, even at the national level,\and you want to be a mangaka?\Is it not the desire of men to achieve greatness?\To get rich? response:	I have neither the looks nor the singing ability to enter the world of show business.
context: I've loved manga ever since I was a kid,\and I've always dreamed of becoming a mangaka.\I've considered many others, but I need your art!\You're ranked top-class academically, even at the national level,\and you want to be a mangaka?\Is it not the desire of men to achieve greatness?\To get rich?\I have neither the looks nor the singing ability to enter the world of show business. response:	I have no extraordinary skill in sports.
context: and I've always dreamed of becoming a mangaka.\I've considered many others, but I need your art!\You're ranked top-class academically, even at the national level,\and you want to be a mangaka?\Is it not the desire of men to achieve greatness?\To get rich?\I have neither the looks nor the singing ability to enter the world of show business.\I have no extraordinary skill in sports. response:	But I have literary talent, and you can draw!
context: I've considered many others, but I need your art!\You're ranked top-class academically, even at the national level,\and you want to be a mangaka?\Is it not the desire of men to achieve greatness?\To get rich?\I have neither the looks nor the singing ability to enter the world of show business.\I have no extraordinary skill in sports.\But I have literary talent, and you can draw! response:	In that case, what is there but manga?
context: You're ranked top-class academically, even at the national level,\and you want to be a mangaka?\Is it not the desire of men to achieve greatness?\To get rich?\I have neither the looks nor the singing ability to enter the world of show business.\I have no extraordinary skill in sports.\But I have literary talent, and you can draw!\In that case, what is there but manga? response:	Japan's manga is already world renowned as a great culture.
context: and you want to be a mangaka?\Is it not the desire of men to achieve greatness?\To get rich?\I have neither the looks nor the singing ability to enter the world of show business.\I have no extraordinary skill in sports.\But I have literary talent, and you can draw!\In that case, what is there but manga?\Japan's manga is already world renowned as a great culture. response:	Let's leave our mark on the world with manga!
context: Is it not the desire of men to achieve greatness?\To get rich?\I have neither the looks nor the singing ability to enter the world of show business.\I have no extraordinary skill in sports.\But I have literary talent, and you can draw!\In that case, what is there but manga?\Japan's manga is already world renowned as a great culture.\Let's leave our mark on the world with manga! response:	You, who have won awards for your papers and compositions, will write the stories,
context: To get rich?\I have neither the looks nor the singing ability to enter the world of show business.\I have no extraordinary skill in sports.\But I have literary talent, and you can draw!\In that case, what is there but manga?\Japan's manga is already world renowned as a great culture.\Let's leave our mark on the world with manga!\You, who have won awards for your papers and compositions, will write the stories, response:	and I will draw.
context: I have neither the looks nor the singing ability to enter the world of show business.\I have no extraordinary skill in sports.\But I have literary talent, and you can draw!\In that case, what is there but manga?\Japan's manga is already world renowned as a great culture.\Let's leave our mark on the world with manga!\You, who have won awards for your papers and compositions, will write the stories,\and I will draw. response:	Interesting.
context: I have no extraordinary skill in sports.\But I have literary talent, and you can draw!\In that case, what is there but manga?\Japan's manga is already world renowned as a great culture.\Let's leave our mark on the world with manga!\You, who have won awards for your papers and compositions, will write the stories,\and I will draw.\Interesting. response:	Right?
context: But I have literary talent, and you can draw!\In that case, what is there but manga?\Japan's manga is already world renowned as a great culture.\Let's leave our mark on the world with manga!\You, who have won awards for your papers and compositions, will write the stories,\and I will draw.\Interesting.\Right? response:	But I refuse.
context: In that case, what is there but manga?\Japan's manga is already world renowned as a great culture.\Let's leave our mark on the world with manga!\You, who have won awards for your papers and compositions, will write the stories,\and I will draw.\Interesting.\Right?\But I refuse. response:	But I refuse,” huh?
context: Japan's manga is already world renowned as a great culture.\Let's leave our mark on the world with manga!\You, who have won awards for your papers and compositions, will write the stories,\and I will draw.\Interesting.\Right?\But I refuse.\But I refuse,” huh? response:	You too are quite the manga lover.
context: Let's leave our mark on the world with manga!\You, who have won awards for your papers and compositions, will write the stories,\and I will draw.\Interesting.\Right?\But I refuse.\But I refuse,” huh?\You too are quite the manga lover. response:	I can't become a mangaka.
context: You, who have won awards for your papers and compositions, will write the stories,\and I will draw.\Interesting.\Right?\But I refuse.\But I refuse,” huh?\You too are quite the manga lover.\I can't become a mangaka. response:	Only that tiny fraction of people born with true talent and genius can.
context: and I will draw.\Interesting.\Right?\But I refuse.\But I refuse,” huh?\You too are quite the manga lover.\I can't become a mangaka.\Only that tiny fraction of people born with true talent and genius can. response:	Beyond that, it's just gambling.
context: Interesting.\Right?\But I refuse.\But I refuse,” huh?\You too are quite the manga lover.\I can't become a mangaka.\Only that tiny fraction of people born with true talent and genius can.\Beyond that, it's just gambling. response:	Gambling?
context: Right?\But I refuse.\But I refuse,” huh?\You too are quite the manga lover.\I can't become a mangaka.\Only that tiny fraction of people born with true talent and genius can.\Beyond that, it's just gambling.\Gambling? response:	When you say mangaka,”
context: But I refuse.\But I refuse,” huh?\You too are quite the manga lover.\I can't become a mangaka.\Only that tiny fraction of people born with true talent and genius can.\Beyond that, it's just gambling.\Gambling?\When you say mangaka,” response:	you're talking about someone who can make a living off of nothing but drawing manga.
context: But I refuse,” huh?\You too are quite the manga lover.\I can't become a mangaka.\Only that tiny fraction of people born with true talent and genius can.\Beyond that, it's just gambling.\Gambling?\When you say mangaka,”\you're talking about someone who can make a living off of nothing but drawing manga. response:	Even if you get your work serialized in a weekly publication,
context: You too are quite the manga lover.\I can't become a mangaka.\Only that tiny fraction of people born with true talent and genius can.\Beyond that, it's just gambling.\Gambling?\When you say mangaka,”\you're talking about someone who can make a living off of nothing but drawing manga.\Even if you get your work serialized in a weekly publication, response:	it'll be ranked every week through reader surveys,
context: I can't become a mangaka.\Only that tiny fraction of people born with true talent and genius can.\Beyond that, it's just gambling.\Gambling?\When you say mangaka,”\you're talking about someone who can make a living off of nothing but drawing manga.\Even if you get your work serialized in a weekly publication,\it'll be ranked every week through reader surveys, response:	and if it's not popular enough you'll be dropped after ten weeks.
context: Only that tiny fraction of people born with true talent and genius can.\Beyond that, it's just gambling.\Gambling?\When you say mangaka,”\you're talking about someone who can make a living off of nothing but drawing manga.\Even if you get your work serialized in a weekly publication,\it'll be ranked every week through reader surveys,\and if it's not popular enough you'll be dropped after ten weeks. response:	If you hit it big or churn out multiple volumes of reasonably popular manga that's one thing,
context: Beyond that, it's just gambling.\Gambling?\When you say mangaka,”\you're talking about someone who can make a living off of nothing but drawing manga.\Even if you get your work serialized in a weekly publication,\it'll be ranked every week through reader surveys,\and if it's not popular enough you'll be dropped after ten weeks.\If you hit it big or churn out multiple volumes of reasonably popular manga that's one thing, response:	but if you can't do that then you're just a gambler.
context: Gambling?\When you say mangaka,”\you're talking about someone who can make a living off of nothing but drawing manga.\Even if you get your work serialized in a weekly publication,\it'll be ranked every week through reader surveys,\and if it's not popular enough you'll be dropped after ten weeks.\If you hit it big or churn out multiple volumes of reasonably popular manga that's one thing,\but if you can't do that then you're just a gambler. response:	Only 0.001 of those who try actually make their fortune in manga.
context: When you say mangaka,”\you're talking about someone who can make a living off of nothing but drawing manga.\Even if you get your work serialized in a weekly publication,\it'll be ranked every week through reader surveys,\and if it's not popular enough you'll be dropped after ten weeks.\If you hit it big or churn out multiple volumes of reasonably popular manga that's one thing,\but if you can't do that then you're just a gambler.\Only 0.001 of those who try actually make their fortune in manga. response:	That's about 1 in 100,000.
context: you're talking about someone who can make a living off of nothing but drawing manga.\Even if you get your work serialized in a weekly publication,\it'll be ranked every week through reader surveys,\and if it's not popular enough you'll be dropped after ten weeks.\If you hit it big or churn out multiple volumes of reasonably popular manga that's one thing,\but if you can't do that then you're just a gambler.\Only 0.001 of those who try actually make their fortune in manga.\That's about 1 in 100,000. response:	What's up with the probability theories?
context: Even if you get your work serialized in a weekly publication,\it'll be ranked every week through reader surveys,\and if it's not popular enough you'll be dropped after ten weeks.\If you hit it big or churn out multiple volumes of reasonably popular manga that's one thing,\but if you can't do that then you're just a gambler.\Only 0.001 of those who try actually make their fortune in manga.\That's about 1 in 100,000.\What's up with the probability theories? response:	Who'd you hear that from?
context: it'll be ranked every week through reader surveys,\and if it's not popular enough you'll be dropped after ten weeks.\If you hit it big or churn out multiple volumes of reasonably popular manga that's one thing,\but if you can't do that then you're just a gambler.\Only 0.001 of those who try actually make their fortune in manga.\That's about 1 in 100,000.\What's up with the probability theories?\Who'd you hear that from? response:	Whatever.
context: and if it's not popular enough you'll be dropped after ten weeks.\If you hit it big or churn out multiple volumes of reasonably popular manga that's one thing,\but if you can't do that then you're just a gambler.\Only 0.001 of those who try actually make their fortune in manga.\That's about 1 in 100,000.\What's up with the probability theories?\Who'd you hear that from?\Whatever. response:	My uncle was a mangaka...
context: If you hit it big or churn out multiple volumes of reasonably popular manga that's one thing,\but if you can't do that then you're just a gambler.\Only 0.001 of those who try actually make their fortune in manga.\That's about 1 in 100,000.\What's up with the probability theories?\Who'd you hear that from?\Whatever.\My uncle was a mangaka... response:	No, he was just a gambler.
context: but if you can't do that then you're just a gambler.\Only 0.001 of those who try actually make their fortune in manga.\That's about 1 in 100,000.\What's up with the probability theories?\Who'd you hear that from?\Whatever.\My uncle was a mangaka...\No, he was just a gambler. response:	That's right... was.
context: Only 0.001 of those who try actually make their fortune in manga.\That's about 1 in 100,000.\What's up with the probability theories?\Who'd you hear that from?\Whatever.\My uncle was a mangaka...\No, he was just a gambler.\That's right... was. response:	Your uncle was a mangaka?
context: That's about 1 in 100,000.\What's up with the probability theories?\Who'd you hear that from?\Whatever.\My uncle was a mangaka...\No, he was just a gambler.\That's right... was.\Your uncle was a mangaka? response:	You're kidding!
context: What's up with the probability theories?\Who'd you hear that from?\Whatever.\My uncle was a mangaka...\No, he was just a gambler.\That's right... was.\Your uncle was a mangaka?\You're kidding! response:	It's true.
context: Who'd you hear that from?\Whatever.\My uncle was a mangaka...\No, he was just a gambler.\That's right... was.\Your uncle was a mangaka?\You're kidding!\It's true. response:	Who? What's his name?
context: Whatever.\My uncle was a mangaka...\No, he was just a gambler.\That's right... was.\Your uncle was a mangaka?\You're kidding!\It's true.\Who? What's his name? response:	It was a long time ago, and even if I tell you...
context: My uncle was a mangaka...\No, he was just a gambler.\That's right... was.\Your uncle was a mangaka?\You're kidding!\It's true.\Who? What's his name?\It was a long time ago, and even if I tell you... response:	Who is he?
context: No, he was just a gambler.\That's right... was.\Your uncle was a mangaka?\You're kidding!\It's true.\Who? What's his name?\It was a long time ago, and even if I tell you...\Who is he? response:	His name is Kawaguchi Tarou, and he used to write in Shonen Ju
context: That's right... was.\Your uncle was a mangaka?\You're kidding!\It's true.\Who? What's his name?\It was a long time ago, and even if I tell you...\Who is he?\His name is Kawaguchi Tarou, and he used to write in Shonen Ju response:	What?!
