context: It's so cool now. response:	Yeah, the maple trees on the mountain are a lot prettier too.
context: Grandson? What about Reiko?\She died a long time ago.\I see...\What a short life...\That's why I hate getting attached to people.\Don't get closer to me, you damned man!\Please use it.\You're crying for Reiko-san, right? response:	Excuse me.
context: She died a long time ago.\I see...\What a short life...\That's why I hate getting attached to people.\Don't get closer to me, you damned man!\Please use it.\You're crying for Reiko-san, right?\Excuse me. response:	Misuzu-dono had said that Natsume called for me...
context: I see...\What a short life...\That's why I hate getting attached to people.\Don't get closer to me, you damned man!\Please use it.\You're crying for Reiko-san, right?\Excuse me.\Misuzu-dono had said that Natsume called for me... response:	So I got a bit excited.
context: What a short life...\That's why I hate getting attached to people.\Don't get closer to me, you damned man!\Please use it.\You're crying for Reiko-san, right?\Excuse me.\Misuzu-dono had said that Natsume called for me...\So I got a bit excited. response:	What are you doing?
context: That's why I hate getting attached to people.\Don't get closer to me, you damned man!\Please use it.\You're crying for Reiko-san, right?\Excuse me.\Misuzu-dono had said that Natsume called for me...\So I got a bit excited.\What are you doing? response:	It's the Five Day Mark.
context: Don't get closer to me, you damned man!\Please use it.\You're crying for Reiko-san, right?\Excuse me.\Misuzu-dono had said that Natsume called for me...\So I got a bit excited.\What are you doing?\It's the Five Day Mark. response:	Five Day Mark?
context: Please use it.\You're crying for Reiko-san, right?\Excuse me.\Misuzu-dono had said that Natsume called for me...\So I got a bit excited.\What are you doing?\It's the Five Day Mark.\Five Day Mark? response:	This Ayakashi cannot move, and so he places marks on people passing by.
context: You're crying for Reiko-san, right?\Excuse me.\Misuzu-dono had said that Natsume called for me...\So I got a bit excited.\What are you doing?\It's the Five Day Mark.\Five Day Mark?\This Ayakashi cannot move, and so he places marks on people passing by. response:	For five days, the mark will comsume their life force,
context: Excuse me.\Misuzu-dono had said that Natsume called for me...\So I got a bit excited.\What are you doing?\It's the Five Day Mark.\Five Day Mark?\This Ayakashi cannot move, and so he places marks on people passing by.\For five days, the mark will comsume their life force, response:	and will draw them to the owner of the mark to be eaten.
context: Misuzu-dono had said that Natsume called for me...\So I got a bit excited.\What are you doing?\It's the Five Day Mark.\Five Day Mark?\This Ayakashi cannot move, and so he places marks on people passing by.\For five days, the mark will comsume their life force,\and will draw them to the owner of the mark to be eaten. response:	By repeating that, the owner of the mark will gain the power to be free.
context: So I got a bit excited.\What are you doing?\It's the Five Day Mark.\Five Day Mark?\This Ayakashi cannot move, and so he places marks on people passing by.\For five days, the mark will comsume their life force,\and will draw them to the owner of the mark to be eaten.\By repeating that, the owner of the mark will gain the power to be free. response:	That's strange.
context: What are you doing?\It's the Five Day Mark.\Five Day Mark?\This Ayakashi cannot move, and so he places marks on people passing by.\For five days, the mark will comsume their life force,\and will draw them to the owner of the mark to be eaten.\By repeating that, the owner of the mark will gain the power to be free.\That's strange. response:	I can't remember which way I went.
context: It's the Five Day Mark.\Five Day Mark?\This Ayakashi cannot move, and so he places marks on people passing by.\For five days, the mark will comsume their life force,\and will draw them to the owner of the mark to be eaten.\By repeating that, the owner of the mark will gain the power to be free.\That's strange.\I can't remember which way I went. response:	You probably went on some path humans can not take,
context: Five Day Mark?\This Ayakashi cannot move, and so he places marks on people passing by.\For five days, the mark will comsume their life force,\and will draw them to the owner of the mark to be eaten.\By repeating that, the owner of the mark will gain the power to be free.\That's strange.\I can't remember which way I went.\You probably went on some path humans can not take, response:	and met the owner of that mark.
context: This Ayakashi cannot move, and so he places marks on people passing by.\For five days, the mark will comsume their life force,\and will draw them to the owner of the mark to be eaten.\By repeating that, the owner of the mark will gain the power to be free.\That's strange.\I can't remember which way I went.\You probably went on some path humans can not take,\and met the owner of that mark. response:	Geez... It'll be bothersome, but I'll look into it.
context: For five days, the mark will comsume their life force,\and will draw them to the owner of the mark to be eaten.\By repeating that, the owner of the mark will gain the power to be free.\That's strange.\I can't remember which way I went.\You probably went on some path humans can not take,\and met the owner of that mark.\Geez... It'll be bothersome, but I'll look into it. response:	Go home for now.
context: and will draw them to the owner of the mark to be eaten.\By repeating that, the owner of the mark will gain the power to be free.\That's strange.\I can't remember which way I went.\You probably went on some path humans can not take,\and met the owner of that mark.\Geez... It'll be bothersome, but I'll look into it.\Go home for now. response:	I got myself involved in some bad business.
context: By repeating that, the owner of the mark will gain the power to be free.\That's strange.\I can't remember which way I went.\You probably went on some path humans can not take,\and met the owner of that mark.\Geez... It'll be bothersome, but I'll look into it.\Go home for now.\I got myself involved in some bad business. response:	What's that?
context: That's strange.\I can't remember which way I went.\You probably went on some path humans can not take,\and met the owner of that mark.\Geez... It'll be bothersome, but I'll look into it.\Go home for now.\I got myself involved in some bad business.\What's that? response:	It's an Ayakashi.
context: I can't remember which way I went.\You probably went on some path humans can not take,\and met the owner of that mark.\Geez... It'll be bothersome, but I'll look into it.\Go home for now.\I got myself involved in some bad business.\What's that?\It's an Ayakashi. response:	Ah, this might be nice.
context: You probably went on some path humans can not take,\and met the owner of that mark.\Geez... It'll be bothersome, but I'll look into it.\Go home for now.\I got myself involved in some bad business.\What's that?\It's an Ayakashi.\Ah, this might be nice. response:	What's wrong with your arm?
context: and met the owner of that mark.\Geez... It'll be bothersome, but I'll look into it.\Go home for now.\I got myself involved in some bad business.\What's that?\It's an Ayakashi.\Ah, this might be nice.\What's wrong with your arm? response:	It got scraped on a tree branch.
context: Geez... It'll be bothersome, but I'll look into it.\Go home for now.\I got myself involved in some bad business.\What's that?\It's an Ayakashi.\Ah, this might be nice.\What's wrong with your arm?\It got scraped on a tree branch. response:	It's nothing serious.
context: Go home for now.\I got myself involved in some bad business.\What's that?\It's an Ayakashi.\Ah, this might be nice.\What's wrong with your arm?\It got scraped on a tree branch.\It's nothing serious. response:	My, my, it'll be bad if it festers.
context: I got myself involved in some bad business.\What's that?\It's an Ayakashi.\Ah, this might be nice.\What's wrong with your arm?\It got scraped on a tree branch.\It's nothing serious.\My, my, it'll be bad if it festers. response:	It's okay! There aren't any problems!
context: What's that?\It's an Ayakashi.\Ah, this might be nice.\What's wrong with your arm?\It got scraped on a tree branch.\It's nothing serious.\My, my, it'll be bad if it festers.\It's okay! There aren't any problems! response:	See?
context: It's an Ayakashi.\Ah, this might be nice.\What's wrong with your arm?\It got scraped on a tree branch.\It's nothing serious.\My, my, it'll be bad if it festers.\It's okay! There aren't any problems!\See? response:	I'm fine!
context: Ah, this might be nice.\What's wrong with your arm?\It got scraped on a tree branch.\It's nothing serious.\My, my, it'll be bad if it festers.\It's okay! There aren't any problems!\See?\I'm fine! response:	No, show m-
context: What's wrong with your arm?\It got scraped on a tree branch.\It's nothing serious.\My, my, it'll be bad if it festers.\It's okay! There aren't any problems!\See?\I'm fine!\No, show m- response:	I'm going now.
context: It got scraped on a tree branch.\It's nothing serious.\My, my, it'll be bad if it festers.\It's okay! There aren't any problems!\See?\I'm fine!\No, show m-\I'm going now. response:	Damn, it's really spreading.
context: It's nothing serious.\My, my, it'll be bad if it festers.\It's okay! There aren't any problems!\See?\I'm fine!\No, show m-\I'm going now.\Damn, it's really spreading. response:	What's with this shadow? It's like Merry.
context: My, my, it'll be bad if it festers.\It's okay! There aren't any problems!\See?\I'm fine!\No, show m-\I'm going now.\Damn, it's really spreading.\What's with this shadow? It's like Merry. response:	Who's this Merry?
context: It's okay! There aren't any problems!\See?\I'm fine!\No, show m-\I'm going now.\Damn, it's really spreading.\What's with this shadow? It's like Merry.\Who's this Merry? response:	It's a horror story where some unknown creature gets closer and closer to you.
context: See?\I'm fine!\No, show m-\I'm going now.\Damn, it's really spreading.\What's with this shadow? It's like Merry.\Who's this Merry?\It's a horror story where some unknown creature gets closer and closer to you. response:	You get a phone call,
context: I'm fine!\No, show m-\I'm going now.\Damn, it's really spreading.\What's with this shadow? It's like Merry.\Who's this Merry?\It's a horror story where some unknown creature gets closer and closer to you.\You get a phone call, response:	and they say, I'm Merry. I'm at the front gate now.
context: No, show m-\I'm going now.\Damn, it's really spreading.\What's with this shadow? It's like Merry.\Who's this Merry?\It's a horror story where some unknown creature gets closer and closer to you.\You get a phone call,\and they say, I'm Merry. I'm at the front gate now. response:	After a while, another call comes.
context: I'm going now.\Damn, it's really spreading.\What's with this shadow? It's like Merry.\Who's this Merry?\It's a horror story where some unknown creature gets closer and closer to you.\You get a phone call,\and they say, I'm Merry. I'm at the front gate now.\After a while, another call comes. response:	When you pick it up,
context: Damn, it's really spreading.\What's with this shadow? It's like Merry.\Who's this Merry?\It's a horror story where some unknown creature gets closer and closer to you.\You get a phone call,\and they say, I'm Merry. I'm at the front gate now.\After a while, another call comes.\When you pick it up, response:	they say, I'm Merry. I'm at the front door.
context: What's with this shadow? It's like Merry.\Who's this Merry?\It's a horror story where some unknown creature gets closer and closer to you.\You get a phone call,\and they say, I'm Merry. I'm at the front gate now.\After a while, another call comes.\When you pick it up,\they say, I'm Merry. I'm at the front door. response:	Does it have something to do with this mark?
context: Who's this Merry?\It's a horror story where some unknown creature gets closer and closer to you.\You get a phone call,\and they say, I'm Merry. I'm at the front gate now.\After a while, another call comes.\When you pick it up,\they say, I'm Merry. I'm at the front door.\Does it have something to do with this mark? response:	What should I do?
context: It's a horror story where some unknown creature gets closer and closer to you.\You get a phone call,\and they say, I'm Merry. I'm at the front gate now.\After a while, another call comes.\When you pick it up,\they say, I'm Merry. I'm at the front door.\Does it have something to do with this mark?\What should I do? response:	You have the same face as Reiko, so don't make such a pathetic expression.
context: You get a phone call,\and they say, I'm Merry. I'm at the front gate now.\After a while, another call comes.\When you pick it up,\they say, I'm Merry. I'm at the front door.\Does it have something to do with this mark?\What should I do?\You have the same face as Reiko, so don't make such a pathetic expression. response:	Hinoe.
context: and they say, I'm Merry. I'm at the front gate now.\After a while, another call comes.\When you pick it up,\they say, I'm Merry. I'm at the front door.\Does it have something to do with this mark?\What should I do?\You have the same face as Reiko, so don't make such a pathetic expression.\Hinoe. response:	I found out who the owner of the mark is.
context: After a while, another call comes.\When you pick it up,\they say, I'm Merry. I'm at the front door.\Does it have something to do with this mark?\What should I do?\You have the same face as Reiko, so don't make such a pathetic expression.\Hinoe.\I found out who the owner of the mark is. response:	It's a powerful evil spirit that's been sealed away for a long time.
context: When you pick it up,\they say, I'm Merry. I'm at the front door.\Does it have something to do with this mark?\What should I do?\You have the same face as Reiko, so don't make such a pathetic expression.\Hinoe.\I found out who the owner of the mark is.\It's a powerful evil spirit that's been sealed away for a long time. response:	It uses the mark to hunt its prey.
context: they say, I'm Merry. I'm at the front door.\Does it have something to do with this mark?\What should I do?\You have the same face as Reiko, so don't make such a pathetic expression.\Hinoe.\I found out who the owner of the mark is.\It's a powerful evil spirit that's been sealed away for a long time.\It uses the mark to hunt its prey. response:	Bit by bit, it stores its power.
context: Does it have something to do with this mark?\What should I do?\You have the same face as Reiko, so don't make such a pathetic expression.\Hinoe.\I found out who the owner of the mark is.\It's a powerful evil spirit that's been sealed away for a long time.\It uses the mark to hunt its prey.\Bit by bit, it stores its power. response:	It seems that if it eats one more, the seal will be broken.
context: What should I do?\You have the same face as Reiko, so don't make such a pathetic expression.\Hinoe.\I found out who the owner of the mark is.\It's a powerful evil spirit that's been sealed away for a long time.\It uses the mark to hunt its prey.\Bit by bit, it stores its power.\It seems that if it eats one more, the seal will be broken. response:	One more? You mean me?
context: You have the same face as Reiko, so don't make such a pathetic expression.\Hinoe.\I found out who the owner of the mark is.\It's a powerful evil spirit that's been sealed away for a long time.\It uses the mark to hunt its prey.\Bit by bit, it stores its power.\It seems that if it eats one more, the seal will be broken.\One more? You mean me? response:	That's right.
context: Hinoe.\I found out who the owner of the mark is.\It's a powerful evil spirit that's been sealed away for a long time.\It uses the mark to hunt its prey.\Bit by bit, it stores its power.\It seems that if it eats one more, the seal will be broken.\One more? You mean me?\That's right. response:	And the evil spirit, unable to wait to restore its power, sends out a shadow.
context: I found out who the owner of the mark is.\It's a powerful evil spirit that's been sealed away for a long time.\It uses the mark to hunt its prey.\Bit by bit, it stores its power.\It seems that if it eats one more, the seal will be broken.\One more? You mean me?\That's right.\And the evil spirit, unable to wait to restore its power, sends out a shadow. response:	The shadow will suck the life from you through the mark, and it'll be able to move faster and faster.
context: It's a powerful evil spirit that's been sealed away for a long time.\It uses the mark to hunt its prey.\Bit by bit, it stores its power.\It seems that if it eats one more, the seal will be broken.\One more? You mean me?\That's right.\And the evil spirit, unable to wait to restore its power, sends out a shadow.\The shadow will suck the life from you through the mark, and it'll be able to move faster and faster. response:	It's still slow now, and was finally able to find your house.
context: It uses the mark to hunt its prey.\Bit by bit, it stores its power.\It seems that if it eats one more, the seal will be broken.\One more? You mean me?\That's right.\And the evil spirit, unable to wait to restore its power, sends out a shadow.\The shadow will suck the life from you through the mark, and it'll be able to move faster and faster.\It's still slow now, and was finally able to find your house. response:	You'll die if it touches you.
context: Bit by bit, it stores its power.\It seems that if it eats one more, the seal will be broken.\One more? You mean me?\That's right.\And the evil spirit, unable to wait to restore its power, sends out a shadow.\The shadow will suck the life from you through the mark, and it'll be able to move faster and faster.\It's still slow now, and was finally able to find your house.\You'll die if it touches you. response:	You're huge, sensei!
context: It seems that if it eats one more, the seal will be broken.\One more? You mean me?\That's right.\And the evil spirit, unable to wait to restore its power, sends out a shadow.\The shadow will suck the life from you through the mark, and it'll be able to move faster and faster.\It's still slow now, and was finally able to find your house.\You'll die if it touches you.\You're huge, sensei! response:	My power isn't stable because of the effects of the curse.
context: One more? You mean me?\That's right.\And the evil spirit, unable to wait to restore its power, sends out a shadow.\The shadow will suck the life from you through the mark, and it'll be able to move faster and faster.\It's still slow now, and was finally able to find your house.\You'll die if it touches you.\You're huge, sensei!\My power isn't stable because of the effects of the curse. response:	Damn it! Damn it! Damn it!
context: That's right.\And the evil spirit, unable to wait to restore its power, sends out a shadow.\The shadow will suck the life from you through the mark, and it'll be able to move faster and faster.\It's still slow now, and was finally able to find your house.\You'll die if it touches you.\You're huge, sensei!\My power isn't stable because of the effects of the curse.\Damn it! Damn it! Damn it! response:	Stop it, you idiot!
context: And the evil spirit, unable to wait to restore its power, sends out a shadow.\The shadow will suck the life from you through the mark, and it'll be able to move faster and faster.\It's still slow now, and was finally able to find your house.\You'll die if it touches you.\You're huge, sensei!\My power isn't stable because of the effects of the curse.\Damn it! Damn it! Damn it!\Stop it, you idiot! response:	Takashi-kun?
context: The shadow will suck the life from you through the mark, and it'll be able to move faster and faster.\It's still slow now, and was finally able to find your house.\You'll die if it touches you.\You're huge, sensei!\My power isn't stable because of the effects of the curse.\Damn it! Damn it! Damn it!\Stop it, you idiot!\Takashi-kun? response:	Are you back, Takashi-kun?
context: It's still slow now, and was finally able to find your house.\You'll die if it touches you.\You're huge, sensei!\My power isn't stable because of the effects of the curse.\Damn it! Damn it! Damn it!\Stop it, you idiot!\Takashi-kun?\Are you back, Takashi-kun? response:	That's strange, I thought I heard his voice.
context: You'll die if it touches you.\You're huge, sensei!\My power isn't stable because of the effects of the curse.\Damn it! Damn it! Damn it!\Stop it, you idiot!\Takashi-kun?\Are you back, Takashi-kun?\That's strange, I thought I heard his voice. response:	Should I eat that shadow?
context: You're huge, sensei!\My power isn't stable because of the effects of the curse.\Damn it! Damn it! Damn it!\Stop it, you idiot!\Takashi-kun?\Are you back, Takashi-kun?\That's strange, I thought I heard his voice.\Should I eat that shadow? response:	No one without the mark can touch it.
context: My power isn't stable because of the effects of the curse.\Damn it! Damn it! Damn it!\Stop it, you idiot!\Takashi-kun?\Are you back, Takashi-kun?\That's strange, I thought I heard his voice.\Should I eat that shadow?\No one without the mark can touch it. response:	It doesn't matter. The Five Day Mark will only last four more days.
context: Damn it! Damn it! Damn it!\Stop it, you idiot!\Takashi-kun?\Are you back, Takashi-kun?\That's strange, I thought I heard his voice.\Should I eat that shadow?\No one without the mark can touch it.\It doesn't matter. The Five Day Mark will only last four more days. response:	You just have to run away for that period.
context: Stop it, you idiot!\Takashi-kun?\Are you back, Takashi-kun?\That's strange, I thought I heard his voice.\Should I eat that shadow?\No one without the mark can touch it.\It doesn't matter. The Five Day Mark will only last four more days.\You just have to run away for that period. response:	I just need to run away?
context: Takashi-kun?\Are you back, Takashi-kun?\That's strange, I thought I heard his voice.\Should I eat that shadow?\No one without the mark can touch it.\It doesn't matter. The Five Day Mark will only last four more days.\You just have to run away for that period.\I just need to run away? response:	Just four more days...
context: Are you back, Takashi-kun?\That's strange, I thought I heard his voice.\Should I eat that shadow?\No one without the mark can touch it.\It doesn't matter. The Five Day Mark will only last four more days.\You just have to run away for that period.\I just need to run away?\Just four more days... response:	Yeah.
context: That's strange, I thought I heard his voice.\Should I eat that shadow?\No one without the mark can touch it.\It doesn't matter. The Five Day Mark will only last four more days.\You just have to run away for that period.\I just need to run away?\Just four more days...\Yeah. response:	I don't want to worry them.
context: Should I eat that shadow?\No one without the mark can touch it.\It doesn't matter. The Five Day Mark will only last four more days.\You just have to run away for that period.\I just need to run away?\Just four more days...\Yeah.\I don't want to worry them. response:	But...
context: No one without the mark can touch it.\It doesn't matter. The Five Day Mark will only last four more days.\You just have to run away for that period.\I just need to run away?\Just four more days...\Yeah.\I don't want to worry them.\But... response:	I don't know what may happen if I'm with them.
context: It doesn't matter. The Five Day Mark will only last four more days.\You just have to run away for that period.\I just need to run away?\Just four more days...\Yeah.\I don't want to worry them.\But...\I don't know what may happen if I'm with them. response:	If I camp out and return by morning,
context: You just have to run away for that period.\I just need to run away?\Just four more days...\Yeah.\I don't want to worry them.\But...\I don't know what may happen if I'm with them.\If I camp out and return by morning, response:	Touko-san shouldn't notice.
context: I just need to run away?\Just four more days...\Yeah.\I don't want to worry them.\But...\I don't know what may happen if I'm with them.\If I camp out and return by morning,\Touko-san shouldn't notice. response:	Damn that Merry!
context: Just four more days...\Yeah.\I don't want to worry them.\But...\I don't know what may happen if I'm with them.\If I camp out and return by morning,\Touko-san shouldn't notice.\Damn that Merry! response:	It went into the house!
context: Yeah.\I don't want to worry them.\But...\I don't know what may happen if I'm with them.\If I camp out and return by morning,\Touko-san shouldn't notice.\Damn that Merry!\It went into the house! response:	I shouldn't go back home.
context: I don't want to worry them.\But...\I don't know what may happen if I'm with them.\If I camp out and return by morning,\Touko-san shouldn't notice.\Damn that Merry!\It went into the house!\I shouldn't go back home. response:	Fortunately, it's a long weekend tomorrow.
context: But...\I don't know what may happen if I'm with them.\If I camp out and return by morning,\Touko-san shouldn't notice.\Damn that Merry!\It went into the house!\I shouldn't go back home.\Fortunately, it's a long weekend tomorrow. response:	Did you fall in love with some foreigner or something, Natsume?
context: I don't know what may happen if I'm with them.\If I camp out and return by morning,\Touko-san shouldn't notice.\Damn that Merry!\It went into the house!\I shouldn't go back home.\Fortunately, it's a long weekend tomorrow.\Did you fall in love with some foreigner or something, Natsume? response:	How international!
context: If I camp out and return by morning,\Touko-san shouldn't notice.\Damn that Merry!\It went into the house!\I shouldn't go back home.\Fortunately, it's a long weekend tomorrow.\Did you fall in love with some foreigner or something, Natsume?\How international! response:	Touko-san?
context: Touko-san shouldn't notice.\Damn that Merry!\It went into the house!\I shouldn't go back home.\Fortunately, it's a long weekend tomorrow.\Did you fall in love with some foreigner or something, Natsume?\How international!\Touko-san? response:	It's Takashi.
context: Damn that Merry!\It went into the house!\I shouldn't go back home.\Fortunately, it's a long weekend tomorrow.\Did you fall in love with some foreigner or something, Natsume?\How international!\Touko-san?\It's Takashi. response:	I'll be staying at my friend's house for the next three days.
context: It went into the house!\I shouldn't go back home.\Fortunately, it's a long weekend tomorrow.\Did you fall in love with some foreigner or something, Natsume?\How international!\Touko-san?\It's Takashi.\I'll be staying at my friend's house for the next three days. response:	No.
context: I shouldn't go back home.\Fortunately, it's a long weekend tomorrow.\Did you fall in love with some foreigner or something, Natsume?\How international!\Touko-san?\It's Takashi.\I'll be staying at my friend's house for the next three days.\No. response:	Yes.
context: Fortunately, it's a long weekend tomorrow.\Did you fall in love with some foreigner or something, Natsume?\How international!\Touko-san?\It's Takashi.\I'll be staying at my friend's house for the next three days.\No.\Yes. response:	Ah, no. Whose house? Well...
context: Did you fall in love with some foreigner or something, Natsume?\How international!\Touko-san?\It's Takashi.\I'll be staying at my friend's house for the next three days.\No.\Yes.\Ah, no. Whose house? Well... response:	Ah, everyone's waiting! Sorry!
context: How international!\Touko-san?\It's Takashi.\I'll be staying at my friend's house for the next three days.\No.\Yes.\Ah, no. Whose house? Well...\Ah, everyone's waiting! Sorry! response:	Takashi-kun?
context: Touko-san?\It's Takashi.\I'll be staying at my friend's house for the next three days.\No.\Yes.\Ah, no. Whose house? Well...\Ah, everyone's waiting! Sorry!\Takashi-kun? response:	I wonder if she'll worry.
context: It's Takashi.\I'll be staying at my friend's house for the next three days.\No.\Yes.\Ah, no. Whose house? Well...\Ah, everyone's waiting! Sorry!\Takashi-kun?\I wonder if she'll worry. response:	I'll cause her trouble if I'm there, though.
context: I'll be staying at my friend's house for the next three days.\No.\Yes.\Ah, no. Whose house? Well...\Ah, everyone's waiting! Sorry!\Takashi-kun?\I wonder if she'll worry.\I'll cause her trouble if I'm there, though. response:	You're not like Reiko.
context: No.\Yes.\Ah, no. Whose house? Well...\Ah, everyone's waiting! Sorry!\Takashi-kun?\I wonder if she'll worry.\I'll cause her trouble if I'm there, though.\You're not like Reiko. response:	You like humans, don't you?
context: Yes.\Ah, no. Whose house? Well...\Ah, everyone's waiting! Sorry!\Takashi-kun?\I wonder if she'll worry.\I'll cause her trouble if I'm there, though.\You're not like Reiko.\You like humans, don't you? response:	I didn't like them when I was small.
context: Ah, no. Whose house? Well...\Ah, everyone's waiting! Sorry!\Takashi-kun?\I wonder if she'll worry.\I'll cause her trouble if I'm there, though.\You're not like Reiko.\You like humans, don't you?\I didn't like them when I was small. response:	But after meeting kind people, I learned what kindness was.
context: Ah, everyone's waiting! Sorry!\Takashi-kun?\I wonder if she'll worry.\I'll cause her trouble if I'm there, though.\You're not like Reiko.\You like humans, don't you?\I didn't like them when I was small.\But after meeting kind people, I learned what kindness was. response:	I didn't want to run away anymore.
context: Takashi-kun?\I wonder if she'll worry.\I'll cause her trouble if I'm there, though.\You're not like Reiko.\You like humans, don't you?\I didn't like them when I was small.\But after meeting kind people, I learned what kindness was.\I didn't want to run away anymore. response:	I wanted to become kind too.
context: I wonder if she'll worry.\I'll cause her trouble if I'm there, though.\You're not like Reiko.\You like humans, don't you?\I didn't like them when I was small.\But after meeting kind people, I learned what kindness was.\I didn't want to run away anymore.\I wanted to become kind too. response:	You're a man, so what's with the lame talk?
context: I'll cause her trouble if I'm there, though.\You're not like Reiko.\You like humans, don't you?\I didn't like them when I was small.\But after meeting kind people, I learned what kindness was.\I didn't want to run away anymore.\I wanted to become kind too.\You're a man, so what's with the lame talk? response:	You've got that right.
context: You're not like Reiko.\You like humans, don't you?\I didn't like them when I was small.\But after meeting kind people, I learned what kindness was.\I didn't want to run away anymore.\I wanted to become kind too.\You're a man, so what's with the lame talk?\You've got that right. response:	Well, sorry!
context: You like humans, don't you?\I didn't like them when I was small.\But after meeting kind people, I learned what kindness was.\I didn't want to run away anymore.\I wanted to become kind too.\You're a man, so what's with the lame talk?\You've got that right.\Well, sorry! response:	It happened again.
context: I didn't like them when I was small.\But after meeting kind people, I learned what kindness was.\I didn't want to run away anymore.\I wanted to become kind too.\You're a man, so what's with the lame talk?\You've got that right.\Well, sorry!\It happened again. response:	Geez, it'll just be this once, but how would you like having a servant to protect you?
context: But after meeting kind people, I learned what kindness was.\I didn't want to run away anymore.\I wanted to become kind too.\You're a man, so what's with the lame talk?\You've got that right.\Well, sorry!\It happened again.\Geez, it'll just be this once, but how would you like having a servant to protect you? response:	A servant?
context: I didn't want to run away anymore.\I wanted to become kind too.\You're a man, so what's with the lame talk?\You've got that right.\Well, sorry!\It happened again.\Geez, it'll just be this once, but how would you like having a servant to protect you?\A servant? response:	A creature of light that can expel the darkness.
context: I wanted to become kind too.\You're a man, so what's with the lame talk?\You've got that right.\Well, sorry!\It happened again.\Geez, it'll just be this once, but how would you like having a servant to protect you?\A servant?\A creature of light that can expel the darkness. response:	I will teach you how to summon one.
context: You're a man, so what's with the lame talk?\You've got that right.\Well, sorry!\It happened again.\Geez, it'll just be this once, but how would you like having a servant to protect you?\A servant?\A creature of light that can expel the darkness.\I will teach you how to summon one. response:	It'll be tough, so do you want to do it?
context: You've got that right.\Well, sorry!\It happened again.\Geez, it'll just be this once, but how would you like having a servant to protect you?\A servant?\A creature of light that can expel the darkness.\I will teach you how to summon one.\It'll be tough, so do you want to do it? response:	With your energy, it'll be a one-shot battle.
context: Well, sorry!\It happened again.\Geez, it'll just be this once, but how would you like having a servant to protect you?\A servant?\A creature of light that can expel the darkness.\I will teach you how to summon one.\It'll be tough, so do you want to do it?\With your energy, it'll be a one-shot battle. response:	Either a big one will show up, or a useless little one.
context: It happened again.\Geez, it'll just be this once, but how would you like having a servant to protect you?\A servant?\A creature of light that can expel the darkness.\I will teach you how to summon one.\It'll be tough, so do you want to do it?\With your energy, it'll be a one-shot battle.\Either a big one will show up, or a useless little one. response:	Thank you, Hinoe.
context: Geez, it'll just be this once, but how would you like having a servant to protect you?\A servant?\A creature of light that can expel the darkness.\I will teach you how to summon one.\It'll be tough, so do you want to do it?\With your energy, it'll be a one-shot battle.\Either a big one will show up, or a useless little one.\Thank you, Hinoe. response:	Why?! Why do you look like Reiko, yet you're a man?!
context: A servant?\A creature of light that can expel the darkness.\I will teach you how to summon one.\It'll be tough, so do you want to do it?\With your energy, it'll be a one-shot battle.\Either a big one will show up, or a useless little one.\Thank you, Hinoe.\Why?! Why do you look like Reiko, yet you're a man?! response:	It looks painful.
context: A creature of light that can expel the darkness.\I will teach you how to summon one.\It'll be tough, so do you want to do it?\With your energy, it'll be a one-shot battle.\Either a big one will show up, or a useless little one.\Thank you, Hinoe.\Why?! Why do you look like Reiko, yet you're a man?!\It looks painful. response:	Rest a bit before the real thing.
context: I will teach you how to summon one.\It'll be tough, so do you want to do it?\With your energy, it'll be a one-shot battle.\Either a big one will show up, or a useless little one.\Thank you, Hinoe.\Why?! Why do you look like Reiko, yet you're a man?!\It looks painful.\Rest a bit before the real thing. response:	Guess I'll go get some fish.
context: It'll be tough, so do you want to do it?\With your energy, it'll be a one-shot battle.\Either a big one will show up, or a useless little one.\Thank you, Hinoe.\Why?! Why do you look like Reiko, yet you're a man?!\It looks painful.\Rest a bit before the real thing.\Guess I'll go get some fish. response:	I want... to go back home...
context: With your energy, it'll be a one-shot battle.\Either a big one will show up, or a useless little one.\Thank you, Hinoe.\Why?! Why do you look like Reiko, yet you're a man?!\It looks painful.\Rest a bit before the real thing.\Guess I'll go get some fish.\I want... to go back home... response:	It chased after me?
context: Either a big one will show up, or a useless little one.\Thank you, Hinoe.\Why?! Why do you look like Reiko, yet you're a man?!\It looks painful.\Rest a bit before the real thing.\Guess I'll go get some fish.\I want... to go back home...\It chased after me? response:	Where's the scroll?
context: Thank you, Hinoe.\Why?! Why do you look like Reiko, yet you're a man?!\It looks painful.\Rest a bit before the real thing.\Guess I'll go get some fish.\I want... to go back home...\It chased after me?\Where's the scroll? response:	I'll eat you, boy!
context: Why?! Why do you look like Reiko, yet you're a man?!\It looks painful.\Rest a bit before the real thing.\Guess I'll go get some fish.\I want... to go back home...\It chased after me?\Where's the scroll?\I'll eat you, boy! response:	I won't let you!
context: It looks painful.\Rest a bit before the real thing.\Guess I'll go get some fish.\I want... to go back home...\It chased after me?\Where's the scroll?\I'll eat you, boy!\I won't let you! response:	Sensei!
context: Rest a bit before the real thing.\Guess I'll go get some fish.\I want... to go back home...\It chased after me?\Where's the scroll?\I'll eat you, boy!\I won't let you!\Sensei! response:	Natsume!
context: Guess I'll go get some fish.\I want... to go back home...\It chased after me?\Where's the scroll?\I'll eat you, boy!\I won't let you!\Sensei!\Natsume! response:	Use it!
