context: Kochi kite hayaku! Kochi kite suguni! response:	Hurry over here! Come over here now!
context: I saw a little bit back in the classroom.\You serious?\Damn, it was beyond imagination.\Eh?! Hitoha's, right?\Yeah.\R-Really...\I guess you really can't judge a book by it's cover.\If she won't let me see it no matter what... response:	I'll just have to take it by force!
context: You serious?\Damn, it was beyond imagination.\Eh?! Hitoha's, right?\Yeah.\R-Really...\I guess you really can't judge a book by it's cover.\If she won't let me see it no matter what...\I'll just have to take it by force! response:	Take them by force?!
context: Damn, it was beyond imagination.\Eh?! Hitoha's, right?\Yeah.\R-Really...\I guess you really can't judge a book by it's cover.\If she won't let me see it no matter what...\I'll just have to take it by force!\Take them by force?! response:	Don't do it! It's a crime!
context: Eh?! Hitoha's, right?\Yeah.\R-Really...\I guess you really can't judge a book by it's cover.\If she won't let me see it no matter what...\I'll just have to take it by force!\Take them by force?!\Don't do it! It's a crime! response:	I'll return it afterwards, won't that be fine?
context: Yeah.\R-Really...\I guess you really can't judge a book by it's cover.\If she won't let me see it no matter what...\I'll just have to take it by force!\Take them by force?!\Don't do it! It's a crime!\I'll return it afterwards, won't that be fine? response:	That's not the problem here!
context: R-Really...\I guess you really can't judge a book by it's cover.\If she won't let me see it no matter what...\I'll just have to take it by force!\Take them by force?!\Don't do it! It's a crime!\I'll return it afterwards, won't that be fine?\That's not the problem here! response:	Damn it! I don't want to hear this from a serious and righteous guy!
context: I guess you really can't judge a book by it's cover.\If she won't let me see it no matter what...\I'll just have to take it by force!\Take them by force?!\Don't do it! It's a crime!\I'll return it afterwards, won't that be fine?\That's not the problem here!\Damn it! I don't want to hear this from a serious and righteous guy! response:	Oi!
context: If she won't let me see it no matter what...\I'll just have to take it by force!\Take them by force?!\Don't do it! It's a crime!\I'll return it afterwards, won't that be fine?\That's not the problem here!\Damn it! I don't want to hear this from a serious and righteous guy!\Oi! response:	That Chiba went on ahead...
context: I'll just have to take it by force!\Take them by force?!\Don't do it! It's a crime!\I'll return it afterwards, won't that be fine?\That's not the problem here!\Damn it! I don't want to hear this from a serious and righteous guy!\Oi!\That Chiba went on ahead... response:	At this rate, he's really going to become a criminal.
context: Take them by force?!\Don't do it! It's a crime!\I'll return it afterwards, won't that be fine?\That's not the problem here!\Damn it! I don't want to hear this from a serious and righteous guy!\Oi!\That Chiba went on ahead...\At this rate, he's really going to become a criminal. response:	What should I do...
context: Don't do it! It's a crime!\I'll return it afterwards, won't that be fine?\That's not the problem here!\Damn it! I don't want to hear this from a serious and righteous guy!\Oi!\That Chiba went on ahead...\At this rate, he's really going to become a criminal.\What should I do... response:	Oh...
context: I'll return it afterwards, won't that be fine?\That's not the problem here!\Damn it! I don't want to hear this from a serious and righteous guy!\Oi!\That Chiba went on ahead...\At this rate, he's really going to become a criminal.\What should I do...\Oh... response:	I can just ask Futaba to bring a pair of her sister's panties.
context: That's not the problem here!\Damn it! I don't want to hear this from a serious and righteous guy!\Oi!\That Chiba went on ahead...\At this rate, he's really going to become a criminal.\What should I do...\Oh...\I can just ask Futaba to bring a pair of her sister's panties. response:	I brought this many just for you Shin-chan!
context: Damn it! I don't want to hear this from a serious and righteous guy!\Oi!\That Chiba went on ahead...\At this rate, he's really going to become a criminal.\What should I do...\Oh...\I can just ask Futaba to bring a pair of her sister's panties.\I brought this many just for you Shin-chan! response:	Nevermind... that's a bad idea...
context: Oi!\That Chiba went on ahead...\At this rate, he's really going to become a criminal.\What should I do...\Oh...\I can just ask Futaba to bring a pair of her sister's panties.\I brought this many just for you Shin-chan!\Nevermind... that's a bad idea... response:	If I ask someone like her, it would just make everything worse.
context: That Chiba went on ahead...\At this rate, he's really going to become a criminal.\What should I do...\Oh...\I can just ask Futaba to bring a pair of her sister's panties.\I brought this many just for you Shin-chan!\Nevermind... that's a bad idea...\If I ask someone like her, it would just make everything worse. response:	Ah, maybe...
context: At this rate, he's really going to become a criminal.\What should I do...\Oh...\I can just ask Futaba to bring a pair of her sister's panties.\I brought this many just for you Shin-chan!\Nevermind... that's a bad idea...\If I ask someone like her, it would just make everything worse.\Ah, maybe... response:	I'll sneak into Hitoha's room and steal some panties...
context: What should I do...\Oh...\I can just ask Futaba to bring a pair of her sister's panties.\I brought this many just for you Shin-chan!\Nevermind... that's a bad idea...\If I ask someone like her, it would just make everything worse.\Ah, maybe...\I'll sneak into Hitoha's room and steal some panties... response:	W-Wait, then I'd be the criminal!
context: Oh...\I can just ask Futaba to bring a pair of her sister's panties.\I brought this many just for you Shin-chan!\Nevermind... that's a bad idea...\If I ask someone like her, it would just make everything worse.\Ah, maybe...\I'll sneak into Hitoha's room and steal some panties...\W-Wait, then I'd be the criminal! response:	Youngest of the triplets...
context: I can just ask Futaba to bring a pair of her sister's panties.\I brought this many just for you Shin-chan!\Nevermind... that's a bad idea...\If I ask someone like her, it would just make everything worse.\Ah, maybe...\I'll sneak into Hitoha's room and steal some panties...\W-Wait, then I'd be the criminal!\Youngest of the triplets... response:	Satou!
context: I brought this many just for you Shin-chan!\Nevermind... that's a bad idea...\If I ask someone like her, it would just make everything worse.\Ah, maybe...\I'll sneak into Hitoha's room and steal some panties...\W-Wait, then I'd be the criminal!\Youngest of the triplets...\Satou! response:	Catch her for me!
context: Nevermind... that's a bad idea...\If I ask someone like her, it would just make everything worse.\Ah, maybe...\I'll sneak into Hitoha's room and steal some panties...\W-Wait, then I'd be the criminal!\Youngest of the triplets...\Satou!\Catch her for me! response:	Oi, snap out of it, Chiba!
context: If I ask someone like her, it would just make everything worse.\Ah, maybe...\I'll sneak into Hitoha's room and steal some panties...\W-Wait, then I'd be the criminal!\Youngest of the triplets...\Satou!\Catch her for me!\Oi, snap out of it, Chiba! response:	Listen, Chiba...
context: Ah, maybe...\I'll sneak into Hitoha's room and steal some panties...\W-Wait, then I'd be the criminal!\Youngest of the triplets...\Satou!\Catch her for me!\Oi, snap out of it, Chiba!\Listen, Chiba... response:	I won't let you get any further...
context: I'll sneak into Hitoha's room and steal some panties...\W-Wait, then I'd be the criminal!\Youngest of the triplets...\Satou!\Catch her for me!\Oi, snap out of it, Chiba!\Listen, Chiba...\I won't let you get any further... response:	Alright! Satou...
context: W-Wait, then I'd be the criminal!\Youngest of the triplets...\Satou!\Catch her for me!\Oi, snap out of it, Chiba!\Listen, Chiba...\I won't let you get any further...\Alright! Satou... response:	Let me have a look at it!
context: Youngest of the triplets...\Satou!\Catch her for me!\Oi, snap out of it, Chiba!\Listen, Chiba...\I won't let you get any further...\Alright! Satou...\Let me have a look at it! response:	Let me see your thing...
context: Satou!\Catch her for me!\Oi, snap out of it, Chiba!\Listen, Chiba...\I won't let you get any further...\Alright! Satou...\Let me have a look at it!\Let me see your thing... response:	My... my what?
context: Catch her for me!\Oi, snap out of it, Chiba!\Listen, Chiba...\I won't let you get any further...\Alright! Satou...\Let me have a look at it!\Let me see your thing...\My... my what? response:	My thing?!
context: Oi, snap out of it, Chiba!\Listen, Chiba...\I won't let you get any further...\Alright! Satou...\Let me have a look at it!\Let me see your thing...\My... my what?\My thing?! response:	Hurry up and show it to me!
context: Listen, Chiba...\I won't let you get any further...\Alright! Satou...\Let me have a look at it!\Let me see your thing...\My... my what?\My thing?!\Hurry up and show it to me! response:	Even though I'm a guy?!
context: I won't let you get any further...\Alright! Satou...\Let me have a look at it!\Let me see your thing...\My... my what?\My thing?!\Hurry up and show it to me!\Even though I'm a guy?! response:	Let me take a look at the inside!
context: Alright! Satou...\Let me have a look at it!\Let me see your thing...\My... my what?\My thing?!\Hurry up and show it to me!\Even though I'm a guy?!\Let me take a look at the inside! response:	The inside?!
context: Let me have a look at it!\Let me see your thing...\My... my what?\My thing?!\Hurry up and show it to me!\Even though I'm a guy?!\Let me take a look at the inside!\The inside?! response:	Now!
context: Let me see your thing...\My... my what?\My thing?!\Hurry up and show it to me!\Even though I'm a guy?!\Let me take a look at the inside!\The inside?!\Now! response:	Stop it! Don't touch me!
context: My... my what?\My thing?!\Hurry up and show it to me!\Even though I'm a guy?!\Let me take a look at the inside!\The inside?!\Now!\Stop it! Don't touch me! response:	Just let me see it; it's not like you have anything to lose!
context: My thing?!\Hurry up and show it to me!\Even though I'm a guy?!\Let me take a look at the inside!\The inside?!\Now!\Stop it! Don't touch me!\Just let me see it; it's not like you have anything to lose! response:	The real one's over here.
context: Hurry up and show it to me!\Even though I'm a guy?!\Let me take a look at the inside!\The inside?!\Now!\Stop it! Don't touch me!\Just let me see it; it's not like you have anything to lose!\The real one's over here. response:	I'll take responsibility!
context: Even though I'm a guy?!\Let me take a look at the inside!\The inside?!\Now!\Stop it! Don't touch me!\Just let me see it; it's not like you have anything to lose!\The real one's over here.\I'll take responsibility! response:	It's not good for you!
context: Let me take a look at the inside!\The inside?!\Now!\Stop it! Don't touch me!\Just let me see it; it's not like you have anything to lose!\The real one's over here.\I'll take responsibility!\It's not good for you! response:	Hey, Hitoha-chan.
context: The inside?!\Now!\Stop it! Don't touch me!\Just let me see it; it's not like you have anything to lose!\The real one's over here.\I'll take responsibility!\It's not good for you!\Hey, Hitoha-chan. response:	Do you always go home by yourself?
context: Now!\Stop it! Don't touch me!\Just let me see it; it's not like you have anything to lose!\The real one's over here.\I'll take responsibility!\It's not good for you!\Hey, Hitoha-chan.\Do you always go home by yourself? response:	Yeah.
context: Stop it! Don't touch me!\Just let me see it; it's not like you have anything to lose!\The real one's over here.\I'll take responsibility!\It's not good for you!\Hey, Hitoha-chan.\Do you always go home by yourself?\Yeah. response:	Where's Mitsuba-chan and Futaba-chan?
context: Just let me see it; it's not like you have anything to lose!\The real one's over here.\I'll take responsibility!\It's not good for you!\Hey, Hitoha-chan.\Do you always go home by yourself?\Yeah.\Where's Mitsuba-chan and Futaba-chan? response:	I don't know...
context: The real one's over here.\I'll take responsibility!\It's not good for you!\Hey, Hitoha-chan.\Do you always go home by yourself?\Yeah.\Where's Mitsuba-chan and Futaba-chan?\I don't know... response:	It's been quite dangerous lately...
context: I'll take responsibility!\It's not good for you!\Hey, Hitoha-chan.\Do you always go home by yourself?\Yeah.\Where's Mitsuba-chan and Futaba-chan?\I don't know...\It's been quite dangerous lately... response:	I'll be fine.
context: It's not good for you!\Hey, Hitoha-chan.\Do you always go home by yourself?\Yeah.\Where's Mitsuba-chan and Futaba-chan?\I don't know...\It's been quite dangerous lately...\I'll be fine. response:	But... Hitoha-chan's really cute and all...
context: Hey, Hitoha-chan.\Do you always go home by yourself?\Yeah.\Where's Mitsuba-chan and Futaba-chan?\I don't know...\It's been quite dangerous lately...\I'll be fine.\But... Hitoha-chan's really cute and all... response:	Pedophile...
context: Do you always go home by yourself?\Yeah.\Where's Mitsuba-chan and Futaba-chan?\I don't know...\It's been quite dangerous lately...\I'll be fine.\But... Hitoha-chan's really cute and all...\Pedophile... response:	I'm not!
context: Yeah.\Where's Mitsuba-chan and Futaba-chan?\I don't know...\It's been quite dangerous lately...\I'll be fine.\But... Hitoha-chan's really cute and all...\Pedophile...\I'm not! response:	Try talking to those girls over there.
context: Where's Mitsuba-chan and Futaba-chan?\I don't know...\It's been quite dangerous lately...\I'll be fine.\But... Hitoha-chan's really cute and all...\Pedophile...\I'm not!\Try talking to those girls over there. response:	Impossible.
context: I don't know...\It's been quite dangerous lately...\I'll be fine.\But... Hitoha-chan's really cute and all...\Pedophile...\I'm not!\Try talking to those girls over there.\Impossible. response:	Just say Let's go home together...
context: It's been quite dangerous lately...\I'll be fine.\But... Hitoha-chan's really cute and all...\Pedophile...\I'm not!\Try talking to those girls over there.\Impossible.\Just say Let's go home together... response:	I don't wanna. Are you trying to get me killed, sensei?
context: I'll be fine.\But... Hitoha-chan's really cute and all...\Pedophile...\I'm not!\Try talking to those girls over there.\Impossible.\Just say Let's go home together...\I don't wanna. Are you trying to get me killed, sensei? response:	You're exaggerating things!
context: But... Hitoha-chan's really cute and all...\Pedophile...\I'm not!\Try talking to those girls over there.\Impossible.\Just say Let's go home together...\I don't wanna. Are you trying to get me killed, sensei?\You're exaggerating things! response:	Yabe-cchi.
context: Pedophile...\I'm not!\Try talking to those girls over there.\Impossible.\Just say Let's go home together...\I don't wanna. Are you trying to get me killed, sensei?\You're exaggerating things!\Yabe-cchi. response:	Bye bye!
context: I'm not!\Try talking to those girls over there.\Impossible.\Just say Let's go home together...\I don't wanna. Are you trying to get me killed, sensei?\You're exaggerating things!\Yabe-cchi.\Bye bye! response:	Give it a go.
context: Try talking to those girls over there.\Impossible.\Just say Let's go home together...\I don't wanna. Are you trying to get me killed, sensei?\You're exaggerating things!\Yabe-cchi.\Bye bye!\Give it a go. response:	Hey...
context: Impossible.\Just say Let's go home together...\I don't wanna. Are you trying to get me killed, sensei?\You're exaggerating things!\Yabe-cchi.\Bye bye!\Give it a go.\Hey... response:	Eeeks!
context: Just say Let's go home together...\I don't wanna. Are you trying to get me killed, sensei?\You're exaggerating things!\Yabe-cchi.\Bye bye!\Give it a go.\Hey...\Eeeks! response:	She went Eeeks!
context: I don't wanna. Are you trying to get me killed, sensei?\You're exaggerating things!\Yabe-cchi.\Bye bye!\Give it a go.\Hey...\Eeeks!\She went Eeeks! response:	W-What's up?
context: You're exaggerating things!\Yabe-cchi.\Bye bye!\Give it a go.\Hey...\Eeeks!\She went Eeeks!\W-What's up? response:	I failed...
context: Yabe-cchi.\Bye bye!\Give it a go.\Hey...\Eeeks!\She went Eeeks!\W-What's up?\I failed... response:	Let's forget about it...
context: Bye bye!\Give it a go.\Hey...\Eeeks!\She went Eeeks!\W-What's up?\I failed...\Let's forget about it... response:	H-Hey, b-be careful on your way home.
context: Give it a go.\Hey...\Eeeks!\She went Eeeks!\W-What's up?\I failed...\Let's forget about it...\H-Hey, b-be careful on your way home. response:	Eh... is something going to happen...?
context: Hey...\Eeeks!\She went Eeeks!\W-What's up?\I failed...\Let's forget about it...\H-Hey, b-be careful on your way home.\Eh... is something going to happen...? response:	Let's hurry home before the sun goes down!
context: Eeeks!\She went Eeeks!\W-What's up?\I failed...\Let's forget about it...\H-Hey, b-be careful on your way home.\Eh... is something going to happen...?\Let's hurry home before the sun goes down! response:	I just wanted to say Take care on your way home...
context: She went Eeeks!\W-What's up?\I failed...\Let's forget about it...\H-Hey, b-be careful on your way home.\Eh... is something going to happen...?\Let's hurry home before the sun goes down!\I just wanted to say Take care on your way home... response:	See! It didn't work!
context: W-What's up?\I failed...\Let's forget about it...\H-Hey, b-be careful on your way home.\Eh... is something going to happen...?\Let's hurry home before the sun goes down!\I just wanted to say Take care on your way home...\See! It didn't work! response:	Don't blame it on me!
context: I failed...\Let's forget about it...\H-Hey, b-be careful on your way home.\Eh... is something going to happen...?\Let's hurry home before the sun goes down!\I just wanted to say Take care on your way home...\See! It didn't work!\Don't blame it on me! response:	Relax a bit and put on a smile, okay?
context: Let's forget about it...\H-Hey, b-be careful on your way home.\Eh... is something going to happen...?\Let's hurry home before the sun goes down!\I just wanted to say Take care on your way home...\See! It didn't work!\Don't blame it on me!\Relax a bit and put on a smile, okay? response:	It sure is a pain to be on clean-up duty.
context: H-Hey, b-be careful on your way home.\Eh... is something going to happen...?\Let's hurry home before the sun goes down!\I just wanted to say Take care on your way home...\See! It didn't work!\Don't blame it on me!\Relax a bit and put on a smile, okay?\It sure is a pain to be on clean-up duty. response:	The little sister?
context: Eh... is something going to happen...?\Let's hurry home before the sun goes down!\I just wanted to say Take care on your way home...\See! It didn't work!\Don't blame it on me!\Relax a bit and put on a smile, okay?\It sure is a pain to be on clean-up duty.\The little sister? response:	Rehearsing.
context: Let's hurry home before the sun goes down!\I just wanted to say Take care on your way home...\See! It didn't work!\Don't blame it on me!\Relax a bit and put on a smile, okay?\It sure is a pain to be on clean-up duty.\The little sister?\Rehearsing. response:	She's talking to someone... or something...
context: I just wanted to say Take care on your way home...\See! It didn't work!\Don't blame it on me!\Relax a bit and put on a smile, okay?\It sure is a pain to be on clean-up duty.\The little sister?\Rehearsing.\She's talking to someone... or something... response:	Ah, it's a mosquito.
context: See! It didn't work!\Don't blame it on me!\Relax a bit and put on a smile, okay?\It sure is a pain to be on clean-up duty.\The little sister?\Rehearsing.\She's talking to someone... or something...\Ah, it's a mosquito. response:	She's fighting something invisible...
context: Don't blame it on me!\Relax a bit and put on a smile, okay?\It sure is a pain to be on clean-up duty.\The little sister?\Rehearsing.\She's talking to someone... or something...\Ah, it's a mosquito.\She's fighting something invisible... response:	Run away.
context: Relax a bit and put on a smile, okay?\It sure is a pain to be on clean-up duty.\The little sister?\Rehearsing.\She's talking to someone... or something...\Ah, it's a mosquito.\She's fighting something invisible...\Run away. response:	Run away!
context: It sure is a pain to be on clean-up duty.\The little sister?\Rehearsing.\She's talking to someone... or something...\Ah, it's a mosquito.\She's fighting something invisible...\Run away.\Run away! response:	It's going to suck on you...
context: The little sister?\Rehearsing.\She's talking to someone... or something...\Ah, it's a mosquito.\She's fighting something invisible...\Run away.\Run away!\It's going to suck on you... response:	It's going to suck you dry!
context: Rehearsing.\She's talking to someone... or something...\Ah, it's a mosquito.\She's fighting something invisible...\Run away.\Run away!\It's going to suck on you...\It's going to suck you dry! response:	What are you going to suck on...?
context: She's talking to someone... or something...\Ah, it's a mosquito.\She's fighting something invisible...\Run away.\Run away!\It's going to suck on you...\It's going to suck you dry!\What are you going to suck on...? response:	You did it, Hitoha-chan!
context: Ah, it's a mosquito.\She's fighting something invisible...\Run away.\Run away!\It's going to suck on you...\It's going to suck you dry!\What are you going to suck on...?\You did it, Hitoha-chan! response:	We're actually going home together...
context: She's fighting something invisible...\Run away.\Run away!\It's going to suck on you...\It's going to suck you dry!\What are you going to suck on...?\You did it, Hitoha-chan!\We're actually going home together... response:	is it really all thanks to the practice?
context: Run away.\Run away!\It's going to suck on you...\It's going to suck you dry!\What are you going to suck on...?\You did it, Hitoha-chan!\We're actually going home together...\is it really all thanks to the practice? response:	Hey, are you really that sort of person?
context: Run away!\It's going to suck on you...\It's going to suck you dry!\What are you going to suck on...?\You did it, Hitoha-chan!\We're actually going home together...\is it really all thanks to the practice?\Hey, are you really that sort of person? response:	What sort?
context: It's going to suck on you...\It's going to suck you dry!\What are you going to suck on...?\You did it, Hitoha-chan!\We're actually going home together...\is it really all thanks to the practice?\Hey, are you really that sort of person?\What sort? response:	Is she talking about the mosquito earlier?
context: It's going to suck you dry!\What are you going to suck on...?\You did it, Hitoha-chan!\We're actually going home together...\is it really all thanks to the practice?\Hey, are you really that sort of person?\What sort?\Is she talking about the mosquito earlier? response:	Well, I guess they do like to target me.
context: What are you going to suck on...?\You did it, Hitoha-chan!\We're actually going home together...\is it really all thanks to the practice?\Hey, are you really that sort of person?\What sort?\Is she talking about the mosquito earlier?\Well, I guess they do like to target me. response:	They target you?... so it's true after all.
context: You did it, Hitoha-chan!\We're actually going home together...\is it really all thanks to the practice?\Hey, are you really that sort of person?\What sort?\Is she talking about the mosquito earlier?\Well, I guess they do like to target me.\They target you?... so it's true after all. response:	It must be really troublesome.
context: We're actually going home together...\is it really all thanks to the practice?\Hey, are you really that sort of person?\What sort?\Is she talking about the mosquito earlier?\Well, I guess they do like to target me.\They target you?... so it's true after all.\It must be really troublesome. response:	Not really...
context: is it really all thanks to the practice?\Hey, are you really that sort of person?\What sort?\Is she talking about the mosquito earlier?\Well, I guess they do like to target me.\They target you?... so it's true after all.\It must be really troublesome.\Not really... response:	Well, there are a lot of them in summer.
context: Hey, are you really that sort of person?\What sort?\Is she talking about the mosquito earlier?\Well, I guess they do like to target me.\They target you?... so it's true after all.\It must be really troublesome.\Not really...\Well, there are a lot of them in summer. response:	Oh that's right... there's the Obon in summer.
context: What sort?\Is she talking about the mosquito earlier?\Well, I guess they do like to target me.\They target you?... so it's true after all.\It must be really troublesome.\Not really...\Well, there are a lot of them in summer.\Oh that's right... there's the Obon in summer. response:	Ah, my name is Matsuoka Sakiko by the way.
context: Is she talking about the mosquito earlier?\Well, I guess they do like to target me.\They target you?... so it's true after all.\It must be really troublesome.\Not really...\Well, there are a lot of them in summer.\Oh that's right... there's the Obon in summer.\Ah, my name is Matsuoka Sakiko by the way. response:	I know.
context: Well, I guess they do like to target me.\They target you?... so it's true after all.\It must be really troublesome.\Not really...\Well, there are a lot of them in summer.\Oh that's right... there's the Obon in summer.\Ah, my name is Matsuoka Sakiko by the way.\I know. response:	Oh right, we're classmates after all.
context: They target you?... so it's true after all.\It must be really troublesome.\Not really...\Well, there are a lot of them in summer.\Oh that's right... there's the Obon in summer.\Ah, my name is Matsuoka Sakiko by the way.\I know.\Oh right, we're classmates after all. response:	I don't even know her first name...
context: It must be really troublesome.\Not really...\Well, there are a lot of them in summer.\Oh that's right... there's the Obon in summer.\Ah, my name is Matsuoka Sakiko by the way.\I know.\Oh right, we're classmates after all.\I don't even know her first name... response:	Maybe I should talk about something...
context: Not really...\Well, there are a lot of them in summer.\Oh that's right... there's the Obon in summer.\Ah, my name is Matsuoka Sakiko by the way.\I know.\Oh right, we're classmates after all.\I don't even know her first name...\Maybe I should talk about something... response:	You know, I've always...
context: Well, there are a lot of them in summer.\Oh that's right... there's the Obon in summer.\Ah, my name is Matsuoka Sakiko by the way.\I know.\Oh right, we're classmates after all.\I don't even know her first name...\Maybe I should talk about something...\You know, I've always... response:	So I'm really happy that we got to go home together today.
context: Oh that's right... there's the Obon in summer.\Ah, my name is Matsuoka Sakiko by the way.\I know.\Oh right, we're classmates after all.\I don't even know her first name...\Maybe I should talk about something...\You know, I've always...\So I'm really happy that we got to go home together today. response:	The little sister... she really can see spirits and ghosts!
context: Ah, my name is Matsuoka Sakiko by the way.\I know.\Oh right, we're classmates after all.\I don't even know her first name...\Maybe I should talk about something...\You know, I've always...\So I'm really happy that we got to go home together today.\The little sister... she really can see spirits and ghosts! response:	D-Does this mean...
context: I know.\Oh right, we're classmates after all.\I don't even know her first name...\Maybe I should talk about something...\You know, I've always...\So I'm really happy that we got to go home together today.\The little sister... she really can see spirits and ghosts!\D-Does this mean... response:	Do you think that this is wrong?
context: Oh right, we're classmates after all.\I don't even know her first name...\Maybe I should talk about something...\You know, I've always...\So I'm really happy that we got to go home together today.\The little sister... she really can see spirits and ghosts!\D-Does this mean...\Do you think that this is wrong? response:	N-Not really...
context: I don't even know her first name...\Maybe I should talk about something...\You know, I've always...\So I'm really happy that we got to go home together today.\The little sister... she really can see spirits and ghosts!\D-Does this mean...\Do you think that this is wrong?\N-Not really... response:	I've never even talked to her before!
context: Maybe I should talk about something...\You know, I've always...\So I'm really happy that we got to go home together today.\The little sister... she really can see spirits and ghosts!\D-Does this mean...\Do you think that this is wrong?\N-Not really...\I've never even talked to her before! response:	I get really excited when I see scary things...
context: You know, I've always...\So I'm really happy that we got to go home together today.\The little sister... she really can see spirits and ghosts!\D-Does this mean...\Do you think that this is wrong?\N-Not really...\I've never even talked to her before!\I get really excited when I see scary things... response:	I research them by watching videos at night.
context: So I'm really happy that we got to go home together today.\The little sister... she really can see spirits and ghosts!\D-Does this mean...\Do you think that this is wrong?\N-Not really...\I've never even talked to her before!\I get really excited when I see scary things...\I research them by watching videos at night. response:	Occult Special! Tonight we'll show you a world that no one else has seen before!
context: The little sister... she really can see spirits and ghosts!\D-Does this mean...\Do you think that this is wrong?\N-Not really...\I've never even talked to her before!\I get really excited when I see scary things...\I research them by watching videos at night.\Occult Special! Tonight we'll show you a world that no one else has seen before! response:	Videos in the middle of the night?!
context: D-Does this mean...\Do you think that this is wrong?\N-Not really...\I've never even talked to her before!\I get really excited when I see scary things...\I research them by watching videos at night.\Occult Special! Tonight we'll show you a world that no one else has seen before!\Videos in the middle of the night?! response:	Onee-sama!
context: Do you think that this is wrong?\N-Not really...\I've never even talked to her before!\I get really excited when I see scary things...\I research them by watching videos at night.\Occult Special! Tonight we'll show you a world that no one else has seen before!\Videos in the middle of the night?!\Onee-sama! response:	You're so cute!
context: N-Not really...\I've never even talked to her before!\I get really excited when I see scary things...\I research them by watching videos at night.\Occult Special! Tonight we'll show you a world that no one else has seen before!\Videos in the middle of the night?!\Onee-sama!\You're so cute! response:	But from now on...
context: I've never even talked to her before!\I get really excited when I see scary things...\I research them by watching videos at night.\Occult Special! Tonight we'll show you a world that no one else has seen before!\Videos in the middle of the night?!\Onee-sama!\You're so cute!\But from now on... response:	There are a lot of techniques...
context: I get really excited when I see scary things...\I research them by watching videos at night.\Occult Special! Tonight we'll show you a world that no one else has seen before!\Videos in the middle of the night?!\Onee-sama!\You're so cute!\But from now on...\There are a lot of techniques... response:	that I...
context: I research them by watching videos at night.\Occult Special! Tonight we'll show you a world that no one else has seen before!\Videos in the middle of the night?!\Onee-sama!\You're so cute!\But from now on...\There are a lot of techniques...\that I... response:	want
context: Occult Special! Tonight we'll show you a world that no one else has seen before!\Videos in the middle of the night?!\Onee-sama!\You're so cute!\But from now on...\There are a lot of techniques...\that I...\want response:	to learn
context: Videos in the middle of the night?!\Onee-sama!\You're so cute!\But from now on...\There are a lot of techniques...\that I...\want\to learn response:	from
context: Onee-sama!\You're so cute!\But from now on...\There are a lot of techniques...\that I...\want\to learn\from response:	you.
context: You're so cute!\But from now on...\There are a lot of techniques...\that I...\want\to learn\from\you. response:	What's wrong?
context: But from now on...\There are a lot of techniques...\that I...\want\to learn\from\you.\What's wrong? response:	You've been acting a little strange.
context: There are a lot of techniques...\that I...\want\to learn\from\you.\What's wrong?\You've been acting a little strange. response:	Hey...
context: that I...\want\to learn\from\you.\What's wrong?\You've been acting a little strange.\Hey... response:	I wonder if Hitoha-chan's alright...
context: want\to learn\from\you.\What's wrong?\You've been acting a little strange.\Hey...\I wonder if Hitoha-chan's alright... response:	and is she getting along well with Matsuoka-san?
context: to learn\from\you.\What's wrong?\You've been acting a little strange.\Hey...\I wonder if Hitoha-chan's alright...\and is she getting along well with Matsuoka-san? response:	Take that! Stop possessing her!
context: from\you.\What's wrong?\You've been acting a little strange.\Hey...\I wonder if Hitoha-chan's alright...\and is she getting along well with Matsuoka-san?\Take that! Stop possessing her! response:	Disperse, evil spirit!
context: you.\What's wrong?\You've been acting a little strange.\Hey...\I wonder if Hitoha-chan's alright...\and is she getting along well with Matsuoka-san?\Take that! Stop possessing her!\Disperse, evil spirit! response:	W-What are you doing?
context: What's wrong?\You've been acting a little strange.\Hey...\I wonder if Hitoha-chan's alright...\and is she getting along well with Matsuoka-san?\Take that! Stop possessing her!\Disperse, evil spirit!\W-What are you doing? response:	Get out of the way!
context: You've been acting a little strange.\Hey...\I wonder if Hitoha-chan's alright...\and is she getting along well with Matsuoka-san?\Take that! Stop possessing her!\Disperse, evil spirit!\W-What are you doing?\Get out of the way! response:	We're in the middle of a ritual!
context: Hey...\I wonder if Hitoha-chan's alright...\and is she getting along well with Matsuoka-san?\Take that! Stop possessing her!\Disperse, evil spirit!\W-What are you doing?\Get out of the way!\We're in the middle of a ritual! response:	You're still not going to show yourself?! You evil spirit!
context: I wonder if Hitoha-chan's alright...\and is she getting along well with Matsuoka-san?\Take that! Stop possessing her!\Disperse, evil spirit!\W-What are you doing?\Get out of the way!\We're in the middle of a ritual!\You're still not going to show yourself?! You evil spirit! response:	Take that!
context: and is she getting along well with Matsuoka-san?\Take that! Stop possessing her!\Disperse, evil spirit!\W-What are you doing?\Get out of the way!\We're in the middle of a ritual!\You're still not going to show yourself?! You evil spirit!\Take that! response:	Take that, take that!
context: Take that! Stop possessing her!\Disperse, evil spirit!\W-What are you doing?\Get out of the way!\We're in the middle of a ritual!\You're still not going to show yourself?! You evil spirit!\Take that!\Take that, take that! response:	I'm to blame for all this...
context: Disperse, evil spirit!\W-What are you doing?\Get out of the way!\We're in the middle of a ritual!\You're still not going to show yourself?! You evil spirit!\Take that!\Take that, take that!\I'm to blame for all this... response:	It's this annoying season again.
