context: I want to go back to that time again. response:	I want to become small again.
context: I see. I'm sorry to cause you trouble.\It's no problem. You should take it easy since you are here.\My neighbor is so cute.\Nice to meet you.\I think I will have fun staying here.\- I'm on the night shift today, so find something to eat for dinner. - Okay.\- Okay Mom. I'm going back to work. - Alright.\Well, I will be going too since I left something. response:	What?
context: It's no problem. You should take it easy since you are here.\My neighbor is so cute.\Nice to meet you.\I think I will have fun staying here.\- I'm on the night shift today, so find something to eat for dinner. - Okay.\- Okay Mom. I'm going back to work. - Alright.\Well, I will be going too since I left something.\What? response:	What did you leave?
context: My neighbor is so cute.\Nice to meet you.\I think I will have fun staying here.\- I'm on the night shift today, so find something to eat for dinner. - Okay.\- Okay Mom. I'm going back to work. - Alright.\Well, I will be going too since I left something.\What?\What did you leave? response:	Something...
context: Nice to meet you.\I think I will have fun staying here.\- I'm on the night shift today, so find something to eat for dinner. - Okay.\- Okay Mom. I'm going back to work. - Alright.\Well, I will be going too since I left something.\What?\What did you leave?\Something... response:	I'm here! I'm the one you left!
context: I think I will have fun staying here.\- I'm on the night shift today, so find something to eat for dinner. - Okay.\- Okay Mom. I'm going back to work. - Alright.\Well, I will be going too since I left something.\What?\What did you leave?\Something...\I'm here! I'm the one you left! response:	Chiyomi.
context: - I'm on the night shift today, so find something to eat for dinner. - Okay.\- Okay Mom. I'm going back to work. - Alright.\Well, I will be going too since I left something.\What?\What did you leave?\Something...\I'm here! I'm the one you left!\Chiyomi. response:	Chiyomi.
context: - Okay Mom. I'm going back to work. - Alright.\Well, I will be going too since I left something.\What?\What did you leave?\Something...\I'm here! I'm the one you left!\Chiyomi.\Chiyomi. response:	Chiyomi.
context: Well, I will be going too since I left something.\What?\What did you leave?\Something...\I'm here! I'm the one you left!\Chiyomi.\Chiyomi.\Chiyomi. response:	Chiyomi!
context: What?\What did you leave?\Something...\I'm here! I'm the one you left!\Chiyomi.\Chiyomi.\Chiyomi.\Chiyomi! response:	Oh, I see. Fairy-san's name is One-inch Princess.
context: What did you leave?\Something...\I'm here! I'm the one you left!\Chiyomi.\Chiyomi.\Chiyomi.\Chiyomi!\Oh, I see. Fairy-san's name is One-inch Princess. response:	Ah... Yes, it is. (Speaking like princess from long ago)
context: Something...\I'm here! I'm the one you left!\Chiyomi.\Chiyomi.\Chiyomi.\Chiyomi!\Oh, I see. Fairy-san's name is One-inch Princess.\Ah... Yes, it is. (Speaking like princess from long ago) response:	I am One-inch Princess.
context: I'm here! I'm the one you left!\Chiyomi.\Chiyomi.\Chiyomi.\Chiyomi!\Oh, I see. Fairy-san's name is One-inch Princess.\Ah... Yes, it is. (Speaking like princess from long ago)\I am One-inch Princess. response:	You know, One-inch Princess,
context: Chiyomi.\Chiyomi.\Chiyomi.\Chiyomi!\Oh, I see. Fairy-san's name is One-inch Princess.\Ah... Yes, it is. (Speaking like princess from long ago)\I am One-inch Princess.\You know, One-inch Princess, response:	appears before a person who needs her.
context: Chiyomi.\Chiyomi.\Chiyomi!\Oh, I see. Fairy-san's name is One-inch Princess.\Ah... Yes, it is. (Speaking like princess from long ago)\I am One-inch Princess.\You know, One-inch Princess,\appears before a person who needs her. response:	A person who needs her?
context: Chiyomi.\Chiyomi!\Oh, I see. Fairy-san's name is One-inch Princess.\Ah... Yes, it is. (Speaking like princess from long ago)\I am One-inch Princess.\You know, One-inch Princess,\appears before a person who needs her.\A person who needs her? response:	That's right.
context: Chiyomi!\Oh, I see. Fairy-san's name is One-inch Princess.\Ah... Yes, it is. (Speaking like princess from long ago)\I am One-inch Princess.\You know, One-inch Princess,\appears before a person who needs her.\A person who needs her?\That's right. response:	She will appear before those who work very hard to be happy.
context: Oh, I see. Fairy-san's name is One-inch Princess.\Ah... Yes, it is. (Speaking like princess from long ago)\I am One-inch Princess.\You know, One-inch Princess,\appears before a person who needs her.\A person who needs her?\That's right.\She will appear before those who work very hard to be happy. response:	So, if you tie her up or bully her, she will disappear.
context: Ah... Yes, it is. (Speaking like princess from long ago)\I am One-inch Princess.\You know, One-inch Princess,\appears before a person who needs her.\A person who needs her?\That's right.\She will appear before those who work very hard to be happy.\So, if you tie her up or bully her, she will disappear. response:	Oh, I see. I'm sorry, Fairy-san.
context: I am One-inch Princess.\You know, One-inch Princess,\appears before a person who needs her.\A person who needs her?\That's right.\She will appear before those who work very hard to be happy.\So, if you tie her up or bully her, she will disappear.\Oh, I see. I'm sorry, Fairy-san. response:	So, I'm Fairy after all.
context: You know, One-inch Princess,\appears before a person who needs her.\A person who needs her?\That's right.\She will appear before those who work very hard to be happy.\So, if you tie her up or bully her, she will disappear.\Oh, I see. I'm sorry, Fairy-san.\So, I'm Fairy after all. response:	Because you are a fairy to me.
context: appears before a person who needs her.\A person who needs her?\That's right.\She will appear before those who work very hard to be happy.\So, if you tie her up or bully her, she will disappear.\Oh, I see. I'm sorry, Fairy-san.\So, I'm Fairy after all.\Because you are a fairy to me. response:	But I am a bad child.
context: A person who needs her?\That's right.\She will appear before those who work very hard to be happy.\So, if you tie her up or bully her, she will disappear.\Oh, I see. I'm sorry, Fairy-san.\So, I'm Fairy after all.\Because you are a fairy to me.\But I am a bad child. response:	You might disappear.
context: That's right.\She will appear before those who work very hard to be happy.\So, if you tie her up or bully her, she will disappear.\Oh, I see. I'm sorry, Fairy-san.\So, I'm Fairy after all.\Because you are a fairy to me.\But I am a bad child.\You might disappear. response:	Eh? You are a good child.
context: She will appear before those who work very hard to be happy.\So, if you tie her up or bully her, she will disappear.\Oh, I see. I'm sorry, Fairy-san.\So, I'm Fairy after all.\Because you are a fairy to me.\But I am a bad child.\You might disappear.\Eh? You are a good child. response:	No. I keep doing things Mom doesn't like.
context: So, if you tie her up or bully her, she will disappear.\Oh, I see. I'm sorry, Fairy-san.\So, I'm Fairy after all.\Because you are a fairy to me.\But I am a bad child.\You might disappear.\Eh? You are a good child.\No. I keep doing things Mom doesn't like. response:	I make Mom angry all the time.
context: Oh, I see. I'm sorry, Fairy-san.\So, I'm Fairy after all.\Because you are a fairy to me.\But I am a bad child.\You might disappear.\Eh? You are a good child.\No. I keep doing things Mom doesn't like.\I make Mom angry all the time. response:	Mom doen't laugh probably because of me.
context: So, I'm Fairy after all.\Because you are a fairy to me.\But I am a bad child.\You might disappear.\Eh? You are a good child.\No. I keep doing things Mom doesn't like.\I make Mom angry all the time.\Mom doen't laugh probably because of me. response:	That's why I got sick.
context: Because you are a fairy to me.\But I am a bad child.\You might disappear.\Eh? You are a good child.\No. I keep doing things Mom doesn't like.\I make Mom angry all the time.\Mom doen't laugh probably because of me.\That's why I got sick. response:	That's not true.
context: But I am a bad child.\You might disappear.\Eh? You are a good child.\No. I keep doing things Mom doesn't like.\I make Mom angry all the time.\Mom doen't laugh probably because of me.\That's why I got sick.\That's not true. response:	It is true.
context: You might disappear.\Eh? You are a good child.\No. I keep doing things Mom doesn't like.\I make Mom angry all the time.\Mom doen't laugh probably because of me.\That's why I got sick.\That's not true.\It is true. response:	Then, why don't you show your pictures to your mom?
context: Eh? You are a good child.\No. I keep doing things Mom doesn't like.\I make Mom angry all the time.\Mom doen't laugh probably because of me.\That's why I got sick.\That's not true.\It is true.\Then, why don't you show your pictures to your mom? response:	Then, I think your mom will be happy.
context: No. I keep doing things Mom doesn't like.\I make Mom angry all the time.\Mom doen't laugh probably because of me.\That's why I got sick.\That's not true.\It is true.\Then, why don't you show your pictures to your mom?\Then, I think your mom will be happy. response:	I can't. I can't show them to her. She only thinks of me as a bad child.
context: I make Mom angry all the time.\Mom doen't laugh probably because of me.\That's why I got sick.\That's not true.\It is true.\Then, why don't you show your pictures to your mom?\Then, I think your mom will be happy.\I can't. I can't show them to her. She only thinks of me as a bad child. response:	She wouldn't be happy to see these pictures.
context: Mom doen't laugh probably because of me.\That's why I got sick.\That's not true.\It is true.\Then, why don't you show your pictures to your mom?\Then, I think your mom will be happy.\I can't. I can't show them to her. She only thinks of me as a bad child.\She wouldn't be happy to see these pictures. response:	Mom would be happy if I didn't exist.
context: That's why I got sick.\That's not true.\It is true.\Then, why don't you show your pictures to your mom?\Then, I think your mom will be happy.\I can't. I can't show them to her. She only thinks of me as a bad child.\She wouldn't be happy to see these pictures.\Mom would be happy if I didn't exist. response:	Miyu-chan...
context: That's not true.\It is true.\Then, why don't you show your pictures to your mom?\Then, I think your mom will be happy.\I can't. I can't show them to her. She only thinks of me as a bad child.\She wouldn't be happy to see these pictures.\Mom would be happy if I didn't exist.\Miyu-chan... response:	That's not true.
context: It is true.\Then, why don't you show your pictures to your mom?\Then, I think your mom will be happy.\I can't. I can't show them to her. She only thinks of me as a bad child.\She wouldn't be happy to see these pictures.\Mom would be happy if I didn't exist.\Miyu-chan...\That's not true. response:	A mom who doesn't love her own child?
context: Then, why don't you show your pictures to your mom?\Then, I think your mom will be happy.\I can't. I can't show them to her. She only thinks of me as a bad child.\She wouldn't be happy to see these pictures.\Mom would be happy if I didn't exist.\Miyu-chan...\That's not true.\A mom who doesn't love her own child? response:	There isn't even one mom like that in the world.
context: Then, I think your mom will be happy.\I can't. I can't show them to her. She only thinks of me as a bad child.\She wouldn't be happy to see these pictures.\Mom would be happy if I didn't exist.\Miyu-chan...\That's not true.\A mom who doesn't love her own child?\There isn't even one mom like that in the world. response:	That's not true.
context: I can't. I can't show them to her. She only thinks of me as a bad child.\She wouldn't be happy to see these pictures.\Mom would be happy if I didn't exist.\Miyu-chan...\That's not true.\A mom who doesn't love her own child?\There isn't even one mom like that in the world.\That's not true. response:	It's true.
context: She wouldn't be happy to see these pictures.\Mom would be happy if I didn't exist.\Miyu-chan...\That's not true.\A mom who doesn't love her own child?\There isn't even one mom like that in the world.\That's not true.\It's true. response:	Any mom loves her own child very much.
context: Mom would be happy if I didn't exist.\Miyu-chan...\That's not true.\A mom who doesn't love her own child?\There isn't even one mom like that in the world.\That's not true.\It's true.\Any mom loves her own child very much. response:	Miyu-chan, you are so considerate of your mom.
context: Miyu-chan...\That's not true.\A mom who doesn't love her own child?\There isn't even one mom like that in the world.\That's not true.\It's true.\Any mom loves her own child very much.\Miyu-chan, you are so considerate of your mom. response:	And, you are a person who should be happy.
context: That's not true.\A mom who doesn't love her own child?\There isn't even one mom like that in the world.\That's not true.\It's true.\Any mom loves her own child very much.\Miyu-chan, you are so considerate of your mom.\And, you are a person who should be happy. response:	That's why One-inch Princess visited you. Right?
context: A mom who doesn't love her own child?\There isn't even one mom like that in the world.\That's not true.\It's true.\Any mom loves her own child very much.\Miyu-chan, you are so considerate of your mom.\And, you are a person who should be happy.\That's why One-inch Princess visited you. Right? response:	Eh?
context: There isn't even one mom like that in the world.\That's not true.\It's true.\Any mom loves her own child very much.\Miyu-chan, you are so considerate of your mom.\And, you are a person who should be happy.\That's why One-inch Princess visited you. Right?\Eh? response:	That's right.
context: That's not true.\It's true.\Any mom loves her own child very much.\Miyu-chan, you are so considerate of your mom.\And, you are a person who should be happy.\That's why One-inch Princess visited you. Right?\Eh?\That's right. response:	You should sleep now.
context: It's true.\Any mom loves her own child very much.\Miyu-chan, you are so considerate of your mom.\And, you are a person who should be happy.\That's why One-inch Princess visited you. Right?\Eh?\That's right.\You should sleep now. response:	Okay. Good night.
context: Any mom loves her own child very much.\Miyu-chan, you are so considerate of your mom.\And, you are a person who should be happy.\That's why One-inch Princess visited you. Right?\Eh?\That's right.\You should sleep now.\Okay. Good night. response:	Good night.
context: Miyu-chan, you are so considerate of your mom.\And, you are a person who should be happy.\That's why One-inch Princess visited you. Right?\Eh?\That's right.\You should sleep now.\Okay. Good night.\Good night. response:	Oh no. It's hard for me to get out of here now.
context: And, you are a person who should be happy.\That's why One-inch Princess visited you. Right?\Eh?\That's right.\You should sleep now.\Okay. Good night.\Good night.\Oh no. It's hard for me to get out of here now. response:	Timing and Subtitles brought to you by The Little Lover Team@Viki.
context: That's why One-inch Princess visited you. Right?\Eh?\That's right.\You should sleep now.\Okay. Good night.\Good night.\Oh no. It's hard for me to get out of here now.\Timing and Subtitles brought to you by The Little Lover Team@Viki. response:	Miyu...
context: Eh?\That's right.\You should sleep now.\Okay. Good night.\Good night.\Oh no. It's hard for me to get out of here now.\Timing and Subtitles brought to you by The Little Lover Team@Viki.\Miyu... response:	I am sorry... for making you suffer.
context: That's right.\You should sleep now.\Okay. Good night.\Good night.\Oh no. It's hard for me to get out of here now.\Timing and Subtitles brought to you by The Little Lover Team@Viki.\Miyu...\I am sorry... for making you suffer. response:	My Little Lover Minami Kun No Koibito
context: You should sleep now.\Okay. Good night.\Good night.\Oh no. It's hard for me to get out of here now.\Timing and Subtitles brought to you by The Little Lover Team@Viki.\Miyu...\I am sorry... for making you suffer.\My Little Lover Minami Kun No Koibito response:	Minami-kun,
context: Okay. Good night.\Good night.\Oh no. It's hard for me to get out of here now.\Timing and Subtitles brought to you by The Little Lover Team@Viki.\Miyu...\I am sorry... for making you suffer.\My Little Lover Minami Kun No Koibito\Minami-kun, response:	Thank you very much for taking care of me.
context: Good night.\Oh no. It's hard for me to get out of here now.\Timing and Subtitles brought to you by The Little Lover Team@Viki.\Miyu...\I am sorry... for making you suffer.\My Little Lover Minami Kun No Koibito\Minami-kun,\Thank you very much for taking care of me. response:	But,
context: Oh no. It's hard for me to get out of here now.\Timing and Subtitles brought to you by The Little Lover Team@Viki.\Miyu...\I am sorry... for making you suffer.\My Little Lover Minami Kun No Koibito\Minami-kun,\Thank you very much for taking care of me.\But, response:	I have to say good-bye to you.
context: Timing and Subtitles brought to you by The Little Lover Team@Viki.\Miyu...\I am sorry... for making you suffer.\My Little Lover Minami Kun No Koibito\Minami-kun,\Thank you very much for taking care of me.\But,\I have to say good-bye to you. response:	What do you mean?
context: Miyu...\I am sorry... for making you suffer.\My Little Lover Minami Kun No Koibito\Minami-kun,\Thank you very much for taking care of me.\But,\I have to say good-bye to you.\What do you mean? response:	I can't live in the same world as you.
context: I am sorry... for making you suffer.\My Little Lover Minami Kun No Koibito\Minami-kun,\Thank you very much for taking care of me.\But,\I have to say good-bye to you.\What do you mean?\I can't live in the same world as you. response:	It is...
context: My Little Lover Minami Kun No Koibito\Minami-kun,\Thank you very much for taking care of me.\But,\I have to say good-bye to you.\What do you mean?\I can't live in the same world as you.\It is... response:	time for me to go back to the moon.
context: Minami-kun,\Thank you very much for taking care of me.\But,\I have to say good-bye to you.\What do you mean?\I can't live in the same world as you.\It is...\time for me to go back to the moon. response:	Go back to the moon?
context: Thank you very much for taking care of me.\But,\I have to say good-bye to you.\What do you mean?\I can't live in the same world as you.\It is...\time for me to go back to the moon.\Go back to the moon? response:	Hey, wait a second.
context: But,\I have to say good-bye to you.\What do you mean?\I can't live in the same world as you.\It is...\time for me to go back to the moon.\Go back to the moon?\Hey, wait a second. response:	Thank you.
context: I have to say good-bye to you.\What do you mean?\I can't live in the same world as you.\It is...\time for me to go back to the moon.\Go back to the moon?\Hey, wait a second.\Thank you. response:	And,
context: What do you mean?\I can't live in the same world as you.\It is...\time for me to go back to the moon.\Go back to the moon?\Hey, wait a second.\Thank you.\And, response:	good-bye, Minami-kun.
context: I can't live in the same world as you.\It is...\time for me to go back to the moon.\Go back to the moon?\Hey, wait a second.\Thank you.\And,\good-bye, Minami-kun. response:	Chiyomi.
context: It is...\time for me to go back to the moon.\Go back to the moon?\Hey, wait a second.\Thank you.\And,\good-bye, Minami-kun.\Chiyomi. response:	Chiyomi!
context: time for me to go back to the moon.\Go back to the moon?\Hey, wait a second.\Thank you.\And,\good-bye, Minami-kun.\Chiyomi.\Chiyomi! response:	Chiyomi!
context: Go back to the moon?\Hey, wait a second.\Thank you.\And,\good-bye, Minami-kun.\Chiyomi.\Chiyomi!\Chiyomi! response:	Hey, Chiyomi.
context: Hey, wait a second.\Thank you.\And,\good-bye, Minami-kun.\Chiyomi.\Chiyomi!\Chiyomi!\Hey, Chiyomi. response:	Chiyomi!
context: Thank you.\And,\good-bye, Minami-kun.\Chiyomi.\Chiyomi!\Chiyomi!\Hey, Chiyomi.\Chiyomi! response:	Chiyomi. Hey!
context: And,\good-bye, Minami-kun.\Chiyomi.\Chiyomi!\Chiyomi!\Hey, Chiyomi.\Chiyomi!\Chiyomi. Hey! response:	Hey! Chiyomi!
context: good-bye, Minami-kun.\Chiyomi.\Chiyomi!\Chiyomi!\Hey, Chiyomi.\Chiyomi!\Chiyomi. Hey!\Hey! Chiyomi! response:	Chiyomi! Hey!
context: Chiyomi.\Chiyomi!\Chiyomi!\Hey, Chiyomi.\Chiyomi!\Chiyomi. Hey!\Hey! Chiyomi!\Chiyomi! Hey! response:	Chiyomi!
context: Chiyomi!\Chiyomi!\Hey, Chiyomi.\Chiyomi!\Chiyomi. Hey!\Hey! Chiyomi!\Chiyomi! Hey!\Chiyomi! response:	Hey, Chiyomi!
context: Chiyomi!\Hey, Chiyomi.\Chiyomi!\Chiyomi. Hey!\Hey! Chiyomi!\Chiyomi! Hey!\Chiyomi!\Hey, Chiyomi! response:	Chiyomi!
context: Hey, Chiyomi.\Chiyomi!\Chiyomi. Hey!\Hey! Chiyomi!\Chiyomi! Hey!\Chiyomi!\Hey, Chiyomi!\Chiyomi! response:	Chiyomi.
context: Chiyomi!\Chiyomi. Hey!\Hey! Chiyomi!\Chiyomi! Hey!\Chiyomi!\Hey, Chiyomi!\Chiyomi!\Chiyomi. response:	Noboru.
context: Chiyomi. Hey!\Hey! Chiyomi!\Chiyomi! Hey!\Chiyomi!\Hey, Chiyomi!\Chiyomi!\Chiyomi.\Noboru. response:	Did you find what you were looking for?
context: Hey! Chiyomi!\Chiyomi! Hey!\Chiyomi!\Hey, Chiyomi!\Chiyomi!\Chiyomi.\Noboru.\Did you find what you were looking for? response:	Grandma.
context: Chiyomi! Hey!\Chiyomi!\Hey, Chiyomi!\Chiyomi!\Chiyomi.\Noboru.\Did you find what you were looking for?\Grandma. response:	No. I... you know...
context: Chiyomi!\Hey, Chiyomi!\Chiyomi!\Chiyomi.\Noboru.\Did you find what you were looking for?\Grandma.\No. I... you know... response:	Were you looking for One-inch Princess?
context: Hey, Chiyomi!\Chiyomi!\Chiyomi.\Noboru.\Did you find what you were looking for?\Grandma.\No. I... you know...\Were you looking for One-inch Princess? response:	What?
context: Chiyomi!\Chiyomi.\Noboru.\Did you find what you were looking for?\Grandma.\No. I... you know...\Were you looking for One-inch Princess?\What? response:	One-inch Princess is here.
context: Chiyomi.\Noboru.\Did you find what you were looking for?\Grandma.\No. I... you know...\Were you looking for One-inch Princess?\What?\One-inch Princess is here. response:	Chiyomi.
context: Noboru.\Did you find what you were looking for?\Grandma.\No. I... you know...\Were you looking for One-inch Princess?\What?\One-inch Princess is here.\Chiyomi. response:	Minami-kun.
context: Did you find what you were looking for?\Grandma.\No. I... you know...\Were you looking for One-inch Princess?\What?\One-inch Princess is here.\Chiyomi.\Minami-kun. response:	You fool.
context: Grandma.\No. I... you know...\Were you looking for One-inch Princess?\What?\One-inch Princess is here.\Chiyomi.\Minami-kun.\You fool. response:	You made me worry so much.
context: No. I... you know...\Were you looking for One-inch Princess?\What?\One-inch Princess is here.\Chiyomi.\Minami-kun.\You fool.\You made me worry so much. response:	Minami-kun
context: Were you looking for One-inch Princess?\What?\One-inch Princess is here.\Chiyomi.\Minami-kun.\You fool.\You made me worry so much.\Minami-kun response:	Shunichi!
context: What?\One-inch Princess is here.\Chiyomi.\Minami-kun.\You fool.\You made me worry so much.\Minami-kun\Shunichi! response:	Shunichi!
context: One-inch Princess is here.\Chiyomi.\Minami-kun.\You fool.\You made me worry so much.\Minami-kun\Shunichi!\Shunichi! response:	What? What's the matter?
context: Chiyomi.\Minami-kun.\You fool.\You made me worry so much.\Minami-kun\Shunichi!\Shunichi!\What? What's the matter? response:	I am going to deliver a change of clothes to grandma.
context: Minami-kun.\You fool.\You made me worry so much.\Minami-kun\Shunichi!\Shunichi!\What? What's the matter?\I am going to deliver a change of clothes to grandma. response:	Ah, I'll go, too.
context: You fool.\You made me worry so much.\Minami-kun\Shunichi!\Shunichi!\What? What's the matter?\I am going to deliver a change of clothes to grandma.\Ah, I'll go, too. response:	Oh yeah? Then I will go buy some cake at our neighbor's, and wait for you there.
context: You made me worry so much.\Minami-kun\Shunichi!\Shunichi!\What? What's the matter?\I am going to deliver a change of clothes to grandma.\Ah, I'll go, too.\Oh yeah? Then I will go buy some cake at our neighbor's, and wait for you there. response:	Okay.
context: Minami-kun\Shunichi!\Shunichi!\What? What's the matter?\I am going to deliver a change of clothes to grandma.\Ah, I'll go, too.\Oh yeah? Then I will go buy some cake at our neighbor's, and wait for you there.\Okay. response:	Chiyomi, wake up. We're going to the hospital.
context: Shunichi!\Shunichi!\What? What's the matter?\I am going to deliver a change of clothes to grandma.\Ah, I'll go, too.\Oh yeah? Then I will go buy some cake at our neighbor's, and wait for you there.\Okay.\Chiyomi, wake up. We're going to the hospital. response:	- Miyu-chan might be worried. - Yeah.
context: Shunichi!\What? What's the matter?\I am going to deliver a change of clothes to grandma.\Ah, I'll go, too.\Oh yeah? Then I will go buy some cake at our neighbor's, and wait for you there.\Okay.\Chiyomi, wake up. We're going to the hospital.\- Miyu-chan might be worried. - Yeah. response:	Thank you for coming on your day off.
context: What? What's the matter?\I am going to deliver a change of clothes to grandma.\Ah, I'll go, too.\Oh yeah? Then I will go buy some cake at our neighbor's, and wait for you there.\Okay.\Chiyomi, wake up. We're going to the hospital.\- Miyu-chan might be worried. - Yeah.\Thank you for coming on your day off. response:	No, don't worry. Grandma is my best friend.
context: I am going to deliver a change of clothes to grandma.\Ah, I'll go, too.\Oh yeah? Then I will go buy some cake at our neighbor's, and wait for you there.\Okay.\Chiyomi, wake up. We're going to the hospital.\- Miyu-chan might be worried. - Yeah.\Thank you for coming on your day off.\No, don't worry. Grandma is my best friend. response:	Oh my.
context: Ah, I'll go, too.\Oh yeah? Then I will go buy some cake at our neighbor's, and wait for you there.\Okay.\Chiyomi, wake up. We're going to the hospital.\- Miyu-chan might be worried. - Yeah.\Thank you for coming on your day off.\No, don't worry. Grandma is my best friend.\Oh my. response:	Thank you.
context: Oh yeah? Then I will go buy some cake at our neighbor's, and wait for you there.\Okay.\Chiyomi, wake up. We're going to the hospital.\- Miyu-chan might be worried. - Yeah.\Thank you for coming on your day off.\No, don't worry. Grandma is my best friend.\Oh my.\Thank you. response:	But, will Grandma be okay to eat this much?
context: Okay.\Chiyomi, wake up. We're going to the hospital.\- Miyu-chan might be worried. - Yeah.\Thank you for coming on your day off.\No, don't worry. Grandma is my best friend.\Oh my.\Thank you.\But, will Grandma be okay to eat this much? response:	That's for the nurses.
context: Chiyomi, wake up. We're going to the hospital.\- Miyu-chan might be worried. - Yeah.\Thank you for coming on your day off.\No, don't worry. Grandma is my best friend.\Oh my.\Thank you.\But, will Grandma be okay to eat this much?\That's for the nurses. response:	They are taking care of Grandma, so I got them.
context: - Miyu-chan might be worried. - Yeah.\Thank you for coming on your day off.\No, don't worry. Grandma is my best friend.\Oh my.\Thank you.\But, will Grandma be okay to eat this much?\That's for the nurses.\They are taking care of Grandma, so I got them. response:	Yeah, I see.
context: Thank you for coming on your day off.\No, don't worry. Grandma is my best friend.\Oh my.\Thank you.\But, will Grandma be okay to eat this much?\That's for the nurses.\They are taking care of Grandma, so I got them.\Yeah, I see. response:	Sorry. I am sorry.
context: No, don't worry. Grandma is my best friend.\Oh my.\Thank you.\But, will Grandma be okay to eat this much?\That's for the nurses.\They are taking care of Grandma, so I got them.\Yeah, I see.\Sorry. I am sorry. response:	- I will bring a towel now. - Are you okay?
context: Oh my.\Thank you.\But, will Grandma be okay to eat this much?\That's for the nurses.\They are taking care of Grandma, so I got them.\Yeah, I see.\Sorry. I am sorry.\- I will bring a towel now. - Are you okay? response:	Oh, no...
context: Thank you.\But, will Grandma be okay to eat this much?\That's for the nurses.\They are taking care of Grandma, so I got them.\Yeah, I see.\Sorry. I am sorry.\- I will bring a towel now. - Are you okay?\Oh, no... response:	Here.
context: But, will Grandma be okay to eat this much?\That's for the nurses.\They are taking care of Grandma, so I got them.\Yeah, I see.\Sorry. I am sorry.\- I will bring a towel now. - Are you okay?\Oh, no...\Here. response:	Ah, thank you.
context: That's for the nurses.\They are taking care of Grandma, so I got them.\Yeah, I see.\Sorry. I am sorry.\- I will bring a towel now. - Are you okay?\Oh, no...\Here.\Ah, thank you. response:	You carry such a sensible thing with you, huh.
context: They are taking care of Grandma, so I got them.\Yeah, I see.\Sorry. I am sorry.\- I will bring a towel now. - Are you okay?\Oh, no...\Here.\Ah, thank you.\You carry such a sensible thing with you, huh. response:	Even my shorts are wet...
context: Yeah, I see.\Sorry. I am sorry.\- I will bring a towel now. - Are you okay?\Oh, no...\Here.\Ah, thank you.\You carry such a sensible thing with you, huh.\Even my shorts are wet... response:	Why don't you go back home and change your clothes?
context: Sorry. I am sorry.\- I will bring a towel now. - Are you okay?\Oh, no...\Here.\Ah, thank you.\You carry such a sensible thing with you, huh.\Even my shorts are wet...\Why don't you go back home and change your clothes? response:	Yes, I will. It's cold.
context: - I will bring a towel now. - Are you okay?\Oh, no...\Here.\Ah, thank you.\You carry such a sensible thing with you, huh.\Even my shorts are wet...\Why don't you go back home and change your clothes?\Yes, I will. It's cold. response:	Oh, gosh.
context: Oh, no...\Here.\Ah, thank you.\You carry such a sensible thing with you, huh.\Even my shorts are wet...\Why don't you go back home and change your clothes?\Yes, I will. It's cold.\Oh, gosh. response:	What? Onii-chan (big brother) has such a cute stuff.
context: Here.\Ah, thank you.\You carry such a sensible thing with you, huh.\Even my shorts are wet...\Why don't you go back home and change your clothes?\Yes, I will. It's cold.\Oh, gosh.\What? Onii-chan (big brother) has such a cute stuff. response:	Hmm?
context: Ah, thank you.\You carry such a sensible thing with you, huh.\Even my shorts are wet...\Why don't you go back home and change your clothes?\Yes, I will. It's cold.\Oh, gosh.\What? Onii-chan (big brother) has such a cute stuff.\Hmm? response:	Dad, Mom and Asuka, how are you doing?
context: You carry such a sensible thing with you, huh.\Even my shorts are wet...\Why don't you go back home and change your clothes?\Yes, I will. It's cold.\Oh, gosh.\What? Onii-chan (big brother) has such a cute stuff.\Hmm?\Dad, Mom and Asuka, how are you doing? response:	I am in Tokyo...
context: Even my shorts are wet...\Why don't you go back home and change your clothes?\Yes, I will. It's cold.\Oh, gosh.\What? Onii-chan (big brother) has such a cute stuff.\Hmm?\Dad, Mom and Asuka, how are you doing?\I am in Tokyo... response:	They are the same.
context: Why don't you go back home and change your clothes?\Yes, I will. It's cold.\Oh, gosh.\What? Onii-chan (big brother) has such a cute stuff.\Hmm?\Dad, Mom and Asuka, how are you doing?\I am in Tokyo...\They are the same. response:	That means... Could it be...?
context: Yes, I will. It's cold.\Oh, gosh.\What? Onii-chan (big brother) has such a cute stuff.\Hmm?\Dad, Mom and Asuka, how are you doing?\I am in Tokyo...\They are the same.\That means... Could it be...? response:	I see. Miyu-chan said such things about her mom.
context: Oh, gosh.\What? Onii-chan (big brother) has such a cute stuff.\Hmm?\Dad, Mom and Asuka, how are you doing?\I am in Tokyo...\They are the same.\That means... Could it be...?\I see. Miyu-chan said such things about her mom. response:	Yeah.
context: What? Onii-chan (big brother) has such a cute stuff.\Hmm?\Dad, Mom and Asuka, how are you doing?\I am in Tokyo...\They are the same.\That means... Could it be...?\I see. Miyu-chan said such things about her mom.\Yeah. response:	But, her mom is worried about Miyu-chan for sure.
context: Hmm?\Dad, Mom and Asuka, how are you doing?\I am in Tokyo...\They are the same.\That means... Could it be...?\I see. Miyu-chan said such things about her mom.\Yeah.\But, her mom is worried about Miyu-chan for sure. response:	Because yesterday...
context: Dad, Mom and Asuka, how are you doing?\I am in Tokyo...\They are the same.\That means... Could it be...?\I see. Miyu-chan said such things about her mom.\Yeah.\But, her mom is worried about Miyu-chan for sure.\Because yesterday... response:	Miyu, I am sorry for making you suffer.
