context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: Versus-\Fully-equipped with support items!\From the support course, it's Mei Hatsume!\He's up against the support course, huh?\I wonder what kind of fight it'll be?\I mean, what is that?\Iida's also fully-equipped with support items!\That's generally against the rules for those in the hero course. response:	Those who must use equipment needed to petition beforehand.
context: Fully-equipped with support items!\From the support course, it's Mei Hatsume!\He's up against the support course, huh?\I wonder what kind of fight it'll be?\I mean, what is that?\Iida's also fully-equipped with support items!\That's generally against the rules for those in the hero course.\Those who must use equipment needed to petition beforehand. response:	I forgot about that!
context: From the support course, it's Mei Hatsume!\He's up against the support course, huh?\I wonder what kind of fight it'll be?\I mean, what is that?\Iida's also fully-equipped with support items!\That's generally against the rules for those in the hero course.\Those who must use equipment needed to petition beforehand.\I forgot about that! response:	Aoyama also wore a belt, so I thought it was fine!
context: He's up against the support course, huh?\I wonder what kind of fight it'll be?\I mean, what is that?\Iida's also fully-equipped with support items!\That's generally against the rules for those in the hero course.\Those who must use equipment needed to petition beforehand.\I forgot about that!\Aoyama also wore a belt, so I thought it was fine! response:	He submitted a petition.
context: I wonder what kind of fight it'll be?\I mean, what is that?\Iida's also fully-equipped with support items!\That's generally against the rules for those in the hero course.\Those who must use equipment needed to petition beforehand.\I forgot about that!\Aoyama also wore a belt, so I thought it was fine!\He submitted a petition. response:	I humbly apologize!
context: I mean, what is that?\Iida's also fully-equipped with support items!\That's generally against the rules for those in the hero course.\Those who must use equipment needed to petition beforehand.\I forgot about that!\Aoyama also wore a belt, so I thought it was fine!\He submitted a petition.\I humbly apologize! response:	However, my heart was moved by my opponent's sportsmanship.
context: Iida's also fully-equipped with support items!\That's generally against the rules for those in the hero course.\Those who must use equipment needed to petition beforehand.\I forgot about that!\Aoyama also wore a belt, so I thought it was fine!\He submitted a petition.\I humbly apologize!\However, my heart was moved by my opponent's sportsmanship. response:	Even though she is from the support course,
context: That's generally against the rules for those in the hero course.\Those who must use equipment needed to petition beforehand.\I forgot about that!\Aoyama also wore a belt, so I thought it was fine!\He submitted a petition.\I humbly apologize!\However, my heart was moved by my opponent's sportsmanship.\Even though she is from the support course, response:	she said she wanted an even match since she made it this far.
context: Those who must use equipment needed to petition beforehand.\I forgot about that!\Aoyama also wore a belt, so I thought it was fine!\He submitted a petition.\I humbly apologize!\However, my heart was moved by my opponent's sportsmanship.\Even though she is from the support course,\she said she wanted an even match since she made it this far. response:	She said she wanted to fight fairly.
context: I forgot about that!\Aoyama also wore a belt, so I thought it was fine!\He submitted a petition.\I humbly apologize!\However, my heart was moved by my opponent's sportsmanship.\Even though she is from the support course,\she said she wanted an even match since she made it this far.\She said she wanted to fight fairly. response:	So, she gave me this equipment!
context: Aoyama also wore a belt, so I thought it was fine!\He submitted a petition.\I humbly apologize!\However, my heart was moved by my opponent's sportsmanship.\Even though she is from the support course,\she said she wanted an even match since she made it this far.\She said she wanted to fight fairly.\So, she gave me this equipment! response:	I did not think I could ignore her fighting spirit!
context: He submitted a petition.\I humbly apologize!\However, my heart was moved by my opponent's sportsmanship.\Even though she is from the support course,\she said she wanted an even match since she made it this far.\She said she wanted to fight fairly.\So, she gave me this equipment!\I did not think I could ignore her fighting spirit! response:	Oh, youth!
context: I humbly apologize!\However, my heart was moved by my opponent's sportsmanship.\Even though she is from the support course,\she said she wanted an even match since she made it this far.\She said she wanted to fight fairly.\So, she gave me this equipment!\I did not think I could ignore her fighting spirit!\Oh, youth! response:	I'll allow it!
context: However, my heart was moved by my opponent's sportsmanship.\Even though she is from the support course,\she said she wanted an even match since she made it this far.\She said she wanted to fight fairly.\So, she gave me this equipment!\I did not think I could ignore her fighting spirit!\Oh, youth!\I'll allow it! response:	So it's fine?
context: Even though she is from the support course,\she said she wanted an even match since she made it this far.\She said she wanted to fight fairly.\So, she gave me this equipment!\I did not think I could ignore her fighting spirit!\Oh, youth!\I'll allow it!\So it's fine? response:	Well, if they both agree on it, then it's within regulations... I guess?
context: she said she wanted an even match since she made it this far.\She said she wanted to fight fairly.\So, she gave me this equipment!\I did not think I could ignore her fighting spirit!\Oh, youth!\I'll allow it!\So it's fine?\Well, if they both agree on it, then it's within regulations... I guess? response:	Hero Analysis for the Future
context: She said she wanted to fight fairly.\So, she gave me this equipment!\I did not think I could ignore her fighting spirit!\Oh, youth!\I'll allow it!\So it's fine?\Well, if they both agree on it, then it's within regulations... I guess?\Hero Analysis for the Future response:	Is Hatsume someone who'd say that?
context: So, she gave me this equipment!\I did not think I could ignore her fighting spirit!\Oh, youth!\I'll allow it!\So it's fine?\Well, if they both agree on it, then it's within regulations... I guess?\Hero Analysis for the Future\Is Hatsume someone who'd say that? response:	Could it be...?
context: I did not think I could ignore her fighting spirit!\Oh, youth!\I'll allow it!\So it's fine?\Well, if they both agree on it, then it's within regulations... I guess?\Hero Analysis for the Future\Is Hatsume someone who'd say that?\Could it be...? response:	Well, since permission's been granted, let's start the fourth match!
context: Oh, youth!\I'll allow it!\So it's fine?\Well, if they both agree on it, then it's within regulations... I guess?\Hero Analysis for the Future\Is Hatsume someone who'd say that?\Could it be...?\Well, since permission's been granted, let's start the fourth match! response:	Isn't that acceleration wonderful, Iida?
context: I'll allow it!\So it's fine?\Well, if they both agree on it, then it's within regulations... I guess?\Hero Analysis for the Future\Is Hatsume someone who'd say that?\Could it be...?\Well, since permission's been granted, let's start the fourth match!\Isn't that acceleration wonderful, Iida? response:	A mic?
context: So it's fine?\Well, if they both agree on it, then it's within regulations... I guess?\Hero Analysis for the Future\Is Hatsume someone who'd say that?\Could it be...?\Well, since permission's been granted, let's start the fourth match!\Isn't that acceleration wonderful, Iida?\A mic? response:	Why?
context: Well, if they both agree on it, then it's within regulations... I guess?\Hero Analysis for the Future\Is Hatsume someone who'd say that?\Could it be...?\Well, since permission's been granted, let's start the fourth match!\Isn't that acceleration wonderful, Iida?\A mic?\Why? response:	She's wearing speakers?
context: Hero Analysis for the Future\Is Hatsume someone who'd say that?\Could it be...?\Well, since permission's been granted, let's start the fourth match!\Isn't that acceleration wonderful, Iida?\A mic?\Why?\She's wearing speakers? response:	Don't your legs feel lighter than usual?
context: Is Hatsume someone who'd say that?\Could it be...?\Well, since permission's been granted, let's start the fourth match!\Isn't that acceleration wonderful, Iida?\A mic?\Why?\She's wearing speakers?\Don't your legs feel lighter than usual? response:	That's only to be expected!
context: Could it be...?\Well, since permission's been granted, let's start the fourth match!\Isn't that acceleration wonderful, Iida?\A mic?\Why?\She's wearing speakers?\Don't your legs feel lighter than usual?\That's only to be expected! response:	Those leg parts are helping the wearer's movements along!
context: Well, since permission's been granted, let's start the fourth match!\Isn't that acceleration wonderful, Iida?\A mic?\Why?\She's wearing speakers?\Don't your legs feel lighter than usual?\That's only to be expected!\Those leg parts are helping the wearer's movements along! response:	And I...
context: Isn't that acceleration wonderful, Iida?\A mic?\Why?\She's wearing speakers?\Don't your legs feel lighter than usual?\That's only to be expected!\Those leg parts are helping the wearer's movements along!\And I... response:	The support companies are sitting...
context: A mic?\Why?\She's wearing speakers?\Don't your legs feel lighter than usual?\That's only to be expected!\Those leg parts are helping the wearer's movements along!\And I...\The support companies are sitting... response:	Oh, they're biting! I've got'em!
context: Why?\She's wearing speakers?\Don't your legs feel lighter than usual?\That's only to be expected!\Those leg parts are helping the wearer's movements along!\And I...\The support companies are sitting...\Oh, they're biting! I've got'em! response:	Mei Hatsume Quirk: Zoom
context: She's wearing speakers?\Don't your legs feel lighter than usual?\That's only to be expected!\Those leg parts are helping the wearer's movements along!\And I...\The support companies are sitting...\Oh, they're biting! I've got'em!\Mei Hatsume Quirk: Zoom response:	Mei Hatsume. Quirk: Zoom.
context: Don't your legs feel lighter than usual?\That's only to be expected!\Those leg parts are helping the wearer's movements along!\And I...\The support companies are sitting...\Oh, they're biting! I've got'em!\Mei Hatsume Quirk: Zoom\Mei Hatsume. Quirk: Zoom. response:	If she gets serious, she can see clearly up to five kilometer's away!
context: That's only to be expected!\Those leg parts are helping the wearer's movements along!\And I...\The support companies are sitting...\Oh, they're biting! I've got'em!\Mei Hatsume Quirk: Zoom\Mei Hatsume. Quirk: Zoom.\If she gets serious, she can see clearly up to five kilometer's away! response:	Since I've got sensors in every direction,
context: Those leg parts are helping the wearer's movements along!\And I...\The support companies are sitting...\Oh, they're biting! I've got'em!\Mei Hatsume Quirk: Zoom\Mei Hatsume. Quirk: Zoom.\If she gets serious, she can see clearly up to five kilometer's away!\Since I've got sensors in every direction, response:	I can even deal with attacks from behind!
context: And I...\The support companies are sitting...\Oh, they're biting! I've got'em!\Mei Hatsume Quirk: Zoom\Mei Hatsume. Quirk: Zoom.\If she gets serious, she can see clearly up to five kilometer's away!\Since I've got sensors in every direction,\I can even deal with attacks from behind! response:	What are you planning?
context: The support companies are sitting...\Oh, they're biting! I've got'em!\Mei Hatsume Quirk: Zoom\Mei Hatsume. Quirk: Zoom.\If she gets serious, she can see clearly up to five kilometer's away!\Since I've got sensors in every direction,\I can even deal with attacks from behind!\What are you planning? response:	Iida changed course adeptly!
context: Oh, they're biting! I've got'em!\Mei Hatsume Quirk: Zoom\Mei Hatsume. Quirk: Zoom.\If she gets serious, she can see clearly up to five kilometer's away!\Since I've got sensors in every direction,\I can even deal with attacks from behind!\What are you planning?\Iida changed course adeptly! response:	It's thanks to the auto-balancer that I made!
context: Mei Hatsume Quirk: Zoom\Mei Hatsume. Quirk: Zoom.\If she gets serious, she can see clearly up to five kilometer's away!\Since I've got sensors in every direction,\I can even deal with attacks from behind!\What are you planning?\Iida changed course adeptly!\It's thanks to the auto-balancer that I made! response:	-What is this...?
context: Mei Hatsume. Quirk: Zoom.\If she gets serious, she can see clearly up to five kilometer's away!\Since I've got sensors in every direction,\I can even deal with attacks from behind!\What are you planning?\Iida changed course adeptly!\It's thanks to the auto-balancer that I made!\-What is this...? response:	-The leg parts detect the wearer's brainwaves to predict their movements,
context: If she gets serious, she can see clearly up to five kilometer's away!\Since I've got sensors in every direction,\I can even deal with attacks from behind!\What are you planning?\Iida changed course adeptly!\It's thanks to the auto-balancer that I made!\-What is this...?\-The leg parts detect the wearer's brainwaves to predict their movements, response:	-She's very good at hard selling...
context: Since I've got sensors in every direction,\I can even deal with attacks from behind!\What are you planning?\Iida changed course adeptly!\It's thanks to the auto-balancer that I made!\-What is this...?\-The leg parts detect the wearer's brainwaves to predict their movements,\-She's very good at hard selling... response:	-The leg parts detect the wearer's brainwaves to predict their movements,
context: I can even deal with attacks from behind!\What are you planning?\Iida changed course adeptly!\It's thanks to the auto-balancer that I made!\-What is this...?\-The leg parts detect the wearer's brainwaves to predict their movements,\-She's very good at hard selling...\-The leg parts detect the wearer's brainwaves to predict their movements, response:	so there's no need to worry about time lag!
context: What are you planning?\Iida changed course adeptly!\It's thanks to the auto-balancer that I made!\-What is this...?\-The leg parts detect the wearer's brainwaves to predict their movements,\-She's very good at hard selling...\-The leg parts detect the wearer's brainwaves to predict their movements,\so there's no need to worry about time lag! response:	The auto-balancer is equipped with a 32-axis gyro sensor!
context: Iida changed course adeptly!\It's thanks to the auto-balancer that I made!\-What is this...?\-The leg parts detect the wearer's brainwaves to predict their movements,\-She's very good at hard selling...\-The leg parts detect the wearer's brainwaves to predict their movements,\so there's no need to worry about time lag!\The auto-balancer is equipped with a 32-axis gyro sensor! response:	It will be sure to keep the wearer from falling unless the wearer wants to!
context: It's thanks to the auto-balancer that I made!\-What is this...?\-The leg parts detect the wearer's brainwaves to predict their movements,\-She's very good at hard selling...\-The leg parts detect the wearer's brainwaves to predict their movements,\so there's no need to worry about time lag!\The auto-balancer is equipped with a 32-axis gyro sensor!\It will be sure to keep the wearer from falling unless the wearer wants to! response:	Weren't you going to fight fairly?!
context: -What is this...?\-The leg parts detect the wearer's brainwaves to predict their movements,\-She's very good at hard selling...\-The leg parts detect the wearer's brainwaves to predict their movements,\so there's no need to worry about time lag!\The auto-balancer is equipped with a 32-axis gyro sensor!\It will be sure to keep the wearer from falling unless the wearer wants to!\Weren't you going to fight fairly?! response:	What do you think of this lightness?!
context: -The leg parts detect the wearer's brainwaves to predict their movements,\-She's very good at hard selling...\-The leg parts detect the wearer's brainwaves to predict their movements,\so there's no need to worry about time lag!\The auto-balancer is equipped with a 32-axis gyro sensor!\It will be sure to keep the wearer from falling unless the wearer wants to!\Weren't you going to fight fairly?!\What do you think of this lightness?! response:	These electro shoes use electromagnetic induction on both feet
context: -She's very good at hard selling...\-The leg parts detect the wearer's brainwaves to predict their movements,\so there's no need to worry about time lag!\The auto-balancer is equipped with a 32-axis gyro sensor!\It will be sure to keep the wearer from falling unless the wearer wants to!\Weren't you going to fight fairly?!\What do you think of this lightness?!\These electro shoes use electromagnetic induction on both feet response:	to allow for instant evasive action!
context: -The leg parts detect the wearer's brainwaves to predict their movements,\so there's no need to worry about time lag!\The auto-balancer is equipped with a 32-axis gyro sensor!\It will be sure to keep the wearer from falling unless the wearer wants to!\Weren't you going to fight fairly?!\What do you think of this lightness?!\These electro shoes use electromagnetic induction on both feet\to allow for instant evasive action! response:	I'll get her when she lands!
context: so there's no need to worry about time lag!\The auto-balancer is equipped with a 32-axis gyro sensor!\It will be sure to keep the wearer from falling unless the wearer wants to!\Weren't you going to fight fairly?!\What do you think of this lightness?!\These electro shoes use electromagnetic induction on both feet\to allow for instant evasive action!\I'll get her when she lands! response:	Wh-What's this?
context: The auto-balancer is equipped with a 32-axis gyro sensor!\It will be sure to keep the wearer from falling unless the wearer wants to!\Weren't you going to fight fairly?!\What do you think of this lightness?!\These electro shoes use electromagnetic induction on both feet\to allow for instant evasive action!\I'll get her when she lands!\Wh-What's this? response:	A capture gun to use against villains.
context: It will be sure to keep the wearer from falling unless the wearer wants to!\Weren't you going to fight fairly?!\What do you think of this lightness?!\These electro shoes use electromagnetic induction on both feet\to allow for instant evasive action!\I'll get her when she lands!\Wh-What's this?\A capture gun to use against villains. response:	The capture nets are in cartridges, and you can fire up to five before reloading!
context: Weren't you going to fight fairly?!\What do you think of this lightness?!\These electro shoes use electromagnetic induction on both feet\to allow for instant evasive action!\I'll get her when she lands!\Wh-What's this?\A capture gun to use against villains.\The capture nets are in cartridges, and you can fire up to five before reloading! response:	Who developed all of these items?
context: What do you think of this lightness?!\These electro shoes use electromagnetic induction on both feet\to allow for instant evasive action!\I'll get her when she lands!\Wh-What's this?\A capture gun to use against villains.\The capture nets are in cartridges, and you can fire up to five before reloading!\Who developed all of these items? response:	It was me, Mei Hatsume!
context: These electro shoes use electromagnetic induction on both feet\to allow for instant evasive action!\I'll get her when she lands!\Wh-What's this?\A capture gun to use against villains.\The capture nets are in cartridges, and you can fire up to five before reloading!\Who developed all of these items?\It was me, Mei Hatsume! response:	Everyone from the support companies,
context: to allow for instant evasive action!\I'll get her when she lands!\Wh-What's this?\A capture gun to use against villains.\The capture nets are in cartridges, and you can fire up to five before reloading!\Who developed all of these items?\It was me, Mei Hatsume!\Everyone from the support companies, response:	the choice is clear-Mei Hatsume, Mei Hatsume, Mei Hatsume!
context: I'll get her when she lands!\Wh-What's this?\A capture gun to use against villains.\The capture nets are in cartridges, and you can fire up to five before reloading!\Who developed all of these items?\It was me, Mei Hatsume!\Everyone from the support companies,\the choice is clear-Mei Hatsume, Mei Hatsume, Mei Hatsume! response:	What is she, a politician?
context: Wh-What's this?\A capture gun to use against villains.\The capture nets are in cartridges, and you can fire up to five before reloading!\Who developed all of these items?\It was me, Mei Hatsume!\Everyone from the support companies,\the choice is clear-Mei Hatsume, Mei Hatsume, Mei Hatsume!\What is she, a politician? response:	And now, I will talk about the next support item!
context: A capture gun to use against villains.\The capture nets are in cartridges, and you can fire up to five before reloading!\Who developed all of these items?\It was me, Mei Hatsume!\Everyone from the support companies,\the choice is clear-Mei Hatsume, Mei Hatsume, Mei Hatsume!\What is she, a politician?\And now, I will talk about the next support item! response:	There's still more?
context: The capture nets are in cartridges, and you can fire up to five before reloading!\Who developed all of these items?\It was me, Mei Hatsume!\Everyone from the support companies,\the choice is clear-Mei Hatsume, Mei Hatsume, Mei Hatsume!\What is she, a politician?\And now, I will talk about the next support item!\There's still more? response:	Ten Minutes Later
context: Who developed all of these items?\It was me, Mei Hatsume!\Everyone from the support companies,\the choice is clear-Mei Hatsume, Mei Hatsume, Mei Hatsume!\What is she, a politician?\And now, I will talk about the next support item!\There's still more?\Ten Minutes Later response:	I've presented each and every last one of them.
context: It was me, Mei Hatsume!\Everyone from the support companies,\the choice is clear-Mei Hatsume, Mei Hatsume, Mei Hatsume!\What is she, a politician?\And now, I will talk about the next support item!\There's still more?\Ten Minutes Later\I've presented each and every last one of them. response:	I have nothing left to say!
context: Everyone from the support companies,\the choice is clear-Mei Hatsume, Mei Hatsume, Mei Hatsume!\What is she, a politician?\And now, I will talk about the next support item!\There's still more?\Ten Minutes Later\I've presented each and every last one of them.\I have nothing left to say! response:	The End
context: the choice is clear-Mei Hatsume, Mei Hatsume, Mei Hatsume!\What is she, a politician?\And now, I will talk about the next support item!\There's still more?\Ten Minutes Later\I've presented each and every last one of them.\I have nothing left to say!\The End response:	H-Hatsume is out of bounds.
context: What is she, a politician?\And now, I will talk about the next support item!\There's still more?\Ten Minutes Later\I've presented each and every last one of them.\I have nothing left to say!\The End\H-Hatsume is out of bounds. response:	Iida advances to the second round!
context: And now, I will talk about the next support item!\There's still more?\Ten Minutes Later\I've presented each and every last one of them.\I have nothing left to say!\The End\H-Hatsume is out of bounds.\Iida advances to the second round! response:	You tricked me...!
context: There's still more?\Ten Minutes Later\I've presented each and every last one of them.\I have nothing left to say!\The End\H-Hatsume is out of bounds.\Iida advances to the second round!\You tricked me...! response:	I'm sorry. I used you.
context: Ten Minutes Later\I've presented each and every last one of them.\I have nothing left to say!\The End\H-Hatsume is out of bounds.\Iida advances to the second round!\You tricked me...!\I'm sorry. I used you. response:	I hate you!
context: I've presented each and every last one of them.\I have nothing left to say!\The End\H-Hatsume is out of bounds.\Iida advances to the second round!\You tricked me...!\I'm sorry. I used you.\I hate you! response:	Iida's earnest, so she probably said some things
context: I have nothing left to say!\The End\H-Hatsume is out of bounds.\Iida advances to the second round!\You tricked me...!\I'm sorry. I used you.\I hate you!\Iida's earnest, so she probably said some things response:	that sounded good to get him on board.
context: The End\H-Hatsume is out of bounds.\Iida advances to the second round!\You tricked me...!\I'm sorry. I used you.\I hate you!\Iida's earnest, so she probably said some things\that sounded good to get him on board. response:	Hatsume's not just honest,
context: H-Hatsume is out of bounds.\Iida advances to the second round!\You tricked me...!\I'm sorry. I used you.\I hate you!\Iida's earnest, so she probably said some things\that sounded good to get him on board.\Hatsume's not just honest, response:	she will also use any means to reach her goal.
context: Iida advances to the second round!\You tricked me...!\I'm sorry. I used you.\I hate you!\Iida's earnest, so she probably said some things\that sounded good to get him on board.\Hatsume's not just honest,\she will also use any means to reach her goal. response:	Amazing...
context: You tricked me...!\I'm sorry. I used you.\I hate you!\Iida's earnest, so she probably said some things\that sounded good to get him on board.\Hatsume's not just honest,\she will also use any means to reach her goal.\Amazing... response:	We're gonna keep right on going with the fifth match!
context: I'm sorry. I used you.\I hate you!\Iida's earnest, so she probably said some things\that sounded good to get him on board.\Hatsume's not just honest,\she will also use any means to reach her goal.\Amazing...\We're gonna keep right on going with the fifth match! response:	Even though he's wearing a belt, he won't transform!
context: I hate you!\Iida's earnest, so she probably said some things\that sounded good to get him on board.\Hatsume's not just honest,\she will also use any means to reach her goal.\Amazing...\We're gonna keep right on going with the fifth match!\Even though he's wearing a belt, he won't transform! response:	From the hero course, it's Yuga Aoyama!
context: Iida's earnest, so she probably said some things\that sounded good to get him on board.\Hatsume's not just honest,\she will also use any means to reach her goal.\Amazing...\We're gonna keep right on going with the fifth match!\Even though he's wearing a belt, he won't transform!\From the hero course, it's Yuga Aoyama! response:	Bonjour.
context: that sounded good to get him on board.\Hatsume's not just honest,\she will also use any means to reach her goal.\Amazing...\We're gonna keep right on going with the fifth match!\Even though he's wearing a belt, he won't transform!\From the hero course, it's Yuga Aoyama!\Bonjour. response:	Versus-
context: Hatsume's not just honest,\she will also use any means to reach her goal.\Amazing...\We're gonna keep right on going with the fifth match!\Even though he's wearing a belt, he won't transform!\From the hero course, it's Yuga Aoyama!\Bonjour.\Versus- response:	Is something going to come out of those horns? Well?
context: she will also use any means to reach her goal.\Amazing...\We're gonna keep right on going with the fifth match!\Even though he's wearing a belt, he won't transform!\From the hero course, it's Yuga Aoyama!\Bonjour.\Versus-\Is something going to come out of those horns? Well? response:	From the hero course, it's Mina Ashido!
context: Amazing...\We're gonna keep right on going with the fifth match!\Even though he's wearing a belt, he won't transform!\From the hero course, it's Yuga Aoyama!\Bonjour.\Versus-\Is something going to come out of those horns? Well?\From the hero course, it's Mina Ashido! response:	My first match is a piece of cake!
context: We're gonna keep right on going with the fifth match!\Even though he's wearing a belt, he won't transform!\From the hero course, it's Yuga Aoyama!\Bonjour.\Versus-\Is something going to come out of those horns? Well?\From the hero course, it's Mina Ashido!\My first match is a piece of cake! response:	I'll return those words right back at you.
context: Even though he's wearing a belt, he won't transform!\From the hero course, it's Yuga Aoyama!\Bonjour.\Versus-\Is something going to come out of those horns? Well?\From the hero course, it's Mina Ashido!\My first match is a piece of cake!\I'll return those words right back at you. response:	Mina, you can do it!
context: From the hero course, it's Yuga Aoyama!\Bonjour.\Versus-\Is something going to come out of those horns? Well?\From the hero course, it's Mina Ashido!\My first match is a piece of cake!\I'll return those words right back at you.\Mina, you can do it! response:	Aoyama, get her!
context: Bonjour.\Versus-\Is something going to come out of those horns? Well?\From the hero course, it's Mina Ashido!\My first match is a piece of cake!\I'll return those words right back at you.\Mina, you can do it!\Aoyama, get her! response:	Beat her like in those fighting games where their clothes get ripped off!
context: Versus-\Is something going to come out of those horns? Well?\From the hero course, it's Mina Ashido!\My first match is a piece of cake!\I'll return those words right back at you.\Mina, you can do it!\Aoyama, get her!\Beat her like in those fighting games where their clothes get ripped off! response:	What are you, scum?
context: Is something going to come out of those horns? Well?\From the hero course, it's Mina Ashido!\My first match is a piece of cake!\I'll return those words right back at you.\Mina, you can do it!\Aoyama, get her!\Beat her like in those fighting games where their clothes get ripped off!\What are you, scum? response:	A match between Aoyama and Ashido.
context: From the hero course, it's Mina Ashido!\My first match is a piece of cake!\I'll return those words right back at you.\Mina, you can do it!\Aoyama, get her!\Beat her like in those fighting games where their clothes get ripped off!\What are you, scum?\A match between Aoyama and Ashido. response:	Considering their Quirks...
context: My first match is a piece of cake!\I'll return those words right back at you.\Mina, you can do it!\Aoyama, get her!\Beat her like in those fighting games where their clothes get ripped off!\What are you, scum?\A match between Aoyama and Ashido.\Considering their Quirks... response:	Aoyama will probably attack from a distance with his laser.
context: I'll return those words right back at you.\Mina, you can do it!\Aoyama, get her!\Beat her like in those fighting games where their clothes get ripped off!\What are you, scum?\A match between Aoyama and Ashido.\Considering their Quirks...\Aoyama will probably attack from a distance with his laser. response:	So the match will be decided by how well Ashido can slip
context: Mina, you can do it!\Aoyama, get her!\Beat her like in those fighting games where their clothes get ripped off!\What are you, scum?\A match between Aoyama and Ashido.\Considering their Quirks...\Aoyama will probably attack from a distance with his laser.\So the match will be decided by how well Ashido can slip response:	through Aoyama's attacks and turn it into a close combat match.
context: Aoyama, get her!\Beat her like in those fighting games where their clothes get ripped off!\What are you, scum?\A match between Aoyama and Ashido.\Considering their Quirks...\Aoyama will probably attack from a distance with his laser.\So the match will be decided by how well Ashido can slip\through Aoyama's attacks and turn it into a close combat match. response:	But there's nothing to use as cover on the stage,
context: Beat her like in those fighting games where their clothes get ripped off!\What are you, scum?\A match between Aoyama and Ashido.\Considering their Quirks...\Aoyama will probably attack from a distance with his laser.\So the match will be decided by how well Ashido can slip\through Aoyama's attacks and turn it into a close combat match.\But there's nothing to use as cover on the stage, response:	so Ashido might be at a slight disadvantage.
context: What are you, scum?\A match between Aoyama and Ashido.\Considering their Quirks...\Aoyama will probably attack from a distance with his laser.\So the match will be decided by how well Ashido can slip\through Aoyama's attacks and turn it into a close combat match.\But there's nothing to use as cover on the stage,\so Ashido might be at a slight disadvantage. response:	Now, why don't we get moving?
context: A match between Aoyama and Ashido.\Considering their Quirks...\Aoyama will probably attack from a distance with his laser.\So the match will be decided by how well Ashido can slip\through Aoyama's attacks and turn it into a close combat match.\But there's nothing to use as cover on the stage,\so Ashido might be at a slight disadvantage.\Now, why don't we get moving? response:	Fifth match, start!
context: Considering their Quirks...\Aoyama will probably attack from a distance with his laser.\So the match will be decided by how well Ashido can slip\through Aoyama's attacks and turn it into a close combat match.\But there's nothing to use as cover on the stage,\so Ashido might be at a slight disadvantage.\Now, why don't we get moving?\Fifth match, start! response:	The early bird gets the worm!
context: Aoyama will probably attack from a distance with his laser.\So the match will be decided by how well Ashido can slip\through Aoyama's attacks and turn it into a close combat match.\But there's nothing to use as cover on the stage,\so Ashido might be at a slight disadvantage.\Now, why don't we get moving?\Fifth match, start!\The early bird gets the worm! response:	Whoops!
context: So the match will be decided by how well Ashido can slip\through Aoyama's attacks and turn it into a close combat match.\But there's nothing to use as cover on the stage,\so Ashido might be at a slight disadvantage.\Now, why don't we get moving?\Fifth match, start!\The early bird gets the worm!\Whoops! response:	Since we were on the same team for combat training,
context: through Aoyama's attacks and turn it into a close combat match.\But there's nothing to use as cover on the stage,\so Ashido might be at a slight disadvantage.\Now, why don't we get moving?\Fifth match, start!\The early bird gets the worm!\Whoops!\Since we were on the same team for combat training, response:	I know all about your Quirk!
context: But there's nothing to use as cover on the stage,\so Ashido might be at a slight disadvantage.\Now, why don't we get moving?\Fifth match, start!\The early bird gets the worm!\Whoops!\Since we were on the same team for combat training,\I know all about your Quirk! response:	Same goes for me!
context: so Ashido might be at a slight disadvantage.\Now, why don't we get moving?\Fifth match, start!\The early bird gets the worm!\Whoops!\Since we were on the same team for combat training,\I know all about your Quirk!\Same goes for me! response:	There's just one thing that's different.
context: Now, why don't we get moving?\Fifth match, start!\The early bird gets the worm!\Whoops!\Since we were on the same team for combat training,\I know all about your Quirk!\Same goes for me!\There's just one thing that's different. response:	At the fitness test-
context: Fifth match, start!\The early bird gets the worm!\Whoops!\Since we were on the same team for combat training,\I know all about your Quirk!\Same goes for me!\There's just one thing that's different.\At the fitness test- response:	If I shoot for more than a second, I get a stomachache.
context: The early bird gets the worm!\Whoops!\Since we were on the same team for combat training,\I know all about your Quirk!\Same goes for me!\There's just one thing that's different.\At the fitness test-\If I shoot for more than a second, I get a stomachache. response:	That's what you said!
context: Whoops!\Since we were on the same team for combat training,\I know all about your Quirk!\Same goes for me!\There's just one thing that's different.\At the fitness test-\If I shoot for more than a second, I get a stomachache.\That's what you said! response:	You're...
context: Since we were on the same team for combat training,\I know all about your Quirk!\Same goes for me!\There's just one thing that's different.\At the fitness test-\If I shoot for more than a second, I get a stomachache.\That's what you said!\You're... response:	My... My stomach...
context: I know all about your Quirk!\Same goes for me!\There's just one thing that's different.\At the fitness test-\If I shoot for more than a second, I get a stomachache.\That's what you said!\You're...\My... My stomach... response:	Now!
context: Same goes for me!\There's just one thing that's different.\At the fitness test-\If I shoot for more than a second, I get a stomachache.\That's what you said!\You're...\My... My stomach...\Now! response:	Oh no, my precious belt!
context: There's just one thing that's different.\At the fitness test-\If I shoot for more than a second, I get a stomachache.\That's what you said!\You're...\My... My stomach...\Now!\Oh no, my precious belt! response:	And my pants!
context: At the fitness test-\If I shoot for more than a second, I get a stomachache.\That's what you said!\You're...\My... My stomach...\Now!\Oh no, my precious belt!\And my pants! response:	I'll finish it...
context: If I shoot for more than a second, I get a stomachache.\That's what you said!\You're...\My... My stomach...\Now!\Oh no, my precious belt!\And my pants!\I'll finish it... response:	Aoyama has fainted!
