context: Qian Qian, I haven't seen you in days. I missed you terribly. response:	Have you missed me?
context: Xiao Jiu followed Dong Hua here.\It's already rare for you to have this level of attentiveness.\However, you must be even more meticulous as you study Daoism.\You may go for today.\Go and take note of the manner in which you study.\Yes.\Yuan Zhen, you are actually meticulous enough.\Any more investigation and you'd be a nosy man. response:	Miss.
context: It's already rare for you to have this level of attentiveness.\However, you must be even more meticulous as you study Daoism.\You may go for today.\Go and take note of the manner in which you study.\Yes.\Yuan Zhen, you are actually meticulous enough.\Any more investigation and you'd be a nosy man.\Miss. response:	What orders do you have, Daoist Master?
context: However, you must be even more meticulous as you study Daoism.\You may go for today.\Go and take note of the manner in which you study.\Yes.\Yuan Zhen, you are actually meticulous enough.\Any more investigation and you'd be a nosy man.\Miss.\What orders do you have, Daoist Master? response:	Take me to Honored Lady Chen's Handan Quarters.
context: You may go for today.\Go and take note of the manner in which you study.\Yes.\Yuan Zhen, you are actually meticulous enough.\Any more investigation and you'd be a nosy man.\Miss.\What orders do you have, Daoist Master?\Take me to Honored Lady Chen's Handan Quarters. response:	Yes, please follow me.
context: Go and take note of the manner in which you study.\Yes.\Yuan Zhen, you are actually meticulous enough.\Any more investigation and you'd be a nosy man.\Miss.\What orders do you have, Daoist Master?\Take me to Honored Lady Chen's Handan Quarters.\Yes, please follow me. response:	Daoist Master, this is Handan Quarters.
context: Yes.\Yuan Zhen, you are actually meticulous enough.\Any more investigation and you'd be a nosy man.\Miss.\What orders do you have, Daoist Master?\Take me to Honored Lady Chen's Handan Quarters.\Yes, please follow me.\Daoist Master, this is Handan Quarters. response:	Xiao Jiu, Aunt is here to see you.
context: Yuan Zhen, you are actually meticulous enough.\Any more investigation and you'd be a nosy man.\Miss.\What orders do you have, Daoist Master?\Take me to Honored Lady Chen's Handan Quarters.\Yes, please follow me.\Daoist Master, this is Handan Quarters.\Xiao Jiu, Aunt is here to see you. response:	Aunt, Aunt!
context: Any more investigation and you'd be a nosy man.\Miss.\What orders do you have, Daoist Master?\Take me to Honored Lady Chen's Handan Quarters.\Yes, please follow me.\Daoist Master, this is Handan Quarters.\Xiao Jiu, Aunt is here to see you.\Aunt, Aunt! response:	Aunt, I'm begging you, don't take me away!
context: Miss.\What orders do you have, Daoist Master?\Take me to Honored Lady Chen's Handan Quarters.\Yes, please follow me.\Daoist Master, this is Handan Quarters.\Xiao Jiu, Aunt is here to see you.\Aunt, Aunt!\Aunt, I'm begging you, don't take me away! response:	I love him, Aunt! I can't lose him. I'm begging you, Aunt!
context: What orders do you have, Daoist Master?\Take me to Honored Lady Chen's Handan Quarters.\Yes, please follow me.\Daoist Master, this is Handan Quarters.\Xiao Jiu, Aunt is here to see you.\Aunt, Aunt!\Aunt, I'm begging you, don't take me away!\I love him, Aunt! I can't lose him. I'm begging you, Aunt! response:	I'm begging you!
context: Take me to Honored Lady Chen's Handan Quarters.\Yes, please follow me.\Daoist Master, this is Handan Quarters.\Xiao Jiu, Aunt is here to see you.\Aunt, Aunt!\Aunt, I'm begging you, don't take me away!\I love him, Aunt! I can't lose him. I'm begging you, Aunt!\I'm begging you! response:	I'll do anything to repay you in the next life!
context: Yes, please follow me.\Daoist Master, this is Handan Quarters.\Xiao Jiu, Aunt is here to see you.\Aunt, Aunt!\Aunt, I'm begging you, don't take me away!\I love him, Aunt! I can't lose him. I'm begging you, Aunt!\I'm begging you!\I'll do anything to repay you in the next life! response:	Please let me be with him! Aunt, I'm begging you.
context: Daoist Master, this is Handan Quarters.\Xiao Jiu, Aunt is here to see you.\Aunt, Aunt!\Aunt, I'm begging you, don't take me away!\I love him, Aunt! I can't lose him. I'm begging you, Aunt!\I'm begging you!\I'll do anything to repay you in the next life!\Please let me be with him! Aunt, I'm begging you. response:	With this crazy behavior
context: Xiao Jiu, Aunt is here to see you.\Aunt, Aunt!\Aunt, I'm begging you, don't take me away!\I love him, Aunt! I can't lose him. I'm begging you, Aunt!\I'm begging you!\I'll do anything to repay you in the next life!\Please let me be with him! Aunt, I'm begging you.\With this crazy behavior response:	could she have used the Two Lives Curse on herself?
context: Aunt, Aunt!\Aunt, I'm begging you, don't take me away!\I love him, Aunt! I can't lose him. I'm begging you, Aunt!\I'm begging you!\I'll do anything to repay you in the next life!\Please let me be with him! Aunt, I'm begging you.\With this crazy behavior\could she have used the Two Lives Curse on herself? response:	Please, I'm begging you. I'll repay you any way I can.
context: Aunt, I'm begging you, don't take me away!\I love him, Aunt! I can't lose him. I'm begging you, Aunt!\I'm begging you!\I'll do anything to repay you in the next life!\Please let me be with him! Aunt, I'm begging you.\With this crazy behavior\could she have used the Two Lives Curse on herself?\Please, I'm begging you. I'll repay you any way I can. response:	Someone come!
context: I love him, Aunt! I can't lose him. I'm begging you, Aunt!\I'm begging you!\I'll do anything to repay you in the next life!\Please let me be with him! Aunt, I'm begging you.\With this crazy behavior\could she have used the Two Lives Curse on herself?\Please, I'm begging you. I'll repay you any way I can.\Someone come! response:	Help Honored Lady Chen inside.
context: I'm begging you!\I'll do anything to repay you in the next life!\Please let me be with him! Aunt, I'm begging you.\With this crazy behavior\could she have used the Two Lives Curse on herself?\Please, I'm begging you. I'll repay you any way I can.\Someone come!\Help Honored Lady Chen inside. response:	- Yes. - Yes.
context: I'll do anything to repay you in the next life!\Please let me be with him! Aunt, I'm begging you.\With this crazy behavior\could she have used the Two Lives Curse on herself?\Please, I'm begging you. I'll repay you any way I can.\Someone come!\Help Honored Lady Chen inside.\- Yes. - Yes. response:	Why did Xiao Jiu use the Two Lives Curse for no reason?
context: Please let me be with him! Aunt, I'm begging you.\With this crazy behavior\could she have used the Two Lives Curse on herself?\Please, I'm begging you. I'll repay you any way I can.\Someone come!\Help Honored Lady Chen inside.\- Yes. - Yes.\Why did Xiao Jiu use the Two Lives Curse for no reason? response:	Aunt, please don't take me away.
context: With this crazy behavior\could she have used the Two Lives Curse on herself?\Please, I'm begging you. I'll repay you any way I can.\Someone come!\Help Honored Lady Chen inside.\- Yes. - Yes.\Why did Xiao Jiu use the Two Lives Curse for no reason?\Aunt, please don't take me away. response:	I want to be with His Majesty for all lifetimes.
context: could she have used the Two Lives Curse on herself?\Please, I'm begging you. I'll repay you any way I can.\Someone come!\Help Honored Lady Chen inside.\- Yes. - Yes.\Why did Xiao Jiu use the Two Lives Curse for no reason?\Aunt, please don't take me away.\I want to be with His Majesty for all lifetimes. response:	Aunt! Aunt!
context: Please, I'm begging you. I'll repay you any way I can.\Someone come!\Help Honored Lady Chen inside.\- Yes. - Yes.\Why did Xiao Jiu use the Two Lives Curse for no reason?\Aunt, please don't take me away.\I want to be with His Majesty for all lifetimes.\Aunt! Aunt! response:	Wait, why did Aunt come here?
context: Someone come!\Help Honored Lady Chen inside.\- Yes. - Yes.\Why did Xiao Jiu use the Two Lives Curse for no reason?\Aunt, please don't take me away.\I want to be with His Majesty for all lifetimes.\Aunt! Aunt!\Wait, why did Aunt come here? response:	If Aunt knows I used the Two Lives Curse, wouldn't she drag me back to Qing Qiu?
context: Help Honored Lady Chen inside.\- Yes. - Yes.\Why did Xiao Jiu use the Two Lives Curse for no reason?\Aunt, please don't take me away.\I want to be with His Majesty for all lifetimes.\Aunt! Aunt!\Wait, why did Aunt come here?\If Aunt knows I used the Two Lives Curse, wouldn't she drag me back to Qing Qiu? response:	Then how will I repay my debt?
context: - Yes. - Yes.\Why did Xiao Jiu use the Two Lives Curse for no reason?\Aunt, please don't take me away.\I want to be with His Majesty for all lifetimes.\Aunt! Aunt!\Wait, why did Aunt come here?\If Aunt knows I used the Two Lives Curse, wouldn't she drag me back to Qing Qiu?\Then how will I repay my debt? response:	My queen, aren't they respected members of the Celestial Tribe?
context: Why did Xiao Jiu use the Two Lives Curse for no reason?\Aunt, please don't take me away.\I want to be with His Majesty for all lifetimes.\Aunt! Aunt!\Wait, why did Aunt come here?\If Aunt knows I used the Two Lives Curse, wouldn't she drag me back to Qing Qiu?\Then how will I repay my debt?\My queen, aren't they respected members of the Celestial Tribe? response:	Why would they be in our palace?
context: Aunt, please don't take me away.\I want to be with His Majesty for all lifetimes.\Aunt! Aunt!\Wait, why did Aunt come here?\If Aunt knows I used the Two Lives Curse, wouldn't she drag me back to Qing Qiu?\Then how will I repay my debt?\My queen, aren't they respected members of the Celestial Tribe?\Why would they be in our palace? response:	Because I am going to use their bodies to save my child.
context: I want to be with His Majesty for all lifetimes.\Aunt! Aunt!\Wait, why did Aunt come here?\If Aunt knows I used the Two Lives Curse, wouldn't she drag me back to Qing Qiu?\Then how will I repay my debt?\My queen, aren't they respected members of the Celestial Tribe?\Why would they be in our palace?\Because I am going to use their bodies to save my child. response:	Your Highness, it was already a capital offense to use puppets
context: Aunt! Aunt!\Wait, why did Aunt come here?\If Aunt knows I used the Two Lives Curse, wouldn't she drag me back to Qing Qiu?\Then how will I repay my debt?\My queen, aren't they respected members of the Celestial Tribe?\Why would they be in our palace?\Because I am going to use their bodies to save my child.\Your Highness, it was already a capital offense to use puppets response:	to kill high immortals of the Celestial Tribe.
context: Wait, why did Aunt come here?\If Aunt knows I used the Two Lives Curse, wouldn't she drag me back to Qing Qiu?\Then how will I repay my debt?\My queen, aren't they respected members of the Celestial Tribe?\Why would they be in our palace?\Because I am going to use their bodies to save my child.\Your Highness, it was already a capital offense to use puppets\to kill high immortals of the Celestial Tribe. response:	If His Majesty were to know of today's events
context: If Aunt knows I used the Two Lives Curse, wouldn't she drag me back to Qing Qiu?\Then how will I repay my debt?\My queen, aren't they respected members of the Celestial Tribe?\Why would they be in our palace?\Because I am going to use their bodies to save my child.\Your Highness, it was already a capital offense to use puppets\to kill high immortals of the Celestial Tribe.\If His Majesty were to know of today's events response:	wouldn't you be adding to your crimes?
context: Then how will I repay my debt?\My queen, aren't they respected members of the Celestial Tribe?\Why would they be in our palace?\Because I am going to use their bodies to save my child.\Your Highness, it was already a capital offense to use puppets\to kill high immortals of the Celestial Tribe.\If His Majesty were to know of today's events\wouldn't you be adding to your crimes? response:	Your Highness, quickly return them!
context: My queen, aren't they respected members of the Celestial Tribe?\Why would they be in our palace?\Because I am going to use their bodies to save my child.\Your Highness, it was already a capital offense to use puppets\to kill high immortals of the Celestial Tribe.\If His Majesty were to know of today's events\wouldn't you be adding to your crimes?\Your Highness, quickly return them! response:	Shut your mouth. Who are you to tell me what to do, you lowly servant?
context: Why would they be in our palace?\Because I am going to use their bodies to save my child.\Your Highness, it was already a capital offense to use puppets\to kill high immortals of the Celestial Tribe.\If His Majesty were to know of today's events\wouldn't you be adding to your crimes?\Your Highness, quickly return them!\Shut your mouth. Who are you to tell me what to do, you lowly servant? response:	- Your Highness, do not be angry! - Guards.
context: Because I am going to use their bodies to save my child.\Your Highness, it was already a capital offense to use puppets\to kill high immortals of the Celestial Tribe.\If His Majesty were to know of today's events\wouldn't you be adding to your crimes?\Your Highness, quickly return them!\Shut your mouth. Who are you to tell me what to do, you lowly servant?\- Your Highness, do not be angry! - Guards. response:	Take this lowly servant to the water dungeon.
context: Your Highness, it was already a capital offense to use puppets\to kill high immortals of the Celestial Tribe.\If His Majesty were to know of today's events\wouldn't you be adding to your crimes?\Your Highness, quickly return them!\Shut your mouth. Who are you to tell me what to do, you lowly servant?\- Your Highness, do not be angry! - Guards.\Take this lowly servant to the water dungeon. response:	- Yes. - Yes.
context: to kill high immortals of the Celestial Tribe.\If His Majesty were to know of today's events\wouldn't you be adding to your crimes?\Your Highness, quickly return them!\Shut your mouth. Who are you to tell me what to do, you lowly servant?\- Your Highness, do not be angry! - Guards.\Take this lowly servant to the water dungeon.\- Yes. - Yes. response:	And summon the generals in.
context: If His Majesty were to know of today's events\wouldn't you be adding to your crimes?\Your Highness, quickly return them!\Shut your mouth. Who are you to tell me what to do, you lowly servant?\- Your Highness, do not be angry! - Guards.\Take this lowly servant to the water dungeon.\- Yes. - Yes.\And summon the generals in. response:	- Yes. - Your Highness, I won't do it again!
context: wouldn't you be adding to your crimes?\Your Highness, quickly return them!\Shut your mouth. Who are you to tell me what to do, you lowly servant?\- Your Highness, do not be angry! - Guards.\Take this lowly servant to the water dungeon.\- Yes. - Yes.\And summon the generals in.\- Yes. - Your Highness, I won't do it again! response:	Your Highness, I won't do it again! Your Highness!
context: Your Highness, quickly return them!\Shut your mouth. Who are you to tell me what to do, you lowly servant?\- Your Highness, do not be angry! - Guards.\Take this lowly servant to the water dungeon.\- Yes. - Yes.\And summon the generals in.\- Yes. - Your Highness, I won't do it again!\Your Highness, I won't do it again! Your Highness! response:	I really like this body.
context: Shut your mouth. Who are you to tell me what to do, you lowly servant?\- Your Highness, do not be angry! - Guards.\Take this lowly servant to the water dungeon.\- Yes. - Yes.\And summon the generals in.\- Yes. - Your Highness, I won't do it again!\Your Highness, I won't do it again! Your Highness!\I really like this body. response:	- Greetings, Your Highness. - Greetings, Your Highness...
context: - Your Highness, do not be angry! - Guards.\Take this lowly servant to the water dungeon.\- Yes. - Yes.\And summon the generals in.\- Yes. - Your Highness, I won't do it again!\Your Highness, I won't do it again! Your Highness!\I really like this body.\- Greetings, Your Highness. - Greetings, Your Highness... response:	Come have a look.
context: Take this lowly servant to the water dungeon.\- Yes. - Yes.\And summon the generals in.\- Yes. - Your Highness, I won't do it again!\Your Highness, I won't do it again! Your Highness!\I really like this body.\- Greetings, Your Highness. - Greetings, Your Highness...\Come have a look. response:	- High God Mo Yuan? - High God Mo Yuan?
context: - Yes. - Yes.\And summon the generals in.\- Yes. - Your Highness, I won't do it again!\Your Highness, I won't do it again! Your Highness!\I really like this body.\- Greetings, Your Highness. - Greetings, Your Highness...\Come have a look.\- High God Mo Yuan? - High God Mo Yuan? response:	Your Highness, hasn't he been missing for over 70,000 years?
context: And summon the generals in.\- Yes. - Your Highness, I won't do it again!\Your Highness, I won't do it again! Your Highness!\I really like this body.\- Greetings, Your Highness. - Greetings, Your Highness...\Come have a look.\- High God Mo Yuan? - High God Mo Yuan?\Your Highness, hasn't he been missing for over 70,000 years? response:	I will explain this to you in a few days.
context: - Yes. - Your Highness, I won't do it again!\Your Highness, I won't do it again! Your Highness!\I really like this body.\- Greetings, Your Highness. - Greetings, Your Highness...\Come have a look.\- High God Mo Yuan? - High God Mo Yuan?\Your Highness, hasn't he been missing for over 70,000 years?\I will explain this to you in a few days. response:	I summoned you here to tell you to prepare the elixir chamber.
context: Your Highness, I won't do it again! Your Highness!\I really like this body.\- Greetings, Your Highness. - Greetings, Your Highness...\Come have a look.\- High God Mo Yuan? - High God Mo Yuan?\Your Highness, hasn't he been missing for over 70,000 years?\I will explain this to you in a few days.\I summoned you here to tell you to prepare the elixir chamber. response:	I am going to use the furnace.
context: I really like this body.\- Greetings, Your Highness. - Greetings, Your Highness...\Come have a look.\- High God Mo Yuan? - High God Mo Yuan?\Your Highness, hasn't he been missing for over 70,000 years?\I will explain this to you in a few days.\I summoned you here to tell you to prepare the elixir chamber.\I am going to use the furnace. response:	And use Mo Yuan's body to make an elixir for my son's recovery.
context: - Greetings, Your Highness. - Greetings, Your Highness...\Come have a look.\- High God Mo Yuan? - High God Mo Yuan?\Your Highness, hasn't he been missing for over 70,000 years?\I will explain this to you in a few days.\I summoned you here to tell you to prepare the elixir chamber.\I am going to use the furnace.\And use Mo Yuan's body to make an elixir for my son's recovery. response:	- That's... - Elixir?
context: Come have a look.\- High God Mo Yuan? - High God Mo Yuan?\Your Highness, hasn't he been missing for over 70,000 years?\I will explain this to you in a few days.\I summoned you here to tell you to prepare the elixir chamber.\I am going to use the furnace.\And use Mo Yuan's body to make an elixir for my son's recovery.\- That's... - Elixir? response:	That's correct.
context: - High God Mo Yuan? - High God Mo Yuan?\Your Highness, hasn't he been missing for over 70,000 years?\I will explain this to you in a few days.\I summoned you here to tell you to prepare the elixir chamber.\I am going to use the furnace.\And use Mo Yuan's body to make an elixir for my son's recovery.\- That's... - Elixir?\That's correct. response:	In a few days, my son will possess
context: Your Highness, hasn't he been missing for over 70,000 years?\I will explain this to you in a few days.\I summoned you here to tell you to prepare the elixir chamber.\I am going to use the furnace.\And use Mo Yuan's body to make an elixir for my son's recovery.\- That's... - Elixir?\That's correct.\In a few days, my son will possess response:	the vitality of the Celestial Tribe's God of War.
context: I will explain this to you in a few days.\I summoned you here to tell you to prepare the elixir chamber.\I am going to use the furnace.\And use Mo Yuan's body to make an elixir for my son's recovery.\- That's... - Elixir?\That's correct.\In a few days, my son will possess\the vitality of the Celestial Tribe's God of War. response:	Don't you all find it amusing?
context: I summoned you here to tell you to prepare the elixir chamber.\I am going to use the furnace.\And use Mo Yuan's body to make an elixir for my son's recovery.\- That's... - Elixir?\That's correct.\In a few days, my son will possess\the vitality of the Celestial Tribe's God of War.\Don't you all find it amusing? response:	Aunt, unfilial daughter Feng Jiu has come to beg for forgiveness.
context: I am going to use the furnace.\And use Mo Yuan's body to make an elixir for my son's recovery.\- That's... - Elixir?\That's correct.\In a few days, my son will possess\the vitality of the Celestial Tribe's God of War.\Don't you all find it amusing?\Aunt, unfilial daughter Feng Jiu has come to beg for forgiveness. response:	You've really used the Two Lives Curse?
context: And use Mo Yuan's body to make an elixir for my son's recovery.\- That's... - Elixir?\That's correct.\In a few days, my son will possess\the vitality of the Celestial Tribe's God of War.\Don't you all find it amusing?\Aunt, unfilial daughter Feng Jiu has come to beg for forgiveness.\You've really used the Two Lives Curse? response:	You are wise, Aunt.
context: - That's... - Elixir?\That's correct.\In a few days, my son will possess\the vitality of the Celestial Tribe's God of War.\Don't you all find it amusing?\Aunt, unfilial daughter Feng Jiu has come to beg for forgiveness.\You've really used the Two Lives Curse?\You are wise, Aunt. response:	Sit down and talk.
context: That's correct.\In a few days, my son will possess\the vitality of the Celestial Tribe's God of War.\Don't you all find it amusing?\Aunt, unfilial daughter Feng Jiu has come to beg for forgiveness.\You've really used the Two Lives Curse?\You are wise, Aunt.\Sit down and talk. response:	Since you've come to repay a debt
context: In a few days, my son will possess\the vitality of the Celestial Tribe's God of War.\Don't you all find it amusing?\Aunt, unfilial daughter Feng Jiu has come to beg for forgiveness.\You've really used the Two Lives Curse?\You are wise, Aunt.\Sit down and talk.\Since you've come to repay a debt response:	why did you use the Two Lives Curse on yourself?
context: the vitality of the Celestial Tribe's God of War.\Don't you all find it amusing?\Aunt, unfilial daughter Feng Jiu has come to beg for forgiveness.\You've really used the Two Lives Curse?\You are wise, Aunt.\Sit down and talk.\Since you've come to repay a debt\why did you use the Two Lives Curse on yourself? response:	A while ago, I entered Dijun's dream
context: Don't you all find it amusing?\Aunt, unfilial daughter Feng Jiu has come to beg for forgiveness.\You've really used the Two Lives Curse?\You are wise, Aunt.\Sit down and talk.\Since you've come to repay a debt\why did you use the Two Lives Curse on yourself?\A while ago, I entered Dijun's dream response:	to ask him if he has any unfulfilled wishes
context: Aunt, unfilial daughter Feng Jiu has come to beg for forgiveness.\You've really used the Two Lives Curse?\You are wise, Aunt.\Sit down and talk.\Since you've come to repay a debt\why did you use the Two Lives Curse on yourself?\A while ago, I entered Dijun's dream\to ask him if he has any unfulfilled wishes response:	or any unattainable infatuation.
context: You've really used the Two Lives Curse?\You are wise, Aunt.\Sit down and talk.\Since you've come to repay a debt\why did you use the Two Lives Curse on yourself?\A while ago, I entered Dijun's dream\to ask him if he has any unfulfilled wishes\or any unattainable infatuation. response:	What did the stone-faced Dijun say?
context: You are wise, Aunt.\Sit down and talk.\Since you've come to repay a debt\why did you use the Two Lives Curse on yourself?\A while ago, I entered Dijun's dream\to ask him if he has any unfulfilled wishes\or any unattainable infatuation.\What did the stone-faced Dijun say? response:	Don't tell me he said he doesn't want any riches
context: Sit down and talk.\Since you've come to repay a debt\why did you use the Two Lives Curse on yourself?\A while ago, I entered Dijun's dream\to ask him if he has any unfulfilled wishes\or any unattainable infatuation.\What did the stone-faced Dijun say?\Don't tell me he said he doesn't want any riches response:	or to conquer the world, but only to win someone's heart?
context: Since you've come to repay a debt\why did you use the Two Lives Curse on yourself?\A while ago, I entered Dijun's dream\to ask him if he has any unfulfilled wishes\or any unattainable infatuation.\What did the stone-faced Dijun say?\Don't tell me he said he doesn't want any riches\or to conquer the world, but only to win someone's heart? response:	You are wise, Aunt.
context: why did you use the Two Lives Curse on yourself?\A while ago, I entered Dijun's dream\to ask him if he has any unfulfilled wishes\or any unattainable infatuation.\What did the stone-faced Dijun say?\Don't tell me he said he doesn't want any riches\or to conquer the world, but only to win someone's heart?\You are wise, Aunt. response:	Dong Hua Dijun is so unambitious in this lifetime.
context: A while ago, I entered Dijun's dream\to ask him if he has any unfulfilled wishes\or any unattainable infatuation.\What did the stone-faced Dijun say?\Don't tell me he said he doesn't want any riches\or to conquer the world, but only to win someone's heart?\You are wise, Aunt.\Dong Hua Dijun is so unambitious in this lifetime. response:	It must be because he experienced
context: to ask him if he has any unfulfilled wishes\or any unattainable infatuation.\What did the stone-faced Dijun say?\Don't tell me he said he doesn't want any riches\or to conquer the world, but only to win someone's heart?\You are wise, Aunt.\Dong Hua Dijun is so unambitious in this lifetime.\It must be because he experienced response:	the fickleness of human relationships in his early years in the mortal realm
context: or any unattainable infatuation.\What did the stone-faced Dijun say?\Don't tell me he said he doesn't want any riches\or to conquer the world, but only to win someone's heart?\You are wise, Aunt.\Dong Hua Dijun is so unambitious in this lifetime.\It must be because he experienced\the fickleness of human relationships in his early years in the mortal realm response:	and thus, wishes for a woman who would never leave him.
context: What did the stone-faced Dijun say?\Don't tell me he said he doesn't want any riches\or to conquer the world, but only to win someone's heart?\You are wise, Aunt.\Dong Hua Dijun is so unambitious in this lifetime.\It must be because he experienced\the fickleness of human relationships in his early years in the mortal realm\and thus, wishes for a woman who would never leave him. response:	So, you inserted yourself?
context: Don't tell me he said he doesn't want any riches\or to conquer the world, but only to win someone's heart?\You are wise, Aunt.\Dong Hua Dijun is so unambitious in this lifetime.\It must be because he experienced\the fickleness of human relationships in his early years in the mortal realm\and thus, wishes for a woman who would never leave him.\So, you inserted yourself? response:	I didn't throw myself in.
context: or to conquer the world, but only to win someone's heart?\You are wise, Aunt.\Dong Hua Dijun is so unambitious in this lifetime.\It must be because he experienced\the fickleness of human relationships in his early years in the mortal realm\and thus, wishes for a woman who would never leave him.\So, you inserted yourself?\I didn't throw myself in. response:	It was just that Star Lord Si Ming said Dijun didn't encounter a woman he loves.
context: You are wise, Aunt.\Dong Hua Dijun is so unambitious in this lifetime.\It must be because he experienced\the fickleness of human relationships in his early years in the mortal realm\and thus, wishes for a woman who would never leave him.\So, you inserted yourself?\I didn't throw myself in.\It was just that Star Lord Si Ming said Dijun didn't encounter a woman he loves. response:	But on the first of the sixth month, he will encounter a woman he adores
context: Dong Hua Dijun is so unambitious in this lifetime.\It must be because he experienced\the fickleness of human relationships in his early years in the mortal realm\and thus, wishes for a woman who would never leave him.\So, you inserted yourself?\I didn't throw myself in.\It was just that Star Lord Si Ming said Dijun didn't encounter a woman he loves.\But on the first of the sixth month, he will encounter a woman he adores response:	yet the one the woman loves is Crown Prince Yuan Zhen.
context: It must be because he experienced\the fickleness of human relationships in his early years in the mortal realm\and thus, wishes for a woman who would never leave him.\So, you inserted yourself?\I didn't throw myself in.\It was just that Star Lord Si Ming said Dijun didn't encounter a woman he loves.\But on the first of the sixth month, he will encounter a woman he adores\yet the one the woman loves is Crown Prince Yuan Zhen. response:	Yuan Zhen?
context: the fickleness of human relationships in his early years in the mortal realm\and thus, wishes for a woman who would never leave him.\So, you inserted yourself?\I didn't throw myself in.\It was just that Star Lord Si Ming said Dijun didn't encounter a woman he loves.\But on the first of the sixth month, he will encounter a woman he adores\yet the one the woman loves is Crown Prince Yuan Zhen.\Yuan Zhen? response:	So, I wanted to offer him my heartfelt affections.
context: and thus, wishes for a woman who would never leave him.\So, you inserted yourself?\I didn't throw myself in.\It was just that Star Lord Si Ming said Dijun didn't encounter a woman he loves.\But on the first of the sixth month, he will encounter a woman he adores\yet the one the woman loves is Crown Prince Yuan Zhen.\Yuan Zhen?\So, I wanted to offer him my heartfelt affections. response:	When Dijun encounters the one he loves
context: So, you inserted yourself?\I didn't throw myself in.\It was just that Star Lord Si Ming said Dijun didn't encounter a woman he loves.\But on the first of the sixth month, he will encounter a woman he adores\yet the one the woman loves is Crown Prince Yuan Zhen.\Yuan Zhen?\So, I wanted to offer him my heartfelt affections.\When Dijun encounters the one he loves response:	I would leave with my work having been done here.
context: I didn't throw myself in.\It was just that Star Lord Si Ming said Dijun didn't encounter a woman he loves.\But on the first of the sixth month, he will encounter a woman he adores\yet the one the woman loves is Crown Prince Yuan Zhen.\Yuan Zhen?\So, I wanted to offer him my heartfelt affections.\When Dijun encounters the one he loves\I would leave with my work having been done here. response:	I had thought this was a great plan
context: It was just that Star Lord Si Ming said Dijun didn't encounter a woman he loves.\But on the first of the sixth month, he will encounter a woman he adores\yet the one the woman loves is Crown Prince Yuan Zhen.\Yuan Zhen?\So, I wanted to offer him my heartfelt affections.\When Dijun encounters the one he loves\I would leave with my work having been done here.\I had thought this was a great plan response:	but after borrowing Honored Lady Chen's body
context: But on the first of the sixth month, he will encounter a woman he adores\yet the one the woman loves is Crown Prince Yuan Zhen.\Yuan Zhen?\So, I wanted to offer him my heartfelt affections.\When Dijun encounters the one he loves\I would leave with my work having been done here.\I had thought this was a great plan\but after borrowing Honored Lady Chen's body response:	I couldn't say any affectionate words when I saw Dijun.
context: yet the one the woman loves is Crown Prince Yuan Zhen.\Yuan Zhen?\So, I wanted to offer him my heartfelt affections.\When Dijun encounters the one he loves\I would leave with my work having been done here.\I had thought this was a great plan\but after borrowing Honored Lady Chen's body\I couldn't say any affectionate words when I saw Dijun. response:	Dying embers are not easily rekindled. Don't brood over it.
context: Yuan Zhen?\So, I wanted to offer him my heartfelt affections.\When Dijun encounters the one he loves\I would leave with my work having been done here.\I had thought this was a great plan\but after borrowing Honored Lady Chen's body\I couldn't say any affectionate words when I saw Dijun.\Dying embers are not easily rekindled. Don't brood over it. response:	That's why I could only use the Two Lives Curse on myself.
context: So, I wanted to offer him my heartfelt affections.\When Dijun encounters the one he loves\I would leave with my work having been done here.\I had thought this was a great plan\but after borrowing Honored Lady Chen's body\I couldn't say any affectionate words when I saw Dijun.\Dying embers are not easily rekindled. Don't brood over it.\That's why I could only use the Two Lives Curse on myself. response:	During the day, I am able to adore Dijun very much.
context: When Dijun encounters the one he loves\I would leave with my work having been done here.\I had thought this was a great plan\but after borrowing Honored Lady Chen's body\I couldn't say any affectionate words when I saw Dijun.\Dying embers are not easily rekindled. Don't brood over it.\That's why I could only use the Two Lives Curse on myself.\During the day, I am able to adore Dijun very much. response:	When the sun sets, I can be free of such a task.
context: I would leave with my work having been done here.\I had thought this was a great plan\but after borrowing Honored Lady Chen's body\I couldn't say any affectionate words when I saw Dijun.\Dying embers are not easily rekindled. Don't brood over it.\That's why I could only use the Two Lives Curse on myself.\During the day, I am able to adore Dijun very much.\When the sun sets, I can be free of such a task. response:	Were you taken advantage of by Dijun?
context: I had thought this was a great plan\but after borrowing Honored Lady Chen's body\I couldn't say any affectionate words when I saw Dijun.\Dying embers are not easily rekindled. Don't brood over it.\That's why I could only use the Two Lives Curse on myself.\During the day, I am able to adore Dijun very much.\When the sun sets, I can be free of such a task.\Were you taken advantage of by Dijun? response:	Dong Hua Dijun only visited Handan Quarters once
context: but after borrowing Honored Lady Chen's body\I couldn't say any affectionate words when I saw Dijun.\Dying embers are not easily rekindled. Don't brood over it.\That's why I could only use the Two Lives Curse on myself.\During the day, I am able to adore Dijun very much.\When the sun sets, I can be free of such a task.\Were you taken advantage of by Dijun?\Dong Hua Dijun only visited Handan Quarters once response:	but he left after some time.
