context: Move! response:	Jackasses!
context: I missed you!\Millianna!\Actually, I thought I'd surprise you by revealing my identity when we won the tournament,\but I just couldn't wait that long to see you, Er-chan!\Good grief...\Anyway, that Kagura on your team is some kind of strong...\You can say that again.\In fact, when she gets serious, she may be even stronger than you, Er-chan. response:	I'd love to spar with her sometime.
context: Millianna!\Actually, I thought I'd surprise you by revealing my identity when we won the tournament,\but I just couldn't wait that long to see you, Er-chan!\Good grief...\Anyway, that Kagura on your team is some kind of strong...\You can say that again.\In fact, when she gets serious, she may be even stronger than you, Er-chan.\I'd love to spar with her sometime. response:	You may get your chance during the tournament.
context: Actually, I thought I'd surprise you by revealing my identity when we won the tournament,\but I just couldn't wait that long to see you, Er-chan!\Good grief...\Anyway, that Kagura on your team is some kind of strong...\You can say that again.\In fact, when she gets serious, she may be even stronger than you, Er-chan.\I'd love to spar with her sometime.\You may get your chance during the tournament. response:	Although Kagura-chan may not go all out here at the Games...
context: but I just couldn't wait that long to see you, Er-chan!\Good grief...\Anyway, that Kagura on your team is some kind of strong...\You can say that again.\In fact, when she gets serious, she may be even stronger than you, Er-chan.\I'd love to spar with her sometime.\You may get your chance during the tournament.\Although Kagura-chan may not go all out here at the Games... response:	Really?
context: Good grief...\Anyway, that Kagura on your team is some kind of strong...\You can say that again.\In fact, when she gets serious, she may be even stronger than you, Er-chan.\I'd love to spar with her sometime.\You may get your chance during the tournament.\Although Kagura-chan may not go all out here at the Games...\Really? response:	You saw her sheathed sword, Archenemy, right?
context: Anyway, that Kagura on your team is some kind of strong...\You can say that again.\In fact, when she gets serious, she may be even stronger than you, Er-chan.\I'd love to spar with her sometime.\You may get your chance during the tournament.\Although Kagura-chan may not go all out here at the Games...\Really?\You saw her sheathed sword, Archenemy, right? response:	That's a daunting name for a sword.
context: You can say that again.\In fact, when she gets serious, she may be even stronger than you, Er-chan.\I'd love to spar with her sometime.\You may get your chance during the tournament.\Although Kagura-chan may not go all out here at the Games...\Really?\You saw her sheathed sword, Archenemy, right?\That's a daunting name for a sword. response:	She made a vow to only unsheathe the sword to cut down one person, like the name says.
context: In fact, when she gets serious, she may be even stronger than you, Er-chan.\I'd love to spar with her sometime.\You may get your chance during the tournament.\Although Kagura-chan may not go all out here at the Games...\Really?\You saw her sheathed sword, Archenemy, right?\That's a daunting name for a sword.\She made a vow to only unsheathe the sword to cut down one person, like the name says. response:	Someone she holds such hatred for that they can't co-exist in this world...
context: I'd love to spar with her sometime.\You may get your chance during the tournament.\Although Kagura-chan may not go all out here at the Games...\Really?\You saw her sheathed sword, Archenemy, right?\That's a daunting name for a sword.\She made a vow to only unsheathe the sword to cut down one person, like the name says.\Someone she holds such hatred for that they can't co-exist in this world... response:	The man who stole everything from Kagura-chan...
context: You may get your chance during the tournament.\Although Kagura-chan may not go all out here at the Games...\Really?\You saw her sheathed sword, Archenemy, right?\That's a daunting name for a sword.\She made a vow to only unsheathe the sword to cut down one person, like the name says.\Someone she holds such hatred for that they can't co-exist in this world...\The man who stole everything from Kagura-chan... response:	That sword is meant to kill Jellal.
context: Although Kagura-chan may not go all out here at the Games...\Really?\You saw her sheathed sword, Archenemy, right?\That's a daunting name for a sword.\She made a vow to only unsheathe the sword to cut down one person, like the name says.\Someone she holds such hatred for that they can't co-exist in this world...\The man who stole everything from Kagura-chan...\That sword is meant to kill Jellal. response:	I know. You feel the same way, right, Er-chan?
context: Really?\You saw her sheathed sword, Archenemy, right?\That's a daunting name for a sword.\She made a vow to only unsheathe the sword to cut down one person, like the name says.\Someone she holds such hatred for that they can't co-exist in this world...\The man who stole everything from Kagura-chan...\That sword is meant to kill Jellal.\I know. You feel the same way, right, Er-chan? response:	Right?
context: You saw her sheathed sword, Archenemy, right?\That's a daunting name for a sword.\She made a vow to only unsheathe the sword to cut down one person, like the name says.\Someone she holds such hatred for that they can't co-exist in this world...\The man who stole everything from Kagura-chan...\That sword is meant to kill Jellal.\I know. You feel the same way, right, Er-chan?\Right? response:	I hate Jellal, too...
context: That's a daunting name for a sword.\She made a vow to only unsheathe the sword to cut down one person, like the name says.\Someone she holds such hatred for that they can't co-exist in this world...\The man who stole everything from Kagura-chan...\That sword is meant to kill Jellal.\I know. You feel the same way, right, Er-chan?\Right?\I hate Jellal, too... response:	He used us...
context: She made a vow to only unsheathe the sword to cut down one person, like the name says.\Someone she holds such hatred for that they can't co-exist in this world...\The man who stole everything from Kagura-chan...\That sword is meant to kill Jellal.\I know. You feel the same way, right, Er-chan?\Right?\I hate Jellal, too...\He used us... response:	I'll never forgive him...
context: Someone she holds such hatred for that they can't co-exist in this world...\The man who stole everything from Kagura-chan...\That sword is meant to kill Jellal.\I know. You feel the same way, right, Er-chan?\Right?\I hate Jellal, too...\He used us...\I'll never forgive him... response:	I'll never forgive him!
context: The man who stole everything from Kagura-chan...\That sword is meant to kill Jellal.\I know. You feel the same way, right, Er-chan?\Right?\I hate Jellal, too...\He used us...\I'll never forgive him...\I'll never forgive him! response:	That's why I joined Kagura-chan's guild.
context: That sword is meant to kill Jellal.\I know. You feel the same way, right, Er-chan?\Right?\I hate Jellal, too...\He used us...\I'll never forgive him...\I'll never forgive him!\That's why I joined Kagura-chan's guild. response:	Say, aren't you hungry? Want a fish?
context: I know. You feel the same way, right, Er-chan?\Right?\I hate Jellal, too...\He used us...\I'll never forgive him...\I'll never forgive him!\That's why I joined Kagura-chan's guild.\Say, aren't you hungry? Want a fish? response:	She's not a cat!
context: Right?\I hate Jellal, too...\He used us...\I'll never forgive him...\I'll never forgive him!\That's why I joined Kagura-chan's guild.\Say, aren't you hungry? Want a fish?\She's not a cat! response:	Actually...
context: I hate Jellal, too...\He used us...\I'll never forgive him...\I'll never forgive him!\That's why I joined Kagura-chan's guild.\Say, aren't you hungry? Want a fish?\She's not a cat!\Actually... response:	Don't do anything to stand out.
context: He used us...\I'll never forgive him...\I'll never forgive him!\That's why I joined Kagura-chan's guild.\Say, aren't you hungry? Want a fish?\She's not a cat!\Actually...\Don't do anything to stand out. response:	I know.
context: I'll never forgive him...\I'll never forgive him!\That's why I joined Kagura-chan's guild.\Say, aren't you hungry? Want a fish?\She's not a cat!\Actually...\Don't do anything to stand out.\I know. response:	Ultear already reminded me.
context: I'll never forgive him!\That's why I joined Kagura-chan's guild.\Say, aren't you hungry? Want a fish?\She's not a cat!\Actually...\Don't do anything to stand out.\I know.\Ultear already reminded me. response:	And try not to get yourself killed.
context: That's why I joined Kagura-chan's guild.\Say, aren't you hungry? Want a fish?\She's not a cat!\Actually...\Don't do anything to stand out.\I know.\Ultear already reminded me.\And try not to get yourself killed. response:	Got it.
context: Say, aren't you hungry? Want a fish?\She's not a cat!\Actually...\Don't do anything to stand out.\I know.\Ultear already reminded me.\And try not to get yourself killed.\Got it. response:	Goodnight, Erza.
context: She's not a cat!\Actually...\Don't do anything to stand out.\I know.\Ultear already reminded me.\And try not to get yourself killed.\Got it.\Goodnight, Erza. response:	I never thought a day like this would come...
context: Actually...\Don't do anything to stand out.\I know.\Ultear already reminded me.\And try not to get yourself killed.\Got it.\Goodnight, Erza.\I never thought a day like this would come... response:	Not true. I don't know what Jellal's thinking...
context: Don't do anything to stand out.\I know.\Ultear already reminded me.\And try not to get yourself killed.\Got it.\Goodnight, Erza.\I never thought a day like this would come...\Not true. I don't know what Jellal's thinking... response:	I hate Jellal, too...
context: I know.\Ultear already reminded me.\And try not to get yourself killed.\Got it.\Goodnight, Erza.\I never thought a day like this would come...\Not true. I don't know what Jellal's thinking...\I hate Jellal, too... response:	That sword is meant to kill Jellal.
context: Ultear already reminded me.\And try not to get yourself killed.\Got it.\Goodnight, Erza.\I never thought a day like this would come...\Not true. I don't know what Jellal's thinking...\I hate Jellal, too...\That sword is meant to kill Jellal. response:	You came to see me?
context: And try not to get yourself killed.\Got it.\Goodnight, Erza.\I never thought a day like this would come...\Not true. I don't know what Jellal's thinking...\I hate Jellal, too...\That sword is meant to kill Jellal.\You came to see me? response:	Yes.
context: Got it.\Goodnight, Erza.\I never thought a day like this would come...\Not true. I don't know what Jellal's thinking...\I hate Jellal, too...\That sword is meant to kill Jellal.\You came to see me?\Yes. response:	I'm here on very important business with you, Lucy-sama.
context: Goodnight, Erza.\I never thought a day like this would come...\Not true. I don't know what Jellal's thinking...\I hate Jellal, too...\That sword is meant to kill Jellal.\You came to see me?\Yes.\I'm here on very important business with you, Lucy-sama. response:	What does Saber want?
context: I never thought a day like this would come...\Not true. I don't know what Jellal's thinking...\I hate Jellal, too...\That sword is meant to kill Jellal.\You came to see me?\Yes.\I'm here on very important business with you, Lucy-sama.\What does Saber want? response:	Natsu-san, let's at least listen to her.
context: Not true. I don't know what Jellal's thinking...\I hate Jellal, too...\That sword is meant to kill Jellal.\You came to see me?\Yes.\I'm here on very important business with you, Lucy-sama.\What does Saber want?\Natsu-san, let's at least listen to her. response:	I know I have a lot of nerve approaching you...
context: I hate Jellal, too...\That sword is meant to kill Jellal.\You came to see me?\Yes.\I'm here on very important business with you, Lucy-sama.\What does Saber want?\Natsu-san, let's at least listen to her.\I know I have a lot of nerve approaching you... response:	The Key of the Fish and the Key of the Scales.
context: That sword is meant to kill Jellal.\You came to see me?\Yes.\I'm here on very important business with you, Lucy-sama.\What does Saber want?\Natsu-san, let's at least listen to her.\I know I have a lot of nerve approaching you...\The Key of the Fish and the Key of the Scales. response:	I would like you to take them, Lucy-sama.
context: You came to see me?\Yes.\I'm here on very important business with you, Lucy-sama.\What does Saber want?\Natsu-san, let's at least listen to her.\I know I have a lot of nerve approaching you...\The Key of the Fish and the Key of the Scales.\I would like you to take them, Lucy-sama. response:	But... I can't accept them!
context: Yes.\I'm here on very important business with you, Lucy-sama.\What does Saber want?\Natsu-san, let's at least listen to her.\I know I have a lot of nerve approaching you...\The Key of the Fish and the Key of the Scales.\I would like you to take them, Lucy-sama.\But... I can't accept them! response:	I made my decision on the first day, after seeing you...
context: I'm here on very important business with you, Lucy-sama.\What does Saber want?\Natsu-san, let's at least listen to her.\I know I have a lot of nerve approaching you...\The Key of the Fish and the Key of the Scales.\I would like you to take them, Lucy-sama.\But... I can't accept them!\I made my decision on the first day, after seeing you... response:	To give you these keys after the tournament was over...
context: What does Saber want?\Natsu-san, let's at least listen to her.\I know I have a lot of nerve approaching you...\The Key of the Fish and the Key of the Scales.\I would like you to take them, Lucy-sama.\But... I can't accept them!\I made my decision on the first day, after seeing you...\To give you these keys after the tournament was over... response:	The tournament ain't over!
context: Natsu-san, let's at least listen to her.\I know I have a lot of nerve approaching you...\The Key of the Fish and the Key of the Scales.\I would like you to take them, Lucy-sama.\But... I can't accept them!\I made my decision on the first day, after seeing you...\To give you these keys after the tournament was over...\The tournament ain't over! response:	My tournament is.
context: I know I have a lot of nerve approaching you...\The Key of the Fish and the Key of the Scales.\I would like you to take them, Lucy-sama.\But... I can't accept them!\I made my decision on the first day, after seeing you...\To give you these keys after the tournament was over...\The tournament ain't over!\My tournament is. response:	I believe Minerva-sama is going to take my place.
context: The Key of the Fish and the Key of the Scales.\I would like you to take them, Lucy-sama.\But... I can't accept them!\I made my decision on the first day, after seeing you...\To give you these keys after the tournament was over...\The tournament ain't over!\My tournament is.\I believe Minerva-sama is going to take my place. response:	Then the team will be made up of the five strongest wizards who changed Sabertooth.
context: I would like you to take them, Lucy-sama.\But... I can't accept them!\I made my decision on the first day, after seeing you...\To give you these keys after the tournament was over...\The tournament ain't over!\My tournament is.\I believe Minerva-sama is going to take my place.\Then the team will be made up of the five strongest wizards who changed Sabertooth. response:	That's...
context: But... I can't accept them!\I made my decision on the first day, after seeing you...\To give you these keys after the tournament was over...\The tournament ain't over!\My tournament is.\I believe Minerva-sama is going to take my place.\Then the team will be made up of the five strongest wizards who changed Sabertooth.\That's... response:	What did it was changing their guild master
context: I made my decision on the first day, after seeing you...\To give you these keys after the tournament was over...\The tournament ain't over!\My tournament is.\I believe Minerva-sama is going to take my place.\Then the team will be made up of the five strongest wizards who changed Sabertooth.\That's...\What did it was changing their guild master response:	and the induction of five extremely powerful wizards into their ranks.
context: To give you these keys after the tournament was over...\The tournament ain't over!\My tournament is.\I believe Minerva-sama is going to take my place.\Then the team will be made up of the five strongest wizards who changed Sabertooth.\That's...\What did it was changing their guild master\and the induction of five extremely powerful wizards into their ranks. response:	Then you weren't one of them...
context: The tournament ain't over!\My tournament is.\I believe Minerva-sama is going to take my place.\Then the team will be made up of the five strongest wizards who changed Sabertooth.\That's...\What did it was changing their guild master\and the induction of five extremely powerful wizards into their ranks.\Then you weren't one of them... response:	I was still a newbie.
context: My tournament is.\I believe Minerva-sama is going to take my place.\Then the team will be made up of the five strongest wizards who changed Sabertooth.\That's...\What did it was changing their guild master\and the induction of five extremely powerful wizards into their ranks.\Then you weren't one of them...\I was still a newbie. response:	They only appointed me to be on the team because Minerva-sama was out on a job.
context: I believe Minerva-sama is going to take my place.\Then the team will be made up of the five strongest wizards who changed Sabertooth.\That's...\What did it was changing their guild master\and the induction of five extremely powerful wizards into their ranks.\Then you weren't one of them...\I was still a newbie.\They only appointed me to be on the team because Minerva-sama was out on a job. response:	But why give them away?
context: Then the team will be made up of the five strongest wizards who changed Sabertooth.\That's...\What did it was changing their guild master\and the induction of five extremely powerful wizards into their ranks.\Then you weren't one of them...\I was still a newbie.\They only appointed me to be on the team because Minerva-sama was out on a job.\But why give them away? response:	Those Celestial Spirits are precious to you, aren't they?
context: That's...\What did it was changing their guild master\and the induction of five extremely powerful wizards into their ranks.\Then you weren't one of them...\I was still a newbie.\They only appointed me to be on the team because Minerva-sama was out on a job.\But why give them away?\Those Celestial Spirits are precious to you, aren't they? response:	All the more reason for me to entrust them to Lucy-sama,
context: What did it was changing their guild master\and the induction of five extremely powerful wizards into their ranks.\Then you weren't one of them...\I was still a newbie.\They only appointed me to be on the team because Minerva-sama was out on a job.\But why give them away?\Those Celestial Spirits are precious to you, aren't they?\All the more reason for me to entrust them to Lucy-sama, response:	a far better Celestial Spirit Wizard than me.
context: and the induction of five extremely powerful wizards into their ranks.\Then you weren't one of them...\I was still a newbie.\They only appointed me to be on the team because Minerva-sama was out on a job.\But why give them away?\Those Celestial Spirits are precious to you, aren't they?\All the more reason for me to entrust them to Lucy-sama,\a far better Celestial Spirit Wizard than me. response:	And the Celestial Spirits will be happier this way.
context: Then you weren't one of them...\I was still a newbie.\They only appointed me to be on the team because Minerva-sama was out on a job.\But why give them away?\Those Celestial Spirits are precious to you, aren't they?\All the more reason for me to entrust them to Lucy-sama,\a far better Celestial Spirit Wizard than me.\And the Celestial Spirits will be happier this way. response:	I'm flattered that you thought of me... but I just can't...
context: I was still a newbie.\They only appointed me to be on the team because Minerva-sama was out on a job.\But why give them away?\Those Celestial Spirits are precious to you, aren't they?\All the more reason for me to entrust them to Lucy-sama,\a far better Celestial Spirit Wizard than me.\And the Celestial Spirits will be happier this way.\I'm flattered that you thought of me... but I just can't... response:	You've already collected ten of the 12 keys to the Zodiac Gates.
context: They only appointed me to be on the team because Minerva-sama was out on a job.\But why give them away?\Those Celestial Spirits are precious to you, aren't they?\All the more reason for me to entrust them to Lucy-sama,\a far better Celestial Spirit Wizard than me.\And the Celestial Spirits will be happier this way.\I'm flattered that you thought of me... but I just can't...\You've already collected ten of the 12 keys to the Zodiac Gates. response:	With the addition of these two...
context: But why give them away?\Those Celestial Spirits are precious to you, aren't they?\All the more reason for me to entrust them to Lucy-sama,\a far better Celestial Spirit Wizard than me.\And the Celestial Spirits will be happier this way.\I'm flattered that you thought of me... but I just can't...\You've already collected ten of the 12 keys to the Zodiac Gates.\With the addition of these two... response:	you'll have all 12 keys.
context: Those Celestial Spirits are precious to you, aren't they?\All the more reason for me to entrust them to Lucy-sama,\a far better Celestial Spirit Wizard than me.\And the Celestial Spirits will be happier this way.\I'm flattered that you thought of me... but I just can't...\You've already collected ten of the 12 keys to the Zodiac Gates.\With the addition of these two...\you'll have all 12 keys. response:	The gate that will change the world will open.
context: All the more reason for me to entrust them to Lucy-sama,\a far better Celestial Spirit Wizard than me.\And the Celestial Spirits will be happier this way.\I'm flattered that you thought of me... but I just can't...\You've already collected ten of the 12 keys to the Zodiac Gates.\With the addition of these two...\you'll have all 12 keys.\The gate that will change the world will open. response:	The gate that will change the world?
context: a far better Celestial Spirit Wizard than me.\And the Celestial Spirits will be happier this way.\I'm flattered that you thought of me... but I just can't...\You've already collected ten of the 12 keys to the Zodiac Gates.\With the addition of these two...\you'll have all 12 keys.\The gate that will change the world will open.\The gate that will change the world? response:	What the hell is that?
context: And the Celestial Spirits will be happier this way.\I'm flattered that you thought of me... but I just can't...\You've already collected ten of the 12 keys to the Zodiac Gates.\With the addition of these two...\you'll have all 12 keys.\The gate that will change the world will open.\The gate that will change the world?\What the hell is that? response:	Can you see anything, Carla?
context: I'm flattered that you thought of me... but I just can't...\You've already collected ten of the 12 keys to the Zodiac Gates.\With the addition of these two...\you'll have all 12 keys.\The gate that will change the world will open.\The gate that will change the world?\What the hell is that?\Can you see anything, Carla? response:	It's not like I can see visions whenever I want to...
context: You've already collected ten of the 12 keys to the Zodiac Gates.\With the addition of these two...\you'll have all 12 keys.\The gate that will change the world will open.\The gate that will change the world?\What the hell is that?\Can you see anything, Carla?\It's not like I can see visions whenever I want to... response:	It's just an ancient legend.
context: With the addition of these two...\you'll have all 12 keys.\The gate that will change the world will open.\The gate that will change the world?\What the hell is that?\Can you see anything, Carla?\It's not like I can see visions whenever I want to...\It's just an ancient legend. response:	I don't know what it means either.
context: you'll have all 12 keys.\The gate that will change the world will open.\The gate that will change the world?\What the hell is that?\Can you see anything, Carla?\It's not like I can see visions whenever I want to...\It's just an ancient legend.\I don't know what it means either. response:	You may have already noticed this,
context: The gate that will change the world will open.\The gate that will change the world?\What the hell is that?\Can you see anything, Carla?\It's not like I can see visions whenever I want to...\It's just an ancient legend.\I don't know what it means either.\You may have already noticed this, response:	but in the past few years there's been a large drop in Celestial Spirit Wizards.
context: The gate that will change the world?\What the hell is that?\Can you see anything, Carla?\It's not like I can see visions whenever I want to...\It's just an ancient legend.\I don't know what it means either.\You may have already noticed this,\but in the past few years there's been a large drop in Celestial Spirit Wizards. response:	And with the recent Zentopia affair, we may be the last Celestial Spirit Wizards.
context: What the hell is that?\Can you see anything, Carla?\It's not like I can see visions whenever I want to...\It's just an ancient legend.\I don't know what it means either.\You may have already noticed this,\but in the past few years there's been a large drop in Celestial Spirit Wizards.\And with the recent Zentopia affair, we may be the last Celestial Spirit Wizards. response:	The Celestial Spirits love you and you love them.
context: Can you see anything, Carla?\It's not like I can see visions whenever I want to...\It's just an ancient legend.\I don't know what it means either.\You may have already noticed this,\but in the past few years there's been a large drop in Celestial Spirit Wizards.\And with the recent Zentopia affair, we may be the last Celestial Spirit Wizards.\The Celestial Spirits love you and you love them. response:	You should possess the 12 keys and walk hand-in-hand with the Spirits.
context: It's not like I can see visions whenever I want to...\It's just an ancient legend.\I don't know what it means either.\You may have already noticed this,\but in the past few years there's been a large drop in Celestial Spirit Wizards.\And with the recent Zentopia affair, we may be the last Celestial Spirit Wizards.\The Celestial Spirits love you and you love them.\You should possess the 12 keys and walk hand-in-hand with the Spirits. response:	I just can't accept them.
context: It's just an ancient legend.\I don't know what it means either.\You may have already noticed this,\but in the past few years there's been a large drop in Celestial Spirit Wizards.\And with the recent Zentopia affair, we may be the last Celestial Spirit Wizards.\The Celestial Spirits love you and you love them.\You should possess the 12 keys and walk hand-in-hand with the Spirits.\I just can't accept them. response:	Celestial Spirit Magic is all about bonds and trust.
context: I don't know what it means either.\You may have already noticed this,\but in the past few years there's been a large drop in Celestial Spirit Wizards.\And with the recent Zentopia affair, we may be the last Celestial Spirit Wizards.\The Celestial Spirits love you and you love them.\You should possess the 12 keys and walk hand-in-hand with the Spirits.\I just can't accept them.\Celestial Spirit Magic is all about bonds and trust. response:	You can't switch owners as easily as that.
context: You may have already noticed this,\but in the past few years there's been a large drop in Celestial Spirit Wizards.\And with the recent Zentopia affair, we may be the last Celestial Spirit Wizards.\The Celestial Spirits love you and you love them.\You should possess the 12 keys and walk hand-in-hand with the Spirits.\I just can't accept them.\Celestial Spirit Magic is all about bonds and trust.\You can't switch owners as easily as that. response:	It wasn't...
context: but in the past few years there's been a large drop in Celestial Spirit Wizards.\And with the recent Zentopia affair, we may be the last Celestial Spirit Wizards.\The Celestial Spirits love you and you love them.\You should possess the 12 keys and walk hand-in-hand with the Spirits.\I just can't accept them.\Celestial Spirit Magic is all about bonds and trust.\You can't switch owners as easily as that.\It wasn't... response:	Never mind. I thought you would say that.
context: And with the recent Zentopia affair, we may be the last Celestial Spirit Wizards.\The Celestial Spirits love you and you love them.\You should possess the 12 keys and walk hand-in-hand with the Spirits.\I just can't accept them.\Celestial Spirit Magic is all about bonds and trust.\You can't switch owners as easily as that.\It wasn't...\Never mind. I thought you would say that. response:	Eventually, when the time is right, I'm sure you'll have all 12 keys.
context: The Celestial Spirits love you and you love them.\You should possess the 12 keys and walk hand-in-hand with the Spirits.\I just can't accept them.\Celestial Spirit Magic is all about bonds and trust.\You can't switch owners as easily as that.\It wasn't...\Never mind. I thought you would say that.\Eventually, when the time is right, I'm sure you'll have all 12 keys. response:	I hope we can meet again.
context: You should possess the 12 keys and walk hand-in-hand with the Spirits.\I just can't accept them.\Celestial Spirit Magic is all about bonds and trust.\You can't switch owners as easily as that.\It wasn't...\Never mind. I thought you would say that.\Eventually, when the time is right, I'm sure you'll have all 12 keys.\I hope we can meet again. response:	You blew it.
context: I just can't accept them.\Celestial Spirit Magic is all about bonds and trust.\You can't switch owners as easily as that.\It wasn't...\Never mind. I thought you would say that.\Eventually, when the time is right, I'm sure you'll have all 12 keys.\I hope we can meet again.\You blew it. response:	You had the rare chance to get them all...
context: Celestial Spirit Magic is all about bonds and trust.\You can't switch owners as easily as that.\It wasn't...\Never mind. I thought you would say that.\Eventually, when the time is right, I'm sure you'll have all 12 keys.\I hope we can meet again.\You blew it.\You had the rare chance to get them all... response:	A long time ago, I would've done anything to collect them all.
context: You can't switch owners as easily as that.\It wasn't...\Never mind. I thought you would say that.\Eventually, when the time is right, I'm sure you'll have all 12 keys.\I hope we can meet again.\You blew it.\You had the rare chance to get them all...\A long time ago, I would've done anything to collect them all. response:	But I don't feel that way now.
context: It wasn't...\Never mind. I thought you would say that.\Eventually, when the time is right, I'm sure you'll have all 12 keys.\I hope we can meet again.\You blew it.\You had the rare chance to get them all...\A long time ago, I would've done anything to collect them all.\But I don't feel that way now. response:	A member of Sabertooth or not,
context: Never mind. I thought you would say that.\Eventually, when the time is right, I'm sure you'll have all 12 keys.\I hope we can meet again.\You blew it.\You had the rare chance to get them all...\A long time ago, I would've done anything to collect them all.\But I don't feel that way now.\A member of Sabertooth or not, response:	she cares deeply for the Celestial Spirits, too.
context: Eventually, when the time is right, I'm sure you'll have all 12 keys.\I hope we can meet again.\You blew it.\You had the rare chance to get them all...\A long time ago, I would've done anything to collect them all.\But I don't feel that way now.\A member of Sabertooth or not,\she cares deeply for the Celestial Spirits, too. response:	I can't cut the bond between her and the Spirits.
context: I hope we can meet again.\You blew it.\You had the rare chance to get them all...\A long time ago, I would've done anything to collect them all.\But I don't feel that way now.\A member of Sabertooth or not,\she cares deeply for the Celestial Spirits, too.\I can't cut the bond between her and the Spirits. response:	Or more like, I don't want to.
context: You blew it.\You had the rare chance to get them all...\A long time ago, I would've done anything to collect them all.\But I don't feel that way now.\A member of Sabertooth or not,\she cares deeply for the Celestial Spirits, too.\I can't cut the bond between her and the Spirits.\Or more like, I don't want to. response:	Come to think of it, I wonder where Natsu and Happy went...
context: You had the rare chance to get them all...\A long time ago, I would've done anything to collect them all.\But I don't feel that way now.\A member of Sabertooth or not,\she cares deeply for the Celestial Spirits, too.\I can't cut the bond between her and the Spirits.\Or more like, I don't want to.\Come to think of it, I wonder where Natsu and Happy went... response:	They ran out after Yukino-san.
context: A long time ago, I would've done anything to collect them all.\But I don't feel that way now.\A member of Sabertooth or not,\she cares deeply for the Celestial Spirits, too.\I can't cut the bond between her and the Spirits.\Or more like, I don't want to.\Come to think of it, I wonder where Natsu and Happy went...\They ran out after Yukino-san. response:	Natsu-san said he forgot to tell her something.
context: But I don't feel that way now.\A member of Sabertooth or not,\she cares deeply for the Celestial Spirits, too.\I can't cut the bond between her and the Spirits.\Or more like, I don't want to.\Come to think of it, I wonder where Natsu and Happy went...\They ran out after Yukino-san.\Natsu-san said he forgot to tell her something. response:	Hey! Wait!
context: A member of Sabertooth or not,\she cares deeply for the Celestial Spirits, too.\I can't cut the bond between her and the Spirits.\Or more like, I don't want to.\Come to think of it, I wonder where Natsu and Happy went...\They ran out after Yukino-san.\Natsu-san said he forgot to tell her something.\Hey! Wait! response:	Wait!
context: she cares deeply for the Celestial Spirits, too.\I can't cut the bond between her and the Spirits.\Or more like, I don't want to.\Come to think of it, I wonder where Natsu and Happy went...\They ran out after Yukino-san.\Natsu-san said he forgot to tell her something.\Hey! Wait!\Wait! response:	Natsu-sama, Happy-sama...
context: I can't cut the bond between her and the Spirits.\Or more like, I don't want to.\Come to think of it, I wonder where Natsu and Happy went...\They ran out after Yukino-san.\Natsu-san said he forgot to tell her something.\Hey! Wait!\Wait!\Natsu-sama, Happy-sama... response:	Um, sorry about before.
context: Or more like, I don't want to.\Come to think of it, I wonder where Natsu and Happy went...\They ran out after Yukino-san.\Natsu-san said he forgot to tell her something.\Hey! Wait!\Wait!\Natsu-sama, Happy-sama...\Um, sorry about before. response:	You're not a bad person after all!
context: Come to think of it, I wonder where Natsu and Happy went...\They ran out after Yukino-san.\Natsu-san said he forgot to tell her something.\Hey! Wait!\Wait!\Natsu-sama, Happy-sama...\Um, sorry about before.\You're not a bad person after all! response:	See, Natsu here assumed you were a bad guy just because you're with Sabertooth!
context: They ran out after Yukino-san.\Natsu-san said he forgot to tell her something.\Hey! Wait!\Wait!\Natsu-sama, Happy-sama...\Um, sorry about before.\You're not a bad person after all!\See, Natsu here assumed you were a bad guy just because you're with Sabertooth! response:	And that's why I'm here apologizin'!
context: Natsu-san said he forgot to tell her something.\Hey! Wait!\Wait!\Natsu-sama, Happy-sama...\Um, sorry about before.\You're not a bad person after all!\See, Natsu here assumed you were a bad guy just because you're with Sabertooth!\And that's why I'm here apologizin'! response:	Apologizing?
context: Hey! Wait!\Wait!\Natsu-sama, Happy-sama...\Um, sorry about before.\You're not a bad person after all!\See, Natsu here assumed you were a bad guy just because you're with Sabertooth!\And that's why I'm here apologizin'!\Apologizing? response:	My bad!
context: Wait!\Natsu-sama, Happy-sama...\Um, sorry about before.\You're not a bad person after all!\See, Natsu here assumed you were a bad guy just because you're with Sabertooth!\And that's why I'm here apologizin'!\Apologizing?\My bad! response:	That's weak!
context: Natsu-sama, Happy-sama...\Um, sorry about before.\You're not a bad person after all!\See, Natsu here assumed you were a bad guy just because you're with Sabertooth!\And that's why I'm here apologizin'!\Apologizing?\My bad!\That's weak! response:	I'm sorry. But for Natsu, this is actually being mature.
context: Um, sorry about before.\You're not a bad person after all!\See, Natsu here assumed you were a bad guy just because you're with Sabertooth!\And that's why I'm here apologizin'!\Apologizing?\My bad!\That's weak!\I'm sorry. But for Natsu, this is actually being mature. response:	What the hell is that supposed to mean?!
context: You're not a bad person after all!\See, Natsu here assumed you were a bad guy just because you're with Sabertooth!\And that's why I'm here apologizin'!\Apologizing?\My bad!\That's weak!\I'm sorry. But for Natsu, this is actually being mature.\What the hell is that supposed to mean?! response:	You ran after me just for that...?
context: See, Natsu here assumed you were a bad guy just because you're with Sabertooth!\And that's why I'm here apologizin'!\Apologizing?\My bad!\That's weak!\I'm sorry. But for Natsu, this is actually being mature.\What the hell is that supposed to mean?!\You ran after me just for that...? response:	You looked really down, so I thought maybe I put you in a bad mood...
