context: Okay! response:	My lord, do you want some jam?
context: Yes.\People are good at some things, and bad at others.\I'll simply have to show my stuff in his stead!\That's nonsense!\It's your fault for using a beat-up carriage!\What?\Just get out of the way!\There's a line forming behind you! response:	How rude.
context: People are good at some things, and bad at others.\I'll simply have to show my stuff in his stead!\That's nonsense!\It's your fault for using a beat-up carriage!\What?\Just get out of the way!\There's a line forming behind you!\How rude. response:	You're only talking to us that way because we're People of the Land!
context: I'll simply have to show my stuff in his stead!\That's nonsense!\It's your fault for using a beat-up carriage!\What?\Just get out of the way!\There's a line forming behind you!\How rude.\You're only talking to us that way because we're People of the Land! response:	No, I'm not!
context: That's nonsense!\It's your fault for using a beat-up carriage!\What?\Just get out of the way!\There's a line forming behind you!\How rude.\You're only talking to us that way because we're People of the Land!\No, I'm not! response:	I'm just telling you not to block the road!
context: It's your fault for using a beat-up carriage!\What?\Just get out of the way!\There's a line forming behind you!\How rude.\You're only talking to us that way because we're People of the Land!\No, I'm not!\I'm just telling you not to block the road! response:	This won't do.
context: What?\Just get out of the way!\There's a line forming behind you!\How rude.\You're only talking to us that way because we're People of the Land!\No, I'm not!\I'm just telling you not to block the road!\This won't do. response:	Rudy!
context: Just get out of the way!\There's a line forming behind you!\How rude.\You're only talking to us that way because we're People of the Land!\No, I'm not!\I'm just telling you not to block the road!\This won't do.\Rudy! response:	Come on, now, gentlemen!
context: There's a line forming behind you!\How rude.\You're only talking to us that way because we're People of the Land!\No, I'm not!\I'm just telling you not to block the road!\This won't do.\Rudy!\Come on, now, gentlemen! response:	Akihabara's a peaceful place, so no fighting
context: How rude.\You're only talking to us that way because we're People of the Land!\No, I'm not!\I'm just telling you not to block the road!\This won't do.\Rudy!\Come on, now, gentlemen!\Akihabara's a peaceful place, so no fighting response:	You don't have time to rest, Marie.
context: You're only talking to us that way because we're People of the Land!\No, I'm not!\I'm just telling you not to block the road!\This won't do.\Rudy!\Come on, now, gentlemen!\Akihabara's a peaceful place, so no fighting\You don't have time to rest, Marie. response:	You know I'm not cut out for heavy lifting.
context: No, I'm not!\I'm just telling you not to block the road!\This won't do.\Rudy!\Come on, now, gentlemen!\Akihabara's a peaceful place, so no fighting\You don't have time to rest, Marie.\You know I'm not cut out for heavy lifting. response:	Everyone's busy since we brought Crescent Moon Burgers back.
context: I'm just telling you not to block the road!\This won't do.\Rudy!\Come on, now, gentlemen!\Akihabara's a peaceful place, so no fighting\You don't have time to rest, Marie.\You know I'm not cut out for heavy lifting.\Everyone's busy since we brought Crescent Moon Burgers back. response:	We need to carry this stuff ourselves.
context: This won't do.\Rudy!\Come on, now, gentlemen!\Akihabara's a peaceful place, so no fighting\You don't have time to rest, Marie.\You know I'm not cut out for heavy lifting.\Everyone's busy since we brought Crescent Moon Burgers back.\We need to carry this stuff ourselves. response:	No!
context: Rudy!\Come on, now, gentlemen!\Akihabara's a peaceful place, so no fighting\You don't have time to rest, Marie.\You know I'm not cut out for heavy lifting.\Everyone's busy since we brought Crescent Moon Burgers back.\We need to carry this stuff ourselves.\No! response:	I'm all sweaty!
context: Come on, now, gentlemen!\Akihabara's a peaceful place, so no fighting\You don't have time to rest, Marie.\You know I'm not cut out for heavy lifting.\Everyone's busy since we brought Crescent Moon Burgers back.\We need to carry this stuff ourselves.\No!\I'm all sweaty! response:	I want to take a bath!
context: Akihabara's a peaceful place, so no fighting\You don't have time to rest, Marie.\You know I'm not cut out for heavy lifting.\Everyone's busy since we brought Crescent Moon Burgers back.\We need to carry this stuff ourselves.\No!\I'm all sweaty!\I want to take a bath! response:	I guess I have no choice.
context: You don't have time to rest, Marie.\You know I'm not cut out for heavy lifting.\Everyone's busy since we brought Crescent Moon Burgers back.\We need to carry this stuff ourselves.\No!\I'm all sweaty!\I want to take a bath!\I guess I have no choice. response:	Yes, it's me.
context: You know I'm not cut out for heavy lifting.\Everyone's busy since we brought Crescent Moon Burgers back.\We need to carry this stuff ourselves.\No!\I'm all sweaty!\I want to take a bath!\I guess I have no choice.\Yes, it's me. response:	Sorry to interrupt when you're having fun.
context: Everyone's busy since we brought Crescent Moon Burgers back.\We need to carry this stuff ourselves.\No!\I'm all sweaty!\I want to take a bath!\I guess I have no choice.\Yes, it's me.\Sorry to interrupt when you're having fun. response:	Umeko?
context: We need to carry this stuff ourselves.\No!\I'm all sweaty!\I want to take a bath!\I guess I have no choice.\Yes, it's me.\Sorry to interrupt when you're having fun.\Umeko? response:	That's right. We don't have enough men to carry all these boxes for our sale.
context: No!\I'm all sweaty!\I want to take a bath!\I guess I have no choice.\Yes, it's me.\Sorry to interrupt when you're having fun.\Umeko?\That's right. We don't have enough men to carry all these boxes for our sale. response:	Yes, Marie could have just asked you herself,
context: I'm all sweaty!\I want to take a bath!\I guess I have no choice.\Yes, it's me.\Sorry to interrupt when you're having fun.\Umeko?\That's right. We don't have enough men to carry all these boxes for our sale.\Yes, Marie could have just asked you herself, response:	but she's being all hesitant.
context: I want to take a bath!\I guess I have no choice.\Yes, it's me.\Sorry to interrupt when you're having fun.\Umeko?\That's right. We don't have enough men to carry all these boxes for our sale.\Yes, Marie could have just asked you herself,\but she's being all hesitant. response:	She's so cute!
context: I guess I have no choice.\Yes, it's me.\Sorry to interrupt when you're having fun.\Umeko?\That's right. We don't have enough men to carry all these boxes for our sale.\Yes, Marie could have just asked you herself,\but she's being all hesitant.\She's so cute! response:	Wh-Who are you talking to?
context: Yes, it's me.\Sorry to interrupt when you're having fun.\Umeko?\That's right. We don't have enough men to carry all these boxes for our sale.\Yes, Marie could have just asked you herself,\but she's being all hesitant.\She's so cute!\Wh-Who are you talking to? response:	I'm on the phone.
context: Sorry to interrupt when you're having fun.\Umeko?\That's right. We don't have enough men to carry all these boxes for our sale.\Yes, Marie could have just asked you herself,\but she's being all hesitant.\She's so cute!\Wh-Who are you talking to?\I'm on the phone. response:	Be quiet.
context: Umeko?\That's right. We don't have enough men to carry all these boxes for our sale.\Yes, Marie could have just asked you herself,\but she's being all hesitant.\She's so cute!\Wh-Who are you talking to?\I'm on the phone.\Be quiet. response:	But you're talking about me! I can't be quiet!
context: That's right. We don't have enough men to carry all these boxes for our sale.\Yes, Marie could have just asked you herself,\but she's being all hesitant.\She's so cute!\Wh-Who are you talking to?\I'm on the phone.\Be quiet.\But you're talking about me! I can't be quiet! response:	Oh, you'll help me,
context: Yes, Marie could have just asked you herself,\but she's being all hesitant.\She's so cute!\Wh-Who are you talking to?\I'm on the phone.\Be quiet.\But you're talking about me! I can't be quiet!\Oh, you'll help me, response:	Naotsugu?
context: but she's being all hesitant.\She's so cute!\Wh-Who are you talking to?\I'm on the phone.\Be quiet.\But you're talking about me! I can't be quiet!\Oh, you'll help me,\Naotsugu? response:	Yes, Marie will be very happy.
context: She's so cute!\Wh-Who are you talking to?\I'm on the phone.\Be quiet.\But you're talking about me! I can't be quiet!\Oh, you'll help me,\Naotsugu?\Yes, Marie will be very happy. response:	See you soon.
context: Wh-Who are you talking to?\I'm on the phone.\Be quiet.\But you're talking about me! I can't be quiet!\Oh, you'll help me,\Naotsugu?\Yes, Marie will be very happy.\See you soon. response:	Jeez...
context: I'm on the phone.\Be quiet.\But you're talking about me! I can't be quiet!\Oh, you'll help me,\Naotsugu?\Yes, Marie will be very happy.\See you soon.\Jeez... response:	Why are you so mean to me?
context: Be quiet.\But you're talking about me! I can't be quiet!\Oh, you'll help me,\Naotsugu?\Yes, Marie will be very happy.\See you soon.\Jeez...\Why are you so mean to me? response:	I'm not being mean.
context: But you're talking about me! I can't be quiet!\Oh, you'll help me,\Naotsugu?\Yes, Marie will be very happy.\See you soon.\Jeez...\Why are you so mean to me?\I'm not being mean. response:	I'm trying to help you.
context: Oh, you'll help me,\Naotsugu?\Yes, Marie will be very happy.\See you soon.\Jeez...\Why are you so mean to me?\I'm not being mean.\I'm trying to help you. response:	I'm going to take a shower.
context: Naotsugu?\Yes, Marie will be very happy.\See you soon.\Jeez...\Why are you so mean to me?\I'm not being mean.\I'm trying to help you.\I'm going to take a shower. response:	Right now?
context: Yes, Marie will be very happy.\See you soon.\Jeez...\Why are you so mean to me?\I'm not being mean.\I'm trying to help you.\I'm going to take a shower.\Right now? response:	I won't run away, so don't worry.
context: See you soon.\Jeez...\Why are you so mean to me?\I'm not being mean.\I'm trying to help you.\I'm going to take a shower.\Right now?\I won't run away, so don't worry. response:	It'd be rude to see him when I'm this sweaty.
context: Jeez...\Why are you so mean to me?\I'm not being mean.\I'm trying to help you.\I'm going to take a shower.\Right now?\I won't run away, so don't worry.\It'd be rude to see him when I'm this sweaty. response:	She's always so honest with herself.
context: Why are you so mean to me?\I'm not being mean.\I'm trying to help you.\I'm going to take a shower.\Right now?\I won't run away, so don't worry.\It'd be rude to see him when I'm this sweaty.\She's always so honest with herself. response:	I'm jealous.
context: I'm not being mean.\I'm trying to help you.\I'm going to take a shower.\Right now?\I won't run away, so don't worry.\It'd be rude to see him when I'm this sweaty.\She's always so honest with herself.\I'm jealous. response:	But I, on the other hand...
context: I'm trying to help you.\I'm going to take a shower.\Right now?\I won't run away, so don't worry.\It'd be rude to see him when I'm this sweaty.\She's always so honest with herself.\I'm jealous.\But I, on the other hand... response:	Oh, no!
context: I'm going to take a shower.\Right now?\I won't run away, so don't worry.\It'd be rude to see him when I'm this sweaty.\She's always so honest with herself.\I'm jealous.\But I, on the other hand...\Oh, no! response:	I mean, sure, he's an attractive guy...
context: Right now?\I won't run away, so don't worry.\It'd be rude to see him when I'm this sweaty.\She's always so honest with herself.\I'm jealous.\But I, on the other hand...\Oh, no!\I mean, sure, he's an attractive guy... response:	But he's only the best of all the guys I actually know.
context: I won't run away, so don't worry.\It'd be rude to see him when I'm this sweaty.\She's always so honest with herself.\I'm jealous.\But I, on the other hand...\Oh, no!\I mean, sure, he's an attractive guy...\But he's only the best of all the guys I actually know. response:	Who am I making these excuses to?
context: It'd be rude to see him when I'm this sweaty.\She's always so honest with herself.\I'm jealous.\But I, on the other hand...\Oh, no!\I mean, sure, he's an attractive guy...\But he's only the best of all the guys I actually know.\Who am I making these excuses to? response:	Why are you standing there spacing out?
context: She's always so honest with herself.\I'm jealous.\But I, on the other hand...\Oh, no!\I mean, sure, he's an attractive guy...\But he's only the best of all the guys I actually know.\Who am I making these excuses to?\Why are you standing there spacing out? response:	Oh, dear!
context: I'm jealous.\But I, on the other hand...\Oh, no!\I mean, sure, he's an attractive guy...\But he's only the best of all the guys I actually know.\Who am I making these excuses to?\Why are you standing there spacing out?\Oh, dear! response:	Don't surprise me like that!
context: But I, on the other hand...\Oh, no!\I mean, sure, he's an attractive guy...\But he's only the best of all the guys I actually know.\Who am I making these excuses to?\Why are you standing there spacing out?\Oh, dear!\Don't surprise me like that! response:	You're the one who called for me.
context: Oh, no!\I mean, sure, he's an attractive guy...\But he's only the best of all the guys I actually know.\Who am I making these excuses to?\Why are you standing there spacing out?\Oh, dear!\Don't surprise me like that!\You're the one who called for me. response:	Th-That's right.
context: I mean, sure, he's an attractive guy...\But he's only the best of all the guys I actually know.\Who am I making these excuses to?\Why are you standing there spacing out?\Oh, dear!\Don't surprise me like that!\You're the one who called for me.\Th-That's right. response:	Maybe I simply act too indifferent...
context: But he's only the best of all the guys I actually know.\Who am I making these excuses to?\Why are you standing there spacing out?\Oh, dear!\Don't surprise me like that!\You're the one who called for me.\Th-That's right.\Maybe I simply act too indifferent... response:	Is something wrong?
context: Who am I making these excuses to?\Why are you standing there spacing out?\Oh, dear!\Don't surprise me like that!\You're the one who called for me.\Th-That's right.\Maybe I simply act too indifferent...\Is something wrong? response:	No... Not at all.
context: Why are you standing there spacing out?\Oh, dear!\Don't surprise me like that!\You're the one who called for me.\Th-That's right.\Maybe I simply act too indifferent...\Is something wrong?\No... Not at all. response:	This afternoon, we're setting up a stand to sell winter clothing.
context: Oh, dear!\Don't surprise me like that!\You're the one who called for me.\Th-That's right.\Maybe I simply act too indifferent...\Is something wrong?\No... Not at all.\This afternoon, we're setting up a stand to sell winter clothing. response:	Crescent Moon Shop
context: Don't surprise me like that!\You're the one who called for me.\Th-That's right.\Maybe I simply act too indifferent...\Is something wrong?\No... Not at all.\This afternoon, we're setting up a stand to sell winter clothing.\Crescent Moon Shop response:	In Preparations
context: You're the one who called for me.\Th-That's right.\Maybe I simply act too indifferent...\Is something wrong?\No... Not at all.\This afternoon, we're setting up a stand to sell winter clothing.\Crescent Moon Shop\In Preparations response:	I'd love it if you could help out.
context: Th-That's right.\Maybe I simply act too indifferent...\Is something wrong?\No... Not at all.\This afternoon, we're setting up a stand to sell winter clothing.\Crescent Moon Shop\In Preparations\I'd love it if you could help out. response:	Winter clothing?
context: Maybe I simply act too indifferent...\Is something wrong?\No... Not at all.\This afternoon, we're setting up a stand to sell winter clothing.\Crescent Moon Shop\In Preparations\I'd love it if you could help out.\Winter clothing? response:	You aren't planning something again, are you?
context: Is something wrong?\No... Not at all.\This afternoon, we're setting up a stand to sell winter clothing.\Crescent Moon Shop\In Preparations\I'd love it if you could help out.\Winter clothing?\You aren't planning something again, are you? response:	You'll just be working in the background.
context: No... Not at all.\This afternoon, we're setting up a stand to sell winter clothing.\Crescent Moon Shop\In Preparations\I'd love it if you could help out.\Winter clothing?\You aren't planning something again, are you?\You'll just be working in the background. response:	Then it doesn't need to be me, does it?
context: This afternoon, we're setting up a stand to sell winter clothing.\Crescent Moon Shop\In Preparations\I'd love it if you could help out.\Winter clothing?\You aren't planning something again, are you?\You'll just be working in the background.\Then it doesn't need to be me, does it? response:	Shiroe will be coming later...
context: Crescent Moon Shop\In Preparations\I'd love it if you could help out.\Winter clothing?\You aren't planning something again, are you?\You'll just be working in the background.\Then it doesn't need to be me, does it?\Shiroe will be coming later... response:	Okay, I'll consider it.
context: In Preparations\I'd love it if you could help out.\Winter clothing?\You aren't planning something again, are you?\You'll just be working in the background.\Then it doesn't need to be me, does it?\Shiroe will be coming later...\Okay, I'll consider it. response:	What a straightforward personality!
context: I'd love it if you could help out.\Winter clothing?\You aren't planning something again, are you?\You'll just be working in the background.\Then it doesn't need to be me, does it?\Shiroe will be coming later...\Okay, I'll consider it.\What a straightforward personality! response:	Like a puppy!
context: Winter clothing?\You aren't planning something again, are you?\You'll just be working in the background.\Then it doesn't need to be me, does it?\Shiroe will be coming later...\Okay, I'll consider it.\What a straightforward personality!\Like a puppy! response:	Yo!
context: You aren't planning something again, are you?\You'll just be working in the background.\Then it doesn't need to be me, does it?\Shiroe will be coming later...\Okay, I'll consider it.\What a straightforward personality!\Like a puppy!\Yo! response:	This is the life I live!
context: You'll just be working in the background.\Then it doesn't need to be me, does it?\Shiroe will be coming later...\Okay, I'll consider it.\What a straightforward personality!\Like a puppy!\Yo!\This is the life I live! response:	Uh... What's going on here?
context: Then it doesn't need to be me, does it?\Shiroe will be coming later...\Okay, I'll consider it.\What a straightforward personality!\Like a puppy!\Yo!\This is the life I live!\Uh... What's going on here? response:	God almighty!
context: Shiroe will be coming later...\Okay, I'll consider it.\What a straightforward personality!\Like a puppy!\Yo!\This is the life I live!\Uh... What's going on here?\God almighty! response:	I don't know.
context: Okay, I'll consider it.\What a straightforward personality!\Like a puppy!\Yo!\This is the life I live!\Uh... What's going on here?\God almighty!\I don't know. response:	Watermaple Mansion Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None
context: What a straightforward personality!\Like a puppy!\Yo!\This is the life I live!\Uh... What's going on here?\God almighty!\I don't know.\Watermaple Mansion Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None response:	What should we do about food?
context: Like a puppy!\Yo!\This is the life I live!\Uh... What's going on here?\God almighty!\I don't know.\Watermaple Mansion Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\What should we do about food? response:	I don't know anything about adventurers!
context: Yo!\This is the life I live!\Uh... What's going on here?\God almighty!\I don't know.\Watermaple Mansion Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\What should we do about food?\I don't know anything about adventurers! response:	Could you put some more flowers over there?
context: This is the life I live!\Uh... What's going on here?\God almighty!\I don't know.\Watermaple Mansion Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\What should we do about food?\I don't know anything about adventurers!\Could you put some more flowers over there? response:	Yes, understood.
context: Uh... What's going on here?\God almighty!\I don't know.\Watermaple Mansion Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\What should we do about food?\I don't know anything about adventurers!\Could you put some more flowers over there?\Yes, understood. response:	I think that'll basically do it...
context: God almighty!\I don't know.\Watermaple Mansion Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\What should we do about food?\I don't know anything about adventurers!\Could you put some more flowers over there?\Yes, understood.\I think that'll basically do it... response:	It comes with three meals and a nap.
context: I don't know.\Watermaple Mansion Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\What should we do about food?\I don't know anything about adventurers!\Could you put some more flowers over there?\Yes, understood.\I think that'll basically do it...\It comes with three meals and a nap. response:	It comes with three meals and a nap.
context: Watermaple Mansion Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\What should we do about food?\I don't know anything about adventurers!\Could you put some more flowers over there?\Yes, understood.\I think that'll basically do it...\It comes with three meals and a nap.\It comes with three meals and a nap. response:	He tricked me again. Honestly...
context: What should we do about food?\I don't know anything about adventurers!\Could you put some more flowers over there?\Yes, understood.\I think that'll basically do it...\It comes with three meals and a nap.\It comes with three meals and a nap.\He tricked me again. Honestly... response:	It's that mean monster's fault that I'm so busy.
context: I don't know anything about adventurers!\Could you put some more flowers over there?\Yes, understood.\I think that'll basically do it...\It comes with three meals and a nap.\It comes with three meals and a nap.\He tricked me again. Honestly...\It's that mean monster's fault that I'm so busy. response:	I should remind him which of us has the greater power here.
context: Could you put some more flowers over there?\Yes, understood.\I think that'll basically do it...\It comes with three meals and a nap.\It comes with three meals and a nap.\He tricked me again. Honestly...\It's that mean monster's fault that I'm so busy.\I should remind him which of us has the greater power here. response:	I'm already well aware of that, so there's no need.
context: Yes, understood.\I think that'll basically do it...\It comes with three meals and a nap.\It comes with three meals and a nap.\He tricked me again. Honestly...\It's that mean monster's fault that I'm so busy.\I should remind him which of us has the greater power here.\I'm already well aware of that, so there's no need. response:	H-How did...
context: I think that'll basically do it...\It comes with three meals and a nap.\It comes with three meals and a nap.\He tricked me again. Honestly...\It's that mean monster's fault that I'm so busy.\I should remind him which of us has the greater power here.\I'm already well aware of that, so there's no need.\H-How did... response:	Elissa let me through.
context: It comes with three meals and a nap.\It comes with three meals and a nap.\He tricked me again. Honestly...\It's that mean monster's fault that I'm so busy.\I should remind him which of us has the greater power here.\I'm already well aware of that, so there's no need.\H-How did...\Elissa let me through. response:	What are you doing here?
context: It comes with three meals and a nap.\He tricked me again. Honestly...\It's that mean monster's fault that I'm so busy.\I should remind him which of us has the greater power here.\I'm already well aware of that, so there's no need.\H-How did...\Elissa let me through.\What are you doing here? response:	For once, you're actually doing some work,
context: He tricked me again. Honestly...\It's that mean monster's fault that I'm so busy.\I should remind him which of us has the greater power here.\I'm already well aware of that, so there's no need.\H-How did...\Elissa let me through.\What are you doing here?\For once, you're actually doing some work, response:	so I thought I'd come to give sympathy.
context: It's that mean monster's fault that I'm so busy.\I should remind him which of us has the greater power here.\I'm already well aware of that, so there's no need.\H-How did...\Elissa let me through.\What are you doing here?\For once, you're actually doing some work,\so I thought I'd come to give sympathy. response:	Whose fault do you think this is?
context: I should remind him which of us has the greater power here.\I'm already well aware of that, so there's no need.\H-How did...\Elissa let me through.\What are you doing here?\For once, you're actually doing some work,\so I thought I'd come to give sympathy.\Whose fault do you think this is? response:	I'm told the Twilight Banquet was your idea.
context: I'm already well aware of that, so there's no need.\H-How did...\Elissa let me through.\What are you doing here?\For once, you're actually doing some work,\so I thought I'd come to give sympathy.\Whose fault do you think this is?\I'm told the Twilight Banquet was your idea. response:	It's my way of thanking the adventurers.
context: H-How did...\Elissa let me through.\What are you doing here?\For once, you're actually doing some work,\so I thought I'd come to give sympathy.\Whose fault do you think this is?\I'm told the Twilight Banquet was your idea.\It's my way of thanking the adventurers. response:	It was smart to use a number of smaller tables,
context: Elissa let me through.\What are you doing here?\For once, you're actually doing some work,\so I thought I'd come to give sympathy.\Whose fault do you think this is?\I'm told the Twilight Banquet was your idea.\It's my way of thanking the adventurers.\It was smart to use a number of smaller tables, response:	rather than a single big one, where people are ordered by rank.
context: What are you doing here?\For once, you're actually doing some work,\so I thought I'd come to give sympathy.\Whose fault do you think this is?\I'm told the Twilight Banquet was your idea.\It's my way of thanking the adventurers.\It was smart to use a number of smaller tables,\rather than a single big one, where people are ordered by rank. response:	Adventurers dislike the nobles' useless formalities.
context: For once, you're actually doing some work,\so I thought I'd come to give sympathy.\Whose fault do you think this is?\I'm told the Twilight Banquet was your idea.\It's my way of thanking the adventurers.\It was smart to use a number of smaller tables,\rather than a single big one, where people are ordered by rank.\Adventurers dislike the nobles' useless formalities. response:	Yes, I think I understand that a little now.
context: so I thought I'd come to give sympathy.\Whose fault do you think this is?\I'm told the Twilight Banquet was your idea.\It's my way of thanking the adventurers.\It was smart to use a number of smaller tables,\rather than a single big one, where people are ordered by rank.\Adventurers dislike the nobles' useless formalities.\Yes, I think I understand that a little now. response:	Glad to hear it.
context: Whose fault do you think this is?\I'm told the Twilight Banquet was your idea.\It's my way of thanking the adventurers.\It was smart to use a number of smaller tables,\rather than a single big one, where people are ordered by rank.\Adventurers dislike the nobles' useless formalities.\Yes, I think I understand that a little now.\Glad to hear it. response:	I thought he'd make sarcastic comments as usual.
context: I'm told the Twilight Banquet was your idea.\It's my way of thanking the adventurers.\It was smart to use a number of smaller tables,\rather than a single big one, where people are ordered by rank.\Adventurers dislike the nobles' useless formalities.\Yes, I think I understand that a little now.\Glad to hear it.\I thought he'd make sarcastic comments as usual. response:	Why did he come here?
context: It's my way of thanking the adventurers.\It was smart to use a number of smaller tables,\rather than a single big one, where people are ordered by rank.\Adventurers dislike the nobles' useless formalities.\Yes, I think I understand that a little now.\Glad to hear it.\I thought he'd make sarcastic comments as usual.\Why did he come here? response:	Trying to figure out what that monster's thinking is a waste of time.
context: It was smart to use a number of smaller tables,\rather than a single big one, where people are ordered by rank.\Adventurers dislike the nobles' useless formalities.\Yes, I think I understand that a little now.\Glad to hear it.\I thought he'd make sarcastic comments as usual.\Why did he come here?\Trying to figure out what that monster's thinking is a waste of time. response:	I'll never understand.
context: rather than a single big one, where people are ordered by rank.\Adventurers dislike the nobles' useless formalities.\Yes, I think I understand that a little now.\Glad to hear it.\I thought he'd make sarcastic comments as usual.\Why did he come here?\Trying to figure out what that monster's thinking is a waste of time.\I'll never understand. response:	Hey, are you sure about this?
context: Adventurers dislike the nobles' useless formalities.\Yes, I think I understand that a little now.\Glad to hear it.\I thought he'd make sarcastic comments as usual.\Why did he come here?\Trying to figure out what that monster's thinking is a waste of time.\I'll never understand.\Hey, are you sure about this? response:	Don't you have your own work to do?
context: Yes, I think I understand that a little now.\Glad to hear it.\I thought he'd make sarcastic comments as usual.\Why did he come here?\Trying to figure out what that monster's thinking is a waste of time.\I'll never understand.\Hey, are you sure about this?\Don't you have your own work to do? response:	I'm free today.
context: Glad to hear it.\I thought he'd make sarcastic comments as usual.\Why did he come here?\Trying to figure out what that monster's thinking is a waste of time.\I'll never understand.\Hey, are you sure about this?\Don't you have your own work to do?\I'm free today. response:	But anyway...
context: I thought he'd make sarcastic comments as usual.\Why did he come here?\Trying to figure out what that monster's thinking is a waste of time.\I'll never understand.\Hey, are you sure about this?\Don't you have your own work to do?\I'm free today.\But anyway... response:	All these forms have completely different sizes and layouts...
context: Why did he come here?\Trying to figure out what that monster's thinking is a waste of time.\I'll never understand.\Hey, are you sure about this?\Don't you have your own work to do?\I'm free today.\But anyway...\All these forms have completely different sizes and layouts... response:	People of the Land have come from all over.
context: Trying to figure out what that monster's thinking is a waste of time.\I'll never understand.\Hey, are you sure about this?\Don't you have your own work to do?\I'm free today.\But anyway...\All these forms have completely different sizes and layouts...\People of the Land have come from all over. response:	I wonder if each territory has its own forms.
context: I'll never understand.\Hey, are you sure about this?\Don't you have your own work to do?\I'm free today.\But anyway...\All these forms have completely different sizes and layouts...\People of the Land have come from all over.\I wonder if each territory has its own forms. response:	I don't know...
context: Hey, are you sure about this?\Don't you have your own work to do?\I'm free today.\But anyway...\All these forms have completely different sizes and layouts...\People of the Land have come from all over.\I wonder if each territory has its own forms.\I don't know... response:	What a pain.
context: Don't you have your own work to do?\I'm free today.\But anyway...\All these forms have completely different sizes and layouts...\People of the Land have come from all over.\I wonder if each territory has its own forms.\I don't know...\What a pain. response:	I'll start by organizing them.
context: I'm free today.\But anyway...\All these forms have completely different sizes and layouts...\People of the Land have come from all over.\I wonder if each territory has its own forms.\I don't know...\What a pain.\I'll start by organizing them. response:	Oh?
context: But anyway...\All these forms have completely different sizes and layouts...\People of the Land have come from all over.\I wonder if each territory has its own forms.\I don't know...\What a pain.\I'll start by organizing them.\Oh? response:	Minori, I didn't know your subclass was scribe.
context: All these forms have completely different sizes and layouts...\People of the Land have come from all over.\I wonder if each territory has its own forms.\I don't know...\What a pain.\I'll start by organizing them.\Oh?\Minori, I didn't know your subclass was scribe. response:	No, it's apprentice.
context: People of the Land have come from all over.\I wonder if each territory has its own forms.\I don't know...\What a pain.\I'll start by organizing them.\Oh?\Minori, I didn't know your subclass was scribe.\No, it's apprentice. response:	Minori Race/ Human Shrine Priest, Lv. 37 Log Horizon
context: I wonder if each territory has its own forms.\I don't know...\What a pain.\I'll start by organizing them.\Oh?\Minori, I didn't know your subclass was scribe.\No, it's apprentice.\Minori Race/ Human Shrine Priest, Lv. 37 Log Horizon response:	Subclass Apprentice, Lv. 21
context: I don't know...\What a pain.\I'll start by organizing them.\Oh?\Minori, I didn't know your subclass was scribe.\No, it's apprentice.\Minori Race/ Human Shrine Priest, Lv. 37 Log Horizon\Subclass Apprentice, Lv. 21 response:	I'd like to ask you about my skills.
context: What a pain.\I'll start by organizing them.\Oh?\Minori, I didn't know your subclass was scribe.\No, it's apprentice.\Minori Race/ Human Shrine Priest, Lv. 37 Log Horizon\Subclass Apprentice, Lv. 21\I'd like to ask you about my skills. response:	You want to change your subclass?
context: I'll start by organizing them.\Oh?\Minori, I didn't know your subclass was scribe.\No, it's apprentice.\Minori Race/ Human Shrine Priest, Lv. 37 Log Horizon\Subclass Apprentice, Lv. 21\I'd like to ask you about my skills.\You want to change your subclass? response:	Yes, but I don't know what to pick.
context: Oh?\Minori, I didn't know your subclass was scribe.\No, it's apprentice.\Minori Race/ Human Shrine Priest, Lv. 37 Log Horizon\Subclass Apprentice, Lv. 21\I'd like to ask you about my skills.\You want to change your subclass?\Yes, but I don't know what to pick. response:	Then what about this?
context: Minori, I didn't know your subclass was scribe.\No, it's apprentice.\Minori Race/ Human Shrine Priest, Lv. 37 Log Horizon\Subclass Apprentice, Lv. 21\I'd like to ask you about my skills.\You want to change your subclass?\Yes, but I don't know what to pick.\Then what about this? response:	There's a subclass called apprentice.
context: No, it's apprentice.\Minori Race/ Human Shrine Priest, Lv. 37 Log Horizon\Subclass Apprentice, Lv. 21\I'd like to ask you about my skills.\You want to change your subclass?\Yes, but I don't know what to pick.\Then what about this?\There's a subclass called apprentice. response:	Apprentice?
context: Minori Race/ Human Shrine Priest, Lv. 37 Log Horizon\Subclass Apprentice, Lv. 21\I'd like to ask you about my skills.\You want to change your subclass?\Yes, but I don't know what to pick.\Then what about this?\There's a subclass called apprentice.\Apprentice? response:	It's exactly what it sounds like...
