context: After all, Shiina Mashiro is... response:	A master painter...
context: Why don't you start by telling me how someone holed up...\in the next room can possibly know that?!\Kanda Sorata : Why don't you start by telling me how someone holed up in the next room can possibly know that?! Akasaka Ryunosuke : What answer is there, other than hacking?\What answer is there, other than hacking?\That's nothing to brag about!\Kanda Sorata : That's nothing to brag about! Akasaka Ryunosuke : I'mma hacking ()\That's even worse!\Kanda Sorata : That's even worse! Akasaka Ryunosuke : So, what do you want to know? response:	What do I need to do to become a game creator?
context: in the next room can possibly know that?!\Kanda Sorata : Why don't you start by telling me how someone holed up in the next room can possibly know that?! Akasaka Ryunosuke : What answer is there, other than hacking?\What answer is there, other than hacking?\That's nothing to brag about!\Kanda Sorata : That's nothing to brag about! Akasaka Ryunosuke : I'mma hacking ()\That's even worse!\Kanda Sorata : That's even worse! Akasaka Ryunosuke : So, what do you want to know?\What do I need to do to become a game creator? response:	Actually,
context: Kanda Sorata : Why don't you start by telling me how someone holed up in the next room can possibly know that?! Akasaka Ryunosuke : What answer is there, other than hacking?\What answer is there, other than hacking?\That's nothing to brag about!\Kanda Sorata : That's nothing to brag about! Akasaka Ryunosuke : I'mma hacking ()\That's even worse!\Kanda Sorata : That's even worse! Akasaka Ryunosuke : So, what do you want to know?\What do I need to do to become a game creator?\Actually, response:	Kanda Sorata : Actually, never mind.
context: What answer is there, other than hacking?\That's nothing to brag about!\Kanda Sorata : That's nothing to brag about! Akasaka Ryunosuke : I'mma hacking ()\That's even worse!\Kanda Sorata : That's even worse! Akasaka Ryunosuke : So, what do you want to know?\What do I need to do to become a game creator?\Actually,\Kanda Sorata : Actually, never mind. response:	Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then.
context: That's nothing to brag about!\Kanda Sorata : That's nothing to brag about! Akasaka Ryunosuke : I'mma hacking ()\That's even worse!\Kanda Sorata : That's even worse! Akasaka Ryunosuke : So, what do you want to know?\What do I need to do to become a game creator?\Actually,\Kanda Sorata : Actually, never mind.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then. response:	Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then. Ryunosuke-sama has logged out.
context: Kanda Sorata : That's nothing to brag about! Akasaka Ryunosuke : I'mma hacking ()\That's even worse!\Kanda Sorata : That's even worse! Akasaka Ryunosuke : So, what do you want to know?\What do I need to do to become a game creator?\Actually,\Kanda Sorata : Actually, never mind.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then. Ryunosuke-sama has logged out. response:	Looking for Owners Please contact Kanda Sorata in Class 2-1 for details.
context: That's even worse!\Kanda Sorata : That's even worse! Akasaka Ryunosuke : So, what do you want to know?\What do I need to do to become a game creator?\Actually,\Kanda Sorata : Actually, never mind.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then. Ryunosuke-sama has logged out.\Looking for Owners Please contact Kanda Sorata in Class 2-1 for details. response:	You're looking for owners, huh?
context: Kanda Sorata : That's even worse! Akasaka Ryunosuke : So, what do you want to know?\What do I need to do to become a game creator?\Actually,\Kanda Sorata : Actually, never mind.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then. Ryunosuke-sama has logged out.\Looking for Owners Please contact Kanda Sorata in Class 2-1 for details.\You're looking for owners, huh? response:	So, you've finally decided to move out.
context: What do I need to do to become a game creator?\Actually,\Kanda Sorata : Actually, never mind.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then. Ryunosuke-sama has logged out.\Looking for Owners Please contact Kanda Sorata in Class 2-1 for details.\You're looking for owners, huh?\So, you've finally decided to move out. response:	What do you mean, finally?
context: Actually,\Kanda Sorata : Actually, never mind.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then. Ryunosuke-sama has logged out.\Looking for Owners Please contact Kanda Sorata in Class 2-1 for details.\You're looking for owners, huh?\So, you've finally decided to move out.\What do you mean, finally? response:	Give me some. I'll go put them up over there.
context: Kanda Sorata : Actually, never mind.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then. Ryunosuke-sama has logged out.\Looking for Owners Please contact Kanda Sorata in Class 2-1 for details.\You're looking for owners, huh?\So, you've finally decided to move out.\What do you mean, finally?\Give me some. I'll go put them up over there. response:	Oh, it's fine.
context: Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then.\Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then. Ryunosuke-sama has logged out.\Looking for Owners Please contact Kanda Sorata in Class 2-1 for details.\You're looking for owners, huh?\So, you've finally decided to move out.\What do you mean, finally?\Give me some. I'll go put them up over there.\Oh, it's fine. response:	I want to help you.
context: Kanda Sorata : Actually, never mind. Akasaka Ryunosuke : I see. I'm logging off then. Ryunosuke-sama has logged out.\Looking for Owners Please contact Kanda Sorata in Class 2-1 for details.\You're looking for owners, huh?\So, you've finally decided to move out.\What do you mean, finally?\Give me some. I'll go put them up over there.\Oh, it's fine.\I want to help you. response:	Did something good happen to Aoyama?
context: Looking for Owners Please contact Kanda Sorata in Class 2-1 for details.\You're looking for owners, huh?\So, you've finally decided to move out.\What do you mean, finally?\Give me some. I'll go put them up over there.\Oh, it's fine.\I want to help you.\Did something good happen to Aoyama? response:	Must have.
context: You're looking for owners, huh?\So, you've finally decided to move out.\What do you mean, finally?\Give me some. I'll go put them up over there.\Oh, it's fine.\I want to help you.\Did something good happen to Aoyama?\Must have. response:	I'll go ask the Swimming Club if they want some cats.
context: So, you've finally decided to move out.\What do you mean, finally?\Give me some. I'll go put them up over there.\Oh, it's fine.\I want to help you.\Did something good happen to Aoyama?\Must have.\I'll go ask the Swimming Club if they want some cats. response:	Oh, thanks.
context: What do you mean, finally?\Give me some. I'll go put them up over there.\Oh, it's fine.\I want to help you.\Did something good happen to Aoyama?\Must have.\I'll go ask the Swimming Club if they want some cats.\Oh, thanks. response:	Well, then...
context: Give me some. I'll go put them up over there.\Oh, it's fine.\I want to help you.\Did something good happen to Aoyama?\Must have.\I'll go ask the Swimming Club if they want some cats.\Oh, thanks.\Well, then... response:	Kanda-kun.
context: Oh, it's fine.\I want to help you.\Did something good happen to Aoyama?\Must have.\I'll go ask the Swimming Club if they want some cats.\Oh, thanks.\Well, then...\Kanda-kun. response:	Are you finished already?
context: I want to help you.\Did something good happen to Aoyama?\Must have.\I'll go ask the Swimming Club if they want some cats.\Oh, thanks.\Well, then...\Kanda-kun.\Are you finished already? response:	I found someone who wants to take the cats, but...
context: Did something good happen to Aoyama?\Must have.\I'll go ask the Swimming Club if they want some cats.\Oh, thanks.\Well, then...\Kanda-kun.\Are you finished already?\I found someone who wants to take the cats, but... response:	Don't tell me...
context: Must have.\I'll go ask the Swimming Club if they want some cats.\Oh, thanks.\Well, then...\Kanda-kun.\Are you finished already?\I found someone who wants to take the cats, but...\Don't tell me... response:	I'll be the cats' owner.
context: I'll go ask the Swimming Club if they want some cats.\Oh, thanks.\Well, then...\Kanda-kun.\Are you finished already?\I found someone who wants to take the cats, but...\Don't tell me...\I'll be the cats' owner. response:	You're the one who needs an owner!
context: Oh, thanks.\Well, then...\Kanda-kun.\Are you finished already?\I found someone who wants to take the cats, but...\Don't tell me...\I'll be the cats' owner.\You're the one who needs an owner! response:	K-Kanda-kun, what do you mean by owner?
context: Well, then...\Kanda-kun.\Are you finished already?\I found someone who wants to take the cats, but...\Don't tell me...\I'll be the cats' owner.\You're the one who needs an owner!\K-Kanda-kun, what do you mean by owner? response:	I mean Shiina needs someone to take care of her...
context: Kanda-kun.\Are you finished already?\I found someone who wants to take the cats, but...\Don't tell me...\I'll be the cats' owner.\You're the one who needs an owner!\K-Kanda-kun, what do you mean by owner?\I mean Shiina needs someone to take care of her... response:	because she's not used to attending a Japanese high school yet!
context: Are you finished already?\I found someone who wants to take the cats, but...\Don't tell me...\I'll be the cats' owner.\You're the one who needs an owner!\K-Kanda-kun, what do you mean by owner?\I mean Shiina needs someone to take care of her...\because she's not used to attending a Japanese high school yet! response:	Then, Sorata...
context: I found someone who wants to take the cats, but...\Don't tell me...\I'll be the cats' owner.\You're the one who needs an owner!\K-Kanda-kun, what do you mean by owner?\I mean Shiina needs someone to take care of her...\because she's not used to attending a Japanese high school yet!\Then, Sorata... response:	Wh-What now?
context: Don't tell me...\I'll be the cats' owner.\You're the one who needs an owner!\K-Kanda-kun, what do you mean by owner?\I mean Shiina needs someone to take care of her...\because she's not used to attending a Japanese high school yet!\Then, Sorata...\Wh-What now? response:	Go out with me.
context: I'll be the cats' owner.\You're the one who needs an owner!\K-Kanda-kun, what do you mean by owner?\I mean Shiina needs someone to take care of her...\because she's not used to attending a Japanese high school yet!\Then, Sorata...\Wh-What now?\Go out with me. response:	What?!
context: You're the one who needs an owner!\K-Kanda-kun, what do you mean by owner?\I mean Shiina needs someone to take care of her...\because she's not used to attending a Japanese high school yet!\Then, Sorata...\Wh-What now?\Go out with me.\What?! response:	H-How can you confess your feelings to him so easily?
context: K-Kanda-kun, what do you mean by owner?\I mean Shiina needs someone to take care of her...\because she's not used to attending a Japanese high school yet!\Then, Sorata...\Wh-What now?\Go out with me.\What?!\H-How can you confess your feelings to him so easily? response:	There's somewhere I want to go this Sunday.
context: I mean Shiina needs someone to take care of her...\because she's not used to attending a Japanese high school yet!\Then, Sorata...\Wh-What now?\Go out with me.\What?!\H-How can you confess your feelings to him so easily?\There's somewhere I want to go this Sunday. response:	O-Oh, that's what you meant...
context: because she's not used to attending a Japanese high school yet!\Then, Sorata...\Wh-What now?\Go out with me.\What?!\H-How can you confess your feelings to him so easily?\There's somewhere I want to go this Sunday.\O-Oh, that's what you meant... response:	W-Wait, a date?
context: Then, Sorata...\Wh-What now?\Go out with me.\What?!\H-How can you confess your feelings to him so easily?\There's somewhere I want to go this Sunday.\O-Oh, that's what you meant...\W-Wait, a date? response:	I'm busy looking for an owner.
context: Wh-What now?\Go out with me.\What?!\H-How can you confess your feelings to him so easily?\There's somewhere I want to go this Sunday.\O-Oh, that's what you meant...\W-Wait, a date?\I'm busy looking for an owner. response:	Ask Jin-san.
context: Go out with me.\What?!\H-How can you confess your feelings to him so easily?\There's somewhere I want to go this Sunday.\O-Oh, that's what you meant...\W-Wait, a date?\I'm busy looking for an owner.\Ask Jin-san. response:	Okay.
context: What?!\H-How can you confess your feelings to him so easily?\There's somewhere I want to go this Sunday.\O-Oh, that's what you meant...\W-Wait, a date?\I'm busy looking for an owner.\Ask Jin-san.\Okay. response:	H-Hey, Kanda-kun, are you sure about that?
context: H-How can you confess your feelings to him so easily?\There's somewhere I want to go this Sunday.\O-Oh, that's what you meant...\W-Wait, a date?\I'm busy looking for an owner.\Ask Jin-san.\Okay.\H-Hey, Kanda-kun, are you sure about that? response:	Nothing to be sure about.
context: There's somewhere I want to go this Sunday.\O-Oh, that's what you meant...\W-Wait, a date?\I'm busy looking for an owner.\Ask Jin-san.\Okay.\H-Hey, Kanda-kun, are you sure about that?\Nothing to be sure about. response:	It's got nothing to do with me.
context: O-Oh, that's what you meant...\W-Wait, a date?\I'm busy looking for an owner.\Ask Jin-san.\Okay.\H-Hey, Kanda-kun, are you sure about that?\Nothing to be sure about.\It's got nothing to do with me. response:	Emergency! Emergency!
context: W-Wait, a date?\I'm busy looking for an owner.\Ask Jin-san.\Okay.\H-Hey, Kanda-kun, are you sure about that?\Nothing to be sure about.\It's got nothing to do with me.\Emergency! Emergency! response:	It's an emergency!
context: I'm busy looking for an owner.\Ask Jin-san.\Okay.\H-Hey, Kanda-kun, are you sure about that?\Nothing to be sure about.\It's got nothing to do with me.\Emergency! Emergency!\It's an emergency! response:	Come on, kouhai-kun, get changed!
context: Ask Jin-san.\Okay.\H-Hey, Kanda-kun, are you sure about that?\Nothing to be sure about.\It's got nothing to do with me.\Emergency! Emergency!\It's an emergency!\Come on, kouhai-kun, get changed! response:	M-My underwear! Something's going to pop out!
context: Okay.\H-Hey, Kanda-kun, are you sure about that?\Nothing to be sure about.\It's got nothing to do with me.\Emergency! Emergency!\It's an emergency!\Come on, kouhai-kun, get changed!\M-My underwear! Something's going to pop out! response:	I don't mind!
context: H-Hey, Kanda-kun, are you sure about that?\Nothing to be sure about.\It's got nothing to do with me.\Emergency! Emergency!\It's an emergency!\Come on, kouhai-kun, get changed!\M-My underwear! Something's going to pop out!\I don't mind! response:	I mind a lot!
context: Nothing to be sure about.\It's got nothing to do with me.\Emergency! Emergency!\It's an emergency!\Come on, kouhai-kun, get changed!\M-My underwear! Something's going to pop out!\I don't mind!\I mind a lot! response:	You pervert.
context: It's got nothing to do with me.\Emergency! Emergency!\It's an emergency!\Come on, kouhai-kun, get changed!\M-My underwear! Something's going to pop out!\I don't mind!\I mind a lot!\You pervert. response:	Whose fault is this?!
context: Emergency! Emergency!\It's an emergency!\Come on, kouhai-kun, get changed!\M-My underwear! Something's going to pop out!\I don't mind!\I mind a lot!\You pervert.\Whose fault is this?! response:	What's all this ruckus on a Sunday?
context: It's an emergency!\Come on, kouhai-kun, get changed!\M-My underwear! Something's going to pop out!\I don't mind!\I mind a lot!\You pervert.\Whose fault is this?!\What's all this ruckus on a Sunday? response:	Mashiron and Jin are going on a date!
context: Come on, kouhai-kun, get changed!\M-My underwear! Something's going to pop out!\I don't mind!\I mind a lot!\You pervert.\Whose fault is this?!\What's all this ruckus on a Sunday?\Mashiron and Jin are going on a date! response:	Who cares if they go on a date?
context: M-My underwear! Something's going to pop out!\I don't mind!\I mind a lot!\You pervert.\Whose fault is this?!\What's all this ruckus on a Sunday?\Mashiron and Jin are going on a date!\Who cares if they go on a date? response:	They said they're going to a love hotel!
context: I don't mind!\I mind a lot!\You pervert.\Whose fault is this?!\What's all this ruckus on a Sunday?\Mashiron and Jin are going on a date!\Who cares if they go on a date?\They said they're going to a love hotel! response:	A l-love hotel?!
context: I mind a lot!\You pervert.\Whose fault is this?!\What's all this ruckus on a Sunday?\Mashiron and Jin are going on a date!\Who cares if they go on a date?\They said they're going to a love hotel!\A l-love hotel?! response:	A hotel for couples?! A love hotel?!
context: You pervert.\Whose fault is this?!\What's all this ruckus on a Sunday?\Mashiron and Jin are going on a date!\Who cares if they go on a date?\They said they're going to a love hotel!\A l-love hotel?!\A hotel for couples?! A love hotel?! response:	Yes! One of those love hotels!
context: Whose fault is this?!\What's all this ruckus on a Sunday?\Mashiron and Jin are going on a date!\Who cares if they go on a date?\They said they're going to a love hotel!\A l-love hotel?!\A hotel for couples?! A love hotel?!\Yes! One of those love hotels! response:	Don't you care if Mashiron cheats on you?
context: What's all this ruckus on a Sunday?\Mashiron and Jin are going on a date!\Who cares if they go on a date?\They said they're going to a love hotel!\A l-love hotel?!\A hotel for couples?! A love hotel?!\Yes! One of those love hotels!\Don't you care if Mashiron cheats on you? response:	Well...
context: Mashiron and Jin are going on a date!\Who cares if they go on a date?\They said they're going to a love hotel!\A l-love hotel?!\A hotel for couples?! A love hotel?!\Yes! One of those love hotels!\Don't you care if Mashiron cheats on you?\Well... response:	I'm sure they just went to get material for her manga.
context: Who cares if they go on a date?\They said they're going to a love hotel!\A l-love hotel?!\A hotel for couples?! A love hotel?!\Yes! One of those love hotels!\Don't you care if Mashiron cheats on you?\Well...\I'm sure they just went to get material for her manga. response:	Why are you guys making such a big fuss?
context: They said they're going to a love hotel!\A l-love hotel?!\A hotel for couples?! A love hotel?!\Yes! One of those love hotels!\Don't you care if Mashiron cheats on you?\Well...\I'm sure they just went to get material for her manga.\Why are you guys making such a big fuss? response:	Do you really believe that playboy Jin-san would go...
context: A l-love hotel?!\A hotel for couples?! A love hotel?!\Yes! One of those love hotels!\Don't you care if Mashiron cheats on you?\Well...\I'm sure they just went to get material for her manga.\Why are you guys making such a big fuss?\Do you really believe that playboy Jin-san would go... response:	all the way to a love hotel and not try anything?
context: A hotel for couples?! A love hotel?!\Yes! One of those love hotels!\Don't you care if Mashiron cheats on you?\Well...\I'm sure they just went to get material for her manga.\Why are you guys making such a big fuss?\Do you really believe that playboy Jin-san would go...\all the way to a love hotel and not try anything? response:	Well, it's pretty certain Mitaka will do something.
context: Yes! One of those love hotels!\Don't you care if Mashiron cheats on you?\Well...\I'm sure they just went to get material for her manga.\Why are you guys making such a big fuss?\Do you really believe that playboy Jin-san would go...\all the way to a love hotel and not try anything?\Well, it's pretty certain Mitaka will do something. response:	I know, right? It's as certain as...
context: Don't you care if Mashiron cheats on you?\Well...\I'm sure they just went to get material for her manga.\Why are you guys making such a big fuss?\Do you really believe that playboy Jin-san would go...\all the way to a love hotel and not try anything?\Well, it's pretty certain Mitaka will do something.\I know, right? It's as certain as... response:	the bullet train's arrival schedule!
context: Well...\I'm sure they just went to get material for her manga.\Why are you guys making such a big fuss?\Do you really believe that playboy Jin-san would go...\all the way to a love hotel and not try anything?\Well, it's pretty certain Mitaka will do something.\I know, right? It's as certain as...\the bullet train's arrival schedule! response:	Kouhai-kun, get dressed and meet me at the front door!
context: I'm sure they just went to get material for her manga.\Why are you guys making such a big fuss?\Do you really believe that playboy Jin-san would go...\all the way to a love hotel and not try anything?\Well, it's pretty certain Mitaka will do something.\I know, right? It's as certain as...\the bullet train's arrival schedule!\Kouhai-kun, get dressed and meet me at the front door! response:	I'll be there in 60 seconds!
context: Why are you guys making such a big fuss?\Do you really believe that playboy Jin-san would go...\all the way to a love hotel and not try anything?\Well, it's pretty certain Mitaka will do something.\I know, right? It's as certain as...\the bullet train's arrival schedule!\Kouhai-kun, get dressed and meet me at the front door!\I'll be there in 60 seconds! response:	Make it 30!
context: Do you really believe that playboy Jin-san would go...\all the way to a love hotel and not try anything?\Well, it's pretty certain Mitaka will do something.\I know, right? It's as certain as...\the bullet train's arrival schedule!\Kouhai-kun, get dressed and meet me at the front door!\I'll be there in 60 seconds!\Make it 30! response:	Roger!
context: all the way to a love hotel and not try anything?\Well, it's pretty certain Mitaka will do something.\I know, right? It's as certain as...\the bullet train's arrival schedule!\Kouhai-kun, get dressed and meet me at the front door!\I'll be there in 60 seconds!\Make it 30!\Roger! response:	I wonder if we'll be celebrating tonight.
context: Well, it's pretty certain Mitaka will do something.\I know, right? It's as certain as...\the bullet train's arrival schedule!\Kouhai-kun, get dressed and meet me at the front door!\I'll be there in 60 seconds!\Make it 30!\Roger!\I wonder if we'll be celebrating tonight. response:	Keep the change!
context: I know, right? It's as certain as...\the bullet train's arrival schedule!\Kouhai-kun, get dressed and meet me at the front door!\I'll be there in 60 seconds!\Make it 30!\Roger!\I wonder if we'll be celebrating tonight.\Keep the change! response:	Wait up, Senpai!
context: the bullet train's arrival schedule!\Kouhai-kun, get dressed and meet me at the front door!\I'll be there in 60 seconds!\Make it 30!\Roger!\I wonder if we'll be celebrating tonight.\Keep the change!\Wait up, Senpai! response:	You're too slow, kouhai-kun!
context: Kouhai-kun, get dressed and meet me at the front door!\I'll be there in 60 seconds!\Make it 30!\Roger!\I wonder if we'll be celebrating tonight.\Keep the change!\Wait up, Senpai!\You're too slow, kouhai-kun! response:	Disengage your limiter!
context: I'll be there in 60 seconds!\Make it 30!\Roger!\I wonder if we'll be celebrating tonight.\Keep the change!\Wait up, Senpai!\You're too slow, kouhai-kun!\Disengage your limiter! response:	Take the weights off your arms!
context: Make it 30!\Roger!\I wonder if we'll be celebrating tonight.\Keep the change!\Wait up, Senpai!\You're too slow, kouhai-kun!\Disengage your limiter!\Take the weights off your arms! response:	What am I training for?
context: Roger!\I wonder if we'll be celebrating tonight.\Keep the change!\Wait up, Senpai!\You're too slow, kouhai-kun!\Disengage your limiter!\Take the weights off your arms!\What am I training for? response:	I'm going as fast as I can...
context: I wonder if we'll be celebrating tonight.\Keep the change!\Wait up, Senpai!\You're too slow, kouhai-kun!\Disengage your limiter!\Take the weights off your arms!\What am I training for?\I'm going as fast as I can... response:	I still have three more stages of transformation!
context: Keep the change!\Wait up, Senpai!\You're too slow, kouhai-kun!\Disengage your limiter!\Take the weights off your arms!\What am I training for?\I'm going as fast as I can...\I still have three more stages of transformation! response:	This is why earthlings are no good!
context: Wait up, Senpai!\You're too slow, kouhai-kun!\Disengage your limiter!\Take the weights off your arms!\What am I training for?\I'm going as fast as I can...\I still have three more stages of transformation!\This is why earthlings are no good! response:	So, you really are an alien.
context: You're too slow, kouhai-kun!\Disengage your limiter!\Take the weights off your arms!\What am I training for?\I'm going as fast as I can...\I still have three more stages of transformation!\This is why earthlings are no good!\So, you really are an alien. response:	Let's go!
context: Disengage your limiter!\Take the weights off your arms!\What am I training for?\I'm going as fast as I can...\I still have three more stages of transformation!\This is why earthlings are no good!\So, you really are an alien.\Let's go! response:	Senpai, wait.
context: Take the weights off your arms!\What am I training for?\I'm going as fast as I can...\I still have three more stages of transformation!\This is why earthlings are no good!\So, you really are an alien.\Let's go!\Senpai, wait. response:	They're nearby, so let's be careful.
context: What am I training for?\I'm going as fast as I can...\I still have three more stages of transformation!\This is why earthlings are no good!\So, you really are an alien.\Let's go!\Senpai, wait.\They're nearby, so let's be careful. response:	Shiina Mashiro
context: I'm going as fast as I can...\I still have three more stages of transformation!\This is why earthlings are no good!\So, you really are an alien.\Let's go!\Senpai, wait.\They're nearby, so let's be careful.\Shiina Mashiro response:	Leave the stalking to me.
context: I still have three more stages of transformation!\This is why earthlings are no good!\So, you really are an alien.\Let's go!\Senpai, wait.\They're nearby, so let's be careful.\Shiina Mashiro\Leave the stalking to me. response:	Leave the stalking to me.
context: This is why earthlings are no good!\So, you really are an alien.\Let's go!\Senpai, wait.\They're nearby, so let's be careful.\Shiina Mashiro\Leave the stalking to me.\Leave the stalking to me. response:	Kouhai-kun, where are they?
context: So, you really are an alien.\Let's go!\Senpai, wait.\They're nearby, so let's be careful.\Shiina Mashiro\Leave the stalking to me.\Leave the stalking to me.\Kouhai-kun, where are they? response:	10 meters to Mashiro-sama.
context: Let's go!\Senpai, wait.\They're nearby, so let's be careful.\Shiina Mashiro\Leave the stalking to me.\Leave the stalking to me.\Kouhai-kun, where are they?\10 meters to Mashiro-sama. response:	10 meters to Mashiro-sama!
context: Senpai, wait.\They're nearby, so let's be careful.\Shiina Mashiro\Leave the stalking to me.\Leave the stalking to me.\Kouhai-kun, where are they?\10 meters to Mashiro-sama.\10 meters to Mashiro-sama! response:	Locked on!
context: They're nearby, so let's be careful.\Shiina Mashiro\Leave the stalking to me.\Leave the stalking to me.\Kouhai-kun, where are they?\10 meters to Mashiro-sama.\10 meters to Mashiro-sama!\Locked on! response:	There they are!
context: Shiina Mashiro\Leave the stalking to me.\Leave the stalking to me.\Kouhai-kun, where are they?\10 meters to Mashiro-sama.\10 meters to Mashiro-sama!\Locked on!\There they are! response:	Kouhai-kun, is this how they're getting their material?
context: Leave the stalking to me.\Leave the stalking to me.\Kouhai-kun, where are they?\10 meters to Mashiro-sama.\10 meters to Mashiro-sama!\Locked on!\There they are!\Kouhai-kun, is this how they're getting their material? response:	It looks like a date.
context: Leave the stalking to me.\Kouhai-kun, where are they?\10 meters to Mashiro-sama.\10 meters to Mashiro-sama!\Locked on!\There they are!\Kouhai-kun, is this how they're getting their material?\It looks like a date. response:	Kouhai-kun, that's because you're not paying attention,
context: Kouhai-kun, where are they?\10 meters to Mashiro-sama.\10 meters to Mashiro-sama!\Locked on!\There they are!\Kouhai-kun, is this how they're getting their material?\It looks like a date.\Kouhai-kun, that's because you're not paying attention, response:	you weakling!
context: 10 meters to Mashiro-sama.\10 meters to Mashiro-sama!\Locked on!\There they are!\Kouhai-kun, is this how they're getting their material?\It looks like a date.\Kouhai-kun, that's because you're not paying attention,\you weakling! response:	You weakling!
context: 10 meters to Mashiro-sama!\Locked on!\There they are!\Kouhai-kun, is this how they're getting their material?\It looks like a date.\Kouhai-kun, that's because you're not paying attention,\you weakling!\You weakling! response:	Why did you say that twice?!
context: Locked on!\There they are!\Kouhai-kun, is this how they're getting their material?\It looks like a date.\Kouhai-kun, that's because you're not paying attention,\you weakling!\You weakling!\Why did you say that twice?! response:	Kouhai-kun, I can't take any more!
context: There they are!\Kouhai-kun, is this how they're getting their material?\It looks like a date.\Kouhai-kun, that's because you're not paying attention,\you weakling!\You weakling!\Why did you say that twice?!\Kouhai-kun, I can't take any more! response:	Stop that. You're going to make me hurl...
context: Kouhai-kun, is this how they're getting their material?\It looks like a date.\Kouhai-kun, that's because you're not paying attention,\you weakling!\You weakling!\Why did you say that twice?!\Kouhai-kun, I can't take any more!\Stop that. You're going to make me hurl... response:	But! But! I can't help myself!
context: It looks like a date.\Kouhai-kun, that's because you're not paying attention,\you weakling!\You weakling!\Why did you say that twice?!\Kouhai-kun, I can't take any more!\Stop that. You're going to make me hurl...\But! But! I can't help myself! response:	My overwhelming feelings are about to bubble over!
context: Kouhai-kun, that's because you're not paying attention,\you weakling!\You weakling!\Why did you say that twice?!\Kouhai-kun, I can't take any more!\Stop that. You're going to make me hurl...\But! But! I can't help myself!\My overwhelming feelings are about to bubble over! response:	What are we going to do if they notice us?
context: you weakling!\You weakling!\Why did you say that twice?!\Kouhai-kun, I can't take any more!\Stop that. You're going to make me hurl...\But! But! I can't help myself!\My overwhelming feelings are about to bubble over!\What are we going to do if they notice us? response:	We'll pretend we just happened to run into them!
context: You weakling!\Why did you say that twice?!\Kouhai-kun, I can't take any more!\Stop that. You're going to make me hurl...\But! But! I can't help myself!\My overwhelming feelings are about to bubble over!\What are we going to do if they notice us?\We'll pretend we just happened to run into them! response:	That's not much of a plan!
context: Why did you say that twice?!\Kouhai-kun, I can't take any more!\Stop that. You're going to make me hurl...\But! But! I can't help myself!\My overwhelming feelings are about to bubble over!\What are we going to do if they notice us?\We'll pretend we just happened to run into them!\That's not much of a plan! response:	Senpai!
context: Kouhai-kun, I can't take any more!\Stop that. You're going to make me hurl...\But! But! I can't help myself!\My overwhelming feelings are about to bubble over!\What are we going to do if they notice us?\We'll pretend we just happened to run into them!\That's not much of a plan!\Senpai! response:	What are you doing, Kanda-kun?
context: Stop that. You're going to make me hurl...\But! But! I can't help myself!\My overwhelming feelings are about to bubble over!\What are we going to do if they notice us?\We'll pretend we just happened to run into them!\That's not much of a plan!\Senpai!\What are you doing, Kanda-kun? response:	A-Aoyama, what are you...
context: But! But! I can't help myself!\My overwhelming feelings are about to bubble over!\What are we going to do if they notice us?\We'll pretend we just happened to run into them!\That's not much of a plan!\Senpai!\What are you doing, Kanda-kun?\A-Aoyama, what are you... response:	I work here on Sundays, after going to training school.
context: My overwhelming feelings are about to bubble over!\What are we going to do if they notice us?\We'll pretend we just happened to run into them!\That's not much of a plan!\Senpai!\What are you doing, Kanda-kun?\A-Aoyama, what are you...\I work here on Sundays, after going to training school. response:	Really? As amazing as always.
context: What are we going to do if they notice us?\We'll pretend we just happened to run into them!\That's not much of a plan!\Senpai!\What are you doing, Kanda-kun?\A-Aoyama, what are you...\I work here on Sundays, after going to training school.\Really? As amazing as always. response:	That's it, Nanamin!
context: We'll pretend we just happened to run into them!\That's not much of a plan!\Senpai!\What are you doing, Kanda-kun?\A-Aoyama, what are you...\I work here on Sundays, after going to training school.\Really? As amazing as always.\That's it, Nanamin! response:	You look wonderful in your uniform!
