context: Who are you? response:	Like you, I despise Inuyasha.
context: but he slowly healed and was able to speak.\However...\His true self...\Hey kid...\I'm Kaede.\Your sister has something called the Sacred Jewel.\How do you know about that?\All bad men are after it. response:	You, too?
context: However...\His true self...\Hey kid...\I'm Kaede.\Your sister has something called the Sacred Jewel.\How do you know about that?\All bad men are after it.\You, too? response:	I understand that the more evil this Jewel absorbs...
context: His true self...\Hey kid...\I'm Kaede.\Your sister has something called the Sacred Jewel.\How do you know about that?\All bad men are after it.\You, too?\I understand that the more evil this Jewel absorbs... response:	the more evil it becomes.
context: Hey kid...\I'm Kaede.\Your sister has something called the Sacred Jewel.\How do you know about that?\All bad men are after it.\You, too?\I understand that the more evil this Jewel absorbs...\the more evil it becomes. response:	How nice...
context: I'm Kaede.\Your sister has something called the Sacred Jewel.\How do you know about that?\All bad men are after it.\You, too?\I understand that the more evil this Jewel absorbs...\the more evil it becomes.\How nice... response:	My sister has it under control. It will not go bad.
context: Your sister has something called the Sacred Jewel.\How do you know about that?\All bad men are after it.\You, too?\I understand that the more evil this Jewel absorbs...\the more evil it becomes.\How nice...\My sister has it under control. It will not go bad. response:	Kikyo is always so smug.
context: How do you know about that?\All bad men are after it.\You, too?\I understand that the more evil this Jewel absorbs...\the more evil it becomes.\How nice...\My sister has it under control. It will not go bad.\Kikyo is always so smug. response:	I'd like to see her worried and scared.
context: All bad men are after it.\You, too?\I understand that the more evil this Jewel absorbs...\the more evil it becomes.\How nice...\My sister has it under control. It will not go bad.\Kikyo is always so smug.\I'd like to see her worried and scared. response:	Now that would give me a rush.
context: You, too?\I understand that the more evil this Jewel absorbs...\the more evil it becomes.\How nice...\My sister has it under control. It will not go bad.\Kikyo is always so smug.\I'd like to see her worried and scared.\Now that would give me a rush. response:	I see...
context: I understand that the more evil this Jewel absorbs...\the more evil it becomes.\How nice...\My sister has it under control. It will not go bad.\Kikyo is always so smug.\I'd like to see her worried and scared.\Now that would give me a rush.\I see... response:	So Onigumo said that?
context: the more evil it becomes.\How nice...\My sister has it under control. It will not go bad.\Kikyo is always so smug.\I'd like to see her worried and scared.\Now that would give me a rush.\I see...\So Onigumo said that? response:	Sister, I don't like him.
context: How nice...\My sister has it under control. It will not go bad.\Kikyo is always so smug.\I'd like to see her worried and scared.\Now that would give me a rush.\I see...\So Onigumo said that?\Sister, I don't like him. response:	Forgive him.
context: My sister has it under control. It will not go bad.\Kikyo is always so smug.\I'd like to see her worried and scared.\Now that would give me a rush.\I see...\So Onigumo said that?\Sister, I don't like him.\Forgive him. response:	He will probably never be able to move from there.
context: Kikyo is always so smug.\I'd like to see her worried and scared.\Now that would give me a rush.\I see...\So Onigumo said that?\Sister, I don't like him.\Forgive him.\He will probably never be able to move from there. response:	Shortly thereafter...
context: I'd like to see her worried and scared.\Now that would give me a rush.\I see...\So Onigumo said that?\Sister, I don't like him.\Forgive him.\He will probably never be able to move from there.\Shortly thereafter... response:	Sister sealed you to the tree and died.
context: Now that would give me a rush.\I see...\So Onigumo said that?\Sister, I don't like him.\Forgive him.\He will probably never be able to move from there.\Shortly thereafter...\Sister sealed you to the tree and died. response:	Several days later when I went there...
context: I see...\So Onigumo said that?\Sister, I don't like him.\Forgive him.\He will probably never be able to move from there.\Shortly thereafter...\Sister sealed you to the tree and died.\Several days later when I went there... response:	the cave was burned down.
context: So Onigumo said that?\Sister, I don't like him.\Forgive him.\He will probably never be able to move from there.\Shortly thereafter...\Sister sealed you to the tree and died.\Several days later when I went there...\the cave was burned down. response:	The flames must have been huge...
context: Sister, I don't like him.\Forgive him.\He will probably never be able to move from there.\Shortly thereafter...\Sister sealed you to the tree and died.\Several days later when I went there...\the cave was burned down.\The flames must have been huge... response:	Onigumo was unable to escape...
context: Forgive him.\He will probably never be able to move from there.\Shortly thereafter...\Sister sealed you to the tree and died.\Several days later when I went there...\the cave was burned down.\The flames must have been huge...\Onigumo was unable to escape... response:	and perished... leaving no bones... not a sign.
context: He will probably never be able to move from there.\Shortly thereafter...\Sister sealed you to the tree and died.\Several days later when I went there...\the cave was burned down.\The flames must have been huge...\Onigumo was unable to escape...\and perished... leaving no bones... not a sign. response:	Or so I thought.
context: Shortly thereafter...\Sister sealed you to the tree and died.\Several days later when I went there...\the cave was burned down.\The flames must have been huge...\Onigumo was unable to escape...\and perished... leaving no bones... not a sign.\Or so I thought. response:	C'mon, Old Woman! Wasn't he human?
context: Sister sealed you to the tree and died.\Several days later when I went there...\the cave was burned down.\The flames must have been huge...\Onigumo was unable to escape...\and perished... leaving no bones... not a sign.\Or so I thought.\C'mon, Old Woman! Wasn't he human? response:	The Naraku I seek is a demon!
context: Several days later when I went there...\the cave was burned down.\The flames must have been huge...\Onigumo was unable to escape...\and perished... leaving no bones... not a sign.\Or so I thought.\C'mon, Old Woman! Wasn't he human?\The Naraku I seek is a demon! response:	Absolutely.
context: the cave was burned down.\The flames must have been huge...\Onigumo was unable to escape...\and perished... leaving no bones... not a sign.\Or so I thought.\C'mon, Old Woman! Wasn't he human?\The Naraku I seek is a demon!\Absolutely. response:	No matter how weak and evil, he was still human.
context: The flames must have been huge...\Onigumo was unable to escape...\and perished... leaving no bones... not a sign.\Or so I thought.\C'mon, Old Woman! Wasn't he human?\The Naraku I seek is a demon!\Absolutely.\No matter how weak and evil, he was still human. response:	No mistake about that.
context: Onigumo was unable to escape...\and perished... leaving no bones... not a sign.\Or so I thought.\C'mon, Old Woman! Wasn't he human?\The Naraku I seek is a demon!\Absolutely.\No matter how weak and evil, he was still human.\No mistake about that. response:	Shall we go inside this cave?
context: and perished... leaving no bones... not a sign.\Or so I thought.\C'mon, Old Woman! Wasn't he human?\The Naraku I seek is a demon!\Absolutely.\No matter how weak and evil, he was still human.\No mistake about that.\Shall we go inside this cave? response:	It won't budge!
context: Or so I thought.\C'mon, Old Woman! Wasn't he human?\The Naraku I seek is a demon!\Absolutely.\No matter how weak and evil, he was still human.\No mistake about that.\Shall we go inside this cave?\It won't budge! response:	Unless the well is fixed, Kagome can't return.
context: C'mon, Old Woman! Wasn't he human?\The Naraku I seek is a demon!\Absolutely.\No matter how weak and evil, he was still human.\No mistake about that.\Shall we go inside this cave?\It won't budge!\Unless the well is fixed, Kagome can't return. response:	Will I ever see her again?
context: The Naraku I seek is a demon!\Absolutely.\No matter how weak and evil, he was still human.\No mistake about that.\Shall we go inside this cave?\It won't budge!\Unless the well is fixed, Kagome can't return.\Will I ever see her again? response:	When she's around, I can't fight the way I want!
context: Absolutely.\No matter how weak and evil, he was still human.\No mistake about that.\Shall we go inside this cave?\It won't budge!\Unless the well is fixed, Kagome can't return.\Will I ever see her again?\When she's around, I can't fight the way I want! response:	He's so willful!
context: No matter how weak and evil, he was still human.\No mistake about that.\Shall we go inside this cave?\It won't budge!\Unless the well is fixed, Kagome can't return.\Will I ever see her again?\When she's around, I can't fight the way I want!\He's so willful! response:	I'll never speak to Inuyasha ever again!
context: No mistake about that.\Shall we go inside this cave?\It won't budge!\Unless the well is fixed, Kagome can't return.\Will I ever see her again?\When she's around, I can't fight the way I want!\He's so willful!\I'll never speak to Inuyasha ever again! response:	Inuyasha?
context: Shall we go inside this cave?\It won't budge!\Unless the well is fixed, Kagome can't return.\Will I ever see her again?\When she's around, I can't fight the way I want!\He's so willful!\I'll never speak to Inuyasha ever again!\Inuyasha? response:	Did you say Inuyasha?
context: It won't budge!\Unless the well is fixed, Kagome can't return.\Will I ever see her again?\When she's around, I can't fight the way I want!\He's so willful!\I'll never speak to Inuyasha ever again!\Inuyasha?\Did you say Inuyasha? response:	Priestess Kaede, what is this?
context: Unless the well is fixed, Kagome can't return.\Will I ever see her again?\When she's around, I can't fight the way I want!\He's so willful!\I'll never speak to Inuyasha ever again!\Inuyasha?\Did you say Inuyasha?\Priestess Kaede, what is this? response:	No grass... not even moss grows on this one spot.
context: Will I ever see her again?\When she's around, I can't fight the way I want!\He's so willful!\I'll never speak to Inuyasha ever again!\Inuyasha?\Did you say Inuyasha?\Priestess Kaede, what is this?\No grass... not even moss grows on this one spot. response:	This is where the paralyzed Onigumo rested!
context: When she's around, I can't fight the way I want!\He's so willful!\I'll never speak to Inuyasha ever again!\Inuyasha?\Did you say Inuyasha?\Priestess Kaede, what is this?\No grass... not even moss grows on this one spot.\This is where the paralyzed Onigumo rested! response:	I feel the spirit of a demon!
context: He's so willful!\I'll never speak to Inuyasha ever again!\Inuyasha?\Did you say Inuyasha?\Priestess Kaede, what is this?\No grass... not even moss grows on this one spot.\This is where the paralyzed Onigumo rested!\I feel the spirit of a demon! response:	The spirit which was left here decades ago!
context: I'll never speak to Inuyasha ever again!\Inuyasha?\Did you say Inuyasha?\Priestess Kaede, what is this?\No grass... not even moss grows on this one spot.\This is where the paralyzed Onigumo rested!\I feel the spirit of a demon!\The spirit which was left here decades ago! response:	What?!
context: Inuyasha?\Did you say Inuyasha?\Priestess Kaede, what is this?\No grass... not even moss grows on this one spot.\This is where the paralyzed Onigumo rested!\I feel the spirit of a demon!\The spirit which was left here decades ago!\What?! response:	Can it be that the one who left the evil here...
context: Did you say Inuyasha?\Priestess Kaede, what is this?\No grass... not even moss grows on this one spot.\This is where the paralyzed Onigumo rested!\I feel the spirit of a demon!\The spirit which was left here decades ago!\What?!\Can it be that the one who left the evil here... response:	so that no grass grows...
context: Priestess Kaede, what is this?\No grass... not even moss grows on this one spot.\This is where the paralyzed Onigumo rested!\I feel the spirit of a demon!\The spirit which was left here decades ago!\What?!\Can it be that the one who left the evil here...\so that no grass grows... response:	is actually human?
context: No grass... not even moss grows on this one spot.\This is where the paralyzed Onigumo rested!\I feel the spirit of a demon!\The spirit which was left here decades ago!\What?!\Can it be that the one who left the evil here...\so that no grass grows...\is actually human? response:	No, it's not human. It's from a demon!
context: This is where the paralyzed Onigumo rested!\I feel the spirit of a demon!\The spirit which was left here decades ago!\What?!\Can it be that the one who left the evil here...\so that no grass grows...\is actually human?\No, it's not human. It's from a demon! response:	How can a human like Onigumo...
context: I feel the spirit of a demon!\The spirit which was left here decades ago!\What?!\Can it be that the one who left the evil here...\so that no grass grows...\is actually human?\No, it's not human. It's from a demon!\How can a human like Onigumo... response:	possess such evil as would belong to a demon?
context: The spirit which was left here decades ago!\What?!\Can it be that the one who left the evil here...\so that no grass grows...\is actually human?\No, it's not human. It's from a demon!\How can a human like Onigumo...\possess such evil as would belong to a demon? response:	Help!
context: What?!\Can it be that the one who left the evil here...\so that no grass grows...\is actually human?\No, it's not human. It's from a demon!\How can a human like Onigumo...\possess such evil as would belong to a demon?\Help! response:	Inuyasha!
context: Can it be that the one who left the evil here...\so that no grass grows...\is actually human?\No, it's not human. It's from a demon!\How can a human like Onigumo...\possess such evil as would belong to a demon?\Help!\Inuyasha! response:	Shippo!
context: so that no grass grows...\is actually human?\No, it's not human. It's from a demon!\How can a human like Onigumo...\possess such evil as would belong to a demon?\Help!\Inuyasha!\Shippo! response:	Iron-Reaver, Soul-Stealer!
context: is actually human?\No, it's not human. It's from a demon!\How can a human like Onigumo...\possess such evil as would belong to a demon?\Help!\Inuyasha!\Shippo!\Iron-Reaver, Soul-Stealer! response:	Inuyasha!
context: No, it's not human. It's from a demon!\How can a human like Onigumo...\possess such evil as would belong to a demon?\Help!\Inuyasha!\Shippo!\Iron-Reaver, Soul-Stealer!\Inuyasha! response:	Inuyasha... blood!
context: How can a human like Onigumo...\possess such evil as would belong to a demon?\Help!\Inuyasha!\Shippo!\Iron-Reaver, Soul-Stealer!\Inuyasha!\Inuyasha... blood! response:	Damn! My wound has reopened!
context: possess such evil as would belong to a demon?\Help!\Inuyasha!\Shippo!\Iron-Reaver, Soul-Stealer!\Inuyasha!\Inuyasha... blood!\Damn! My wound has reopened! response:	Are you Inuyasha?
context: Help!\Inuyasha!\Shippo!\Iron-Reaver, Soul-Stealer!\Inuyasha!\Inuyasha... blood!\Damn! My wound has reopened!\Are you Inuyasha? response:	Who are you?!
context: Inuyasha!\Shippo!\Iron-Reaver, Soul-Stealer!\Inuyasha!\Inuyasha... blood!\Damn! My wound has reopened!\Are you Inuyasha?\Who are you?! response:	I am the guardian of Hell, Royakan!
context: Shippo!\Iron-Reaver, Soul-Stealer!\Inuyasha!\Inuyasha... blood!\Damn! My wound has reopened!\Are you Inuyasha?\Who are you?!\I am the guardian of Hell, Royakan! response:	Royakan? Are you the demon that guards that forest?
context: Iron-Reaver, Soul-Stealer!\Inuyasha!\Inuyasha... blood!\Damn! My wound has reopened!\Are you Inuyasha?\Who are you?!\I am the guardian of Hell, Royakan!\Royakan? Are you the demon that guards that forest? response:	I am reborn!
context: Inuyasha!\Inuyasha... blood!\Damn! My wound has reopened!\Are you Inuyasha?\Who are you?!\I am the guardian of Hell, Royakan!\Royakan? Are you the demon that guards that forest?\I am reborn! response:	Inuyasha, I come to kill you!
context: Inuyasha... blood!\Damn! My wound has reopened!\Are you Inuyasha?\Who are you?!\I am the guardian of Hell, Royakan!\Royakan? Are you the demon that guards that forest?\I am reborn!\Inuyasha, I come to kill you! response:	Kill me?!
context: Damn! My wound has reopened!\Are you Inuyasha?\Who are you?!\I am the guardian of Hell, Royakan!\Royakan? Are you the demon that guards that forest?\I am reborn!\Inuyasha, I come to kill you!\Kill me?! response:	He knows that Inuyasha is in no condition to fight.
context: Are you Inuyasha?\Who are you?!\I am the guardian of Hell, Royakan!\Royakan? Are you the demon that guards that forest?\I am reborn!\Inuyasha, I come to kill you!\Kill me?!\He knows that Inuyasha is in no condition to fight. response:	It's useless to fight me!
context: Who are you?!\I am the guardian of Hell, Royakan!\Royakan? Are you the demon that guards that forest?\I am reborn!\Inuyasha, I come to kill you!\Kill me?!\He knows that Inuyasha is in no condition to fight.\It's useless to fight me! response:	There's only one thing to use here!
context: I am the guardian of Hell, Royakan!\Royakan? Are you the demon that guards that forest?\I am reborn!\Inuyasha, I come to kill you!\Kill me?!\He knows that Inuyasha is in no condition to fight.\It's useless to fight me!\There's only one thing to use here! response:	Inuyasha, come over this way!
context: Royakan? Are you the demon that guards that forest?\I am reborn!\Inuyasha, I come to kill you!\Kill me?!\He knows that Inuyasha is in no condition to fight.\It's useless to fight me!\There's only one thing to use here!\Inuyasha, come over this way! response:	No way!
context: I am reborn!\Inuyasha, I come to kill you!\Kill me?!\He knows that Inuyasha is in no condition to fight.\It's useless to fight me!\There's only one thing to use here!\Inuyasha, come over this way!\No way! response:	What a brilliant idea it was...
context: Inuyasha, I come to kill you!\Kill me?!\He knows that Inuyasha is in no condition to fight.\It's useless to fight me!\There's only one thing to use here!\Inuyasha, come over this way!\No way!\What a brilliant idea it was... response:	to imbed a Sacred Jewel fragment in Royakan.
context: Kill me?!\He knows that Inuyasha is in no condition to fight.\It's useless to fight me!\There's only one thing to use here!\Inuyasha, come over this way!\No way!\What a brilliant idea it was...\to imbed a Sacred Jewel fragment in Royakan. response:	Iron-Reaver, Soul-Stealer!
context: He knows that Inuyasha is in no condition to fight.\It's useless to fight me!\There's only one thing to use here!\Inuyasha, come over this way!\No way!\What a brilliant idea it was...\to imbed a Sacred Jewel fragment in Royakan.\Iron-Reaver, Soul-Stealer! response:	Inuyasha!
context: It's useless to fight me!\There's only one thing to use here!\Inuyasha, come over this way!\No way!\What a brilliant idea it was...\to imbed a Sacred Jewel fragment in Royakan.\Iron-Reaver, Soul-Stealer!\Inuyasha! response:	My vision's getting blurry...
context: There's only one thing to use here!\Inuyasha, come over this way!\No way!\What a brilliant idea it was...\to imbed a Sacred Jewel fragment in Royakan.\Iron-Reaver, Soul-Stealer!\Inuyasha!\My vision's getting blurry... response:	Monk, Inuyasha's in danger!
context: Inuyasha, come over this way!\No way!\What a brilliant idea it was...\to imbed a Sacred Jewel fragment in Royakan.\Iron-Reaver, Soul-Stealer!\Inuyasha!\My vision's getting blurry...\Monk, Inuyasha's in danger! response:	Yes... There's only one way...
context: No way!\What a brilliant idea it was...\to imbed a Sacred Jewel fragment in Royakan.\Iron-Reaver, Soul-Stealer!\Inuyasha!\My vision's getting blurry...\Monk, Inuyasha's in danger!\Yes... There's only one way... response:	If I can swallow up Royakan!
context: What a brilliant idea it was...\to imbed a Sacred Jewel fragment in Royakan.\Iron-Reaver, Soul-Stealer!\Inuyasha!\My vision's getting blurry...\Monk, Inuyasha's in danger!\Yes... There's only one way...\If I can swallow up Royakan! response:	We can win!
context: to imbed a Sacred Jewel fragment in Royakan.\Iron-Reaver, Soul-Stealer!\Inuyasha!\My vision's getting blurry...\Monk, Inuyasha's in danger!\Yes... There's only one way...\If I can swallow up Royakan!\We can win! response:	He escaped...
context: Iron-Reaver, Soul-Stealer!\Inuyasha!\My vision's getting blurry...\Monk, Inuyasha's in danger!\Yes... There's only one way...\If I can swallow up Royakan!\We can win!\He escaped... response:	I should've made Royakan a bit stronger.
context: Inuyasha!\My vision's getting blurry...\Monk, Inuyasha's in danger!\Yes... There's only one way...\If I can swallow up Royakan!\We can win!\He escaped...\I should've made Royakan a bit stronger. response:	Are you all right, Inuyasha?
context: My vision's getting blurry...\Monk, Inuyasha's in danger!\Yes... There's only one way...\If I can swallow up Royakan!\We can win!\He escaped...\I should've made Royakan a bit stronger.\Are you all right, Inuyasha? response:	Where's Royakan?
context: Monk, Inuyasha's in danger!\Yes... There's only one way...\If I can swallow up Royakan!\We can win!\He escaped...\I should've made Royakan a bit stronger.\Are you all right, Inuyasha?\Where's Royakan? response:	He escaped.
context: Yes... There's only one way...\If I can swallow up Royakan!\We can win!\He escaped...\I should've made Royakan a bit stronger.\Are you all right, Inuyasha?\Where's Royakan?\He escaped. response:	Inuyasha, Naraku is near.
context: If I can swallow up Royakan!\We can win!\He escaped...\I should've made Royakan a bit stronger.\Are you all right, Inuyasha?\Where's Royakan?\He escaped.\Inuyasha, Naraku is near. response:	What?!
context: We can win!\He escaped...\I should've made Royakan a bit stronger.\Are you all right, Inuyasha?\Where's Royakan?\He escaped.\Inuyasha, Naraku is near.\What?! response:	Royakan is probably under control...
context: He escaped...\I should've made Royakan a bit stronger.\Are you all right, Inuyasha?\Where's Royakan?\He escaped.\Inuyasha, Naraku is near.\What?!\Royakan is probably under control... response:	by Naraku, who has a Sacred Jewel fragment.
context: I should've made Royakan a bit stronger.\Are you all right, Inuyasha?\Where's Royakan?\He escaped.\Inuyasha, Naraku is near.\What?!\Royakan is probably under control...\by Naraku, who has a Sacred Jewel fragment. response:	No wonder such a gentle demon like Royakan...
context: Are you all right, Inuyasha?\Where's Royakan?\He escaped.\Inuyasha, Naraku is near.\What?!\Royakan is probably under control...\by Naraku, who has a Sacred Jewel fragment.\No wonder such a gentle demon like Royakan... response:	has turned so evil.
context: Where's Royakan?\He escaped.\Inuyasha, Naraku is near.\What?!\Royakan is probably under control...\by Naraku, who has a Sacred Jewel fragment.\No wonder such a gentle demon like Royakan...\has turned so evil. response:	Naraku! Where are you?!
context: He escaped.\Inuyasha, Naraku is near.\What?!\Royakan is probably under control...\by Naraku, who has a Sacred Jewel fragment.\No wonder such a gentle demon like Royakan...\has turned so evil.\Naraku! Where are you?! response:	If you're here, come out and fight!
context: Inuyasha, Naraku is near.\What?!\Royakan is probably under control...\by Naraku, who has a Sacred Jewel fragment.\No wonder such a gentle demon like Royakan...\has turned so evil.\Naraku! Where are you?!\If you're here, come out and fight! response:	Inuyasha!
context: What?!\Royakan is probably under control...\by Naraku, who has a Sacred Jewel fragment.\No wonder such a gentle demon like Royakan...\has turned so evil.\Naraku! Where are you?!\If you're here, come out and fight!\Inuyasha! response:	Monk, Royakan may come again.
context: Royakan is probably under control...\by Naraku, who has a Sacred Jewel fragment.\No wonder such a gentle demon like Royakan...\has turned so evil.\Naraku! Where are you?!\If you're here, come out and fight!\Inuyasha!\Monk, Royakan may come again. response:	We should return to the village.
context: by Naraku, who has a Sacred Jewel fragment.\No wonder such a gentle demon like Royakan...\has turned so evil.\Naraku! Where are you?!\If you're here, come out and fight!\Inuyasha!\Monk, Royakan may come again.\We should return to the village. response:	Inuyasha!
context: No wonder such a gentle demon like Royakan...\has turned so evil.\Naraku! Where are you?!\If you're here, come out and fight!\Inuyasha!\Monk, Royakan may come again.\We should return to the village.\Inuyasha! response:	It's been three days. Why doesn't he come for me?
context: has turned so evil.\Naraku! Where are you?!\If you're here, come out and fight!\Inuyasha!\Monk, Royakan may come again.\We should return to the village.\Inuyasha!\It's been three days. Why doesn't he come for me? response:	Kagome!
context: Naraku! Where are you?!\If you're here, come out and fight!\Inuyasha!\Monk, Royakan may come again.\We should return to the village.\Inuyasha!\It's been three days. Why doesn't he come for me?\Kagome! response:	Hojo from Group E wants to talk to you.
context: If you're here, come out and fight!\Inuyasha!\Monk, Royakan may come again.\We should return to the village.\Inuyasha!\It's been three days. Why doesn't he come for me?\Kagome!\Hojo from Group E wants to talk to you. response:	Higurashi, how've you been feeling these days?
context: Inuyasha!\Monk, Royakan may come again.\We should return to the village.\Inuyasha!\It's been three days. Why doesn't he come for me?\Kagome!\Hojo from Group E wants to talk to you.\Higurashi, how've you been feeling these days? response:	I'm okay.
context: Monk, Royakan may come again.\We should return to the village.\Inuyasha!\It's been three days. Why doesn't he come for me?\Kagome!\Hojo from Group E wants to talk to you.\Higurashi, how've you been feeling these days?\I'm okay. response:	Really? Then will you go to the movies with me on Saturday?
context: We should return to the village.\Inuyasha!\It's been three days. Why doesn't he come for me?\Kagome!\Hojo from Group E wants to talk to you.\Higurashi, how've you been feeling these days?\I'm okay.\Really? Then will you go to the movies with me on Saturday? response:	On Saturday?
context: Inuyasha!\It's been three days. Why doesn't he come for me?\Kagome!\Hojo from Group E wants to talk to you.\Higurashi, how've you been feeling these days?\I'm okay.\Really? Then will you go to the movies with me on Saturday?\On Saturday? response:	Yeah.
context: It's been three days. Why doesn't he come for me?\Kagome!\Hojo from Group E wants to talk to you.\Higurashi, how've you been feeling these days?\I'm okay.\Really? Then will you go to the movies with me on Saturday?\On Saturday?\Yeah. response:	It'll be a nice change from studying.
context: Kagome!\Hojo from Group E wants to talk to you.\Higurashi, how've you been feeling these days?\I'm okay.\Really? Then will you go to the movies with me on Saturday?\On Saturday?\Yeah.\It'll be a nice change from studying. response:	Or do you have other plans?
context: Hojo from Group E wants to talk to you.\Higurashi, how've you been feeling these days?\I'm okay.\Really? Then will you go to the movies with me on Saturday?\On Saturday?\Yeah.\It'll be a nice change from studying.\Or do you have other plans? response:	Plans... err...
context: Higurashi, how've you been feeling these days?\I'm okay.\Really? Then will you go to the movies with me on Saturday?\On Saturday?\Yeah.\It'll be a nice change from studying.\Or do you have other plans?\Plans... err... response:	Inuyasha might've come for me by then...
context: I'm okay.\Really? Then will you go to the movies with me on Saturday?\On Saturday?\Yeah.\It'll be a nice change from studying.\Or do you have other plans?\Plans... err...\Inuyasha might've come for me by then... response:	Go, Kagome.
context: Really? Then will you go to the movies with me on Saturday?\On Saturday?\Yeah.\It'll be a nice change from studying.\Or do you have other plans?\Plans... err...\Inuyasha might've come for me by then...\Go, Kagome. response:	You already stood him up once.
context: On Saturday?\Yeah.\It'll be a nice change from studying.\Or do you have other plans?\Plans... err...\Inuyasha might've come for me by then...\Go, Kagome.\You already stood him up once. response:	- How'd you know?! - How'd you know?!
context: Yeah.\It'll be a nice change from studying.\Or do you have other plans?\Plans... err...\Inuyasha might've come for me by then...\Go, Kagome.\You already stood him up once.\- How'd you know?! - How'd you know?! response:	- Excuse us. - Give us a moment.
context: It'll be a nice change from studying.\Or do you have other plans?\Plans... err...\Inuyasha might've come for me by then...\Go, Kagome.\You already stood him up once.\- How'd you know?! - How'd you know?!\- Excuse us. - Give us a moment. response:	What?
context: Or do you have other plans?\Plans... err...\Inuyasha might've come for me by then...\Go, Kagome.\You already stood him up once.\- How'd you know?! - How'd you know?!\- Excuse us. - Give us a moment.\What? response:	Do you have someone else you like?
context: Plans... err...\Inuyasha might've come for me by then...\Go, Kagome.\You already stood him up once.\- How'd you know?! - How'd you know?!\- Excuse us. - Give us a moment.\What?\Do you have someone else you like? response:	You're always sighing.
context: Inuyasha might've come for me by then...\Go, Kagome.\You already stood him up once.\- How'd you know?! - How'd you know?!\- Excuse us. - Give us a moment.\What?\Do you have someone else you like?\You're always sighing. response:	It's not the look of one who's worried about school.
context: Go, Kagome.\You already stood him up once.\- How'd you know?! - How'd you know?!\- Excuse us. - Give us a moment.\What?\Do you have someone else you like?\You're always sighing.\It's not the look of one who's worried about school. response:	Well, that's...
context: You already stood him up once.\- How'd you know?! - How'd you know?!\- Excuse us. - Give us a moment.\What?\Do you have someone else you like?\You're always sighing.\It's not the look of one who's worried about school.\Well, that's... response:	After he hugged me like that...
context: - How'd you know?! - How'd you know?!\- Excuse us. - Give us a moment.\What?\Do you have someone else you like?\You're always sighing.\It's not the look of one who's worried about school.\Well, that's...\After he hugged me like that... response:	I'll bet it's unrequited love!
context: - Excuse us. - Give us a moment.\What?\Do you have someone else you like?\You're always sighing.\It's not the look of one who's worried about school.\Well, that's...\After he hugged me like that...\I'll bet it's unrequited love! response:	W-what?
context: What?\Do you have someone else you like?\You're always sighing.\It's not the look of one who's worried about school.\Well, that's...\After he hugged me like that...\I'll bet it's unrequited love!\W-what? response:	Are you kidding?!
context: Do you have someone else you like?\You're always sighing.\It's not the look of one who's worried about school.\Well, that's...\After he hugged me like that...\I'll bet it's unrequited love!\W-what?\Are you kidding?! response:	Who'd like a selfish and rough guy like that!
context: You're always sighing.\It's not the look of one who's worried about school.\Well, that's...\After he hugged me like that...\I'll bet it's unrequited love!\W-what?\Are you kidding?!\Who'd like a selfish and rough guy like that! response:	- Who's she talking about? - Well...
context: It's not the look of one who's worried about school.\Well, that's...\After he hugged me like that...\I'll bet it's unrequited love!\W-what?\Are you kidding?!\Who'd like a selfish and rough guy like that!\- Who's she talking about? - Well... response:	Hojo! I'll go to the movies with you.
context: Well, that's...\After he hugged me like that...\I'll bet it's unrequited love!\W-what?\Are you kidding?!\Who'd like a selfish and rough guy like that!\- Who's she talking about? - Well...\Hojo! I'll go to the movies with you. response:	Really? Yes!
context: After he hugged me like that...\I'll bet it's unrequited love!\W-what?\Are you kidding?!\Who'd like a selfish and rough guy like that!\- Who's she talking about? - Well...\Hojo! I'll go to the movies with you.\Really? Yes! response:	Besides, why should I be manipulated by that stubborn Inuyasha!?
context: I'll bet it's unrequited love!\W-what?\Are you kidding?!\Who'd like a selfish and rough guy like that!\- Who's she talking about? - Well...\Hojo! I'll go to the movies with you.\Really? Yes!\Besides, why should I be manipulated by that stubborn Inuyasha!? response:	Didn't work.
context: W-what?\Are you kidding?!\Who'd like a selfish and rough guy like that!\- Who's she talking about? - Well...\Hojo! I'll go to the movies with you.\Really? Yes!\Besides, why should I be manipulated by that stubborn Inuyasha!?\Didn't work. response:	I wonder what Inuyasha is doing now.
context: Are you kidding?!\Who'd like a selfish and rough guy like that!\- Who's she talking about? - Well...\Hojo! I'll go to the movies with you.\Really? Yes!\Besides, why should I be manipulated by that stubborn Inuyasha!?\Didn't work.\I wonder what Inuyasha is doing now. response:	Open! Open!
context: Who'd like a selfish and rough guy like that!\- Who's she talking about? - Well...\Hojo! I'll go to the movies with you.\Really? Yes!\Besides, why should I be manipulated by that stubborn Inuyasha!?\Didn't work.\I wonder what Inuyasha is doing now.\Open! Open! response:	Open up!
context: - Who's she talking about? - Well...\Hojo! I'll go to the movies with you.\Really? Yes!\Besides, why should I be manipulated by that stubborn Inuyasha!?\Didn't work.\I wonder what Inuyasha is doing now.\Open! Open!\Open up! response:	It's useless, Inuyasha.
context: Hojo! I'll go to the movies with you.\Really? Yes!\Besides, why should I be manipulated by that stubborn Inuyasha!?\Didn't work.\I wonder what Inuyasha is doing now.\Open! Open!\Open up!\It's useless, Inuyasha. response:	This hut is plastered with charms to keep demons out.
