context: Bellows! response:	You've got a delivery!
context: They didn't say.\They must be after the relics. I'll go.\Wait! I'm the one who called the bastards over.\I'll talk to them.\Don't be ridiculous. I can't give you the responsibility of diplomatic negotiations.\Um, actually...\They've designated Pinion of the Sea of Mist as the representative.\See? It's my time to shine. response:	Don't be stupid...
context: They must be after the relics. I'll go.\Wait! I'm the one who called the bastards over.\I'll talk to them.\Don't be ridiculous. I can't give you the responsibility of diplomatic negotiations.\Um, actually...\They've designated Pinion of the Sea of Mist as the representative.\See? It's my time to shine.\Don't be stupid... response:	If you become a hostage,
context: Wait! I'm the one who called the bastards over.\I'll talk to them.\Don't be ridiculous. I can't give you the responsibility of diplomatic negotiations.\Um, actually...\They've designated Pinion of the Sea of Mist as the representative.\See? It's my time to shine.\Don't be stupid...\If you become a hostage, response:	who's gonna keep the fleet together?
context: I'll talk to them.\Don't be ridiculous. I can't give you the responsibility of diplomatic negotiations.\Um, actually...\They've designated Pinion of the Sea of Mist as the representative.\See? It's my time to shine.\Don't be stupid...\If you become a hostage,\who's gonna keep the fleet together? response:	I see your point, but...
context: Don't be ridiculous. I can't give you the responsibility of diplomatic negotiations.\Um, actually...\They've designated Pinion of the Sea of Mist as the representative.\See? It's my time to shine.\Don't be stupid...\If you become a hostage,\who's gonna keep the fleet together?\I see your point, but... response:	Don't worry!
context: Um, actually...\They've designated Pinion of the Sea of Mist as the representative.\See? It's my time to shine.\Don't be stupid...\If you become a hostage,\who's gonna keep the fleet together?\I see your point, but...\Don't worry! response:	After I brought this fine state of affairs down upon us, nobody's gonna follow me.
context: They've designated Pinion of the Sea of Mist as the representative.\See? It's my time to shine.\Don't be stupid...\If you become a hostage,\who's gonna keep the fleet together?\I see your point, but...\Don't worry!\After I brought this fine state of affairs down upon us, nobody's gonna follow me. response:	I'm gettin' what I deserve.
context: See? It's my time to shine.\Don't be stupid...\If you become a hostage,\who's gonna keep the fleet together?\I see your point, but...\Don't worry!\After I brought this fine state of affairs down upon us, nobody's gonna follow me.\I'm gettin' what I deserve. response:	Understood. Just be sure to act cautiously.
context: Don't be stupid...\If you become a hostage,\who's gonna keep the fleet together?\I see your point, but...\Don't worry!\After I brought this fine state of affairs down upon us, nobody's gonna follow me.\I'm gettin' what I deserve.\Understood. Just be sure to act cautiously. response:	Sure. Well, see ya later.
context: If you become a hostage,\who's gonna keep the fleet together?\I see your point, but...\Don't worry!\After I brought this fine state of affairs down upon us, nobody's gonna follow me.\I'm gettin' what I deserve.\Understood. Just be sure to act cautiously.\Sure. Well, see ya later. response:	Pinion!
context: who's gonna keep the fleet together?\I see your point, but...\Don't worry!\After I brought this fine state of affairs down upon us, nobody's gonna follow me.\I'm gettin' what I deserve.\Understood. Just be sure to act cautiously.\Sure. Well, see ya later.\Pinion! response:	They're telling you to wait. They'll bring a boat over.
context: I see your point, but...\Don't worry!\After I brought this fine state of affairs down upon us, nobody's gonna follow me.\I'm gettin' what I deserve.\Understood. Just be sure to act cautiously.\Sure. Well, see ya later.\Pinion!\They're telling you to wait. They'll bring a boat over. response:	Is that right?
context: Don't worry!\After I brought this fine state of affairs down upon us, nobody's gonna follow me.\I'm gettin' what I deserve.\Understood. Just be sure to act cautiously.\Sure. Well, see ya later.\Pinion!\They're telling you to wait. They'll bring a boat over.\Is that right? response:	After I brought this fine state of affairs down upon us, nobody's gonna follow me.
context: After I brought this fine state of affairs down upon us, nobody's gonna follow me.\I'm gettin' what I deserve.\Understood. Just be sure to act cautiously.\Sure. Well, see ya later.\Pinion!\They're telling you to wait. They'll bring a boat over.\Is that right?\After I brought this fine state of affairs down upon us, nobody's gonna follow me. response:	Shut up, would ya?
context: I'm gettin' what I deserve.\Understood. Just be sure to act cautiously.\Sure. Well, see ya later.\Pinion!\They're telling you to wait. They'll bring a boat over.\Is that right?\After I brought this fine state of affairs down upon us, nobody's gonna follow me.\Shut up, would ya? response:	You're overreacting. People don't think that way.
context: Understood. Just be sure to act cautiously.\Sure. Well, see ya later.\Pinion!\They're telling you to wait. They'll bring a boat over.\Is that right?\After I brought this fine state of affairs down upon us, nobody's gonna follow me.\Shut up, would ya?\You're overreacting. People don't think that way. response:	Oh yeah?
context: Sure. Well, see ya later.\Pinion!\They're telling you to wait. They'll bring a boat over.\Is that right?\After I brought this fine state of affairs down upon us, nobody's gonna follow me.\Shut up, would ya?\You're overreacting. People don't think that way.\Oh yeah? response:	You've always been a screw-up.
context: Pinion!\They're telling you to wait. They'll bring a boat over.\Is that right?\After I brought this fine state of affairs down upon us, nobody's gonna follow me.\Shut up, would ya?\You're overreacting. People don't think that way.\Oh yeah?\You've always been a screw-up. response:	Nobody's gonna wash their hands of you over something like this.
context: They're telling you to wait. They'll bring a boat over.\Is that right?\After I brought this fine state of affairs down upon us, nobody's gonna follow me.\Shut up, would ya?\You're overreacting. People don't think that way.\Oh yeah?\You've always been a screw-up.\Nobody's gonna wash their hands of you over something like this. response:	That's much appreciated.
context: Is that right?\After I brought this fine state of affairs down upon us, nobody's gonna follow me.\Shut up, would ya?\You're overreacting. People don't think that way.\Oh yeah?\You've always been a screw-up.\Nobody's gonna wash their hands of you over something like this.\That's much appreciated. response:	Here it comes!
context: After I brought this fine state of affairs down upon us, nobody's gonna follow me.\Shut up, would ya?\You're overreacting. People don't think that way.\Oh yeah?\You've always been a screw-up.\Nobody's gonna wash their hands of you over something like this.\That's much appreciated.\Here it comes! response:	Wha...?! Huh?
context: Shut up, would ya?\You're overreacting. People don't think that way.\Oh yeah?\You've always been a screw-up.\Nobody's gonna wash their hands of you over something like this.\That's much appreciated.\Here it comes!\Wha...?! Huh? response:	That's...
context: You're overreacting. People don't think that way.\Oh yeah?\You've always been a screw-up.\Nobody's gonna wash their hands of you over something like this.\That's much appreciated.\Here it comes!\Wha...?! Huh?\That's... response:	Pinion of the Sea of Mist. That is you, isn't it?
context: Oh yeah?\You've always been a screw-up.\Nobody's gonna wash their hands of you over something like this.\That's much appreciated.\Here it comes!\Wha...?! Huh?\That's...\Pinion of the Sea of Mist. That is you, isn't it? response:	Yeah. I never thought I'd meet the Great Pirate Lukkage here.
context: You've always been a screw-up.\Nobody's gonna wash their hands of you over something like this.\That's much appreciated.\Here it comes!\Wha...?! Huh?\That's...\Pinion of the Sea of Mist. That is you, isn't it?\Yeah. I never thought I'd meet the Great Pirate Lukkage here. response:	You can just call me Lukkage.
context: Nobody's gonna wash their hands of you over something like this.\That's much appreciated.\Here it comes!\Wha...?! Huh?\That's...\Pinion of the Sea of Mist. That is you, isn't it?\Yeah. I never thought I'd meet the Great Pirate Lukkage here.\You can just call me Lukkage. response:	And one more thing...
context: That's much appreciated.\Here it comes!\Wha...?! Huh?\That's...\Pinion of the Sea of Mist. That is you, isn't it?\Yeah. I never thought I'd meet the Great Pirate Lukkage here.\You can just call me Lukkage.\And one more thing... response:	For the time being, you'd best watch your tongue.
context: Here it comes!\Wha...?! Huh?\That's...\Pinion of the Sea of Mist. That is you, isn't it?\Yeah. I never thought I'd meet the Great Pirate Lukkage here.\You can just call me Lukkage.\And one more thing...\For the time being, you'd best watch your tongue. response:	Right...
context: Wha...?! Huh?\That's...\Pinion of the Sea of Mist. That is you, isn't it?\Yeah. I never thought I'd meet the Great Pirate Lukkage here.\You can just call me Lukkage.\And one more thing...\For the time being, you'd best watch your tongue.\Right... response:	Everybody looks hard up. Aren't they gettin' enough to eat around here?
context: That's...\Pinion of the Sea of Mist. That is you, isn't it?\Yeah. I never thought I'd meet the Great Pirate Lukkage here.\You can just call me Lukkage.\And one more thing...\For the time being, you'd best watch your tongue.\Right...\Everybody looks hard up. Aren't they gettin' enough to eat around here? response:	The weak serve the strong.
context: Pinion of the Sea of Mist. That is you, isn't it?\Yeah. I never thought I'd meet the Great Pirate Lukkage here.\You can just call me Lukkage.\And one more thing...\For the time being, you'd best watch your tongue.\Right...\Everybody looks hard up. Aren't they gettin' enough to eat around here?\The weak serve the strong. response:	That's divine providence, apparently.
context: Yeah. I never thought I'd meet the Great Pirate Lukkage here.\You can just call me Lukkage.\And one more thing...\For the time being, you'd best watch your tongue.\Right...\Everybody looks hard up. Aren't they gettin' enough to eat around here?\The weak serve the strong.\That's divine providence, apparently. response:	That's their god?
context: You can just call me Lukkage.\And one more thing...\For the time being, you'd best watch your tongue.\Right...\Everybody looks hard up. Aren't they gettin' enough to eat around here?\The weak serve the strong.\That's divine providence, apparently.\That's their god? response:	That's a lightning giant.
context: And one more thing...\For the time being, you'd best watch your tongue.\Right...\Everybody looks hard up. Aren't they gettin' enough to eat around here?\The weak serve the strong.\That's divine providence, apparently.\That's their god?\That's a lightning giant. response:	They're supposed to be envoys of god that deliver holy judgment.
context: For the time being, you'd best watch your tongue.\Right...\Everybody looks hard up. Aren't they gettin' enough to eat around here?\The weak serve the strong.\That's divine providence, apparently.\That's their god?\That's a lightning giant.\They're supposed to be envoys of god that deliver holy judgment. response:	Even as the humans of this planet are blessed with this environment,
context: Right...\Everybody looks hard up. Aren't they gettin' enough to eat around here?\The weak serve the strong.\That's divine providence, apparently.\That's their god?\That's a lightning giant.\They're supposed to be envoys of god that deliver holy judgment.\Even as the humans of this planet are blessed with this environment, response:	they're overwhelmed by and live in terror of the Hideauze.
context: Everybody looks hard up. Aren't they gettin' enough to eat around here?\The weak serve the strong.\That's divine providence, apparently.\That's their god?\That's a lightning giant.\They're supposed to be envoys of god that deliver holy judgment.\Even as the humans of this planet are blessed with this environment,\they're overwhelmed by and live in terror of the Hideauze. response:	Our duty is teaching them how to fight
context: The weak serve the strong.\That's divine providence, apparently.\That's their god?\That's a lightning giant.\They're supposed to be envoys of god that deliver holy judgment.\Even as the humans of this planet are blessed with this environment,\they're overwhelmed by and live in terror of the Hideauze.\Our duty is teaching them how to fight response:	and enlightening them about the dignity of the human race.
context: That's divine providence, apparently.\That's their god?\That's a lightning giant.\They're supposed to be envoys of god that deliver holy judgment.\Even as the humans of this planet are blessed with this environment,\they're overwhelmed by and live in terror of the Hideauze.\Our duty is teaching them how to fight\and enlightening them about the dignity of the human race. response:	About that, Commander...
context: That's their god?\That's a lightning giant.\They're supposed to be envoys of god that deliver holy judgment.\Even as the humans of this planet are blessed with this environment,\they're overwhelmed by and live in terror of the Hideauze.\Our duty is teaching them how to fight\and enlightening them about the dignity of the human race.\About that, Commander... response:	The Hideauze...
context: That's a lightning giant.\They're supposed to be envoys of god that deliver holy judgment.\Even as the humans of this planet are blessed with this environment,\they're overwhelmed by and live in terror of the Hideauze.\Our duty is teaching them how to fight\and enlightening them about the dignity of the human race.\About that, Commander...\The Hideauze... response:	They're humans!
context: They're supposed to be envoys of god that deliver holy judgment.\Even as the humans of this planet are blessed with this environment,\they're overwhelmed by and live in terror of the Hideauze.\Our duty is teaching them how to fight\and enlightening them about the dignity of the human race.\About that, Commander...\The Hideauze...\They're humans! response:	You mean formerly humans.
context: Even as the humans of this planet are blessed with this environment,\they're overwhelmed by and live in terror of the Hideauze.\Our duty is teaching them how to fight\and enlightening them about the dignity of the human race.\About that, Commander...\The Hideauze...\They're humans!\You mean formerly humans. response:	Commander, you knew?!
context: they're overwhelmed by and live in terror of the Hideauze.\Our duty is teaching them how to fight\and enlightening them about the dignity of the human race.\About that, Commander...\The Hideauze...\They're humans!\You mean formerly humans.\Commander, you knew?! response:	Among the higher-ups, it was tacitly understood.
context: Our duty is teaching them how to fight\and enlightening them about the dignity of the human race.\About that, Commander...\The Hideauze...\They're humans!\You mean formerly humans.\Commander, you knew?!\Among the higher-ups, it was tacitly understood. response:	But for soldiers like us on the front line, that's unnecessary information.
context: and enlightening them about the dignity of the human race.\About that, Commander...\The Hideauze...\They're humans!\You mean formerly humans.\Commander, you knew?!\Among the higher-ups, it was tacitly understood.\But for soldiers like us on the front line, that's unnecessary information. response:	Unnecessary?
context: About that, Commander...\The Hideauze...\They're humans!\You mean formerly humans.\Commander, you knew?!\Among the higher-ups, it was tacitly understood.\But for soldiers like us on the front line, that's unnecessary information.\Unnecessary? response:	The Hideauze just live and reproduce as they desire.
context: The Hideauze...\They're humans!\You mean formerly humans.\Commander, you knew?!\Among the higher-ups, it was tacitly understood.\But for soldiers like us on the front line, that's unnecessary information.\Unnecessary?\The Hideauze just live and reproduce as they desire. response:	They cannot be called humans.
context: They're humans!\You mean formerly humans.\Commander, you knew?!\Among the higher-ups, it was tacitly understood.\But for soldiers like us on the front line, that's unnecessary information.\Unnecessary?\The Hideauze just live and reproduce as they desire.\They cannot be called humans. response:	Yes, sir.
context: You mean formerly humans.\Commander, you knew?!\Among the higher-ups, it was tacitly understood.\But for soldiers like us on the front line, that's unnecessary information.\Unnecessary?\The Hideauze just live and reproduce as they desire.\They cannot be called humans.\Yes, sir. response:	The strong and the weak support each other through rationality.
context: Commander, you knew?!\Among the higher-ups, it was tacitly understood.\But for soldiers like us on the front line, that's unnecessary information.\Unnecessary?\The Hideauze just live and reproduce as they desire.\They cannot be called humans.\Yes, sir.\The strong and the weak support each other through rationality. response:	They each have their own ways to contribute and build a society.
context: Among the higher-ups, it was tacitly understood.\But for soldiers like us on the front line, that's unnecessary information.\Unnecessary?\The Hideauze just live and reproduce as they desire.\They cannot be called humans.\Yes, sir.\The strong and the weak support each other through rationality.\They each have their own ways to contribute and build a society. response:	That's what humans are.
context: But for soldiers like us on the front line, that's unnecessary information.\Unnecessary?\The Hideauze just live and reproduce as they desire.\They cannot be called humans.\Yes, sir.\The strong and the weak support each other through rationality.\They each have their own ways to contribute and build a society.\That's what humans are. response:	That may be true, but...
context: Unnecessary?\The Hideauze just live and reproduce as they desire.\They cannot be called humans.\Yes, sir.\The strong and the weak support each other through rationality.\They each have their own ways to contribute and build a society.\That's what humans are.\That may be true, but... response:	I brought order to this fleet.
context: The Hideauze just live and reproduce as they desire.\They cannot be called humans.\Yes, sir.\The strong and the weak support each other through rationality.\They each have their own ways to contribute and build a society.\That's what humans are.\That may be true, but...\I brought order to this fleet. response:	As a result of the current system,
context: They cannot be called humans.\Yes, sir.\The strong and the weak support each other through rationality.\They each have their own ways to contribute and build a society.\That's what humans are.\That may be true, but...\I brought order to this fleet.\As a result of the current system, response:	there's been a marked improvement in the level of happiness of fleet members.
context: Yes, sir.\The strong and the weak support each other through rationality.\They each have their own ways to contribute and build a society.\That's what humans are.\That may be true, but...\I brought order to this fleet.\As a result of the current system,\there's been a marked improvement in the level of happiness of fleet members. response:	Request: Definition of happiness in this context.
context: The strong and the weak support each other through rationality.\They each have their own ways to contribute and build a society.\That's what humans are.\That may be true, but...\I brought order to this fleet.\As a result of the current system,\there's been a marked improvement in the level of happiness of fleet members.\Request: Definition of happiness in this context. response:	According to the philosophy of the Galactic Alliance,
context: They each have their own ways to contribute and build a society.\That's what humans are.\That may be true, but...\I brought order to this fleet.\As a result of the current system,\there's been a marked improvement in the level of happiness of fleet members.\Request: Definition of happiness in this context.\According to the philosophy of the Galactic Alliance, response:	happiness is the realization
context: That's what humans are.\That may be true, but...\I brought order to this fleet.\As a result of the current system,\there's been a marked improvement in the level of happiness of fleet members.\Request: Definition of happiness in this context.\According to the philosophy of the Galactic Alliance,\happiness is the realization response:	of a circumstance in which the individual renders service to the entire group
context: That may be true, but...\I brought order to this fleet.\As a result of the current system,\there's been a marked improvement in the level of happiness of fleet members.\Request: Definition of happiness in this context.\According to the philosophy of the Galactic Alliance,\happiness is the realization\of a circumstance in which the individual renders service to the entire group response:	and the cost-benefit performance of that is at the greatest efficiency.
context: I brought order to this fleet.\As a result of the current system,\there's been a marked improvement in the level of happiness of fleet members.\Request: Definition of happiness in this context.\According to the philosophy of the Galactic Alliance,\happiness is the realization\of a circumstance in which the individual renders service to the entire group\and the cost-benefit performance of that is at the greatest efficiency. response:	As such, happiness is commensurate with the degree of stability of command.
context: As a result of the current system,\there's been a marked improvement in the level of happiness of fleet members.\Request: Definition of happiness in this context.\According to the philosophy of the Galactic Alliance,\happiness is the realization\of a circumstance in which the individual renders service to the entire group\and the cost-benefit performance of that is at the greatest efficiency.\As such, happiness is commensurate with the degree of stability of command. response:	Agreed on the definition and the conclusion.
context: there's been a marked improvement in the level of happiness of fleet members.\Request: Definition of happiness in this context.\According to the philosophy of the Galactic Alliance,\happiness is the realization\of a circumstance in which the individual renders service to the entire group\and the cost-benefit performance of that is at the greatest efficiency.\As such, happiness is commensurate with the degree of stability of command.\Agreed on the definition and the conclusion. response:	Really?
context: Request: Definition of happiness in this context.\According to the philosophy of the Galactic Alliance,\happiness is the realization\of a circumstance in which the individual renders service to the entire group\and the cost-benefit performance of that is at the greatest efficiency.\As such, happiness is commensurate with the degree of stability of command.\Agreed on the definition and the conclusion.\Really? response:	Hey, Ledo,
context: According to the philosophy of the Galactic Alliance,\happiness is the realization\of a circumstance in which the individual renders service to the entire group\and the cost-benefit performance of that is at the greatest efficiency.\As such, happiness is commensurate with the degree of stability of command.\Agreed on the definition and the conclusion.\Really?\Hey, Ledo, response:	how about trying to change this planet with me?
context: happiness is the realization\of a circumstance in which the individual renders service to the entire group\and the cost-benefit performance of that is at the greatest efficiency.\As such, happiness is commensurate with the degree of stability of command.\Agreed on the definition and the conclusion.\Really?\Hey, Ledo,\how about trying to change this planet with me? response:	Here.
context: of a circumstance in which the individual renders service to the entire group\and the cost-benefit performance of that is at the greatest efficiency.\As such, happiness is commensurate with the degree of stability of command.\Agreed on the definition and the conclusion.\Really?\Hey, Ledo,\how about trying to change this planet with me?\Here. response:	Nobody's here?
context: and the cost-benefit performance of that is at the greatest efficiency.\As such, happiness is commensurate with the degree of stability of command.\Agreed on the definition and the conclusion.\Really?\Hey, Ledo,\how about trying to change this planet with me?\Here.\Nobody's here? response:	What the hell is this?
context: As such, happiness is commensurate with the degree of stability of command.\Agreed on the definition and the conclusion.\Really?\Hey, Ledo,\how about trying to change this planet with me?\Here.\Nobody's here?\What the hell is this? response:	This is cool!
context: Agreed on the definition and the conclusion.\Really?\Hey, Ledo,\how about trying to change this planet with me?\Here.\Nobody's here?\What the hell is this?\This is cool! response:	Like this...
context: Really?\Hey, Ledo,\how about trying to change this planet with me?\Here.\Nobody's here?\What the hell is this?\This is cool!\Like this... response:	How about that?
context: Hey, Ledo,\how about trying to change this planet with me?\Here.\Nobody's here?\What the hell is this?\This is cool!\Like this...\How about that? response:	That's right...
context: how about trying to change this planet with me?\Here.\Nobody's here?\What the hell is this?\This is cool!\Like this...\How about that?\That's right... response:	What the hell? A communication device?
context: Here.\Nobody's here?\What the hell is this?\This is cool!\Like this...\How about that?\That's right...\What the hell? A communication device? response:	The remaining humans on Earth require an improvement in technical proficiency.
context: Nobody's here?\What the hell is this?\This is cool!\Like this...\How about that?\That's right...\What the hell? A communication device?\The remaining humans on Earth require an improvement in technical proficiency. response:	This was a test to measure your technical ability, Pinion of the Sea of Mist.
context: What the hell is this?\This is cool!\Like this...\How about that?\That's right...\What the hell? A communication device?\The remaining humans on Earth require an improvement in technical proficiency.\This was a test to measure your technical ability, Pinion of the Sea of Mist. response:	Conclusion: You have an aptitude for it.
context: This is cool!\Like this...\How about that?\That's right...\What the hell? A communication device?\The remaining humans on Earth require an improvement in technical proficiency.\This was a test to measure your technical ability, Pinion of the Sea of Mist.\Conclusion: You have an aptitude for it. response:	I've heard that fancy pants way of talking before.
context: Like this...\How about that?\That's right...\What the hell? A communication device?\The remaining humans on Earth require an improvement in technical proficiency.\This was a test to measure your technical ability, Pinion of the Sea of Mist.\Conclusion: You have an aptitude for it.\I've heard that fancy pants way of talking before. response:	Don't tell me you're a relative of the tin can?
context: How about that?\That's right...\What the hell? A communication device?\The remaining humans on Earth require an improvement in technical proficiency.\This was a test to measure your technical ability, Pinion of the Sea of Mist.\Conclusion: You have an aptitude for it.\I've heard that fancy pants way of talking before.\Don't tell me you're a relative of the tin can? response:	I am a Pilot Support Enlightenment Interface System, Striker X3752.
context: That's right...\What the hell? A communication device?\The remaining humans on Earth require an improvement in technical proficiency.\This was a test to measure your technical ability, Pinion of the Sea of Mist.\Conclusion: You have an aptitude for it.\I've heard that fancy pants way of talking before.\Don't tell me you're a relative of the tin can?\I am a Pilot Support Enlightenment Interface System, Striker X3752. response:	And what does the great Striker want with me?
context: What the hell? A communication device?\The remaining humans on Earth require an improvement in technical proficiency.\This was a test to measure your technical ability, Pinion of the Sea of Mist.\Conclusion: You have an aptitude for it.\I've heard that fancy pants way of talking before.\Don't tell me you're a relative of the tin can?\I am a Pilot Support Enlightenment Interface System, Striker X3752.\And what does the great Striker want with me? response:	Your ability to repair weapons that are brought up from the ocean floor is admirable.
context: The remaining humans on Earth require an improvement in technical proficiency.\This was a test to measure your technical ability, Pinion of the Sea of Mist.\Conclusion: You have an aptitude for it.\I've heard that fancy pants way of talking before.\Don't tell me you're a relative of the tin can?\I am a Pilot Support Enlightenment Interface System, Striker X3752.\And what does the great Striker want with me?\Your ability to repair weapons that are brought up from the ocean floor is admirable. response:	But only emergency measures are taken as basic operating principles are not understood.
context: This was a test to measure your technical ability, Pinion of the Sea of Mist.\Conclusion: You have an aptitude for it.\I've heard that fancy pants way of talking before.\Don't tell me you're a relative of the tin can?\I am a Pilot Support Enlightenment Interface System, Striker X3752.\And what does the great Striker want with me?\Your ability to repair weapons that are brought up from the ocean floor is admirable.\But only emergency measures are taken as basic operating principles are not understood. response:	Ain't my fault!
context: Conclusion: You have an aptitude for it.\I've heard that fancy pants way of talking before.\Don't tell me you're a relative of the tin can?\I am a Pilot Support Enlightenment Interface System, Striker X3752.\And what does the great Striker want with me?\Your ability to repair weapons that are brought up from the ocean floor is admirable.\But only emergency measures are taken as basic operating principles are not understood.\Ain't my fault! response:	Like I'm supposed to know how machines were put together way back when?
context: I've heard that fancy pants way of talking before.\Don't tell me you're a relative of the tin can?\I am a Pilot Support Enlightenment Interface System, Striker X3752.\And what does the great Striker want with me?\Your ability to repair weapons that are brought up from the ocean floor is admirable.\But only emergency measures are taken as basic operating principles are not understood.\Ain't my fault!\Like I'm supposed to know how machines were put together way back when? response:	I am prepared to provide you with information on their construction.
context: Don't tell me you're a relative of the tin can?\I am a Pilot Support Enlightenment Interface System, Striker X3752.\And what does the great Striker want with me?\Your ability to repair weapons that are brought up from the ocean floor is admirable.\But only emergency measures are taken as basic operating principles are not understood.\Ain't my fault!\Like I'm supposed to know how machines were put together way back when?\I am prepared to provide you with information on their construction. response:	That's...
context: I am a Pilot Support Enlightenment Interface System, Striker X3752.\And what does the great Striker want with me?\Your ability to repair weapons that are brought up from the ocean floor is admirable.\But only emergency measures are taken as basic operating principles are not understood.\Ain't my fault!\Like I'm supposed to know how machines were put together way back when?\I am prepared to provide you with information on their construction.\That's... response:	With your ability, you need not stop at repairing weapons.
context: And what does the great Striker want with me?\Your ability to repair weapons that are brought up from the ocean floor is admirable.\But only emergency measures are taken as basic operating principles are not understood.\Ain't my fault!\Like I'm supposed to know how machines were put together way back when?\I am prepared to provide you with information on their construction.\That's...\With your ability, you need not stop at repairing weapons. response:	You may be able to design and produce new weapons.
context: Your ability to repair weapons that are brought up from the ocean floor is admirable.\But only emergency measures are taken as basic operating principles are not understood.\Ain't my fault!\Like I'm supposed to know how machines were put together way back when?\I am prepared to provide you with information on their construction.\That's...\With your ability, you need not stop at repairing weapons.\You may be able to design and produce new weapons. response:	You're givin' me way too much credit.
context: But only emergency measures are taken as basic operating principles are not understood.\Ain't my fault!\Like I'm supposed to know how machines were put together way back when?\I am prepared to provide you with information on their construction.\That's...\With your ability, you need not stop at repairing weapons.\You may be able to design and produce new weapons.\You're givin' me way too much credit. response:	Conclusion: You have the ability to learn that technology.
context: Ain't my fault!\Like I'm supposed to know how machines were put together way back when?\I am prepared to provide you with information on their construction.\That's...\With your ability, you need not stop at repairing weapons.\You may be able to design and produce new weapons.\You're givin' me way too much credit.\Conclusion: You have the ability to learn that technology. response:	My final request is for you to become an engineering officer.
context: Like I'm supposed to know how machines were put together way back when?\I am prepared to provide you with information on their construction.\That's...\With your ability, you need not stop at repairing weapons.\You may be able to design and produce new weapons.\You're givin' me way too much credit.\Conclusion: You have the ability to learn that technology.\My final request is for you to become an engineering officer. response:	An officer?!
context: I am prepared to provide you with information on their construction.\That's...\With your ability, you need not stop at repairing weapons.\You may be able to design and produce new weapons.\You're givin' me way too much credit.\Conclusion: You have the ability to learn that technology.\My final request is for you to become an engineering officer.\An officer?! response:	I ain't no soldier!
context: That's...\With your ability, you need not stop at repairing weapons.\You may be able to design and produce new weapons.\You're givin' me way too much credit.\Conclusion: You have the ability to learn that technology.\My final request is for you to become an engineering officer.\An officer?!\I ain't no soldier! response:	More importantly, can you guarantee the safety of our fleet?
context: With your ability, you need not stop at repairing weapons.\You may be able to design and produce new weapons.\You're givin' me way too much credit.\Conclusion: You have the ability to learn that technology.\My final request is for you to become an engineering officer.\An officer?!\I ain't no soldier!\More importantly, can you guarantee the safety of our fleet? response:	It is valid human resources that should not be wasted.
context: You may be able to design and produce new weapons.\You're givin' me way too much credit.\Conclusion: You have the ability to learn that technology.\My final request is for you to become an engineering officer.\An officer?!\I ain't no soldier!\More importantly, can you guarantee the safety of our fleet?\It is valid human resources that should not be wasted. response:	Wasted?
context: You're givin' me way too much credit.\Conclusion: You have the ability to learn that technology.\My final request is for you to become an engineering officer.\An officer?!\I ain't no soldier!\More importantly, can you guarantee the safety of our fleet?\It is valid human resources that should not be wasted.\Wasted? response:	Whatever, if you guarantee its safety, I guess I could help you out.
context: Conclusion: You have the ability to learn that technology.\My final request is for you to become an engineering officer.\An officer?!\I ain't no soldier!\More importantly, can you guarantee the safety of our fleet?\It is valid human resources that should not be wasted.\Wasted?\Whatever, if you guarantee its safety, I guess I could help you out. response:	I have great expectations of your progress.
context: My final request is for you to become an engineering officer.\An officer?!\I ain't no soldier!\More importantly, can you guarantee the safety of our fleet?\It is valid human resources that should not be wasted.\Wasted?\Whatever, if you guarantee its safety, I guess I could help you out.\I have great expectations of your progress. response:	Please, before you dine...
context: An officer?!\I ain't no soldier!\More importantly, can you guarantee the safety of our fleet?\It is valid human resources that should not be wasted.\Wasted?\Whatever, if you guarantee its safety, I guess I could help you out.\I have great expectations of your progress.\Please, before you dine... response:	It will be over soon if you do as you're told.
context: I ain't no soldier!\More importantly, can you guarantee the safety of our fleet?\It is valid human resources that should not be wasted.\Wasted?\Whatever, if you guarantee its safety, I guess I could help you out.\I have great expectations of your progress.\Please, before you dine...\It will be over soon if you do as you're told. response:	Who the hell do you people think you are?
context: More importantly, can you guarantee the safety of our fleet?\It is valid human resources that should not be wasted.\Wasted?\Whatever, if you guarantee its safety, I guess I could help you out.\I have great expectations of your progress.\Please, before you dine...\It will be over soon if you do as you're told.\Who the hell do you people think you are? response:	Hold still if you want to be finished quickly.
context: It is valid human resources that should not be wasted.\Wasted?\Whatever, if you guarantee its safety, I guess I could help you out.\I have great expectations of your progress.\Please, before you dine...\It will be over soon if you do as you're told.\Who the hell do you people think you are?\Hold still if you want to be finished quickly. response:	This is Pinion of the Sea of Mist to my fellow human beings.
context: Wasted?\Whatever, if you guarantee its safety, I guess I could help you out.\I have great expectations of your progress.\Please, before you dine...\It will be over soon if you do as you're told.\Who the hell do you people think you are?\Hold still if you want to be finished quickly.\This is Pinion of the Sea of Mist to my fellow human beings. response:	Commitment and cooperation are what make humans human.
context: Whatever, if you guarantee its safety, I guess I could help you out.\I have great expectations of your progress.\Please, before you dine...\It will be over soon if you do as you're told.\Who the hell do you people think you are?\Hold still if you want to be finished quickly.\This is Pinion of the Sea of Mist to my fellow human beings.\Commitment and cooperation are what make humans human. response:	By joining the Flange fleet with the Kugel fleet,
