context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Sasa Kazamori, you're coming to the station\as a suspect in the murder of an unknown victim!\Thank you, Shinjurou.\Let's go.\Handle that gently.\It's a valuable program.\I figured you'd realized...\Are you still exercising the right to silence... response:	Who are you two?
context: as a suspect in the murder of an unknown victim!\Thank you, Shinjurou.\Let's go.\Handle that gently.\It's a valuable program.\I figured you'd realized...\Are you still exercising the right to silence...\Who are you two? response:	I'm a detective and this is my assistant.
context: Thank you, Shinjurou.\Let's go.\Handle that gently.\It's a valuable program.\I figured you'd realized...\Are you still exercising the right to silence...\Who are you two?\I'm a detective and this is my assistant. response:	Did you take me out of there
context: Let's go.\Handle that gently.\It's a valuable program.\I figured you'd realized...\Are you still exercising the right to silence...\Who are you two?\I'm a detective and this is my assistant.\Did you take me out of there response:	knowing that I transferred to this doll's data bank?
context: Handle that gently.\It's a valuable program.\I figured you'd realized...\Are you still exercising the right to silence...\Who are you two?\I'm a detective and this is my assistant.\Did you take me out of there\knowing that I transferred to this doll's data bank? response:	After all, if we'd left you there, you would've been arrested!
context: It's a valuable program.\I figured you'd realized...\Are you still exercising the right to silence...\Who are you two?\I'm a detective and this is my assistant.\Did you take me out of there\knowing that I transferred to this doll's data bank?\After all, if we'd left you there, you would've been arrested! response:	Isn't your data still in that refrigerator, too?
context: I figured you'd realized...\Are you still exercising the right to silence...\Who are you two?\I'm a detective and this is my assistant.\Did you take me out of there\knowing that I transferred to this doll's data bank?\After all, if we'd left you there, you would've been arrested!\Isn't your data still in that refrigerator, too? response:	I deleted it the moment I transferred to this doll.
context: Are you still exercising the right to silence...\Who are you two?\I'm a detective and this is my assistant.\Did you take me out of there\knowing that I transferred to this doll's data bank?\After all, if we'd left you there, you would've been arrested!\Isn't your data still in that refrigerator, too?\I deleted it the moment I transferred to this doll. response:	Just in case, I destroyed all of the data banks in there.
context: Who are you two?\I'm a detective and this is my assistant.\Did you take me out of there\knowing that I transferred to this doll's data bank?\After all, if we'd left you there, you would've been arrested!\Isn't your data still in that refrigerator, too?\I deleted it the moment I transferred to this doll.\Just in case, I destroyed all of the data banks in there. response:	I was originally made as a consumer product,
context: I'm a detective and this is my assistant.\Did you take me out of there\knowing that I transferred to this doll's data bank?\After all, if we'd left you there, you would've been arrested!\Isn't your data still in that refrigerator, too?\I deleted it the moment I transferred to this doll.\Just in case, I destroyed all of the data banks in there.\I was originally made as a consumer product, response:	so my specs don't allow me to be copied.
context: Did you take me out of there\knowing that I transferred to this doll's data bank?\After all, if we'd left you there, you would've been arrested!\Isn't your data still in that refrigerator, too?\I deleted it the moment I transferred to this doll.\Just in case, I destroyed all of the data banks in there.\I was originally made as a consumer product,\so my specs don't allow me to be copied. response:	Think about a more nutritional balance, such as toast or fruit...
context: knowing that I transferred to this doll's data bank?\After all, if we'd left you there, you would've been arrested!\Isn't your data still in that refrigerator, too?\I deleted it the moment I transferred to this doll.\Just in case, I destroyed all of the data banks in there.\I was originally made as a consumer product,\so my specs don't allow me to be copied.\Think about a more nutritional balance, such as toast or fruit... response:	Sasa Komamori was the only engineer who could create
context: After all, if we'd left you there, you would've been arrested!\Isn't your data still in that refrigerator, too?\I deleted it the moment I transferred to this doll.\Just in case, I destroyed all of the data banks in there.\I was originally made as a consumer product,\so my specs don't allow me to be copied.\Think about a more nutritional balance, such as toast or fruit...\Sasa Komamori was the only engineer who could create response:	artificial intelligence that perfectly copied human thought.
context: Isn't your data still in that refrigerator, too?\I deleted it the moment I transferred to this doll.\Just in case, I destroyed all of the data banks in there.\I was originally made as a consumer product,\so my specs don't allow me to be copied.\Think about a more nutritional balance, such as toast or fruit...\Sasa Komamori was the only engineer who could create\artificial intelligence that perfectly copied human thought. response:	Kaishou Rinroku
context: I deleted it the moment I transferred to this doll.\Just in case, I destroyed all of the data banks in there.\I was originally made as a consumer product,\so my specs don't allow me to be copied.\Think about a more nutritional balance, such as toast or fruit...\Sasa Komamori was the only engineer who could create\artificial intelligence that perfectly copied human thought.\Kaishou Rinroku response:	Chairman of JJ Systems
context: Just in case, I destroyed all of the data banks in there.\I was originally made as a consumer product,\so my specs don't allow me to be copied.\Think about a more nutritional balance, such as toast or fruit...\Sasa Komamori was the only engineer who could create\artificial intelligence that perfectly copied human thought.\Kaishou Rinroku\Chairman of JJ Systems response:	What made him brilliant was how he dispersed a huge quantity of data
context: I was originally made as a consumer product,\so my specs don't allow me to be copied.\Think about a more nutritional balance, such as toast or fruit...\Sasa Komamori was the only engineer who could create\artificial intelligence that perfectly copied human thought.\Kaishou Rinroku\Chairman of JJ Systems\What made him brilliant was how he dispersed a huge quantity of data response:	to the world's networks as an omnipresent distributed system,
context: so my specs don't allow me to be copied.\Think about a more nutritional balance, such as toast or fruit...\Sasa Komamori was the only engineer who could create\artificial intelligence that perfectly copied human thought.\Kaishou Rinroku\Chairman of JJ Systems\What made him brilliant was how he dispersed a huge quantity of data\to the world's networks as an omnipresent distributed system, response:	where only the main controlling program is held in the actual body.
context: Think about a more nutritional balance, such as toast or fruit...\Sasa Komamori was the only engineer who could create\artificial intelligence that perfectly copied human thought.\Kaishou Rinroku\Chairman of JJ Systems\What made him brilliant was how he dispersed a huge quantity of data\to the world's networks as an omnipresent distributed system,\where only the main controlling program is held in the actual body. response:	If it was just the main program, he could even download it
context: Sasa Komamori was the only engineer who could create\artificial intelligence that perfectly copied human thought.\Kaishou Rinroku\Chairman of JJ Systems\What made him brilliant was how he dispersed a huge quantity of data\to the world's networks as an omnipresent distributed system,\where only the main controlling program is held in the actual body.\If it was just the main program, he could even download it response:	to this refrigerator, say, or a cell phone's memory bank.
context: artificial intelligence that perfectly copied human thought.\Kaishou Rinroku\Chairman of JJ Systems\What made him brilliant was how he dispersed a huge quantity of data\to the world's networks as an omnipresent distributed system,\where only the main controlling program is held in the actual body.\If it was just the main program, he could even download it\to this refrigerator, say, or a cell phone's memory bank. response:	Did you realize the truth?
context: Kaishou Rinroku\Chairman of JJ Systems\What made him brilliant was how he dispersed a huge quantity of data\to the world's networks as an omnipresent distributed system,\where only the main controlling program is held in the actual body.\If it was just the main program, he could even download it\to this refrigerator, say, or a cell phone's memory bank.\Did you realize the truth? response:	That Kazamori was the RAI program created by Sasa Komamori?
context: Chairman of JJ Systems\What made him brilliant was how he dispersed a huge quantity of data\to the world's networks as an omnipresent distributed system,\where only the main controlling program is held in the actual body.\If it was just the main program, he could even download it\to this refrigerator, say, or a cell phone's memory bank.\Did you realize the truth?\That Kazamori was the RAI program created by Sasa Komamori? response:	Don't be silly.
context: What made him brilliant was how he dispersed a huge quantity of data\to the world's networks as an omnipresent distributed system,\where only the main controlling program is held in the actual body.\If it was just the main program, he could even download it\to this refrigerator, say, or a cell phone's memory bank.\Did you realize the truth?\That Kazamori was the RAI program created by Sasa Komamori?\Don't be silly. response:	RAI is outlawed under the New Information Privacy and Protection Act
context: to the world's networks as an omnipresent distributed system,\where only the main controlling program is held in the actual body.\If it was just the main program, he could even download it\to this refrigerator, say, or a cell phone's memory bank.\Did you realize the truth?\That Kazamori was the RAI program created by Sasa Komamori?\Don't be silly.\RAI is outlawed under the New Information Privacy and Protection Act response:	and as such, may no longer be manufactured or sold.
context: where only the main controlling program is held in the actual body.\If it was just the main program, he could even download it\to this refrigerator, say, or a cell phone's memory bank.\Did you realize the truth?\That Kazamori was the RAI program created by Sasa Komamori?\Don't be silly.\RAI is outlawed under the New Information Privacy and Protection Act\and as such, may no longer be manufactured or sold. response:	If I knew of the existence of such tech, I would report it to you immediately.
context: If it was just the main program, he could even download it\to this refrigerator, say, or a cell phone's memory bank.\Did you realize the truth?\That Kazamori was the RAI program created by Sasa Komamori?\Don't be silly.\RAI is outlawed under the New Information Privacy and Protection Act\and as such, may no longer be manufactured or sold.\If I knew of the existence of such tech, I would report it to you immediately. response:	But of course.
context: to this refrigerator, say, or a cell phone's memory bank.\Did you realize the truth?\That Kazamori was the RAI program created by Sasa Komamori?\Don't be silly.\RAI is outlawed under the New Information Privacy and Protection Act\and as such, may no longer be manufactured or sold.\If I knew of the existence of such tech, I would report it to you immediately.\But of course. response:	So, do you think a RAI could kill someone?
context: Did you realize the truth?\That Kazamori was the RAI program created by Sasa Komamori?\Don't be silly.\RAI is outlawed under the New Information Privacy and Protection Act\and as such, may no longer be manufactured or sold.\If I knew of the existence of such tech, I would report it to you immediately.\But of course.\So, do you think a RAI could kill someone? response:	Hmm... That's a difficult question.
context: That Kazamori was the RAI program created by Sasa Komamori?\Don't be silly.\RAI is outlawed under the New Information Privacy and Protection Act\and as such, may no longer be manufactured or sold.\If I knew of the existence of such tech, I would report it to you immediately.\But of course.\So, do you think a RAI could kill someone?\Hmm... That's a difficult question. response:	I wonder what the identity of the charred corpse is...
context: Don't be silly.\RAI is outlawed under the New Information Privacy and Protection Act\and as such, may no longer be manufactured or sold.\If I knew of the existence of such tech, I would report it to you immediately.\But of course.\So, do you think a RAI could kill someone?\Hmm... That's a difficult question.\I wonder what the identity of the charred corpse is... response:	There's a simple way to learn that.
context: RAI is outlawed under the New Information Privacy and Protection Act\and as such, may no longer be manufactured or sold.\If I knew of the existence of such tech, I would report it to you immediately.\But of course.\So, do you think a RAI could kill someone?\Hmm... That's a difficult question.\I wonder what the identity of the charred corpse is...\There's a simple way to learn that. response:	How about running a DNA test?
context: and as such, may no longer be manufactured or sold.\If I knew of the existence of such tech, I would report it to you immediately.\But of course.\So, do you think a RAI could kill someone?\Hmm... That's a difficult question.\I wonder what the identity of the charred corpse is...\There's a simple way to learn that.\How about running a DNA test? response:	Checking it against our criminal database? But...
context: If I knew of the existence of such tech, I would report it to you immediately.\But of course.\So, do you think a RAI could kill someone?\Hmm... That's a difficult question.\I wonder what the identity of the charred corpse is...\There's a simple way to learn that.\How about running a DNA test?\Checking it against our criminal database? But... response:	Although I'm sure the case will eventually be reported
context: But of course.\So, do you think a RAI could kill someone?\Hmm... That's a difficult question.\I wonder what the identity of the charred corpse is...\There's a simple way to learn that.\How about running a DNA test?\Checking it against our criminal database? But...\Although I'm sure the case will eventually be reported response:	as Kazamori committing suicide...
context: So, do you think a RAI could kill someone?\Hmm... That's a difficult question.\I wonder what the identity of the charred corpse is...\There's a simple way to learn that.\How about running a DNA test?\Checking it against our criminal database? But...\Although I'm sure the case will eventually be reported\as Kazamori committing suicide... response:	Bitch!
context: Hmm... That's a difficult question.\I wonder what the identity of the charred corpse is...\There's a simple way to learn that.\How about running a DNA test?\Checking it against our criminal database? But...\Although I'm sure the case will eventually be reported\as Kazamori committing suicide...\Bitch! response:	Eat this!
context: I wonder what the identity of the charred corpse is...\There's a simple way to learn that.\How about running a DNA test?\Checking it against our criminal database? But...\Although I'm sure the case will eventually be reported\as Kazamori committing suicide...\Bitch!\Eat this! response:	As you have clearly seen from the video evidence, RAI robots in circulation
context: There's a simple way to learn that.\How about running a DNA test?\Checking it against our criminal database? But...\Although I'm sure the case will eventually be reported\as Kazamori committing suicide...\Bitch!\Eat this!\As you have clearly seen from the video evidence, RAI robots in circulation response:	are being used for wanton cruelty or satisfying the desires of sexual deviants.
context: How about running a DNA test?\Checking it against our criminal database? But...\Although I'm sure the case will eventually be reported\as Kazamori committing suicide...\Bitch!\Eat this!\As you have clearly seen from the video evidence, RAI robots in circulation\are being used for wanton cruelty or satisfying the desires of sexual deviants. response:	We've arrived at the conclusion that this technology
context: Checking it against our criminal database? But...\Although I'm sure the case will eventually be reported\as Kazamori committing suicide...\Bitch!\Eat this!\As you have clearly seen from the video evidence, RAI robots in circulation\are being used for wanton cruelty or satisfying the desires of sexual deviants.\We've arrived at the conclusion that this technology response:	is interfering with the wholesome upbringing of young people.
context: Although I'm sure the case will eventually be reported\as Kazamori committing suicide...\Bitch!\Eat this!\As you have clearly seen from the video evidence, RAI robots in circulation\are being used for wanton cruelty or satisfying the desires of sexual deviants.\We've arrived at the conclusion that this technology\is interfering with the wholesome upbringing of young people. response:	Will they be banned?
context: as Kazamori committing suicide...\Bitch!\Eat this!\As you have clearly seen from the video evidence, RAI robots in circulation\are being used for wanton cruelty or satisfying the desires of sexual deviants.\We've arrived at the conclusion that this technology\is interfering with the wholesome upbringing of young people.\Will they be banned? response:	Even sterner measures will be taken.
context: Bitch!\Eat this!\As you have clearly seen from the video evidence, RAI robots in circulation\are being used for wanton cruelty or satisfying the desires of sexual deviants.\We've arrived at the conclusion that this technology\is interfering with the wholesome upbringing of young people.\Will they be banned?\Even sterner measures will be taken. response:	The New Information Privacy and Protection Act is an evil law
context: Eat this!\As you have clearly seen from the video evidence, RAI robots in circulation\are being used for wanton cruelty or satisfying the desires of sexual deviants.\We've arrived at the conclusion that this technology\is interfering with the wholesome upbringing of young people.\Will they be banned?\Even sterner measures will be taken.\The New Information Privacy and Protection Act is an evil law response:	that was obviously created just to outlaw my RAI!
context: As you have clearly seen from the video evidence, RAI robots in circulation\are being used for wanton cruelty or satisfying the desires of sexual deviants.\We've arrived at the conclusion that this technology\is interfering with the wholesome upbringing of young people.\Will they be banned?\Even sterner measures will be taken.\The New Information Privacy and Protection Act is an evil law\that was obviously created just to outlaw my RAI! response:	Who has RAI hurt?!
context: are being used for wanton cruelty or satisfying the desires of sexual deviants.\We've arrived at the conclusion that this technology\is interfering with the wholesome upbringing of young people.\Will they be banned?\Even sterner measures will be taken.\The New Information Privacy and Protection Act is an evil law\that was obviously created just to outlaw my RAI!\Who has RAI hurt?! response:	What's the harm in taking pleasure from watching RAI bodies
context: We've arrived at the conclusion that this technology\is interfering with the wholesome upbringing of young people.\Will they be banned?\Even sterner measures will be taken.\The New Information Privacy and Protection Act is an evil law\that was obviously created just to outlaw my RAI!\Who has RAI hurt?!\What's the harm in taking pleasure from watching RAI bodies response:	destroy each other or even make love to each other?!
context: is interfering with the wholesome upbringing of young people.\Will they be banned?\Even sterner measures will be taken.\The New Information Privacy and Protection Act is an evil law\that was obviously created just to outlaw my RAI!\Who has RAI hurt?!\What's the harm in taking pleasure from watching RAI bodies\destroy each other or even make love to each other?! response:	They're not humans!
context: Will they be banned?\Even sterner measures will be taken.\The New Information Privacy and Protection Act is an evil law\that was obviously created just to outlaw my RAI!\Who has RAI hurt?!\What's the harm in taking pleasure from watching RAI bodies\destroy each other or even make love to each other?!\They're not humans! response:	As shown in the clip, Mr. Sasa asserts that RAI users
context: Even sterner measures will be taken.\The New Information Privacy and Protection Act is an evil law\that was obviously created just to outlaw my RAI!\Who has RAI hurt?!\What's the harm in taking pleasure from watching RAI bodies\destroy each other or even make love to each other?!\They're not humans!\As shown in the clip, Mr. Sasa asserts that RAI users response:	Sasa Komamori, Creator of RAI The New Information Privacy and Protection Act is an evil law
context: The New Information Privacy and Protection Act is an evil law\that was obviously created just to outlaw my RAI!\Who has RAI hurt?!\What's the harm in taking pleasure from watching RAI bodies\destroy each other or even make love to each other?!\They're not humans!\As shown in the clip, Mr. Sasa asserts that RAI users\Sasa Komamori, Creator of RAI The New Information Privacy and Protection Act is an evil law response:	are free to do what they please with their robots.
context: that was obviously created just to outlaw my RAI!\Who has RAI hurt?!\What's the harm in taking pleasure from watching RAI bodies\destroy each other or even make love to each other?!\They're not humans!\As shown in the clip, Mr. Sasa asserts that RAI users\Sasa Komamori, Creator of RAI The New Information Privacy and Protection Act is an evil law\are free to do what they please with their robots. response:	Person or Machine? Legal regulations are necessary
context: Who has RAI hurt?!\What's the harm in taking pleasure from watching RAI bodies\destroy each other or even make love to each other?!\They're not humans!\As shown in the clip, Mr. Sasa asserts that RAI users\Sasa Komamori, Creator of RAI The New Information Privacy and Protection Act is an evil law\are free to do what they please with their robots.\Person or Machine? Legal regulations are necessary response:	Exclusive Shocking scoop!
context: What's the harm in taking pleasure from watching RAI bodies\destroy each other or even make love to each other?!\They're not humans!\As shown in the clip, Mr. Sasa asserts that RAI users\Sasa Komamori, Creator of RAI The New Information Privacy and Protection Act is an evil law\are free to do what they please with their robots.\Person or Machine? Legal regulations are necessary\Exclusive Shocking scoop! response:	That idol is hooked! RAI Love
context: destroy each other or even make love to each other?!\They're not humans!\As shown in the clip, Mr. Sasa asserts that RAI users\Sasa Komamori, Creator of RAI The New Information Privacy and Protection Act is an evil law\are free to do what they please with their robots.\Person or Machine? Legal regulations are necessary\Exclusive Shocking scoop!\That idol is hooked! RAI Love response:	To be honest... it's a little grotesque, isn't it?
context: They're not humans!\As shown in the clip, Mr. Sasa asserts that RAI users\Sasa Komamori, Creator of RAI The New Information Privacy and Protection Act is an evil law\are free to do what they please with their robots.\Person or Machine? Legal regulations are necessary\Exclusive Shocking scoop!\That idol is hooked! RAI Love\To be honest... it's a little grotesque, isn't it? response:	But the RAI only do what they're ordered.
context: As shown in the clip, Mr. Sasa asserts that RAI users\Sasa Komamori, Creator of RAI The New Information Privacy and Protection Act is an evil law\are free to do what they please with their robots.\Person or Machine? Legal regulations are necessary\Exclusive Shocking scoop!\That idol is hooked! RAI Love\To be honest... it's a little grotesque, isn't it?\But the RAI only do what they're ordered. response:	I just can't believe that my brother, Kazamori, would murder someone...
context: Sasa Komamori, Creator of RAI The New Information Privacy and Protection Act is an evil law\are free to do what they please with their robots.\Person or Machine? Legal regulations are necessary\Exclusive Shocking scoop!\That idol is hooked! RAI Love\To be honest... it's a little grotesque, isn't it?\But the RAI only do what they're ordered.\I just can't believe that my brother, Kazamori, would murder someone... response:	Prosecutor Koyama sent us to confiscate evidence.
context: are free to do what they please with their robots.\Person or Machine? Legal regulations are necessary\Exclusive Shocking scoop!\That idol is hooked! RAI Love\To be honest... it's a little grotesque, isn't it?\But the RAI only do what they're ordered.\I just can't believe that my brother, Kazamori, would murder someone...\Prosecutor Koyama sent us to confiscate evidence. response:	Um, right now, my mother and brother are with the police...
context: Person or Machine? Legal regulations are necessary\Exclusive Shocking scoop!\That idol is hooked! RAI Love\To be honest... it's a little grotesque, isn't it?\But the RAI only do what they're ordered.\I just can't believe that my brother, Kazamori, would murder someone...\Prosecutor Koyama sent us to confiscate evidence.\Um, right now, my mother and brother are with the police... response:	Please let us in.
context: Exclusive Shocking scoop!\That idol is hooked! RAI Love\To be honest... it's a little grotesque, isn't it?\But the RAI only do what they're ordered.\I just can't believe that my brother, Kazamori, would murder someone...\Prosecutor Koyama sent us to confiscate evidence.\Um, right now, my mother and brother are with the police...\Please let us in. response:	Where are you going?
context: That idol is hooked! RAI Love\To be honest... it's a little grotesque, isn't it?\But the RAI only do what they're ordered.\I just can't believe that my brother, Kazamori, would murder someone...\Prosecutor Koyama sent us to confiscate evidence.\Um, right now, my mother and brother are with the police...\Please let us in.\Where are you going? response:	I'm the last RAI in the world.
context: To be honest... it's a little grotesque, isn't it?\But the RAI only do what they're ordered.\I just can't believe that my brother, Kazamori, would murder someone...\Prosecutor Koyama sent us to confiscate evidence.\Um, right now, my mother and brother are with the police...\Please let us in.\Where are you going?\I'm the last RAI in the world. response:	I must continue my existence.
context: But the RAI only do what they're ordered.\I just can't believe that my brother, Kazamori, would murder someone...\Prosecutor Koyama sent us to confiscate evidence.\Um, right now, my mother and brother are with the police...\Please let us in.\Where are you going?\I'm the last RAI in the world.\I must continue my existence. response:	There's still something I want to ask you.
context: I just can't believe that my brother, Kazamori, would murder someone...\Prosecutor Koyama sent us to confiscate evidence.\Um, right now, my mother and brother are with the police...\Please let us in.\Where are you going?\I'm the last RAI in the world.\I must continue my existence.\There's still something I want to ask you. response:	What's this about?
context: Prosecutor Koyama sent us to confiscate evidence.\Um, right now, my mother and brother are with the police...\Please let us in.\Where are you going?\I'm the last RAI in the world.\I must continue my existence.\There's still something I want to ask you.\What's this about? response:	My thanks for getting me out of there safely.
context: Um, right now, my mother and brother are with the police...\Please let us in.\Where are you going?\I'm the last RAI in the world.\I must continue my existence.\There's still something I want to ask you.\What's this about?\My thanks for getting me out of there safely. response:	A little bonus for a job well done? But with that body...
context: Please let us in.\Where are you going?\I'm the last RAI in the world.\I must continue my existence.\There's still something I want to ask you.\What's this about?\My thanks for getting me out of there safely.\A little bonus for a job well done? But with that body... response:	I know how to satisfy no matter what body I am in.
context: Where are you going?\I'm the last RAI in the world.\I must continue my existence.\There's still something I want to ask you.\What's this about?\My thanks for getting me out of there safely.\A little bonus for a job well done? But with that body...\I know how to satisfy no matter what body I am in. response:	The data that is my true form is dispersed in computers all over the world,
context: I'm the last RAI in the world.\I must continue my existence.\There's still something I want to ask you.\What's this about?\My thanks for getting me out of there safely.\A little bonus for a job well done? But with that body...\I know how to satisfy no matter what body I am in.\The data that is my true form is dispersed in computers all over the world, response:	where it lives like a parasite and continues to grow, even now.
context: I must continue my existence.\There's still something I want to ask you.\What's this about?\My thanks for getting me out of there safely.\A little bonus for a job well done? But with that body...\I know how to satisfy no matter what body I am in.\The data that is my true form is dispersed in computers all over the world,\where it lives like a parasite and continues to grow, even now. response:	What do humans want to know? What should they become?
context: There's still something I want to ask you.\What's this about?\My thanks for getting me out of there safely.\A little bonus for a job well done? But with that body...\I know how to satisfy no matter what body I am in.\The data that is my true form is dispersed in computers all over the world,\where it lives like a parasite and continues to grow, even now.\What do humans want to know? What should they become? response:	And what are they looking for?
context: What's this about?\My thanks for getting me out of there safely.\A little bonus for a job well done? But with that body...\I know how to satisfy no matter what body I am in.\The data that is my true form is dispersed in computers all over the world,\where it lives like a parasite and continues to grow, even now.\What do humans want to know? What should they become?\And what are they looking for? response:	Squeeze! Tighter!
context: My thanks for getting me out of there safely.\A little bonus for a job well done? But with that body...\I know how to satisfy no matter what body I am in.\The data that is my true form is dispersed in computers all over the world,\where it lives like a parasite and continues to grow, even now.\What do humans want to know? What should they become?\And what are they looking for?\Squeeze! Tighter! response:	Pull off my arms. Crush my eyes!
context: A little bonus for a job well done? But with that body...\I know how to satisfy no matter what body I am in.\The data that is my true form is dispersed in computers all over the world,\where it lives like a parasite and continues to grow, even now.\What do humans want to know? What should they become?\And what are they looking for?\Squeeze! Tighter!\Pull off my arms. Crush my eyes! response:	Tear me into pieces.
context: I know how to satisfy no matter what body I am in.\The data that is my true form is dispersed in computers all over the world,\where it lives like a parasite and continues to grow, even now.\What do humans want to know? What should they become?\And what are they looking for?\Squeeze! Tighter!\Pull off my arms. Crush my eyes!\Tear me into pieces. response:	Do what you want with me.
context: The data that is my true form is dispersed in computers all over the world,\where it lives like a parasite and continues to grow, even now.\What do humans want to know? What should they become?\And what are they looking for?\Squeeze! Tighter!\Pull off my arms. Crush my eyes!\Tear me into pieces.\Do what you want with me. response:	I'm sorry. Shinjurou can't be satisfied by anyone other than me.
context: where it lives like a parasite and continues to grow, even now.\What do humans want to know? What should they become?\And what are they looking for?\Squeeze! Tighter!\Pull off my arms. Crush my eyes!\Tear me into pieces.\Do what you want with me.\I'm sorry. Shinjurou can't be satisfied by anyone other than me. response:	What are you?
context: What do humans want to know? What should they become?\And what are they looking for?\Squeeze! Tighter!\Pull off my arms. Crush my eyes!\Tear me into pieces.\Do what you want with me.\I'm sorry. Shinjurou can't be satisfied by anyone other than me.\What are you? response:	You've got all the knowledge in the world at your disposal, don't you?
context: And what are they looking for?\Squeeze! Tighter!\Pull off my arms. Crush my eyes!\Tear me into pieces.\Do what you want with me.\I'm sorry. Shinjurou can't be satisfied by anyone other than me.\What are you?\You've got all the knowledge in the world at your disposal, don't you? response:	Why not run a search?
context: Squeeze! Tighter!\Pull off my arms. Crush my eyes!\Tear me into pieces.\Do what you want with me.\I'm sorry. Shinjurou can't be satisfied by anyone other than me.\What are you?\You've got all the knowledge in the world at your disposal, don't you?\Why not run a search? response:	I don't know.
context: Pull off my arms. Crush my eyes!\Tear me into pieces.\Do what you want with me.\I'm sorry. Shinjurou can't be satisfied by anyone other than me.\What are you?\You've got all the knowledge in the world at your disposal, don't you?\Why not run a search?\I don't know. response:	I eat souls, the feelings left by humans...
context: Tear me into pieces.\Do what you want with me.\I'm sorry. Shinjurou can't be satisfied by anyone other than me.\What are you?\You've got all the knowledge in the world at your disposal, don't you?\Why not run a search?\I don't know.\I eat souls, the feelings left by humans... response:	Are you going to eat me, too?
context: Do what you want with me.\I'm sorry. Shinjurou can't be satisfied by anyone other than me.\What are you?\You've got all the knowledge in the world at your disposal, don't you?\Why not run a search?\I don't know.\I eat souls, the feelings left by humans...\Are you going to eat me, too? response:	We'll see...
context: I'm sorry. Shinjurou can't be satisfied by anyone other than me.\What are you?\You've got all the knowledge in the world at your disposal, don't you?\Why not run a search?\I don't know.\I eat souls, the feelings left by humans...\Are you going to eat me, too?\We'll see... response:	Answer me. Who is that corpse?
context: What are you?\You've got all the knowledge in the world at your disposal, don't you?\Why not run a search?\I don't know.\I eat souls, the feelings left by humans...\Are you going to eat me, too?\We'll see...\Answer me. Who is that corpse? response:	Nothing! It must not work on him'cause he's not a person.
context: You've got all the knowledge in the world at your disposal, don't you?\Why not run a search?\I don't know.\I eat souls, the feelings left by humans...\Are you going to eat me, too?\We'll see...\Answer me. Who is that corpse?\Nothing! It must not work on him'cause he's not a person. response:	Who are you covering for?
context: Why not run a search?\I don't know.\I eat souls, the feelings left by humans...\Are you going to eat me, too?\We'll see...\Answer me. Who is that corpse?\Nothing! It must not work on him'cause he's not a person.\Who are you covering for? response:	We may be able to help you.
context: I don't know.\I eat souls, the feelings left by humans...\Are you going to eat me, too?\We'll see...\Answer me. Who is that corpse?\Nothing! It must not work on him'cause he's not a person.\Who are you covering for?\We may be able to help you. response:	Why? I'm not a person, but a RAI, prohibited by law.
context: I eat souls, the feelings left by humans...\Are you going to eat me, too?\We'll see...\Answer me. Who is that corpse?\Nothing! It must not work on him'cause he's not a person.\Who are you covering for?\We may be able to help you.\Why? I'm not a person, but a RAI, prohibited by law. response:	So why would you...?
context: Are you going to eat me, too?\We'll see...\Answer me. Who is that corpse?\Nothing! It must not work on him'cause he's not a person.\Who are you covering for?\We may be able to help you.\Why? I'm not a person, but a RAI, prohibited by law.\So why would you...? response:	Kazamori... You don't lie, do you?
context: We'll see...\Answer me. Who is that corpse?\Nothing! It must not work on him'cause he's not a person.\Who are you covering for?\We may be able to help you.\Why? I'm not a person, but a RAI, prohibited by law.\So why would you...?\Kazamori... You don't lie, do you? response:	You've been telling just the truth this whole time.
context: Answer me. Who is that corpse?\Nothing! It must not work on him'cause he's not a person.\Who are you covering for?\We may be able to help you.\Why? I'm not a person, but a RAI, prohibited by law.\So why would you...?\Kazamori... You don't lie, do you?\You've been telling just the truth this whole time. response:	In that case, you should also really be able to say whether you killed a person.
context: Nothing! It must not work on him'cause he's not a person.\Who are you covering for?\We may be able to help you.\Why? I'm not a person, but a RAI, prohibited by law.\So why would you...?\Kazamori... You don't lie, do you?\You've been telling just the truth this whole time.\In that case, you should also really be able to say whether you killed a person. response:	But you don't say anything. That means...
context: Who are you covering for?\We may be able to help you.\Why? I'm not a person, but a RAI, prohibited by law.\So why would you...?\Kazamori... You don't lie, do you?\You've been telling just the truth this whole time.\In that case, you should also really be able to say whether you killed a person.\But you don't say anything. That means... response:	Public Security Force...
context: We may be able to help you.\Why? I'm not a person, but a RAI, prohibited by law.\So why would you...?\Kazamori... You don't lie, do you?\You've been telling just the truth this whole time.\In that case, you should also really be able to say whether you killed a person.\But you don't say anything. That means...\Public Security Force... response:	Let's go!
context: Why? I'm not a person, but a RAI, prohibited by law.\So why would you...?\Kazamori... You don't lie, do you?\You've been telling just the truth this whole time.\In that case, you should also really be able to say whether you killed a person.\But you don't say anything. That means...\Public Security Force...\Let's go! response:	What's wrong?
context: So why would you...?\Kazamori... You don't lie, do you?\You've been telling just the truth this whole time.\In that case, you should also really be able to say whether you killed a person.\But you don't say anything. That means...\Public Security Force...\Let's go!\What's wrong? response:	Those people are the city's security, aren't they?
