context: Here she comes, Reiner. response:	Right.
context: That's so cruel!\You guys! Tell us it's all a lie!\Hey, hey, hey... You think you can just keep running away?\That's not gonna happen!\For three years, didn't we sleep under the same roof\as comrades through thick and thin?\Bertholdt... Your odd sleeping positions were truly an art form.\After a while, we all looked forward each morning to seeing your pose... response:	But you...
context: You guys! Tell us it's all a lie!\Hey, hey, hey... You think you can just keep running away?\That's not gonna happen!\For three years, didn't we sleep under the same roof\as comrades through thick and thin?\Bertholdt... Your odd sleeping positions were truly an art form.\After a while, we all looked forward each morning to seeing your pose...\But you... response:	To think you, the invader... could sleep like a log...
context: Hey, hey, hey... You think you can just keep running away?\That's not gonna happen!\For three years, didn't we sleep under the same roof\as comrades through thick and thin?\Bertholdt... Your odd sleeping positions were truly an art form.\After a while, we all looked forward each morning to seeing your pose...\But you...\To think you, the invader... could sleep like a log... response:	Was everything just a lie?
context: That's not gonna happen!\For three years, didn't we sleep under the same roof\as comrades through thick and thin?\Bertholdt... Your odd sleeping positions were truly an art form.\After a while, we all looked forward each morning to seeing your pose...\But you...\To think you, the invader... could sleep like a log...\Was everything just a lie? response:	Remember we talked about surviving this together?
context: For three years, didn't we sleep under the same roof\as comrades through thick and thin?\Bertholdt... Your odd sleeping positions were truly an art form.\After a while, we all looked forward each morning to seeing your pose...\But you...\To think you, the invader... could sleep like a log...\Was everything just a lie?\Remember we talked about surviving this together? response:	And that we'd grow old, and someday we'd all go out for drinks together?
context: as comrades through thick and thin?\Bertholdt... Your odd sleeping positions were truly an art form.\After a while, we all looked forward each morning to seeing your pose...\But you...\To think you, the invader... could sleep like a log...\Was everything just a lie?\Remember we talked about surviving this together?\And that we'd grow old, and someday we'd all go out for drinks together? response:	Was everything... all a lie?
context: Bertholdt... Your odd sleeping positions were truly an art form.\After a while, we all looked forward each morning to seeing your pose...\But you...\To think you, the invader... could sleep like a log...\Was everything just a lie?\Remember we talked about surviving this together?\And that we'd grow old, and someday we'd all go out for drinks together?\Was everything... all a lie? response:	Was it?!
context: After a while, we all looked forward each morning to seeing your pose...\But you...\To think you, the invader... could sleep like a log...\Was everything just a lie?\Remember we talked about surviving this together?\And that we'd grow old, and someday we'd all go out for drinks together?\Was everything... all a lie?\Was it?! response:	You guys...
context: But you...\To think you, the invader... could sleep like a log...\Was everything just a lie?\Remember we talked about surviving this together?\And that we'd grow old, and someday we'd all go out for drinks together?\Was everything... all a lie?\Was it?!\You guys... response:	What were you guys thinking this whole time?
context: To think you, the invader... could sleep like a log...\Was everything just a lie?\Remember we talked about surviving this together?\And that we'd grow old, and someday we'd all go out for drinks together?\Was everything... all a lie?\Was it?!\You guys...\What were you guys thinking this whole time? response:	What's it even matter anymore?
context: Was everything just a lie?\Remember we talked about surviving this together?\And that we'd grow old, and someday we'd all go out for drinks together?\Was everything... all a lie?\Was it?!\You guys...\What were you guys thinking this whole time?\What's it even matter anymore? response:	Just focus on cutting open his neck.
context: Remember we talked about surviving this together?\And that we'd grow old, and someday we'd all go out for drinks together?\Was everything... all a lie?\Was it?!\You guys...\What were you guys thinking this whole time?\What's it even matter anymore?\Just focus on cutting open his neck. response:	If you hesitate for a moment, we won't be able to get Eren back.
context: And that we'd grow old, and someday we'd all go out for drinks together?\Was everything... all a lie?\Was it?!\You guys...\What were you guys thinking this whole time?\What's it even matter anymore?\Just focus on cutting open his neck.\If you hesitate for a moment, we won't be able to get Eren back. response:	They are enemies of humanity.
context: Was everything... all a lie?\Was it?!\You guys...\What were you guys thinking this whole time?\What's it even matter anymore?\Just focus on cutting open his neck.\If you hesitate for a moment, we won't be able to get Eren back.\They are enemies of humanity. response:	That's all there is to know.
context: Was it?!\You guys...\What were you guys thinking this whole time?\What's it even matter anymore?\Just focus on cutting open his neck.\If you hesitate for a moment, we won't be able to get Eren back.\They are enemies of humanity.\That's all there is to know. response:	T-Tell me who!
context: You guys...\What were you guys thinking this whole time?\What's it even matter anymore?\Just focus on cutting open his neck.\If you hesitate for a moment, we won't be able to get Eren back.\They are enemies of humanity.\That's all there is to know.\T-Tell me who! response:	Who the hell would want to kill people by their own choice?!
context: What were you guys thinking this whole time?\What's it even matter anymore?\Just focus on cutting open his neck.\If you hesitate for a moment, we won't be able to get Eren back.\They are enemies of humanity.\That's all there is to know.\T-Tell me who!\Who the hell would want to kill people by their own choice?! response:	Who the hell would like doing this sort of thing?!
context: What's it even matter anymore?\Just focus on cutting open his neck.\If you hesitate for a moment, we won't be able to get Eren back.\They are enemies of humanity.\That's all there is to know.\T-Tell me who!\Who the hell would want to kill people by their own choice?!\Who the hell would like doing this sort of thing?! response:	Do you think I wanted to do this?!
context: Just focus on cutting open his neck.\If you hesitate for a moment, we won't be able to get Eren back.\They are enemies of humanity.\That's all there is to know.\T-Tell me who!\Who the hell would want to kill people by their own choice?!\Who the hell would like doing this sort of thing?!\Do you think I wanted to do this?! response:	People hate and despise us...
context: If you hesitate for a moment, we won't be able to get Eren back.\They are enemies of humanity.\That's all there is to know.\T-Tell me who!\Who the hell would want to kill people by their own choice?!\Who the hell would like doing this sort of thing?!\Do you think I wanted to do this?!\People hate and despise us... response:	We've done such terrible things, we deserve to die.
context: They are enemies of humanity.\That's all there is to know.\T-Tell me who!\Who the hell would want to kill people by their own choice?!\Who the hell would like doing this sort of thing?!\Do you think I wanted to do this?!\People hate and despise us...\We've done such terrible things, we deserve to die. response:	Things we'll never be able to take back...
context: That's all there is to know.\T-Tell me who!\Who the hell would want to kill people by their own choice?!\Who the hell would like doing this sort of thing?!\Do you think I wanted to do this?!\People hate and despise us...\We've done such terrible things, we deserve to die.\Things we'll never be able to take back... response:	But... we just... couldn't come to terms with our sins.
context: T-Tell me who!\Who the hell would want to kill people by their own choice?!\Who the hell would like doing this sort of thing?!\Do you think I wanted to do this?!\People hate and despise us...\We've done such terrible things, we deserve to die.\Things we'll never be able to take back...\But... we just... couldn't come to terms with our sins. response:	The only time we had some respite... was when we pretended to be soldiers.
context: Who the hell would want to kill people by their own choice?!\Who the hell would like doing this sort of thing?!\Do you think I wanted to do this?!\People hate and despise us...\We've done such terrible things, we deserve to die.\Things we'll never be able to take back...\But... we just... couldn't come to terms with our sins.\The only time we had some respite... was when we pretended to be soldiers. response:	That's not a lie!
context: Who the hell would like doing this sort of thing?!\Do you think I wanted to do this?!\People hate and despise us...\We've done such terrible things, we deserve to die.\Things we'll never be able to take back...\But... we just... couldn't come to terms with our sins.\The only time we had some respite... was when we pretended to be soldiers.\That's not a lie! response:	Conny! Jean! It's true we may have deceived everyone, but it's not all a lie!
context: Do you think I wanted to do this?!\People hate and despise us...\We've done such terrible things, we deserve to die.\Things we'll never be able to take back...\But... we just... couldn't come to terms with our sins.\The only time we had some respite... was when we pretended to be soldiers.\That's not a lie!\Conny! Jean! It's true we may have deceived everyone, but it's not all a lie! response:	We really considered you comrades!
context: People hate and despise us...\We've done such terrible things, we deserve to die.\Things we'll never be able to take back...\But... we just... couldn't come to terms with our sins.\The only time we had some respite... was when we pretended to be soldiers.\That's not a lie!\Conny! Jean! It's true we may have deceived everyone, but it's not all a lie!\We really considered you comrades! response:	Neither of us have any right to even apologize.
context: We've done such terrible things, we deserve to die.\Things we'll never be able to take back...\But... we just... couldn't come to terms with our sins.\The only time we had some respite... was when we pretended to be soldiers.\That's not a lie!\Conny! Jean! It's true we may have deceived everyone, but it's not all a lie!\We really considered you comrades!\Neither of us have any right to even apologize. response:	But... someone...
context: Things we'll never be able to take back...\But... we just... couldn't come to terms with our sins.\The only time we had some respite... was when we pretended to be soldiers.\That's not a lie!\Conny! Jean! It's true we may have deceived everyone, but it's not all a lie!\We really considered you comrades!\Neither of us have any right to even apologize.\But... someone... response:	Please...
context: But... we just... couldn't come to terms with our sins.\The only time we had some respite... was when we pretended to be soldiers.\That's not a lie!\Conny! Jean! It's true we may have deceived everyone, but it's not all a lie!\We really considered you comrades!\Neither of us have any right to even apologize.\But... someone...\Please... response:	Someone, please...
context: The only time we had some respite... was when we pretended to be soldiers.\That's not a lie!\Conny! Jean! It's true we may have deceived everyone, but it's not all a lie!\We really considered you comrades!\Neither of us have any right to even apologize.\But... someone...\Please...\Someone, please... response:	Someone find us!
context: That's not a lie!\Conny! Jean! It's true we may have deceived everyone, but it's not all a lie!\We really considered you comrades!\Neither of us have any right to even apologize.\But... someone...\Please...\Someone, please...\Someone find us! response:	Bertholdt...
context: Conny! Jean! It's true we may have deceived everyone, but it's not all a lie!\We really considered you comrades!\Neither of us have any right to even apologize.\But... someone...\Please...\Someone, please...\Someone find us!\Bertholdt... response:	Give Eren back.
context: We really considered you comrades!\Neither of us have any right to even apologize.\But... someone...\Please...\Someone, please...\Someone find us!\Bertholdt...\Give Eren back. response:	It's no use... I can't.
context: Neither of us have any right to even apologize.\But... someone...\Please...\Someone, please...\Someone find us!\Bertholdt...\Give Eren back.\It's no use... I can't. response:	Someone has to be the one to do it.
context: But... someone...\Please...\Someone, please...\Someone find us!\Bertholdt...\Give Eren back.\It's no use... I can't.\Someone has to be the one to do it. response:	Someone has to be the one to stain their hands with blood.
context: Please...\Someone, please...\Someone find us!\Bertholdt...\Give Eren back.\It's no use... I can't.\Someone has to be the one to do it.\Someone has to be the one to stain their hands with blood. response:	You guys!
context: Someone, please...\Someone find us!\Bertholdt...\Give Eren back.\It's no use... I can't.\Someone has to be the one to do it.\Someone has to be the one to stain their hands with blood.\You guys! response:	Get away from there!
context: Someone find us!\Bertholdt...\Give Eren back.\It's no use... I can't.\Someone has to be the one to do it.\Someone has to be the one to stain their hands with blood.\You guys!\Get away from there! response:	I can't believe him...
context: Bertholdt...\Give Eren back.\It's no use... I can't.\Someone has to be the one to do it.\Someone has to be the one to stain their hands with blood.\You guys!\Get away from there!\I can't believe him... response:	What the hell is that Erwin thinking?
context: Give Eren back.\It's no use... I can't.\Someone has to be the one to do it.\Someone has to be the one to stain their hands with blood.\You guys!\Get away from there!\I can't believe him...\What the hell is that Erwin thinking? response:	He's leading a horde of Titans this way!
context: It's no use... I can't.\Someone has to be the one to do it.\Someone has to be the one to stain their hands with blood.\You guys!\Get away from there!\I can't believe him...\What the hell is that Erwin thinking?\He's leading a horde of Titans this way! response:	Information Available for Public Disclosure Special Titan Powers
context: Someone has to be the one to do it.\Someone has to be the one to stain their hands with blood.\You guys!\Get away from there!\I can't believe him...\What the hell is that Erwin thinking?\He's leading a horde of Titans this way!\Information Available for Public Disclosure Special Titan Powers response:	Among the Titans, there are those with special powers. The intense, high temperature steam of the Colossal Titan and the hardened skin of the Armored Titan are prime examples. It remains unknown how they possess such abilities.
context: Someone has to be the one to stain their hands with blood.\You guys!\Get away from there!\I can't believe him...\What the hell is that Erwin thinking?\He's leading a horde of Titans this way!\Information Available for Public Disclosure Special Titan Powers\Among the Titans, there are those with special powers. The intense, high temperature steam of the Colossal Titan and the hardened skin of the Armored Titan are prime examples. It remains unknown how they possess such abilities. response:	You guys! Jump and get outta there!
context: You guys!\Get away from there!\I can't believe him...\What the hell is that Erwin thinking?\He's leading a horde of Titans this way!\Information Available for Public Disclosure Special Titan Powers\Among the Titans, there are those with special powers. The intense, high temperature steam of the Colossal Titan and the hardened skin of the Armored Titan are prime examples. It remains unknown how they possess such abilities.\You guys! Jump and get outta there! response:	All soldiers, disperse!
context: Get away from there!\I can't believe him...\What the hell is that Erwin thinking?\He's leading a horde of Titans this way!\Information Available for Public Disclosure Special Titan Powers\Among the Titans, there are those with special powers. The intense, high temperature steam of the Colossal Titan and the hardened skin of the Armored Titan are prime examples. It remains unknown how they possess such abilities.\You guys! Jump and get outta there!\All soldiers, disperse! response:	Get far away from the Titans!
context: I can't believe him...\What the hell is that Erwin thinking?\He's leading a horde of Titans this way!\Information Available for Public Disclosure Special Titan Powers\Among the Titans, there are those with special powers. The intense, high temperature steam of the Colossal Titan and the hardened skin of the Armored Titan are prime examples. It remains unknown how they possess such abilities.\You guys! Jump and get outta there!\All soldiers, disperse!\Get far away from the Titans! response:	Historia!
context: What the hell is that Erwin thinking?\He's leading a horde of Titans this way!\Information Available for Public Disclosure Special Titan Powers\Among the Titans, there are those with special powers. The intense, high temperature steam of the Colossal Titan and the hardened skin of the Armored Titan are prime examples. It remains unknown how they possess such abilities.\You guys! Jump and get outta there!\All soldiers, disperse!\Get far away from the Titans!\Historia! response:	What's going on?
context: He's leading a horde of Titans this way!\Information Available for Public Disclosure Special Titan Powers\Among the Titans, there are those with special powers. The intense, high temperature steam of the Colossal Titan and the hardened skin of the Armored Titan are prime examples. It remains unknown how they possess such abilities.\You guys! Jump and get outta there!\All soldiers, disperse!\Get far away from the Titans!\Historia!\What's going on? response:	Is this hell?
context: Information Available for Public Disclosure Special Titan Powers\Among the Titans, there are those with special powers. The intense, high temperature steam of the Colossal Titan and the hardened skin of the Armored Titan are prime examples. It remains unknown how they possess such abilities.\You guys! Jump and get outta there!\All soldiers, disperse!\Get far away from the Titans!\Historia!\What's going on?\Is this hell? response:	No... but it will be!
context: Among the Titans, there are those with special powers. The intense, high temperature steam of the Colossal Titan and the hardened skin of the Armored Titan are prime examples. It remains unknown how they possess such abilities.\You guys! Jump and get outta there!\All soldiers, disperse!\Get far away from the Titans!\Historia!\What's going on?\Is this hell?\No... but it will be! response:	All soldiers, charge!
context: You guys! Jump and get outta there!\All soldiers, disperse!\Get far away from the Titans!\Historia!\What's going on?\Is this hell?\No... but it will be!\All soldiers, charge! response:	The fate of humanity will be determined in this very moment!
context: All soldiers, disperse!\Get far away from the Titans!\Historia!\What's going on?\Is this hell?\No... but it will be!\All soldiers, charge!\The fate of humanity will be determined in this very moment! response:	There is no future where humanity can inhabit these lands without Eren!
context: Get far away from the Titans!\Historia!\What's going on?\Is this hell?\No... but it will be!\All soldiers, charge!\The fate of humanity will be determined in this very moment!\There is no future where humanity can inhabit these lands without Eren! response:	We recover Eren and immediately retreat!
context: Historia!\What's going on?\Is this hell?\No... but it will be!\All soldiers, charge!\The fate of humanity will be determined in this very moment!\There is no future where humanity can inhabit these lands without Eren!\We recover Eren and immediately retreat! response:	Give your hearts!
context: What's going on?\Is this hell?\No... but it will be!\All soldiers, charge!\The fate of humanity will be determined in this very moment!\There is no future where humanity can inhabit these lands without Eren!\We recover Eren and immediately retreat!\Give your hearts! response:	Mikasa!
context: Is this hell?\No... but it will be!\All soldiers, charge!\The fate of humanity will be determined in this very moment!\There is no future where humanity can inhabit these lands without Eren!\We recover Eren and immediately retreat!\Give your hearts!\Mikasa! response:	Those crazy Scouts.
context: No... but it will be!\All soldiers, charge!\The fate of humanity will be determined in this very moment!\There is no future where humanity can inhabit these lands without Eren!\We recover Eren and immediately retreat!\Give your hearts!\Mikasa!\Those crazy Scouts. response:	Something's wrong with their heads.
context: All soldiers, charge!\The fate of humanity will be determined in this very moment!\There is no future where humanity can inhabit these lands without Eren!\We recover Eren and immediately retreat!\Give your hearts!\Mikasa!\Those crazy Scouts.\Something's wrong with their heads. response:	Hey!
context: The fate of humanity will be determined in this very moment!\There is no future where humanity can inhabit these lands without Eren!\We recover Eren and immediately retreat!\Give your hearts!\Mikasa!\Those crazy Scouts.\Something's wrong with their heads.\Hey! response:	Huh?
context: There is no future where humanity can inhabit these lands without Eren!\We recover Eren and immediately retreat!\Give your hearts!\Mikasa!\Those crazy Scouts.\Something's wrong with their heads.\Hey!\Huh? response:	What's happening out there?
context: We recover Eren and immediately retreat!\Give your hearts!\Mikasa!\Those crazy Scouts.\Something's wrong with their heads.\Hey!\Huh?\What's happening out there? response:	What the hell's going on?
context: Give your hearts!\Mikasa!\Those crazy Scouts.\Something's wrong with their heads.\Hey!\Huh?\What's happening out there?\What the hell's going on? response:	I can't move...
context: Mikasa!\Those crazy Scouts.\Something's wrong with their heads.\Hey!\Huh?\What's happening out there?\What the hell's going on?\I can't move... response:	Unless I tear these Titans off me, it'll only get worse.
context: Those crazy Scouts.\Something's wrong with their heads.\Hey!\Huh?\What's happening out there?\What the hell's going on?\I can't move...\Unless I tear these Titans off me, it'll only get worse. response:	In that case...
context: Something's wrong with their heads.\Hey!\Huh?\What's happening out there?\What the hell's going on?\I can't move...\Unless I tear these Titans off me, it'll only get worse.\In that case... response:	Brace yourself, Bertholdt!
context: Hey!\Huh?\What's happening out there?\What the hell's going on?\I can't move...\Unless I tear these Titans off me, it'll only get worse.\In that case...\Brace yourself, Bertholdt! response:	A little more...
context: Huh?\What's happening out there?\What the hell's going on?\I can't move...\Unless I tear these Titans off me, it'll only get worse.\In that case...\Brace yourself, Bertholdt!\A little more... response:	Just a little more!
context: What's happening out there?\What the hell's going on?\I can't move...\Unless I tear these Titans off me, it'll only get worse.\In that case...\Brace yourself, Bertholdt!\A little more...\Just a little more! response:	It worked!
context: What the hell's going on?\I can't move...\Unless I tear these Titans off me, it'll only get worse.\In that case...\Brace yourself, Bertholdt!\A little more...\Just a little more!\It worked! response:	His hand's gone!
context: I can't move...\Unless I tear these Titans off me, it'll only get worse.\In that case...\Brace yourself, Bertholdt!\A little more...\Just a little more!\It worked!\His hand's gone! response:	Now's our chance!
context: Unless I tear these Titans off me, it'll only get worse.\In that case...\Brace yourself, Bertholdt!\A little more...\Just a little more!\It worked!\His hand's gone!\Now's our chance! response:	Hey, Mikasa?! Can't you see all those Titans?!
context: In that case...\Brace yourself, Bertholdt!\A little more...\Just a little more!\It worked!\His hand's gone!\Now's our chance!\Hey, Mikasa?! Can't you see all those Titans?! response:	How do you plan on getting through that mess?
context: Brace yourself, Bertholdt!\A little more...\Just a little more!\It worked!\His hand's gone!\Now's our chance!\Hey, Mikasa?! Can't you see all those Titans?!\How do you plan on getting through that mess? response:	You'd have to slip through a horde of'em.
context: A little more...\Just a little more!\It worked!\His hand's gone!\Now's our chance!\Hey, Mikasa?! Can't you see all those Titans?!\How do you plan on getting through that mess?\You'd have to slip through a horde of'em. response:	Advance!
context: Just a little more!\It worked!\His hand's gone!\Now's our chance!\Hey, Mikasa?! Can't you see all those Titans?!\How do you plan on getting through that mess?\You'd have to slip through a horde of'em.\Advance! response:	Commander Erwin!
context: It worked!\His hand's gone!\Now's our chance!\Hey, Mikasa?! Can't you see all those Titans?!\How do you plan on getting through that mess?\You'd have to slip through a horde of'em.\Advance!\Commander Erwin! response:	Advance!
context: His hand's gone!\Now's our chance!\Hey, Mikasa?! Can't you see all those Titans?!\How do you plan on getting through that mess?\You'd have to slip through a horde of'em.\Advance!\Commander Erwin!\Advance! response:	Eren is just ahead!
context: Now's our chance!\Hey, Mikasa?! Can't you see all those Titans?!\How do you plan on getting through that mess?\You'd have to slip through a horde of'em.\Advance!\Commander Erwin!\Advance!\Eren is just ahead! response:	Advance!
context: Hey, Mikasa?! Can't you see all those Titans?!\How do you plan on getting through that mess?\You'd have to slip through a horde of'em.\Advance!\Commander Erwin!\Advance!\Eren is just ahead!\Advance! response:	Right!
context: How do you plan on getting through that mess?\You'd have to slip through a horde of'em.\Advance!\Commander Erwin!\Advance!\Eren is just ahead!\Advance!\Right! response:	Mikasa!
context: You'd have to slip through a horde of'em.\Advance!\Commander Erwin!\Advance!\Eren is just ahead!\Advance!\Right!\Mikasa! response:	You piece of shit!
context: Advance!\Commander Erwin!\Advance!\Eren is just ahead!\Advance!\Right!\Mikasa!\You piece of shit! response:	Let her go!
context: Commander Erwin!\Advance!\Eren is just ahead!\Advance!\Right!\Mikasa!\You piece of shit!\Let her go! response:	We've come this far already.
context: Advance!\Eren is just ahead!\Advance!\Right!\Mikasa!\You piece of shit!\Let her go!\We've come this far already. response:	We're taking Eren home with us.
context: Eren is just ahead!\Advance!\Right!\Mikasa!\You piece of shit!\Let her go!\We've come this far already.\We're taking Eren home with us. response:	We're going back to our hometown.
context: Advance!\Right!\Mikasa!\You piece of shit!\Let her go!\We've come this far already.\We're taking Eren home with us.\We're going back to our hometown. response:	Shit... This is all because I got caught.
context: Right!\Mikasa!\You piece of shit!\Let her go!\We've come this far already.\We're taking Eren home with us.\We're going back to our hometown.\Shit... This is all because I got caught. response:	Everyone's gonna die because of me.
context: Mikasa!\You piece of shit!\Let her go!\We've come this far already.\We're taking Eren home with us.\We're going back to our hometown.\Shit... This is all because I got caught.\Everyone's gonna die because of me. response:	Bertholdt!
context: You piece of shit!\Let her go!\We've come this far already.\We're taking Eren home with us.\We're going back to our hometown.\Shit... This is all because I got caught.\Everyone's gonna die because of me.\Bertholdt! response:	Armin?!
context: Let her go!\We've come this far already.\We're taking Eren home with us.\We're going back to our hometown.\Shit... This is all because I got caught.\Everyone's gonna die because of me.\Bertholdt!\Armin?! response:	Those who can't abandon anything...
context: We've come this far already.\We're taking Eren home with us.\We're going back to our hometown.\Shit... This is all because I got caught.\Everyone's gonna die because of me.\Bertholdt!\Armin?!\Those who can't abandon anything... response:	Advance!
context: We're taking Eren home with us.\We're going back to our hometown.\Shit... This is all because I got caught.\Everyone's gonna die because of me.\Bertholdt!\Armin?!\Those who can't abandon anything...\Advance! response:	What is it?
context: We're going back to our hometown.\Shit... This is all because I got caught.\Everyone's gonna die because of me.\Bertholdt!\Armin?!\Those who can't abandon anything...\Advance!\What is it? response:	What do I have to abandon?
context: Shit... This is all because I got caught.\Everyone's gonna die because of me.\Bertholdt!\Armin?!\Those who can't abandon anything...\Advance!\What is it?\What do I have to abandon? response:	Is it my life?
context: Everyone's gonna die because of me.\Bertholdt!\Armin?!\Those who can't abandon anything...\Advance!\What is it?\What do I have to abandon?\Is it my life? response:	Or something else?
context: Bertholdt!\Armin?!\Those who can't abandon anything...\Advance!\What is it?\What do I have to abandon?\Is it my life?\Or something else? response:	Are you two okay with this?
context: Armin?!\Those who can't abandon anything...\Advance!\What is it?\What do I have to abandon?\Is it my life?\Or something else?\Are you two okay with this? response:	Leaving behind your comrade and returning home?
context: Those who can't abandon anything...\Advance!\What is it?\What do I have to abandon?\Is it my life?\Or something else?\Are you two okay with this?\Leaving behind your comrade and returning home? response:	You're abandoning Annie?
context: Advance!\What is it?\What do I have to abandon?\Is it my life?\Or something else?\Are you two okay with this?\Leaving behind your comrade and returning home?\You're abandoning Annie? response:	You know where she's at?
context: What is it?\What do I have to abandon?\Is it my life?\Or something else?\Are you two okay with this?\Leaving behind your comrade and returning home?\You're abandoning Annie?\You know where she's at? response:	Far north, deep underground in the Utopia District... and being tortured.
context: What do I have to abandon?\Is it my life?\Or something else?\Are you two okay with this?\Leaving behind your comrade and returning home?\You're abandoning Annie?\You know where she's at?\Far north, deep underground in the Utopia District... and being tortured. response:	It was her screams that taught us something.
context: Is it my life?\Or something else?\Are you two okay with this?\Leaving behind your comrade and returning home?\You're abandoning Annie?\You know where she's at?\Far north, deep underground in the Utopia District... and being tortured.\It was her screams that taught us something. response:	That even with her body's healing, you can never get rid of the pain.
context: Or something else?\Are you two okay with this?\Leaving behind your comrade and returning home?\You're abandoning Annie?\You know where she's at?\Far north, deep underground in the Utopia District... and being tortured.\It was her screams that taught us something.\That even with her body's healing, you can never get rid of the pain. response:	They're taking special care to ensure she doesn't die.
context: Are you two okay with this?\Leaving behind your comrade and returning home?\You're abandoning Annie?\You know where she's at?\Far north, deep underground in the Utopia District... and being tortured.\It was her screams that taught us something.\That even with her body's healing, you can never get rid of the pain.\They're taking special care to ensure she doesn't die. response:	And as we speak, they're not giving her body any rest.
context: Leaving behind your comrade and returning home?\You're abandoning Annie?\You know where she's at?\Far north, deep underground in the Utopia District... and being tortured.\It was her screams that taught us something.\That even with her body's healing, you can never get rid of the pain.\They're taking special care to ensure she doesn't die.\And as we speak, they're not giving her body any rest. response:	They're torturing her every way they know how.
context: You're abandoning Annie?\You know where she's at?\Far north, deep underground in the Utopia District... and being tortured.\It was her screams that taught us something.\That even with her body's healing, you can never get rid of the pain.\They're taking special care to ensure she doesn't die.\And as we speak, they're not giving her body any rest.\They're torturing her every way they know how. response:	You spawn of the devil!
context: You know where she's at?\Far north, deep underground in the Utopia District... and being tortured.\It was her screams that taught us something.\That even with her body's healing, you can never get rid of the pain.\They're taking special care to ensure she doesn't die.\And as we speak, they're not giving her body any rest.\They're torturing her every way they know how.\You spawn of the devil! response:	I'll pulverize you!
context: Far north, deep underground in the Utopia District... and being tortured.\It was her screams that taught us something.\That even with her body's healing, you can never get rid of the pain.\They're taking special care to ensure she doesn't die.\And as we speak, they're not giving her body any rest.\They're torturing her every way they know how.\You spawn of the devil!\I'll pulverize you! response:	All soldiers, retreat!
context: It was her screams that taught us something.\That even with her body's healing, you can never get rid of the pain.\They're taking special care to ensure she doesn't die.\And as we speak, they're not giving her body any rest.\They're torturing her every way they know how.\You spawn of the devil!\I'll pulverize you!\All soldiers, retreat! response:	I did it.
context: That even with her body's healing, you can never get rid of the pain.\They're taking special care to ensure she doesn't die.\And as we speak, they're not giving her body any rest.\They're torturing her every way they know how.\You spawn of the devil!\I'll pulverize you!\All soldiers, retreat!\I did it. response:	My first kill.
context: They're taking special care to ensure she doesn't die.\And as we speak, they're not giving her body any rest.\They're torturing her every way they know how.\You spawn of the devil!\I'll pulverize you!\All soldiers, retreat!\I did it.\My first kill. response:	Ymir...
context: And as we speak, they're not giving her body any rest.\They're torturing her every way they know how.\You spawn of the devil!\I'll pulverize you!\All soldiers, retreat!\I did it.\My first kill.\Ymir... response:	Christa!
context: They're torturing her every way they know how.\You spawn of the devil!\I'll pulverize you!\All soldiers, retreat!\I did it.\My first kill.\Ymir...\Christa! response:	What the hell are you doing?! We're leaving!
context: You spawn of the devil!\I'll pulverize you!\All soldiers, retreat!\I did it.\My first kill.\Ymir...\Christa!\What the hell are you doing?! We're leaving! response:	Let's hurry home and chow down!
context: I'll pulverize you!\All soldiers, retreat!\I did it.\My first kill.\Ymir...\Christa!\What the hell are you doing?! We're leaving!\Let's hurry home and chow down! response:	Conny! Sasha! Leave me be!
context: All soldiers, retreat!\I did it.\My first kill.\Ymir...\Christa!\What the hell are you doing?! We're leaving!\Let's hurry home and chow down!\Conny! Sasha! Leave me be! response:	Lemme go!
context: I did it.\My first kill.\Ymir...\Christa!\What the hell are you doing?! We're leaving!\Let's hurry home and chow down!\Conny! Sasha! Leave me be!\Lemme go! response:	Huh?
context: My first kill.\Ymir...\Christa!\What the hell are you doing?! We're leaving!\Let's hurry home and chow down!\Conny! Sasha! Leave me be!\Lemme go!\Huh? response:	Ymir said if I don't go with her, Reiner and Bertholdt are going to kill her!
context: Ymir...\Christa!\What the hell are you doing?! We're leaving!\Let's hurry home and chow down!\Conny! Sasha! Leave me be!\Lemme go!\Huh?\Ymir said if I don't go with her, Reiner and Bertholdt are going to kill her! response:	If she hands me in, they'll let her go free!
context: Christa!\What the hell are you doing?! We're leaving!\Let's hurry home and chow down!\Conny! Sasha! Leave me be!\Lemme go!\Huh?\Ymir said if I don't go with her, Reiner and Bertholdt are going to kill her!\If she hands me in, they'll let her go free! response:	We were gonna go with them!
context: What the hell are you doing?! We're leaving!\Let's hurry home and chow down!\Conny! Sasha! Leave me be!\Lemme go!\Huh?\Ymir said if I don't go with her, Reiner and Bertholdt are going to kill her!\If she hands me in, they'll let her go free!\We were gonna go with them! response:	What the heck? Ymir said that?
context: Let's hurry home and chow down!\Conny! Sasha! Leave me be!\Lemme go!\Huh?\Ymir said if I don't go with her, Reiner and Bertholdt are going to kill her!\If she hands me in, they'll let her go free!\We were gonna go with them!\What the heck? Ymir said that? response:	Yes, so let me down!
context: Conny! Sasha! Leave me be!\Lemme go!\Huh?\Ymir said if I don't go with her, Reiner and Bertholdt are going to kill her!\If she hands me in, they'll let her go free!\We were gonna go with them!\What the heck? Ymir said that?\Yes, so let me down! response:	It's a lie! Of course that's a lie! She's lying to you!
context: Lemme go!\Huh?\Ymir said if I don't go with her, Reiner and Bertholdt are going to kill her!\If she hands me in, they'll let her go free!\We were gonna go with them!\What the heck? Ymir said that?\Yes, so let me down!\It's a lie! Of course that's a lie! She's lying to you! response:	Sasha is right.
