context: We'll pass Hosu City... response:	I wonder how Iida's doing...
context: Tensei, I am very proud of you.\You have become independent at a young age, with many sidekicks who follow you.\Tensei Iida\That is not an easy feat.\It's not that they follow me, Dad. It's the opposite.\I can't do anything by myself, yet, so they're supporting me.\I need to work hard to return the favor, too.\I'm not that talented or anything, but I have to live up to the name of hero. response:	I'm glad that my work helps many people.
context: You have become independent at a young age, with many sidekicks who follow you.\Tensei Iida\That is not an easy feat.\It's not that they follow me, Dad. It's the opposite.\I can't do anything by myself, yet, so they're supporting me.\I need to work hard to return the favor, too.\I'm not that talented or anything, but I have to live up to the name of hero.\I'm glad that my work helps many people. response:	He's my hero...
context: Tensei Iida\That is not an easy feat.\It's not that they follow me, Dad. It's the opposite.\I can't do anything by myself, yet, so they're supporting me.\I need to work hard to return the favor, too.\I'm not that talented or anything, but I have to live up to the name of hero.\I'm glad that my work helps many people.\He's my hero... response:	He was an excellent hero who gave me a dream!
context: That is not an easy feat.\It's not that they follow me, Dad. It's the opposite.\I can't do anything by myself, yet, so they're supporting me.\I need to work hard to return the favor, too.\I'm not that talented or anything, but I have to live up to the name of hero.\I'm glad that my work helps many people.\He's my hero...\He was an excellent hero who gave me a dream! response:	I won't forgive you...
context: It's not that they follow me, Dad. It's the opposite.\I can't do anything by myself, yet, so they're supporting me.\I need to work hard to return the favor, too.\I'm not that talented or anything, but I have to live up to the name of hero.\I'm glad that my work helps many people.\He's my hero...\He was an excellent hero who gave me a dream!\I won't forgive you... response:	I'll kill you!
context: I can't do anything by myself, yet, so they're supporting me.\I need to work hard to return the favor, too.\I'm not that talented or anything, but I have to live up to the name of hero.\I'm glad that my work helps many people.\He's my hero...\He was an excellent hero who gave me a dream!\I won't forgive you...\I'll kill you! response:	Save that guy first.
context: I need to work hard to return the favor, too.\I'm not that talented or anything, but I have to live up to the name of hero.\I'm glad that my work helps many people.\He's my hero...\He was an excellent hero who gave me a dream!\I won't forgive you...\I'll kill you!\Save that guy first. response:	Pro Hero - Native
context: I'm not that talented or anything, but I have to live up to the name of hero.\I'm glad that my work helps many people.\He's my hero...\He was an excellent hero who gave me a dream!\I won't forgive you...\I'll kill you!\Save that guy first.\Pro Hero - Native response:	Reflect on yourself and save others.
context: I'm glad that my work helps many people.\He's my hero...\He was an excellent hero who gave me a dream!\I won't forgive you...\I'll kill you!\Save that guy first.\Pro Hero - Native\Reflect on yourself and save others. response:	Don't use your power for yourself.
context: He's my hero...\He was an excellent hero who gave me a dream!\I won't forgive you...\I'll kill you!\Save that guy first.\Pro Hero - Native\Reflect on yourself and save others.\Don't use your power for yourself. response:	Being taken in by the hatred before you and trying to fulfill your own desires...
context: He was an excellent hero who gave me a dream!\I won't forgive you...\I'll kill you!\Save that guy first.\Pro Hero - Native\Reflect on yourself and save others.\Don't use your power for yourself.\Being taken in by the hatred before you and trying to fulfill your own desires... response:	That is the furthest from what a hero should be.
context: I won't forgive you...\I'll kill you!\Save that guy first.\Pro Hero - Native\Reflect on yourself and save others.\Don't use your power for yourself.\Being taken in by the hatred before you and trying to fulfill your own desires...\That is the furthest from what a hero should be. response:	That's why you'll die.
context: I'll kill you!\Save that guy first.\Pro Hero - Native\Reflect on yourself and save others.\Don't use your power for yourself.\Being taken in by the hatred before you and trying to fulfill your own desires...\That is the furthest from what a hero should be.\That's why you'll die. response:	M-My body won't move...
context: Save that guy first.\Pro Hero - Native\Reflect on yourself and save others.\Don't use your power for yourself.\Being taken in by the hatred before you and trying to fulfill your own desires...\That is the furthest from what a hero should be.\That's why you'll die.\M-My body won't move... response:	Goodbye. You're an offering to a more just world.
context: Pro Hero - Native\Reflect on yourself and save others.\Don't use your power for yourself.\Being taken in by the hatred before you and trying to fulfill your own desires...\That is the furthest from what a hero should be.\That's why you'll die.\M-My body won't move...\Goodbye. You're an offering to a more just world. response:	Shut up... Shut up...
context: Reflect on yourself and save others.\Don't use your power for yourself.\Being taken in by the hatred before you and trying to fulfill your own desires...\That is the furthest from what a hero should be.\That's why you'll die.\M-My body won't move...\Goodbye. You're an offering to a more just world.\Shut up... Shut up... response:	If you admire me, Tenya, then I might become an amazing hero.
context: Don't use your power for yourself.\Being taken in by the hatred before you and trying to fulfill your own desires...\That is the furthest from what a hero should be.\That's why you'll die.\M-My body won't move...\Goodbye. You're an offering to a more just world.\Shut up... Shut up...\If you admire me, Tenya, then I might become an amazing hero. response:	No matter what you say, you are the criminal who hurt my brother!
context: Being taken in by the hatred before you and trying to fulfill your own desires...\That is the furthest from what a hero should be.\That's why you'll die.\M-My body won't move...\Goodbye. You're an offering to a more just world.\Shut up... Shut up...\If you admire me, Tenya, then I might become an amazing hero.\No matter what you say, you are the criminal who hurt my brother! response:	Smash!
context: That is the furthest from what a hero should be.\That's why you'll die.\M-My body won't move...\Goodbye. You're an offering to a more just world.\Shut up... Shut up...\If you admire me, Tenya, then I might become an amazing hero.\No matter what you say, you are the criminal who hurt my brother!\Smash! response:	Mi...
context: That's why you'll die.\M-My body won't move...\Goodbye. You're an offering to a more just world.\Shut up... Shut up...\If you admire me, Tenya, then I might become an amazing hero.\No matter what you say, you are the criminal who hurt my brother!\Smash!\Mi... response:	Midoriya...?
context: M-My body won't move...\Goodbye. You're an offering to a more just world.\Shut up... Shut up...\If you admire me, Tenya, then I might become an amazing hero.\No matter what you say, you are the criminal who hurt my brother!\Smash!\Mi...\Midoriya...? response:	I came to save you, Iida!
context: Goodbye. You're an offering to a more just world.\Shut up... Shut up...\If you admire me, Tenya, then I might become an amazing hero.\No matter what you say, you are the criminal who hurt my brother!\Smash!\Mi...\Midoriya...?\I came to save you, Iida! response:	Tenya Iida Quirk: Engine He can run very fast using the engines in his calves.
context: Shut up... Shut up...\If you admire me, Tenya, then I might become an amazing hero.\No matter what you say, you are the criminal who hurt my brother!\Smash!\Mi...\Midoriya...?\I came to save you, Iida!\Tenya Iida Quirk: Engine He can run very fast using the engines in his calves. response:	Affiliation: U.A. High School Hero Class 1-A Birthday: 8/22 Height: 179 cm Blood Type: A Likes: Beef Stew
context: If you admire me, Tenya, then I might become an amazing hero.\No matter what you say, you are the criminal who hurt my brother!\Smash!\Mi...\Midoriya...?\I came to save you, Iida!\Tenya Iida Quirk: Engine He can run very fast using the engines in his calves.\Affiliation: U.A. High School Hero Class 1-A Birthday: 8/22 Height: 179 cm Blood Type: A Likes: Beef Stew response:	Shoto Todoroki Quirk: Half-Cold, Half-Hot He has two Quirks:'freezing' on his right half and'flames' on his left half.
context: No matter what you say, you are the criminal who hurt my brother!\Smash!\Mi...\Midoriya...?\I came to save you, Iida!\Tenya Iida Quirk: Engine He can run very fast using the engines in his calves.\Affiliation: U.A. High School Hero Class 1-A Birthday: 8/22 Height: 179 cm Blood Type: A Likes: Beef Stew\Shoto Todoroki Quirk: Half-Cold, Half-Hot He has two Quirks:'freezing' on his right half and'flames' on his left half. response:	Affiliation: U.A. High School Hero Class 1-A Birthday: 1/11 Height: 176 cm Blood Type: O Likes: Soba (the kind that's not hot)
context: Smash!\Mi...\Midoriya...?\I came to save you, Iida!\Tenya Iida Quirk: Engine He can run very fast using the engines in his calves.\Affiliation: U.A. High School Hero Class 1-A Birthday: 8/22 Height: 179 cm Blood Type: A Likes: Beef Stew\Shoto Todoroki Quirk: Half-Cold, Half-Hot He has two Quirks:'freezing' on his right half and'flames' on his left half.\Affiliation: U.A. High School Hero Class 1-A Birthday: 1/11 Height: 176 cm Blood Type: O Likes: Soba (the kind that's not hot) response:	I might be overthinking it.
context: Mi...\Midoriya...?\I came to save you, Iida!\Tenya Iida Quirk: Engine He can run very fast using the engines in his calves.\Affiliation: U.A. High School Hero Class 1-A Birthday: 8/22 Height: 179 cm Blood Type: A Likes: Beef Stew\Shoto Todoroki Quirk: Half-Cold, Half-Hot He has two Quirks:'freezing' on his right half and'flames' on his left half.\Affiliation: U.A. High School Hero Class 1-A Birthday: 1/11 Height: 176 cm Blood Type: O Likes: Soba (the kind that's not hot)\I might be overthinking it. response:	I have absolutely no proof, either.
context: Midoriya...?\I came to save you, Iida!\Tenya Iida Quirk: Engine He can run very fast using the engines in his calves.\Affiliation: U.A. High School Hero Class 1-A Birthday: 8/22 Height: 179 cm Blood Type: A Likes: Beef Stew\Shoto Todoroki Quirk: Half-Cold, Half-Hot He has two Quirks:'freezing' on his right half and'flames' on his left half.\Affiliation: U.A. High School Hero Class 1-A Birthday: 1/11 Height: 176 cm Blood Type: O Likes: Soba (the kind that's not hot)\I might be overthinking it.\I have absolutely no proof, either. response:	But that doesn't mean I can do nothing.
context: I came to save you, Iida!\Tenya Iida Quirk: Engine He can run very fast using the engines in his calves.\Affiliation: U.A. High School Hero Class 1-A Birthday: 8/22 Height: 179 cm Blood Type: A Likes: Beef Stew\Shoto Todoroki Quirk: Half-Cold, Half-Hot He has two Quirks:'freezing' on his right half and'flames' on his left half.\Affiliation: U.A. High School Hero Class 1-A Birthday: 1/11 Height: 176 cm Blood Type: O Likes: Soba (the kind that's not hot)\I might be overthinking it.\I have absolutely no proof, either.\But that doesn't mean I can do nothing. response:	In the city where the hero killer appeared,
context: Tenya Iida Quirk: Engine He can run very fast using the engines in his calves.\Affiliation: U.A. High School Hero Class 1-A Birthday: 8/22 Height: 179 cm Blood Type: A Likes: Beef Stew\Shoto Todoroki Quirk: Half-Cold, Half-Hot He has two Quirks:'freezing' on his right half and'flames' on his left half.\Affiliation: U.A. High School Hero Class 1-A Birthday: 1/11 Height: 176 cm Blood Type: O Likes: Soba (the kind that's not hot)\I might be overthinking it.\I have absolutely no proof, either.\But that doesn't mean I can do nothing.\In the city where the hero killer appeared, response:	guys like Nomu are running wild.
context: Affiliation: U.A. High School Hero Class 1-A Birthday: 8/22 Height: 179 cm Blood Type: A Likes: Beef Stew\Shoto Todoroki Quirk: Half-Cold, Half-Hot He has two Quirks:'freezing' on his right half and'flames' on his left half.\Affiliation: U.A. High School Hero Class 1-A Birthday: 1/11 Height: 176 cm Blood Type: O Likes: Soba (the kind that's not hot)\I might be overthinking it.\I have absolutely no proof, either.\But that doesn't mean I can do nothing.\In the city where the hero killer appeared,\guys like Nomu are running wild. response:	In this city, there's probably an unease that only I can imagine-
context: Shoto Todoroki Quirk: Half-Cold, Half-Hot He has two Quirks:'freezing' on his right half and'flames' on his left half.\Affiliation: U.A. High School Hero Class 1-A Birthday: 1/11 Height: 176 cm Blood Type: O Likes: Soba (the kind that's not hot)\I might be overthinking it.\I have absolutely no proof, either.\But that doesn't mean I can do nothing.\In the city where the hero killer appeared,\guys like Nomu are running wild.\In this city, there's probably an unease that only I can imagine- response:	That the League of Villains and the hero killer are connected somehow!
context: Affiliation: U.A. High School Hero Class 1-A Birthday: 1/11 Height: 176 cm Blood Type: O Likes: Soba (the kind that's not hot)\I might be overthinking it.\I have absolutely no proof, either.\But that doesn't mean I can do nothing.\In the city where the hero killer appeared,\guys like Nomu are running wild.\In this city, there's probably an unease that only I can imagine-\That the League of Villains and the hero killer are connected somehow! response:	Does this mean the hero killer is also in this city right now?
context: I might be overthinking it.\I have absolutely no proof, either.\But that doesn't mean I can do nothing.\In the city where the hero killer appeared,\guys like Nomu are running wild.\In this city, there's probably an unease that only I can imagine-\That the League of Villains and the hero killer are connected somehow!\Does this mean the hero killer is also in this city right now? response:	Since Iida wasn't at the fight earlier,
context: I have absolutely no proof, either.\But that doesn't mean I can do nothing.\In the city where the hero killer appeared,\guys like Nomu are running wild.\In this city, there's probably an unease that only I can imagine-\That the League of Villains and the hero killer are connected somehow!\Does this mean the hero killer is also in this city right now?\Since Iida wasn't at the fight earlier, response:	that means he probably found the hero killer!
context: But that doesn't mean I can do nothing.\In the city where the hero killer appeared,\guys like Nomu are running wild.\In this city, there's probably an unease that only I can imagine-\That the League of Villains and the hero killer are connected somehow!\Does this mean the hero killer is also in this city right now?\Since Iida wasn't at the fight earlier,\that means he probably found the hero killer! response:	Bingo!
context: In the city where the hero killer appeared,\guys like Nomu are running wild.\In this city, there's probably an unease that only I can imagine-\That the League of Villains and the hero killer are connected somehow!\Does this mean the hero killer is also in this city right now?\Since Iida wasn't at the fight earlier,\that means he probably found the hero killer!\Bingo! response:	That kid...
context: guys like Nomu are running wild.\In this city, there's probably an unease that only I can imagine-\That the League of Villains and the hero killer are connected somehow!\Does this mean the hero killer is also in this city right now?\Since Iida wasn't at the fight earlier,\that means he probably found the hero killer!\Bingo!\That kid... response:	He's the one from Shigaraki's picture...
context: In this city, there's probably an unease that only I can imagine-\That the League of Villains and the hero killer are connected somehow!\Does this mean the hero killer is also in this city right now?\Since Iida wasn't at the fight earlier,\that means he probably found the hero killer!\Bingo!\That kid...\He's the one from Shigaraki's picture... response:	Midoriya, why?
context: That the League of Villains and the hero killer are connected somehow!\Does this mean the hero killer is also in this city right now?\Since Iida wasn't at the fight earlier,\that means he probably found the hero killer!\Bingo!\That kid...\He's the one from Shigaraki's picture...\Midoriya, why? response:	They talked about it on TV.
context: Does this mean the hero killer is also in this city right now?\Since Iida wasn't at the fight earlier,\that means he probably found the hero killer!\Bingo!\That kid...\He's the one from Shigaraki's picture...\Midoriya, why?\They talked about it on TV. response:	That 60 of the hero killer's victims were found in places without many people.
context: Since Iida wasn't at the fight earlier,\that means he probably found the hero killer!\Bingo!\That kid...\He's the one from Shigaraki's picture...\Midoriya, why?\They talked about it on TV.\That 60 of the hero killer's victims were found in places without many people. response:	That's why I searched away from the center of the commotion
context: that means he probably found the hero killer!\Bingo!\That kid...\He's the one from Shigaraki's picture...\Midoriya, why?\They talked about it on TV.\That 60 of the hero killer's victims were found in places without many people.\That's why I searched away from the center of the commotion response:	in the alleyways near Normal Hero Agency.
context: Bingo!\That kid...\He's the one from Shigaraki's picture...\Midoriya, why?\They talked about it on TV.\That 60 of the hero killer's victims were found in places without many people.\That's why I searched away from the center of the commotion\in the alleyways near Normal Hero Agency. response:	I searched them all one by one!
context: That kid...\He's the one from Shigaraki's picture...\Midoriya, why?\They talked about it on TV.\That 60 of the hero killer's victims were found in places without many people.\That's why I searched away from the center of the commotion\in the alleyways near Normal Hero Agency.\I searched them all one by one! response:	Can you move?
context: He's the one from Shigaraki's picture...\Midoriya, why?\They talked about it on TV.\That 60 of the hero killer's victims were found in places without many people.\That's why I searched away from the center of the commotion\in the alleyways near Normal Hero Agency.\I searched them all one by one!\Can you move? response:	Let's get to a bigger street.
context: Midoriya, why?\They talked about it on TV.\That 60 of the hero killer's victims were found in places without many people.\That's why I searched away from the center of the commotion\in the alleyways near Normal Hero Agency.\I searched them all one by one!\Can you move?\Let's get to a bigger street. response:	We need help from the pros.
context: They talked about it on TV.\That 60 of the hero killer's victims were found in places without many people.\That's why I searched away from the center of the commotion\in the alleyways near Normal Hero Agency.\I searched them all one by one!\Can you move?\Let's get to a bigger street.\We need help from the pros. response:	I can't... move my body...
context: That 60 of the hero killer's victims were found in places without many people.\That's why I searched away from the center of the commotion\in the alleyways near Normal Hero Agency.\I searched them all one by one!\Can you move?\Let's get to a bigger street.\We need help from the pros.\I can't... move my body... response:	Ever since he cut me...
context: That's why I searched away from the center of the commotion\in the alleyways near Normal Hero Agency.\I searched them all one by one!\Can you move?\Let's get to a bigger street.\We need help from the pros.\I can't... move my body...\Ever since he cut me... response:	I think it's his Quirk...
context: in the alleyways near Normal Hero Agency.\I searched them all one by one!\Can you move?\Let's get to a bigger street.\We need help from the pros.\I can't... move my body...\Ever since he cut me...\I think it's his Quirk... response:	It's just as the commentators on TV guessed!
context: I searched them all one by one!\Can you move?\Let's get to a bigger street.\We need help from the pros.\I can't... move my body...\Ever since he cut me...\I think it's his Quirk...\It's just as the commentators on TV guessed! response:	So cutting is how he activates his Quirk?
context: Can you move?\Let's get to a bigger street.\We need help from the pros.\I can't... move my body...\Ever since he cut me...\I think it's his Quirk...\It's just as the commentators on TV guessed!\So cutting is how he activates his Quirk? response:	There's someone else here!
context: Let's get to a bigger street.\We need help from the pros.\I can't... move my body...\Ever since he cut me...\I think it's his Quirk...\It's just as the commentators on TV guessed!\So cutting is how he activates his Quirk?\There's someone else here! response:	If it'd just been Iida, I could've carried him away on my shoulder...
context: We need help from the pros.\I can't... move my body...\Ever since he cut me...\I think it's his Quirk...\It's just as the commentators on TV guessed!\So cutting is how he activates his Quirk?\There's someone else here!\If it'd just been Iida, I could've carried him away on my shoulder... response:	Midoriya... Don't get involved!
context: I can't... move my body...\Ever since he cut me...\I think it's his Quirk...\It's just as the commentators on TV guessed!\So cutting is how he activates his Quirk?\There's someone else here!\If it'd just been Iida, I could've carried him away on my shoulder...\Midoriya... Don't get involved! response:	This has nothing to do with you!
context: Ever since he cut me...\I think it's his Quirk...\It's just as the commentators on TV guessed!\So cutting is how he activates his Quirk?\There's someone else here!\If it'd just been Iida, I could've carried him away on my shoulder...\Midoriya... Don't get involved!\This has nothing to do with you! response:	What are you saying?
context: I think it's his Quirk...\It's just as the commentators on TV guessed!\So cutting is how he activates his Quirk?\There's someone else here!\If it'd just been Iida, I could've carried him away on my shoulder...\Midoriya... Don't get involved!\This has nothing to do with you!\What are you saying? response:	Your friend came to save you.
context: It's just as the commentators on TV guessed!\So cutting is how he activates his Quirk?\There's someone else here!\If it'd just been Iida, I could've carried him away on my shoulder...\Midoriya... Don't get involved!\This has nothing to do with you!\What are you saying?\Your friend came to save you. response:	That's a great line, isn't it?
context: So cutting is how he activates his Quirk?\There's someone else here!\If it'd just been Iida, I could've carried him away on my shoulder...\Midoriya... Don't get involved!\This has nothing to do with you!\What are you saying?\Your friend came to save you.\That's a great line, isn't it? response:	But I have a duty to kill him.
context: There's someone else here!\If it'd just been Iida, I could've carried him away on my shoulder...\Midoriya... Don't get involved!\This has nothing to do with you!\What are you saying?\Your friend came to save you.\That's a great line, isn't it?\But I have a duty to kill him. response:	If we clash, of course, the weaker will be culled.
context: If it'd just been Iida, I could've carried him away on my shoulder...\Midoriya... Don't get involved!\This has nothing to do with you!\What are you saying?\Your friend came to save you.\That's a great line, isn't it?\But I have a duty to kill him.\If we clash, of course, the weaker will be culled. response:	Now, what will you do?
context: Midoriya... Don't get involved!\This has nothing to do with you!\What are you saying?\Your friend came to save you.\That's a great line, isn't it?\But I have a duty to kill him.\If we clash, of course, the weaker will be culled.\Now, what will you do? response:	The eyes of white-collar criminals like you burn silently.
context: This has nothing to do with you!\What are you saying?\Your friend came to save you.\That's a great line, isn't it?\But I have a duty to kill him.\If we clash, of course, the weaker will be culled.\Now, what will you do?\The eyes of white-collar criminals like you burn silently. response:	He's different from the guys at USJ.
context: What are you saying?\Your friend came to save you.\That's a great line, isn't it?\But I have a duty to kill him.\If we clash, of course, the weaker will be culled.\Now, what will you do?\The eyes of white-collar criminals like you burn silently.\He's different from the guys at USJ. response:	His eyes are those... of a killer.
context: Your friend came to save you.\That's a great line, isn't it?\But I have a duty to kill him.\If we clash, of course, the weaker will be culled.\Now, what will you do?\The eyes of white-collar criminals like you burn silently.\He's different from the guys at USJ.\His eyes are those... of a killer. response:	Your location has been sent!
context: That's a great line, isn't it?\But I have a duty to kill him.\If we clash, of course, the weaker will be culled.\Now, what will you do?\The eyes of white-collar criminals like you burn silently.\He's different from the guys at USJ.\His eyes are those... of a killer.\Your location has been sent! response:	Even without any proof, even if it was just a guess,
context: But I have a duty to kill him.\If we clash, of course, the weaker will be culled.\Now, what will you do?\The eyes of white-collar criminals like you burn silently.\He's different from the guys at USJ.\His eyes are those... of a killer.\Your location has been sent!\Even without any proof, even if it was just a guess, response:	I should've done whatever I could to get a pro to come with me.
context: If we clash, of course, the weaker will be culled.\Now, what will you do?\The eyes of white-collar criminals like you burn silently.\He's different from the guys at USJ.\His eyes are those... of a killer.\Your location has been sent!\Even without any proof, even if it was just a guess,\I should've done whatever I could to get a pro to come with me. response:	I'll protect the two who can't move
context: Now, what will you do?\The eyes of white-collar criminals like you burn silently.\He's different from the guys at USJ.\His eyes are those... of a killer.\Your location has been sent!\Even without any proof, even if it was just a guess,\I should've done whatever I could to get a pro to come with me.\I'll protect the two who can't move response:	and stall for time by myself.
context: The eyes of white-collar criminals like you burn silently.\He's different from the guys at USJ.\His eyes are those... of a killer.\Your location has been sent!\Even without any proof, even if it was just a guess,\I should've done whatever I could to get a pro to come with me.\I'll protect the two who can't move\and stall for time by myself. response:	I'll try to drive the hero killer away if I can!
context: He's different from the guys at USJ.\His eyes are those... of a killer.\Your location has been sent!\Even without any proof, even if it was just a guess,\I should've done whatever I could to get a pro to come with me.\I'll protect the two who can't move\and stall for time by myself.\I'll try to drive the hero killer away if I can! response:	Stop it!
context: His eyes are those... of a killer.\Your location has been sent!\Even without any proof, even if it was just a guess,\I should've done whatever I could to get a pro to come with me.\I'll protect the two who can't move\and stall for time by myself.\I'll try to drive the hero killer away if I can!\Stop it! response:	Run away!
context: Your location has been sent!\Even without any proof, even if it was just a guess,\I should've done whatever I could to get a pro to come with me.\I'll protect the two who can't move\and stall for time by myself.\I'll try to drive the hero killer away if I can!\Stop it!\Run away! response:	I told you, didn't I? It has nothing to do with you!
context: Even without any proof, even if it was just a guess,\I should've done whatever I could to get a pro to come with me.\I'll protect the two who can't move\and stall for time by myself.\I'll try to drive the hero killer away if I can!\Stop it!\Run away!\I told you, didn't I? It has nothing to do with you! response:	If you say that, then heroes can't do anything!
context: I should've done whatever I could to get a pro to come with me.\I'll protect the two who can't move\and stall for time by myself.\I'll try to drive the hero killer away if I can!\Stop it!\Run away!\I told you, didn't I? It has nothing to do with you!\If you say that, then heroes can't do anything! response:	Th... There are a lot of things I'd like to say,
context: I'll protect the two who can't move\and stall for time by myself.\I'll try to drive the hero killer away if I can!\Stop it!\Run away!\I told you, didn't I? It has nothing to do with you!\If you say that, then heroes can't do anything!\Th... There are a lot of things I'd like to say, response:	but I'll say them later.
context: and stall for time by myself.\I'll try to drive the hero killer away if I can!\Stop it!\Run away!\I told you, didn't I? It has nothing to do with you!\If you say that, then heroes can't do anything!\Th... There are a lot of things I'd like to say,\but I'll say them later. response:	Meddling when you don't need to...
context: I'll try to drive the hero killer away if I can!\Stop it!\Run away!\I told you, didn't I? It has nothing to do with you!\If you say that, then heroes can't do anything!\Th... There are a lot of things I'd like to say,\but I'll say them later.\Meddling when you don't need to... response:	Good.
context: Stop it!\Run away!\I told you, didn't I? It has nothing to do with you!\If you say that, then heroes can't do anything!\Th... There are a lot of things I'd like to say,\but I'll say them later.\Meddling when you don't need to...\Good. response:	Get close to him in one movement.
context: Run away!\I told you, didn't I? It has nothing to do with you!\If you say that, then heroes can't do anything!\Th... There are a lot of things I'd like to say,\but I'll say them later.\Meddling when you don't need to...\Good.\Get close to him in one movement. response:	To shorten the distance between him and an opponent with a long reach...
context: I told you, didn't I? It has nothing to do with you!\If you say that, then heroes can't do anything!\Th... There are a lot of things I'd like to say,\but I'll say them later.\Meddling when you don't need to...\Good.\Get close to him in one movement.\To shorten the distance between him and an opponent with a long reach... response:	It was a good decision.
context: If you say that, then heroes can't do anything!\Th... There are a lot of things I'd like to say,\but I'll say them later.\Meddling when you don't need to...\Good.\Get close to him in one movement.\To shorten the distance between him and an opponent with a long reach...\It was a good decision. response:	No! If you get cut-
context: Th... There are a lot of things I'd like to say,\but I'll say them later.\Meddling when you don't need to...\Good.\Get close to him in one movement.\To shorten the distance between him and an opponent with a long reach...\It was a good decision.\No! If you get cut- response:	Now then...
context: but I'll say them later.\Meddling when you don't need to...\Good.\Get close to him in one movement.\To shorten the distance between him and an opponent with a long reach...\It was a good decision.\No! If you get cut-\Now then... response:	He disappeared?
context: Meddling when you don't need to...\Good.\Get close to him in one movement.\To shorten the distance between him and an opponent with a long reach...\It was a good decision.\No! If you get cut-\Now then...\He disappeared? response:	No...
context: Good.\Get close to him in one movement.\To shorten the distance between him and an opponent with a long reach...\It was a good decision.\No! If you get cut-\Now then...\He disappeared?\No... response:	Five percent Detroit...
context: Get close to him in one movement.\To shorten the distance between him and an opponent with a long reach...\It was a good decision.\No! If you get cut-\Now then...\He disappeared?\No...\Five percent Detroit... response:	What's with that movement?
context: To shorten the distance between him and an opponent with a long reach...\It was a good decision.\No! If you get cut-\Now then...\He disappeared?\No...\Five percent Detroit...\What's with that movement? response:	He's moving like Bakugo...
context: It was a good decision.\No! If you get cut-\Now then...\He disappeared?\No...\Five percent Detroit...\What's with that movement?\He's moving like Bakugo... response:	Did it work?
context: No! If you get cut-\Now then...\He disappeared?\No...\Five percent Detroit...\What's with that movement?\He's moving like Bakugo...\Did it work? response:	Full Cowling worked!
context: Now then...\He disappeared?\No...\Five percent Detroit...\What's with that movement?\He's moving like Bakugo...\Did it work?\Full Cowling worked! response:	I can fight!
context: He disappeared?\No...\Five percent Detroit...\What's with that movement?\He's moving like Bakugo...\Did it work?\Full Cowling worked!\I can fight! response:	Wh...
context: No...\Five percent Detroit...\What's with that movement?\He's moving like Bakugo...\Did it work?\Full Cowling worked!\I can fight!\Wh... response:	My body...
context: Five percent Detroit...\What's with that movement?\He's moving like Bakugo...\Did it work?\Full Cowling worked!\I can fight!\Wh...\My body... response:	Did he graze me?
context: What's with that movement?\He's moving like Bakugo...\Did it work?\Full Cowling worked!\I can fight!\Wh...\My body...\Did he graze me? response:	Such a small graze made me unable to move?
context: He's moving like Bakugo...\Did it work?\Full Cowling worked!\I can fight!\Wh...\My body...\Did he graze me?\Such a small graze made me unable to move? response:	No...
context: Did it work?\Full Cowling worked!\I can fight!\Wh...\My body...\Did he graze me?\Such a small graze made me unable to move?\No... response:	I see... It's blood!
context: Full Cowling worked!\I can fight!\Wh...\My body...\Did he graze me?\Such a small graze made me unable to move?\No...\I see... It's blood! response:	It wasn't powerful enough.
context: I can fight!\Wh...\My body...\Did he graze me?\Such a small graze made me unable to move?\No...\I see... It's blood!\It wasn't powerful enough. response:	It's not that you saw through my movements.
context: Wh...\My body...\Did he graze me?\Such a small graze made me unable to move?\No...\I see... It's blood!\It wasn't powerful enough.\It's not that you saw through my movements. response:	You left my field of vision
context: My body...\Did he graze me?\Such a small graze made me unable to move?\No...\I see... It's blood!\It wasn't powerful enough.\It's not that you saw through my movements.\You left my field of vision response:	and maneuvered so that you would definitely be able to bring me down...
context: Did he graze me?\Such a small graze made me unable to move?\No...\I see... It's blood!\It wasn't powerful enough.\It's not that you saw through my movements.\You left my field of vision\and maneuvered so that you would definitely be able to bring me down... response:	That was what your movements were like.
context: Such a small graze made me unable to move?\No...\I see... It's blood!\It wasn't powerful enough.\It's not that you saw through my movements.\You left my field of vision\and maneuvered so that you would definitely be able to bring me down...\That was what your movements were like. response:	People who are all talk are a dime a dozen,
context: No...\I see... It's blood!\It wasn't powerful enough.\It's not that you saw through my movements.\You left my field of vision\and maneuvered so that you would definitely be able to bring me down...\That was what your movements were like.\People who are all talk are a dime a dozen, response:	but you are worth letting live.
context: I see... It's blood!\It wasn't powerful enough.\It's not that you saw through my movements.\You left my field of vision\and maneuvered so that you would definitely be able to bring me down...\That was what your movements were like.\People who are all talk are a dime a dozen,\but you are worth letting live. response:	You're different from these guys.
context: It wasn't powerful enough.\It's not that you saw through my movements.\You left my field of vision\and maneuvered so that you would definitely be able to bring me down...\That was what your movements were like.\People who are all talk are a dime a dozen,\but you are worth letting live.\You're different from these guys. response:	Damn it...
context: It's not that you saw through my movements.\You left my field of vision\and maneuvered so that you would definitely be able to bring me down...\That was what your movements were like.\People who are all talk are a dime a dozen,\but you are worth letting live.\You're different from these guys.\Damn it... response:	Stop it!
context: You left my field of vision\and maneuvered so that you would definitely be able to bring me down...\That was what your movements were like.\People who are all talk are a dime a dozen,\but you are worth letting live.\You're different from these guys.\Damn it...\Stop it! response:	Stop it...!
context: and maneuvered so that you would definitely be able to bring me down...\That was what your movements were like.\People who are all talk are a dime a dozen,\but you are worth letting live.\You're different from these guys.\Damn it...\Stop it!\Stop it...! response:	One after another...
