context: Say, Nana Komatsu. response:	Do you remember the first time we met?
context: but it's confusing to have the same name, so Nana...\Was that the reason? It's because you're like a pet dog.\- Beer. Want some? - Yay!\No, not yay! You got work, remember?\But I'm thirsty! No, I'm hungry!\I should have bought something!\By the way, I ate the hamburger.\It was awesome good! Thanks. response:	You ate it all by yourself. Not fair!
context: Was that the reason? It's because you're like a pet dog.\- Beer. Want some? - Yay!\No, not yay! You got work, remember?\But I'm thirsty! No, I'm hungry!\I should have bought something!\By the way, I ate the hamburger.\It was awesome good! Thanks.\You ate it all by yourself. Not fair! response:	Well then, write do not eat on the darn thing next time!
context: - Beer. Want some? - Yay!\No, not yay! You got work, remember?\But I'm thirsty! No, I'm hungry!\I should have bought something!\By the way, I ate the hamburger.\It was awesome good! Thanks.\You ate it all by yourself. Not fair!\Well then, write do not eat on the darn thing next time! response:	Found a cute bakery!
context: No, not yay! You got work, remember?\But I'm thirsty! No, I'm hungry!\I should have bought something!\By the way, I ate the hamburger.\It was awesome good! Thanks.\You ate it all by yourself. Not fair!\Well then, write do not eat on the darn thing next time!\Found a cute bakery! response:	They all look really good! I don't know which one to get!
context: But I'm thirsty! No, I'm hungry!\I should have bought something!\By the way, I ate the hamburger.\It was awesome good! Thanks.\You ate it all by yourself. Not fair!\Well then, write do not eat on the darn thing next time!\Found a cute bakery!\They all look really good! I don't know which one to get! response:	You really do have a good nose, don't you?
context: I should have bought something!\By the way, I ate the hamburger.\It was awesome good! Thanks.\You ate it all by yourself. Not fair!\Well then, write do not eat on the darn thing next time!\Found a cute bakery!\They all look really good! I don't know which one to get!\You really do have a good nose, don't you? response:	Being a dog.
context: By the way, I ate the hamburger.\It was awesome good! Thanks.\You ate it all by yourself. Not fair!\Well then, write do not eat on the darn thing next time!\Found a cute bakery!\They all look really good! I don't know which one to get!\You really do have a good nose, don't you?\Being a dog. response:	Hey Nana. I've been looking for this CD.
context: It was awesome good! Thanks.\You ate it all by yourself. Not fair!\Well then, write do not eat on the darn thing next time!\Found a cute bakery!\They all look really good! I don't know which one to get!\You really do have a good nose, don't you?\Being a dog.\Hey Nana. I've been looking for this CD. response:	Would you mind if we look in that shop?
context: You ate it all by yourself. Not fair!\Well then, write do not eat on the darn thing next time!\Found a cute bakery!\They all look really good! I don't know which one to get!\You really do have a good nose, don't you?\Being a dog.\Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop? response:	I don't mind, but do you have a CD player?
context: Well then, write do not eat on the darn thing next time!\Found a cute bakery!\They all look really good! I don't know which one to get!\You really do have a good nose, don't you?\Being a dog.\Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop?\I don't mind, but do you have a CD player? response:	Well, if you wanna use mine, that's fine by me.
context: Found a cute bakery!\They all look really good! I don't know which one to get!\You really do have a good nose, don't you?\Being a dog.\Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop?\I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me. response:	Thank you!
context: They all look really good! I don't know which one to get!\You really do have a good nose, don't you?\Being a dog.\Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop?\I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me.\Thank you! response:	Great, they still had a few left!
context: You really do have a good nose, don't you?\Being a dog.\Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop?\I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me.\Thank you!\Great, they still had a few left! response:	The new Trapnest album went on sale today!
context: Being a dog.\Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop?\I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me.\Thank you!\Great, they still had a few left!\The new Trapnest album went on sale today! response:	I just love them.
context: Hey Nana. I've been looking for this CD.\Would you mind if we look in that shop?\I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me.\Thank you!\Great, they still had a few left!\The new Trapnest album went on sale today!\I just love them. response:	If you'd like, you should listen to them, too.
context: Would you mind if we look in that shop?\I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me.\Thank you!\Great, they still had a few left!\The new Trapnest album went on sale today!\I just love them.\If you'd like, you should listen to them, too. response:	They're super cool.
context: I don't mind, but do you have a CD player?\Well, if you wanna use mine, that's fine by me.\Thank you!\Great, they still had a few left!\The new Trapnest album went on sale today!\I just love them.\If you'd like, you should listen to them, too.\They're super cool. response:	Hang on a minute while I go and pay for this.
context: Well, if you wanna use mine, that's fine by me.\Thank you!\Great, they still had a few left!\The new Trapnest album went on sale today!\I just love them.\If you'd like, you should listen to them, too.\They're super cool.\Hang on a minute while I go and pay for this. response:	You like this?
context: Thank you!\Great, they still had a few left!\The new Trapnest album went on sale today!\I just love them.\If you'd like, you should listen to them, too.\They're super cool.\Hang on a minute while I go and pay for this.\You like this? response:	I got it from a street vendor.
context: Great, they still had a few left!\The new Trapnest album went on sale today!\I just love them.\If you'd like, you should listen to them, too.\They're super cool.\Hang on a minute while I go and pay for this.\You like this?\I got it from a street vendor. response:	It's a Sid Vicious pad lock.
context: The new Trapnest album went on sale today!\I just love them.\If you'd like, you should listen to them, too.\They're super cool.\Hang on a minute while I go and pay for this.\You like this?\I got it from a street vendor.\It's a Sid Vicious pad lock. response:	And who are you? Nancy?
context: I just love them.\If you'd like, you should listen to them, too.\They're super cool.\Hang on a minute while I go and pay for this.\You like this?\I got it from a street vendor.\It's a Sid Vicious pad lock.\And who are you? Nancy? response:	So what are you going to do putting a lock on me?
context: If you'd like, you should listen to them, too.\They're super cool.\Hang on a minute while I go and pay for this.\You like this?\I got it from a street vendor.\It's a Sid Vicious pad lock.\And who are you? Nancy?\So what are you going to do putting a lock on me? response:	Hey Ren. If I were to die, would you die with me?
context: They're super cool.\Hang on a minute while I go and pay for this.\You like this?\I got it from a street vendor.\It's a Sid Vicious pad lock.\And who are you? Nancy?\So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me? response:	Okay.
context: Hang on a minute while I go and pay for this.\You like this?\I got it from a street vendor.\It's a Sid Vicious pad lock.\And who are you? Nancy?\So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me?\Okay. response:	The other Nana also seems to have quite a history.
context: You like this?\I got it from a street vendor.\It's a Sid Vicious pad lock.\And who are you? Nancy?\So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me?\Okay.\The other Nana also seems to have quite a history. response:	You got that right.
context: I got it from a street vendor.\It's a Sid Vicious pad lock.\And who are you? Nancy?\So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me?\Okay.\The other Nana also seems to have quite a history.\You got that right. response:	You know, it's as if the more she became closer to the other Nana,
context: It's a Sid Vicious pad lock.\And who are you? Nancy?\So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me?\Okay.\The other Nana also seems to have quite a history.\You got that right.\You know, it's as if the more she became closer to the other Nana, response:	the more the distance between she and Shoji increased.
context: And who are you? Nancy?\So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me?\Okay.\The other Nana also seems to have quite a history.\You got that right.\You know, it's as if the more she became closer to the other Nana,\the more the distance between she and Shoji increased. response:	That's right.
context: So what are you going to do putting a lock on me?\Hey Ren. If I were to die, would you die with me?\Okay.\The other Nana also seems to have quite a history.\You got that right.\You know, it's as if the more she became closer to the other Nana,\the more the distance between she and Shoji increased.\That's right. response:	I should've known there was something going on,
context: Hey Ren. If I were to die, would you die with me?\Okay.\The other Nana also seems to have quite a history.\You got that right.\You know, it's as if the more she became closer to the other Nana,\the more the distance between she and Shoji increased.\That's right.\I should've known there was something going on, response:	you finding a job so quickly.
context: Okay.\The other Nana also seems to have quite a history.\You got that right.\You know, it's as if the more she became closer to the other Nana,\the more the distance between she and Shoji increased.\That's right.\I should've known there was something going on,\you finding a job so quickly. response:	Didn't expect such a young boss.
context: The other Nana also seems to have quite a history.\You got that right.\You know, it's as if the more she became closer to the other Nana,\the more the distance between she and Shoji increased.\That's right.\I should've known there was something going on,\you finding a job so quickly.\Didn't expect such a young boss. response:	Koichi Sato! Another burger please.
context: You got that right.\You know, it's as if the more she became closer to the other Nana,\the more the distance between she and Shoji increased.\That's right.\I should've known there was something going on,\you finding a job so quickly.\Didn't expect such a young boss.\Koichi Sato! Another burger please. response:	You got it.
context: You know, it's as if the more she became closer to the other Nana,\the more the distance between she and Shoji increased.\That's right.\I should've known there was something going on,\you finding a job so quickly.\Didn't expect such a young boss.\Koichi Sato! Another burger please.\You got it. response:	Hey, you know I don't care.
context: the more the distance between she and Shoji increased.\That's right.\I should've known there was something going on,\you finding a job so quickly.\Didn't expect such a young boss.\Koichi Sato! Another burger please.\You got it.\Hey, you know I don't care. response:	As long as you have a job.
context: That's right.\I should've known there was something going on,\you finding a job so quickly.\Didn't expect such a young boss.\Koichi Sato! Another burger please.\You got it.\Hey, you know I don't care.\As long as you have a job. response:	Never mind the reasons for sticking to it.
context: I should've known there was something going on,\you finding a job so quickly.\Didn't expect such a young boss.\Koichi Sato! Another burger please.\You got it.\Hey, you know I don't care.\As long as you have a job.\Never mind the reasons for sticking to it. response:	Just don't give Shoji a hard time.
context: you finding a job so quickly.\Didn't expect such a young boss.\Koichi Sato! Another burger please.\You got it.\Hey, you know I don't care.\As long as you have a job.\Never mind the reasons for sticking to it.\Just don't give Shoji a hard time. response:	Like last night, too, he got drunk and started saying stuff.
context: Didn't expect such a young boss.\Koichi Sato! Another burger please.\You got it.\Hey, you know I don't care.\As long as you have a job.\Never mind the reasons for sticking to it.\Just don't give Shoji a hard time.\Like last night, too, he got drunk and started saying stuff. response:	Saying stuff?!
context: Koichi Sato! Another burger please.\You got it.\Hey, you know I don't care.\As long as you have a job.\Never mind the reasons for sticking to it.\Just don't give Shoji a hard time.\Like last night, too, he got drunk and started saying stuff.\Saying stuff?! response:	Last night, too? Is he always saying stuff about me?
context: You got it.\Hey, you know I don't care.\As long as you have a job.\Never mind the reasons for sticking to it.\Just don't give Shoji a hard time.\Like last night, too, he got drunk and started saying stuff.\Saying stuff?!\Last night, too? Is he always saying stuff about me? response:	Uh...
context: Hey, you know I don't care.\As long as you have a job.\Never mind the reasons for sticking to it.\Just don't give Shoji a hard time.\Like last night, too, he got drunk and started saying stuff.\Saying stuff?!\Last night, too? Is he always saying stuff about me?\Uh... response:	So actually, Shoji really doesn't like me!
context: As long as you have a job.\Never mind the reasons for sticking to it.\Just don't give Shoji a hard time.\Like last night, too, he got drunk and started saying stuff.\Saying stuff?!\Last night, too? Is he always saying stuff about me?\Uh...\So actually, Shoji really doesn't like me! response:	Because I'm good for nothing!
context: Never mind the reasons for sticking to it.\Just don't give Shoji a hard time.\Like last night, too, he got drunk and started saying stuff.\Saying stuff?!\Last night, too? Is he always saying stuff about me?\Uh...\So actually, Shoji really doesn't like me!\Because I'm good for nothing! response:	It's not like that.
context: Just don't give Shoji a hard time.\Like last night, too, he got drunk and started saying stuff.\Saying stuff?!\Last night, too? Is he always saying stuff about me?\Uh...\So actually, Shoji really doesn't like me!\Because I'm good for nothing!\It's not like that. response:	Shoji is so in love with you,
context: Like last night, too, he got drunk and started saying stuff.\Saying stuff?!\Last night, too? Is he always saying stuff about me?\Uh...\So actually, Shoji really doesn't like me!\Because I'm good for nothing!\It's not like that.\Shoji is so in love with you, response:	he doesn't know what to do with himself.
context: Saying stuff?!\Last night, too? Is he always saying stuff about me?\Uh...\So actually, Shoji really doesn't like me!\Because I'm good for nothing!\It's not like that.\Shoji is so in love with you,\he doesn't know what to do with himself. response:	You're not going to find a man like that just anywhere,
context: Last night, too? Is he always saying stuff about me?\Uh...\So actually, Shoji really doesn't like me!\Because I'm good for nothing!\It's not like that.\Shoji is so in love with you,\he doesn't know what to do with himself.\You're not going to find a man like that just anywhere, response:	you know that?
context: Uh...\So actually, Shoji really doesn't like me!\Because I'm good for nothing!\It's not like that.\Shoji is so in love with you,\he doesn't know what to do with himself.\You're not going to find a man like that just anywhere,\you know that? response:	You gotta take better care of him, man.
context: So actually, Shoji really doesn't like me!\Because I'm good for nothing!\It's not like that.\Shoji is so in love with you,\he doesn't know what to do with himself.\You're not going to find a man like that just anywhere,\you know that?\You gotta take better care of him, man. response:	Otherwise that's when heaven'll get you back.
context: Because I'm good for nothing!\It's not like that.\Shoji is so in love with you,\he doesn't know what to do with himself.\You're not going to find a man like that just anywhere,\you know that?\You gotta take better care of him, man.\Otherwise that's when heaven'll get you back. response:	Work again? What are you working so much for?
context: It's not like that.\Shoji is so in love with you,\he doesn't know what to do with himself.\You're not going to find a man like that just anywhere,\you know that?\You gotta take better care of him, man.\Otherwise that's when heaven'll get you back.\Work again? What are you working so much for? response:	Your parents send you money, don't they?
context: Shoji is so in love with you,\he doesn't know what to do with himself.\You're not going to find a man like that just anywhere,\you know that?\You gotta take better care of him, man.\Otherwise that's when heaven'll get you back.\Work again? What are you working so much for?\Your parents send you money, don't they? response:	Not enough to live on.
context: he doesn't know what to do with himself.\You're not going to find a man like that just anywhere,\you know that?\You gotta take better care of him, man.\Otherwise that's when heaven'll get you back.\Work again? What are you working so much for?\Your parents send you money, don't they?\Not enough to live on. response:	When I start school, I won't have time to work.
context: You're not going to find a man like that just anywhere,\you know that?\You gotta take better care of him, man.\Otherwise that's when heaven'll get you back.\Work again? What are you working so much for?\Your parents send you money, don't they?\Not enough to live on.\When I start school, I won't have time to work. response:	I've got to save up while I can.
context: you know that?\You gotta take better care of him, man.\Otherwise that's when heaven'll get you back.\Work again? What are you working so much for?\Your parents send you money, don't they?\Not enough to live on.\When I start school, I won't have time to work.\I've got to save up while I can. response:	That's what you say.
context: You gotta take better care of him, man.\Otherwise that's when heaven'll get you back.\Work again? What are you working so much for?\Your parents send you money, don't they?\Not enough to live on.\When I start school, I won't have time to work.\I've got to save up while I can.\That's what you say. response:	You're not spending money on Sachiko, I hope!
context: Otherwise that's when heaven'll get you back.\Work again? What are you working so much for?\Your parents send you money, don't they?\Not enough to live on.\When I start school, I won't have time to work.\I've got to save up while I can.\That's what you say.\You're not spending money on Sachiko, I hope! response:	Buying her Louis Vuitton bags and Prada shoes.
context: Work again? What are you working so much for?\Your parents send you money, don't they?\Not enough to live on.\When I start school, I won't have time to work.\I've got to save up while I can.\That's what you say.\You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes. response:	But she really likes these brands.
context: Your parents send you money, don't they?\Not enough to live on.\When I start school, I won't have time to work.\I've got to save up while I can.\That's what you say.\You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands. response:	I'm just kidding!
context: Not enough to live on.\When I start school, I won't have time to work.\I've got to save up while I can.\That's what you say.\You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands.\I'm just kidding! response:	You're the one that keeps bringing her up!
context: When I start school, I won't have time to work.\I've got to save up while I can.\That's what you say.\You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands.\I'm just kidding!\You're the one that keeps bringing her up! response:	I know, but I came all the way to Tokyo to be with you
context: I've got to save up while I can.\That's what you say.\You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands.\I'm just kidding!\You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you response:	and you spend all of your time working.
context: That's what you say.\You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands.\I'm just kidding!\You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you\and you spend all of your time working. response:	I just wish you would make some time for me.
context: You're not spending money on Sachiko, I hope!\Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands.\I'm just kidding!\You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you\and you spend all of your time working.\I just wish you would make some time for me. response:	You're the one that's not being considerate.
context: Buying her Louis Vuitton bags and Prada shoes.\But she really likes these brands.\I'm just kidding!\You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you\and you spend all of your time working.\I just wish you would make some time for me.\You're the one that's not being considerate. response:	Why should I always have to adjust to your plans?
context: But she really likes these brands.\I'm just kidding!\You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you\and you spend all of your time working.\I just wish you would make some time for me.\You're the one that's not being considerate.\Why should I always have to adjust to your plans? response:	I've got to go to work now, so I'm off.
context: I'm just kidding!\You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you\and you spend all of your time working.\I just wish you would make some time for me.\You're the one that's not being considerate.\Why should I always have to adjust to your plans?\I've got to go to work now, so I'm off. response:	I just remembered. You sent me an email yesterday.
context: You're the one that keeps bringing her up!\I know, but I came all the way to Tokyo to be with you\and you spend all of your time working.\I just wish you would make some time for me.\You're the one that's not being considerate.\Why should I always have to adjust to your plans?\I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday. response:	Huh?
context: I know, but I came all the way to Tokyo to be with you\and you spend all of your time working.\I just wish you would make some time for me.\You're the one that's not being considerate.\Why should I always have to adjust to your plans?\I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday.\Huh? response:	Well, if it's not important, never mind.
context: and you spend all of your time working.\I just wish you would make some time for me.\You're the one that's not being considerate.\Why should I always have to adjust to your plans?\I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday.\Huh?\Well, if it's not important, never mind. response:	It's just that I fell asleep without noticing it came.
context: I just wish you would make some time for me.\You're the one that's not being considerate.\Why should I always have to adjust to your plans?\I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday.\Huh?\Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came. response:	Sorry.
context: You're the one that's not being considerate.\Why should I always have to adjust to your plans?\I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday.\Huh?\Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came.\Sorry. response:	Oh yeah, I did send one.
context: Why should I always have to adjust to your plans?\I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday.\Huh?\Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came.\Sorry.\Oh yeah, I did send one. response:	What did I write?
context: I've got to go to work now, so I'm off.\I just remembered. You sent me an email yesterday.\Huh?\Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came.\Sorry.\Oh yeah, I did send one.\What did I write? response:	Shoji, I'm on my way home. Call me when you get off work. What did I write?
context: I just remembered. You sent me an email yesterday.\Huh?\Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came.\Sorry.\Oh yeah, I did send one.\What did I write?\Shoji, I'm on my way home. Call me when you get off work. What did I write? response:	Shoji, I'm on my way home. Call me when you get off work.
context: Huh?\Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came.\Sorry.\Oh yeah, I did send one.\What did I write?\Shoji, I'm on my way home. Call me when you get off work. What did I write?\Shoji, I'm on my way home. Call me when you get off work. response:	Come on, don't look so gloomy.
context: Well, if it's not important, never mind.\It's just that I fell asleep without noticing it came.\Sorry.\Oh yeah, I did send one.\What did I write?\Shoji, I'm on my way home. Call me when you get off work. What did I write?\Shoji, I'm on my way home. Call me when you get off work.\Come on, don't look so gloomy. response:	Right. Love will always have its ups and downs.
context: It's just that I fell asleep without noticing it came.\Sorry.\Oh yeah, I did send one.\What did I write?\Shoji, I'm on my way home. Call me when you get off work. What did I write?\Shoji, I'm on my way home. Call me when you get off work.\Come on, don't look so gloomy.\Right. Love will always have its ups and downs. response:	Oh, by the way, that band of the other Nana!
context: Sorry.\Oh yeah, I did send one.\What did I write?\Shoji, I'm on my way home. Call me when you get off work. What did I write?\Shoji, I'm on my way home. Call me when you get off work.\Come on, don't look so gloomy.\Right. Love will always have its ups and downs.\Oh, by the way, that band of the other Nana! response:	They've got their band members now, don't they?
context: Oh yeah, I did send one.\What did I write?\Shoji, I'm on my way home. Call me when you get off work. What did I write?\Shoji, I'm on my way home. Call me when you get off work.\Come on, don't look so gloomy.\Right. Love will always have its ups and downs.\Oh, by the way, that band of the other Nana!\They've got their band members now, don't they? response:	Y-Yeah, you're right.
context: What did I write?\Shoji, I'm on my way home. Call me when you get off work. What did I write?\Shoji, I'm on my way home. Call me when you get off work.\Come on, don't look so gloomy.\Right. Love will always have its ups and downs.\Oh, by the way, that band of the other Nana!\They've got their band members now, don't they?\Y-Yeah, you're right. response:	That's the flower of the lotus, isn't it?
context: Shoji, I'm on my way home. Call me when you get off work. What did I write?\Shoji, I'm on my way home. Call me when you get off work.\Come on, don't look so gloomy.\Right. Love will always have its ups and downs.\Oh, by the way, that band of the other Nana!\They've got their band members now, don't they?\Y-Yeah, you're right.\That's the flower of the lotus, isn't it? response:	Why did you choose the lotus?
context: Shoji, I'm on my way home. Call me when you get off work.\Come on, don't look so gloomy.\Right. Love will always have its ups and downs.\Oh, by the way, that band of the other Nana!\They've got their band members now, don't they?\Y-Yeah, you're right.\That's the flower of the lotus, isn't it?\Why did you choose the lotus? response:	Actually, it's the ren.
context: Come on, don't look so gloomy.\Right. Love will always have its ups and downs.\Oh, by the way, that band of the other Nana!\They've got their band members now, don't they?\Y-Yeah, you're right.\That's the flower of the lotus, isn't it?\Why did you choose the lotus?\Actually, it's the ren. response:	Huh? Sui-ren?
context: Right. Love will always have its ups and downs.\Oh, by the way, that band of the other Nana!\They've got their band members now, don't they?\Y-Yeah, you're right.\That's the flower of the lotus, isn't it?\Why did you choose the lotus?\Actually, it's the ren.\Huh? Sui-ren? response:	Just plain ren.
context: Oh, by the way, that band of the other Nana!\They've got their band members now, don't they?\Y-Yeah, you're right.\That's the flower of the lotus, isn't it?\Why did you choose the lotus?\Actually, it's the ren.\Huh? Sui-ren?\Just plain ren. response:	You mean lotus.
context: They've got their band members now, don't they?\Y-Yeah, you're right.\That's the flower of the lotus, isn't it?\Why did you choose the lotus?\Actually, it's the ren.\Huh? Sui-ren?\Just plain ren.\You mean lotus. response:	I said no.
context: Y-Yeah, you're right.\That's the flower of the lotus, isn't it?\Why did you choose the lotus?\Actually, it's the ren.\Huh? Sui-ren?\Just plain ren.\You mean lotus.\I said no. response:	But that's totally a lotus.
context: That's the flower of the lotus, isn't it?\Why did you choose the lotus?\Actually, it's the ren.\Huh? Sui-ren?\Just plain ren.\You mean lotus.\I said no.\But that's totally a lotus. response:	Oh shut up!
context: Why did you choose the lotus?\Actually, it's the ren.\Huh? Sui-ren?\Just plain ren.\You mean lotus.\I said no.\But that's totally a lotus.\Oh shut up! response:	But it definitely is a lotus. Why are you being so stubborn?
context: Actually, it's the ren.\Huh? Sui-ren?\Just plain ren.\You mean lotus.\I said no.\But that's totally a lotus.\Oh shut up!\But it definitely is a lotus. Why are you being so stubborn? response:	Who's the stubborn one?!
context: Huh? Sui-ren?\Just plain ren.\You mean lotus.\I said no.\But that's totally a lotus.\Oh shut up!\But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?! response:	Who could it be at this time of night?
context: Just plain ren.\You mean lotus.\I said no.\But that's totally a lotus.\Oh shut up!\But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?!\Who could it be at this time of night? response:	Good evening.
context: You mean lotus.\I said no.\But that's totally a lotus.\Oh shut up!\But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?!\Who could it be at this time of night?\Good evening. response:	Nobu! What the heck are you doing here?!
context: I said no.\But that's totally a lotus.\Oh shut up!\But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?!\Who could it be at this time of night?\Good evening.\Nobu! What the heck are you doing here?! response:	Oh wonderful! The exact response I was expecting!
context: But that's totally a lotus.\Oh shut up!\But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?!\Who could it be at this time of night?\Good evening.\Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting! response:	Good!
context: Oh shut up!\But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?!\Who could it be at this time of night?\Good evening.\Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting!\Good! response:	Get outta here. Go home!
context: But it definitely is a lotus. Why are you being so stubborn?\Who's the stubborn one?!\Who could it be at this time of night?\Good evening.\Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting!\Good!\Get outta here. Go home! response:	Nana! Please! Let me stay here just one night!
context: Who's the stubborn one?!\Who could it be at this time of night?\Good evening.\Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting!\Good!\Get outta here. Go home!\Nana! Please! Let me stay here just one night! response:	No way.
context: Who could it be at this time of night?\Good evening.\Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting!\Good!\Get outta here. Go home!\Nana! Please! Let me stay here just one night!\No way. response:	- In fact, I... - I don't wanna hear it.
context: Good evening.\Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting!\Good!\Get outta here. Go home!\Nana! Please! Let me stay here just one night!\No way.\- In fact, I... - I don't wanna hear it. response:	I ran away from home.
context: Nobu! What the heck are you doing here?!\Oh wonderful! The exact response I was expecting!\Good!\Get outta here. Go home!\Nana! Please! Let me stay here just one night!\No way.\- In fact, I... - I don't wanna hear it.\I ran away from home. response:	I told you, I don't wanna hear it!
context: Oh wonderful! The exact response I was expecting!\Good!\Get outta here. Go home!\Nana! Please! Let me stay here just one night!\No way.\- In fact, I... - I don't wanna hear it.\I ran away from home.\I told you, I don't wanna hear it! response:	Nana!
context: Good!\Get outta here. Go home!\Nana! Please! Let me stay here just one night!\No way.\- In fact, I... - I don't wanna hear it.\I ran away from home.\I told you, I don't wanna hear it!\Nana! response:	It's for him. He needs to smarten up!
context: Get outta here. Go home!\Nana! Please! Let me stay here just one night!\No way.\- In fact, I... - I don't wanna hear it.\I ran away from home.\I told you, I don't wanna hear it!\Nana!\It's for him. He needs to smarten up! response:	Now you listen to me, Nobu.
context: Nana! Please! Let me stay here just one night!\No way.\- In fact, I... - I don't wanna hear it.\I ran away from home.\I told you, I don't wanna hear it!\Nana!\It's for him. He needs to smarten up!\Now you listen to me, Nobu. response:	You are to follow your father's footsteps and run that huge Japanese inn.
context: No way.\- In fact, I... - I don't wanna hear it.\I ran away from home.\I told you, I don't wanna hear it!\Nana!\It's for him. He needs to smarten up!\Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese inn. response:	Get it through your head.
context: - In fact, I... - I don't wanna hear it.\I ran away from home.\I told you, I don't wanna hear it!\Nana!\It's for him. He needs to smarten up!\Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese inn.\Get it through your head. response:	I didn't choose to be born into that family.
context: I ran away from home.\I told you, I don't wanna hear it!\Nana!\It's for him. He needs to smarten up!\Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese inn.\Get it through your head.\I didn't choose to be born into that family. response:	Quit being a brat about it!
context: I told you, I don't wanna hear it!\Nana!\It's for him. He needs to smarten up!\Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese inn.\Get it through your head.\I didn't choose to be born into that family.\Quit being a brat about it! response:	As long as I can play my guitar, I'm happy.
context: Nana!\It's for him. He needs to smarten up!\Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese inn.\Get it through your head.\I didn't choose to be born into that family.\Quit being a brat about it!\As long as I can play my guitar, I'm happy. response:	And I wanna play for you.
context: It's for him. He needs to smarten up!\Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese inn.\Get it through your head.\I didn't choose to be born into that family.\Quit being a brat about it!\As long as I can play my guitar, I'm happy.\And I wanna play for you. response:	Don't make me repeat myself.
context: Now you listen to me, Nobu.\You are to follow your father's footsteps and run that huge Japanese inn.\Get it through your head.\I didn't choose to be born into that family.\Quit being a brat about it!\As long as I can play my guitar, I'm happy.\And I wanna play for you.\Don't make me repeat myself. response:	Hello Yasu? Do something about this stupid son, will ya?!
