context: Nana! response:	Shoji!
context: Mr. Nakamura. That would be a problem.\You may have finally woken up to my beauty,\but it's too late now, Nakamura.\What's the big deal? It's just dinner.\And he's not serious.\Aren't you lonely with your boyfriend having moved to Tokyo?\And he's a pest.\But you had a crush on me. response:	You've got the wrong person!
context: You may have finally woken up to my beauty,\but it's too late now, Nakamura.\What's the big deal? It's just dinner.\And he's not serious.\Aren't you lonely with your boyfriend having moved to Tokyo?\And he's a pest.\But you had a crush on me.\You've got the wrong person! response:	Should I quit that job? But it pays pretty good.
context: but it's too late now, Nakamura.\What's the big deal? It's just dinner.\And he's not serious.\Aren't you lonely with your boyfriend having moved to Tokyo?\And he's a pest.\But you had a crush on me.\You've got the wrong person!\Should I quit that job? But it pays pretty good. response:	I hafta hurry and save money, so that I can move to Tokyo.
context: What's the big deal? It's just dinner.\And he's not serious.\Aren't you lonely with your boyfriend having moved to Tokyo?\And he's a pest.\But you had a crush on me.\You've got the wrong person!\Should I quit that job? But it pays pretty good.\I hafta hurry and save money, so that I can move to Tokyo. response:	I can't wait until next spring!
context: And he's not serious.\Aren't you lonely with your boyfriend having moved to Tokyo?\And he's a pest.\But you had a crush on me.\You've got the wrong person!\Should I quit that job? But it pays pretty good.\I hafta hurry and save money, so that I can move to Tokyo.\I can't wait until next spring! response:	Yes, this is Nana!
context: Aren't you lonely with your boyfriend having moved to Tokyo?\And he's a pest.\But you had a crush on me.\You've got the wrong person!\Should I quit that job? But it pays pretty good.\I hafta hurry and save money, so that I can move to Tokyo.\I can't wait until next spring!\Yes, this is Nana! response:	Shoji! I'm doing great!
context: And he's a pest.\But you had a crush on me.\You've got the wrong person!\Should I quit that job? But it pays pretty good.\I hafta hurry and save money, so that I can move to Tokyo.\I can't wait until next spring!\Yes, this is Nana!\Shoji! I'm doing great! response:	Nana Komatsu. I'm 19 years old.
context: But you had a crush on me.\You've got the wrong person!\Should I quit that job? But it pays pretty good.\I hafta hurry and save money, so that I can move to Tokyo.\I can't wait until next spring!\Yes, this is Nana!\Shoji! I'm doing great!\Nana Komatsu. I'm 19 years old. response:	I have a boyfriend, but we're in a long-distance relationship.
context: You've got the wrong person!\Should I quit that job? But it pays pretty good.\I hafta hurry and save money, so that I can move to Tokyo.\I can't wait until next spring!\Yes, this is Nana!\Shoji! I'm doing great!\Nana Komatsu. I'm 19 years old.\I have a boyfriend, but we're in a long-distance relationship. response:	I'll show you, Demon Lord!
context: Should I quit that job? But it pays pretty good.\I hafta hurry and save money, so that I can move to Tokyo.\I can't wait until next spring!\Yes, this is Nana!\Shoji! I'm doing great!\Nana Komatsu. I'm 19 years old.\I have a boyfriend, but we're in a long-distance relationship.\I'll show you, Demon Lord! response:	I don't know where I was born.
context: I hafta hurry and save money, so that I can move to Tokyo.\I can't wait until next spring!\Yes, this is Nana!\Shoji! I'm doing great!\Nana Komatsu. I'm 19 years old.\I have a boyfriend, but we're in a long-distance relationship.\I'll show you, Demon Lord!\I don't know where I was born. response:	I've never seen my father,
context: I can't wait until next spring!\Yes, this is Nana!\Shoji! I'm doing great!\Nana Komatsu. I'm 19 years old.\I have a boyfriend, but we're in a long-distance relationship.\I'll show you, Demon Lord!\I don't know where I was born.\I've never seen my father, response:	and I've long forgotten what my mother looks like.
context: Yes, this is Nana!\Shoji! I'm doing great!\Nana Komatsu. I'm 19 years old.\I have a boyfriend, but we're in a long-distance relationship.\I'll show you, Demon Lord!\I don't know where I was born.\I've never seen my father,\and I've long forgotten what my mother looks like. response:	I came to this coastal city when I was four,
context: Shoji! I'm doing great!\Nana Komatsu. I'm 19 years old.\I have a boyfriend, but we're in a long-distance relationship.\I'll show you, Demon Lord!\I don't know where I was born.\I've never seen my father,\and I've long forgotten what my mother looks like.\I came to this coastal city when I was four, response:	where I was raised by my grandmother who owns a little restaurant.
context: Nana Komatsu. I'm 19 years old.\I have a boyfriend, but we're in a long-distance relationship.\I'll show you, Demon Lord!\I don't know where I was born.\I've never seen my father,\and I've long forgotten what my mother looks like.\I came to this coastal city when I was four,\where I was raised by my grandmother who owns a little restaurant. response:	She had nothing but sarcastic remarks for me.
context: I have a boyfriend, but we're in a long-distance relationship.\I'll show you, Demon Lord!\I don't know where I was born.\I've never seen my father,\and I've long forgotten what my mother looks like.\I came to this coastal city when I was four,\where I was raised by my grandmother who owns a little restaurant.\She had nothing but sarcastic remarks for me. response:	Right now, I work long hours while polishing the shards of my dream.
context: I'll show you, Demon Lord!\I don't know where I was born.\I've never seen my father,\and I've long forgotten what my mother looks like.\I came to this coastal city when I was four,\where I was raised by my grandmother who owns a little restaurant.\She had nothing but sarcastic remarks for me.\Right now, I work long hours while polishing the shards of my dream. response:	Good evening! We're Blast.
context: I don't know where I was born.\I've never seen my father,\and I've long forgotten what my mother looks like.\I came to this coastal city when I was four,\where I was raised by my grandmother who owns a little restaurant.\She had nothing but sarcastic remarks for me.\Right now, I work long hours while polishing the shards of my dream.\Good evening! We're Blast. response:	Thank you!
context: I've never seen my father,\and I've long forgotten what my mother looks like.\I came to this coastal city when I was four,\where I was raised by my grandmother who owns a little restaurant.\She had nothing but sarcastic remarks for me.\Right now, I work long hours while polishing the shards of my dream.\Good evening! We're Blast.\Thank you! response:	It's cold!
context: and I've long forgotten what my mother looks like.\I came to this coastal city when I was four,\where I was raised by my grandmother who owns a little restaurant.\She had nothing but sarcastic remarks for me.\Right now, I work long hours while polishing the shards of my dream.\Good evening! We're Blast.\Thank you!\It's cold! response:	It's too cold!
context: I came to this coastal city when I was four,\where I was raised by my grandmother who owns a little restaurant.\She had nothing but sarcastic remarks for me.\Right now, I work long hours while polishing the shards of my dream.\Good evening! We're Blast.\Thank you!\It's cold!\It's too cold! response:	They're coming!
context: where I was raised by my grandmother who owns a little restaurant.\She had nothing but sarcastic remarks for me.\Right now, I work long hours while polishing the shards of my dream.\Good evening! We're Blast.\Thank you!\It's cold!\It's too cold!\They're coming! response:	No way!
context: She had nothing but sarcastic remarks for me.\Right now, I work long hours while polishing the shards of my dream.\Good evening! We're Blast.\Thank you!\It's cold!\It's too cold!\They're coming!\No way! response:	Everyone was waiting out here in this freezing cold?
context: Right now, I work long hours while polishing the shards of my dream.\Good evening! We're Blast.\Thank you!\It's cold!\It's too cold!\They're coming!\No way!\Everyone was waiting out here in this freezing cold? response:	Thanks a lot for today.
context: Good evening! We're Blast.\Thank you!\It's cold!\It's too cold!\They're coming!\No way!\Everyone was waiting out here in this freezing cold?\Thanks a lot for today. response:	Nana! Your performance was the best!
context: Thank you!\It's cold!\It's too cold!\They're coming!\No way!\Everyone was waiting out here in this freezing cold?\Thanks a lot for today.\Nana! Your performance was the best! response:	Thank you.
context: It's cold!\It's too cold!\They're coming!\No way!\Everyone was waiting out here in this freezing cold?\Thanks a lot for today.\Nana! Your performance was the best!\Thank you. response:	Nana! I have a present for you.
context: It's too cold!\They're coming!\No way!\Everyone was waiting out here in this freezing cold?\Thanks a lot for today.\Nana! Your performance was the best!\Thank you.\Nana! I have a present for you. response:	What is it? Vivienne Westwood? You sure it's okay, Misato?
context: They're coming!\No way!\Everyone was waiting out here in this freezing cold?\Thanks a lot for today.\Nana! Your performance was the best!\Thank you.\Nana! I have a present for you.\What is it? Vivienne Westwood? You sure it's okay, Misato? response:	You...
context: No way!\Everyone was waiting out here in this freezing cold?\Thanks a lot for today.\Nana! Your performance was the best!\Thank you.\Nana! I have a present for you.\What is it? Vivienne Westwood? You sure it's okay, Misato?\You... response:	You remembered my name?
context: Everyone was waiting out here in this freezing cold?\Thanks a lot for today.\Nana! Your performance was the best!\Thank you.\Nana! I have a present for you.\What is it? Vivienne Westwood? You sure it's okay, Misato?\You...\You remembered my name? response:	Of course, because you're always there when we're performing live.
context: Thanks a lot for today.\Nana! Your performance was the best!\Thank you.\Nana! I have a present for you.\What is it? Vivienne Westwood? You sure it's okay, Misato?\You...\You remembered my name?\Of course, because you're always there when we're performing live. response:	Nana, your birthday was last week, right?
context: Nana! Your performance was the best!\Thank you.\Nana! I have a present for you.\What is it? Vivienne Westwood? You sure it's okay, Misato?\You...\You remembered my name?\Of course, because you're always there when we're performing live.\Nana, your birthday was last week, right? response:	That's a birthday present for you! Happy eighteenth birthday!
context: Thank you.\Nana! I have a present for you.\What is it? Vivienne Westwood? You sure it's okay, Misato?\You...\You remembered my name?\Of course, because you're always there when we're performing live.\Nana, your birthday was last week, right?\That's a birthday present for you! Happy eighteenth birthday! response:	Thank you.
context: Nana! I have a present for you.\What is it? Vivienne Westwood? You sure it's okay, Misato?\You...\You remembered my name?\Of course, because you're always there when we're performing live.\Nana, your birthday was last week, right?\That's a birthday present for you! Happy eighteenth birthday!\Thank you. response:	Yay! I got Vivienne Westwood!
context: What is it? Vivienne Westwood? You sure it's okay, Misato?\You...\You remembered my name?\Of course, because you're always there when we're performing live.\Nana, your birthday was last week, right?\That's a birthday present for you! Happy eighteenth birthday!\Thank you.\Yay! I got Vivienne Westwood! response:	Izakaya - Japanese pub
context: You...\You remembered my name?\Of course, because you're always there when we're performing live.\Nana, your birthday was last week, right?\That's a birthday present for you! Happy eighteenth birthday!\Thank you.\Yay! I got Vivienne Westwood!\Izakaya - Japanese pub response:	Izakaya - Japanese pub Okay then, here's to today's successful show.
context: You remembered my name?\Of course, because you're always there when we're performing live.\Nana, your birthday was last week, right?\That's a birthday present for you! Happy eighteenth birthday!\Thank you.\Yay! I got Vivienne Westwood!\Izakaya - Japanese pub\Izakaya - Japanese pub Okay then, here's to today's successful show. response:	- Cheers! - Cheers!
context: Of course, because you're always there when we're performing live.\Nana, your birthday was last week, right?\That's a birthday present for you! Happy eighteenth birthday!\Thank you.\Yay! I got Vivienne Westwood!\Izakaya - Japanese pub\Izakaya - Japanese pub Okay then, here's to today's successful show.\- Cheers! - Cheers! response:	We were by far the best in tonight's battle of the bands, right?
context: Nana, your birthday was last week, right?\That's a birthday present for you! Happy eighteenth birthday!\Thank you.\Yay! I got Vivienne Westwood!\Izakaya - Japanese pub\Izakaya - Japanese pub Okay then, here's to today's successful show.\- Cheers! - Cheers!\We were by far the best in tonight's battle of the bands, right? response:	Most of the audience came to see us.
context: That's a birthday present for you! Happy eighteenth birthday!\Thank you.\Yay! I got Vivienne Westwood!\Izakaya - Japanese pub\Izakaya - Japanese pub Okay then, here's to today's successful show.\- Cheers! - Cheers!\We were by far the best in tonight's battle of the bands, right?\Most of the audience came to see us. response:	I never imagined such a day would come
context: Thank you.\Yay! I got Vivienne Westwood!\Izakaya - Japanese pub\Izakaya - Japanese pub Okay then, here's to today's successful show.\- Cheers! - Cheers!\We were by far the best in tonight's battle of the bands, right?\Most of the audience came to see us.\I never imagined such a day would come response:	when I'd be so popular with women.
context: Yay! I got Vivienne Westwood!\Izakaya - Japanese pub\Izakaya - Japanese pub Okay then, here's to today's successful show.\- Cheers! - Cheers!\We were by far the best in tonight's battle of the bands, right?\Most of the audience came to see us.\I never imagined such a day would come\when I'd be so popular with women. response:	But they all come dressed as Nana. It's kinda scary, if you ask me.
context: Izakaya - Japanese pub\Izakaya - Japanese pub Okay then, here's to today's successful show.\- Cheers! - Cheers!\We were by far the best in tonight's battle of the bands, right?\Most of the audience came to see us.\I never imagined such a day would come\when I'd be so popular with women.\But they all come dressed as Nana. It's kinda scary, if you ask me. response:	Wow, it's a jacket. I'm touched!
context: Izakaya - Japanese pub Okay then, here's to today's successful show.\- Cheers! - Cheers!\We were by far the best in tonight's battle of the bands, right?\Most of the audience came to see us.\I never imagined such a day would come\when I'd be so popular with women.\But they all come dressed as Nana. It's kinda scary, if you ask me.\Wow, it's a jacket. I'm touched! response:	I'll bet the other fans are strangling that girl about now.
context: - Cheers! - Cheers!\We were by far the best in tonight's battle of the bands, right?\Most of the audience came to see us.\I never imagined such a day would come\when I'd be so popular with women.\But they all come dressed as Nana. It's kinda scary, if you ask me.\Wow, it's a jacket. I'm touched!\I'll bet the other fans are strangling that girl about now. response:	A significant investment for one kiss from me.
context: We were by far the best in tonight's battle of the bands, right?\Most of the audience came to see us.\I never imagined such a day would come\when I'd be so popular with women.\But they all come dressed as Nana. It's kinda scary, if you ask me.\Wow, it's a jacket. I'm touched!\I'll bet the other fans are strangling that girl about now.\A significant investment for one kiss from me. response:	Demon!
context: Most of the audience came to see us.\I never imagined such a day would come\when I'd be so popular with women.\But they all come dressed as Nana. It's kinda scary, if you ask me.\Wow, it's a jacket. I'm touched!\I'll bet the other fans are strangling that girl about now.\A significant investment for one kiss from me.\Demon! response:	Excuse me, I'll have another!
context: I never imagined such a day would come\when I'd be so popular with women.\But they all come dressed as Nana. It's kinda scary, if you ask me.\Wow, it's a jacket. I'm touched!\I'll bet the other fans are strangling that girl about now.\A significant investment for one kiss from me.\Demon!\Excuse me, I'll have another! response:	Nobu, stop it already. Your graduation is tomorrow, right?
context: when I'd be so popular with women.\But they all come dressed as Nana. It's kinda scary, if you ask me.\Wow, it's a jacket. I'm touched!\I'll bet the other fans are strangling that girl about now.\A significant investment for one kiss from me.\Demon!\Excuse me, I'll have another!\Nobu, stop it already. Your graduation is tomorrow, right? response:	Aren't you attending graduation, Nana?
context: But they all come dressed as Nana. It's kinda scary, if you ask me.\Wow, it's a jacket. I'm touched!\I'll bet the other fans are strangling that girl about now.\A significant investment for one kiss from me.\Demon!\Excuse me, I'll have another!\Nobu, stop it already. Your graduation is tomorrow, right?\Aren't you attending graduation, Nana? response:	Well, excuse me for dropping out of high school!
context: Wow, it's a jacket. I'm touched!\I'll bet the other fans are strangling that girl about now.\A significant investment for one kiss from me.\Demon!\Excuse me, I'll have another!\Nobu, stop it already. Your graduation is tomorrow, right?\Aren't you attending graduation, Nana?\Well, excuse me for dropping out of high school! response:	What's up with that? I only finished junior high.
context: I'll bet the other fans are strangling that girl about now.\A significant investment for one kiss from me.\Demon!\Excuse me, I'll have another!\Nobu, stop it already. Your graduation is tomorrow, right?\Aren't you attending graduation, Nana?\Well, excuse me for dropping out of high school!\What's up with that? I only finished junior high. response:	Why are you bragging about it?!
context: A significant investment for one kiss from me.\Demon!\Excuse me, I'll have another!\Nobu, stop it already. Your graduation is tomorrow, right?\Aren't you attending graduation, Nana?\Well, excuse me for dropping out of high school!\What's up with that? I only finished junior high.\Why are you bragging about it?! response:	The national university student's laughing. Rub it in, will you?
context: Demon!\Excuse me, I'll have another!\Nobu, stop it already. Your graduation is tomorrow, right?\Aren't you attending graduation, Nana?\Well, excuse me for dropping out of high school!\What's up with that? I only finished junior high.\Why are you bragging about it?!\The national university student's laughing. Rub it in, will you? response:	Still I would've liked to see Nana in her school uniform.
context: Excuse me, I'll have another!\Nobu, stop it already. Your graduation is tomorrow, right?\Aren't you attending graduation, Nana?\Well, excuse me for dropping out of high school!\What's up with that? I only finished junior high.\Why are you bragging about it?!\The national university student's laughing. Rub it in, will you?\Still I would've liked to see Nana in her school uniform. response:	Did you wear those loose socks, too?
context: Nobu, stop it already. Your graduation is tomorrow, right?\Aren't you attending graduation, Nana?\Well, excuse me for dropping out of high school!\What's up with that? I only finished junior high.\Why are you bragging about it?!\The national university student's laughing. Rub it in, will you?\Still I would've liked to see Nana in her school uniform.\Did you wear those loose socks, too? response:	Don't go there, Yassan.
context: Aren't you attending graduation, Nana?\Well, excuse me for dropping out of high school!\What's up with that? I only finished junior high.\Why are you bragging about it?!\The national university student's laughing. Rub it in, will you?\Still I would've liked to see Nana in her school uniform.\Did you wear those loose socks, too?\Don't go there, Yassan. response:	She was one terrifying girl in school.
context: Well, excuse me for dropping out of high school!\What's up with that? I only finished junior high.\Why are you bragging about it?!\The national university student's laughing. Rub it in, will you?\Still I would've liked to see Nana in her school uniform.\Did you wear those loose socks, too?\Don't go there, Yassan.\She was one terrifying girl in school. response:	I was so scared I wouldn't dare talk to her.
context: What's up with that? I only finished junior high.\Why are you bragging about it?!\The national university student's laughing. Rub it in, will you?\Still I would've liked to see Nana in her school uniform.\Did you wear those loose socks, too?\Don't go there, Yassan.\She was one terrifying girl in school.\I was so scared I wouldn't dare talk to her. response:	Liar! You were always following me around!
context: Why are you bragging about it?!\The national university student's laughing. Rub it in, will you?\Still I would've liked to see Nana in her school uniform.\Did you wear those loose socks, too?\Don't go there, Yassan.\She was one terrifying girl in school.\I was so scared I wouldn't dare talk to her.\Liar! You were always following me around! response:	You were really annoying!
context: The national university student's laughing. Rub it in, will you?\Still I would've liked to see Nana in her school uniform.\Did you wear those loose socks, too?\Don't go there, Yassan.\She was one terrifying girl in school.\I was so scared I wouldn't dare talk to her.\Liar! You were always following me around!\You were really annoying! response:	What's that?
context: Still I would've liked to see Nana in her school uniform.\Did you wear those loose socks, too?\Don't go there, Yassan.\She was one terrifying girl in school.\I was so scared I wouldn't dare talk to her.\Liar! You were always following me around!\You were really annoying!\What's that? response:	I became your friend
context: Did you wear those loose socks, too?\Don't go there, Yassan.\She was one terrifying girl in school.\I was so scared I wouldn't dare talk to her.\Liar! You were always following me around!\You were really annoying!\What's that?\I became your friend response:	because you were always alone at school and looked lonely!
context: Don't go there, Yassan.\She was one terrifying girl in school.\I was so scared I wouldn't dare talk to her.\Liar! You were always following me around!\You were really annoying!\What's that?\I became your friend\because you were always alone at school and looked lonely! response:	You should thank me for that!
context: She was one terrifying girl in school.\I was so scared I wouldn't dare talk to her.\Liar! You were always following me around!\You were really annoying!\What's that?\I became your friend\because you were always alone at school and looked lonely!\You should thank me for that! response:	Hurray for Blast!
context: I was so scared I wouldn't dare talk to her.\Liar! You were always following me around!\You were really annoying!\What's that?\I became your friend\because you were always alone at school and looked lonely!\You should thank me for that!\Hurray for Blast! response:	It's no use. Let's just leave him and go home.
context: Liar! You were always following me around!\You were really annoying!\What's that?\I became your friend\because you were always alone at school and looked lonely!\You should thank me for that!\Hurray for Blast!\It's no use. Let's just leave him and go home. response:	You think he'll die?
context: You were really annoying!\What's that?\I became your friend\because you were always alone at school and looked lonely!\You should thank me for that!\Hurray for Blast!\It's no use. Let's just leave him and go home.\You think he'll die? response:	Yeah, he'll die.
context: What's that?\I became your friend\because you were always alone at school and looked lonely!\You should thank me for that!\Hurray for Blast!\It's no use. Let's just leave him and go home.\You think he'll die?\Yeah, he'll die. response:	I'll flag down a taxi and take him home.
context: I became your friend\because you were always alone at school and looked lonely!\You should thank me for that!\Hurray for Blast!\It's no use. Let's just leave him and go home.\You think he'll die?\Yeah, he'll die.\I'll flag down a taxi and take him home. response:	Yassan, you sure have money.
context: because you were always alone at school and looked lonely!\You should thank me for that!\Hurray for Blast!\It's no use. Let's just leave him and go home.\You think he'll die?\Yeah, he'll die.\I'll flag down a taxi and take him home.\Yassan, you sure have money. response:	You're not learning law for nothing, you lawyer-to-be.
context: You should thank me for that!\Hurray for Blast!\It's no use. Let's just leave him and go home.\You think he'll die?\Yeah, he'll die.\I'll flag down a taxi and take him home.\Yassan, you sure have money.\You're not learning law for nothing, you lawyer-to-be. response:	Yasu, should Nana get thrown in jail,
context: Hurray for Blast!\It's no use. Let's just leave him and go home.\You think he'll die?\Yeah, he'll die.\I'll flag down a taxi and take him home.\Yassan, you sure have money.\You're not learning law for nothing, you lawyer-to-be.\Yasu, should Nana get thrown in jail, response:	make sure and defend her as her lawyer.
context: It's no use. Let's just leave him and go home.\You think he'll die?\Yeah, he'll die.\I'll flag down a taxi and take him home.\Yassan, you sure have money.\You're not learning law for nothing, you lawyer-to-be.\Yasu, should Nana get thrown in jail,\make sure and defend her as her lawyer. response:	What do you take me for?! I'll never get caught.
context: You think he'll die?\Yeah, he'll die.\I'll flag down a taxi and take him home.\Yassan, you sure have money.\You're not learning law for nothing, you lawyer-to-be.\Yasu, should Nana get thrown in jail,\make sure and defend her as her lawyer.\What do you take me for?! I'll never get caught. response:	- Did you do something wrong? - Wait, Ren.
context: Yeah, he'll die.\I'll flag down a taxi and take him home.\Yassan, you sure have money.\You're not learning law for nothing, you lawyer-to-be.\Yasu, should Nana get thrown in jail,\make sure and defend her as her lawyer.\What do you take me for?! I'll never get caught.\- Did you do something wrong? - Wait, Ren. response:	I'll tell Nobu about that thing. So you tell Nana, okay?
context: I'll flag down a taxi and take him home.\Yassan, you sure have money.\You're not learning law for nothing, you lawyer-to-be.\Yasu, should Nana get thrown in jail,\make sure and defend her as her lawyer.\What do you take me for?! I'll never get caught.\- Did you do something wrong? - Wait, Ren.\I'll tell Nobu about that thing. So you tell Nana, okay? response:	About what?
context: Yassan, you sure have money.\You're not learning law for nothing, you lawyer-to-be.\Yasu, should Nana get thrown in jail,\make sure and defend her as her lawyer.\What do you take me for?! I'll never get caught.\- Did you do something wrong? - Wait, Ren.\I'll tell Nobu about that thing. So you tell Nana, okay?\About what? response:	The truth is,
context: You're not learning law for nothing, you lawyer-to-be.\Yasu, should Nana get thrown in jail,\make sure and defend her as her lawyer.\What do you take me for?! I'll never get caught.\- Did you do something wrong? - Wait, Ren.\I'll tell Nobu about that thing. So you tell Nana, okay?\About what?\The truth is, response:	the reason Yasu became a skinhead has to do with this bald spot he got.
context: Yasu, should Nana get thrown in jail,\make sure and defend her as her lawyer.\What do you take me for?! I'll never get caught.\- Did you do something wrong? - Wait, Ren.\I'll tell Nobu about that thing. So you tell Nana, okay?\About what?\The truth is,\the reason Yasu became a skinhead has to do with this bald spot he got. response:	In the end, those who laugh at the bald, cry as a bald!
context: make sure and defend her as her lawyer.\What do you take me for?! I'll never get caught.\- Did you do something wrong? - Wait, Ren.\I'll tell Nobu about that thing. So you tell Nana, okay?\About what?\The truth is,\the reason Yasu became a skinhead has to do with this bald spot he got.\In the end, those who laugh at the bald, cry as a bald! response:	Performing live is the best.
context: What do you take me for?! I'll never get caught.\- Did you do something wrong? - Wait, Ren.\I'll tell Nobu about that thing. So you tell Nana, okay?\About what?\The truth is,\the reason Yasu became a skinhead has to do with this bald spot he got.\In the end, those who laugh at the bald, cry as a bald!\Performing live is the best. response:	How can I put it... Orgasmic!
context: - Did you do something wrong? - Wait, Ren.\I'll tell Nobu about that thing. So you tell Nana, okay?\About what?\The truth is,\the reason Yasu became a skinhead has to do with this bald spot he got.\In the end, those who laugh at the bald, cry as a bald!\Performing live is the best.\How can I put it... Orgasmic! response:	I come while on stage. There's no stopping it.
context: I'll tell Nobu about that thing. So you tell Nana, okay?\About what?\The truth is,\the reason Yasu became a skinhead has to do with this bald spot he got.\In the end, those who laugh at the bald, cry as a bald!\Performing live is the best.\How can I put it... Orgasmic!\I come while on stage. There's no stopping it. response:	I'm glad for you.
context: About what?\The truth is,\the reason Yasu became a skinhead has to do with this bald spot he got.\In the end, those who laugh at the bald, cry as a bald!\Performing live is the best.\How can I put it... Orgasmic!\I come while on stage. There's no stopping it.\I'm glad for you. response:	Yup. It's awesome. It feels sooo good.
context: The truth is,\the reason Yasu became a skinhead has to do with this bald spot he got.\In the end, those who laugh at the bald, cry as a bald!\Performing live is the best.\How can I put it... Orgasmic!\I come while on stage. There's no stopping it.\I'm glad for you.\Yup. It's awesome. It feels sooo good. response:	Even better than doing it with a man?
context: the reason Yasu became a skinhead has to do with this bald spot he got.\In the end, those who laugh at the bald, cry as a bald!\Performing live is the best.\How can I put it... Orgasmic!\I come while on stage. There's no stopping it.\I'm glad for you.\Yup. It's awesome. It feels sooo good.\Even better than doing it with a man? response:	That depends on the man.
context: In the end, those who laugh at the bald, cry as a bald!\Performing live is the best.\How can I put it... Orgasmic!\I come while on stage. There's no stopping it.\I'm glad for you.\Yup. It's awesome. It feels sooo good.\Even better than doing it with a man?\That depends on the man. response:	Wow, I'm freezing!
context: Performing live is the best.\How can I put it... Orgasmic!\I come while on stage. There's no stopping it.\I'm glad for you.\Yup. It's awesome. It feels sooo good.\Even better than doing it with a man?\That depends on the man.\Wow, I'm freezing! response:	I'll catch a cold!
context: How can I put it... Orgasmic!\I come while on stage. There's no stopping it.\I'm glad for you.\Yup. It's awesome. It feels sooo good.\Even better than doing it with a man?\That depends on the man.\Wow, I'm freezing!\I'll catch a cold! response:	What would you do if I end up losing my precious voice?
context: I come while on stage. There's no stopping it.\I'm glad for you.\Yup. It's awesome. It feels sooo good.\Even better than doing it with a man?\That depends on the man.\Wow, I'm freezing!\I'll catch a cold!\What would you do if I end up losing my precious voice? response:	Isn't there a hand warmer or something?
context: I'm glad for you.\Yup. It's awesome. It feels sooo good.\Even better than doing it with a man?\That depends on the man.\Wow, I'm freezing!\I'll catch a cold!\What would you do if I end up losing my precious voice?\Isn't there a hand warmer or something? response:	Those girls need a lesson on gift buying.
context: Yup. It's awesome. It feels sooo good.\Even better than doing it with a man?\That depends on the man.\Wow, I'm freezing!\I'll catch a cold!\What would you do if I end up losing my precious voice?\Isn't there a hand warmer or something?\Those girls need a lesson on gift buying. response:	There has to be something we can use, like a scarf or something.
context: Even better than doing it with a man?\That depends on the man.\Wow, I'm freezing!\I'll catch a cold!\What would you do if I end up losing my precious voice?\Isn't there a hand warmer or something?\Those girls need a lesson on gift buying.\There has to be something we can use, like a scarf or something. response:	Found one!
context: That depends on the man.\Wow, I'm freezing!\I'll catch a cold!\What would you do if I end up losing my precious voice?\Isn't there a hand warmer or something?\Those girls need a lesson on gift buying.\There has to be something we can use, like a scarf or something.\Found one! response:	- Awesome! - Awesome!
context: Wow, I'm freezing!\I'll catch a cold!\What would you do if I end up losing my precious voice?\Isn't there a hand warmer or something?\Those girls need a lesson on gift buying.\There has to be something we can use, like a scarf or something.\Found one!\- Awesome! - Awesome! response:	Ren Honjo Nana Osaki
context: I'll catch a cold!\What would you do if I end up losing my precious voice?\Isn't there a hand warmer or something?\Those girls need a lesson on gift buying.\There has to be something we can use, like a scarf or something.\Found one!\- Awesome! - Awesome!\Ren Honjo Nana Osaki response:	Hey, Ren, do you remember?
context: What would you do if I end up losing my precious voice?\Isn't there a hand warmer or something?\Those girls need a lesson on gift buying.\There has to be something we can use, like a scarf or something.\Found one!\- Awesome! - Awesome!\Ren Honjo Nana Osaki\Hey, Ren, do you remember? response:	There was a snowstorm the first time we met as well.
context: Isn't there a hand warmer or something?\Those girls need a lesson on gift buying.\There has to be something we can use, like a scarf or something.\Found one!\- Awesome! - Awesome!\Ren Honjo Nana Osaki\Hey, Ren, do you remember?\There was a snowstorm the first time we met as well. response:	I remember.
context: Those girls need a lesson on gift buying.\There has to be something we can use, like a scarf or something.\Found one!\- Awesome! - Awesome!\Ren Honjo Nana Osaki\Hey, Ren, do you remember?\There was a snowstorm the first time we met as well.\I remember. response:	Really?
context: There has to be something we can use, like a scarf or something.\Found one!\- Awesome! - Awesome!\Ren Honjo Nana Osaki\Hey, Ren, do you remember?\There was a snowstorm the first time we met as well.\I remember.\Really? response:	It was at a Christmas live concert a few years ago.
context: Found one!\- Awesome! - Awesome!\Ren Honjo Nana Osaki\Hey, Ren, do you remember?\There was a snowstorm the first time we met as well.\I remember.\Really?\It was at a Christmas live concert a few years ago. response:	Two years and three months ago.
context: - Awesome! - Awesome!\Ren Honjo Nana Osaki\Hey, Ren, do you remember?\There was a snowstorm the first time we met as well.\I remember.\Really?\It was at a Christmas live concert a few years ago.\Two years and three months ago. response:	You were wearing a red dress that day.
context: Ren Honjo Nana Osaki\Hey, Ren, do you remember?\There was a snowstorm the first time we met as well.\I remember.\Really?\It was at a Christmas live concert a few years ago.\Two years and three months ago.\You were wearing a red dress that day. response:	Was I? You don't even hafta remember the clothes I wore.
context: Hey, Ren, do you remember?\There was a snowstorm the first time we met as well.\I remember.\Really?\It was at a Christmas live concert a few years ago.\Two years and three months ago.\You were wearing a red dress that day.\Was I? You don't even hafta remember the clothes I wore. response:	I couldn't forget it even if I wanted to.
context: There was a snowstorm the first time we met as well.\I remember.\Really?\It was at a Christmas live concert a few years ago.\Two years and three months ago.\You were wearing a red dress that day.\Was I? You don't even hafta remember the clothes I wore.\I couldn't forget it even if I wanted to. response:	You were the worst audience ever, for refusing to get into the mood.
