context: The time is upon us. response:	Our long-held wish shall be fulfilled.
context: Sister, you didn't.\Did you kill Ren and Itsuki?!\Now, it is time to battle.\What's this?\A Lightning Cage?!\Indeed. An item that seals caster and target\in an impregnable lightning prison.\You're not getting away! response:	I will avenge their deaths!
context: Did you kill Ren and Itsuki?!\Now, it is time to battle.\What's this?\A Lightning Cage?!\Indeed. An item that seals caster and target\in an impregnable lightning prison.\You're not getting away!\I will avenge their deaths! response:	Calm down and think this through, Motoyasu!
context: Now, it is time to battle.\What's this?\A Lightning Cage?!\Indeed. An item that seals caster and target\in an impregnable lightning prison.\You're not getting away!\I will avenge their deaths!\Calm down and think this through, Motoyasu! response:	Are you going to believe something without confirming it for yourself?
context: What's this?\A Lightning Cage?!\Indeed. An item that seals caster and target\in an impregnable lightning prison.\You're not getting away!\I will avenge their deaths!\Calm down and think this through, Motoyasu!\Are you going to believe something without confirming it for yourself? response:	I believe in my trustworthy friends!
context: A Lightning Cage?!\Indeed. An item that seals caster and target\in an impregnable lightning prison.\You're not getting away!\I will avenge their deaths!\Calm down and think this through, Motoyasu!\Are you going to believe something without confirming it for yourself?\I believe in my trustworthy friends! response:	What a clown!
context: Indeed. An item that seals caster and target\in an impregnable lightning prison.\You're not getting away!\I will avenge their deaths!\Calm down and think this through, Motoyasu!\Are you going to believe something without confirming it for yourself?\I believe in my trustworthy friends!\What a clown! response:	He's dancing in the palm of her hand!
context: in an impregnable lightning prison.\You're not getting away!\I will avenge their deaths!\Calm down and think this through, Motoyasu!\Are you going to believe something without confirming it for yourself?\I believe in my trustworthy friends!\What a clown!\He's dancing in the palm of her hand! response:	Here I come!
context: You're not getting away!\I will avenge their deaths!\Calm down and think this through, Motoyasu!\Are you going to believe something without confirming it for yourself?\I believe in my trustworthy friends!\What a clown!\He's dancing in the palm of her hand!\Here I come! response:	Shield Prison!
context: I will avenge their deaths!\Calm down and think this through, Motoyasu!\Are you going to believe something without confirming it for yourself?\I believe in my trustworthy friends!\What a clown!\He's dancing in the palm of her hand!\Here I come!\Shield Prison! response:	Our levels are too far apart!
context: Calm down and think this through, Motoyasu!\Are you going to believe something without confirming it for yourself?\I believe in my trustworthy friends!\What a clown!\He's dancing in the palm of her hand!\Here I come!\Shield Prison!\Our levels are too far apart! response:	Filo!
context: Are you going to believe something without confirming it for yourself?\I believe in my trustworthy friends!\What a clown!\He's dancing in the palm of her hand!\Here I come!\Shield Prison!\Our levels are too far apart!\Filo! response:	'Kay!
context: I believe in my trustworthy friends!\What a clown!\He's dancing in the palm of her hand!\Here I come!\Shield Prison!\Our levels are too far apart!\Filo!\'Kay! response:	Oh no, you don't.
context: What a clown!\He's dancing in the palm of her hand!\Here I come!\Shield Prison!\Our levels are too far apart!\Filo!\'Kay!\Oh no, you don't. response:	As source of thy power and the next queen, I order thee.
context: He's dancing in the palm of her hand!\Here I come!\Shield Prison!\Our levels are too far apart!\Filo!\'Kay!\Oh no, you don't.\As source of thy power and the next queen, I order thee. response:	That's one haughty incantation.
context: Here I come!\Shield Prison!\Our levels are too far apart!\Filo!\'Kay!\Oh no, you don't.\As source of thy power and the next queen, I order thee.\That's one haughty incantation. response:	Decipher the laws of creation and drench my targets in a rain of flame!
context: Shield Prison!\Our levels are too far apart!\Filo!\'Kay!\Oh no, you don't.\As source of thy power and the next queen, I order thee.\That's one haughty incantation.\Decipher the laws of creation and drench my targets in a rain of flame! response:	Zweit Fire Squall!
context: Our levels are too far apart!\Filo!\'Kay!\Oh no, you don't.\As source of thy power and the next queen, I order thee.\That's one haughty incantation.\Decipher the laws of creation and drench my targets in a rain of flame!\Zweit Fire Squall! response:	Nullify the flames raining down upon my targets!
context: Filo!\'Kay!\Oh no, you don't.\As source of thy power and the next queen, I order thee.\That's one haughty incantation.\Decipher the laws of creation and drench my targets in a rain of flame!\Zweit Fire Squall!\Nullify the flames raining down upon my targets! response:	Anti-Zweit Fire Squall!
context: 'Kay!\Oh no, you don't.\As source of thy power and the next queen, I order thee.\That's one haughty incantation.\Decipher the laws of creation and drench my targets in a rain of flame!\Zweit Fire Squall!\Nullify the flames raining down upon my targets!\Anti-Zweit Fire Squall! response:	Naofumi!
context: Oh no, you don't.\As source of thy power and the next queen, I order thee.\That's one haughty incantation.\Decipher the laws of creation and drench my targets in a rain of flame!\Zweit Fire Squall!\Nullify the flames raining down upon my targets!\Anti-Zweit Fire Squall!\Naofumi! response:	You ready, Filo?
context: As source of thy power and the next queen, I order thee.\That's one haughty incantation.\Decipher the laws of creation and drench my targets in a rain of flame!\Zweit Fire Squall!\Nullify the flames raining down upon my targets!\Anti-Zweit Fire Squall!\Naofumi!\You ready, Filo? response:	Yeah!
context: That's one haughty incantation.\Decipher the laws of creation and drench my targets in a rain of flame!\Zweit Fire Squall!\Nullify the flames raining down upon my targets!\Anti-Zweit Fire Squall!\Naofumi!\You ready, Filo?\Yeah! response:	Not so fast!
context: Decipher the laws of creation and drench my targets in a rain of flame!\Zweit Fire Squall!\Nullify the flames raining down upon my targets!\Anti-Zweit Fire Squall!\Naofumi!\You ready, Filo?\Yeah!\Not so fast! response:	Zweit Air Shot!
context: Zweit Fire Squall!\Nullify the flames raining down upon my targets!\Anti-Zweit Fire Squall!\Naofumi!\You ready, Filo?\Yeah!\Not so fast!\Zweit Air Shot! response:	Amazing.
context: Nullify the flames raining down upon my targets!\Anti-Zweit Fire Squall!\Naofumi!\You ready, Filo?\Yeah!\Not so fast!\Zweit Air Shot!\Amazing. response:	That's the move she picked up in the duel with Fitoria-san.
context: Anti-Zweit Fire Squall!\Naofumi!\You ready, Filo?\Yeah!\Not so fast!\Zweit Air Shot!\Amazing.\That's the move she picked up in the duel with Fitoria-san. response:	She's already making good use of it!
context: Naofumi!\You ready, Filo?\Yeah!\Not so fast!\Zweit Air Shot!\Amazing.\That's the move she picked up in the duel with Fitoria-san.\She's already making good use of it! response:	Forgive me, Filo-chan.
context: You ready, Filo?\Yeah!\Not so fast!\Zweit Air Shot!\Amazing.\That's the move she picked up in the duel with Fitoria-san.\She's already making good use of it!\Forgive me, Filo-chan. response:	I must fight for Ren and Itsuki, even if it means hurting you.
context: Yeah!\Not so fast!\Zweit Air Shot!\Amazing.\That's the move she picked up in the duel with Fitoria-san.\She's already making good use of it!\Forgive me, Filo-chan.\I must fight for Ren and Itsuki, even if it means hurting you. response:	Meteor Thrust!
context: Not so fast!\Zweit Air Shot!\Amazing.\That's the move she picked up in the duel with Fitoria-san.\She's already making good use of it!\Forgive me, Filo-chan.\I must fight for Ren and Itsuki, even if it means hurting you.\Meteor Thrust! response:	I'm not done yet!
context: Zweit Air Shot!\Amazing.\That's the move she picked up in the duel with Fitoria-san.\She's already making good use of it!\Forgive me, Filo-chan.\I must fight for Ren and Itsuki, even if it means hurting you.\Meteor Thrust!\I'm not done yet! response:	Chaos Spear!
context: Amazing.\That's the move she picked up in the duel with Fitoria-san.\She's already making good use of it!\Forgive me, Filo-chan.\I must fight for Ren and Itsuki, even if it means hurting you.\Meteor Thrust!\I'm not done yet!\Chaos Spear! response:	Myne! Guys!
context: That's the move she picked up in the duel with Fitoria-san.\She's already making good use of it!\Forgive me, Filo-chan.\I must fight for Ren and Itsuki, even if it means hurting you.\Meteor Thrust!\I'm not done yet!\Chaos Spear!\Myne! Guys! response:	Zweit Fire!
context: She's already making good use of it!\Forgive me, Filo-chan.\I must fight for Ren and Itsuki, even if it means hurting you.\Meteor Thrust!\I'm not done yet!\Chaos Spear!\Myne! Guys!\Zweit Fire! response:	Zweit Air Shot!
context: Forgive me, Filo-chan.\I must fight for Ren and Itsuki, even if it means hurting you.\Meteor Thrust!\I'm not done yet!\Chaos Spear!\Myne! Guys!\Zweit Fire!\Zweit Air Shot! response:	Behold this combo skill involving fire, wind, and my spear!
context: I must fight for Ren and Itsuki, even if it means hurting you.\Meteor Thrust!\I'm not done yet!\Chaos Spear!\Myne! Guys!\Zweit Fire!\Zweit Air Shot!\Behold this combo skill involving fire, wind, and my spear! response:	Air-Burst Flare Lance!
context: Meteor Thrust!\I'm not done yet!\Chaos Spear!\Myne! Guys!\Zweit Fire!\Zweit Air Shot!\Behold this combo skill involving fire, wind, and my spear!\Air-Burst Flare Lance! response:	Naofumi-sama!
context: I'm not done yet!\Chaos Spear!\Myne! Guys!\Zweit Fire!\Zweit Air Shot!\Behold this combo skill involving fire, wind, and my spear!\Air-Burst Flare Lance!\Naofumi-sama! response:	Zweit Air Shot!
context: Chaos Spear!\Myne! Guys!\Zweit Fire!\Zweit Air Shot!\Behold this combo skill involving fire, wind, and my spear!\Air-Burst Flare Lance!\Naofumi-sama!\Zweit Air Shot! response:	Zweit Aqua Shot!
context: Myne! Guys!\Zweit Fire!\Zweit Air Shot!\Behold this combo skill involving fire, wind, and my spear!\Air-Burst Flare Lance!\Naofumi-sama!\Zweit Air Shot!\Zweit Aqua Shot! response:	Melty...
context: Zweit Fire!\Zweit Air Shot!\Behold this combo skill involving fire, wind, and my spear!\Air-Burst Flare Lance!\Naofumi-sama!\Zweit Air Shot!\Zweit Aqua Shot!\Melty... response:	Naofumi-sama!
context: Zweit Air Shot!\Behold this combo skill involving fire, wind, and my spear!\Air-Burst Flare Lance!\Naofumi-sama!\Zweit Air Shot!\Zweit Aqua Shot!\Melty...\Naofumi-sama! response:	Is this... a combo skill?
context: Behold this combo skill involving fire, wind, and my spear!\Air-Burst Flare Lance!\Naofumi-sama!\Zweit Air Shot!\Zweit Aqua Shot!\Melty...\Naofumi-sama!\Is this... a combo skill? response:	You saw their attack just now, right?
context: Air-Burst Flare Lance!\Naofumi-sama!\Zweit Air Shot!\Zweit Aqua Shot!\Melty...\Naofumi-sama!\Is this... a combo skill?\You saw their attack just now, right? response:	Right.
context: Naofumi-sama!\Zweit Air Shot!\Zweit Aqua Shot!\Melty...\Naofumi-sama!\Is this... a combo skill?\You saw their attack just now, right?\Right. response:	Raphtalia-chan.
context: Zweit Air Shot!\Zweit Aqua Shot!\Melty...\Naofumi-sama!\Is this... a combo skill?\You saw their attack just now, right?\Right.\Raphtalia-chan. response:	If you continue to side with him, I won't show you any mercy, either.
context: Zweit Aqua Shot!\Melty...\Naofumi-sama!\Is this... a combo skill?\You saw their attack just now, right?\Right.\Raphtalia-chan.\If you continue to side with him, I won't show you any mercy, either. response:	As source of thy power, I order thee.
context: Melty...\Naofumi-sama!\Is this... a combo skill?\You saw their attack just now, right?\Right.\Raphtalia-chan.\If you continue to side with him, I won't show you any mercy, either.\As source of thy power, I order thee. response:	Decipher the laws of nature and conceal my target.
context: Naofumi-sama!\Is this... a combo skill?\You saw their attack just now, right?\Right.\Raphtalia-chan.\If you continue to side with him, I won't show you any mercy, either.\As source of thy power, I order thee.\Decipher the laws of nature and conceal my target. response:	First Hiding!
context: Is this... a combo skill?\You saw their attack just now, right?\Right.\Raphtalia-chan.\If you continue to side with him, I won't show you any mercy, either.\As source of thy power, I order thee.\Decipher the laws of nature and conceal my target.\First Hiding! response:	Hiding Shield!
context: You saw their attack just now, right?\Right.\Raphtalia-chan.\If you continue to side with him, I won't show you any mercy, either.\As source of thy power, I order thee.\Decipher the laws of nature and conceal my target.\First Hiding!\Hiding Shield! response:	Change Shield!
context: Right.\Raphtalia-chan.\If you continue to side with him, I won't show you any mercy, either.\As source of thy power, I order thee.\Decipher the laws of nature and conceal my target.\First Hiding!\Hiding Shield!\Change Shield! response:	Motoyasu-sama!
context: Raphtalia-chan.\If you continue to side with him, I won't show you any mercy, either.\As source of thy power, I order thee.\Decipher the laws of nature and conceal my target.\First Hiding!\Hiding Shield!\Change Shield!\Motoyasu-sama! response:	He drained my SP?
context: If you continue to side with him, I won't show you any mercy, either.\As source of thy power, I order thee.\Decipher the laws of nature and conceal my target.\First Hiding!\Hiding Shield!\Change Shield!\Motoyasu-sama!\He drained my SP? response:	Who do you think I am?!
context: As source of thy power, I order thee.\Decipher the laws of nature and conceal my target.\First Hiding!\Hiding Shield!\Change Shield!\Motoyasu-sama!\He drained my SP?\Who do you think I am?! response:	I don't need to use any skills!
context: Decipher the laws of nature and conceal my target.\First Hiding!\Hiding Shield!\Change Shield!\Motoyasu-sama!\He drained my SP?\Who do you think I am?!\I don't need to use any skills! response:	Filo!
context: First Hiding!\Hiding Shield!\Change Shield!\Motoyasu-sama!\He drained my SP?\Who do you think I am?!\I don't need to use any skills!\Filo! response:	High Quick!
context: Hiding Shield!\Change Shield!\Motoyasu-sama!\He drained my SP?\Who do you think I am?!\I don't need to use any skills!\Filo!\High Quick! response:	Motoyasu-sama!
context: Change Shield!\Motoyasu-sama!\He drained my SP?\Who do you think I am?!\I don't need to use any skills!\Filo!\High Quick!\Motoyasu-sama! response:	You're wide open.
context: Motoyasu-sama!\He drained my SP?\Who do you think I am?!\I don't need to use any skills!\Filo!\High Quick!\Motoyasu-sama!\You're wide open. response:	You will not get in Naofumi-sama's way!
context: He drained my SP?\Who do you think I am?!\I don't need to use any skills!\Filo!\High Quick!\Motoyasu-sama!\You're wide open.\You will not get in Naofumi-sama's way! response:	A damned demi-human thinks she can strike me not once, but twice?
context: Who do you think I am?!\I don't need to use any skills!\Filo!\High Quick!\Motoyasu-sama!\You're wide open.\You will not get in Naofumi-sama's way!\A damned demi-human thinks she can strike me not once, but twice? response:	How dare you!
context: I don't need to use any skills!\Filo!\High Quick!\Motoyasu-sama!\You're wide open.\You will not get in Naofumi-sama's way!\A damned demi-human thinks she can strike me not once, but twice?\How dare you! response:	How could you force Filo-chan and Raphtalia-chan to attack others for you?
context: Filo!\High Quick!\Motoyasu-sama!\You're wide open.\You will not get in Naofumi-sama's way!\A damned demi-human thinks she can strike me not once, but twice?\How dare you!\How could you force Filo-chan and Raphtalia-chan to attack others for you? response:	You still don't get it?
context: High Quick!\Motoyasu-sama!\You're wide open.\You will not get in Naofumi-sama's way!\A damned demi-human thinks she can strike me not once, but twice?\How dare you!\How could you force Filo-chan and Raphtalia-chan to attack others for you?\You still don't get it? response:	What?
context: Motoyasu-sama!\You're wide open.\You will not get in Naofumi-sama's way!\A damned demi-human thinks she can strike me not once, but twice?\How dare you!\How could you force Filo-chan and Raphtalia-chan to attack others for you?\You still don't get it?\What? response:	Filo! Melty!
context: You're wide open.\You will not get in Naofumi-sama's way!\A damned demi-human thinks she can strike me not once, but twice?\How dare you!\How could you force Filo-chan and Raphtalia-chan to attack others for you?\You still don't get it?\What?\Filo! Melty! response:	As source of thy power, we order thee!
context: You will not get in Naofumi-sama's way!\A damned demi-human thinks she can strike me not once, but twice?\How dare you!\How could you force Filo-chan and Raphtalia-chan to attack others for you?\You still don't get it?\What?\Filo! Melty!\As source of thy power, we order thee! response:	Decipher the laws of nature and bring forth a raging wind!
context: A damned demi-human thinks she can strike me not once, but twice?\How dare you!\How could you force Filo-chan and Raphtalia-chan to attack others for you?\You still don't get it?\What?\Filo! Melty!\As source of thy power, we order thee!\Decipher the laws of nature and bring forth a raging wind! response:	Bring forth a pelting rain!
context: How dare you!\How could you force Filo-chan and Raphtalia-chan to attack others for you?\You still don't get it?\What?\Filo! Melty!\As source of thy power, we order thee!\Decipher the laws of nature and bring forth a raging wind!\Bring forth a pelting rain! response:	And produce a storm that blows our targets away!
context: How could you force Filo-chan and Raphtalia-chan to attack others for you?\You still don't get it?\What?\Filo! Melty!\As source of thy power, we order thee!\Decipher the laws of nature and bring forth a raging wind!\Bring forth a pelting rain!\And produce a storm that blows our targets away! response:	Typhoon!
context: You still don't get it?\What?\Filo! Melty!\As source of thy power, we order thee!\Decipher the laws of nature and bring forth a raging wind!\Bring forth a pelting rain!\And produce a storm that blows our targets away!\Typhoon! response:	Typhoon!
context: What?\Filo! Melty!\As source of thy power, we order thee!\Decipher the laws of nature and bring forth a raging wind!\Bring forth a pelting rain!\And produce a storm that blows our targets away!\Typhoon!\Typhoon! response:	That was great, Filo-chan! We were in perfect sync!
context: Filo! Melty!\As source of thy power, we order thee!\Decipher the laws of nature and bring forth a raging wind!\Bring forth a pelting rain!\And produce a storm that blows our targets away!\Typhoon!\Typhoon!\That was great, Filo-chan! We were in perfect sync! response:	Yeah!
context: As source of thy power, we order thee!\Decipher the laws of nature and bring forth a raging wind!\Bring forth a pelting rain!\And produce a storm that blows our targets away!\Typhoon!\Typhoon!\That was great, Filo-chan! We were in perfect sync!\Yeah! response:	Damn...
context: Decipher the laws of nature and bring forth a raging wind!\Bring forth a pelting rain!\And produce a storm that blows our targets away!\Typhoon!\Typhoon!\That was great, Filo-chan! We were in perfect sync!\Yeah!\Damn... response:	How can you be so strong when you haven't upgraded classes?
context: Bring forth a pelting rain!\And produce a storm that blows our targets away!\Typhoon!\Typhoon!\That was great, Filo-chan! We were in perfect sync!\Yeah!\Damn...\How can you be so strong when you haven't upgraded classes? response:	Is this because of the brainwashing shield, too?
context: And produce a storm that blows our targets away!\Typhoon!\Typhoon!\That was great, Filo-chan! We were in perfect sync!\Yeah!\Damn...\How can you be so strong when you haven't upgraded classes?\Is this because of the brainwashing shield, too? response:	While you were having fun playing superhero,
context: Typhoon!\Typhoon!\That was great, Filo-chan! We were in perfect sync!\Yeah!\Damn...\How can you be so strong when you haven't upgraded classes?\Is this because of the brainwashing shield, too?\While you were having fun playing superhero, response:	we were out here fighting and acquiring skills.
context: Typhoon!\That was great, Filo-chan! We were in perfect sync!\Yeah!\Damn...\How can you be so strong when you haven't upgraded classes?\Is this because of the brainwashing shield, too?\While you were having fun playing superhero,\we were out here fighting and acquiring skills. response:	Lies!
context: That was great, Filo-chan! We were in perfect sync!\Yeah!\Damn...\How can you be so strong when you haven't upgraded classes?\Is this because of the brainwashing shield, too?\While you were having fun playing superhero,\we were out here fighting and acquiring skills.\Lies! response:	You think I'll believe that trite explanation?!
context: Yeah!\Damn...\How can you be so strong when you haven't upgraded classes?\Is this because of the brainwashing shield, too?\While you were having fun playing superhero,\we were out here fighting and acquiring skills.\Lies!\You think I'll believe that trite explanation?! response:	It's the truth.
context: Damn...\How can you be so strong when you haven't upgraded classes?\Is this because of the brainwashing shield, too?\While you were having fun playing superhero,\we were out here fighting and acquiring skills.\Lies!\You think I'll believe that trite explanation?!\It's the truth. response:	We did what we had to do, no matter how trite or trivial.
context: How can you be so strong when you haven't upgraded classes?\Is this because of the brainwashing shield, too?\While you were having fun playing superhero,\we were out here fighting and acquiring skills.\Lies!\You think I'll believe that trite explanation?!\It's the truth.\We did what we had to do, no matter how trite or trivial. response:	And that's why you lost to us.
context: Is this because of the brainwashing shield, too?\While you were having fun playing superhero,\we were out here fighting and acquiring skills.\Lies!\You think I'll believe that trite explanation?!\It's the truth.\We did what we had to do, no matter how trite or trivial.\And that's why you lost to us. response:	Give it a rest, Motoyasu. Hear me out.
context: While you were having fun playing superhero,\we were out here fighting and acquiring skills.\Lies!\You think I'll believe that trite explanation?!\It's the truth.\We did what we had to do, no matter how trite or trivial.\And that's why you lost to us.\Give it a rest, Motoyasu. Hear me out. response:	Even so...
context: we were out here fighting and acquiring skills.\Lies!\You think I'll believe that trite explanation?!\It's the truth.\We did what we had to do, no matter how trite or trivial.\And that's why you lost to us.\Give it a rest, Motoyasu. Hear me out.\Even so... response:	Even so, I must avenge Itsuki and Ren.
context: Lies!\You think I'll believe that trite explanation?!\It's the truth.\We did what we had to do, no matter how trite or trivial.\And that's why you lost to us.\Give it a rest, Motoyasu. Hear me out.\Even so...\Even so, I must avenge Itsuki and Ren. response:	If I give in here, Princess Melty, Raphtalia-chan, and Filo-chan
context: You think I'll believe that trite explanation?!\It's the truth.\We did what we had to do, no matter how trite or trivial.\And that's why you lost to us.\Give it a rest, Motoyasu. Hear me out.\Even so...\Even so, I must avenge Itsuki and Ren.\If I give in here, Princess Melty, Raphtalia-chan, and Filo-chan response:	will never be freed from the Devil of the Shield!
context: It's the truth.\We did what we had to do, no matter how trite or trivial.\And that's why you lost to us.\Give it a rest, Motoyasu. Hear me out.\Even so...\Even so, I must avenge Itsuki and Ren.\If I give in here, Princess Melty, Raphtalia-chan, and Filo-chan\will never be freed from the Devil of the Shield! response:	I will never accept that!
context: We did what we had to do, no matter how trite or trivial.\And that's why you lost to us.\Give it a rest, Motoyasu. Hear me out.\Even so...\Even so, I must avenge Itsuki and Ren.\If I give in here, Princess Melty, Raphtalia-chan, and Filo-chan\will never be freed from the Devil of the Shield!\I will never accept that! response:	Because I'm the Spear Hero!
context: And that's why you lost to us.\Give it a rest, Motoyasu. Hear me out.\Even so...\Even so, I must avenge Itsuki and Ren.\If I give in here, Princess Melty, Raphtalia-chan, and Filo-chan\will never be freed from the Devil of the Shield!\I will never accept that!\Because I'm the Spear Hero! response:	That's my Motoyasu-sama!
context: Give it a rest, Motoyasu. Hear me out.\Even so...\Even so, I must avenge Itsuki and Ren.\If I give in here, Princess Melty, Raphtalia-chan, and Filo-chan\will never be freed from the Devil of the Shield!\I will never accept that!\Because I'm the Spear Hero!\That's my Motoyasu-sama! response:	Bring me the Devil of the Shield's head and my dear Melty!
context: Even so...\Even so, I must avenge Itsuki and Ren.\If I give in here, Princess Melty, Raphtalia-chan, and Filo-chan\will never be freed from the Devil of the Shield!\I will never accept that!\Because I'm the Spear Hero!\That's my Motoyasu-sama!\Bring me the Devil of the Shield's head and my dear Melty! response:	How can I talk this thickheaded buffoon down when he's got a hero complex?
context: Even so, I must avenge Itsuki and Ren.\If I give in here, Princess Melty, Raphtalia-chan, and Filo-chan\will never be freed from the Devil of the Shield!\I will never accept that!\Because I'm the Spear Hero!\That's my Motoyasu-sama!\Bring me the Devil of the Shield's head and my dear Melty!\How can I talk this thickheaded buffoon down when he's got a hero complex? response:	Filo-chan?
context: If I give in here, Princess Melty, Raphtalia-chan, and Filo-chan\will never be freed from the Devil of the Shield!\I will never accept that!\Because I'm the Spear Hero!\That's my Motoyasu-sama!\Bring me the Devil of the Shield's head and my dear Melty!\How can I talk this thickheaded buffoon down when he's got a hero complex?\Filo-chan? response:	This is odd.
context: will never be freed from the Devil of the Shield!\I will never accept that!\Because I'm the Spear Hero!\That's my Motoyasu-sama!\Bring me the Devil of the Shield's head and my dear Melty!\How can I talk this thickheaded buffoon down when he's got a hero complex?\Filo-chan?\This is odd. response:	All those soldiers are gone now.
context: I will never accept that!\Because I'm the Spear Hero!\That's my Motoyasu-sama!\Bring me the Devil of the Shield's head and my dear Melty!\How can I talk this thickheaded buffoon down when he's got a hero complex?\Filo-chan?\This is odd.\All those soldiers are gone now. response:	Filo, what are you doing?
context: Because I'm the Spear Hero!\That's my Motoyasu-sama!\Bring me the Devil of the Shield's head and my dear Melty!\How can I talk this thickheaded buffoon down when he's got a hero complex?\Filo-chan?\This is odd.\All those soldiers are gone now.\Filo, what are you doing? response:	The shield, Master!
context: That's my Motoyasu-sama!\Bring me the Devil of the Shield's head and my dear Melty!\How can I talk this thickheaded buffoon down when he's got a hero complex?\Filo-chan?\This is odd.\All those soldiers are gone now.\Filo, what are you doing?\The shield, Master! response:	Bring out that dark shield!
context: Bring me the Devil of the Shield's head and my dear Melty!\How can I talk this thickheaded buffoon down when he's got a hero complex?\Filo-chan?\This is odd.\All those soldiers are gone now.\Filo, what are you doing?\The shield, Master!\Bring out that dark shield! response:	And place a bunch of stuff above us! Or else we're done for!
context: How can I talk this thickheaded buffoon down when he's got a hero complex?\Filo-chan?\This is odd.\All those soldiers are gone now.\Filo, what are you doing?\The shield, Master!\Bring out that dark shield!\And place a bunch of stuff above us! Or else we're done for! response:	What are you saying...
context: Filo-chan?\This is odd.\All those soldiers are gone now.\Filo, what are you doing?\The shield, Master!\Bring out that dark shield!\And place a bunch of stuff above us! Or else we're done for!\What are you saying... response:	Hurry up! Now!
context: This is odd.\All those soldiers are gone now.\Filo, what are you doing?\The shield, Master!\Bring out that dark shield!\And place a bunch of stuff above us! Or else we're done for!\What are you saying...\Hurry up! Now! response:	Shield Prison!
context: All those soldiers are gone now.\Filo, what are you doing?\The shield, Master!\Bring out that dark shield!\And place a bunch of stuff above us! Or else we're done for!\What are you saying...\Hurry up! Now!\Shield Prison! response:	More!
context: Filo, what are you doing?\The shield, Master!\Bring out that dark shield!\And place a bunch of stuff above us! Or else we're done for!\What are you saying...\Hurry up! Now!\Shield Prison!\More! response:	Up top, too!
context: The shield, Master!\Bring out that dark shield!\And place a bunch of stuff above us! Or else we're done for!\What are you saying...\Hurry up! Now!\Shield Prison!\More!\Up top, too! response:	Air Strike Shield!
context: Bring out that dark shield!\And place a bunch of stuff above us! Or else we're done for!\What are you saying...\Hurry up! Now!\Shield Prison!\More!\Up top, too!\Air Strike Shield! response:	Second Shield!
context: And place a bunch of stuff above us! Or else we're done for!\What are you saying...\Hurry up! Now!\Shield Prison!\More!\Up top, too!\Air Strike Shield!\Second Shield! response:	What are you playing at?
context: What are you saying...\Hurry up! Now!\Shield Prison!\More!\Up top, too!\Air Strike Shield!\Second Shield!\What are you playing at? response:	Shut up, Sister!
context: Hurry up! Now!\Shield Prison!\More!\Up top, too!\Air Strike Shield!\Second Shield!\What are you playing at?\Shut up, Sister! response:	Here it comes!
context: Shield Prison!\More!\Up top, too!\Air Strike Shield!\Second Shield!\What are you playing at?\Shut up, Sister!\Here it comes! response:	Naofumi-sama...
context: More!\Up top, too!\Air Strike Shield!\Second Shield!\What are you playing at?\Shut up, Sister!\Here it comes!\Naofumi-sama... response:	Are Filo and Melty okay?
context: Up top, too!\Air Strike Shield!\Second Shield!\What are you playing at?\Shut up, Sister!\Here it comes!\Naofumi-sama...\Are Filo and Melty okay? response:	We're fine.
context: Air Strike Shield!\Second Shield!\What are you playing at?\Shut up, Sister!\Here it comes!\Naofumi-sama...\Are Filo and Melty okay?\We're fine. response:	What?
context: Second Shield!\What are you playing at?\Shut up, Sister!\Here it comes!\Naofumi-sama...\Are Filo and Melty okay?\We're fine.\What? response:	What just happened, Myne?
context: What are you playing at?\Shut up, Sister!\Here it comes!\Naofumi-sama...\Are Filo and Melty okay?\We're fine.\What?\What just happened, Myne? response:	Th-That power...
context: Shut up, Sister!\Here it comes!\Naofumi-sama...\Are Filo and Melty okay?\We're fine.\What?\What just happened, Myne?\Th-That power... response:	Don't tell me...
context: Here it comes!\Naofumi-sama...\Are Filo and Melty okay?\We're fine.\What?\What just happened, Myne?\Th-That power...\Don't tell me... response:	My, how wonderful.
context: Naofumi-sama...\Are Filo and Melty okay?\We're fine.\What?\What just happened, Myne?\Th-That power...\Don't tell me...\My, how wonderful. response:	You take the high-class multi-caster ritual magic, Judgment,
context: Are Filo and Melty okay?\We're fine.\What?\What just happened, Myne?\Th-That power...\Don't tell me...\My, how wonderful.\You take the high-class multi-caster ritual magic, Judgment, response:	head-on and remain standing?
context: We're fine.\What?\What just happened, Myne?\Th-That power...\Don't tell me...\My, how wonderful.\You take the high-class multi-caster ritual magic, Judgment,\head-on and remain standing? response:	I'd expect nothing less from the Shield Devil.
context: What?\What just happened, Myne?\Th-That power...\Don't tell me...\My, how wonderful.\You take the high-class multi-caster ritual magic, Judgment,\head-on and remain standing?\I'd expect nothing less from the Shield Devil. response:	The Pope?
context: What just happened, Myne?\Th-That power...\Don't tell me...\My, how wonderful.\You take the high-class multi-caster ritual magic, Judgment,\head-on and remain standing?\I'd expect nothing less from the Shield Devil.\The Pope? response:	You're that guy from the capital's cathedral!
context: Th-That power...\Don't tell me...\My, how wonderful.\You take the high-class multi-caster ritual magic, Judgment,\head-on and remain standing?\I'd expect nothing less from the Shield Devil.\The Pope?\You're that guy from the capital's cathedral! response:	Oh? You remember who I am?
context: Don't tell me...\My, how wonderful.\You take the high-class multi-caster ritual magic, Judgment,\head-on and remain standing?\I'd expect nothing less from the Shield Devil.\The Pope?\You're that guy from the capital's cathedral!\Oh? You remember who I am? response:	Then you must be aware of your sin as well.
