context: Why does this wine taste different from usual? response:	Where did this young man come from?
context: No, he isn't Master. He isn't.\Presumptuous!\I am mistaken.\She would not speak so harshly.\My apologies for offending you.\You are too courteous.\Is Mother angry?\A-Li. response:	Let's go.
context: Presumptuous!\I am mistaken.\She would not speak so harshly.\My apologies for offending you.\You are too courteous.\Is Mother angry?\A-Li.\Let's go. response:	- Mother. - A-Li.
context: I am mistaken.\She would not speak so harshly.\My apologies for offending you.\You are too courteous.\Is Mother angry?\A-Li.\Let's go.\- Mother. - A-Li. response:	Farewell.
context: She would not speak so harshly.\My apologies for offending you.\You are too courteous.\Is Mother angry?\A-Li.\Let's go.\- Mother. - A-Li.\Farewell. response:	Father, she looks very much like the painting of Mother in Xiwu Palace.
context: My apologies for offending you.\You are too courteous.\Is Mother angry?\A-Li.\Let's go.\- Mother. - A-Li.\Farewell.\Father, she looks very much like the painting of Mother in Xiwu Palace. response:	Xiwu Palace?
context: You are too courteous.\Is Mother angry?\A-Li.\Let's go.\- Mother. - A-Li.\Farewell.\Father, she looks very much like the painting of Mother in Xiwu Palace.\Xiwu Palace? response:	Could he be the Celestial Tribe's Crown Prince, Lord Ye Hua?
context: Is Mother angry?\A-Li.\Let's go.\- Mother. - A-Li.\Farewell.\Father, she looks very much like the painting of Mother in Xiwu Palace.\Xiwu Palace?\Could he be the Celestial Tribe's Crown Prince, Lord Ye Hua? response:	Aunt.
context: A-Li.\Let's go.\- Mother. - A-Li.\Farewell.\Father, she looks very much like the painting of Mother in Xiwu Palace.\Xiwu Palace?\Could he be the Celestial Tribe's Crown Prince, Lord Ye Hua?\Aunt. response:	Shao Xing?
context: Let's go.\- Mother. - A-Li.\Farewell.\Father, she looks very much like the painting of Mother in Xiwu Palace.\Xiwu Palace?\Could he be the Celestial Tribe's Crown Prince, Lord Ye Hua?\Aunt.\Shao Xing? response:	Aunt.
context: - Mother. - A-Li.\Farewell.\Father, she looks very much like the painting of Mother in Xiwu Palace.\Xiwu Palace?\Could he be the Celestial Tribe's Crown Prince, Lord Ye Hua?\Aunt.\Shao Xing?\Aunt. response:	You and I are not mistress and servant. There's no need to bow to me.
context: Farewell.\Father, she looks very much like the painting of Mother in Xiwu Palace.\Xiwu Palace?\Could he be the Celestial Tribe's Crown Prince, Lord Ye Hua?\Aunt.\Shao Xing?\Aunt.\You and I are not mistress and servant. There's no need to bow to me. response:	Aunt.
context: Father, she looks very much like the painting of Mother in Xiwu Palace.\Xiwu Palace?\Could he be the Celestial Tribe's Crown Prince, Lord Ye Hua?\Aunt.\Shao Xing?\Aunt.\You and I are not mistress and servant. There's no need to bow to me.\Aunt. response:	For the past 300 years, I have waited at the valley entrance every day
context: Xiwu Palace?\Could he be the Celestial Tribe's Crown Prince, Lord Ye Hua?\Aunt.\Shao Xing?\Aunt.\You and I are not mistress and servant. There's no need to bow to me.\Aunt.\For the past 300 years, I have waited at the valley entrance every day response:	but I never received your summons.
context: Could he be the Celestial Tribe's Crown Prince, Lord Ye Hua?\Aunt.\Shao Xing?\Aunt.\You and I are not mistress and servant. There's no need to bow to me.\Aunt.\For the past 300 years, I have waited at the valley entrance every day\but I never received your summons. response:	Do you still blame me?
context: Aunt.\Shao Xing?\Aunt.\You and I are not mistress and servant. There's no need to bow to me.\Aunt.\For the past 300 years, I have waited at the valley entrance every day\but I never received your summons.\Do you still blame me? response:	You waited for me at the cave entrance?
context: Shao Xing?\Aunt.\You and I are not mistress and servant. There's no need to bow to me.\Aunt.\For the past 300 years, I have waited at the valley entrance every day\but I never received your summons.\Do you still blame me?\You waited for me at the cave entrance? response:	Mi Gu has never mentioned it.
context: Aunt.\You and I are not mistress and servant. There's no need to bow to me.\Aunt.\For the past 300 years, I have waited at the valley entrance every day\but I never received your summons.\Do you still blame me?\You waited for me at the cave entrance?\Mi Gu has never mentioned it. response:	I haven't seen you for 300 years, how did you let yourself get so fat?
context: You and I are not mistress and servant. There's no need to bow to me.\Aunt.\For the past 300 years, I have waited at the valley entrance every day\but I never received your summons.\Do you still blame me?\You waited for me at the cave entrance?\Mi Gu has never mentioned it.\I haven't seen you for 300 years, how did you let yourself get so fat? response:	I heard Zhe Yan mention
context: Aunt.\For the past 300 years, I have waited at the valley entrance every day\but I never received your summons.\Do you still blame me?\You waited for me at the cave entrance?\Mi Gu has never mentioned it.\I haven't seen you for 300 years, how did you let yourself get so fat?\I heard Zhe Yan mention response:	that you are already carrying your fourth baby.
context: For the past 300 years, I have waited at the valley entrance every day\but I never received your summons.\Do you still blame me?\You waited for me at the cave entrance?\Mi Gu has never mentioned it.\I haven't seen you for 300 years, how did you let yourself get so fat?\I heard Zhe Yan mention\that you are already carrying your fourth baby. response:	It seems you and the Water King are quite affectionate.
context: but I never received your summons.\Do you still blame me?\You waited for me at the cave entrance?\Mi Gu has never mentioned it.\I haven't seen you for 300 years, how did you let yourself get so fat?\I heard Zhe Yan mention\that you are already carrying your fourth baby.\It seems you and the Water King are quite affectionate. response:	The Water King has treated me very well.
context: Do you still blame me?\You waited for me at the cave entrance?\Mi Gu has never mentioned it.\I haven't seen you for 300 years, how did you let yourself get so fat?\I heard Zhe Yan mention\that you are already carrying your fourth baby.\It seems you and the Water King are quite affectionate.\The Water King has treated me very well. response:	However, I still cannot forget what happened 300 years ago.
context: You waited for me at the cave entrance?\Mi Gu has never mentioned it.\I haven't seen you for 300 years, how did you let yourself get so fat?\I heard Zhe Yan mention\that you are already carrying your fourth baby.\It seems you and the Water King are quite affectionate.\The Water King has treated me very well.\However, I still cannot forget what happened 300 years ago. response:	Shao Xing, you should know, I am most unwilling to see you.
context: Mi Gu has never mentioned it.\I haven't seen you for 300 years, how did you let yourself get so fat?\I heard Zhe Yan mention\that you are already carrying your fourth baby.\It seems you and the Water King are quite affectionate.\The Water King has treated me very well.\However, I still cannot forget what happened 300 years ago.\Shao Xing, you should know, I am most unwilling to see you. response:	Although you have done wrong by me
context: I haven't seen you for 300 years, how did you let yourself get so fat?\I heard Zhe Yan mention\that you are already carrying your fourth baby.\It seems you and the Water King are quite affectionate.\The Water King has treated me very well.\However, I still cannot forget what happened 300 years ago.\Shao Xing, you should know, I am most unwilling to see you.\Although you have done wrong by me response:	we were once mistress and servant after all.
context: I heard Zhe Yan mention\that you are already carrying your fourth baby.\It seems you and the Water King are quite affectionate.\The Water King has treated me very well.\However, I still cannot forget what happened 300 years ago.\Shao Xing, you should know, I am most unwilling to see you.\Although you have done wrong by me\we were once mistress and servant after all. response:	Go ahead and tell me what you want. I will grant you one wish.
context: that you are already carrying your fourth baby.\It seems you and the Water King are quite affectionate.\The Water King has treated me very well.\However, I still cannot forget what happened 300 years ago.\Shao Xing, you should know, I am most unwilling to see you.\Although you have done wrong by me\we were once mistress and servant after all.\Go ahead and tell me what you want. I will grant you one wish. response:	I do not want anything.
context: It seems you and the Water King are quite affectionate.\The Water King has treated me very well.\However, I still cannot forget what happened 300 years ago.\Shao Xing, you should know, I am most unwilling to see you.\Although you have done wrong by me\we were once mistress and servant after all.\Go ahead and tell me what you want. I will grant you one wish.\I do not want anything. response:	In these 300 years, I have only sought your forgiveness.
context: The Water King has treated me very well.\However, I still cannot forget what happened 300 years ago.\Shao Xing, you should know, I am most unwilling to see you.\Although you have done wrong by me\we were once mistress and servant after all.\Go ahead and tell me what you want. I will grant you one wish.\I do not want anything.\In these 300 years, I have only sought your forgiveness. response:	No matter how much time passes, I still belong with the Fox Den.
context: However, I still cannot forget what happened 300 years ago.\Shao Xing, you should know, I am most unwilling to see you.\Although you have done wrong by me\we were once mistress and servant after all.\Go ahead and tell me what you want. I will grant you one wish.\I do not want anything.\In these 300 years, I have only sought your forgiveness.\No matter how much time passes, I still belong with the Fox Den. response:	Don't.
context: Shao Xing, you should know, I am most unwilling to see you.\Although you have done wrong by me\we were once mistress and servant after all.\Go ahead and tell me what you want. I will grant you one wish.\I do not want anything.\In these 300 years, I have only sought your forgiveness.\No matter how much time passes, I still belong with the Fox Den.\Don't. response:	You are no longer part of Qing Qiu.
context: Although you have done wrong by me\we were once mistress and servant after all.\Go ahead and tell me what you want. I will grant you one wish.\I do not want anything.\In these 300 years, I have only sought your forgiveness.\No matter how much time passes, I still belong with the Fox Den.\Don't.\You are no longer part of Qing Qiu. response:	This wish is a gift for your marriage.
context: we were once mistress and servant after all.\Go ahead and tell me what you want. I will grant you one wish.\I do not want anything.\In these 300 years, I have only sought your forgiveness.\No matter how much time passes, I still belong with the Fox Den.\Don't.\You are no longer part of Qing Qiu.\This wish is a gift for your marriage. response:	Tell me. I will grant you anything you wish.
context: Go ahead and tell me what you want. I will grant you one wish.\I do not want anything.\In these 300 years, I have only sought your forgiveness.\No matter how much time passes, I still belong with the Fox Den.\Don't.\You are no longer part of Qing Qiu.\This wish is a gift for your marriage.\Tell me. I will grant you anything you wish. response:	After you are done, our relationship as mistress and servant will come to an end.
context: I do not want anything.\In these 300 years, I have only sought your forgiveness.\No matter how much time passes, I still belong with the Fox Den.\Don't.\You are no longer part of Qing Qiu.\This wish is a gift for your marriage.\Tell me. I will grant you anything you wish.\After you are done, our relationship as mistress and servant will come to an end. response:	I had expected you would be mad. But why won't you give me a chance?
context: In these 300 years, I have only sought your forgiveness.\No matter how much time passes, I still belong with the Fox Den.\Don't.\You are no longer part of Qing Qiu.\This wish is a gift for your marriage.\Tell me. I will grant you anything you wish.\After you are done, our relationship as mistress and servant will come to an end.\I had expected you would be mad. But why won't you give me a chance? response:	Do you truly not understand?
context: No matter how much time passes, I still belong with the Fox Den.\Don't.\You are no longer part of Qing Qiu.\This wish is a gift for your marriage.\Tell me. I will grant you anything you wish.\After you are done, our relationship as mistress and servant will come to an end.\I had expected you would be mad. But why won't you give me a chance?\Do you truly not understand? response:	You had never met Sang Ji and you said you wouldn't like him.
context: Don't.\You are no longer part of Qing Qiu.\This wish is a gift for your marriage.\Tell me. I will grant you anything you wish.\After you are done, our relationship as mistress and servant will come to an end.\I had expected you would be mad. But why won't you give me a chance?\Do you truly not understand?\You had never met Sang Ji and you said you wouldn't like him. response:	If you had married Sang Ji, you would not have been happy.
context: You are no longer part of Qing Qiu.\This wish is a gift for your marriage.\Tell me. I will grant you anything you wish.\After you are done, our relationship as mistress and servant will come to an end.\I had expected you would be mad. But why won't you give me a chance?\Do you truly not understand?\You had never met Sang Ji and you said you wouldn't like him.\If you had married Sang Ji, you would not have been happy. response:	And after losing Sang Ji, you can have someone even better.
context: This wish is a gift for your marriage.\Tell me. I will grant you anything you wish.\After you are done, our relationship as mistress and servant will come to an end.\I had expected you would be mad. But why won't you give me a chance?\Do you truly not understand?\You had never met Sang Ji and you said you wouldn't like him.\If you had married Sang Ji, you would not have been happy.\And after losing Sang Ji, you can have someone even better. response:	Lord Ye Hua is a very good man. He is the future Heavenly Lord.
context: Tell me. I will grant you anything you wish.\After you are done, our relationship as mistress and servant will come to an end.\I had expected you would be mad. But why won't you give me a chance?\Do you truly not understand?\You had never met Sang Ji and you said you wouldn't like him.\If you had married Sang Ji, you would not have been happy.\And after losing Sang Ji, you can have someone even better.\Lord Ye Hua is a very good man. He is the future Heavenly Lord. response:	However, if I lost Sang Ji, I would truly be left with nothing.
context: After you are done, our relationship as mistress and servant will come to an end.\I had expected you would be mad. But why won't you give me a chance?\Do you truly not understand?\You had never met Sang Ji and you said you wouldn't like him.\If you had married Sang Ji, you would not have been happy.\And after losing Sang Ji, you can have someone even better.\Lord Ye Hua is a very good man. He is the future Heavenly Lord.\However, if I lost Sang Ji, I would truly be left with nothing. response:	You are right.
context: I had expected you would be mad. But why won't you give me a chance?\Do you truly not understand?\You had never met Sang Ji and you said you wouldn't like him.\If you had married Sang Ji, you would not have been happy.\And after losing Sang Ji, you can have someone even better.\Lord Ye Hua is a very good man. He is the future Heavenly Lord.\However, if I lost Sang Ji, I would truly be left with nothing.\You are right. response:	I had thought
context: Do you truly not understand?\You had never met Sang Ji and you said you wouldn't like him.\If you had married Sang Ji, you would not have been happy.\And after losing Sang Ji, you can have someone even better.\Lord Ye Hua is a very good man. He is the future Heavenly Lord.\However, if I lost Sang Ji, I would truly be left with nothing.\You are right.\I had thought response:	you were mad at me for not saying anything
context: You had never met Sang Ji and you said you wouldn't like him.\If you had married Sang Ji, you would not have been happy.\And after losing Sang Ji, you can have someone even better.\Lord Ye Hua is a very good man. He is the future Heavenly Lord.\However, if I lost Sang Ji, I would truly be left with nothing.\You are right.\I had thought\you were mad at me for not saying anything response:	before leaving Qing Qiu without your permission
context: If you had married Sang Ji, you would not have been happy.\And after losing Sang Ji, you can have someone even better.\Lord Ye Hua is a very good man. He is the future Heavenly Lord.\However, if I lost Sang Ji, I would truly be left with nothing.\You are right.\I had thought\you were mad at me for not saying anything\before leaving Qing Qiu without your permission response:	but that you would never be mad at me for marrying Sang Ji.
context: And after losing Sang Ji, you can have someone even better.\Lord Ye Hua is a very good man. He is the future Heavenly Lord.\However, if I lost Sang Ji, I would truly be left with nothing.\You are right.\I had thought\you were mad at me for not saying anything\before leaving Qing Qiu without your permission\but that you would never be mad at me for marrying Sang Ji. response:	Because in my heart
context: Lord Ye Hua is a very good man. He is the future Heavenly Lord.\However, if I lost Sang Ji, I would truly be left with nothing.\You are right.\I had thought\you were mad at me for not saying anything\before leaving Qing Qiu without your permission\but that you would never be mad at me for marrying Sang Ji.\Because in my heart response:	you have always been a highly principled immortal.
context: However, if I lost Sang Ji, I would truly be left with nothing.\You are right.\I had thought\you were mad at me for not saying anything\before leaving Qing Qiu without your permission\but that you would never be mad at me for marrying Sang Ji.\Because in my heart\you have always been a highly principled immortal. response:	It seems you really don't understand.
context: You are right.\I had thought\you were mad at me for not saying anything\before leaving Qing Qiu without your permission\but that you would never be mad at me for marrying Sang Ji.\Because in my heart\you have always been a highly principled immortal.\It seems you really don't understand. response:	Shao Xing.
context: I had thought\you were mad at me for not saying anything\before leaving Qing Qiu without your permission\but that you would never be mad at me for marrying Sang Ji.\Because in my heart\you have always been a highly principled immortal.\It seems you really don't understand.\Shao Xing. response:	Do you remember your clan members who once bullied you in Qing Qiu?
context: you were mad at me for not saying anything\before leaving Qing Qiu without your permission\but that you would never be mad at me for marrying Sang Ji.\Because in my heart\you have always been a highly principled immortal.\It seems you really don't understand.\Shao Xing.\Do you remember your clan members who once bullied you in Qing Qiu? response:	I remember.
context: before leaving Qing Qiu without your permission\but that you would never be mad at me for marrying Sang Ji.\Because in my heart\you have always been a highly principled immortal.\It seems you really don't understand.\Shao Xing.\Do you remember your clan members who once bullied you in Qing Qiu?\I remember. response:	You should also know there were some among them
context: but that you would never be mad at me for marrying Sang Ji.\Because in my heart\you have always been a highly principled immortal.\It seems you really don't understand.\Shao Xing.\Do you remember your clan members who once bullied you in Qing Qiu?\I remember.\You should also know there were some among them response:	who did not truly want to bully you.
context: Because in my heart\you have always been a highly principled immortal.\It seems you really don't understand.\Shao Xing.\Do you remember your clan members who once bullied you in Qing Qiu?\I remember.\You should also know there were some among them\who did not truly want to bully you. response:	It's just that if they defended you, they would be bullied in turn.
context: you have always been a highly principled immortal.\It seems you really don't understand.\Shao Xing.\Do you remember your clan members who once bullied you in Qing Qiu?\I remember.\You should also know there were some among them\who did not truly want to bully you.\It's just that if they defended you, they would be bullied in turn. response:	That's why they could only follow the strongest and bully you, the weakest.
context: It seems you really don't understand.\Shao Xing.\Do you remember your clan members who once bullied you in Qing Qiu?\I remember.\You should also know there were some among them\who did not truly want to bully you.\It's just that if they defended you, they would be bullied in turn.\That's why they could only follow the strongest and bully you, the weakest. response:	Can you forgive them?
context: Shao Xing.\Do you remember your clan members who once bullied you in Qing Qiu?\I remember.\You should also know there were some among them\who did not truly want to bully you.\It's just that if they defended you, they would be bullied in turn.\That's why they could only follow the strongest and bully you, the weakest.\Can you forgive them? response:	No.
context: Do you remember your clan members who once bullied you in Qing Qiu?\I remember.\You should also know there were some among them\who did not truly want to bully you.\It's just that if they defended you, they would be bullied in turn.\That's why they could only follow the strongest and bully you, the weakest.\Can you forgive them?\No. response:	So put yourself in my shoes.
context: I remember.\You should also know there were some among them\who did not truly want to bully you.\It's just that if they defended you, they would be bullied in turn.\That's why they could only follow the strongest and bully you, the weakest.\Can you forgive them?\No.\So put yourself in my shoes. response:	It is only reasonable and fair that I do not want to see you.
context: You should also know there were some among them\who did not truly want to bully you.\It's just that if they defended you, they would be bullied in turn.\That's why they could only follow the strongest and bully you, the weakest.\Can you forgive them?\No.\So put yourself in my shoes.\It is only reasonable and fair that I do not want to see you. response:	You saw how I, a high goddess, cultivated myself
context: who did not truly want to bully you.\It's just that if they defended you, they would be bullied in turn.\That's why they could only follow the strongest and bully you, the weakest.\Can you forgive them?\No.\So put yourself in my shoes.\It is only reasonable and fair that I do not want to see you.\You saw how I, a high goddess, cultivated myself response:	for hundreds of millennia to reach the level that I am at now.
context: It's just that if they defended you, they would be bullied in turn.\That's why they could only follow the strongest and bully you, the weakest.\Can you forgive them?\No.\So put yourself in my shoes.\It is only reasonable and fair that I do not want to see you.\You saw how I, a high goddess, cultivated myself\for hundreds of millennia to reach the level that I am at now. response:	How low can my moral character and comprehension be?
context: That's why they could only follow the strongest and bully you, the weakest.\Can you forgive them?\No.\So put yourself in my shoes.\It is only reasonable and fair that I do not want to see you.\You saw how I, a high goddess, cultivated myself\for hundreds of millennia to reach the level that I am at now.\How low can my moral character and comprehension be? response:	I truly am not a highly principled high god.
context: Can you forgive them?\No.\So put yourself in my shoes.\It is only reasonable and fair that I do not want to see you.\You saw how I, a high goddess, cultivated myself\for hundreds of millennia to reach the level that I am at now.\How low can my moral character and comprehension be?\I truly am not a highly principled high god. response:	You flatter me.
context: No.\So put yourself in my shoes.\It is only reasonable and fair that I do not want to see you.\You saw how I, a high goddess, cultivated myself\for hundreds of millennia to reach the level that I am at now.\How low can my moral character and comprehension be?\I truly am not a highly principled high god.\You flatter me. response:	You still don't understand?
context: So put yourself in my shoes.\It is only reasonable and fair that I do not want to see you.\You saw how I, a high goddess, cultivated myself\for hundreds of millennia to reach the level that I am at now.\How low can my moral character and comprehension be?\I truly am not a highly principled high god.\You flatter me.\You still don't understand? response:	Although you did not intend for it to happen
context: It is only reasonable and fair that I do not want to see you.\You saw how I, a high goddess, cultivated myself\for hundreds of millennia to reach the level that I am at now.\How low can my moral character and comprehension be?\I truly am not a highly principled high god.\You flatter me.\You still don't understand?\Although you did not intend for it to happen response:	you caused me to be ridiculed by the entire world.
context: You saw how I, a high goddess, cultivated myself\for hundreds of millennia to reach the level that I am at now.\How low can my moral character and comprehension be?\I truly am not a highly principled high god.\You flatter me.\You still don't understand?\Although you did not intend for it to happen\you caused me to be ridiculed by the entire world. response:	Mother, why do you say you are not a highly principled immortal?
context: for hundreds of millennia to reach the level that I am at now.\How low can my moral character and comprehension be?\I truly am not a highly principled high god.\You flatter me.\You still don't understand?\Although you did not intend for it to happen\you caused me to be ridiculed by the entire world.\Mother, why do you say you are not a highly principled immortal? response:	You're the most highly principled immortal of heaven and earth.
context: How low can my moral character and comprehension be?\I truly am not a highly principled high god.\You flatter me.\You still don't understand?\Although you did not intend for it to happen\you caused me to be ridiculed by the entire world.\Mother, why do you say you are not a highly principled immortal?\You're the most highly principled immortal of heaven and earth. response:	Did you pop out of the ground?
context: I truly am not a highly principled high god.\You flatter me.\You still don't understand?\Although you did not intend for it to happen\you caused me to be ridiculed by the entire world.\Mother, why do you say you are not a highly principled immortal?\You're the most highly principled immortal of heaven and earth.\Did you pop out of the ground? response:	No, I didn't come here using my powers.
context: You flatter me.\You still don't understand?\Although you did not intend for it to happen\you caused me to be ridiculed by the entire world.\Mother, why do you say you are not a highly principled immortal?\You're the most highly principled immortal of heaven and earth.\Did you pop out of the ground?\No, I didn't come here using my powers. response:	I walked here with Father to find you, Mother.
context: You still don't understand?\Although you did not intend for it to happen\you caused me to be ridiculed by the entire world.\Mother, why do you say you are not a highly principled immortal?\You're the most highly principled immortal of heaven and earth.\Did you pop out of the ground?\No, I didn't come here using my powers.\I walked here with Father to find you, Mother. response:	Ye Hua did not know
context: Although you did not intend for it to happen\you caused me to be ridiculed by the entire world.\Mother, why do you say you are not a highly principled immortal?\You're the most highly principled immortal of heaven and earth.\Did you pop out of the ground?\No, I didn't come here using my powers.\I walked here with Father to find you, Mother.\Ye Hua did not know response:	that you are High Goddess Bai Qian of Qing Qiu.
context: you caused me to be ridiculed by the entire world.\Mother, why do you say you are not a highly principled immortal?\You're the most highly principled immortal of heaven and earth.\Did you pop out of the ground?\No, I didn't come here using my powers.\I walked here with Father to find you, Mother.\Ye Hua did not know\that you are High Goddess Bai Qian of Qing Qiu. response:	I am unbiased.
context: Mother, why do you say you are not a highly principled immortal?\You're the most highly principled immortal of heaven and earth.\Did you pop out of the ground?\No, I didn't come here using my powers.\I walked here with Father to find you, Mother.\Ye Hua did not know\that you are High Goddess Bai Qian of Qing Qiu.\I am unbiased. response:	I am exactly 90,000 years older than you, Lord Ye Hua.
context: You're the most highly principled immortal of heaven and earth.\Did you pop out of the ground?\No, I didn't come here using my powers.\I walked here with Father to find you, Mother.\Ye Hua did not know\that you are High Goddess Bai Qian of Qing Qiu.\I am unbiased.\I am exactly 90,000 years older than you, Lord Ye Hua. response:	It would be best for you to call me Aunt to show your respect.
context: Did you pop out of the ground?\No, I didn't come here using my powers.\I walked here with Father to find you, Mother.\Ye Hua did not know\that you are High Goddess Bai Qian of Qing Qiu.\I am unbiased.\I am exactly 90,000 years older than you, Lord Ye Hua.\It would be best for you to call me Aunt to show your respect. response:	A-Li calls you Mother. Yet, I am to call you Aunt?
context: No, I didn't come here using my powers.\I walked here with Father to find you, Mother.\Ye Hua did not know\that you are High Goddess Bai Qian of Qing Qiu.\I am unbiased.\I am exactly 90,000 years older than you, Lord Ye Hua.\It would be best for you to call me Aunt to show your respect.\A-Li calls you Mother. Yet, I am to call you Aunt? response:	Qian Qian, what kind of reasoning is that?
context: I walked here with Father to find you, Mother.\Ye Hua did not know\that you are High Goddess Bai Qian of Qing Qiu.\I am unbiased.\I am exactly 90,000 years older than you, Lord Ye Hua.\It would be best for you to call me Aunt to show your respect.\A-Li calls you Mother. Yet, I am to call you Aunt?\Qian Qian, what kind of reasoning is that? response:	Speaking of reason, while I was speaking to this lady
context: Ye Hua did not know\that you are High Goddess Bai Qian of Qing Qiu.\I am unbiased.\I am exactly 90,000 years older than you, Lord Ye Hua.\It would be best for you to call me Aunt to show your respect.\A-Li calls you Mother. Yet, I am to call you Aunt?\Qian Qian, what kind of reasoning is that?\Speaking of reason, while I was speaking to this lady response:	you two were eavesdropping for a long time.
context: that you are High Goddess Bai Qian of Qing Qiu.\I am unbiased.\I am exactly 90,000 years older than you, Lord Ye Hua.\It would be best for you to call me Aunt to show your respect.\A-Li calls you Mother. Yet, I am to call you Aunt?\Qian Qian, what kind of reasoning is that?\Speaking of reason, while I was speaking to this lady\you two were eavesdropping for a long time. response:	What is the reasoning for that?
context: I am unbiased.\I am exactly 90,000 years older than you, Lord Ye Hua.\It would be best for you to call me Aunt to show your respect.\A-Li calls you Mother. Yet, I am to call you Aunt?\Qian Qian, what kind of reasoning is that?\Speaking of reason, while I was speaking to this lady\you two were eavesdropping for a long time.\What is the reasoning for that? response:	Father and I did not intentionally eavesdrop.
context: I am exactly 90,000 years older than you, Lord Ye Hua.\It would be best for you to call me Aunt to show your respect.\A-Li calls you Mother. Yet, I am to call you Aunt?\Qian Qian, what kind of reasoning is that?\Speaking of reason, while I was speaking to this lady\you two were eavesdropping for a long time.\What is the reasoning for that?\Father and I did not intentionally eavesdrop. response:	Father said you were chasing us
context: It would be best for you to call me Aunt to show your respect.\A-Li calls you Mother. Yet, I am to call you Aunt?\Qian Qian, what kind of reasoning is that?\Speaking of reason, while I was speaking to this lady\you two were eavesdropping for a long time.\What is the reasoning for that?\Father and I did not intentionally eavesdrop.\Father said you were chasing us response:	so that's why we turned around and came back.
context: A-Li calls you Mother. Yet, I am to call you Aunt?\Qian Qian, what kind of reasoning is that?\Speaking of reason, while I was speaking to this lady\you two were eavesdropping for a long time.\What is the reasoning for that?\Father and I did not intentionally eavesdrop.\Father said you were chasing us\so that's why we turned around and came back. response:	When we came near, we saw this lady speaking with you
context: Qian Qian, what kind of reasoning is that?\Speaking of reason, while I was speaking to this lady\you two were eavesdropping for a long time.\What is the reasoning for that?\Father and I did not intentionally eavesdrop.\Father said you were chasing us\so that's why we turned around and came back.\When we came near, we saw this lady speaking with you response:	and we could only step back.
context: Speaking of reason, while I was speaking to this lady\you two were eavesdropping for a long time.\What is the reasoning for that?\Father and I did not intentionally eavesdrop.\Father said you were chasing us\so that's why we turned around and came back.\When we came near, we saw this lady speaking with you\and we could only step back. response:	Were you chasing us because you can't bear to part with me
context: you two were eavesdropping for a long time.\What is the reasoning for that?\Father and I did not intentionally eavesdrop.\Father said you were chasing us\so that's why we turned around and came back.\When we came near, we saw this lady speaking with you\and we could only step back.\Were you chasing us because you can't bear to part with me response:	and want to return to the Celestial Palace with me and Father?
context: What is the reasoning for that?\Father and I did not intentionally eavesdrop.\Father said you were chasing us\so that's why we turned around and came back.\When we came near, we saw this lady speaking with you\and we could only step back.\Were you chasing us because you can't bear to part with me\and want to return to the Celestial Palace with me and Father? response:	Can't bear to part with you? I had just lost my way.
context: Father and I did not intentionally eavesdrop.\Father said you were chasing us\so that's why we turned around and came back.\When we came near, we saw this lady speaking with you\and we could only step back.\Were you chasing us because you can't bear to part with me\and want to return to the Celestial Palace with me and Father?\Can't bear to part with you? I had just lost my way. response:	A-Li is right.
context: Father said you were chasing us\so that's why we turned around and came back.\When we came near, we saw this lady speaking with you\and we could only step back.\Were you chasing us because you can't bear to part with me\and want to return to the Celestial Palace with me and Father?\Can't bear to part with you? I had just lost my way.\A-Li is right. response:	Your mother indeed can't bear to part with us.
context: so that's why we turned around and came back.\When we came near, we saw this lady speaking with you\and we could only step back.\Were you chasing us because you can't bear to part with me\and want to return to the Celestial Palace with me and Father?\Can't bear to part with you? I had just lost my way.\A-Li is right.\Your mother indeed can't bear to part with us. response:	Mother is the best.
context: When we came near, we saw this lady speaking with you\and we could only step back.\Were you chasing us because you can't bear to part with me\and want to return to the Celestial Palace with me and Father?\Can't bear to part with you? I had just lost my way.\A-Li is right.\Your mother indeed can't bear to part with us.\Mother is the best. response:	Mother, when will we return to the Celestial Palace?
context: and we could only step back.\Were you chasing us because you can't bear to part with me\and want to return to the Celestial Palace with me and Father?\Can't bear to part with you? I had just lost my way.\A-Li is right.\Your mother indeed can't bear to part with us.\Mother is the best.\Mother, when will we return to the Celestial Palace? response:	Return to the Celestial Palace?
context: Were you chasing us because you can't bear to part with me\and want to return to the Celestial Palace with me and Father?\Can't bear to part with you? I had just lost my way.\A-Li is right.\Your mother indeed can't bear to part with us.\Mother is the best.\Mother, when will we return to the Celestial Palace?\Return to the Celestial Palace? response:	Let's return tomorrow.
context: and want to return to the Celestial Palace with me and Father?\Can't bear to part with you? I had just lost my way.\A-Li is right.\Your mother indeed can't bear to part with us.\Mother is the best.\Mother, when will we return to the Celestial Palace?\Return to the Celestial Palace?\Let's return tomorrow. response:	This is wonderful! Mother is coming home!
context: Can't bear to part with you? I had just lost my way.\A-Li is right.\Your mother indeed can't bear to part with us.\Mother is the best.\Mother, when will we return to the Celestial Palace?\Return to the Celestial Palace?\Let's return tomorrow.\This is wonderful! Mother is coming home! response:	You have been gone for so long! Aren't you excited?
context: A-Li is right.\Your mother indeed can't bear to part with us.\Mother is the best.\Mother, when will we return to the Celestial Palace?\Return to the Celestial Palace?\Let's return tomorrow.\This is wonderful! Mother is coming home!\You have been gone for so long! Aren't you excited? response:	Excited?
