context: Yow! response:	Science
context: Bulma- san?\Would I be all right? I mean, doesn't that man have a dangerous look in his eye?\-What is that!? -There's someone riding it! -What is it!?\Bulma, what's taking you so long? Hurry and hop on!\Oh, no! Save me!\I'm falling down!\I'm done for! I'm going to die!\We're counting on you, Bulma! response:	Be careful. I'm not like those guys. I'm delicate, okay?
context: Would I be all right? I mean, doesn't that man have a dangerous look in his eye?\-What is that!? -There's someone riding it! -What is it!?\Bulma, what's taking you so long? Hurry and hop on!\Oh, no! Save me!\I'm falling down!\I'm done for! I'm going to die!\We're counting on you, Bulma!\Be careful. I'm not like those guys. I'm delicate, okay? response:	Okay, we go.
context: -What is that!? -There's someone riding it! -What is it!?\Bulma, what's taking you so long? Hurry and hop on!\Oh, no! Save me!\I'm falling down!\I'm done for! I'm going to die!\We're counting on you, Bulma!\Be careful. I'm not like those guys. I'm delicate, okay?\Okay, we go. response:	Easy... easy, now...
context: Bulma, what's taking you so long? Hurry and hop on!\Oh, no! Save me!\I'm falling down!\I'm done for! I'm going to die!\We're counting on you, Bulma!\Be careful. I'm not like those guys. I'm delicate, okay?\Okay, we go.\Easy... easy, now... response:	H- how did he do that just now?
context: Oh, no! Save me!\I'm falling down!\I'm done for! I'm going to die!\We're counting on you, Bulma!\Be careful. I'm not like those guys. I'm delicate, okay?\Okay, we go.\Easy... easy, now...\H- how did he do that just now? response:	Still, what kind of spaceship is it? Could there really be one?
context: I'm falling down!\I'm done for! I'm going to die!\We're counting on you, Bulma!\Be careful. I'm not like those guys. I'm delicate, okay?\Okay, we go.\Easy... easy, now...\H- how did he do that just now?\Still, what kind of spaceship is it? Could there really be one? response:	Here.
context: I'm done for! I'm going to die!\We're counting on you, Bulma!\Be careful. I'm not like those guys. I'm delicate, okay?\Okay, we go.\Easy... easy, now...\H- how did he do that just now?\Still, what kind of spaceship is it? Could there really be one?\Here. response:	Already?
context: We're counting on you, Bulma!\Be careful. I'm not like those guys. I'm delicate, okay?\Okay, we go.\Easy... easy, now...\H- how did he do that just now?\Still, what kind of spaceship is it? Could there really be one?\Here.\Already? response:	Get off.
context: Be careful. I'm not like those guys. I'm delicate, okay?\Okay, we go.\Easy... easy, now...\H- how did he do that just now?\Still, what kind of spaceship is it? Could there really be one?\Here.\Already?\Get off. response:	W- where is this? It's pretty cold.
context: Okay, we go.\Easy... easy, now...\H- how did he do that just now?\Still, what kind of spaceship is it? Could there really be one?\Here.\Already?\Get off.\W- where is this? It's pretty cold. response:	Yunzabit Highlands.
context: Easy... easy, now...\H- how did he do that just now?\Still, what kind of spaceship is it? Could there really be one?\Here.\Already?\Get off.\W- where is this? It's pretty cold.\Yunzabit Highlands. response:	Y- Yunzabit!?
context: H- how did he do that just now?\Still, what kind of spaceship is it? Could there really be one?\Here.\Already?\Get off.\W- where is this? It's pretty cold.\Yunzabit Highlands.\Y- Yunzabit!? response:	That's the ends of the earth, you know!
context: Still, what kind of spaceship is it? Could there really be one?\Here.\Already?\Get off.\W- where is this? It's pretty cold.\Yunzabit Highlands.\Y- Yunzabit!?\That's the ends of the earth, you know! response:	You mean, we came this far in that one instant?
context: Here.\Already?\Get off.\W- where is this? It's pretty cold.\Yunzabit Highlands.\Y- Yunzabit!?\That's the ends of the earth, you know!\You mean, we came this far in that one instant? response:	Here, maybe...
context: Already?\Get off.\W- where is this? It's pretty cold.\Yunzabit Highlands.\Y- Yunzabit!?\That's the ends of the earth, you know!\You mean, we came this far in that one instant?\Here, maybe... response:	This way, maybe...
context: Get off.\W- where is this? It's pretty cold.\Yunzabit Highlands.\Y- Yunzabit!?\That's the ends of the earth, you know!\You mean, we came this far in that one instant?\Here, maybe...\This way, maybe... response:	W- wait up!
context: W- where is this? It's pretty cold.\Yunzabit Highlands.\Y- Yunzabit!?\That's the ends of the earth, you know!\You mean, we came this far in that one instant?\Here, maybe...\This way, maybe...\W- wait up! response:	Say, do you mean there's something like a spaceship here?
context: Yunzabit Highlands.\Y- Yunzabit!?\That's the ends of the earth, you know!\You mean, we came this far in that one instant?\Here, maybe...\This way, maybe...\W- wait up!\Say, do you mean there's something like a spaceship here? response:	Hey, are you listening to me?
context: Y- Yunzabit!?\That's the ends of the earth, you know!\You mean, we came this far in that one instant?\Here, maybe...\This way, maybe...\W- wait up!\Say, do you mean there's something like a spaceship here?\Hey, are you listening to me? response:	You haven't brought me here to this far-flung place...
context: That's the ends of the earth, you know!\You mean, we came this far in that one instant?\Here, maybe...\This way, maybe...\W- wait up!\Say, do you mean there's something like a spaceship here?\Hey, are you listening to me?\You haven't brought me here to this far-flung place... response:	H- hang on!
context: You mean, we came this far in that one instant?\Here, maybe...\This way, maybe...\W- wait up!\Say, do you mean there's something like a spaceship here?\Hey, are you listening to me?\You haven't brought me here to this far-flung place...\H- hang on! response:	Hurry up.
context: Here, maybe...\This way, maybe...\W- wait up!\Say, do you mean there's something like a spaceship here?\Hey, are you listening to me?\You haven't brought me here to this far-flung place...\H- hang on!\Hurry up. response:	Y- you're kidding, right? I can't do that!
context: This way, maybe...\W- wait up!\Say, do you mean there's something like a spaceship here?\Hey, are you listening to me?\You haven't brought me here to this far-flung place...\H- hang on!\Hurry up.\Y- you're kidding, right? I can't do that! response:	Geez...
context: W- wait up!\Say, do you mean there's something like a spaceship here?\Hey, are you listening to me?\You haven't brought me here to this far-flung place...\H- hang on!\Hurry up.\Y- you're kidding, right? I can't do that!\Geez... response:	This thing.
context: Say, do you mean there's something like a spaceship here?\Hey, are you listening to me?\You haven't brought me here to this far-flung place...\H- hang on!\Hurry up.\Y- you're kidding, right? I can't do that!\Geez...\This thing. response:	Is this spaceship?
context: Hey, are you listening to me?\You haven't brought me here to this far-flung place...\H- hang on!\Hurry up.\Y- you're kidding, right? I can't do that!\Geez...\This thing.\Is this spaceship? response:	I- I'll have to examine it...
context: You haven't brought me here to this far-flung place...\H- hang on!\Hurry up.\Y- you're kidding, right? I can't do that!\Geez...\This thing.\Is this spaceship?\I- I'll have to examine it... response:	What is this? It's not metal. Could this be?
context: H- hang on!\Hurry up.\Y- you're kidding, right? I can't do that!\Geez...\This thing.\Is this spaceship?\I- I'll have to examine it...\What is this? It's not metal. Could this be? response:	Hang on, what's going on? Tell me what this is, exactly!
context: Hurry up.\Y- you're kidding, right? I can't do that!\Geez...\This thing.\Is this spaceship?\I- I'll have to examine it...\What is this? It's not metal. Could this be?\Hang on, what's going on? Tell me what this is, exactly! response:	About 100 years ago, Kami- sama told Mister Popo of old times.
context: Y- you're kidding, right? I can't do that!\Geez...\This thing.\Is this spaceship?\I- I'll have to examine it...\What is this? It's not metal. Could this be?\Hang on, what's going on? Tell me what this is, exactly!\About 100 years ago, Kami- sama told Mister Popo of old times. response:	Strange story.
context: Geez...\This thing.\Is this spaceship?\I- I'll have to examine it...\What is this? It's not metal. Could this be?\Hang on, what's going on? Tell me what this is, exactly!\About 100 years ago, Kami- sama told Mister Popo of old times.\Strange story. response:	Kami- sama said lived here in Yunzabit when child. Mister Popo asked him...
context: This thing.\Is this spaceship?\I- I'll have to examine it...\What is this? It's not metal. Could this be?\Hang on, what's going on? Tell me what this is, exactly!\About 100 years ago, Kami- sama told Mister Popo of old times.\Strange story.\Kami- sama said lived here in Yunzabit when child. Mister Popo asked him... response:	Yunzabit remote region. People not live there, so why you there?
context: Is this spaceship?\I- I'll have to examine it...\What is this? It's not metal. Could this be?\Hang on, what's going on? Tell me what this is, exactly!\About 100 years ago, Kami- sama told Mister Popo of old times.\Strange story.\Kami- sama said lived here in Yunzabit when child. Mister Popo asked him...\Yunzabit remote region. People not live there, so why you there? response:	I don't know why I was there. I must have hit my head,
context: I- I'll have to examine it...\What is this? It's not metal. Could this be?\Hang on, what's going on? Tell me what this is, exactly!\About 100 years ago, Kami- sama told Mister Popo of old times.\Strange story.\Kami- sama said lived here in Yunzabit when child. Mister Popo asked him...\Yunzabit remote region. People not live there, so why you there?\I don't know why I was there. I must have hit my head, response:	and lost all of my memories up to that point.
context: What is this? It's not metal. Could this be?\Hang on, what's going on? Tell me what this is, exactly!\About 100 years ago, Kami- sama told Mister Popo of old times.\Strange story.\Kami- sama said lived here in Yunzabit when child. Mister Popo asked him...\Yunzabit remote region. People not live there, so why you there?\I don't know why I was there. I must have hit my head,\and lost all of my memories up to that point. response:	Had no parents?
context: Hang on, what's going on? Tell me what this is, exactly!\About 100 years ago, Kami- sama told Mister Popo of old times.\Strange story.\Kami- sama said lived here in Yunzabit when child. Mister Popo asked him...\Yunzabit remote region. People not live there, so why you there?\I don't know why I was there. I must have hit my head,\and lost all of my memories up to that point.\Had no parents? response:	No, I didn't. All I had was a letter that said they would be coming later.
context: About 100 years ago, Kami- sama told Mister Popo of old times.\Strange story.\Kami- sama said lived here in Yunzabit when child. Mister Popo asked him...\Yunzabit remote region. People not live there, so why you there?\I don't know why I was there. I must have hit my head,\and lost all of my memories up to that point.\Had no parents?\No, I didn't. All I had was a letter that said they would be coming later. response:	What does that mean? I don't see where this story is going.
context: Strange story.\Kami- sama said lived here in Yunzabit when child. Mister Popo asked him...\Yunzabit remote region. People not live there, so why you there?\I don't know why I was there. I must have hit my head,\and lost all of my memories up to that point.\Had no parents?\No, I didn't. All I had was a letter that said they would be coming later.\What does that mean? I don't see where this story is going. response:	Kami- sama as child waited long time for parents. Not knew what happened, but waited.
context: Kami- sama said lived here in Yunzabit when child. Mister Popo asked him...\Yunzabit remote region. People not live there, so why you there?\I don't know why I was there. I must have hit my head,\and lost all of my memories up to that point.\Had no parents?\No, I didn't. All I had was a letter that said they would be coming later.\What does that mean? I don't see where this story is going.\Kami- sama as child waited long time for parents. Not knew what happened, but waited. response:	I had my house there in Yunzabit, after all.
context: Yunzabit remote region. People not live there, so why you there?\I don't know why I was there. I must have hit my head,\and lost all of my memories up to that point.\Had no parents?\No, I didn't. All I had was a letter that said they would be coming later.\What does that mean? I don't see where this story is going.\Kami- sama as child waited long time for parents. Not knew what happened, but waited.\I had my house there in Yunzabit, after all. response:	I trusted that my parents would surely return there.
context: I don't know why I was there. I must have hit my head,\and lost all of my memories up to that point.\Had no parents?\No, I didn't. All I had was a letter that said they would be coming later.\What does that mean? I don't see where this story is going.\Kami- sama as child waited long time for parents. Not knew what happened, but waited.\I had my house there in Yunzabit, after all.\I trusted that my parents would surely return there. response:	However, no matter how long I waited, nobody ever came. It was hard on me.
context: and lost all of my memories up to that point.\Had no parents?\No, I didn't. All I had was a letter that said they would be coming later.\What does that mean? I don't see where this story is going.\Kami- sama as child waited long time for parents. Not knew what happened, but waited.\I had my house there in Yunzabit, after all.\I trusted that my parents would surely return there.\However, no matter how long I waited, nobody ever came. It was hard on me. response:	There was hardly anything there to eat, either. How long did I wait there?
context: Had no parents?\No, I didn't. All I had was a letter that said they would be coming later.\What does that mean? I don't see where this story is going.\Kami- sama as child waited long time for parents. Not knew what happened, but waited.\I had my house there in Yunzabit, after all.\I trusted that my parents would surely return there.\However, no matter how long I waited, nobody ever came. It was hard on me.\There was hardly anything there to eat, either. How long did I wait there? response:	20 years? No, it must have been 30 years.
context: No, I didn't. All I had was a letter that said they would be coming later.\What does that mean? I don't see where this story is going.\Kami- sama as child waited long time for parents. Not knew what happened, but waited.\I had my house there in Yunzabit, after all.\I trusted that my parents would surely return there.\However, no matter how long I waited, nobody ever came. It was hard on me.\There was hardly anything there to eat, either. How long did I wait there?\20 years? No, it must have been 30 years. response:	Finally, I gave up, and, leaving my house behind, I left Yunzabit.
context: What does that mean? I don't see where this story is going.\Kami- sama as child waited long time for parents. Not knew what happened, but waited.\I had my house there in Yunzabit, after all.\I trusted that my parents would surely return there.\However, no matter how long I waited, nobody ever came. It was hard on me.\There was hardly anything there to eat, either. How long did I wait there?\20 years? No, it must have been 30 years.\Finally, I gave up, and, leaving my house behind, I left Yunzabit. response:	Once in a while, I went back to see how it was doing, but there was never any change.
context: Kami- sama as child waited long time for parents. Not knew what happened, but waited.\I had my house there in Yunzabit, after all.\I trusted that my parents would surely return there.\However, no matter how long I waited, nobody ever came. It was hard on me.\There was hardly anything there to eat, either. How long did I wait there?\20 years? No, it must have been 30 years.\Finally, I gave up, and, leaving my house behind, I left Yunzabit.\Once in a while, I went back to see how it was doing, but there was never any change. response:	So, what does that have to do with this?
context: I had my house there in Yunzabit, after all.\I trusted that my parents would surely return there.\However, no matter how long I waited, nobody ever came. It was hard on me.\There was hardly anything there to eat, either. How long did I wait there?\20 years? No, it must have been 30 years.\Finally, I gave up, and, leaving my house behind, I left Yunzabit.\Once in a while, I went back to see how it was doing, but there was never any change.\So, what does that have to do with this? response:	You impatient. Here come point of story.
context: I trusted that my parents would surely return there.\However, no matter how long I waited, nobody ever came. It was hard on me.\There was hardly anything there to eat, either. How long did I wait there?\20 years? No, it must have been 30 years.\Finally, I gave up, and, leaving my house behind, I left Yunzabit.\Once in a while, I went back to see how it was doing, but there was never any change.\So, what does that have to do with this?\You impatient. Here come point of story. response:	But you know, thinking back on it now, it was a strange house.
context: However, no matter how long I waited, nobody ever came. It was hard on me.\There was hardly anything there to eat, either. How long did I wait there?\20 years? No, it must have been 30 years.\Finally, I gave up, and, leaving my house behind, I left Yunzabit.\Once in a while, I went back to see how it was doing, but there was never any change.\So, what does that have to do with this?\You impatient. Here come point of story.\But you know, thinking back on it now, it was a strange house. response:	I didn't realize it until I had learned more about the world,
context: There was hardly anything there to eat, either. How long did I wait there?\20 years? No, it must have been 30 years.\Finally, I gave up, and, leaving my house behind, I left Yunzabit.\Once in a while, I went back to see how it was doing, but there was never any change.\So, what does that have to do with this?\You impatient. Here come point of story.\But you know, thinking back on it now, it was a strange house.\I didn't realize it until I had learned more about the world, response:	but that house was really quite unusual.
context: 20 years? No, it must have been 30 years.\Finally, I gave up, and, leaving my house behind, I left Yunzabit.\Once in a while, I went back to see how it was doing, but there was never any change.\So, what does that have to do with this?\You impatient. Here come point of story.\But you know, thinking back on it now, it was a strange house.\I didn't realize it until I had learned more about the world,\but that house was really quite unusual. response:	It was round, with four legs, and looked almost like an insect.
context: Finally, I gave up, and, leaving my house behind, I left Yunzabit.\Once in a while, I went back to see how it was doing, but there was never any change.\So, what does that have to do with this?\You impatient. Here come point of story.\But you know, thinking back on it now, it was a strange house.\I didn't realize it until I had learned more about the world,\but that house was really quite unusual.\It was round, with four legs, and looked almost like an insect. response:	Its door didn't have any knobs or locks, but would open when a word was spoken to it.
context: Once in a while, I went back to see how it was doing, but there was never any change.\So, what does that have to do with this?\You impatient. Here come point of story.\But you know, thinking back on it now, it was a strange house.\I didn't realize it until I had learned more about the world,\but that house was really quite unusual.\It was round, with four legs, and looked almost like an insect.\Its door didn't have any knobs or locks, but would open when a word was spoken to it. response:	Piccolo.
context: So, what does that have to do with this?\You impatient. Here come point of story.\But you know, thinking back on it now, it was a strange house.\I didn't realize it until I had learned more about the world,\but that house was really quite unusual.\It was round, with four legs, and looked almost like an insect.\Its door didn't have any knobs or locks, but would open when a word was spoken to it.\Piccolo. response:	An entrance!
context: You impatient. Here come point of story.\But you know, thinking back on it now, it was a strange house.\I didn't realize it until I had learned more about the world,\but that house was really quite unusual.\It was round, with four legs, and looked almost like an insect.\Its door didn't have any knobs or locks, but would open when a word was spoken to it.\Piccolo.\An entrance! response:	Get up on there.
context: But you know, thinking back on it now, it was a strange house.\I didn't realize it until I had learned more about the world,\but that house was really quite unusual.\It was round, with four legs, and looked almost like an insect.\Its door didn't have any knobs or locks, but would open when a word was spoken to it.\Piccolo.\An entrance!\Get up on there. response:	This is Kami- sama's house?
context: I didn't realize it until I had learned more about the world,\but that house was really quite unusual.\It was round, with four legs, and looked almost like an insect.\Its door didn't have any knobs or locks, but would open when a word was spoken to it.\Piccolo.\An entrance!\Get up on there.\This is Kami- sama's house? response:	Say again to close.
context: but that house was really quite unusual.\It was round, with four legs, and looked almost like an insect.\Its door didn't have any knobs or locks, but would open when a word was spoken to it.\Piccolo.\An entrance!\Get up on there.\This is Kami- sama's house?\Say again to close. response:	Piccolo.
context: It was round, with four legs, and looked almost like an insect.\Its door didn't have any knobs or locks, but would open when a word was spoken to it.\Piccolo.\An entrance!\Get up on there.\This is Kami- sama's house?\Say again to close.\Piccolo. response:	Look close. This not house, but rather, spaceship?
context: Its door didn't have any knobs or locks, but would open when a word was spoken to it.\Piccolo.\An entrance!\Get up on there.\This is Kami- sama's house?\Say again to close.\Piccolo.\Look close. This not house, but rather, spaceship? response:	That's right! Kami- sama is a Namekian!
context: Piccolo.\An entrance!\Get up on there.\This is Kami- sama's house?\Say again to close.\Piccolo.\Look close. This not house, but rather, spaceship?\That's right! Kami- sama is a Namekian! response:	That Kaio person said that long ago,
context: An entrance!\Get up on there.\This is Kami- sama's house?\Say again to close.\Piccolo.\Look close. This not house, but rather, spaceship?\That's right! Kami- sama is a Namekian!\That Kaio person said that long ago, response:	Planet Namek went through some abnormal weather, and they nearly died out.
context: Get up on there.\This is Kami- sama's house?\Say again to close.\Piccolo.\Look close. This not house, but rather, spaceship?\That's right! Kami- sama is a Namekian!\That Kaio person said that long ago,\Planet Namek went through some abnormal weather, and they nearly died out. response:	Mister Popo also heard Kaio- sama's voice speaking.
context: This is Kami- sama's house?\Say again to close.\Piccolo.\Look close. This not house, but rather, spaceship?\That's right! Kami- sama is a Namekian!\That Kaio person said that long ago,\Planet Namek went through some abnormal weather, and they nearly died out.\Mister Popo also heard Kaio- sama's voice speaking. response:	Then remembered story of this house.
context: Say again to close.\Piccolo.\Look close. This not house, but rather, spaceship?\That's right! Kami- sama is a Namekian!\That Kaio person said that long ago,\Planet Namek went through some abnormal weather, and they nearly died out.\Mister Popo also heard Kaio- sama's voice speaking.\Then remembered story of this house. response:	Thought what if, came here searching, and this here.
context: Piccolo.\Look close. This not house, but rather, spaceship?\That's right! Kami- sama is a Namekian!\That Kaio person said that long ago,\Planet Namek went through some abnormal weather, and they nearly died out.\Mister Popo also heard Kaio- sama's voice speaking.\Then remembered story of this house.\Thought what if, came here searching, and this here. response:	If this really is a spaceship, then your story earlier would indeed be consistent.
context: Look close. This not house, but rather, spaceship?\That's right! Kami- sama is a Namekian!\That Kaio person said that long ago,\Planet Namek went through some abnormal weather, and they nearly died out.\Mister Popo also heard Kaio- sama's voice speaking.\Then remembered story of this house.\Thought what if, came here searching, and this here.\If this really is a spaceship, then your story earlier would indeed be consistent. response:	When Planet Namek had bad time,
context: That's right! Kami- sama is a Namekian!\That Kaio person said that long ago,\Planet Namek went through some abnormal weather, and they nearly died out.\Mister Popo also heard Kaio- sama's voice speaking.\Then remembered story of this house.\Thought what if, came here searching, and this here.\If this really is a spaceship, then your story earlier would indeed be consistent.\When Planet Namek had bad time, response:	Kami- sama's parents put child Kami- sama aboard, sent to Earth.
context: That Kaio person said that long ago,\Planet Namek went through some abnormal weather, and they nearly died out.\Mister Popo also heard Kaio- sama's voice speaking.\Then remembered story of this house.\Thought what if, came here searching, and this here.\If this really is a spaceship, then your story earlier would indeed be consistent.\When Planet Namek had bad time,\Kami- sama's parents put child Kami- sama aboard, sent to Earth. response:	His parents meant to escape afterward, when they were able to,
context: Planet Namek went through some abnormal weather, and they nearly died out.\Mister Popo also heard Kaio- sama's voice speaking.\Then remembered story of this house.\Thought what if, came here searching, and this here.\If this really is a spaceship, then your story earlier would indeed be consistent.\When Planet Namek had bad time,\Kami- sama's parents put child Kami- sama aboard, sent to Earth.\His parents meant to escape afterward, when they were able to, response:	but there was some kind of accident...
context: Mister Popo also heard Kaio- sama's voice speaking.\Then remembered story of this house.\Thought what if, came here searching, and this here.\If this really is a spaceship, then your story earlier would indeed be consistent.\When Planet Namek had bad time,\Kami- sama's parents put child Kami- sama aboard, sent to Earth.\His parents meant to escape afterward, when they were able to,\but there was some kind of accident... response:	which is to say, they died...
context: Then remembered story of this house.\Thought what if, came here searching, and this here.\If this really is a spaceship, then your story earlier would indeed be consistent.\When Planet Namek had bad time,\Kami- sama's parents put child Kami- sama aboard, sent to Earth.\His parents meant to escape afterward, when they were able to,\but there was some kind of accident...\which is to say, they died... response:	That's it! After all, no matter how you look at this thing, it doesn't seem like a house.
context: Thought what if, came here searching, and this here.\If this really is a spaceship, then your story earlier would indeed be consistent.\When Planet Namek had bad time,\Kami- sama's parents put child Kami- sama aboard, sent to Earth.\His parents meant to escape afterward, when they were able to,\but there was some kind of accident...\which is to say, they died...\That's it! After all, no matter how you look at this thing, it doesn't seem like a house. response:	This has to be a spaceship!
context: If this really is a spaceship, then your story earlier would indeed be consistent.\When Planet Namek had bad time,\Kami- sama's parents put child Kami- sama aboard, sent to Earth.\His parents meant to escape afterward, when they were able to,\but there was some kind of accident...\which is to say, they died...\That's it! After all, no matter how you look at this thing, it doesn't seem like a house.\This has to be a spaceship! response:	But even if that's so, can we use it or not?
context: When Planet Namek had bad time,\Kami- sama's parents put child Kami- sama aboard, sent to Earth.\His parents meant to escape afterward, when they were able to,\but there was some kind of accident...\which is to say, they died...\That's it! After all, no matter how you look at this thing, it doesn't seem like a house.\This has to be a spaceship!\But even if that's so, can we use it or not? response:	The door moved, so it has to have power, right?
context: Kami- sama's parents put child Kami- sama aboard, sent to Earth.\His parents meant to escape afterward, when they were able to,\but there was some kind of accident...\which is to say, they died...\That's it! After all, no matter how you look at this thing, it doesn't seem like a house.\This has to be a spaceship!\But even if that's so, can we use it or not?\The door moved, so it has to have power, right? response:	Is this the main switch?
context: His parents meant to escape afterward, when they were able to,\but there was some kind of accident...\which is to say, they died...\That's it! After all, no matter how you look at this thing, it doesn't seem like a house.\This has to be a spaceship!\But even if that's so, can we use it or not?\The door moved, so it has to have power, right?\Is this the main switch? response:	Nope. Well, what about this?
context: but there was some kind of accident...\which is to say, they died...\That's it! After all, no matter how you look at this thing, it doesn't seem like a house.\This has to be a spaceship!\But even if that's so, can we use it or not?\The door moved, so it has to have power, right?\Is this the main switch?\Nope. Well, what about this? response:	It's not this, either.
context: which is to say, they died...\That's it! After all, no matter how you look at this thing, it doesn't seem like a house.\This has to be a spaceship!\But even if that's so, can we use it or not?\The door moved, so it has to have power, right?\Is this the main switch?\Nope. Well, what about this?\It's not this, either. response:	That's odd. I wonder if there's a code number or something.
context: That's it! After all, no matter how you look at this thing, it doesn't seem like a house.\This has to be a spaceship!\But even if that's so, can we use it or not?\The door moved, so it has to have power, right?\Is this the main switch?\Nope. Well, what about this?\It's not this, either.\That's odd. I wonder if there's a code number or something. response:	Sure, that's it. If it worked as easily as that,
context: This has to be a spaceship!\But even if that's so, can we use it or not?\The door moved, so it has to have power, right?\Is this the main switch?\Nope. Well, what about this?\It's not this, either.\That's odd. I wonder if there's a code number or something.\Sure, that's it. If it worked as easily as that, response:	then when Kami- sama was a child, he would have tried pushing them, too.
context: But even if that's so, can we use it or not?\The door moved, so it has to have power, right?\Is this the main switch?\Nope. Well, what about this?\It's not this, either.\That's odd. I wonder if there's a code number or something.\Sure, that's it. If it worked as easily as that,\then when Kami- sama was a child, he would have tried pushing them, too. response:	It looks like this thing doesn't work using switches.
context: The door moved, so it has to have power, right?\Is this the main switch?\Nope. Well, what about this?\It's not this, either.\That's odd. I wonder if there's a code number or something.\Sure, that's it. If it worked as easily as that,\then when Kami- sama was a child, he would have tried pushing them, too.\It looks like this thing doesn't work using switches. response:	I wonder if Bulma- san will really find anything for us.
context: Is this the main switch?\Nope. Well, what about this?\It's not this, either.\That's odd. I wonder if there's a code number or something.\Sure, that's it. If it worked as easily as that,\then when Kami- sama was a child, he would have tried pushing them, too.\It looks like this thing doesn't work using switches.\I wonder if Bulma- san will really find anything for us. response:	All we can do now is pray.
context: Nope. Well, what about this?\It's not this, either.\That's odd. I wonder if there's a code number or something.\Sure, that's it. If it worked as easily as that,\then when Kami- sama was a child, he would have tried pushing them, too.\It looks like this thing doesn't work using switches.\I wonder if Bulma- san will really find anything for us.\All we can do now is pray. response:	We're counting on you, Bulma. This is for everyone.
context: It's not this, either.\That's odd. I wonder if there's a code number or something.\Sure, that's it. If it worked as easily as that,\then when Kami- sama was a child, he would have tried pushing them, too.\It looks like this thing doesn't work using switches.\I wonder if Bulma- san will really find anything for us.\All we can do now is pray.\We're counting on you, Bulma. This is for everyone. response:	I don't get it.
context: That's odd. I wonder if there's a code number or something.\Sure, that's it. If it worked as easily as that,\then when Kami- sama was a child, he would have tried pushing them, too.\It looks like this thing doesn't work using switches.\I wonder if Bulma- san will really find anything for us.\All we can do now is pray.\We're counting on you, Bulma. This is for everyone.\I don't get it. response:	Could it be some kind of sensor?
context: Sure, that's it. If it worked as easily as that,\then when Kami- sama was a child, he would have tried pushing them, too.\It looks like this thing doesn't work using switches.\I wonder if Bulma- san will really find anything for us.\All we can do now is pray.\We're counting on you, Bulma. This is for everyone.\I don't get it.\Could it be some kind of sensor? response:	Voice?
context: then when Kami- sama was a child, he would have tried pushing them, too.\It looks like this thing doesn't work using switches.\I wonder if Bulma- san will really find anything for us.\All we can do now is pray.\We're counting on you, Bulma. This is for everyone.\I don't get it.\Could it be some kind of sensor?\Voice? response:	Yes! Like with the entrance! Words!
context: It looks like this thing doesn't work using switches.\I wonder if Bulma- san will really find anything for us.\All we can do now is pray.\We're counting on you, Bulma. This is for everyone.\I don't get it.\Could it be some kind of sensor?\Voice?\Yes! Like with the entrance! Words! response:	Say what? Piccolo ?
context: I wonder if Bulma- san will really find anything for us.\All we can do now is pray.\We're counting on you, Bulma. This is for everyone.\I don't get it.\Could it be some kind of sensor?\Voice?\Yes! Like with the entrance! Words!\Say what? Piccolo ? response:	Not that! After all, that's the password you use for going in and out.
context: All we can do now is pray.\We're counting on you, Bulma. This is for everyone.\I don't get it.\Could it be some kind of sensor?\Voice?\Yes! Like with the entrance! Words!\Say what? Piccolo ?\Not that! After all, that's the password you use for going in and out. response:	Work! Do you hear me? Fly! Let me see you fly!
context: We're counting on you, Bulma. This is for everyone.\I don't get it.\Could it be some kind of sensor?\Voice?\Yes! Like with the entrance! Words!\Say what? Piccolo ?\Not that! After all, that's the password you use for going in and out.\Work! Do you hear me? Fly! Let me see you fly! response:	It's no use. The language is different. You have to speak Namekian.
context: I don't get it.\Could it be some kind of sensor?\Voice?\Yes! Like with the entrance! Words!\Say what? Piccolo ?\Not that! After all, that's the password you use for going in and out.\Work! Do you hear me? Fly! Let me see you fly!\It's no use. The language is different. You have to speak Namekian. response:	After all, back at that Tenkaichi Tournament,
context: Could it be some kind of sensor?\Voice?\Yes! Like with the entrance! Words!\Say what? Piccolo ?\Not that! After all, that's the password you use for going in and out.\Work! Do you hear me? Fly! Let me see you fly!\It's no use. The language is different. You have to speak Namekian.\After all, back at that Tenkaichi Tournament, response:	Kami- sama and Piccolo spoke in that strange language.
context: Voice?\Yes! Like with the entrance! Words!\Say what? Piccolo ?\Not that! After all, that's the password you use for going in and out.\Work! Do you hear me? Fly! Let me see you fly!\It's no use. The language is different. You have to speak Namekian.\After all, back at that Tenkaichi Tournament,\Kami- sama and Piccolo spoke in that strange language. response:	That must be the Namekian language.
context: Yes! Like with the entrance! Words!\Say what? Piccolo ?\Not that! After all, that's the password you use for going in and out.\Work! Do you hear me? Fly! Let me see you fly!\It's no use. The language is different. You have to speak Namekian.\After all, back at that Tenkaichi Tournament,\Kami- sama and Piccolo spoke in that strange language.\That must be the Namekian language. response:	Supposing that Namekian language, Mister Popo knows those words.
context: Say what? Piccolo ?\Not that! After all, that's the password you use for going in and out.\Work! Do you hear me? Fly! Let me see you fly!\It's no use. The language is different. You have to speak Namekian.\After all, back at that Tenkaichi Tournament,\Kami- sama and Piccolo spoke in that strange language.\That must be the Namekian language.\Supposing that Namekian language, Mister Popo knows those words. response:	Really!?
