context: I have a girlfriend. response:	But then another girl confessed her feelings to me.
context: But it's true that I think you're attractive.\So I want you in my life.\I don't want to turn you down.\But I can't betray my girlfriend!\So if it isn't too outrageous to ask...\Can I date both of you?\Could you come with me to ask my girlfriend?\Eh? response:	I'm sorry this is the only thing I can propose.
context: So I want you in my life.\I don't want to turn you down.\But I can't betray my girlfriend!\So if it isn't too outrageous to ask...\Can I date both of you?\Could you come with me to ask my girlfriend?\Eh?\I'm sorry this is the only thing I can propose. response:	Uh... Um...
context: I don't want to turn you down.\But I can't betray my girlfriend!\So if it isn't too outrageous to ask...\Can I date both of you?\Could you come with me to ask my girlfriend?\Eh?\I'm sorry this is the only thing I can propose.\Uh... Um... response:	Let's go give it a try.
context: But I can't betray my girlfriend!\So if it isn't too outrageous to ask...\Can I date both of you?\Could you come with me to ask my girlfriend?\Eh?\I'm sorry this is the only thing I can propose.\Uh... Um...\Let's go give it a try. response:	Thank you.
context: So if it isn't too outrageous to ask...\Can I date both of you?\Could you come with me to ask my girlfriend?\Eh?\I'm sorry this is the only thing I can propose.\Uh... Um...\Let's go give it a try.\Thank you. response:	All right. Let's go.
context: Can I date both of you?\Could you come with me to ask my girlfriend?\Eh?\I'm sorry this is the only thing I can propose.\Uh... Um...\Let's go give it a try.\Thank you.\All right. Let's go. response:	Club Meet
context: Could you come with me to ask my girlfriend?\Eh?\I'm sorry this is the only thing I can propose.\Uh... Um...\Let's go give it a try.\Thank you.\All right. Let's go.\Club Meet response:	Girlfriend, Girlfriend
context: Eh?\I'm sorry this is the only thing I can propose.\Uh... Um...\Let's go give it a try.\Thank you.\All right. Let's go.\Club Meet\Girlfriend, Girlfriend response:	Go, Sakisaki!
context: I'm sorry this is the only thing I can propose.\Uh... Um...\Let's go give it a try.\Thank you.\All right. Let's go.\Club Meet\Girlfriend, Girlfriend\Go, Sakisaki! response:	Attack!
context: Uh... Um...\Let's go give it a try.\Thank you.\All right. Let's go.\Club Meet\Girlfriend, Girlfriend\Go, Sakisaki!\Attack! response:	Man, I'm beat.
context: Let's go give it a try.\Thank you.\All right. Let's go.\Club Meet\Girlfriend, Girlfriend\Go, Sakisaki!\Attack!\Man, I'm beat. response:	You killed it again, though.
context: Thank you.\All right. Let's go.\Club Meet\Girlfriend, Girlfriend\Go, Sakisaki!\Attack!\Man, I'm beat.\You killed it again, though. response:	Saki-chan!
context: All right. Let's go.\Club Meet\Girlfriend, Girlfriend\Go, Sakisaki!\Attack!\Man, I'm beat.\You killed it again, though.\Saki-chan! response:	Naoya?
context: Club Meet\Girlfriend, Girlfriend\Go, Sakisaki!\Attack!\Man, I'm beat.\You killed it again, though.\Saki-chan!\Naoya? response:	Can I talk to you for a second?
context: Girlfriend, Girlfriend\Go, Sakisaki!\Attack!\Man, I'm beat.\You killed it again, though.\Saki-chan!\Naoya?\Can I talk to you for a second? response:	You two sure are attached at the hip.
context: Go, Sakisaki!\Attack!\Man, I'm beat.\You killed it again, though.\Saki-chan!\Naoya?\Can I talk to you for a second?\You two sure are attached at the hip. response:	Wha... Shino!
context: Attack!\Man, I'm beat.\You killed it again, though.\Saki-chan!\Naoya?\Can I talk to you for a second?\You two sure are attached at the hip.\Wha... Shino! response:	I don't want to get in the way. I'll see you later.
context: Man, I'm beat.\You killed it again, though.\Saki-chan!\Naoya?\Can I talk to you for a second?\You two sure are attached at the hip.\Wha... Shino!\I don't want to get in the way. I'll see you later. response:	What's up? What's the big deal?
context: You killed it again, though.\Saki-chan!\Naoya?\Can I talk to you for a second?\You two sure are attached at the hip.\Wha... Shino!\I don't want to get in the way. I'll see you later.\What's up? What's the big deal? response:	It's about this girl.
context: Saki-chan!\Naoya?\Can I talk to you for a second?\You two sure are attached at the hip.\Wha... Shino!\I don't want to get in the way. I'll see you later.\What's up? What's the big deal?\It's about this girl. response:	N-Nice to meet you.
context: Naoya?\Can I talk to you for a second?\You two sure are attached at the hip.\Wha... Shino!\I don't want to get in the way. I'll see you later.\What's up? What's the big deal?\It's about this girl.\N-Nice to meet you. response:	I'm Minase Nagisa.
context: Can I talk to you for a second?\You two sure are attached at the hip.\Wha... Shino!\I don't want to get in the way. I'll see you later.\What's up? What's the big deal?\It's about this girl.\N-Nice to meet you.\I'm Minase Nagisa. response:	Sh-She's so cute!
context: You two sure are attached at the hip.\Wha... Shino!\I don't want to get in the way. I'll see you later.\What's up? What's the big deal?\It's about this girl.\N-Nice to meet you.\I'm Minase Nagisa.\Sh-She's so cute! response:	Who is this girl? Oh my God, she's so cute!
context: Wha... Shino!\I don't want to get in the way. I'll see you later.\What's up? What's the big deal?\It's about this girl.\N-Nice to meet you.\I'm Minase Nagisa.\Sh-She's so cute!\Who is this girl? Oh my God, she's so cute! response:	Let's go hang out.
context: I don't want to get in the way. I'll see you later.\What's up? What's the big deal?\It's about this girl.\N-Nice to meet you.\I'm Minase Nagisa.\Sh-She's so cute!\Who is this girl? Oh my God, she's so cute!\Let's go hang out. response:	Okay? Can we?
context: What's up? What's the big deal?\It's about this girl.\N-Nice to meet you.\I'm Minase Nagisa.\Sh-She's so cute!\Who is this girl? Oh my God, she's so cute!\Let's go hang out.\Okay? Can we? response:	But there's something important we need to talk about.
context: It's about this girl.\N-Nice to meet you.\I'm Minase Nagisa.\Sh-She's so cute!\Who is this girl? Oh my God, she's so cute!\Let's go hang out.\Okay? Can we?\But there's something important we need to talk about. response:	How are we supposed to talk about anything if we don't even know each other?
context: N-Nice to meet you.\I'm Minase Nagisa.\Sh-She's so cute!\Who is this girl? Oh my God, she's so cute!\Let's go hang out.\Okay? Can we?\But there's something important we need to talk about.\How are we supposed to talk about anything if we don't even know each other? response:	Good point.
context: I'm Minase Nagisa.\Sh-She's so cute!\Who is this girl? Oh my God, she's so cute!\Let's go hang out.\Okay? Can we?\But there's something important we need to talk about.\How are we supposed to talk about anything if we don't even know each other?\Good point. response:	Ta-da!
context: Sh-She's so cute!\Who is this girl? Oh my God, she's so cute!\Let's go hang out.\Okay? Can we?\But there's something important we need to talk about.\How are we supposed to talk about anything if we don't even know each other?\Good point.\Ta-da! response:	Karaoke!
context: Who is this girl? Oh my God, she's so cute!\Let's go hang out.\Okay? Can we?\But there's something important we need to talk about.\How are we supposed to talk about anything if we don't even know each other?\Good point.\Ta-da!\Karaoke! response:	Whoo!
context: Let's go hang out.\Okay? Can we?\But there's something important we need to talk about.\How are we supposed to talk about anything if we don't even know each other?\Good point.\Ta-da!\Karaoke!\Whoo! response:	S-Sorry. I'm not a good singer.
context: Okay? Can we?\But there's something important we need to talk about.\How are we supposed to talk about anything if we don't even know each other?\Good point.\Ta-da!\Karaoke!\Whoo!\S-Sorry. I'm not a good singer. response:	You're so cute when you're embarrassed.
context: But there's something important we need to talk about.\How are we supposed to talk about anything if we don't even know each other?\Good point.\Ta-da!\Karaoke!\Whoo!\S-Sorry. I'm not a good singer.\You're so cute when you're embarrassed. response:	Sports!
context: How are we supposed to talk about anything if we don't even know each other?\Good point.\Ta-da!\Karaoke!\Whoo!\S-Sorry. I'm not a good singer.\You're so cute when you're embarrassed.\Sports! response:	Go!
context: Good point.\Ta-da!\Karaoke!\Whoo!\S-Sorry. I'm not a good singer.\You're so cute when you're embarrassed.\Sports!\Go! response:	Right!
context: Ta-da!\Karaoke!\Whoo!\S-Sorry. I'm not a good singer.\You're so cute when you're embarrassed.\Sports!\Go!\Right! response:	Your underwear's cute, too.
context: Karaoke!\Whoo!\S-Sorry. I'm not a good singer.\You're so cute when you're embarrassed.\Sports!\Go!\Right!\Your underwear's cute, too. response:	Hey!
context: Whoo!\S-Sorry. I'm not a good singer.\You're so cute when you're embarrassed.\Sports!\Go!\Right!\Your underwear's cute, too.\Hey! response:	This is too good!
context: S-Sorry. I'm not a good singer.\You're so cute when you're embarrassed.\Sports!\Go!\Right!\Your underwear's cute, too.\Hey!\This is too good! response:	I want to marry you!
context: You're so cute when you're embarrassed.\Sports!\Go!\Right!\Your underwear's cute, too.\Hey!\This is too good!\I want to marry you! response:	I'm glad it's to your liking.
context: Sports!\Go!\Right!\Your underwear's cute, too.\Hey!\This is too good!\I want to marry you!\I'm glad it's to your liking. response:	Saki-chan, what do you think of Minase-san?
context: Go!\Right!\Your underwear's cute, too.\Hey!\This is too good!\I want to marry you!\I'm glad it's to your liking.\Saki-chan, what do you think of Minase-san? response:	Well...
context: Right!\Your underwear's cute, too.\Hey!\This is too good!\I want to marry you!\I'm glad it's to your liking.\Saki-chan, what do you think of Minase-san?\Well... response:	Honestly, I want to go out with her!
context: Your underwear's cute, too.\Hey!\This is too good!\I want to marry you!\I'm glad it's to your liking.\Saki-chan, what do you think of Minase-san?\Well...\Honestly, I want to go out with her! response:	I know that feeling.
context: Hey!\This is too good!\I want to marry you!\I'm glad it's to your liking.\Saki-chan, what do you think of Minase-san?\Well...\Honestly, I want to go out with her!\I know that feeling. response:	Hold on a minute.
context: This is too good!\I want to marry you!\I'm glad it's to your liking.\Saki-chan, what do you think of Minase-san?\Well...\Honestly, I want to go out with her!\I know that feeling.\Hold on a minute. response:	You have me, Naoya.
context: I want to marry you!\I'm glad it's to your liking.\Saki-chan, what do you think of Minase-san?\Well...\Honestly, I want to go out with her!\I know that feeling.\Hold on a minute.\You have me, Naoya. response:	I do.
context: I'm glad it's to your liking.\Saki-chan, what do you think of Minase-san?\Well...\Honestly, I want to go out with her!\I know that feeling.\Hold on a minute.\You have me, Naoya.\I do. response:	What's wrong?
context: Saki-chan, what do you think of Minase-san?\Well...\Honestly, I want to go out with her!\I know that feeling.\Hold on a minute.\You have me, Naoya.\I do.\What's wrong? response:	So I want to date both of you.
context: Well...\Honestly, I want to go out with her!\I know that feeling.\Hold on a minute.\You have me, Naoya.\I do.\What's wrong?\So I want to date both of you. response:	Huh?
context: Honestly, I want to go out with her!\I know that feeling.\Hold on a minute.\You have me, Naoya.\I do.\What's wrong?\So I want to date both of you.\Huh? response:	Huh? What?
context: I know that feeling.\Hold on a minute.\You have me, Naoya.\I do.\What's wrong?\So I want to date both of you.\Huh?\Huh? What? response:	Both of us?
context: Hold on a minute.\You have me, Naoya.\I do.\What's wrong?\So I want to date both of you.\Huh?\Huh? What?\Both of us? response:	The truth is, Minase-san just confessed to me earlier today.
context: You have me, Naoya.\I do.\What's wrong?\So I want to date both of you.\Huh?\Huh? What?\Both of us?\The truth is, Minase-san just confessed to me earlier today. response:	The more I got to know her, the more attracted I became.
context: I do.\What's wrong?\So I want to date both of you.\Huh?\Huh? What?\Both of us?\The truth is, Minase-san just confessed to me earlier today.\The more I got to know her, the more attracted I became. response:	Honestly, I'm infatuated.
context: What's wrong?\So I want to date both of you.\Huh?\Huh? What?\Both of us?\The truth is, Minase-san just confessed to me earlier today.\The more I got to know her, the more attracted I became.\Honestly, I'm infatuated. response:	I can't...
context: So I want to date both of you.\Huh?\Huh? What?\Both of us?\The truth is, Minase-san just confessed to me earlier today.\The more I got to know her, the more attracted I became.\Honestly, I'm infatuated.\I can't... response:	I can't...
context: Huh?\Huh? What?\Both of us?\The truth is, Minase-san just confessed to me earlier today.\The more I got to know her, the more attracted I became.\Honestly, I'm infatuated.\I can't...\I can't... response:	I can't think of a solution besides going out with both of you!
context: Huh? What?\Both of us?\The truth is, Minase-san just confessed to me earlier today.\The more I got to know her, the more attracted I became.\Honestly, I'm infatuated.\I can't...\I can't...\I can't think of a solution besides going out with both of you! response:	I can't think of a solution besides going out with both of you!
context: Both of us?\The truth is, Minase-san just confessed to me earlier today.\The more I got to know her, the more attracted I became.\Honestly, I'm infatuated.\I can't...\I can't...\I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you! response:	I can't think of a solution besides going out with both of you!
context: The truth is, Minase-san just confessed to me earlier today.\The more I got to know her, the more attracted I became.\Honestly, I'm infatuated.\I can't...\I can't...\I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you! response:	Wha?
context: The more I got to know her, the more attracted I became.\Honestly, I'm infatuated.\I can't...\I can't...\I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you!\Wha? response:	What?
context: Honestly, I'm infatuated.\I can't...\I can't...\I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you!\Wha?\What? response:	What?!
context: I can't...\I can't...\I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you!\Wha?\What?\What?! response:	I don't quite understand.
context: I can't...\I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you!\Wha?\What?\What?!\I don't quite understand. response:	I can't bring myself to date both of you in secret.
context: I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you!\Wha?\What?\What?!\I don't quite understand.\I can't bring myself to date both of you in secret. response:	So with your approval,
context: I can't think of a solution besides going out with both of you!\I can't think of a solution besides going out with both of you!\Wha?\What?\What?!\I don't quite understand.\I can't bring myself to date both of you in secret.\So with your approval, response:	I would like to date both of you, honest and out in the open!
context: I can't think of a solution besides going out with both of you!\Wha?\What?\What?!\I don't quite understand.\I can't bring myself to date both of you in secret.\So with your approval,\I would like to date both of you, honest and out in the open! response:	Did you seriously think I'd say yes?
context: Wha?\What?\What?!\I don't quite understand.\I can't bring myself to date both of you in secret.\So with your approval,\I would like to date both of you, honest and out in the open!\Did you seriously think I'd say yes? response:	I-I want us to discuss this.
context: What?\What?!\I don't quite understand.\I can't bring myself to date both of you in secret.\So with your approval,\I would like to date both of you, honest and out in the open!\Did you seriously think I'd say yes?\I-I want us to discuss this. response:	No way.
context: What?!\I don't quite understand.\I can't bring myself to date both of you in secret.\So with your approval,\I would like to date both of you, honest and out in the open!\Did you seriously think I'd say yes?\I-I want us to discuss this.\No way. response:	I really do feel bad about this.
context: I don't quite understand.\I can't bring myself to date both of you in secret.\So with your approval,\I would like to date both of you, honest and out in the open!\Did you seriously think I'd say yes?\I-I want us to discuss this.\No way.\I really do feel bad about this. response:	Then don't do it!
context: I can't bring myself to date both of you in secret.\So with your approval,\I would like to date both of you, honest and out in the open!\Did you seriously think I'd say yes?\I-I want us to discuss this.\No way.\I really do feel bad about this.\Then don't do it! response:	You have me! Isn't that good enough?!
context: So with your approval,\I would like to date both of you, honest and out in the open!\Did you seriously think I'd say yes?\I-I want us to discuss this.\No way.\I really do feel bad about this.\Then don't do it!\You have me! Isn't that good enough?! response:	It was until yesterday.
context: I would like to date both of you, honest and out in the open!\Did you seriously think I'd say yes?\I-I want us to discuss this.\No way.\I really do feel bad about this.\Then don't do it!\You have me! Isn't that good enough?!\It was until yesterday. response:	I'll kill you.
context: Did you seriously think I'd say yes?\I-I want us to discuss this.\No way.\I really do feel bad about this.\Then don't do it!\You have me! Isn't that good enough?!\It was until yesterday.\I'll kill you. response:	Um...
context: I-I want us to discuss this.\No way.\I really do feel bad about this.\Then don't do it!\You have me! Isn't that good enough?!\It was until yesterday.\I'll kill you.\Um... response:	Can we please avoid violence?
context: No way.\I really do feel bad about this.\Then don't do it!\You have me! Isn't that good enough?!\It was until yesterday.\I'll kill you.\Um...\Can we please avoid violence? response:	But you're okay with cheating?!
context: I really do feel bad about this.\Then don't do it!\You have me! Isn't that good enough?!\It was until yesterday.\I'll kill you.\Um...\Can we please avoid violence?\But you're okay with cheating?! response:	Actually, yeah!
context: Then don't do it!\You have me! Isn't that good enough?!\It was until yesterday.\I'll kill you.\Um...\Can we please avoid violence?\But you're okay with cheating?!\Actually, yeah! response:	How are you even okay with him dating two girls?
context: You have me! Isn't that good enough?!\It was until yesterday.\I'll kill you.\Um...\Can we please avoid violence?\But you're okay with cheating?!\Actually, yeah!\How are you even okay with him dating two girls? response:	W-Well...
context: It was until yesterday.\I'll kill you.\Um...\Can we please avoid violence?\But you're okay with cheating?!\Actually, yeah!\How are you even okay with him dating two girls?\W-Well... response:	I can't imagine Naoya-kun would ever break up with you.
context: I'll kill you.\Um...\Can we please avoid violence?\But you're okay with cheating?!\Actually, yeah!\How are you even okay with him dating two girls?\W-Well...\I can't imagine Naoya-kun would ever break up with you. response:	I'll only be rejected if I don't have him date both of us.
context: Um...\Can we please avoid violence?\But you're okay with cheating?!\Actually, yeah!\How are you even okay with him dating two girls?\W-Well...\I can't imagine Naoya-kun would ever break up with you.\I'll only be rejected if I don't have him date both of us. response:	So I'm okay with it.
context: Can we please avoid violence?\But you're okay with cheating?!\Actually, yeah!\How are you even okay with him dating two girls?\W-Well...\I can't imagine Naoya-kun would ever break up with you.\I'll only be rejected if I don't have him date both of us.\So I'm okay with it. response:	No way!
context: But you're okay with cheating?!\Actually, yeah!\How are you even okay with him dating two girls?\W-Well...\I can't imagine Naoya-kun would ever break up with you.\I'll only be rejected if I don't have him date both of us.\So I'm okay with it.\No way! response:	Are you serious?
context: Actually, yeah!\How are you even okay with him dating two girls?\W-Well...\I can't imagine Naoya-kun would ever break up with you.\I'll only be rejected if I don't have him date both of us.\So I'm okay with it.\No way!\Are you serious? response:	What do you even like so much about him?
context: How are you even okay with him dating two girls?\W-Well...\I can't imagine Naoya-kun would ever break up with you.\I'll only be rejected if I don't have him date both of us.\So I'm okay with it.\No way!\Are you serious?\What do you even like so much about him? response:	Naoya-kun is everything to me right now.
context: W-Well...\I can't imagine Naoya-kun would ever break up with you.\I'll only be rejected if I don't have him date both of us.\So I'm okay with it.\No way!\Are you serious?\What do you even like so much about him?\Naoya-kun is everything to me right now. response:	That much?
context: I can't imagine Naoya-kun would ever break up with you.\I'll only be rejected if I don't have him date both of us.\So I'm okay with it.\No way!\Are you serious?\What do you even like so much about him?\Naoya-kun is everything to me right now.\That much? response:	Saki-san...
context: I'll only be rejected if I don't have him date both of us.\So I'm okay with it.\No way!\Are you serious?\What do you even like so much about him?\Naoya-kun is everything to me right now.\That much?\Saki-san... response:	Please let us both date him.
context: So I'm okay with it.\No way!\Are you serious?\What do you even like so much about him?\Naoya-kun is everything to me right now.\That much?\Saki-san...\Please let us both date him. response:	T-Too cute!
context: No way!\Are you serious?\What do you even like so much about him?\Naoya-kun is everything to me right now.\That much?\Saki-san...\Please let us both date him.\T-Too cute! response:	Please don't look at me like that!
context: Are you serious?\What do you even like so much about him?\Naoya-kun is everything to me right now.\That much?\Saki-san...\Please let us both date him.\T-Too cute!\Please don't look at me like that! response:	One guy for one girl!
context: What do you even like so much about him?\Naoya-kun is everything to me right now.\That much?\Saki-san...\Please let us both date him.\T-Too cute!\Please don't look at me like that!\One guy for one girl! response:	Isn't that common sense?
context: Naoya-kun is everything to me right now.\That much?\Saki-san...\Please let us both date him.\T-Too cute!\Please don't look at me like that!\One guy for one girl!\Isn't that common sense? response:	But it's true that I'm attracted to Minase-san.
context: That much?\Saki-san...\Please let us both date him.\T-Too cute!\Please don't look at me like that!\One guy for one girl!\Isn't that common sense?\But it's true that I'm attracted to Minase-san. response:	So rejecting her and continuing to go out with you
context: Saki-san...\Please let us both date him.\T-Too cute!\Please don't look at me like that!\One guy for one girl!\Isn't that common sense?\But it's true that I'm attracted to Minase-san.\So rejecting her and continuing to go out with you response:	in the name of common sense would be dishonest.
context: Please let us both date him.\T-Too cute!\Please don't look at me like that!\One guy for one girl!\Isn't that common sense?\But it's true that I'm attracted to Minase-san.\So rejecting her and continuing to go out with you\in the name of common sense would be dishonest. response:	Both to myself and to you, Saki-chan.
context: T-Too cute!\Please don't look at me like that!\One guy for one girl!\Isn't that common sense?\But it's true that I'm attracted to Minase-san.\So rejecting her and continuing to go out with you\in the name of common sense would be dishonest.\Both to myself and to you, Saki-chan. response:	Lying and going out with two girls would both leave me with regrets.
context: Please don't look at me like that!\One guy for one girl!\Isn't that common sense?\But it's true that I'm attracted to Minase-san.\So rejecting her and continuing to go out with you\in the name of common sense would be dishonest.\Both to myself and to you, Saki-chan.\Lying and going out with two girls would both leave me with regrets. response:	So I want to be honest to myself and try going out with both of you!
context: One guy for one girl!\Isn't that common sense?\But it's true that I'm attracted to Minase-san.\So rejecting her and continuing to go out with you\in the name of common sense would be dishonest.\Both to myself and to you, Saki-chan.\Lying and going out with two girls would both leave me with regrets.\So I want to be honest to myself and try going out with both of you! response:	No.
context: Isn't that common sense?\But it's true that I'm attracted to Minase-san.\So rejecting her and continuing to go out with you\in the name of common sense would be dishonest.\Both to myself and to you, Saki-chan.\Lying and going out with two girls would both leave me with regrets.\So I want to be honest to myself and try going out with both of you!\No. response:	What might I do to increase the chances that you'll say yes?
context: But it's true that I'm attracted to Minase-san.\So rejecting her and continuing to go out with you\in the name of common sense would be dishonest.\Both to myself and to you, Saki-chan.\Lying and going out with two girls would both leave me with regrets.\So I want to be honest to myself and try going out with both of you!\No.\What might I do to increase the chances that you'll say yes? response:	No means no!
context: So rejecting her and continuing to go out with you\in the name of common sense would be dishonest.\Both to myself and to you, Saki-chan.\Lying and going out with two girls would both leave me with regrets.\So I want to be honest to myself and try going out with both of you!\No.\What might I do to increase the chances that you'll say yes?\No means no! response:	There must be a good solution to this!
context: in the name of common sense would be dishonest.\Both to myself and to you, Saki-chan.\Lying and going out with two girls would both leave me with regrets.\So I want to be honest to myself and try going out with both of you!\No.\What might I do to increase the chances that you'll say yes?\No means no!\There must be a good solution to this! response:	Enough!
context: Both to myself and to you, Saki-chan.\Lying and going out with two girls would both leave me with regrets.\So I want to be honest to myself and try going out with both of you!\No.\What might I do to increase the chances that you'll say yes?\No means no!\There must be a good solution to this!\Enough! response:	I won't spare any effort to make it a success!
context: Lying and going out with two girls would both leave me with regrets.\So I want to be honest to myself and try going out with both of you!\No.\What might I do to increase the chances that you'll say yes?\No means no!\There must be a good solution to this!\Enough!\I won't spare any effort to make it a success! response:	No, thank you!
context: So I want to be honest to myself and try going out with both of you!\No.\What might I do to increase the chances that you'll say yes?\No means no!\There must be a good solution to this!\Enough!\I won't spare any effort to make it a success!\No, thank you! response:	Can we just try it?
context: No.\What might I do to increase the chances that you'll say yes?\No means no!\There must be a good solution to this!\Enough!\I won't spare any effort to make it a success!\No, thank you!\Can we just try it? response:	Oh, for
context: What might I do to increase the chances that you'll say yes?\No means no!\There must be a good solution to this!\Enough!\I won't spare any effort to make it a success!\No, thank you!\Can we just try it?\Oh, for response:	Please!
context: No means no!\There must be a good solution to this!\Enough!\I won't spare any effort to make it a success!\No, thank you!\Can we just try it?\Oh, for\Please! response:	I'll make snacks every day!
context: There must be a good solution to this!\Enough!\I won't spare any effort to make it a success!\No, thank you!\Can we just try it?\Oh, for\Please!\I'll make snacks every day! response:	You'll always have plenty to eat.
context: Enough!\I won't spare any effort to make it a success!\No, thank you!\Can we just try it?\Oh, for\Please!\I'll make snacks every day!\You'll always have plenty to eat. response:	I'll take good care of you, Saki-chan.
context: I won't spare any effort to make it a success!\No, thank you!\Can we just try it?\Oh, for\Please!\I'll make snacks every day!\You'll always have plenty to eat.\I'll take good care of you, Saki-chan. response:	I'll give you 30,000 yen every month.
context: No, thank you!\Can we just try it?\Oh, for\Please!\I'll make snacks every day!\You'll always have plenty to eat.\I'll take good care of you, Saki-chan.\I'll give you 30,000 yen every month. response:	What?!
context: Can we just try it?\Oh, for\Please!\I'll make snacks every day!\You'll always have plenty to eat.\I'll take good care of you, Saki-chan.\I'll give you 30,000 yen every month.\What?! response:	I'll do anything in my power!
context: Oh, for\Please!\I'll make snacks every day!\You'll always have plenty to eat.\I'll take good care of you, Saki-chan.\I'll give you 30,000 yen every month.\What?!\I'll do anything in my power! response:	Why are you stripping?!
context: Please!\I'll make snacks every day!\You'll always have plenty to eat.\I'll take good care of you, Saki-chan.\I'll give you 30,000 yen every month.\What?!\I'll do anything in my power!\Why are you stripping?! response:	I agree that it's selfish of me to want to date two girls.
context: I'll make snacks every day!\You'll always have plenty to eat.\I'll take good care of you, Saki-chan.\I'll give you 30,000 yen every month.\What?!\I'll do anything in my power!\Why are you stripping?!\I agree that it's selfish of me to want to date two girls. response:	I wholly expect you to dump me right here and now.
context: You'll always have plenty to eat.\I'll take good care of you, Saki-chan.\I'll give you 30,000 yen every month.\What?!\I'll do anything in my power!\Why are you stripping?!\I agree that it's selfish of me to want to date two girls.\I wholly expect you to dump me right here and now. response:	Naoya...
context: I'll take good care of you, Saki-chan.\I'll give you 30,000 yen every month.\What?!\I'll do anything in my power!\Why are you stripping?!\I agree that it's selfish of me to want to date two girls.\I wholly expect you to dump me right here and now.\Naoya... response:	And I'm sure Minase-san would prefer if it were just me and her.
context: I'll give you 30,000 yen every month.\What?!\I'll do anything in my power!\Why are you stripping?!\I agree that it's selfish of me to want to date two girls.\I wholly expect you to dump me right here and now.\Naoya...\And I'm sure Minase-san would prefer if it were just me and her. response:	Still, Minase-san, Saki-chan...
context: What?!\I'll do anything in my power!\Why are you stripping?!\I agree that it's selfish of me to want to date two girls.\I wholly expect you to dump me right here and now.\Naoya...\And I'm sure Minase-san would prefer if it were just me and her.\Still, Minase-san, Saki-chan... response:	I promise to make sure that, someday, you'll be glad you both dated me!
context: I'll do anything in my power!\Why are you stripping?!\I agree that it's selfish of me to want to date two girls.\I wholly expect you to dump me right here and now.\Naoya...\And I'm sure Minase-san would prefer if it were just me and her.\Still, Minase-san, Saki-chan...\I promise to make sure that, someday, you'll be glad you both dated me! response:	Naoya-kun...
context: Why are you stripping?!\I agree that it's selfish of me to want to date two girls.\I wholly expect you to dump me right here and now.\Naoya...\And I'm sure Minase-san would prefer if it were just me and her.\Still, Minase-san, Saki-chan...\I promise to make sure that, someday, you'll be glad you both dated me!\Naoya-kun... response:	Oh, hell.
context: I agree that it's selfish of me to want to date two girls.\I wholly expect you to dump me right here and now.\Naoya...\And I'm sure Minase-san would prefer if it were just me and her.\Still, Minase-san, Saki-chan...\I promise to make sure that, someday, you'll be glad you both dated me!\Naoya-kun...\Oh, hell. response:	Why don't you try making me say that, if you really think you can?
context: I wholly expect you to dump me right here and now.\Naoya...\And I'm sure Minase-san would prefer if it were just me and her.\Still, Minase-san, Saki-chan...\I promise to make sure that, someday, you'll be glad you both dated me!\Naoya-kun...\Oh, hell.\Why don't you try making me say that, if you really think you can? response:	Saki-chan...
context: Naoya...\And I'm sure Minase-san would prefer if it were just me and her.\Still, Minase-san, Saki-chan...\I promise to make sure that, someday, you'll be glad you both dated me!\Naoya-kun...\Oh, hell.\Why don't you try making me say that, if you really think you can?\Saki-chan... response:	I don't think you'll ever do it.
context: And I'm sure Minase-san would prefer if it were just me and her.\Still, Minase-san, Saki-chan...\I promise to make sure that, someday, you'll be glad you both dated me!\Naoya-kun...\Oh, hell.\Why don't you try making me say that, if you really think you can?\Saki-chan...\I don't think you'll ever do it. response:	Thank you.
context: Still, Minase-san, Saki-chan...\I promise to make sure that, someday, you'll be glad you both dated me!\Naoya-kun...\Oh, hell.\Why don't you try making me say that, if you really think you can?\Saki-chan...\I don't think you'll ever do it.\Thank you. response:	I'll do my best.
context: I promise to make sure that, someday, you'll be glad you both dated me!\Naoya-kun...\Oh, hell.\Why don't you try making me say that, if you really think you can?\Saki-chan...\I don't think you'll ever do it.\Thank you.\I'll do my best. response:	I already kind of hate you.
context: Naoya-kun...\Oh, hell.\Why don't you try making me say that, if you really think you can?\Saki-chan...\I don't think you'll ever do it.\Thank you.\I'll do my best.\I already kind of hate you. response:	I-I'll do what I can!
context: Oh, hell.\Why don't you try making me say that, if you really think you can?\Saki-chan...\I don't think you'll ever do it.\Thank you.\I'll do my best.\I already kind of hate you.\I-I'll do what I can! response:	Girlfriend, Girlfriend
context: Why don't you try making me say that, if you really think you can?\Saki-chan...\I don't think you'll ever do it.\Thank you.\I'll do my best.\I already kind of hate you.\I-I'll do what I can!\Girlfriend, Girlfriend response:	I... I should have thought this through...
