context: Do you really think he'll chase you forever? response:	Mizu-chin's words keep echoing in my head...
context: I'll work part-time, so don't bother with my allowance.\No.\You need to give your undivided attention to college entrance exams.\I'll come up with the money somehow if there's an emergency.\And it's not like I'll have a rough time straight from the start.\You can't take money from your bank account!\I'll take care of my tuition.\Don't be ridiculous. response:	If you drop out of college because of the extra work, you'll be confusing your priorities.
context: No.\You need to give your undivided attention to college entrance exams.\I'll come up with the money somehow if there's an emergency.\And it's not like I'll have a rough time straight from the start.\You can't take money from your bank account!\I'll take care of my tuition.\Don't be ridiculous.\If you drop out of college because of the extra work, you'll be confusing your priorities. response:	Please... just leave my business to me.
context: You need to give your undivided attention to college entrance exams.\I'll come up with the money somehow if there's an emergency.\And it's not like I'll have a rough time straight from the start.\You can't take money from your bank account!\I'll take care of my tuition.\Don't be ridiculous.\If you drop out of college because of the extra work, you'll be confusing your priorities.\Please... just leave my business to me. response:	You don't have to worry about a thing.
context: I'll come up with the money somehow if there's an emergency.\And it's not like I'll have a rough time straight from the start.\You can't take money from your bank account!\I'll take care of my tuition.\Don't be ridiculous.\If you drop out of college because of the extra work, you'll be confusing your priorities.\Please... just leave my business to me.\You don't have to worry about a thing. response:	I'm already uneasy enough, leaving you here where I can't keep an eye on you.
context: And it's not like I'll have a rough time straight from the start.\You can't take money from your bank account!\I'll take care of my tuition.\Don't be ridiculous.\If you drop out of college because of the extra work, you'll be confusing your priorities.\Please... just leave my business to me.\You don't have to worry about a thing.\I'm already uneasy enough, leaving you here where I can't keep an eye on you. response:	So please don't say things like you'll get a part-time job.
context: You can't take money from your bank account!\I'll take care of my tuition.\Don't be ridiculous.\If you drop out of college because of the extra work, you'll be confusing your priorities.\Please... just leave my business to me.\You don't have to worry about a thing.\I'm already uneasy enough, leaving you here where I can't keep an eye on you.\So please don't say things like you'll get a part-time job. response:	Information for Applicants
context: I'll take care of my tuition.\Don't be ridiculous.\If you drop out of college because of the extra work, you'll be confusing your priorities.\Please... just leave my business to me.\You don't have to worry about a thing.\I'm already uneasy enough, leaving you here where I can't keep an eye on you.\So please don't say things like you'll get a part-time job.\Information for Applicants response:	You'll definitely find a job perfect for you.
context: Don't be ridiculous.\If you drop out of college because of the extra work, you'll be confusing your priorities.\Please... just leave my business to me.\You don't have to worry about a thing.\I'm already uneasy enough, leaving you here where I can't keep an eye on you.\So please don't say things like you'll get a part-time job.\Information for Applicants\You'll definitely find a job perfect for you. response:	Part-Time Information Magazine
context: If you drop out of college because of the extra work, you'll be confusing your priorities.\Please... just leave my business to me.\You don't have to worry about a thing.\I'm already uneasy enough, leaving you here where I can't keep an eye on you.\So please don't say things like you'll get a part-time job.\Information for Applicants\You'll definitely find a job perfect for you.\Part-Time Information Magazine response:	Your mom was against it, wasn't she?
context: Please... just leave my business to me.\You don't have to worry about a thing.\I'm already uneasy enough, leaving you here where I can't keep an eye on you.\So please don't say things like you'll get a part-time job.\Information for Applicants\You'll definitely find a job perfect for you.\Part-Time Information Magazine\Your mom was against it, wasn't she? response:	You should stop this.
context: You don't have to worry about a thing.\I'm already uneasy enough, leaving you here where I can't keep an eye on you.\So please don't say things like you'll get a part-time job.\Information for Applicants\You'll definitely find a job perfect for you.\Part-Time Information Magazine\Your mom was against it, wasn't she?\You should stop this. response:	I understand how you feel, but maybe not worrying her is another way of being a good son?
context: I'm already uneasy enough, leaving you here where I can't keep an eye on you.\So please don't say things like you'll get a part-time job.\Information for Applicants\You'll definitely find a job perfect for you.\Part-Time Information Magazine\Your mom was against it, wasn't she?\You should stop this.\I understand how you feel, but maybe not worrying her is another way of being a good son? response:	Then going where she can keep an eye on me would be considered being a good son, wouldn't it?
context: So please don't say things like you'll get a part-time job.\Information for Applicants\You'll definitely find a job perfect for you.\Part-Time Information Magazine\Your mom was against it, wasn't she?\You should stop this.\I understand how you feel, but maybe not worrying her is another way of being a good son?\Then going where she can keep an eye on me would be considered being a good son, wouldn't it? response:	H-Hey, once December comes around, there's gonna be an opening at my liquor store. We'll need some extra hands...
context: Information for Applicants\You'll definitely find a job perfect for you.\Part-Time Information Magazine\Your mom was against it, wasn't she?\You should stop this.\I understand how you feel, but maybe not worrying her is another way of being a good son?\Then going where she can keep an eye on me would be considered being a good son, wouldn't it?\H-Hey, once December comes around, there's gonna be an opening at my liquor store. We'll need some extra hands... response:	I'll ask my dad for you.
context: You'll definitely find a job perfect for you.\Part-Time Information Magazine\Your mom was against it, wasn't she?\You should stop this.\I understand how you feel, but maybe not worrying her is another way of being a good son?\Then going where she can keep an eye on me would be considered being a good son, wouldn't it?\H-Hey, once December comes around, there's gonna be an opening at my liquor store. We'll need some extra hands...\I'll ask my dad for you. response:	He might even increase your hourly wage.
context: Part-Time Information Magazine\Your mom was against it, wasn't she?\You should stop this.\I understand how you feel, but maybe not worrying her is another way of being a good son?\Then going where she can keep an eye on me would be considered being a good son, wouldn't it?\H-Hey, once December comes around, there's gonna be an opening at my liquor store. We'll need some extra hands...\I'll ask my dad for you.\He might even increase your hourly wage. response:	How... about it?
context: Your mom was against it, wasn't she?\You should stop this.\I understand how you feel, but maybe not worrying her is another way of being a good son?\Then going where she can keep an eye on me would be considered being a good son, wouldn't it?\H-Hey, once December comes around, there's gonna be an opening at my liquor store. We'll need some extra hands...\I'll ask my dad for you.\He might even increase your hourly wage.\How... about it? response:	Hey, don't tell me you plan on...
context: You should stop this.\I understand how you feel, but maybe not worrying her is another way of being a good son?\Then going where she can keep an eye on me would be considered being a good son, wouldn't it?\H-Hey, once December comes around, there's gonna be an opening at my liquor store. We'll need some extra hands...\I'll ask my dad for you.\He might even increase your hourly wage.\How... about it?\Hey, don't tell me you plan on... response:	Hey, wait up, Moto! Hey!
context: I understand how you feel, but maybe not worrying her is another way of being a good son?\Then going where she can keep an eye on me would be considered being a good son, wouldn't it?\H-Hey, once December comes around, there's gonna be an opening at my liquor store. We'll need some extra hands...\I'll ask my dad for you.\He might even increase your hourly wage.\How... about it?\Hey, don't tell me you plan on...\Hey, wait up, Moto! Hey! response:	Are you actually thinking of going with your mom?!
context: Then going where she can keep an eye on me would be considered being a good son, wouldn't it?\H-Hey, once December comes around, there's gonna be an opening at my liquor store. We'll need some extra hands...\I'll ask my dad for you.\He might even increase your hourly wage.\How... about it?\Hey, don't tell me you plan on...\Hey, wait up, Moto! Hey!\Are you actually thinking of going with your mom?! response:	Didn't you say you couldn't leave Takahashi behind the other day?!
context: H-Hey, once December comes around, there's gonna be an opening at my liquor store. We'll need some extra hands...\I'll ask my dad for you.\He might even increase your hourly wage.\How... about it?\Hey, don't tell me you plan on...\Hey, wait up, Moto! Hey!\Are you actually thinking of going with your mom?!\Didn't you say you couldn't leave Takahashi behind the other day?! response:	Of course I will.
context: I'll ask my dad for you.\He might even increase your hourly wage.\How... about it?\Hey, don't tell me you plan on...\Hey, wait up, Moto! Hey!\Are you actually thinking of going with your mom?!\Didn't you say you couldn't leave Takahashi behind the other day?!\Of course I will. response:	Why do I have to keep giving you those chances right before my eyes?
context: He might even increase your hourly wage.\How... about it?\Hey, don't tell me you plan on...\Hey, wait up, Moto! Hey!\Are you actually thinking of going with your mom?!\Didn't you say you couldn't leave Takahashi behind the other day?!\Of course I will.\Why do I have to keep giving you those chances right before my eyes? response:	There's so much confusion right now...
context: How... about it?\Hey, don't tell me you plan on...\Hey, wait up, Moto! Hey!\Are you actually thinking of going with your mom?!\Didn't you say you couldn't leave Takahashi behind the other day?!\Of course I will.\Why do I have to keep giving you those chances right before my eyes?\There's so much confusion right now... response:	With women, if you're not by their sides, you don't know where they'll go running off to.
context: Hey, don't tell me you plan on...\Hey, wait up, Moto! Hey!\Are you actually thinking of going with your mom?!\Didn't you say you couldn't leave Takahashi behind the other day?!\Of course I will.\Why do I have to keep giving you those chances right before my eyes?\There's so much confusion right now...\With women, if you're not by their sides, you don't know where they'll go running off to. response:	I've had enough of this regret.
context: Hey, wait up, Moto! Hey!\Are you actually thinking of going with your mom?!\Didn't you say you couldn't leave Takahashi behind the other day?!\Of course I will.\Why do I have to keep giving you those chances right before my eyes?\There's so much confusion right now...\With women, if you're not by their sides, you don't know where they'll go running off to.\I've had enough of this regret. response:	He's lying. He's definitely lying!
context: Are you actually thinking of going with your mom?!\Didn't you say you couldn't leave Takahashi behind the other day?!\Of course I will.\Why do I have to keep giving you those chances right before my eyes?\There's so much confusion right now...\With women, if you're not by their sides, you don't know where they'll go running off to.\I've had enough of this regret.\He's lying. He's definitely lying! response:	He's definitely lost.
context: Didn't you say you couldn't leave Takahashi behind the other day?!\Of course I will.\Why do I have to keep giving you those chances right before my eyes?\There's so much confusion right now...\With women, if you're not by their sides, you don't know where they'll go running off to.\I've had enough of this regret.\He's lying. He's definitely lying!\He's definitely lost. response:	Isn't it fine? If he wants to go, let him go.
context: Of course I will.\Why do I have to keep giving you those chances right before my eyes?\There's so much confusion right now...\With women, if you're not by their sides, you don't know where they'll go running off to.\I've had enough of this regret.\He's lying. He's definitely lying!\He's definitely lost.\Isn't it fine? If he wants to go, let him go. response:	Why do you have to butt in?
context: Why do I have to keep giving you those chances right before my eyes?\There's so much confusion right now...\With women, if you're not by their sides, you don't know where they'll go running off to.\I've had enough of this regret.\He's lying. He's definitely lying!\He's definitely lost.\Isn't it fine? If he wants to go, let him go.\Why do you have to butt in? response:	What's up with you? That's pretty cold.
context: There's so much confusion right now...\With women, if you're not by their sides, you don't know where they'll go running off to.\I've had enough of this regret.\He's lying. He's definitely lying!\He's definitely lost.\Isn't it fine? If he wants to go, let him go.\Why do you have to butt in?\What's up with you? That's pretty cold. response:	How can you say that when you always worked him to the bone as a kid...
context: With women, if you're not by their sides, you don't know where they'll go running off to.\I've had enough of this regret.\He's lying. He's definitely lying!\He's definitely lost.\Isn't it fine? If he wants to go, let him go.\Why do you have to butt in?\What's up with you? That's pretty cold.\How can you say that when you always worked him to the bone as a kid... response:	Pushing him around, making him your little servant, making him give you massages...
context: I've had enough of this regret.\He's lying. He's definitely lying!\He's definitely lost.\Isn't it fine? If he wants to go, let him go.\Why do you have to butt in?\What's up with you? That's pretty cold.\How can you say that when you always worked him to the bone as a kid...\Pushing him around, making him your little servant, making him give you massages... response:	I can't believe you.
context: He's lying. He's definitely lying!\He's definitely lost.\Isn't it fine? If he wants to go, let him go.\Why do you have to butt in?\What's up with you? That's pretty cold.\How can you say that when you always worked him to the bone as a kid...\Pushing him around, making him your little servant, making him give you massages...\I can't believe you. response:	He was the one who wanted to massage me, so I let him.
context: He's definitely lost.\Isn't it fine? If he wants to go, let him go.\Why do you have to butt in?\What's up with you? That's pretty cold.\How can you say that when you always worked him to the bone as a kid...\Pushing him around, making him your little servant, making him give you massages...\I can't believe you.\He was the one who wanted to massage me, so I let him. response:	Yeah, I know. He told me you tricked him into doing it, though.
context: Isn't it fine? If he wants to go, let him go.\Why do you have to butt in?\What's up with you? That's pretty cold.\How can you say that when you always worked him to the bone as a kid...\Pushing him around, making him your little servant, making him give you massages...\I can't believe you.\He was the one who wanted to massage me, so I let him.\Yeah, I know. He told me you tricked him into doing it, though. response:	What a moron. I wonder what he was expecting?
context: Why do you have to butt in?\What's up with you? That's pretty cold.\How can you say that when you always worked him to the bone as a kid...\Pushing him around, making him your little servant, making him give you massages...\I can't believe you.\He was the one who wanted to massage me, so I let him.\Yeah, I know. He told me you tricked him into doing it, though.\What a moron. I wonder what he was expecting? response:	He sure is a moron. Though I can sorta understand how he felt.
context: What's up with you? That's pretty cold.\How can you say that when you always worked him to the bone as a kid...\Pushing him around, making him your little servant, making him give you massages...\I can't believe you.\He was the one who wanted to massage me, so I let him.\Yeah, I know. He told me you tricked him into doing it, though.\What a moron. I wonder what he was expecting?\He sure is a moron. Though I can sorta understand how he felt. response:	Anyway, putting that aside...
context: How can you say that when you always worked him to the bone as a kid...\Pushing him around, making him your little servant, making him give you massages...\I can't believe you.\He was the one who wanted to massage me, so I let him.\Yeah, I know. He told me you tricked him into doing it, though.\What a moron. I wonder what he was expecting?\He sure is a moron. Though I can sorta understand how he felt.\Anyway, putting that aside... response:	The one I don't understand the most is you.
context: Pushing him around, making him your little servant, making him give you massages...\I can't believe you.\He was the one who wanted to massage me, so I let him.\Yeah, I know. He told me you tricked him into doing it, though.\What a moron. I wonder what he was expecting?\He sure is a moron. Though I can sorta understand how he felt.\Anyway, putting that aside...\The one I don't understand the most is you. response:	If Moto leaves, isn't it your chance to make her yours once and for all?
context: I can't believe you.\He was the one who wanted to massage me, so I let him.\Yeah, I know. He told me you tricked him into doing it, though.\What a moron. I wonder what he was expecting?\He sure is a moron. Though I can sorta understand how he felt.\Anyway, putting that aside...\The one I don't understand the most is you.\If Moto leaves, isn't it your chance to make her yours once and for all? response:	Have you forgotten that he's your rival?
context: He was the one who wanted to massage me, so I let him.\Yeah, I know. He told me you tricked him into doing it, though.\What a moron. I wonder what he was expecting?\He sure is a moron. Though I can sorta understand how he felt.\Anyway, putting that aside...\The one I don't understand the most is you.\If Moto leaves, isn't it your chance to make her yours once and for all?\Have you forgotten that he's your rival? response:	I don't want Takahashi if it's going to be like this.
context: Yeah, I know. He told me you tricked him into doing it, though.\What a moron. I wonder what he was expecting?\He sure is a moron. Though I can sorta understand how he felt.\Anyway, putting that aside...\The one I don't understand the most is you.\If Moto leaves, isn't it your chance to make her yours once and for all?\Have you forgotten that he's your rival?\I don't want Takahashi if it's going to be like this. response:	I don't want her to come to me because he's no good for her...
context: What a moron. I wonder what he was expecting?\He sure is a moron. Though I can sorta understand how he felt.\Anyway, putting that aside...\The one I don't understand the most is you.\If Moto leaves, isn't it your chance to make her yours once and for all?\Have you forgotten that he's your rival?\I don't want Takahashi if it's going to be like this.\I don't want her to come to me because he's no good for her... response:	And I don't want her to come to me because she's lonely...
context: He sure is a moron. Though I can sorta understand how he felt.\Anyway, putting that aside...\The one I don't understand the most is you.\If Moto leaves, isn't it your chance to make her yours once and for all?\Have you forgotten that he's your rival?\I don't want Takahashi if it's going to be like this.\I don't want her to come to me because he's no good for her...\And I don't want her to come to me because she's lonely... response:	I want Takahashi to say that I'm the one meant for her.
context: Anyway, putting that aside...\The one I don't understand the most is you.\If Moto leaves, isn't it your chance to make her yours once and for all?\Have you forgotten that he's your rival?\I don't want Takahashi if it's going to be like this.\I don't want her to come to me because he's no good for her...\And I don't want her to come to me because she's lonely...\I want Takahashi to say that I'm the one meant for her. response:	What's going on in here?
context: The one I don't understand the most is you.\If Moto leaves, isn't it your chance to make her yours once and for all?\Have you forgotten that he's your rival?\I don't want Takahashi if it's going to be like this.\I don't want her to come to me because he's no good for her...\And I don't want her to come to me because she's lonely...\I want Takahashi to say that I'm the one meant for her.\What's going on in here? response:	It looks like Moto's headed to Tokyo.
context: If Moto leaves, isn't it your chance to make her yours once and for all?\Have you forgotten that he's your rival?\I don't want Takahashi if it's going to be like this.\I don't want her to come to me because he's no good for her...\And I don't want her to come to me because she's lonely...\I want Takahashi to say that I'm the one meant for her.\What's going on in here?\It looks like Moto's headed to Tokyo. response:	Hey, don't go deciding that all by yourself.
context: Have you forgotten that he's your rival?\I don't want Takahashi if it's going to be like this.\I don't want her to come to me because he's no good for her...\And I don't want her to come to me because she's lonely...\I want Takahashi to say that I'm the one meant for her.\What's going on in here?\It looks like Moto's headed to Tokyo.\Hey, don't go deciding that all by yourself. response:	Oh, my. So she is, after all.
context: I don't want Takahashi if it's going to be like this.\I don't want her to come to me because he's no good for her...\And I don't want her to come to me because she's lonely...\I want Takahashi to say that I'm the one meant for her.\What's going on in here?\It looks like Moto's headed to Tokyo.\Hey, don't go deciding that all by yourself.\Oh, my. So she is, after all. response:	Ayaka, would you put on some tea for me?
context: I don't want her to come to me because he's no good for her...\And I don't want her to come to me because she's lonely...\I want Takahashi to say that I'm the one meant for her.\What's going on in here?\It looks like Moto's headed to Tokyo.\Hey, don't go deciding that all by yourself.\Oh, my. So she is, after all.\Ayaka, would you put on some tea for me? response:	What do you mean, so she is?
context: And I don't want her to come to me because she's lonely...\I want Takahashi to say that I'm the one meant for her.\What's going on in here?\It looks like Moto's headed to Tokyo.\Hey, don't go deciding that all by yourself.\Oh, my. So she is, after all.\Ayaka, would you put on some tea for me?\What do you mean, so she is? response:	You know...
context: I want Takahashi to say that I'm the one meant for her.\What's going on in here?\It looks like Moto's headed to Tokyo.\Hey, don't go deciding that all by yourself.\Oh, my. So she is, after all.\Ayaka, would you put on some tea for me?\What do you mean, so she is?\You know... response:	That boy's mother always looks so flighty and up in the air.
context: What's going on in here?\It looks like Moto's headed to Tokyo.\Hey, don't go deciding that all by yourself.\Oh, my. So she is, after all.\Ayaka, would you put on some tea for me?\What do you mean, so she is?\You know...\That boy's mother always looks so flighty and up in the air. response:	It's like she doesn't have her feet on the ground.
context: It looks like Moto's headed to Tokyo.\Hey, don't go deciding that all by yourself.\Oh, my. So she is, after all.\Ayaka, would you put on some tea for me?\What do you mean, so she is?\You know...\That boy's mother always looks so flighty and up in the air.\It's like she doesn't have her feet on the ground. response:	Or like she became an adult while still being a girl on the inside.
context: Hey, don't go deciding that all by yourself.\Oh, my. So she is, after all.\Ayaka, would you put on some tea for me?\What do you mean, so she is?\You know...\That boy's mother always looks so flighty and up in the air.\It's like she doesn't have her feet on the ground.\Or like she became an adult while still being a girl on the inside. response:	Though in a way, I'm kind of jealous.
context: Oh, my. So she is, after all.\Ayaka, would you put on some tea for me?\What do you mean, so she is?\You know...\That boy's mother always looks so flighty and up in the air.\It's like she doesn't have her feet on the ground.\Or like she became an adult while still being a girl on the inside.\Though in a way, I'm kind of jealous. response:	Thanks.
context: Ayaka, would you put on some tea for me?\What do you mean, so she is?\You know...\That boy's mother always looks so flighty and up in the air.\It's like she doesn't have her feet on the ground.\Or like she became an adult while still being a girl on the inside.\Though in a way, I'm kind of jealous.\Thanks. response:	Though Moto's kept a pretty firm grip on himself, don't you think?
context: What do you mean, so she is?\You know...\That boy's mother always looks so flighty and up in the air.\It's like she doesn't have her feet on the ground.\Or like she became an adult while still being a girl on the inside.\Though in a way, I'm kind of jealous.\Thanks.\Though Moto's kept a pretty firm grip on himself, don't you think? response:	Yes... but that's a pretty common pattern, where the child becomes much more steady if the parents are unstable.
context: You know...\That boy's mother always looks so flighty and up in the air.\It's like she doesn't have her feet on the ground.\Or like she became an adult while still being a girl on the inside.\Though in a way, I'm kind of jealous.\Thanks.\Though Moto's kept a pretty firm grip on himself, don't you think?\Yes... but that's a pretty common pattern, where the child becomes much more steady if the parents are unstable. response:	From what I hear, Moto's mom is supposedly a lot like that type of girl...
context: That boy's mother always looks so flighty and up in the air.\It's like she doesn't have her feet on the ground.\Or like she became an adult while still being a girl on the inside.\Though in a way, I'm kind of jealous.\Thanks.\Though Moto's kept a pretty firm grip on himself, don't you think?\Yes... but that's a pretty common pattern, where the child becomes much more steady if the parents are unstable.\From what I hear, Moto's mom is supposedly a lot like that type of girl... response:	That type?
context: It's like she doesn't have her feet on the ground.\Or like she became an adult while still being a girl on the inside.\Though in a way, I'm kind of jealous.\Thanks.\Though Moto's kept a pretty firm grip on himself, don't you think?\Yes... but that's a pretty common pattern, where the child becomes much more steady if the parents are unstable.\From what I hear, Moto's mom is supposedly a lot like that type of girl...\That type? response:	What type?
context: Or like she became an adult while still being a girl on the inside.\Though in a way, I'm kind of jealous.\Thanks.\Though Moto's kept a pretty firm grip on himself, don't you think?\Yes... but that's a pretty common pattern, where the child becomes much more steady if the parents are unstable.\From what I hear, Moto's mom is supposedly a lot like that type of girl...\That type?\What type? response:	Like his dead girlfriend.
context: Though in a way, I'm kind of jealous.\Thanks.\Though Moto's kept a pretty firm grip on himself, don't you think?\Yes... but that's a pretty common pattern, where the child becomes much more steady if the parents are unstable.\From what I hear, Moto's mom is supposedly a lot like that type of girl...\That type?\What type?\Like his dead girlfriend. response:	With women, if you're not by their sides, you don't know where they'll go running off to.
context: Thanks.\Though Moto's kept a pretty firm grip on himself, don't you think?\Yes... but that's a pretty common pattern, where the child becomes much more steady if the parents are unstable.\From what I hear, Moto's mom is supposedly a lot like that type of girl...\That type?\What type?\Like his dead girlfriend.\With women, if you're not by their sides, you don't know where they'll go running off to. response:	This is bad... he seriously...
context: Though Moto's kept a pretty firm grip on himself, don't you think?\Yes... but that's a pretty common pattern, where the child becomes much more steady if the parents are unstable.\From what I hear, Moto's mom is supposedly a lot like that type of girl...\That type?\What type?\Like his dead girlfriend.\With women, if you're not by their sides, you don't know where they'll go running off to.\This is bad... he seriously... response:	Takeuchi-kun?
context: Yes... but that's a pretty common pattern, where the child becomes much more steady if the parents are unstable.\From what I hear, Moto's mom is supposedly a lot like that type of girl...\That type?\What type?\Like his dead girlfriend.\With women, if you're not by their sides, you don't know where they'll go running off to.\This is bad... he seriously...\Takeuchi-kun? response:	What's the matter? It's cold out, so come inside.
context: From what I hear, Moto's mom is supposedly a lot like that type of girl...\That type?\What type?\Like his dead girlfriend.\With women, if you're not by their sides, you don't know where they'll go running off to.\This is bad... he seriously...\Takeuchi-kun?\What's the matter? It's cold out, so come inside. response:	Hurry and make up with him! Stop him from going to Tokyo!
context: That type?\What type?\Like his dead girlfriend.\With women, if you're not by their sides, you don't know where they'll go running off to.\This is bad... he seriously...\Takeuchi-kun?\What's the matter? It's cold out, so come inside.\Hurry and make up with him! Stop him from going to Tokyo! response:	Huh? Tokyo...?
context: What type?\Like his dead girlfriend.\With women, if you're not by their sides, you don't know where they'll go running off to.\This is bad... he seriously...\Takeuchi-kun?\What's the matter? It's cold out, so come inside.\Hurry and make up with him! Stop him from going to Tokyo!\Huh? Tokyo...? response:	This isn't the time to be anxious!
context: Like his dead girlfriend.\With women, if you're not by their sides, you don't know where they'll go running off to.\This is bad... he seriously...\Takeuchi-kun?\What's the matter? It's cold out, so come inside.\Hurry and make up with him! Stop him from going to Tokyo!\Huh? Tokyo...?\This isn't the time to be anxious! response:	What's up with saying, if we split up, things will fall apart?
context: With women, if you're not by their sides, you don't know where they'll go running off to.\This is bad... he seriously...\Takeuchi-kun?\What's the matter? It's cold out, so come inside.\Hurry and make up with him! Stop him from going to Tokyo!\Huh? Tokyo...?\This isn't the time to be anxious!\What's up with saying, if we split up, things will fall apart? response:	Don't say insubstantial crap like that!
context: This is bad... he seriously...\Takeuchi-kun?\What's the matter? It's cold out, so come inside.\Hurry and make up with him! Stop him from going to Tokyo!\Huh? Tokyo...?\This isn't the time to be anxious!\What's up with saying, if we split up, things will fall apart?\Don't say insubstantial crap like that! response:	It's up to you if you want things to fall apart, but going about it this way is just wrong!
context: Takeuchi-kun?\What's the matter? It's cold out, so come inside.\Hurry and make up with him! Stop him from going to Tokyo!\Huh? Tokyo...?\This isn't the time to be anxious!\What's up with saying, if we split up, things will fall apart?\Don't say insubstantial crap like that!\It's up to you if you want things to fall apart, but going about it this way is just wrong! response:	Anyway, hurry up and talk to him!
context: What's the matter? It's cold out, so come inside.\Hurry and make up with him! Stop him from going to Tokyo!\Huh? Tokyo...?\This isn't the time to be anxious!\What's up with saying, if we split up, things will fall apart?\Don't say insubstantial crap like that!\It's up to you if you want things to fall apart, but going about it this way is just wrong!\Anyway, hurry up and talk to him! response:	Yano's... going to leave?
context: Hurry and make up with him! Stop him from going to Tokyo!\Huh? Tokyo...?\This isn't the time to be anxious!\What's up with saying, if we split up, things will fall apart?\Don't say insubstantial crap like that!\It's up to you if you want things to fall apart, but going about it this way is just wrong!\Anyway, hurry up and talk to him!\Yano's... going to leave? response:	College Selection Questionnaire
context: Huh? Tokyo...?\This isn't the time to be anxious!\What's up with saying, if we split up, things will fall apart?\Don't say insubstantial crap like that!\It's up to you if you want things to fall apart, but going about it this way is just wrong!\Anyway, hurry up and talk to him!\Yano's... going to leave?\College Selection Questionnaire response:	College Name
context: This isn't the time to be anxious!\What's up with saying, if we split up, things will fall apart?\Don't say insubstantial crap like that!\It's up to you if you want things to fall apart, but going about it this way is just wrong!\Anyway, hurry up and talk to him!\Yano's... going to leave?\College Selection Questionnaire\College Name response:	Field of Study
context: What's up with saying, if we split up, things will fall apart?\Don't say insubstantial crap like that!\It's up to you if you want things to fall apart, but going about it this way is just wrong!\Anyway, hurry up and talk to him!\Yano's... going to leave?\College Selection Questionnaire\College Name\Field of Study response:	1st Choice
context: Don't say insubstantial crap like that!\It's up to you if you want things to fall apart, but going about it this way is just wrong!\Anyway, hurry up and talk to him!\Yano's... going to leave?\College Selection Questionnaire\College Name\Field of Study\1st Choice response:	2nd Choice
context: It's up to you if you want things to fall apart, but going about it this way is just wrong!\Anyway, hurry up and talk to him!\Yano's... going to leave?\College Selection Questionnaire\College Name\Field of Study\1st Choice\2nd Choice response:	Year 2, Class 7 Takahashi Nanami
context: Anyway, hurry up and talk to him!\Yano's... going to leave?\College Selection Questionnaire\College Name\Field of Study\1st Choice\2nd Choice\Year 2, Class 7 Takahashi Nanami response:	Year 2, Class 7 Takahashi Nanami
context: Yano's... going to leave?\College Selection Questionnaire\College Name\Field of Study\1st Choice\2nd Choice\Year 2, Class 7 Takahashi Nanami\Year 2, Class 7 Takahashi Nanami response:	I didn't notice at all that Yano was going through so much right now...
context: College Selection Questionnaire\College Name\Field of Study\1st Choice\2nd Choice\Year 2, Class 7 Takahashi Nanami\Year 2, Class 7 Takahashi Nanami\I didn't notice at all that Yano was going through so much right now... response:	Nana, have you written down your choices yet?
context: College Name\Field of Study\1st Choice\2nd Choice\Year 2, Class 7 Takahashi Nanami\Year 2, Class 7 Takahashi Nanami\I didn't notice at all that Yano was going through so much right now...\Nana, have you written down your choices yet? response:	Ah, yeah...
context: Field of Study\1st Choice\2nd Choice\Year 2, Class 7 Takahashi Nanami\Year 2, Class 7 Takahashi Nanami\I didn't notice at all that Yano was going through so much right now...\Nana, have you written down your choices yet?\Ah, yeah... response:	But...
context: 1st Choice\2nd Choice\Year 2, Class 7 Takahashi Nanami\Year 2, Class 7 Takahashi Nanami\I didn't notice at all that Yano was going through so much right now...\Nana, have you written down your choices yet?\Ah, yeah...\But... response:	Let me see, let me see!
context: 2nd Choice\Year 2, Class 7 Takahashi Nanami\Year 2, Class 7 Takahashi Nanami\I didn't notice at all that Yano was going through so much right now...\Nana, have you written down your choices yet?\Ah, yeah...\But...\Let me see, let me see! response:	Questionnaire
context: Year 2, Class 7 Takahashi Nanami\Year 2, Class 7 Takahashi Nanami\I didn't notice at all that Yano was going through so much right now...\Nana, have you written down your choices yet?\Ah, yeah...\But...\Let me see, let me see!\Questionnaire response:	Field of Study
context: Year 2, Class 7 Takahashi Nanami\I didn't notice at all that Yano was going through so much right now...\Nana, have you written down your choices yet?\Ah, yeah...\But...\Let me see, let me see!\Questionnaire\Field of Study response:	College Name
context: I didn't notice at all that Yano was going through so much right now...\Nana, have you written down your choices yet?\Ah, yeah...\But...\Let me see, let me see!\Questionnaire\Field of Study\College Name response:	Year 2, Class 7
context: Nana, have you written down your choices yet?\Ah, yeah...\But...\Let me see, let me see!\Questionnaire\Field of Study\College Name\Year 2, Class 7 response:	K University
context: Ah, yeah...\But...\Let me see, let me see!\Questionnaire\Field of Study\College Name\Year 2, Class 7\K University response:	Economics
context: But...\Let me see, let me see!\Questionnaire\Field of Study\College Name\Year 2, Class 7\K University\Economics response:	Yano Motoharu
context: Let me see, let me see!\Questionnaire\Field of Study\College Name\Year 2, Class 7\K University\Economics\Yano Motoharu response:	K University? What's your second choice?
context: Questionnaire\Field of Study\College Name\Year 2, Class 7\K University\Economics\Yano Motoharu\K University? What's your second choice? response:	I don't have one. I don't plan on going anywhere else.
context: Field of Study\College Name\Year 2, Class 7\K University\Economics\Yano Motoharu\K University? What's your second choice?\I don't have one. I don't plan on going anywhere else. response:	You're pretty set on that.
context: College Name\Year 2, Class 7\K University\Economics\Yano Motoharu\K University? What's your second choice?\I don't have one. I don't plan on going anywhere else.\You're pretty set on that. response:	What if you don't get accepted?
