context: Nana! response:	I thought I might find you here.
context: No, Shoji! It's dangerous!\No need to worry!\Why's that?\You said a moment ago that you lost interest in me, right?\I need to regain that trust that I lost!\For the sake of our friendship! Good night!\Shoji...\I love you! response:	Go to sleep, little baby Go to sleep, my child
context: No need to worry!\Why's that?\You said a moment ago that you lost interest in me, right?\I need to regain that trust that I lost!\For the sake of our friendship! Good night!\Shoji...\I love you!\Go to sleep, little baby Go to sleep, my child response:	You don't have to sing!
context: Why's that?\You said a moment ago that you lost interest in me, right?\I need to regain that trust that I lost!\For the sake of our friendship! Good night!\Shoji...\I love you!\Go to sleep, little baby Go to sleep, my child\You don't have to sing! response:	It's not a laughing matter.
context: You said a moment ago that you lost interest in me, right?\I need to regain that trust that I lost!\For the sake of our friendship! Good night!\Shoji...\I love you!\Go to sleep, little baby Go to sleep, my child\You don't have to sing!\It's not a laughing matter. response:	Man. Thanks to that, I didn't get any sleep at all.
context: I need to regain that trust that I lost!\For the sake of our friendship! Good night!\Shoji...\I love you!\Go to sleep, little baby Go to sleep, my child\You don't have to sing!\It's not a laughing matter.\Man. Thanks to that, I didn't get any sleep at all. response:	Very well done, Sho-chan.
context: For the sake of our friendship! Good night!\Shoji...\I love you!\Go to sleep, little baby Go to sleep, my child\You don't have to sing!\It's not a laughing matter.\Man. Thanks to that, I didn't get any sleep at all.\Very well done, Sho-chan. response:	Don't call me, Sho-chan.
context: Shoji...\I love you!\Go to sleep, little baby Go to sleep, my child\You don't have to sing!\It's not a laughing matter.\Man. Thanks to that, I didn't get any sleep at all.\Very well done, Sho-chan.\Don't call me, Sho-chan. response:	Take good care of Nana from now on too, okay?
context: I love you!\Go to sleep, little baby Go to sleep, my child\You don't have to sing!\It's not a laughing matter.\Man. Thanks to that, I didn't get any sleep at all.\Very well done, Sho-chan.\Don't call me, Sho-chan.\Take good care of Nana from now on too, okay? response:	Yeah, yeah. Although we're just friends.
context: Go to sleep, little baby Go to sleep, my child\You don't have to sing!\It's not a laughing matter.\Man. Thanks to that, I didn't get any sleep at all.\Very well done, Sho-chan.\Don't call me, Sho-chan.\Take good care of Nana from now on too, okay?\Yeah, yeah. Although we're just friends. response:	Now I can go to Tokyo without worry.
context: You don't have to sing!\It's not a laughing matter.\Man. Thanks to that, I didn't get any sleep at all.\Very well done, Sho-chan.\Don't call me, Sho-chan.\Take good care of Nana from now on too, okay?\Yeah, yeah. Although we're just friends.\Now I can go to Tokyo without worry. response:	Jun-chan!
context: It's not a laughing matter.\Man. Thanks to that, I didn't get any sleep at all.\Very well done, Sho-chan.\Don't call me, Sho-chan.\Take good care of Nana from now on too, okay?\Yeah, yeah. Although we're just friends.\Now I can go to Tokyo without worry.\Jun-chan! response:	Come in! Let's swim together!
context: Man. Thanks to that, I didn't get any sleep at all.\Very well done, Sho-chan.\Don't call me, Sho-chan.\Take good care of Nana from now on too, okay?\Yeah, yeah. Although we're just friends.\Now I can go to Tokyo without worry.\Jun-chan!\Come in! Let's swim together! response:	Okay, okay.
context: Very well done, Sho-chan.\Don't call me, Sho-chan.\Take good care of Nana from now on too, okay?\Yeah, yeah. Although we're just friends.\Now I can go to Tokyo without worry.\Jun-chan!\Come in! Let's swim together!\Okay, okay. response:	If you try to tan too much at once, you'll regret it later.
context: Don't call me, Sho-chan.\Take good care of Nana from now on too, okay?\Yeah, yeah. Although we're just friends.\Now I can go to Tokyo without worry.\Jun-chan!\Come in! Let's swim together!\Okay, okay.\If you try to tan too much at once, you'll regret it later. response:	Kyosuke, is Junko going to Tokyo?
context: Take good care of Nana from now on too, okay?\Yeah, yeah. Although we're just friends.\Now I can go to Tokyo without worry.\Jun-chan!\Come in! Let's swim together!\Okay, okay.\If you try to tan too much at once, you'll regret it later.\Kyosuke, is Junko going to Tokyo? response:	Yeah. So you heard.
context: Yeah, yeah. Although we're just friends.\Now I can go to Tokyo without worry.\Jun-chan!\Come in! Let's swim together!\Okay, okay.\If you try to tan too much at once, you'll regret it later.\Kyosuke, is Junko going to Tokyo?\Yeah. So you heard. response:	Why? To do what? It's not just a trip?
context: Now I can go to Tokyo without worry.\Jun-chan!\Come in! Let's swim together!\Okay, okay.\If you try to tan too much at once, you'll regret it later.\Kyosuke, is Junko going to Tokyo?\Yeah. So you heard.\Why? To do what? It's not just a trip? response:	She's going to apply to an art school in Tokyo next year.
context: Jun-chan!\Come in! Let's swim together!\Okay, okay.\If you try to tan too much at once, you'll regret it later.\Kyosuke, is Junko going to Tokyo?\Yeah. So you heard.\Why? To do what? It's not just a trip?\She's going to apply to an art school in Tokyo next year. response:	Even if she doesn't get in, she'll go to prep school.
context: Come in! Let's swim together!\Okay, okay.\If you try to tan too much at once, you'll regret it later.\Kyosuke, is Junko going to Tokyo?\Yeah. So you heard.\Why? To do what? It's not just a trip?\She's going to apply to an art school in Tokyo next year.\Even if she doesn't get in, she'll go to prep school. response:	Junko should be able to get in, no problem.
context: Okay, okay.\If you try to tan too much at once, you'll regret it later.\Kyosuke, is Junko going to Tokyo?\Yeah. So you heard.\Why? To do what? It's not just a trip?\She's going to apply to an art school in Tokyo next year.\Even if she doesn't get in, she'll go to prep school.\Junko should be able to get in, no problem. response:	But are you okay with this? Why can you remain so cool?
context: If you try to tan too much at once, you'll regret it later.\Kyosuke, is Junko going to Tokyo?\Yeah. So you heard.\Why? To do what? It's not just a trip?\She's going to apply to an art school in Tokyo next year.\Even if she doesn't get in, she'll go to prep school.\Junko should be able to get in, no problem.\But are you okay with this? Why can you remain so cool? response:	Why?
context: Kyosuke, is Junko going to Tokyo?\Yeah. So you heard.\Why? To do what? It's not just a trip?\She's going to apply to an art school in Tokyo next year.\Even if she doesn't get in, she'll go to prep school.\Junko should be able to get in, no problem.\But are you okay with this? Why can you remain so cool?\Why? response:	Because I'm going too.
context: Yeah. So you heard.\Why? To do what? It's not just a trip?\She's going to apply to an art school in Tokyo next year.\Even if she doesn't get in, she'll go to prep school.\Junko should be able to get in, no problem.\But are you okay with this? Why can you remain so cool?\Why?\Because I'm going too. response:	No! No! No! No! Don't go, Jun-chan!
context: Why? To do what? It's not just a trip?\She's going to apply to an art school in Tokyo next year.\Even if she doesn't get in, she'll go to prep school.\Junko should be able to get in, no problem.\But are you okay with this? Why can you remain so cool?\Why?\Because I'm going too.\No! No! No! No! Don't go, Jun-chan! response:	Aren't you gonna stop me?
context: She's going to apply to an art school in Tokyo next year.\Even if she doesn't get in, she'll go to prep school.\Junko should be able to get in, no problem.\But are you okay with this? Why can you remain so cool?\Why?\Because I'm going too.\No! No! No! No! Don't go, Jun-chan!\Aren't you gonna stop me? response:	You're right!
context: Even if she doesn't get in, she'll go to prep school.\Junko should be able to get in, no problem.\But are you okay with this? Why can you remain so cool?\Why?\Because I'm going too.\No! No! No! No! Don't go, Jun-chan!\Aren't you gonna stop me?\You're right! response:	If Kyosuke decides not to go, Jun-chan won't go either.
context: Junko should be able to get in, no problem.\But are you okay with this? Why can you remain so cool?\Why?\Because I'm going too.\No! No! No! No! Don't go, Jun-chan!\Aren't you gonna stop me?\You're right!\If Kyosuke decides not to go, Jun-chan won't go either. response:	Don't go, Kyosuke!
context: But are you okay with this? Why can you remain so cool?\Why?\Because I'm going too.\No! No! No! No! Don't go, Jun-chan!\Aren't you gonna stop me?\You're right!\If Kyosuke decides not to go, Jun-chan won't go either.\Don't go, Kyosuke! response:	Enough already, Nana!
context: Why?\Because I'm going too.\No! No! No! No! Don't go, Jun-chan!\Aren't you gonna stop me?\You're right!\If Kyosuke decides not to go, Jun-chan won't go either.\Don't go, Kyosuke!\Enough already, Nana! response:	Even if Kyosuke weren't going, I'd still go!
context: Because I'm going too.\No! No! No! No! Don't go, Jun-chan!\Aren't you gonna stop me?\You're right!\If Kyosuke decides not to go, Jun-chan won't go either.\Don't go, Kyosuke!\Enough already, Nana!\Even if Kyosuke weren't going, I'd still go! response:	I wanna devote myself to studying art
context: No! No! No! No! Don't go, Jun-chan!\Aren't you gonna stop me?\You're right!\If Kyosuke decides not to go, Jun-chan won't go either.\Don't go, Kyosuke!\Enough already, Nana!\Even if Kyosuke weren't going, I'd still go!\I wanna devote myself to studying art response:	at an art school in Tokyo!
context: Aren't you gonna stop me?\You're right!\If Kyosuke decides not to go, Jun-chan won't go either.\Don't go, Kyosuke!\Enough already, Nana!\Even if Kyosuke weren't going, I'd still go!\I wanna devote myself to studying art\at an art school in Tokyo! response:	It's my life! You cannot tell me what to do!
context: You're right!\If Kyosuke decides not to go, Jun-chan won't go either.\Don't go, Kyosuke!\Enough already, Nana!\Even if Kyosuke weren't going, I'd still go!\I wanna devote myself to studying art\at an art school in Tokyo!\It's my life! You cannot tell me what to do! response:	I'm sorry.
context: If Kyosuke decides not to go, Jun-chan won't go either.\Don't go, Kyosuke!\Enough already, Nana!\Even if Kyosuke weren't going, I'd still go!\I wanna devote myself to studying art\at an art school in Tokyo!\It's my life! You cannot tell me what to do!\I'm sorry. response:	You're right. It's exactly as you say, Jun-chan.
context: Don't go, Kyosuke!\Enough already, Nana!\Even if Kyosuke weren't going, I'd still go!\I wanna devote myself to studying art\at an art school in Tokyo!\It's my life! You cannot tell me what to do!\I'm sorry.\You're right. It's exactly as you say, Jun-chan. response:	But I'm gonna be so lonely.
context: Enough already, Nana!\Even if Kyosuke weren't going, I'd still go!\I wanna devote myself to studying art\at an art school in Tokyo!\It's my life! You cannot tell me what to do!\I'm sorry.\You're right. It's exactly as you say, Jun-chan.\But I'm gonna be so lonely. response:	I'll be even sadder than I was on that snowy day.
context: Even if Kyosuke weren't going, I'd still go!\I wanna devote myself to studying art\at an art school in Tokyo!\It's my life! You cannot tell me what to do!\I'm sorry.\You're right. It's exactly as you say, Jun-chan.\But I'm gonna be so lonely.\I'll be even sadder than I was on that snowy day. response:	You know, Nana...
context: I wanna devote myself to studying art\at an art school in Tokyo!\It's my life! You cannot tell me what to do!\I'm sorry.\You're right. It's exactly as you say, Jun-chan.\But I'm gonna be so lonely.\I'll be even sadder than I was on that snowy day.\You know, Nana... response:	I wanna go to Tokyo and try and get into an art school as well.
context: at an art school in Tokyo!\It's my life! You cannot tell me what to do!\I'm sorry.\You're right. It's exactly as you say, Jun-chan.\But I'm gonna be so lonely.\I'll be even sadder than I was on that snowy day.\You know, Nana...\I wanna go to Tokyo and try and get into an art school as well. response:	Why don't you do the same?
context: It's my life! You cannot tell me what to do!\I'm sorry.\You're right. It's exactly as you say, Jun-chan.\But I'm gonna be so lonely.\I'll be even sadder than I was on that snowy day.\You know, Nana...\I wanna go to Tokyo and try and get into an art school as well.\Why don't you do the same? response:	Huh?
context: I'm sorry.\You're right. It's exactly as you say, Jun-chan.\But I'm gonna be so lonely.\I'll be even sadder than I was on that snowy day.\You know, Nana...\I wanna go to Tokyo and try and get into an art school as well.\Why don't you do the same?\Huh? response:	No way! Awesome!
context: You're right. It's exactly as you say, Jun-chan.\But I'm gonna be so lonely.\I'll be even sadder than I was on that snowy day.\You know, Nana...\I wanna go to Tokyo and try and get into an art school as well.\Why don't you do the same?\Huh?\No way! Awesome! response:	I never knew there were so many art schools in Tokyo!
context: But I'm gonna be so lonely.\I'll be even sadder than I was on that snowy day.\You know, Nana...\I wanna go to Tokyo and try and get into an art school as well.\Why don't you do the same?\Huh?\No way! Awesome!\I never knew there were so many art schools in Tokyo! response:	I'm sure I will get accepted into some place.
context: I'll be even sadder than I was on that snowy day.\You know, Nana...\I wanna go to Tokyo and try and get into an art school as well.\Why don't you do the same?\Huh?\No way! Awesome!\I never knew there were so many art schools in Tokyo!\I'm sure I will get accepted into some place. response:	Yeah. Why not apply to all of them?
context: You know, Nana...\I wanna go to Tokyo and try and get into an art school as well.\Why don't you do the same?\Huh?\No way! Awesome!\I never knew there were so many art schools in Tokyo!\I'm sure I will get accepted into some place.\Yeah. Why not apply to all of them? response:	Even if I don't get in a university
context: I wanna go to Tokyo and try and get into an art school as well.\Why don't you do the same?\Huh?\No way! Awesome!\I never knew there were so many art schools in Tokyo!\I'm sure I will get accepted into some place.\Yeah. Why not apply to all of them?\Even if I don't get in a university response:	I can go to a specialty college again.
context: Why don't you do the same?\Huh?\No way! Awesome!\I never knew there were so many art schools in Tokyo!\I'm sure I will get accepted into some place.\Yeah. Why not apply to all of them?\Even if I don't get in a university\I can go to a specialty college again. response:	What do you mean by that?
context: Huh?\No way! Awesome!\I never knew there were so many art schools in Tokyo!\I'm sure I will get accepted into some place.\Yeah. Why not apply to all of them?\Even if I don't get in a university\I can go to a specialty college again.\What do you mean by that? response:	What meaning would it have to do such a thing?
context: No way! Awesome!\I never knew there were so many art schools in Tokyo!\I'm sure I will get accepted into some place.\Yeah. Why not apply to all of them?\Even if I don't get in a university\I can go to a specialty college again.\What do you mean by that?\What meaning would it have to do such a thing? response:	It's my life!
context: I never knew there were so many art schools in Tokyo!\I'm sure I will get accepted into some place.\Yeah. Why not apply to all of them?\Even if I don't get in a university\I can go to a specialty college again.\What do you mean by that?\What meaning would it have to do such a thing?\It's my life! response:	You cannot tell me what to do!
context: I'm sure I will get accepted into some place.\Yeah. Why not apply to all of them?\Even if I don't get in a university\I can go to a specialty college again.\What do you mean by that?\What meaning would it have to do such a thing?\It's my life!\You cannot tell me what to do! response:	Ouch!
context: Yeah. Why not apply to all of them?\Even if I don't get in a university\I can go to a specialty college again.\What do you mean by that?\What meaning would it have to do such a thing?\It's my life!\You cannot tell me what to do!\Ouch! response:	But... I wanna go to Tokyo with everyone else!
context: Even if I don't get in a university\I can go to a specialty college again.\What do you mean by that?\What meaning would it have to do such a thing?\It's my life!\You cannot tell me what to do!\Ouch!\But... I wanna go to Tokyo with everyone else! response:	Do as you wish.
context: I can go to a specialty college again.\What do you mean by that?\What meaning would it have to do such a thing?\It's my life!\You cannot tell me what to do!\Ouch!\But... I wanna go to Tokyo with everyone else!\Do as you wish. response:	Why should I care how your life ends up?
context: What do you mean by that?\What meaning would it have to do such a thing?\It's my life!\You cannot tell me what to do!\Ouch!\But... I wanna go to Tokyo with everyone else!\Do as you wish.\Why should I care how your life ends up? response:	Jun-chan!
context: What meaning would it have to do such a thing?\It's my life!\You cannot tell me what to do!\Ouch!\But... I wanna go to Tokyo with everyone else!\Do as you wish.\Why should I care how your life ends up?\Jun-chan! response:	I just abandoned you. Why does that make you happy?
context: It's my life!\You cannot tell me what to do!\Ouch!\But... I wanna go to Tokyo with everyone else!\Do as you wish.\Why should I care how your life ends up?\Jun-chan!\I just abandoned you. Why does that make you happy? response:	I must do my best!
context: You cannot tell me what to do!\Ouch!\But... I wanna go to Tokyo with everyone else!\Do as you wish.\Why should I care how your life ends up?\Jun-chan!\I just abandoned you. Why does that make you happy?\I must do my best! response:	No more staying out late! No more clubbing!
context: Ouch!\But... I wanna go to Tokyo with everyone else!\Do as you wish.\Why should I care how your life ends up?\Jun-chan!\I just abandoned you. Why does that make you happy?\I must do my best!\No more staying out late! No more clubbing! response:	Drop dead, Demon Lord! No alcohol My goal: Tokyo No more staying out late! No more clubbing!
context: But... I wanna go to Tokyo with everyone else!\Do as you wish.\Why should I care how your life ends up?\Jun-chan!\I just abandoned you. Why does that make you happy?\I must do my best!\No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo No more staying out late! No more clubbing! response:	Drop dead, Demon Lord! No alcohol My goal: Tokyo Farewell, DJ Matsushida!
context: Do as you wish.\Why should I care how your life ends up?\Jun-chan!\I just abandoned you. Why does that make you happy?\I must do my best!\No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo Farewell, DJ Matsushida! response:	Farewell, DJ Matsushida!
context: Why should I care how your life ends up?\Jun-chan!\I just abandoned you. Why does that make you happy?\I must do my best!\No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo Farewell, DJ Matsushida!\Farewell, DJ Matsushida! response:	I have no time to be thinking about love.
context: Jun-chan!\I just abandoned you. Why does that make you happy?\I must do my best!\No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo Farewell, DJ Matsushida!\Farewell, DJ Matsushida!\I have no time to be thinking about love. response:	When I get to Tokyo,
context: I just abandoned you. Why does that make you happy?\I must do my best!\No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo Farewell, DJ Matsushida!\Farewell, DJ Matsushida!\I have no time to be thinking about love.\When I get to Tokyo, response:	I'll see many handsome men walking the streets...
context: I must do my best!\No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo Farewell, DJ Matsushida!\Farewell, DJ Matsushida!\I have no time to be thinking about love.\When I get to Tokyo,\I'll see many handsome men walking the streets... response:	This is the beginning of our wonderful Tokyo life, Jun-chan!
context: No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo Farewell, DJ Matsushida!\Farewell, DJ Matsushida!\I have no time to be thinking about love.\When I get to Tokyo,\I'll see many handsome men walking the streets...\This is the beginning of our wonderful Tokyo life, Jun-chan! response:	I guess life doesn't always work out as planned.
context: Drop dead, Demon Lord! No alcohol My goal: Tokyo No more staying out late! No more clubbing!\Drop dead, Demon Lord! No alcohol My goal: Tokyo Farewell, DJ Matsushida!\Farewell, DJ Matsushida!\I have no time to be thinking about love.\When I get to Tokyo,\I'll see many handsome men walking the streets...\This is the beginning of our wonderful Tokyo life, Jun-chan!\I guess life doesn't always work out as planned. response:	But why? I studied so hard and yet I failed them all.
context: Drop dead, Demon Lord! No alcohol My goal: Tokyo Farewell, DJ Matsushida!\Farewell, DJ Matsushida!\I have no time to be thinking about love.\When I get to Tokyo,\I'll see many handsome men walking the streets...\This is the beginning of our wonderful Tokyo life, Jun-chan!\I guess life doesn't always work out as planned.\But why? I studied so hard and yet I failed them all. response:	I knew it, it's my cursed fate!
context: Farewell, DJ Matsushida!\I have no time to be thinking about love.\When I get to Tokyo,\I'll see many handsome men walking the streets...\This is the beginning of our wonderful Tokyo life, Jun-chan!\I guess life doesn't always work out as planned.\But why? I studied so hard and yet I failed them all.\I knew it, it's my cursed fate! response:	Don't blame your fate for it.
context: I have no time to be thinking about love.\When I get to Tokyo,\I'll see many handsome men walking the streets...\This is the beginning of our wonderful Tokyo life, Jun-chan!\I guess life doesn't always work out as planned.\But why? I studied so hard and yet I failed them all.\I knew it, it's my cursed fate!\Don't blame your fate for it. response:	It's fine for you two, Jun-chan.
context: When I get to Tokyo,\I'll see many handsome men walking the streets...\This is the beginning of our wonderful Tokyo life, Jun-chan!\I guess life doesn't always work out as planned.\But why? I studied so hard and yet I failed them all.\I knew it, it's my cursed fate!\Don't blame your fate for it.\It's fine for you two, Jun-chan. response:	You got into your university, so you can play all you want this spring.
context: I'll see many handsome men walking the streets...\This is the beginning of our wonderful Tokyo life, Jun-chan!\I guess life doesn't always work out as planned.\But why? I studied so hard and yet I failed them all.\I knew it, it's my cursed fate!\Don't blame your fate for it.\It's fine for you two, Jun-chan.\You got into your university, so you can play all you want this spring. response:	I'm not going to university to have fun!
context: This is the beginning of our wonderful Tokyo life, Jun-chan!\I guess life doesn't always work out as planned.\But why? I studied so hard and yet I failed them all.\I knew it, it's my cursed fate!\Don't blame your fate for it.\It's fine for you two, Jun-chan.\You got into your university, so you can play all you want this spring.\I'm not going to university to have fun! response:	But Nana, it doesn't hafta be a university for you, right?
context: I guess life doesn't always work out as planned.\But why? I studied so hard and yet I failed them all.\I knew it, it's my cursed fate!\Don't blame your fate for it.\It's fine for you two, Jun-chan.\You got into your university, so you can play all you want this spring.\I'm not going to university to have fun!\But Nana, it doesn't hafta be a university for you, right? response:	A specialty college will do, right?
context: But why? I studied so hard and yet I failed them all.\I knew it, it's my cursed fate!\Don't blame your fate for it.\It's fine for you two, Jun-chan.\You got into your university, so you can play all you want this spring.\I'm not going to university to have fun!\But Nana, it doesn't hafta be a university for you, right?\A specialty college will do, right? response:	My parents tell me they're only paying tuition
context: I knew it, it's my cursed fate!\Don't blame your fate for it.\It's fine for you two, Jun-chan.\You got into your university, so you can play all you want this spring.\I'm not going to university to have fun!\But Nana, it doesn't hafta be a university for you, right?\A specialty college will do, right?\My parents tell me they're only paying tuition response:	if I were going to university.
context: Don't blame your fate for it.\It's fine for you two, Jun-chan.\You got into your university, so you can play all you want this spring.\I'm not going to university to have fun!\But Nana, it doesn't hafta be a university for you, right?\A specialty college will do, right?\My parents tell me they're only paying tuition\if I were going to university. response:	Then you'll hafta wait a full year from spring.
context: It's fine for you two, Jun-chan.\You got into your university, so you can play all you want this spring.\I'm not going to university to have fun!\But Nana, it doesn't hafta be a university for you, right?\A specialty college will do, right?\My parents tell me they're only paying tuition\if I were going to university.\Then you'll hafta wait a full year from spring. response:	But I don't wanna go to art university desperately enough to wait a year.
context: You got into your university, so you can play all you want this spring.\I'm not going to university to have fun!\But Nana, it doesn't hafta be a university for you, right?\A specialty college will do, right?\My parents tell me they're only paying tuition\if I were going to university.\Then you'll hafta wait a full year from spring.\But I don't wanna go to art university desperately enough to wait a year. response:	What in heavens should I do?
context: I'm not going to university to have fun!\But Nana, it doesn't hafta be a university for you, right?\A specialty college will do, right?\My parents tell me they're only paying tuition\if I were going to university.\Then you'll hafta wait a full year from spring.\But I don't wanna go to art university desperately enough to wait a year.\What in heavens should I do? response:	Hey, shouldn't we be heading back to the hotel?
context: But Nana, it doesn't hafta be a university for you, right?\A specialty college will do, right?\My parents tell me they're only paying tuition\if I were going to university.\Then you'll hafta wait a full year from spring.\But I don't wanna go to art university desperately enough to wait a year.\What in heavens should I do?\Hey, shouldn't we be heading back to the hotel? response:	I wanna get up early tomorrow and visit a few real estate agents.
context: A specialty college will do, right?\My parents tell me they're only paying tuition\if I were going to university.\Then you'll hafta wait a full year from spring.\But I don't wanna go to art university desperately enough to wait a year.\What in heavens should I do?\Hey, shouldn't we be heading back to the hotel?\I wanna get up early tomorrow and visit a few real estate agents. response:	You're right.
context: My parents tell me they're only paying tuition\if I were going to university.\Then you'll hafta wait a full year from spring.\But I don't wanna go to art university desperately enough to wait a year.\What in heavens should I do?\Hey, shouldn't we be heading back to the hotel?\I wanna get up early tomorrow and visit a few real estate agents.\You're right. response:	Nana, since we've come all the way here to Tokyo,
context: if I were going to university.\Then you'll hafta wait a full year from spring.\But I don't wanna go to art university desperately enough to wait a year.\What in heavens should I do?\Hey, shouldn't we be heading back to the hotel?\I wanna get up early tomorrow and visit a few real estate agents.\You're right.\Nana, since we've come all the way here to Tokyo, response:	wanna try another shop?
context: Then you'll hafta wait a full year from spring.\But I don't wanna go to art university desperately enough to wait a year.\What in heavens should I do?\Hey, shouldn't we be heading back to the hotel?\I wanna get up early tomorrow and visit a few real estate agents.\You're right.\Nana, since we've come all the way here to Tokyo,\wanna try another shop? response:	Yes!
context: But I don't wanna go to art university desperately enough to wait a year.\What in heavens should I do?\Hey, shouldn't we be heading back to the hotel?\I wanna get up early tomorrow and visit a few real estate agents.\You're right.\Nana, since we've come all the way here to Tokyo,\wanna try another shop?\Yes! response:	Which shop would be nice?
context: What in heavens should I do?\Hey, shouldn't we be heading back to the hotel?\I wanna get up early tomorrow and visit a few real estate agents.\You're right.\Nana, since we've come all the way here to Tokyo,\wanna try another shop?\Yes!\Which shop would be nice? response:	Sorry!
context: Hey, shouldn't we be heading back to the hotel?\I wanna get up early tomorrow and visit a few real estate agents.\You're right.\Nana, since we've come all the way here to Tokyo,\wanna try another shop?\Yes!\Which shop would be nice?\Sorry! response:	Go on ahead without us.
context: I wanna get up early tomorrow and visit a few real estate agents.\You're right.\Nana, since we've come all the way here to Tokyo,\wanna try another shop?\Yes!\Which shop would be nice?\Sorry!\Go on ahead without us. response:	Okay. But don't drink too much.
context: You're right.\Nana, since we've come all the way here to Tokyo,\wanna try another shop?\Yes!\Which shop would be nice?\Sorry!\Go on ahead without us.\Okay. But don't drink too much. response:	You never stop worrying, do you?
context: Nana, since we've come all the way here to Tokyo,\wanna try another shop?\Yes!\Which shop would be nice?\Sorry!\Go on ahead without us.\Okay. But don't drink too much.\You never stop worrying, do you? response:	Tokyo is quite the place.
context: wanna try another shop?\Yes!\Which shop would be nice?\Sorry!\Go on ahead without us.\Okay. But don't drink too much.\You never stop worrying, do you?\Tokyo is quite the place. response:	It's this late at night, but there are so many people.
context: Yes!\Which shop would be nice?\Sorry!\Go on ahead without us.\Okay. But don't drink too much.\You never stop worrying, do you?\Tokyo is quite the place.\It's this late at night, but there are so many people. response:	I feel like such a country girl.
context: Which shop would be nice?\Sorry!\Go on ahead without us.\Okay. But don't drink too much.\You never stop worrying, do you?\Tokyo is quite the place.\It's this late at night, but there are so many people.\I feel like such a country girl. response:	You are a country girl.
context: Sorry!\Go on ahead without us.\Okay. But don't drink too much.\You never stop worrying, do you?\Tokyo is quite the place.\It's this late at night, but there are so many people.\I feel like such a country girl.\You are a country girl. response:	But more importantly, don't you think the correct choice for you
context: Go on ahead without us.\Okay. But don't drink too much.\You never stop worrying, do you?\Tokyo is quite the place.\It's this late at night, but there are so many people.\I feel like such a country girl.\You are a country girl.\But more importantly, don't you think the correct choice for you response:	would be to continue at the local art school from April?
context: Okay. But don't drink too much.\You never stop worrying, do you?\Tokyo is quite the place.\It's this late at night, but there are so many people.\I feel like such a country girl.\You are a country girl.\But more importantly, don't you think the correct choice for you\would be to continue at the local art school from April? response:	But I wanna come to Tokyo, no matter what.
context: You never stop worrying, do you?\Tokyo is quite the place.\It's this late at night, but there are so many people.\I feel like such a country girl.\You are a country girl.\But more importantly, don't you think the correct choice for you\would be to continue at the local art school from April?\But I wanna come to Tokyo, no matter what. response:	I kinda feel responsible for this. I brought it up, after all.
context: Tokyo is quite the place.\It's this late at night, but there are so many people.\I feel like such a country girl.\You are a country girl.\But more importantly, don't you think the correct choice for you\would be to continue at the local art school from April?\But I wanna come to Tokyo, no matter what.\I kinda feel responsible for this. I brought it up, after all. response:	But you know, you're better off staying back home.
context: It's this late at night, but there are so many people.\I feel like such a country girl.\You are a country girl.\But more importantly, don't you think the correct choice for you\would be to continue at the local art school from April?\But I wanna come to Tokyo, no matter what.\I kinda feel responsible for this. I brought it up, after all.\But you know, you're better off staying back home. response:	Absolutely not!
context: I feel like such a country girl.\You are a country girl.\But more importantly, don't you think the correct choice for you\would be to continue at the local art school from April?\But I wanna come to Tokyo, no matter what.\I kinda feel responsible for this. I brought it up, after all.\But you know, you're better off staying back home.\Absolutely not! response:	Do you want to be with Junko that much?
context: You are a country girl.\But more importantly, don't you think the correct choice for you\would be to continue at the local art school from April?\But I wanna come to Tokyo, no matter what.\I kinda feel responsible for this. I brought it up, after all.\But you know, you're better off staying back home.\Absolutely not!\Do you want to be with Junko that much? response:	But...
context: But more importantly, don't you think the correct choice for you\would be to continue at the local art school from April?\But I wanna come to Tokyo, no matter what.\I kinda feel responsible for this. I brought it up, after all.\But you know, you're better off staying back home.\Absolutely not!\Do you want to be with Junko that much?\But... response:	But you're going to Tokyo too, aren't you, Shoji?
context: would be to continue at the local art school from April?\But I wanna come to Tokyo, no matter what.\I kinda feel responsible for this. I brought it up, after all.\But you know, you're better off staying back home.\Absolutely not!\Do you want to be with Junko that much?\But...\But you're going to Tokyo too, aren't you, Shoji? response:	Actually, I think I'll remain here and commute to prep school,
