context: Do I smell... miso soup? response:	Do I smell... miso soup?
context: It's on the TV, too.\Please see for yourself.\A seven-story building has vanished overnight.\According to one source,\the building housed a front company for the Port Mafia.\It was allegedly used as an office by their agents.\So this is the message...\Kenji-kun hasn't been back to the dorm since seeing them off. response:	So they'll annihilate anyone who opposes them,
context: Please see for yourself.\A seven-story building has vanished overnight.\According to one source,\the building housed a front company for the Port Mafia.\It was allegedly used as an office by their agents.\So this is the message...\Kenji-kun hasn't been back to the dorm since seeing them off.\So they'll annihilate anyone who opposes them, response:	be they the Port Mafia or the Agency.
context: A seven-story building has vanished overnight.\According to one source,\the building housed a front company for the Port Mafia.\It was allegedly used as an office by their agents.\So this is the message...\Kenji-kun hasn't been back to the dorm since seeing them off.\So they'll annihilate anyone who opposes them,\be they the Port Mafia or the Agency. response:	Tanizaki, from now on, you're prohibited from working alone!
context: According to one source,\the building housed a front company for the Port Mafia.\It was allegedly used as an office by their agents.\So this is the message...\Kenji-kun hasn't been back to the dorm since seeing them off.\So they'll annihilate anyone who opposes them,\be they the Port Mafia or the Agency.\Tanizaki, from now on, you're prohibited from working alone! response:	Look for Kenji with Atsushi!
context: the building housed a front company for the Port Mafia.\It was allegedly used as an office by their agents.\So this is the message...\Kenji-kun hasn't been back to the dorm since seeing them off.\So they'll annihilate anyone who opposes them,\be they the Port Mafia or the Agency.\Tanizaki, from now on, you're prohibited from working alone!\Look for Kenji with Atsushi! response:	Dazai, you're with me!
context: It was allegedly used as an office by their agents.\So this is the message...\Kenji-kun hasn't been back to the dorm since seeing them off.\So they'll annihilate anyone who opposes them,\be they the Port Mafia or the Agency.\Tanizaki, from now on, you're prohibited from working alone!\Look for Kenji with Atsushi!\Dazai, you're with me! response:	We need to meet with the president.
context: So this is the message...\Kenji-kun hasn't been back to the dorm since seeing them off.\So they'll annihilate anyone who opposes them,\be they the Port Mafia or the Agency.\Tanizaki, from now on, you're prohibited from working alone!\Look for Kenji with Atsushi!\Dazai, you're with me!\We need to meet with the president. response:	We don't know what kind of gifts they possess.
context: Kenji-kun hasn't been back to the dorm since seeing them off.\So they'll annihilate anyone who opposes them,\be they the Port Mafia or the Agency.\Tanizaki, from now on, you're prohibited from working alone!\Look for Kenji with Atsushi!\Dazai, you're with me!\We need to meet with the president.\We don't know what kind of gifts they possess. response:	If you make contact with the enemy,
context: So they'll annihilate anyone who opposes them,\be they the Port Mafia or the Agency.\Tanizaki, from now on, you're prohibited from working alone!\Look for Kenji with Atsushi!\Dazai, you're with me!\We need to meet with the president.\We don't know what kind of gifts they possess.\If you make contact with the enemy, response:	don't engage them. Run!
context: be they the Port Mafia or the Agency.\Tanizaki, from now on, you're prohibited from working alone!\Look for Kenji with Atsushi!\Dazai, you're with me!\We need to meet with the president.\We don't know what kind of gifts they possess.\If you make contact with the enemy,\don't engage them. Run! response:	Okay.
context: Tanizaki, from now on, you're prohibited from working alone!\Look for Kenji with Atsushi!\Dazai, you're with me!\We need to meet with the president.\We don't know what kind of gifts they possess.\If you make contact with the enemy,\don't engage them. Run!\Okay. response:	Pedestrian Support System
context: Look for Kenji with Atsushi!\Dazai, you're with me!\We need to meet with the president.\We don't know what kind of gifts they possess.\If you make contact with the enemy,\don't engage them. Run!\Okay.\Pedestrian Support System response:	Naomi, you should go back to the Agency.
context: Dazai, you're with me!\We need to meet with the president.\We don't know what kind of gifts they possess.\If you make contact with the enemy,\don't engage them. Run!\Okay.\Pedestrian Support System\Naomi, you should go back to the Agency. response:	It's too dangerous.
context: We need to meet with the president.\We don't know what kind of gifts they possess.\If you make contact with the enemy,\don't engage them. Run!\Okay.\Pedestrian Support System\Naomi, you should go back to the Agency.\It's too dangerous. response:	They can make entire buildings disappear.
context: We don't know what kind of gifts they possess.\If you make contact with the enemy,\don't engage them. Run!\Okay.\Pedestrian Support System\Naomi, you should go back to the Agency.\It's too dangerous.\They can make entire buildings disappear. response:	Elise-chan?
context: If you make contact with the enemy,\don't engage them. Run!\Okay.\Pedestrian Support System\Naomi, you should go back to the Agency.\It's too dangerous.\They can make entire buildings disappear.\Elise-chan? response:	It doesn't matter where I am.
context: don't engage them. Run!\Okay.\Pedestrian Support System\Naomi, you should go back to the Agency.\It's too dangerous.\They can make entire buildings disappear.\Elise-chan?\It doesn't matter where I am. response:	Please come out, hey.
context: Okay.\Pedestrian Support System\Naomi, you should go back to the Agency.\It's too dangerous.\They can make entire buildings disappear.\Elise-chan?\It doesn't matter where I am.\Please come out, hey. response:	Right, Atsushi-san?
context: Pedestrian Support System\Naomi, you should go back to the Agency.\It's too dangerous.\They can make entire buildings disappear.\Elise-chan?\It doesn't matter where I am.\Please come out, hey.\Right, Atsushi-san? response:	W-Well, sure.
context: Naomi, you should go back to the Agency.\It's too dangerous.\They can make entire buildings disappear.\Elise-chan?\It doesn't matter where I am.\Please come out, hey.\Right, Atsushi-san?\W-Well, sure. response:	Atsushi-kun!
context: It's too dangerous.\They can make entire buildings disappear.\Elise-chan?\It doesn't matter where I am.\Please come out, hey.\Right, Atsushi-san?\W-Well, sure.\Atsushi-kun! response:	Elise-chan, please.
context: They can make entire buildings disappear.\Elise-chan?\It doesn't matter where I am.\Please come out, hey.\Right, Atsushi-san?\W-Well, sure.\Atsushi-kun!\Elise-chan, please. response:	Unlike you, my sister isn't gifted!
context: Elise-chan?\It doesn't matter where I am.\Please come out, hey.\Right, Atsushi-san?\W-Well, sure.\Atsushi-kun!\Elise-chan, please.\Unlike you, my sister isn't gifted! response:	She'll hold us back.
context: It doesn't matter where I am.\Please come out, hey.\Right, Atsushi-san?\W-Well, sure.\Atsushi-kun!\Elise-chan, please.\Unlike you, my sister isn't gifted!\She'll hold us back. response:	Elise-chan?
context: Please come out, hey.\Right, Atsushi-san?\W-Well, sure.\Atsushi-kun!\Elise-chan, please.\Unlike you, my sister isn't gifted!\She'll hold us back.\Elise-chan? response:	How dare you!
context: Right, Atsushi-san?\W-Well, sure.\Atsushi-kun!\Elise-chan, please.\Unlike you, my sister isn't gifted!\She'll hold us back.\Elise-chan?\How dare you! response:	You said you'd do anything I said!
context: W-Well, sure.\Atsushi-kun!\Elise-chan, please.\Unlike you, my sister isn't gifted!\She'll hold us back.\Elise-chan?\How dare you!\You said you'd do anything I said! response:	Where are you?
context: Atsushi-kun!\Elise-chan, please.\Unlike you, my sister isn't gifted!\She'll hold us back.\Elise-chan?\How dare you!\You said you'd do anything I said!\Where are you? response:	That was yesterday when you were forcing me to
context: Elise-chan, please.\Unlike you, my sister isn't gifted!\She'll hold us back.\Elise-chan?\How dare you!\You said you'd do anything I said!\Where are you?\That was yesterday when you were forcing me to response:	Nothing.
context: Unlike you, my sister isn't gifted!\She'll hold us back.\Elise-chan?\How dare you!\You said you'd do anything I said!\Where are you?\That was yesterday when you were forcing me to\Nothing. response:	Pedestrian Support System
context: She'll hold us back.\Elise-chan?\How dare you!\You said you'd do anything I said!\Where are you?\That was yesterday when you were forcing me to\Nothing.\Pedestrian Support System response:	Anyway, it's too dangerous, so go back!
context: Elise-chan?\How dare you!\You said you'd do anything I said!\Where are you?\That was yesterday when you were forcing me to\Nothing.\Pedestrian Support System\Anyway, it's too dangerous, so go back! response:	Oh, really?
context: How dare you!\You said you'd do anything I said!\Where are you?\That was yesterday when you were forcing me to\Nothing.\Pedestrian Support System\Anyway, it's too dangerous, so go back!\Oh, really? response:	If you'd like, I can help you remember your pleasure
context: You said you'd do anything I said!\Where are you?\That was yesterday when you were forcing me to\Nothing.\Pedestrian Support System\Anyway, it's too dangerous, so go back!\Oh, really?\If you'd like, I can help you remember your pleasure response:	Naomi?
context: Where are you?\That was yesterday when you were forcing me to\Nothing.\Pedestrian Support System\Anyway, it's too dangerous, so go back!\Oh, really?\If you'd like, I can help you remember your pleasure\Naomi? response:	N-No way...
context: That was yesterday when you were forcing me to\Nothing.\Pedestrian Support System\Anyway, it's too dangerous, so go back!\Oh, really?\If you'd like, I can help you remember your pleasure\Naomi?\N-No way... response:	Naomi?!
context: Nothing.\Pedestrian Support System\Anyway, it's too dangerous, so go back!\Oh, really?\If you'd like, I can help you remember your pleasure\Naomi?\N-No way...\Naomi?! response:	Where are you?
context: Pedestrian Support System\Anyway, it's too dangerous, so go back!\Oh, really?\If you'd like, I can help you remember your pleasure\Naomi?\N-No way...\Naomi?!\Where are you? response:	Where did you go, Naomi?!
context: Anyway, it's too dangerous, so go back!\Oh, really?\If you'd like, I can help you remember your pleasure\Naomi?\N-No way...\Naomi?!\Where are you?\Where did you go, Naomi?! response:	Is it an enemy attack?!
context: Oh, really?\If you'd like, I can help you remember your pleasure\Naomi?\N-No way...\Naomi?!\Where are you?\Where did you go, Naomi?!\Is it an enemy attack?! response:	Impossible.
context: If you'd like, I can help you remember your pleasure\Naomi?\N-No way...\Naomi?!\Where are you?\Where did you go, Naomi?!\Is it an enemy attack?!\Impossible. response:	I didn't sense anything off.
context: Naomi?\N-No way...\Naomi?!\Where are you?\Where did you go, Naomi?!\Is it an enemy attack?!\Impossible.\I didn't sense anything off. response:	Naomi!
context: N-No way...\Naomi?!\Where are you?\Where did you go, Naomi?!\Is it an enemy attack?!\Impossible.\I didn't sense anything off.\Naomi! response:	Be careful, Tanizaki-san!
context: Naomi?!\Where are you?\Where did you go, Naomi?!\Is it an enemy attack?!\Impossible.\I didn't sense anything off.\Naomi!\Be careful, Tanizaki-san! response:	Where are you, Elise-chan?
context: Where are you?\Where did you go, Naomi?!\Is it an enemy attack?!\Impossible.\I didn't sense anything off.\Naomi!\Be careful, Tanizaki-san!\Where are you, Elise-chan? response:	Well, I'm in trouble now...
context: Where did you go, Naomi?!\Is it an enemy attack?!\Impossible.\I didn't sense anything off.\Naomi!\Be careful, Tanizaki-san!\Where are you, Elise-chan?\Well, I'm in trouble now... response:	Give Naomi back!
context: Is it an enemy attack?!\Impossible.\I didn't sense anything off.\Naomi!\Be careful, Tanizaki-san!\Where are you, Elise-chan?\Well, I'm in trouble now...\Give Naomi back! response:	Found you!
context: Impossible.\I didn't sense anything off.\Naomi!\Be careful, Tanizaki-san!\Where are you, Elise-chan?\Well, I'm in trouble now...\Give Naomi back!\Found you! response:	Wait!
context: I didn't sense anything off.\Naomi!\Be careful, Tanizaki-san!\Where are you, Elise-chan?\Well, I'm in trouble now...\Give Naomi back!\Found you!\Wait! response:	Let's play.
context: Naomi!\Be careful, Tanizaki-san!\Where are you, Elise-chan?\Well, I'm in trouble now...\Give Naomi back!\Found you!\Wait!\Let's play. response:	Oh, this is embarrassing.
context: Be careful, Tanizaki-san!\Where are you, Elise-chan?\Well, I'm in trouble now...\Give Naomi back!\Found you!\Wait!\Let's play.\Oh, this is embarrassing. response:	So many people are looking right at me.
context: Where are you, Elise-chan?\Well, I'm in trouble now...\Give Naomi back!\Found you!\Wait!\Let's play.\Oh, this is embarrassing.\So many people are looking right at me. response:	I'm not very good at talking to strangers.
context: Well, I'm in trouble now...\Give Naomi back!\Found you!\Wait!\Let's play.\Oh, this is embarrassing.\So many people are looking right at me.\I'm not very good at talking to strangers. response:	But that won't do.
context: Give Naomi back!\Found you!\Wait!\Let's play.\Oh, this is embarrassing.\So many people are looking right at me.\I'm not very good at talking to strangers.\But that won't do. response:	I have to give a proper explanation, or everyone will be so lost.
context: Found you!\Wait!\Let's play.\Oh, this is embarrassing.\So many people are looking right at me.\I'm not very good at talking to strangers.\But that won't do.\I have to give a proper explanation, or everyone will be so lost. response:	After all, you were all brought unawares to this strange place.
context: Wait!\Let's play.\Oh, this is embarrassing.\So many people are looking right at me.\I'm not very good at talking to strangers.\But that won't do.\I have to give a proper explanation, or everyone will be so lost.\After all, you were all brought unawares to this strange place. response:	If I were you, my heart would be pounding
context: Let's play.\Oh, this is embarrassing.\So many people are looking right at me.\I'm not very good at talking to strangers.\But that won't do.\I have to give a proper explanation, or everyone will be so lost.\After all, you were all brought unawares to this strange place.\If I were you, my heart would be pounding response:	Where's Naomi?
context: Oh, this is embarrassing.\So many people are looking right at me.\I'm not very good at talking to strangers.\But that won't do.\I have to give a proper explanation, or everyone will be so lost.\After all, you were all brought unawares to this strange place.\If I were you, my heart would be pounding\Where's Naomi? response:	Oh, I'm sorry.
context: So many people are looking right at me.\I'm not very good at talking to strangers.\But that won't do.\I have to give a proper explanation, or everyone will be so lost.\After all, you were all brought unawares to this strange place.\If I were you, my heart would be pounding\Where's Naomi?\Oh, I'm sorry. response:	I should explain that first.
context: I'm not very good at talking to strangers.\But that won't do.\I have to give a proper explanation, or everyone will be so lost.\After all, you were all brought unawares to this strange place.\If I were you, my heart would be pounding\Where's Naomi?\Oh, I'm sorry.\I should explain that first. response:	Your agents are over there.
context: But that won't do.\I have to give a proper explanation, or everyone will be so lost.\After all, you were all brought unawares to this strange place.\If I were you, my heart would be pounding\Where's Naomi?\Oh, I'm sorry.\I should explain that first.\Your agents are over there. response:	Kenji-kun!
context: I have to give a proper explanation, or everyone will be so lost.\After all, you were all brought unawares to this strange place.\If I were you, my heart would be pounding\Where's Naomi?\Oh, I'm sorry.\I should explain that first.\Your agents are over there.\Kenji-kun! response:	Naomi!
context: After all, you were all brought unawares to this strange place.\If I were you, my heart would be pounding\Where's Naomi?\Oh, I'm sorry.\I should explain that first.\Your agents are over there.\Kenji-kun!\Naomi! response:	Damn it!
context: If I were you, my heart would be pounding\Where's Naomi?\Oh, I'm sorry.\I should explain that first.\Your agents are over there.\Kenji-kun!\Naomi!\Damn it! response:	Naomi!
context: Where's Naomi?\Oh, I'm sorry.\I should explain that first.\Your agents are over there.\Kenji-kun!\Naomi!\Damn it!\Naomi! response:	It won't open without the key.
context: Oh, I'm sorry.\I should explain that first.\Your agents are over there.\Kenji-kun!\Naomi!\Damn it!\Naomi!\It won't open without the key. response:	That one opens, though.
context: I should explain that first.\Your agents are over there.\Kenji-kun!\Naomi!\Damn it!\Naomi!\It won't open without the key.\That one opens, though. response:	They're all frozen.
context: Your agents are over there.\Kenji-kun!\Naomi!\Damn it!\Naomi!\It won't open without the key.\That one opens, though.\They're all frozen. response:	Has time come to a stop?
context: Kenji-kun!\Naomi!\Damn it!\Naomi!\It won't open without the key.\That one opens, though.\They're all frozen.\Has time come to a stop? response:	My name is Lucy.
context: Naomi!\Damn it!\Naomi!\It won't open without the key.\That one opens, though.\They're all frozen.\Has time come to a stop?\My name is Lucy. response:	This is a dimension I created with my ability.
context: Damn it!\Naomi!\It won't open without the key.\That one opens, though.\They're all frozen.\Has time come to a stop?\My name is Lucy.\This is a dimension I created with my ability. response:	But worry not.
context: Naomi!\It won't open without the key.\That one opens, though.\They're all frozen.\Has time come to a stop?\My name is Lucy.\This is a dimension I created with my ability.\But worry not. response:	You can leave whenever you want, through that white door.
context: It won't open without the key.\That one opens, though.\They're all frozen.\Has time come to a stop?\My name is Lucy.\This is a dimension I created with my ability.\But worry not.\You can leave whenever you want, through that white door. response:	That is, if you don't want your colleagues back.
context: That one opens, though.\They're all frozen.\Has time come to a stop?\My name is Lucy.\This is a dimension I created with my ability.\But worry not.\You can leave whenever you want, through that white door.\That is, if you don't want your colleagues back. response:	What do you want?
context: They're all frozen.\Has time come to a stop?\My name is Lucy.\This is a dimension I created with my ability.\But worry not.\You can leave whenever you want, through that white door.\That is, if you don't want your colleagues back.\What do you want? response:	That's easy.
context: Has time come to a stop?\My name is Lucy.\This is a dimension I created with my ability.\But worry not.\You can leave whenever you want, through that white door.\That is, if you don't want your colleagues back.\What do you want?\That's easy. response:	I just want you to play with Anne in this chamber.
context: My name is Lucy.\This is a dimension I created with my ability.\But worry not.\You can leave whenever you want, through that white door.\That is, if you don't want your colleagues back.\What do you want?\That's easy.\I just want you to play with Anne in this chamber. response:	Come, Anne.
context: This is a dimension I created with my ability.\But worry not.\You can leave whenever you want, through that white door.\That is, if you don't want your colleagues back.\What do you want?\That's easy.\I just want you to play with Anne in this chamber.\Come, Anne. response:	Guild Apprentice: Lucy M
context: But worry not.\You can leave whenever you want, through that white door.\That is, if you don't want your colleagues back.\What do you want?\That's easy.\I just want you to play with Anne in this chamber.\Come, Anne.\Guild Apprentice: Lucy M response:	Ability: Anne of Abyssal Red
context: You can leave whenever you want, through that white door.\That is, if you don't want your colleagues back.\What do you want?\That's easy.\I just want you to play with Anne in this chamber.\Come, Anne.\Guild Apprentice: Lucy M\Ability: Anne of Abyssal Red response:	Anne loves to play.
context: That is, if you don't want your colleagues back.\What do you want?\That's easy.\I just want you to play with Anne in this chamber.\Come, Anne.\Guild Apprentice: Lucy M\Ability: Anne of Abyssal Red\Anne loves to play. response:	She's a bit needy, but she's quite cute.
context: What do you want?\That's easy.\I just want you to play with Anne in this chamber.\Come, Anne.\Guild Apprentice: Lucy M\Ability: Anne of Abyssal Red\Anne loves to play.\She's a bit needy, but she's quite cute. response:	But if you leave through that door,
context: That's easy.\I just want you to play with Anne in this chamber.\Come, Anne.\Guild Apprentice: Lucy M\Ability: Anne of Abyssal Red\Anne loves to play.\She's a bit needy, but she's quite cute.\But if you leave through that door, response:	you'll forget everything that happened in this room.
context: I just want you to play with Anne in this chamber.\Come, Anne.\Guild Apprentice: Lucy M\Ability: Anne of Abyssal Red\Anne loves to play.\She's a bit needy, but she's quite cute.\But if you leave through that door,\you'll forget everything that happened in this room. response:	Do you get it, now?
context: Come, Anne.\Guild Apprentice: Lucy M\Ability: Anne of Abyssal Red\Anne loves to play.\She's a bit needy, but she's quite cute.\But if you leave through that door,\you'll forget everything that happened in this room.\Do you get it, now? response:	Oh, my..
context: Guild Apprentice: Lucy M\Ability: Anne of Abyssal Red\Anne loves to play.\She's a bit needy, but she's quite cute.\But if you leave through that door,\you'll forget everything that happened in this room.\Do you get it, now?\Oh, my.. response:	Only three of you are left?
context: Ability: Anne of Abyssal Red\Anne loves to play.\She's a bit needy, but she's quite cute.\But if you leave through that door,\you'll forget everything that happened in this room.\Do you get it, now?\Oh, my..\Only three of you are left? response:	It's not safe here.
context: Anne loves to play.\She's a bit needy, but she's quite cute.\But if you leave through that door,\you'll forget everything that happened in this room.\Do you get it, now?\Oh, my..\Only three of you are left?\It's not safe here. response:	You should run.
context: She's a bit needy, but she's quite cute.\But if you leave through that door,\you'll forget everything that happened in this room.\Do you get it, now?\Oh, my..\Only three of you are left?\It's not safe here.\You should run. response:	I'm looking for a girl.
context: But if you leave through that door,\you'll forget everything that happened in this room.\Do you get it, now?\Oh, my..\Only three of you are left?\It's not safe here.\You should run.\I'm looking for a girl. response:	She's lovely, just like an angel.
context: you'll forget everything that happened in this room.\Do you get it, now?\Oh, my..\Only three of you are left?\It's not safe here.\You should run.\I'm looking for a girl.\She's lovely, just like an angel. response:	Have you see her?
context: Do you get it, now?\Oh, my..\Only three of you are left?\It's not safe here.\You should run.\I'm looking for a girl.\She's lovely, just like an angel.\Have you see her? response:	No, I'm sorry to say.
context: Oh, my..\Only three of you are left?\It's not safe here.\You should run.\I'm looking for a girl.\She's lovely, just like an angel.\Have you see her?\No, I'm sorry to say. response:	I see.
context: Only three of you are left?\It's not safe here.\You should run.\I'm looking for a girl.\She's lovely, just like an angel.\Have you see her?\No, I'm sorry to say.\I see. response:	Her name is Elise-chan.
context: It's not safe here.\You should run.\I'm looking for a girl.\She's lovely, just like an angel.\Have you see her?\No, I'm sorry to say.\I see.\Her name is Elise-chan. response:	Anyway, ever since we've been separated,
context: You should run.\I'm looking for a girl.\She's lovely, just like an angel.\Have you see her?\No, I'm sorry to say.\I see.\Her name is Elise-chan.\Anyway, ever since we've been separated, response:	I've been beside myself.
context: I'm looking for a girl.\She's lovely, just like an angel.\Have you see her?\No, I'm sorry to say.\I see.\Her name is Elise-chan.\Anyway, ever since we've been separated,\I've been beside myself. response:	She may be behind that door.
context: She's lovely, just like an angel.\Have you see her?\No, I'm sorry to say.\I see.\Her name is Elise-chan.\Anyway, ever since we've been separated,\I've been beside myself.\She may be behind that door. response:	If that's the case,
context: Have you see her?\No, I'm sorry to say.\I see.\Her name is Elise-chan.\Anyway, ever since we've been separated,\I've been beside myself.\She may be behind that door.\If that's the case, response:	I'll regret running away for the rest of my life.
context: No, I'm sorry to say.\I see.\Her name is Elise-chan.\Anyway, ever since we've been separated,\I've been beside myself.\She may be behind that door.\If that's the case,\I'll regret running away for the rest of my life. response:	So I'll stay, too.
context: I see.\Her name is Elise-chan.\Anyway, ever since we've been separated,\I've been beside myself.\She may be behind that door.\If that's the case,\I'll regret running away for the rest of my life.\So I'll stay, too. response:	Okay.
context: Her name is Elise-chan.\Anyway, ever since we've been separated,\I've been beside myself.\She may be behind that door.\If that's the case,\I'll regret running away for the rest of my life.\So I'll stay, too.\Okay. response:	The rules are simple.
context: Anyway, ever since we've been separated,\I've been beside myself.\She may be behind that door.\If that's the case,\I'll regret running away for the rest of my life.\So I'll stay, too.\Okay.\The rules are simple. response:	Play tag with my lovely Anne.
context: I've been beside myself.\She may be behind that door.\If that's the case,\I'll regret running away for the rest of my life.\So I'll stay, too.\Okay.\The rules are simple.\Play tag with my lovely Anne. response:	If she tags you, you lose.
context: She may be behind that door.\If that's the case,\I'll regret running away for the rest of my life.\So I'll stay, too.\Okay.\The rules are simple.\Play tag with my lovely Anne.\If she tags you, you lose. response:	If you can open the door using that key before she catches you, you win.
context: If that's the case,\I'll regret running away for the rest of my life.\So I'll stay, too.\Okay.\The rules are simple.\Play tag with my lovely Anne.\If she tags you, you lose.\If you can open the door using that key before she catches you, you win. response:	I'll return the hostages.
context: I'll regret running away for the rest of my life.\So I'll stay, too.\Okay.\The rules are simple.\Play tag with my lovely Anne.\If she tags you, you lose.\If you can open the door using that key before she catches you, you win.\I'll return the hostages. response:	Well?
context: So I'll stay, too.\Okay.\The rules are simple.\Play tag with my lovely Anne.\If she tags you, you lose.\If you can open the door using that key before she catches you, you win.\I'll return the hostages.\Well? response:	Who's in?
context: Okay.\The rules are simple.\Play tag with my lovely Anne.\If she tags you, you lose.\If you can open the door using that key before she catches you, you win.\I'll return the hostages.\Well?\Who's in? response:	Can two play at once?
context: The rules are simple.\Play tag with my lovely Anne.\If she tags you, you lose.\If you can open the door using that key before she catches you, you win.\I'll return the hostages.\Well?\Who's in?\Can two play at once? response:	Of course.
context: Play tag with my lovely Anne.\If she tags you, you lose.\If you can open the door using that key before she catches you, you win.\I'll return the hostages.\Well?\Who's in?\Can two play at once?\Of course. response:	It's more fun if we play all together.
context: If she tags you, you lose.\If you can open the door using that key before she catches you, you win.\I'll return the hostages.\Well?\Who's in?\Can two play at once?\Of course.\It's more fun if we play all together. response:	We can win if we use Tanizaki-san's Light Snow ability to project illusions.
context: If you can open the door using that key before she catches you, you win.\I'll return the hostages.\Well?\Who's in?\Can two play at once?\Of course.\It's more fun if we play all together.\We can win if we use Tanizaki-san's Light Snow ability to project illusions. response:	Are you ready?
context: I'll return the hostages.\Well?\Who's in?\Can two play at once?\Of course.\It's more fun if we play all together.\We can win if we use Tanizaki-san's Light Snow ability to project illusions.\Are you ready? response:	Yeah.
context: Well?\Who's in?\Can two play at once?\Of course.\It's more fun if we play all together.\We can win if we use Tanizaki-san's Light Snow ability to project illusions.\Are you ready?\Yeah. response:	Ready, set...
context: Who's in?\Can two play at once?\Of course.\It's more fun if we play all together.\We can win if we use Tanizaki-san's Light Snow ability to project illusions.\Are you ready?\Yeah.\Ready, set... response:	Go!
context: Can two play at once?\Of course.\It's more fun if we play all together.\We can win if we use Tanizaki-san's Light Snow ability to project illusions.\Are you ready?\Yeah.\Ready, set...\Go! response:	She's fast!
context: Of course.\It's more fun if we play all together.\We can win if we use Tanizaki-san's Light Snow ability to project illusions.\Are you ready?\Yeah.\Ready, set...\Go!\She's fast! response:	Caught...
context: It's more fun if we play all together.\We can win if we use Tanizaki-san's Light Snow ability to project illusions.\Are you ready?\Yeah.\Ready, set...\Go!\She's fast!\Caught... response:	the first one!
context: We can win if we use Tanizaki-san's Light Snow ability to project illusions.\Are you ready?\Yeah.\Ready, set...\Go!\She's fast!\Caught...\the first one! response:	Tanizaki-san!
context: Are you ready?\Yeah.\Ready, set...\Go!\She's fast!\Caught...\the first one!\Tanizaki-san! response:	We've made yet another friend.
context: Yeah.\Ready, set...\Go!\She's fast!\Caught...\the first one!\Tanizaki-san!\We've made yet another friend. response:	What a great day, Anne.
context: Ready, set...\Go!\She's fast!\Caught...\the first one!\Tanizaki-san!\We've made yet another friend.\What a great day, Anne. response:	What? What's that?
context: Go!\She's fast!\Caught...\the first one!\Tanizaki-san!\We've made yet another friend.\What a great day, Anne.\What? What's that? response:	You want more?
context: She's fast!\Caught...\the first one!\Tanizaki-san!\We've made yet another friend.\What a great day, Anne.\What? What's that?\You want more? response:	Well, then...
context: Caught...\the first one!\Tanizaki-san!\We've made yet another friend.\What a great day, Anne.\What? What's that?\You want more?\Well, then... response:	Wow, amazing!
context: the first one!\Tanizaki-san!\We've made yet another friend.\What a great day, Anne.\What? What's that?\You want more?\Well, then...\Wow, amazing! response:	I want to see more.
context: Tanizaki-san!\We've made yet another friend.\What a great day, Anne.\What? What's that?\You want more?\Well, then...\Wow, amazing!\I want to see more. response:	What a strong, useful ability...
context: We've made yet another friend.\What a great day, Anne.\What? What's that?\You want more?\Well, then...\Wow, amazing!\I want to see more.\What a strong, useful ability... response:	I'm sure you were valued highly from the moment you were born.
context: What a great day, Anne.\What? What's that?\You want more?\Well, then...\Wow, amazing!\I want to see more.\What a strong, useful ability...\I'm sure you were valued highly from the moment you were born. response:	I heard you're an orphan.
context: What? What's that?\You want more?\Well, then...\Wow, amazing!\I want to see more.\What a strong, useful ability...\I'm sure you were valued highly from the moment you were born.\I heard you're an orphan. response:	I grew up in an orphanage, too.
context: You want more?\Well, then...\Wow, amazing!\I want to see more.\What a strong, useful ability...\I'm sure you were valued highly from the moment you were born.\I heard you're an orphan.\I grew up in an orphanage, too. response:	It was a very cold place.
context: Well, then...\Wow, amazing!\I want to see more.\What a strong, useful ability...\I'm sure you were valued highly from the moment you were born.\I heard you're an orphan.\I grew up in an orphanage, too.\It was a very cold place. response:	After using ice-cold rags to clean the whole day,
context: Wow, amazing!\I want to see more.\What a strong, useful ability...\I'm sure you were valued highly from the moment you were born.\I heard you're an orphan.\I grew up in an orphanage, too.\It was a very cold place.\After using ice-cold rags to clean the whole day, response:	my fingers would ache for days.
context: I want to see more.\What a strong, useful ability...\I'm sure you were valued highly from the moment you were born.\I heard you're an orphan.\I grew up in an orphanage, too.\It was a very cold place.\After using ice-cold rags to clean the whole day,\my fingers would ache for days. response:	Given my ability,
context: What a strong, useful ability...\I'm sure you were valued highly from the moment you were born.\I heard you're an orphan.\I grew up in an orphanage, too.\It was a very cold place.\After using ice-cold rags to clean the whole day,\my fingers would ache for days.\Given my ability, response:	everyone thought I was a freak.
context: I'm sure you were valued highly from the moment you were born.\I heard you're an orphan.\I grew up in an orphanage, too.\It was a very cold place.\After using ice-cold rags to clean the whole day,\my fingers would ache for days.\Given my ability,\everyone thought I was a freak. response:	I heard the Agency was desperate to find you when you were taken.
context: I heard you're an orphan.\I grew up in an orphanage, too.\It was a very cold place.\After using ice-cold rags to clean the whole day,\my fingers would ache for days.\Given my ability,\everyone thought I was a freak.\I heard the Agency was desperate to find you when you were taken. response:	How wonderful.
context: I grew up in an orphanage, too.\It was a very cold place.\After using ice-cold rags to clean the whole day,\my fingers would ache for days.\Given my ability,\everyone thought I was a freak.\I heard the Agency was desperate to find you when you were taken.\How wonderful. response:	It must be because you have a great ability.
context: It was a very cold place.\After using ice-cold rags to clean the whole day,\my fingers would ache for days.\Given my ability,\everyone thought I was a freak.\I heard the Agency was desperate to find you when you were taken.\How wonderful.\It must be because you have a great ability. response:	The Guild took me in because they saw potential in my ability, too.
