context: Kiss Him, Not Me response:	The Beach! Bathing Suits! Time to Get Serious!
context: It's okay. Please don't grovel anymore.\Cheer up and have some lunch.\Mutsumi-san, you're too nice!\If Serinuma-san's forgiven him, then nothing needs to be said.\Eat up, Shinomiya-kun.\And then we can all play beach volleyball together.\Okay?\S-Senpai. response:	Sob Sob
context: Cheer up and have some lunch.\Mutsumi-san, you're too nice!\If Serinuma-san's forgiven him, then nothing needs to be said.\Eat up, Shinomiya-kun.\And then we can all play beach volleyball together.\Okay?\S-Senpai.\Sob Sob response:	She's an angel!
context: Mutsumi-san, you're too nice!\If Serinuma-san's forgiven him, then nothing needs to be said.\Eat up, Shinomiya-kun.\And then we can all play beach volleyball together.\Okay?\S-Senpai.\Sob Sob\She's an angel! response:	Hmm, 55.
context: If Serinuma-san's forgiven him, then nothing needs to be said.\Eat up, Shinomiya-kun.\And then we can all play beach volleyball together.\Okay?\S-Senpai.\Sob Sob\She's an angel!\Hmm, 55. response:	What? That's way too high.
context: Eat up, Shinomiya-kun.\And then we can all play beach volleyball together.\Okay?\S-Senpai.\Sob Sob\She's an angel!\Hmm, 55.\What? That's way too high. response:	I'd give her a 40.
context: And then we can all play beach volleyball together.\Okay?\S-Senpai.\Sob Sob\She's an angel!\Hmm, 55.\What? That's way too high.\I'd give her a 40. response:	Hey, Miss 40, another beer!
context: Okay?\S-Senpai.\Sob Sob\She's an angel!\Hmm, 55.\What? That's way too high.\I'd give her a 40.\Hey, Miss 40, another beer! response:	What's with them? Talk about no class.
context: S-Senpai.\Sob Sob\She's an angel!\Hmm, 55.\What? That's way too high.\I'd give her a 40.\Hey, Miss 40, another beer!\What's with them? Talk about no class. response:	Senpai, how about we go and borrow a ball?
context: Sob Sob\She's an angel!\Hmm, 55.\What? That's way too high.\I'd give her a 40.\Hey, Miss 40, another beer!\What's with them? Talk about no class.\Senpai, how about we go and borrow a ball? response:	We can walk off the food.
context: She's an angel!\Hmm, 55.\What? That's way too high.\I'd give her a 40.\Hey, Miss 40, another beer!\What's with them? Talk about no class.\Senpai, how about we go and borrow a ball?\We can walk off the food. response:	But Shinomiya-kun's not done eating yet.
context: Hmm, 55.\What? That's way too high.\I'd give her a 40.\Hey, Miss 40, another beer!\What's with them? Talk about no class.\Senpai, how about we go and borrow a ball?\We can walk off the food.\But Shinomiya-kun's not done eating yet. response:	Oh, don't worry about him.
context: What? That's way too high.\I'd give her a 40.\Hey, Miss 40, another beer!\What's with them? Talk about no class.\Senpai, how about we go and borrow a ball?\We can walk off the food.\But Shinomiya-kun's not done eating yet.\Oh, don't worry about him. response:	We'll stay behind.
context: I'd give her a 40.\Hey, Miss 40, another beer!\What's with them? Talk about no class.\Senpai, how about we go and borrow a ball?\We can walk off the food.\But Shinomiya-kun's not done eating yet.\Oh, don't worry about him.\We'll stay behind. response:	Okay.
context: Hey, Miss 40, another beer!\What's with them? Talk about no class.\Senpai, how about we go and borrow a ball?\We can walk off the food.\But Shinomiya-kun's not done eating yet.\Oh, don't worry about him.\We'll stay behind.\Okay. response:	We'll go on ahead, then.
context: What's with them? Talk about no class.\Senpai, how about we go and borrow a ball?\We can walk off the food.\But Shinomiya-kun's not done eating yet.\Oh, don't worry about him.\We'll stay behind.\Okay.\We'll go on ahead, then. response:	Whoa! Look at those 100s!
context: Senpai, how about we go and borrow a ball?\We can walk off the food.\But Shinomiya-kun's not done eating yet.\Oh, don't worry about him.\We'll stay behind.\Okay.\We'll go on ahead, then.\Whoa! Look at those 100s! response:	100s!
context: We can walk off the food.\But Shinomiya-kun's not done eating yet.\Oh, don't worry about him.\We'll stay behind.\Okay.\We'll go on ahead, then.\Whoa! Look at those 100s!\100s! response:	They're both smoking!
context: But Shinomiya-kun's not done eating yet.\Oh, don't worry about him.\We'll stay behind.\Okay.\We'll go on ahead, then.\Whoa! Look at those 100s!\100s!\They're both smoking! response:	Check out the ass on that girl with the hoodie.
context: Oh, don't worry about him.\We'll stay behind.\Okay.\We'll go on ahead, then.\Whoa! Look at those 100s!\100s!\They're both smoking!\Check out the ass on that girl with the hoodie. response:	Gimme a piece of that!
context: We'll stay behind.\Okay.\We'll go on ahead, then.\Whoa! Look at those 100s!\100s!\They're both smoking!\Check out the ass on that girl with the hoodie.\Gimme a piece of that! response:	Hey!
context: Okay.\We'll go on ahead, then.\Whoa! Look at those 100s!\100s!\They're both smoking!\Check out the ass on that girl with the hoodie.\Gimme a piece of that!\Hey! response:	Wh-What's your problem?!
context: We'll go on ahead, then.\Whoa! Look at those 100s!\100s!\They're both smoking!\Check out the ass on that girl with the hoodie.\Gimme a piece of that!\Hey!\Wh-What's your problem?! response:	Wanna fight?!
context: Whoa! Look at those 100s!\100s!\They're both smoking!\Check out the ass on that girl with the hoodie.\Gimme a piece of that!\Hey!\Wh-What's your problem?!\Wanna fight?! response:	Now, now.
context: 100s!\They're both smoking!\Check out the ass on that girl with the hoodie.\Gimme a piece of that!\Hey!\Wh-What's your problem?!\Wanna fight?!\Now, now. response:	Who the hell are you?!
context: They're both smoking!\Check out the ass on that girl with the hoodie.\Gimme a piece of that!\Hey!\Wh-What's your problem?!\Wanna fight?!\Now, now.\Who the hell are you?! response:	Um, guys?
context: Check out the ass on that girl with the hoodie.\Gimme a piece of that!\Hey!\Wh-What's your problem?!\Wanna fight?!\Now, now.\Who the hell are you?!\Um, guys? response:	I really couldn't care less what you guys have to talk about,
context: Gimme a piece of that!\Hey!\Wh-What's your problem?!\Wanna fight?!\Now, now.\Who the hell are you?!\Um, guys?\I really couldn't care less what you guys have to talk about, response:	but you better not make a pass at those girls.
context: Hey!\Wh-What's your problem?!\Wanna fight?!\Now, now.\Who the hell are you?!\Um, guys?\I really couldn't care less what you guys have to talk about,\but you better not make a pass at those girls. response:	We'll kill you.
context: Wh-What's your problem?!\Wanna fight?!\Now, now.\Who the hell are you?!\Um, guys?\I really couldn't care less what you guys have to talk about,\but you better not make a pass at those girls.\We'll kill you. response:	You're on!
context: Wanna fight?!\Now, now.\Who the hell are you?!\Um, guys?\I really couldn't care less what you guys have to talk about,\but you better not make a pass at those girls.\We'll kill you.\You're on! response:	Are we clear?
context: Now, now.\Who the hell are you?!\Um, guys?\I really couldn't care less what you guys have to talk about,\but you better not make a pass at those girls.\We'll kill you.\You're on!\Are we clear? response:	Yes.
context: Who the hell are you?!\Um, guys?\I really couldn't care less what you guys have to talk about,\but you better not make a pass at those girls.\We'll kill you.\You're on!\Are we clear?\Yes. response:	Guys, over here!
context: Um, guys?\I really couldn't care less what you guys have to talk about,\but you better not make a pass at those girls.\We'll kill you.\You're on!\Are we clear?\Yes.\Guys, over here! response:	Sorry to keep you waiting.
context: I really couldn't care less what you guys have to talk about,\but you better not make a pass at those girls.\We'll kill you.\You're on!\Are we clear?\Yes.\Guys, over here!\Sorry to keep you waiting. response:	All right, let's split into teams.
context: but you better not make a pass at those girls.\We'll kill you.\You're on!\Are we clear?\Yes.\Guys, over here!\Sorry to keep you waiting.\All right, let's split into teams. response:	Let's!
context: We'll kill you.\You're on!\Are we clear?\Yes.\Guys, over here!\Sorry to keep you waiting.\All right, let's split into teams.\Let's! response:	Thanks.
context: You're on!\Are we clear?\Yes.\Guys, over here!\Sorry to keep you waiting.\All right, let's split into teams.\Let's!\Thanks. response:	Well, I don't think they'll pull anything funny now.
context: Are we clear?\Yes.\Guys, over here!\Sorry to keep you waiting.\All right, let's split into teams.\Let's!\Thanks.\Well, I don't think they'll pull anything funny now. response:	Actually, that's the first time I've ever seen you angry, Mutsumi-san.
context: Yes.\Guys, over here!\Sorry to keep you waiting.\All right, let's split into teams.\Let's!\Thanks.\Well, I don't think they'll pull anything funny now.\Actually, that's the first time I've ever seen you angry, Mutsumi-san. response:	I hate that kind of thing.
context: Guys, over here!\Sorry to keep you waiting.\All right, let's split into teams.\Let's!\Thanks.\Well, I don't think they'll pull anything funny now.\Actually, that's the first time I've ever seen you angry, Mutsumi-san.\I hate that kind of thing. response:	Even Nishina?
context: Sorry to keep you waiting.\All right, let's split into teams.\Let's!\Thanks.\Well, I don't think they'll pull anything funny now.\Actually, that's the first time I've ever seen you angry, Mutsumi-san.\I hate that kind of thing.\Even Nishina? response:	Is that why she went on ahead with Serinuma-senpai?
context: All right, let's split into teams.\Let's!\Thanks.\Well, I don't think they'll pull anything funny now.\Actually, that's the first time I've ever seen you angry, Mutsumi-san.\I hate that kind of thing.\Even Nishina?\Is that why she went on ahead with Serinuma-senpai? response:	That means I'm the only one who didn't get it.
context: Let's!\Thanks.\Well, I don't think they'll pull anything funny now.\Actually, that's the first time I've ever seen you angry, Mutsumi-san.\I hate that kind of thing.\Even Nishina?\Is that why she went on ahead with Serinuma-senpai?\That means I'm the only one who didn't get it. response:	Come on, everyone. Hurry it up!
context: Thanks.\Well, I don't think they'll pull anything funny now.\Actually, that's the first time I've ever seen you angry, Mutsumi-san.\I hate that kind of thing.\Even Nishina?\Is that why she went on ahead with Serinuma-senpai?\That means I'm the only one who didn't get it.\Come on, everyone. Hurry it up! response:	Was I really trying...
context: Well, I don't think they'll pull anything funny now.\Actually, that's the first time I've ever seen you angry, Mutsumi-san.\I hate that kind of thing.\Even Nishina?\Is that why she went on ahead with Serinuma-senpai?\That means I'm the only one who didn't get it.\Come on, everyone. Hurry it up!\Was I really trying... response:	to compete with these guys?
context: Actually, that's the first time I've ever seen you angry, Mutsumi-san.\I hate that kind of thing.\Even Nishina?\Is that why she went on ahead with Serinuma-senpai?\That means I'm the only one who didn't get it.\Come on, everyone. Hurry it up!\Was I really trying...\to compete with these guys? response:	How, exactly?
context: I hate that kind of thing.\Even Nishina?\Is that why she went on ahead with Serinuma-senpai?\That means I'm the only one who didn't get it.\Come on, everyone. Hurry it up!\Was I really trying...\to compete with these guys?\How, exactly? response:	What can I do against them?
context: Even Nishina?\Is that why she went on ahead with Serinuma-senpai?\That means I'm the only one who didn't get it.\Come on, everyone. Hurry it up!\Was I really trying...\to compete with these guys?\How, exactly?\What can I do against them? response:	I can't wait!
context: Is that why she went on ahead with Serinuma-senpai?\That means I'm the only one who didn't get it.\Come on, everyone. Hurry it up!\Was I really trying...\to compete with these guys?\How, exactly?\What can I do against them?\I can't wait! response:	Barbecue! Barbecue! Barbecue!
context: That means I'm the only one who didn't get it.\Come on, everyone. Hurry it up!\Was I really trying...\to compete with these guys?\How, exactly?\What can I do against them?\I can't wait!\Barbecue! Barbecue! Barbecue! response:	Are you really happy with this?
context: Come on, everyone. Hurry it up!\Was I really trying...\to compete with these guys?\How, exactly?\What can I do against them?\I can't wait!\Barbecue! Barbecue! Barbecue!\Are you really happy with this? response:	I could have had the head cook take care of all this prep work.
context: Was I really trying...\to compete with these guys?\How, exactly?\What can I do against them?\I can't wait!\Barbecue! Barbecue! Barbecue!\Are you really happy with this?\I could have had the head cook take care of all this prep work. response:	A barbecue's better when we do all the work ourselves.
context: to compete with these guys?\How, exactly?\What can I do against them?\I can't wait!\Barbecue! Barbecue! Barbecue!\Are you really happy with this?\I could have had the head cook take care of all this prep work.\A barbecue's better when we do all the work ourselves. response:	What's the matter?
context: How, exactly?\What can I do against them?\I can't wait!\Barbecue! Barbecue! Barbecue!\Are you really happy with this?\I could have had the head cook take care of all this prep work.\A barbecue's better when we do all the work ourselves.\What's the matter? response:	Oh, nothing. I think I'm just a little tired.
context: What can I do against them?\I can't wait!\Barbecue! Barbecue! Barbecue!\Are you really happy with this?\I could have had the head cook take care of all this prep work.\A barbecue's better when we do all the work ourselves.\What's the matter?\Oh, nothing. I think I'm just a little tired. response:	No, I've got to get a hold of myself.
context: I can't wait!\Barbecue! Barbecue! Barbecue!\Are you really happy with this?\I could have had the head cook take care of all this prep work.\A barbecue's better when we do all the work ourselves.\What's the matter?\Oh, nothing. I think I'm just a little tired.\No, I've got to get a hold of myself. response:	I'm going to become a reliable guy in my own way.
context: Barbecue! Barbecue! Barbecue!\Are you really happy with this?\I could have had the head cook take care of all this prep work.\A barbecue's better when we do all the work ourselves.\What's the matter?\Oh, nothing. I think I'm just a little tired.\No, I've got to get a hold of myself.\I'm going to become a reliable guy in my own way. response:	A guy that can protect Serinuma-senpai.
context: Are you really happy with this?\I could have had the head cook take care of all this prep work.\A barbecue's better when we do all the work ourselves.\What's the matter?\Oh, nothing. I think I'm just a little tired.\No, I've got to get a hold of myself.\I'm going to become a reliable guy in my own way.\A guy that can protect Serinuma-senpai. response:	Right. A guy that can protect her.
context: I could have had the head cook take care of all this prep work.\A barbecue's better when we do all the work ourselves.\What's the matter?\Oh, nothing. I think I'm just a little tired.\No, I've got to get a hold of myself.\I'm going to become a reliable guy in my own way.\A guy that can protect Serinuma-senpai.\Right. A guy that can protect her. response:	W-Watch out!
context: A barbecue's better when we do all the work ourselves.\What's the matter?\Oh, nothing. I think I'm just a little tired.\No, I've got to get a hold of myself.\I'm going to become a reliable guy in my own way.\A guy that can protect Serinuma-senpai.\Right. A guy that can protect her.\W-Watch out! response:	Hey, hey, hey!
context: What's the matter?\Oh, nothing. I think I'm just a little tired.\No, I've got to get a hold of myself.\I'm going to become a reliable guy in my own way.\A guy that can protect Serinuma-senpai.\Right. A guy that can protect her.\W-Watch out!\Hey, hey, hey! response:	Are you for real?
context: Oh, nothing. I think I'm just a little tired.\No, I've got to get a hold of myself.\I'm going to become a reliable guy in my own way.\A guy that can protect Serinuma-senpai.\Right. A guy that can protect her.\W-Watch out!\Hey, hey, hey!\Are you for real? response:	No way...
context: No, I've got to get a hold of myself.\I'm going to become a reliable guy in my own way.\A guy that can protect Serinuma-senpai.\Right. A guy that can protect her.\W-Watch out!\Hey, hey, hey!\Are you for real?\No way... response:	What are you doing? Jeez.
context: I'm going to become a reliable guy in my own way.\A guy that can protect Serinuma-senpai.\Right. A guy that can protect her.\W-Watch out!\Hey, hey, hey!\Are you for real?\No way...\What are you doing? Jeez. response:	I... I...
context: A guy that can protect Serinuma-senpai.\Right. A guy that can protect her.\W-Watch out!\Hey, hey, hey!\Are you for real?\No way...\What are you doing? Jeez.\I... I... response:	Come on, man.
context: Right. A guy that can protect her.\W-Watch out!\Hey, hey, hey!\Are you for real?\No way...\What are you doing? Jeez.\I... I...\Come on, man. response:	We'll have to start over?
context: W-Watch out!\Hey, hey, hey!\Are you for real?\No way...\What are you doing? Jeez.\I... I...\Come on, man.\We'll have to start over? response:	I think so.
context: Hey, hey, hey!\Are you for real?\No way...\What are you doing? Jeez.\I... I...\Come on, man.\We'll have to start over?\I think so. response:	I just wanted...
context: Are you for real?\No way...\What are you doing? Jeez.\I... I...\Come on, man.\We'll have to start over?\I think so.\I just wanted... response:	Mu
context: No way...\What are you doing? Jeez.\I... I...\Come on, man.\We'll have to start over?\I think so.\I just wanted...\Mu response:	Nana
context: What are you doing? Jeez.\I... I...\Come on, man.\We'll have to start over?\I think so.\I just wanted...\Mu\Nana response:	Iga
context: I... I...\Come on, man.\We'll have to start over?\I think so.\I just wanted...\Mu\Nana\Iga response:	Ka
context: Come on, man.\We'll have to start over?\I think so.\I just wanted...\Mu\Nana\Iga\Ka response:	Ni
context: We'll have to start over?\I think so.\I just wanted...\Mu\Nana\Iga\Ka\Ni response:	Huh?
context: I think so.\I just wanted...\Mu\Nana\Iga\Ka\Ni\Huh? response:	Hey. Wait!
context: I just wanted...\Mu\Nana\Iga\Ka\Ni\Huh?\Hey. Wait! response:	I shouldn't have come after all.
context: Mu\Nana\Iga\Ka\Ni\Huh?\Hey. Wait!\I shouldn't have come after all. response:	I'm not the outdoors type.
context: Nana\Iga\Ka\Ni\Huh?\Hey. Wait!\I shouldn't have come after all.\I'm not the outdoors type. response:	I'm not a fan of the ocean.
context: Iga\Ka\Ni\Huh?\Hey. Wait!\I shouldn't have come after all.\I'm not the outdoors type.\I'm not a fan of the ocean. response:	I'd rather stay home in the summer,
context: Ka\Ni\Huh?\Hey. Wait!\I shouldn't have come after all.\I'm not the outdoors type.\I'm not a fan of the ocean.\I'd rather stay home in the summer, response:	and I'd have been better off if I had.
context: Ni\Huh?\Hey. Wait!\I shouldn't have come after all.\I'm not the outdoors type.\I'm not a fan of the ocean.\I'd rather stay home in the summer,\and I'd have been better off if I had. response:	Ouch...
context: Huh?\Hey. Wait!\I shouldn't have come after all.\I'm not the outdoors type.\I'm not a fan of the ocean.\I'd rather stay home in the summer,\and I'd have been better off if I had.\Ouch... response:	If I had just done that,
context: Hey. Wait!\I shouldn't have come after all.\I'm not the outdoors type.\I'm not a fan of the ocean.\I'd rather stay home in the summer,\and I'd have been better off if I had.\Ouch...\If I had just done that, response:	I wouldn't have to feel this miserable.
context: I shouldn't have come after all.\I'm not the outdoors type.\I'm not a fan of the ocean.\I'd rather stay home in the summer,\and I'd have been better off if I had.\Ouch...\If I had just done that,\I wouldn't have to feel this miserable. response:	Kiss Him, Not Me
context: I'm not the outdoors type.\I'm not a fan of the ocean.\I'd rather stay home in the summer,\and I'd have been better off if I had.\Ouch...\If I had just done that,\I wouldn't have to feel this miserable.\Kiss Him, Not Me response:	Kiss Him, Not Me
context: I'm not a fan of the ocean.\I'd rather stay home in the summer,\and I'd have been better off if I had.\Ouch...\If I had just done that,\I wouldn't have to feel this miserable.\Kiss Him, Not Me\Kiss Him, Not Me response:	Wh-What do we do?!
context: I'd rather stay home in the summer,\and I'd have been better off if I had.\Ouch...\If I had just done that,\I wouldn't have to feel this miserable.\Kiss Him, Not Me\Kiss Him, Not Me\Wh-What do we do?! response:	What did he say again?
context: and I'd have been better off if I had.\Ouch...\If I had just done that,\I wouldn't have to feel this miserable.\Kiss Him, Not Me\Kiss Him, Not Me\Wh-What do we do?!\What did he say again? response:	He was going home, or something?
context: Ouch...\If I had just done that,\I wouldn't have to feel this miserable.\Kiss Him, Not Me\Kiss Him, Not Me\Wh-What do we do?!\What did he say again?\He was going home, or something? response:	Then, why did he run that way?
context: If I had just done that,\I wouldn't have to feel this miserable.\Kiss Him, Not Me\Kiss Him, Not Me\Wh-What do we do?!\What did he say again?\He was going home, or something?\Then, why did he run that way? response:	Isn't that just a forest, though?
context: I wouldn't have to feel this miserable.\Kiss Him, Not Me\Kiss Him, Not Me\Wh-What do we do?!\What did he say again?\He was going home, or something?\Then, why did he run that way?\Isn't that just a forest, though? response:	I kind of had a hunch...
context: Kiss Him, Not Me\Kiss Him, Not Me\Wh-What do we do?!\What did he say again?\He was going home, or something?\Then, why did he run that way?\Isn't that just a forest, though?\I kind of had a hunch... response:	He's actually...
context: Kiss Him, Not Me\Wh-What do we do?!\What did he say again?\He was going home, or something?\Then, why did he run that way?\Isn't that just a forest, though?\I kind of had a hunch...\He's actually... response:	Pretty dumb.
context: Wh-What do we do?!\What did he say again?\He was going home, or something?\Then, why did he run that way?\Isn't that just a forest, though?\I kind of had a hunch...\He's actually...\Pretty dumb. response:	We've gotta go after him!
context: What did he say again?\He was going home, or something?\Then, why did he run that way?\Isn't that just a forest, though?\I kind of had a hunch...\He's actually...\Pretty dumb.\We've gotta go after him! response:	Huh? He'll come back on his own eventually.
context: He was going home, or something?\Then, why did he run that way?\Isn't that just a forest, though?\I kind of had a hunch...\He's actually...\Pretty dumb.\We've gotta go after him!\Huh? He'll come back on his own eventually. response:	But, it could be dangerous if he stays out until it's dark.
context: Then, why did he run that way?\Isn't that just a forest, though?\I kind of had a hunch...\He's actually...\Pretty dumb.\We've gotta go after him!\Huh? He'll come back on his own eventually.\But, it could be dangerous if he stays out until it's dark. response:	There's no one at the top of this mountain.
context: Isn't that just a forest, though?\I kind of had a hunch...\He's actually...\Pretty dumb.\We've gotta go after him!\Huh? He'll come back on his own eventually.\But, it could be dangerous if he stays out until it's dark.\There's no one at the top of this mountain. response:	Shinomiya hates the dark, though! I feel sorry for him!
context: I kind of had a hunch...\He's actually...\Pretty dumb.\We've gotta go after him!\Huh? He'll come back on his own eventually.\But, it could be dangerous if he stays out until it's dark.\There's no one at the top of this mountain.\Shinomiya hates the dark, though! I feel sorry for him! response:	She feels sorry for him?
context: He's actually...\Pretty dumb.\We've gotta go after him!\Huh? He'll come back on his own eventually.\But, it could be dangerous if he stays out until it's dark.\There's no one at the top of this mountain.\Shinomiya hates the dark, though! I feel sorry for him!\She feels sorry for him? response:	I'll go get him!
context: Pretty dumb.\We've gotta go after him!\Huh? He'll come back on his own eventually.\But, it could be dangerous if he stays out until it's dark.\There's no one at the top of this mountain.\Shinomiya hates the dark, though! I feel sorry for him!\She feels sorry for him?\I'll go get him! response:	Hey, wait!
context: We've gotta go after him!\Huh? He'll come back on his own eventually.\But, it could be dangerous if he stays out until it's dark.\There's no one at the top of this mountain.\Shinomiya hates the dark, though! I feel sorry for him!\She feels sorry for him?\I'll go get him!\Hey, wait! response:	It'll be dangerous for her alone.
context: Huh? He'll come back on his own eventually.\But, it could be dangerous if he stays out until it's dark.\There's no one at the top of this mountain.\Shinomiya hates the dark, though! I feel sorry for him!\She feels sorry for him?\I'll go get him!\Hey, wait!\It'll be dangerous for her alone. response:	Jeez!
context: But, it could be dangerous if he stays out until it's dark.\There's no one at the top of this mountain.\Shinomiya hates the dark, though! I feel sorry for him!\She feels sorry for him?\I'll go get him!\Hey, wait!\It'll be dangerous for her alone.\Jeez! response:	Feels sorry for him, indeed...
context: There's no one at the top of this mountain.\Shinomiya hates the dark, though! I feel sorry for him!\She feels sorry for him?\I'll go get him!\Hey, wait!\It'll be dangerous for her alone.\Jeez!\Feels sorry for him, indeed... response:	Shinomiya-kun!
context: Shinomiya hates the dark, though! I feel sorry for him!\She feels sorry for him?\I'll go get him!\Hey, wait!\It'll be dangerous for her alone.\Jeez!\Feels sorry for him, indeed...\Shinomiya-kun! response:	Hey!
context: She feels sorry for him?\I'll go get him!\Hey, wait!\It'll be dangerous for her alone.\Jeez!\Feels sorry for him, indeed...\Shinomiya-kun!\Hey! response:	We have to hurry up and find him soon!
context: I'll go get him!\Hey, wait!\It'll be dangerous for her alone.\Jeez!\Feels sorry for him, indeed...\Shinomiya-kun!\Hey!\We have to hurry up and find him soon! response:	Come on, hurry and move already.
context: Hey, wait!\It'll be dangerous for her alone.\Jeez!\Feels sorry for him, indeed...\Shinomiya-kun!\Hey!\We have to hurry up and find him soon!\Come on, hurry and move already. response:	The boards are loose there.
context: It'll be dangerous for her alone.\Jeez!\Feels sorry for him, indeed...\Shinomiya-kun!\Hey!\We have to hurry up and find him soon!\Come on, hurry and move already.\The boards are loose there. response:	Yeah.
context: Jeez!\Feels sorry for him, indeed...\Shinomiya-kun!\Hey!\We have to hurry up and find him soon!\Come on, hurry and move already.\The boards are loose there.\Yeah. response:	Did he really cross this?!
context: Feels sorry for him, indeed...\Shinomiya-kun!\Hey!\We have to hurry up and find him soon!\Come on, hurry and move already.\The boards are loose there.\Yeah.\Did he really cross this?! response:	There's only one path, so he must have.
context: Shinomiya-kun!\Hey!\We have to hurry up and find him soon!\Come on, hurry and move already.\The boards are loose there.\Yeah.\Did he really cross this?!\There's only one path, so he must have. response:	Shinomiya-kun.
context: Hey!\We have to hurry up and find him soon!\Come on, hurry and move already.\The boards are loose there.\Yeah.\Did he really cross this?!\There's only one path, so he must have.\Shinomiya-kun. response:	Let's hurry!
context: We have to hurry up and find him soon!\Come on, hurry and move already.\The boards are loose there.\Yeah.\Did he really cross this?!\There's only one path, so he must have.\Shinomiya-kun.\Let's hurry! response:	No! I can't move!
context: Come on, hurry and move already.\The boards are loose there.\Yeah.\Did he really cross this?!\There's only one path, so he must have.\Shinomiya-kun.\Let's hurry!\No! I can't move! response:	Nana, get up! You're in the way!
context: The boards are loose there.\Yeah.\Did he really cross this?!\There's only one path, so he must have.\Shinomiya-kun.\Let's hurry!\No! I can't move!\Nana, get up! You're in the way! response:	You can't just stand there. You've gotta move!
context: Yeah.\Did he really cross this?!\There's only one path, so he must have.\Shinomiya-kun.\Let's hurry!\No! I can't move!\Nana, get up! You're in the way!\You can't just stand there. You've gotta move! response:	No!
context: Did he really cross this?!\There's only one path, so he must have.\Shinomiya-kun.\Let's hurry!\No! I can't move!\Nana, get up! You're in the way!\You can't just stand there. You've gotta move!\No! response:	It's really shaking.
context: There's only one path, so he must have.\Shinomiya-kun.\Let's hurry!\No! I can't move!\Nana, get up! You're in the way!\You can't just stand there. You've gotta move!\No!\It's really shaking. response:	I made it.
context: Shinomiya-kun.\Let's hurry!\No! I can't move!\Nana, get up! You're in the way!\You can't just stand there. You've gotta move!\No!\It's really shaking.\I made it. response:	Are you all okay?
context: Let's hurry!\No! I can't move!\Nana, get up! You're in the way!\You can't just stand there. You've gotta move!\No!\It's really shaking.\I made it.\Are you all okay? response:	Huh?
context: No! I can't move!\Nana, get up! You're in the way!\You can't just stand there. You've gotta move!\No!\It's really shaking.\I made it.\Are you all okay?\Huh? response:	Huh?
context: Nana, get up! You're in the way!\You can't just stand there. You've gotta move!\No!\It's really shaking.\I made it.\Are you all okay?\Huh?\Huh? response:	You guys!
context: You can't just stand there. You've gotta move!\No!\It's really shaking.\I made it.\Are you all okay?\Huh?\Huh?\You guys! response:	Huh?
context: No!\It's really shaking.\I made it.\Are you all okay?\Huh?\Huh?\You guys!\Huh? response:	W-We're fine.
context: It's really shaking.\I made it.\Are you all okay?\Huh?\Huh?\You guys!\Huh?\W-We're fine. response:	The drop was shorter than we thought.
context: I made it.\Are you all okay?\Huh?\Huh?\You guys!\Huh?\W-We're fine.\The drop was shorter than we thought. response:	Thank God!
context: Are you all okay?\Huh?\Huh?\You guys!\Huh?\W-We're fine.\The drop was shorter than we thought.\Thank God! response:	The bridge felt like a bigger deal...
context: Huh?\Huh?\You guys!\Huh?\W-We're fine.\The drop was shorter than we thought.\Thank God!\The bridge felt like a bigger deal... response:	Really, thank goodness!
context: Huh?\You guys!\Huh?\W-We're fine.\The drop was shorter than we thought.\Thank God!\The bridge felt like a bigger deal...\Really, thank goodness! response:	But this might be too high to climb.
context: You guys!\Huh?\W-We're fine.\The drop was shorter than we thought.\Thank God!\The bridge felt like a bigger deal...\Really, thank goodness!\But this might be too high to climb. response:	There's a path over there.
context: Huh?\W-We're fine.\The drop was shorter than we thought.\Thank God!\The bridge felt like a bigger deal...\Really, thank goodness!\But this might be too high to climb.\There's a path over there. response:	A detour?
context: W-We're fine.\The drop was shorter than we thought.\Thank God!\The bridge felt like a bigger deal...\Really, thank goodness!\But this might be too high to climb.\There's a path over there.\A detour? response:	Probably.
context: The drop was shorter than we thought.\Thank God!\The bridge felt like a bigger deal...\Really, thank goodness!\But this might be too high to climb.\There's a path over there.\A detour?\Probably. response:	It should lead to where there used to be an old hotel.
context: Thank God!\The bridge felt like a bigger deal...\Really, thank goodness!\But this might be too high to climb.\There's a path over there.\A detour?\Probably.\It should lead to where there used to be an old hotel. response:	Ka
context: The bridge felt like a bigger deal...\Really, thank goodness!\But this might be too high to climb.\There's a path over there.\A detour?\Probably.\It should lead to where there used to be an old hotel.\Ka response:	Us
context: Really, thank goodness!\But this might be too high to climb.\There's a path over there.\A detour?\Probably.\It should lead to where there used to be an old hotel.\Ka\Us response:	Let's regroup there, then!
context: But this might be too high to climb.\There's a path over there.\A detour?\Probably.\It should lead to where there used to be an old hotel.\Ka\Us\Let's regroup there, then! response:	See you later!
context: There's a path over there.\A detour?\Probably.\It should lead to where there used to be an old hotel.\Ka\Us\Let's regroup there, then!\See you later! response:	Serinuma-san!
context: A detour?\Probably.\It should lead to where there used to be an old hotel.\Ka\Us\Let's regroup there, then!\See you later!\Serinuma-san! response:	You can't go alone!
context: Probably.\It should lead to where there used to be an old hotel.\Ka\Us\Let's regroup there, then!\See you later!\Serinuma-san!\You can't go alone! response:	Gosh, she runs off without a thought.
context: It should lead to where there used to be an old hotel.\Ka\Us\Let's regroup there, then!\See you later!\Serinuma-san!\You can't go alone!\Gosh, she runs off without a thought. response:	We'd better hurry, too.
