context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: It'd be best if I did, it's so noisy.\Ah, um...\Uh...\That's weird...\Oh geez.\That's funny, where'd it go?\Uh... Hmmm...\Ah man, ummm. response:	Uh no, it's nothing. I'm all right, that is, I wasn't trying to sneak a peek.
context: Ah, um...\Uh...\That's weird...\Oh geez.\That's funny, where'd it go?\Uh... Hmmm...\Ah man, ummm.\Uh no, it's nothing. I'm all right, that is, I wasn't trying to sneak a peek. response:	Really, I wasn't.
context: Uh...\That's weird...\Oh geez.\That's funny, where'd it go?\Uh... Hmmm...\Ah man, ummm.\Uh no, it's nothing. I'm all right, that is, I wasn't trying to sneak a peek.\Really, I wasn't. response:	Oh, right! So that's it...
context: That's weird...\Oh geez.\That's funny, where'd it go?\Uh... Hmmm...\Ah man, ummm.\Uh no, it's nothing. I'm all right, that is, I wasn't trying to sneak a peek.\Really, I wasn't.\Oh, right! So that's it... response:	Talk about close calls.
context: Oh geez.\That's funny, where'd it go?\Uh... Hmmm...\Ah man, ummm.\Uh no, it's nothing. I'm all right, that is, I wasn't trying to sneak a peek.\Really, I wasn't.\Oh, right! So that's it...\Talk about close calls. response:	Why did I leave?
context: That's funny, where'd it go?\Uh... Hmmm...\Ah man, ummm.\Uh no, it's nothing. I'm all right, that is, I wasn't trying to sneak a peek.\Really, I wasn't.\Oh, right! So that's it...\Talk about close calls.\Why did I leave? response:	Why am I running away after that little stunt?
context: Uh... Hmmm...\Ah man, ummm.\Uh no, it's nothing. I'm all right, that is, I wasn't trying to sneak a peek.\Really, I wasn't.\Oh, right! So that's it...\Talk about close calls.\Why did I leave?\Why am I running away after that little stunt? response:	Although, going back right away would be unnatural.
context: Ah man, ummm.\Uh no, it's nothing. I'm all right, that is, I wasn't trying to sneak a peek.\Really, I wasn't.\Oh, right! So that's it...\Talk about close calls.\Why did I leave?\Why am I running away after that little stunt?\Although, going back right away would be unnatural. response:	This is weird.
context: Uh no, it's nothing. I'm all right, that is, I wasn't trying to sneak a peek.\Really, I wasn't.\Oh, right! So that's it...\Talk about close calls.\Why did I leave?\Why am I running away after that little stunt?\Although, going back right away would be unnatural.\This is weird. response:	Kasukabe being around shouldn't really bother me this much.
context: Really, I wasn't.\Oh, right! So that's it...\Talk about close calls.\Why did I leave?\Why am I running away after that little stunt?\Although, going back right away would be unnatural.\This is weird.\Kasukabe being around shouldn't really bother me this much. response:	She's far off from my usual range.
context: Oh, right! So that's it...\Talk about close calls.\Why did I leave?\Why am I running away after that little stunt?\Although, going back right away would be unnatural.\This is weird.\Kasukabe being around shouldn't really bother me this much.\She's far off from my usual range. response:	She should be the one being careful and uncomfortable in this situation.
context: Talk about close calls.\Why did I leave?\Why am I running away after that little stunt?\Although, going back right away would be unnatural.\This is weird.\Kasukabe being around shouldn't really bother me this much.\She's far off from my usual range.\She should be the one being careful and uncomfortable in this situation. response:	What a joke.
context: Why did I leave?\Why am I running away after that little stunt?\Although, going back right away would be unnatural.\This is weird.\Kasukabe being around shouldn't really bother me this much.\She's far off from my usual range.\She should be the one being careful and uncomfortable in this situation.\What a joke. response:	I just I just need to talk to her more naturally.
context: Why am I running away after that little stunt?\Although, going back right away would be unnatural.\This is weird.\Kasukabe being around shouldn't really bother me this much.\She's far off from my usual range.\She should be the one being careful and uncomfortable in this situation.\What a joke.\I just I just need to talk to her more naturally. response:	Naturally.
context: Although, going back right away would be unnatural.\This is weird.\Kasukabe being around shouldn't really bother me this much.\She's far off from my usual range.\She should be the one being careful and uncomfortable in this situation.\What a joke.\I just I just need to talk to her more naturally.\Naturally. response:	Thirsty?
context: This is weird.\Kasukabe being around shouldn't really bother me this much.\She's far off from my usual range.\She should be the one being careful and uncomfortable in this situation.\What a joke.\I just I just need to talk to her more naturally.\Naturally.\Thirsty? response:	Huh?
context: Kasukabe being around shouldn't really bother me this much.\She's far off from my usual range.\She should be the one being careful and uncomfortable in this situation.\What a joke.\I just I just need to talk to her more naturally.\Naturally.\Thirsty?\Huh? response:	No, I'm good.
context: She's far off from my usual range.\She should be the one being careful and uncomfortable in this situation.\What a joke.\I just I just need to talk to her more naturally.\Naturally.\Thirsty?\Huh?\No, I'm good. response:	Here, it's in a can so nothing weird got put in it.
context: She should be the one being careful and uncomfortable in this situation.\What a joke.\I just I just need to talk to her more naturally.\Naturally.\Thirsty?\Huh?\No, I'm good.\Here, it's in a can so nothing weird got put in it. response:	No, that's not the issue.
context: What a joke.\I just I just need to talk to her more naturally.\Naturally.\Thirsty?\Huh?\No, I'm good.\Here, it's in a can so nothing weird got put in it.\No, that's not the issue. response:	There's no need, I don't want it.
context: I just I just need to talk to her more naturally.\Naturally.\Thirsty?\Huh?\No, I'm good.\Here, it's in a can so nothing weird got put in it.\No, that's not the issue.\There's no need, I don't want it. response:	Oh, yeah, all right.
context: Naturally.\Thirsty?\Huh?\No, I'm good.\Here, it's in a can so nothing weird got put in it.\No, that's not the issue.\There's no need, I don't want it.\Oh, yeah, all right. response:	Uh...
context: Thirsty?\Huh?\No, I'm good.\Here, it's in a can so nothing weird got put in it.\No, that's not the issue.\There's no need, I don't want it.\Oh, yeah, all right.\Uh... response:	What?
context: Huh?\No, I'm good.\Here, it's in a can so nothing weird got put in it.\No, that's not the issue.\There's no need, I don't want it.\Oh, yeah, all right.\Uh...\What? response:	That's weird, am I way off?
context: No, I'm good.\Here, it's in a can so nothing weird got put in it.\No, that's not the issue.\There's no need, I don't want it.\Oh, yeah, all right.\Uh...\What?\That's weird, am I way off? response:	She must think this is awkward too, right?
context: Here, it's in a can so nothing weird got put in it.\No, that's not the issue.\There's no need, I don't want it.\Oh, yeah, all right.\Uh...\What?\That's weird, am I way off?\She must think this is awkward too, right? response:	Maybe she feels sorry for being rude, or that it'd be bad to just leave now.
context: No, that's not the issue.\There's no need, I don't want it.\Oh, yeah, all right.\Uh...\What?\That's weird, am I way off?\She must think this is awkward too, right?\Maybe she feels sorry for being rude, or that it'd be bad to just leave now. response:	That's it...
context: There's no need, I don't want it.\Oh, yeah, all right.\Uh...\What?\That's weird, am I way off?\She must think this is awkward too, right?\Maybe she feels sorry for being rude, or that it'd be bad to just leave now.\That's it... response:	That must be it...
context: Oh, yeah, all right.\Uh...\What?\That's weird, am I way off?\She must think this is awkward too, right?\Maybe she feels sorry for being rude, or that it'd be bad to just leave now.\That's it...\That must be it... response:	How are things?
context: Uh...\What?\That's weird, am I way off?\She must think this is awkward too, right?\Maybe she feels sorry for being rude, or that it'd be bad to just leave now.\That's it...\That must be it...\How are things? response:	Did something happen?
context: What?\That's weird, am I way off?\She must think this is awkward too, right?\Maybe she feels sorry for being rude, or that it'd be bad to just leave now.\That's it...\That must be it...\How are things?\Did something happen? response:	Like what?
context: That's weird, am I way off?\She must think this is awkward too, right?\Maybe she feels sorry for being rude, or that it'd be bad to just leave now.\That's it...\That must be it...\How are things?\Did something happen?\Like what? response:	Like with Kohsaka.
context: She must think this is awkward too, right?\Maybe she feels sorry for being rude, or that it'd be bad to just leave now.\That's it...\That must be it...\How are things?\Did something happen?\Like what?\Like with Kohsaka. response:	Like with Kohsaka.
context: Maybe she feels sorry for being rude, or that it'd be bad to just leave now.\That's it...\That must be it...\How are things?\Did something happen?\Like what?\Like with Kohsaka.\Like with Kohsaka. response:	Not especially.
context: That's it...\That must be it...\How are things?\Did something happen?\Like what?\Like with Kohsaka.\Like with Kohsaka.\Not especially. response:	Nothing's amiss?
context: That must be it...\How are things?\Did something happen?\Like what?\Like with Kohsaka.\Like with Kohsaka.\Not especially.\Nothing's amiss? response:	The usual.
context: How are things?\Did something happen?\Like what?\Like with Kohsaka.\Like with Kohsaka.\Not especially.\Nothing's amiss?\The usual. response:	Oh, that sounded kind of iffy.
context: Did something happen?\Like what?\Like with Kohsaka.\Like with Kohsaka.\Not especially.\Nothing's amiss?\The usual.\Oh, that sounded kind of iffy. response:	What gives!
context: Like what?\Like with Kohsaka.\Like with Kohsaka.\Not especially.\Nothing's amiss?\The usual.\Oh, that sounded kind of iffy.\What gives! response:	Uh, well, it's rare to see you act this way...
context: Like with Kohsaka.\Like with Kohsaka.\Not especially.\Nothing's amiss?\The usual.\Oh, that sounded kind of iffy.\What gives!\Uh, well, it's rare to see you act this way... response:	It's like wow, what a surprise.
context: Like with Kohsaka.\Not especially.\Nothing's amiss?\The usual.\Oh, that sounded kind of iffy.\What gives!\Uh, well, it's rare to see you act this way...\It's like wow, what a surprise. response:	What is this, a TV interview?
context: Not especially.\Nothing's amiss?\The usual.\Oh, that sounded kind of iffy.\What gives!\Uh, well, it's rare to see you act this way...\It's like wow, what a surprise.\What is this, a TV interview? response:	No, not at all!
context: Nothing's amiss?\The usual.\Oh, that sounded kind of iffy.\What gives!\Uh, well, it's rare to see you act this way...\It's like wow, what a surprise.\What is this, a TV interview?\No, not at all! response:	It's just a bit mysterious!
context: The usual.\Oh, that sounded kind of iffy.\What gives!\Uh, well, it's rare to see you act this way...\It's like wow, what a surprise.\What is this, a TV interview?\No, not at all!\It's just a bit mysterious! response:	I'm not trying to pry at all...
context: Oh, that sounded kind of iffy.\What gives!\Uh, well, it's rare to see you act this way...\It's like wow, what a surprise.\What is this, a TV interview?\No, not at all!\It's just a bit mysterious!\I'm not trying to pry at all... response:	Actually, I hate it when people stick their noses into other peoples' business...
context: What gives!\Uh, well, it's rare to see you act this way...\It's like wow, what a surprise.\What is this, a TV interview?\No, not at all!\It's just a bit mysterious!\I'm not trying to pry at all...\Actually, I hate it when people stick their noses into other peoples' business... response:	Um, sorry.
context: Uh, well, it's rare to see you act this way...\It's like wow, what a surprise.\What is this, a TV interview?\No, not at all!\It's just a bit mysterious!\I'm not trying to pry at all...\Actually, I hate it when people stick their noses into other peoples' business...\Um, sorry. response:	Right.
context: It's like wow, what a surprise.\What is this, a TV interview?\No, not at all!\It's just a bit mysterious!\I'm not trying to pry at all...\Actually, I hate it when people stick their noses into other peoples' business...\Um, sorry.\Right. response:	Do we have the next one?
context: What is this, a TV interview?\No, not at all!\It's just a bit mysterious!\I'm not trying to pry at all...\Actually, I hate it when people stick their noses into other peoples' business...\Um, sorry.\Right.\Do we have the next one? response:	Oh, volume 10?
context: No, not at all!\It's just a bit mysterious!\I'm not trying to pry at all...\Actually, I hate it when people stick their noses into other peoples' business...\Um, sorry.\Right.\Do we have the next one?\Oh, volume 10? response:	We sure do!
context: It's just a bit mysterious!\I'm not trying to pry at all...\Actually, I hate it when people stick their noses into other peoples' business...\Um, sorry.\Right.\Do we have the next one?\Oh, volume 10?\We sure do! response:	Umm, it should be around...
context: I'm not trying to pry at all...\Actually, I hate it when people stick their noses into other peoples' business...\Um, sorry.\Right.\Do we have the next one?\Oh, volume 10?\We sure do!\Umm, it should be around... response:	Here it is.
context: Actually, I hate it when people stick their noses into other peoples' business...\Um, sorry.\Right.\Do we have the next one?\Oh, volume 10?\We sure do!\Umm, it should be around...\Here it is. response:	You know, Whisper of the Flying God by the same artist is good too.
context: Um, sorry.\Right.\Do we have the next one?\Oh, volume 10?\We sure do!\Umm, it should be around...\Here it is.\You know, Whisper of the Flying God by the same artist is good too. response:	I'll lend it to you if you want to read it.
context: Right.\Do we have the next one?\Oh, volume 10?\We sure do!\Umm, it should be around...\Here it is.\You know, Whisper of the Flying God by the same artist is good too.\I'll lend it to you if you want to read it. response:	No thanks.
context: Do we have the next one?\Oh, volume 10?\We sure do!\Umm, it should be around...\Here it is.\You know, Whisper of the Flying God by the same artist is good too.\I'll lend it to you if you want to read it.\No thanks. response:	I'm still in the middle of this one.
context: Oh, volume 10?\We sure do!\Umm, it should be around...\Here it is.\You know, Whisper of the Flying God by the same artist is good too.\I'll lend it to you if you want to read it.\No thanks.\I'm still in the middle of this one. response:	Quite right, that you are!
context: We sure do!\Umm, it should be around...\Here it is.\You know, Whisper of the Flying God by the same artist is good too.\I'll lend it to you if you want to read it.\No thanks.\I'm still in the middle of this one.\Quite right, that you are! response:	Here's volume 10.
context: Umm, it should be around...\Here it is.\You know, Whisper of the Flying God by the same artist is good too.\I'll lend it to you if you want to read it.\No thanks.\I'm still in the middle of this one.\Quite right, that you are!\Here's volume 10. response:	Thank you.
context: Here it is.\You know, Whisper of the Flying God by the same artist is good too.\I'll lend it to you if you want to read it.\No thanks.\I'm still in the middle of this one.\Quite right, that you are!\Here's volume 10.\Thank you. response:	Am I that unpleasant?
context: You know, Whisper of the Flying God by the same artist is good too.\I'll lend it to you if you want to read it.\No thanks.\I'm still in the middle of this one.\Quite right, that you are!\Here's volume 10.\Thank you.\Am I that unpleasant? response:	Am I the Andromeda Strain?
context: I'll lend it to you if you want to read it.\No thanks.\I'm still in the middle of this one.\Quite right, that you are!\Here's volume 10.\Thank you.\Am I that unpleasant?\Am I the Andromeda Strain? response:	What? Hold on a second.
context: No thanks.\I'm still in the middle of this one.\Quite right, that you are!\Here's volume 10.\Thank you.\Am I that unpleasant?\Am I the Andromeda Strain?\What? Hold on a second. response:	No girl should have something like that hanging out of her nose.
context: I'm still in the middle of this one.\Quite right, that you are!\Here's volume 10.\Thank you.\Am I that unpleasant?\Am I the Andromeda Strain?\What? Hold on a second.\No girl should have something like that hanging out of her nose. response:	This is just too much, too manly even...
context: Quite right, that you are!\Here's volume 10.\Thank you.\Am I that unpleasant?\Am I the Andromeda Strain?\What? Hold on a second.\No girl should have something like that hanging out of her nose.\This is just too much, too manly even... response:	No wait, calm down! It might just be some trash or something.
context: Here's volume 10.\Thank you.\Am I that unpleasant?\Am I the Andromeda Strain?\What? Hold on a second.\No girl should have something like that hanging out of her nose.\This is just too much, too manly even...\No wait, calm down! It might just be some trash or something. response:	Or maybe my imagination's just getting away from me!
context: Thank you.\Am I that unpleasant?\Am I the Andromeda Strain?\What? Hold on a second.\No girl should have something like that hanging out of her nose.\This is just too much, too manly even...\No wait, calm down! It might just be some trash or something.\Or maybe my imagination's just getting away from me! response:	I need to not look like I'm staring, and take another glance to make sure.
context: Am I that unpleasant?\Am I the Andromeda Strain?\What? Hold on a second.\No girl should have something like that hanging out of her nose.\This is just too much, too manly even...\No wait, calm down! It might just be some trash or something.\Or maybe my imagination's just getting away from me!\I need to not look like I'm staring, and take another glance to make sure. response:	In a way, this is an awesome chance to strike up a conversation.
context: Am I the Andromeda Strain?\What? Hold on a second.\No girl should have something like that hanging out of her nose.\This is just too much, too manly even...\No wait, calm down! It might just be some trash or something.\Or maybe my imagination's just getting away from me!\I need to not look like I'm staring, and take another glance to make sure.\In a way, this is an awesome chance to strike up a conversation. response:	On second thought, wait.
context: What? Hold on a second.\No girl should have something like that hanging out of her nose.\This is just too much, too manly even...\No wait, calm down! It might just be some trash or something.\Or maybe my imagination's just getting away from me!\I need to not look like I'm staring, and take another glance to make sure.\In a way, this is an awesome chance to strike up a conversation.\On second thought, wait. response:	Wait just a minute...
context: No girl should have something like that hanging out of her nose.\This is just too much, too manly even...\No wait, calm down! It might just be some trash or something.\Or maybe my imagination's just getting away from me!\I need to not look like I'm staring, and take another glance to make sure.\In a way, this is an awesome chance to strike up a conversation.\On second thought, wait.\Wait just a minute... response:	The way it's hanging, it might not be attached any longer.
context: This is just too much, too manly even...\No wait, calm down! It might just be some trash or something.\Or maybe my imagination's just getting away from me!\I need to not look like I'm staring, and take another glance to make sure.\In a way, this is an awesome chance to strike up a conversation.\On second thought, wait.\Wait just a minute...\The way it's hanging, it might not be attached any longer. response:	How could a nose hair grow that long?
context: No wait, calm down! It might just be some trash or something.\Or maybe my imagination's just getting away from me!\I need to not look like I'm staring, and take another glance to make sure.\In a way, this is an awesome chance to strike up a conversation.\On second thought, wait.\Wait just a minute...\The way it's hanging, it might not be attached any longer.\How could a nose hair grow that long? response:	It'll fall off on its own.
context: Or maybe my imagination's just getting away from me!\I need to not look like I'm staring, and take another glance to make sure.\In a way, this is an awesome chance to strike up a conversation.\On second thought, wait.\Wait just a minute...\The way it's hanging, it might not be attached any longer.\How could a nose hair grow that long?\It'll fall off on its own. response:	Yeah, it'll fall off.
context: I need to not look like I'm staring, and take another glance to make sure.\In a way, this is an awesome chance to strike up a conversation.\On second thought, wait.\Wait just a minute...\The way it's hanging, it might not be attached any longer.\How could a nose hair grow that long?\It'll fall off on its own.\Yeah, it'll fall off. response:	Or will it?
context: In a way, this is an awesome chance to strike up a conversation.\On second thought, wait.\Wait just a minute...\The way it's hanging, it might not be attached any longer.\How could a nose hair grow that long?\It'll fall off on its own.\Yeah, it'll fall off.\Or will it? response:	Even if it will, should she go out of here like that?
context: On second thought, wait.\Wait just a minute...\The way it's hanging, it might not be attached any longer.\How could a nose hair grow that long?\It'll fall off on its own.\Yeah, it'll fall off.\Or will it?\Even if it will, should she go out of here like that? response:	I'd feel bad for her if anyone else saw her like that.
context: Wait just a minute...\The way it's hanging, it might not be attached any longer.\How could a nose hair grow that long?\It'll fall off on its own.\Yeah, it'll fall off.\Or will it?\Even if it will, should she go out of here like that?\I'd feel bad for her if anyone else saw her like that. response:	It'll take another 30 minutes to finish reading that.
context: The way it's hanging, it might not be attached any longer.\How could a nose hair grow that long?\It'll fall off on its own.\Yeah, it'll fall off.\Or will it?\Even if it will, should she go out of here like that?\I'd feel bad for her if anyone else saw her like that.\It'll take another 30 minutes to finish reading that. response:	No, Kasukabe's no manga reader so it'll probably take 45 minutes.
context: How could a nose hair grow that long?\It'll fall off on its own.\Yeah, it'll fall off.\Or will it?\Even if it will, should she go out of here like that?\I'd feel bad for her if anyone else saw her like that.\It'll take another 30 minutes to finish reading that.\No, Kasukabe's no manga reader so it'll probably take 45 minutes. response:	If she's about to leave and it still hasn't fallen off, I guess I'll mention it.
context: It'll fall off on its own.\Yeah, it'll fall off.\Or will it?\Even if it will, should she go out of here like that?\I'd feel bad for her if anyone else saw her like that.\It'll take another 30 minutes to finish reading that.\No, Kasukabe's no manga reader so it'll probably take 45 minutes.\If she's about to leave and it still hasn't fallen off, I guess I'll mention it. response:	No, if someone else from Genshiken shows up before that, forget it.
context: Yeah, it'll fall off.\Or will it?\Even if it will, should she go out of here like that?\I'd feel bad for her if anyone else saw her like that.\It'll take another 30 minutes to finish reading that.\No, Kasukabe's no manga reader so it'll probably take 45 minutes.\If she's about to leave and it still hasn't fallen off, I guess I'll mention it.\No, if someone else from Genshiken shows up before that, forget it. response:	I can't tell her in front of someone else...
context: Or will it?\Even if it will, should she go out of here like that?\I'd feel bad for her if anyone else saw her like that.\It'll take another 30 minutes to finish reading that.\No, Kasukabe's no manga reader so it'll probably take 45 minutes.\If she's about to leave and it still hasn't fallen off, I guess I'll mention it.\No, if someone else from Genshiken shows up before that, forget it.\I can't tell her in front of someone else... response:	Hm? What's the matter?
context: Even if it will, should she go out of here like that?\I'd feel bad for her if anyone else saw her like that.\It'll take another 30 minutes to finish reading that.\No, Kasukabe's no manga reader so it'll probably take 45 minutes.\If she's about to leave and it still hasn't fallen off, I guess I'll mention it.\No, if someone else from Genshiken shows up before that, forget it.\I can't tell her in front of someone else...\Hm? What's the matter? response:	There's something under your nose.
context: I'd feel bad for her if anyone else saw her like that.\It'll take another 30 minutes to finish reading that.\No, Kasukabe's no manga reader so it'll probably take 45 minutes.\If she's about to leave and it still hasn't fallen off, I guess I'll mention it.\No, if someone else from Genshiken shows up before that, forget it.\I can't tell her in front of someone else...\Hm? What's the matter?\There's something under your nose. response:	Huh? Where?
context: It'll take another 30 minutes to finish reading that.\No, Kasukabe's no manga reader so it'll probably take 45 minutes.\If she's about to leave and it still hasn't fallen off, I guess I'll mention it.\No, if someone else from Genshiken shows up before that, forget it.\I can't tell her in front of someone else...\Hm? What's the matter?\There's something under your nose.\Huh? Where? response:	Here.
context: No, Kasukabe's no manga reader so it'll probably take 45 minutes.\If she's about to leave and it still hasn't fallen off, I guess I'll mention it.\No, if someone else from Genshiken shows up before that, forget it.\I can't tell her in front of someone else...\Hm? What's the matter?\There's something under your nose.\Huh? Where?\Here. response:	Eek! This is a nose hair!
context: If she's about to leave and it still hasn't fallen off, I guess I'll mention it.\No, if someone else from Genshiken shows up before that, forget it.\I can't tell her in front of someone else...\Hm? What's the matter?\There's something under your nose.\Huh? Where?\Here.\Eek! This is a nose hair! response:	You saw it! I'm so embarrassed!
context: No, if someone else from Genshiken shows up before that, forget it.\I can't tell her in front of someone else...\Hm? What's the matter?\There's something under your nose.\Huh? Where?\Here.\Eek! This is a nose hair!\You saw it! I'm so embarrassed! response:	Yeah, I can do this.
context: I can't tell her in front of someone else...\Hm? What's the matter?\There's something under your nose.\Huh? Where?\Here.\Eek! This is a nose hair!\You saw it! I'm so embarrassed!\Yeah, I can do this. response:	Just keep the mood light.
context: Hm? What's the matter?\There's something under your nose.\Huh? Where?\Here.\Eek! This is a nose hair!\You saw it! I'm so embarrassed!\Yeah, I can do this.\Just keep the mood light. response:	Here goes.
context: There's something under your nose.\Huh? Where?\Here.\Eek! This is a nose hair!\You saw it! I'm so embarrassed!\Yeah, I can do this.\Just keep the mood light.\Here goes. response:	Leave it be.
context: Huh? Where?\Here.\Eek! This is a nose hair!\You saw it! I'm so embarrassed!\Yeah, I can do this.\Just keep the mood light.\Here goes.\Leave it be. response:	In a game when there's only one choice, it's a real relief...
context: Here.\Eek! This is a nose hair!\You saw it! I'm so embarrassed!\Yeah, I can do this.\Just keep the mood light.\Here goes.\Leave it be.\In a game when there's only one choice, it's a real relief... response:	But then, when it comes to real life...
context: Eek! This is a nose hair!\You saw it! I'm so embarrassed!\Yeah, I can do this.\Just keep the mood light.\Here goes.\Leave it be.\In a game when there's only one choice, it's a real relief...\But then, when it comes to real life... response:	No, they don't exist!
context: You saw it! I'm so embarrassed!\Yeah, I can do this.\Just keep the mood light.\Here goes.\Leave it be.\In a game when there's only one choice, it's a real relief...\But then, when it comes to real life...\No, they don't exist! response:	Heroines don't have protruding nose hairs!
context: Yeah, I can do this.\Just keep the mood light.\Here goes.\Leave it be.\In a game when there's only one choice, it's a real relief...\But then, when it comes to real life...\No, they don't exist!\Heroines don't have protruding nose hairs! response:	It's for her sake, but more importantly I can't let this continue!
context: Just keep the mood light.\Here goes.\Leave it be.\In a game when there's only one choice, it's a real relief...\But then, when it comes to real life...\No, they don't exist!\Heroines don't have protruding nose hairs!\It's for her sake, but more importantly I can't let this continue! response:	If I give in to this, I lose out to something spiritually.
context: Here goes.\Leave it be.\In a game when there's only one choice, it's a real relief...\But then, when it comes to real life...\No, they don't exist!\Heroines don't have protruding nose hairs!\It's for her sake, but more importantly I can't let this continue!\If I give in to this, I lose out to something spiritually. response:	What spirit I don't know...
context: Leave it be.\In a game when there's only one choice, it's a real relief...\But then, when it comes to real life...\No, they don't exist!\Heroines don't have protruding nose hairs!\It's for her sake, but more importantly I can't let this continue!\If I give in to this, I lose out to something spiritually.\What spirit I don't know... response:	But it's okay!
context: In a game when there's only one choice, it's a real relief...\But then, when it comes to real life...\No, they don't exist!\Heroines don't have protruding nose hairs!\It's for her sake, but more importantly I can't let this continue!\If I give in to this, I lose out to something spiritually.\What spirit I don't know...\But it's okay! response:	This kind of thing shouldn't hurt Kasukabe that much!
context: But then, when it comes to real life...\No, they don't exist!\Heroines don't have protruding nose hairs!\It's for her sake, but more importantly I can't let this continue!\If I give in to this, I lose out to something spiritually.\What spirit I don't know...\But it's okay!\This kind of thing shouldn't hurt Kasukabe that much! response:	Nonchalantly! Naturally! With a smile on my face...
context: No, they don't exist!\Heroines don't have protruding nose hairs!\It's for her sake, but more importantly I can't let this continue!\If I give in to this, I lose out to something spiritually.\What spirit I don't know...\But it's okay!\This kind of thing shouldn't hurt Kasukabe that much!\Nonchalantly! Naturally! With a smile on my face... response:	Don't feel bad...
context: Heroines don't have protruding nose hairs!\It's for her sake, but more importantly I can't let this continue!\If I give in to this, I lose out to something spiritually.\What spirit I don't know...\But it's okay!\This kind of thing shouldn't hurt Kasukabe that much!\Nonchalantly! Naturally! With a smile on my face...\Don't feel bad... response:	What's with them?
context: It's for her sake, but more importantly I can't let this continue!\If I give in to this, I lose out to something spiritually.\What spirit I don't know...\But it's okay!\This kind of thing shouldn't hurt Kasukabe that much!\Nonchalantly! Naturally! With a smile on my face...\Don't feel bad...\What's with them? response:	Talk about serious.
context: If I give in to this, I lose out to something spiritually.\What spirit I don't know...\But it's okay!\This kind of thing shouldn't hurt Kasukabe that much!\Nonchalantly! Naturally! With a smile on my face...\Don't feel bad...\What's with them?\Talk about serious. response:	Hey, Madarame.
context: What spirit I don't know...\But it's okay!\This kind of thing shouldn't hurt Kasukabe that much!\Nonchalantly! Naturally! With a smile on my face...\Don't feel bad...\What's with them?\Talk about serious.\Hey, Madarame. response:	What do you figure they're talking about?
context: But it's okay!\This kind of thing shouldn't hurt Kasukabe that much!\Nonchalantly! Naturally! With a smile on my face...\Don't feel bad...\What's with them?\Talk about serious.\Hey, Madarame.\What do you figure they're talking about? response:	Heh, stupid stuff.
context: This kind of thing shouldn't hurt Kasukabe that much!\Nonchalantly! Naturally! With a smile on my face...\Don't feel bad...\What's with them?\Talk about serious.\Hey, Madarame.\What do you figure they're talking about?\Heh, stupid stuff. response:	Did she start her period or something?
context: Nonchalantly! Naturally! With a smile on my face...\Don't feel bad...\What's with them?\Talk about serious.\Hey, Madarame.\What do you figure they're talking about?\Heh, stupid stuff.\Did she start her period or something? response:	Now he's in trouble!
context: Don't feel bad...\What's with them?\Talk about serious.\Hey, Madarame.\What do you figure they're talking about?\Heh, stupid stuff.\Did she start her period or something?\Now he's in trouble! response:	W-Was I right?
context: What's with them?\Talk about serious.\Hey, Madarame.\What do you figure they're talking about?\Heh, stupid stuff.\Did she start her period or something?\Now he's in trouble!\W-Was I right? response:	I am so...
context: Talk about serious.\Hey, Madarame.\What do you figure they're talking about?\Heh, stupid stuff.\Did she start her period or something?\Now he's in trouble!\W-Was I right?\I am so... response:	What's worse, I was the only one who didn't get any chocolate that year.
context: Hey, Madarame.\What do you figure they're talking about?\Heh, stupid stuff.\Did she start her period or something?\Now he's in trouble!\W-Was I right?\I am so...\What's worse, I was the only one who didn't get any chocolate that year. response:	All 18 of those girls hated my guts...
context: What do you figure they're talking about?\Heh, stupid stuff.\Did she start her period or something?\Now he's in trouble!\W-Was I right?\I am so...\What's worse, I was the only one who didn't get any chocolate that year.\All 18 of those girls hated my guts... response:	No, being slapped in public makes one a man.
context: Heh, stupid stuff.\Did she start her period or something?\Now he's in trouble!\W-Was I right?\I am so...\What's worse, I was the only one who didn't get any chocolate that year.\All 18 of those girls hated my guts...\No, being slapped in public makes one a man. response:	That was a medal for me.
context: Did she start her period or something?\Now he's in trouble!\W-Was I right?\I am so...\What's worse, I was the only one who didn't get any chocolate that year.\All 18 of those girls hated my guts...\No, being slapped in public makes one a man.\That was a medal for me. response:	That'll do for now, anyway.
context: Now he's in trouble!\W-Was I right?\I am so...\What's worse, I was the only one who didn't get any chocolate that year.\All 18 of those girls hated my guts...\No, being slapped in public makes one a man.\That was a medal for me.\That'll do for now, anyway. response:	That's not the problem, though! I need to draw her attention to this somehow!
context: W-Was I right?\I am so...\What's worse, I was the only one who didn't get any chocolate that year.\All 18 of those girls hated my guts...\No, being slapped in public makes one a man.\That was a medal for me.\That'll do for now, anyway.\That's not the problem, though! I need to draw her attention to this somehow! response:	I've always been told I didn't have an attention span...
context: I am so...\What's worse, I was the only one who didn't get any chocolate that year.\All 18 of those girls hated my guts...\No, being slapped in public makes one a man.\That was a medal for me.\That'll do for now, anyway.\That's not the problem, though! I need to draw her attention to this somehow!\I've always been told I didn't have an attention span... response:	Hey.
context: What's worse, I was the only one who didn't get any chocolate that year.\All 18 of those girls hated my guts...\No, being slapped in public makes one a man.\That was a medal for me.\That'll do for now, anyway.\That's not the problem, though! I need to draw her attention to this somehow!\I've always been told I didn't have an attention span...\Hey. response:	Just kidding.
