context: You are what you eat! response:	Home Delivery Vegetables Tanaka Farms Fresh Vegetables Set Veggies Good Enough to Be the Main Dish!
context: Yeah, totally.\Yep.\B-But, I mean, you never know...\If we choose cake, there'll be a lot of trouble.\Argh! How many times must I tell you we have to go with Tontacos?!\Nay! We must go with beef jerky!\Who is that Umaru?!\I-It's no use! We can't decide this alone! response:	Oh, whatever, already.
context: Yep.\B-But, I mean, you never know...\If we choose cake, there'll be a lot of trouble.\Argh! How many times must I tell you we have to go with Tontacos?!\Nay! We must go with beef jerky!\Who is that Umaru?!\I-It's no use! We can't decide this alone!\Oh, whatever, already. response:	Hey, you. The Umaru with no hood. What do you think?
context: B-But, I mean, you never know...\If we choose cake, there'll be a lot of trouble.\Argh! How many times must I tell you we have to go with Tontacos?!\Nay! We must go with beef jerky!\Who is that Umaru?!\I-It's no use! We can't decide this alone!\Oh, whatever, already.\Hey, you. The Umaru with no hood. What do you think? response:	Huh? Oh, well... Um...
context: If we choose cake, there'll be a lot of trouble.\Argh! How many times must I tell you we have to go with Tontacos?!\Nay! We must go with beef jerky!\Who is that Umaru?!\I-It's no use! We can't decide this alone!\Oh, whatever, already.\Hey, you. The Umaru with no hood. What do you think?\Huh? Oh, well... Um... response:	I think I want something that gives you energy.
context: Argh! How many times must I tell you we have to go with Tontacos?!\Nay! We must go with beef jerky!\Who is that Umaru?!\I-It's no use! We can't decide this alone!\Oh, whatever, already.\Hey, you. The Umaru with no hood. What do you think?\Huh? Oh, well... Um...\I think I want something that gives you energy. response:	I'm home.
context: Nay! We must go with beef jerky!\Who is that Umaru?!\I-It's no use! We can't decide this alone!\Oh, whatever, already.\Hey, you. The Umaru with no hood. What do you think?\Huh? Oh, well... Um...\I think I want something that gives you energy.\I'm home. response:	Onii-chan.
context: Who is that Umaru?!\I-It's no use! We can't decide this alone!\Oh, whatever, already.\Hey, you. The Umaru with no hood. What do you think?\Huh? Oh, well... Um...\I think I want something that gives you energy.\I'm home.\Onii-chan. response:	What is it?
context: I-It's no use! We can't decide this alone!\Oh, whatever, already.\Hey, you. The Umaru with no hood. What do you think?\Huh? Oh, well... Um...\I think I want something that gives you energy.\I'm home.\Onii-chan.\What is it? response:	Here, Onii-chan.
context: Oh, whatever, already.\Hey, you. The Umaru with no hood. What do you think?\Huh? Oh, well... Um...\I think I want something that gives you energy.\I'm home.\Onii-chan.\What is it?\Here, Onii-chan. response:	Good job at your meeting.
context: Hey, you. The Umaru with no hood. What do you think?\Huh? Oh, well... Um...\I think I want something that gives you energy.\I'm home.\Onii-chan.\What is it?\Here, Onii-chan.\Good job at your meeting. response:	Thanks!
context: Huh? Oh, well... Um...\I think I want something that gives you energy.\I'm home.\Onii-chan.\What is it?\Here, Onii-chan.\Good job at your meeting.\Thanks! response:	But I'm surprised you knew, Umaru.
context: I think I want something that gives you energy.\I'm home.\Onii-chan.\What is it?\Here, Onii-chan.\Good job at your meeting.\Thanks!\But I'm surprised you knew, Umaru. response:	Huh?
context: I'm home.\Onii-chan.\What is it?\Here, Onii-chan.\Good job at your meeting.\Thanks!\But I'm surprised you knew, Umaru.\Huh? response:	Huh?
context: Onii-chan.\What is it?\Here, Onii-chan.\Good job at your meeting.\Thanks!\But I'm surprised you knew, Umaru.\Huh?\Huh? response:	See? It passed the meeting.
context: What is it?\Here, Onii-chan.\Good job at your meeting.\Thanks!\But I'm surprised you knew, Umaru.\Huh?\Huh?\See? It passed the meeting. response:	You knew it'd pass, so you got me something to celebrate, right?
context: Here, Onii-chan.\Good job at your meeting.\Thanks!\But I'm surprised you knew, Umaru.\Huh?\Huh?\See? It passed the meeting.\You knew it'd pass, so you got me something to celebrate, right? response:	Huh?
context: Good job at your meeting.\Thanks!\But I'm surprised you knew, Umaru.\Huh?\Huh?\See? It passed the meeting.\You knew it'd pass, so you got me something to celebrate, right?\Huh? response:	Huh?!
context: Thanks!\But I'm surprised you knew, Umaru.\Huh?\Huh?\See? It passed the meeting.\You knew it'd pass, so you got me something to celebrate, right?\Huh?\Huh?! response:	Huh?!
context: But I'm surprised you knew, Umaru.\Huh?\Huh?\See? It passed the meeting.\You knew it'd pass, so you got me something to celebrate, right?\Huh?\Huh?!\Huh?! response:	Meeting to Decide What Snack to Cheer Onii-chan Up With When His Proposal Fails at His Meeting
context: Huh?\Huh?\See? It passed the meeting.\You knew it'd pass, so you got me something to celebrate, right?\Huh?\Huh?!\Huh?!\Meeting to Decide What Snack to Cheer Onii-chan Up With When His Proposal Fails at His Meeting response:	Man, I can't believe it actually passed.
context: Huh?\See? It passed the meeting.\You knew it'd pass, so you got me something to celebrate, right?\Huh?\Huh?!\Huh?!\Meeting to Decide What Snack to Cheer Onii-chan Up With When His Proposal Fails at His Meeting\Man, I can't believe it actually passed. response:	Maybe I should have gone with the cake...
context: See? It passed the meeting.\You knew it'd pass, so you got me something to celebrate, right?\Huh?\Huh?!\Huh?!\Meeting to Decide What Snack to Cheer Onii-chan Up With When His Proposal Fails at His Meeting\Man, I can't believe it actually passed.\Maybe I should have gone with the cake... response:	What? Onii-san is?
context: You knew it'd pass, so you got me something to celebrate, right?\Huh?\Huh?!\Huh?!\Meeting to Decide What Snack to Cheer Onii-chan Up With When His Proposal Fails at His Meeting\Man, I can't believe it actually passed.\Maybe I should have gone with the cake...\What? Onii-san is? response:	Yeah. His proposal passed, so he's been all hyper since yesterday.
context: Huh?\Huh?!\Huh?!\Meeting to Decide What Snack to Cheer Onii-chan Up With When His Proposal Fails at His Meeting\Man, I can't believe it actually passed.\Maybe I should have gone with the cake...\What? Onii-san is?\Yeah. His proposal passed, so he's been all hyper since yesterday. response:	But I'm sure a proposal Onii-san came up with must be amazing.
context: Huh?!\Huh?!\Meeting to Decide What Snack to Cheer Onii-chan Up With When His Proposal Fails at His Meeting\Man, I can't believe it actually passed.\Maybe I should have gone with the cake...\What? Onii-san is?\Yeah. His proposal passed, so he's been all hyper since yesterday.\But I'm sure a proposal Onii-san came up with must be amazing. response:	So, Ebina-chan, about this Sunday...
context: Huh?!\Meeting to Decide What Snack to Cheer Onii-chan Up With When His Proposal Fails at His Meeting\Man, I can't believe it actually passed.\Maybe I should have gone with the cake...\What? Onii-san is?\Yeah. His proposal passed, so he's been all hyper since yesterday.\But I'm sure a proposal Onii-san came up with must be amazing.\So, Ebina-chan, about this Sunday... response:	All right. Let's go.
context: Meeting to Decide What Snack to Cheer Onii-chan Up With When His Proposal Fails at His Meeting\Man, I can't believe it actually passed.\Maybe I should have gone with the cake...\What? Onii-san is?\Yeah. His proposal passed, so he's been all hyper since yesterday.\But I'm sure a proposal Onii-san came up with must be amazing.\So, Ebina-chan, about this Sunday...\All right. Let's go. response:	Um, are you sure it's okay for me to come along?
context: Man, I can't believe it actually passed.\Maybe I should have gone with the cake...\What? Onii-san is?\Yeah. His proposal passed, so he's been all hyper since yesterday.\But I'm sure a proposal Onii-san came up with must be amazing.\So, Ebina-chan, about this Sunday...\All right. Let's go.\Um, are you sure it's okay for me to come along? response:	Of course! Celebrations like this get you psyched up for the next project.
context: Maybe I should have gone with the cake...\What? Onii-san is?\Yeah. His proposal passed, so he's been all hyper since yesterday.\But I'm sure a proposal Onii-san came up with must be amazing.\So, Ebina-chan, about this Sunday...\All right. Let's go.\Um, are you sure it's okay for me to come along?\Of course! Celebrations like this get you psyched up for the next project. response:	R-Right...
context: What? Onii-san is?\Yeah. His proposal passed, so he's been all hyper since yesterday.\But I'm sure a proposal Onii-san came up with must be amazing.\So, Ebina-chan, about this Sunday...\All right. Let's go.\Um, are you sure it's okay for me to come along?\Of course! Celebrations like this get you psyched up for the next project.\R-Right... response:	I-I need to make sure not to eat too much today...
context: Yeah. His proposal passed, so he's been all hyper since yesterday.\But I'm sure a proposal Onii-san came up with must be amazing.\So, Ebina-chan, about this Sunday...\All right. Let's go.\Um, are you sure it's okay for me to come along?\Of course! Celebrations like this get you psyched up for the next project.\R-Right...\I-I need to make sure not to eat too much today... response:	My tummy kept rumbling last time, and I even ate that pizza...
context: But I'm sure a proposal Onii-san came up with must be amazing.\So, Ebina-chan, about this Sunday...\All right. Let's go.\Um, are you sure it's okay for me to come along?\Of course! Celebrations like this get you psyched up for the next project.\R-Right...\I-I need to make sure not to eat too much today...\My tummy kept rumbling last time, and I even ate that pizza... response:	Spring Strawberry Parfait
context: So, Ebina-chan, about this Sunday...\All right. Let's go.\Um, are you sure it's okay for me to come along?\Of course! Celebrations like this get you psyched up for the next project.\R-Right...\I-I need to make sure not to eat too much today...\My tummy kept rumbling last time, and I even ate that pizza...\Spring Strawberry Parfait response:	Cherry Blossoms and Chocolate Parfait
context: All right. Let's go.\Um, are you sure it's okay for me to come along?\Of course! Celebrations like this get you psyched up for the next project.\R-Right...\I-I need to make sure not to eat too much today...\My tummy kept rumbling last time, and I even ate that pizza...\Spring Strawberry Parfait\Cherry Blossoms and Chocolate Parfait response:	Hearty Bitter Chocolate and Banana Sundae
context: Um, are you sure it's okay for me to come along?\Of course! Celebrations like this get you psyched up for the next project.\R-Right...\I-I need to make sure not to eat too much today...\My tummy kept rumbling last time, and I even ate that pizza...\Spring Strawberry Parfait\Cherry Blossoms and Chocolate Parfait\Hearty Bitter Chocolate and Banana Sundae response:	It's been so long since I've had parfaits!
context: Of course! Celebrations like this get you psyched up for the next project.\R-Right...\I-I need to make sure not to eat too much today...\My tummy kept rumbling last time, and I even ate that pizza...\Spring Strawberry Parfait\Cherry Blossoms and Chocolate Parfait\Hearty Bitter Chocolate and Banana Sundae\It's been so long since I've had parfaits! response:	Pa...
context: R-Right...\I-I need to make sure not to eat too much today...\My tummy kept rumbling last time, and I even ate that pizza...\Spring Strawberry Parfait\Cherry Blossoms and Chocolate Parfait\Hearty Bitter Chocolate and Banana Sundae\It's been so long since I've had parfaits!\Pa... response:	This is to thank you for the snack. No need to hold back.
context: I-I need to make sure not to eat too much today...\My tummy kept rumbling last time, and I even ate that pizza...\Spring Strawberry Parfait\Cherry Blossoms and Chocolate Parfait\Hearty Bitter Chocolate and Banana Sundae\It's been so long since I've had parfaits!\Pa...\This is to thank you for the snack. No need to hold back. response:	P-Parf...
context: My tummy kept rumbling last time, and I even ate that pizza...\Spring Strawberry Parfait\Cherry Blossoms and Chocolate Parfait\Hearty Bitter Chocolate and Banana Sundae\It's been so long since I've had parfaits!\Pa...\This is to thank you for the snack. No need to hold back.\P-Parf... response:	Which one are you getting, Ebina-chan?
context: Spring Strawberry Parfait\Cherry Blossoms and Chocolate Parfait\Hearty Bitter Chocolate and Banana Sundae\It's been so long since I've had parfaits!\Pa...\This is to thank you for the snack. No need to hold back.\P-Parf...\Which one are you getting, Ebina-chan? response:	Huh?!
context: Cherry Blossoms and Chocolate Parfait\Hearty Bitter Chocolate and Banana Sundae\It's been so long since I've had parfaits!\Pa...\This is to thank you for the snack. No need to hold back.\P-Parf...\Which one are you getting, Ebina-chan?\Huh?! response:	If I eat a lot in front of Umaru-chan, she might think I'm weird.
context: Hearty Bitter Chocolate and Banana Sundae\It's been so long since I've had parfaits!\Pa...\This is to thank you for the snack. No need to hold back.\P-Parf...\Which one are you getting, Ebina-chan?\Huh?!\If I eat a lot in front of Umaru-chan, she might think I'm weird. response:	U-Um...
context: It's been so long since I've had parfaits!\Pa...\This is to thank you for the snack. No need to hold back.\P-Parf...\Which one are you getting, Ebina-chan?\Huh?!\If I eat a lot in front of Umaru-chan, she might think I'm weird.\U-Um... response:	I'll have what you're having, Umaru-chan!
context: Pa...\This is to thank you for the snack. No need to hold back.\P-Parf...\Which one are you getting, Ebina-chan?\Huh?!\If I eat a lot in front of Umaru-chan, she might think I'm weird.\U-Um...\I'll have what you're having, Umaru-chan! response:	Parfai in
context: This is to thank you for the snack. No need to hold back.\P-Parf...\Which one are you getting, Ebina-chan?\Huh?!\If I eat a lot in front of Umaru-chan, she might think I'm weird.\U-Um...\I'll have what you're having, Umaru-chan!\Parfai in response:	Those are pretty big... Will you be able to finish those?
context: P-Parf...\Which one are you getting, Ebina-chan?\Huh?!\If I eat a lot in front of Umaru-chan, she might think I'm weird.\U-Um...\I'll have what you're having, Umaru-chan!\Parfai in\Those are pretty big... Will you be able to finish those? response:	What are you talking about, Onii-chan?
context: Which one are you getting, Ebina-chan?\Huh?!\If I eat a lot in front of Umaru-chan, she might think I'm weird.\U-Um...\I'll have what you're having, Umaru-chan!\Parfai in\Those are pretty big... Will you be able to finish those?\What are you talking about, Onii-chan? response:	Girls slurp up parfaits like they're nothing.
context: Huh?!\If I eat a lot in front of Umaru-chan, she might think I'm weird.\U-Um...\I'll have what you're having, Umaru-chan!\Parfai in\Those are pretty big... Will you be able to finish those?\What are you talking about, Onii-chan?\Girls slurp up parfaits like they're nothing. response:	Like when they say there's always room for dessert?
context: If I eat a lot in front of Umaru-chan, she might think I'm weird.\U-Um...\I'll have what you're having, Umaru-chan!\Parfai in\Those are pretty big... Will you be able to finish those?\What are you talking about, Onii-chan?\Girls slurp up parfaits like they're nothing.\Like when they say there's always room for dessert? response:	We might even get seconds.
context: U-Um...\I'll have what you're having, Umaru-chan!\Parfai in\Those are pretty big... Will you be able to finish those?\What are you talking about, Onii-chan?\Girls slurp up parfaits like they're nothing.\Like when they say there's always room for dessert?\We might even get seconds. response:	That's fine, but I kind of doubt you can.
context: I'll have what you're having, Umaru-chan!\Parfai in\Those are pretty big... Will you be able to finish those?\What are you talking about, Onii-chan?\Girls slurp up parfaits like they're nothing.\Like when they say there's always room for dessert?\We might even get seconds.\That's fine, but I kind of doubt you can. response:	Come on, let's eat, Ebina-chan.
context: Parfai in\Those are pretty big... Will you be able to finish those?\What are you talking about, Onii-chan?\Girls slurp up parfaits like they're nothing.\Like when they say there's always room for dessert?\We might even get seconds.\That's fine, but I kind of doubt you can.\Come on, let's eat, Ebina-chan. response:	S-Sure.
context: Those are pretty big... Will you be able to finish those?\What are you talking about, Onii-chan?\Girls slurp up parfaits like they're nothing.\Like when they say there's always room for dessert?\We might even get seconds.\That's fine, but I kind of doubt you can.\Come on, let's eat, Ebina-chan.\S-Sure. response:	Delish!
context: What are you talking about, Onii-chan?\Girls slurp up parfaits like they're nothing.\Like when they say there's always room for dessert?\We might even get seconds.\That's fine, but I kind of doubt you can.\Come on, let's eat, Ebina-chan.\S-Sure.\Delish! response:	So good!
context: Girls slurp up parfaits like they're nothing.\Like when they say there's always room for dessert?\We might even get seconds.\That's fine, but I kind of doubt you can.\Come on, let's eat, Ebina-chan.\S-Sure.\Delish!\So good! response:	Huh? Ebina-chan, you haven't eaten at all.
context: Like when they say there's always room for dessert?\We might even get seconds.\That's fine, but I kind of doubt you can.\Come on, let's eat, Ebina-chan.\S-Sure.\Delish!\So good!\Huh? Ebina-chan, you haven't eaten at all. response:	Huh? Ah...
context: We might even get seconds.\That's fine, but I kind of doubt you can.\Come on, let's eat, Ebina-chan.\S-Sure.\Delish!\So good!\Huh? Ebina-chan, you haven't eaten at all.\Huh? Ah... response:	No need to hold back.
context: That's fine, but I kind of doubt you can.\Come on, let's eat, Ebina-chan.\S-Sure.\Delish!\So good!\Huh? Ebina-chan, you haven't eaten at all.\Huh? Ah...\No need to hold back. response:	Okay, I'll eat.
context: Come on, let's eat, Ebina-chan.\S-Sure.\Delish!\So good!\Huh? Ebina-chan, you haven't eaten at all.\Huh? Ah...\No need to hold back.\Okay, I'll eat. response:	Let's eat.
context: S-Sure.\Delish!\So good!\Huh? Ebina-chan, you haven't eaten at all.\Huh? Ah...\No need to hold back.\Okay, I'll eat.\Let's eat. response:	That was so good.
context: Delish!\So good!\Huh? Ebina-chan, you haven't eaten at all.\Huh? Ah...\No need to hold back.\Okay, I'll eat.\Let's eat.\That was so good. response:	We actually finished them.
context: So good!\Huh? Ebina-chan, you haven't eaten at all.\Huh? Ah...\No need to hold back.\Okay, I'll eat.\Let's eat.\That was so good.\We actually finished them. response:	I don't think it was quite enough, though.
context: Huh? Ebina-chan, you haven't eaten at all.\Huh? Ah...\No need to hold back.\Okay, I'll eat.\Let's eat.\That was so good.\We actually finished them.\I don't think it was quite enough, though. response:	You thought so, too?
context: Huh? Ah...\No need to hold back.\Okay, I'll eat.\Let's eat.\That was so good.\We actually finished them.\I don't think it was quite enough, though.\You thought so, too? response:	Yep. Then...
context: No need to hold back.\Okay, I'll eat.\Let's eat.\That was so good.\We actually finished them.\I don't think it was quite enough, though.\You thought so, too?\Yep. Then... response:	Seconds, please!
context: Okay, I'll eat.\Let's eat.\That was so good.\We actually finished them.\I don't think it was quite enough, though.\You thought so, too?\Yep. Then...\Seconds, please! response:	I-Is that okay?
context: Let's eat.\That was so good.\We actually finished them.\I don't think it was quite enough, though.\You thought so, too?\Yep. Then...\Seconds, please!\I-Is that okay? response:	Rainy Season
context: That was so good.\We actually finished them.\I don't think it was quite enough, though.\You thought so, too?\Yep. Then...\Seconds, please!\I-Is that okay?\Rainy Season response:	It's really coming down...
context: We actually finished them.\I don't think it was quite enough, though.\You thought so, too?\Yep. Then...\Seconds, please!\I-Is that okay?\Rainy Season\It's really coming down... response:	There's always so much rain this time of year... What a pain.
context: I don't think it was quite enough, though.\You thought so, too?\Yep. Then...\Seconds, please!\I-Is that okay?\Rainy Season\It's really coming down...\There's always so much rain this time of year... What a pain. response:	Uma
context: You thought so, too?\Yep. Then...\Seconds, please!\I-Is that okay?\Rainy Season\It's really coming down...\There's always so much rain this time of year... What a pain.\Uma response:	What's wrong?
context: Yep. Then...\Seconds, please!\I-Is that okay?\Rainy Season\It's really coming down...\There's always so much rain this time of year... What a pain.\Uma\What's wrong? response:	My potato chips are soggy.
context: Seconds, please!\I-Is that okay?\Rainy Season\It's really coming down...\There's always so much rain this time of year... What a pain.\Uma\What's wrong?\My potato chips are soggy. response:	It keeps raining every day, and it's all humid.
context: I-Is that okay?\Rainy Season\It's really coming down...\There's always so much rain this time of year... What a pain.\Uma\What's wrong?\My potato chips are soggy.\It keeps raining every day, and it's all humid. response:	Well, we are in the middle of the rainy season.
context: Rainy Season\It's really coming down...\There's always so much rain this time of year... What a pain.\Uma\What's wrong?\My potato chips are soggy.\It keeps raining every day, and it's all humid.\Well, we are in the middle of the rainy season. response:	I don't feel like doing anything.
context: It's really coming down...\There's always so much rain this time of year... What a pain.\Uma\What's wrong?\My potato chips are soggy.\It keeps raining every day, and it's all humid.\Well, we are in the middle of the rainy season.\I don't feel like doing anything. response:	That's no different from usual.
context: There's always so much rain this time of year... What a pain.\Uma\What's wrong?\My potato chips are soggy.\It keeps raining every day, and it's all humid.\Well, we are in the middle of the rainy season.\I don't feel like doing anything.\That's no different from usual. response:	Is she actually using the rainy season as an excuse to laze around?
context: Uma\What's wrong?\My potato chips are soggy.\It keeps raining every day, and it's all humid.\Well, we are in the middle of the rainy season.\I don't feel like doing anything.\That's no different from usual.\Is she actually using the rainy season as an excuse to laze around? response:	Oh, hello, Onii-san.
context: What's wrong?\My potato chips are soggy.\It keeps raining every day, and it's all humid.\Well, we are in the middle of the rainy season.\I don't feel like doing anything.\That's no different from usual.\Is she actually using the rainy season as an excuse to laze around?\Oh, hello, Onii-san. response:	H-Hello...
context: My potato chips are soggy.\It keeps raining every day, and it's all humid.\Well, we are in the middle of the rainy season.\I don't feel like doing anything.\That's no different from usual.\Is she actually using the rainy season as an excuse to laze around?\Oh, hello, Onii-san.\H-Hello... response:	She was here?
context: It keeps raining every day, and it's all humid.\Well, we are in the middle of the rainy season.\I don't feel like doing anything.\That's no different from usual.\Is she actually using the rainy season as an excuse to laze around?\Oh, hello, Onii-san.\H-Hello...\She was here? response:	Er, what's the matter, Kirie-chan?
context: Well, we are in the middle of the rainy season.\I don't feel like doing anything.\That's no different from usual.\Is she actually using the rainy season as an excuse to laze around?\Oh, hello, Onii-san.\H-Hello...\She was here?\Er, what's the matter, Kirie-chan? response:	Huh? W-Well...
context: I don't feel like doing anything.\That's no different from usual.\Is she actually using the rainy season as an excuse to laze around?\Oh, hello, Onii-san.\H-Hello...\She was here?\Er, what's the matter, Kirie-chan?\Huh? W-Well... response:	Actually, I'm always like this when it rains.
context: That's no different from usual.\Is she actually using the rainy season as an excuse to laze around?\Oh, hello, Onii-san.\H-Hello...\She was here?\Er, what's the matter, Kirie-chan?\Huh? W-Well...\Actually, I'm always like this when it rains. response:	I get really down.
context: Is she actually using the rainy season as an excuse to laze around?\Oh, hello, Onii-san.\H-Hello...\She was here?\Er, what's the matter, Kirie-chan?\Huh? W-Well...\Actually, I'm always like this when it rains.\I get really down. response:	H-Her smile is scary.
context: Oh, hello, Onii-san.\H-Hello...\She was here?\Er, what's the matter, Kirie-chan?\Huh? W-Well...\Actually, I'm always like this when it rains.\I get really down.\H-Her smile is scary. response:	I'm scared!
context: H-Hello...\She was here?\Er, what's the matter, Kirie-chan?\Huh? W-Well...\Actually, I'm always like this when it rains.\I get really down.\H-Her smile is scary.\I'm scared! response:	It's dark! I'm scared!
context: She was here?\Er, what's the matter, Kirie-chan?\Huh? W-Well...\Actually, I'm always like this when it rains.\I get really down.\H-Her smile is scary.\I'm scared!\It's dark! I'm scared! response:	Trauma Switch ON
context: Er, what's the matter, Kirie-chan?\Huh? W-Well...\Actually, I'm always like this when it rains.\I get really down.\H-Her smile is scary.\I'm scared!\It's dark! I'm scared!\Trauma Switch ON response:	Did she just remember something horrible?
context: Huh? W-Well...\Actually, I'm always like this when it rains.\I get really down.\H-Her smile is scary.\I'm scared!\It's dark! I'm scared!\Trauma Switch ON\Did she just remember something horrible? response:	Hey! You can't do this, you two!
context: Actually, I'm always like this when it rains.\I get really down.\H-Her smile is scary.\I'm scared!\It's dark! I'm scared!\Trauma Switch ON\Did she just remember something horrible?\Hey! You can't do this, you two! response:	It's times like these that you need to hype yourself up!
context: I get really down.\H-Her smile is scary.\I'm scared!\It's dark! I'm scared!\Trauma Switch ON\Did she just remember something horrible?\Hey! You can't do this, you two!\It's times like these that you need to hype yourself up! response:	That's not happening with this rain.
context: H-Her smile is scary.\I'm scared!\It's dark! I'm scared!\Trauma Switch ON\Did she just remember something horrible?\Hey! You can't do this, you two!\It's times like these that you need to hype yourself up!\That's not happening with this rain. response:	There are good things about the rainy season, too.
context: I'm scared!\It's dark! I'm scared!\Trauma Switch ON\Did she just remember something horrible?\Hey! You can't do this, you two!\It's times like these that you need to hype yourself up!\That's not happening with this rain.\There are good things about the rainy season, too. response:	For example, the sound of the rain.
context: It's dark! I'm scared!\Trauma Switch ON\Did she just remember something horrible?\Hey! You can't do this, you two!\It's times like these that you need to hype yourself up!\That's not happening with this rain.\There are good things about the rainy season, too.\For example, the sound of the rain. response:	Listen to this sound that soothes the heart.
context: Trauma Switch ON\Did she just remember something horrible?\Hey! You can't do this, you two!\It's times like these that you need to hype yourself up!\That's not happening with this rain.\There are good things about the rainy season, too.\For example, the sound of the rain.\Listen to this sound that soothes the heart. response:	Don't you think it has a certain charm?
context: Did she just remember something horrible?\Hey! You can't do this, you two!\It's times like these that you need to hype yourself up!\That's not happening with this rain.\There are good things about the rainy season, too.\For example, the sound of the rain.\Listen to this sound that soothes the heart.\Don't you think it has a certain charm? response:	Huh...
context: Hey! You can't do this, you two!\It's times like these that you need to hype yourself up!\That's not happening with this rain.\There are good things about the rainy season, too.\For example, the sound of the rain.\Listen to this sound that soothes the heart.\Don't you think it has a certain charm?\Huh... response:	Maybe this sort of elegance is beyond high schoolers...
context: It's times like these that you need to hype yourself up!\That's not happening with this rain.\There are good things about the rainy season, too.\For example, the sound of the rain.\Listen to this sound that soothes the heart.\Don't you think it has a certain charm?\Huh...\Maybe this sort of elegance is beyond high schoolers... response:	I guess the rain doesn't have a very good image.
context: That's not happening with this rain.\There are good things about the rainy season, too.\For example, the sound of the rain.\Listen to this sound that soothes the heart.\Don't you think it has a certain charm?\Huh...\Maybe this sort of elegance is beyond high schoolers...\I guess the rain doesn't have a very good image. response:	Maybe I should give them something to look forward to.
context: There are good things about the rainy season, too.\For example, the sound of the rain.\Listen to this sound that soothes the heart.\Don't you think it has a certain charm?\Huh...\Maybe this sort of elegance is beyond high schoolers...\I guess the rain doesn't have a very good image.\Maybe I should give them something to look forward to. response:	Hey! When the rainy season ends, summer will be here!
context: For example, the sound of the rain.\Listen to this sound that soothes the heart.\Don't you think it has a certain charm?\Huh...\Maybe this sort of elegance is beyond high schoolers...\I guess the rain doesn't have a very good image.\Maybe I should give them something to look forward to.\Hey! When the rainy season ends, summer will be here! response:	Why don't we go to the ocean?
context: Listen to this sound that soothes the heart.\Don't you think it has a certain charm?\Huh...\Maybe this sort of elegance is beyond high schoolers...\I guess the rain doesn't have a very good image.\Maybe I should give them something to look forward to.\Hey! When the rainy season ends, summer will be here!\Why don't we go to the ocean? response:	Th-The ocean?!
context: Don't you think it has a certain charm?\Huh...\Maybe this sort of elegance is beyond high schoolers...\I guess the rain doesn't have a very good image.\Maybe I should give them something to look forward to.\Hey! When the rainy season ends, summer will be here!\Why don't we go to the ocean?\Th-The ocean?! response:	Huh? Uh, yeah.
context: Huh...\Maybe this sort of elegance is beyond high schoolers...\I guess the rain doesn't have a very good image.\Maybe I should give them something to look forward to.\Hey! When the rainy season ends, summer will be here!\Why don't we go to the ocean?\Th-The ocean?!\Huh? Uh, yeah. response:	How are we going to get to the ocean?
context: Maybe this sort of elegance is beyond high schoolers...\I guess the rain doesn't have a very good image.\Maybe I should give them something to look forward to.\Hey! When the rainy season ends, summer will be here!\Why don't we go to the ocean?\Th-The ocean?!\Huh? Uh, yeah.\How are we going to get to the ocean? response:	Trains are tiring. I don't wanna.
context: I guess the rain doesn't have a very good image.\Maybe I should give them something to look forward to.\Hey! When the rainy season ends, summer will be here!\Why don't we go to the ocean?\Th-The ocean?!\Huh? Uh, yeah.\How are we going to get to the ocean?\Trains are tiring. I don't wanna. response:	Well...
context: Maybe I should give them something to look forward to.\Hey! When the rainy season ends, summer will be here!\Why don't we go to the ocean?\Th-The ocean?!\Huh? Uh, yeah.\How are we going to get to the ocean?\Trains are tiring. I don't wanna.\Well... response:	I guess we could ask Bomber to drive.
context: Hey! When the rainy season ends, summer will be here!\Why don't we go to the ocean?\Th-The ocean?!\Huh? Uh, yeah.\How are we going to get to the ocean?\Trains are tiring. I don't wanna.\Well...\I guess we could ask Bomber to drive. response:	B-Bomber? Is that a human?
context: Why don't we go to the ocean?\Th-The ocean?!\Huh? Uh, yeah.\How are we going to get to the ocean?\Trains are tiring. I don't wanna.\Well...\I guess we could ask Bomber to drive.\B-Bomber? Is that a human? response:	Oh, yeah. I guess you haven't met him, Kirie-chan.
context: Th-The ocean?!\Huh? Uh, yeah.\How are we going to get to the ocean?\Trains are tiring. I don't wanna.\Well...\I guess we could ask Bomber to drive.\B-Bomber? Is that a human?\Oh, yeah. I guess you haven't met him, Kirie-chan. response:	He's a friend of mine.
context: Huh? Uh, yeah.\How are we going to get to the ocean?\Trains are tiring. I don't wanna.\Well...\I guess we could ask Bomber to drive.\B-Bomber? Is that a human?\Oh, yeah. I guess you haven't met him, Kirie-chan.\He's a friend of mine. response:	I-It's a guy?
context: How are we going to get to the ocean?\Trains are tiring. I don't wanna.\Well...\I guess we could ask Bomber to drive.\B-Bomber? Is that a human?\Oh, yeah. I guess you haven't met him, Kirie-chan.\He's a friend of mine.\I-It's a guy? response:	I'm sure he'll be fine if he's a friend of yours, Onii-san...
context: Trains are tiring. I don't wanna.\Well...\I guess we could ask Bomber to drive.\B-Bomber? Is that a human?\Oh, yeah. I guess you haven't met him, Kirie-chan.\He's a friend of mine.\I-It's a guy?\I'm sure he'll be fine if he's a friend of yours, Onii-san... response:	But it's so hot in summer.
context: Well...\I guess we could ask Bomber to drive.\B-Bomber? Is that a human?\Oh, yeah. I guess you haven't met him, Kirie-chan.\He's a friend of mine.\I-It's a guy?\I'm sure he'll be fine if he's a friend of yours, Onii-san...\But it's so hot in summer. response:	But when it's summer,
