context: Jintan. response:	Please grant...
context: Gold.\Whaaa?\Nokemon Gold?\How many years ago did that come out?\Please sell it to me if you have it.\I mean, sell it to me already!\What? A rare Nokemon?\That's right! Menma really wanted it. response:	But she just couldn't find it.
context: Whaaa?\Nokemon Gold?\How many years ago did that come out?\Please sell it to me if you have it.\I mean, sell it to me already!\What? A rare Nokemon?\That's right! Menma really wanted it.\But she just couldn't find it. response:	Now that you mention it, she did say something about Building Builder.
context: Nokemon Gold?\How many years ago did that come out?\Please sell it to me if you have it.\I mean, sell it to me already!\What? A rare Nokemon?\That's right! Menma really wanted it.\But she just couldn't find it.\Now that you mention it, she did say something about Building Builder. response:	Then that must be it!
context: How many years ago did that come out?\Please sell it to me if you have it.\I mean, sell it to me already!\What? A rare Nokemon?\That's right! Menma really wanted it.\But she just couldn't find it.\Now that you mention it, she did say something about Building Builder.\Then that must be it! response:	That'll be 4,571 yen.
context: Please sell it to me if you have it.\I mean, sell it to me already!\What? A rare Nokemon?\That's right! Menma really wanted it.\But she just couldn't find it.\Now that you mention it, she did say something about Building Builder.\Then that must be it!\That'll be 4,571 yen. response:	Isn't that pricey for a game that came out five years ago?
context: I mean, sell it to me already!\What? A rare Nokemon?\That's right! Menma really wanted it.\But she just couldn't find it.\Now that you mention it, she did say something about Building Builder.\Then that must be it!\That'll be 4,571 yen.\Isn't that pricey for a game that came out five years ago? response:	I'll have you know that that's a fair price.
context: What? A rare Nokemon?\That's right! Menma really wanted it.\But she just couldn't find it.\Now that you mention it, she did say something about Building Builder.\Then that must be it!\That'll be 4,571 yen.\Isn't that pricey for a game that came out five years ago?\I'll have you know that that's a fair price. response:	There's a premium on this game since you can't find it anywhere anymore.
context: That's right! Menma really wanted it.\But she just couldn't find it.\Now that you mention it, she did say something about Building Builder.\Then that must be it!\That'll be 4,571 yen.\Isn't that pricey for a game that came out five years ago?\I'll have you know that that's a fair price.\There's a premium on this game since you can't find it anywhere anymore. response:	Thank you.
context: But she just couldn't find it.\Now that you mention it, she did say something about Building Builder.\Then that must be it!\That'll be 4,571 yen.\Isn't that pricey for a game that came out five years ago?\I'll have you know that that's a fair price.\There's a premium on this game since you can't find it anywhere anymore.\Thank you. response:	What are you doing?
context: Now that you mention it, she did say something about Building Builder.\Then that must be it!\That'll be 4,571 yen.\Isn't that pricey for a game that came out five years ago?\I'll have you know that that's a fair price.\There's a premium on this game since you can't find it anywhere anymore.\Thank you.\What are you doing? response:	Say, Yadomi...
context: Then that must be it!\That'll be 4,571 yen.\Isn't that pricey for a game that came out five years ago?\I'll have you know that that's a fair price.\There's a premium on this game since you can't find it anywhere anymore.\Thank you.\What are you doing?\Say, Yadomi... response:	Never mind. Thank you for your purchase.
context: That'll be 4,571 yen.\Isn't that pricey for a game that came out five years ago?\I'll have you know that that's a fair price.\There's a premium on this game since you can't find it anywhere anymore.\Thank you.\What are you doing?\Say, Yadomi...\Never mind. Thank you for your purchase. response:	I'm home.
context: Isn't that pricey for a game that came out five years ago?\I'll have you know that that's a fair price.\There's a premium on this game since you can't find it anywhere anymore.\Thank you.\What are you doing?\Say, Yadomi...\Never mind. Thank you for your purchase.\I'm home. response:	Today I came up with a rather fabulous dish.
context: I'll have you know that that's a fair price.\There's a premium on this game since you can't find it anywhere anymore.\Thank you.\What are you doing?\Say, Yadomi...\Never mind. Thank you for your purchase.\I'm home.\Today I came up with a rather fabulous dish. response:	So we're having fried meat for dinner.
context: There's a premium on this game since you can't find it anywhere anymore.\Thank you.\What are you doing?\Say, Yadomi...\Never mind. Thank you for your purchase.\I'm home.\Today I came up with a rather fabulous dish.\So we're having fried meat for dinner. response:	Sorry, I'm not hungry.
context: Thank you.\What are you doing?\Say, Yadomi...\Never mind. Thank you for your purchase.\I'm home.\Today I came up with a rather fabulous dish.\So we're having fried meat for dinner.\Sorry, I'm not hungry. response:	What's up with you? That's not cute.
context: What are you doing?\Say, Yadomi...\Never mind. Thank you for your purchase.\I'm home.\Today I came up with a rather fabulous dish.\So we're having fried meat for dinner.\Sorry, I'm not hungry.\What's up with you? That's not cute. response:	Let's see, how did it go...
context: Say, Yadomi...\Never mind. Thank you for your purchase.\I'm home.\Today I came up with a rather fabulous dish.\So we're having fried meat for dinner.\Sorry, I'm not hungry.\What's up with you? That's not cute.\Let's see, how did it go... response:	Start off by picking one out of the three critters.
context: Never mind. Thank you for your purchase.\I'm home.\Today I came up with a rather fabulous dish.\So we're having fried meat for dinner.\Sorry, I'm not hungry.\What's up with you? That's not cute.\Let's see, how did it go...\Start off by picking one out of the three critters. response:	Menma still hasn't come back.
context: I'm home.\Today I came up with a rather fabulous dish.\So we're having fried meat for dinner.\Sorry, I'm not hungry.\What's up with you? That's not cute.\Let's see, how did it go...\Start off by picking one out of the three critters.\Menma still hasn't come back. response:	She's my stress manifesting itself as a hallucination.
context: Today I came up with a rather fabulous dish.\So we're having fried meat for dinner.\Sorry, I'm not hungry.\What's up with you? That's not cute.\Let's see, how did it go...\Start off by picking one out of the three critters.\Menma still hasn't come back.\She's my stress manifesting itself as a hallucination. response:	She shouldn't exist in the first place.
context: So we're having fried meat for dinner.\Sorry, I'm not hungry.\What's up with you? That's not cute.\Let's see, how did it go...\Start off by picking one out of the three critters.\Menma still hasn't come back.\She's my stress manifesting itself as a hallucination.\She shouldn't exist in the first place. response:	But.
context: Sorry, I'm not hungry.\What's up with you? That's not cute.\Let's see, how did it go...\Start off by picking one out of the three critters.\Menma still hasn't come back.\She's my stress manifesting itself as a hallucination.\She shouldn't exist in the first place.\But. response:	But.
context: What's up with you? That's not cute.\Let's see, how did it go...\Start off by picking one out of the three critters.\Menma still hasn't come back.\She's my stress manifesting itself as a hallucination.\She shouldn't exist in the first place.\But.\But. response:	Thanks.
context: Let's see, how did it go...\Start off by picking one out of the three critters.\Menma still hasn't come back.\She's my stress manifesting itself as a hallucination.\She shouldn't exist in the first place.\But.\But.\Thanks. response:	Jintan.
context: Start off by picking one out of the three critters.\Menma still hasn't come back.\She's my stress manifesting itself as a hallucination.\She shouldn't exist in the first place.\But.\But.\Thanks.\Jintan. response:	Yukiatsu!
context: Menma still hasn't come back.\She's my stress manifesting itself as a hallucination.\She shouldn't exist in the first place.\But.\But.\Thanks.\Jintan.\Yukiatsu! response:	Menma.
context: She's my stress manifesting itself as a hallucination.\She shouldn't exist in the first place.\But.\But.\Thanks.\Jintan.\Yukiatsu!\Menma. response:	Yo, Yukiatsu.
context: She shouldn't exist in the first place.\But.\But.\Thanks.\Jintan.\Yukiatsu!\Menma.\Yo, Yukiatsu. response:	Po...
context: But.\But.\Thanks.\Jintan.\Yukiatsu!\Menma.\Yo, Yukiatsu.\Po... response:	Hisakawa.
context: But.\Thanks.\Jintan.\Yukiatsu!\Menma.\Yo, Yukiatsu.\Po...\Hisakawa. response:	Just call me Poppo like in the old days.
context: Thanks.\Jintan.\Yukiatsu!\Menma.\Yo, Yukiatsu.\Po...\Hisakawa.\Just call me Poppo like in the old days. response:	You're being so cold, Yuki.
context: Jintan.\Yukiatsu!\Menma.\Yo, Yukiatsu.\Po...\Hisakawa.\Just call me Poppo like in the old days.\You're being so cold, Yuki. response:	That's the first time anyone's called me that.
context: Yukiatsu!\Menma.\Yo, Yukiatsu.\Po...\Hisakawa.\Just call me Poppo like in the old days.\You're being so cold, Yuki.\That's the first time anyone's called me that. response:	Yeah, right.
context: Menma.\Yo, Yukiatsu.\Po...\Hisakawa.\Just call me Poppo like in the old days.\You're being so cold, Yuki.\That's the first time anyone's called me that.\Yeah, right. response:	Anyway, did you hear?
context: Yo, Yukiatsu.\Po...\Hisakawa.\Just call me Poppo like in the old days.\You're being so cold, Yuki.\That's the first time anyone's called me that.\Yeah, right.\Anyway, did you hear? response:	Menma's been resurrected over at Jintan's place.
context: Po...\Hisakawa.\Just call me Poppo like in the old days.\You're being so cold, Yuki.\That's the first time anyone's called me that.\Yeah, right.\Anyway, did you hear?\Menma's been resurrected over at Jintan's place. response:	Is he bringing that up again...
context: Hisakawa.\Just call me Poppo like in the old days.\You're being so cold, Yuki.\That's the first time anyone's called me that.\Yeah, right.\Anyway, did you hear?\Menma's been resurrected over at Jintan's place.\Is he bringing that up again... response:	Huh?
context: Just call me Poppo like in the old days.\You're being so cold, Yuki.\That's the first time anyone's called me that.\Yeah, right.\Anyway, did you hear?\Menma's been resurrected over at Jintan's place.\Is he bringing that up again...\Huh? response:	Nothing.
context: You're being so cold, Yuki.\That's the first time anyone's called me that.\Yeah, right.\Anyway, did you hear?\Menma's been resurrected over at Jintan's place.\Is he bringing that up again...\Huh?\Nothing. response:	What's he saying about Menma?
context: That's the first time anyone's called me that.\Yeah, right.\Anyway, did you hear?\Menma's been resurrected over at Jintan's place.\Is he bringing that up again...\Huh?\Nothing.\What's he saying about Menma? response:	Oh yeah! I saw him again for the first time in a while.
context: Yeah, right.\Anyway, did you hear?\Menma's been resurrected over at Jintan's place.\Is he bringing that up again...\Huh?\Nothing.\What's he saying about Menma?\Oh yeah! I saw him again for the first time in a while. response:	He's as awesome as ever.
context: Anyway, did you hear?\Menma's been resurrected over at Jintan's place.\Is he bringing that up again...\Huh?\Nothing.\What's he saying about Menma?\Oh yeah! I saw him again for the first time in a while.\He's as awesome as ever. response:	What is he saying about Menma?
context: Menma's been resurrected over at Jintan's place.\Is he bringing that up again...\Huh?\Nothing.\What's he saying about Menma?\Oh yeah! I saw him again for the first time in a while.\He's as awesome as ever.\What is he saying about Menma? response:	Umm... He called her an auditory hallucination? Or maybe a visual one?
context: Is he bringing that up again...\Huh?\Nothing.\What's he saying about Menma?\Oh yeah! I saw him again for the first time in a while.\He's as awesome as ever.\What is he saying about Menma?\Umm... He called her an auditory hallucination? Or maybe a visual one? response:	I'm not too sure, but apparently Menma wants him to grant her wish.
context: Huh?\Nothing.\What's he saying about Menma?\Oh yeah! I saw him again for the first time in a while.\He's as awesome as ever.\What is he saying about Menma?\Umm... He called her an auditory hallucination? Or maybe a visual one?\I'm not too sure, but apparently Menma wants him to grant her wish. response:	Oh crap, I fell asleep.
context: Nothing.\What's he saying about Menma?\Oh yeah! I saw him again for the first time in a while.\He's as awesome as ever.\What is he saying about Menma?\Umm... He called her an auditory hallucination? Or maybe a visual one?\I'm not too sure, but apparently Menma wants him to grant her wish.\Oh crap, I fell asleep. response:	Good morning, Jintan.
context: What's he saying about Menma?\Oh yeah! I saw him again for the first time in a while.\He's as awesome as ever.\What is he saying about Menma?\Umm... He called her an auditory hallucination? Or maybe a visual one?\I'm not too sure, but apparently Menma wants him to grant her wish.\Oh crap, I fell asleep.\Good morning, Jintan. response:	Menma.
context: Oh yeah! I saw him again for the first time in a while.\He's as awesome as ever.\What is he saying about Menma?\Umm... He called her an auditory hallucination? Or maybe a visual one?\I'm not too sure, but apparently Menma wants him to grant her wish.\Oh crap, I fell asleep.\Good morning, Jintan.\Menma. response:	You came...
context: He's as awesome as ever.\What is he saying about Menma?\Umm... He called her an auditory hallucination? Or maybe a visual one?\I'm not too sure, but apparently Menma wants him to grant her wish.\Oh crap, I fell asleep.\Good morning, Jintan.\Menma.\You came... response:	Why would you...
context: What is he saying about Menma?\Umm... He called her an auditory hallucination? Or maybe a visual one?\I'm not too sure, but apparently Menma wants him to grant her wish.\Oh crap, I fell asleep.\Good morning, Jintan.\Menma.\You came...\Why would you... response:	Go take a bath?
context: Umm... He called her an auditory hallucination? Or maybe a visual one?\I'm not too sure, but apparently Menma wants him to grant her wish.\Oh crap, I fell asleep.\Good morning, Jintan.\Menma.\You came...\Why would you...\Go take a bath? response:	My dad's still around.
context: I'm not too sure, but apparently Menma wants him to grant her wish.\Oh crap, I fell asleep.\Good morning, Jintan.\Menma.\You came...\Why would you...\Go take a bath?\My dad's still around. response:	You know Jintan, I tried to wash myself, but it just felt like air blowing at me.
context: Oh crap, I fell asleep.\Good morning, Jintan.\Menma.\You came...\Why would you...\Go take a bath?\My dad's still around.\You know Jintan, I tried to wash myself, but it just felt like air blowing at me. response:	I hate that feeling.
context: Good morning, Jintan.\Menma.\You came...\Why would you...\Go take a bath?\My dad's still around.\You know Jintan, I tried to wash myself, but it just felt like air blowing at me.\I hate that feeling. response:	Jintan?
context: Menma.\You came...\Why would you...\Go take a bath?\My dad's still around.\You know Jintan, I tried to wash myself, but it just felt like air blowing at me.\I hate that feeling.\Jintan? response:	You should pay a little more attention to the fact that you've matured.
context: You came...\Why would you...\Go take a bath?\My dad's still around.\You know Jintan, I tried to wash myself, but it just felt like air blowing at me.\I hate that feeling.\Jintan?\You should pay a little more attention to the fact that you've matured. response:	Actually, you haven't matured all that much in one place.
context: Why would you...\Go take a bath?\My dad's still around.\You know Jintan, I tried to wash myself, but it just felt like air blowing at me.\I hate that feeling.\Jintan?\You should pay a little more attention to the fact that you've matured.\Actually, you haven't matured all that much in one place. response:	In one place?
context: Go take a bath?\My dad's still around.\You know Jintan, I tried to wash myself, but it just felt like air blowing at me.\I hate that feeling.\Jintan?\You should pay a little more attention to the fact that you've matured.\Actually, you haven't matured all that much in one place.\In one place? response:	Coming!
context: My dad's still around.\You know Jintan, I tried to wash myself, but it just felt like air blowing at me.\I hate that feeling.\Jintan?\You should pay a little more attention to the fact that you've matured.\Actually, you haven't matured all that much in one place.\In one place?\Coming! response:	Put on some clothes!
context: You know Jintan, I tried to wash myself, but it just felt like air blowing at me.\I hate that feeling.\Jintan?\You should pay a little more attention to the fact that you've matured.\Actually, you haven't matured all that much in one place.\In one place?\Coming!\Put on some clothes! response:	Hello there.
context: I hate that feeling.\Jintan?\You should pay a little more attention to the fact that you've matured.\Actually, you haven't matured all that much in one place.\In one place?\Coming!\Put on some clothes!\Hello there. response:	What's this? I get the feeling I've met you before.
context: Jintan?\You should pay a little more attention to the fact that you've matured.\Actually, you haven't matured all that much in one place.\In one place?\Coming!\Put on some clothes!\Hello there.\What's this? I get the feeling I've met you before. response:	Hello. It's been a while.
context: You should pay a little more attention to the fact that you've matured.\Actually, you haven't matured all that much in one place.\In one place?\Coming!\Put on some clothes!\Hello there.\What's this? I get the feeling I've met you before.\Hello. It's been a while. response:	Holy crap, Poppo?
context: Actually, you haven't matured all that much in one place.\In one place?\Coming!\Put on some clothes!\Hello there.\What's this? I get the feeling I've met you before.\Hello. It's been a while.\Holy crap, Poppo? response:	You're huge! Growth spurts are so cute.
context: In one place?\Coming!\Put on some clothes!\Hello there.\What's this? I get the feeling I've met you before.\Hello. It's been a while.\Holy crap, Poppo?\You're huge! Growth spurts are so cute. response:	Poppo.
context: Coming!\Put on some clothes!\Hello there.\What's this? I get the feeling I've met you before.\Hello. It's been a while.\Holy crap, Poppo?\You're huge! Growth spurts are so cute.\Poppo. response:	Yo.
context: Put on some clothes!\Hello there.\What's this? I get the feeling I've met you before.\Hello. It's been a while.\Holy crap, Poppo?\You're huge! Growth spurts are so cute.\Poppo.\Yo. response:	Trading with friends?
context: Hello there.\What's this? I get the feeling I've met you before.\Hello. It's been a while.\Holy crap, Poppo?\You're huge! Growth spurts are so cute.\Poppo.\Yo.\Trading with friends? response:	Gollum.
context: What's this? I get the feeling I've met you before.\Hello. It's been a while.\Holy crap, Poppo?\You're huge! Growth spurts are so cute.\Poppo.\Yo.\Trading with friends?\Gollum. response:	Right.
context: Hello. It's been a while.\Holy crap, Poppo?\You're huge! Growth spurts are so cute.\Poppo.\Yo.\Trading with friends?\Gollum.\Right. response:	I heard that you get it when you trade Nokemon using a cable.
context: Holy crap, Poppo?\You're huge! Growth spurts are so cute.\Poppo.\Yo.\Trading with friends?\Gollum.\Right.\I heard that you get it when you trade Nokemon using a cable. response:	Sir! The meat's delicious!
context: You're huge! Growth spurts are so cute.\Poppo.\Yo.\Trading with friends?\Gollum.\Right.\I heard that you get it when you trade Nokemon using a cable.\Sir! The meat's delicious! response:	It's leftovers from last night.
context: Poppo.\Yo.\Trading with friends?\Gollum.\Right.\I heard that you get it when you trade Nokemon using a cable.\Sir! The meat's delicious!\It's leftovers from last night. response:	Well, I'm off to work.
context: Yo.\Trading with friends?\Gollum.\Right.\I heard that you get it when you trade Nokemon using a cable.\Sir! The meat's delicious!\It's leftovers from last night.\Well, I'm off to work. response:	Have a- Have a safe trip.
context: Trading with friends?\Gollum.\Right.\I heard that you get it when you trade Nokemon using a cable.\Sir! The meat's delicious!\It's leftovers from last night.\Well, I'm off to work.\Have a- Have a safe trip. response:	That's right, I'd completely forgotten. It makes sense.
context: Gollum.\Right.\I heard that you get it when you trade Nokemon using a cable.\Sir! The meat's delicious!\It's leftovers from last night.\Well, I'm off to work.\Have a- Have a safe trip.\That's right, I'd completely forgotten. It makes sense. response:	Menma did say her wish can't come true without everyone together.
context: Right.\I heard that you get it when you trade Nokemon using a cable.\Sir! The meat's delicious!\It's leftovers from last night.\Well, I'm off to work.\Have a- Have a safe trip.\That's right, I'd completely forgotten. It makes sense.\Menma did say her wish can't come true without everyone together. response:	It does sound right.
context: I heard that you get it when you trade Nokemon using a cable.\Sir! The meat's delicious!\It's leftovers from last night.\Well, I'm off to work.\Have a- Have a safe trip.\That's right, I'd completely forgotten. It makes sense.\Menma did say her wish can't come true without everyone together.\It does sound right. response:	That's amazing. How did you remember that?
context: Sir! The meat's delicious!\It's leftovers from last night.\Well, I'm off to work.\Have a- Have a safe trip.\That's right, I'd completely forgotten. It makes sense.\Menma did say her wish can't come true without everyone together.\It does sound right.\That's amazing. How did you remember that? response:	Oh, Yukia...
context: It's leftovers from last night.\Well, I'm off to work.\Have a- Have a safe trip.\That's right, I'd completely forgotten. It makes sense.\Menma did say her wish can't come true without everyone together.\It does sound right.\That's amazing. How did you remember that?\Oh, Yukia... response:	Wait, what happened again?
context: Well, I'm off to work.\Have a- Have a safe trip.\That's right, I'd completely forgotten. It makes sense.\Menma did say her wish can't come true without everyone together.\It does sound right.\That's amazing. How did you remember that?\Oh, Yukia...\Wait, what happened again? response:	Oh yeah, I saw an auditory hallucination, too.
context: Have a- Have a safe trip.\That's right, I'd completely forgotten. It makes sense.\Menma did say her wish can't come true without everyone together.\It does sound right.\That's amazing. How did you remember that?\Oh, Yukia...\Wait, what happened again?\Oh yeah, I saw an auditory hallucination, too. response:	You can't see auditory hallucinations.
context: That's right, I'd completely forgotten. It makes sense.\Menma did say her wish can't come true without everyone together.\It does sound right.\That's amazing. How did you remember that?\Oh, Yukia...\Wait, what happened again?\Oh yeah, I saw an auditory hallucination, too.\You can't see auditory hallucinations. response:	Oh, really?
context: Menma did say her wish can't come true without everyone together.\It does sound right.\That's amazing. How did you remember that?\Oh, Yukia...\Wait, what happened again?\Oh yeah, I saw an auditory hallucination, too.\You can't see auditory hallucinations.\Oh, really? response:	Anyway, so that's what it was.
context: It does sound right.\That's amazing. How did you remember that?\Oh, Yukia...\Wait, what happened again?\Oh yeah, I saw an auditory hallucination, too.\You can't see auditory hallucinations.\Oh, really?\Anyway, so that's what it was. response:	So we need to get our hands on another Nokemon game.
context: That's amazing. How did you remember that?\Oh, Yukia...\Wait, what happened again?\Oh yeah, I saw an auditory hallucination, too.\You can't see auditory hallucinations.\Oh, really?\Anyway, so that's what it was.\So we need to get our hands on another Nokemon game. response:	There's someone who might already have the game...
context: Oh, Yukia...\Wait, what happened again?\Oh yeah, I saw an auditory hallucination, too.\You can't see auditory hallucinations.\Oh, really?\Anyway, so that's what it was.\So we need to get our hands on another Nokemon game.\There's someone who might already have the game... response:	She's definitely cute.
context: Wait, what happened again?\Oh yeah, I saw an auditory hallucination, too.\You can't see auditory hallucinations.\Oh, really?\Anyway, so that's what it was.\So we need to get our hands on another Nokemon game.\There's someone who might already have the game...\She's definitely cute. response:	I hated my curly hair and glasses back then.
context: Oh yeah, I saw an auditory hallucination, too.\You can't see auditory hallucinations.\Oh, really?\Anyway, so that's what it was.\So we need to get our hands on another Nokemon game.\There's someone who might already have the game...\She's definitely cute.\I hated my curly hair and glasses back then. response:	Menma, who had straight hair...
context: You can't see auditory hallucinations.\Oh, really?\Anyway, so that's what it was.\So we need to get our hands on another Nokemon game.\There's someone who might already have the game...\She's definitely cute.\I hated my curly hair and glasses back then.\Menma, who had straight hair... response:	Menma, whom Jintan liked...
context: Oh, really?\Anyway, so that's what it was.\So we need to get our hands on another Nokemon game.\There's someone who might already have the game...\She's definitely cute.\I hated my curly hair and glasses back then.\Menma, who had straight hair...\Menma, whom Jintan liked... response:	Anaru, let's get matching stickers!
context: Anyway, so that's what it was.\So we need to get our hands on another Nokemon game.\There's someone who might already have the game...\She's definitely cute.\I hated my curly hair and glasses back then.\Menma, who had straight hair...\Menma, whom Jintan liked...\Anaru, let's get matching stickers! response:	Huh?
context: So we need to get our hands on another Nokemon game.\There's someone who might already have the game...\She's definitely cute.\I hated my curly hair and glasses back then.\Menma, who had straight hair...\Menma, whom Jintan liked...\Anaru, let's get matching stickers!\Huh? response:	Here, isn't this cute?
context: There's someone who might already have the game...\She's definitely cute.\I hated my curly hair and glasses back then.\Menma, who had straight hair...\Menma, whom Jintan liked...\Anaru, let's get matching stickers!\Huh?\Here, isn't this cute? response:	I'll give you one, too.
context: She's definitely cute.\I hated my curly hair and glasses back then.\Menma, who had straight hair...\Menma, whom Jintan liked...\Anaru, let's get matching stickers!\Huh?\Here, isn't this cute?\I'll give you one, too. response:	Done!
context: I hated my curly hair and glasses back then.\Menma, who had straight hair...\Menma, whom Jintan liked...\Anaru, let's get matching stickers!\Huh?\Here, isn't this cute?\I'll give you one, too.\Done! response:	Here.
context: Menma, who had straight hair...\Menma, whom Jintan liked...\Anaru, let's get matching stickers!\Huh?\Here, isn't this cute?\I'll give you one, too.\Done!\Here. response:	Thanks.
context: Menma, whom Jintan liked...\Anaru, let's get matching stickers!\Huh?\Here, isn't this cute?\I'll give you one, too.\Done!\Here.\Thanks. response:	I really liked her, but I also really hated her.
context: Anaru, let's get matching stickers!\Huh?\Here, isn't this cute?\I'll give you one, too.\Done!\Here.\Thanks.\I really liked her, but I also really hated her. response:	Naruko, come down here for a bit.
context: Huh?\Here, isn't this cute?\I'll give you one, too.\Done!\Here.\Thanks.\I really liked her, but I also really hated her.\Naruko, come down here for a bit. response:	She's such a slave-driver.
context: Here, isn't this cute?\I'll give you one, too.\Done!\Here.\Thanks.\I really liked her, but I also really hated her.\Naruko, come down here for a bit.\She's such a slave-driver. response:	It's over here.
context: I'll give you one, too.\Done!\Here.\Thanks.\I really liked her, but I also really hated her.\Naruko, come down here for a bit.\She's such a slave-driver.\It's over here. response:	Is it?
context: Done!\Here.\Thanks.\I really liked her, but I also really hated her.\Naruko, come down here for a bit.\She's such a slave-driver.\It's over here.\Is it? response:	It is!
context: Here.\Thanks.\I really liked her, but I also really hated her.\Naruko, come down here for a bit.\She's such a slave-driver.\It's over here.\Is it?\It is! response:	Yo, Anaru.
context: Thanks.\I really liked her, but I also really hated her.\Naruko, come down here for a bit.\She's such a slave-driver.\It's over here.\Is it?\It is!\Yo, Anaru. response:	Why?
context: I really liked her, but I also really hated her.\Naruko, come down here for a bit.\She's such a slave-driver.\It's over here.\Is it?\It is!\Yo, Anaru.\Why? response:	What are you talking about?
context: Naruko, come down here for a bit.\She's such a slave-driver.\It's over here.\Is it?\It is!\Yo, Anaru.\Why?\What are you talking about? response:	You want me to play Nokemon?
context: She's such a slave-driver.\It's over here.\Is it?\It is!\Yo, Anaru.\Why?\What are you talking about?\You want me to play Nokemon? response:	No way.
context: It's over here.\Is it?\It is!\Yo, Anaru.\Why?\What are you talking about?\You want me to play Nokemon?\No way. response:	What's wrong with acting like kids every once in a while?
context: Is it?\It is!\Yo, Anaru.\Why?\What are you talking about?\You want me to play Nokemon?\No way.\What's wrong with acting like kids every once in a while? response:	Right, Jintan?
context: It is!\Yo, Anaru.\Why?\What are you talking about?\You want me to play Nokemon?\No way.\What's wrong with acting like kids every once in a while?\Right, Jintan? response:	Yeah.
context: Yo, Anaru.\Why?\What are you talking about?\You want me to play Nokemon?\No way.\What's wrong with acting like kids every once in a while?\Right, Jintan?\Yeah. response:	Hey, where are your glasses?
context: Why?\What are you talking about?\You want me to play Nokemon?\No way.\What's wrong with acting like kids every once in a while?\Right, Jintan?\Yeah.\Hey, where are your glasses? response:	Sh-Shut up! I can see fine without them.
context: What are you talking about?\You want me to play Nokemon?\No way.\What's wrong with acting like kids every once in a while?\Right, Jintan?\Yeah.\Hey, where are your glasses?\Sh-Shut up! I can see fine without them. response:	Have some tea.
context: You want me to play Nokemon?\No way.\What's wrong with acting like kids every once in a while?\Right, Jintan?\Yeah.\Hey, where are your glasses?\Sh-Shut up! I can see fine without them.\Have some tea. response:	Thank you.
context: No way.\What's wrong with acting like kids every once in a while?\Right, Jintan?\Yeah.\Hey, where are your glasses?\Sh-Shut up! I can see fine without them.\Have some tea.\Thank you. response:	It's really been a long time since the two of you have come over.
context: What's wrong with acting like kids every once in a while?\Right, Jintan?\Yeah.\Hey, where are your glasses?\Sh-Shut up! I can see fine without them.\Have some tea.\Thank you.\It's really been a long time since the two of you have come over. response:	Say, do you want to try the jelly Naruko made last night?
context: Right, Jintan?\Yeah.\Hey, where are your glasses?\Sh-Shut up! I can see fine without them.\Have some tea.\Thank you.\It's really been a long time since the two of you have come over.\Say, do you want to try the jelly Naruko made last night? response:	Whoa! Do you still have some on Anaru's jelly left?
context: Yeah.\Hey, where are your glasses?\Sh-Shut up! I can see fine without them.\Have some tea.\Thank you.\It's really been a long time since the two of you have come over.\Say, do you want to try the jelly Naruko made last night?\Whoa! Do you still have some on Anaru's jelly left? response:	Don't call me that!
context: Hey, where are your glasses?\Sh-Shut up! I can see fine without them.\Have some tea.\Thank you.\It's really been a long time since the two of you have come over.\Say, do you want to try the jelly Naruko made last night?\Whoa! Do you still have some on Anaru's jelly left?\Don't call me that! response:	Anyway, getting the rare Nokemon is Menma's wish.
context: Sh-Shut up! I can see fine without them.\Have some tea.\Thank you.\It's really been a long time since the two of you have come over.\Say, do you want to try the jelly Naruko made last night?\Whoa! Do you still have some on Anaru's jelly left?\Don't call me that!\Anyway, getting the rare Nokemon is Menma's wish. response:	Idiot, I told you not to talk about that.
context: Have some tea.\Thank you.\It's really been a long time since the two of you have come over.\Say, do you want to try the jelly Naruko made last night?\Whoa! Do you still have some on Anaru's jelly left?\Don't call me that!\Anyway, getting the rare Nokemon is Menma's wish.\Idiot, I told you not to talk about that. response:	Menma?
context: Thank you.\It's really been a long time since the two of you have come over.\Say, do you want to try the jelly Naruko made last night?\Whoa! Do you still have some on Anaru's jelly left?\Don't call me that!\Anyway, getting the rare Nokemon is Menma's wish.\Idiot, I told you not to talk about that.\Menma? response:	Anaru?
context: It's really been a long time since the two of you have come over.\Say, do you want to try the jelly Naruko made last night?\Whoa! Do you still have some on Anaru's jelly left?\Don't call me that!\Anyway, getting the rare Nokemon is Menma's wish.\Idiot, I told you not to talk about that.\Menma?\Anaru? response:	I mean, what was that about Menma?
context: Say, do you want to try the jelly Naruko made last night?\Whoa! Do you still have some on Anaru's jelly left?\Don't call me that!\Anyway, getting the rare Nokemon is Menma's wish.\Idiot, I told you not to talk about that.\Menma?\Anaru?\I mean, what was that about Menma? response:	How do I say it... It's like she's been popping up in my dreams...
context: Whoa! Do you still have some on Anaru's jelly left?\Don't call me that!\Anyway, getting the rare Nokemon is Menma's wish.\Idiot, I told you not to talk about that.\Menma?\Anaru?\I mean, what was that about Menma?\How do I say it... It's like she's been popping up in my dreams... response:	Menma's has?
context: Don't call me that!\Anyway, getting the rare Nokemon is Menma's wish.\Idiot, I told you not to talk about that.\Menma?\Anaru?\I mean, what was that about Menma?\How do I say it... It's like she's been popping up in my dreams...\Menma's has? response:	Let's see, Nokemon should be...
