context: Back in those days, to travel meant to risk your life. response:	You could get lost or robbed.
context: Come this way.\This is like paradise.\I haven't eaten so much for ages.\But they're pretty flashy for a village troubled by a monster.\They don't have a lot of rice paddies, either.\How do they make so much money?\Monster!\Monster, right over there! response:	In front of you, get him!
context: This is like paradise.\I haven't eaten so much for ages.\But they're pretty flashy for a village troubled by a monster.\They don't have a lot of rice paddies, either.\How do they make so much money?\Monster!\Monster, right over there!\In front of you, get him! response:	Hey, come on, hurry.
context: I haven't eaten so much for ages.\But they're pretty flashy for a village troubled by a monster.\They don't have a lot of rice paddies, either.\How do they make so much money?\Monster!\Monster, right over there!\In front of you, get him!\Hey, come on, hurry. response:	You want...?
context: But they're pretty flashy for a village troubled by a monster.\They don't have a lot of rice paddies, either.\How do they make so much money?\Monster!\Monster, right over there!\In front of you, get him!\Hey, come on, hurry.\You want...? response:	See? He wants to fight. Hold on, you'll get what you want.
context: They don't have a lot of rice paddies, either.\How do they make so much money?\Monster!\Monster, right over there!\In front of you, get him!\Hey, come on, hurry.\You want...?\See? He wants to fight. Hold on, you'll get what you want. response:	Hurry, take your arm off.
context: How do they make so much money?\Monster!\Monster, right over there!\In front of you, get him!\Hey, come on, hurry.\You want...?\See? He wants to fight. Hold on, you'll get what you want.\Hurry, take your arm off. response:	Come on...
context: Monster!\Monster, right over there!\In front of you, get him!\Hey, come on, hurry.\You want...?\See? He wants to fight. Hold on, you'll get what you want.\Hurry, take your arm off.\Come on... response:	Hurry up!
context: Monster, right over there!\In front of you, get him!\Hey, come on, hurry.\You want...?\See? He wants to fight. Hold on, you'll get what you want.\Hurry, take your arm off.\Come on...\Hurry up! response:	What? Hey, it's leaving!
context: In front of you, get him!\Hey, come on, hurry.\You want...?\See? He wants to fight. Hold on, you'll get what you want.\Hurry, take your arm off.\Come on...\Hurry up!\What? Hey, it's leaving! response:	Hurry...
context: Hey, come on, hurry.\You want...?\See? He wants to fight. Hold on, you'll get what you want.\Hurry, take your arm off.\Come on...\Hurry up!\What? Hey, it's leaving!\Hurry... response:	Aww, jeez! It's gone.
context: You want...?\See? He wants to fight. Hold on, you'll get what you want.\Hurry, take your arm off.\Come on...\Hurry up!\What? Hey, it's leaving!\Hurry...\Aww, jeez! It's gone. response:	Is something the matter?
context: See? He wants to fight. Hold on, you'll get what you want.\Hurry, take your arm off.\Come on...\Hurry up!\What? Hey, it's leaving!\Hurry...\Aww, jeez! It's gone.\Is something the matter? response:	Did you see the monster?
context: Hurry, take your arm off.\Come on...\Hurry up!\What? Hey, it's leaving!\Hurry...\Aww, jeez! It's gone.\Is something the matter?\Did you see the monster? response:	Yeah, but we let it go for today. Don't worry, we can handle it.
context: Come on...\Hurry up!\What? Hey, it's leaving!\Hurry...\Aww, jeez! It's gone.\Is something the matter?\Did you see the monster?\Yeah, but we let it go for today. Don't worry, we can handle it. response:	Is that so?
context: Hurry up!\What? Hey, it's leaving!\Hurry...\Aww, jeez! It's gone.\Is something the matter?\Did you see the monster?\Yeah, but we let it go for today. Don't worry, we can handle it.\Is that so? response:	Good morning. Are you awake?
context: What? Hey, it's leaving!\Hurry...\Aww, jeez! It's gone.\Is something the matter?\Did you see the monster?\Yeah, but we let it go for today. Don't worry, we can handle it.\Is that so?\Good morning. Are you awake? response:	Lady Bandai wishes to meet you two.
context: Hurry...\Aww, jeez! It's gone.\Is something the matter?\Did you see the monster?\Yeah, but we let it go for today. Don't worry, we can handle it.\Is that so?\Good morning. Are you awake?\Lady Bandai wishes to meet you two. response:	Bandai? Oh yeah, the village chief.
context: Aww, jeez! It's gone.\Is something the matter?\Did you see the monster?\Yeah, but we let it go for today. Don't worry, we can handle it.\Is that so?\Good morning. Are you awake?\Lady Bandai wishes to meet you two.\Bandai? Oh yeah, the village chief. response:	Yes, sorry we haven't even prepared your breakfast yet.
context: Is something the matter?\Did you see the monster?\Yeah, but we let it go for today. Don't worry, we can handle it.\Is that so?\Good morning. Are you awake?\Lady Bandai wishes to meet you two.\Bandai? Oh yeah, the village chief.\Yes, sorry we haven't even prepared your breakfast yet. response:	Sure, no problem.
context: Did you see the monster?\Yeah, but we let it go for today. Don't worry, we can handle it.\Is that so?\Good morning. Are you awake?\Lady Bandai wishes to meet you two.\Bandai? Oh yeah, the village chief.\Yes, sorry we haven't even prepared your breakfast yet.\Sure, no problem. response:	That is her residence.
context: Yeah, but we let it go for today. Don't worry, we can handle it.\Is that so?\Good morning. Are you awake?\Lady Bandai wishes to meet you two.\Bandai? Oh yeah, the village chief.\Yes, sorry we haven't even prepared your breakfast yet.\Sure, no problem.\That is her residence. response:	Wow.
context: Is that so?\Good morning. Are you awake?\Lady Bandai wishes to meet you two.\Bandai? Oh yeah, the village chief.\Yes, sorry we haven't even prepared your breakfast yet.\Sure, no problem.\That is her residence.\Wow. response:	Good day.
context: Good morning. Are you awake?\Lady Bandai wishes to meet you two.\Bandai? Oh yeah, the village chief.\Yes, sorry we haven't even prepared your breakfast yet.\Sure, no problem.\That is her residence.\Wow.\Good day. response:	Huh? It's really dark in here.
context: Lady Bandai wishes to meet you two.\Bandai? Oh yeah, the village chief.\Yes, sorry we haven't even prepared your breakfast yet.\Sure, no problem.\That is her residence.\Wow.\Good day.\Huh? It's really dark in here. response:	I shall light a candle.
context: Bandai? Oh yeah, the village chief.\Yes, sorry we haven't even prepared your breakfast yet.\Sure, no problem.\That is her residence.\Wow.\Good day.\Huh? It's really dark in here.\I shall light a candle. response:	Forgive me for being like this.
context: Yes, sorry we haven't even prepared your breakfast yet.\Sure, no problem.\That is her residence.\Wow.\Good day.\Huh? It's really dark in here.\I shall light a candle.\Forgive me for being like this. response:	I can't use my legs.
context: Sure, no problem.\That is her residence.\Wow.\Good day.\Huh? It's really dark in here.\I shall light a candle.\Forgive me for being like this.\I can't use my legs. response:	I am Bandai, the chief of this village.
context: That is her residence.\Wow.\Good day.\Huh? It's really dark in here.\I shall light a candle.\Forgive me for being like this.\I can't use my legs.\I am Bandai, the chief of this village. response:	Do I have something on my face, child?
context: Wow.\Good day.\Huh? It's really dark in here.\I shall light a candle.\Forgive me for being like this.\I can't use my legs.\I am Bandai, the chief of this village.\Do I have something on my face, child? response:	N-No, it's just you're really pretty.
context: Good day.\Huh? It's really dark in here.\I shall light a candle.\Forgive me for being like this.\I can't use my legs.\I am Bandai, the chief of this village.\Do I have something on my face, child?\N-No, it's just you're really pretty. response:	Oh my, thank you.
context: Huh? It's really dark in here.\I shall light a candle.\Forgive me for being like this.\I can't use my legs.\I am Bandai, the chief of this village.\Do I have something on my face, child?\N-No, it's just you're really pretty.\Oh my, thank you. response:	Forgive me for calling you to me.
context: I shall light a candle.\Forgive me for being like this.\I can't use my legs.\I am Bandai, the chief of this village.\Do I have something on my face, child?\N-No, it's just you're really pretty.\Oh my, thank you.\Forgive me for calling you to me. response:	I heard about you from the villagers and had to meet you.
context: Forgive me for being like this.\I can't use my legs.\I am Bandai, the chief of this village.\Do I have something on my face, child?\N-No, it's just you're really pretty.\Oh my, thank you.\Forgive me for calling you to me.\I heard about you from the villagers and had to meet you. response:	Especially you.
context: I can't use my legs.\I am Bandai, the chief of this village.\Do I have something on my face, child?\N-No, it's just you're really pretty.\Oh my, thank you.\Forgive me for calling you to me.\I heard about you from the villagers and had to meet you.\Especially you. response:	I thought you might be, and I was right.
context: I am Bandai, the chief of this village.\Do I have something on my face, child?\N-No, it's just you're really pretty.\Oh my, thank you.\Forgive me for calling you to me.\I heard about you from the villagers and had to meet you.\Especially you.\I thought you might be, and I was right. response:	Huh? You know him?
context: Do I have something on my face, child?\N-No, it's just you're really pretty.\Oh my, thank you.\Forgive me for calling you to me.\I heard about you from the villagers and had to meet you.\Especially you.\I thought you might be, and I was right.\Huh? You know him? response:	What are you doing?
context: N-No, it's just you're really pretty.\Oh my, thank you.\Forgive me for calling you to me.\I heard about you from the villagers and had to meet you.\Especially you.\I thought you might be, and I was right.\Huh? You know him?\What are you doing? response:	Hey, what's the matter?
context: Oh my, thank you.\Forgive me for calling you to me.\I heard about you from the villagers and had to meet you.\Especially you.\I thought you might be, and I was right.\Huh? You know him?\What are you doing?\Hey, what's the matter? response:	She's a human.
context: Forgive me for calling you to me.\I heard about you from the villagers and had to meet you.\Especially you.\I thought you might be, and I was right.\Huh? You know him?\What are you doing?\Hey, what's the matter?\She's a human. response:	Hey, stop it! What the heck?
context: I heard about you from the villagers and had to meet you.\Especially you.\I thought you might be, and I was right.\Huh? You know him?\What are you doing?\Hey, what's the matter?\She's a human.\Hey, stop it! What the heck? response:	-Lady Bandai! -He's got a sword for an arm!
context: Especially you.\I thought you might be, and I was right.\Huh? You know him?\What are you doing?\Hey, what's the matter?\She's a human.\Hey, stop it! What the heck?\-Lady Bandai! -He's got a sword for an arm! response:	Seize him!
context: I thought you might be, and I was right.\Huh? You know him?\What are you doing?\Hey, what's the matter?\She's a human.\Hey, stop it! What the heck?\-Lady Bandai! -He's got a sword for an arm!\Seize him! response:	Stop it, she's no monster.
context: Huh? You know him?\What are you doing?\Hey, what's the matter?\She's a human.\Hey, stop it! What the heck?\-Lady Bandai! -He's got a sword for an arm!\Seize him!\Stop it, she's no monster. response:	Please stop!
context: What are you doing?\Hey, what's the matter?\She's a human.\Hey, stop it! What the heck?\-Lady Bandai! -He's got a sword for an arm!\Seize him!\Stop it, she's no monster.\Please stop! response:	-Watch it! -Don't move.
context: Hey, what's the matter?\She's a human.\Hey, stop it! What the heck?\-Lady Bandai! -He's got a sword for an arm!\Seize him!\Stop it, she's no monster.\Please stop!\-Watch it! -Don't move. response:	Take the boy, too.
context: She's a human.\Hey, stop it! What the heck?\-Lady Bandai! -He's got a sword for an arm!\Seize him!\Stop it, she's no monster.\Please stop!\-Watch it! -Don't move.\Take the boy, too. response:	Hey, let go!
context: Hey, stop it! What the heck?\-Lady Bandai! -He's got a sword for an arm!\Seize him!\Stop it, she's no monster.\Please stop!\-Watch it! -Don't move.\Take the boy, too.\Hey, let go! response:	Take them to the storehouse.
context: -Lady Bandai! -He's got a sword for an arm!\Seize him!\Stop it, she's no monster.\Please stop!\-Watch it! -Don't move.\Take the boy, too.\Hey, let go!\Take them to the storehouse. response:	What the heck? And you didn't do anything to last night's monster.
context: Seize him!\Stop it, she's no monster.\Please stop!\-Watch it! -Don't move.\Take the boy, too.\Hey, let go!\Take them to the storehouse.\What the heck? And you didn't do anything to last night's monster. response:	She was a kind-looking lady.
context: Stop it, she's no monster.\Please stop!\-Watch it! -Don't move.\Take the boy, too.\Hey, let go!\Take them to the storehouse.\What the heck? And you didn't do anything to last night's monster.\She was a kind-looking lady. response:	You really can't see, can ya!
context: Please stop!\-Watch it! -Don't move.\Take the boy, too.\Hey, let go!\Take them to the storehouse.\What the heck? And you didn't do anything to last night's monster.\She was a kind-looking lady.\You really can't see, can ya! response:	You don't see nothing!
context: -Watch it! -Don't move.\Take the boy, too.\Hey, let go!\Take them to the storehouse.\What the heck? And you didn't do anything to last night's monster.\She was a kind-looking lady.\You really can't see, can ya!\You don't see nothing! response:	It's quite lively today.
context: Take the boy, too.\Hey, let go!\Take them to the storehouse.\What the heck? And you didn't do anything to last night's monster.\She was a kind-looking lady.\You really can't see, can ya!\You don't see nothing!\It's quite lively today. response:	I'm glad to have some companions.
context: Hey, let go!\Take them to the storehouse.\What the heck? And you didn't do anything to last night's monster.\She was a kind-looking lady.\You really can't see, can ya!\You don't see nothing!\It's quite lively today.\I'm glad to have some companions. response:	Did you get caught too, Priest?
context: Take them to the storehouse.\What the heck? And you didn't do anything to last night's monster.\She was a kind-looking lady.\You really can't see, can ya!\You don't see nothing!\It's quite lively today.\I'm glad to have some companions.\Did you get caught too, Priest? response:	I heard there was a monster so I came to see, and they locked me up in my sleep.
context: What the heck? And you didn't do anything to last night's monster.\She was a kind-looking lady.\You really can't see, can ya!\You don't see nothing!\It's quite lively today.\I'm glad to have some companions.\Did you get caught too, Priest?\I heard there was a monster so I came to see, and they locked me up in my sleep. response:	Why?
context: She was a kind-looking lady.\You really can't see, can ya!\You don't see nothing!\It's quite lively today.\I'm glad to have some companions.\Did you get caught too, Priest?\I heard there was a monster so I came to see, and they locked me up in my sleep.\Why? response:	Who knows? It could be a clue to where all the people disappeared.
context: You really can't see, can ya!\You don't see nothing!\It's quite lively today.\I'm glad to have some companions.\Did you get caught too, Priest?\I heard there was a monster so I came to see, and they locked me up in my sleep.\Why?\Who knows? It could be a clue to where all the people disappeared. response:	But anyways, I've seen you before somewhere.
context: You don't see nothing!\It's quite lively today.\I'm glad to have some companions.\Did you get caught too, Priest?\I heard there was a monster so I came to see, and they locked me up in my sleep.\Why?\Who knows? It could be a clue to where all the people disappeared.\But anyways, I've seen you before somewhere. response:	Really? You can see?
context: It's quite lively today.\I'm glad to have some companions.\Did you get caught too, Priest?\I heard there was a monster so I came to see, and they locked me up in my sleep.\Why?\Who knows? It could be a clue to where all the people disappeared.\But anyways, I've seen you before somewhere.\Really? You can see? response:	We see some things people with sight can't see.
context: I'm glad to have some companions.\Did you get caught too, Priest?\I heard there was a monster so I came to see, and they locked me up in my sleep.\Why?\Who knows? It could be a clue to where all the people disappeared.\But anyways, I've seen you before somewhere.\Really? You can see?\We see some things people with sight can't see. response:	Sometimes, it's much more accurate, too.
context: Did you get caught too, Priest?\I heard there was a monster so I came to see, and they locked me up in my sleep.\Why?\Who knows? It could be a clue to where all the people disappeared.\But anyways, I've seen you before somewhere.\Really? You can see?\We see some things people with sight can't see.\Sometimes, it's much more accurate, too. response:	You see things we can't see?
context: I heard there was a monster so I came to see, and they locked me up in my sleep.\Why?\Who knows? It could be a clue to where all the people disappeared.\But anyways, I've seen you before somewhere.\Really? You can see?\We see some things people with sight can't see.\Sometimes, it's much more accurate, too.\You see things we can't see? response:	For example, you look like a clear white flame to me.
context: Why?\Who knows? It could be a clue to where all the people disappeared.\But anyways, I've seen you before somewhere.\Really? You can see?\We see some things people with sight can't see.\Sometimes, it's much more accurate, too.\You see things we can't see?\For example, you look like a clear white flame to me. response:	Flame?
context: Who knows? It could be a clue to where all the people disappeared.\But anyways, I've seen you before somewhere.\Really? You can see?\We see some things people with sight can't see.\Sometimes, it's much more accurate, too.\You see things we can't see?\For example, you look like a clear white flame to me.\Flame? response:	Your soul, so to speak.
context: But anyways, I've seen you before somewhere.\Really? You can see?\We see some things people with sight can't see.\Sometimes, it's much more accurate, too.\You see things we can't see?\For example, you look like a clear white flame to me.\Flame?\Your soul, so to speak. response:	We see what's on the inside, not the outside.
context: Really? You can see?\We see some things people with sight can't see.\Sometimes, it's much more accurate, too.\You see things we can't see?\For example, you look like a clear white flame to me.\Flame?\Your soul, so to speak.\We see what's on the inside, not the outside. response:	Soul? Inside?
context: We see some things people with sight can't see.\Sometimes, it's much more accurate, too.\You see things we can't see?\For example, you look like a clear white flame to me.\Flame?\Your soul, so to speak.\We see what's on the inside, not the outside.\Soul? Inside? response:	You mean this Mr. No-name can see the way you do too?
context: Sometimes, it's much more accurate, too.\You see things we can't see?\For example, you look like a clear white flame to me.\Flame?\Your soul, so to speak.\We see what's on the inside, not the outside.\Soul? Inside?\You mean this Mr. No-name can see the way you do too? response:	Maybe.
context: You see things we can't see?\For example, you look like a clear white flame to me.\Flame?\Your soul, so to speak.\We see what's on the inside, not the outside.\Soul? Inside?\You mean this Mr. No-name can see the way you do too?\Maybe. response:	So when he drew his sword back there...
context: For example, you look like a clear white flame to me.\Flame?\Your soul, so to speak.\We see what's on the inside, not the outside.\Soul? Inside?\You mean this Mr. No-name can see the way you do too?\Maybe.\So when he drew his sword back there... response:	Now what?
context: Flame?\Your soul, so to speak.\We see what's on the inside, not the outside.\Soul? Inside?\You mean this Mr. No-name can see the way you do too?\Maybe.\So when he drew his sword back there...\Now what? response:	Watch out.
context: Your soul, so to speak.\We see what's on the inside, not the outside.\Soul? Inside?\You mean this Mr. No-name can see the way you do too?\Maybe.\So when he drew his sword back there...\Now what?\Watch out. response:	I sense something strange.
context: We see what's on the inside, not the outside.\Soul? Inside?\You mean this Mr. No-name can see the way you do too?\Maybe.\So when he drew his sword back there...\Now what?\Watch out.\I sense something strange. response:	I can't see.
context: Soul? Inside?\You mean this Mr. No-name can see the way you do too?\Maybe.\So when he drew his sword back there...\Now what?\Watch out.\I sense something strange.\I can't see. response:	Don't worry, we can't see anyway.
context: You mean this Mr. No-name can see the way you do too?\Maybe.\So when he drew his sword back there...\Now what?\Watch out.\I sense something strange.\I can't see.\Don't worry, we can't see anyway. response:	What's happening? What was that voice?
context: Maybe.\So when he drew his sword back there...\Now what?\Watch out.\I sense something strange.\I can't see.\Don't worry, we can't see anyway.\What's happening? What was that voice? response:	Come with me.
context: So when he drew his sword back there...\Now what?\Watch out.\I sense something strange.\I can't see.\Don't worry, we can't see anyway.\What's happening? What was that voice?\Come with me. response:	It seems like this well is connected to the outside.
context: Now what?\Watch out.\I sense something strange.\I can't see.\Don't worry, we can't see anyway.\What's happening? What was that voice?\Come with me.\It seems like this well is connected to the outside. response:	I can't see!
context: Watch out.\I sense something strange.\I can't see.\Don't worry, we can't see anyway.\What's happening? What was that voice?\Come with me.\It seems like this well is connected to the outside.\I can't see! response:	No! I'm scared...
context: I sense something strange.\I can't see.\Don't worry, we can't see anyway.\What's happening? What was that voice?\Come with me.\It seems like this well is connected to the outside.\I can't see!\No! I'm scared... response:	Don't worry. Feel that draft?
context: I can't see.\Don't worry, we can't see anyway.\What's happening? What was that voice?\Come with me.\It seems like this well is connected to the outside.\I can't see!\No! I'm scared...\Don't worry. Feel that draft? response:	Huh? This place...
context: Don't worry, we can't see anyway.\What's happening? What was that voice?\Come with me.\It seems like this well is connected to the outside.\I can't see!\No! I'm scared...\Don't worry. Feel that draft?\Huh? This place... response:	There's your friend right there.
context: What's happening? What was that voice?\Come with me.\It seems like this well is connected to the outside.\I can't see!\No! I'm scared...\Don't worry. Feel that draft?\Huh? This place...\There's your friend right there. response:	Have you come to attack me again?
context: Come with me.\It seems like this well is connected to the outside.\I can't see!\No! I'm scared...\Don't worry. Feel that draft?\Huh? This place...\There's your friend right there.\Have you come to attack me again? response:	Me, a sick woman. Why?
context: It seems like this well is connected to the outside.\I can't see!\No! I'm scared...\Don't worry. Feel that draft?\Huh? This place...\There's your friend right there.\Have you come to attack me again?\Me, a sick woman. Why? response:	Give it up. We only see what's inside of you.
context: I can't see!\No! I'm scared...\Don't worry. Feel that draft?\Huh? This place...\There's your friend right there.\Have you come to attack me again?\Me, a sick woman. Why?\Give it up. We only see what's inside of you. response:	What color?
context: No! I'm scared...\Don't worry. Feel that draft?\Huh? This place...\There's your friend right there.\Have you come to attack me again?\Me, a sick woman. Why?\Give it up. We only see what's inside of you.\What color? response:	Let's see.
context: Don't worry. Feel that draft?\Huh? This place...\There's your friend right there.\Have you come to attack me again?\Me, a sick woman. Why?\Give it up. We only see what's inside of you.\What color?\Let's see. response:	What I see now is the murky color of blood. The worst color of all.
context: Huh? This place...\There's your friend right there.\Have you come to attack me again?\Me, a sick woman. Why?\Give it up. We only see what's inside of you.\What color?\Let's see.\What I see now is the murky color of blood. The worst color of all. response:	It's too bad I couldn't eat you the first time.
context: There's your friend right there.\Have you come to attack me again?\Me, a sick woman. Why?\Give it up. We only see what's inside of you.\What color?\Let's see.\What I see now is the murky color of blood. The worst color of all.\It's too bad I couldn't eat you the first time. response:	I'm sure you've realized it, but this is something worse than a ghoul.
context: Have you come to attack me again?\Me, a sick woman. Why?\Give it up. We only see what's inside of you.\What color?\Let's see.\What I see now is the murky color of blood. The worst color of all.\It's too bad I couldn't eat you the first time.\I'm sure you've realized it, but this is something worse than a ghoul. response:	-It's a demon. -A demon?
context: Me, a sick woman. Why?\Give it up. We only see what's inside of you.\What color?\Let's see.\What I see now is the murky color of blood. The worst color of all.\It's too bad I couldn't eat you the first time.\I'm sure you've realized it, but this is something worse than a ghoul.\-It's a demon. -A demon? response:	Doesn't that hurt?
context: Give it up. We only see what's inside of you.\What color?\Let's see.\What I see now is the murky color of blood. The worst color of all.\It's too bad I couldn't eat you the first time.\I'm sure you've realized it, but this is something worse than a ghoul.\-It's a demon. -A demon?\Doesn't that hurt? response:	Lady Bandai, run!
context: What color?\Let's see.\What I see now is the murky color of blood. The worst color of all.\It's too bad I couldn't eat you the first time.\I'm sure you've realized it, but this is something worse than a ghoul.\-It's a demon. -A demon?\Doesn't that hurt?\Lady Bandai, run! response:	Hey, why'd you let it get away!
context: Let's see.\What I see now is the murky color of blood. The worst color of all.\It's too bad I couldn't eat you the first time.\I'm sure you've realized it, but this is something worse than a ghoul.\-It's a demon. -A demon?\Doesn't that hurt?\Lady Bandai, run!\Hey, why'd you let it get away! response:	What the heck is going on?
context: What I see now is the murky color of blood. The worst color of all.\It's too bad I couldn't eat you the first time.\I'm sure you've realized it, but this is something worse than a ghoul.\-It's a demon. -A demon?\Doesn't that hurt?\Lady Bandai, run!\Hey, why'd you let it get away!\What the heck is going on? response:	You knew about it, didn't you?
context: It's too bad I couldn't eat you the first time.\I'm sure you've realized it, but this is something worse than a ghoul.\-It's a demon. -A demon?\Doesn't that hurt?\Lady Bandai, run!\Hey, why'd you let it get away!\What the heck is going on?\You knew about it, didn't you? response:	You knew, and you fed the travelers to it.
context: I'm sure you've realized it, but this is something worse than a ghoul.\-It's a demon. -A demon?\Doesn't that hurt?\Lady Bandai, run!\Hey, why'd you let it get away!\What the heck is going on?\You knew about it, didn't you?\You knew, and you fed the travelers to it. response:	I had to, or else it would've eaten up the villagers.
context: -It's a demon. -A demon?\Doesn't that hurt?\Lady Bandai, run!\Hey, why'd you let it get away!\What the heck is going on?\You knew about it, didn't you?\You knew, and you fed the travelers to it.\I had to, or else it would've eaten up the villagers. response:	That's why you wanted us to slay it, right?
context: Doesn't that hurt?\Lady Bandai, run!\Hey, why'd you let it get away!\What the heck is going on?\You knew about it, didn't you?\You knew, and you fed the travelers to it.\I had to, or else it would've eaten up the villagers.\That's why you wanted us to slay it, right? response:	If we defeat it, then your problem's solved.
context: Lady Bandai, run!\Hey, why'd you let it get away!\What the heck is going on?\You knew about it, didn't you?\You knew, and you fed the travelers to it.\I had to, or else it would've eaten up the villagers.\That's why you wanted us to slay it, right?\If we defeat it, then your problem's solved. response:	It seems like it wasn't Bandai that he wanted slayed.
context: Hey, why'd you let it get away!\What the heck is going on?\You knew about it, didn't you?\You knew, and you fed the travelers to it.\I had to, or else it would've eaten up the villagers.\That's why you wanted us to slay it, right?\If we defeat it, then your problem's solved.\It seems like it wasn't Bandai that he wanted slayed. response:	I knew it. You...!
context: What the heck is going on?\You knew about it, didn't you?\You knew, and you fed the travelers to it.\I had to, or else it would've eaten up the villagers.\That's why you wanted us to slay it, right?\If we defeat it, then your problem's solved.\It seems like it wasn't Bandai that he wanted slayed.\I knew it. You...! response:	To think you were still alive.
context: You knew about it, didn't you?\You knew, and you fed the travelers to it.\I had to, or else it would've eaten up the villagers.\That's why you wanted us to slay it, right?\If we defeat it, then your problem's solved.\It seems like it wasn't Bandai that he wanted slayed.\I knew it. You...!\To think you were still alive. response:	It must be because it failed to take you.
context: You knew, and you fed the travelers to it.\I had to, or else it would've eaten up the villagers.\That's why you wanted us to slay it, right?\If we defeat it, then your problem's solved.\It seems like it wasn't Bandai that he wanted slayed.\I knew it. You...!\To think you were still alive.\It must be because it failed to take you. response:	It was the only one that couldn't get you.
context: I had to, or else it would've eaten up the villagers.\That's why you wanted us to slay it, right?\If we defeat it, then your problem's solved.\It seems like it wasn't Bandai that he wanted slayed.\I knew it. You...!\To think you were still alive.\It must be because it failed to take you.\It was the only one that couldn't get you. response:	Have you come to get the rest back?
context: That's why you wanted us to slay it, right?\If we defeat it, then your problem's solved.\It seems like it wasn't Bandai that he wanted slayed.\I knew it. You...!\To think you were still alive.\It must be because it failed to take you.\It was the only one that couldn't get you.\Have you come to get the rest back? response:	Interesting. Let's see if you can...
context: If we defeat it, then your problem's solved.\It seems like it wasn't Bandai that he wanted slayed.\I knew it. You...!\To think you were still alive.\It must be because it failed to take you.\It was the only one that couldn't get you.\Have you come to get the rest back?\Interesting. Let's see if you can... response:	Lady Bandai...
context: It seems like it wasn't Bandai that he wanted slayed.\I knew it. You...!\To think you were still alive.\It must be because it failed to take you.\It was the only one that couldn't get you.\Have you come to get the rest back?\Interesting. Let's see if you can...\Lady Bandai... response:	You want...?
context: I knew it. You...!\To think you were still alive.\It must be because it failed to take you.\It was the only one that couldn't get you.\Have you come to get the rest back?\Interesting. Let's see if you can...\Lady Bandai...\You want...? response:	It's him.
context: To think you were still alive.\It must be because it failed to take you.\It was the only one that couldn't get you.\Have you come to get the rest back?\Interesting. Let's see if you can...\Lady Bandai...\You want...?\It's him. response:	What's that?
context: It must be because it failed to take you.\It was the only one that couldn't get you.\Have you come to get the rest back?\Interesting. Let's see if you can...\Lady Bandai...\You want...?\It's him.\What's that? response:	Look, lots of money!
context: It was the only one that couldn't get you.\Have you come to get the rest back?\Interesting. Let's see if you can...\Lady Bandai...\You want...?\It's him.\What's that?\Look, lots of money! response:	Wow.
context: Have you come to get the rest back?\Interesting. Let's see if you can...\Lady Bandai...\You want...?\It's him.\What's that?\Look, lots of money!\Wow. response:	The money of the travelers you let Bandai eat, right?
context: Interesting. Let's see if you can...\Lady Bandai...\You want...?\It's him.\What's that?\Look, lots of money!\Wow.\The money of the travelers you let Bandai eat, right? response:	What do you mean?
context: Lady Bandai...\You want...?\It's him.\What's that?\Look, lots of money!\Wow.\The money of the travelers you let Bandai eat, right?\What do you mean? response:	Our village has nothing to make money with.
context: You want...?\It's him.\What's that?\Look, lots of money!\Wow.\The money of the travelers you let Bandai eat, right?\What do you mean?\Our village has nothing to make money with. response:	We thought everything was lost when the monster Bandai took over.
context: It's him.\What's that?\Look, lots of money!\Wow.\The money of the travelers you let Bandai eat, right?\What do you mean?\Our village has nothing to make money with.\We thought everything was lost when the monster Bandai took over. response:	But the first traveler Lady Bandai ate had a lot of road money on him.
context: What's that?\Look, lots of money!\Wow.\The money of the travelers you let Bandai eat, right?\What do you mean?\Our village has nothing to make money with.\We thought everything was lost when the monster Bandai took over.\But the first traveler Lady Bandai ate had a lot of road money on him. response:	And you couldn't stop.
context: Look, lots of money!\Wow.\The money of the travelers you let Bandai eat, right?\What do you mean?\Our village has nothing to make money with.\We thought everything was lost when the monster Bandai took over.\But the first traveler Lady Bandai ate had a lot of road money on him.\And you couldn't stop. response:	Seriously? You guys are awful!
context: Wow.\The money of the travelers you let Bandai eat, right?\What do you mean?\Our village has nothing to make money with.\We thought everything was lost when the monster Bandai took over.\But the first traveler Lady Bandai ate had a lot of road money on him.\And you couldn't stop.\Seriously? You guys are awful! response:	Even worse than monsters.
context: The money of the travelers you let Bandai eat, right?\What do you mean?\Our village has nothing to make money with.\We thought everything was lost when the monster Bandai took over.\But the first traveler Lady Bandai ate had a lot of road money on him.\And you couldn't stop.\Seriously? You guys are awful!\Even worse than monsters. response:	Stop that sound, please!
context: What do you mean?\Our village has nothing to make money with.\We thought everything was lost when the monster Bandai took over.\But the first traveler Lady Bandai ate had a lot of road money on him.\And you couldn't stop.\Seriously? You guys are awful!\Even worse than monsters.\Stop that sound, please! response:	Is that sound what you wanted us to slay?
context: Our village has nothing to make money with.\We thought everything was lost when the monster Bandai took over.\But the first traveler Lady Bandai ate had a lot of road money on him.\And you couldn't stop.\Seriously? You guys are awful!\Even worse than monsters.\Stop that sound, please!\Is that sound what you wanted us to slay? response:	It's the sound of the bell that the first traveler carried...
context: We thought everything was lost when the monster Bandai took over.\But the first traveler Lady Bandai ate had a lot of road money on him.\And you couldn't stop.\Seriously? You guys are awful!\Even worse than monsters.\Stop that sound, please!\Is that sound what you wanted us to slay?\It's the sound of the bell that the first traveler carried... response:	A pilgrim's bell.
