context: Oni? response:	Something's coming oni.
context: 98... 99... 100!\Oh, that's refreshing!\How embarrassing! But still, what a manly figure he has.\Wow, that was revitalizing! Okay then, I'll be going.\Ah, wait!\Hey you guys, stop him!\-Just a moment! -What is it? I'm in a hurry!\I have to hurry and see Kaio- sama, and learn martial arts from him! response:	In that case, then we have just the thing! How about this?
context: Oh, that's refreshing!\How embarrassing! But still, what a manly figure he has.\Wow, that was revitalizing! Okay then, I'll be going.\Ah, wait!\Hey you guys, stop him!\-Just a moment! -What is it? I'm in a hurry!\I have to hurry and see Kaio- sama, and learn martial arts from him!\In that case, then we have just the thing! How about this? response:	A thrilling, spine-tingling game of Russian Roulette!
context: How embarrassing! But still, what a manly figure he has.\Wow, that was revitalizing! Okay then, I'll be going.\Ah, wait!\Hey you guys, stop him!\-Just a moment! -What is it? I'm in a hurry!\I have to hurry and see Kaio- sama, and learn martial arts from him!\In that case, then we have just the thing! How about this?\A thrilling, spine-tingling game of Russian Roulette! response:	You can help train your mind to overcome fear with this!
context: Wow, that was revitalizing! Okay then, I'll be going.\Ah, wait!\Hey you guys, stop him!\-Just a moment! -What is it? I'm in a hurry!\I have to hurry and see Kaio- sama, and learn martial arts from him!\In that case, then we have just the thing! How about this?\A thrilling, spine-tingling game of Russian Roulette!\You can help train your mind to overcome fear with this! response:	Russian Roulette? How does it train your mind?
context: Ah, wait!\Hey you guys, stop him!\-Just a moment! -What is it? I'm in a hurry!\I have to hurry and see Kaio- sama, and learn martial arts from him!\In that case, then we have just the thing! How about this?\A thrilling, spine-tingling game of Russian Roulette!\You can help train your mind to overcome fear with this!\Russian Roulette? How does it train your mind? response:	First, you take one bullet and place it into the pistol.
context: Hey you guys, stop him!\-Just a moment! -What is it? I'm in a hurry!\I have to hurry and see Kaio- sama, and learn martial arts from him!\In that case, then we have just the thing! How about this?\A thrilling, spine-tingling game of Russian Roulette!\You can help train your mind to overcome fear with this!\Russian Roulette? How does it train your mind?\First, you take one bullet and place it into the pistol. response:	Then you spin it round and round.
context: -Just a moment! -What is it? I'm in a hurry!\I have to hurry and see Kaio- sama, and learn martial arts from him!\In that case, then we have just the thing! How about this?\A thrilling, spine-tingling game of Russian Roulette!\You can help train your mind to overcome fear with this!\Russian Roulette? How does it train your mind?\First, you take one bullet and place it into the pistol.\Then you spin it round and round. response:	The chances of the bullet being shot are one in six.
context: I have to hurry and see Kaio- sama, and learn martial arts from him!\In that case, then we have just the thing! How about this?\A thrilling, spine-tingling game of Russian Roulette!\You can help train your mind to overcome fear with this!\Russian Roulette? How does it train your mind?\First, you take one bullet and place it into the pistol.\Then you spin it round and round.\The chances of the bullet being shot are one in six. response:	When it does, that's the end of the story.
context: In that case, then we have just the thing! How about this?\A thrilling, spine-tingling game of Russian Roulette!\You can help train your mind to overcome fear with this!\Russian Roulette? How does it train your mind?\First, you take one bullet and place it into the pistol.\Then you spin it round and round.\The chances of the bullet being shot are one in six.\When it does, that's the end of the story. response:	It's a game brimming with thrills, in exchange for one's life!
context: A thrilling, spine-tingling game of Russian Roulette!\You can help train your mind to overcome fear with this!\Russian Roulette? How does it train your mind?\First, you take one bullet and place it into the pistol.\Then you spin it round and round.\The chances of the bullet being shot are one in six.\When it does, that's the end of the story.\It's a game brimming with thrills, in exchange for one's life! response:	That ended all too easily, huh? I ain't doing anything that dangerous.
context: You can help train your mind to overcome fear with this!\Russian Roulette? How does it train your mind?\First, you take one bullet and place it into the pistol.\Then you spin it round and round.\The chances of the bullet being shot are one in six.\When it does, that's the end of the story.\It's a game brimming with thrills, in exchange for one's life!\That ended all too easily, huh? I ain't doing anything that dangerous. response:	Thank you for waiting! It is now showtime!
context: Russian Roulette? How does it train your mind?\First, you take one bullet and place it into the pistol.\Then you spin it round and round.\The chances of the bullet being shot are one in six.\When it does, that's the end of the story.\It's a game brimming with thrills, in exchange for one's life!\That ended all too easily, huh? I ain't doing anything that dangerous.\Thank you for waiting! It is now showtime! response:	Yes, yes, please leave after you've watched this show!
context: First, you take one bullet and place it into the pistol.\Then you spin it round and round.\The chances of the bullet being shot are one in six.\When it does, that's the end of the story.\It's a game brimming with thrills, in exchange for one's life!\That ended all too easily, huh? I ain't doing anything that dangerous.\Thank you for waiting! It is now showtime!\Yes, yes, please leave after you've watched this show! response:	Is this martial arts too?
context: Then you spin it round and round.\The chances of the bullet being shot are one in six.\When it does, that's the end of the story.\It's a game brimming with thrills, in exchange for one's life!\That ended all too easily, huh? I ain't doing anything that dangerous.\Thank you for waiting! It is now showtime!\Yes, yes, please leave after you've watched this show!\Is this martial arts too? response:	Yes! It is a new martial art.
context: The chances of the bullet being shot are one in six.\When it does, that's the end of the story.\It's a game brimming with thrills, in exchange for one's life!\That ended all too easily, huh? I ain't doing anything that dangerous.\Thank you for waiting! It is now showtime!\Yes, yes, please leave after you've watched this show!\Is this martial arts too?\Yes! It is a new martial art. response:	Snake Princess- sama,
context: When it does, that's the end of the story.\It's a game brimming with thrills, in exchange for one's life!\That ended all too easily, huh? I ain't doing anything that dangerous.\Thank you for waiting! It is now showtime!\Yes, yes, please leave after you've watched this show!\Is this martial arts too?\Yes! It is a new martial art.\Snake Princess- sama, response:	this time I made sure to use all the sleeping potion we had left.
context: It's a game brimming with thrills, in exchange for one's life!\That ended all too easily, huh? I ain't doing anything that dangerous.\Thank you for waiting! It is now showtime!\Yes, yes, please leave after you've watched this show!\Is this martial arts too?\Yes! It is a new martial art.\Snake Princess- sama,\this time I made sure to use all the sleeping potion we had left. response:	Make it good.
context: That ended all too easily, huh? I ain't doing anything that dangerous.\Thank you for waiting! It is now showtime!\Yes, yes, please leave after you've watched this show!\Is this martial arts too?\Yes! It is a new martial art.\Snake Princess- sama,\this time I made sure to use all the sleeping potion we had left.\Make it good. response:	Here, have some specially prepared juice.
context: Thank you for waiting! It is now showtime!\Yes, yes, please leave after you've watched this show!\Is this martial arts too?\Yes! It is a new martial art.\Snake Princess- sama,\this time I made sure to use all the sleeping potion we had left.\Make it good.\Here, have some specially prepared juice. response:	Wow, thanks.
context: Yes, yes, please leave after you've watched this show!\Is this martial arts too?\Yes! It is a new martial art.\Snake Princess- sama,\this time I made sure to use all the sleeping potion we had left.\Make it good.\Here, have some specially prepared juice.\Wow, thanks. response:	Yummy!
context: Is this martial arts too?\Yes! It is a new martial art.\Snake Princess- sama,\this time I made sure to use all the sleeping potion we had left.\Make it good.\Here, have some specially prepared juice.\Wow, thanks.\Yummy! response:	For this guy to have eaten and drank that much sleeping potion and still be alive -
context: Yes! It is a new martial art.\Snake Princess- sama,\this time I made sure to use all the sleeping potion we had left.\Make it good.\Here, have some specially prepared juice.\Wow, thanks.\Yummy!\For this guy to have eaten and drank that much sleeping potion and still be alive - response:	what is he, a monster?
context: Snake Princess- sama,\this time I made sure to use all the sleeping potion we had left.\Make it good.\Here, have some specially prepared juice.\Wow, thanks.\Yummy!\For this guy to have eaten and drank that much sleeping potion and still be alive -\what is he, a monster? response:	We did it! He should be asleep for three days and nights like this!
context: this time I made sure to use all the sleeping potion we had left.\Make it good.\Here, have some specially prepared juice.\Wow, thanks.\Yummy!\For this guy to have eaten and drank that much sleeping potion and still be alive -\what is he, a monster?\We did it! He should be asleep for three days and nights like this! response:	He's pretty tough, huh?
context: Make it good.\Here, have some specially prepared juice.\Wow, thanks.\Yummy!\For this guy to have eaten and drank that much sleeping potion and still be alive -\what is he, a monster?\We did it! He should be asleep for three days and nights like this!\He's pretty tough, huh? response:	Yes. He is no ordinary person.
context: Here, have some specially prepared juice.\Wow, thanks.\Yummy!\For this guy to have eaten and drank that much sleeping potion and still be alive -\what is he, a monster?\We did it! He should be asleep for three days and nights like this!\He's pretty tough, huh?\Yes. He is no ordinary person. response:	But you know, he has such a lovely face when he's asleep.
context: Wow, thanks.\Yummy!\For this guy to have eaten and drank that much sleeping potion and still be alive -\what is he, a monster?\We did it! He should be asleep for three days and nights like this!\He's pretty tough, huh?\Yes. He is no ordinary person.\But you know, he has such a lovely face when he's asleep. response:	He really is my type.
context: Yummy!\For this guy to have eaten and drank that much sleeping potion and still be alive -\what is he, a monster?\We did it! He should be asleep for three days and nights like this!\He's pretty tough, huh?\Yes. He is no ordinary person.\But you know, he has such a lovely face when he's asleep.\He really is my type. response:	Chichi... Gohan...
context: For this guy to have eaten and drank that much sleeping potion and still be alive -\what is he, a monster?\We did it! He should be asleep for three days and nights like this!\He's pretty tough, huh?\Yes. He is no ordinary person.\But you know, he has such a lovely face when he's asleep.\He really is my type.\Chichi... Gohan... response:	He's having some kind of dream. Bring the dream-viewing mirror.
context: what is he, a monster?\We did it! He should be asleep for three days and nights like this!\He's pretty tough, huh?\Yes. He is no ordinary person.\But you know, he has such a lovely face when he's asleep.\He really is my type.\Chichi... Gohan...\He's having some kind of dream. Bring the dream-viewing mirror. response:	Right.
context: We did it! He should be asleep for three days and nights like this!\He's pretty tough, huh?\Yes. He is no ordinary person.\But you know, he has such a lovely face when he's asleep.\He really is my type.\Chichi... Gohan...\He's having some kind of dream. Bring the dream-viewing mirror.\Right. response:	This will reflect whatever dream he is having.
context: He's pretty tough, huh?\Yes. He is no ordinary person.\But you know, he has such a lovely face when he's asleep.\He really is my type.\Chichi... Gohan...\He's having some kind of dream. Bring the dream-viewing mirror.\Right.\This will reflect whatever dream he is having. response:	Chichi... Gohan...
context: Yes. He is no ordinary person.\But you know, he has such a lovely face when he's asleep.\He really is my type.\Chichi... Gohan...\He's having some kind of dream. Bring the dream-viewing mirror.\Right.\This will reflect whatever dream he is having.\Chichi... Gohan... response:	-Father! -Goku- sa!
context: But you know, he has such a lovely face when he's asleep.\He really is my type.\Chichi... Gohan...\He's having some kind of dream. Bring the dream-viewing mirror.\Right.\This will reflect whatever dream he is having.\Chichi... Gohan...\-Father! -Goku- sa! response:	What's this? A woman and a boy?
context: He really is my type.\Chichi... Gohan...\He's having some kind of dream. Bring the dream-viewing mirror.\Right.\This will reflect whatever dream he is having.\Chichi... Gohan...\-Father! -Goku- sa!\What's this? A woman and a boy? response:	Ah, apparently they are his wife and child.
context: Chichi... Gohan...\He's having some kind of dream. Bring the dream-viewing mirror.\Right.\This will reflect whatever dream he is having.\Chichi... Gohan...\-Father! -Goku- sa!\What's this? A woman and a boy?\Ah, apparently they are his wife and child. response:	He's not single!? He still looks delicious, though!
context: He's having some kind of dream. Bring the dream-viewing mirror.\Right.\This will reflect whatever dream he is having.\Chichi... Gohan...\-Father! -Goku- sa!\What's this? A woman and a boy?\Ah, apparently they are his wife and child.\He's not single!? He still looks delicious, though! response:	Are you going to eat this one too?
context: Right.\This will reflect whatever dream he is having.\Chichi... Gohan...\-Father! -Goku- sa!\What's this? A woman and a boy?\Ah, apparently they are his wife and child.\He's not single!? He still looks delicious, though!\Are you going to eat this one too? response:	I wonder if there will be any for us this time.
context: This will reflect whatever dream he is having.\Chichi... Gohan...\-Father! -Goku- sa!\What's this? A woman and a boy?\Ah, apparently they are his wife and child.\He's not single!? He still looks delicious, though!\Are you going to eat this one too?\I wonder if there will be any for us this time. response:	After all, the only one to get out of here safely has been Great King Yama.
context: Chichi... Gohan...\-Father! -Goku- sa!\What's this? A woman and a boy?\Ah, apparently they are his wife and child.\He's not single!? He still looks delicious, though!\Are you going to eat this one too?\I wonder if there will be any for us this time.\After all, the only one to get out of here safely has been Great King Yama. response:	Good, Gohan!
context: -Father! -Goku- sa!\What's this? A woman and a boy?\Ah, apparently they are his wife and child.\He's not single!? He still looks delicious, though!\Are you going to eat this one too?\I wonder if there will be any for us this time.\After all, the only one to get out of here safely has been Great King Yama.\Good, Gohan! response:	Once you've finished doin' those drills, your studyin' is done for today.
context: What's this? A woman and a boy?\Ah, apparently they are his wife and child.\He's not single!? He still looks delicious, though!\Are you going to eat this one too?\I wonder if there will be any for us this time.\After all, the only one to get out of here safely has been Great King Yama.\Good, Gohan!\Once you've finished doin' those drills, your studyin' is done for today. response:	Mm-hmm. I want to hurry up and go out and play.
context: Ah, apparently they are his wife and child.\He's not single!? He still looks delicious, though!\Are you going to eat this one too?\I wonder if there will be any for us this time.\After all, the only one to get out of here safely has been Great King Yama.\Good, Gohan!\Once you've finished doin' those drills, your studyin' is done for today.\Mm-hmm. I want to hurry up and go out and play. response:	W- who are you!?
context: He's not single!? He still looks delicious, though!\Are you going to eat this one too?\I wonder if there will be any for us this time.\After all, the only one to get out of here safely has been Great King Yama.\Good, Gohan!\Once you've finished doin' those drills, your studyin' is done for today.\Mm-hmm. I want to hurry up and go out and play.\W- who are you!? response:	I'm scared! Father!
context: Are you going to eat this one too?\I wonder if there will be any for us this time.\After all, the only one to get out of here safely has been Great King Yama.\Good, Gohan!\Once you've finished doin' those drills, your studyin' is done for today.\Mm-hmm. I want to hurry up and go out and play.\W- who are you!?\I'm scared! Father! response:	Goku- sa!
context: I wonder if there will be any for us this time.\After all, the only one to get out of here safely has been Great King Yama.\Good, Gohan!\Once you've finished doin' those drills, your studyin' is done for today.\Mm-hmm. I want to hurry up and go out and play.\W- who are you!?\I'm scared! Father!\Goku- sa! response:	Gohan!
context: After all, the only one to get out of here safely has been Great King Yama.\Good, Gohan!\Once you've finished doin' those drills, your studyin' is done for today.\Mm-hmm. I want to hurry up and go out and play.\W- who are you!?\I'm scared! Father!\Goku- sa!\Gohan! response:	Chichi!
context: Good, Gohan!\Once you've finished doin' those drills, your studyin' is done for today.\Mm-hmm. I want to hurry up and go out and play.\W- who are you!?\I'm scared! Father!\Goku- sa!\Gohan!\Chichi! response:	Oh, it was a dream, was it? Did I fall asleep?
context: Once you've finished doin' those drills, your studyin' is done for today.\Mm-hmm. I want to hurry up and go out and play.\W- who are you!?\I'm scared! Father!\Goku- sa!\Gohan!\Chichi!\Oh, it was a dream, was it? Did I fall asleep? response:	He's awake already, isn't he?
context: Mm-hmm. I want to hurry up and go out and play.\W- who are you!?\I'm scared! Father!\Goku- sa!\Gohan!\Chichi!\Oh, it was a dream, was it? Did I fall asleep?\He's awake already, isn't he? response:	Yeah...
context: W- who are you!?\I'm scared! Father!\Goku- sa!\Gohan!\Chichi!\Oh, it was a dream, was it? Did I fall asleep?\He's awake already, isn't he?\Yeah... response:	That's right! I was on my way to see Kaio- sama!
context: I'm scared! Father!\Goku- sa!\Gohan!\Chichi!\Oh, it was a dream, was it? Did I fall asleep?\He's awake already, isn't he?\Yeah...\That's right! I was on my way to see Kaio- sama! response:	Please, don't go!
context: Goku- sa!\Gohan!\Chichi!\Oh, it was a dream, was it? Did I fall asleep?\He's awake already, isn't he?\Yeah...\That's right! I was on my way to see Kaio- sama!\Please, don't go! response:	Sorry, but I'm going. Everyone on earth is waiting for me to come back.
context: Gohan!\Chichi!\Oh, it was a dream, was it? Did I fall asleep?\He's awake already, isn't he?\Yeah...\That's right! I was on my way to see Kaio- sama!\Please, don't go!\Sorry, but I'm going. Everyone on earth is waiting for me to come back. response:	You're going, no matter what?
context: Chichi!\Oh, it was a dream, was it? Did I fall asleep?\He's awake already, isn't he?\Yeah...\That's right! I was on my way to see Kaio- sama!\Please, don't go!\Sorry, but I'm going. Everyone on earth is waiting for me to come back.\You're going, no matter what? response:	Yeah, no matter what.
context: Oh, it was a dream, was it? Did I fall asleep?\He's awake already, isn't he?\Yeah...\That's right! I was on my way to see Kaio- sama!\Please, don't go!\Sorry, but I'm going. Everyone on earth is waiting for me to come back.\You're going, no matter what?\Yeah, no matter what. response:	Why, you-!
context: He's awake already, isn't he?\Yeah...\That's right! I was on my way to see Kaio- sama!\Please, don't go!\Sorry, but I'm going. Everyone on earth is waiting for me to come back.\You're going, no matter what?\Yeah, no matter what.\Why, you-! response:	I am the Serpentine Road Goddess,
context: Yeah...\That's right! I was on my way to see Kaio- sama!\Please, don't go!\Sorry, but I'm going. Everyone on earth is waiting for me to come back.\You're going, no matter what?\Yeah, no matter what.\Why, you-!\I am the Serpentine Road Goddess, response:	who has lived on the Serpentine Road for a thousand and five hundred years!
context: That's right! I was on my way to see Kaio- sama!\Please, don't go!\Sorry, but I'm going. Everyone on earth is waiting for me to come back.\You're going, no matter what?\Yeah, no matter what.\Why, you-!\I am the Serpentine Road Goddess,\who has lived on the Serpentine Road for a thousand and five hundred years! response:	How dare you bring disgrace upon me!
context: Please, don't go!\Sorry, but I'm going. Everyone on earth is waiting for me to come back.\You're going, no matter what?\Yeah, no matter what.\Why, you-!\I am the Serpentine Road Goddess,\who has lived on the Serpentine Road for a thousand and five hundred years!\How dare you bring disgrace upon me! response:	Now listen to me! You will never return home from here!
context: Sorry, but I'm going. Everyone on earth is waiting for me to come back.\You're going, no matter what?\Yeah, no matter what.\Why, you-!\I am the Serpentine Road Goddess,\who has lived on the Serpentine Road for a thousand and five hundred years!\How dare you bring disgrace upon me!\Now listen to me! You will never return home from here! response:	What is this?
context: You're going, no matter what?\Yeah, no matter what.\Why, you-!\I am the Serpentine Road Goddess,\who has lived on the Serpentine Road for a thousand and five hundred years!\How dare you bring disgrace upon me!\Now listen to me! You will never return home from here!\What is this? response:	If you cannot realize my charms, then you can just dissolve away!
context: Yeah, no matter what.\Why, you-!\I am the Serpentine Road Goddess,\who has lived on the Serpentine Road for a thousand and five hundred years!\How dare you bring disgrace upon me!\Now listen to me! You will never return home from here!\What is this?\If you cannot realize my charms, then you can just dissolve away! response:	This is bad! I've got to get out of here quick!
context: Why, you-!\I am the Serpentine Road Goddess,\who has lived on the Serpentine Road for a thousand and five hundred years!\How dare you bring disgrace upon me!\Now listen to me! You will never return home from here!\What is this?\If you cannot realize my charms, then you can just dissolve away!\This is bad! I've got to get out of here quick! response:	Dammit...
context: I am the Serpentine Road Goddess,\who has lived on the Serpentine Road for a thousand and five hundred years!\How dare you bring disgrace upon me!\Now listen to me! You will never return home from here!\What is this?\If you cannot realize my charms, then you can just dissolve away!\This is bad! I've got to get out of here quick!\Dammit... response:	That was close!
context: who has lived on the Serpentine Road for a thousand and five hundred years!\How dare you bring disgrace upon me!\Now listen to me! You will never return home from here!\What is this?\If you cannot realize my charms, then you can just dissolve away!\This is bad! I've got to get out of here quick!\Dammit...\That was close! response:	Why, you-!
context: How dare you bring disgrace upon me!\Now listen to me! You will never return home from here!\What is this?\If you cannot realize my charms, then you can just dissolve away!\This is bad! I've got to get out of here quick!\Dammit...\That was close!\Why, you-! response:	You're not getting away!
context: Now listen to me! You will never return home from here!\What is this?\If you cannot realize my charms, then you can just dissolve away!\This is bad! I've got to get out of here quick!\Dammit...\That was close!\Why, you-!\You're not getting away! response:	Damn! In that case...
context: What is this?\If you cannot realize my charms, then you can just dissolve away!\This is bad! I've got to get out of here quick!\Dammit...\That was close!\Why, you-!\You're not getting away!\Damn! In that case... response:	Ka... me...
context: If you cannot realize my charms, then you can just dissolve away!\This is bad! I've got to get out of here quick!\Dammit...\That was close!\Why, you-!\You're not getting away!\Damn! In that case...\Ka... me... response:	No, I won't. She did feed me all that food, after all.
context: This is bad! I've got to get out of here quick!\Dammit...\That was close!\Why, you-!\You're not getting away!\Damn! In that case...\Ka... me...\No, I won't. She did feed me all that food, after all. response:	Hey, let me pass!
context: Dammit...\That was close!\Why, you-!\You're not getting away!\Damn! In that case...\Ka... me...\No, I won't. She did feed me all that food, after all.\Hey, let me pass! response:	I have to hurry and go see Kaio- sama!
context: That was close!\Why, you-!\You're not getting away!\Damn! In that case...\Ka... me...\No, I won't. She did feed me all that food, after all.\Hey, let me pass!\I have to hurry and go see Kaio- sama! response:	No way! If you want to live, you'll have to defeat me!
context: Why, you-!\You're not getting away!\Damn! In that case...\Ka... me...\No, I won't. She did feed me all that food, after all.\Hey, let me pass!\I have to hurry and go see Kaio- sama!\No way! If you want to live, you'll have to defeat me! response:	Damn... I know!
context: You're not getting away!\Damn! In that case...\Ka... me...\No, I won't. She did feed me all that food, after all.\Hey, let me pass!\I have to hurry and go see Kaio- sama!\No way! If you want to live, you'll have to defeat me!\Damn... I know! response:	Wait up!
context: Damn! In that case...\Ka... me...\No, I won't. She did feed me all that food, after all.\Hey, let me pass!\I have to hurry and go see Kaio- sama!\No way! If you want to live, you'll have to defeat me!\Damn... I know!\Wait up! response:	See you! Thanks for the meal!
context: Ka... me...\No, I won't. She did feed me all that food, after all.\Hey, let me pass!\I have to hurry and go see Kaio- sama!\No way! If you want to live, you'll have to defeat me!\Damn... I know!\Wait up!\See you! Thanks for the meal! response:	And the bath, too!
context: No, I won't. She did feed me all that food, after all.\Hey, let me pass!\I have to hurry and go see Kaio- sama!\No way! If you want to live, you'll have to defeat me!\Damn... I know!\Wait up!\See you! Thanks for the meal!\And the bath, too! response:	This is so degrading!
context: Hey, let me pass!\I have to hurry and go see Kaio- sama!\No way! If you want to live, you'll have to defeat me!\Damn... I know!\Wait up!\See you! Thanks for the meal!\And the bath, too!\This is so degrading! response:	The journey to Kaio-sama is still far.
context: I have to hurry and go see Kaio- sama!\No way! If you want to live, you'll have to defeat me!\Damn... I know!\Wait up!\See you! Thanks for the meal!\And the bath, too!\This is so degrading!\The journey to Kaio-sama is still far. response:	The Saiyans' assault is drawing near.
context: No way! If you want to live, you'll have to defeat me!\Damn... I know!\Wait up!\See you! Thanks for the meal!\And the bath, too!\This is so degrading!\The journey to Kaio-sama is still far.\The Saiyans' assault is drawing near. response:	Hurry, Goku! Run the length of the Serpentine Road!
