context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: But thanks to you barging in the Charm was lifted, so this is my way of saying thanks.\I see.\I know I don't seem like it, but I'm actually a wizard myself!\I haven't joined a guild yet, though.\Oh yeah, guilds are places where wizards gather to share information and take on jobs.\You can't be said to be a full-fledged wizard unless you've joined a guild.\But, but... There are guilds all over the world, and it's really difficult to get into the popular ones, see!\The one I want to get into, see, has like a ton of amazing wizards, and... response:	Oh, what am I to do? I want to join up, but I bet it's really tough...
context: I see.\I know I don't seem like it, but I'm actually a wizard myself!\I haven't joined a guild yet, though.\Oh yeah, guilds are places where wizards gather to share information and take on jobs.\You can't be said to be a full-fledged wizard unless you've joined a guild.\But, but... There are guilds all over the world, and it's really difficult to get into the popular ones, see!\The one I want to get into, see, has like a ton of amazing wizards, and...\Oh, what am I to do? I want to join up, but I bet it's really tough... response:	Uh...
context: I know I don't seem like it, but I'm actually a wizard myself!\I haven't joined a guild yet, though.\Oh yeah, guilds are places where wizards gather to share information and take on jobs.\You can't be said to be a full-fledged wizard unless you've joined a guild.\But, but... There are guilds all over the world, and it's really difficult to get into the popular ones, see!\The one I want to get into, see, has like a ton of amazing wizards, and...\Oh, what am I to do? I want to join up, but I bet it's really tough...\Uh... response:	Oh, I'm sorry! I'm just blabbing on about the world of wizards and stuff...
context: I haven't joined a guild yet, though.\Oh yeah, guilds are places where wizards gather to share information and take on jobs.\You can't be said to be a full-fledged wizard unless you've joined a guild.\But, but... There are guilds all over the world, and it's really difficult to get into the popular ones, see!\The one I want to get into, see, has like a ton of amazing wizards, and...\Oh, what am I to do? I want to join up, but I bet it's really tough...\Uh...\Oh, I'm sorry! I'm just blabbing on about the world of wizards and stuff... response:	This is all gibberish to you, isn't it?
context: Oh yeah, guilds are places where wizards gather to share information and take on jobs.\You can't be said to be a full-fledged wizard unless you've joined a guild.\But, but... There are guilds all over the world, and it's really difficult to get into the popular ones, see!\The one I want to get into, see, has like a ton of amazing wizards, and...\Oh, what am I to do? I want to join up, but I bet it's really tough...\Uh...\Oh, I'm sorry! I'm just blabbing on about the world of wizards and stuff...\This is all gibberish to you, isn't it? response:	But I'm totally going to join that guild.
context: You can't be said to be a full-fledged wizard unless you've joined a guild.\But, but... There are guilds all over the world, and it's really difficult to get into the popular ones, see!\The one I want to get into, see, has like a ton of amazing wizards, and...\Oh, what am I to do? I want to join up, but I bet it's really tough...\Uh...\Oh, I'm sorry! I'm just blabbing on about the world of wizards and stuff...\This is all gibberish to you, isn't it?\But I'm totally going to join that guild. response:	I bet that I could get a bunch of big jobs with them.
context: But, but... There are guilds all over the world, and it's really difficult to get into the popular ones, see!\The one I want to get into, see, has like a ton of amazing wizards, and...\Oh, what am I to do? I want to join up, but I bet it's really tough...\Uh...\Oh, I'm sorry! I'm just blabbing on about the world of wizards and stuff...\This is all gibberish to you, isn't it?\But I'm totally going to join that guild.\I bet that I could get a bunch of big jobs with them. response:	Y-You think?
context: The one I want to get into, see, has like a ton of amazing wizards, and...\Oh, what am I to do? I want to join up, but I bet it's really tough...\Uh...\Oh, I'm sorry! I'm just blabbing on about the world of wizards and stuff...\This is all gibberish to you, isn't it?\But I'm totally going to join that guild.\I bet that I could get a bunch of big jobs with them.\Y-You think? response:	You sure talk a lot.
context: Oh, what am I to do? I want to join up, but I bet it's really tough...\Uh...\Oh, I'm sorry! I'm just blabbing on about the world of wizards and stuff...\This is all gibberish to you, isn't it?\But I'm totally going to join that guild.\I bet that I could get a bunch of big jobs with them.\Y-You think?\You sure talk a lot. response:	Oh yeah... It looked like you guys were searching for someone.
context: Uh...\Oh, I'm sorry! I'm just blabbing on about the world of wizards and stuff...\This is all gibberish to you, isn't it?\But I'm totally going to join that guild.\I bet that I could get a bunch of big jobs with them.\Y-You think?\You sure talk a lot.\Oh yeah... It looked like you guys were searching for someone. response:	Aye! Igneel!
context: Oh, I'm sorry! I'm just blabbing on about the world of wizards and stuff...\This is all gibberish to you, isn't it?\But I'm totally going to join that guild.\I bet that I could get a bunch of big jobs with them.\Y-You think?\You sure talk a lot.\Oh yeah... It looked like you guys were searching for someone.\Aye! Igneel! response:	I'd heard that a salamander had come to this town, so it's good we checked it out.
context: This is all gibberish to you, isn't it?\But I'm totally going to join that guild.\I bet that I could get a bunch of big jobs with them.\Y-You think?\You sure talk a lot.\Oh yeah... It looked like you guys were searching for someone.\Aye! Igneel!\I'd heard that a salamander had come to this town, so it's good we checked it out. response:	But I guess it was someone else.
context: But I'm totally going to join that guild.\I bet that I could get a bunch of big jobs with them.\Y-You think?\You sure talk a lot.\Oh yeah... It looked like you guys were searching for someone.\Aye! Igneel!\I'd heard that a salamander had come to this town, so it's good we checked it out.\But I guess it was someone else. response:	He didn't look like a salamander.
context: I bet that I could get a bunch of big jobs with them.\Y-You think?\You sure talk a lot.\Oh yeah... It looked like you guys were searching for someone.\Aye! Igneel!\I'd heard that a salamander had come to this town, so it's good we checked it out.\But I guess it was someone else.\He didn't look like a salamander. response:	They're fire dragons, so I really thought it would be Igneel.
context: Y-You think?\You sure talk a lot.\Oh yeah... It looked like you guys were searching for someone.\Aye! Igneel!\I'd heard that a salamander had come to this town, so it's good we checked it out.\But I guess it was someone else.\He didn't look like a salamander.\They're fire dragons, so I really thought it would be Igneel. response:	What kind of human looks like a fire dragon?
context: You sure talk a lot.\Oh yeah... It looked like you guys were searching for someone.\Aye! Igneel!\I'd heard that a salamander had come to this town, so it's good we checked it out.\But I guess it was someone else.\He didn't look like a salamander.\They're fire dragons, so I really thought it would be Igneel.\What kind of human looks like a fire dragon? response:	He's not human. Igneel's an actual dragon.
context: Oh yeah... It looked like you guys were searching for someone.\Aye! Igneel!\I'd heard that a salamander had come to this town, so it's good we checked it out.\But I guess it was someone else.\He didn't look like a salamander.\They're fire dragons, so I really thought it would be Igneel.\What kind of human looks like a fire dragon?\He's not human. Igneel's an actual dragon. response:	Aye!
context: Aye! Igneel!\I'd heard that a salamander had come to this town, so it's good we checked it out.\But I guess it was someone else.\He didn't look like a salamander.\They're fire dragons, so I really thought it would be Igneel.\What kind of human looks like a fire dragon?\He's not human. Igneel's an actual dragon.\Aye! response:	He's a real dragon.
context: I'd heard that a salamander had come to this town, so it's good we checked it out.\But I guess it was someone else.\He didn't look like a salamander.\They're fire dragons, so I really thought it would be Igneel.\What kind of human looks like a fire dragon?\He's not human. Igneel's an actual dragon.\Aye!\He's a real dragon. response:	Even in this world of magic, dragons are extremely rare creatures that are hardly ever seen.
context: But I guess it was someone else.\He didn't look like a salamander.\They're fire dragons, so I really thought it would be Igneel.\What kind of human looks like a fire dragon?\He's not human. Igneel's an actual dragon.\Aye!\He's a real dragon.\Even in this world of magic, dragons are extremely rare creatures that are hardly ever seen. response:	Something like that wouldn't be in the middle of a town!
context: He didn't look like a salamander.\They're fire dragons, so I really thought it would be Igneel.\What kind of human looks like a fire dragon?\He's not human. Igneel's an actual dragon.\Aye!\He's a real dragon.\Even in this world of magic, dragons are extremely rare creatures that are hardly ever seen.\Something like that wouldn't be in the middle of a town! response:	You just realized this, now?!
context: They're fire dragons, so I really thought it would be Igneel.\What kind of human looks like a fire dragon?\He's not human. Igneel's an actual dragon.\Aye!\He's a real dragon.\Even in this world of magic, dragons are extremely rare creatures that are hardly ever seen.\Something like that wouldn't be in the middle of a town!\You just realized this, now?! response:	Anyway, I have to get going, so take your time.
context: What kind of human looks like a fire dragon?\He's not human. Igneel's an actual dragon.\Aye!\He's a real dragon.\Even in this world of magic, dragons are extremely rare creatures that are hardly ever seen.\Something like that wouldn't be in the middle of a town!\You just realized this, now?!\Anyway, I have to get going, so take your time. response:	Thank you, come again.
context: He's not human. Igneel's an actual dragon.\Aye!\He's a real dragon.\Even in this world of magic, dragons are extremely rare creatures that are hardly ever seen.\Something like that wouldn't be in the middle of a town!\You just realized this, now?!\Anyway, I have to get going, so take your time.\Thank you, come again. response:	We appreciate your kindness!
context: Aye!\He's a real dragon.\Even in this world of magic, dragons are extremely rare creatures that are hardly ever seen.\Something like that wouldn't be in the middle of a town!\You just realized this, now?!\Anyway, I have to get going, so take your time.\Thank you, come again.\We appreciate your kindness! response:	Kindness!
context: He's a real dragon.\Even in this world of magic, dragons are extremely rare creatures that are hardly ever seen.\Something like that wouldn't be in the middle of a town!\You just realized this, now?!\Anyway, I have to get going, so take your time.\Thank you, come again.\We appreciate your kindness!\Kindness! response:	Stop it already! You're embarrassing me!
context: Even in this world of magic, dragons are extremely rare creatures that are hardly ever seen.\Something like that wouldn't be in the middle of a town!\You just realized this, now?!\Anyway, I have to get going, so take your time.\Thank you, come again.\We appreciate your kindness!\Kindness!\Stop it already! You're embarrassing me! response:	It's fine, okay? You saved me back there, so we're even now,'kay?
context: Something like that wouldn't be in the middle of a town!\You just realized this, now?!\Anyway, I have to get going, so take your time.\Thank you, come again.\We appreciate your kindness!\Kindness!\Stop it already! You're embarrassing me!\It's fine, okay? You saved me back there, so we're even now,'kay? response:	But we weren't trying to save you or anything...
context: You just realized this, now?!\Anyway, I have to get going, so take your time.\Thank you, come again.\We appreciate your kindness!\Kindness!\Stop it already! You're embarrassing me!\It's fine, okay? You saved me back there, so we're even now,'kay?\But we weren't trying to save you or anything... response:	Aye. No payment needed.
context: Anyway, I have to get going, so take your time.\Thank you, come again.\We appreciate your kindness!\Kindness!\Stop it already! You're embarrassing me!\It's fine, okay? You saved me back there, so we're even now,'kay?\But we weren't trying to save you or anything...\Aye. No payment needed. response:	That's it!
context: Thank you, come again.\We appreciate your kindness!\Kindness!\Stop it already! You're embarrassing me!\It's fine, okay? You saved me back there, so we're even now,'kay?\But we weren't trying to save you or anything...\Aye. No payment needed.\That's it! response:	You can have this!
context: We appreciate your kindness!\Kindness!\Stop it already! You're embarrassing me!\It's fine, okay? You saved me back there, so we're even now,'kay?\But we weren't trying to save you or anything...\Aye. No payment needed.\That's it!\You can have this! response:	Who'd want that?!
context: Kindness!\Stop it already! You're embarrassing me!\It's fine, okay? You saved me back there, so we're even now,'kay?\But we weren't trying to save you or anything...\Aye. No payment needed.\That's it!\You can have this!\Who'd want that?! response:	The magic magazine, Weekly Sorcerer.
context: Stop it already! You're embarrassing me!\It's fine, okay? You saved me back there, so we're even now,'kay?\But we weren't trying to save you or anything...\Aye. No payment needed.\That's it!\You can have this!\Who'd want that?!\The magic magazine, Weekly Sorcerer. response:	Oh my, Fairy Tail's caused trouble again?
context: It's fine, okay? You saved me back there, so we're even now,'kay?\But we weren't trying to save you or anything...\Aye. No payment needed.\That's it!\You can have this!\Who'd want that?!\The magic magazine, Weekly Sorcerer.\Oh my, Fairy Tail's caused trouble again? response:	The Devon thieves gang wiped out along with 7 residences...
context: But we weren't trying to save you or anything...\Aye. No payment needed.\That's it!\You can have this!\Who'd want that?!\The magic magazine, Weekly Sorcerer.\Oh my, Fairy Tail's caused trouble again?\The Devon thieves gang wiped out along with 7 residences... response:	Man, they just go overboard!
context: Aye. No payment needed.\That's it!\You can have this!\Who'd want that?!\The magic magazine, Weekly Sorcerer.\Oh my, Fairy Tail's caused trouble again?\The Devon thieves gang wiped out along with 7 residences...\Man, they just go overboard! response:	Ooh, a photo spread of Mirajane!
context: That's it!\You can have this!\Who'd want that?!\The magic magazine, Weekly Sorcerer.\Oh my, Fairy Tail's caused trouble again?\The Devon thieves gang wiped out along with 7 residences...\Man, they just go overboard!\Ooh, a photo spread of Mirajane! response:	But how exactly does one join Fairy Tail?
context: You can have this!\Who'd want that?!\The magic magazine, Weekly Sorcerer.\Oh my, Fairy Tail's caused trouble again?\The Devon thieves gang wiped out along with 7 residences...\Man, they just go overboard!\Ooh, a photo spread of Mirajane!\But how exactly does one join Fairy Tail? response:	I wonder if they have an interview or something.
context: Who'd want that?!\The magic magazine, Weekly Sorcerer.\Oh my, Fairy Tail's caused trouble again?\The Devon thieves gang wiped out along with 7 residences...\Man, they just go overboard!\Ooh, a photo spread of Mirajane!\But how exactly does one join Fairy Tail?\I wonder if they have an interview or something. response:	The wizard's guild, Fairy Tail...
context: The magic magazine, Weekly Sorcerer.\Oh my, Fairy Tail's caused trouble again?\The Devon thieves gang wiped out along with 7 residences...\Man, they just go overboard!\Ooh, a photo spread of Mirajane!\But how exactly does one join Fairy Tail?\I wonder if they have an interview or something.\The wizard's guild, Fairy Tail... response:	They're just the coolest!
context: Oh my, Fairy Tail's caused trouble again?\The Devon thieves gang wiped out along with 7 residences...\Man, they just go overboard!\Ooh, a photo spread of Mirajane!\But how exactly does one join Fairy Tail?\I wonder if they have an interview or something.\The wizard's guild, Fairy Tail...\They're just the coolest! response:	So you want to join Fairy Tail?
context: The Devon thieves gang wiped out along with 7 residences...\Man, they just go overboard!\Ooh, a photo spread of Mirajane!\But how exactly does one join Fairy Tail?\I wonder if they have an interview or something.\The wizard's guild, Fairy Tail...\They're just the coolest!\So you want to join Fairy Tail? response:	S-Salamander!
context: Man, they just go overboard!\Ooh, a photo spread of Mirajane!\But how exactly does one join Fairy Tail?\I wonder if they have an interview or something.\The wizard's guild, Fairy Tail...\They're just the coolest!\So you want to join Fairy Tail?\S-Salamander! response:	I was looking for you.
context: Ooh, a photo spread of Mirajane!\But how exactly does one join Fairy Tail?\I wonder if they have an interview or something.\The wizard's guild, Fairy Tail...\They're just the coolest!\So you want to join Fairy Tail?\S-Salamander!\I was looking for you. response:	I wanted to invite you personally to the party on my ship.
context: But how exactly does one join Fairy Tail?\I wonder if they have an interview or something.\The wizard's guild, Fairy Tail...\They're just the coolest!\So you want to join Fairy Tail?\S-Salamander!\I was looking for you.\I wanted to invite you personally to the party on my ship. response:	Your Charm won't work on me!
context: I wonder if they have an interview or something.\The wizard's guild, Fairy Tail...\They're just the coolest!\So you want to join Fairy Tail?\S-Salamander!\I was looking for you.\I wanted to invite you personally to the party on my ship.\Your Charm won't work on me! response:	That magic's weak point is awareness!
context: The wizard's guild, Fairy Tail...\They're just the coolest!\So you want to join Fairy Tail?\S-Salamander!\I was looking for you.\I wanted to invite you personally to the party on my ship.\Your Charm won't work on me!\That magic's weak point is awareness! response:	It doesn't work on people who know it's being used!
context: They're just the coolest!\So you want to join Fairy Tail?\S-Salamander!\I was looking for you.\I wanted to invite you personally to the party on my ship.\Your Charm won't work on me!\That magic's weak point is awareness!\It doesn't work on people who know it's being used! response:	As I thought.
context: So you want to join Fairy Tail?\S-Salamander!\I was looking for you.\I wanted to invite you personally to the party on my ship.\Your Charm won't work on me!\That magic's weak point is awareness!\It doesn't work on people who know it's being used!\As I thought. response:	I realized the moment I saw you that you were a wizard.
context: S-Salamander!\I was looking for you.\I wanted to invite you personally to the party on my ship.\Your Charm won't work on me!\That magic's weak point is awareness!\It doesn't work on people who know it's being used!\As I thought.\I realized the moment I saw you that you were a wizard. response:	No matter. As long as you come to the party.
context: I was looking for you.\I wanted to invite you personally to the party on my ship.\Your Charm won't work on me!\That magic's weak point is awareness!\It doesn't work on people who know it's being used!\As I thought.\I realized the moment I saw you that you were a wizard.\No matter. As long as you come to the party. response:	There's no way I'd go!
context: I wanted to invite you personally to the party on my ship.\Your Charm won't work on me!\That magic's weak point is awareness!\It doesn't work on people who know it's being used!\As I thought.\I realized the moment I saw you that you were a wizard.\No matter. As long as you come to the party.\There's no way I'd go! response:	Not to a party thrown by a scumbag like you!
context: Your Charm won't work on me!\That magic's weak point is awareness!\It doesn't work on people who know it's being used!\As I thought.\I realized the moment I saw you that you were a wizard.\No matter. As long as you come to the party.\There's no way I'd go!\Not to a party thrown by a scumbag like you! response:	I'm a scumbag?
context: That magic's weak point is awareness!\It doesn't work on people who know it's being used!\As I thought.\I realized the moment I saw you that you were a wizard.\No matter. As long as you come to the party.\There's no way I'd go!\Not to a party thrown by a scumbag like you!\I'm a scumbag? response:	You'd go so far as to use a Charm to be popular.
context: It doesn't work on people who know it's being used!\As I thought.\I realized the moment I saw you that you were a wizard.\No matter. As long as you come to the party.\There's no way I'd go!\Not to a party thrown by a scumbag like you!\I'm a scumbag?\You'd go so far as to use a Charm to be popular. response:	It's part of the ceremony, see.
context: As I thought.\I realized the moment I saw you that you were a wizard.\No matter. As long as you come to the party.\There's no way I'd go!\Not to a party thrown by a scumbag like you!\I'm a scumbag?\You'd go so far as to use a Charm to be popular.\It's part of the ceremony, see. response:	I just wanted the party to have a celebrity as a host, see...
context: I realized the moment I saw you that you were a wizard.\No matter. As long as you come to the party.\There's no way I'd go!\Not to a party thrown by a scumbag like you!\I'm a scumbag?\You'd go so far as to use a Charm to be popular.\It's part of the ceremony, see.\I just wanted the party to have a celebrity as a host, see... response:	I can't believe a famous wizard is such an idiot.
context: No matter. As long as you come to the party.\There's no way I'd go!\Not to a party thrown by a scumbag like you!\I'm a scumbag?\You'd go so far as to use a Charm to be popular.\It's part of the ceremony, see.\I just wanted the party to have a celebrity as a host, see...\I can't believe a famous wizard is such an idiot. response:	You wanted to join Fairy Tail, yes?
context: There's no way I'd go!\Not to a party thrown by a scumbag like you!\I'm a scumbag?\You'd go so far as to use a Charm to be popular.\It's part of the ceremony, see.\I just wanted the party to have a celebrity as a host, see...\I can't believe a famous wizard is such an idiot.\You wanted to join Fairy Tail, yes? response:	Haven't you heard of Fairy Tail's Salamander?
context: Not to a party thrown by a scumbag like you!\I'm a scumbag?\You'd go so far as to use a Charm to be popular.\It's part of the ceremony, see.\I just wanted the party to have a celebrity as a host, see...\I can't believe a famous wizard is such an idiot.\You wanted to join Fairy Tail, yes?\Haven't you heard of Fairy Tail's Salamander? response:	I have!
context: I'm a scumbag?\You'd go so far as to use a Charm to be popular.\It's part of the ceremony, see.\I just wanted the party to have a celebrity as a host, see...\I can't believe a famous wizard is such an idiot.\You wanted to join Fairy Tail, yes?\Haven't you heard of Fairy Tail's Salamander?\I have! response:	You're one of Fairy Tail's wizards?
context: You'd go so far as to use a Charm to be popular.\It's part of the ceremony, see.\I just wanted the party to have a celebrity as a host, see...\I can't believe a famous wizard is such an idiot.\You wanted to join Fairy Tail, yes?\Haven't you heard of Fairy Tail's Salamander?\I have!\You're one of Fairy Tail's wizards? response:	That's right.
context: It's part of the ceremony, see.\I just wanted the party to have a celebrity as a host, see...\I can't believe a famous wizard is such an idiot.\You wanted to join Fairy Tail, yes?\Haven't you heard of Fairy Tail's Salamander?\I have!\You're one of Fairy Tail's wizards?\That's right. response:	If you want to join, I'll put a word in with the Guild Master.
context: I just wanted the party to have a celebrity as a host, see...\I can't believe a famous wizard is such an idiot.\You wanted to join Fairy Tail, yes?\Haven't you heard of Fairy Tail's Salamander?\I have!\You're one of Fairy Tail's wizards?\That's right.\If you want to join, I'll put a word in with the Guild Master. response:	The party sounds like it'll be wonderful, doesn't it?
context: I can't believe a famous wizard is such an idiot.\You wanted to join Fairy Tail, yes?\Haven't you heard of Fairy Tail's Salamander?\I have!\You're one of Fairy Tail's wizards?\That's right.\If you want to join, I'll put a word in with the Guild Master.\The party sounds like it'll be wonderful, doesn't it? response:	You're easy to figure out, you know that?
context: You wanted to join Fairy Tail, yes?\Haven't you heard of Fairy Tail's Salamander?\I have!\You're one of Fairy Tail's wizards?\That's right.\If you want to join, I'll put a word in with the Guild Master.\The party sounds like it'll be wonderful, doesn't it?\You're easy to figure out, you know that? response:	Hey, do you really think I can get into Fairy Tail?
context: Haven't you heard of Fairy Tail's Salamander?\I have!\You're one of Fairy Tail's wizards?\That's right.\If you want to join, I'll put a word in with the Guild Master.\The party sounds like it'll be wonderful, doesn't it?\You're easy to figure out, you know that?\Hey, do you really think I can get into Fairy Tail? response:	Of course.
context: I have!\You're one of Fairy Tail's wizards?\That's right.\If you want to join, I'll put a word in with the Guild Master.\The party sounds like it'll be wonderful, doesn't it?\You're easy to figure out, you know that?\Hey, do you really think I can get into Fairy Tail?\Of course. response:	But in return, keep quiet about the Charm, okay?
context: You're one of Fairy Tail's wizards?\That's right.\If you want to join, I'll put a word in with the Guild Master.\The party sounds like it'll be wonderful, doesn't it?\You're easy to figure out, you know that?\Hey, do you really think I can get into Fairy Tail?\Of course.\But in return, keep quiet about the Charm, okay? response:	Sure thing!
context: That's right.\If you want to join, I'll put a word in with the Guild Master.\The party sounds like it'll be wonderful, doesn't it?\You're easy to figure out, you know that?\Hey, do you really think I can get into Fairy Tail?\Of course.\But in return, keep quiet about the Charm, okay?\Sure thing! response:	We shall meet again at the party, then!
context: If you want to join, I'll put a word in with the Guild Master.\The party sounds like it'll be wonderful, doesn't it?\You're easy to figure out, you know that?\Hey, do you really think I can get into Fairy Tail?\Of course.\But in return, keep quiet about the Charm, okay?\Sure thing!\We shall meet again at the party, then! response:	Yes sir!
context: The party sounds like it'll be wonderful, doesn't it?\You're easy to figure out, you know that?\Hey, do you really think I can get into Fairy Tail?\Of course.\But in return, keep quiet about the Charm, okay?\Sure thing!\We shall meet again at the party, then!\Yes sir! response:	He used a pseudo-charm.
context: You're easy to figure out, you know that?\Hey, do you really think I can get into Fairy Tail?\Of course.\But in return, keep quiet about the Charm, okay?\Sure thing!\We shall meet again at the party, then!\Yes sir!\He used a pseudo-charm. response:	But... All right!
context: Hey, do you really think I can get into Fairy Tail?\Of course.\But in return, keep quiet about the Charm, okay?\Sure thing!\We shall meet again at the party, then!\Yes sir!\He used a pseudo-charm.\But... All right! response:	I can join Fairy Tail!
context: Of course.\But in return, keep quiet about the Charm, okay?\Sure thing!\We shall meet again at the party, then!\Yes sir!\He used a pseudo-charm.\But... All right!\I can join Fairy Tail! response:	Until then, I've got to play nice with that dumb oaf!
context: But in return, keep quiet about the Charm, okay?\Sure thing!\We shall meet again at the party, then!\Yes sir!\He used a pseudo-charm.\But... All right!\I can join Fairy Tail!\Until then, I've got to play nice with that dumb oaf! response:	What a meal!
context: Sure thing!\We shall meet again at the party, then!\Yes sir!\He used a pseudo-charm.\But... All right!\I can join Fairy Tail!\Until then, I've got to play nice with that dumb oaf!\What a meal! response:	Aye!
context: We shall meet again at the party, then!\Yes sir!\He used a pseudo-charm.\But... All right!\I can join Fairy Tail!\Until then, I've got to play nice with that dumb oaf!\What a meal!\Aye! response:	Oh yeah... Is that the ship Salamander's party is at?
context: Yes sir!\He used a pseudo-charm.\But... All right!\I can join Fairy Tail!\Until then, I've got to play nice with that dumb oaf!\What a meal!\Aye!\Oh yeah... Is that the ship Salamander's party is at? response:	Gonna hurl...
context: He used a pseudo-charm.\But... All right!\I can join Fairy Tail!\Until then, I've got to play nice with that dumb oaf!\What a meal!\Aye!\Oh yeah... Is that the ship Salamander's party is at?\Gonna hurl... response:	Stop getting queasy just from thinking about it.
context: But... All right!\I can join Fairy Tail!\Until then, I've got to play nice with that dumb oaf!\What a meal!\Aye!\Oh yeah... Is that the ship Salamander's party is at?\Gonna hurl...\Stop getting queasy just from thinking about it. response:	Look at that! That's Salamander-sama's ship!
context: I can join Fairy Tail!\Until then, I've got to play nice with that dumb oaf!\What a meal!\Aye!\Oh yeah... Is that the ship Salamander's party is at?\Gonna hurl...\Stop getting queasy just from thinking about it.\Look at that! That's Salamander-sama's ship! response:	I wish I had gone!
context: Until then, I've got to play nice with that dumb oaf!\What a meal!\Aye!\Oh yeah... Is that the ship Salamander's party is at?\Gonna hurl...\Stop getting queasy just from thinking about it.\Look at that! That's Salamander-sama's ship!\I wish I had gone! response:	Salamander?
context: What a meal!\Aye!\Oh yeah... Is that the ship Salamander's party is at?\Gonna hurl...\Stop getting queasy just from thinking about it.\Look at that! That's Salamander-sama's ship!\I wish I had gone!\Salamander? response:	You don't know him?
context: Aye!\Oh yeah... Is that the ship Salamander's party is at?\Gonna hurl...\Stop getting queasy just from thinking about it.\Look at that! That's Salamander-sama's ship!\I wish I had gone!\Salamander?\You don't know him? response:	He's the famous Fairy Tail wizard that came to town!
context: Oh yeah... Is that the ship Salamander's party is at?\Gonna hurl...\Stop getting queasy just from thinking about it.\Look at that! That's Salamander-sama's ship!\I wish I had gone!\Salamander?\You don't know him?\He's the famous Fairy Tail wizard that came to town! response:	Fairy Tail?
context: Gonna hurl...\Stop getting queasy just from thinking about it.\Look at that! That's Salamander-sama's ship!\I wish I had gone!\Salamander?\You don't know him?\He's the famous Fairy Tail wizard that came to town!\Fairy Tail? response:	Fairy Tail...
context: Stop getting queasy just from thinking about it.\Look at that! That's Salamander-sama's ship!\I wish I had gone!\Salamander?\You don't know him?\He's the famous Fairy Tail wizard that came to town!\Fairy Tail?\Fairy Tail... response:	Lucy-wucy, was it?
context: Look at that! That's Salamander-sama's ship!\I wish I had gone!\Salamander?\You don't know him?\He's the famous Fairy Tail wizard that came to town!\Fairy Tail?\Fairy Tail...\Lucy-wucy, was it? response:	What a pretty name.
context: I wish I had gone!\Salamander?\You don't know him?\He's the famous Fairy Tail wizard that came to town!\Fairy Tail?\Fairy Tail...\Lucy-wucy, was it?\What a pretty name. response:	Thanks...
context: Salamander?\You don't know him?\He's the famous Fairy Tail wizard that came to town!\Fairy Tail?\Fairy Tail...\Lucy-wucy, was it?\What a pretty name.\Thanks... response:	Let's start off with a toast.
context: You don't know him?\He's the famous Fairy Tail wizard that came to town!\Fairy Tail?\Fairy Tail...\Lucy-wucy, was it?\What a pretty name.\Thanks...\Let's start off with a toast. response:	Now, open wide, and savor the fruit flavored gems as they enter your mouth...
context: He's the famous Fairy Tail wizard that came to town!\Fairy Tail?\Fairy Tail...\Lucy-wucy, was it?\What a pretty name.\Thanks...\Let's start off with a toast.\Now, open wide, and savor the fruit flavored gems as they enter your mouth... response:	I've got to deal with it!
context: Fairy Tail?\Fairy Tail...\Lucy-wucy, was it?\What a pretty name.\Thanks...\Let's start off with a toast.\Now, open wide, and savor the fruit flavored gems as they enter your mouth...\I've got to deal with it! response:	Gotta hang in there!
context: Fairy Tail...\Lucy-wucy, was it?\What a pretty name.\Thanks...\Let's start off with a toast.\Now, open wide, and savor the fruit flavored gems as they enter your mouth...\I've got to deal with it!\Gotta hang in there! response:	What's the meaning of this?
context: Lucy-wucy, was it?\What a pretty name.\Thanks...\Let's start off with a toast.\Now, open wide, and savor the fruit flavored gems as they enter your mouth...\I've got to deal with it!\Gotta hang in there!\What's the meaning of this? response:	That's magic to knock people out, Sleep.
context: What a pretty name.\Thanks...\Let's start off with a toast.\Now, open wide, and savor the fruit flavored gems as they enter your mouth...\I've got to deal with it!\Gotta hang in there!\What's the meaning of this?\That's magic to knock people out, Sleep. response:	You're pretty sharp.
context: Thanks...\Let's start off with a toast.\Now, open wide, and savor the fruit flavored gems as they enter your mouth...\I've got to deal with it!\Gotta hang in there!\What's the meaning of this?\That's magic to knock people out, Sleep.\You're pretty sharp. response:	Don't get any ideas.
context: Let's start off with a toast.\Now, open wide, and savor the fruit flavored gems as they enter your mouth...\I've got to deal with it!\Gotta hang in there!\What's the meaning of this?\That's magic to knock people out, Sleep.\You're pretty sharp.\Don't get any ideas. response:	I want to join Fairy Tail, but I have no intention of being your woman.
context: Now, open wide, and savor the fruit flavored gems as they enter your mouth...\I've got to deal with it!\Gotta hang in there!\What's the meaning of this?\That's magic to knock people out, Sleep.\You're pretty sharp.\Don't get any ideas.\I want to join Fairy Tail, but I have no intention of being your woman. response:	What a handful you are, girly!
context: I've got to deal with it!\Gotta hang in there!\What's the meaning of this?\That's magic to knock people out, Sleep.\You're pretty sharp.\Don't get any ideas.\I want to join Fairy Tail, but I have no intention of being your woman.\What a handful you are, girly! response:	What the heck is this?
context: Gotta hang in there!\What's the meaning of this?\That's magic to knock people out, Sleep.\You're pretty sharp.\Don't get any ideas.\I want to join Fairy Tail, but I have no intention of being your woman.\What a handful you are, girly!\What the heck is this? response:	Bosco?!
context: What's the meaning of this?\That's magic to knock people out, Sleep.\You're pretty sharp.\Don't get any ideas.\I want to join Fairy Tail, but I have no intention of being your woman.\What a handful you are, girly!\What the heck is this?\Bosco?! response:	What about Fairy Tail?
