context: Ilulu. response:	Ilulu.
context: Now...\Ilulu always appears when I'm alone,\so maybe I can see her if I wait here?\I wonder why I'm\focusing on Ilulu so much?\Maybe it's because I feel like we could get along?\All the others I've met from another world\have been friendly. response:	They all have this air of having lived through conflict and its resulting tragedy,
context: Ilulu always appears when I'm alone,\so maybe I can see her if I wait here?\I wonder why I'm\focusing on Ilulu so much?\Maybe it's because I feel like we could get along?\All the others I've met from another world\have been friendly.\They all have this air of having lived through conflict and its resulting tragedy, response:	yet they're still able to interact with people
context: so maybe I can see her if I wait here?\I wonder why I'm\focusing on Ilulu so much?\Maybe it's because I feel like we could get along?\All the others I've met from another world\have been friendly.\They all have this air of having lived through conflict and its resulting tragedy,\yet they're still able to interact with people response:	because they know that's not everything.
context: I wonder why I'm\focusing on Ilulu so much?\Maybe it's because I feel like we could get along?\All the others I've met from another world\have been friendly.\They all have this air of having lived through conflict and its resulting tragedy,\yet they're still able to interact with people\because they know that's not everything. response:	Because they're willing to believe there's more than just strife.
context: focusing on Ilulu so much?\Maybe it's because I feel like we could get along?\All the others I've met from another world\have been friendly.\They all have this air of having lived through conflict and its resulting tragedy,\yet they're still able to interact with people\because they know that's not everything.\Because they're willing to believe there's more than just strife. response:	That's the Tohru I believe in.
context: Maybe it's because I feel like we could get along?\All the others I've met from another world\have been friendly.\They all have this air of having lived through conflict and its resulting tragedy,\yet they're still able to interact with people\because they know that's not everything.\Because they're willing to believe there's more than just strife.\That's the Tohru I believe in. response:	Which is why I want her to reconcile
context: All the others I've met from another world\have been friendly.\They all have this air of having lived through conflict and its resulting tragedy,\yet they're still able to interact with people\because they know that's not everything.\Because they're willing to believe there's more than just strife.\That's the Tohru I believe in.\Which is why I want her to reconcile response:	with Ilulu.
context: have been friendly.\They all have this air of having lived through conflict and its resulting tragedy,\yet they're still able to interact with people\because they know that's not everything.\Because they're willing to believe there's more than just strife.\That's the Tohru I believe in.\Which is why I want her to reconcile\with Ilulu. response:	Ilulu's not showing up.
context: They all have this air of having lived through conflict and its resulting tragedy,\yet they're still able to interact with people\because they know that's not everything.\Because they're willing to believe there's more than just strife.\That's the Tohru I believe in.\Which is why I want her to reconcile\with Ilulu.\Ilulu's not showing up. response:	Maybe she's over here, where there's less foot traffic?
context: yet they're still able to interact with people\because they know that's not everything.\Because they're willing to believe there's more than just strife.\That's the Tohru I believe in.\Which is why I want her to reconcile\with Ilulu.\Ilulu's not showing up.\Maybe she's over here, where there's less foot traffic? response:	Ilulu?!
context: because they know that's not everything.\Because they're willing to believe there's more than just strife.\That's the Tohru I believe in.\Which is why I want her to reconcile\with Ilulu.\Ilulu's not showing up.\Maybe she's over here, where there's less foot traffic?\Ilulu?! response:	You're injured?
context: Because they're willing to believe there's more than just strife.\That's the Tohru I believe in.\Which is why I want her to reconcile\with Ilulu.\Ilulu's not showing up.\Maybe she's over here, where there's less foot traffic?\Ilulu?!\You're injured? response:	You've seen us?
context: That's the Tohru I believe in.\Which is why I want her to reconcile\with Ilulu.\Ilulu's not showing up.\Maybe she's over here, where there's less foot traffic?\Ilulu?!\You're injured?\You've seen us? response:	Human of this world, I have come to destroy that vile beast from another world.
context: Which is why I want her to reconcile\with Ilulu.\Ilulu's not showing up.\Maybe she's over here, where there's less foot traffic?\Ilulu?!\You're injured?\You've seen us?\Human of this world, I have come to destroy that vile beast from another world. response:	Leave here at once,
context: with Ilulu.\Ilulu's not showing up.\Maybe she's over here, where there's less foot traffic?\Ilulu?!\You're injured?\You've seen us?\Human of this world, I have come to destroy that vile beast from another world.\Leave here at once, response:	and forget you were ever here.
context: Ilulu's not showing up.\Maybe she's over here, where there's less foot traffic?\Ilulu?!\You're injured?\You've seen us?\Human of this world, I have come to destroy that vile beast from another world.\Leave here at once,\and forget you were ever here. response:	Who is this guy?
context: Maybe she's over here, where there's less foot traffic?\Ilulu?!\You're injured?\You've seen us?\Human of this world, I have come to destroy that vile beast from another world.\Leave here at once,\and forget you were ever here.\Who is this guy? response:	Do you mean you're here to kill Ilulu?
context: Ilulu?!\You're injured?\You've seen us?\Human of this world, I have come to destroy that vile beast from another world.\Leave here at once,\and forget you were ever here.\Who is this guy?\Do you mean you're here to kill Ilulu? response:	You're saying you're an adult that's trying to kill a child?
context: You're injured?\You've seen us?\Human of this world, I have come to destroy that vile beast from another world.\Leave here at once,\and forget you were ever here.\Who is this guy?\Do you mean you're here to kill Ilulu?\You're saying you're an adult that's trying to kill a child? response:	I am.
context: You've seen us?\Human of this world, I have come to destroy that vile beast from another world.\Leave here at once,\and forget you were ever here.\Who is this guy?\Do you mean you're here to kill Ilulu?\You're saying you're an adult that's trying to kill a child?\I am. response:	That creature is chaos.
context: Human of this world, I have come to destroy that vile beast from another world.\Leave here at once,\and forget you were ever here.\Who is this guy?\Do you mean you're here to kill Ilulu?\You're saying you're an adult that's trying to kill a child?\I am.\That creature is chaos. response:	An evil dragon that will bring naught but harm to humans.
context: Leave here at once,\and forget you were ever here.\Who is this guy?\Do you mean you're here to kill Ilulu?\You're saying you're an adult that's trying to kill a child?\I am.\That creature is chaos.\An evil dragon that will bring naught but harm to humans. response:	In that case...
context: and forget you were ever here.\Who is this guy?\Do you mean you're here to kill Ilulu?\You're saying you're an adult that's trying to kill a child?\I am.\That creature is chaos.\An evil dragon that will bring naught but harm to humans.\In that case... response:	What is that unpleasant blare?!
context: Who is this guy?\Do you mean you're here to kill Ilulu?\You're saying you're an adult that's trying to kill a child?\I am.\That creature is chaos.\An evil dragon that will bring naught but harm to humans.\In that case...\What is that unpleasant blare?! response:	Hey! Keep it down!
context: Do you mean you're here to kill Ilulu?\You're saying you're an adult that's trying to kill a child?\I am.\That creature is chaos.\An evil dragon that will bring naught but harm to humans.\In that case...\What is that unpleasant blare?!\Hey! Keep it down! response:	All right!
context: You're saying you're an adult that's trying to kill a child?\I am.\That creature is chaos.\An evil dragon that will bring naught but harm to humans.\In that case...\What is that unpleasant blare?!\Hey! Keep it down!\All right! response:	Security Buzzer Power!
context: I am.\That creature is chaos.\An evil dragon that will bring naught but harm to humans.\In that case...\What is that unpleasant blare?!\Hey! Keep it down!\All right!\Security Buzzer Power! response:	You're damn heavy!
context: That creature is chaos.\An evil dragon that will bring naught but harm to humans.\In that case...\What is that unpleasant blare?!\Hey! Keep it down!\All right!\Security Buzzer Power!\You're damn heavy! response:	They ran away?
context: An evil dragon that will bring naught but harm to humans.\In that case...\What is that unpleasant blare?!\Hey! Keep it down!\All right!\Security Buzzer Power!\You're damn heavy!\They ran away? response:	Why would a human...?
context: In that case...\What is that unpleasant blare?!\Hey! Keep it down!\All right!\Security Buzzer Power!\You're damn heavy!\They ran away?\Why would a human...? response:	Oh, coming to?
context: What is that unpleasant blare?!\Hey! Keep it down!\All right!\Security Buzzer Power!\You're damn heavy!\They ran away?\Why would a human...?\Oh, coming to? response:	You okay?
context: Hey! Keep it down!\All right!\Security Buzzer Power!\You're damn heavy!\They ran away?\Why would a human...?\Oh, coming to?\You okay? response:	It looks like your wound healed up right away, though.
context: All right!\Security Buzzer Power!\You're damn heavy!\They ran away?\Why would a human...?\Oh, coming to?\You okay?\It looks like your wound healed up right away, though. response:	Why did you save me?
context: Security Buzzer Power!\You're damn heavy!\They ran away?\Why would a human...?\Oh, coming to?\You okay?\It looks like your wound healed up right away, though.\Why did you save me? response:	Can we say we're safe yet?
context: You're damn heavy!\They ran away?\Why would a human...?\Oh, coming to?\You okay?\It looks like your wound healed up right away, though.\Why did you save me?\Can we say we're safe yet? response:	I'm sure that guy's still after you, right?
context: They ran away?\Why would a human...?\Oh, coming to?\You okay?\It looks like your wound healed up right away, though.\Why did you save me?\Can we say we're safe yet?\I'm sure that guy's still after you, right? response:	It doesn't matter.
context: Why would a human...?\Oh, coming to?\You okay?\It looks like your wound healed up right away, though.\Why did you save me?\Can we say we're safe yet?\I'm sure that guy's still after you, right?\It doesn't matter. response:	Huh?
context: Oh, coming to?\You okay?\It looks like your wound healed up right away, though.\Why did you save me?\Can we say we're safe yet?\I'm sure that guy's still after you, right?\It doesn't matter.\Huh? response:	If I'm defeated in battle, then that's just my fate.
context: You okay?\It looks like your wound healed up right away, though.\Why did you save me?\Can we say we're safe yet?\I'm sure that guy's still after you, right?\It doesn't matter.\Huh?\If I'm defeated in battle, then that's just my fate. response:	Wouldn't me saving you be fate, too, then?
context: It looks like your wound healed up right away, though.\Why did you save me?\Can we say we're safe yet?\I'm sure that guy's still after you, right?\It doesn't matter.\Huh?\If I'm defeated in battle, then that's just my fate.\Wouldn't me saving you be fate, too, then? response:	Hey, Ilulu.
context: Why did you save me?\Can we say we're safe yet?\I'm sure that guy's still after you, right?\It doesn't matter.\Huh?\If I'm defeated in battle, then that's just my fate.\Wouldn't me saving you be fate, too, then?\Hey, Ilulu. response:	Is there something you want to tell me?
context: Can we say we're safe yet?\I'm sure that guy's still after you, right?\It doesn't matter.\Huh?\If I'm defeated in battle, then that's just my fate.\Wouldn't me saving you be fate, too, then?\Hey, Ilulu.\Is there something you want to tell me? response:	The way you mess with me
context: I'm sure that guy's still after you, right?\It doesn't matter.\Huh?\If I'm defeated in battle, then that's just my fate.\Wouldn't me saving you be fate, too, then?\Hey, Ilulu.\Is there something you want to tell me?\The way you mess with me response:	kind of suggests there is.
context: It doesn't matter.\Huh?\If I'm defeated in battle, then that's just my fate.\Wouldn't me saving you be fate, too, then?\Hey, Ilulu.\Is there something you want to tell me?\The way you mess with me\kind of suggests there is. response:	can't accept dragons coexisting with humans.
context: Huh?\If I'm defeated in battle, then that's just my fate.\Wouldn't me saving you be fate, too, then?\Hey, Ilulu.\Is there something you want to tell me?\The way you mess with me\kind of suggests there is.\can't accept dragons coexisting with humans. response:	There's no way they can get along with humans.
context: If I'm defeated in battle, then that's just my fate.\Wouldn't me saving you be fate, too, then?\Hey, Ilulu.\Is there something you want to tell me?\The way you mess with me\kind of suggests there is.\can't accept dragons coexisting with humans.\There's no way they can get along with humans. response:	You told me that before.
context: Wouldn't me saving you be fate, too, then?\Hey, Ilulu.\Is there something you want to tell me?\The way you mess with me\kind of suggests there is.\can't accept dragons coexisting with humans.\There's no way they can get along with humans.\You told me that before. response:	Because if they can get along...
context: Hey, Ilulu.\Is there something you want to tell me?\The way you mess with me\kind of suggests there is.\can't accept dragons coexisting with humans.\There's no way they can get along with humans.\You told me that before.\Because if they can get along... response:	then why did I spend all this time...
context: Is there something you want to tell me?\The way you mess with me\kind of suggests there is.\can't accept dragons coexisting with humans.\There's no way they can get along with humans.\You told me that before.\Because if they can get along...\then why did I spend all this time... response:	Dragons are superior beings, so associating with humans is shameful.
context: The way you mess with me\kind of suggests there is.\can't accept dragons coexisting with humans.\There's no way they can get along with humans.\You told me that before.\Because if they can get along...\then why did I spend all this time...\Dragons are superior beings, so associating with humans is shameful. response:	I really...
context: kind of suggests there is.\can't accept dragons coexisting with humans.\There's no way they can get along with humans.\You told me that before.\Because if they can get along...\then why did I spend all this time...\Dragons are superior beings, so associating with humans is shameful.\I really... response:	There were all kinds of tragedies.
context: can't accept dragons coexisting with humans.\There's no way they can get along with humans.\You told me that before.\Because if they can get along...\then why did I spend all this time...\Dragons are superior beings, so associating with humans is shameful.\I really...\There were all kinds of tragedies. response:	Harmony is impossible.
context: There's no way they can get along with humans.\You told me that before.\Because if they can get along...\then why did I spend all this time...\Dragons are superior beings, so associating with humans is shameful.\I really...\There were all kinds of tragedies.\Harmony is impossible. response:	I really, well...
context: You told me that before.\Because if they can get along...\then why did I spend all this time...\Dragons are superior beings, so associating with humans is shameful.\I really...\There were all kinds of tragedies.\Harmony is impossible.\I really, well... response:	Humans are our enemy!
context: Because if they can get along...\then why did I spend all this time...\Dragons are superior beings, so associating with humans is shameful.\I really...\There were all kinds of tragedies.\Harmony is impossible.\I really, well...\Humans are our enemy! response:	I wanted...
context: then why did I spend all this time...\Dragons are superior beings, so associating with humans is shameful.\I really...\There were all kinds of tragedies.\Harmony is impossible.\I really, well...\Humans are our enemy!\I wanted... response:	I wanted to...
context: Dragons are superior beings, so associating with humans is shameful.\I really...\There were all kinds of tragedies.\Harmony is impossible.\I really, well...\Humans are our enemy!\I wanted...\I wanted to... response:	I really...
context: I really...\There were all kinds of tragedies.\Harmony is impossible.\I really, well...\Humans are our enemy!\I wanted...\I wanted to...\I really... response:	wanted to play with them more!
context: There were all kinds of tragedies.\Harmony is impossible.\I really, well...\Humans are our enemy!\I wanted...\I wanted to...\I really...\wanted to play with them more! response:	No one would let me.
context: Harmony is impossible.\I really, well...\Humans are our enemy!\I wanted...\I wanted to...\I really...\wanted to play with them more!\No one would let me. response:	That girl and that boy did nothing wrong, and yet...
context: I really, well...\Humans are our enemy!\I wanted...\I wanted to...\I really...\wanted to play with them more!\No one would let me.\That girl and that boy did nothing wrong, and yet... response:	I see.
context: Humans are our enemy!\I wanted...\I wanted to...\I really...\wanted to play with them more!\No one would let me.\That girl and that boy did nothing wrong, and yet...\I see. response:	Then, hey,
context: I wanted...\I wanted to...\I really...\wanted to play with them more!\No one would let me.\That girl and that boy did nothing wrong, and yet...\I see.\Then, hey, response:	let's play together next time.
context: I wanted to...\I really...\wanted to play with them more!\No one would let me.\That girl and that boy did nothing wrong, and yet...\I see.\Then, hey,\let's play together next time. response:	We do all kinds of things, you know.
context: I really...\wanted to play with them more!\No one would let me.\That girl and that boy did nothing wrong, and yet...\I see.\Then, hey,\let's play together next time.\We do all kinds of things, you know. response:	We play dodgeball, go to Comiket, go to hot springs, and so on.
context: wanted to play with them more!\No one would let me.\That girl and that boy did nothing wrong, and yet...\I see.\Then, hey,\let's play together next time.\We do all kinds of things, you know.\We play dodgeball, go to Comiket, go to hot springs, and so on. response:	Though, you'll have to lay off the kind of play that turns into battles.
context: No one would let me.\That girl and that boy did nothing wrong, and yet...\I see.\Then, hey,\let's play together next time.\We do all kinds of things, you know.\We play dodgeball, go to Comiket, go to hot springs, and so on.\Though, you'll have to lay off the kind of play that turns into battles. response:	Y-You're trying to trick me!
context: That girl and that boy did nothing wrong, and yet...\I see.\Then, hey,\let's play together next time.\We do all kinds of things, you know.\We play dodgeball, go to Comiket, go to hot springs, and so on.\Though, you'll have to lay off the kind of play that turns into battles.\Y-You're trying to trick me! response:	You're trying to win me over by saying nice things!
context: I see.\Then, hey,\let's play together next time.\We do all kinds of things, you know.\We play dodgeball, go to Comiket, go to hot springs, and so on.\Though, you'll have to lay off the kind of play that turns into battles.\Y-You're trying to trick me!\You're trying to win me over by saying nice things! response:	Yeah, I am.
context: Then, hey,\let's play together next time.\We do all kinds of things, you know.\We play dodgeball, go to Comiket, go to hot springs, and so on.\Though, you'll have to lay off the kind of play that turns into battles.\Y-You're trying to trick me!\You're trying to win me over by saying nice things!\Yeah, I am. response:	Huh?
context: let's play together next time.\We do all kinds of things, you know.\We play dodgeball, go to Comiket, go to hot springs, and so on.\Though, you'll have to lay off the kind of play that turns into battles.\Y-You're trying to trick me!\You're trying to win me over by saying nice things!\Yeah, I am.\Huh? response:	I'm trying to tame a fierce, evil dragon of chaos
context: We do all kinds of things, you know.\We play dodgeball, go to Comiket, go to hot springs, and so on.\Though, you'll have to lay off the kind of play that turns into battles.\Y-You're trying to trick me!\You're trying to win me over by saying nice things!\Yeah, I am.\Huh?\I'm trying to tame a fierce, evil dragon of chaos response:	with sweet words to render her harmless.
context: We play dodgeball, go to Comiket, go to hot springs, and so on.\Though, you'll have to lay off the kind of play that turns into battles.\Y-You're trying to trick me!\You're trying to win me over by saying nice things!\Yeah, I am.\Huh?\I'm trying to tame a fierce, evil dragon of chaos\with sweet words to render her harmless. response:	Will you believe what you've been taught?
context: Though, you'll have to lay off the kind of play that turns into battles.\Y-You're trying to trick me!\You're trying to win me over by saying nice things!\Yeah, I am.\Huh?\I'm trying to tame a fierce, evil dragon of chaos\with sweet words to render her harmless.\Will you believe what you've been taught? response:	Or would you care to be tricked by me?
context: Y-You're trying to trick me!\You're trying to win me over by saying nice things!\Yeah, I am.\Huh?\I'm trying to tame a fierce, evil dragon of chaos\with sweet words to render her harmless.\Will you believe what you've been taught?\Or would you care to be tricked by me? response:	That's enough.
context: You're trying to win me over by saying nice things!\Yeah, I am.\Huh?\I'm trying to tame a fierce, evil dragon of chaos\with sweet words to render her harmless.\Will you believe what you've been taught?\Or would you care to be tricked by me?\That's enough. response:	I can't believe you and the human were working together.
context: Yeah, I am.\Huh?\I'm trying to tame a fierce, evil dragon of chaos\with sweet words to render her harmless.\Will you believe what you've been taught?\Or would you care to be tricked by me?\That's enough.\I can't believe you and the human were working together. response:	I'll exterminate you, too!
context: Huh?\I'm trying to tame a fierce, evil dragon of chaos\with sweet words to render her harmless.\Will you believe what you've been taught?\Or would you care to be tricked by me?\That's enough.\I can't believe you and the human were working together.\I'll exterminate you, too! response:	Can you do that?
context: I'm trying to tame a fierce, evil dragon of chaos\with sweet words to render her harmless.\Will you believe what you've been taught?\Or would you care to be tricked by me?\That's enough.\I can't believe you and the human were working together.\I'll exterminate you, too!\Can you do that? response:	You have rules to follow, don't you?
context: with sweet words to render her harmless.\Will you believe what you've been taught?\Or would you care to be tricked by me?\That's enough.\I can't believe you and the human were working together.\I'll exterminate you, too!\Can you do that?\You have rules to follow, don't you? response:	Those rules are only on paper.
context: Will you believe what you've been taught?\Or would you care to be tricked by me?\That's enough.\I can't believe you and the human were working together.\I'll exterminate you, too!\Can you do that?\You have rules to follow, don't you?\Those rules are only on paper. response:	They're rules between dragons, so they don't apply to humans.
context: Or would you care to be tricked by me?\That's enough.\I can't believe you and the human were working together.\I'll exterminate you, too!\Can you do that?\You have rules to follow, don't you?\Those rules are only on paper.\They're rules between dragons, so they don't apply to humans. response:	He's making Tohru's father seem genuinely nice.
context: That's enough.\I can't believe you and the human were working together.\I'll exterminate you, too!\Can you do that?\You have rules to follow, don't you?\Those rules are only on paper.\They're rules between dragons, so they don't apply to humans.\He's making Tohru's father seem genuinely nice. response:	But...
context: I can't believe you and the human were working together.\I'll exterminate you, too!\Can you do that?\You have rules to follow, don't you?\Those rules are only on paper.\They're rules between dragons, so they don't apply to humans.\He's making Tohru's father seem genuinely nice.\But... response:	Don't underestimate humans.
context: I'll exterminate you, too!\Can you do that?\You have rules to follow, don't you?\Those rules are only on paper.\They're rules between dragons, so they don't apply to humans.\He's making Tohru's father seem genuinely nice.\But...\Don't underestimate humans. response:	A human who would try to protect a dragon?
context: Can you do that?\You have rules to follow, don't you?\Those rules are only on paper.\They're rules between dragons, so they don't apply to humans.\He's making Tohru's father seem genuinely nice.\But...\Don't underestimate humans.\A human who would try to protect a dragon? response:	Hmph!
context: You have rules to follow, don't you?\Those rules are only on paper.\They're rules between dragons, so they don't apply to humans.\He's making Tohru's father seem genuinely nice.\But...\Don't underestimate humans.\A human who would try to protect a dragon?\Hmph! response:	Kobayashi!
context: Those rules are only on paper.\They're rules between dragons, so they don't apply to humans.\He's making Tohru's father seem genuinely nice.\But...\Don't underestimate humans.\A human who would try to protect a dragon?\Hmph!\Kobayashi! response:	Ow!
context: They're rules between dragons, so they don't apply to humans.\He's making Tohru's father seem genuinely nice.\But...\Don't underestimate humans.\A human who would try to protect a dragon?\Hmph!\Kobayashi!\Ow! response:	That super hurts.
context: He's making Tohru's father seem genuinely nice.\But...\Don't underestimate humans.\A human who would try to protect a dragon?\Hmph!\Kobayashi!\Ow!\That super hurts. response:	You're late.
context: But...\Don't underestimate humans.\A human who would try to protect a dragon?\Hmph!\Kobayashi!\Ow!\That super hurts.\You're late. response:	You?!
context: Don't underestimate humans.\A human who would try to protect a dragon?\Hmph!\Kobayashi!\Ow!\That super hurts.\You're late.\You?! response:	How are you here?!
context: A human who would try to protect a dragon?\Hmph!\Kobayashi!\Ow!\That super hurts.\You're late.\You?!\How are you here?! response:	How dare you hurt Miss Kobayashi!
context: Hmph!\Kobayashi!\Ow!\That super hurts.\You're late.\You?!\How are you here?!\How dare you hurt Miss Kobayashi! response:	E-Even if you're here, I just need to call in reinforcements!
context: Kobayashi!\Ow!\That super hurts.\You're late.\You?!\How are you here?!\How dare you hurt Miss Kobayashi!\E-Even if you're here, I just need to call in reinforcements! response:	I'll summon Lady Elma at on
context: Ow!\That super hurts.\You're late.\You?!\How are you here?!\How dare you hurt Miss Kobayashi!\E-Even if you're here, I just need to call in reinforcements!\I'll summon Lady Elma at on response:	Choose the right words to plead for your life
context: That super hurts.\You're late.\You?!\How are you here?!\How dare you hurt Miss Kobayashi!\E-Even if you're here, I just need to call in reinforcements!\I'll summon Lady Elma at on\Choose the right words to plead for your life response:	and I'll let you have your soul back after breaking your body.
context: You're late.\You?!\How are you here?!\How dare you hurt Miss Kobayashi!\E-Even if you're here, I just need to call in reinforcements!\I'll summon Lady Elma at on\Choose the right words to plead for your life\and I'll let you have your soul back after breaking your body. response:	Now,
context: You?!\How are you here?!\How dare you hurt Miss Kobayashi!\E-Even if you're here, I just need to call in reinforcements!\I'll summon Lady Elma at on\Choose the right words to plead for your life\and I'll let you have your soul back after breaking your body.\Now, response:	beg for your life!
context: How are you here?!\How dare you hurt Miss Kobayashi!\E-Even if you're here, I just need to call in reinforcements!\I'll summon Lady Elma at on\Choose the right words to plead for your life\and I'll let you have your soul back after breaking your body.\Now,\beg for your life! response:	D-Did you kill him?
context: How dare you hurt Miss Kobayashi!\E-Even if you're here, I just need to call in reinforcements!\I'll summon Lady Elma at on\Choose the right words to plead for your life\and I'll let you have your soul back after breaking your body.\Now,\beg for your life!\D-Did you kill him? response:	No, I just erased his memories of this world
context: E-Even if you're here, I just need to call in reinforcements!\I'll summon Lady Elma at on\Choose the right words to plead for your life\and I'll let you have your soul back after breaking your body.\Now,\beg for your life!\D-Did you kill him?\No, I just erased his memories of this world response:	and sent him back from where he came.
context: I'll summon Lady Elma at on\Choose the right words to plead for your life\and I'll let you have your soul back after breaking your body.\Now,\beg for your life!\D-Did you kill him?\No, I just erased his memories of this world\and sent him back from where he came. response:	After punishing him a bit.
context: Choose the right words to plead for your life\and I'll let you have your soul back after breaking your body.\Now,\beg for your life!\D-Did you kill him?\No, I just erased his memories of this world\and sent him back from where he came.\After punishing him a bit. response:	Horn
context: and I'll let you have your soul back after breaking your body.\Now,\beg for your life!\D-Did you kill him?\No, I just erased his memories of this world\and sent him back from where he came.\After punishing him a bit.\Horn response:	I see.
context: Now,\beg for your life!\D-Did you kill him?\No, I just erased his memories of this world\and sent him back from where he came.\After punishing him a bit.\Horn\I see. response:	Thank goodness.
context: beg for your life!\D-Did you kill him?\No, I just erased his memories of this world\and sent him back from where he came.\After punishing him a bit.\Horn\I see.\Thank goodness. response:	Now Ilulu can...
context: D-Did you kill him?\No, I just erased his memories of this world\and sent him back from where he came.\After punishing him a bit.\Horn\I see.\Thank goodness.\Now Ilulu can... response:	Huh? Now that I'm relieved, I feel...
context: No, I just erased his memories of this world\and sent him back from where he came.\After punishing him a bit.\Horn\I see.\Thank goodness.\Now Ilulu can...\Huh? Now that I'm relieved, I feel... response:	Miss Kobayashi?!
context: and sent him back from where he came.\After punishing him a bit.\Horn\I see.\Thank goodness.\Now Ilulu can...\Huh? Now that I'm relieved, I feel...\Miss Kobayashi?! response:	Please hang in there!
context: After punishing him a bit.\Horn\I see.\Thank goodness.\Now Ilulu can...\Huh? Now that I'm relieved, I feel...\Miss Kobayashi?!\Please hang in there! response:	Dragon saliva can stop bleeding!
context: Horn\I see.\Thank goodness.\Now Ilulu can...\Huh? Now that I'm relieved, I feel...\Miss Kobayashi?!\Please hang in there!\Dragon saliva can stop bleeding! response:	You just want to lick her, don't you?!
context: I see.\Thank goodness.\Now Ilulu can...\Huh? Now that I'm relieved, I feel...\Miss Kobayashi?!\Please hang in there!\Dragon saliva can stop bleeding!\You just want to lick her, don't you?! response:	Here I come, Miss Kobayashi! Lick, lick, lick, lick!
context: Thank goodness.\Now Ilulu can...\Huh? Now that I'm relieved, I feel...\Miss Kobayashi?!\Please hang in there!\Dragon saliva can stop bleeding!\You just want to lick her, don't you?!\Here I come, Miss Kobayashi! Lick, lick, lick, lick! response:	Man, your tongue is long!
context: Now Ilulu can...\Huh? Now that I'm relieved, I feel...\Miss Kobayashi?!\Please hang in there!\Dragon saliva can stop bleeding!\You just want to lick her, don't you?!\Here I come, Miss Kobayashi! Lick, lick, lick, lick!\Man, your tongue is long! response:	A functional member of society
context: Huh? Now that I'm relieved, I feel...\Miss Kobayashi?!\Please hang in there!\Dragon saliva can stop bleeding!\You just want to lick her, don't you?!\Here I come, Miss Kobayashi! Lick, lick, lick, lick!\Man, your tongue is long!\A functional member of society response:	is someone who diligently obeys the rules
context: Miss Kobayashi?!\Please hang in there!\Dragon saliva can stop bleeding!\You just want to lick her, don't you?!\Here I come, Miss Kobayashi! Lick, lick, lick, lick!\Man, your tongue is long!\A functional member of society\is someone who diligently obeys the rules response:	and prioritizes their company over their private life.
context: Please hang in there!\Dragon saliva can stop bleeding!\You just want to lick her, don't you?!\Here I come, Miss Kobayashi! Lick, lick, lick, lick!\Man, your tongue is long!\A functional member of society\is someone who diligently obeys the rules\and prioritizes their company over their private life. response:	I believed that's just how it is.
context: Dragon saliva can stop bleeding!\You just want to lick her, don't you?!\Here I come, Miss Kobayashi! Lick, lick, lick, lick!\Man, your tongue is long!\A functional member of society\is someone who diligently obeys the rules\and prioritizes their company over their private life.\I believed that's just how it is. response:	Because I was taught that it's my duty to fill my role as a functional member of society.
context: You just want to lick her, don't you?!\Here I come, Miss Kobayashi! Lick, lick, lick, lick!\Man, your tongue is long!\A functional member of society\is someone who diligently obeys the rules\and prioritizes their company over their private life.\I believed that's just how it is.\Because I was taught that it's my duty to fill my role as a functional member of society. response:	Then, the next thing I knew, I no longer had any friends in my private life.
context: Here I come, Miss Kobayashi! Lick, lick, lick, lick!\Man, your tongue is long!\A functional member of society\is someone who diligently obeys the rules\and prioritizes their company over their private life.\I believed that's just how it is.\Because I was taught that it's my duty to fill my role as a functional member of society.\Then, the next thing I knew, I no longer had any friends in my private life. response:	That was when I met Tohru and managed to change.
context: Man, your tongue is long!\A functional member of society\is someone who diligently obeys the rules\and prioritizes their company over their private life.\I believed that's just how it is.\Because I was taught that it's my duty to fill my role as a functional member of society.\Then, the next thing I knew, I no longer had any friends in my private life.\That was when I met Tohru and managed to change. response:	So, maybe,
context: A functional member of society\is someone who diligently obeys the rules\and prioritizes their company over their private life.\I believed that's just how it is.\Because I was taught that it's my duty to fill my role as a functional member of society.\Then, the next thing I knew, I no longer had any friends in my private life.\That was when I met Tohru and managed to change.\So, maybe, response:	I was seeing my old self in Ilulu.
context: is someone who diligently obeys the rules\and prioritizes their company over their private life.\I believed that's just how it is.\Because I was taught that it's my duty to fill my role as a functional member of society.\Then, the next thing I knew, I no longer had any friends in my private life.\That was when I met Tohru and managed to change.\So, maybe,\I was seeing my old self in Ilulu. response:	Ah.
context: and prioritizes their company over their private life.\I believed that's just how it is.\Because I was taught that it's my duty to fill my role as a functional member of society.\Then, the next thing I knew, I no longer had any friends in my private life.\That was when I met Tohru and managed to change.\So, maybe,\I was seeing my old self in Ilulu.\Ah. response:	Miss Kobayashi?
context: I believed that's just how it is.\Because I was taught that it's my duty to fill my role as a functional member of society.\Then, the next thing I knew, I no longer had any friends in my private life.\That was when I met Tohru and managed to change.\So, maybe,\I was seeing my old self in Ilulu.\Ah.\Miss Kobayashi? response:	Stay with me!
context: Because I was taught that it's my duty to fill my role as a functional member of society.\Then, the next thing I knew, I no longer had any friends in my private life.\That was when I met Tohru and managed to change.\So, maybe,\I was seeing my old self in Ilulu.\Ah.\Miss Kobayashi?\Stay with me! response:	You're okay.
context: Then, the next thing I knew, I no longer had any friends in my private life.\That was when I met Tohru and managed to change.\So, maybe,\I was seeing my old self in Ilulu.\Ah.\Miss Kobayashi?\Stay with me!\You're okay. response:	Tohru.
