context: Vivian, the Sex Pistols, Seven Star cigarettes, response:	coffee with milk, cake with a strawberry on top.
context: Ah, sure I love strawberries...\Then I'm getting these.\I feel for Shoji.\What's that supposed to mean?\Well, you're like... you know.\Kinda like a dog.\I am?\You kinda stick around friendly-like and you're real sincere, response:	but you need a lot of caring.
context: Then I'm getting these.\I feel for Shoji.\What's that supposed to mean?\Well, you're like... you know.\Kinda like a dog.\I am?\You kinda stick around friendly-like and you're real sincere,\but you need a lot of caring. response:	Like, not that I mind,
context: I feel for Shoji.\What's that supposed to mean?\Well, you're like... you know.\Kinda like a dog.\I am?\You kinda stick around friendly-like and you're real sincere,\but you need a lot of caring.\Like, not that I mind, response:	I was thinking about getting a pet anyway.
context: What's that supposed to mean?\Well, you're like... you know.\Kinda like a dog.\I am?\You kinda stick around friendly-like and you're real sincere,\but you need a lot of caring.\Like, not that I mind,\I was thinking about getting a pet anyway. response:	Hey Hachi, want me to buy you a toy?
context: Well, you're like... you know.\Kinda like a dog.\I am?\You kinda stick around friendly-like and you're real sincere,\but you need a lot of caring.\Like, not that I mind,\I was thinking about getting a pet anyway.\Hey Hachi, want me to buy you a toy? response:	Hachi? Don't you have a cuter name for me?
context: Kinda like a dog.\I am?\You kinda stick around friendly-like and you're real sincere,\but you need a lot of caring.\Like, not that I mind,\I was thinking about getting a pet anyway.\Hey Hachi, want me to buy you a toy?\Hachi? Don't you have a cuter name for me? response:	We got a lot of stuff pretty close by.
context: I am?\You kinda stick around friendly-like and you're real sincere,\but you need a lot of caring.\Like, not that I mind,\I was thinking about getting a pet anyway.\Hey Hachi, want me to buy you a toy?\Hachi? Don't you have a cuter name for me?\We got a lot of stuff pretty close by. response:	There are a lot of cute shops around here too,
context: You kinda stick around friendly-like and you're real sincere,\but you need a lot of caring.\Like, not that I mind,\I was thinking about getting a pet anyway.\Hey Hachi, want me to buy you a toy?\Hachi? Don't you have a cuter name for me?\We got a lot of stuff pretty close by.\There are a lot of cute shops around here too, response:	and the station area is pretty convenient,
context: but you need a lot of caring.\Like, not that I mind,\I was thinking about getting a pet anyway.\Hey Hachi, want me to buy you a toy?\Hachi? Don't you have a cuter name for me?\We got a lot of stuff pretty close by.\There are a lot of cute shops around here too,\and the station area is pretty convenient, response:	considering we're on the outskirts of town.
context: Like, not that I mind,\I was thinking about getting a pet anyway.\Hey Hachi, want me to buy you a toy?\Hachi? Don't you have a cuter name for me?\We got a lot of stuff pretty close by.\There are a lot of cute shops around here too,\and the station area is pretty convenient,\considering we're on the outskirts of town. response:	That's Tokyo for you.
context: I was thinking about getting a pet anyway.\Hey Hachi, want me to buy you a toy?\Hachi? Don't you have a cuter name for me?\We got a lot of stuff pretty close by.\There are a lot of cute shops around here too,\and the station area is pretty convenient,\considering we're on the outskirts of town.\That's Tokyo for you. response:	All we need now are futons, a space heater, lights, a fridge, and...
context: Hey Hachi, want me to buy you a toy?\Hachi? Don't you have a cuter name for me?\We got a lot of stuff pretty close by.\There are a lot of cute shops around here too,\and the station area is pretty convenient,\considering we're on the outskirts of town.\That's Tokyo for you.\All we need now are futons, a space heater, lights, a fridge, and... response:	Hey! Who's gonna carry it all?
context: Hachi? Don't you have a cuter name for me?\We got a lot of stuff pretty close by.\There are a lot of cute shops around here too,\and the station area is pretty convenient,\considering we're on the outskirts of town.\That's Tokyo for you.\All we need now are futons, a space heater, lights, a fridge, and...\Hey! Who's gonna carry it all? response:	Look, this looks like a nice furniture shop!
context: We got a lot of stuff pretty close by.\There are a lot of cute shops around here too,\and the station area is pretty convenient,\considering we're on the outskirts of town.\That's Tokyo for you.\All we need now are futons, a space heater, lights, a fridge, and...\Hey! Who's gonna carry it all?\Look, this looks like a nice furniture shop! response:	Let's check it out!
context: There are a lot of cute shops around here too,\and the station area is pretty convenient,\considering we're on the outskirts of town.\That's Tokyo for you.\All we need now are futons, a space heater, lights, a fridge, and...\Hey! Who's gonna carry it all?\Look, this looks like a nice furniture shop!\Let's check it out! response:	We'll check out furniture later. Come along, Hachi.
context: and the station area is pretty convenient,\considering we're on the outskirts of town.\That's Tokyo for you.\All we need now are futons, a space heater, lights, a fridge, and...\Hey! Who's gonna carry it all?\Look, this looks like a nice furniture shop!\Let's check it out!\We'll check out furniture later. Come along, Hachi. response:	Aw, but they got cool lighting and stuff.
context: considering we're on the outskirts of town.\That's Tokyo for you.\All we need now are futons, a space heater, lights, a fridge, and...\Hey! Who's gonna carry it all?\Look, this looks like a nice furniture shop!\Let's check it out!\We'll check out furniture later. Come along, Hachi.\Aw, but they got cool lighting and stuff. response:	Oh? Then just a peek.
context: That's Tokyo for you.\All we need now are futons, a space heater, lights, a fridge, and...\Hey! Who's gonna carry it all?\Look, this looks like a nice furniture shop!\Let's check it out!\We'll check out furniture later. Come along, Hachi.\Aw, but they got cool lighting and stuff.\Oh? Then just a peek. response:	All this stuff is really cool! And cheap!
context: All we need now are futons, a space heater, lights, a fridge, and...\Hey! Who's gonna carry it all?\Look, this looks like a nice furniture shop!\Let's check it out!\We'll check out furniture later. Come along, Hachi.\Aw, but they got cool lighting and stuff.\Oh? Then just a peek.\All this stuff is really cool! And cheap! response:	Well done, Hachiko.
context: Hey! Who's gonna carry it all?\Look, this looks like a nice furniture shop!\Let's check it out!\We'll check out furniture later. Come along, Hachi.\Aw, but they got cool lighting and stuff.\Oh? Then just a peek.\All this stuff is really cool! And cheap!\Well done, Hachiko. response:	Yay! Found a cute space heater!
context: Look, this looks like a nice furniture shop!\Let's check it out!\We'll check out furniture later. Come along, Hachi.\Aw, but they got cool lighting and stuff.\Oh? Then just a peek.\All this stuff is really cool! And cheap!\Well done, Hachiko.\Yay! Found a cute space heater! response:	I'm getting this for my room.
context: Let's check it out!\We'll check out furniture later. Come along, Hachi.\Aw, but they got cool lighting and stuff.\Oh? Then just a peek.\All this stuff is really cool! And cheap!\Well done, Hachiko.\Yay! Found a cute space heater!\I'm getting this for my room. response:	That looks like a good one for the living room, don't you think?
context: We'll check out furniture later. Come along, Hachi.\Aw, but they got cool lighting and stuff.\Oh? Then just a peek.\All this stuff is really cool! And cheap!\Well done, Hachiko.\Yay! Found a cute space heater!\I'm getting this for my room.\That looks like a good one for the living room, don't you think? response:	How cute!
context: Aw, but they got cool lighting and stuff.\Oh? Then just a peek.\All this stuff is really cool! And cheap!\Well done, Hachiko.\Yay! Found a cute space heater!\I'm getting this for my room.\That looks like a good one for the living room, don't you think?\How cute! response:	Says it's made in the fifties. Is it usable?
context: Oh? Then just a peek.\All this stuff is really cool! And cheap!\Well done, Hachiko.\Yay! Found a cute space heater!\I'm getting this for my room.\That looks like a good one for the living room, don't you think?\How cute!\Says it's made in the fifties. Is it usable? response:	Not a problem. It's been fixed up.
context: All this stuff is really cool! And cheap!\Well done, Hachiko.\Yay! Found a cute space heater!\I'm getting this for my room.\That looks like a good one for the living room, don't you think?\How cute!\Says it's made in the fifties. Is it usable?\Not a problem. It's been fixed up. response:	Feel free to look around.
context: Well done, Hachiko.\Yay! Found a cute space heater!\I'm getting this for my room.\That looks like a good one for the living room, don't you think?\How cute!\Says it's made in the fifties. Is it usable?\Not a problem. It's been fixed up.\Feel free to look around. response:	Our merchandise is all used goods from the fifties to the seventies.
context: Yay! Found a cute space heater!\I'm getting this for my room.\That looks like a good one for the living room, don't you think?\How cute!\Says it's made in the fifties. Is it usable?\Not a problem. It's been fixed up.\Feel free to look around.\Our merchandise is all used goods from the fifties to the seventies. response:	I go overseas myself and find the real bargains.
context: I'm getting this for my room.\That looks like a good one for the living room, don't you think?\How cute!\Says it's made in the fifties. Is it usable?\Not a problem. It's been fixed up.\Feel free to look around.\Our merchandise is all used goods from the fifties to the seventies.\I go overseas myself and find the real bargains. response:	I recommend everything here.
context: That looks like a good one for the living room, don't you think?\How cute!\Says it's made in the fifties. Is it usable?\Not a problem. It's been fixed up.\Feel free to look around.\Our merchandise is all used goods from the fifties to the seventies.\I go overseas myself and find the real bargains.\I recommend everything here. response:	Is that so? So that's why everything's so reasonably priced!
context: How cute!\Says it's made in the fifties. Is it usable?\Not a problem. It's been fixed up.\Feel free to look around.\Our merchandise is all used goods from the fifties to the seventies.\I go overseas myself and find the real bargains.\I recommend everything here.\Is that so? So that's why everything's so reasonably priced! response:	Hey, you're speaking in a different voice.
context: Says it's made in the fifties. Is it usable?\Not a problem. It's been fixed up.\Feel free to look around.\Our merchandise is all used goods from the fifties to the seventies.\I go overseas myself and find the real bargains.\I recommend everything here.\Is that so? So that's why everything's so reasonably priced!\Hey, you're speaking in a different voice. response:	You can rest at ease.
context: Not a problem. It's been fixed up.\Feel free to look around.\Our merchandise is all used goods from the fifties to the seventies.\I go overseas myself and find the real bargains.\I recommend everything here.\Is that so? So that's why everything's so reasonably priced!\Hey, you're speaking in a different voice.\You can rest at ease. response:	There's nothing here that's not of good value.
context: Feel free to look around.\Our merchandise is all used goods from the fifties to the seventies.\I go overseas myself and find the real bargains.\I recommend everything here.\Is that so? So that's why everything's so reasonably priced!\Hey, you're speaking in a different voice.\You can rest at ease.\There's nothing here that's not of good value. response:	Normally these things would be a lot more expensive.
context: Our merchandise is all used goods from the fifties to the seventies.\I go overseas myself and find the real bargains.\I recommend everything here.\Is that so? So that's why everything's so reasonably priced!\Hey, you're speaking in a different voice.\You can rest at ease.\There's nothing here that's not of good value.\Normally these things would be a lot more expensive. response:	It's just a matter of me not making any profit.
context: I go overseas myself and find the real bargains.\I recommend everything here.\Is that so? So that's why everything's so reasonably priced!\Hey, you're speaking in a different voice.\You can rest at ease.\There's nothing here that's not of good value.\Normally these things would be a lot more expensive.\It's just a matter of me not making any profit. response:	Hey come on, quit the chatter and make up your mind already.
context: I recommend everything here.\Is that so? So that's why everything's so reasonably priced!\Hey, you're speaking in a different voice.\You can rest at ease.\There's nothing here that's not of good value.\Normally these things would be a lot more expensive.\It's just a matter of me not making any profit.\Hey come on, quit the chatter and make up your mind already. response:	But they're all so nice, I can't decide.
context: Is that so? So that's why everything's so reasonably priced!\Hey, you're speaking in a different voice.\You can rest at ease.\There's nothing here that's not of good value.\Normally these things would be a lot more expensive.\It's just a matter of me not making any profit.\Hey come on, quit the chatter and make up your mind already.\But they're all so nice, I can't decide. response:	Are you looking for something in particular?
context: Hey, you're speaking in a different voice.\You can rest at ease.\There's nothing here that's not of good value.\Normally these things would be a lot more expensive.\It's just a matter of me not making any profit.\Hey come on, quit the chatter and make up your mind already.\But they're all so nice, I can't decide.\Are you looking for something in particular? response:	Oh, all kinds of things.
context: You can rest at ease.\There's nothing here that's not of good value.\Normally these things would be a lot more expensive.\It's just a matter of me not making any profit.\Hey come on, quit the chatter and make up your mind already.\But they're all so nice, I can't decide.\Are you looking for something in particular?\Oh, all kinds of things. response:	We just moved and the apartment's still bare.
context: There's nothing here that's not of good value.\Normally these things would be a lot more expensive.\It's just a matter of me not making any profit.\Hey come on, quit the chatter and make up your mind already.\But they're all so nice, I can't decide.\Are you looking for something in particular?\Oh, all kinds of things.\We just moved and the apartment's still bare. response:	How about these folding chairs? They're a set of two.
context: Normally these things would be a lot more expensive.\It's just a matter of me not making any profit.\Hey come on, quit the chatter and make up your mind already.\But they're all so nice, I can't decide.\Are you looking for something in particular?\Oh, all kinds of things.\We just moved and the apartment's still bare.\How about these folding chairs? They're a set of two. response:	We'll take'em!
context: It's just a matter of me not making any profit.\Hey come on, quit the chatter and make up your mind already.\But they're all so nice, I can't decide.\Are you looking for something in particular?\Oh, all kinds of things.\We just moved and the apartment's still bare.\How about these folding chairs? They're a set of two.\We'll take'em! response:	Oh, and how about that?
context: Hey come on, quit the chatter and make up your mind already.\But they're all so nice, I can't decide.\Are you looking for something in particular?\Oh, all kinds of things.\We just moved and the apartment's still bare.\How about these folding chairs? They're a set of two.\We'll take'em!\Oh, and how about that? response:	It's cute and suits your image perfectly.
context: But they're all so nice, I can't decide.\Are you looking for something in particular?\Oh, all kinds of things.\We just moved and the apartment's still bare.\How about these folding chairs? They're a set of two.\We'll take'em!\Oh, and how about that?\It's cute and suits your image perfectly. response:	Then I'll take it.
context: Are you looking for something in particular?\Oh, all kinds of things.\We just moved and the apartment's still bare.\How about these folding chairs? They're a set of two.\We'll take'em!\Oh, and how about that?\It's cute and suits your image perfectly.\Then I'll take it. response:	Look at it before you decide.
context: Oh, all kinds of things.\We just moved and the apartment's still bare.\How about these folding chairs? They're a set of two.\We'll take'em!\Oh, and how about that?\It's cute and suits your image perfectly.\Then I'll take it.\Look at it before you decide. response:	So you guys are Nana and Hachi? What a combination.
context: We just moved and the apartment's still bare.\How about these folding chairs? They're a set of two.\We'll take'em!\Oh, and how about that?\It's cute and suits your image perfectly.\Then I'll take it.\Look at it before you decide.\So you guys are Nana and Hachi? What a combination. response:	Well actually, my name is Nana too,
context: How about these folding chairs? They're a set of two.\We'll take'em!\Oh, and how about that?\It's cute and suits your image perfectly.\Then I'll take it.\Look at it before you decide.\So you guys are Nana and Hachi? What a combination.\Well actually, my name is Nana too, response:	but it's confusing to have the same name, so Nana...
context: We'll take'em!\Oh, and how about that?\It's cute and suits your image perfectly.\Then I'll take it.\Look at it before you decide.\So you guys are Nana and Hachi? What a combination.\Well actually, my name is Nana too,\but it's confusing to have the same name, so Nana... response:	Was that the reason? It's because you're like a pet dog.
context: Oh, and how about that?\It's cute and suits your image perfectly.\Then I'll take it.\Look at it before you decide.\So you guys are Nana and Hachi? What a combination.\Well actually, my name is Nana too,\but it's confusing to have the same name, so Nana...\Was that the reason? It's because you're like a pet dog. response:	Come by again and take a closer look around.
context: It's cute and suits your image perfectly.\Then I'll take it.\Look at it before you decide.\So you guys are Nana and Hachi? What a combination.\Well actually, my name is Nana too,\but it's confusing to have the same name, so Nana...\Was that the reason? It's because you're like a pet dog.\Come by again and take a closer look around. response:	Yes sir! We'll definitely be back!
context: Then I'll take it.\Look at it before you decide.\So you guys are Nana and Hachi? What a combination.\Well actually, my name is Nana too,\but it's confusing to have the same name, so Nana...\Was that the reason? It's because you're like a pet dog.\Come by again and take a closer look around.\Yes sir! We'll definitely be back! response:	Come to think of it,
context: Look at it before you decide.\So you guys are Nana and Hachi? What a combination.\Well actually, my name is Nana too,\but it's confusing to have the same name, so Nana...\Was that the reason? It's because you're like a pet dog.\Come by again and take a closer look around.\Yes sir! We'll definitely be back!\Come to think of it, response:	do you think we can get the refrigerator and the washing machine delivered today?
context: So you guys are Nana and Hachi? What a combination.\Well actually, my name is Nana too,\but it's confusing to have the same name, so Nana...\Was that the reason? It's because you're like a pet dog.\Come by again and take a closer look around.\Yes sir! We'll definitely be back!\Come to think of it,\do you think we can get the refrigerator and the washing machine delivered today? response:	If you don't mind it being late,
context: Well actually, my name is Nana too,\but it's confusing to have the same name, so Nana...\Was that the reason? It's because you're like a pet dog.\Come by again and take a closer look around.\Yes sir! We'll definitely be back!\Come to think of it,\do you think we can get the refrigerator and the washing machine delivered today?\If you don't mind it being late, response:	I can bring it over myself after I close up.
context: but it's confusing to have the same name, so Nana...\Was that the reason? It's because you're like a pet dog.\Come by again and take a closer look around.\Yes sir! We'll definitely be back!\Come to think of it,\do you think we can get the refrigerator and the washing machine delivered today?\If you don't mind it being late,\I can bring it over myself after I close up. response:	You're not that far.
context: Was that the reason? It's because you're like a pet dog.\Come by again and take a closer look around.\Yes sir! We'll definitely be back!\Come to think of it,\do you think we can get the refrigerator and the washing machine delivered today?\If you don't mind it being late,\I can bring it over myself after I close up.\You're not that far. response:	Are you sure? Thanks.
context: Come by again and take a closer look around.\Yes sir! We'll definitely be back!\Come to think of it,\do you think we can get the refrigerator and the washing machine delivered today?\If you don't mind it being late,\I can bring it over myself after I close up.\You're not that far.\Are you sure? Thanks. response:	Then could ya bring this other stuff with ya?
context: Yes sir! We'll definitely be back!\Come to think of it,\do you think we can get the refrigerator and the washing machine delivered today?\If you don't mind it being late,\I can bring it over myself after I close up.\You're not that far.\Are you sure? Thanks.\Then could ya bring this other stuff with ya? response:	Nana, that's asking a bit much, don't you think?
context: Come to think of it,\do you think we can get the refrigerator and the washing machine delivered today?\If you don't mind it being late,\I can bring it over myself after I close up.\You're not that far.\Are you sure? Thanks.\Then could ya bring this other stuff with ya?\Nana, that's asking a bit much, don't you think? response:	Don't worry about it. I'm going anyway.
context: do you think we can get the refrigerator and the washing machine delivered today?\If you don't mind it being late,\I can bring it over myself after I close up.\You're not that far.\Are you sure? Thanks.\Then could ya bring this other stuff with ya?\Nana, that's asking a bit much, don't you think?\Don't worry about it. I'm going anyway. response:	Oh, Mr. Mizukoshi, you're too nice.
context: If you don't mind it being late,\I can bring it over myself after I close up.\You're not that far.\Are you sure? Thanks.\Then could ya bring this other stuff with ya?\Nana, that's asking a bit much, don't you think?\Don't worry about it. I'm going anyway.\Oh, Mr. Mizukoshi, you're too nice. response:	Is everyone in Tokyo this nice?
context: I can bring it over myself after I close up.\You're not that far.\Are you sure? Thanks.\Then could ya bring this other stuff with ya?\Nana, that's asking a bit much, don't you think?\Don't worry about it. I'm going anyway.\Oh, Mr. Mizukoshi, you're too nice.\Is everyone in Tokyo this nice? response:	When did you get his name?
context: You're not that far.\Are you sure? Thanks.\Then could ya bring this other stuff with ya?\Nana, that's asking a bit much, don't you think?\Don't worry about it. I'm going anyway.\Oh, Mr. Mizukoshi, you're too nice.\Is everyone in Tokyo this nice?\When did you get his name? response:	Tell you the truth, I'd like to go while there's still daylight
context: Are you sure? Thanks.\Then could ya bring this other stuff with ya?\Nana, that's asking a bit much, don't you think?\Don't worry about it. I'm going anyway.\Oh, Mr. Mizukoshi, you're too nice.\Is everyone in Tokyo this nice?\When did you get his name?\Tell you the truth, I'd like to go while there's still daylight response:	and set up your lights for you.
context: Then could ya bring this other stuff with ya?\Nana, that's asking a bit much, don't you think?\Don't worry about it. I'm going anyway.\Oh, Mr. Mizukoshi, you're too nice.\Is everyone in Tokyo this nice?\When did you get his name?\Tell you the truth, I'd like to go while there's still daylight\and set up your lights for you. response:	But the kid watching shop for me quit, so I can't get out. It's a problem...
context: Nana, that's asking a bit much, don't you think?\Don't worry about it. I'm going anyway.\Oh, Mr. Mizukoshi, you're too nice.\Is everyone in Tokyo this nice?\When did you get his name?\Tell you the truth, I'd like to go while there's still daylight\and set up your lights for you.\But the kid watching shop for me quit, so I can't get out. It's a problem... response:	If I can do the job, I'll work for you!
context: Don't worry about it. I'm going anyway.\Oh, Mr. Mizukoshi, you're too nice.\Is everyone in Tokyo this nice?\When did you get his name?\Tell you the truth, I'd like to go while there's still daylight\and set up your lights for you.\But the kid watching shop for me quit, so I can't get out. It's a problem...\If I can do the job, I'll work for you! response:	Wow, am I ever lucky!
context: Oh, Mr. Mizukoshi, you're too nice.\Is everyone in Tokyo this nice?\When did you get his name?\Tell you the truth, I'd like to go while there's still daylight\and set up your lights for you.\But the kid watching shop for me quit, so I can't get out. It's a problem...\If I can do the job, I'll work for you!\Wow, am I ever lucky! response:	I never expected to land a job so quickly!
context: Is everyone in Tokyo this nice?\When did you get his name?\Tell you the truth, I'd like to go while there's still daylight\and set up your lights for you.\But the kid watching shop for me quit, so I can't get out. It's a problem...\If I can do the job, I'll work for you!\Wow, am I ever lucky!\I never expected to land a job so quickly! response:	It's like luck has suddenly landed on me.
context: When did you get his name?\Tell you the truth, I'd like to go while there's still daylight\and set up your lights for you.\But the kid watching shop for me quit, so I can't get out. It's a problem...\If I can do the job, I'll work for you!\Wow, am I ever lucky!\I never expected to land a job so quickly!\It's like luck has suddenly landed on me. response:	Thank you, Demon Lord!
context: Tell you the truth, I'd like to go while there's still daylight\and set up your lights for you.\But the kid watching shop for me quit, so I can't get out. It's a problem...\If I can do the job, I'll work for you!\Wow, am I ever lucky!\I never expected to land a job so quickly!\It's like luck has suddenly landed on me.\Thank you, Demon Lord! response:	You flirt.
context: and set up your lights for you.\But the kid watching shop for me quit, so I can't get out. It's a problem...\If I can do the job, I'll work for you!\Wow, am I ever lucky!\I never expected to land a job so quickly!\It's like luck has suddenly landed on me.\Thank you, Demon Lord!\You flirt. response:	D-Don't get me wrong!
context: But the kid watching shop for me quit, so I can't get out. It's a problem...\If I can do the job, I'll work for you!\Wow, am I ever lucky!\I never expected to land a job so quickly!\It's like luck has suddenly landed on me.\Thank you, Demon Lord!\You flirt.\D-Don't get me wrong! response:	The reason I said I wanted to work there
context: If I can do the job, I'll work for you!\Wow, am I ever lucky!\I never expected to land a job so quickly!\It's like luck has suddenly landed on me.\Thank you, Demon Lord!\You flirt.\D-Don't get me wrong!\The reason I said I wanted to work there response:	was because I liked the shop,
context: Wow, am I ever lucky!\I never expected to land a job so quickly!\It's like luck has suddenly landed on me.\Thank you, Demon Lord!\You flirt.\D-Don't get me wrong!\The reason I said I wanted to work there\was because I liked the shop, response:	not because Mr. Mizukoshi is twenty-nine and cool,
context: I never expected to land a job so quickly!\It's like luck has suddenly landed on me.\Thank you, Demon Lord!\You flirt.\D-Don't get me wrong!\The reason I said I wanted to work there\was because I liked the shop,\not because Mr. Mizukoshi is twenty-nine and cool, response:	not to mention single...
context: It's like luck has suddenly landed on me.\Thank you, Demon Lord!\You flirt.\D-Don't get me wrong!\The reason I said I wanted to work there\was because I liked the shop,\not because Mr. Mizukoshi is twenty-nine and cool,\not to mention single... response:	You checked him out?
context: Thank you, Demon Lord!\You flirt.\D-Don't get me wrong!\The reason I said I wanted to work there\was because I liked the shop,\not because Mr. Mizukoshi is twenty-nine and cool,\not to mention single...\You checked him out? response:	But he doesn't look like he's almost thirty, does he?
context: You flirt.\D-Don't get me wrong!\The reason I said I wanted to work there\was because I liked the shop,\not because Mr. Mizukoshi is twenty-nine and cool,\not to mention single...\You checked him out?\But he doesn't look like he's almost thirty, does he? response:	I was surprised!
context: D-Don't get me wrong!\The reason I said I wanted to work there\was because I liked the shop,\not because Mr. Mizukoshi is twenty-nine and cool,\not to mention single...\You checked him out?\But he doesn't look like he's almost thirty, does he?\I was surprised! response:	I thought he was in his early twenties.
context: The reason I said I wanted to work there\was because I liked the shop,\not because Mr. Mizukoshi is twenty-nine and cool,\not to mention single...\You checked him out?\But he doesn't look like he's almost thirty, does he?\I was surprised!\I thought he was in his early twenties. response:	Oh yeah, you're the love-at-first-sight champion.
context: was because I liked the shop,\not because Mr. Mizukoshi is twenty-nine and cool,\not to mention single...\You checked him out?\But he doesn't look like he's almost thirty, does he?\I was surprised!\I thought he was in his early twenties.\Oh yeah, you're the love-at-first-sight champion. response:	H-How do you know that?
context: not because Mr. Mizukoshi is twenty-nine and cool,\not to mention single...\You checked him out?\But he doesn't look like he's almost thirty, does he?\I was surprised!\I thought he was in his early twenties.\Oh yeah, you're the love-at-first-sight champion.\H-How do you know that? response:	You spilled it all out on the train the other day.
context: not to mention single...\You checked him out?\But he doesn't look like he's almost thirty, does he?\I was surprised!\I thought he was in his early twenties.\Oh yeah, you're the love-at-first-sight champion.\H-How do you know that?\You spilled it all out on the train the other day. response:	M-Maybe I did...
context: You checked him out?\But he doesn't look like he's almost thirty, does he?\I was surprised!\I thought he was in his early twenties.\Oh yeah, you're the love-at-first-sight champion.\H-How do you know that?\You spilled it all out on the train the other day.\M-Maybe I did... response:	But anyway, I have no idea what you see in that Mizukoshi.
context: But he doesn't look like he's almost thirty, does he?\I was surprised!\I thought he was in his early twenties.\Oh yeah, you're the love-at-first-sight champion.\H-How do you know that?\You spilled it all out on the train the other day.\M-Maybe I did...\But anyway, I have no idea what you see in that Mizukoshi. response:	Then who's your type, Nana?
context: I was surprised!\I thought he was in his early twenties.\Oh yeah, you're the love-at-first-sight champion.\H-How do you know that?\You spilled it all out on the train the other day.\M-Maybe I did...\But anyway, I have no idea what you see in that Mizukoshi.\Then who's your type, Nana? response:	My type?
context: I thought he was in his early twenties.\Oh yeah, you're the love-at-first-sight champion.\H-How do you know that?\You spilled it all out on the train the other day.\M-Maybe I did...\But anyway, I have no idea what you see in that Mizukoshi.\Then who's your type, Nana?\My type? response:	For example, who's your favorite celebrity?
context: Oh yeah, you're the love-at-first-sight champion.\H-How do you know that?\You spilled it all out on the train the other day.\M-Maybe I did...\But anyway, I have no idea what you see in that Mizukoshi.\Then who's your type, Nana?\My type?\For example, who's your favorite celebrity? response:	Sid Vicious!
context: H-How do you know that?\You spilled it all out on the train the other day.\M-Maybe I did...\But anyway, I have no idea what you see in that Mizukoshi.\Then who's your type, Nana?\My type?\For example, who's your favorite celebrity?\Sid Vicious! response:	Of the Sex Pistols?
context: You spilled it all out on the train the other day.\M-Maybe I did...\But anyway, I have no idea what you see in that Mizukoshi.\Then who's your type, Nana?\My type?\For example, who's your favorite celebrity?\Sid Vicious!\Of the Sex Pistols? response:	So you know them. You listen to the Sex Pistols?
context: M-Maybe I did...\But anyway, I have no idea what you see in that Mizukoshi.\Then who's your type, Nana?\My type?\For example, who's your favorite celebrity?\Sid Vicious!\Of the Sex Pistols?\So you know them. You listen to the Sex Pistols? response:	No, but I saw the movie, Sid and Nancy.
context: But anyway, I have no idea what you see in that Mizukoshi.\Then who's your type, Nana?\My type?\For example, who's your favorite celebrity?\Sid Vicious!\Of the Sex Pistols?\So you know them. You listen to the Sex Pistols?\No, but I saw the movie, Sid and Nancy. response:	Figures. There are bound to be a few people like this.
context: Then who's your type, Nana?\My type?\For example, who's your favorite celebrity?\Sid Vicious!\Of the Sex Pistols?\So you know them. You listen to the Sex Pistols?\No, but I saw the movie, Sid and Nancy.\Figures. There are bound to be a few people like this. response:	Hey, Nana, the futons are on the seventh floor.
context: My type?\For example, who's your favorite celebrity?\Sid Vicious!\Of the Sex Pistols?\So you know them. You listen to the Sex Pistols?\No, but I saw the movie, Sid and Nancy.\Figures. There are bound to be a few people like this.\Hey, Nana, the futons are on the seventh floor. response:	Seven again?
context: For example, who's your favorite celebrity?\Sid Vicious!\Of the Sex Pistols?\So you know them. You listen to the Sex Pistols?\No, but I saw the movie, Sid and Nancy.\Figures. There are bound to be a few people like this.\Hey, Nana, the futons are on the seventh floor.\Seven again? response:	Hey Nana, I was just thinking.
context: Sid Vicious!\Of the Sex Pistols?\So you know them. You listen to the Sex Pistols?\No, but I saw the movie, Sid and Nancy.\Figures. There are bound to be a few people like this.\Hey, Nana, the futons are on the seventh floor.\Seven again?\Hey Nana, I was just thinking. response:	What is it, Hachi?
context: Of the Sex Pistols?\So you know them. You listen to the Sex Pistols?\No, but I saw the movie, Sid and Nancy.\Figures. There are bound to be a few people like this.\Hey, Nana, the futons are on the seventh floor.\Seven again?\Hey Nana, I was just thinking.\What is it, Hachi? response:	You know how we walk into our apartment with our shoes on?
context: So you know them. You listen to the Sex Pistols?\No, but I saw the movie, Sid and Nancy.\Figures. There are bound to be a few people like this.\Hey, Nana, the futons are on the seventh floor.\Seven again?\Hey Nana, I was just thinking.\What is it, Hachi?\You know how we walk into our apartment with our shoes on? response:	I mean, Tokyo is not a foreign country.
context: No, but I saw the movie, Sid and Nancy.\Figures. There are bound to be a few people like this.\Hey, Nana, the futons are on the seventh floor.\Seven again?\Hey Nana, I was just thinking.\What is it, Hachi?\You know how we walk into our apartment with our shoes on?\I mean, Tokyo is not a foreign country. response:	So what's the big deal?
context: Figures. There are bound to be a few people like this.\Hey, Nana, the futons are on the seventh floor.\Seven again?\Hey Nana, I was just thinking.\What is it, Hachi?\You know how we walk into our apartment with our shoes on?\I mean, Tokyo is not a foreign country.\So what's the big deal? response:	Well, doesn't it bother you to lay futons on the floor?
context: Hey, Nana, the futons are on the seventh floor.\Seven again?\Hey Nana, I was just thinking.\What is it, Hachi?\You know how we walk into our apartment with our shoes on?\I mean, Tokyo is not a foreign country.\So what's the big deal?\Well, doesn't it bother you to lay futons on the floor? response:	Don't you think it's kinda dirty?
