context: Lisanna was good friends with Natsu since they were children, response:	but during one incident, it was thought that she died.
context: Yes!\Don't worry... about me...\Take care... of Natsu...\No! I promise! I promise that I'll do something!\I promise that I'll help you both!\Natsu's... scarf...\Can you put it back... to the way it was?\His scarf? response:	The malevolence that stains his scarf... is impeding Natsu's recovery...
context: Don't worry... about me...\Take care... of Natsu...\No! I promise! I promise that I'll do something!\I promise that I'll help you both!\Natsu's... scarf...\Can you put it back... to the way it was?\His scarf?\The malevolence that stains his scarf... is impeding Natsu's recovery... response:	I'll try!
context: Take care... of Natsu...\No! I promise! I promise that I'll do something!\I promise that I'll help you both!\Natsu's... scarf...\Can you put it back... to the way it was?\His scarf?\The malevolence that stains his scarf... is impeding Natsu's recovery...\I'll try! response:	Why did Natsu's scarf become black in the first place?
context: No! I promise! I promise that I'll do something!\I promise that I'll help you both!\Natsu's... scarf...\Can you put it back... to the way it was?\His scarf?\The malevolence that stains his scarf... is impeding Natsu's recovery...\I'll try!\Why did Natsu's scarf become black in the first place? response:	That creepy guy with black hair I was telling you about did it.
context: I promise that I'll help you both!\Natsu's... scarf...\Can you put it back... to the way it was?\His scarf?\The malevolence that stains his scarf... is impeding Natsu's recovery...\I'll try!\Why did Natsu's scarf become black in the first place?\That creepy guy with black hair I was telling you about did it. response:	Could that be...
context: Natsu's... scarf...\Can you put it back... to the way it was?\His scarf?\The malevolence that stains his scarf... is impeding Natsu's recovery...\I'll try!\Why did Natsu's scarf become black in the first place?\That creepy guy with black hair I was telling you about did it.\Could that be... response:	Zeref!
context: Can you put it back... to the way it was?\His scarf?\The malevolence that stains his scarf... is impeding Natsu's recovery...\I'll try!\Why did Natsu's scarf become black in the first place?\That creepy guy with black hair I was telling you about did it.\Could that be...\Zeref! response:	After all that searching, here you are...
context: His scarf?\The malevolence that stains his scarf... is impeding Natsu's recovery...\I'll try!\Why did Natsu's scarf become black in the first place?\That creepy guy with black hair I was telling you about did it.\Could that be...\Zeref!\After all that searching, here you are... response:	You people want my power?
context: The malevolence that stains his scarf... is impeding Natsu's recovery...\I'll try!\Why did Natsu's scarf become black in the first place?\That creepy guy with black hair I was telling you about did it.\Could that be...\Zeref!\After all that searching, here you are...\You people want my power? response:	We desire your entire existence, Lord Zeref.
context: I'll try!\Why did Natsu's scarf become black in the first place?\That creepy guy with black hair I was telling you about did it.\Could that be...\Zeref!\After all that searching, here you are...\You people want my power?\We desire your entire existence, Lord Zeref. response:	I have no intention of doing anything in this age.
context: Why did Natsu's scarf become black in the first place?\That creepy guy with black hair I was telling you about did it.\Could that be...\Zeref!\After all that searching, here you are...\You people want my power?\We desire your entire existence, Lord Zeref.\I have no intention of doing anything in this age. response:	I don't want to see strife or anyone die.
context: That creepy guy with black hair I was telling you about did it.\Could that be...\Zeref!\After all that searching, here you are...\You people want my power?\We desire your entire existence, Lord Zeref.\I have no intention of doing anything in this age.\I don't want to see strife or anyone die. response:	Cease your attacks upon this island and leave at once!
context: Could that be...\Zeref!\After all that searching, here you are...\You people want my power?\We desire your entire existence, Lord Zeref.\I have no intention of doing anything in this age.\I don't want to see strife or anyone die.\Cease your attacks upon this island and leave at once! response:	He doesn't want to see strife or anyone die?
context: Zeref!\After all that searching, here you are...\You people want my power?\We desire your entire existence, Lord Zeref.\I have no intention of doing anything in this age.\I don't want to see strife or anyone die.\Cease your attacks upon this island and leave at once!\He doesn't want to see strife or anyone die? response:	Though he's conscious, he doesn't know who he is?
context: After all that searching, here you are...\You people want my power?\We desire your entire existence, Lord Zeref.\I have no intention of doing anything in this age.\I don't want to see strife or anyone die.\Cease your attacks upon this island and leave at once!\He doesn't want to see strife or anyone die?\Though he's conscious, he doesn't know who he is? response:	This is Zeref?!
context: You people want my power?\We desire your entire existence, Lord Zeref.\I have no intention of doing anything in this age.\I don't want to see strife or anyone die.\Cease your attacks upon this island and leave at once!\He doesn't want to see strife or anyone die?\Though he's conscious, he doesn't know who he is?\This is Zeref?! response:	He's in a state of slumber?!
context: We desire your entire existence, Lord Zeref.\I have no intention of doing anything in this age.\I don't want to see strife or anyone die.\Cease your attacks upon this island and leave at once!\He doesn't want to see strife or anyone die?\Though he's conscious, he doesn't know who he is?\This is Zeref?!\He's in a state of slumber?! response:	I'm angry!
context: I have no intention of doing anything in this age.\I don't want to see strife or anyone die.\Cease your attacks upon this island and leave at once!\He doesn't want to see strife or anyone die?\Though he's conscious, he doesn't know who he is?\This is Zeref?!\He's in a state of slumber?!\I'm angry! response:	What is that monster?!
context: I don't want to see strife or anyone die.\Cease your attacks upon this island and leave at once!\He doesn't want to see strife or anyone die?\Though he's conscious, he doesn't know who he is?\This is Zeref?!\He's in a state of slumber?!\I'm angry!\What is that monster?! response:	Look who's talking!
context: Cease your attacks upon this island and leave at once!\He doesn't want to see strife or anyone die?\Though he's conscious, he doesn't know who he is?\This is Zeref?!\He's in a state of slumber?!\I'm angry!\What is that monster?!\Look who's talking! response:	This is my Sacred Guardian Beast, Thunderclap Belcusas.
context: He doesn't want to see strife or anyone die?\Though he's conscious, he doesn't know who he is?\This is Zeref?!\He's in a state of slumber?!\I'm angry!\What is that monster?!\Look who's talking!\This is my Sacred Guardian Beast, Thunderclap Belcusas. response:	Thunderclap Belcusas...
context: Though he's conscious, he doesn't know who he is?\This is Zeref?!\He's in a state of slumber?!\I'm angry!\What is that monster?!\Look who's talking!\This is my Sacred Guardian Beast, Thunderclap Belcusas.\Thunderclap Belcusas... response:	It's even got two names?!
context: This is Zeref?!\He's in a state of slumber?!\I'm angry!\What is that monster?!\Look who's talking!\This is my Sacred Guardian Beast, Thunderclap Belcusas.\Thunderclap Belcusas...\It's even got two names?! response:	The encounter between demon and angel is unavoidable destiny.
context: He's in a state of slumber?!\I'm angry!\What is that monster?!\Look who's talking!\This is my Sacred Guardian Beast, Thunderclap Belcusas.\Thunderclap Belcusas...\It's even got two names?!\The encounter between demon and angel is unavoidable destiny. response:	I don't know anything about angels or demons,
context: I'm angry!\What is that monster?!\Look who's talking!\This is my Sacred Guardian Beast, Thunderclap Belcusas.\Thunderclap Belcusas...\It's even got two names?!\The encounter between demon and angel is unavoidable destiny.\I don't know anything about angels or demons, response:	but if you're a Man, fight me fair and square!
context: What is that monster?!\Look who's talking!\This is my Sacred Guardian Beast, Thunderclap Belcusas.\Thunderclap Belcusas...\It's even got two names?!\The encounter between demon and angel is unavoidable destiny.\I don't know anything about angels or demons,\but if you're a Man, fight me fair and square! response:	Belcusas, fight them fair and square.
context: Look who's talking!\This is my Sacred Guardian Beast, Thunderclap Belcusas.\Thunderclap Belcusas...\It's even got two names?!\The encounter between demon and angel is unavoidable destiny.\I don't know anything about angels or demons,\but if you're a Man, fight me fair and square!\Belcusas, fight them fair and square. response:	I meant you!
context: This is my Sacred Guardian Beast, Thunderclap Belcusas.\Thunderclap Belcusas...\It's even got two names?!\The encounter between demon and angel is unavoidable destiny.\I don't know anything about angels or demons,\but if you're a Man, fight me fair and square!\Belcusas, fight them fair and square.\I meant you! response:	Fairy Machine Gun! Leprechaun!
context: Thunderclap Belcusas...\It's even got two names?!\The encounter between demon and angel is unavoidable destiny.\I don't know anything about angels or demons,\but if you're a Man, fight me fair and square!\Belcusas, fight them fair and square.\I meant you!\Fairy Machine Gun! Leprechaun! response:	It has no effect?!
context: It's even got two names?!\The encounter between demon and angel is unavoidable destiny.\I don't know anything about angels or demons,\but if you're a Man, fight me fair and square!\Belcusas, fight them fair and square.\I meant you!\Fairy Machine Gun! Leprechaun!\It has no effect?! response:	Take Over, Beast Soul!
context: The encounter between demon and angel is unavoidable destiny.\I don't know anything about angels or demons,\but if you're a Man, fight me fair and square!\Belcusas, fight them fair and square.\I meant you!\Fairy Machine Gun! Leprechaun!\It has no effect?!\Take Over, Beast Soul! response:	What are you doing?!
context: I don't know anything about angels or demons,\but if you're a Man, fight me fair and square!\Belcusas, fight them fair and square.\I meant you!\Fairy Machine Gun! Leprechaun!\It has no effect?!\Take Over, Beast Soul!\What are you doing?! response:	All you have to do is turn him to stone, right?!
context: but if you're a Man, fight me fair and square!\Belcusas, fight them fair and square.\I meant you!\Fairy Machine Gun! Leprechaun!\It has no effect?!\Take Over, Beast Soul!\What are you doing?!\All you have to do is turn him to stone, right?! response:	That only works on humans!
context: Belcusas, fight them fair and square.\I meant you!\Fairy Machine Gun! Leprechaun!\It has no effect?!\Take Over, Beast Soul!\What are you doing?!\All you have to do is turn him to stone, right?!\That only works on humans! response:	Idiot! I meant the boss! That man!
context: I meant you!\Fairy Machine Gun! Leprechaun!\It has no effect?!\Take Over, Beast Soul!\What are you doing?!\All you have to do is turn him to stone, right?!\That only works on humans!\Idiot! I meant the boss! That man! response:	I can't! He's wearing glasses!
context: Fairy Machine Gun! Leprechaun!\It has no effect?!\Take Over, Beast Soul!\What are you doing?!\All you have to do is turn him to stone, right?!\That only works on humans!\Idiot! I meant the boss! That man!\I can't! He's wearing glasses! response:	Jeez! You're utterly useless!
context: It has no effect?!\Take Over, Beast Soul!\What are you doing?!\All you have to do is turn him to stone, right?!\That only works on humans!\Idiot! I meant the boss! That man!\I can't! He's wearing glasses!\Jeez! You're utterly useless! response:	Do you wanna be turned to stone first?!
context: Take Over, Beast Soul!\What are you doing?!\All you have to do is turn him to stone, right?!\That only works on humans!\Idiot! I meant the boss! That man!\I can't! He's wearing glasses!\Jeez! You're utterly useless!\Do you wanna be turned to stone first?! response:	When two people who love each other disagree, that's...
context: What are you doing?!\All you have to do is turn him to stone, right?!\That only works on humans!\Idiot! I meant the boss! That man!\I can't! He's wearing glasses!\Jeez! You're utterly useless!\Do you wanna be turned to stone first?!\When two people who love each other disagree, that's... response:	We don't love each other!
context: All you have to do is turn him to stone, right?!\That only works on humans!\Idiot! I meant the boss! That man!\I can't! He's wearing glasses!\Jeez! You're utterly useless!\Do you wanna be turned to stone first?!\When two people who love each other disagree, that's...\We don't love each other! response:	You stop that thing!
context: That only works on humans!\Idiot! I meant the boss! That man!\I can't! He's wearing glasses!\Jeez! You're utterly useless!\Do you wanna be turned to stone first?!\When two people who love each other disagree, that's...\We don't love each other!\You stop that thing! response:	Evergreen!
context: Idiot! I meant the boss! That man!\I can't! He's wearing glasses!\Jeez! You're utterly useless!\Do you wanna be turned to stone first?!\When two people who love each other disagree, that's...\We don't love each other!\You stop that thing!\Evergreen! response:	I've seen through to the true nature of his magic!
context: I can't! He's wearing glasses!\Jeez! You're utterly useless!\Do you wanna be turned to stone first?!\When two people who love each other disagree, that's...\We don't love each other!\You stop that thing!\Evergreen!\I've seen through to the true nature of his magic! response:	It's the same as Lucy, Summoning Magic!
context: Jeez! You're utterly useless!\Do you wanna be turned to stone first?!\When two people who love each other disagree, that's...\We don't love each other!\You stop that thing!\Evergreen!\I've seen through to the true nature of his magic!\It's the same as Lucy, Summoning Magic! response:	And the weakness of those who use Summoning Magic is clear!
context: Do you wanna be turned to stone first?!\When two people who love each other disagree, that's...\We don't love each other!\You stop that thing!\Evergreen!\I've seen through to the true nature of his magic!\It's the same as Lucy, Summoning Magic!\And the weakness of those who use Summoning Magic is clear! response:	Their own body is weak!
context: When two people who love each other disagree, that's...\We don't love each other!\You stop that thing!\Evergreen!\I've seen through to the true nature of his magic!\It's the same as Lucy, Summoning Magic!\And the weakness of those who use Summoning Magic is clear!\Their own body is weak! response:	You're mine!
context: We don't love each other!\You stop that thing!\Evergreen!\I've seen through to the true nature of his magic!\It's the same as Lucy, Summoning Magic!\And the weakness of those who use Summoning Magic is clear!\Their own body is weak!\You're mine! response:	I'm the King of the Underworld.
context: You stop that thing!\Evergreen!\I've seen through to the true nature of his magic!\It's the same as Lucy, Summoning Magic!\And the weakness of those who use Summoning Magic is clear!\Their own body is weak!\You're mine!\I'm the King of the Underworld. response:	This arm is an ebony sword that cuts through everything!
context: Evergreen!\I've seen through to the true nature of his magic!\It's the same as Lucy, Summoning Magic!\And the weakness of those who use Summoning Magic is clear!\Their own body is weak!\You're mine!\I'm the King of the Underworld.\This arm is an ebony sword that cuts through everything! response:	Scatter across the darkness!
context: I've seen through to the true nature of his magic!\It's the same as Lucy, Summoning Magic!\And the weakness of those who use Summoning Magic is clear!\Their own body is weak!\You're mine!\I'm the King of the Underworld.\This arm is an ebony sword that cuts through everything!\Scatter across the darkness! response:	Evergreen!
context: It's the same as Lucy, Summoning Magic!\And the weakness of those who use Summoning Magic is clear!\Their own body is weak!\You're mine!\I'm the King of the Underworld.\This arm is an ebony sword that cuts through everything!\Scatter across the darkness!\Evergreen! response:	W-What is that magic?!
context: And the weakness of those who use Summoning Magic is clear!\Their own body is weak!\You're mine!\I'm the King of the Underworld.\This arm is an ebony sword that cuts through everything!\Scatter across the darkness!\Evergreen!\W-What is that magic?! response:	I could explain it to trash, but it would be difficult to comprehend.
context: Their own body is weak!\You're mine!\I'm the King of the Underworld.\This arm is an ebony sword that cuts through everything!\Scatter across the darkness!\Evergreen!\W-What is that magic?!\I could explain it to trash, but it would be difficult to comprehend. response:	For trash...
context: You're mine!\I'm the King of the Underworld.\This arm is an ebony sword that cuts through everything!\Scatter across the darkness!\Evergreen!\W-What is that magic?!\I could explain it to trash, but it would be difficult to comprehend.\For trash... response:	What's that?!
context: I'm the King of the Underworld.\This arm is an ebony sword that cuts through everything!\Scatter across the darkness!\Evergreen!\W-What is that magic?!\I could explain it to trash, but it would be difficult to comprehend.\For trash...\What's that?! response:	It's magic that has gotten too close to the abyss of the magic path.
context: This arm is an ebony sword that cuts through everything!\Scatter across the darkness!\Evergreen!\W-What is that magic?!\I could explain it to trash, but it would be difficult to comprehend.\For trash...\What's that?!\It's magic that has gotten too close to the abyss of the magic path. response:	And because of that, this magic has a powerful side effect...
context: Scatter across the darkness!\Evergreen!\W-What is that magic?!\I could explain it to trash, but it would be difficult to comprehend.\For trash...\What's that?!\It's magic that has gotten too close to the abyss of the magic path.\And because of that, this magic has a powerful side effect... response:	Oh, what a catastrophic fate...
context: Evergreen!\W-What is that magic?!\I could explain it to trash, but it would be difficult to comprehend.\For trash...\What's that?!\It's magic that has gotten too close to the abyss of the magic path.\And because of that, this magic has a powerful side effect...\Oh, what a catastrophic fate... response:	But when we get our hands on Zeref,
context: W-What is that magic?!\I could explain it to trash, but it would be difficult to comprehend.\For trash...\What's that?!\It's magic that has gotten too close to the abyss of the magic path.\And because of that, this magic has a powerful side effect...\Oh, what a catastrophic fate...\But when we get our hands on Zeref, response:	that catastrophe will be over and an age of new magic will come.
context: I could explain it to trash, but it would be difficult to comprehend.\For trash...\What's that?!\It's magic that has gotten too close to the abyss of the magic path.\And because of that, this magic has a powerful side effect...\Oh, what a catastrophic fate...\But when we get our hands on Zeref,\that catastrophe will be over and an age of new magic will come. response:	He's the one from before...
context: For trash...\What's that?!\It's magic that has gotten too close to the abyss of the magic path.\And because of that, this magic has a powerful side effect...\Oh, what a catastrophic fate...\But when we get our hands on Zeref,\that catastrophe will be over and an age of new magic will come.\He's the one from before... response:	Zeref?!
context: What's that?!\It's magic that has gotten too close to the abyss of the magic path.\And because of that, this magic has a powerful side effect...\Oh, what a catastrophic fate...\But when we get our hands on Zeref,\that catastrophe will be over and an age of new magic will come.\He's the one from before...\Zeref?! response:	The legendary black magic wizard?!
context: It's magic that has gotten too close to the abyss of the magic path.\And because of that, this magic has a powerful side effect...\Oh, what a catastrophic fate...\But when we get our hands on Zeref,\that catastrophe will be over and an age of new magic will come.\He's the one from before...\Zeref?!\The legendary black magic wizard?! response:	That man was him?!
context: And because of that, this magic has a powerful side effect...\Oh, what a catastrophic fate...\But when we get our hands on Zeref,\that catastrophe will be over and an age of new magic will come.\He's the one from before...\Zeref?!\The legendary black magic wizard?!\That man was him?! response:	I mean... Zeref is on this island right now?!
context: Oh, what a catastrophic fate...\But when we get our hands on Zeref,\that catastrophe will be over and an age of new magic will come.\He's the one from before...\Zeref?!\The legendary black magic wizard?!\That man was him?!\I mean... Zeref is on this island right now?! response:	The World of Great Magic.
context: But when we get our hands on Zeref,\that catastrophe will be over and an age of new magic will come.\He's the one from before...\Zeref?!\The legendary black magic wizard?!\That man was him?!\I mean... Zeref is on this island right now?!\The World of Great Magic. response:	The World of Great Magic?! What is that?!
context: that catastrophe will be over and an age of new magic will come.\He's the one from before...\Zeref?!\The legendary black magic wizard?!\That man was him?!\I mean... Zeref is on this island right now?!\The World of Great Magic.\The World of Great Magic?! What is that?! response:	A world of magic governed by chaos and darkness.
context: He's the one from before...\Zeref?!\The legendary black magic wizard?!\That man was him?!\I mean... Zeref is on this island right now?!\The World of Great Magic.\The World of Great Magic?! What is that?!\A world of magic governed by chaos and darkness. response:	What is that?!
context: Zeref?!\The legendary black magic wizard?!\That man was him?!\I mean... Zeref is on this island right now?!\The World of Great Magic.\The World of Great Magic?! What is that?!\A world of magic governed by chaos and darkness.\What is that?! response:	It's a place where those without magic cannot live.
context: The legendary black magic wizard?!\That man was him?!\I mean... Zeref is on this island right now?!\The World of Great Magic.\The World of Great Magic?! What is that?!\A world of magic governed by chaos and darkness.\What is that?!\It's a place where those without magic cannot live. response:	Or even if they can, it's a living hell...
context: That man was him?!\I mean... Zeref is on this island right now?!\The World of Great Magic.\The World of Great Magic?! What is that?!\A world of magic governed by chaos and darkness.\What is that?!\It's a place where those without magic cannot live.\Or even if they can, it's a living hell... response:	Sounds wonderful, doesn't it?! A world just for us!
context: I mean... Zeref is on this island right now?!\The World of Great Magic.\The World of Great Magic?! What is that?!\A world of magic governed by chaos and darkness.\What is that?!\It's a place where those without magic cannot live.\Or even if they can, it's a living hell...\Sounds wonderful, doesn't it?! A world just for us! response:	Garbage who can't use magic won't exist there!
context: The World of Great Magic.\The World of Great Magic?! What is that?!\A world of magic governed by chaos and darkness.\What is that?!\It's a place where those without magic cannot live.\Or even if they can, it's a living hell...\Sounds wonderful, doesn't it?! A world just for us!\Garbage who can't use magic won't exist there! response:	When Zeref becomes the king of this world...
context: The World of Great Magic?! What is that?!\A world of magic governed by chaos and darkness.\What is that?!\It's a place where those without magic cannot live.\Or even if they can, it's a living hell...\Sounds wonderful, doesn't it?! A world just for us!\Garbage who can't use magic won't exist there!\When Zeref becomes the king of this world... response:	Those without magic power will all cease to exist!
context: A world of magic governed by chaos and darkness.\What is that?!\It's a place where those without magic cannot live.\Or even if they can, it's a living hell...\Sounds wonderful, doesn't it?! A world just for us!\Garbage who can't use magic won't exist there!\When Zeref becomes the king of this world...\Those without magic power will all cease to exist! response:	It'll be a paradise for wizards only!
context: What is that?!\It's a place where those without magic cannot live.\Or even if they can, it's a living hell...\Sounds wonderful, doesn't it?! A world just for us!\Garbage who can't use magic won't exist there!\When Zeref becomes the king of this world...\Those without magic power will all cease to exist!\It'll be a paradise for wizards only! response:	I've been waiting for this age!
context: It's a place where those without magic cannot live.\Or even if they can, it's a living hell...\Sounds wonderful, doesn't it?! A world just for us!\Garbage who can't use magic won't exist there!\When Zeref becomes the king of this world...\Those without magic power will all cease to exist!\It'll be a paradise for wizards only!\I've been waiting for this age! response:	I've been waiting forever!!
context: Or even if they can, it's a living hell...\Sounds wonderful, doesn't it?! A world just for us!\Garbage who can't use magic won't exist there!\When Zeref becomes the king of this world...\Those without magic power will all cease to exist!\It'll be a paradise for wizards only!\I've been waiting for this age!\I've been waiting forever!! response:	I-I don't believe it...
context: Sounds wonderful, doesn't it?! A world just for us!\Garbage who can't use magic won't exist there!\When Zeref becomes the king of this world...\Those without magic power will all cease to exist!\It'll be a paradise for wizards only!\I've been waiting for this age!\I've been waiting forever!!\I-I don't believe it... response:	It... It can't be!
context: Garbage who can't use magic won't exist there!\When Zeref becomes the king of this world...\Those without magic power will all cease to exist!\It'll be a paradise for wizards only!\I've been waiting for this age!\I've been waiting forever!!\I-I don't believe it...\It... It can't be! response:	What is that?
context: When Zeref becomes the king of this world...\Those without magic power will all cease to exist!\It'll be a paradise for wizards only!\I've been waiting for this age!\I've been waiting forever!!\I-I don't believe it...\It... It can't be!\What is that? response:	It's gone...
context: Those without magic power will all cease to exist!\It'll be a paradise for wizards only!\I've been waiting for this age!\I've been waiting forever!!\I-I don't believe it...\It... It can't be!\What is that?\It's gone... response:	At this rate, I'll be next...
context: It'll be a paradise for wizards only!\I've been waiting for this age!\I've been waiting forever!!\I-I don't believe it...\It... It can't be!\What is that?\It's gone...\At this rate, I'll be next... response:	But getting injured to some extent
context: I've been waiting for this age!\I've been waiting forever!!\I-I don't believe it...\It... It can't be!\What is that?\It's gone...\At this rate, I'll be next...\But getting injured to some extent response:	is to be expected in the course of catching Zeref.
context: I've been waiting forever!!\I-I don't believe it...\It... It can't be!\What is that?\It's gone...\At this rate, I'll be next...\But getting injured to some extent\is to be expected in the course of catching Zeref. response:	Lost Magic!
context: I-I don't believe it...\It... It can't be!\What is that?\It's gone...\At this rate, I'll be next...\But getting injured to some extent\is to be expected in the course of catching Zeref.\Lost Magic! response:	Time Ark!
context: It... It can't be!\What is that?\It's gone...\At this rate, I'll be next...\But getting injured to some extent\is to be expected in the course of catching Zeref.\Lost Magic!\Time Ark! response:	I'll manipulate the time of those physical objects and capture Lord Zeref!
context: What is that?\It's gone...\At this rate, I'll be next...\But getting injured to some extent\is to be expected in the course of catching Zeref.\Lost Magic!\Time Ark!\I'll manipulate the time of those physical objects and capture Lord Zeref! response:	There!
context: It's gone...\At this rate, I'll be next...\But getting injured to some extent\is to be expected in the course of catching Zeref.\Lost Magic!\Time Ark!\I'll manipulate the time of those physical objects and capture Lord Zeref!\There! response:	It's coming...
context: At this rate, I'll be next...\But getting injured to some extent\is to be expected in the course of catching Zeref.\Lost Magic!\Time Ark!\I'll manipulate the time of those physical objects and capture Lord Zeref!\There!\It's coming... response:	The Predator of Death...
context: But getting injured to some extent\is to be expected in the course of catching Zeref.\Lost Magic!\Time Ark!\I'll manipulate the time of those physical objects and capture Lord Zeref!\There!\It's coming...\The Predator of Death... response:	Time Ark!
context: is to be expected in the course of catching Zeref.\Lost Magic!\Time Ark!\I'll manipulate the time of those physical objects and capture Lord Zeref!\There!\It's coming...\The Predator of Death...\Time Ark! response:	What are you?!
context: Lost Magic!\Time Ark!\I'll manipulate the time of those physical objects and capture Lord Zeref!\There!\It's coming...\The Predator of Death...\Time Ark!\What are you?! response:	Luminous Nimitz!
context: Time Ark!\I'll manipulate the time of those physical objects and capture Lord Zeref!\There!\It's coming...\The Predator of Death...\Time Ark!\What are you?!\Luminous Nimitz! response:	Legendary wizard or not, when your true self is sleeping,
context: I'll manipulate the time of those physical objects and capture Lord Zeref!\There!\It's coming...\The Predator of Death...\Time Ark!\What are you?!\Luminous Nimitz!\Legendary wizard or not, when your true self is sleeping, response:	you're no match for me.
context: There!\It's coming...\The Predator of Death...\Time Ark!\What are you?!\Luminous Nimitz!\Legendary wizard or not, when your true self is sleeping,\you're no match for me. response:	Don't make light of the leader of the Seven Kin of Purgatory!
context: It's coming...\The Predator of Death...\Time Ark!\What are you?!\Luminous Nimitz!\Legendary wizard or not, when your true self is sleeping,\you're no match for me.\Don't make light of the leader of the Seven Kin of Purgatory! response:	But it'll be okay, Lord Zeref...
context: The Predator of Death...\Time Ark!\What are you?!\Luminous Nimitz!\Legendary wizard or not, when your true self is sleeping,\you're no match for me.\Don't make light of the leader of the Seven Kin of Purgatory!\But it'll be okay, Lord Zeref... response:	Don't...
context: Time Ark!\What are you?!\Luminous Nimitz!\Legendary wizard or not, when your true self is sleeping,\you're no match for me.\Don't make light of the leader of the Seven Kin of Purgatory!\But it'll be okay, Lord Zeref...\Don't... response:	I got him...
context: What are you?!\Luminous Nimitz!\Legendary wizard or not, when your true self is sleeping,\you're no match for me.\Don't make light of the leader of the Seven Kin of Purgatory!\But it'll be okay, Lord Zeref...\Don't...\I got him... response:	I have Zeref!
context: Luminous Nimitz!\Legendary wizard or not, when your true self is sleeping,\you're no match for me.\Don't make light of the leader of the Seven Kin of Purgatory!\But it'll be okay, Lord Zeref...\Don't...\I got him...\I have Zeref! response:	We're scattered all over the island, but I hope everyone's okay...
context: Legendary wizard or not, when your true self is sleeping,\you're no match for me.\Don't make light of the leader of the Seven Kin of Purgatory!\But it'll be okay, Lord Zeref...\Don't...\I got him...\I have Zeref!\We're scattered all over the island, but I hope everyone's okay... response:	I'm sure Erza and Gray are fine.
context: you're no match for me.\Don't make light of the leader of the Seven Kin of Purgatory!\But it'll be okay, Lord Zeref...\Don't...\I got him...\I have Zeref!\We're scattered all over the island, but I hope everyone's okay...\I'm sure Erza and Gray are fine. response:	And Lucy is tough when it comes down to the crunch...
context: Don't make light of the leader of the Seven Kin of Purgatory!\But it'll be okay, Lord Zeref...\Don't...\I got him...\I have Zeref!\We're scattered all over the island, but I hope everyone's okay...\I'm sure Erza and Gray are fine.\And Lucy is tough when it comes down to the crunch... response:	I'm worried about Elfman.
context: But it'll be okay, Lord Zeref...\Don't...\I got him...\I have Zeref!\We're scattered all over the island, but I hope everyone's okay...\I'm sure Erza and Gray are fine.\And Lucy is tough when it comes down to the crunch...\I'm worried about Elfman. response:	Yeah, he screws up during critical moments...
context: Don't...\I got him...\I have Zeref!\We're scattered all over the island, but I hope everyone's okay...\I'm sure Erza and Gray are fine.\And Lucy is tough when it comes down to the crunch...\I'm worried about Elfman.\Yeah, he screws up during critical moments... response:	And I'm anxious about him being partners with Evergreen, too.
context: I got him...\I have Zeref!\We're scattered all over the island, but I hope everyone's okay...\I'm sure Erza and Gray are fine.\And Lucy is tough when it comes down to the crunch...\I'm worried about Elfman.\Yeah, he screws up during critical moments...\And I'm anxious about him being partners with Evergreen, too. response:	Everyone from the Raijinshuu has eccentric personalities.
context: I have Zeref!\We're scattered all over the island, but I hope everyone's okay...\I'm sure Erza and Gray are fine.\And Lucy is tough when it comes down to the crunch...\I'm worried about Elfman.\Yeah, he screws up during critical moments...\And I'm anxious about him being partners with Evergreen, too.\Everyone from the Raijinshuu has eccentric personalities. response:	Next time: Ark of Embodiment.
context: We're scattered all over the island, but I hope everyone's okay...\I'm sure Erza and Gray are fine.\And Lucy is tough when it comes down to the crunch...\I'm worried about Elfman.\Yeah, he screws up during critical moments...\And I'm anxious about him being partners with Evergreen, too.\Everyone from the Raijinshuu has eccentric personalities.\Next time: Ark of Embodiment. response:	But you never know. Two oddballs might actually work well together...
context: I'm sure Erza and Gray are fine.\And Lucy is tough when it comes down to the crunch...\I'm worried about Elfman.\Yeah, he screws up during critical moments...\And I'm anxious about him being partners with Evergreen, too.\Everyone from the Raijinshuu has eccentric personalities.\Next time: Ark of Embodiment.\But you never know. Two oddballs might actually work well together... response:	They lllike each other!
context: And Lucy is tough when it comes down to the crunch...\I'm worried about Elfman.\Yeah, he screws up during critical moments...\And I'm anxious about him being partners with Evergreen, too.\Everyone from the Raijinshuu has eccentric personalities.\Next time: Ark of Embodiment.\But you never know. Two oddballs might actually work well together...\They lllike each other! response:	Oh, I haven't heard that in a while!
