context: This is Maison de Ayakashi. response:	Also known as Ayakashi Kan.
context: There are actually quite a few places well-suited for training.\Really?\Take this hallway.\The floor is quite wavy and perfect for honing your sense of balance.\If you train until morning, you'll get stronger for sure.\I see.\Which brings me to this.\Don't let anyone say you're a wimp again. response:	Let's train!
context: Really?\Take this hallway.\The floor is quite wavy and perfect for honing your sense of balance.\If you train until morning, you'll get stronger for sure.\I see.\Which brings me to this.\Don't let anyone say you're a wimp again.\Let's train! response:	For Karuta.
context: Take this hallway.\The floor is quite wavy and perfect for honing your sense of balance.\If you train until morning, you'll get stronger for sure.\I see.\Which brings me to this.\Don't let anyone say you're a wimp again.\Let's train!\For Karuta. response:	Karuta!
context: The floor is quite wavy and perfect for honing your sense of balance.\If you train until morning, you'll get stronger for sure.\I see.\Which brings me to this.\Don't let anyone say you're a wimp again.\Let's train!\For Karuta.\Karuta! response:	Good luck!
context: If you train until morning, you'll get stronger for sure.\I see.\Which brings me to this.\Don't let anyone say you're a wimp again.\Let's train!\For Karuta.\Karuta!\Good luck! response:	You're always so calm.
context: I see.\Which brings me to this.\Don't let anyone say you're a wimp again.\Let's train!\For Karuta.\Karuta!\Good luck!\You're always so calm. response:	Is that how I seem?
context: Which brings me to this.\Don't let anyone say you're a wimp again.\Let's train!\For Karuta.\Karuta!\Good luck!\You're always so calm.\Is that how I seem? response:	You don't look any different than normal.
context: Don't let anyone say you're a wimp again.\Let's train!\For Karuta.\Karuta!\Good luck!\You're always so calm.\Is that how I seem?\You don't look any different than normal. response:	That's actually not true.
context: Let's train!\For Karuta.\Karuta!\Good luck!\You're always so calm.\Is that how I seem?\You don't look any different than normal.\That's actually not true. response:	When I think about the fact
context: For Karuta.\Karuta!\Good luck!\You're always so calm.\Is that how I seem?\You don't look any different than normal.\That's actually not true.\When I think about the fact response:	that I get to serve you in this room until morning,
context: Karuta!\Good luck!\You're always so calm.\Is that how I seem?\You don't look any different than normal.\That's actually not true.\When I think about the fact\that I get to serve you in this room until morning, response:	I couldn't possibly stay calm.
context: Good luck!\You're always so calm.\Is that how I seem?\You don't look any different than normal.\That's actually not true.\When I think about the fact\that I get to serve you in this room until morning,\I couldn't possibly stay calm. response:	Is that so?
context: You're always so calm.\Is that how I seem?\You don't look any different than normal.\That's actually not true.\When I think about the fact\that I get to serve you in this room until morning,\I couldn't possibly stay calm.\Is that so? response:	Then calm down.
context: Is that how I seem?\You don't look any different than normal.\That's actually not true.\When I think about the fact\that I get to serve you in this room until morning,\I couldn't possibly stay calm.\Is that so?\Then calm down. response:	We can't open the windows or the doors.
context: You don't look any different than normal.\That's actually not true.\When I think about the fact\that I get to serve you in this room until morning,\I couldn't possibly stay calm.\Is that so?\Then calm down.\We can't open the windows or the doors. response:	I'm in this room with him until morning...
context: That's actually not true.\When I think about the fact\that I get to serve you in this room until morning,\I couldn't possibly stay calm.\Is that so?\Then calm down.\We can't open the windows or the doors.\I'm in this room with him until morning... response:	Wh-What am I even thinking?
context: When I think about the fact\that I get to serve you in this room until morning,\I couldn't possibly stay calm.\Is that so?\Then calm down.\We can't open the windows or the doors.\I'm in this room with him until morning...\Wh-What am I even thinking? response:	This is why I hate puberty.
context: that I get to serve you in this room until morning,\I couldn't possibly stay calm.\Is that so?\Then calm down.\We can't open the windows or the doors.\I'm in this room with him until morning...\Wh-What am I even thinking?\This is why I hate puberty. response:	Wait a minute.
context: I couldn't possibly stay calm.\Is that so?\Then calm down.\We can't open the windows or the doors.\I'm in this room with him until morning...\Wh-What am I even thinking?\This is why I hate puberty.\Wait a minute. response:	This is a chance to tell him how grateful I am.
context: Is that so?\Then calm down.\We can't open the windows or the doors.\I'm in this room with him until morning...\Wh-What am I even thinking?\This is why I hate puberty.\Wait a minute.\This is a chance to tell him how grateful I am. response:	That's right...
context: Then calm down.\We can't open the windows or the doors.\I'm in this room with him until morning...\Wh-What am I even thinking?\This is why I hate puberty.\Wait a minute.\This is a chance to tell him how grateful I am.\That's right... response:	If you're in a good mood, then I'm happy, too.
context: We can't open the windows or the doors.\I'm in this room with him until morning...\Wh-What am I even thinking?\This is why I hate puberty.\Wait a minute.\This is a chance to tell him how grateful I am.\That's right...\If you're in a good mood, then I'm happy, too. response:	Mother Earth. It's been over 4.5 billion years since...
context: I'm in this room with him until morning...\Wh-What am I even thinking?\This is why I hate puberty.\Wait a minute.\This is a chance to tell him how grateful I am.\That's right...\If you're in a good mood, then I'm happy, too.\Mother Earth. It's been over 4.5 billion years since... response:	Here you go, Nekozuki.
context: Wh-What am I even thinking?\This is why I hate puberty.\Wait a minute.\This is a chance to tell him how grateful I am.\That's right...\If you're in a good mood, then I'm happy, too.\Mother Earth. It's been over 4.5 billion years since...\Here you go, Nekozuki. response:	Why do I have to hang out with you guys?
context: This is why I hate puberty.\Wait a minute.\This is a chance to tell him how grateful I am.\That's right...\If you're in a good mood, then I'm happy, too.\Mother Earth. It's been over 4.5 billion years since...\Here you go, Nekozuki.\Why do I have to hang out with you guys? response:	This is great...
context: Wait a minute.\This is a chance to tell him how grateful I am.\That's right...\If you're in a good mood, then I'm happy, too.\Mother Earth. It's been over 4.5 billion years since...\Here you go, Nekozuki.\Why do I have to hang out with you guys?\This is great... response:	It's like a joyous family gathering.
context: This is a chance to tell him how grateful I am.\That's right...\If you're in a good mood, then I'm happy, too.\Mother Earth. It's been over 4.5 billion years since...\Here you go, Nekozuki.\Why do I have to hang out with you guys?\This is great...\It's like a joyous family gathering. response:	I never thought I'd experience one again.
context: That's right...\If you're in a good mood, then I'm happy, too.\Mother Earth. It's been over 4.5 billion years since...\Here you go, Nekozuki.\Why do I have to hang out with you guys?\This is great...\It's like a joyous family gathering.\I never thought I'd experience one again. response:	Why don't you sit down?
context: If you're in a good mood, then I'm happy, too.\Mother Earth. It's been over 4.5 billion years since...\Here you go, Nekozuki.\Why do I have to hang out with you guys?\This is great...\It's like a joyous family gathering.\I never thought I'd experience one again.\Why don't you sit down? response:	You don't want to do that.
context: Mother Earth. It's been over 4.5 billion years since...\Here you go, Nekozuki.\Why do I have to hang out with you guys?\This is great...\It's like a joyous family gathering.\I never thought I'd experience one again.\Why don't you sit down?\You don't want to do that. response:	Oops, I sounded a bit gloomy there.
context: Here you go, Nekozuki.\Why do I have to hang out with you guys?\This is great...\It's like a joyous family gathering.\I never thought I'd experience one again.\Why don't you sit down?\You don't want to do that.\Oops, I sounded a bit gloomy there. response:	Get mixed up with me, and you'll get hurt.
context: Why do I have to hang out with you guys?\This is great...\It's like a joyous family gathering.\I never thought I'd experience one again.\Why don't you sit down?\You don't want to do that.\Oops, I sounded a bit gloomy there.\Get mixed up with me, and you'll get hurt. response:	I'm sorry.
context: This is great...\It's like a joyous family gathering.\I never thought I'd experience one again.\Why don't you sit down?\You don't want to do that.\Oops, I sounded a bit gloomy there.\Get mixed up with me, and you'll get hurt.\I'm sorry. response:	Right, partner?
context: It's like a joyous family gathering.\I never thought I'd experience one again.\Why don't you sit down?\You don't want to do that.\Oops, I sounded a bit gloomy there.\Get mixed up with me, and you'll get hurt.\I'm sorry.\Right, partner? response:	I'm sorry. He's always like that.
context: I never thought I'd experience one again.\Why don't you sit down?\You don't want to do that.\Oops, I sounded a bit gloomy there.\Get mixed up with me, and you'll get hurt.\I'm sorry.\Right, partner?\I'm sorry. He's always like that. response:	Dad, why don't you come here?
context: Why don't you sit down?\You don't want to do that.\Oops, I sounded a bit gloomy there.\Get mixed up with me, and you'll get hurt.\I'm sorry.\Right, partner?\I'm sorry. He's always like that.\Dad, why don't you come here? response:	Miss Nobara, isn't that going too fast?
context: You don't want to do that.\Oops, I sounded a bit gloomy there.\Get mixed up with me, and you'll get hurt.\I'm sorry.\Right, partner?\I'm sorry. He's always like that.\Dad, why don't you come here?\Miss Nobara, isn't that going too fast? response:	What about here?
context: Oops, I sounded a bit gloomy there.\Get mixed up with me, and you'll get hurt.\I'm sorry.\Right, partner?\I'm sorry. He's always like that.\Dad, why don't you come here?\Miss Nobara, isn't that going too fast?\What about here? response:	B-But that's...
context: Get mixed up with me, and you'll get hurt.\I'm sorry.\Right, partner?\I'm sorry. He's always like that.\Dad, why don't you come here?\Miss Nobara, isn't that going too fast?\What about here?\B-But that's... response:	You're adorable...
context: I'm sorry.\Right, partner?\I'm sorry. He's always like that.\Dad, why don't you come here?\Miss Nobara, isn't that going too fast?\What about here?\B-But that's...\You're adorable... response:	But I told you to be gentle because it's my first time.
context: Right, partner?\I'm sorry. He's always like that.\Dad, why don't you come here?\Miss Nobara, isn't that going too fast?\What about here?\B-But that's...\You're adorable...\But I told you to be gentle because it's my first time. response:	Now I know what to do, too.
context: I'm sorry. He's always like that.\Dad, why don't you come here?\Miss Nobara, isn't that going too fast?\What about here?\B-But that's...\You're adorable...\But I told you to be gentle because it's my first time.\Now I know what to do, too. response:	Chino, you're wonderful!
context: Dad, why don't you come here?\Miss Nobara, isn't that going too fast?\What about here?\B-But that's...\You're adorable...\But I told you to be gentle because it's my first time.\Now I know what to do, too.\Chino, you're wonderful! response:	You know exactly where to go...
context: Miss Nobara, isn't that going too fast?\What about here?\B-But that's...\You're adorable...\But I told you to be gentle because it's my first time.\Now I know what to do, too.\Chino, you're wonderful!\You know exactly where to go... response:	Checkmate!
context: What about here?\B-But that's...\You're adorable...\But I told you to be gentle because it's my first time.\Now I know what to do, too.\Chino, you're wonderful!\You know exactly where to go...\Checkmate! response:	I win!
context: B-But that's...\You're adorable...\But I told you to be gentle because it's my first time.\Now I know what to do, too.\Chino, you're wonderful!\You know exactly where to go...\Checkmate!\I win! response:	I am the champion!
context: You're adorable...\But I told you to be gentle because it's my first time.\Now I know what to do, too.\Chino, you're wonderful!\You know exactly where to go...\Checkmate!\I win!\I am the champion! response:	Can we play cards now?
context: But I told you to be gentle because it's my first time.\Now I know what to do, too.\Chino, you're wonderful!\You know exactly where to go...\Checkmate!\I win!\I am the champion!\Can we play cards now? response:	I want to play cards!
context: Now I know what to do, too.\Chino, you're wonderful!\You know exactly where to go...\Checkmate!\I win!\I am the champion!\Can we play cards now?\I want to play cards! response:	But I don't know how to play...
context: Chino, you're wonderful!\You know exactly where to go...\Checkmate!\I win!\I am the champion!\Can we play cards now?\I want to play cards!\But I don't know how to play... response:	I'll teach you!
context: You know exactly where to go...\Checkmate!\I win!\I am the champion!\Can we play cards now?\I want to play cards!\But I don't know how to play...\I'll teach you! response:	One more thing...
context: Checkmate!\I win!\I am the champion!\Can we play cards now?\I want to play cards!\But I don't know how to play...\I'll teach you!\One more thing... response:	How should I thank him?
context: I win!\I am the champion!\Can we play cards now?\I want to play cards!\But I don't know how to play...\I'll teach you!\One more thing...\How should I thank him? response:	Maybe this isn't the right time.
context: I am the champion!\Can we play cards now?\I want to play cards!\But I don't know how to play...\I'll teach you!\One more thing...\How should I thank him?\Maybe this isn't the right time. response:	Stop chickening out!
context: Can we play cards now?\I want to play cards!\But I don't know how to play...\I'll teach you!\One more thing...\How should I thank him?\Maybe this isn't the right time.\Stop chickening out! response:	Miss Ririchiyo,
context: I want to play cards!\But I don't know how to play...\I'll teach you!\One more thing...\How should I thank him?\Maybe this isn't the right time.\Stop chickening out!\Miss Ririchiyo, response:	would you like to have your bath now?
context: But I don't know how to play...\I'll teach you!\One more thing...\How should I thank him?\Maybe this isn't the right time.\Stop chickening out!\Miss Ririchiyo,\would you like to have your bath now? response:	A bath? At a time like this?
context: I'll teach you!\One more thing...\How should I thank him?\Maybe this isn't the right time.\Stop chickening out!\Miss Ririchiyo,\would you like to have your bath now?\A bath? At a time like this? response:	We're stuck here until morning.
context: One more thing...\How should I thank him?\Maybe this isn't the right time.\Stop chickening out!\Miss Ririchiyo,\would you like to have your bath now?\A bath? At a time like this?\We're stuck here until morning. response:	I think it could help you relax.
context: How should I thank him?\Maybe this isn't the right time.\Stop chickening out!\Miss Ririchiyo,\would you like to have your bath now?\A bath? At a time like this?\We're stuck here until morning.\I think it could help you relax. response:	I guess you have a point. All right.
context: Maybe this isn't the right time.\Stop chickening out!\Miss Ririchiyo,\would you like to have your bath now?\A bath? At a time like this?\We're stuck here until morning.\I think it could help you relax.\I guess you have a point. All right. response:	Please take your time.
context: Stop chickening out!\Miss Ririchiyo,\would you like to have your bath now?\A bath? At a time like this?\We're stuck here until morning.\I think it could help you relax.\I guess you have a point. All right.\Please take your time. response:	Oh, yeah... I still have to thank him!
context: Miss Ririchiyo,\would you like to have your bath now?\A bath? At a time like this?\We're stuck here until morning.\I think it could help you relax.\I guess you have a point. All right.\Please take your time.\Oh, yeah... I still have to thank him! response:	Miketsukami...
context: would you like to have your bath now?\A bath? At a time like this?\We're stuck here until morning.\I think it could help you relax.\I guess you have a point. All right.\Please take your time.\Oh, yeah... I still have to thank him!\Miketsukami... response:	Yes?
context: A bath? At a time like this?\We're stuck here until morning.\I think it could help you relax.\I guess you have a point. All right.\Please take your time.\Oh, yeah... I still have to thank him!\Miketsukami...\Yes? response:	Th-Thank you, I suppose.
context: We're stuck here until morning.\I think it could help you relax.\I guess you have a point. All right.\Please take your time.\Oh, yeah... I still have to thank him!\Miketsukami...\Yes?\Th-Thank you, I suppose. response:	I'm just doing my job.
context: I think it could help you relax.\I guess you have a point. All right.\Please take your time.\Oh, yeah... I still have to thank him!\Miketsukami...\Yes?\Th-Thank you, I suppose.\I'm just doing my job. response:	Wrong!
context: I guess you have a point. All right.\Please take your time.\Oh, yeah... I still have to thank him!\Miketsukami...\Yes?\Th-Thank you, I suppose.\I'm just doing my job.\Wrong! response:	However...
context: Please take your time.\Oh, yeah... I still have to thank him!\Miketsukami...\Yes?\Th-Thank you, I suppose.\I'm just doing my job.\Wrong!\However... response:	I really ought to go with you,
context: Oh, yeah... I still have to thank him!\Miketsukami...\Yes?\Th-Thank you, I suppose.\I'm just doing my job.\Wrong!\However...\I really ought to go with you, response:	to help you wash your back,
context: Miketsukami...\Yes?\Th-Thank you, I suppose.\I'm just doing my job.\Wrong!\However...\I really ought to go with you,\to help you wash your back, response:	but because I am a male, that remains impossible for me.
context: Yes?\Th-Thank you, I suppose.\I'm just doing my job.\Wrong!\However...\I really ought to go with you,\to help you wash your back,\but because I am a male, that remains impossible for me. response:	No problem. Don't worry about it.
context: Th-Thank you, I suppose.\I'm just doing my job.\Wrong!\However...\I really ought to go with you,\to help you wash your back,\but because I am a male, that remains impossible for me.\No problem. Don't worry about it. response:	Once I get out of the bath...
context: I'm just doing my job.\Wrong!\However...\I really ought to go with you,\to help you wash your back,\but because I am a male, that remains impossible for me.\No problem. Don't worry about it.\Once I get out of the bath... response:	All right!
context: Wrong!\However...\I really ought to go with you,\to help you wash your back,\but because I am a male, that remains impossible for me.\No problem. Don't worry about it.\Once I get out of the bath...\All right! response:	And...
context: However...\I really ought to go with you,\to help you wash your back,\but because I am a male, that remains impossible for me.\No problem. Don't worry about it.\Once I get out of the bath...\All right!\And... response:	Where did this come from?
context: I really ought to go with you,\to help you wash your back,\but because I am a male, that remains impossible for me.\No problem. Don't worry about it.\Once I get out of the bath...\All right!\And...\Where did this come from? response:	It was over there.
context: to help you wash your back,\but because I am a male, that remains impossible for me.\No problem. Don't worry about it.\Once I get out of the bath...\All right!\And...\Where did this come from?\It was over there. response:	What?
context: but because I am a male, that remains impossible for me.\No problem. Don't worry about it.\Once I get out of the bath...\All right!\And...\Where did this come from?\It was over there.\What? response:	Being allowed to gaze upon your form clad like that
context: No problem. Don't worry about it.\Once I get out of the bath...\All right!\And...\Where did this come from?\It was over there.\What?\Being allowed to gaze upon your form clad like that response:	is like a dream.
context: Once I get out of the bath...\All right!\And...\Where did this come from?\It was over there.\What?\Being allowed to gaze upon your form clad like that\is like a dream. response:	Good for you.
context: All right!\And...\Where did this come from?\It was over there.\What?\Being allowed to gaze upon your form clad like that\is like a dream.\Good for you. response:	You look so cute.
context: And...\Where did this come from?\It was over there.\What?\Being allowed to gaze upon your form clad like that\is like a dream.\Good for you.\You look so cute. response:	I wish I could preserve this moment.
context: Where did this come from?\It was over there.\What?\Being allowed to gaze upon your form clad like that\is like a dream.\Good for you.\You look so cute.\I wish I could preserve this moment. response:	Take a picture. It lasts longer.
context: It was over there.\What?\Being allowed to gaze upon your form clad like that\is like a dream.\Good for you.\You look so cute.\I wish I could preserve this moment.\Take a picture. It lasts longer. response:	Mind if I make it my wallpaper?
context: What?\Being allowed to gaze upon your form clad like that\is like a dream.\Good for you.\You look so cute.\I wish I could preserve this moment.\Take a picture. It lasts longer.\Mind if I make it my wallpaper? response:	No way!
context: Being allowed to gaze upon your form clad like that\is like a dream.\Good for you.\You look so cute.\I wish I could preserve this moment.\Take a picture. It lasts longer.\Mind if I make it my wallpaper?\No way! response:	May I blow it up and hang it on my wall?
context: is like a dream.\Good for you.\You look so cute.\I wish I could preserve this moment.\Take a picture. It lasts longer.\Mind if I make it my wallpaper?\No way!\May I blow it up and hang it on my wall? response:	Certainly not!
context: Good for you.\You look so cute.\I wish I could preserve this moment.\Take a picture. It lasts longer.\Mind if I make it my wallpaper?\No way!\May I blow it up and hang it on my wall?\Certainly not! response:	Why don't you take a bath, too?
context: You look so cute.\I wish I could preserve this moment.\Take a picture. It lasts longer.\Mind if I make it my wallpaper?\No way!\May I blow it up and hang it on my wall?\Certainly not!\Why don't you take a bath, too? response:	I cannot.
context: I wish I could preserve this moment.\Take a picture. It lasts longer.\Mind if I make it my wallpaper?\No way!\May I blow it up and hang it on my wall?\Certainly not!\Why don't you take a bath, too?\I cannot. response:	For me to enter the same bathroom as you,
context: Take a picture. It lasts longer.\Mind if I make it my wallpaper?\No way!\May I blow it up and hang it on my wall?\Certainly not!\Why don't you take a bath, too?\I cannot.\For me to enter the same bathroom as you, response:	to use the same water as you, would be unthinkable.
context: Mind if I make it my wallpaper?\No way!\May I blow it up and hang it on my wall?\Certainly not!\Why don't you take a bath, too?\I cannot.\For me to enter the same bathroom as you,\to use the same water as you, would be unthinkable. response:	It's fine. You don't have to.
context: No way!\May I blow it up and hang it on my wall?\Certainly not!\Why don't you take a bath, too?\I cannot.\For me to enter the same bathroom as you,\to use the same water as you, would be unthinkable.\It's fine. You don't have to. response:	I've made your bed for you.
context: May I blow it up and hang it on my wall?\Certainly not!\Why don't you take a bath, too?\I cannot.\For me to enter the same bathroom as you,\to use the same water as you, would be unthinkable.\It's fine. You don't have to.\I've made your bed for you. response:	I'm not sleepy yet.
context: Certainly not!\Why don't you take a bath, too?\I cannot.\For me to enter the same bathroom as you,\to use the same water as you, would be unthinkable.\It's fine. You don't have to.\I've made your bed for you.\I'm not sleepy yet. response:	Miketsukami...
context: Why don't you take a bath, too?\I cannot.\For me to enter the same bathroom as you,\to use the same water as you, would be unthinkable.\It's fine. You don't have to.\I've made your bed for you.\I'm not sleepy yet.\Miketsukami... response:	Yes?
context: I cannot.\For me to enter the same bathroom as you,\to use the same water as you, would be unthinkable.\It's fine. You don't have to.\I've made your bed for you.\I'm not sleepy yet.\Miketsukami...\Yes? response:	Y-You are...
context: For me to enter the same bathroom as you,\to use the same water as you, would be unthinkable.\It's fine. You don't have to.\I've made your bed for you.\I'm not sleepy yet.\Miketsukami...\Yes?\Y-You are... response:	You aren't going to sleep yet?
context: to use the same water as you, would be unthinkable.\It's fine. You don't have to.\I've made your bed for you.\I'm not sleepy yet.\Miketsukami...\Yes?\Y-You are...\You aren't going to sleep yet? response:	No!
context: It's fine. You don't have to.\I've made your bed for you.\I'm not sleepy yet.\Miketsukami...\Yes?\Y-You are...\You aren't going to sleep yet?\No! response:	I shan't.
context: I've made your bed for you.\I'm not sleepy yet.\Miketsukami...\Yes?\Y-You are...\You aren't going to sleep yet?\No!\I shan't. response:	I shall stay awake until morning, to protect you.
context: I'm not sleepy yet.\Miketsukami...\Yes?\Y-You are...\You aren't going to sleep yet?\No!\I shan't.\I shall stay awake until morning, to protect you. response:	Would you like to lie down, though?
context: Miketsukami...\Yes?\Y-You are...\You aren't going to sleep yet?\No!\I shan't.\I shall stay awake until morning, to protect you.\Would you like to lie down, though? response:	That might help you relax.
context: Yes?\Y-You are...\You aren't going to sleep yet?\No!\I shan't.\I shall stay awake until morning, to protect you.\Would you like to lie down, though?\That might help you relax. response:	Y-Yes.
context: Y-You are...\You aren't going to sleep yet?\No!\I shan't.\I shall stay awake until morning, to protect you.\Would you like to lie down, though?\That might help you relax.\Y-Yes. response:	I suppose I shall do that.
context: You aren't going to sleep yet?\No!\I shan't.\I shall stay awake until morning, to protect you.\Would you like to lie down, though?\That might help you relax.\Y-Yes.\I suppose I shall do that. response:	I'll be over there.
context: No!\I shan't.\I shall stay awake until morning, to protect you.\Would you like to lie down, though?\That might help you relax.\Y-Yes.\I suppose I shall do that.\I'll be over there. response:	So if you need anything, just call for me.
context: I shan't.\I shall stay awake until morning, to protect you.\Would you like to lie down, though?\That might help you relax.\Y-Yes.\I suppose I shall do that.\I'll be over there.\So if you need anything, just call for me. response:	Y-Yes.
context: I shall stay awake until morning, to protect you.\Would you like to lie down, though?\That might help you relax.\Y-Yes.\I suppose I shall do that.\I'll be over there.\So if you need anything, just call for me.\Y-Yes. response:	Good night.
context: Would you like to lie down, though?\That might help you relax.\Y-Yes.\I suppose I shall do that.\I'll be over there.\So if you need anything, just call for me.\Y-Yes.\Good night. response:	Yeah.
context: That might help you relax.\Y-Yes.\I suppose I shall do that.\I'll be over there.\So if you need anything, just call for me.\Y-Yes.\Good night.\Yeah. response:	What are you...
context: Y-Yes.\I suppose I shall do that.\I'll be over there.\So if you need anything, just call for me.\Y-Yes.\Good night.\Yeah.\What are you... response:	Is something wrong?
context: I suppose I shall do that.\I'll be over there.\So if you need anything, just call for me.\Y-Yes.\Good night.\Yeah.\What are you...\Is something wrong? response:	Nothing! My mistake!
context: I'll be over there.\So if you need anything, just call for me.\Y-Yes.\Good night.\Yeah.\What are you...\Is something wrong?\Nothing! My mistake! response:	Sorry! Ignore me!
context: So if you need anything, just call for me.\Y-Yes.\Good night.\Yeah.\What are you...\Is something wrong?\Nothing! My mistake!\Sorry! Ignore me! response:	He really isn't going to sleep all night?
context: Y-Yes.\Good night.\Yeah.\What are you...\Is something wrong?\Nothing! My mistake!\Sorry! Ignore me!\He really isn't going to sleep all night? response:	Miketsukami?
context: Good night.\Yeah.\What are you...\Is something wrong?\Nothing! My mistake!\Sorry! Ignore me!\He really isn't going to sleep all night?\Miketsukami? response:	Yes?
context: Yeah.\What are you...\Is something wrong?\Nothing! My mistake!\Sorry! Ignore me!\He really isn't going to sleep all night?\Miketsukami?\Yes? response:	Don't worry about me. Just go to sleep if you get tired.
context: What are you...\Is something wrong?\Nothing! My mistake!\Sorry! Ignore me!\He really isn't going to sleep all night?\Miketsukami?\Yes?\Don't worry about me. Just go to sleep if you get tired. response:	Please get some rest and do not concern yourself over me.
context: Is something wrong?\Nothing! My mistake!\Sorry! Ignore me!\He really isn't going to sleep all night?\Miketsukami?\Yes?\Don't worry about me. Just go to sleep if you get tired.\Please get some rest and do not concern yourself over me. response:	Miketsukami...
context: Nothing! My mistake!\Sorry! Ignore me!\He really isn't going to sleep all night?\Miketsukami?\Yes?\Don't worry about me. Just go to sleep if you get tired.\Please get some rest and do not concern yourself over me.\Miketsukami... response:	Yes?
context: Sorry! Ignore me!\He really isn't going to sleep all night?\Miketsukami?\Yes?\Don't worry about me. Just go to sleep if you get tired.\Please get some rest and do not concern yourself over me.\Miketsukami...\Yes? response:	Today...
context: He really isn't going to sleep all night?\Miketsukami?\Yes?\Don't worry about me. Just go to sleep if you get tired.\Please get some rest and do not concern yourself over me.\Miketsukami...\Yes?\Today... response:	was quite hard, wasn't it?
context: Miketsukami?\Yes?\Don't worry about me. Just go to sleep if you get tired.\Please get some rest and do not concern yourself over me.\Miketsukami...\Yes?\Today...\was quite hard, wasn't it? response:	I didn't mean that!
context: Yes?\Don't worry about me. Just go to sleep if you get tired.\Please get some rest and do not concern yourself over me.\Miketsukami...\Yes?\Today...\was quite hard, wasn't it?\I didn't mean that! response:	Not at all.
context: Don't worry about me. Just go to sleep if you get tired.\Please get some rest and do not concern yourself over me.\Miketsukami...\Yes?\Today...\was quite hard, wasn't it?\I didn't mean that!\Not at all. response:	I have school tomorrow, also.
context: Please get some rest and do not concern yourself over me.\Miketsukami...\Yes?\Today...\was quite hard, wasn't it?\I didn't mean that!\Not at all.\I have school tomorrow, also. response:	What am I babbling about?
context: Miketsukami...\Yes?\Today...\was quite hard, wasn't it?\I didn't mean that!\Not at all.\I have school tomorrow, also.\What am I babbling about? response:	Miketsukami.
context: Yes?\Today...\was quite hard, wasn't it?\I didn't mean that!\Not at all.\I have school tomorrow, also.\What am I babbling about?\Miketsukami. response:	Yes?
context: Today...\was quite hard, wasn't it?\I didn't mean that!\Not at all.\I have school tomorrow, also.\What am I babbling about?\Miketsukami.\Yes? response:	Thank you...
context: was quite hard, wasn't it?\I didn't mean that!\Not at all.\I have school tomorrow, also.\What am I babbling about?\Miketsukami.\Yes?\Thank you... response:	I'm not worthy of such words.
context: I didn't mean that!\Not at all.\I have school tomorrow, also.\What am I babbling about?\Miketsukami.\Yes?\Thank you...\I'm not worthy of such words. response:	I already told you.
context: Not at all.\I have school tomorrow, also.\What am I babbling about?\Miketsukami.\Yes?\Thank you...\I'm not worthy of such words.\I already told you. response:	I exist solely for you.
context: I have school tomorrow, also.\What am I babbling about?\Miketsukami.\Yes?\Thank you...\I'm not worthy of such words.\I already told you.\I exist solely for you. response:	If I can't protect you, I have no meaning.
context: What am I babbling about?\Miketsukami.\Yes?\Thank you...\I'm not worthy of such words.\I already told you.\I exist solely for you.\If I can't protect you, I have no meaning. response:	After all, I am your dog.
context: Miketsukami.\Yes?\Thank you...\I'm not worthy of such words.\I already told you.\I exist solely for you.\If I can't protect you, I have no meaning.\After all, I am your dog. response:	He actually said that to someone like me.
context: Yes?\Thank you...\I'm not worthy of such words.\I already told you.\I exist solely for you.\If I can't protect you, I have no meaning.\After all, I am your dog.\He actually said that to someone like me. response:	That's precisely why...
context: Thank you...\I'm not worthy of such words.\I already told you.\I exist solely for you.\If I can't protect you, I have no meaning.\After all, I am your dog.\He actually said that to someone like me.\That's precisely why... response:	I want to reciprocate...
context: I'm not worthy of such words.\I already told you.\I exist solely for you.\If I can't protect you, I have no meaning.\After all, I am your dog.\He actually said that to someone like me.\That's precisely why...\I want to reciprocate... response:	I think it's nearly dawn.
context: I already told you.\I exist solely for you.\If I can't protect you, I have no meaning.\After all, I am your dog.\He actually said that to someone like me.\That's precisely why...\I want to reciprocate...\I think it's nearly dawn. response:	I did it!
context: I exist solely for you.\If I can't protect you, I have no meaning.\After all, I am your dog.\He actually said that to someone like me.\That's precisely why...\I want to reciprocate...\I think it's nearly dawn.\I did it! response:	But it really feels like the training is working.
context: If I can't protect you, I have no meaning.\After all, I am your dog.\He actually said that to someone like me.\That's precisely why...\I want to reciprocate...\I think it's nearly dawn.\I did it!\But it really feels like the training is working. response:	It really is different inside the force field...
context: After all, I am your dog.\He actually said that to someone like me.\That's precisely why...\I want to reciprocate...\I think it's nearly dawn.\I did it!\But it really feels like the training is working.\It really is different inside the force field... response:	Huh?
context: He actually said that to someone like me.\That's precisely why...\I want to reciprocate...\I think it's nearly dawn.\I did it!\But it really feels like the training is working.\It really is different inside the force field...\Huh? response:	You believed all that?
context: That's precisely why...\I want to reciprocate...\I think it's nearly dawn.\I did it!\But it really feels like the training is working.\It really is different inside the force field...\Huh?\You believed all that? response:	But I had to say that, or you would have worried about Karuta all night...
context: I want to reciprocate...\I think it's nearly dawn.\I did it!\But it really feels like the training is working.\It really is different inside the force field...\Huh?\You believed all that?\But I had to say that, or you would have worried about Karuta all night... response:	That's the door.
context: I think it's nearly dawn.\I did it!\But it really feels like the training is working.\It really is different inside the force field...\Huh?\You believed all that?\But I had to say that, or you would have worried about Karuta all night...\That's the door. response:	So that's where it was!
