context: Yo, pay your rent, dumbass! Scum! response:	Korai House Landlord Daihatsu Meika
context: That's it?\They were holding hands.\Not like this, but like this.\Rabura, are you a virgin?\H-Huh?!\I'm not a v-virgin!\I heard from my sister.\You've never dated anyone before? response:	She's one to talk. She used to run a 24-hour live feed of her private life.
context: They were holding hands.\Not like this, but like this.\Rabura, are you a virgin?\H-Huh?!\I'm not a v-virgin!\I heard from my sister.\You've never dated anyone before?\She's one to talk. She used to run a 24-hour live feed of her private life. response:	That's true.
context: Not like this, but like this.\Rabura, are you a virgin?\H-Huh?!\I'm not a v-virgin!\I heard from my sister.\You've never dated anyone before?\She's one to talk. She used to run a 24-hour live feed of her private life.\That's true. response:	But I wonder why she decided to study abroad in the US.
context: Rabura, are you a virgin?\H-Huh?!\I'm not a v-virgin!\I heard from my sister.\You've never dated anyone before?\She's one to talk. She used to run a 24-hour live feed of her private life.\That's true.\But I wonder why she decided to study abroad in the US. response:	Who's left to hear me vent?
context: H-Huh?!\I'm not a v-virgin!\I heard from my sister.\You've never dated anyone before?\She's one to talk. She used to run a 24-hour live feed of her private life.\That's true.\But I wonder why she decided to study abroad in the US.\Who's left to hear me vent? response:	Yu-tan, hear me out!
context: I'm not a v-virgin!\I heard from my sister.\You've never dated anyone before?\She's one to talk. She used to run a 24-hour live feed of her private life.\That's true.\But I wonder why she decided to study abroad in the US.\Who's left to hear me vent?\Yu-tan, hear me out! response:	That IT venture pervert...
context: I heard from my sister.\You've never dated anyone before?\She's one to talk. She used to run a 24-hour live feed of her private life.\That's true.\But I wonder why she decided to study abroad in the US.\Who's left to hear me vent?\Yu-tan, hear me out!\That IT venture pervert... response:	Rabura-san, I made apple pie.
context: You've never dated anyone before?\She's one to talk. She used to run a 24-hour live feed of her private life.\That's true.\But I wonder why she decided to study abroad in the US.\Who's left to hear me vent?\Yu-tan, hear me out!\That IT venture pervert...\Rabura-san, I made apple pie. response:	Idol Group She's Mei Member Narugino Mikatan
context: She's one to talk. She used to run a 24-hour live feed of her private life.\That's true.\But I wonder why she decided to study abroad in the US.\Who's left to hear me vent?\Yu-tan, hear me out!\That IT venture pervert...\Rabura-san, I made apple pie.\Idol Group She's Mei Member Narugino Mikatan response:	Would you like
context: That's true.\But I wonder why she decided to study abroad in the US.\Who's left to hear me vent?\Yu-tan, hear me out!\That IT venture pervert...\Rabura-san, I made apple pie.\Idol Group She's Mei Member Narugino Mikatan\Would you like response:	Huh?! What happened?!
context: But I wonder why she decided to study abroad in the US.\Who's left to hear me vent?\Yu-tan, hear me out!\That IT venture pervert...\Rabura-san, I made apple pie.\Idol Group She's Mei Member Narugino Mikatan\Would you like\Huh?! What happened?! response:	Your Tsugaru accent is back.
context: Who's left to hear me vent?\Yu-tan, hear me out!\That IT venture pervert...\Rabura-san, I made apple pie.\Idol Group She's Mei Member Narugino Mikatan\Would you like\Huh?! What happened?!\Your Tsugaru accent is back. response:	Your profile says you're from Tokyo.
context: Yu-tan, hear me out!\That IT venture pervert...\Rabura-san, I made apple pie.\Idol Group She's Mei Member Narugino Mikatan\Would you like\Huh?! What happened?!\Your Tsugaru accent is back.\Your profile says you're from Tokyo. response:	That might not bode well for She's Mei.
context: That IT venture pervert...\Rabura-san, I made apple pie.\Idol Group She's Mei Member Narugino Mikatan\Would you like\Huh?! What happened?!\Your Tsugaru accent is back.\Your profile says you're from Tokyo.\That might not bode well for She's Mei. response:	Uh, have some apple pie.
context: Rabura-san, I made apple pie.\Idol Group She's Mei Member Narugino Mikatan\Would you like\Huh?! What happened?!\Your Tsugaru accent is back.\Your profile says you're from Tokyo.\That might not bode well for She's Mei.\Uh, have some apple pie. response:	If there's not enough cinnamon, you can use this.
context: Idol Group She's Mei Member Narugino Mikatan\Would you like\Huh?! What happened?!\Your Tsugaru accent is back.\Your profile says you're from Tokyo.\That might not bode well for She's Mei.\Uh, have some apple pie.\If there's not enough cinnamon, you can use this. response:	Strange Juice-san, please comment on the incident.
context: Would you like\Huh?! What happened?!\Your Tsugaru accent is back.\Your profile says you're from Tokyo.\That might not bode well for She's Mei.\Uh, have some apple pie.\If there's not enough cinnamon, you can use this.\Strange Juice-san, please comment on the incident. response:	Theater hostage situation safely resolved
context: Huh?! What happened?!\Your Tsugaru accent is back.\Your profile says you're from Tokyo.\That might not bode well for She's Mei.\Uh, have some apple pie.\If there's not enough cinnamon, you can use this.\Strange Juice-san, please comment on the incident.\Theater hostage situation safely resolved response:	Hey, why'd you turn it off?!
context: Your Tsugaru accent is back.\Your profile says you're from Tokyo.\That might not bode well for She's Mei.\Uh, have some apple pie.\If there's not enough cinnamon, you can use this.\Strange Juice-san, please comment on the incident.\Theater hostage situation safely resolved\Hey, why'd you turn it off?! response:	Huh? Oh, I thought you weren't watching.
context: Your profile says you're from Tokyo.\That might not bode well for She's Mei.\Uh, have some apple pie.\If there's not enough cinnamon, you can use this.\Strange Juice-san, please comment on the incident.\Theater hostage situation safely resolved\Hey, why'd you turn it off?!\Huh? Oh, I thought you weren't watching. response:	I'm glad, though.
context: That might not bode well for She's Mei.\Uh, have some apple pie.\If there's not enough cinnamon, you can use this.\Strange Juice-san, please comment on the incident.\Theater hostage situation safely resolved\Hey, why'd you turn it off?!\Huh? Oh, I thought you weren't watching.\I'm glad, though. response:	About what?
context: Uh, have some apple pie.\If there's not enough cinnamon, you can use this.\Strange Juice-san, please comment on the incident.\Theater hostage situation safely resolved\Hey, why'd you turn it off?!\Huh? Oh, I thought you weren't watching.\I'm glad, though.\About what? response:	The bus hijacking.
context: If there's not enough cinnamon, you can use this.\Strange Juice-san, please comment on the incident.\Theater hostage situation safely resolved\Hey, why'd you turn it off?!\Huh? Oh, I thought you weren't watching.\I'm glad, though.\About what?\The bus hijacking. response:	You said you were on that bus, right?
context: Strange Juice-san, please comment on the incident.\Theater hostage situation safely resolved\Hey, why'd you turn it off?!\Huh? Oh, I thought you weren't watching.\I'm glad, though.\About what?\The bus hijacking.\You said you were on that bus, right? response:	Oh, yeah.
context: Theater hostage situation safely resolved\Hey, why'd you turn it off?!\Huh? Oh, I thought you weren't watching.\I'm glad, though.\About what?\The bus hijacking.\You said you were on that bus, right?\Oh, yeah. response:	One wrong move and I would've been dead.
context: Hey, why'd you turn it off?!\Huh? Oh, I thought you weren't watching.\I'm glad, though.\About what?\The bus hijacking.\You said you were on that bus, right?\Oh, yeah.\One wrong move and I would've been dead. response:	Thanks to Akina.
context: Huh? Oh, I thought you weren't watching.\I'm glad, though.\About what?\The bus hijacking.\You said you were on that bus, right?\Oh, yeah.\One wrong move and I would've been dead.\Thanks to Akina. response:	Yuta-kun's sister?
context: I'm glad, though.\About what?\The bus hijacking.\You said you were on that bus, right?\Oh, yeah.\One wrong move and I would've been dead.\Thanks to Akina.\Yuta-kun's sister? response:	Yeah.
context: About what?\The bus hijacking.\You said you were on that bus, right?\Oh, yeah.\One wrong move and I would've been dead.\Thanks to Akina.\Yuta-kun's sister?\Yeah. response:	Akina was visiting home, but she said she had to go back right away,
context: The bus hijacking.\You said you were on that bus, right?\Oh, yeah.\One wrong move and I would've been dead.\Thanks to Akina.\Yuta-kun's sister?\Yeah.\Akina was visiting home, but she said she had to go back right away, response:	so Yuta and I saw her off at the airport.
context: You said you were on that bus, right?\Oh, yeah.\One wrong move and I would've been dead.\Thanks to Akina.\Yuta-kun's sister?\Yeah.\Akina was visiting home, but she said she had to go back right away,\so Yuta and I saw her off at the airport. response:	And on the way home...
context: Oh, yeah.\One wrong move and I would've been dead.\Thanks to Akina.\Yuta-kun's sister?\Yeah.\Akina was visiting home, but she said she had to go back right away,\so Yuta and I saw her off at the airport.\And on the way home... response:	You got caught up in that incident.
context: One wrong move and I would've been dead.\Thanks to Akina.\Yuta-kun's sister?\Yeah.\Akina was visiting home, but she said she had to go back right away,\so Yuta and I saw her off at the airport.\And on the way home...\You got caught up in that incident. response:	I hate turtles!
context: Thanks to Akina.\Yuta-kun's sister?\Yeah.\Akina was visiting home, but she said she had to go back right away,\so Yuta and I saw her off at the airport.\And on the way home...\You got caught up in that incident.\I hate turtles! response:	I see nothing! I see nothing!
context: Yuta-kun's sister?\Yeah.\Akina was visiting home, but she said she had to go back right away,\so Yuta and I saw her off at the airport.\And on the way home...\You got caught up in that incident.\I hate turtles!\I see nothing! I see nothing! response:	Rabura's Pet Kamenishi-kun
context: Yeah.\Akina was visiting home, but she said she had to go back right away,\so Yuta and I saw her off at the airport.\And on the way home...\You got caught up in that incident.\I hate turtles!\I see nothing! I see nothing!\Rabura's Pet Kamenishi-kun response:	What the heck is this smell?
context: Akina was visiting home, but she said she had to go back right away,\so Yuta and I saw her off at the airport.\And on the way home...\You got caught up in that incident.\I hate turtles!\I see nothing! I see nothing!\Rabura's Pet Kamenishi-kun\What the heck is this smell? response:	Cinnamon?
context: so Yuta and I saw her off at the airport.\And on the way home...\You got caught up in that incident.\I hate turtles!\I see nothing! I see nothing!\Rabura's Pet Kamenishi-kun\What the heck is this smell?\Cinnamon? response:	What do you want this time?
context: And on the way home...\You got caught up in that incident.\I hate turtles!\I see nothing! I see nothing!\Rabura's Pet Kamenishi-kun\What the heck is this smell?\Cinnamon?\What do you want this time? response:	The rent is
context: You got caught up in that incident.\I hate turtles!\I see nothing! I see nothing!\Rabura's Pet Kamenishi-kun\What the heck is this smell?\Cinnamon?\What do you want this time?\The rent is response:	A pigeon?!
context: I hate turtles!\I see nothing! I see nothing!\Rabura's Pet Kamenishi-kun\What the heck is this smell?\Cinnamon?\What do you want this time?\The rent is\A pigeon?! response:	What do you think?
context: I see nothing! I see nothing!\Rabura's Pet Kamenishi-kun\What the heck is this smell?\Cinnamon?\What do you want this time?\The rent is\A pigeon?!\What do you think? response:	What should I think? Why are you dressed like that?
context: Rabura's Pet Kamenishi-kun\What the heck is this smell?\Cinnamon?\What do you want this time?\The rent is\A pigeon?!\What do you think?\What should I think? Why are you dressed like that? response:	I actually learned it.
context: What the heck is this smell?\Cinnamon?\What do you want this time?\The rent is\A pigeon?!\What do you think?\What should I think? Why are you dressed like that?\I actually learned it. response:	Learned what?
context: Cinnamon?\What do you want this time?\The rent is\A pigeon?!\What do you think?\What should I think? Why are you dressed like that?\I actually learned it.\Learned what? response:	Cheermancy
context: What do you want this time?\The rent is\A pigeon?!\What do you think?\What should I think? Why are you dressed like that?\I actually learned it.\Learned what?\Cheermancy response:	Cheermancy.
context: The rent is\A pigeon?!\What do you think?\What should I think? Why are you dressed like that?\I actually learned it.\Learned what?\Cheermancy\Cheermancy. response:	Necromancy?
context: A pigeon?!\What do you think?\What should I think? Why are you dressed like that?\I actually learned it.\Learned what?\Cheermancy\Cheermancy.\Necromancy? response:	Necromancy
context: What do you think?\What should I think? Why are you dressed like that?\I actually learned it.\Learned what?\Cheermancy\Cheermancy.\Necromancy?\Necromancy response:	Just watch this.
context: What should I think? Why are you dressed like that?\I actually learned it.\Learned what?\Cheermancy\Cheermancy.\Necromancy?\Necromancy\Just watch this. response:	General liberal, deflation spiral, natural mineral, come on!
context: I actually learned it.\Learned what?\Cheermancy\Cheermancy.\Necromancy?\Necromancy\Just watch this.\General liberal, deflation spiral, natural mineral, come on! response:	That's Cheermancy?
context: Learned what?\Cheermancy\Cheermancy.\Necromancy?\Necromancy\Just watch this.\General liberal, deflation spiral, natural mineral, come on!\That's Cheermancy? response:	Yup.
context: Cheermancy\Cheermancy.\Necromancy?\Necromancy\Just watch this.\General liberal, deflation spiral, natural mineral, come on!\That's Cheermancy?\Yup. response:	Yeah?
context: Cheermancy.\Necromancy?\Necromancy\Just watch this.\General liberal, deflation spiral, natural mineral, come on!\That's Cheermancy?\Yup.\Yeah? response:	So you can do necromancy just by wearing that mask and singing?
context: Necromancy?\Necromancy\Just watch this.\General liberal, deflation spiral, natural mineral, come on!\That's Cheermancy?\Yup.\Yeah?\So you can do necromancy just by wearing that mask and singing? response:	Don't make me laugh!
context: Necromancy\Just watch this.\General liberal, deflation spiral, natural mineral, come on!\That's Cheermancy?\Yup.\Yeah?\So you can do necromancy just by wearing that mask and singing?\Don't make me laugh! response:	You aren't laughing.
context: Just watch this.\General liberal, deflation spiral, natural mineral, come on!\That's Cheermancy?\Yup.\Yeah?\So you can do necromancy just by wearing that mask and singing?\Don't make me laugh!\You aren't laughing. response:	What are you pissed about?
context: General liberal, deflation spiral, natural mineral, come on!\That's Cheermancy?\Yup.\Yeah?\So you can do necromancy just by wearing that mask and singing?\Don't make me laugh!\You aren't laughing.\What are you pissed about? response:	Of course I'm pissed!
context: That's Cheermancy?\Yup.\Yeah?\So you can do necromancy just by wearing that mask and singing?\Don't make me laugh!\You aren't laughing.\What are you pissed about?\Of course I'm pissed! response:	I'm working through some serious problems!
context: Yup.\Yeah?\So you can do necromancy just by wearing that mask and singing?\Don't make me laugh!\You aren't laughing.\What are you pissed about?\Of course I'm pissed!\I'm working through some serious problems! response:	That's why I'm here!
context: Yeah?\So you can do necromancy just by wearing that mask and singing?\Don't make me laugh!\You aren't laughing.\What are you pissed about?\Of course I'm pissed!\I'm working through some serious problems!\That's why I'm here! response:	If necromancy were that easy, I'd have no problems.
context: So you can do necromancy just by wearing that mask and singing?\Don't make me laugh!\You aren't laughing.\What are you pissed about?\Of course I'm pissed!\I'm working through some serious problems!\That's why I'm here!\If necromancy were that easy, I'd have no problems. response:	Maybe you just lack the sense for it.
context: Don't make me laugh!\You aren't laughing.\What are you pissed about?\Of course I'm pissed!\I'm working through some serious problems!\That's why I'm here!\If necromancy were that easy, I'd have no problems.\Maybe you just lack the sense for it. response:	My sense has nothing to do with it!
context: You aren't laughing.\What are you pissed about?\Of course I'm pissed!\I'm working through some serious problems!\That's why I'm here!\If necromancy were that easy, I'd have no problems.\Maybe you just lack the sense for it.\My sense has nothing to do with it! response:	Of course it does!
context: What are you pissed about?\Of course I'm pissed!\I'm working through some serious problems!\That's why I'm here!\If necromancy were that easy, I'd have no problems.\Maybe you just lack the sense for it.\My sense has nothing to do with it!\Of course it does! response:	You doofus!
context: Of course I'm pissed!\I'm working through some serious problems!\That's why I'm here!\If necromancy were that easy, I'd have no problems.\Maybe you just lack the sense for it.\My sense has nothing to do with it!\Of course it does!\You doofus! response:	Damn it, what the hell was that?!
context: I'm working through some serious problems!\That's why I'm here!\If necromancy were that easy, I'd have no problems.\Maybe you just lack the sense for it.\My sense has nothing to do with it!\Of course it does!\You doofus!\Damn it, what the hell was that?! response:	Incoming Call Yuta-sensei
context: That's why I'm here!\If necromancy were that easy, I'd have no problems.\Maybe you just lack the sense for it.\My sense has nothing to do with it!\Of course it does!\You doofus!\Damn it, what the hell was that?!\Incoming Call Yuta-sensei response:	Yes?
context: If necromancy were that easy, I'd have no problems.\Maybe you just lack the sense for it.\My sense has nothing to do with it!\Of course it does!\You doofus!\Damn it, what the hell was that?!\Incoming Call Yuta-sensei\Yes? response:	You finally answered.
context: Maybe you just lack the sense for it.\My sense has nothing to do with it!\Of course it does!\You doofus!\Damn it, what the hell was that?!\Incoming Call Yuta-sensei\Yes?\You finally answered. response:	MMO Vegetable Hikiotani Ito
context: My sense has nothing to do with it!\Of course it does!\You doofus!\Damn it, what the hell was that?!\Incoming Call Yuta-sensei\Yes?\You finally answered.\MMO Vegetable Hikiotani Ito response:	I went to your place yesterday.
context: Of course it does!\You doofus!\Damn it, what the hell was that?!\Incoming Call Yuta-sensei\Yes?\You finally answered.\MMO Vegetable Hikiotani Ito\I went to your place yesterday. response:	What? Why?
context: You doofus!\Damn it, what the hell was that?!\Incoming Call Yuta-sensei\Yes?\You finally answered.\MMO Vegetable Hikiotani Ito\I went to your place yesterday.\What? Why? response:	I wanted to let you know something.
context: Damn it, what the hell was that?!\Incoming Call Yuta-sensei\Yes?\You finally answered.\MMO Vegetable Hikiotani Ito\I went to your place yesterday.\What? Why?\I wanted to let you know something. response:	And I wanted to hear what you thought about that script.
context: Incoming Call Yuta-sensei\Yes?\You finally answered.\MMO Vegetable Hikiotani Ito\I went to your place yesterday.\What? Why?\I wanted to let you know something.\And I wanted to hear what you thought about that script. response:	Hey, why don't you come to school already?
context: Yes?\You finally answered.\MMO Vegetable Hikiotani Ito\I went to your place yesterday.\What? Why?\I wanted to let you know something.\And I wanted to hear what you thought about that script.\Hey, why don't you come to school already? response:	If you're nervous about it, I'll...
context: You finally answered.\MMO Vegetable Hikiotani Ito\I went to your place yesterday.\What? Why?\I wanted to let you know something.\And I wanted to hear what you thought about that script.\Hey, why don't you come to school already?\If you're nervous about it, I'll... response:	Sorry, someone's here.
context: MMO Vegetable Hikiotani Ito\I went to your place yesterday.\What? Why?\I wanted to let you know something.\And I wanted to hear what you thought about that script.\Hey, why don't you come to school already?\If you're nervous about it, I'll...\Sorry, someone's here. response:	Bye.
context: I went to your place yesterday.\What? Why?\I wanted to let you know something.\And I wanted to hear what you thought about that script.\Hey, why don't you come to school already?\If you're nervous about it, I'll...\Sorry, someone's here.\Bye. response:	Hey, wait
context: What? Why?\I wanted to let you know something.\And I wanted to hear what you thought about that script.\Hey, why don't you come to school already?\If you're nervous about it, I'll...\Sorry, someone's here.\Bye.\Hey, wait response:	Good evening.
context: I wanted to let you know something.\And I wanted to hear what you thought about that script.\Hey, why don't you come to school already?\If you're nervous about it, I'll...\Sorry, someone's here.\Bye.\Hey, wait\Good evening. response:	General liberal, deflation spiral, natural mineral, come on!
context: And I wanted to hear what you thought about that script.\Hey, why don't you come to school already?\If you're nervous about it, I'll...\Sorry, someone's here.\Bye.\Hey, wait\Good evening.\General liberal, deflation spiral, natural mineral, come on! response:	Spirit-san, spirit-san, if you're here, uh...
context: Hey, why don't you come to school already?\If you're nervous about it, I'll...\Sorry, someone's here.\Bye.\Hey, wait\Good evening.\General liberal, deflation spiral, natural mineral, come on!\Spirit-san, spirit-san, if you're here, uh... response:	Move this bottle!
context: If you're nervous about it, I'll...\Sorry, someone's here.\Bye.\Hey, wait\Good evening.\General liberal, deflation spiral, natural mineral, come on!\Spirit-san, spirit-san, if you're here, uh...\Move this bottle! response:	Now!
context: Sorry, someone's here.\Bye.\Hey, wait\Good evening.\General liberal, deflation spiral, natural mineral, come on!\Spirit-san, spirit-san, if you're here, uh...\Move this bottle!\Now! response:	Why don't you respond?
context: Bye.\Hey, wait\Good evening.\General liberal, deflation spiral, natural mineral, come on!\Spirit-san, spirit-san, if you're here, uh...\Move this bottle!\Now!\Why don't you respond? response:	The bottle talked!
context: Hey, wait\Good evening.\General liberal, deflation spiral, natural mineral, come on!\Spirit-san, spirit-san, if you're here, uh...\Move this bottle!\Now!\Why don't you respond?\The bottle talked! response:	It's me.
context: Good evening.\General liberal, deflation spiral, natural mineral, come on!\Spirit-san, spirit-san, if you're here, uh...\Move this bottle!\Now!\Why don't you respond?\The bottle talked!\It's me. response:	Oh, it's you.
context: General liberal, deflation spiral, natural mineral, come on!\Spirit-san, spirit-san, if you're here, uh...\Move this bottle!\Now!\Why don't you respond?\The bottle talked!\It's me.\Oh, it's you. response:	Respond?
context: Spirit-san, spirit-san, if you're here, uh...\Move this bottle!\Now!\Why don't you respond?\The bottle talked!\It's me.\Oh, it's you.\Respond? response:	But at my spirit power level, the best I can do is roll a pencil.
context: Move this bottle!\Now!\Why don't you respond?\The bottle talked!\It's me.\Oh, it's you.\Respond?\But at my spirit power level, the best I can do is roll a pencil. response:	Cinnamon.
context: Now!\Why don't you respond?\The bottle talked!\It's me.\Oh, it's you.\Respond?\But at my spirit power level, the best I can do is roll a pencil.\Cinnamon. response:	There are cinnamon particles scattered throughout the room.
context: Why don't you respond?\The bottle talked!\It's me.\Oh, it's you.\Respond?\But at my spirit power level, the best I can do is roll a pencil.\Cinnamon.\There are cinnamon particles scattered throughout the room. response:	Cinnamon has a strange effect that increases your spirit power.
context: The bottle talked!\It's me.\Oh, it's you.\Respond?\But at my spirit power level, the best I can do is roll a pencil.\Cinnamon.\There are cinnamon particles scattered throughout the room.\Cinnamon has a strange effect that increases your spirit power. response:	That's such a random premise.
context: It's me.\Oh, it's you.\Respond?\But at my spirit power level, the best I can do is roll a pencil.\Cinnamon.\There are cinnamon particles scattered throughout the room.\Cinnamon has a strange effect that increases your spirit power.\That's such a random premise. response:	Just give it a try.
context: Oh, it's you.\Respond?\But at my spirit power level, the best I can do is roll a pencil.\Cinnamon.\There are cinnamon particles scattered throughout the room.\Cinnamon has a strange effect that increases your spirit power.\That's such a random premise.\Just give it a try. response:	How is this gonna cut it?!
context: Respond?\But at my spirit power level, the best I can do is roll a pencil.\Cinnamon.\There are cinnamon particles scattered throughout the room.\Cinnamon has a strange effect that increases your spirit power.\That's such a random premise.\Just give it a try.\How is this gonna cut it?! response:	Don't mess with necromancy!
context: But at my spirit power level, the best I can do is roll a pencil.\Cinnamon.\There are cinnamon particles scattered throughout the room.\Cinnamon has a strange effect that increases your spirit power.\That's such a random premise.\Just give it a try.\How is this gonna cut it?!\Don't mess with necromancy! response:	What the hell am I doing?
context: Cinnamon.\There are cinnamon particles scattered throughout the room.\Cinnamon has a strange effect that increases your spirit power.\That's such a random premise.\Just give it a try.\How is this gonna cut it?!\Don't mess with necromancy!\What the hell am I doing? response:	Move. Move!
context: There are cinnamon particles scattered throughout the room.\Cinnamon has a strange effect that increases your spirit power.\That's such a random premise.\Just give it a try.\How is this gonna cut it?!\Don't mess with necromancy!\What the hell am I doing?\Move. Move! response:	No way.
context: Cinnamon has a strange effect that increases your spirit power.\That's such a random premise.\Just give it a try.\How is this gonna cut it?!\Don't mess with necromancy!\What the hell am I doing?\Move. Move!\No way. response:	Advanced Spirit Power User
context: That's such a random premise.\Just give it a try.\How is this gonna cut it?!\Don't mess with necromancy!\What the hell am I doing?\Move. Move!\No way.\Advanced Spirit Power User response:	Well, let's eat.
context: Just give it a try.\How is this gonna cut it?!\Don't mess with necromancy!\What the hell am I doing?\Move. Move!\No way.\Advanced Spirit Power User\Well, let's eat. response:	W-Wait, didn't you promise you'd leave once you gave me the pie?
context: How is this gonna cut it?!\Don't mess with necromancy!\What the hell am I doing?\Move. Move!\No way.\Advanced Spirit Power User\Well, let's eat.\W-Wait, didn't you promise you'd leave once you gave me the pie? response:	Oh, this is fine.
context: Don't mess with necromancy!\What the hell am I doing?\Move. Move!\No way.\Advanced Spirit Power User\Well, let's eat.\W-Wait, didn't you promise you'd leave once you gave me the pie?\Oh, this is fine. response:	No, it's not!
context: What the hell am I doing?\Move. Move!\No way.\Advanced Spirit Power User\Well, let's eat.\W-Wait, didn't you promise you'd leave once you gave me the pie?\Oh, this is fine.\No, it's not! response:	Is there something you don't want me to see?
context: Move. Move!\No way.\Advanced Spirit Power User\Well, let's eat.\W-Wait, didn't you promise you'd leave once you gave me the pie?\Oh, this is fine.\No, it's not!\Is there something you don't want me to see? response:	N-No, nothing at all!
context: No way.\Advanced Spirit Power User\Well, let's eat.\W-Wait, didn't you promise you'd leave once you gave me the pie?\Oh, this is fine.\No, it's not!\Is there something you don't want me to see?\N-No, nothing at all! response:	Okay, let's eat, then...
context: Advanced Spirit Power User\Well, let's eat.\W-Wait, didn't you promise you'd leave once you gave me the pie?\Oh, this is fine.\No, it's not!\Is there something you don't want me to see?\N-No, nothing at all!\Okay, let's eat, then... response:	We don't have forks.
context: Well, let's eat.\W-Wait, didn't you promise you'd leave once you gave me the pie?\Oh, this is fine.\No, it's not!\Is there something you don't want me to see?\N-No, nothing at all!\Okay, let's eat, then...\We don't have forks. response:	The forks are in the kitchen.
context: W-Wait, didn't you promise you'd leave once you gave me the pie?\Oh, this is fine.\No, it's not!\Is there something you don't want me to see?\N-No, nothing at all!\Okay, let's eat, then...\We don't have forks.\The forks are in the kitchen. response:	Okay.
context: Oh, this is fine.\No, it's not!\Is there something you don't want me to see?\N-No, nothing at all!\Okay, let's eat, then...\We don't have forks.\The forks are in the kitchen.\Okay. response:	What was that?
context: No, it's not!\Is there something you don't want me to see?\N-No, nothing at all!\Okay, let's eat, then...\We don't have forks.\The forks are in the kitchen.\Okay.\What was that? response:	That was me.
context: Is there something you don't want me to see?\N-No, nothing at all!\Okay, let's eat, then...\We don't have forks.\The forks are in the kitchen.\Okay.\What was that?\That was me. response:	You just screamed?
context: N-No, nothing at all!\Okay, let's eat, then...\We don't have forks.\The forks are in the kitchen.\Okay.\What was that?\That was me.\You just screamed? response:	See?
context: Okay, let's eat, then...\We don't have forks.\The forks are in the kitchen.\Okay.\What was that?\That was me.\You just screamed?\See? response:	Um, are you all right?
context: We don't have forks.\The forks are in the kitchen.\Okay.\What was that?\That was me.\You just screamed?\See?\Um, are you all right? response:	What?
context: The forks are in the kitchen.\Okay.\What was that?\That was me.\You just screamed?\See?\Um, are you all right?\What? response:	You're hiding in your room all the time these days.
context: Okay.\What was that?\That was me.\You just screamed?\See?\Um, are you all right?\What?\You're hiding in your room all the time these days. response:	You need to get some sun, or...
context: What was that?\That was me.\You just screamed?\See?\Um, are you all right?\What?\You're hiding in your room all the time these days.\You need to get some sun, or... response:	You'll get weird.
context: That was me.\You just screamed?\See?\Um, are you all right?\What?\You're hiding in your room all the time these days.\You need to get some sun, or...\You'll get weird. response:	Psychologically, mentally...
context: You just screamed?\See?\Um, are you all right?\What?\You're hiding in your room all the time these days.\You need to get some sun, or...\You'll get weird.\Psychologically, mentally... response:	I'm fine, really.
context: See?\Um, are you all right?\What?\You're hiding in your room all the time these days.\You need to get some sun, or...\You'll get weird.\Psychologically, mentally...\I'm fine, really. response:	I go outside sometimes.
context: Um, are you all right?\What?\You're hiding in your room all the time these days.\You need to get some sun, or...\You'll get weird.\Psychologically, mentally...\I'm fine, really.\I go outside sometimes. response:	You don't look like it.
context: What?\You're hiding in your room all the time these days.\You need to get some sun, or...\You'll get weird.\Psychologically, mentally...\I'm fine, really.\I go outside sometimes.\You don't look like it. response:	Your hair's a mess.
context: You're hiding in your room all the time these days.\You need to get some sun, or...\You'll get weird.\Psychologically, mentally...\I'm fine, really.\I go outside sometimes.\You don't look like it.\Your hair's a mess. response:	I know, I'll brush it for you.
context: You need to get some sun, or...\You'll get weird.\Psychologically, mentally...\I'm fine, really.\I go outside sometimes.\You don't look like it.\Your hair's a mess.\I know, I'll brush it for you. response:	Where's your hairbrush?
context: You'll get weird.\Psychologically, mentally...\I'm fine, really.\I go outside sometimes.\You don't look like it.\Your hair's a mess.\I know, I'll brush it for you.\Where's your hairbrush? response:	Found it!
context: Psychologically, mentally...\I'm fine, really.\I go outside sometimes.\You don't look like it.\Your hair's a mess.\I know, I'll brush it for you.\Where's your hairbrush?\Found it! response:	Oh, that's...
context: I'm fine, really.\I go outside sometimes.\You don't look like it.\Your hair's a mess.\I know, I'll brush it for you.\Where's your hairbrush?\Found it!\Oh, that's... response:	Wow, your hair's redder than it looks.
context: I go outside sometimes.\You don't look like it.\Your hair's a mess.\I know, I'll brush it for you.\Where's your hairbrush?\Found it!\Oh, that's...\Wow, your hair's redder than it looks. response:	D-Don't be so rude.
context: You don't look like it.\Your hair's a mess.\I know, I'll brush it for you.\Where's your hairbrush?\Found it!\Oh, that's...\Wow, your hair's redder than it looks.\D-Don't be so rude. response:	Sorry.
context: Your hair's a mess.\I know, I'll brush it for you.\Where's your hairbrush?\Found it!\Oh, that's...\Wow, your hair's redder than it looks.\D-Don't be so rude.\Sorry. response:	Hey, what's this?
context: I know, I'll brush it for you.\Where's your hairbrush?\Found it!\Oh, that's...\Wow, your hair's redder than it looks.\D-Don't be so rude.\Sorry.\Hey, what's this? response:	C-Can't you tell? It's a salmon.
context: Where's your hairbrush?\Found it!\Oh, that's...\Wow, your hair's redder than it looks.\D-Don't be so rude.\Sorry.\Hey, what's this?\C-Can't you tell? It's a salmon. response:	Why is it on the floor?
