context: Somehow, I... response:	No, sometime during summer vacation I'll write an interesting name.
context: I couldn't keep my promise to write a name by the end of summer vacation.\Is that the only reason?\Mashiro-kun sure is strict.\That's just how serious he is.\And I didn't think I was suited to battle manga from the beginning,\but Mashiro was fixated on doing a battle story, so we had that conflict of opinions too.\So this time, I'm writing a mystery story.\A mystery story? response:	Ah, yes.
context: Is that the only reason?\Mashiro-kun sure is strict.\That's just how serious he is.\And I didn't think I was suited to battle manga from the beginning,\but Mashiro was fixated on doing a battle story, so we had that conflict of opinions too.\So this time, I'm writing a mystery story.\A mystery story?\Ah, yes. response:	And uh, you'll look at the name if it's just me right?
context: Mashiro-kun sure is strict.\That's just how serious he is.\And I didn't think I was suited to battle manga from the beginning,\but Mashiro was fixated on doing a battle story, so we had that conflict of opinions too.\So this time, I'm writing a mystery story.\A mystery story?\Ah, yes.\And uh, you'll look at the name if it's just me right? response:	Yes, I'll look at it. Of course.
context: That's just how serious he is.\And I didn't think I was suited to battle manga from the beginning,\but Mashiro was fixated on doing a battle story, so we had that conflict of opinions too.\So this time, I'm writing a mystery story.\A mystery story?\Ah, yes.\And uh, you'll look at the name if it's just me right?\Yes, I'll look at it. Of course. response:	So... Mashiro-kun doesn't know you're drawing a mystery story?
context: And I didn't think I was suited to battle manga from the beginning,\but Mashiro was fixated on doing a battle story, so we had that conflict of opinions too.\So this time, I'm writing a mystery story.\A mystery story?\Ah, yes.\And uh, you'll look at the name if it's just me right?\Yes, I'll look at it. Of course.\So... Mashiro-kun doesn't know you're drawing a mystery story? response:	I couldn't tell him that I'm ignoring his wishes and writing something different.
context: but Mashiro was fixated on doing a battle story, so we had that conflict of opinions too.\So this time, I'm writing a mystery story.\A mystery story?\Ah, yes.\And uh, you'll look at the name if it's just me right?\Yes, I'll look at it. Of course.\So... Mashiro-kun doesn't know you're drawing a mystery story?\I couldn't tell him that I'm ignoring his wishes and writing something different. response:	I was planning on having it done by the end of summer vacation, but I couldn't make it in time.
context: So this time, I'm writing a mystery story.\A mystery story?\Ah, yes.\And uh, you'll look at the name if it's just me right?\Yes, I'll look at it. Of course.\So... Mashiro-kun doesn't know you're drawing a mystery story?\I couldn't tell him that I'm ignoring his wishes and writing something different.\I was planning on having it done by the end of summer vacation, but I couldn't make it in time. response:	So I'm setting my sights on being an original story author by myself.
context: A mystery story?\Ah, yes.\And uh, you'll look at the name if it's just me right?\Yes, I'll look at it. Of course.\So... Mashiro-kun doesn't know you're drawing a mystery story?\I couldn't tell him that I'm ignoring his wishes and writing something different.\I was planning on having it done by the end of summer vacation, but I couldn't make it in time.\So I'm setting my sights on being an original story author by myself. response:	What's with these two?
context: Ah, yes.\And uh, you'll look at the name if it's just me right?\Yes, I'll look at it. Of course.\So... Mashiro-kun doesn't know you're drawing a mystery story?\I couldn't tell him that I'm ignoring his wishes and writing something different.\I was planning on having it done by the end of summer vacation, but I couldn't make it in time.\So I'm setting my sights on being an original story author by myself.\What's with these two? response:	If I tell Takagi-kun what story Mashiro-kun is trying to do, then...
context: And uh, you'll look at the name if it's just me right?\Yes, I'll look at it. Of course.\So... Mashiro-kun doesn't know you're drawing a mystery story?\I couldn't tell him that I'm ignoring his wishes and writing something different.\I was planning on having it done by the end of summer vacation, but I couldn't make it in time.\So I'm setting my sights on being an original story author by myself.\What's with these two?\If I tell Takagi-kun what story Mashiro-kun is trying to do, then... response:	No!
context: Yes, I'll look at it. Of course.\So... Mashiro-kun doesn't know you're drawing a mystery story?\I couldn't tell him that I'm ignoring his wishes and writing something different.\I was planning on having it done by the end of summer vacation, but I couldn't make it in time.\So I'm setting my sights on being an original story author by myself.\What's with these two?\If I tell Takagi-kun what story Mashiro-kun is trying to do, then...\No! response:	Got it, a mystery story sounds good.
context: So... Mashiro-kun doesn't know you're drawing a mystery story?\I couldn't tell him that I'm ignoring his wishes and writing something different.\I was planning on having it done by the end of summer vacation, but I couldn't make it in time.\So I'm setting my sights on being an original story author by myself.\What's with these two?\If I tell Takagi-kun what story Mashiro-kun is trying to do, then...\No!\Got it, a mystery story sounds good. response:	It really fits you, Takagi-kun!
context: I couldn't tell him that I'm ignoring his wishes and writing something different.\I was planning on having it done by the end of summer vacation, but I couldn't make it in time.\So I'm setting my sights on being an original story author by myself.\What's with these two?\If I tell Takagi-kun what story Mashiro-kun is trying to do, then...\No!\Got it, a mystery story sounds good.\It really fits you, Takagi-kun! response:	Get that name in soon.
context: I was planning on having it done by the end of summer vacation, but I couldn't make it in time.\So I'm setting my sights on being an original story author by myself.\What's with these two?\If I tell Takagi-kun what story Mashiro-kun is trying to do, then...\No!\Got it, a mystery story sounds good.\It really fits you, Takagi-kun!\Get that name in soon. response:	Well, even though I'd like to get it done soon...
context: So I'm setting my sights on being an original story author by myself.\What's with these two?\If I tell Takagi-kun what story Mashiro-kun is trying to do, then...\No!\Got it, a mystery story sounds good.\It really fits you, Takagi-kun!\Get that name in soon.\Well, even though I'd like to get it done soon... response:	I still don't have the setup plan for the protagonist done yet.
context: What's with these two?\If I tell Takagi-kun what story Mashiro-kun is trying to do, then...\No!\Got it, a mystery story sounds good.\It really fits you, Takagi-kun!\Get that name in soon.\Well, even though I'd like to get it done soon...\I still don't have the setup plan for the protagonist done yet. response:	The protagonist can just be an ordinary detective.
context: If I tell Takagi-kun what story Mashiro-kun is trying to do, then...\No!\Got it, a mystery story sounds good.\It really fits you, Takagi-kun!\Get that name in soon.\Well, even though I'd like to get it done soon...\I still don't have the setup plan for the protagonist done yet.\The protagonist can just be an ordinary detective. response:	The important things in a mystery story are the tricks and mysteries.
context: No!\Got it, a mystery story sounds good.\It really fits you, Takagi-kun!\Get that name in soon.\Well, even though I'd like to get it done soon...\I still don't have the setup plan for the protagonist done yet.\The protagonist can just be an ordinary detective.\The important things in a mystery story are the tricks and mysteries. response:	It'll be okay.
context: Got it, a mystery story sounds good.\It really fits you, Takagi-kun!\Get that name in soon.\Well, even though I'd like to get it done soon...\I still don't have the setup plan for the protagonist done yet.\The protagonist can just be an ordinary detective.\The important things in a mystery story are the tricks and mysteries.\It'll be okay. response:	You have talent, Takagi-kun.
context: It really fits you, Takagi-kun!\Get that name in soon.\Well, even though I'd like to get it done soon...\I still don't have the setup plan for the protagonist done yet.\The protagonist can just be an ordinary detective.\The important things in a mystery story are the tricks and mysteries.\It'll be okay.\You have talent, Takagi-kun. response:	I'm always telling you that even the editorial department has acknowledged that, aren't I?
context: Get that name in soon.\Well, even though I'd like to get it done soon...\I still don't have the setup plan for the protagonist done yet.\The protagonist can just be an ordinary detective.\The important things in a mystery story are the tricks and mysteries.\It'll be okay.\You have talent, Takagi-kun.\I'm always telling you that even the editorial department has acknowledged that, aren't I? response:	You need to have confidence.
context: Well, even though I'd like to get it done soon...\I still don't have the setup plan for the protagonist done yet.\The protagonist can just be an ordinary detective.\The important things in a mystery story are the tricks and mysteries.\It'll be okay.\You have talent, Takagi-kun.\I'm always telling you that even the editorial department has acknowledged that, aren't I?\You need to have confidence. response:	Ah, okay.
context: I still don't have the setup plan for the protagonist done yet.\The protagonist can just be an ordinary detective.\The important things in a mystery story are the tricks and mysteries.\It'll be okay.\You have talent, Takagi-kun.\I'm always telling you that even the editorial department has acknowledged that, aren't I?\You need to have confidence.\Ah, okay. response:	Yuujirou, CROW has the opening pages for issue 49.
context: The protagonist can just be an ordinary detective.\The important things in a mystery story are the tricks and mysteries.\It'll be okay.\You have talent, Takagi-kun.\I'm always telling you that even the editorial department has acknowledged that, aren't I?\You need to have confidence.\Ah, okay.\Yuujirou, CROW has the opening pages for issue 49. response:	Ah, okay.
context: The important things in a mystery story are the tricks and mysteries.\It'll be okay.\You have talent, Takagi-kun.\I'm always telling you that even the editorial department has acknowledged that, aren't I?\You need to have confidence.\Ah, okay.\Yuujirou, CROW has the opening pages for issue 49.\Ah, okay. response:	Oh, this is perfect, Fukuda-kun.
context: It'll be okay.\You have talent, Takagi-kun.\I'm always telling you that even the editorial department has acknowledged that, aren't I?\You need to have confidence.\Ah, okay.\Yuujirou, CROW has the opening pages for issue 49.\Ah, okay.\Oh, this is perfect, Fukuda-kun. response:	You're at Niizuma-kun's place now, right?
context: You have talent, Takagi-kun.\I'm always telling you that even the editorial department has acknowledged that, aren't I?\You need to have confidence.\Ah, okay.\Yuujirou, CROW has the opening pages for issue 49.\Ah, okay.\Oh, this is perfect, Fukuda-kun.\You're at Niizuma-kun's place now, right? response:	Could you put him on for a minute?
context: I'm always telling you that even the editorial department has acknowledged that, aren't I?\You need to have confidence.\Ah, okay.\Yuujirou, CROW has the opening pages for issue 49.\Ah, okay.\Oh, this is perfect, Fukuda-kun.\You're at Niizuma-kun's place now, right?\Could you put him on for a minute? response:	What do you mean, This is perfect?!
context: You need to have confidence.\Ah, okay.\Yuujirou, CROW has the opening pages for issue 49.\Ah, okay.\Oh, this is perfect, Fukuda-kun.\You're at Niizuma-kun's place now, right?\Could you put him on for a minute?\What do you mean, This is perfect?! response:	Ah sorry, that was a little rude.
context: Ah, okay.\Yuujirou, CROW has the opening pages for issue 49.\Ah, okay.\Oh, this is perfect, Fukuda-kun.\You're at Niizuma-kun's place now, right?\Could you put him on for a minute?\What do you mean, This is perfect?!\Ah sorry, that was a little rude. response:	Could you just fax me your name, Fukuda-kun?
context: Yuujirou, CROW has the opening pages for issue 49.\Ah, okay.\Oh, this is perfect, Fukuda-kun.\You're at Niizuma-kun's place now, right?\Could you put him on for a minute?\What do you mean, This is perfect?!\Ah sorry, that was a little rude.\Could you just fax me your name, Fukuda-kun? response:	You only wanna do it in person?
context: Ah, okay.\Oh, this is perfect, Fukuda-kun.\You're at Niizuma-kun's place now, right?\Could you put him on for a minute?\What do you mean, This is perfect?!\Ah sorry, that was a little rude.\Could you just fax me your name, Fukuda-kun?\You only wanna do it in person? response:	You really are as much of a smart-ass as ever, Fukuda.
context: Oh, this is perfect, Fukuda-kun.\You're at Niizuma-kun's place now, right?\Could you put him on for a minute?\What do you mean, This is perfect?!\Ah sorry, that was a little rude.\Could you just fax me your name, Fukuda-kun?\You only wanna do it in person?\You really are as much of a smart-ass as ever, Fukuda. response:	But I am gonna be around there...
context: You're at Niizuma-kun's place now, right?\Could you put him on for a minute?\What do you mean, This is perfect?!\Ah sorry, that was a little rude.\Could you just fax me your name, Fukuda-kun?\You only wanna do it in person?\You really are as much of a smart-ass as ever, Fukuda.\But I am gonna be around there... response:	Sorry to keep you waiting.
context: Could you put him on for a minute?\What do you mean, This is perfect?!\Ah sorry, that was a little rude.\Could you just fax me your name, Fukuda-kun?\You only wanna do it in person?\You really are as much of a smart-ass as ever, Fukuda.\But I am gonna be around there...\Sorry to keep you waiting. response:	Ah, no problem.
context: What do you mean, This is perfect?!\Ah sorry, that was a little rude.\Could you just fax me your name, Fukuda-kun?\You only wanna do it in person?\You really are as much of a smart-ass as ever, Fukuda.\But I am gonna be around there...\Sorry to keep you waiting.\Ah, no problem. response:	This is really good. Could you make it into a name?
context: Ah sorry, that was a little rude.\Could you just fax me your name, Fukuda-kun?\You only wanna do it in person?\You really are as much of a smart-ass as ever, Fukuda.\But I am gonna be around there...\Sorry to keep you waiting.\Ah, no problem.\This is really good. Could you make it into a name? response:	Your biggest weapon is your artwork, after all.
context: Could you just fax me your name, Fukuda-kun?\You only wanna do it in person?\You really are as much of a smart-ass as ever, Fukuda.\But I am gonna be around there...\Sorry to keep you waiting.\Ah, no problem.\This is really good. Could you make it into a name?\Your biggest weapon is your artwork, after all. response:	So try to come up with drawings that really fit this story.
context: You only wanna do it in person?\You really are as much of a smart-ass as ever, Fukuda.\But I am gonna be around there...\Sorry to keep you waiting.\Ah, no problem.\This is really good. Could you make it into a name?\Your biggest weapon is your artwork, after all.\So try to come up with drawings that really fit this story. response:	Okay.
context: You really are as much of a smart-ass as ever, Fukuda.\But I am gonna be around there...\Sorry to keep you waiting.\Ah, no problem.\This is really good. Could you make it into a name?\Your biggest weapon is your artwork, after all.\So try to come up with drawings that really fit this story.\Okay. response:	Huh? You're alone today?
context: But I am gonna be around there...\Sorry to keep you waiting.\Ah, no problem.\This is really good. Could you make it into a name?\Your biggest weapon is your artwork, after all.\So try to come up with drawings that really fit this story.\Okay.\Huh? You're alone today? response:	Don't tell me your team broke up?
context: Sorry to keep you waiting.\Ah, no problem.\This is really good. Could you make it into a name?\Your biggest weapon is your artwork, after all.\So try to come up with drawings that really fit this story.\Okay.\Huh? You're alone today?\Don't tell me your team broke up? response:	Ah, am I right?
context: Ah, no problem.\This is really good. Could you make it into a name?\Your biggest weapon is your artwork, after all.\So try to come up with drawings that really fit this story.\Okay.\Huh? You're alone today?\Don't tell me your team broke up?\Ah, am I right? response:	It's Mashiro-kun, right? The one who does the drawing?
context: This is really good. Could you make it into a name?\Your biggest weapon is your artwork, after all.\So try to come up with drawings that really fit this story.\Okay.\Huh? You're alone today?\Don't tell me your team broke up?\Ah, am I right?\It's Mashiro-kun, right? The one who does the drawing? response:	I actually happen to be looking for someone
context: Your biggest weapon is your artwork, after all.\So try to come up with drawings that really fit this story.\Okay.\Huh? You're alone today?\Don't tell me your team broke up?\Ah, am I right?\It's Mashiro-kun, right? The one who does the drawing?\I actually happen to be looking for someone response:	to do the artwork for the second-place prize winner of the Story King for the name category.
context: So try to come up with drawings that really fit this story.\Okay.\Huh? You're alone today?\Don't tell me your team broke up?\Ah, am I right?\It's Mashiro-kun, right? The one who does the drawing?\I actually happen to be looking for someone\to do the artwork for the second-place prize winner of the Story King for the name category. response:	You'd be great for
context: Okay.\Huh? You're alone today?\Don't tell me your team broke up?\Ah, am I right?\It's Mashiro-kun, right? The one who does the drawing?\I actually happen to be looking for someone\to do the artwork for the second-place prize winner of the Story King for the name category.\You'd be great for response:	Please don't screw around!
context: Huh? You're alone today?\Don't tell me your team broke up?\Ah, am I right?\It's Mashiro-kun, right? The one who does the drawing?\I actually happen to be looking for someone\to do the artwork for the second-place prize winner of the Story King for the name category.\You'd be great for\Please don't screw around! response:	What's going on over there?
context: Don't tell me your team broke up?\Ah, am I right?\It's Mashiro-kun, right? The one who does the drawing?\I actually happen to be looking for someone\to do the artwork for the second-place prize winner of the Story King for the name category.\You'd be great for\Please don't screw around!\What's going on over there? response:	Woah, that was scary.
context: Ah, am I right?\It's Mashiro-kun, right? The one who does the drawing?\I actually happen to be looking for someone\to do the artwork for the second-place prize winner of the Story King for the name category.\You'd be great for\Please don't screw around!\What's going on over there?\Woah, that was scary. response:	I'm going back to work.
context: It's Mashiro-kun, right? The one who does the drawing?\I actually happen to be looking for someone\to do the artwork for the second-place prize winner of the Story King for the name category.\You'd be great for\Please don't screw around!\What's going on over there?\Woah, that was scary.\I'm going back to work. response:	Sorry for yelling.
context: I actually happen to be looking for someone\to do the artwork for the second-place prize winner of the Story King for the name category.\You'd be great for\Please don't screw around!\What's going on over there?\Woah, that was scary.\I'm going back to work.\Sorry for yelling. response:	Ah, I don't mind.
context: to do the artwork for the second-place prize winner of the Story King for the name category.\You'd be great for\Please don't screw around!\What's going on over there?\Woah, that was scary.\I'm going back to work.\Sorry for yelling.\Ah, I don't mind. response:	The runner-up Story King.
context: You'd be great for\Please don't screw around!\What's going on over there?\Woah, that was scary.\I'm going back to work.\Sorry for yelling.\Ah, I don't mind.\The runner-up Story King. response:	If you did the artwork for that, you might really get popular.
context: Please don't screw around!\What's going on over there?\Woah, that was scary.\I'm going back to work.\Sorry for yelling.\Ah, I don't mind.\The runner-up Story King.\If you did the artwork for that, you might really get popular. response:	If it's popular, it'll naturally get serialized.
context: What's going on over there?\Woah, that was scary.\I'm going back to work.\Sorry for yelling.\Ah, I don't mind.\The runner-up Story King.\If you did the artwork for that, you might really get popular.\If it's popular, it'll naturally get serialized. response:	Did you want to do that?
context: Woah, that was scary.\I'm going back to work.\Sorry for yelling.\Ah, I don't mind.\The runner-up Story King.\If you did the artwork for that, you might really get popular.\If it's popular, it'll naturally get serialized.\Did you want to do that? response:	Eh...
context: I'm going back to work.\Sorry for yelling.\Ah, I don't mind.\The runner-up Story King.\If you did the artwork for that, you might really get popular.\If it's popular, it'll naturally get serialized.\Did you want to do that?\Eh... response:	If you really want to do it, I don't mind apologizing and going to ask.
context: Sorry for yelling.\Ah, I don't mind.\The runner-up Story King.\If you did the artwork for that, you might really get popular.\If it's popular, it'll naturally get serialized.\Did you want to do that?\Eh...\If you really want to do it, I don't mind apologizing and going to ask. response:	If I get popular, I'll get serialized...
context: Ah, I don't mind.\The runner-up Story King.\If you did the artwork for that, you might really get popular.\If it's popular, it'll naturally get serialized.\Did you want to do that?\Eh...\If you really want to do it, I don't mind apologizing and going to ask.\If I get popular, I'll get serialized... response:	If I get serialized...
context: The runner-up Story King.\If you did the artwork for that, you might really get popular.\If it's popular, it'll naturally get serialized.\Did you want to do that?\Eh...\If you really want to do it, I don't mind apologizing and going to ask.\If I get popular, I'll get serialized...\If I get serialized... response:	But if you do do that, you'd better assume you won't be teaming up with Takagi-kun again.
context: If you did the artwork for that, you might really get popular.\If it's popular, it'll naturally get serialized.\Did you want to do that?\Eh...\If you really want to do it, I don't mind apologizing and going to ask.\If I get popular, I'll get serialized...\If I get serialized...\But if you do do that, you'd better assume you won't be teaming up with Takagi-kun again. response:	Would you still do it?
context: If it's popular, it'll naturally get serialized.\Did you want to do that?\Eh...\If you really want to do it, I don't mind apologizing and going to ask.\If I get popular, I'll get serialized...\If I get serialized...\But if you do do that, you'd better assume you won't be teaming up with Takagi-kun again.\Would you still do it? response:	Team up with me and we'll become mangakas.
context: Did you want to do that?\Eh...\If you really want to do it, I don't mind apologizing and going to ask.\If I get popular, I'll get serialized...\If I get serialized...\But if you do do that, you'd better assume you won't be teaming up with Takagi-kun again.\Would you still do it?\Team up with me and we'll become mangakas. response:	I'm doing the artwork and he's doing the story.
context: Eh...\If you really want to do it, I don't mind apologizing and going to ask.\If I get popular, I'll get serialized...\If I get serialized...\But if you do do that, you'd better assume you won't be teaming up with Takagi-kun again.\Would you still do it?\Team up with me and we'll become mangakas.\I'm doing the artwork and he's doing the story. response:	Fu-sion-ha!
context: If you really want to do it, I don't mind apologizing and going to ask.\If I get popular, I'll get serialized...\If I get serialized...\But if you do do that, you'd better assume you won't be teaming up with Takagi-kun again.\Would you still do it?\Team up with me and we'll become mangakas.\I'm doing the artwork and he's doing the story.\Fu-sion-ha! response:	Let's keep going nonstop until we're done!
context: If I get popular, I'll get serialized...\If I get serialized...\But if you do do that, you'd better assume you won't be teaming up with Takagi-kun again.\Would you still do it?\Team up with me and we'll become mangakas.\I'm doing the artwork and he's doing the story.\Fu-sion-ha!\Let's keep going nonstop until we're done! response:	Okay!
context: If I get serialized...\But if you do do that, you'd better assume you won't be teaming up with Takagi-kun again.\Would you still do it?\Team up with me and we'll become mangakas.\I'm doing the artwork and he's doing the story.\Fu-sion-ha!\Let's keep going nonstop until we're done!\Okay! response:	All right!
context: But if you do do that, you'd better assume you won't be teaming up with Takagi-kun again.\Would you still do it?\Team up with me and we'll become mangakas.\I'm doing the artwork and he's doing the story.\Fu-sion-ha!\Let's keep going nonstop until we're done!\Okay!\All right! response:	Thank you, Saikou.
context: Would you still do it?\Team up with me and we'll become mangakas.\I'm doing the artwork and he's doing the story.\Fu-sion-ha!\Let's keep going nonstop until we're done!\Okay!\All right!\Thank you, Saikou. response:	I don't know...
context: Team up with me and we'll become mangakas.\I'm doing the artwork and he's doing the story.\Fu-sion-ha!\Let's keep going nonstop until we're done!\Okay!\All right!\Thank you, Saikou.\I don't know... response:	I still don't know what I should do...
context: I'm doing the artwork and he's doing the story.\Fu-sion-ha!\Let's keep going nonstop until we're done!\Okay!\All right!\Thank you, Saikou.\I don't know...\I still don't know what I should do... response:	If you're still half-hearted about this,
context: Fu-sion-ha!\Let's keep going nonstop until we're done!\Okay!\All right!\Thank you, Saikou.\I don't know...\I still don't know what I should do...\If you're still half-hearted about this, response:	I don't think you should do the artwork for a name by anyone besides Takagi-kun yet.
context: Let's keep going nonstop until we're done!\Okay!\All right!\Thank you, Saikou.\I don't know...\I still don't know what I should do...\If you're still half-hearted about this,\I don't think you should do the artwork for a name by anyone besides Takagi-kun yet. response:	Okay...
context: Okay!\All right!\Thank you, Saikou.\I don't know...\I still don't know what I should do...\If you're still half-hearted about this,\I don't think you should do the artwork for a name by anyone besides Takagi-kun yet.\Okay... response:	Ah, Takagi-kun?
context: All right!\Thank you, Saikou.\I don't know...\I still don't know what I should do...\If you're still half-hearted about this,\I don't think you should do the artwork for a name by anyone besides Takagi-kun yet.\Okay...\Ah, Takagi-kun? response:	Sorry it's so sudden, but do you think you could come in tomorrow?
context: Thank you, Saikou.\I don't know...\I still don't know what I should do...\If you're still half-hearted about this,\I don't think you should do the artwork for a name by anyone besides Takagi-kun yet.\Okay...\Ah, Takagi-kun?\Sorry it's so sudden, but do you think you could come in tomorrow? response:	I actually wanted to talk about the scenario with Mashiro-kun.
context: I don't know...\I still don't know what I should do...\If you're still half-hearted about this,\I don't think you should do the artwork for a name by anyone besides Takagi-kun yet.\Okay...\Ah, Takagi-kun?\Sorry it's so sudden, but do you think you could come in tomorrow?\I actually wanted to talk about the scenario with Mashiro-kun. response:	If you could answer me honestly, do you not want to be teamed up with him anymore?
context: I still don't know what I should do...\If you're still half-hearted about this,\I don't think you should do the artwork for a name by anyone besides Takagi-kun yet.\Okay...\Ah, Takagi-kun?\Sorry it's so sudden, but do you think you could come in tomorrow?\I actually wanted to talk about the scenario with Mashiro-kun.\If you could answer me honestly, do you not want to be teamed up with him anymore? response:	It's not like that.
context: If you're still half-hearted about this,\I don't think you should do the artwork for a name by anyone besides Takagi-kun yet.\Okay...\Ah, Takagi-kun?\Sorry it's so sudden, but do you think you could come in tomorrow?\I actually wanted to talk about the scenario with Mashiro-kun.\If you could answer me honestly, do you not want to be teamed up with him anymore?\It's not like that. response:	I'm the one who invited him to become mangakas together.
context: I don't think you should do the artwork for a name by anyone besides Takagi-kun yet.\Okay...\Ah, Takagi-kun?\Sorry it's so sudden, but do you think you could come in tomorrow?\I actually wanted to talk about the scenario with Mashiro-kun.\If you could answer me honestly, do you not want to be teamed up with him anymore?\It's not like that.\I'm the one who invited him to become mangakas together. response:	I want to do it together.
context: Okay...\Ah, Takagi-kun?\Sorry it's so sudden, but do you think you could come in tomorrow?\I actually wanted to talk about the scenario with Mashiro-kun.\If you could answer me honestly, do you not want to be teamed up with him anymore?\It's not like that.\I'm the one who invited him to become mangakas together.\I want to do it together. response:	I see.
context: Ah, Takagi-kun?\Sorry it's so sudden, but do you think you could come in tomorrow?\I actually wanted to talk about the scenario with Mashiro-kun.\If you could answer me honestly, do you not want to be teamed up with him anymore?\It's not like that.\I'm the one who invited him to become mangakas together.\I want to do it together.\I see. response:	But it's my fault things got like this.
context: Sorry it's so sudden, but do you think you could come in tomorrow?\I actually wanted to talk about the scenario with Mashiro-kun.\If you could answer me honestly, do you not want to be teamed up with him anymore?\It's not like that.\I'm the one who invited him to become mangakas together.\I want to do it together.\I see.\But it's my fault things got like this. response:	Anyhow, I'm still working hard,
context: I actually wanted to talk about the scenario with Mashiro-kun.\If you could answer me honestly, do you not want to be teamed up with him anymore?\It's not like that.\I'm the one who invited him to become mangakas together.\I want to do it together.\I see.\But it's my fault things got like this.\Anyhow, I'm still working hard, response:	and it's something I think might be good enough to get Mashiro to say himself that he wants to team up again.
context: If you could answer me honestly, do you not want to be teamed up with him anymore?\It's not like that.\I'm the one who invited him to become mangakas together.\I want to do it together.\I see.\But it's my fault things got like this.\Anyhow, I'm still working hard,\and it's something I think might be good enough to get Mashiro to say himself that he wants to team up again. response:	If I can get it done before Mashiro-kun gets serialized by himself...
context: It's not like that.\I'm the one who invited him to become mangakas together.\I want to do it together.\I see.\But it's my fault things got like this.\Anyhow, I'm still working hard,\and it's something I think might be good enough to get Mashiro to say himself that he wants to team up again.\If I can get it done before Mashiro-kun gets serialized by himself... response:	Yes, I see. Then do you think you could leave that part to me?
context: I'm the one who invited him to become mangakas together.\I want to do it together.\I see.\But it's my fault things got like this.\Anyhow, I'm still working hard,\and it's something I think might be good enough to get Mashiro to say himself that he wants to team up again.\If I can get it done before Mashiro-kun gets serialized by himself...\Yes, I see. Then do you think you could leave that part to me? response:	If you listen to what I say, I'm sure you'll get back together and I bet you'll have a hit manga.
context: I want to do it together.\I see.\But it's my fault things got like this.\Anyhow, I'm still working hard,\and it's something I think might be good enough to get Mashiro to say himself that he wants to team up again.\If I can get it done before Mashiro-kun gets serialized by himself...\Yes, I see. Then do you think you could leave that part to me?\If you listen to what I say, I'm sure you'll get back together and I bet you'll have a hit manga. response:	The truth is that you and Mashiro-kun are precisely in tune with each other even now.
context: I see.\But it's my fault things got like this.\Anyhow, I'm still working hard,\and it's something I think might be good enough to get Mashiro to say himself that he wants to team up again.\If I can get it done before Mashiro-kun gets serialized by himself...\Yes, I see. Then do you think you could leave that part to me?\If you listen to what I say, I'm sure you'll get back together and I bet you'll have a hit manga.\The truth is that you and Mashiro-kun are precisely in tune with each other even now. response:	Enough so that even if you wanted to separate from each other, you couldn't.
context: But it's my fault things got like this.\Anyhow, I'm still working hard,\and it's something I think might be good enough to get Mashiro to say himself that he wants to team up again.\If I can get it done before Mashiro-kun gets serialized by himself...\Yes, I see. Then do you think you could leave that part to me?\If you listen to what I say, I'm sure you'll get back together and I bet you'll have a hit manga.\The truth is that you and Mashiro-kun are precisely in tune with each other even now.\Enough so that even if you wanted to separate from each other, you couldn't. response:	I don't really understand...
context: Anyhow, I'm still working hard,\and it's something I think might be good enough to get Mashiro to say himself that he wants to team up again.\If I can get it done before Mashiro-kun gets serialized by himself...\Yes, I see. Then do you think you could leave that part to me?\If you listen to what I say, I'm sure you'll get back together and I bet you'll have a hit manga.\The truth is that you and Mashiro-kun are precisely in tune with each other even now.\Enough so that even if you wanted to separate from each other, you couldn't.\I don't really understand... response:	Right now, Mashiro-kun is trying to write a detective story of his own.
context: and it's something I think might be good enough to get Mashiro to say himself that he wants to team up again.\If I can get it done before Mashiro-kun gets serialized by himself...\Yes, I see. Then do you think you could leave that part to me?\If you listen to what I say, I'm sure you'll get back together and I bet you'll have a hit manga.\The truth is that you and Mashiro-kun are precisely in tune with each other even now.\Enough so that even if you wanted to separate from each other, you couldn't.\I don't really understand...\Right now, Mashiro-kun is trying to write a detective story of his own. response:	Hattori-san, did you tell Mashiro-kun what I said I was trying to write?
context: If I can get it done before Mashiro-kun gets serialized by himself...\Yes, I see. Then do you think you could leave that part to me?\If you listen to what I say, I'm sure you'll get back together and I bet you'll have a hit manga.\The truth is that you and Mashiro-kun are precisely in tune with each other even now.\Enough so that even if you wanted to separate from each other, you couldn't.\I don't really understand...\Right now, Mashiro-kun is trying to write a detective story of his own.\Hattori-san, did you tell Mashiro-kun what I said I was trying to write? response:	No, I was surprised too.
context: Yes, I see. Then do you think you could leave that part to me?\If you listen to what I say, I'm sure you'll get back together and I bet you'll have a hit manga.\The truth is that you and Mashiro-kun are precisely in tune with each other even now.\Enough so that even if you wanted to separate from each other, you couldn't.\I don't really understand...\Right now, Mashiro-kun is trying to write a detective story of his own.\Hattori-san, did you tell Mashiro-kun what I said I was trying to write?\No, I was surprised too. response:	Two people who'd said they'd split up had separately started working on the same kind of story.
context: If you listen to what I say, I'm sure you'll get back together and I bet you'll have a hit manga.\The truth is that you and Mashiro-kun are precisely in tune with each other even now.\Enough so that even if you wanted to separate from each other, you couldn't.\I don't really understand...\Right now, Mashiro-kun is trying to write a detective story of his own.\Hattori-san, did you tell Mashiro-kun what I said I was trying to write?\No, I was surprised too.\Two people who'd said they'd split up had separately started working on the same kind of story. response:	So then...
