context: There is no way a monster that plays response:	with an innocent girl's emotions would...
context: Good!\It's outrageous! Why didn't I get a love letter, too?!\See?\Don't you think something is fishy?\That's true. We should probably talk to Rei about this as well.\So, someone named Tuxedo Mask is sending love letters? Oh! So close!\It seems like lots of girls got one.\I wonder if it's some kind of promotion? response:	Who knows? Yeah, maybe it is something like that.
context: It's outrageous! Why didn't I get a love letter, too?!\See?\Don't you think something is fishy?\That's true. We should probably talk to Rei about this as well.\So, someone named Tuxedo Mask is sending love letters? Oh! So close!\It seems like lots of girls got one.\I wonder if it's some kind of promotion?\Who knows? Yeah, maybe it is something like that. response:	Hi, Usagi!
context: See?\Don't you think something is fishy?\That's true. We should probably talk to Rei about this as well.\So, someone named Tuxedo Mask is sending love letters? Oh! So close!\It seems like lots of girls got one.\I wonder if it's some kind of promotion?\Who knows? Yeah, maybe it is something like that.\Hi, Usagi! response:	What's wrong? You look upset.
context: Don't you think something is fishy?\That's true. We should probably talk to Rei about this as well.\So, someone named Tuxedo Mask is sending love letters? Oh! So close!\It seems like lots of girls got one.\I wonder if it's some kind of promotion?\Who knows? Yeah, maybe it is something like that.\Hi, Usagi!\What's wrong? You look upset. response:	Oh, I know. Lots of girls got a love letter
context: That's true. We should probably talk to Rei about this as well.\So, someone named Tuxedo Mask is sending love letters? Oh! So close!\It seems like lots of girls got one.\I wonder if it's some kind of promotion?\Who knows? Yeah, maybe it is something like that.\Hi, Usagi!\What's wrong? You look upset.\Oh, I know. Lots of girls got a love letter response:	from that guy called Tuxedo Mask,
context: So, someone named Tuxedo Mask is sending love letters? Oh! So close!\It seems like lots of girls got one.\I wonder if it's some kind of promotion?\Who knows? Yeah, maybe it is something like that.\Hi, Usagi!\What's wrong? You look upset.\Oh, I know. Lots of girls got a love letter\from that guy called Tuxedo Mask, response:	but you didn't! That's why you're upset, isn't it?
context: It seems like lots of girls got one.\I wonder if it's some kind of promotion?\Who knows? Yeah, maybe it is something like that.\Hi, Usagi!\What's wrong? You look upset.\Oh, I know. Lots of girls got a love letter\from that guy called Tuxedo Mask,\but you didn't! That's why you're upset, isn't it? response:	You're wrong! I did get one!
context: I wonder if it's some kind of promotion?\Who knows? Yeah, maybe it is something like that.\Hi, Usagi!\What's wrong? You look upset.\Oh, I know. Lots of girls got a love letter\from that guy called Tuxedo Mask,\but you didn't! That's why you're upset, isn't it?\You're wrong! I did get one! response:	Then, why are you sighing so much?
context: Who knows? Yeah, maybe it is something like that.\Hi, Usagi!\What's wrong? You look upset.\Oh, I know. Lots of girls got a love letter\from that guy called Tuxedo Mask,\but you didn't! That's why you're upset, isn't it?\You're wrong! I did get one!\Then, why are you sighing so much? response:	It's terrible!
context: Hi, Usagi!\What's wrong? You look upset.\Oh, I know. Lots of girls got a love letter\from that guy called Tuxedo Mask,\but you didn't! That's why you're upset, isn't it?\You're wrong! I did get one!\Then, why are you sighing so much?\It's terrible! response:	How could Tuxedo Mask send love letters to those other girls?
context: What's wrong? You look upset.\Oh, I know. Lots of girls got a love letter\from that guy called Tuxedo Mask,\but you didn't! That's why you're upset, isn't it?\You're wrong! I did get one!\Then, why are you sighing so much?\It's terrible!\How could Tuxedo Mask send love letters to those other girls? response:	Hikawa Shrine
context: Oh, I know. Lots of girls got a love letter\from that guy called Tuxedo Mask,\but you didn't! That's why you're upset, isn't it?\You're wrong! I did get one!\Then, why are you sighing so much?\It's terrible!\How could Tuxedo Mask send love letters to those other girls?\Hikawa Shrine response:	Hikawa Shrine What? Rei, you're sick?
context: from that guy called Tuxedo Mask,\but you didn't! That's why you're upset, isn't it?\You're wrong! I did get one!\Then, why are you sighing so much?\It's terrible!\How could Tuxedo Mask send love letters to those other girls?\Hikawa Shrine\Hikawa Shrine What? Rei, you're sick? response:	I caught a cold and I have a high fever,
context: but you didn't! That's why you're upset, isn't it?\You're wrong! I did get one!\Then, why are you sighing so much?\It's terrible!\How could Tuxedo Mask send love letters to those other girls?\Hikawa Shrine\Hikawa Shrine What? Rei, you're sick?\I caught a cold and I have a high fever, response:	so I can't go out, even though I have an invitation from Tuxedo Mask.
context: You're wrong! I did get one!\Then, why are you sighing so much?\It's terrible!\How could Tuxedo Mask send love letters to those other girls?\Hikawa Shrine\Hikawa Shrine What? Rei, you're sick?\I caught a cold and I have a high fever,\so I can't go out, even though I have an invitation from Tuxedo Mask. response:	It's just awful.
context: Then, why are you sighing so much?\It's terrible!\How could Tuxedo Mask send love letters to those other girls?\Hikawa Shrine\Hikawa Shrine What? Rei, you're sick?\I caught a cold and I have a high fever,\so I can't go out, even though I have an invitation from Tuxedo Mask.\It's just awful. response:	I'll take care of you.
context: It's terrible!\How could Tuxedo Mask send love letters to those other girls?\Hikawa Shrine\Hikawa Shrine What? Rei, you're sick?\I caught a cold and I have a high fever,\so I can't go out, even though I have an invitation from Tuxedo Mask.\It's just awful.\I'll take care of you. response:	Miss Rei Hino I'll take care of you.
context: How could Tuxedo Mask send love letters to those other girls?\Hikawa Shrine\Hikawa Shrine What? Rei, you're sick?\I caught a cold and I have a high fever,\so I can't go out, even though I have an invitation from Tuxedo Mask.\It's just awful.\I'll take care of you.\Miss Rei Hino I'll take care of you. response:	Miss Rei Hino
context: Hikawa Shrine\Hikawa Shrine What? Rei, you're sick?\I caught a cold and I have a high fever,\so I can't go out, even though I have an invitation from Tuxedo Mask.\It's just awful.\I'll take care of you.\Miss Rei Hino I'll take care of you.\Miss Rei Hino response:	Miss Rei Hino Thank you, Ami.
context: Hikawa Shrine What? Rei, you're sick?\I caught a cold and I have a high fever,\so I can't go out, even though I have an invitation from Tuxedo Mask.\It's just awful.\I'll take care of you.\Miss Rei Hino I'll take care of you.\Miss Rei Hino\Miss Rei Hino Thank you, Ami. response:	She will come! Sailor Moon is in love with Tuxedo Mask.
context: I caught a cold and I have a high fever,\so I can't go out, even though I have an invitation from Tuxedo Mask.\It's just awful.\I'll take care of you.\Miss Rei Hino I'll take care of you.\Miss Rei Hino\Miss Rei Hino Thank you, Ami.\She will come! Sailor Moon is in love with Tuxedo Mask. response:	She is certain to come here tonight!
context: so I can't go out, even though I have an invitation from Tuxedo Mask.\It's just awful.\I'll take care of you.\Miss Rei Hino I'll take care of you.\Miss Rei Hino\Miss Rei Hino Thank you, Ami.\She will come! Sailor Moon is in love with Tuxedo Mask.\She is certain to come here tonight! response:	This is where Sailor Moon will die.
context: It's just awful.\I'll take care of you.\Miss Rei Hino I'll take care of you.\Miss Rei Hino\Miss Rei Hino Thank you, Ami.\She will come! Sailor Moon is in love with Tuxedo Mask.\She is certain to come here tonight!\This is where Sailor Moon will die. response:	Oh, Mr. Sanjoin!
context: I'll take care of you.\Miss Rei Hino I'll take care of you.\Miss Rei Hino\Miss Rei Hino Thank you, Ami.\She will come! Sailor Moon is in love with Tuxedo Mask.\She is certain to come here tonight!\This is where Sailor Moon will die.\Oh, Mr. Sanjoin! response:	It's me!
context: Miss Rei Hino I'll take care of you.\Miss Rei Hino\Miss Rei Hino Thank you, Ami.\She will come! Sailor Moon is in love with Tuxedo Mask.\She is certain to come here tonight!\This is where Sailor Moon will die.\Oh, Mr. Sanjoin!\It's me! response:	I'm a member of Juban Junior High's tennis club, Naru Osaka.
context: Miss Rei Hino\Miss Rei Hino Thank you, Ami.\She will come! Sailor Moon is in love with Tuxedo Mask.\She is certain to come here tonight!\This is where Sailor Moon will die.\Oh, Mr. Sanjoin!\It's me!\I'm a member of Juban Junior High's tennis club, Naru Osaka. response:	I remember now. Are you out shopping?
context: Miss Rei Hino Thank you, Ami.\She will come! Sailor Moon is in love with Tuxedo Mask.\She is certain to come here tonight!\This is where Sailor Moon will die.\Oh, Mr. Sanjoin!\It's me!\I'm a member of Juban Junior High's tennis club, Naru Osaka.\I remember now. Are you out shopping? response:	Yes...
context: She will come! Sailor Moon is in love with Tuxedo Mask.\She is certain to come here tonight!\This is where Sailor Moon will die.\Oh, Mr. Sanjoin!\It's me!\I'm a member of Juban Junior High's tennis club, Naru Osaka.\I remember now. Are you out shopping?\Yes... response:	Would you mind if I asked you a question?
context: She is certain to come here tonight!\This is where Sailor Moon will die.\Oh, Mr. Sanjoin!\It's me!\I'm a member of Juban Junior High's tennis club, Naru Osaka.\I remember now. Are you out shopping?\Yes...\Would you mind if I asked you a question? response:	What?
context: This is where Sailor Moon will die.\Oh, Mr. Sanjoin!\It's me!\I'm a member of Juban Junior High's tennis club, Naru Osaka.\I remember now. Are you out shopping?\Yes...\Would you mind if I asked you a question?\What? response:	You wouldn't happen to be Tuxedo Mask? What?
context: Oh, Mr. Sanjoin!\It's me!\I'm a member of Juban Junior High's tennis club, Naru Osaka.\I remember now. Are you out shopping?\Yes...\Would you mind if I asked you a question?\What?\You wouldn't happen to be Tuxedo Mask? What? response:	You wouldn't happen to be Tuxedo Mask?
context: It's me!\I'm a member of Juban Junior High's tennis club, Naru Osaka.\I remember now. Are you out shopping?\Yes...\Would you mind if I asked you a question?\What?\You wouldn't happen to be Tuxedo Mask? What?\You wouldn't happen to be Tuxedo Mask? response:	What?! Why do you ask?
context: I'm a member of Juban Junior High's tennis club, Naru Osaka.\I remember now. Are you out shopping?\Yes...\Would you mind if I asked you a question?\What?\You wouldn't happen to be Tuxedo Mask? What?\You wouldn't happen to be Tuxedo Mask?\What?! Why do you ask? response:	Oh, it's nothing. I was just wishing you were.
context: I remember now. Are you out shopping?\Yes...\Would you mind if I asked you a question?\What?\You wouldn't happen to be Tuxedo Mask? What?\You wouldn't happen to be Tuxedo Mask?\What?! Why do you ask?\Oh, it's nothing. I was just wishing you were. response:	It's something that crossed my mind.
context: Yes...\Would you mind if I asked you a question?\What?\You wouldn't happen to be Tuxedo Mask? What?\You wouldn't happen to be Tuxedo Mask?\What?! Why do you ask?\Oh, it's nothing. I was just wishing you were.\It's something that crossed my mind. response:	Could she be aware that I'm the one who sent those love letters
context: Would you mind if I asked you a question?\What?\You wouldn't happen to be Tuxedo Mask? What?\You wouldn't happen to be Tuxedo Mask?\What?! Why do you ask?\Oh, it's nothing. I was just wishing you were.\It's something that crossed my mind.\Could she be aware that I'm the one who sent those love letters response:	by using Tuxedo Mask's name?
context: What?\You wouldn't happen to be Tuxedo Mask? What?\You wouldn't happen to be Tuxedo Mask?\What?! Why do you ask?\Oh, it's nothing. I was just wishing you were.\It's something that crossed my mind.\Could she be aware that I'm the one who sent those love letters\by using Tuxedo Mask's name? response:	Could this... Could this girl be Sailor Moon?!
context: You wouldn't happen to be Tuxedo Mask? What?\You wouldn't happen to be Tuxedo Mask?\What?! Why do you ask?\Oh, it's nothing. I was just wishing you were.\It's something that crossed my mind.\Could she be aware that I'm the one who sent those love letters\by using Tuxedo Mask's name?\Could this... Could this girl be Sailor Moon?! response:	I'm sorry for asking you such a silly question.
context: You wouldn't happen to be Tuxedo Mask?\What?! Why do you ask?\Oh, it's nothing. I was just wishing you were.\It's something that crossed my mind.\Could she be aware that I'm the one who sent those love letters\by using Tuxedo Mask's name?\Could this... Could this girl be Sailor Moon?!\I'm sorry for asking you such a silly question. response:	Naru.
context: What?! Why do you ask?\Oh, it's nothing. I was just wishing you were.\It's something that crossed my mind.\Could she be aware that I'm the one who sent those love letters\by using Tuxedo Mask's name?\Could this... Could this girl be Sailor Moon?!\I'm sorry for asking you such a silly question.\Naru. response:	Yes, Sir? Naru.
context: Oh, it's nothing. I was just wishing you were.\It's something that crossed my mind.\Could she be aware that I'm the one who sent those love letters\by using Tuxedo Mask's name?\Could this... Could this girl be Sailor Moon?!\I'm sorry for asking you such a silly question.\Naru.\Yes, Sir? Naru. response:	Yes, Sir?
context: It's something that crossed my mind.\Could she be aware that I'm the one who sent those love letters\by using Tuxedo Mask's name?\Could this... Could this girl be Sailor Moon?!\I'm sorry for asking you such a silly question.\Naru.\Yes, Sir? Naru.\Yes, Sir? response:	Yes, Sir? You're the cutest girl at Juban Junior High.
context: Could she be aware that I'm the one who sent those love letters\by using Tuxedo Mask's name?\Could this... Could this girl be Sailor Moon?!\I'm sorry for asking you such a silly question.\Naru.\Yes, Sir? Naru.\Yes, Sir?\Yes, Sir? You're the cutest girl at Juban Junior High. response:	You're the cutest girl at Juban Junior High.
context: by using Tuxedo Mask's name?\Could this... Could this girl be Sailor Moon?!\I'm sorry for asking you such a silly question.\Naru.\Yes, Sir? Naru.\Yes, Sir?\Yes, Sir? You're the cutest girl at Juban Junior High.\You're the cutest girl at Juban Junior High. response:	What?
context: Could this... Could this girl be Sailor Moon?!\I'm sorry for asking you such a silly question.\Naru.\Yes, Sir? Naru.\Yes, Sir?\Yes, Sir? You're the cutest girl at Juban Junior High.\You're the cutest girl at Juban Junior High.\What? response:	I've been interested in you for a while now. I'll see you tonight.
context: I'm sorry for asking you such a silly question.\Naru.\Yes, Sir? Naru.\Yes, Sir?\Yes, Sir? You're the cutest girl at Juban Junior High.\You're the cutest girl at Juban Junior High.\What?\I've been interested in you for a while now. I'll see you tonight. response:	Tonight? By tonight, does he mean...
context: Naru.\Yes, Sir? Naru.\Yes, Sir?\Yes, Sir? You're the cutest girl at Juban Junior High.\You're the cutest girl at Juban Junior High.\What?\I've been interested in you for a while now. I'll see you tonight.\Tonight? By tonight, does he mean... response:	I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask
context: Yes, Sir? Naru.\Yes, Sir?\Yes, Sir? You're the cutest girl at Juban Junior High.\You're the cutest girl at Juban Junior High.\What?\I've been interested in you for a while now. I'll see you tonight.\Tonight? By tonight, does he mean...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask response:	tomorrow night Tuxedo Mask
context: Yes, Sir?\Yes, Sir? You're the cutest girl at Juban Junior High.\You're the cutest girl at Juban Junior High.\What?\I've been interested in you for a while now. I'll see you tonight.\Tonight? By tonight, does he mean...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\tomorrow night Tuxedo Mask response:	tomorrow night Tuxedo Mask It really is him!
context: Yes, Sir? You're the cutest girl at Juban Junior High.\You're the cutest girl at Juban Junior High.\What?\I've been interested in you for a while now. I'll see you tonight.\Tonight? By tonight, does he mean...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\tomorrow night Tuxedo Mask\tomorrow night Tuxedo Mask It really is him! response:	You're the cutest girl at Juban Junior High.
context: You're the cutest girl at Juban Junior High.\What?\I've been interested in you for a while now. I'll see you tonight.\Tonight? By tonight, does he mean...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\tomorrow night Tuxedo Mask\tomorrow night Tuxedo Mask It really is him!\You're the cutest girl at Juban Junior High. response:	I've been interested in you for a while now.
context: What?\I've been interested in you for a while now. I'll see you tonight.\Tonight? By tonight, does he mean...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\tomorrow night Tuxedo Mask\tomorrow night Tuxedo Mask It really is him!\You're the cutest girl at Juban Junior High.\I've been interested in you for a while now. response:	Mr. Masato Sanjoin...
context: I've been interested in you for a while now. I'll see you tonight.\Tonight? By tonight, does he mean...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\tomorrow night Tuxedo Mask\tomorrow night Tuxedo Mask It really is him!\You're the cutest girl at Juban Junior High.\I've been interested in you for a while now.\Mr. Masato Sanjoin... response:	I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask
context: Tonight? By tonight, does he mean...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\tomorrow night Tuxedo Mask\tomorrow night Tuxedo Mask It really is him!\You're the cutest girl at Juban Junior High.\I've been interested in you for a while now.\Mr. Masato Sanjoin...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask response:	I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask Why?
context: I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\tomorrow night Tuxedo Mask\tomorrow night Tuxedo Mask It really is him!\You're the cutest girl at Juban Junior High.\I've been interested in you for a while now.\Mr. Masato Sanjoin...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask Why? response:	I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask
context: tomorrow night Tuxedo Mask\tomorrow night Tuxedo Mask It really is him!\You're the cutest girl at Juban Junior High.\I've been interested in you for a while now.\Mr. Masato Sanjoin...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask Why?\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask response:	Why did Tuxedo Mask send love letters to all those people?
context: tomorrow night Tuxedo Mask It really is him!\You're the cutest girl at Juban Junior High.\I've been interested in you for a while now.\Mr. Masato Sanjoin...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask Why?\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\Why did Tuxedo Mask send love letters to all those people? response:	I don't get it! I'll just have to ask him in person!
context: You're the cutest girl at Juban Junior High.\I've been interested in you for a while now.\Mr. Masato Sanjoin...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask Why?\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\Why did Tuxedo Mask send love letters to all those people?\I don't get it! I'll just have to ask him in person! response:	Date etiquette, rule number one!
context: I've been interested in you for a while now.\Mr. Masato Sanjoin...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask Why?\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\Why did Tuxedo Mask send love letters to all those people?\I don't get it! I'll just have to ask him in person!\Date etiquette, rule number one! response:	Wear clean underwear
context: Mr. Masato Sanjoin...\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask Why?\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\Why did Tuxedo Mask send love letters to all those people?\I don't get it! I'll just have to ask him in person!\Date etiquette, rule number one!\Wear clean underwear response:	and a nice clean outfit!
context: I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask Why?\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\Why did Tuxedo Mask send love letters to all those people?\I don't get it! I'll just have to ask him in person!\Date etiquette, rule number one!\Wear clean underwear\and a nice clean outfit! response:	Date etiquette, rule number two!
context: I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask Why?\I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\Why did Tuxedo Mask send love letters to all those people?\I don't get it! I'll just have to ask him in person!\Date etiquette, rule number one!\Wear clean underwear\and a nice clean outfit!\Date etiquette, rule number two! response:	Wear a nice, non-offensive fragrance!
context: I want to bare my heart to you. I love you more than anyone else. Please meet me at the MS Department Store in Shinjuku tomorrow night. Tuxedo Mask\Why did Tuxedo Mask send love letters to all those people?\I don't get it! I'll just have to ask him in person!\Date etiquette, rule number one!\Wear clean underwear\and a nice clean outfit!\Date etiquette, rule number two!\Wear a nice, non-offensive fragrance! response:	Date etiquette, rule number three!
context: Why did Tuxedo Mask send love letters to all those people?\I don't get it! I'll just have to ask him in person!\Date etiquette, rule number one!\Wear clean underwear\and a nice clean outfit!\Date etiquette, rule number two!\Wear a nice, non-offensive fragrance!\Date etiquette, rule number three! response:	Brush your teeth and be ready just in case.
context: I don't get it! I'll just have to ask him in person!\Date etiquette, rule number one!\Wear clean underwear\and a nice clean outfit!\Date etiquette, rule number two!\Wear a nice, non-offensive fragrance!\Date etiquette, rule number three!\Brush your teeth and be ready just in case. response:	Date etiquette, rule number four!
context: Date etiquette, rule number one!\Wear clean underwear\and a nice clean outfit!\Date etiquette, rule number two!\Wear a nice, non-offensive fragrance!\Date etiquette, rule number three!\Brush your teeth and be ready just in case.\Date etiquette, rule number four! response:	Use a soft pink lip color
context: Wear clean underwear\and a nice clean outfit!\Date etiquette, rule number two!\Wear a nice, non-offensive fragrance!\Date etiquette, rule number three!\Brush your teeth and be ready just in case.\Date etiquette, rule number four!\Use a soft pink lip color response:	for a neat, innocent look!
context: and a nice clean outfit!\Date etiquette, rule number two!\Wear a nice, non-offensive fragrance!\Date etiquette, rule number three!\Brush your teeth and be ready just in case.\Date etiquette, rule number four!\Use a soft pink lip color\for a neat, innocent look! response:	Just like that! Oh, what am I thinking! How embarrassing!
context: Date etiquette, rule number two!\Wear a nice, non-offensive fragrance!\Date etiquette, rule number three!\Brush your teeth and be ready just in case.\Date etiquette, rule number four!\Use a soft pink lip color\for a neat, innocent look!\Just like that! Oh, what am I thinking! How embarrassing! response:	Tuxedo Mask?
context: Wear a nice, non-offensive fragrance!\Date etiquette, rule number three!\Brush your teeth and be ready just in case.\Date etiquette, rule number four!\Use a soft pink lip color\for a neat, innocent look!\Just like that! Oh, what am I thinking! How embarrassing!\Tuxedo Mask? response:	Tuxedo Mask? Oh, no...
context: Date etiquette, rule number three!\Brush your teeth and be ready just in case.\Date etiquette, rule number four!\Use a soft pink lip color\for a neat, innocent look!\Just like that! Oh, what am I thinking! How embarrassing!\Tuxedo Mask?\Tuxedo Mask? Oh, no... response:	Mr. Masato Sanjoin, where are you?
context: Brush your teeth and be ready just in case.\Date etiquette, rule number four!\Use a soft pink lip color\for a neat, innocent look!\Just like that! Oh, what am I thinking! How embarrassing!\Tuxedo Mask?\Tuxedo Mask? Oh, no...\Mr. Masato Sanjoin, where are you? response:	Here!
context: Date etiquette, rule number four!\Use a soft pink lip color\for a neat, innocent look!\Just like that! Oh, what am I thinking! How embarrassing!\Tuxedo Mask?\Tuxedo Mask? Oh, no...\Mr. Masato Sanjoin, where are you?\Here! response:	That voice... So, you are Mr. Masato Sanjoin!
context: Use a soft pink lip color\for a neat, innocent look!\Just like that! Oh, what am I thinking! How embarrassing!\Tuxedo Mask?\Tuxedo Mask? Oh, no...\Mr. Masato Sanjoin, where are you?\Here!\That voice... So, you are Mr. Masato Sanjoin! response:	You can recognize me by my voice?
context: for a neat, innocent look!\Just like that! Oh, what am I thinking! How embarrassing!\Tuxedo Mask?\Tuxedo Mask? Oh, no...\Mr. Masato Sanjoin, where are you?\Here!\That voice... So, you are Mr. Masato Sanjoin!\You can recognize me by my voice? response:	Of course. You can recognize me by my voice?
context: Just like that! Oh, what am I thinking! How embarrassing!\Tuxedo Mask?\Tuxedo Mask? Oh, no...\Mr. Masato Sanjoin, where are you?\Here!\That voice... So, you are Mr. Masato Sanjoin!\You can recognize me by my voice?\Of course. You can recognize me by my voice? response:	Of course.
context: Tuxedo Mask?\Tuxedo Mask? Oh, no...\Mr. Masato Sanjoin, where are you?\Here!\That voice... So, you are Mr. Masato Sanjoin!\You can recognize me by my voice?\Of course. You can recognize me by my voice?\Of course. response:	Your voice and the way you carry yourself...
context: Tuxedo Mask? Oh, no...\Mr. Masato Sanjoin, where are you?\Here!\That voice... So, you are Mr. Masato Sanjoin!\You can recognize me by my voice?\Of course. You can recognize me by my voice?\Of course.\Your voice and the way you carry yourself... response:	You are none other than Mr. Masato Sanjoin!
context: Mr. Masato Sanjoin, where are you?\Here!\That voice... So, you are Mr. Masato Sanjoin!\You can recognize me by my voice?\Of course. You can recognize me by my voice?\Of course.\Your voice and the way you carry yourself...\You are none other than Mr. Masato Sanjoin! response:	Do you love Masato Sanjoin that much?
context: Here!\That voice... So, you are Mr. Masato Sanjoin!\You can recognize me by my voice?\Of course. You can recognize me by my voice?\Of course.\Your voice and the way you carry yourself...\You are none other than Mr. Masato Sanjoin!\Do you love Masato Sanjoin that much? response:	Since I heard what you told me this afternoon,
context: That voice... So, you are Mr. Masato Sanjoin!\You can recognize me by my voice?\Of course. You can recognize me by my voice?\Of course.\Your voice and the way you carry yourself...\You are none other than Mr. Masato Sanjoin!\Do you love Masato Sanjoin that much?\Since I heard what you told me this afternoon, response:	I have become a prisoner of love!
context: You can recognize me by my voice?\Of course. You can recognize me by my voice?\Of course.\Your voice and the way you carry yourself...\You are none other than Mr. Masato Sanjoin!\Do you love Masato Sanjoin that much?\Since I heard what you told me this afternoon,\I have become a prisoner of love! response:	Sailor Moon!
context: Of course. You can recognize me by my voice?\Of course.\Your voice and the way you carry yourself...\You are none other than Mr. Masato Sanjoin!\Do you love Masato Sanjoin that much?\Since I heard what you told me this afternoon,\I have become a prisoner of love!\Sailor Moon! response:	Reveal yourself! Show me who you really are!
context: Of course.\Your voice and the way you carry yourself...\You are none other than Mr. Masato Sanjoin!\Do you love Masato Sanjoin that much?\Since I heard what you told me this afternoon,\I have become a prisoner of love!\Sailor Moon!\Reveal yourself! Show me who you really are! response:	Maybe I should have told Ami and Rei after all.
context: Your voice and the way you carry yourself...\You are none other than Mr. Masato Sanjoin!\Do you love Masato Sanjoin that much?\Since I heard what you told me this afternoon,\I have become a prisoner of love!\Sailor Moon!\Reveal yourself! Show me who you really are!\Maybe I should have told Ami and Rei after all. response:	Where are you, Usagi?
context: You are none other than Mr. Masato Sanjoin!\Do you love Masato Sanjoin that much?\Since I heard what you told me this afternoon,\I have become a prisoner of love!\Sailor Moon!\Reveal yourself! Show me who you really are!\Maybe I should have told Ami and Rei after all.\Where are you, Usagi? response:	Oh, Ami, I'm sorry. I'm in Shinjuku.
context: Do you love Masato Sanjoin that much?\Since I heard what you told me this afternoon,\I have become a prisoner of love!\Sailor Moon!\Reveal yourself! Show me who you really are!\Maybe I should have told Ami and Rei after all.\Where are you, Usagi?\Oh, Ami, I'm sorry. I'm in Shinjuku. response:	Is she going on a date with Tuxedo Mask behind my back?!
context: Since I heard what you told me this afternoon,\I have become a prisoner of love!\Sailor Moon!\Reveal yourself! Show me who you really are!\Maybe I should have told Ami and Rei after all.\Where are you, Usagi?\Oh, Ami, I'm sorry. I'm in Shinjuku.\Is she going on a date with Tuxedo Mask behind my back?! response:	Mr. Sanjoin...
