context: The Third Plate response:	Seven
context: No way in hell!\Assholes!\What, what?\Wanna fight?\Huh, huh?\Y-Y-Y-Yuki-chan!\Hey, where's Isshiki-senpai?\You can't face them alone. response:	If there's an Elite Ten member here,
context: Assholes!\What, what?\Wanna fight?\Huh, huh?\Y-Y-Y-Yuki-chan!\Hey, where's Isshiki-senpai?\You can't face them alone.\If there's an Elite Ten member here, response:	the academy shouldn't be able to just run over us
context: What, what?\Wanna fight?\Huh, huh?\Y-Y-Y-Yuki-chan!\Hey, where's Isshiki-senpai?\You can't face them alone.\If there's an Elite Ten member here,\the academy shouldn't be able to just run over us response:	Well, he hasn't been back here for a while.
context: Wanna fight?\Huh, huh?\Y-Y-Y-Yuki-chan!\Hey, where's Isshiki-senpai?\You can't face them alone.\If there's an Elite Ten member here,\the academy shouldn't be able to just run over us\Well, he hasn't been back here for a while. response:	Could Miyazato Research Group also have been...
context: Huh, huh?\Y-Y-Y-Yuki-chan!\Hey, where's Isshiki-senpai?\You can't face them alone.\If there's an Elite Ten member here,\the academy shouldn't be able to just run over us\Well, he hasn't been back here for a while.\Could Miyazato Research Group also have been... response:	Well, it's a shame to just stand around talking like this.
context: Y-Y-Y-Yuki-chan!\Hey, where's Isshiki-senpai?\You can't face them alone.\If there's an Elite Ten member here,\the academy shouldn't be able to just run over us\Well, he hasn't been back here for a while.\Could Miyazato Research Group also have been...\Well, it's a shame to just stand around talking like this. response:	Have some tea before you go, won't you?
context: Hey, where's Isshiki-senpai?\You can't face them alone.\If there's an Elite Ten member here,\the academy shouldn't be able to just run over us\Well, he hasn't been back here for a while.\Could Miyazato Research Group also have been...\Well, it's a shame to just stand around talking like this.\Have some tea before you go, won't you? response:	Have?
context: You can't face them alone.\If there's an Elite Ten member here,\the academy shouldn't be able to just run over us\Well, he hasn't been back here for a while.\Could Miyazato Research Group also have been...\Well, it's a shame to just stand around talking like this.\Have some tea before you go, won't you?\Have? response:	Some?
context: If there's an Elite Ten member here,\the academy shouldn't be able to just run over us\Well, he hasn't been back here for a while.\Could Miyazato Research Group also have been...\Well, it's a shame to just stand around talking like this.\Have some tea before you go, won't you?\Have?\Some? response:	Tea?
context: the academy shouldn't be able to just run over us\Well, he hasn't been back here for a while.\Could Miyazato Research Group also have been...\Well, it's a shame to just stand around talking like this.\Have some tea before you go, won't you?\Have?\Some?\Tea? response:	Before?
context: Well, he hasn't been back here for a while.\Could Miyazato Research Group also have been...\Well, it's a shame to just stand around talking like this.\Have some tea before you go, won't you?\Have?\Some?\Tea?\Before? response:	You?
context: Could Miyazato Research Group also have been...\Well, it's a shame to just stand around talking like this.\Have some tea before you go, won't you?\Have?\Some?\Tea?\Before?\You? response:	Go?
context: Well, it's a shame to just stand around talking like this.\Have some tea before you go, won't you?\Have?\Some?\Tea?\Before?\You?\Go? response:	Won't you?
context: Have some tea before you go, won't you?\Have?\Some?\Tea?\Before?\You?\Go?\Won't you? response:	So why does this dorm gotta get shut down, too?
context: Have?\Some?\Tea?\Before?\You?\Go?\Won't you?\So why does this dorm gotta get shut down, too? response:	I've heard we're basically like our own little country.
context: Some?\Tea?\Before?\You?\Go?\Won't you?\So why does this dorm gotta get shut down, too?\I've heard we're basically like our own little country. response:	Does the academy have any right to interfere with us?
context: Tea?\Before?\You?\Go?\Won't you?\So why does this dorm gotta get shut down, too?\I've heard we're basically like our own little country.\Does the academy have any right to interfere with us? response:	That's the reason right there.
context: Before?\You?\Go?\Won't you?\So why does this dorm gotta get shut down, too?\I've heard we're basically like our own little country.\Does the academy have any right to interfere with us?\That's the reason right there. response:	It's highly problematic to have autonomous bodies other than Central at the academy.
context: You?\Go?\Won't you?\So why does this dorm gotta get shut down, too?\I've heard we're basically like our own little country.\Does the academy have any right to interfere with us?\That's the reason right there.\It's highly problematic to have autonomous bodies other than Central at the academy. response:	There only needs to be one decision-making entity.
context: Go?\Won't you?\So why does this dorm gotta get shut down, too?\I've heard we're basically like our own little country.\Does the academy have any right to interfere with us?\That's the reason right there.\It's highly problematic to have autonomous bodies other than Central at the academy.\There only needs to be one decision-making entity. response:	Hence our decision.
context: Won't you?\So why does this dorm gotta get shut down, too?\I've heard we're basically like our own little country.\Does the academy have any right to interfere with us?\That's the reason right there.\It's highly problematic to have autonomous bodies other than Central at the academy.\There only needs to be one decision-making entity.\Hence our decision. response:	These documents specify the timeline for vacating the premises.
context: So why does this dorm gotta get shut down, too?\I've heard we're basically like our own little country.\Does the academy have any right to interfere with us?\That's the reason right there.\It's highly problematic to have autonomous bodies other than Central at the academy.\There only needs to be one decision-making entity.\Hence our decision.\These documents specify the timeline for vacating the premises. response:	Anyway, don't worry.
context: I've heard we're basically like our own little country.\Does the academy have any right to interfere with us?\That's the reason right there.\It's highly problematic to have autonomous bodies other than Central at the academy.\There only needs to be one decision-making entity.\Hence our decision.\These documents specify the timeline for vacating the premises.\Anyway, don't worry. response:	As long as you toe the line,
context: Does the academy have any right to interfere with us?\That's the reason right there.\It's highly problematic to have autonomous bodies other than Central at the academy.\There only needs to be one decision-making entity.\Hence our decision.\These documents specify the timeline for vacating the premises.\Anyway, don't worry.\As long as you toe the line, response:	you can keep attending as students here.
context: That's the reason right there.\It's highly problematic to have autonomous bodies other than Central at the academy.\There only needs to be one decision-making entity.\Hence our decision.\These documents specify the timeline for vacating the premises.\Anyway, don't worry.\As long as you toe the line,\you can keep attending as students here. response:	Can I ask you something?
context: It's highly problematic to have autonomous bodies other than Central at the academy.\There only needs to be one decision-making entity.\Hence our decision.\These documents specify the timeline for vacating the premises.\Anyway, don't worry.\As long as you toe the line,\you can keep attending as students here.\Can I ask you something? response:	The decision to shut the dorm down...
context: There only needs to be one decision-making entity.\Hence our decision.\These documents specify the timeline for vacating the premises.\Anyway, don't worry.\As long as you toe the line,\you can keep attending as students here.\Can I ask you something?\The decision to shut the dorm down... response:	Isn't it still reversible?
context: Hence our decision.\These documents specify the timeline for vacating the premises.\Anyway, don't worry.\As long as you toe the line,\you can keep attending as students here.\Can I ask you something?\The decision to shut the dorm down...\Isn't it still reversible? response:	Through a Shokugeki, that is.
context: These documents specify the timeline for vacating the premises.\Anyway, don't worry.\As long as you toe the line,\you can keep attending as students here.\Can I ask you something?\The decision to shut the dorm down...\Isn't it still reversible?\Through a Shokugeki, that is. response:	Soma-kun...
context: Anyway, don't worry.\As long as you toe the line,\you can keep attending as students here.\Can I ask you something?\The decision to shut the dorm down...\Isn't it still reversible?\Through a Shokugeki, that is.\Soma-kun... response:	You're right.
context: As long as you toe the line,\you can keep attending as students here.\Can I ask you something?\The decision to shut the dorm down...\Isn't it still reversible?\Through a Shokugeki, that is.\Soma-kun...\You're right. response:	If you initiate and win a Shokugeki,
context: you can keep attending as students here.\Can I ask you something?\The decision to shut the dorm down...\Isn't it still reversible?\Through a Shokugeki, that is.\Soma-kun...\You're right.\If you initiate and win a Shokugeki, response:	you can overturn any decision.
context: Can I ask you something?\The decision to shut the dorm down...\Isn't it still reversible?\Through a Shokugeki, that is.\Soma-kun...\You're right.\If you initiate and win a Shokugeki,\you can overturn any decision. response:	However, that's if the opponent accepts the challenge.
context: The decision to shut the dorm down...\Isn't it still reversible?\Through a Shokugeki, that is.\Soma-kun...\You're right.\If you initiate and win a Shokugeki,\you can overturn any decision.\However, that's if the opponent accepts the challenge. response:	I have zero obligation to accept a Shokugeki challenge.
context: Isn't it still reversible?\Through a Shokugeki, that is.\Soma-kun...\You're right.\If you initiate and win a Shokugeki,\you can overturn any decision.\However, that's if the opponent accepts the challenge.\I have zero obligation to accept a Shokugeki challenge. response:	And yet I'm getting flooded by challenges from almost every organization
context: Through a Shokugeki, that is.\Soma-kun...\You're right.\If you initiate and win a Shokugeki,\you can overturn any decision.\However, that's if the opponent accepts the challenge.\I have zero obligation to accept a Shokugeki challenge.\And yet I'm getting flooded by challenges from almost every organization response:	to put a stop to their disbandment.
context: Soma-kun...\You're right.\If you initiate and win a Shokugeki,\you can overturn any decision.\However, that's if the opponent accepts the challenge.\I have zero obligation to accept a Shokugeki challenge.\And yet I'm getting flooded by challenges from almost every organization\to put a stop to their disbandment. response:	What a piece of work.
context: You're right.\If you initiate and win a Shokugeki,\you can overturn any decision.\However, that's if the opponent accepts the challenge.\I have zero obligation to accept a Shokugeki challenge.\And yet I'm getting flooded by challenges from almost every organization\to put a stop to their disbandment.\What a piece of work. response:	I could just ignore them and they'd all shut down on their own.
context: If you initiate and win a Shokugeki,\you can overturn any decision.\However, that's if the opponent accepts the challenge.\I have zero obligation to accept a Shokugeki challenge.\And yet I'm getting flooded by challenges from almost every organization\to put a stop to their disbandment.\What a piece of work.\I could just ignore them and they'd all shut down on their own. response:	But in consideration of their feelings,
context: you can overturn any decision.\However, that's if the opponent accepts the challenge.\I have zero obligation to accept a Shokugeki challenge.\And yet I'm getting flooded by challenges from almost every organization\to put a stop to their disbandment.\What a piece of work.\I could just ignore them and they'd all shut down on their own.\But in consideration of their feelings, response:	I decided to accept their challenge.
context: However, that's if the opponent accepts the challenge.\I have zero obligation to accept a Shokugeki challenge.\And yet I'm getting flooded by challenges from almost every organization\to put a stop to their disbandment.\What a piece of work.\I could just ignore them and they'd all shut down on their own.\But in consideration of their feelings,\I decided to accept their challenge. response:	Huh.
context: I have zero obligation to accept a Shokugeki challenge.\And yet I'm getting flooded by challenges from almost every organization\to put a stop to their disbandment.\What a piece of work.\I could just ignore them and they'd all shut down on their own.\But in consideration of their feelings,\I decided to accept their challenge.\Huh. response:	You're being real generous,
context: And yet I'm getting flooded by challenges from almost every organization\to put a stop to their disbandment.\What a piece of work.\I could just ignore them and they'd all shut down on their own.\But in consideration of their feelings,\I decided to accept their challenge.\Huh.\You're being real generous, response:	accepting challenges you don't have to.
context: to put a stop to their disbandment.\What a piece of work.\I could just ignore them and they'd all shut down on their own.\But in consideration of their feelings,\I decided to accept their challenge.\Huh.\You're being real generous,\accepting challenges you don't have to. response:	The opponents will have to take on a significant risk, too.
context: What a piece of work.\I could just ignore them and they'd all shut down on their own.\But in consideration of their feelings,\I decided to accept their challenge.\Huh.\You're being real generous,\accepting challenges you don't have to.\The opponents will have to take on a significant risk, too. response:	Well, it'll serve as a good warning to the others.
context: I could just ignore them and they'd all shut down on their own.\But in consideration of their feelings,\I decided to accept their challenge.\Huh.\You're being real generous,\accepting challenges you don't have to.\The opponents will have to take on a significant risk, too.\Well, it'll serve as a good warning to the others. response:	I already have one scheduled today.
context: But in consideration of their feelings,\I decided to accept their challenge.\Huh.\You're being real generous,\accepting challenges you don't have to.\The opponents will have to take on a significant risk, too.\Well, it'll serve as a good warning to the others.\I already have one scheduled today. response:	If seeing the results won't discourage you from challenging me,
context: I decided to accept their challenge.\Huh.\You're being real generous,\accepting challenges you don't have to.\The opponents will have to take on a significant risk, too.\Well, it'll serve as a good warning to the others.\I already have one scheduled today.\If seeing the results won't discourage you from challenging me, response:	you can challenge me all you want, Yukihira.
context: Huh.\You're being real generous,\accepting challenges you don't have to.\The opponents will have to take on a significant risk, too.\Well, it'll serve as a good warning to the others.\I already have one scheduled today.\If seeing the results won't discourage you from challenging me,\you can challenge me all you want, Yukihira. response:	Shokugeki
context: You're being real generous,\accepting challenges you don't have to.\The opponents will have to take on a significant risk, too.\Well, it'll serve as a good warning to the others.\I already have one scheduled today.\If seeing the results won't discourage you from challenging me,\you can challenge me all you want, Yukihira.\Shokugeki response:	Topic Cutlass Fish
context: accepting challenges you don't have to.\The opponents will have to take on a significant risk, too.\Well, it'll serve as a good warning to the others.\I already have one scheduled today.\If seeing the results won't discourage you from challenging me,\you can challenge me all you want, Yukihira.\Shokugeki\Topic Cutlass Fish response:	Eizan, I won't let you shut down Skewer RS!
context: The opponents will have to take on a significant risk, too.\Well, it'll serve as a good warning to the others.\I already have one scheduled today.\If seeing the results won't discourage you from challenging me,\you can challenge me all you want, Yukihira.\Shokugeki\Topic Cutlass Fish\Eizan, I won't let you shut down Skewer RS! response:	The topic is cutlass fish
context: Well, it'll serve as a good warning to the others.\I already have one scheduled today.\If seeing the results won't discourage you from challenging me,\you can challenge me all you want, Yukihira.\Shokugeki\Topic Cutlass Fish\Eizan, I won't let you shut down Skewer RS!\The topic is cutlass fish response:	Yeah, I know.
context: I already have one scheduled today.\If seeing the results won't discourage you from challenging me,\you can challenge me all you want, Yukihira.\Shokugeki\Topic Cutlass Fish\Eizan, I won't let you shut down Skewer RS!\The topic is cutlass fish\Yeah, I know. response:	We must grill the ingredient on a
context: If seeing the results won't discourage you from challenging me,\you can challenge me all you want, Yukihira.\Shokugeki\Topic Cutlass Fish\Eizan, I won't let you shut down Skewer RS!\The topic is cutlass fish\Yeah, I know.\We must grill the ingredient on a response:	skewer at some point in the process.
context: you can challenge me all you want, Yukihira.\Shokugeki\Topic Cutlass Fish\Eizan, I won't let you shut down Skewer RS!\The topic is cutlass fish\Yeah, I know.\We must grill the ingredient on a\skewer at some point in the process. response:	Right?
context: Shokugeki\Topic Cutlass Fish\Eizan, I won't let you shut down Skewer RS!\The topic is cutlass fish\Yeah, I know.\We must grill the ingredient on a\skewer at some point in the process.\Right? response:	If you lose, you'll be expelled.
context: Topic Cutlass Fish\Eizan, I won't let you shut down Skewer RS!\The topic is cutlass fish\Yeah, I know.\We must grill the ingredient on a\skewer at some point in the process.\Right?\If you lose, you'll be expelled. response:	No objections?
context: Eizan, I won't let you shut down Skewer RS!\The topic is cutlass fish\Yeah, I know.\We must grill the ingredient on a\skewer at some point in the process.\Right?\If you lose, you'll be expelled.\No objections? response:	Very well.
context: The topic is cutlass fish\Yeah, I know.\We must grill the ingredient on a\skewer at some point in the process.\Right?\If you lose, you'll be expelled.\No objections?\Very well. response:	I'll show you the full scope of the skills I've been honing until this day
context: Yeah, I know.\We must grill the ingredient on a\skewer at some point in the process.\Right?\If you lose, you'll be expelled.\No objections?\Very well.\I'll show you the full scope of the skills I've been honing until this day response:	Stop talking already.
context: We must grill the ingredient on a\skewer at some point in the process.\Right?\If you lose, you'll be expelled.\No objections?\Very well.\I'll show you the full scope of the skills I've been honing until this day\Stop talking already. response:	I'll crush the best dish you've got!
context: skewer at some point in the process.\Right?\If you lose, you'll be expelled.\No objections?\Very well.\I'll show you the full scope of the skills I've been honing until this day\Stop talking already.\I'll crush the best dish you've got! response:	Just give it your all.
context: Right?\If you lose, you'll be expelled.\No objections?\Very well.\I'll show you the full scope of the skills I've been honing until this day\Stop talking already.\I'll crush the best dish you've got!\Just give it your all. response:	Then let the Shokugeki...
context: If you lose, you'll be expelled.\No objections?\Very well.\I'll show you the full scope of the skills I've been honing until this day\Stop talking already.\I'll crush the best dish you've got!\Just give it your all.\Then let the Shokugeki... response:	It's begun.
context: No objections?\Very well.\I'll show you the full scope of the skills I've been honing until this day\Stop talking already.\I'll crush the best dish you've got!\Just give it your all.\Then let the Shokugeki...\It's begun. response:	Don't lose, Skewer RS!
context: Very well.\I'll show you the full scope of the skills I've been honing until this day\Stop talking already.\I'll crush the best dish you've got!\Just give it your all.\Then let the Shokugeki...\It's begun.\Don't lose, Skewer RS! response:	It's not over!
context: I'll show you the full scope of the skills I've been honing until this day\Stop talking already.\I'll crush the best dish you've got!\Just give it your all.\Then let the Shokugeki...\It's begun.\Don't lose, Skewer RS!\It's not over! response:	Yeah, it's not over yet!
context: Stop talking already.\I'll crush the best dish you've got!\Just give it your all.\Then let the Shokugeki...\It's begun.\Don't lose, Skewer RS!\It's not over!\Yeah, it's not over yet! response:	As long as they win...
context: I'll crush the best dish you've got!\Just give it your all.\Then let the Shokugeki...\It's begun.\Don't lose, Skewer RS!\It's not over!\Yeah, it's not over yet!\As long as they win... response:	We're not gonna give up!
context: Just give it your all.\Then let the Shokugeki...\It's begun.\Don't lose, Skewer RS!\It's not over!\Yeah, it's not over yet!\As long as they win...\We're not gonna give up! response:	We still have...
context: Then let the Shokugeki...\It's begun.\Don't lose, Skewer RS!\It's not over!\Yeah, it's not over yet!\As long as they win...\We're not gonna give up!\We still have... response:	Shokugeki
context: It's begun.\Don't lose, Skewer RS!\It's not over!\Yeah, it's not over yet!\As long as they win...\We're not gonna give up!\We still have...\Shokugeki response:	Eizan-senpai doesn't look focused on his cooking at all.
context: Don't lose, Skewer RS!\It's not over!\Yeah, it's not over yet!\As long as they win...\We're not gonna give up!\We still have...\Shokugeki\Eizan-senpai doesn't look focused on his cooking at all. response:	Something's off.
context: It's not over!\Yeah, it's not over yet!\As long as they win...\We're not gonna give up!\We still have...\Shokugeki\Eizan-senpai doesn't look focused on his cooking at all.\Something's off. response:	I doubt the other research societies and research groups will back down
context: Yeah, it's not over yet!\As long as they win...\We're not gonna give up!\We still have...\Shokugeki\Eizan-senpai doesn't look focused on his cooking at all.\Something's off.\I doubt the other research societies and research groups will back down response:	even if Eizan-senpai wins this match by a huge margin.
context: As long as they win...\We're not gonna give up!\We still have...\Shokugeki\Eizan-senpai doesn't look focused on his cooking at all.\Something's off.\I doubt the other research societies and research groups will back down\even if Eizan-senpai wins this match by a huge margin. response:	Why'd Eizan-senpai say it'd be a good warning, then?
context: We're not gonna give up!\We still have...\Shokugeki\Eizan-senpai doesn't look focused on his cooking at all.\Something's off.\I doubt the other research societies and research groups will back down\even if Eizan-senpai wins this match by a huge margin.\Why'd Eizan-senpai say it'd be a good warning, then? response:	It's evaluation time!
context: We still have...\Shokugeki\Eizan-senpai doesn't look focused on his cooking at all.\Something's off.\I doubt the other research societies and research groups will back down\even if Eizan-senpai wins this match by a huge margin.\Why'd Eizan-senpai say it'd be a good warning, then?\It's evaluation time! response:	Kabutoyama Tetsuji
context: Shokugeki\Eizan-senpai doesn't look focused on his cooking at all.\Something's off.\I doubt the other research societies and research groups will back down\even if Eizan-senpai wins this match by a huge margin.\Why'd Eizan-senpai say it'd be a good warning, then?\It's evaluation time!\Kabutoyama Tetsuji response:	Eizan Etsuya
context: Eizan-senpai doesn't look focused on his cooking at all.\Something's off.\I doubt the other research societies and research groups will back down\even if Eizan-senpai wins this match by a huge margin.\Why'd Eizan-senpai say it'd be a good warning, then?\It's evaluation time!\Kabutoyama Tetsuji\Eizan Etsuya response:	Huh? What?
context: Something's off.\I doubt the other research societies and research groups will back down\even if Eizan-senpai wins this match by a huge margin.\Why'd Eizan-senpai say it'd be a good warning, then?\It's evaluation time!\Kabutoyama Tetsuji\Eizan Etsuya\Huh? What? response:	What the... Isn't that weird?
context: I doubt the other research societies and research groups will back down\even if Eizan-senpai wins this match by a huge margin.\Why'd Eizan-senpai say it'd be a good warning, then?\It's evaluation time!\Kabutoyama Tetsuji\Eizan Etsuya\Huh? What?\What the... Isn't that weird? response:	There seems to be a malfunction.
context: even if Eizan-senpai wins this match by a huge margin.\Why'd Eizan-senpai say it'd be a good warning, then?\It's evaluation time!\Kabutoyama Tetsuji\Eizan Etsuya\Huh? What?\What the... Isn't that weird?\There seems to be a malfunction. response:	The scores are being displayed even though neither dish has been tried.
context: Why'd Eizan-senpai say it'd be a good warning, then?\It's evaluation time!\Kabutoyama Tetsuji\Eizan Etsuya\Huh? What?\What the... Isn't that weird?\There seems to be a malfunction.\The scores are being displayed even though neither dish has been tried. response:	Eizan!
context: It's evaluation time!\Kabutoyama Tetsuji\Eizan Etsuya\Huh? What?\What the... Isn't that weird?\There seems to be a malfunction.\The scores are being displayed even though neither dish has been tried.\Eizan! response:	You... You can't have...
context: Kabutoyama Tetsuji\Eizan Etsuya\Huh? What?\What the... Isn't that weird?\There seems to be a malfunction.\The scores are being displayed even though neither dish has been tried.\Eizan!\You... You can't have... response:	The judges?!
context: Eizan Etsuya\Huh? What?\What the... Isn't that weird?\There seems to be a malfunction.\The scores are being displayed even though neither dish has been tried.\Eizan!\You... You can't have...\The judges?! response:	Too bad for you!
context: Huh? What?\What the... Isn't that weird?\There seems to be a malfunction.\The scores are being displayed even though neither dish has been tried.\Eizan!\You... You can't have...\The judges?!\Too bad for you! response:	It's been decided!
context: What the... Isn't that weird?\There seems to be a malfunction.\The scores are being displayed even though neither dish has been tried.\Eizan!\You... You can't have...\The judges?!\Too bad for you!\It's been decided! response:	Skewer RS will be disbanded!
context: There seems to be a malfunction.\The scores are being displayed even though neither dish has been tried.\Eizan!\You... You can't have...\The judges?!\Too bad for you!\It's been decided!\Skewer RS will be disbanded! response:	Wait a second, Eizan!
context: The scores are being displayed even though neither dish has been tried.\Eizan!\You... You can't have...\The judges?!\Too bad for you!\It's been decided!\Skewer RS will be disbanded!\Wait a second, Eizan! response:	You bought the judges?!
context: Eizan!\You... You can't have...\The judges?!\Too bad for you!\It's been decided!\Skewer RS will be disbanded!\Wait a second, Eizan!\You bought the judges?! response:	You can't be serious!
context: You... You can't have...\The judges?!\Too bad for you!\It's been decided!\Skewer RS will be disbanded!\Wait a second, Eizan!\You bought the judges?!\You can't be serious! response:	This Shokugeki can't be legitimate!
context: The judges?!\Too bad for you!\It's been decided!\Skewer RS will be disbanded!\Wait a second, Eizan!\You bought the judges?!\You can't be serious!\This Shokugeki can't be legitimate! response:	Who'd accept that?!
context: Too bad for you!\It's been decided!\Skewer RS will be disbanded!\Wait a second, Eizan!\You bought the judges?!\You can't be serious!\This Shokugeki can't be legitimate!\Who'd accept that?! response:	Farewell, Kabutoyama!
context: It's been decided!\Skewer RS will be disbanded!\Wait a second, Eizan!\You bought the judges?!\You can't be serious!\This Shokugeki can't be legitimate!\Who'd accept that?!\Farewell, Kabutoyama! response:	You are being expelled!
context: Skewer RS will be disbanded!\Wait a second, Eizan!\You bought the judges?!\You can't be serious!\This Shokugeki can't be legitimate!\Who'd accept that?!\Farewell, Kabutoyama!\You are being expelled! response:	Impossible...
context: Wait a second, Eizan!\You bought the judges?!\You can't be serious!\This Shokugeki can't be legitimate!\Who'd accept that?!\Farewell, Kabutoyama!\You are being expelled!\Impossible... response:	Totsuki is not what it used to be.
context: You bought the judges?!\You can't be serious!\This Shokugeki can't be legitimate!\Who'd accept that?!\Farewell, Kabutoyama!\You are being expelled!\Impossible...\Totsuki is not what it used to be. response:	What the hell?! That's cheating!
context: You can't be serious!\This Shokugeki can't be legitimate!\Who'd accept that?!\Farewell, Kabutoyama!\You are being expelled!\Impossible...\Totsuki is not what it used to be.\What the hell?! That's cheating! response:	So the judges are all in on it?
context: This Shokugeki can't be legitimate!\Who'd accept that?!\Farewell, Kabutoyama!\You are being expelled!\Impossible...\Totsuki is not what it used to be.\What the hell?! That's cheating!\So the judges are all in on it? response:	Even our last resort, the Shokugeki is now...
context: Who'd accept that?!\Farewell, Kabutoyama!\You are being expelled!\Impossible...\Totsuki is not what it used to be.\What the hell?! That's cheating!\So the judges are all in on it?\Even our last resort, the Shokugeki is now... response:	That Eizan's rotten to the core!
context: Farewell, Kabutoyama!\You are being expelled!\Impossible...\Totsuki is not what it used to be.\What the hell?! That's cheating!\So the judges are all in on it?\Even our last resort, the Shokugeki is now...\That Eizan's rotten to the core! response:	Even the judges have all turned on us.
context: You are being expelled!\Impossible...\Totsuki is not what it used to be.\What the hell?! That's cheating!\So the judges are all in on it?\Even our last resort, the Shokugeki is now...\That Eizan's rotten to the core!\Even the judges have all turned on us. response:	They won't even judge us on taste.
context: Impossible...\Totsuki is not what it used to be.\What the hell?! That's cheating!\So the judges are all in on it?\Even our last resort, the Shokugeki is now...\That Eizan's rotten to the core!\Even the judges have all turned on us.\They won't even judge us on taste. response:	If the match won't be fair, then...
context: Totsuki is not what it used to be.\What the hell?! That's cheating!\So the judges are all in on it?\Even our last resort, the Shokugeki is now...\That Eizan's rotten to the core!\Even the judges have all turned on us.\They won't even judge us on taste.\If the match won't be fair, then... response:	The outcome is the same whether you have a Shokugeki or not.
context: What the hell?! That's cheating!\So the judges are all in on it?\Even our last resort, the Shokugeki is now...\That Eizan's rotten to the core!\Even the judges have all turned on us.\They won't even judge us on taste.\If the match won't be fair, then...\The outcome is the same whether you have a Shokugeki or not. response:	Either way, Polar Star Dormitory is finished?!
context: So the judges are all in on it?\Even our last resort, the Shokugeki is now...\That Eizan's rotten to the core!\Even the judges have all turned on us.\They won't even judge us on taste.\If the match won't be fair, then...\The outcome is the same whether you have a Shokugeki or not.\Either way, Polar Star Dormitory is finished?! response:	N-N-N-No way!
context: Even our last resort, the Shokugeki is now...\That Eizan's rotten to the core!\Even the judges have all turned on us.\They won't even judge us on taste.\If the match won't be fair, then...\The outcome is the same whether you have a Shokugeki or not.\Either way, Polar Star Dormitory is finished?!\N-N-N-No way! response:	Our home's gonna be shut down!
context: That Eizan's rotten to the core!\Even the judges have all turned on us.\They won't even judge us on taste.\If the match won't be fair, then...\The outcome is the same whether you have a Shokugeki or not.\Either way, Polar Star Dormitory is finished?!\N-N-N-No way!\Our home's gonna be shut down! response:	What should we do?
context: Even the judges have all turned on us.\They won't even judge us on taste.\If the match won't be fair, then...\The outcome is the same whether you have a Shokugeki or not.\Either way, Polar Star Dormitory is finished?!\N-N-N-No way!\Our home's gonna be shut down!\What should we do? response:	Nakiri-san will lose her hiding place, too!
context: They won't even judge us on taste.\If the match won't be fair, then...\The outcome is the same whether you have a Shokugeki or not.\Either way, Polar Star Dormitory is finished?!\N-N-N-No way!\Our home's gonna be shut down!\What should we do?\Nakiri-san will lose her hiding place, too! response:	Well, Yukihira?
context: If the match won't be fair, then...\The outcome is the same whether you have a Shokugeki or not.\Either way, Polar Star Dormitory is finished?!\N-N-N-No way!\Our home's gonna be shut down!\What should we do?\Nakiri-san will lose her hiding place, too!\Well, Yukihira? response:	How was that warning?
context: The outcome is the same whether you have a Shokugeki or not.\Either way, Polar Star Dormitory is finished?!\N-N-N-No way!\Our home's gonna be shut down!\What should we do?\Nakiri-san will lose her hiding place, too!\Well, Yukihira?\How was that warning? response:	Shokugeki
context: Either way, Polar Star Dormitory is finished?!\N-N-N-No way!\Our home's gonna be shut down!\What should we do?\Nakiri-san will lose her hiding place, too!\Well, Yukihira?\How was that warning?\Shokugeki response:	The Shokugeki is dead.
context: N-N-N-No way!\Our home's gonna be shut down!\What should we do?\Nakiri-san will lose her hiding place, too!\Well, Yukihira?\How was that warning?\Shokugeki\The Shokugeki is dead. response:	Department Chief, are you all right?
context: Our home's gonna be shut down!\What should we do?\Nakiri-san will lose her hiding place, too!\Well, Yukihira?\How was that warning?\Shokugeki\The Shokugeki is dead.\Department Chief, are you all right? response:	Yes.
context: What should we do?\Nakiri-san will lose her hiding place, too!\Well, Yukihira?\How was that warning?\Shokugeki\The Shokugeki is dead.\Department Chief, are you all right?\Yes. response:	I'm just still shocked over yesterday's match.
context: Nakiri-san will lose her hiding place, too!\Well, Yukihira?\How was that warning?\Shokugeki\The Shokugeki is dead.\Department Chief, are you all right?\Yes.\I'm just still shocked over yesterday's match. response:	Kageura Hisanao Shokugeki Administration Department Department Chief
context: Well, Yukihira?\How was that warning?\Shokugeki\The Shokugeki is dead.\Department Chief, are you all right?\Yes.\I'm just still shocked over yesterday's match.\Kageura Hisanao Shokugeki Administration Department Department Chief response:	Eizan Etsuya... How dare you buy out all the judges?
context: How was that warning?\Shokugeki\The Shokugeki is dead.\Department Chief, are you all right?\Yes.\I'm just still shocked over yesterday's match.\Kageura Hisanao Shokugeki Administration Department Department Chief\Eizan Etsuya... How dare you buy out all the judges? response:	Hey, Department Chief.
context: Shokugeki\The Shokugeki is dead.\Department Chief, are you all right?\Yes.\I'm just still shocked over yesterday's match.\Kageura Hisanao Shokugeki Administration Department Department Chief\Eizan Etsuya... How dare you buy out all the judges?\Hey, Department Chief. response:	E-Eizan!
context: The Shokugeki is dead.\Department Chief, are you all right?\Yes.\I'm just still shocked over yesterday's match.\Kageura Hisanao Shokugeki Administration Department Department Chief\Eizan Etsuya... How dare you buy out all the judges?\Hey, Department Chief.\E-Eizan! response:	What do you want?
