context: The Lords are all corrupt! response:	They do nothing but battle day and night!
context: All right, then, we'll be on our way.\Let's put our faith in those two.\Your Grace, we have come today to ask a favor of you.\What would that be?\If I may, Your Grace...\Emperor Theo does not wish to engage you in battle.\The Imperial Army's objective is to quell the disturbance in Eramu.\That is fine with me. However, I have one condition. response:	And that is?
context: Let's put our faith in those two.\Your Grace, we have come today to ask a favor of you.\What would that be?\If I may, Your Grace...\Emperor Theo does not wish to engage you in battle.\The Imperial Army's objective is to quell the disturbance in Eramu.\That is fine with me. However, I have one condition.\And that is? response:	He is to hand over all of the Crests in the Imperial Army's possession.
context: Your Grace, we have come today to ask a favor of you.\What would that be?\If I may, Your Grace...\Emperor Theo does not wish to engage you in battle.\The Imperial Army's objective is to quell the disturbance in Eramu.\That is fine with me. However, I have one condition.\And that is?\He is to hand over all of the Crests in the Imperial Army's possession. response:	Crests are for reviving the One God.
context: What would that be?\If I may, Your Grace...\Emperor Theo does not wish to engage you in battle.\The Imperial Army's objective is to quell the disturbance in Eramu.\That is fine with me. However, I have one condition.\And that is?\He is to hand over all of the Crests in the Imperial Army's possession.\Crests are for reviving the One God. response:	Any who monopolizes those Crests must be punished no matter who they are.
context: If I may, Your Grace...\Emperor Theo does not wish to engage you in battle.\The Imperial Army's objective is to quell the disturbance in Eramu.\That is fine with me. However, I have one condition.\And that is?\He is to hand over all of the Crests in the Imperial Army's possession.\Crests are for reviving the One God.\Any who monopolizes those Crests must be punished no matter who they are. response:	That goes for even the emperor himself!
context: Emperor Theo does not wish to engage you in battle.\The Imperial Army's objective is to quell the disturbance in Eramu.\That is fine with me. However, I have one condition.\And that is?\He is to hand over all of the Crests in the Imperial Army's possession.\Crests are for reviving the One God.\Any who monopolizes those Crests must be punished no matter who they are.\That goes for even the emperor himself! response:	But Emperor Theo is not monopolizing the Crests!
context: The Imperial Army's objective is to quell the disturbance in Eramu.\That is fine with me. However, I have one condition.\And that is?\He is to hand over all of the Crests in the Imperial Army's possession.\Crests are for reviving the One God.\Any who monopolizes those Crests must be punished no matter who they are.\That goes for even the emperor himself!\But Emperor Theo is not monopolizing the Crests! response:	The emperor's goal is to use the Grancrest to eradicate the Chaos across the Continent.
context: That is fine with me. However, I have one condition.\And that is?\He is to hand over all of the Crests in the Imperial Army's possession.\Crests are for reviving the One God.\Any who monopolizes those Crests must be punished no matter who they are.\That goes for even the emperor himself!\But Emperor Theo is not monopolizing the Crests!\The emperor's goal is to use the Grancrest to eradicate the Chaos across the Continent. response:	Isnt that the same goal for the Order?
context: And that is?\He is to hand over all of the Crests in the Imperial Army's possession.\Crests are for reviving the One God.\Any who monopolizes those Crests must be punished no matter who they are.\That goes for even the emperor himself!\But Emperor Theo is not monopolizing the Crests!\The emperor's goal is to use the Grancrest to eradicate the Chaos across the Continent.\Isnt that the same goal for the Order? response:	That by the power of the One God,
context: He is to hand over all of the Crests in the Imperial Army's possession.\Crests are for reviving the One God.\Any who monopolizes those Crests must be punished no matter who they are.\That goes for even the emperor himself!\But Emperor Theo is not monopolizing the Crests!\The emperor's goal is to use the Grancrest to eradicate the Chaos across the Continent.\Isnt that the same goal for the Order?\That by the power of the One God, response:	Chaos shall be eradicated from the Continent to create a paradise for this world?
context: Crests are for reviving the One God.\Any who monopolizes those Crests must be punished no matter who they are.\That goes for even the emperor himself!\But Emperor Theo is not monopolizing the Crests!\The emperor's goal is to use the Grancrest to eradicate the Chaos across the Continent.\Isnt that the same goal for the Order?\That by the power of the One God,\Chaos shall be eradicated from the Continent to create a paradise for this world? response:	The Imperial Army and the Order have the same goal?
context: Any who monopolizes those Crests must be punished no matter who they are.\That goes for even the emperor himself!\But Emperor Theo is not monopolizing the Crests!\The emperor's goal is to use the Grancrest to eradicate the Chaos across the Continent.\Isnt that the same goal for the Order?\That by the power of the One God,\Chaos shall be eradicated from the Continent to create a paradise for this world?\The Imperial Army and the Order have the same goal? response:	- She's lying to escape God's wrath. - Is that true?
context: That goes for even the emperor himself!\But Emperor Theo is not monopolizing the Crests!\The emperor's goal is to use the Grancrest to eradicate the Chaos across the Continent.\Isnt that the same goal for the Order?\That by the power of the One God,\Chaos shall be eradicated from the Continent to create a paradise for this world?\The Imperial Army and the Order have the same goal?\- She's lying to escape God's wrath. - Is that true? response:	Silence! I won't allow you to mislead our followers with such lies!
context: But Emperor Theo is not monopolizing the Crests!\The emperor's goal is to use the Grancrest to eradicate the Chaos across the Continent.\Isnt that the same goal for the Order?\That by the power of the One God,\Chaos shall be eradicated from the Continent to create a paradise for this world?\The Imperial Army and the Order have the same goal?\- She's lying to escape God's wrath. - Is that true?\Silence! I won't allow you to mislead our followers with such lies! response:	They are not lies.
context: The emperor's goal is to use the Grancrest to eradicate the Chaos across the Continent.\Isnt that the same goal for the Order?\That by the power of the One God,\Chaos shall be eradicated from the Continent to create a paradise for this world?\The Imperial Army and the Order have the same goal?\- She's lying to escape God's wrath. - Is that true?\Silence! I won't allow you to mislead our followers with such lies!\They are not lies. response:	You're... Priscilla.
context: Isnt that the same goal for the Order?\That by the power of the One God,\Chaos shall be eradicated from the Continent to create a paradise for this world?\The Imperial Army and the Order have the same goal?\- She's lying to escape God's wrath. - Is that true?\Silence! I won't allow you to mislead our followers with such lies!\They are not lies.\You're... Priscilla. response:	Sir Leone. It's been a long time.
context: That by the power of the One God,\Chaos shall be eradicated from the Continent to create a paradise for this world?\The Imperial Army and the Order have the same goal?\- She's lying to escape God's wrath. - Is that true?\Silence! I won't allow you to mislead our followers with such lies!\They are not lies.\You're... Priscilla.\Sir Leone. It's been a long time. response:	- Did he say that's Lady Priscilla? - The one foretold to be the Holy Grail?
context: Chaos shall be eradicated from the Continent to create a paradise for this world?\The Imperial Army and the Order have the same goal?\- She's lying to escape God's wrath. - Is that true?\Silence! I won't allow you to mislead our followers with such lies!\They are not lies.\You're... Priscilla.\Sir Leone. It's been a long time.\- Did he say that's Lady Priscilla? - The one foretold to be the Holy Grail? response:	Emperor Theo is always professing his intent to end the age of Chaos, as long as it's in his power.
context: The Imperial Army and the Order have the same goal?\- She's lying to escape God's wrath. - Is that true?\Silence! I won't allow you to mislead our followers with such lies!\They are not lies.\You're... Priscilla.\Sir Leone. It's been a long time.\- Did he say that's Lady Priscilla? - The one foretold to be the Holy Grail?\Emperor Theo is always professing his intent to end the age of Chaos, as long as it's in his power. response:	And that means reviving the One God.
context: - She's lying to escape God's wrath. - Is that true?\Silence! I won't allow you to mislead our followers with such lies!\They are not lies.\You're... Priscilla.\Sir Leone. It's been a long time.\- Did he say that's Lady Priscilla? - The one foretold to be the Holy Grail?\Emperor Theo is always professing his intent to end the age of Chaos, as long as it's in his power.\And that means reviving the One God. response:	That is the job of His Eminence, the Pope, as God's representative!
context: Silence! I won't allow you to mislead our followers with such lies!\They are not lies.\You're... Priscilla.\Sir Leone. It's been a long time.\- Did he say that's Lady Priscilla? - The one foretold to be the Holy Grail?\Emperor Theo is always professing his intent to end the age of Chaos, as long as it's in his power.\And that means reviving the One God.\That is the job of His Eminence, the Pope, as God's representative! response:	It's not something a brat of humble birth should be allowed to do!
context: They are not lies.\You're... Priscilla.\Sir Leone. It's been a long time.\- Did he say that's Lady Priscilla? - The one foretold to be the Holy Grail?\Emperor Theo is always professing his intent to end the age of Chaos, as long as it's in his power.\And that means reviving the One God.\That is the job of His Eminence, the Pope, as God's representative!\It's not something a brat of humble birth should be allowed to do! response:	What does one's social standing have to do with the noble act of reviving God?
context: You're... Priscilla.\Sir Leone. It's been a long time.\- Did he say that's Lady Priscilla? - The one foretold to be the Holy Grail?\Emperor Theo is always professing his intent to end the age of Chaos, as long as it's in his power.\And that means reviving the One God.\That is the job of His Eminence, the Pope, as God's representative!\It's not something a brat of humble birth should be allowed to do!\What does one's social standing have to do with the noble act of reviving God? response:	We should all be equal before God.
context: Sir Leone. It's been a long time.\- Did he say that's Lady Priscilla? - The one foretold to be the Holy Grail?\Emperor Theo is always professing his intent to end the age of Chaos, as long as it's in his power.\And that means reviving the One God.\That is the job of His Eminence, the Pope, as God's representative!\It's not something a brat of humble birth should be allowed to do!\What does one's social standing have to do with the noble act of reviving God?\We should all be equal before God. response:	Sir Joseph, we're about to go into battle.
context: - Did he say that's Lady Priscilla? - The one foretold to be the Holy Grail?\Emperor Theo is always professing his intent to end the age of Chaos, as long as it's in his power.\And that means reviving the One God.\That is the job of His Eminence, the Pope, as God's representative!\It's not something a brat of humble birth should be allowed to do!\What does one's social standing have to do with the noble act of reviving God?\We should all be equal before God.\Sir Joseph, we're about to go into battle. response:	Why don't we set up another opportunity for Priestess Priscilla to explain herself?
context: Emperor Theo is always professing his intent to end the age of Chaos, as long as it's in his power.\And that means reviving the One God.\That is the job of His Eminence, the Pope, as God's representative!\It's not something a brat of humble birth should be allowed to do!\What does one's social standing have to do with the noble act of reviving God?\We should all be equal before God.\Sir Joseph, we're about to go into battle.\Why don't we set up another opportunity for Priestess Priscilla to explain herself? response:	There won't be any battle.
context: And that means reviving the One God.\That is the job of His Eminence, the Pope, as God's representative!\It's not something a brat of humble birth should be allowed to do!\What does one's social standing have to do with the noble act of reviving God?\We should all be equal before God.\Sir Joseph, we're about to go into battle.\Why don't we set up another opportunity for Priestess Priscilla to explain herself?\There won't be any battle. response:	Because Sir Theo has no intention of fighting.
context: That is the job of His Eminence, the Pope, as God's representative!\It's not something a brat of humble birth should be allowed to do!\What does one's social standing have to do with the noble act of reviving God?\We should all be equal before God.\Sir Joseph, we're about to go into battle.\Why don't we set up another opportunity for Priestess Priscilla to explain herself?\There won't be any battle.\Because Sir Theo has no intention of fighting. response:	It's true that Sir Theo is not a follower of the Order.
context: It's not something a brat of humble birth should be allowed to do!\What does one's social standing have to do with the noble act of reviving God?\We should all be equal before God.\Sir Joseph, we're about to go into battle.\Why don't we set up another opportunity for Priestess Priscilla to explain herself?\There won't be any battle.\Because Sir Theo has no intention of fighting.\It's true that Sir Theo is not a follower of the Order. response:	But my father, Ernest, founder of our Order,
context: What does one's social standing have to do with the noble act of reviving God?\We should all be equal before God.\Sir Joseph, we're about to go into battle.\Why don't we set up another opportunity for Priestess Priscilla to explain herself?\There won't be any battle.\Because Sir Theo has no intention of fighting.\It's true that Sir Theo is not a follower of the Order.\But my father, Ernest, founder of our Order, response:	told us repeatedly that we mustn't force our faith on others.
context: We should all be equal before God.\Sir Joseph, we're about to go into battle.\Why don't we set up another opportunity for Priestess Priscilla to explain herself?\There won't be any battle.\Because Sir Theo has no intention of fighting.\It's true that Sir Theo is not a follower of the Order.\But my father, Ernest, founder of our Order,\told us repeatedly that we mustn't force our faith on others. response:	You've all heard that before, haven't you?
context: Sir Joseph, we're about to go into battle.\Why don't we set up another opportunity for Priestess Priscilla to explain herself?\There won't be any battle.\Because Sir Theo has no intention of fighting.\It's true that Sir Theo is not a follower of the Order.\But my father, Ernest, founder of our Order,\told us repeatedly that we mustn't force our faith on others.\You've all heard that before, haven't you? response:	That's right! That's what the Founder used to say!
context: Why don't we set up another opportunity for Priestess Priscilla to explain herself?\There won't be any battle.\Because Sir Theo has no intention of fighting.\It's true that Sir Theo is not a follower of the Order.\But my father, Ernest, founder of our Order,\told us repeatedly that we mustn't force our faith on others.\You've all heard that before, haven't you?\That's right! That's what the Founder used to say! response:	I remember that, too!
context: There won't be any battle.\Because Sir Theo has no intention of fighting.\It's true that Sir Theo is not a follower of the Order.\But my father, Ernest, founder of our Order,\told us repeatedly that we mustn't force our faith on others.\You've all heard that before, haven't you?\That's right! That's what the Founder used to say!\I remember that, too! response:	- She's right! - That's true!
context: Because Sir Theo has no intention of fighting.\It's true that Sir Theo is not a follower of the Order.\But my father, Ernest, founder of our Order,\told us repeatedly that we mustn't force our faith on others.\You've all heard that before, haven't you?\That's right! That's what the Founder used to say!\I remember that, too!\- She's right! - That's true! response:	Everyone, I'd like you to recall the Founder's words.
context: It's true that Sir Theo is not a follower of the Order.\But my father, Ernest, founder of our Order,\told us repeatedly that we mustn't force our faith on others.\You've all heard that before, haven't you?\That's right! That's what the Founder used to say!\I remember that, too!\- She's right! - That's true!\Everyone, I'd like you to recall the Founder's words. response:	If the One God is revived,
context: But my father, Ernest, founder of our Order,\told us repeatedly that we mustn't force our faith on others.\You've all heard that before, haven't you?\That's right! That's what the Founder used to say!\I remember that, too!\- She's right! - That's true!\Everyone, I'd like you to recall the Founder's words.\If the One God is revived, response:	we will be saved from our suffering under the Chaos, and the grief of war.
context: told us repeatedly that we mustn't force our faith on others.\You've all heard that before, haven't you?\That's right! That's what the Founder used to say!\I remember that, too!\- She's right! - That's true!\Everyone, I'd like you to recall the Founder's words.\If the One God is revived,\we will be saved from our suffering under the Chaos, and the grief of war. response:	The day will arrive when we find ourselves in paradise, rather than a paradise after death.
context: You've all heard that before, haven't you?\That's right! That's what the Founder used to say!\I remember that, too!\- She's right! - That's true!\Everyone, I'd like you to recall the Founder's words.\If the One God is revived,\we will be saved from our suffering under the Chaos, and the grief of war.\The day will arrive when we find ourselves in paradise, rather than a paradise after death. response:	That must be the radiance of the Holy Grail.
context: That's right! That's what the Founder used to say!\I remember that, too!\- She's right! - That's true!\Everyone, I'd like you to recall the Founder's words.\If the One God is revived,\we will be saved from our suffering under the Chaos, and the grief of war.\The day will arrive when we find ourselves in paradise, rather than a paradise after death.\That must be the radiance of the Holy Grail. response:	Is that the Holy Grail?
context: I remember that, too!\- She's right! - That's true!\Everyone, I'd like you to recall the Founder's words.\If the One God is revived,\we will be saved from our suffering under the Chaos, and the grief of war.\The day will arrive when we find ourselves in paradise, rather than a paradise after death.\That must be the radiance of the Holy Grail.\Is that the Holy Grail? response:	Sir Theo will be the one to bring an end to the age of Chaos.
context: - She's right! - That's true!\Everyone, I'd like you to recall the Founder's words.\If the One God is revived,\we will be saved from our suffering under the Chaos, and the grief of war.\The day will arrive when we find ourselves in paradise, rather than a paradise after death.\That must be the radiance of the Holy Grail.\Is that the Holy Grail?\Sir Theo will be the one to bring an end to the age of Chaos. response:	The reason I received the revelation to go to Sir Theo
context: Everyone, I'd like you to recall the Founder's words.\If the One God is revived,\we will be saved from our suffering under the Chaos, and the grief of war.\The day will arrive when we find ourselves in paradise, rather than a paradise after death.\That must be the radiance of the Holy Grail.\Is that the Holy Grail?\Sir Theo will be the one to bring an end to the age of Chaos.\The reason I received the revelation to go to Sir Theo response:	was so that I could witness his noble deeds.
context: If the One God is revived,\we will be saved from our suffering under the Chaos, and the grief of war.\The day will arrive when we find ourselves in paradise, rather than a paradise after death.\That must be the radiance of the Holy Grail.\Is that the Holy Grail?\Sir Theo will be the one to bring an end to the age of Chaos.\The reason I received the revelation to go to Sir Theo\was so that I could witness his noble deeds. response:	Holy Maiden!
context: we will be saved from our suffering under the Chaos, and the grief of war.\The day will arrive when we find ourselves in paradise, rather than a paradise after death.\That must be the radiance of the Holy Grail.\Is that the Holy Grail?\Sir Theo will be the one to bring an end to the age of Chaos.\The reason I received the revelation to go to Sir Theo\was so that I could witness his noble deeds.\Holy Maiden! response:	Holy Maiden Priscilla!
context: The day will arrive when we find ourselves in paradise, rather than a paradise after death.\That must be the radiance of the Holy Grail.\Is that the Holy Grail?\Sir Theo will be the one to bring an end to the age of Chaos.\The reason I received the revelation to go to Sir Theo\was so that I could witness his noble deeds.\Holy Maiden!\Holy Maiden Priscilla! response:	This is no time to be flustered.
context: That must be the radiance of the Holy Grail.\Is that the Holy Grail?\Sir Theo will be the one to bring an end to the age of Chaos.\The reason I received the revelation to go to Sir Theo\was so that I could witness his noble deeds.\Holy Maiden!\Holy Maiden Priscilla!\This is no time to be flustered. response:	At this rate, that girl will be anointed leader of the Order.
context: Is that the Holy Grail?\Sir Theo will be the one to bring an end to the age of Chaos.\The reason I received the revelation to go to Sir Theo\was so that I could witness his noble deeds.\Holy Maiden!\Holy Maiden Priscilla!\This is no time to be flustered.\At this rate, that girl will be anointed leader of the Order. response:	B-But no...
context: Sir Theo will be the one to bring an end to the age of Chaos.\The reason I received the revelation to go to Sir Theo\was so that I could witness his noble deeds.\Holy Maiden!\Holy Maiden Priscilla!\This is no time to be flustered.\At this rate, that girl will be anointed leader of the Order.\B-But no... response:	Wh-What should I do?
context: The reason I received the revelation to go to Sir Theo\was so that I could witness his noble deeds.\Holy Maiden!\Holy Maiden Priscilla!\This is no time to be flustered.\At this rate, that girl will be anointed leader of the Order.\B-But no...\Wh-What should I do? response:	Once its master's strength depletes, a Crest transforms into a Chaos Core.
context: was so that I could witness his noble deeds.\Holy Maiden!\Holy Maiden Priscilla!\This is no time to be flustered.\At this rate, that girl will be anointed leader of the Order.\B-But no...\Wh-What should I do?\Once its master's strength depletes, a Crest transforms into a Chaos Core. response:	Show our followers the sight of the Holy Grail turning into a Chaos Core.
context: Holy Maiden!\Holy Maiden Priscilla!\This is no time to be flustered.\At this rate, that girl will be anointed leader of the Order.\B-But no...\Wh-What should I do?\Once its master's strength depletes, a Crest transforms into a Chaos Core.\Show our followers the sight of the Holy Grail turning into a Chaos Core. response:	The time has come to fulfill the mission of those who've sworn fealty to Pandora's principles.
context: Holy Maiden Priscilla!\This is no time to be flustered.\At this rate, that girl will be anointed leader of the Order.\B-But no...\Wh-What should I do?\Once its master's strength depletes, a Crest transforms into a Chaos Core.\Show our followers the sight of the Holy Grail turning into a Chaos Core.\The time has come to fulfill the mission of those who've sworn fealty to Pandora's principles. response:	All right.
context: This is no time to be flustered.\At this rate, that girl will be anointed leader of the Order.\B-But no...\Wh-What should I do?\Once its master's strength depletes, a Crest transforms into a Chaos Core.\Show our followers the sight of the Holy Grail turning into a Chaos Core.\The time has come to fulfill the mission of those who've sworn fealty to Pandora's principles.\All right. response:	There seems to have been a misunderstanding.
context: At this rate, that girl will be anointed leader of the Order.\B-But no...\Wh-What should I do?\Once its master's strength depletes, a Crest transforms into a Chaos Core.\Show our followers the sight of the Holy Grail turning into a Chaos Core.\The time has come to fulfill the mission of those who've sworn fealty to Pandora's principles.\All right.\There seems to have been a misunderstanding. response:	Emperor Theo has claimed the Crests as his own, and Priestess Priscilla is supporting that.
context: B-But no...\Wh-What should I do?\Once its master's strength depletes, a Crest transforms into a Chaos Core.\Show our followers the sight of the Holy Grail turning into a Chaos Core.\The time has come to fulfill the mission of those who've sworn fealty to Pandora's principles.\All right.\There seems to have been a misunderstanding.\Emperor Theo has claimed the Crests as his own, and Priestess Priscilla is supporting that. response:	I was taken in by Priest Joseph's words!
context: Wh-What should I do?\Once its master's strength depletes, a Crest transforms into a Chaos Core.\Show our followers the sight of the Holy Grail turning into a Chaos Core.\The time has come to fulfill the mission of those who've sworn fealty to Pandora's principles.\All right.\There seems to have been a misunderstanding.\Emperor Theo has claimed the Crests as his own, and Priestess Priscilla is supporting that.\I was taken in by Priest Joseph's words! response:	What? Your Grace!
context: Once its master's strength depletes, a Crest transforms into a Chaos Core.\Show our followers the sight of the Holy Grail turning into a Chaos Core.\The time has come to fulfill the mission of those who've sworn fealty to Pandora's principles.\All right.\There seems to have been a misunderstanding.\Emperor Theo has claimed the Crests as his own, and Priestess Priscilla is supporting that.\I was taken in by Priest Joseph's words!\What? Your Grace! response:	I, Leone, offer you my heartfelt apologies.
context: Show our followers the sight of the Holy Grail turning into a Chaos Core.\The time has come to fulfill the mission of those who've sworn fealty to Pandora's principles.\All right.\There seems to have been a misunderstanding.\Emperor Theo has claimed the Crests as his own, and Priestess Priscilla is supporting that.\I was taken in by Priest Joseph's words!\What? Your Grace!\I, Leone, offer you my heartfelt apologies. response:	I also accept the Imperial Army's offer of peace.
context: The time has come to fulfill the mission of those who've sworn fealty to Pandora's principles.\All right.\There seems to have been a misunderstanding.\Emperor Theo has claimed the Crests as his own, and Priestess Priscilla is supporting that.\I was taken in by Priest Joseph's words!\What? Your Grace!\I, Leone, offer you my heartfelt apologies.\I also accept the Imperial Army's offer of peace. response:	Thank you very much, Your Grace.
context: All right.\There seems to have been a misunderstanding.\Emperor Theo has claimed the Crests as his own, and Priestess Priscilla is supporting that.\I was taken in by Priest Joseph's words!\What? Your Grace!\I, Leone, offer you my heartfelt apologies.\I also accept the Imperial Army's offer of peace.\Thank you very much, Your Grace. response:	Please, receive the Grancrest from Emperor Theo one day, and revive the One God.
context: There seems to have been a misunderstanding.\Emperor Theo has claimed the Crests as his own, and Priestess Priscilla is supporting that.\I was taken in by Priest Joseph's words!\What? Your Grace!\I, Leone, offer you my heartfelt apologies.\I also accept the Imperial Army's offer of peace.\Thank you very much, Your Grace.\Please, receive the Grancrest from Emperor Theo one day, and revive the One God. response:	If that should be my duty...
context: Emperor Theo has claimed the Crests as his own, and Priestess Priscilla is supporting that.\I was taken in by Priest Joseph's words!\What? Your Grace!\I, Leone, offer you my heartfelt apologies.\I also accept the Imperial Army's offer of peace.\Thank you very much, Your Grace.\Please, receive the Grancrest from Emperor Theo one day, and revive the One God.\If that should be my duty... response:	Priscilla!
context: I was taken in by Priest Joseph's words!\What? Your Grace!\I, Leone, offer you my heartfelt apologies.\I also accept the Imperial Army's offer of peace.\Thank you very much, Your Grace.\Please, receive the Grancrest from Emperor Theo one day, and revive the One God.\If that should be my duty...\Priscilla! response:	Priscilla!
context: What? Your Grace!\I, Leone, offer you my heartfelt apologies.\I also accept the Imperial Army's offer of peace.\Thank you very much, Your Grace.\Please, receive the Grancrest from Emperor Theo one day, and revive the One God.\If that should be my duty...\Priscilla!\Priscilla! response:	Capture those heretics!
context: I, Leone, offer you my heartfelt apologies.\I also accept the Imperial Army's offer of peace.\Thank you very much, Your Grace.\Please, receive the Grancrest from Emperor Theo one day, and revive the One God.\If that should be my duty...\Priscilla!\Priscilla!\Capture those heretics! response:	Siluca...
context: I also accept the Imperial Army's offer of peace.\Thank you very much, Your Grace.\Please, receive the Grancrest from Emperor Theo one day, and revive the One God.\If that should be my duty...\Priscilla!\Priscilla!\Capture those heretics!\Siluca... response:	As Pope, I have declared Priestess Priscilla to be a heretic.
context: Thank you very much, Your Grace.\Please, receive the Grancrest from Emperor Theo one day, and revive the One God.\If that should be my duty...\Priscilla!\Priscilla!\Capture those heretics!\Siluca...\As Pope, I have declared Priestess Priscilla to be a heretic. response:	Upon asking the One God to judge her,
context: Please, receive the Grancrest from Emperor Theo one day, and revive the One God.\If that should be my duty...\Priscilla!\Priscilla!\Capture those heretics!\Siluca...\As Pope, I have declared Priestess Priscilla to be a heretic.\Upon asking the One God to judge her, response:	I received the revelation that I must inflict death on her!
context: If that should be my duty...\Priscilla!\Priscilla!\Capture those heretics!\Siluca...\As Pope, I have declared Priestess Priscilla to be a heretic.\Upon asking the One God to judge her,\I received the revelation that I must inflict death on her! response:	How dare you!
context: Priscilla!\Priscilla!\Capture those heretics!\Siluca...\As Pope, I have declared Priestess Priscilla to be a heretic.\Upon asking the One God to judge her,\I received the revelation that I must inflict death on her!\How dare you! response:	Aishela! No!
context: Priscilla!\Capture those heretics!\Siluca...\As Pope, I have declared Priestess Priscilla to be a heretic.\Upon asking the One God to judge her,\I received the revelation that I must inflict death on her!\How dare you!\Aishela! No! response:	Let me go!
context: Capture those heretics!\Siluca...\As Pope, I have declared Priestess Priscilla to be a heretic.\Upon asking the One God to judge her,\I received the revelation that I must inflict death on her!\How dare you!\Aishela! No!\Let me go! response:	Let me go! Siluca!
context: Siluca...\As Pope, I have declared Priestess Priscilla to be a heretic.\Upon asking the One God to judge her,\I received the revelation that I must inflict death on her!\How dare you!\Aishela! No!\Let me go!\Let me go! Siluca! response:	Did you forget why we came here?
context: As Pope, I have declared Priestess Priscilla to be a heretic.\Upon asking the One God to judge her,\I received the revelation that I must inflict death on her!\How dare you!\Aishela! No!\Let me go!\Let me go! Siluca!\Did you forget why we came here? response:	If you kill the Pope now, war will become unavoidable!
context: Upon asking the One God to judge her,\I received the revelation that I must inflict death on her!\How dare you!\Aishela! No!\Let me go!\Let me go! Siluca!\Did you forget why we came here?\If you kill the Pope now, war will become unavoidable! response:	If that happens, everything that Priscilla just did will have been for nothing!
context: I received the revelation that I must inflict death on her!\How dare you!\Aishela! No!\Let me go!\Let me go! Siluca!\Did you forget why we came here?\If you kill the Pope now, war will become unavoidable!\If that happens, everything that Priscilla just did will have been for nothing! response:	Th-This Holy Grail is a fake!
context: How dare you!\Aishela! No!\Let me go!\Let me go! Siluca!\Did you forget why we came here?\If you kill the Pope now, war will become unavoidable!\If that happens, everything that Priscilla just did will have been for nothing!\Th-This Holy Grail is a fake! response:	As such, it will soon shatter, and turn into a Chaos Core!
context: Aishela! No!\Let me go!\Let me go! Siluca!\Did you forget why we came here?\If you kill the Pope now, war will become unavoidable!\If that happens, everything that Priscilla just did will have been for nothing!\Th-This Holy Grail is a fake!\As such, it will soon shatter, and turn into a Chaos Core! response:	But of course it will!
context: Let me go!\Let me go! Siluca!\Did you forget why we came here?\If you kill the Pope now, war will become unavoidable!\If that happens, everything that Priscilla just did will have been for nothing!\Th-This Holy Grail is a fake!\As such, it will soon shatter, and turn into a Chaos Core!\But of course it will! response:	All Crests shatter and turn into Chaos Cores when their owners die!
context: Let me go! Siluca!\Did you forget why we came here?\If you kill the Pope now, war will become unavoidable!\If that happens, everything that Priscilla just did will have been for nothing!\Th-This Holy Grail is a fake!\As such, it will soon shatter, and turn into a Chaos Core!\But of course it will!\All Crests shatter and turn into Chaos Cores when their owners die! response:	Siluca...
context: Did you forget why we came here?\If you kill the Pope now, war will become unavoidable!\If that happens, everything that Priscilla just did will have been for nothing!\Th-This Holy Grail is a fake!\As such, it will soon shatter, and turn into a Chaos Core!\But of course it will!\All Crests shatter and turn into Chaos Cores when their owners die!\Siluca... response:	Please don't be sad.
context: If you kill the Pope now, war will become unavoidable!\If that happens, everything that Priscilla just did will have been for nothing!\Th-This Holy Grail is a fake!\As such, it will soon shatter, and turn into a Chaos Core!\But of course it will!\All Crests shatter and turn into Chaos Cores when their owners die!\Siluca...\Please don't be sad. response:	This is the duty that I must fulfill.
context: If that happens, everything that Priscilla just did will have been for nothing!\Th-This Holy Grail is a fake!\As such, it will soon shatter, and turn into a Chaos Core!\But of course it will!\All Crests shatter and turn into Chaos Cores when their owners die!\Siluca...\Please don't be sad.\This is the duty that I must fulfill. response:	As Priestess Priscilla's co-conspirators, you are all destined to suffer eternally in hell.
context: Th-This Holy Grail is a fake!\As such, it will soon shatter, and turn into a Chaos Core!\But of course it will!\All Crests shatter and turn into Chaos Cores when their owners die!\Siluca...\Please don't be sad.\This is the duty that I must fulfill.\As Priestess Priscilla's co-conspirators, you are all destined to suffer eternally in hell. response:	If you're saying that it was a sin to ally with Priscilla,
context: As such, it will soon shatter, and turn into a Chaos Core!\But of course it will!\All Crests shatter and turn into Chaos Cores when their owners die!\Siluca...\Please don't be sad.\This is the duty that I must fulfill.\As Priestess Priscilla's co-conspirators, you are all destined to suffer eternally in hell.\If you're saying that it was a sin to ally with Priscilla, response:	then I'll gladly go to Hell.
context: But of course it will!\All Crests shatter and turn into Chaos Cores when their owners die!\Siluca...\Please don't be sad.\This is the duty that I must fulfill.\As Priestess Priscilla's co-conspirators, you are all destined to suffer eternally in hell.\If you're saying that it was a sin to ally with Priscilla,\then I'll gladly go to Hell. response:	But don't think you can take our lives so easily!
context: All Crests shatter and turn into Chaos Cores when their owners die!\Siluca...\Please don't be sad.\This is the duty that I must fulfill.\As Priestess Priscilla's co-conspirators, you are all destined to suffer eternally in hell.\If you're saying that it was a sin to ally with Priscilla,\then I'll gladly go to Hell.\But don't think you can take our lives so easily! response:	Followers of the Order of the Crest!
context: Siluca...\Please don't be sad.\This is the duty that I must fulfill.\As Priestess Priscilla's co-conspirators, you are all destined to suffer eternally in hell.\If you're saying that it was a sin to ally with Priscilla,\then I'll gladly go to Hell.\But don't think you can take our lives so easily!\Followers of the Order of the Crest! response:	What did you just witness?
