context: Oborozuka Shopping District response:	Would you stop snarling at each other every time you meet?
context: But what else could I do?\The food they brought me was just so delicious!\She's...!\She's...!\Strong!\That was how we conclusively broke apart.\That sounds both grand and petty.\In the end, I returned to the harmony faction's base response:	and didn't get involved with humans again.
context: The food they brought me was just so delicious!\She's...!\She's...!\Strong!\That was how we conclusively broke apart.\That sounds both grand and petty.\In the end, I returned to the harmony faction's base\and didn't get involved with humans again. response:	So you two got along so well, you could fight.
context: She's...!\She's...!\Strong!\That was how we conclusively broke apart.\That sounds both grand and petty.\In the end, I returned to the harmony faction's base\and didn't get involved with humans again.\So you two got along so well, you could fight. response:	Miss Kobayashi, did you listen to any of our story just now?
context: She's...!\Strong!\That was how we conclusively broke apart.\That sounds both grand and petty.\In the end, I returned to the harmony faction's base\and didn't get involved with humans again.\So you two got along so well, you could fight.\Miss Kobayashi, did you listen to any of our story just now? response:	She's right, Miss Kobayashi!
context: Strong!\That was how we conclusively broke apart.\That sounds both grand and petty.\In the end, I returned to the harmony faction's base\and didn't get involved with humans again.\So you two got along so well, you could fight.\Miss Kobayashi, did you listen to any of our story just now?\She's right, Miss Kobayashi! response:	We're completely at odds with each other!
context: That was how we conclusively broke apart.\That sounds both grand and petty.\In the end, I returned to the harmony faction's base\and didn't get involved with humans again.\So you two got along so well, you could fight.\Miss Kobayashi, did you listen to any of our story just now?\She's right, Miss Kobayashi!\We're completely at odds with each other! response:	Really?
context: That sounds both grand and petty.\In the end, I returned to the harmony faction's base\and didn't get involved with humans again.\So you two got along so well, you could fight.\Miss Kobayashi, did you listen to any of our story just now?\She's right, Miss Kobayashi!\We're completely at odds with each other!\Really? response:	Tohru's been docile here,
context: In the end, I returned to the harmony faction's base\and didn't get involved with humans again.\So you two got along so well, you could fight.\Miss Kobayashi, did you listen to any of our story just now?\She's right, Miss Kobayashi!\We're completely at odds with each other!\Really?\Tohru's been docile here, response:	and you have your hands too full with work to try to lead humanity.
context: and didn't get involved with humans again.\So you two got along so well, you could fight.\Miss Kobayashi, did you listen to any of our story just now?\She's right, Miss Kobayashi!\We're completely at odds with each other!\Really?\Tohru's been docile here,\and you have your hands too full with work to try to lead humanity. response:	Wouldn't that mean you have no reason to fight here?
context: So you two got along so well, you could fight.\Miss Kobayashi, did you listen to any of our story just now?\She's right, Miss Kobayashi!\We're completely at odds with each other!\Really?\Tohru's been docile here,\and you have your hands too full with work to try to lead humanity.\Wouldn't that mean you have no reason to fight here? response:	Miss Kobayashi?
context: Miss Kobayashi, did you listen to any of our story just now?\She's right, Miss Kobayashi!\We're completely at odds with each other!\Really?\Tohru's been docile here,\and you have your hands too full with work to try to lead humanity.\Wouldn't that mean you have no reason to fight here?\Miss Kobayashi? response:	Do you not understand why things are like that here?
context: She's right, Miss Kobayashi!\We're completely at odds with each other!\Really?\Tohru's been docile here,\and you have your hands too full with work to try to lead humanity.\Wouldn't that mean you have no reason to fight here?\Miss Kobayashi?\Do you not understand why things are like that here? response:	Huh?
context: We're completely at odds with each other!\Really?\Tohru's been docile here,\and you have your hands too full with work to try to lead humanity.\Wouldn't that mean you have no reason to fight here?\Miss Kobayashi?\Do you not understand why things are like that here?\Huh? response:	Because the food here's delicious!
context: Really?\Tohru's been docile here,\and you have your hands too full with work to try to lead humanity.\Wouldn't that mean you have no reason to fight here?\Miss Kobayashi?\Do you not understand why things are like that here?\Huh?\Because the food here's delicious! response:	Both Tohru and I are gluttons!
context: Tohru's been docile here,\and you have your hands too full with work to try to lead humanity.\Wouldn't that mean you have no reason to fight here?\Miss Kobayashi?\Do you not understand why things are like that here?\Huh?\Because the food here's delicious!\Both Tohru and I are gluttons! response:	I really won't ever get along with you!
context: and you have your hands too full with work to try to lead humanity.\Wouldn't that mean you have no reason to fight here?\Miss Kobayashi?\Do you not understand why things are like that here?\Huh?\Because the food here's delicious!\Both Tohru and I are gluttons!\I really won't ever get along with you! response:	What's that?!
context: Wouldn't that mean you have no reason to fight here?\Miss Kobayashi?\Do you not understand why things are like that here?\Huh?\Because the food here's delicious!\Both Tohru and I are gluttons!\I really won't ever get along with you!\What's that?! response:	You're always easily enticed by food!
context: Miss Kobayashi?\Do you not understand why things are like that here?\Huh?\Because the food here's delicious!\Both Tohru and I are gluttons!\I really won't ever get along with you!\What's that?!\You're always easily enticed by food! response:	But tasting human culture is the best way to understand humans!
context: Do you not understand why things are like that here?\Huh?\Because the food here's delicious!\Both Tohru and I are gluttons!\I really won't ever get along with you!\What's that?!\You're always easily enticed by food!\But tasting human culture is the best way to understand humans! response:	You just want to stuff your face!
context: Huh?\Because the food here's delicious!\Both Tohru and I are gluttons!\I really won't ever get along with you!\What's that?!\You're always easily enticed by food!\But tasting human culture is the best way to understand humans!\You just want to stuff your face! response:	You're totally hooked on human food yourself!
context: Because the food here's delicious!\Both Tohru and I are gluttons!\I really won't ever get along with you!\What's that?!\You're always easily enticed by food!\But tasting human culture is the best way to understand humans!\You just want to stuff your face!\You're totally hooked on human food yourself! response:	They're so close they understand each other's inner thoughts,
context: Both Tohru and I are gluttons!\I really won't ever get along with you!\What's that?!\You're always easily enticed by food!\But tasting human culture is the best way to understand humans!\You just want to stuff your face!\You're totally hooked on human food yourself!\They're so close they understand each other's inner thoughts, response:	Day after day, you're cooking food!
context: I really won't ever get along with you!\What's that?!\You're always easily enticed by food!\But tasting human culture is the best way to understand humans!\You just want to stuff your face!\You're totally hooked on human food yourself!\They're so close they understand each other's inner thoughts,\Day after day, you're cooking food! response:	Never tiring of it, always in your maid outfit!
context: What's that?!\You're always easily enticed by food!\But tasting human culture is the best way to understand humans!\You just want to stuff your face!\You're totally hooked on human food yourself!\They're so close they understand each other's inner thoughts,\Day after day, you're cooking food!\Never tiring of it, always in your maid outfit! response:	You're always in your office attire, even on your days off, too!
context: You're always easily enticed by food!\But tasting human culture is the best way to understand humans!\You just want to stuff your face!\You're totally hooked on human food yourself!\They're so close they understand each other's inner thoughts,\Day after day, you're cooking food!\Never tiring of it, always in your maid outfit!\You're always in your office attire, even on your days off, too! response:	and they fight to shave away the parts they can't accept.
context: But tasting human culture is the best way to understand humans!\You just want to stuff your face!\You're totally hooked on human food yourself!\They're so close they understand each other's inner thoughts,\Day after day, you're cooking food!\Never tiring of it, always in your maid outfit!\You're always in your office attire, even on your days off, too!\and they fight to shave away the parts they can't accept. response:	Don't act like that's the same as your unnatural appearance!
context: You just want to stuff your face!\You're totally hooked on human food yourself!\They're so close they understand each other's inner thoughts,\Day after day, you're cooking food!\Never tiring of it, always in your maid outfit!\You're always in your office attire, even on your days off, too!\and they fight to shave away the parts they can't accept.\Don't act like that's the same as your unnatural appearance! response:	This is natural for me!
context: You're totally hooked on human food yourself!\They're so close they understand each other's inner thoughts,\Day after day, you're cooking food!\Never tiring of it, always in your maid outfit!\You're always in your office attire, even on your days off, too!\and they fight to shave away the parts they can't accept.\Don't act like that's the same as your unnatural appearance!\This is natural for me! response:	I always wanted friends like that myself.
context: They're so close they understand each other's inner thoughts,\Day after day, you're cooking food!\Never tiring of it, always in your maid outfit!\You're always in your office attire, even on your days off, too!\and they fight to shave away the parts they can't accept.\Don't act like that's the same as your unnatural appearance!\This is natural for me!\I always wanted friends like that myself. response:	How is that natural?!
context: Day after day, you're cooking food!\Never tiring of it, always in your maid outfit!\You're always in your office attire, even on your days off, too!\and they fight to shave away the parts they can't accept.\Don't act like that's the same as your unnatural appearance!\This is natural for me!\I always wanted friends like that myself.\How is that natural?! response:	Together With You (Well, If We Get Along)
context: Never tiring of it, always in your maid outfit!\You're always in your office attire, even on your days off, too!\and they fight to shave away the parts they can't accept.\Don't act like that's the same as your unnatural appearance!\This is natural for me!\I always wanted friends like that myself.\How is that natural?!\Together With You (Well, If We Get Along) response:	Episode 5
context: You're always in your office attire, even on your days off, too!\and they fight to shave away the parts they can't accept.\Don't act like that's the same as your unnatural appearance!\This is natural for me!\I always wanted friends like that myself.\How is that natural?!\Together With You (Well, If We Get Along)\Episode 5 response:	Potato Chips
context: and they fight to shave away the parts they can't accept.\Don't act like that's the same as your unnatural appearance!\This is natural for me!\I always wanted friends like that myself.\How is that natural?!\Together With You (Well, If We Get Along)\Episode 5\Potato Chips response:	Maid in Love
context: Don't act like that's the same as your unnatural appearance!\This is natural for me!\I always wanted friends like that myself.\How is that natural?!\Together With You (Well, If We Get Along)\Episode 5\Potato Chips\Maid in Love response:	I'll kill you.
context: This is natural for me!\I always wanted friends like that myself.\How is that natural?!\Together With You (Well, If We Get Along)\Episode 5\Potato Chips\Maid in Love\I'll kill you. response:	Huh?!
context: I always wanted friends like that myself.\How is that natural?!\Together With You (Well, If We Get Along)\Episode 5\Potato Chips\Maid in Love\I'll kill you.\Huh?! response:	Day after day you laze about!
context: How is that natural?!\Together With You (Well, If We Get Along)\Episode 5\Potato Chips\Maid in Love\I'll kill you.\Huh?!\Day after day you laze about! response:	Why don't you go work a bit?!
context: Together With You (Well, If We Get Along)\Episode 5\Potato Chips\Maid in Love\I'll kill you.\Huh?!\Day after day you laze about!\Why don't you go work a bit?! response:	I've been thinking about my future.
context: Episode 5\Potato Chips\Maid in Love\I'll kill you.\Huh?!\Day after day you laze about!\Why don't you go work a bit?!\I've been thinking about my future. response:	Just give me another century.
context: Potato Chips\Maid in Love\I'll kill you.\Huh?!\Day after day you laze about!\Why don't you go work a bit?!\I've been thinking about my future.\Just give me another century. response:	Don't think about it on a dragon's scale!
context: Maid in Love\I'll kill you.\Huh?!\Day after day you laze about!\Why don't you go work a bit?!\I've been thinking about my future.\Just give me another century.\Don't think about it on a dragon's scale! response:	I'll help you with your work for now, then.
context: I'll kill you.\Huh?!\Day after day you laze about!\Why don't you go work a bit?!\I've been thinking about my future.\Just give me another century.\Don't think about it on a dragon's scale!\I'll help you with your work for now, then. response:	What?!
context: Huh?!\Day after day you laze about!\Why don't you go work a bit?!\I've been thinking about my future.\Just give me another century.\Don't think about it on a dragon's scale!\I'll help you with your work for now, then.\What?! response:	There's no way you could handle the work of a maid!
context: Day after day you laze about!\Why don't you go work a bit?!\I've been thinking about my future.\Just give me another century.\Don't think about it on a dragon's scale!\I'll help you with your work for now, then.\What?!\There's no way you could handle the work of a maid! response:	Please don't underestimate maids!
context: Why don't you go work a bit?!\I've been thinking about my future.\Just give me another century.\Don't think about it on a dragon's scale!\I'll help you with your work for now, then.\What?!\There's no way you could handle the work of a maid!\Please don't underestimate maids! response:	That's what Kobayashi is always saying to you.
context: I've been thinking about my future.\Just give me another century.\Don't think about it on a dragon's scale!\I'll help you with your work for now, then.\What?!\There's no way you could handle the work of a maid!\Please don't underestimate maids!\That's what Kobayashi is always saying to you. response:	Though... Work, huh?
context: Just give me another century.\Don't think about it on a dragon's scale!\I'll help you with your work for now, then.\What?!\There's no way you could handle the work of a maid!\Please don't underestimate maids!\That's what Kobayashi is always saying to you.\Though... Work, huh? response:	Kobayashi does that, right?
context: Don't think about it on a dragon's scale!\I'll help you with your work for now, then.\What?!\There's no way you could handle the work of a maid!\Please don't underestimate maids!\That's what Kobayashi is always saying to you.\Though... Work, huh?\Kobayashi does that, right? response:	That's right.
context: I'll help you with your work for now, then.\What?!\There's no way you could handle the work of a maid!\Please don't underestimate maids!\That's what Kobayashi is always saying to you.\Though... Work, huh?\Kobayashi does that, right?\That's right. response:	She's earning money for your food costs, too.
context: What?!\There's no way you could handle the work of a maid!\Please don't underestimate maids!\That's what Kobayashi is always saying to you.\Though... Work, huh?\Kobayashi does that, right?\That's right.\She's earning money for your food costs, too. response:	All right, I'll work.
context: There's no way you could handle the work of a maid!\Please don't underestimate maids!\That's what Kobayashi is always saying to you.\Though... Work, huh?\Kobayashi does that, right?\That's right.\She's earning money for your food costs, too.\All right, I'll work. response:	At the same place as Kobayashi, then.
context: Please don't underestimate maids!\That's what Kobayashi is always saying to you.\Though... Work, huh?\Kobayashi does that, right?\That's right.\She's earning money for your food costs, too.\All right, I'll work.\At the same place as Kobayashi, then. response:	I'll erase you!
context: That's what Kobayashi is always saying to you.\Though... Work, huh?\Kobayashi does that, right?\That's right.\She's earning money for your food costs, too.\All right, I'll work.\At the same place as Kobayashi, then.\I'll erase you! response:	What? You're scaring me.
context: Though... Work, huh?\Kobayashi does that, right?\That's right.\She's earning money for your food costs, too.\All right, I'll work.\At the same place as Kobayashi, then.\I'll erase you!\What? You're scaring me. response:	I'll erase Elma, too!
context: Kobayashi does that, right?\That's right.\She's earning money for your food costs, too.\All right, I'll work.\At the same place as Kobayashi, then.\I'll erase you!\What? You're scaring me.\I'll erase Elma, too! response:	Why are you bringing Elma up?
context: That's right.\She's earning money for your food costs, too.\All right, I'll work.\At the same place as Kobayashi, then.\I'll erase you!\What? You're scaring me.\I'll erase Elma, too!\Why are you bringing Elma up? response:	Achoo!
context: She's earning money for your food costs, too.\All right, I'll work.\At the same place as Kobayashi, then.\I'll erase you!\What? You're scaring me.\I'll erase Elma, too!\Why are you bringing Elma up?\Achoo! response:	Would you like to search for a place that'll employ you, then?
context: All right, I'll work.\At the same place as Kobayashi, then.\I'll erase you!\What? You're scaring me.\I'll erase Elma, too!\Why are you bringing Elma up?\Achoo!\Would you like to search for a place that'll employ you, then? response:	Using our PC or reading the classifieds?
context: At the same place as Kobayashi, then.\I'll erase you!\What? You're scaring me.\I'll erase Elma, too!\Why are you bringing Elma up?\Achoo!\Would you like to search for a place that'll employ you, then?\Using our PC or reading the classifieds? response:	No, I'll look and decide for myself.
context: I'll erase you!\What? You're scaring me.\I'll erase Elma, too!\Why are you bringing Elma up?\Achoo!\Would you like to search for a place that'll employ you, then?\Using our PC or reading the classifieds?\No, I'll look and decide for myself. response:	Hmph.
context: What? You're scaring me.\I'll erase Elma, too!\Why are you bringing Elma up?\Achoo!\Would you like to search for a place that'll employ you, then?\Using our PC or reading the classifieds?\No, I'll look and decide for myself.\Hmph. response:	Oborozuka Shopping District
context: I'll erase Elma, too!\Why are you bringing Elma up?\Achoo!\Would you like to search for a place that'll employ you, then?\Using our PC or reading the classifieds?\No, I'll look and decide for myself.\Hmph.\Oborozuka Shopping District response:	Shall we go look around?
context: Why are you bringing Elma up?\Achoo!\Would you like to search for a place that'll employ you, then?\Using our PC or reading the classifieds?\No, I'll look and decide for myself.\Hmph.\Oborozuka Shopping District\Shall we go look around? response:	Oborozuka Shopping District, Full of Smiles Every Day
context: Achoo!\Would you like to search for a place that'll employ you, then?\Using our PC or reading the classifieds?\No, I'll look and decide for myself.\Hmph.\Oborozuka Shopping District\Shall we go look around?\Oborozuka Shopping District, Full of Smiles Every Day response:	Shop at Your Local Shopping District!
context: Would you like to search for a place that'll employ you, then?\Using our PC or reading the classifieds?\No, I'll look and decide for myself.\Hmph.\Oborozuka Shopping District\Shall we go look around?\Oborozuka Shopping District, Full of Smiles Every Day\Shop at Your Local Shopping District! response:	It's my first time passing through here.
context: Using our PC or reading the classifieds?\No, I'll look and decide for myself.\Hmph.\Oborozuka Shopping District\Shall we go look around?\Oborozuka Shopping District, Full of Smiles Every Day\Shop at Your Local Shopping District!\It's my first time passing through here. response:	I always went over the roofs.
context: No, I'll look and decide for myself.\Hmph.\Oborozuka Shopping District\Shall we go look around?\Oborozuka Shopping District, Full of Smiles Every Day\Shop at Your Local Shopping District!\It's my first time passing through here.\I always went over the roofs. response:	You're like a cat.
context: Hmph.\Oborozuka Shopping District\Shall we go look around?\Oborozuka Shopping District, Full of Smiles Every Day\Shop at Your Local Shopping District!\It's my first time passing through here.\I always went over the roofs.\You're like a cat. response:	Are you sure you wouldn't better off living in the wild?
context: Oborozuka Shopping District\Shall we go look around?\Oborozuka Shopping District, Full of Smiles Every Day\Shop at Your Local Shopping District!\It's my first time passing through here.\I always went over the roofs.\You're like a cat.\Are you sure you wouldn't better off living in the wild? response:	Clothes Shop
context: Shall we go look around?\Oborozuka Shopping District, Full of Smiles Every Day\Shop at Your Local Shopping District!\It's my first time passing through here.\I always went over the roofs.\You're like a cat.\Are you sure you wouldn't better off living in the wild?\Clothes Shop response:	Tendon
context: Oborozuka Shopping District, Full of Smiles Every Day\Shop at Your Local Shopping District!\It's my first time passing through here.\I always went over the roofs.\You're like a cat.\Are you sure you wouldn't better off living in the wild?\Clothes Shop\Tendon response:	Well, I will admit that you have been putting in effort lately.
context: Shop at Your Local Shopping District!\It's my first time passing through here.\I always went over the roofs.\You're like a cat.\Are you sure you wouldn't better off living in the wild?\Clothes Shop\Tendon\Well, I will admit that you have been putting in effort lately. response:	You did learn perception blocking...
context: It's my first time passing through here.\I always went over the roofs.\You're like a cat.\Are you sure you wouldn't better off living in the wild?\Clothes Shop\Tendon\Well, I will admit that you have been putting in effort lately.\You did learn perception blocking... response:	And at some point you managed to form proper hands.
context: I always went over the roofs.\You're like a cat.\Are you sure you wouldn't better off living in the wild?\Clothes Shop\Tendon\Well, I will admit that you have been putting in effort lately.\You did learn perception blocking...\And at some point you managed to form proper hands. response:	Pork Cutlet
context: You're like a cat.\Are you sure you wouldn't better off living in the wild?\Clothes Shop\Tendon\Well, I will admit that you have been putting in effort lately.\You did learn perception blocking...\And at some point you managed to form proper hands.\Pork Cutlet response:	You have worked hard.
context: Are you sure you wouldn't better off living in the wild?\Clothes Shop\Tendon\Well, I will admit that you have been putting in effort lately.\You did learn perception blocking...\And at some point you managed to form proper hands.\Pork Cutlet\You have worked hard. response:	I kind of like you like this.
context: Clothes Shop\Tendon\Well, I will admit that you have been putting in effort lately.\You did learn perception blocking...\And at some point you managed to form proper hands.\Pork Cutlet\You have worked hard.\I kind of like you like this. response:	I like you.
context: Tendon\Well, I will admit that you have been putting in effort lately.\You did learn perception blocking...\And at some point you managed to form proper hands.\Pork Cutlet\You have worked hard.\I kind of like you like this.\I like you. response:	Hmph, don't say such things so suddenly.
context: Well, I will admit that you have been putting in effort lately.\You did learn perception blocking...\And at some point you managed to form proper hands.\Pork Cutlet\You have worked hard.\I kind of like you like this.\I like you.\Hmph, don't say such things so suddenly. response:	- Cleaning
context: You did learn perception blocking...\And at some point you managed to form proper hands.\Pork Cutlet\You have worked hard.\I kind of like you like this.\I like you.\Hmph, don't say such things so suddenly.\- Cleaning response:	Save with bulk! T-Shirts Dress Shirts Suits Special Price
context: And at some point you managed to form proper hands.\Pork Cutlet\You have worked hard.\I kind of like you like this.\I like you.\Hmph, don't say such things so suddenly.\- Cleaning\Save with bulk! T-Shirts Dress Shirts Suits Special Price response:	But I still like Kobayashi the most.
context: Pork Cutlet\You have worked hard.\I kind of like you like this.\I like you.\Hmph, don't say such things so suddenly.\- Cleaning\Save with bulk! T-Shirts Dress Shirts Suits Special Price\But I still like Kobayashi the most. response:	Why, you...!
context: You have worked hard.\I kind of like you like this.\I like you.\Hmph, don't say such things so suddenly.\- Cleaning\Save with bulk! T-Shirts Dress Shirts Suits Special Price\But I still like Kobayashi the most.\Why, you...! response:	Jeez, come on, come on.
context: I kind of like you like this.\I like you.\Hmph, don't say such things so suddenly.\- Cleaning\Save with bulk! T-Shirts Dress Shirts Suits Special Price\But I still like Kobayashi the most.\Why, you...!\Jeez, come on, come on. response:	Have you found something you'd like to try doing?
context: I like you.\Hmph, don't say such things so suddenly.\- Cleaning\Save with bulk! T-Shirts Dress Shirts Suits Special Price\But I still like Kobayashi the most.\Why, you...!\Jeez, come on, come on.\Have you found something you'd like to try doing? response:	Hmm...
context: Hmph, don't say such things so suddenly.\- Cleaning\Save with bulk! T-Shirts Dress Shirts Suits Special Price\But I still like Kobayashi the most.\Why, you...!\Jeez, come on, come on.\Have you found something you'd like to try doing?\Hmm... response:	Sauces Pork Cutlet Vegetable Other
context: - Cleaning\Save with bulk! T-Shirts Dress Shirts Suits Special Price\But I still like Kobayashi the most.\Why, you...!\Jeez, come on, come on.\Have you found something you'd like to try doing?\Hmm...\Sauces Pork Cutlet Vegetable Other response:	Hamburger
context: Save with bulk! T-Shirts Dress Shirts Suits Special Price\But I still like Kobayashi the most.\Why, you...!\Jeez, come on, come on.\Have you found something you'd like to try doing?\Hmm...\Sauces Pork Cutlet Vegetable Other\Hamburger response:	Vegetable Croquettes Cream Croquettes
context: But I still like Kobayashi the most.\Why, you...!\Jeez, come on, come on.\Have you found something you'd like to try doing?\Hmm...\Sauces Pork Cutlet Vegetable Other\Hamburger\Vegetable Croquettes Cream Croquettes response:	Beef Cutlet
context: Why, you...!\Jeez, come on, come on.\Have you found something you'd like to try doing?\Hmm...\Sauces Pork Cutlet Vegetable Other\Hamburger\Vegetable Croquettes Cream Croquettes\Beef Cutlet response:	Tax Included
context: Jeez, come on, come on.\Have you found something you'd like to try doing?\Hmm...\Sauces Pork Cutlet Vegetable Other\Hamburger\Vegetable Croquettes Cream Croquettes\Beef Cutlet\Tax Included response:	Freshly-Made Croquettes
context: Have you found something you'd like to try doing?\Hmm...\Sauces Pork Cutlet Vegetable Other\Hamburger\Vegetable Croquettes Cream Croquettes\Beef Cutlet\Tax Included\Freshly-Made Croquettes response:	Meat and fish make me want to devour them.
context: Hmm...\Sauces Pork Cutlet Vegetable Other\Hamburger\Vegetable Croquettes Cream Croquettes\Beef Cutlet\Tax Included\Freshly-Made Croquettes\Meat and fish make me want to devour them. response:	High-Grade Beef Rib Roast
context: Sauces Pork Cutlet Vegetable Other\Hamburger\Vegetable Croquettes Cream Croquettes\Beef Cutlet\Tax Included\Freshly-Made Croquettes\Meat and fish make me want to devour them.\High-Grade Beef Rib Roast response:	As expected from a fellow chaos dragon.
context: Hamburger\Vegetable Croquettes Cream Croquettes\Beef Cutlet\Tax Included\Freshly-Made Croquettes\Meat and fish make me want to devour them.\High-Grade Beef Rib Roast\As expected from a fellow chaos dragon. response:	Flowers make me want to trample them.
context: Vegetable Croquettes Cream Croquettes\Beef Cutlet\Tax Included\Freshly-Made Croquettes\Meat and fish make me want to devour them.\High-Grade Beef Rib Roast\As expected from a fellow chaos dragon.\Flowers make me want to trample them. response:	Flower Arrangements Currently 10 Off!
context: Beef Cutlet\Tax Included\Freshly-Made Croquettes\Meat and fish make me want to devour them.\High-Grade Beef Rib Roast\As expected from a fellow chaos dragon.\Flowers make me want to trample them.\Flower Arrangements Currently 10 Off! response:	Roses 300 Yen Each
context: Tax Included\Freshly-Made Croquettes\Meat and fish make me want to devour them.\High-Grade Beef Rib Roast\As expected from a fellow chaos dragon.\Flowers make me want to trample them.\Flower Arrangements Currently 10 Off!\Roses 300 Yen Each response:	Tulips 250 Yen Each
context: Freshly-Made Croquettes\Meat and fish make me want to devour them.\High-Grade Beef Rib Roast\As expected from a fellow chaos dragon.\Flowers make me want to trample them.\Flower Arrangements Currently 10 Off!\Roses 300 Yen Each\Tulips 250 Yen Each response:	It is our destiny to destroy.
context: Meat and fish make me want to devour them.\High-Grade Beef Rib Roast\As expected from a fellow chaos dragon.\Flowers make me want to trample them.\Flower Arrangements Currently 10 Off!\Roses 300 Yen Each\Tulips 250 Yen Each\It is our destiny to destroy. response:	Books make me want to burn them.
context: High-Grade Beef Rib Roast\As expected from a fellow chaos dragon.\Flowers make me want to trample them.\Flower Arrangements Currently 10 Off!\Roses 300 Yen Each\Tulips 250 Yen Each\It is our destiny to destroy.\Books make me want to burn them. response:	Classic chaos dragon!
context: As expected from a fellow chaos dragon.\Flowers make me want to trample them.\Flower Arrangements Currently 10 Off!\Roses 300 Yen Each\Tulips 250 Yen Each\It is our destiny to destroy.\Books make me want to burn them.\Classic chaos dragon! response:	Good Conversational Skills
context: Flowers make me want to trample them.\Flower Arrangements Currently 10 Off!\Roses 300 Yen Each\Tulips 250 Yen Each\It is our destiny to destroy.\Books make me want to burn them.\Classic chaos dragon!\Good Conversational Skills response:	Expressive Writing
context: Flower Arrangements Currently 10 Off!\Roses 300 Yen Each\Tulips 250 Yen Each\It is our destiny to destroy.\Books make me want to burn them.\Classic chaos dragon!\Good Conversational Skills\Expressive Writing response:	Become an AI
context: Roses 300 Yen Each\Tulips 250 Yen Each\It is our destiny to destroy.\Books make me want to burn them.\Classic chaos dragon!\Good Conversational Skills\Expressive Writing\Become an AI response:	Train Your Body
context: Tulips 250 Yen Each\It is our destiny to destroy.\Books make me want to burn them.\Classic chaos dragon!\Good Conversational Skills\Expressive Writing\Become an AI\Train Your Body response:	It's forbidden to do all those things here, though.
context: It is our destiny to destroy.\Books make me want to burn them.\Classic chaos dragon!\Good Conversational Skills\Expressive Writing\Become an AI\Train Your Body\It's forbidden to do all those things here, though. response:	Right...
context: Books make me want to burn them.\Classic chaos dragon!\Good Conversational Skills\Expressive Writing\Become an AI\Train Your Body\It's forbidden to do all those things here, though.\Right... response:	I hate those kinds of instinctual things.
context: Classic chaos dragon!\Good Conversational Skills\Expressive Writing\Become an AI\Train Your Body\It's forbidden to do all those things here, though.\Right...\I hate those kinds of instinctual things. response:	Well, we're here because we denied them.
context: Good Conversational Skills\Expressive Writing\Become an AI\Train Your Body\It's forbidden to do all those things here, though.\Right...\I hate those kinds of instinctual things.\Well, we're here because we denied them. response:	You can do that?
context: Expressive Writing\Become an AI\Train Your Body\It's forbidden to do all those things here, though.\Right...\I hate those kinds of instinctual things.\Well, we're here because we denied them.\You can do that? response:	Of course!
context: Become an AI\Train Your Body\It's forbidden to do all those things here, though.\Right...\I hate those kinds of instinctual things.\Well, we're here because we denied them.\You can do that?\Of course! response:	That means there's nowhere you can work, though.
context: Train Your Body\It's forbidden to do all those things here, though.\Right...\I hate those kinds of instinctual things.\Well, we're here because we denied them.\You can do that?\Of course!\That means there's nowhere you can work, though. response:	Hey! Let's play!
context: It's forbidden to do all those things here, though.\Right...\I hate those kinds of instinctual things.\Well, we're here because we denied them.\You can do that?\Of course!\That means there's nowhere you can work, though.\Hey! Let's play! response:	Sure, let's play!
context: Right...\I hate those kinds of instinctual things.\Well, we're here because we denied them.\You can do that?\Of course!\That means there's nowhere you can work, though.\Hey! Let's play!\Sure, let's play! response:	Want to go together?
context: I hate those kinds of instinctual things.\Well, we're here because we denied them.\You can do that?\Of course!\That means there's nowhere you can work, though.\Hey! Let's play!\Sure, let's play!\Want to go together? response:	Go where?
context: Well, we're here because we denied them.\You can do that?\Of course!\That means there's nowhere you can work, though.\Hey! Let's play!\Sure, let's play!\Want to go together?\Go where? response:	Shopping!
context: You can do that?\Of course!\That means there's nowhere you can work, though.\Hey! Let's play!\Sure, let's play!\Want to go together?\Go where?\Shopping! response:	Let's go!
context: Of course!\That means there's nowhere you can work, though.\Hey! Let's play!\Sure, let's play!\Want to go together?\Go where?\Shopping!\Let's go! response:	Over there!
context: That means there's nowhere you can work, though.\Hey! Let's play!\Sure, let's play!\Want to go together?\Go where?\Shopping!\Let's go!\Over there! response:	Yeah!
context: Hey! Let's play!\Sure, let's play!\Want to go together?\Go where?\Shopping!\Let's go!\Over there!\Yeah! response:	Oboro Shop
context: Sure, let's play!\Want to go together?\Go where?\Shopping!\Let's go!\Over there!\Yeah!\Oboro Shop response:	Candy Games
context: Want to go together?\Go where?\Shopping!\Let's go!\Over there!\Yeah!\Oboro Shop\Candy Games response:	Close.
context: Go where?\Shopping!\Let's go!\Over there!\Yeah!\Oboro Shop\Candy Games\Close. response:	Yoohoo! Kanna-chan, Saikawa-san!
context: Shopping!\Let's go!\Over there!\Yeah!\Oboro Shop\Candy Games\Close.\Yoohoo! Kanna-chan, Saikawa-san! response:	Oh, you're here.
context: Let's go!\Over there!\Yeah!\Oboro Shop\Candy Games\Close.\Yoohoo! Kanna-chan, Saikawa-san!\Oh, you're here. response:	Lady Tohru, Ilulu.
context: Over there!\Yeah!\Oboro Shop\Candy Games\Close.\Yoohoo! Kanna-chan, Saikawa-san!\Oh, you're here.\Lady Tohru, Ilulu. response:	Huh? What brings you here?
context: Yeah!\Oboro Shop\Candy Games\Close.\Yoohoo! Kanna-chan, Saikawa-san!\Oh, you're here.\Lady Tohru, Ilulu.\Huh? What brings you here? response:	That's my question. Why are you here?
