context: Stepped on... response:	your shadow!
context: This rock...\if you tell the sea slug what you're thinking,\it'll tell you what will happen.\If it spits up a white rock,\your wish will come true.\That feeling is true... wasn't it?\If your feelings are wrong,\it'll spit up a black rock. response:	You hold onto this.
context: if you tell the sea slug what you're thinking,\it'll tell you what will happen.\If it spits up a white rock,\your wish will come true.\That feeling is true... wasn't it?\If your feelings are wrong,\it'll spit up a black rock.\You hold onto this. response:	Huh?
context: it'll tell you what will happen.\If it spits up a white rock,\your wish will come true.\That feeling is true... wasn't it?\If your feelings are wrong,\it'll spit up a black rock.\You hold onto this.\Huh? response:	Make sure you take really good care of it!
context: If it spits up a white rock,\your wish will come true.\That feeling is true... wasn't it?\If your feelings are wrong,\it'll spit up a black rock.\You hold onto this.\Huh?\Make sure you take really good care of it! response:	O-Okay...
context: your wish will come true.\That feeling is true... wasn't it?\If your feelings are wrong,\it'll spit up a black rock.\You hold onto this.\Huh?\Make sure you take really good care of it!\O-Okay... response:	That's Manaka's rock.
context: That feeling is true... wasn't it?\If your feelings are wrong,\it'll spit up a black rock.\You hold onto this.\Huh?\Make sure you take really good care of it!\O-Okay...\That's Manaka's rock. response:	How do you know?
context: If your feelings are wrong,\it'll spit up a black rock.\You hold onto this.\Huh?\Make sure you take really good care of it!\O-Okay...\That's Manaka's rock.\How do you know? response:	Just a hunch.
context: it'll spit up a black rock.\You hold onto this.\Huh?\Make sure you take really good care of it!\O-Okay...\That's Manaka's rock.\How do you know?\Just a hunch. response:	it's flat and looks like it has bad coordination.
context: You hold onto this.\Huh?\Make sure you take really good care of it!\O-Okay...\That's Manaka's rock.\How do you know?\Just a hunch.\it's flat and looks like it has bad coordination. response:	Rocks have coordination?
context: Huh?\Make sure you take really good care of it!\O-Okay...\That's Manaka's rock.\How do you know?\Just a hunch.\it's flat and looks like it has bad coordination.\Rocks have coordination? response:	Manaka said she told the sea slug something but couldn't remember
context: Make sure you take really good care of it!\O-Okay...\That's Manaka's rock.\How do you know?\Just a hunch.\it's flat and looks like it has bad coordination.\Rocks have coordination?\Manaka said she told the sea slug something but couldn't remember response:	what it was, right?
context: O-Okay...\That's Manaka's rock.\How do you know?\Just a hunch.\it's flat and looks like it has bad coordination.\Rocks have coordination?\Manaka said she told the sea slug something but couldn't remember\what it was, right? response:	Yeah.
context: That's Manaka's rock.\How do you know?\Just a hunch.\it's flat and looks like it has bad coordination.\Rocks have coordination?\Manaka said she told the sea slug something but couldn't remember\what it was, right?\Yeah. response:	Meaning the thing that Manaka told the sea slug
context: How do you know?\Just a hunch.\it's flat and looks like it has bad coordination.\Rocks have coordination?\Manaka said she told the sea slug something but couldn't remember\what it was, right?\Yeah.\Meaning the thing that Manaka told the sea slug response:	has something to do with falling in love with someone.
context: Just a hunch.\it's flat and looks like it has bad coordination.\Rocks have coordination?\Manaka said she told the sea slug something but couldn't remember\what it was, right?\Yeah.\Meaning the thing that Manaka told the sea slug\has something to do with falling in love with someone. response:	I see.
context: it's flat and looks like it has bad coordination.\Rocks have coordination?\Manaka said she told the sea slug something but couldn't remember\what it was, right?\Yeah.\Meaning the thing that Manaka told the sea slug\has something to do with falling in love with someone.\I see. response:	I guess I'll just have to ask Tsumugu.
context: Rocks have coordination?\Manaka said she told the sea slug something but couldn't remember\what it was, right?\Yeah.\Meaning the thing that Manaka told the sea slug\has something to do with falling in love with someone.\I see.\I guess I'll just have to ask Tsumugu. response:	What?
context: Manaka said she told the sea slug something but couldn't remember\what it was, right?\Yeah.\Meaning the thing that Manaka told the sea slug\has something to do with falling in love with someone.\I see.\I guess I'll just have to ask Tsumugu.\What? response:	If the feelings were strong enough for her to talk to the sea slug,
context: what it was, right?\Yeah.\Meaning the thing that Manaka told the sea slug\has something to do with falling in love with someone.\I see.\I guess I'll just have to ask Tsumugu.\What?\If the feelings were strong enough for her to talk to the sea slug, response:	I think she'll be able to remember them.
context: Yeah.\Meaning the thing that Manaka told the sea slug\has something to do with falling in love with someone.\I see.\I guess I'll just have to ask Tsumugu.\What?\If the feelings were strong enough for her to talk to the sea slug,\I think she'll be able to remember them. response:	If she has the help from the person she loves,
context: Meaning the thing that Manaka told the sea slug\has something to do with falling in love with someone.\I see.\I guess I'll just have to ask Tsumugu.\What?\If the feelings were strong enough for her to talk to the sea slug,\I think she'll be able to remember them.\If she has the help from the person she loves, response:	it'll happen for sure.
context: has something to do with falling in love with someone.\I see.\I guess I'll just have to ask Tsumugu.\What?\If the feelings were strong enough for her to talk to the sea slug,\I think she'll be able to remember them.\If she has the help from the person she loves,\it'll happen for sure. response:	Hikari...
context: I see.\I guess I'll just have to ask Tsumugu.\What?\If the feelings were strong enough for her to talk to the sea slug,\I think she'll be able to remember them.\If she has the help from the person she loves,\it'll happen for sure.\Hikari... response:	But you know...
context: I guess I'll just have to ask Tsumugu.\What?\If the feelings were strong enough for her to talk to the sea slug,\I think she'll be able to remember them.\If she has the help from the person she loves,\it'll happen for sure.\Hikari...\But you know... response:	If Manaka's ability to fall in love with someone does come back...
context: What?\If the feelings were strong enough for her to talk to the sea slug,\I think she'll be able to remember them.\If she has the help from the person she loves,\it'll happen for sure.\Hikari...\But you know...\If Manaka's ability to fall in love with someone does come back... response:	Um...
context: If the feelings were strong enough for her to talk to the sea slug,\I think she'll be able to remember them.\If she has the help from the person she loves,\it'll happen for sure.\Hikari...\But you know...\If Manaka's ability to fall in love with someone does come back...\Um... response:	What?
context: I think she'll be able to remember them.\If she has the help from the person she loves,\it'll happen for sure.\Hikari...\But you know...\If Manaka's ability to fall in love with someone does come back...\Um...\What? response:	It's just...
context: If she has the help from the person she loves,\it'll happen for sure.\Hikari...\But you know...\If Manaka's ability to fall in love with someone does come back...\Um...\What?\It's just... response:	I'm just saying that I can sort of understand
context: it'll happen for sure.\Hikari...\But you know...\If Manaka's ability to fall in love with someone does come back...\Um...\What?\It's just...\I'm just saying that I can sort of understand response:	what Kaname-san and Chisaki-san were saying.
context: Hikari...\But you know...\If Manaka's ability to fall in love with someone does come back...\Um...\What?\It's just...\I'm just saying that I can sort of understand\what Kaname-san and Chisaki-san were saying. response:	That's all!
context: But you know...\If Manaka's ability to fall in love with someone does come back...\Um...\What?\It's just...\I'm just saying that I can sort of understand\what Kaname-san and Chisaki-san were saying.\That's all! response:	Oh, that.
context: If Manaka's ability to fall in love with someone does come back...\Um...\What?\It's just...\I'm just saying that I can sort of understand\what Kaname-san and Chisaki-san were saying.\That's all!\Oh, that. response:	The if I can't love anyone, I won't be sad, thing?
context: Um...\What?\It's just...\I'm just saying that I can sort of understand\what Kaname-san and Chisaki-san were saying.\That's all!\Oh, that.\The if I can't love anyone, I won't be sad, thing? response:	You were saying that the other day...
context: What?\It's just...\I'm just saying that I can sort of understand\what Kaname-san and Chisaki-san were saying.\That's all!\Oh, that.\The if I can't love anyone, I won't be sad, thing?\You were saying that the other day... response:	or five years ago.
context: It's just...\I'm just saying that I can sort of understand\what Kaname-san and Chisaki-san were saying.\That's all!\Oh, that.\The if I can't love anyone, I won't be sad, thing?\You were saying that the other day...\or five years ago. response:	Huh?
context: I'm just saying that I can sort of understand\what Kaname-san and Chisaki-san were saying.\That's all!\Oh, that.\The if I can't love anyone, I won't be sad, thing?\You were saying that the other day...\or five years ago.\Huh? response:	Oh!
context: what Kaname-san and Chisaki-san were saying.\That's all!\Oh, that.\The if I can't love anyone, I won't be sad, thing?\You were saying that the other day...\or five years ago.\Huh?\Oh! response:	If I didn't love them, I wouldn't be so sad!
context: That's all!\Oh, that.\The if I can't love anyone, I won't be sad, thing?\You were saying that the other day...\or five years ago.\Huh?\Oh!\If I didn't love them, I wouldn't be so sad! response:	It's true that I don't know what will happen.
context: Oh, that.\The if I can't love anyone, I won't be sad, thing?\You were saying that the other day...\or five years ago.\Huh?\Oh!\If I didn't love them, I wouldn't be so sad!\It's true that I don't know what will happen. response:	Just like Kaname and Chisaki said,
context: The if I can't love anyone, I won't be sad, thing?\You were saying that the other day...\or five years ago.\Huh?\Oh!\If I didn't love them, I wouldn't be so sad!\It's true that I don't know what will happen.\Just like Kaname and Chisaki said, response:	it might be easier if she doesn't remember.
context: You were saying that the other day...\or five years ago.\Huh?\Oh!\If I didn't love them, I wouldn't be so sad!\It's true that I don't know what will happen.\Just like Kaname and Chisaki said,\it might be easier if she doesn't remember. response:	But...
context: or five years ago.\Huh?\Oh!\If I didn't love them, I wouldn't be so sad!\It's true that I don't know what will happen.\Just like Kaname and Chisaki said,\it might be easier if she doesn't remember.\But... response:	Watching you guys made me think that's definitely not the case.
context: Huh?\Oh!\If I didn't love them, I wouldn't be so sad!\It's true that I don't know what will happen.\Just like Kaname and Chisaki said,\it might be easier if she doesn't remember.\But...\Watching you guys made me think that's definitely not the case. response:	Hey! Don't get in the way!
context: Oh!\If I didn't love them, I wouldn't be so sad!\It's true that I don't know what will happen.\Just like Kaname and Chisaki said,\it might be easier if she doesn't remember.\But...\Watching you guys made me think that's definitely not the case.\Hey! Don't get in the way! response:	You're the ones that showed me.
context: If I didn't love them, I wouldn't be so sad!\It's true that I don't know what will happen.\Just like Kaname and Chisaki said,\it might be easier if she doesn't remember.\But...\Watching you guys made me think that's definitely not the case.\Hey! Don't get in the way!\You're the ones that showed me. response:	Dummy!
context: It's true that I don't know what will happen.\Just like Kaname and Chisaki said,\it might be easier if she doesn't remember.\But...\Watching you guys made me think that's definitely not the case.\Hey! Don't get in the way!\You're the ones that showed me.\Dummy! response:	What?
context: Just like Kaname and Chisaki said,\it might be easier if she doesn't remember.\But...\Watching you guys made me think that's definitely not the case.\Hey! Don't get in the way!\You're the ones that showed me.\Dummy!\What? response:	Hey, wait a minute!
context: it might be easier if she doesn't remember.\But...\Watching you guys made me think that's definitely not the case.\Hey! Don't get in the way!\You're the ones that showed me.\Dummy!\What?\Hey, wait a minute! response:	Because you were able to love Akari,
context: But...\Watching you guys made me think that's definitely not the case.\Hey! Don't get in the way!\You're the ones that showed me.\Dummy!\What?\Hey, wait a minute!\Because you were able to love Akari, response:	Your butt's hanging out!
context: Watching you guys made me think that's definitely not the case.\Hey! Don't get in the way!\You're the ones that showed me.\Dummy!\What?\Hey, wait a minute!\Because you were able to love Akari,\Your butt's hanging out! response:	this happiness exists.
context: Hey! Don't get in the way!\You're the ones that showed me.\Dummy!\What?\Hey, wait a minute!\Because you were able to love Akari,\Your butt's hanging out!\this happiness exists. response:	That's why I want her to remember
context: You're the ones that showed me.\Dummy!\What?\Hey, wait a minute!\Because you were able to love Akari,\Your butt's hanging out!\this happiness exists.\That's why I want her to remember response:	what it feels like to love someone.
context: Dummy!\What?\Hey, wait a minute!\Because you were able to love Akari,\Your butt's hanging out!\this happiness exists.\That's why I want her to remember\what it feels like to love someone. response:	Hikari...
context: What?\Hey, wait a minute!\Because you were able to love Akari,\Your butt's hanging out!\this happiness exists.\That's why I want her to remember\what it feels like to love someone.\Hikari... response:	Manaka-san, I went ahead and took my bath.
context: Hey, wait a minute!\Because you were able to love Akari,\Your butt's hanging out!\this happiness exists.\That's why I want her to remember\what it feels like to love someone.\Hikari...\Manaka-san, I went ahead and took my bath. response:	Oh, sure.
context: Because you were able to love Akari,\Your butt's hanging out!\this happiness exists.\That's why I want her to remember\what it feels like to love someone.\Hikari...\Manaka-san, I went ahead and took my bath.\Oh, sure. response:	I'll take one a little later.
context: Your butt's hanging out!\this happiness exists.\That's why I want her to remember\what it feels like to love someone.\Hikari...\Manaka-san, I went ahead and took my bath.\Oh, sure.\I'll take one a little later. response:	Are you not feeling well?
context: this happiness exists.\That's why I want her to remember\what it feels like to love someone.\Hikari...\Manaka-san, I went ahead and took my bath.\Oh, sure.\I'll take one a little later.\Are you not feeling well? response:	No, that's not it.
context: That's why I want her to remember\what it feels like to love someone.\Hikari...\Manaka-san, I went ahead and took my bath.\Oh, sure.\I'll take one a little later.\Are you not feeling well?\No, that's not it. response:	I just keep hearing the sound of waves in the back of my head.
context: what it feels like to love someone.\Hikari...\Manaka-san, I went ahead and took my bath.\Oh, sure.\I'll take one a little later.\Are you not feeling well?\No, that's not it.\I just keep hearing the sound of waves in the back of my head. response:	The sound of waves?
context: Hikari...\Manaka-san, I went ahead and took my bath.\Oh, sure.\I'll take one a little later.\Are you not feeling well?\No, that's not it.\I just keep hearing the sound of waves in the back of my head.\The sound of waves? response:	I wonder why Hii-kun told me
context: Manaka-san, I went ahead and took my bath.\Oh, sure.\I'll take one a little later.\Are you not feeling well?\No, that's not it.\I just keep hearing the sound of waves in the back of my head.\The sound of waves?\I wonder why Hii-kun told me response:	to take care of this rock.
context: Oh, sure.\I'll take one a little later.\Are you not feeling well?\No, that's not it.\I just keep hearing the sound of waves in the back of my head.\The sound of waves?\I wonder why Hii-kun told me\to take care of this rock. response:	Huh?
context: I'll take one a little later.\Are you not feeling well?\No, that's not it.\I just keep hearing the sound of waves in the back of my head.\The sound of waves?\I wonder why Hii-kun told me\to take care of this rock.\Huh? response:	Hii-kun is trying really hard for me for some reason.
context: Are you not feeling well?\No, that's not it.\I just keep hearing the sound of waves in the back of my head.\The sound of waves?\I wonder why Hii-kun told me\to take care of this rock.\Huh?\Hii-kun is trying really hard for me for some reason. response:	But I wonder why he's trying so hard...
context: No, that's not it.\I just keep hearing the sound of waves in the back of my head.\The sound of waves?\I wonder why Hii-kun told me\to take care of this rock.\Huh?\Hii-kun is trying really hard for me for some reason.\But I wonder why he's trying so hard... response:	Why don't you ask him?
context: I just keep hearing the sound of waves in the back of my head.\The sound of waves?\I wonder why Hii-kun told me\to take care of this rock.\Huh?\Hii-kun is trying really hard for me for some reason.\But I wonder why he's trying so hard...\Why don't you ask him? response:	Since he hasn't told me,
context: The sound of waves?\I wonder why Hii-kun told me\to take care of this rock.\Huh?\Hii-kun is trying really hard for me for some reason.\But I wonder why he's trying so hard...\Why don't you ask him?\Since he hasn't told me, response:	I'm sure he has something he doesn't want to tell me.
context: I wonder why Hii-kun told me\to take care of this rock.\Huh?\Hii-kun is trying really hard for me for some reason.\But I wonder why he's trying so hard...\Why don't you ask him?\Since he hasn't told me,\I'm sure he has something he doesn't want to tell me. response:	This rock is pretty,
context: to take care of this rock.\Huh?\Hii-kun is trying really hard for me for some reason.\But I wonder why he's trying so hard...\Why don't you ask him?\Since he hasn't told me,\I'm sure he has something he doesn't want to tell me.\This rock is pretty, response:	but when I look at it, I don't know what's going on,
context: Huh?\Hii-kun is trying really hard for me for some reason.\But I wonder why he's trying so hard...\Why don't you ask him?\Since he hasn't told me,\I'm sure he has something he doesn't want to tell me.\This rock is pretty,\but when I look at it, I don't know what's going on, response:	and I feel weird.
context: Hii-kun is trying really hard for me for some reason.\But I wonder why he's trying so hard...\Why don't you ask him?\Since he hasn't told me,\I'm sure he has something he doesn't want to tell me.\This rock is pretty,\but when I look at it, I don't know what's going on,\and I feel weird. response:	Manaka-san...
context: But I wonder why he's trying so hard...\Why don't you ask him?\Since he hasn't told me,\I'm sure he has something he doesn't want to tell me.\This rock is pretty,\but when I look at it, I don't know what's going on,\and I feel weird.\Manaka-san... response:	Manaka-san's heart to fall in love with someone has been taken away...
context: Why don't you ask him?\Since he hasn't told me,\I'm sure he has something he doesn't want to tell me.\This rock is pretty,\but when I look at it, I don't know what's going on,\and I feel weird.\Manaka-san...\Manaka-san's heart to fall in love with someone has been taken away... response:	So where her love was,
context: Since he hasn't told me,\I'm sure he has something he doesn't want to tell me.\This rock is pretty,\but when I look at it, I don't know what's going on,\and I feel weird.\Manaka-san...\Manaka-san's heart to fall in love with someone has been taken away...\So where her love was, response:	there is now a hole,
context: I'm sure he has something he doesn't want to tell me.\This rock is pretty,\but when I look at it, I don't know what's going on,\and I feel weird.\Manaka-san...\Manaka-san's heart to fall in love with someone has been taken away...\So where her love was,\there is now a hole, response:	and it's screaming.
context: This rock is pretty,\but when I look at it, I don't know what's going on,\and I feel weird.\Manaka-san...\Manaka-san's heart to fall in love with someone has been taken away...\So where her love was,\there is now a hole,\and it's screaming. response:	It's screaming that it's lonely.
context: but when I look at it, I don't know what's going on,\and I feel weird.\Manaka-san...\Manaka-san's heart to fall in love with someone has been taken away...\So where her love was,\there is now a hole,\and it's screaming.\It's screaming that it's lonely. response:	Manaka-san, that rock...
context: and I feel weird.\Manaka-san...\Manaka-san's heart to fall in love with someone has been taken away...\So where her love was,\there is now a hole,\and it's screaming.\It's screaming that it's lonely.\Manaka-san, that rock... response:	Would it be okay if I borrowed it?
context: Manaka-san...\Manaka-san's heart to fall in love with someone has been taken away...\So where her love was,\there is now a hole,\and it's screaming.\It's screaming that it's lonely.\Manaka-san, that rock...\Would it be okay if I borrowed it? response:	Huh? But...
context: Manaka-san's heart to fall in love with someone has been taken away...\So where her love was,\there is now a hole,\and it's screaming.\It's screaming that it's lonely.\Manaka-san, that rock...\Would it be okay if I borrowed it?\Huh? But... response:	I won't do anything bad to it.
context: So where her love was,\there is now a hole,\and it's screaming.\It's screaming that it's lonely.\Manaka-san, that rock...\Would it be okay if I borrowed it?\Huh? But...\I won't do anything bad to it. response:	I'll make it so you can take even better care of it.
context: there is now a hole,\and it's screaming.\It's screaming that it's lonely.\Manaka-san, that rock...\Would it be okay if I borrowed it?\Huh? But...\I won't do anything bad to it.\I'll make it so you can take even better care of it. response:	Even better care of it?
context: and it's screaming.\It's screaming that it's lonely.\Manaka-san, that rock...\Would it be okay if I borrowed it?\Huh? But...\I won't do anything bad to it.\I'll make it so you can take even better care of it.\Even better care of it? response:	Yes.
context: It's screaming that it's lonely.\Manaka-san, that rock...\Would it be okay if I borrowed it?\Huh? But...\I won't do anything bad to it.\I'll make it so you can take even better care of it.\Even better care of it?\Yes. response:	I promise.
context: Manaka-san, that rock...\Would it be okay if I borrowed it?\Huh? But...\I won't do anything bad to it.\I'll make it so you can take even better care of it.\Even better care of it?\Yes.\I promise. response:	On my life!
context: Would it be okay if I borrowed it?\Huh? But...\I won't do anything bad to it.\I'll make it so you can take even better care of it.\Even better care of it?\Yes.\I promise.\On my life! response:	You're funny, Miuna-chan.
context: Huh? But...\I won't do anything bad to it.\I'll make it so you can take even better care of it.\Even better care of it?\Yes.\I promise.\On my life!\You're funny, Miuna-chan. response:	Y-You think so?
context: I won't do anything bad to it.\I'll make it so you can take even better care of it.\Even better care of it?\Yes.\I promise.\On my life!\You're funny, Miuna-chan.\Y-You think so? response:	Yeah, you're cute.
context: I'll make it so you can take even better care of it.\Even better care of it?\Yes.\I promise.\On my life!\You're funny, Miuna-chan.\Y-You think so?\Yeah, you're cute. response:	Now and when you were little, too.
context: Even better care of it?\Yes.\I promise.\On my life!\You're funny, Miuna-chan.\Y-You think so?\Yeah, you're cute.\Now and when you were little, too. response:	Hikari is thinking of Manaka-san
context: Yes.\I promise.\On my life!\You're funny, Miuna-chan.\Y-You think so?\Yeah, you're cute.\Now and when you were little, too.\Hikari is thinking of Manaka-san response:	more than his own feelings.
context: I promise.\On my life!\You're funny, Miuna-chan.\Y-You think so?\Yeah, you're cute.\Now and when you were little, too.\Hikari is thinking of Manaka-san\more than his own feelings. response:	You're up early.
context: On my life!\You're funny, Miuna-chan.\Y-You think so?\Yeah, you're cute.\Now and when you were little, too.\Hikari is thinking of Manaka-san\more than his own feelings.\You're up early. response:	Oh, good morning.
context: You're funny, Miuna-chan.\Y-You think so?\Yeah, you're cute.\Now and when you were little, too.\Hikari is thinking of Manaka-san\more than his own feelings.\You're up early.\Oh, good morning. response:	It's right before exams and I'll probably be home late,
context: Y-You think so?\Yeah, you're cute.\Now and when you were little, too.\Hikari is thinking of Manaka-san\more than his own feelings.\You're up early.\Oh, good morning.\It's right before exams and I'll probably be home late, response:	so I thought I'd make extra for dinner, too.
context: Yeah, you're cute.\Now and when you were little, too.\Hikari is thinking of Manaka-san\more than his own feelings.\You're up early.\Oh, good morning.\It's right before exams and I'll probably be home late,\so I thought I'd make extra for dinner, too. response:	I see.
context: Now and when you were little, too.\Hikari is thinking of Manaka-san\more than his own feelings.\You're up early.\Oh, good morning.\It's right before exams and I'll probably be home late,\so I thought I'd make extra for dinner, too.\I see. response:	Even when you go back to the university,
context: Hikari is thinking of Manaka-san\more than his own feelings.\You're up early.\Oh, good morning.\It's right before exams and I'll probably be home late,\so I thought I'd make extra for dinner, too.\I see.\Even when you go back to the university, response:	make sure you eat your vegetables.
context: more than his own feelings.\You're up early.\Oh, good morning.\It's right before exams and I'll probably be home late,\so I thought I'd make extra for dinner, too.\I see.\Even when you go back to the university,\make sure you eat your vegetables. response:	When you get so wrapped up in something,
context: You're up early.\Oh, good morning.\It's right before exams and I'll probably be home late,\so I thought I'd make extra for dinner, too.\I see.\Even when you go back to the university,\make sure you eat your vegetables.\When you get so wrapped up in something, response:	you forget to eat.
context: Oh, good morning.\It's right before exams and I'll probably be home late,\so I thought I'd make extra for dinner, too.\I see.\Even when you go back to the university,\make sure you eat your vegetables.\When you get so wrapped up in something,\you forget to eat. response:	I know.
context: It's right before exams and I'll probably be home late,\so I thought I'd make extra for dinner, too.\I see.\Even when you go back to the university,\make sure you eat your vegetables.\When you get so wrapped up in something,\you forget to eat.\I know. response:	Make sure you get sleep, too.
context: so I thought I'd make extra for dinner, too.\I see.\Even when you go back to the university,\make sure you eat your vegetables.\When you get so wrapped up in something,\you forget to eat.\I know.\Make sure you get sleep, too. response:	You're not allowed to just nap on the sofa or the floor.
context: I see.\Even when you go back to the university,\make sure you eat your vegetables.\When you get so wrapped up in something,\you forget to eat.\I know.\Make sure you get sleep, too.\You're not allowed to just nap on the sofa or the floor. response:	You won't be able to relieve any lethargy.
context: Even when you go back to the university,\make sure you eat your vegetables.\When you get so wrapped up in something,\you forget to eat.\I know.\Make sure you get sleep, too.\You're not allowed to just nap on the sofa or the floor.\You won't be able to relieve any lethargy. response:	I know.
context: make sure you eat your vegetables.\When you get so wrapped up in something,\you forget to eat.\I know.\Make sure you get sleep, too.\You're not allowed to just nap on the sofa or the floor.\You won't be able to relieve any lethargy.\I know. response:	You sure you didn't need to tell everyone else?
context: When you get so wrapped up in something,\you forget to eat.\I know.\Make sure you get sleep, too.\You're not allowed to just nap on the sofa or the floor.\You won't be able to relieve any lethargy.\I know.\You sure you didn't need to tell everyone else? response:	There's no reason to make a big deal
context: you forget to eat.\I know.\Make sure you get sleep, too.\You're not allowed to just nap on the sofa or the floor.\You won't be able to relieve any lethargy.\I know.\You sure you didn't need to tell everyone else?\There's no reason to make a big deal response:	about me just going back to the university.
context: I know.\Make sure you get sleep, too.\You're not allowed to just nap on the sofa or the floor.\You won't be able to relieve any lethargy.\I know.\You sure you didn't need to tell everyone else?\There's no reason to make a big deal\about me just going back to the university. response:	That's cold.
context: Make sure you get sleep, too.\You're not allowed to just nap on the sofa or the floor.\You won't be able to relieve any lethargy.\I know.\You sure you didn't need to tell everyone else?\There's no reason to make a big deal\about me just going back to the university.\That's cold. response:	Can I ask you something, too?
context: You're not allowed to just nap on the sofa or the floor.\You won't be able to relieve any lethargy.\I know.\You sure you didn't need to tell everyone else?\There's no reason to make a big deal\about me just going back to the university.\That's cold.\Can I ask you something, too? response:	What?
context: You won't be able to relieve any lethargy.\I know.\You sure you didn't need to tell everyone else?\There's no reason to make a big deal\about me just going back to the university.\That's cold.\Can I ask you something, too?\What? response:	Why would you feel relieved if you didn't have the heart to love anyone?
context: I know.\You sure you didn't need to tell everyone else?\There's no reason to make a big deal\about me just going back to the university.\That's cold.\Can I ask you something, too?\What?\Why would you feel relieved if you didn't have the heart to love anyone? response:	You're good with your hands, Miuna.
context: You sure you didn't need to tell everyone else?\There's no reason to make a big deal\about me just going back to the university.\That's cold.\Can I ask you something, too?\What?\Why would you feel relieved if you didn't have the heart to love anyone?\You're good with your hands, Miuna. response:	So last night,
context: There's no reason to make a big deal\about me just going back to the university.\That's cold.\Can I ask you something, too?\What?\Why would you feel relieved if you didn't have the heart to love anyone?\You're good with your hands, Miuna.\So last night, response:	I was thinking...
context: about me just going back to the university.\That's cold.\Can I ask you something, too?\What?\Why would you feel relieved if you didn't have the heart to love anyone?\You're good with your hands, Miuna.\So last night,\I was thinking... response:	What?
context: That's cold.\Can I ask you something, too?\What?\Why would you feel relieved if you didn't have the heart to love anyone?\You're good with your hands, Miuna.\So last night,\I was thinking...\What? response:	I really wouldn't like losing the ability to love someone.
context: Can I ask you something, too?\What?\Why would you feel relieved if you didn't have the heart to love anyone?\You're good with your hands, Miuna.\So last night,\I was thinking...\What?\I really wouldn't like losing the ability to love someone. response:	Even if it's one-sided,
context: What?\Why would you feel relieved if you didn't have the heart to love anyone?\You're good with your hands, Miuna.\So last night,\I was thinking...\What?\I really wouldn't like losing the ability to love someone.\Even if it's one-sided, response:	it's better to have that love.
context: Why would you feel relieved if you didn't have the heart to love anyone?\You're good with your hands, Miuna.\So last night,\I was thinking...\What?\I really wouldn't like losing the ability to love someone.\Even if it's one-sided,\it's better to have that love. response:	Sayu...
context: You're good with your hands, Miuna.\So last night,\I was thinking...\What?\I really wouldn't like losing the ability to love someone.\Even if it's one-sided,\it's better to have that love.\Sayu... response:	These five years,
context: So last night,\I was thinking...\What?\I really wouldn't like losing the ability to love someone.\Even if it's one-sided,\it's better to have that love.\Sayu...\These five years, response:	the reason I studied so hard,
context: I was thinking...\What?\I really wouldn't like losing the ability to love someone.\Even if it's one-sided,\it's better to have that love.\Sayu...\These five years,\the reason I studied so hard, response:	the reason I'd cry now and then,
context: What?\I really wouldn't like losing the ability to love someone.\Even if it's one-sided,\it's better to have that love.\Sayu...\These five years,\the reason I studied so hard,\the reason I'd cry now and then, response:	was Kaname.
context: I really wouldn't like losing the ability to love someone.\Even if it's one-sided,\it's better to have that love.\Sayu...\These five years,\the reason I studied so hard,\the reason I'd cry now and then,\was Kaname. response:	I'm sure it'd be easier if you didn't have the ability to love someone,
context: Even if it's one-sided,\it's better to have that love.\Sayu...\These five years,\the reason I studied so hard,\the reason I'd cry now and then,\was Kaname.\I'm sure it'd be easier if you didn't have the ability to love someone, response:	but I wouldn't be who I am right now.
context: it's better to have that love.\Sayu...\These five years,\the reason I studied so hard,\the reason I'd cry now and then,\was Kaname.\I'm sure it'd be easier if you didn't have the ability to love someone,\but I wouldn't be who I am right now. response:	So...
context: Sayu...\These five years,\the reason I studied so hard,\the reason I'd cry now and then,\was Kaname.\I'm sure it'd be easier if you didn't have the ability to love someone,\but I wouldn't be who I am right now.\So... response:	Sayu...
context: These five years,\the reason I studied so hard,\the reason I'd cry now and then,\was Kaname.\I'm sure it'd be easier if you didn't have the ability to love someone,\but I wouldn't be who I am right now.\So...\Sayu... response:	I'm going to ask Kaname out!
context: the reason I studied so hard,\the reason I'd cry now and then,\was Kaname.\I'm sure it'd be easier if you didn't have the ability to love someone,\but I wouldn't be who I am right now.\So...\Sayu...\I'm going to ask Kaname out! response:	Ask?!
context: the reason I'd cry now and then,\was Kaname.\I'm sure it'd be easier if you didn't have the ability to love someone,\but I wouldn't be who I am right now.\So...\Sayu...\I'm going to ask Kaname out!\Ask?! response:	I don't care how it turns out.
context: was Kaname.\I'm sure it'd be easier if you didn't have the ability to love someone,\but I wouldn't be who I am right now.\So...\Sayu...\I'm going to ask Kaname out!\Ask?!\I don't care how it turns out. response:	I don't care if we can't go out!
context: I'm sure it'd be easier if you didn't have the ability to love someone,\but I wouldn't be who I am right now.\So...\Sayu...\I'm going to ask Kaname out!\Ask?!\I don't care how it turns out.\I don't care if we can't go out! response:	As long as I can come to terms with it.
context: but I wouldn't be who I am right now.\So...\Sayu...\I'm going to ask Kaname out!\Ask?!\I don't care how it turns out.\I don't care if we can't go out!\As long as I can come to terms with it. response:	This is my own problem.
context: So...\Sayu...\I'm going to ask Kaname out!\Ask?!\I don't care how it turns out.\I don't care if we can't go out!\As long as I can come to terms with it.\This is my own problem. response:	S-Sayu...
