context: Open your eyes. You'll get in an accident. response:	Everyone's here.
context: Yaokatsu. She's the daughter of the vegetable vendor in the shopping center.\What? Are they dating?\I doubt it.\A high school girl's a little too young.\Sorry. Let's get back to it.\Guys.\Practice hard.\We will! response:	Oh, wow! Then your future is secure.
context: What? Are they dating?\I doubt it.\A high school girl's a little too young.\Sorry. Let's get back to it.\Guys.\Practice hard.\We will!\Oh, wow! Then your future is secure. response:	Really? I'll have to call you for help if I'm ever on trial.
context: I doubt it.\A high school girl's a little too young.\Sorry. Let's get back to it.\Guys.\Practice hard.\We will!\Oh, wow! Then your future is secure.\Really? I'll have to call you for help if I'm ever on trial. response:	I'd totally be down.
context: A high school girl's a little too young.\Sorry. Let's get back to it.\Guys.\Practice hard.\We will!\Oh, wow! Then your future is secure.\Really? I'll have to call you for help if I'm ever on trial.\I'd totally be down. response:	You might be on trial?
context: Sorry. Let's get back to it.\Guys.\Practice hard.\We will!\Oh, wow! Then your future is secure.\Really? I'll have to call you for help if I'm ever on trial.\I'd totally be down.\You might be on trial? response:	You never know.
context: Guys.\Practice hard.\We will!\Oh, wow! Then your future is secure.\Really? I'll have to call you for help if I'm ever on trial.\I'd totally be down.\You might be on trial?\You never know. response:	Can I get your number, then?
context: Practice hard.\We will!\Oh, wow! Then your future is secure.\Really? I'll have to call you for help if I'm ever on trial.\I'd totally be down.\You might be on trial?\You never know.\Can I get your number, then? response:	It'd be hilarious if this were a scam.
context: We will!\Oh, wow! Then your future is secure.\Really? I'll have to call you for help if I'm ever on trial.\I'd totally be down.\You might be on trial?\You never know.\Can I get your number, then?\It'd be hilarious if this were a scam. response:	Of course it isn't.
context: Oh, wow! Then your future is secure.\Really? I'll have to call you for help if I'm ever on trial.\I'd totally be down.\You might be on trial?\You never know.\Can I get your number, then?\It'd be hilarious if this were a scam.\Of course it isn't. response:	Then maybe I'll get your number, too.
context: Really? I'll have to call you for help if I'm ever on trial.\I'd totally be down.\You might be on trial?\You never know.\Can I get your number, then?\It'd be hilarious if this were a scam.\Of course it isn't.\Then maybe I'll get your number, too. response:	Huh?
context: I'd totally be down.\You might be on trial?\You never know.\Can I get your number, then?\It'd be hilarious if this were a scam.\Of course it isn't.\Then maybe I'll get your number, too.\Huh? response:	Are you crazy?!
context: You might be on trial?\You never know.\Can I get your number, then?\It'd be hilarious if this were a scam.\Of course it isn't.\Then maybe I'll get your number, too.\Huh?\Are you crazy?! response:	What?!
context: You never know.\Can I get your number, then?\It'd be hilarious if this were a scam.\Of course it isn't.\Then maybe I'll get your number, too.\Huh?\Are you crazy?!\What?! response:	Sorry. My ears.
context: Can I get your number, then?\It'd be hilarious if this were a scam.\Of course it isn't.\Then maybe I'll get your number, too.\Huh?\Are you crazy?!\What?!\Sorry. My ears. response:	It's amazing. I don't know how you can stay in there for so long.
context: It'd be hilarious if this were a scam.\Of course it isn't.\Then maybe I'll get your number, too.\Huh?\Are you crazy?!\What?!\Sorry. My ears.\It's amazing. I don't know how you can stay in there for so long. response:	You're wasting your time!
context: Of course it isn't.\Then maybe I'll get your number, too.\Huh?\Are you crazy?!\What?!\Sorry. My ears.\It's amazing. I don't know how you can stay in there for so long.\You're wasting your time! response:	What?
context: Then maybe I'll get your number, too.\Huh?\Are you crazy?!\What?!\Sorry. My ears.\It's amazing. I don't know how you can stay in there for so long.\You're wasting your time!\What? response:	You're wasting your time!
context: Huh?\Are you crazy?!\What?!\Sorry. My ears.\It's amazing. I don't know how you can stay in there for so long.\You're wasting your time!\What?\You're wasting your time! response:	I don't have any reason to run or anything to gain from it!
context: Are you crazy?!\What?!\Sorry. My ears.\It's amazing. I don't know how you can stay in there for so long.\You're wasting your time!\What?\You're wasting your time!\I don't have any reason to run or anything to gain from it! response:	I don't need to create memories or network with you guys!
context: What?!\Sorry. My ears.\It's amazing. I don't know how you can stay in there for so long.\You're wasting your time!\What?\You're wasting your time!\I don't have any reason to run or anything to gain from it!\I don't need to create memories or network with you guys! response:	This year of freedom is my well-deserved reward!
context: Sorry. My ears.\It's amazing. I don't know how you can stay in there for so long.\You're wasting your time!\What?\You're wasting your time!\I don't have any reason to run or anything to gain from it!\I don't need to create memories or network with you guys!\This year of freedom is my well-deserved reward! response:	I deserve to savor this vacation from life!
context: It's amazing. I don't know how you can stay in there for so long.\You're wasting your time!\What?\You're wasting your time!\I don't have any reason to run or anything to gain from it!\I don't need to create memories or network with you guys!\This year of freedom is my well-deserved reward!\I deserve to savor this vacation from life! response:	You're wasting your time by trying to convince me!
context: You're wasting your time!\What?\You're wasting your time!\I don't have any reason to run or anything to gain from it!\I don't need to create memories or network with you guys!\This year of freedom is my well-deserved reward!\I deserve to savor this vacation from life!\You're wasting your time by trying to convince me! response:	It's a total waste!
context: What?\You're wasting your time!\I don't have any reason to run or anything to gain from it!\I don't need to create memories or network with you guys!\This year of freedom is my well-deserved reward!\I deserve to savor this vacation from life!\You're wasting your time by trying to convince me!\It's a total waste! response:	I have a reason.
context: You're wasting your time!\I don't have any reason to run or anything to gain from it!\I don't need to create memories or network with you guys!\This year of freedom is my well-deserved reward!\I deserve to savor this vacation from life!\You're wasting your time by trying to convince me!\It's a total waste!\I have a reason. response:	I can't run in the Hakone Ekiden without ten members.
context: I don't have any reason to run or anything to gain from it!\I don't need to create memories or network with you guys!\This year of freedom is my well-deserved reward!\I deserve to savor this vacation from life!\You're wasting your time by trying to convince me!\It's a total waste!\I have a reason.\I can't run in the Hakone Ekiden without ten members. response:	I don't exist for your purposes!
context: I don't need to create memories or network with you guys!\This year of freedom is my well-deserved reward!\I deserve to savor this vacation from life!\You're wasting your time by trying to convince me!\It's a total waste!\I have a reason.\I can't run in the Hakone Ekiden without ten members.\I don't exist for your purposes! response:	You're right.
context: This year of freedom is my well-deserved reward!\I deserve to savor this vacation from life!\You're wasting your time by trying to convince me!\It's a total waste!\I have a reason.\I can't run in the Hakone Ekiden without ten members.\I don't exist for your purposes!\You're right. response:	Naturally, I don't intend to unilaterally impose my will on you, Yuki.
context: I deserve to savor this vacation from life!\You're wasting your time by trying to convince me!\It's a total waste!\I have a reason.\I can't run in the Hakone Ekiden without ten members.\I don't exist for your purposes!\You're right.\Naturally, I don't intend to unilaterally impose my will on you, Yuki. response:	Then
context: You're wasting your time by trying to convince me!\It's a total waste!\I have a reason.\I can't run in the Hakone Ekiden without ten members.\I don't exist for your purposes!\You're right.\Naturally, I don't intend to unilaterally impose my will on you, Yuki.\Then response:	I'll be back tomorrow.
context: It's a total waste!\I have a reason.\I can't run in the Hakone Ekiden without ten members.\I don't exist for your purposes!\You're right.\Naturally, I don't intend to unilaterally impose my will on you, Yuki.\Then\I'll be back tomorrow. response:	What?
context: I have a reason.\I can't run in the Hakone Ekiden without ten members.\I don't exist for your purposes!\You're right.\Naturally, I don't intend to unilaterally impose my will on you, Yuki.\Then\I'll be back tomorrow.\What? response:	I'll come with you.
context: I can't run in the Hakone Ekiden without ten members.\I don't exist for your purposes!\You're right.\Naturally, I don't intend to unilaterally impose my will on you, Yuki.\Then\I'll be back tomorrow.\What?\I'll come with you. response:	After all, it's not fair to just make you accompany me.
context: I don't exist for your purposes!\You're right.\Naturally, I don't intend to unilaterally impose my will on you, Yuki.\Then\I'll be back tomorrow.\What?\I'll come with you.\After all, it's not fair to just make you accompany me. response:	It's very important for teammates to respect and understand one another.
context: You're right.\Naturally, I don't intend to unilaterally impose my will on you, Yuki.\Then\I'll be back tomorrow.\What?\I'll come with you.\After all, it's not fair to just make you accompany me.\It's very important for teammates to respect and understand one another. response:	Day 3
context: Naturally, I don't intend to unilaterally impose my will on you, Yuki.\Then\I'll be back tomorrow.\What?\I'll come with you.\After all, it's not fair to just make you accompany me.\It's very important for teammates to respect and understand one another.\Day 3 response:	Damn it. I'm finding a way out of this.
context: Then\I'll be back tomorrow.\What?\I'll come with you.\After all, it's not fair to just make you accompany me.\It's very important for teammates to respect and understand one another.\Day 3\Damn it. I'm finding a way out of this. response:	Good morning.
context: I'll be back tomorrow.\What?\I'll come with you.\After all, it's not fair to just make you accompany me.\It's very important for teammates to respect and understand one another.\Day 3\Damn it. I'm finding a way out of this.\Good morning. response:	She's Yaokatsu's daughter, Katsuta Hanako.
context: What?\I'll come with you.\After all, it's not fair to just make you accompany me.\It's very important for teammates to respect and understand one another.\Day 3\Damn it. I'm finding a way out of this.\Good morning.\She's Yaokatsu's daughter, Katsuta Hanako. response:	She'll be helping us sometimes.
context: I'll come with you.\After all, it's not fair to just make you accompany me.\It's very important for teammates to respect and understand one another.\Day 3\Damn it. I'm finding a way out of this.\Good morning.\She's Yaokatsu's daughter, Katsuta Hanako.\She'll be helping us sometimes. response:	I've got school,
context: After all, it's not fair to just make you accompany me.\It's very important for teammates to respect and understand one another.\Day 3\Damn it. I'm finding a way out of this.\Good morning.\She's Yaokatsu's daughter, Katsuta Hanako.\She'll be helping us sometimes.\I've got school, response:	so I can only help out early in the morning and late at night.
context: It's very important for teammates to respect and understand one another.\Day 3\Damn it. I'm finding a way out of this.\Good morning.\She's Yaokatsu's daughter, Katsuta Hanako.\She'll be helping us sometimes.\I've got school,\so I can only help out early in the morning and late at night. response:	It's nice to meet you.
context: Day 3\Damn it. I'm finding a way out of this.\Good morning.\She's Yaokatsu's daughter, Katsuta Hanako.\She'll be helping us sometimes.\I've got school,\so I can only help out early in the morning and late at night.\It's nice to meet you. response:	Hey!
context: Damn it. I'm finding a way out of this.\Good morning.\She's Yaokatsu's daughter, Katsuta Hanako.\She'll be helping us sometimes.\I've got school,\so I can only help out early in the morning and late at night.\It's nice to meet you.\Hey! response:	Why
context: Good morning.\She's Yaokatsu's daughter, Katsuta Hanako.\She'll be helping us sometimes.\I've got school,\so I can only help out early in the morning and late at night.\It's nice to meet you.\Hey!\Why response:	It's a grand sight when everyone's here.
context: She's Yaokatsu's daughter, Katsuta Hanako.\She'll be helping us sometimes.\I've got school,\so I can only help out early in the morning and late at night.\It's nice to meet you.\Hey!\Why\It's a grand sight when everyone's here. response:	Wait, Kurahara.
context: She'll be helping us sometimes.\I've got school,\so I can only help out early in the morning and late at night.\It's nice to meet you.\Hey!\Why\It's a grand sight when everyone's here.\Wait, Kurahara. response:	I want to time everyone's finish. Help me.
context: I've got school,\so I can only help out early in the morning and late at night.\It's nice to meet you.\Hey!\Why\It's a grand sight when everyone's here.\Wait, Kurahara.\I want to time everyone's finish. Help me. response:	Why me?
context: so I can only help out early in the morning and late at night.\It's nice to meet you.\Hey!\Why\It's a grand sight when everyone's here.\Wait, Kurahara.\I want to time everyone's finish. Help me.\Why me? response:	There's no need to go crazy just because I'm timing you.
context: It's nice to meet you.\Hey!\Why\It's a grand sight when everyone's here.\Wait, Kurahara.\I want to time everyone's finish. Help me.\Why me?\There's no need to go crazy just because I'm timing you. response:	I just want data to plan our practices.
context: Hey!\Why\It's a grand sight when everyone's here.\Wait, Kurahara.\I want to time everyone's finish. Help me.\Why me?\There's no need to go crazy just because I'm timing you.\I just want data to plan our practices. response:	That's why I'm timing today's run.
context: Why\It's a grand sight when everyone's here.\Wait, Kurahara.\I want to time everyone's finish. Help me.\Why me?\There's no need to go crazy just because I'm timing you.\I just want data to plan our practices.\That's why I'm timing today's run. response:	Don't hold back.
context: It's a grand sight when everyone's here.\Wait, Kurahara.\I want to time everyone's finish. Help me.\Why me?\There's no need to go crazy just because I'm timing you.\I just want data to plan our practices.\That's why I'm timing today's run.\Don't hold back. response:	I'll tell Hana to keep an eye out for that.
context: Wait, Kurahara.\I want to time everyone's finish. Help me.\Why me?\There's no need to go crazy just because I'm timing you.\I just want data to plan our practices.\That's why I'm timing today's run.\Don't hold back.\I'll tell Hana to keep an eye out for that. response:	Is that Haiji's girlfriend?
context: I want to time everyone's finish. Help me.\Why me?\There's no need to go crazy just because I'm timing you.\I just want data to plan our practices.\That's why I'm timing today's run.\Don't hold back.\I'll tell Hana to keep an eye out for that.\Is that Haiji's girlfriend? response:	The details are unclear.
context: Why me?\There's no need to go crazy just because I'm timing you.\I just want data to plan our practices.\That's why I'm timing today's run.\Don't hold back.\I'll tell Hana to keep an eye out for that.\Is that Haiji's girlfriend?\The details are unclear. response:	Being forced to run is already a human rights violation,
context: There's no need to go crazy just because I'm timing you.\I just want data to plan our practices.\That's why I'm timing today's run.\Don't hold back.\I'll tell Hana to keep an eye out for that.\Is that Haiji's girlfriend?\The details are unclear.\Being forced to run is already a human rights violation, response:	and now he's showing off his girlfriend?
context: I just want data to plan our practices.\That's why I'm timing today's run.\Don't hold back.\I'll tell Hana to keep an eye out for that.\Is that Haiji's girlfriend?\The details are unclear.\Being forced to run is already a human rights violation,\and now he's showing off his girlfriend? response:	Just how much does he intend to toy with us?
context: That's why I'm timing today's run.\Don't hold back.\I'll tell Hana to keep an eye out for that.\Is that Haiji's girlfriend?\The details are unclear.\Being forced to run is already a human rights violation,\and now he's showing off his girlfriend?\Just how much does he intend to toy with us? response:	But it's clear now that King has some hidden potential.
context: Don't hold back.\I'll tell Hana to keep an eye out for that.\Is that Haiji's girlfriend?\The details are unclear.\Being forced to run is already a human rights violation,\and now he's showing off his girlfriend?\Just how much does he intend to toy with us?\But it's clear now that King has some hidden potential. response:	It's sad, though.
context: I'll tell Hana to keep an eye out for that.\Is that Haiji's girlfriend?\The details are unclear.\Being forced to run is already a human rights violation,\and now he's showing off his girlfriend?\Just how much does he intend to toy with us?\But it's clear now that King has some hidden potential.\It's sad, though. response:	Yeah, no matter how you look at it.
context: Is that Haiji's girlfriend?\The details are unclear.\Being forced to run is already a human rights violation,\and now he's showing off his girlfriend?\Just how much does he intend to toy with us?\But it's clear now that King has some hidden potential.\It's sad, though.\Yeah, no matter how you look at it. response:	Well? I wasn't lying, was I?
context: The details are unclear.\Being forced to run is already a human rights violation,\and now he's showing off his girlfriend?\Just how much does he intend to toy with us?\But it's clear now that King has some hidden potential.\It's sad, though.\Yeah, no matter how you look at it.\Well? I wasn't lying, was I? response:	About what?
context: Being forced to run is already a human rights violation,\and now he's showing off his girlfriend?\Just how much does he intend to toy with us?\But it's clear now that King has some hidden potential.\It's sad, though.\Yeah, no matter how you look at it.\Well? I wasn't lying, was I?\About what? response:	The girl.
context: and now he's showing off his girlfriend?\Just how much does he intend to toy with us?\But it's clear now that King has some hidden potential.\It's sad, though.\Yeah, no matter how you look at it.\Well? I wasn't lying, was I?\About what?\The girl. response:	Work hard, and women will approach you.
context: Just how much does he intend to toy with us?\But it's clear now that King has some hidden potential.\It's sad, though.\Yeah, no matter how you look at it.\Well? I wasn't lying, was I?\About what?\The girl.\Work hard, and women will approach you. response:	It only took three days.
context: But it's clear now that King has some hidden potential.\It's sad, though.\Yeah, no matter how you look at it.\Well? I wasn't lying, was I?\About what?\The girl.\Work hard, and women will approach you.\It only took three days. response:	If you keep getting stronger and attract more attention...
context: It's sad, though.\Yeah, no matter how you look at it.\Well? I wasn't lying, was I?\About what?\The girl.\Work hard, and women will approach you.\It only took three days.\If you keep getting stronger and attract more attention... response:	Haiji, we're sorry.
context: Yeah, no matter how you look at it.\Well? I wasn't lying, was I?\About what?\The girl.\Work hard, and women will approach you.\It only took three days.\If you keep getting stronger and attract more attention...\Haiji, we're sorry. response:	We doubted you.
context: Well? I wasn't lying, was I?\About what?\The girl.\Work hard, and women will approach you.\It only took three days.\If you keep getting stronger and attract more attention...\Haiji, we're sorry.\We doubted you. response:	We thought you were tricking us.
context: About what?\The girl.\Work hard, and women will approach you.\It only took three days.\If you keep getting stronger and attract more attention...\Haiji, we're sorry.\We doubted you.\We thought you were tricking us. response:	But it was true!
context: The girl.\Work hard, and women will approach you.\It only took three days.\If you keep getting stronger and attract more attention...\Haiji, we're sorry.\We doubted you.\We thought you were tricking us.\But it was true! response:	It's only Yaokatsu's Hana so far, but as long as we work hard...
context: Work hard, and women will approach you.\It only took three days.\If you keep getting stronger and attract more attention...\Haiji, we're sorry.\We doubted you.\We thought you were tricking us.\But it was true!\It's only Yaokatsu's Hana so far, but as long as we work hard... response:	That's right. Look!
context: It only took three days.\If you keep getting stronger and attract more attention...\Haiji, we're sorry.\We doubted you.\We thought you were tricking us.\But it was true!\It's only Yaokatsu's Hana so far, but as long as we work hard...\That's right. Look! response:	On the other side of the road are more women than you can count!
context: If you keep getting stronger and attract more attention...\Haiji, we're sorry.\We doubted you.\We thought you were tricking us.\But it was true!\It's only Yaokatsu's Hana so far, but as long as we work hard...\That's right. Look!\On the other side of the road are more women than you can count! response:	I'm so glad...
context: Haiji, we're sorry.\We doubted you.\We thought you were tricking us.\But it was true!\It's only Yaokatsu's Hana so far, but as long as we work hard...\That's right. Look!\On the other side of the road are more women than you can count!\I'm so glad... response:	We decided to attend college...
context: We doubted you.\We thought you were tricking us.\But it was true!\It's only Yaokatsu's Hana so far, but as long as we work hard...\That's right. Look!\On the other side of the road are more women than you can count!\I'm so glad...\We decided to attend college... response:	They've been fooled.
context: We thought you were tricking us.\But it was true!\It's only Yaokatsu's Hana so far, but as long as we work hard...\That's right. Look!\On the other side of the road are more women than you can count!\I'm so glad...\We decided to attend college...\They've been fooled. response:	They sure have.
context: But it was true!\It's only Yaokatsu's Hana so far, but as long as we work hard...\That's right. Look!\On the other side of the road are more women than you can count!\I'm so glad...\We decided to attend college...\They've been fooled.\They sure have. response:	Okay! Let's aim for the top!
context: It's only Yaokatsu's Hana so far, but as long as we work hard...\That's right. Look!\On the other side of the road are more women than you can count!\I'm so glad...\We decided to attend college...\They've been fooled.\They sure have.\Okay! Let's aim for the top! response:	What? What if we actually win?
context: That's right. Look!\On the other side of the road are more women than you can count!\I'm so glad...\We decided to attend college...\They've been fooled.\They sure have.\Okay! Let's aim for the top!\What? What if we actually win? response:	Well, my boy...
context: On the other side of the road are more women than you can count!\I'm so glad...\We decided to attend college...\They've been fooled.\They sure have.\Okay! Let's aim for the top!\What? What if we actually win?\Well, my boy... response:	You'll have your hands full.
context: I'm so glad...\We decided to attend college...\They've been fooled.\They sure have.\Okay! Let's aim for the top!\What? What if we actually win?\Well, my boy...\You'll have your hands full. response:	The mountains of Hakone are the steepest in the world!
context: We decided to attend college...\They've been fooled.\They sure have.\Okay! Let's aim for the top!\What? What if we actually win?\Well, my boy...\You'll have your hands full.\The mountains of Hakone are the steepest in the world! response:	I don't know what that means!
context: They've been fooled.\They sure have.\Okay! Let's aim for the top!\What? What if we actually win?\Well, my boy...\You'll have your hands full.\The mountains of Hakone are the steepest in the world!\I don't know what that means! response:	But it's so intense!
context: They sure have.\Okay! Let's aim for the top!\What? What if we actually win?\Well, my boy...\You'll have your hands full.\The mountains of Hakone are the steepest in the world!\I don't know what that means!\But it's so intense! response:	The mountains of Hakone are?
context: Okay! Let's aim for the top!\What? What if we actually win?\Well, my boy...\You'll have your hands full.\The mountains of Hakone are the steepest in the world!\I don't know what that means!\But it's so intense!\The mountains of Hakone are? response:	The steepest in the world!
context: What? What if we actually win?\Well, my boy...\You'll have your hands full.\The mountains of Hakone are the steepest in the world!\I don't know what that means!\But it's so intense!\The mountains of Hakone are?\The steepest in the world! response:	The mountains of Hakone are?
context: Well, my boy...\You'll have your hands full.\The mountains of Hakone are the steepest in the world!\I don't know what that means!\But it's so intense!\The mountains of Hakone are?\The steepest in the world!\The mountains of Hakone are? response:	The steepest in the world!
context: You'll have your hands full.\The mountains of Hakone are the steepest in the world!\I don't know what that means!\But it's so intense!\The mountains of Hakone are?\The steepest in the world!\The mountains of Hakone are?\The steepest in the world! response:	Musa.
context: The mountains of Hakone are the steepest in the world!\I don't know what that means!\But it's so intense!\The mountains of Hakone are?\The steepest in the world!\The mountains of Hakone are?\The steepest in the world!\Musa. response:	What?
context: I don't know what that means!\But it's so intense!\The mountains of Hakone are?\The steepest in the world!\The mountains of Hakone are?\The steepest in the world!\Musa.\What? response:	I'm thinking about continuing a while longer.
context: But it's so intense!\The mountains of Hakone are?\The steepest in the world!\The mountains of Hakone are?\The steepest in the world!\Musa.\What?\I'm thinking about continuing a while longer. response:	Huh?
context: The mountains of Hakone are?\The steepest in the world!\The mountains of Hakone are?\The steepest in the world!\Musa.\What?\I'm thinking about continuing a while longer.\Huh? response:	How dare they be fooled so easily?!
context: The steepest in the world!\The mountains of Hakone are?\The steepest in the world!\Musa.\What?\I'm thinking about continuing a while longer.\Huh?\How dare they be fooled so easily?! response:	What about you? I thought you were going to make him give up.
context: The mountains of Hakone are?\The steepest in the world!\Musa.\What?\I'm thinking about continuing a while longer.\Huh?\How dare they be fooled so easily?!\What about you? I thought you were going to make him give up. response:	Don't tell me you're on board now.
context: The steepest in the world!\Musa.\What?\I'm thinking about continuing a while longer.\Huh?\How dare they be fooled so easily?!\What about you? I thought you were going to make him give up.\Don't tell me you're on board now. response:	Yeah, right.
context: Musa.\What?\I'm thinking about continuing a while longer.\Huh?\How dare they be fooled so easily?!\What about you? I thought you were going to make him give up.\Don't tell me you're on board now.\Yeah, right. response:	Why
context: What?\I'm thinking about continuing a while longer.\Huh?\How dare they be fooled so easily?!\What about you? I thought you were going to make him give up.\Don't tell me you're on board now.\Yeah, right.\Why response:	Prince can't even finish properly.
context: I'm thinking about continuing a while longer.\Huh?\How dare they be fooled so easily?!\What about you? I thought you were going to make him give up.\Don't tell me you're on board now.\Yeah, right.\Why\Prince can't even finish properly. response:	No one would believe him.
context: Huh?\How dare they be fooled so easily?!\What about you? I thought you were going to make him give up.\Don't tell me you're on board now.\Yeah, right.\Why\Prince can't even finish properly.\No one would believe him. response:	Right.
context: How dare they be fooled so easily?!\What about you? I thought you were going to make him give up.\Don't tell me you're on board now.\Yeah, right.\Why\Prince can't even finish properly.\No one would believe him.\Right. response:	So why is he so confident?
context: What about you? I thought you were going to make him give up.\Don't tell me you're on board now.\Yeah, right.\Why\Prince can't even finish properly.\No one would believe him.\Right.\So why is he so confident? response:	Let's head back! Time for breakfast!
context: Don't tell me you're on board now.\Yeah, right.\Why\Prince can't even finish properly.\No one would believe him.\Right.\So why is he so confident?\Let's head back! Time for breakfast! response:	Yaokatsu
context: Yeah, right.\Why\Prince can't even finish properly.\No one would believe him.\Right.\So why is he so confident?\Let's head back! Time for breakfast!\Yaokatsu response:	Did I do good this morning?
context: Why\Prince can't even finish properly.\No one would believe him.\Right.\So why is he so confident?\Let's head back! Time for breakfast!\Yaokatsu\Did I do good this morning? response:	Yeah, it was plenty.
context: Prince can't even finish properly.\No one would believe him.\Right.\So why is he so confident?\Let's head back! Time for breakfast!\Yaokatsu\Did I do good this morning?\Yeah, it was plenty. response:	Athletes perform better in front of an audience.
context: No one would believe him.\Right.\So why is he so confident?\Let's head back! Time for breakfast!\Yaokatsu\Did I do good this morning?\Yeah, it was plenty.\Athletes perform better in front of an audience. response:	Huh. It really was fun, though.
context: Right.\So why is he so confident?\Let's head back! Time for breakfast!\Yaokatsu\Did I do good this morning?\Yeah, it was plenty.\Athletes perform better in front of an audience.\Huh. It really was fun, though. response:	That's good.
context: So why is he so confident?\Let's head back! Time for breakfast!\Yaokatsu\Did I do good this morning?\Yeah, it was plenty.\Athletes perform better in front of an audience.\Huh. It really was fun, though.\That's good. response:	It's effective, even if all you're doing is watching.
context: Let's head back! Time for breakfast!\Yaokatsu\Did I do good this morning?\Yeah, it was plenty.\Athletes perform better in front of an audience.\Huh. It really was fun, though.\That's good.\It's effective, even if all you're doing is watching. response:	I hope your dream comes true.
context: Yaokatsu\Did I do good this morning?\Yeah, it was plenty.\Athletes perform better in front of an audience.\Huh. It really was fun, though.\That's good.\It's effective, even if all you're doing is watching.\I hope your dream comes true. response:	It will.
context: Did I do good this morning?\Yeah, it was plenty.\Athletes perform better in front of an audience.\Huh. It really was fun, though.\That's good.\It's effective, even if all you're doing is watching.\I hope your dream comes true.\It will. response:	Huh?
context: Yeah, it was plenty.\Athletes perform better in front of an audience.\Huh. It really was fun, though.\That's good.\It's effective, even if all you're doing is watching.\I hope your dream comes true.\It will.\Huh? response:	He's been waiting four years.
context: Athletes perform better in front of an audience.\Huh. It really was fun, though.\That's good.\It's effective, even if all you're doing is watching.\I hope your dream comes true.\It will.\Huh?\He's been waiting four years. response:	You've got some good members, right?
context: Huh. It really was fun, though.\That's good.\It's effective, even if all you're doing is watching.\I hope your dream comes true.\It will.\Huh?\He's been waiting four years.\You've got some good members, right? response:	I heard she couldn't keep up on her bike.
context: That's good.\It's effective, even if all you're doing is watching.\I hope your dream comes true.\It will.\Huh?\He's been waiting four years.\You've got some good members, right?\I heard she couldn't keep up on her bike. response:	Yeah. He was amazing.
context: It's effective, even if all you're doing is watching.\I hope your dream comes true.\It will.\Huh?\He's been waiting four years.\You've got some good members, right?\I heard she couldn't keep up on her bike.\Yeah. He was amazing. response:	Is Kurahara famous?
context: I hope your dream comes true.\It will.\Huh?\He's been waiting four years.\You've got some good members, right?\I heard she couldn't keep up on her bike.\Yeah. He was amazing.\Is Kurahara famous? response:	I'm not sure.
context: It will.\Huh?\He's been waiting four years.\You've got some good members, right?\I heard she couldn't keep up on her bike.\Yeah. He was amazing.\Is Kurahara famous?\I'm not sure. response:	Either way, I'm excited.
context: Huh?\He's been waiting four years.\You've got some good members, right?\I heard she couldn't keep up on her bike.\Yeah. He was amazing.\Is Kurahara famous?\I'm not sure.\Either way, I'm excited. response:	Let me know if there's anything we can do to help.
context: He's been waiting four years.\You've got some good members, right?\I heard she couldn't keep up on her bike.\Yeah. He was amazing.\Is Kurahara famous?\I'm not sure.\Either way, I'm excited.\Let me know if there's anything we can do to help. response:	Thank you.
context: You've got some good members, right?\I heard she couldn't keep up on her bike.\Yeah. He was amazing.\Is Kurahara famous?\I'm not sure.\Either way, I'm excited.\Let me know if there's anything we can do to help.\Thank you. response:	Tsuru-no-yu
context: I heard she couldn't keep up on her bike.\Yeah. He was amazing.\Is Kurahara famous?\I'm not sure.\Either way, I'm excited.\Let me know if there's anything we can do to help.\Thank you.\Tsuru-no-yu response:	What? Qualifier?
context: Yeah. He was amazing.\Is Kurahara famous?\I'm not sure.\Either way, I'm excited.\Let me know if there's anything we can do to help.\Thank you.\Tsuru-no-yu\What? Qualifier? response:	Joji, your bubbles.
context: Is Kurahara famous?\I'm not sure.\Either way, I'm excited.\Let me know if there's anything we can do to help.\Thank you.\Tsuru-no-yu\What? Qualifier?\Joji, your bubbles. response:	Most people only know about the actual race.
context: I'm not sure.\Either way, I'm excited.\Let me know if there's anything we can do to help.\Thank you.\Tsuru-no-yu\What? Qualifier?\Joji, your bubbles.\Most people only know about the actual race. response:	I just learned about it today.
context: Either way, I'm excited.\Let me know if there's anything we can do to help.\Thank you.\Tsuru-no-yu\What? Qualifier?\Joji, your bubbles.\Most people only know about the actual race.\I just learned about it today. response:	Of the twenty schools that participate in the Hakone Ekiden,
context: Let me know if there's anything we can do to help.\Thank you.\Tsuru-no-yu\What? Qualifier?\Joji, your bubbles.\Most people only know about the actual race.\I just learned about it today.\Of the twenty schools that participate in the Hakone Ekiden, response:	aside from the ten seeded teams that qualify the previous year,
context: Thank you.\Tsuru-no-yu\What? Qualifier?\Joji, your bubbles.\Most people only know about the actual race.\I just learned about it today.\Of the twenty schools that participate in the Hakone Ekiden,\aside from the ten seeded teams that qualify the previous year, response:	they have to participate in a preliminary qualifier.
context: Tsuru-no-yu\What? Qualifier?\Joji, your bubbles.\Most people only know about the actual race.\I just learned about it today.\Of the twenty schools that participate in the Hakone Ekiden,\aside from the ten seeded teams that qualify the previous year,\they have to participate in a preliminary qualifier. response:	Really?
context: What? Qualifier?\Joji, your bubbles.\Most people only know about the actual race.\I just learned about it today.\Of the twenty schools that participate in the Hakone Ekiden,\aside from the ten seeded teams that qualify the previous year,\they have to participate in a preliminary qualifier.\Really? response:	Then we'll race in that first.
