context: Miss Kobayashi, your coffee's ready. response:	Oh, thank you.
context: I was planning to cook the rice with it. Just...\I've fought with the elves before, so I took it in secret.\You couldn't complain if they killed you over that.\There's also meat from bull demons, and fruits that only grow in that world.\What about the rice and vegetables?\I thought it best to use rice and vegetables from this world.\True, the rice in this nation is delicious.\Apparently they use some magic called selective breeding. response:	I should have them teach me the incantation some time.
context: I've fought with the elves before, so I took it in secret.\You couldn't complain if they killed you over that.\There's also meat from bull demons, and fruits that only grow in that world.\What about the rice and vegetables?\I thought it best to use rice and vegetables from this world.\True, the rice in this nation is delicious.\Apparently they use some magic called selective breeding.\I should have them teach me the incantation some time. response:	Now, then.
context: You couldn't complain if they killed you over that.\There's also meat from bull demons, and fruits that only grow in that world.\What about the rice and vegetables?\I thought it best to use rice and vegetables from this world.\True, the rice in this nation is delicious.\Apparently they use some magic called selective breeding.\I should have them teach me the incantation some time.\Now, then. response:	Time to get cooking!
context: There's also meat from bull demons, and fruits that only grow in that world.\What about the rice and vegetables?\I thought it best to use rice and vegetables from this world.\True, the rice in this nation is delicious.\Apparently they use some magic called selective breeding.\I should have them teach me the incantation some time.\Now, then.\Time to get cooking! response:	Kanna, could you help me, too?
context: What about the rice and vegetables?\I thought it best to use rice and vegetables from this world.\True, the rice in this nation is delicious.\Apparently they use some magic called selective breeding.\I should have them teach me the incantation some time.\Now, then.\Time to get cooking!\Kanna, could you help me, too? response:	Yeah!
context: I thought it best to use rice and vegetables from this world.\True, the rice in this nation is delicious.\Apparently they use some magic called selective breeding.\I should have them teach me the incantation some time.\Now, then.\Time to get cooking!\Kanna, could you help me, too?\Yeah! response:	Roar!
context: True, the rice in this nation is delicious.\Apparently they use some magic called selective breeding.\I should have them teach me the incantation some time.\Now, then.\Time to get cooking!\Kanna, could you help me, too?\Yeah!\Roar! response:	Demons out! Blessings in!
context: Apparently they use some magic called selective breeding.\I should have them teach me the incantation some time.\Now, then.\Time to get cooking!\Kanna, could you help me, too?\Yeah!\Roar!\Demons out! Blessings in! response:	Roar, roar!
context: I should have them teach me the incantation some time.\Now, then.\Time to get cooking!\Kanna, could you help me, too?\Yeah!\Roar!\Demons out! Blessings in!\Roar, roar! response:	Roar, roar, roar, roar!
context: Now, then.\Time to get cooking!\Kanna, could you help me, too?\Yeah!\Roar!\Demons out! Blessings in!\Roar, roar!\Roar, roar, roar, roar! response:	Demons out! Blessings in!
context: Time to get cooking!\Kanna, could you help me, too?\Yeah!\Roar!\Demons out! Blessings in!\Roar, roar!\Roar, roar, roar, roar!\Demons out! Blessings in! response:	Lucoa!
context: Kanna, could you help me, too?\Yeah!\Roar!\Demons out! Blessings in!\Roar, roar!\Roar, roar, roar, roar!\Demons out! Blessings in!\Lucoa! response:	Huh?
context: Yeah!\Roar!\Demons out! Blessings in!\Roar, roar!\Roar, roar, roar, roar!\Demons out! Blessings in!\Lucoa!\Huh? response:	Oh, were you worried about me?
context: Roar!\Demons out! Blessings in!\Roar, roar!\Roar, roar, roar, roar!\Demons out! Blessings in!\Lucoa!\Huh?\Oh, were you worried about me? response:	I-I wasn't!
context: Demons out! Blessings in!\Roar, roar!\Roar, roar, roar, roar!\Demons out! Blessings in!\Lucoa!\Huh?\Oh, were you worried about me?\I-I wasn't! response:	Huh?
context: Roar, roar!\Roar, roar, roar, roar!\Demons out! Blessings in!\Lucoa!\Huh?\Oh, were you worried about me?\I-I wasn't!\Huh? response:	Episode 12
context: Roar, roar, roar, roar!\Demons out! Blessings in!\Lucoa!\Huh?\Oh, were you worried about me?\I-I wasn't!\Huh?\Episode 12 response:	Tohru and Kobayashi's Impactful Meeting! (We're Raising the Bar on Ourselves)
context: Demons out! Blessings in!\Lucoa!\Huh?\Oh, were you worried about me?\I-I wasn't!\Huh?\Episode 12\Tohru and Kobayashi's Impactful Meeting! (We're Raising the Bar on Ourselves) response:	Ah, I'm beat.
context: Lucoa!\Huh?\Oh, were you worried about me?\I-I wasn't!\Huh?\Episode 12\Tohru and Kobayashi's Impactful Meeting! (We're Raising the Bar on Ourselves)\Ah, I'm beat. response:	Oh, right, tonight's dinner is omurice.
context: Huh?\Oh, were you worried about me?\I-I wasn't!\Huh?\Episode 12\Tohru and Kobayashi's Impactful Meeting! (We're Raising the Bar on Ourselves)\Ah, I'm beat.\Oh, right, tonight's dinner is omurice. response:	If I recall, the first normal meal she cooked was omurice.
context: Oh, were you worried about me?\I-I wasn't!\Huh?\Episode 12\Tohru and Kobayashi's Impactful Meeting! (We're Raising the Bar on Ourselves)\Ah, I'm beat.\Oh, right, tonight's dinner is omurice.\If I recall, the first normal meal she cooked was omurice. response:	It's done, Miss Kobayashi!
context: I-I wasn't!\Huh?\Episode 12\Tohru and Kobayashi's Impactful Meeting! (We're Raising the Bar on Ourselves)\Ah, I'm beat.\Oh, right, tonight's dinner is omurice.\If I recall, the first normal meal she cooked was omurice.\It's done, Miss Kobayashi! response:	She set it out with such confidence...
context: Huh?\Episode 12\Tohru and Kobayashi's Impactful Meeting! (We're Raising the Bar on Ourselves)\Ah, I'm beat.\Oh, right, tonight's dinner is omurice.\If I recall, the first normal meal she cooked was omurice.\It's done, Miss Kobayashi!\She set it out with such confidence... response:	And it was damn good!
context: Episode 12\Tohru and Kobayashi's Impactful Meeting! (We're Raising the Bar on Ourselves)\Ah, I'm beat.\Oh, right, tonight's dinner is omurice.\If I recall, the first normal meal she cooked was omurice.\It's done, Miss Kobayashi!\She set it out with such confidence...\And it was damn good! response:	Normally, she always made weird things, though.
context: Tohru and Kobayashi's Impactful Meeting! (We're Raising the Bar on Ourselves)\Ah, I'm beat.\Oh, right, tonight's dinner is omurice.\If I recall, the first normal meal she cooked was omurice.\It's done, Miss Kobayashi!\She set it out with such confidence...\And it was damn good!\Normally, she always made weird things, though. response:	Thinking about it now...
context: Ah, I'm beat.\Oh, right, tonight's dinner is omurice.\If I recall, the first normal meal she cooked was omurice.\It's done, Miss Kobayashi!\She set it out with such confidence...\And it was damn good!\Normally, she always made weird things, though.\Thinking about it now... response:	It's been a long time since I had someone willing to cook for me.
context: Oh, right, tonight's dinner is omurice.\If I recall, the first normal meal she cooked was omurice.\It's done, Miss Kobayashi!\She set it out with such confidence...\And it was damn good!\Normally, she always made weird things, though.\Thinking about it now...\It's been a long time since I had someone willing to cook for me. response:	Two's better than one! Three's better than two! Family's great!
context: If I recall, the first normal meal she cooked was omurice.\It's done, Miss Kobayashi!\She set it out with such confidence...\And it was damn good!\Normally, she always made weird things, though.\Thinking about it now...\It's been a long time since I had someone willing to cook for me.\Two's better than one! Three's better than two! Family's great! response:	Back then I told her it was so-so, but...
context: It's done, Miss Kobayashi!\She set it out with such confidence...\And it was damn good!\Normally, she always made weird things, though.\Thinking about it now...\It's been a long time since I had someone willing to cook for me.\Two's better than one! Three's better than two! Family's great!\Back then I told her it was so-so, but... response:	Today I'll tell her...
context: She set it out with such confidence...\And it was damn good!\Normally, she always made weird things, though.\Thinking about it now...\It's been a long time since I had someone willing to cook for me.\Two's better than one! Three's better than two! Family's great!\Back then I told her it was so-so, but...\Today I'll tell her... response:	it's... good...
context: And it was damn good!\Normally, she always made weird things, though.\Thinking about it now...\It's been a long time since I had someone willing to cook for me.\Two's better than one! Three's better than two! Family's great!\Back then I told her it was so-so, but...\Today I'll tell her...\it's... good... response:	Hey, hurry up and pass that my way!
context: Normally, she always made weird things, though.\Thinking about it now...\It's been a long time since I had someone willing to cook for me.\Two's better than one! Three's better than two! Family's great!\Back then I told her it was so-so, but...\Today I'll tell her...\it's... good...\Hey, hurry up and pass that my way! response:	Forget about that, hurry up and fix this error!
context: Thinking about it now...\It's been a long time since I had someone willing to cook for me.\Two's better than one! Three's better than two! Family's great!\Back then I told her it was so-so, but...\Today I'll tell her...\it's... good...\Hey, hurry up and pass that my way!\Forget about that, hurry up and fix this error! response:	Make sure you're making backups!
context: It's been a long time since I had someone willing to cook for me.\Two's better than one! Three's better than two! Family's great!\Back then I told her it was so-so, but...\Today I'll tell her...\it's... good...\Hey, hurry up and pass that my way!\Forget about that, hurry up and fix this error!\Make sure you're making backups! response:	Help me out here!
context: Two's better than one! Three's better than two! Family's great!\Back then I told her it was so-so, but...\Today I'll tell her...\it's... good...\Hey, hurry up and pass that my way!\Forget about that, hurry up and fix this error!\Make sure you're making backups!\Help me out here! response:	Kobayashi!
context: Back then I told her it was so-so, but...\Today I'll tell her...\it's... good...\Hey, hurry up and pass that my way!\Forget about that, hurry up and fix this error!\Make sure you're making backups!\Help me out here!\Kobayashi! response:	The deadline's almost here!
context: Today I'll tell her...\it's... good...\Hey, hurry up and pass that my way!\Forget about that, hurry up and fix this error!\Make sure you're making backups!\Help me out here!\Kobayashi!\The deadline's almost here! response:	Yes!
context: it's... good...\Hey, hurry up and pass that my way!\Forget about that, hurry up and fix this error!\Make sure you're making backups!\Help me out here!\Kobayashi!\The deadline's almost here!\Yes! response:	Kobayashi! We've got errors!
context: Hey, hurry up and pass that my way!\Forget about that, hurry up and fix this error!\Make sure you're making backups!\Help me out here!\Kobayashi!\The deadline's almost here!\Yes!\Kobayashi! We've got errors! response:	I'll fix them at once!
context: Forget about that, hurry up and fix this error!\Make sure you're making backups!\Help me out here!\Kobayashi!\The deadline's almost here!\Yes!\Kobayashi! We've got errors!\I'll fix them at once! response:	Kobayashi! Help out over here!
context: Make sure you're making backups!\Help me out here!\Kobayashi!\The deadline's almost here!\Yes!\Kobayashi! We've got errors!\I'll fix them at once!\Kobayashi! Help out over here! response:	Coming right now!
context: Help me out here!\Kobayashi!\The deadline's almost here!\Yes!\Kobayashi! We've got errors!\I'll fix them at once!\Kobayashi! Help out over here!\Coming right now! response:	Kobayashi!
context: Kobayashi!\The deadline's almost here!\Yes!\Kobayashi! We've got errors!\I'll fix them at once!\Kobayashi! Help out over here!\Coming right now!\Kobayashi! response:	Kobayashi!
context: The deadline's almost here!\Yes!\Kobayashi! We've got errors!\I'll fix them at once!\Kobayashi! Help out over here!\Coming right now!\Kobayashi!\Kobayashi! response:	Kobayashi!
context: Yes!\Kobayashi! We've got errors!\I'll fix them at once!\Kobayashi! Help out over here!\Coming right now!\Kobayashi!\Kobayashi!\Kobayashi! response:	Shut up!
context: Kobayashi! We've got errors!\I'll fix them at once!\Kobayashi! Help out over here!\Coming right now!\Kobayashi!\Kobayashi!\Kobayashi!\Shut up! response:	Another, man!
context: I'll fix them at once!\Kobayashi! Help out over here!\Coming right now!\Kobayashi!\Kobayashi!\Kobayashi!\Shut up!\Another, man! response:	Coming up.
context: Kobayashi! Help out over here!\Coming right now!\Kobayashi!\Kobayashi!\Kobayashi!\Shut up!\Another, man!\Coming up. response:	That's my stop!
context: Coming right now!\Kobayashi!\Kobayashi!\Kobayashi!\Shut up!\Another, man!\Coming up.\That's my stop! response:	Express
context: Kobayashi!\Kobayashi!\Kobayashi!\Shut up!\Another, man!\Coming up.\That's my stop!\Express response:	Where am I going now?
context: Kobayashi!\Kobayashi!\Shut up!\Another, man!\Coming up.\That's my stop!\Express\Where am I going now? response:	The mountain... sounds good.
context: Kobayashi!\Shut up!\Another, man!\Coming up.\That's my stop!\Express\Where am I going now?\The mountain... sounds good. response:	The air's nice here!
context: Shut up!\Another, man!\Coming up.\That's my stop!\Express\Where am I going now?\The mountain... sounds good.\The air's nice here! response:	Huh?! A bear?!
context: Another, man!\Coming up.\That's my stop!\Express\Where am I going now?\The mountain... sounds good.\The air's nice here!\Huh?! A bear?! response:	Caution! Bears in Area
context: Coming up.\That's my stop!\Express\Where am I going now?\The mountain... sounds good.\The air's nice here!\Huh?! A bear?!\Caution! Bears in Area response:	Bear...
context: That's my stop!\Express\Where am I going now?\The mountain... sounds good.\The air's nice here!\Huh?! A bear?!\Caution! Bears in Area\Bear... response:	Tasty bears!
context: Express\Where am I going now?\The mountain... sounds good.\The air's nice here!\Huh?! A bear?!\Caution! Bears in Area\Bear...\Tasty bears! response:	Bring it on!
context: Where am I going now?\The mountain... sounds good.\The air's nice here!\Huh?! A bear?!\Caution! Bears in Area\Bear...\Tasty bears!\Bring it on! response:	Dragonslayer
context: The mountain... sounds good.\The air's nice here!\Huh?! A bear?!\Caution! Bears in Area\Bear...\Tasty bears!\Bring it on!\Dragonslayer response:	It's pitch black!
context: The air's nice here!\Huh?! A bear?!\Caution! Bears in Area\Bear...\Tasty bears!\Bring it on!\Dragonslayer\It's pitch black! response:	Ow.
context: Huh?! A bear?!\Caution! Bears in Area\Bear...\Tasty bears!\Bring it on!\Dragonslayer\It's pitch black!\Ow. response:	What?
context: Caution! Bears in Area\Bear...\Tasty bears!\Bring it on!\Dragonslayer\It's pitch black!\Ow.\What? response:	Where did you come from, human?
context: Bear...\Tasty bears!\Bring it on!\Dragonslayer\It's pitch black!\Ow.\What?\Where did you come from, human? response:	Whoa! It's a dragon! Hug me!
context: Tasty bears!\Bring it on!\Dragonslayer\It's pitch black!\Ow.\What?\Where did you come from, human?\Whoa! It's a dragon! Hug me! response:	Ow!
context: Bring it on!\Dragonslayer\It's pitch black!\Ow.\What?\Where did you come from, human?\Whoa! It's a dragon! Hug me!\Ow! response:	Leave, you insolent human!
context: Dragonslayer\It's pitch black!\Ow.\What?\Where did you come from, human?\Whoa! It's a dragon! Hug me!\Ow!\Leave, you insolent human! response:	Or I'll eat you!
context: It's pitch black!\Ow.\What?\Where did you come from, human?\Whoa! It's a dragon! Hug me!\Ow!\Leave, you insolent human!\Or I'll eat you! response:	Well, either way, I'm going to die, too.
context: Ow.\What?\Where did you come from, human?\Whoa! It's a dragon! Hug me!\Ow!\Leave, you insolent human!\Or I'll eat you!\Well, either way, I'm going to die, too. response:	How pathetic that the last being I meet is a human.
context: What?\Where did you come from, human?\Whoa! It's a dragon! Hug me!\Ow!\Leave, you insolent human!\Or I'll eat you!\Well, either way, I'm going to die, too.\How pathetic that the last being I meet is a human. response:	Hey, don't you get tired of talking that way?
context: Where did you come from, human?\Whoa! It's a dragon! Hug me!\Ow!\Leave, you insolent human!\Or I'll eat you!\Well, either way, I'm going to die, too.\How pathetic that the last being I meet is a human.\Hey, don't you get tired of talking that way? response:	Huh?
context: Whoa! It's a dragon! Hug me!\Ow!\Leave, you insolent human!\Or I'll eat you!\Well, either way, I'm going to die, too.\How pathetic that the last being I meet is a human.\Hey, don't you get tired of talking that way?\Huh? response:	It has to wear you out.
context: Ow!\Leave, you insolent human!\Or I'll eat you!\Well, either way, I'm going to die, too.\How pathetic that the last being I meet is a human.\Hey, don't you get tired of talking that way?\Huh?\It has to wear you out. response:	Why, you!
context: Leave, you insolent human!\Or I'll eat you!\Well, either way, I'm going to die, too.\How pathetic that the last being I meet is a human.\Hey, don't you get tired of talking that way?\Huh?\It has to wear you out.\Why, you! response:	You need this pulled out?
context: Or I'll eat you!\Well, either way, I'm going to die, too.\How pathetic that the last being I meet is a human.\Hey, don't you get tired of talking that way?\Huh?\It has to wear you out.\Why, you!\You need this pulled out? response:	Huh? Well...
context: Well, either way, I'm going to die, too.\How pathetic that the last being I meet is a human.\Hey, don't you get tired of talking that way?\Huh?\It has to wear you out.\Why, you!\You need this pulled out?\Huh? Well... response:	Hey!
context: How pathetic that the last being I meet is a human.\Hey, don't you get tired of talking that way?\Huh?\It has to wear you out.\Why, you!\You need this pulled out?\Huh? Well...\Hey! response:	You fool! If a human touches God's sword, their mind will be torn Ahh!
context: Hey, don't you get tired of talking that way?\Huh?\It has to wear you out.\Why, you!\You need this pulled out?\Huh? Well...\Hey!\You fool! If a human touches God's sword, their mind will be torn Ahh! response:	Don't know about that.
context: Huh?\It has to wear you out.\Why, you!\You need this pulled out?\Huh? Well...\Hey!\You fool! If a human touches God's sword, their mind will be torn Ahh!\Don't know about that. response:	If God exists, then... Hngh!
context: It has to wear you out.\Why, you!\You need this pulled out?\Huh? Well...\Hey!\You fool! If a human touches God's sword, their mind will be torn Ahh!\Don't know about that.\If God exists, then... Hngh! response:	He should try...
context: Why, you!\You need this pulled out?\Huh? Well...\Hey!\You fool! If a human touches God's sword, their mind will be torn Ahh!\Don't know about that.\If God exists, then... Hngh!\He should try... response:	extending my deadline right now!
context: You need this pulled out?\Huh? Well...\Hey!\You fool! If a human touches God's sword, their mind will be torn Ahh!\Don't know about that.\If God exists, then... Hngh!\He should try...\extending my deadline right now! response:	No, no, no, no!
context: Huh? Well...\Hey!\You fool! If a human touches God's sword, their mind will be torn Ahh!\Don't know about that.\If God exists, then... Hngh!\He should try...\extending my deadline right now!\No, no, no, no! response:	Dragonslayer
context: Hey!\You fool! If a human touches God's sword, their mind will be torn Ahh!\Don't know about that.\If God exists, then... Hngh!\He should try...\extending my deadline right now!\No, no, no, no!\Dragonslayer response:	Even if we are in my dream, that's no reason a dragon should be so servile.
context: You fool! If a human touches God's sword, their mind will be torn Ahh!\Don't know about that.\If God exists, then... Hngh!\He should try...\extending my deadline right now!\No, no, no, no!\Dragonslayer\Even if we are in my dream, that's no reason a dragon should be so servile. response:	I'm sorry.
context: Don't know about that.\If God exists, then... Hngh!\He should try...\extending my deadline right now!\No, no, no, no!\Dragonslayer\Even if we are in my dream, that's no reason a dragon should be so servile.\I'm sorry. response:	Yet you saved me...
context: If God exists, then... Hngh!\He should try...\extending my deadline right now!\No, no, no, no!\Dragonslayer\Even if we are in my dream, that's no reason a dragon should be so servile.\I'm sorry.\Yet you saved me... response:	I was defeated in battle with the gods, and escaped to this world.
context: He should try...\extending my deadline right now!\No, no, no, no!\Dragonslayer\Even if we are in my dream, that's no reason a dragon should be so servile.\I'm sorry.\Yet you saved me...\I was defeated in battle with the gods, and escaped to this world. response:	I imagine you managed to remove that sword because you lack faith.
context: extending my deadline right now!\No, no, no, no!\Dragonslayer\Even if we are in my dream, that's no reason a dragon should be so servile.\I'm sorry.\Yet you saved me...\I was defeated in battle with the gods, and escaped to this world.\I imagine you managed to remove that sword because you lack faith. response:	I'm truly grateful.
context: No, no, no, no!\Dragonslayer\Even if we are in my dream, that's no reason a dragon should be so servile.\I'm sorry.\Yet you saved me...\I was defeated in battle with the gods, and escaped to this world.\I imagine you managed to remove that sword because you lack faith.\I'm truly grateful. response:	Who gives a damn about that?!
context: Dragonslayer\Even if we are in my dream, that's no reason a dragon should be so servile.\I'm sorry.\Yet you saved me...\I was defeated in battle with the gods, and escaped to this world.\I imagine you managed to remove that sword because you lack faith.\I'm truly grateful.\Who gives a damn about that?! response:	Huh?
context: Even if we are in my dream, that's no reason a dragon should be so servile.\I'm sorry.\Yet you saved me...\I was defeated in battle with the gods, and escaped to this world.\I imagine you managed to remove that sword because you lack faith.\I'm truly grateful.\Who gives a damn about that?!\Huh? response:	Drink!
context: I'm sorry.\Yet you saved me...\I was defeated in battle with the gods, and escaped to this world.\I imagine you managed to remove that sword because you lack faith.\I'm truly grateful.\Who gives a damn about that?!\Huh?\Drink! response:	Drink with me!
context: Yet you saved me...\I was defeated in battle with the gods, and escaped to this world.\I imagine you managed to remove that sword because you lack faith.\I'm truly grateful.\Who gives a damn about that?!\Huh?\Drink!\Drink with me! response:	Dragon, listen to my story!
context: I was defeated in battle with the gods, and escaped to this world.\I imagine you managed to remove that sword because you lack faith.\I'm truly grateful.\Who gives a damn about that?!\Huh?\Drink!\Drink with me!\Dragon, listen to my story! response:	Huh? Uh...
context: I imagine you managed to remove that sword because you lack faith.\I'm truly grateful.\Who gives a damn about that?!\Huh?\Drink!\Drink with me!\Dragon, listen to my story!\Huh? Uh... response:	Drink it!
context: I'm truly grateful.\Who gives a damn about that?!\Huh?\Drink!\Drink with me!\Dragon, listen to my story!\Huh? Uh...\Drink it! response:	Oh.
context: Who gives a damn about that?!\Huh?\Drink!\Drink with me!\Dragon, listen to my story!\Huh? Uh...\Drink it!\Oh. response:	So you're a girl, then.
context: Huh?\Drink!\Drink with me!\Dragon, listen to my story!\Huh? Uh...\Drink it!\Oh.\So you're a girl, then. response:	Yes, I am.
context: Drink!\Drink with me!\Dragon, listen to my story!\Huh? Uh...\Drink it!\Oh.\So you're a girl, then.\Yes, I am. response:	I don't like using this spell though.
context: Drink with me!\Dragon, listen to my story!\Huh? Uh...\Drink it!\Oh.\So you're a girl, then.\Yes, I am.\I don't like using this spell though. response:	Oh! You're a good drinker!
context: Dragon, listen to my story!\Huh? Uh...\Drink it!\Oh.\So you're a girl, then.\Yes, I am.\I don't like using this spell though.\Oh! You're a good drinker! response:	All right! Let's drink together, just us girls!
context: Huh? Uh...\Drink it!\Oh.\So you're a girl, then.\Yes, I am.\I don't like using this spell though.\Oh! You're a good drinker!\All right! Let's drink together, just us girls! response:	Hehehe
context: Drink it!\Oh.\So you're a girl, then.\Yes, I am.\I don't like using this spell though.\Oh! You're a good drinker!\All right! Let's drink together, just us girls!\Hehehe response:	Girls?!
context: Oh.\So you're a girl, then.\Yes, I am.\I don't like using this spell though.\Oh! You're a good drinker!\All right! Let's drink together, just us girls!\Hehehe\Girls?! response:	D'oh
context: So you're a girl, then.\Yes, I am.\I don't like using this spell though.\Oh! You're a good drinker!\All right! Let's drink together, just us girls!\Hehehe\Girls?!\D'oh response:	I'm a girl!
context: Yes, I am.\I don't like using this spell though.\Oh! You're a good drinker!\All right! Let's drink together, just us girls!\Hehehe\Girls?!\D'oh\I'm a girl! response:	Oh! I'm sorry.
context: I don't like using this spell though.\Oh! You're a good drinker!\All right! Let's drink together, just us girls!\Hehehe\Girls?!\D'oh\I'm a girl!\Oh! I'm sorry. response:	Jeez, now I'm mad! Drink! Let me fondle your tits!
context: Oh! You're a good drinker!\All right! Let's drink together, just us girls!\Hehehe\Girls?!\D'oh\I'm a girl!\Oh! I'm sorry.\Jeez, now I'm mad! Drink! Let me fondle your tits! response:	Sure.
context: All right! Let's drink together, just us girls!\Hehehe\Girls?!\D'oh\I'm a girl!\Oh! I'm sorry.\Jeez, now I'm mad! Drink! Let me fondle your tits!\Sure. response:	Huh? I can?
context: Hehehe\Girls?!\D'oh\I'm a girl!\Oh! I'm sorry.\Jeez, now I'm mad! Drink! Let me fondle your tits!\Sure.\Huh? I can? response:	- Several Hours Later -
context: Girls?!\D'oh\I'm a girl!\Oh! I'm sorry.\Jeez, now I'm mad! Drink! Let me fondle your tits!\Sure.\Huh? I can?\- Several Hours Later - response:	Dragonslayer
context: D'oh\I'm a girl!\Oh! I'm sorry.\Jeez, now I'm mad! Drink! Let me fondle your tits!\Sure.\Huh? I can?\- Several Hours Later -\Dragonslayer response:	This whole world's unfair!
context: I'm a girl!\Oh! I'm sorry.\Jeez, now I'm mad! Drink! Let me fondle your tits!\Sure.\Huh? I can?\- Several Hours Later -\Dragonslayer\This whole world's unfair! response:	I'm out there working so hard, for what?!
context: Oh! I'm sorry.\Jeez, now I'm mad! Drink! Let me fondle your tits!\Sure.\Huh? I can?\- Several Hours Later -\Dragonslayer\This whole world's unfair!\I'm out there working so hard, for what?! response:	That's right, you tell them! Let me bring an end to it all!
context: Jeez, now I'm mad! Drink! Let me fondle your tits!\Sure.\Huh? I can?\- Several Hours Later -\Dragonslayer\This whole world's unfair!\I'm out there working so hard, for what?!\That's right, you tell them! Let me bring an end to it all! response:	And what the hell?! Don't make me cover for your subordinate's mistakes!
context: Sure.\Huh? I can?\- Several Hours Later -\Dragonslayer\This whole world's unfair!\I'm out there working so hard, for what?!\That's right, you tell them! Let me bring an end to it all!\And what the hell?! Don't make me cover for your subordinate's mistakes! response:	Don't assume all dragons are those lolicons who demand a village's virgin daughters!
context: Huh? I can?\- Several Hours Later -\Dragonslayer\This whole world's unfair!\I'm out there working so hard, for what?!\That's right, you tell them! Let me bring an end to it all!\And what the hell?! Don't make me cover for your subordinate's mistakes!\Don't assume all dragons are those lolicons who demand a village's virgin daughters! response:	Dragonslayer
context: - Several Hours Later -\Dragonslayer\This whole world's unfair!\I'm out there working so hard, for what?!\That's right, you tell them! Let me bring an end to it all!\And what the hell?! Don't make me cover for your subordinate's mistakes!\Don't assume all dragons are those lolicons who demand a village's virgin daughters!\Dragonslayer response:	Why am I all alone?
context: Dragonslayer\This whole world's unfair!\I'm out there working so hard, for what?!\That's right, you tell them! Let me bring an end to it all!\And what the hell?! Don't make me cover for your subordinate's mistakes!\Don't assume all dragons are those lolicons who demand a village's virgin daughters!\Dragonslayer\Why am I all alone? response:	Same.
context: This whole world's unfair!\I'm out there working so hard, for what?!\That's right, you tell them! Let me bring an end to it all!\And what the hell?! Don't make me cover for your subordinate's mistakes!\Don't assume all dragons are those lolicons who demand a village's virgin daughters!\Dragonslayer\Why am I all alone?\Same. response:	I'm all alone in this world now...
context: I'm out there working so hard, for what?!\That's right, you tell them! Let me bring an end to it all!\And what the hell?! Don't make me cover for your subordinate's mistakes!\Don't assume all dragons are those lolicons who demand a village's virgin daughters!\Dragonslayer\Why am I all alone?\Same.\I'm all alone in this world now... response:	Do you have anywhere to go?
context: That's right, you tell them! Let me bring an end to it all!\And what the hell?! Don't make me cover for your subordinate's mistakes!\Don't assume all dragons are those lolicons who demand a village's virgin daughters!\Dragonslayer\Why am I all alone?\Same.\I'm all alone in this world now...\Do you have anywhere to go? response:	No. Though I've been alone from the start.
context: And what the hell?! Don't make me cover for your subordinate's mistakes!\Don't assume all dragons are those lolicons who demand a village's virgin daughters!\Dragonslayer\Why am I all alone?\Same.\I'm all alone in this world now...\Do you have anywhere to go?\No. Though I've been alone from the start. response:	Then...
context: Don't assume all dragons are those lolicons who demand a village's virgin daughters!\Dragonslayer\Why am I all alone?\Same.\I'm all alone in this world now...\Do you have anywhere to go?\No. Though I've been alone from the start.\Then... response:	Want to come to my place?
context: Dragonslayer\Why am I all alone?\Same.\I'm all alone in this world now...\Do you have anywhere to go?\No. Though I've been alone from the start.\Then...\Want to come to my place? response:	I-I do!
context: Why am I all alone?\Same.\I'm all alone in this world now...\Do you have anywhere to go?\No. Though I've been alone from the start.\Then...\Want to come to my place?\I-I do! response:	Then be my maid!
context: Same.\I'm all alone in this world now...\Do you have anywhere to go?\No. Though I've been alone from the start.\Then...\Want to come to my place?\I-I do!\Then be my maid! response:	What?
context: I'm all alone in this world now...\Do you have anywhere to go?\No. Though I've been alone from the start.\Then...\Want to come to my place?\I-I do!\Then be my maid!\What? response:	Listen! A maid isn't just a simple servant!
context: Do you have anywhere to go?\No. Though I've been alone from the start.\Then...\Want to come to my place?\I-I do!\Then be my maid!\What?\Listen! A maid isn't just a simple servant! response:	Normally they're divided by their roles into house maids, laundry maids,
context: No. Though I've been alone from the start.\Then...\Want to come to my place?\I-I do!\Then be my maid!\What?\Listen! A maid isn't just a simple servant!\Normally they're divided by their roles into house maids, laundry maids, response:	and so forth, and it takes training to be one, unlike those girls at maid cafesOh!
context: Then...\Want to come to my place?\I-I do!\Then be my maid!\What?\Listen! A maid isn't just a simple servant!\Normally they're divided by their roles into house maids, laundry maids,\and so forth, and it takes training to be one, unlike those girls at maid cafesOh! response:	I'm Kobayashi.
context: Want to come to my place?\I-I do!\Then be my maid!\What?\Listen! A maid isn't just a simple servant!\Normally they're divided by their roles into house maids, laundry maids,\and so forth, and it takes training to be one, unlike those girls at maid cafesOh!\I'm Kobayashi. response:	I'm Tohru.
context: I-I do!\Then be my maid!\What?\Listen! A maid isn't just a simple servant!\Normally they're divided by their roles into house maids, laundry maids,\and so forth, and it takes training to be one, unlike those girls at maid cafesOh!\I'm Kobayashi.\I'm Tohru. response:	So, Tohru.
context: Then be my maid!\What?\Listen! A maid isn't just a simple servant!\Normally they're divided by their roles into house maids, laundry maids,\and so forth, and it takes training to be one, unlike those girls at maid cafesOh!\I'm Kobayashi.\I'm Tohru.\So, Tohru. response:	I'm not out to deny the existence of maid cafes.
