context: Go round, merry-go-round! response:	Go up, pink Ferris wheel!
context: Yay!\Yahoo! Yahoo! I'm riding a horsie!\Yeeha! Whoa! Whoa!\I can't believe you!\Just what were you thinking, Usagi?\I'm sorry, I was wrong.\Be more responsible! And you call yourself a sailor warrior?!\Don't be so bossy! response:	A lion?
context: Yahoo! Yahoo! I'm riding a horsie!\Yeeha! Whoa! Whoa!\I can't believe you!\Just what were you thinking, Usagi?\I'm sorry, I was wrong.\Be more responsible! And you call yourself a sailor warrior?!\Don't be so bossy!\A lion? response:	Hello.
context: Yeeha! Whoa! Whoa!\I can't believe you!\Just what were you thinking, Usagi?\I'm sorry, I was wrong.\Be more responsible! And you call yourself a sailor warrior?!\Don't be so bossy!\A lion?\Hello. response:	It...
context: I can't believe you!\Just what were you thinking, Usagi?\I'm sorry, I was wrong.\Be more responsible! And you call yourself a sailor warrior?!\Don't be so bossy!\A lion?\Hello.\It... response:	It spoke! It...
context: Just what were you thinking, Usagi?\I'm sorry, I was wrong.\Be more responsible! And you call yourself a sailor warrior?!\Don't be so bossy!\A lion?\Hello.\It...\It spoke! It... response:	It spoke!
context: I'm sorry, I was wrong.\Be more responsible! And you call yourself a sailor warrior?!\Don't be so bossy!\A lion?\Hello.\It...\It spoke! It...\It spoke! response:	Don't worry, he's a mechanical lion.
context: Be more responsible! And you call yourself a sailor warrior?!\Don't be so bossy!\A lion?\Hello.\It...\It spoke! It...\It spoke!\Don't worry, he's a mechanical lion. response:	You're the Dream Princess!
context: Don't be so bossy!\A lion?\Hello.\It...\It spoke! It...\It spoke!\Don't worry, he's a mechanical lion.\You're the Dream Princess! response:	I wanted to see you!
context: A lion?\Hello.\It...\It spoke! It...\It spoke!\Don't worry, he's a mechanical lion.\You're the Dream Princess!\I wanted to see you! response:	You said it's mechanical?
context: Hello.\It...\It spoke! It...\It spoke!\Don't worry, he's a mechanical lion.\You're the Dream Princess!\I wanted to see you!\You said it's mechanical? response:	Yes. It's controlled by a remote control.
context: It...\It spoke! It...\It spoke!\Don't worry, he's a mechanical lion.\You're the Dream Princess!\I wanted to see you!\You said it's mechanical?\Yes. It's controlled by a remote control. response:	It's amazing!
context: It spoke! It...\It spoke!\Don't worry, he's a mechanical lion.\You're the Dream Princess!\I wanted to see you!\You said it's mechanical?\Yes. It's controlled by a remote control.\It's amazing! response:	Something's wrong!
context: It spoke!\Don't worry, he's a mechanical lion.\You're the Dream Princess!\I wanted to see you!\You said it's mechanical?\Yes. It's controlled by a remote control.\It's amazing!\Something's wrong! response:	What?
context: Don't worry, he's a mechanical lion.\You're the Dream Princess!\I wanted to see you!\You said it's mechanical?\Yes. It's controlled by a remote control.\It's amazing!\Something's wrong!\What? response:	You're adorable, Mr. Bear!
context: You're the Dream Princess!\I wanted to see you!\You said it's mechanical?\Yes. It's controlled by a remote control.\It's amazing!\Something's wrong!\What?\You're adorable, Mr. Bear! response:	Usagi!
context: I wanted to see you!\You said it's mechanical?\Yes. It's controlled by a remote control.\It's amazing!\Something's wrong!\What?\You're adorable, Mr. Bear!\Usagi! response:	Get off!
context: You said it's mechanical?\Yes. It's controlled by a remote control.\It's amazing!\Something's wrong!\What?\You're adorable, Mr. Bear!\Usagi!\Get off! response:	What are you doing?!
context: Yes. It's controlled by a remote control.\It's amazing!\Something's wrong!\What?\You're adorable, Mr. Bear!\Usagi!\Get off!\What are you doing?! response:	I sense a strange aura coming from that Dream Princess.
context: It's amazing!\Something's wrong!\What?\You're adorable, Mr. Bear!\Usagi!\Get off!\What are you doing?!\I sense a strange aura coming from that Dream Princess. response:	That can't be...
context: Something's wrong!\What?\You're adorable, Mr. Bear!\Usagi!\Get off!\What are you doing?!\I sense a strange aura coming from that Dream Princess.\That can't be... response:	You just don't get it because you're so dense!
context: What?\You're adorable, Mr. Bear!\Usagi!\Get off!\What are you doing?!\I sense a strange aura coming from that Dream Princess.\That can't be...\You just don't get it because you're so dense! response:	Hey!
context: You're adorable, Mr. Bear!\Usagi!\Get off!\What are you doing?!\I sense a strange aura coming from that Dream Princess.\That can't be...\You just don't get it because you're so dense!\Hey! response:	Is that any way to treat your senior?!
context: Usagi!\Get off!\What are you doing?!\I sense a strange aura coming from that Dream Princess.\That can't be...\You just don't get it because you're so dense!\Hey!\Is that any way to treat your senior?! response:	I have a show at the candy house in an hour.
context: Get off!\What are you doing?!\I sense a strange aura coming from that Dream Princess.\That can't be...\You just don't get it because you're so dense!\Hey!\Is that any way to treat your senior?!\I have a show at the candy house in an hour. response:	Please come and see me.
context: What are you doing?!\I sense a strange aura coming from that Dream Princess.\That can't be...\You just don't get it because you're so dense!\Hey!\Is that any way to treat your senior?!\I have a show at the candy house in an hour.\Please come and see me. response:	Of course!
context: I sense a strange aura coming from that Dream Princess.\That can't be...\You just don't get it because you're so dense!\Hey!\Is that any way to treat your senior?!\I have a show at the candy house in an hour.\Please come and see me.\Of course! response:	The candy house?
context: That can't be...\You just don't get it because you're so dense!\Hey!\Is that any way to treat your senior?!\I have a show at the candy house in an hour.\Please come and see me.\Of course!\The candy house? response:	That must be the candy house!
context: You just don't get it because you're so dense!\Hey!\Is that any way to treat your senior?!\I have a show at the candy house in an hour.\Please come and see me.\Of course!\The candy house?\That must be the candy house! response:	I have to go!
context: Hey!\Is that any way to treat your senior?!\I have a show at the candy house in an hour.\Please come and see me.\Of course!\The candy house?\That must be the candy house!\I have to go! response:	Come, sailor warriors.
context: Is that any way to treat your senior?!\I have a show at the candy house in an hour.\Please come and see me.\Of course!\The candy house?\That must be the candy house!\I have to go!\Come, sailor warriors. response:	I will suck out all of your energy until nothing is left.
context: I have a show at the candy house in an hour.\Please come and see me.\Of course!\The candy house?\That must be the candy house!\I have to go!\Come, sailor warriors.\I will suck out all of your energy until nothing is left. response:	Once someone gets in here, they can never get out.
context: Please come and see me.\Of course!\The candy house?\That must be the candy house!\I have to go!\Come, sailor warriors.\I will suck out all of your energy until nothing is left.\Once someone gets in here, they can never get out. response:	I see nothing wrong.
context: Of course!\The candy house?\That must be the candy house!\I have to go!\Come, sailor warriors.\I will suck out all of your energy until nothing is left.\Once someone gets in here, they can never get out.\I see nothing wrong. response:	Okay, let's split into two groups and look!
context: The candy house?\That must be the candy house!\I have to go!\Come, sailor warriors.\I will suck out all of your energy until nothing is left.\Once someone gets in here, they can never get out.\I see nothing wrong.\Okay, let's split into two groups and look! response:	Ami will come with me. Usagi, go with Rei!
context: That must be the candy house!\I have to go!\Come, sailor warriors.\I will suck out all of your energy until nothing is left.\Once someone gets in here, they can never get out.\I see nothing wrong.\Okay, let's split into two groups and look!\Ami will come with me. Usagi, go with Rei! response:	What?!
context: I have to go!\Come, sailor warriors.\I will suck out all of your energy until nothing is left.\Once someone gets in here, they can never get out.\I see nothing wrong.\Okay, let's split into two groups and look!\Ami will come with me. Usagi, go with Rei!\What?! response:	If you don't want to, that's fine!
context: Come, sailor warriors.\I will suck out all of your energy until nothing is left.\Once someone gets in here, they can never get out.\I see nothing wrong.\Okay, let's split into two groups and look!\Ami will come with me. Usagi, go with Rei!\What?!\If you don't want to, that's fine! response:	But...
context: I will suck out all of your energy until nothing is left.\Once someone gets in here, they can never get out.\I see nothing wrong.\Okay, let's split into two groups and look!\Ami will come with me. Usagi, go with Rei!\What?!\If you don't want to, that's fine!\But... response:	Then, we'll see you later.
context: Once someone gets in here, they can never get out.\I see nothing wrong.\Okay, let's split into two groups and look!\Ami will come with me. Usagi, go with Rei!\What?!\If you don't want to, that's fine!\But...\Then, we'll see you later. response:	We're going, too!
context: I see nothing wrong.\Okay, let's split into two groups and look!\Ami will come with me. Usagi, go with Rei!\What?!\If you don't want to, that's fine!\But...\Then, we'll see you later.\We're going, too! response:	Don't be so bossy!
context: Okay, let's split into two groups and look!\Ami will come with me. Usagi, go with Rei!\What?!\If you don't want to, that's fine!\But...\Then, we'll see you later.\We're going, too!\Don't be so bossy! response:	Are you suspecting the Dream Princess?
context: Ami will come with me. Usagi, go with Rei!\What?!\If you don't want to, that's fine!\But...\Then, we'll see you later.\We're going, too!\Don't be so bossy!\Are you suspecting the Dream Princess? response:	My hunch is usually right.
context: What?!\If you don't want to, that's fine!\But...\Then, we'll see you later.\We're going, too!\Don't be so bossy!\Are you suspecting the Dream Princess?\My hunch is usually right. response:	She doesn't look like a bad person.
context: If you don't want to, that's fine!\But...\Then, we'll see you later.\We're going, too!\Don't be so bossy!\Are you suspecting the Dream Princess?\My hunch is usually right.\She doesn't look like a bad person. response:	You just don't understand.
context: But...\Then, we'll see you later.\We're going, too!\Don't be so bossy!\Are you suspecting the Dream Princess?\My hunch is usually right.\She doesn't look like a bad person.\You just don't understand. response:	Look! Even the animals are adorable!
context: Then, we'll see you later.\We're going, too!\Don't be so bossy!\Are you suspecting the Dream Princess?\My hunch is usually right.\She doesn't look like a bad person.\You just don't understand.\Look! Even the animals are adorable! response:	Your name is also an animal, since it means rabbit.
context: We're going, too!\Don't be so bossy!\Are you suspecting the Dream Princess?\My hunch is usually right.\She doesn't look like a bad person.\You just don't understand.\Look! Even the animals are adorable!\Your name is also an animal, since it means rabbit. response:	What do you mean by that?
context: Don't be so bossy!\Are you suspecting the Dream Princess?\My hunch is usually right.\She doesn't look like a bad person.\You just don't understand.\Look! Even the animals are adorable!\Your name is also an animal, since it means rabbit.\What do you mean by that? response:	Oh, no!
context: Are you suspecting the Dream Princess?\My hunch is usually right.\She doesn't look like a bad person.\You just don't understand.\Look! Even the animals are adorable!\Your name is also an animal, since it means rabbit.\What do you mean by that?\Oh, no! response:	No! Don't get on that animal!
context: My hunch is usually right.\She doesn't look like a bad person.\You just don't understand.\Look! Even the animals are adorable!\Your name is also an animal, since it means rabbit.\What do you mean by that?\Oh, no!\No! Don't get on that animal! response:	Why? It's mechanical, but it's safe, you know.
context: She doesn't look like a bad person.\You just don't understand.\Look! Even the animals are adorable!\Your name is also an animal, since it means rabbit.\What do you mean by that?\Oh, no!\No! Don't get on that animal!\Why? It's mechanical, but it's safe, you know. response:	I don't care, just get him off!
context: You just don't understand.\Look! Even the animals are adorable!\Your name is also an animal, since it means rabbit.\What do you mean by that?\Oh, no!\No! Don't get on that animal!\Why? It's mechanical, but it's safe, you know.\I don't care, just get him off! response:	Okay, then.
context: Look! Even the animals are adorable!\Your name is also an animal, since it means rabbit.\What do you mean by that?\Oh, no!\No! Don't get on that animal!\Why? It's mechanical, but it's safe, you know.\I don't care, just get him off!\Okay, then. response:	Let's do it again later.
context: Your name is also an animal, since it means rabbit.\What do you mean by that?\Oh, no!\No! Don't get on that animal!\Why? It's mechanical, but it's safe, you know.\I don't care, just get him off!\Okay, then.\Let's do it again later. response:	No! You should ride it now!
context: What do you mean by that?\Oh, no!\No! Don't get on that animal!\Why? It's mechanical, but it's safe, you know.\I don't care, just get him off!\Okay, then.\Let's do it again later.\No! You should ride it now! response:	Hey!
context: Oh, no!\No! Don't get on that animal!\Why? It's mechanical, but it's safe, you know.\I don't care, just get him off!\Okay, then.\Let's do it again later.\No! You should ride it now!\Hey! response:	It's not a big deal!
context: No! Don't get on that animal!\Why? It's mechanical, but it's safe, you know.\I don't care, just get him off!\Okay, then.\Let's do it again later.\No! You should ride it now!\Hey!\It's not a big deal! response:	Oh, you're so happy-go-lucky!
context: Why? It's mechanical, but it's safe, you know.\I don't care, just get him off!\Okay, then.\Let's do it again later.\No! You should ride it now!\Hey!\It's not a big deal!\Oh, you're so happy-go-lucky! response:	Rei, you're just too suspicious! Relax!
context: I don't care, just get him off!\Okay, then.\Let's do it again later.\No! You should ride it now!\Hey!\It's not a big deal!\Oh, you're so happy-go-lucky!\Rei, you're just too suspicious! Relax! response:	No!
context: Okay, then.\Let's do it again later.\No! You should ride it now!\Hey!\It's not a big deal!\Oh, you're so happy-go-lucky!\Rei, you're just too suspicious! Relax!\No! response:	It's okay!
context: Let's do it again later.\No! You should ride it now!\Hey!\It's not a big deal!\Oh, you're so happy-go-lucky!\Rei, you're just too suspicious! Relax!\No!\It's okay! response:	No!
context: No! You should ride it now!\Hey!\It's not a big deal!\Oh, you're so happy-go-lucky!\Rei, you're just too suspicious! Relax!\No!\It's okay!\No! response:	It's okay!
context: Hey!\It's not a big deal!\Oh, you're so happy-go-lucky!\Rei, you're just too suspicious! Relax!\No!\It's okay!\No!\It's okay! response:	I said, no!
context: It's not a big deal!\Oh, you're so happy-go-lucky!\Rei, you're just too suspicious! Relax!\No!\It's okay!\No!\It's okay!\I said, no! response:	I said, it's okay! I said, no!
context: Oh, you're so happy-go-lucky!\Rei, you're just too suspicious! Relax!\No!\It's okay!\No!\It's okay!\I said, no!\I said, it's okay! I said, no! response:	I said, it's okay!
context: Rei, you're just too suspicious! Relax!\No!\It's okay!\No!\It's okay!\I said, no!\I said, it's okay! I said, no!\I said, it's okay! response:	What are you doing to my boy?!
context: No!\It's okay!\No!\It's okay!\I said, no!\I said, it's okay! I said, no!\I said, it's okay!\What are you doing to my boy?! response:	Mommy.
context: It's okay!\No!\It's okay!\I said, no!\I said, it's okay! I said, no!\I said, it's okay!\What are you doing to my boy?!\Mommy. response:	It seems like we're just playing.
context: No!\It's okay!\I said, no!\I said, it's okay! I said, no!\I said, it's okay!\What are you doing to my boy?!\Mommy.\It seems like we're just playing. response:	This is the best way to patrol.
context: It's okay!\I said, no!\I said, it's okay! I said, no!\I said, it's okay!\What are you doing to my boy?!\Mommy.\It seems like we're just playing.\This is the best way to patrol. response:	I am sorry, it is a stop signal.
context: I said, no!\I said, it's okay! I said, no!\I said, it's okay!\What are you doing to my boy?!\Mommy.\It seems like we're just playing.\This is the best way to patrol.\I am sorry, it is a stop signal. response:	Please wait for a moment.
context: I said, it's okay! I said, no!\I said, it's okay!\What are you doing to my boy?!\Mommy.\It seems like we're just playing.\This is the best way to patrol.\I am sorry, it is a stop signal.\Please wait for a moment. response:	Oh, man...
context: I said, it's okay!\What are you doing to my boy?!\Mommy.\It seems like we're just playing.\This is the best way to patrol.\I am sorry, it is a stop signal.\Please wait for a moment.\Oh, man... response:	Hey!
context: What are you doing to my boy?!\Mommy.\It seems like we're just playing.\This is the best way to patrol.\I am sorry, it is a stop signal.\Please wait for a moment.\Oh, man...\Hey! response:	What? You, again?!
context: Mommy.\It seems like we're just playing.\This is the best way to patrol.\I am sorry, it is a stop signal.\Please wait for a moment.\Oh, man...\Hey!\What? You, again?! response:	Wait a minute! You rammed me with your rock-hard head!
context: It seems like we're just playing.\This is the best way to patrol.\I am sorry, it is a stop signal.\Please wait for a moment.\Oh, man...\Hey!\What? You, again?!\Wait a minute! You rammed me with your rock-hard head! response:	That's no way to treat me, you dumpling head!
context: This is the best way to patrol.\I am sorry, it is a stop signal.\Please wait for a moment.\Oh, man...\Hey!\What? You, again?!\Wait a minute! You rammed me with your rock-hard head!\That's no way to treat me, you dumpling head! response:	Dumpling head, is it? I can so see that!
context: I am sorry, it is a stop signal.\Please wait for a moment.\Oh, man...\Hey!\What? You, again?!\Wait a minute! You rammed me with your rock-hard head!\That's no way to treat me, you dumpling head!\Dumpling head, is it? I can so see that! response:	They also look kind of like hot spring buns.
context: Please wait for a moment.\Oh, man...\Hey!\What? You, again?!\Wait a minute! You rammed me with your rock-hard head!\That's no way to treat me, you dumpling head!\Dumpling head, is it? I can so see that!\They also look kind of like hot spring buns. response:	Oh, you're right! They also look kind of like hot spring buns.
context: Oh, man...\Hey!\What? You, again?!\Wait a minute! You rammed me with your rock-hard head!\That's no way to treat me, you dumpling head!\Dumpling head, is it? I can so see that!\They also look kind of like hot spring buns.\Oh, you're right! They also look kind of like hot spring buns. response:	Oh, you're right!
context: Hey!\What? You, again?!\Wait a minute! You rammed me with your rock-hard head!\That's no way to treat me, you dumpling head!\Dumpling head, is it? I can so see that!\They also look kind of like hot spring buns.\Oh, you're right! They also look kind of like hot spring buns.\Oh, you're right! response:	Oh, you're right! See?
context: What? You, again?!\Wait a minute! You rammed me with your rock-hard head!\That's no way to treat me, you dumpling head!\Dumpling head, is it? I can so see that!\They also look kind of like hot spring buns.\Oh, you're right! They also look kind of like hot spring buns.\Oh, you're right!\Oh, you're right! See? response:	That's enough, both of you! See?
context: Wait a minute! You rammed me with your rock-hard head!\That's no way to treat me, you dumpling head!\Dumpling head, is it? I can so see that!\They also look kind of like hot spring buns.\Oh, you're right! They also look kind of like hot spring buns.\Oh, you're right!\Oh, you're right! See?\That's enough, both of you! See? response:	That's enough, both of you!
context: That's no way to treat me, you dumpling head!\Dumpling head, is it? I can so see that!\They also look kind of like hot spring buns.\Oh, you're right! They also look kind of like hot spring buns.\Oh, you're right!\Oh, you're right! See?\That's enough, both of you! See?\That's enough, both of you! response:	Anyway, what's a guy doing on a toy train all by himself?!
context: Dumpling head, is it? I can so see that!\They also look kind of like hot spring buns.\Oh, you're right! They also look kind of like hot spring buns.\Oh, you're right!\Oh, you're right! See?\That's enough, both of you! See?\That's enough, both of you!\Anyway, what's a guy doing on a toy train all by himself?! response:	Could it be you're actually a really big loser?!
context: They also look kind of like hot spring buns.\Oh, you're right! They also look kind of like hot spring buns.\Oh, you're right!\Oh, you're right! See?\That's enough, both of you! See?\That's enough, both of you!\Anyway, what's a guy doing on a toy train all by himself?!\Could it be you're actually a really big loser?! response:	You make me laugh! ! It's so funny, my tummy hurts!
context: Oh, you're right! They also look kind of like hot spring buns.\Oh, you're right!\Oh, you're right! See?\That's enough, both of you! See?\That's enough, both of you!\Anyway, what's a guy doing on a toy train all by himself?!\Could it be you're actually a really big loser?!\You make me laugh! ! It's so funny, my tummy hurts! response:	I've got my reasons for being here!
context: Oh, you're right!\Oh, you're right! See?\That's enough, both of you! See?\That's enough, both of you!\Anyway, what's a guy doing on a toy train all by himself?!\Could it be you're actually a really big loser?!\You make me laugh! ! It's so funny, my tummy hurts!\I've got my reasons for being here! response:	She just had to touch a sore spot.
context: Oh, you're right! See?\That's enough, both of you! See?\That's enough, both of you!\Anyway, what's a guy doing on a toy train all by himself?!\Could it be you're actually a really big loser?!\You make me laugh! ! It's so funny, my tummy hurts!\I've got my reasons for being here!\She just had to touch a sore spot. response:	Hey, Mr. Panda!
context: That's enough, both of you! See?\That's enough, both of you!\Anyway, what's a guy doing on a toy train all by himself?!\Could it be you're actually a really big loser?!\You make me laugh! ! It's so funny, my tummy hurts!\I've got my reasons for being here!\She just had to touch a sore spot.\Hey, Mr. Panda! response:	Don't keep doing this stop and go!
context: That's enough, both of you!\Anyway, what's a guy doing on a toy train all by himself?!\Could it be you're actually a really big loser?!\You make me laugh! ! It's so funny, my tummy hurts!\I've got my reasons for being here!\She just had to touch a sore spot.\Hey, Mr. Panda!\Don't keep doing this stop and go! response:	A show will be starting at the candy house.
context: Anyway, what's a guy doing on a toy train all by himself?!\Could it be you're actually a really big loser?!\You make me laugh! ! It's so funny, my tummy hurts!\I've got my reasons for being here!\She just had to touch a sore spot.\Hey, Mr. Panda!\Don't keep doing this stop and go!\A show will be starting at the candy house. response:	A show will be starting at the candy house.
context: Could it be you're actually a really big loser?!\You make me laugh! ! It's so funny, my tummy hurts!\I've got my reasons for being here!\She just had to touch a sore spot.\Hey, Mr. Panda!\Don't keep doing this stop and go!\A show will be starting at the candy house.\A show will be starting at the candy house. response:	Mr. Panda, stop! Stop! A show will be starting at the candy house.
context: You make me laugh! ! It's so funny, my tummy hurts!\I've got my reasons for being here!\She just had to touch a sore spot.\Hey, Mr. Panda!\Don't keep doing this stop and go!\A show will be starting at the candy house.\A show will be starting at the candy house.\Mr. Panda, stop! Stop! A show will be starting at the candy house. response:	A show will be starting at the candy house.
context: I've got my reasons for being here!\She just had to touch a sore spot.\Hey, Mr. Panda!\Don't keep doing this stop and go!\A show will be starting at the candy house.\A show will be starting at the candy house.\Mr. Panda, stop! Stop! A show will be starting at the candy house.\A show will be starting at the candy house. response:	I cannot just stop and go anytime.
context: She just had to touch a sore spot.\Hey, Mr. Panda!\Don't keep doing this stop and go!\A show will be starting at the candy house.\A show will be starting at the candy house.\Mr. Panda, stop! Stop! A show will be starting at the candy house.\A show will be starting at the candy house.\I cannot just stop and go anytime. response:	He's so inflexible!
context: Hey, Mr. Panda!\Don't keep doing this stop and go!\A show will be starting at the candy house.\A show will be starting at the candy house.\Mr. Panda, stop! Stop! A show will be starting at the candy house.\A show will be starting at the candy house.\I cannot just stop and go anytime.\He's so inflexible! response:	Hey, hey! The guy sitting in front of us...
context: Don't keep doing this stop and go!\A show will be starting at the candy house.\A show will be starting at the candy house.\Mr. Panda, stop! Stop! A show will be starting at the candy house.\A show will be starting at the candy house.\I cannot just stop and go anytime.\He's so inflexible!\Hey, hey! The guy sitting in front of us... response:	Doesn't he sort of look like Tuxedo Mask?
context: A show will be starting at the candy house.\A show will be starting at the candy house.\Mr. Panda, stop! Stop! A show will be starting at the candy house.\A show will be starting at the candy house.\I cannot just stop and go anytime.\He's so inflexible!\Hey, hey! The guy sitting in front of us...\Doesn't he sort of look like Tuxedo Mask? response:	No, he does not! He looks nothing like him!
context: A show will be starting at the candy house.\Mr. Panda, stop! Stop! A show will be starting at the candy house.\A show will be starting at the candy house.\I cannot just stop and go anytime.\He's so inflexible!\Hey, hey! The guy sitting in front of us...\Doesn't he sort of look like Tuxedo Mask?\No, he does not! He looks nothing like him! response:	Luna!
context: Mr. Panda, stop! Stop! A show will be starting at the candy house.\A show will be starting at the candy house.\I cannot just stop and go anytime.\He's so inflexible!\Hey, hey! The guy sitting in front of us...\Doesn't he sort of look like Tuxedo Mask?\No, he does not! He looks nothing like him!\Luna! response:	Oh? Where's Ami?
context: A show will be starting at the candy house.\I cannot just stop and go anytime.\He's so inflexible!\Hey, hey! The guy sitting in front of us...\Doesn't he sort of look like Tuxedo Mask?\No, he does not! He looks nothing like him!\Luna!\Oh? Where's Ami? response:	Inside!
context: I cannot just stop and go anytime.\He's so inflexible!\Hey, hey! The guy sitting in front of us...\Doesn't he sort of look like Tuxedo Mask?\No, he does not! He looks nothing like him!\Luna!\Oh? Where's Ami?\Inside! response:	No fair! No fair!
context: He's so inflexible!\Hey, hey! The guy sitting in front of us...\Doesn't he sort of look like Tuxedo Mask?\No, he does not! He looks nothing like him!\Luna!\Oh? Where's Ami?\Inside!\No fair! No fair! response:	Why did she get to go in by herself?!
context: Hey, hey! The guy sitting in front of us...\Doesn't he sort of look like Tuxedo Mask?\No, he does not! He looks nothing like him!\Luna!\Oh? Where's Ami?\Inside!\No fair! No fair!\Why did she get to go in by herself?! response:	I feel an evil aura.
context: Doesn't he sort of look like Tuxedo Mask?\No, he does not! He looks nothing like him!\Luna!\Oh? Where's Ami?\Inside!\No fair! No fair!\Why did she get to go in by herself?!\I feel an evil aura. response:	Wow! These are real sweets!
context: No, he does not! He looks nothing like him!\Luna!\Oh? Where's Ami?\Inside!\No fair! No fair!\Why did she get to go in by herself?!\I feel an evil aura.\Wow! These are real sweets! response:	Amazing! Wow! These are real sweets!
context: Luna!\Oh? Where's Ami?\Inside!\No fair! No fair!\Why did she get to go in by herself?!\I feel an evil aura.\Wow! These are real sweets!\Amazing! Wow! These are real sweets! response:	Amazing!
context: Oh? Where's Ami?\Inside!\No fair! No fair!\Why did she get to go in by herself?!\I feel an evil aura.\Wow! These are real sweets!\Amazing! Wow! These are real sweets!\Amazing! response:	These candies look like gems.
context: Inside!\No fair! No fair!\Why did she get to go in by herself?!\I feel an evil aura.\Wow! These are real sweets!\Amazing! Wow! These are real sweets!\Amazing!\These candies look like gems. response:	They're beautiful!
context: No fair! No fair!\Why did she get to go in by herself?!\I feel an evil aura.\Wow! These are real sweets!\Amazing! Wow! These are real sweets!\Amazing!\These candies look like gems.\They're beautiful! response:	We may find some kind of clue in here.
context: Why did she get to go in by herself?!\I feel an evil aura.\Wow! These are real sweets!\Amazing! Wow! These are real sweets!\Amazing!\These candies look like gems.\They're beautiful!\We may find some kind of clue in here. response:	Ladies and gentlemen!
context: I feel an evil aura.\Wow! These are real sweets!\Amazing! Wow! These are real sweets!\Amazing!\These candies look like gems.\They're beautiful!\We may find some kind of clue in here.\Ladies and gentlemen! response:	Please enjoy the show!
context: Wow! These are real sweets!\Amazing! Wow! These are real sweets!\Amazing!\These candies look like gems.\They're beautiful!\We may find some kind of clue in here.\Ladies and gentlemen!\Please enjoy the show! response:	Okay!
context: Amazing! Wow! These are real sweets!\Amazing!\These candies look like gems.\They're beautiful!\We may find some kind of clue in here.\Ladies and gentlemen!\Please enjoy the show!\Okay! response:	It's like a dream.
context: Amazing!\These candies look like gems.\They're beautiful!\We may find some kind of clue in here.\Ladies and gentlemen!\Please enjoy the show!\Okay!\It's like a dream. response:	I wish I could stay here like this forever.
context: These candies look like gems.\They're beautiful!\We may find some kind of clue in here.\Ladies and gentlemen!\Please enjoy the show!\Okay!\It's like a dream.\I wish I could stay here like this forever. response:	No way! This just can't be possible!
context: They're beautiful!\We may find some kind of clue in here.\Ladies and gentlemen!\Please enjoy the show!\Okay!\It's like a dream.\I wish I could stay here like this forever.\No way! This just can't be possible! response:	I will take your energy while you are dreaming.
context: We may find some kind of clue in here.\Ladies and gentlemen!\Please enjoy the show!\Okay!\It's like a dream.\I wish I could stay here like this forever.\No way! This just can't be possible!\I will take your energy while you are dreaming. response:	I see! That apple collects energy...
context: Ladies and gentlemen!\Please enjoy the show!\Okay!\It's like a dream.\I wish I could stay here like this forever.\No way! This just can't be possible!\I will take your energy while you are dreaming.\I see! That apple collects energy... response:	As I thought, this is the place where everyone disappeared.
context: Please enjoy the show!\Okay!\It's like a dream.\I wish I could stay here like this forever.\No way! This just can't be possible!\I will take your energy while you are dreaming.\I see! That apple collects energy...\As I thought, this is the place where everyone disappeared. response:	What's wrong?
context: Okay!\It's like a dream.\I wish I could stay here like this forever.\No way! This just can't be possible!\I will take your energy while you are dreaming.\I see! That apple collects energy...\As I thought, this is the place where everyone disappeared.\What's wrong? response:	Something's happened inside!
context: It's like a dream.\I wish I could stay here like this forever.\No way! This just can't be possible!\I will take your energy while you are dreaming.\I see! That apple collects energy...\As I thought, this is the place where everyone disappeared.\What's wrong?\Something's happened inside! response:	What?!
context: I wish I could stay here like this forever.\No way! This just can't be possible!\I will take your energy while you are dreaming.\I see! That apple collects energy...\As I thought, this is the place where everyone disappeared.\What's wrong?\Something's happened inside!\What?! response:	Oh, no! Ami is... What?!
context: No way! This just can't be possible!\I will take your energy while you are dreaming.\I see! That apple collects energy...\As I thought, this is the place where everyone disappeared.\What's wrong?\Something's happened inside!\What?!\Oh, no! Ami is... What?! response:	Oh, no! Ami is...
context: I will take your energy while you are dreaming.\I see! That apple collects energy...\As I thought, this is the place where everyone disappeared.\What's wrong?\Something's happened inside!\What?!\Oh, no! Ami is... What?!\Oh, no! Ami is... response:	It's no use! It's locked!
context: I see! That apple collects energy...\As I thought, this is the place where everyone disappeared.\What's wrong?\Something's happened inside!\What?!\Oh, no! Ami is... What?!\Oh, no! Ami is...\It's no use! It's locked! response:	No! Ami!
context: As I thought, this is the place where everyone disappeared.\What's wrong?\Something's happened inside!\What?!\Oh, no! Ami is... What?!\Oh, no! Ami is...\It's no use! It's locked!\No! Ami! response:	Don't cry about every little thing!
context: What's wrong?\Something's happened inside!\What?!\Oh, no! Ami is... What?!\Oh, no! Ami is...\It's no use! It's locked!\No! Ami!\Don't cry about every little thing! response:	Aren't you worried about Ami?!
context: Something's happened inside!\What?!\Oh, no! Ami is... What?!\Oh, no! Ami is...\It's no use! It's locked!\No! Ami!\Don't cry about every little thing!\Aren't you worried about Ami?! response:	I didn't say that!
context: What?!\Oh, no! Ami is... What?!\Oh, no! Ami is...\It's no use! It's locked!\No! Ami!\Don't cry about every little thing!\Aren't you worried about Ami?!\I didn't say that! response:	No, Rei, you're a cold person! I realize that now!
