context: OP response:	-FINIS-
context: that is what's important to your Mama.\Although going to work isn't much of a dream,\she's still living according to her ideals.\Sometimes dreams can be fulfilled that way.\Living according to your ideals as a dream?\Everyone has a different opinion.\But that's what I love about your Mama.\I respect and feel proud of her. She's a very outstanding person. response:	Do you understand now?
context: Although going to work isn't much of a dream,\she's still living according to her ideals.\Sometimes dreams can be fulfilled that way.\Living according to your ideals as a dream?\Everyone has a different opinion.\But that's what I love about your Mama.\I respect and feel proud of her. She's a very outstanding person.\Do you understand now? response:	You have put innocent bystanders in harm's way.
context: she's still living according to her ideals.\Sometimes dreams can be fulfilled that way.\Living according to your ideals as a dream?\Everyone has a different opinion.\But that's what I love about your Mama.\I respect and feel proud of her. She's a very outstanding person.\Do you understand now?\You have put innocent bystanders in harm's way. response:	They have been chosen by Kyubei. They are no longer bystanders.
context: Sometimes dreams can be fulfilled that way.\Living according to your ideals as a dream?\Everyone has a different opinion.\But that's what I love about your Mama.\I respect and feel proud of her. She's a very outstanding person.\Do you understand now?\You have put innocent bystanders in harm's way.\They have been chosen by Kyubei. They are no longer bystanders. response:	You're persuading them both to become Magical Girls.
context: Living according to your ideals as a dream?\Everyone has a different opinion.\But that's what I love about your Mama.\I respect and feel proud of her. She's a very outstanding person.\Do you understand now?\You have put innocent bystanders in harm's way.\They have been chosen by Kyubei. They are no longer bystanders.\You're persuading them both to become Magical Girls. response:	Is this not to your liking?
context: Everyone has a different opinion.\But that's what I love about your Mama.\I respect and feel proud of her. She's a very outstanding person.\Do you understand now?\You have put innocent bystanders in harm's way.\They have been chosen by Kyubei. They are no longer bystanders.\You're persuading them both to become Magical Girls.\Is this not to your liking? response:	Yes, it troubles me.
context: But that's what I love about your Mama.\I respect and feel proud of her. She's a very outstanding person.\Do you understand now?\You have put innocent bystanders in harm's way.\They have been chosen by Kyubei. They are no longer bystanders.\You're persuading them both to become Magical Girls.\Is this not to your liking?\Yes, it troubles me. response:	Especially that Kaname Madoka.
context: I respect and feel proud of her. She's a very outstanding person.\Do you understand now?\You have put innocent bystanders in harm's way.\They have been chosen by Kyubei. They are no longer bystanders.\You're persuading them both to become Magical Girls.\Is this not to your liking?\Yes, it troubles me.\Especially that Kaname Madoka. response:	Oh? So you noticed it, too?
context: Do you understand now?\You have put innocent bystanders in harm's way.\They have been chosen by Kyubei. They are no longer bystanders.\You're persuading them both to become Magical Girls.\Is this not to your liking?\Yes, it troubles me.\Especially that Kaname Madoka.\Oh? So you noticed it, too? response:	Her latent potential.
context: You have put innocent bystanders in harm's way.\They have been chosen by Kyubei. They are no longer bystanders.\You're persuading them both to become Magical Girls.\Is this not to your liking?\Yes, it troubles me.\Especially that Kaname Madoka.\Oh? So you noticed it, too?\Her latent potential. response:	For her sake, she must not make the contract.
context: They have been chosen by Kyubei. They are no longer bystanders.\You're persuading them both to become Magical Girls.\Is this not to your liking?\Yes, it troubles me.\Especially that Kaname Madoka.\Oh? So you noticed it, too?\Her latent potential.\For her sake, she must not make the contract. response:	Anyone stronger than you would become an obstacle, right?
context: You're persuading them both to become Magical Girls.\Is this not to your liking?\Yes, it troubles me.\Especially that Kaname Madoka.\Oh? So you noticed it, too?\Her latent potential.\For her sake, she must not make the contract.\Anyone stronger than you would become an obstacle, right? response:	That's a really childish and arrogant way of thinking.
context: Is this not to your liking?\Yes, it troubles me.\Especially that Kaname Madoka.\Oh? So you noticed it, too?\Her latent potential.\For her sake, she must not make the contract.\Anyone stronger than you would become an obstacle, right?\That's a really childish and arrogant way of thinking. response:	I do not wish to fight with you.
context: Yes, it troubles me.\Especially that Kaname Madoka.\Oh? So you noticed it, too?\Her latent potential.\For her sake, she must not make the contract.\Anyone stronger than you would become an obstacle, right?\That's a really childish and arrogant way of thinking.\I do not wish to fight with you. response:	Well then, why don't you try to make yourself scarce?
context: Especially that Kaname Madoka.\Oh? So you noticed it, too?\Her latent potential.\For her sake, she must not make the contract.\Anyone stronger than you would become an obstacle, right?\That's a really childish and arrogant way of thinking.\I do not wish to fight with you.\Well then, why don't you try to make yourself scarce? response:	Tonight is the last time we will meet with words.
context: Oh? So you noticed it, too?\Her latent potential.\For her sake, she must not make the contract.\Anyone stronger than you would become an obstacle, right?\That's a really childish and arrogant way of thinking.\I do not wish to fight with you.\Well then, why don't you try to make yourself scarce?\Tonight is the last time we will meet with words. response:	Sorry I'm late.
context: Her latent potential.\For her sake, she must not make the contract.\Anyone stronger than you would become an obstacle, right?\That's a really childish and arrogant way of thinking.\I do not wish to fight with you.\Well then, why don't you try to make yourself scarce?\Tonight is the last time we will meet with words.\Sorry I'm late. response:	Weren't you going to see Kamijou-kun?
context: For her sake, she must not make the contract.\Anyone stronger than you would become an obstacle, right?\That's a really childish and arrogant way of thinking.\I do not wish to fight with you.\Well then, why don't you try to make yourself scarce?\Tonight is the last time we will meet with words.\Sorry I'm late.\Weren't you going to see Kamijou-kun? response:	It seems today just wasn't convenient.
context: Anyone stronger than you would become an obstacle, right?\That's a really childish and arrogant way of thinking.\I do not wish to fight with you.\Well then, why don't you try to make yourself scarce?\Tonight is the last time we will meet with words.\Sorry I'm late.\Weren't you going to see Kamijou-kun?\It seems today just wasn't convenient. response:	And I even rushed all the way here. How rude.
context: That's a really childish and arrogant way of thinking.\I do not wish to fight with you.\Well then, why don't you try to make yourself scarce?\Tonight is the last time we will meet with words.\Sorry I'm late.\Weren't you going to see Kamijou-kun?\It seems today just wasn't convenient.\And I even rushed all the way here. How rude. response:	What's wrong?
context: I do not wish to fight with you.\Well then, why don't you try to make yourself scarce?\Tonight is the last time we will meet with words.\Sorry I'm late.\Weren't you going to see Kamijou-kun?\It seems today just wasn't convenient.\And I even rushed all the way here. How rude.\What's wrong? response:	It looks like there's something there.
context: Well then, why don't you try to make yourself scarce?\Tonight is the last time we will meet with words.\Sorry I'm late.\Weren't you going to see Kamijou-kun?\It seems today just wasn't convenient.\And I even rushed all the way here. How rude.\What's wrong?\It looks like there's something there. response:	It's a grief seed!
context: Tonight is the last time we will meet with words.\Sorry I'm late.\Weren't you going to see Kamijou-kun?\It seems today just wasn't convenient.\And I even rushed all the way here. How rude.\What's wrong?\It looks like there's something there.\It's a grief seed! response:	It's glowing!
context: Sorry I'm late.\Weren't you going to see Kamijou-kun?\It seems today just wasn't convenient.\And I even rushed all the way here. How rude.\What's wrong?\It looks like there's something there.\It's a grief seed!\It's glowing! response:	No way! What is this doing here?
context: Weren't you going to see Kamijou-kun?\It seems today just wasn't convenient.\And I even rushed all the way here. How rude.\What's wrong?\It looks like there's something there.\It's a grief seed!\It's glowing!\No way! What is this doing here? response:	This is bad. We should get out of here!
context: It seems today just wasn't convenient.\And I even rushed all the way here. How rude.\What's wrong?\It looks like there's something there.\It's a grief seed!\It's glowing!\No way! What is this doing here?\This is bad. We should get out of here! response:	It's going to turn into a reality marble soon.
context: And I even rushed all the way here. How rude.\What's wrong?\It looks like there's something there.\It's a grief seed!\It's glowing!\No way! What is this doing here?\This is bad. We should get out of here!\It's going to turn into a reality marble soon. response:	That maze will appear again.
context: What's wrong?\It looks like there's something there.\It's a grief seed!\It's glowing!\No way! What is this doing here?\This is bad. We should get out of here!\It's going to turn into a reality marble soon.\That maze will appear again. response:	Madoka, do you have Mami-san's cell phone number?
context: It looks like there's something there.\It's a grief seed!\It's glowing!\No way! What is this doing here?\This is bad. We should get out of here!\It's going to turn into a reality marble soon.\That maze will appear again.\Madoka, do you have Mami-san's cell phone number? response:	This is really bad.
context: It's a grief seed!\It's glowing!\No way! What is this doing here?\This is bad. We should get out of here!\It's going to turn into a reality marble soon.\That maze will appear again.\Madoka, do you have Mami-san's cell phone number?\This is really bad. response:	Madoka, go on ahead and get Mami-san.
context: It's glowing!\No way! What is this doing here?\This is bad. We should get out of here!\It's going to turn into a reality marble soon.\That maze will appear again.\Madoka, do you have Mami-san's cell phone number?\This is really bad.\Madoka, go on ahead and get Mami-san. response:	I'll stay here and keep watch.
context: No way! What is this doing here?\This is bad. We should get out of here!\It's going to turn into a reality marble soon.\That maze will appear again.\Madoka, do you have Mami-san's cell phone number?\This is really bad.\Madoka, go on ahead and get Mami-san.\I'll stay here and keep watch. response:	No!
context: This is bad. We should get out of here!\It's going to turn into a reality marble soon.\That maze will appear again.\Madoka, do you have Mami-san's cell phone number?\This is really bad.\Madoka, go on ahead and get Mami-san.\I'll stay here and keep watch.\No! response:	That's crazy.
context: It's going to turn into a reality marble soon.\That maze will appear again.\Madoka, do you have Mami-san's cell phone number?\This is really bad.\Madoka, go on ahead and get Mami-san.\I'll stay here and keep watch.\No!\That's crazy. response:	There's still some time left before the Witch inside emerges,
context: That maze will appear again.\Madoka, do you have Mami-san's cell phone number?\This is really bad.\Madoka, go on ahead and get Mami-san.\I'll stay here and keep watch.\No!\That's crazy.\There's still some time left before the Witch inside emerges, response:	but if a reality marble opens, you won't be able to get out.
context: Madoka, do you have Mami-san's cell phone number?\This is really bad.\Madoka, go on ahead and get Mami-san.\I'll stay here and keep watch.\No!\That's crazy.\There's still some time left before the Witch inside emerges,\but if a reality marble opens, you won't be able to get out. response:	Mami might not be able to reach you in time.
context: This is really bad.\Madoka, go on ahead and get Mami-san.\I'll stay here and keep watch.\No!\That's crazy.\There's still some time left before the Witch inside emerges,\but if a reality marble opens, you won't be able to get out.\Mami might not be able to reach you in time. response:	If that maze appears, we won't know the location of this thing.
context: Madoka, go on ahead and get Mami-san.\I'll stay here and keep watch.\No!\That's crazy.\There's still some time left before the Witch inside emerges,\but if a reality marble opens, you won't be able to get out.\Mami might not be able to reach you in time.\If that maze appears, we won't know the location of this thing. response:	We can't just leave it in a place like this.
context: I'll stay here and keep watch.\No!\That's crazy.\There's still some time left before the Witch inside emerges,\but if a reality marble opens, you won't be able to get out.\Mami might not be able to reach you in time.\If that maze appears, we won't know the location of this thing.\We can't just leave it in a place like this. response:	Madoka, you go on ahead.
context: No!\That's crazy.\There's still some time left before the Witch inside emerges,\but if a reality marble opens, you won't be able to get out.\Mami might not be able to reach you in time.\If that maze appears, we won't know the location of this thing.\We can't just leave it in a place like this.\Madoka, you go on ahead. response:	I'll follow Sayaka.
context: That's crazy.\There's still some time left before the Witch inside emerges,\but if a reality marble opens, you won't be able to get out.\Mami might not be able to reach you in time.\If that maze appears, we won't know the location of this thing.\We can't just leave it in a place like this.\Madoka, you go on ahead.\I'll follow Sayaka. response:	Mami can use her telepathy to tell where we are when she arrives.
context: There's still some time left before the Witch inside emerges,\but if a reality marble opens, you won't be able to get out.\Mami might not be able to reach you in time.\If that maze appears, we won't know the location of this thing.\We can't just leave it in a place like this.\Madoka, you go on ahead.\I'll follow Sayaka.\Mami can use her telepathy to tell where we are when she arrives. response:	If I stay here and watch the grief seed with Sayaka,
context: but if a reality marble opens, you won't be able to get out.\Mami might not be able to reach you in time.\If that maze appears, we won't know the location of this thing.\We can't just leave it in a place like this.\Madoka, you go on ahead.\I'll follow Sayaka.\Mami can use her telepathy to tell where we are when she arrives.\If I stay here and watch the grief seed with Sayaka, response:	I'll be able to lead Mami here as quickly as possible.
context: Mami might not be able to reach you in time.\If that maze appears, we won't know the location of this thing.\We can't just leave it in a place like this.\Madoka, you go on ahead.\I'll follow Sayaka.\Mami can use her telepathy to tell where we are when she arrives.\If I stay here and watch the grief seed with Sayaka,\I'll be able to lead Mami here as quickly as possible. response:	Thank you, Kyubei.
context: If that maze appears, we won't know the location of this thing.\We can't just leave it in a place like this.\Madoka, you go on ahead.\I'll follow Sayaka.\Mami can use her telepathy to tell where we are when she arrives.\If I stay here and watch the grief seed with Sayaka,\I'll be able to lead Mami here as quickly as possible.\Thank you, Kyubei. response:	I'll bring Mami-san here immediately.
context: We can't just leave it in a place like this.\Madoka, you go on ahead.\I'll follow Sayaka.\Mami can use her telepathy to tell where we are when she arrives.\If I stay here and watch the grief seed with Sayaka,\I'll be able to lead Mami here as quickly as possible.\Thank you, Kyubei.\I'll bring Mami-san here immediately. response:	Are you scared, Sayaka?
context: Madoka, you go on ahead.\I'll follow Sayaka.\Mami can use her telepathy to tell where we are when she arrives.\If I stay here and watch the grief seed with Sayaka,\I'll be able to lead Mami here as quickly as possible.\Thank you, Kyubei.\I'll bring Mami-san here immediately.\Are you scared, Sayaka? response:	Of course I am.
context: I'll follow Sayaka.\Mami can use her telepathy to tell where we are when she arrives.\If I stay here and watch the grief seed with Sayaka,\I'll be able to lead Mami here as quickly as possible.\Thank you, Kyubei.\I'll bring Mami-san here immediately.\Are you scared, Sayaka?\Of course I am. response:	If you've already decided on your wish, I can transform you into a Magical Girl here.
context: Mami can use her telepathy to tell where we are when she arrives.\If I stay here and watch the grief seed with Sayaka,\I'll be able to lead Mami here as quickly as possible.\Thank you, Kyubei.\I'll bring Mami-san here immediately.\Are you scared, Sayaka?\Of course I am.\If you've already decided on your wish, I can transform you into a Magical Girl here. response:	I'm counting on you if something happens.
context: If I stay here and watch the grief seed with Sayaka,\I'll be able to lead Mami here as quickly as possible.\Thank you, Kyubei.\I'll bring Mami-san here immediately.\Are you scared, Sayaka?\Of course I am.\If you've already decided on your wish, I can transform you into a Magical Girl here.\I'm counting on you if something happens. response:	But I think we should wait for now.
context: I'll be able to lead Mami here as quickly as possible.\Thank you, Kyubei.\I'll bring Mami-san here immediately.\Are you scared, Sayaka?\Of course I am.\If you've already decided on your wish, I can transform you into a Magical Girl here.\I'm counting on you if something happens.\But I think we should wait for now. response:	This is something very important to me.
context: Thank you, Kyubei.\I'll bring Mami-san here immediately.\Are you scared, Sayaka?\Of course I am.\If you've already decided on your wish, I can transform you into a Magical Girl here.\I'm counting on you if something happens.\But I think we should wait for now.\This is something very important to me. response:	If possible, I'd rather not decide it on a whim.
context: I'll bring Mami-san here immediately.\Are you scared, Sayaka?\Of course I am.\If you've already decided on your wish, I can transform you into a Magical Girl here.\I'm counting on you if something happens.\But I think we should wait for now.\This is something very important to me.\If possible, I'd rather not decide it on a whim. response:	It's here, right?
context: Are you scared, Sayaka?\Of course I am.\If you've already decided on your wish, I can transform you into a Magical Girl here.\I'm counting on you if something happens.\But I think we should wait for now.\This is something very important to me.\If possible, I'd rather not decide it on a whim.\It's here, right? response:	Kyubei, what's the situation?
context: Of course I am.\If you've already decided on your wish, I can transform you into a Magical Girl here.\I'm counting on you if something happens.\But I think we should wait for now.\This is something very important to me.\If possible, I'd rather not decide it on a whim.\It's here, right?\Kyubei, what's the situation? response:	We're fine for now. It doesn't look like it's going to hatch for a while.
context: If you've already decided on your wish, I can transform you into a Magical Girl here.\I'm counting on you if something happens.\But I think we should wait for now.\This is something very important to me.\If possible, I'd rather not decide it on a whim.\It's here, right?\Kyubei, what's the situation?\We're fine for now. It doesn't look like it's going to hatch for a while. response:	Sayaka-chan, are you okay?
context: I'm counting on you if something happens.\But I think we should wait for now.\This is something very important to me.\If possible, I'd rather not decide it on a whim.\It's here, right?\Kyubei, what's the situation?\We're fine for now. It doesn't look like it's going to hatch for a while.\Sayaka-chan, are you okay? response:	I'm fine! I'm getting so bored here I think I might fall asleep.
context: But I think we should wait for now.\This is something very important to me.\If possible, I'd rather not decide it on a whim.\It's here, right?\Kyubei, what's the situation?\We're fine for now. It doesn't look like it's going to hatch for a while.\Sayaka-chan, are you okay?\I'm fine! I'm getting so bored here I think I might fall asleep. response:	However, if we use too much magical energy and excite the egg, things could get bad.
context: This is something very important to me.\If possible, I'd rather not decide it on a whim.\It's here, right?\Kyubei, what's the situation?\We're fine for now. It doesn't look like it's going to hatch for a while.\Sayaka-chan, are you okay?\I'm fine! I'm getting so bored here I think I might fall asleep.\However, if we use too much magical energy and excite the egg, things could get bad. response:	There's no need to rush. Just try to cause as little noise as possible.
context: If possible, I'd rather not decide it on a whim.\It's here, right?\Kyubei, what's the situation?\We're fine for now. It doesn't look like it's going to hatch for a while.\Sayaka-chan, are you okay?\I'm fine! I'm getting so bored here I think I might fall asleep.\However, if we use too much magical energy and excite the egg, things could get bad.\There's no need to rush. Just try to cause as little noise as possible. response:	I understand.
context: It's here, right?\Kyubei, what's the situation?\We're fine for now. It doesn't look like it's going to hatch for a while.\Sayaka-chan, are you okay?\I'm fine! I'm getting so bored here I think I might fall asleep.\However, if we use too much magical energy and excite the egg, things could get bad.\There's no need to rush. Just try to cause as little noise as possible.\I understand. response:	I'm glad you made it.
context: Kyubei, what's the situation?\We're fine for now. It doesn't look like it's going to hatch for a while.\Sayaka-chan, are you okay?\I'm fine! I'm getting so bored here I think I might fall asleep.\However, if we use too much magical energy and excite the egg, things could get bad.\There's no need to rush. Just try to cause as little noise as possible.\I understand.\I'm glad you made it. response:	Things are getting messy. I know I said I'd teach you,
context: We're fine for now. It doesn't look like it's going to hatch for a while.\Sayaka-chan, are you okay?\I'm fine! I'm getting so bored here I think I might fall asleep.\However, if we use too much magical energy and excite the egg, things could get bad.\There's no need to rush. Just try to cause as little noise as possible.\I understand.\I'm glad you made it.\Things are getting messy. I know I said I'd teach you, response:	but it looks like Sayaka was right this time.
context: Sayaka-chan, are you okay?\I'm fine! I'm getting so bored here I think I might fall asleep.\However, if we use too much magical energy and excite the egg, things could get bad.\There's no need to rush. Just try to cause as little noise as possible.\I understand.\I'm glad you made it.\Things are getting messy. I know I said I'd teach you,\but it looks like Sayaka was right this time. response:	This way we don't have to worry about the Witch escaping.
context: I'm fine! I'm getting so bored here I think I might fall asleep.\However, if we use too much magical energy and excite the egg, things could get bad.\There's no need to rush. Just try to cause as little noise as possible.\I understand.\I'm glad you made it.\Things are getting messy. I know I said I'd teach you,\but it looks like Sayaka was right this time.\This way we don't have to worry about the Witch escaping. response:	I'll say it again, you had better stop appearing.
context: However, if we use too much magical energy and excite the egg, things could get bad.\There's no need to rush. Just try to cause as little noise as possible.\I understand.\I'm glad you made it.\Things are getting messy. I know I said I'd teach you,\but it looks like Sayaka was right this time.\This way we don't have to worry about the Witch escaping.\I'll say it again, you had better stop appearing. response:	I will be the one to hunt this beast.
context: There's no need to rush. Just try to cause as little noise as possible.\I understand.\I'm glad you made it.\Things are getting messy. I know I said I'd teach you,\but it looks like Sayaka was right this time.\This way we don't have to worry about the Witch escaping.\I'll say it again, you had better stop appearing.\I will be the one to hunt this beast. response:	Please withdraw from the area.
context: I understand.\I'm glad you made it.\Things are getting messy. I know I said I'd teach you,\but it looks like Sayaka was right this time.\This way we don't have to worry about the Witch escaping.\I'll say it again, you had better stop appearing.\I will be the one to hunt this beast.\Please withdraw from the area. response:	I can't do that.
context: I'm glad you made it.\Things are getting messy. I know I said I'd teach you,\but it looks like Sayaka was right this time.\This way we don't have to worry about the Witch escaping.\I'll say it again, you had better stop appearing.\I will be the one to hunt this beast.\Please withdraw from the area.\I can't do that. response:	We need to retrieve Miki-san and Kyubei.
context: Things are getting messy. I know I said I'd teach you,\but it looks like Sayaka was right this time.\This way we don't have to worry about the Witch escaping.\I'll say it again, you had better stop appearing.\I will be the one to hunt this beast.\Please withdraw from the area.\I can't do that.\We need to retrieve Miki-san and Kyubei. response:	I will guarantee their safety.
context: but it looks like Sayaka was right this time.\This way we don't have to worry about the Witch escaping.\I'll say it again, you had better stop appearing.\I will be the one to hunt this beast.\Please withdraw from the area.\I can't do that.\We need to retrieve Miki-san and Kyubei.\I will guarantee their safety. response:	Do you really think I'll believe that?
context: This way we don't have to worry about the Witch escaping.\I'll say it again, you had better stop appearing.\I will be the one to hunt this beast.\Please withdraw from the area.\I can't do that.\We need to retrieve Miki-san and Kyubei.\I will guarantee their safety.\Do you really think I'll believe that? response:	Th-This is foolish.
context: I'll say it again, you had better stop appearing.\I will be the one to hunt this beast.\Please withdraw from the area.\I can't do that.\We need to retrieve Miki-san and Kyubei.\I will guarantee their safety.\Do you really think I'll believe that?\Th-This is foolish. response:	This is not the time for this.
context: I will be the one to hunt this beast.\Please withdraw from the area.\I can't do that.\We need to retrieve Miki-san and Kyubei.\I will guarantee their safety.\Do you really think I'll believe that?\Th-This is foolish.\This is not the time for this. response:	I have no intention of hurting you.
context: Please withdraw from the area.\I can't do that.\We need to retrieve Miki-san and Kyubei.\I will guarantee their safety.\Do you really think I'll believe that?\Th-This is foolish.\This is not the time for this.\I have no intention of hurting you. response:	But if you do something reckless, I can't ensure your safety.
context: I can't do that.\We need to retrieve Miki-san and Kyubei.\I will guarantee their safety.\Do you really think I'll believe that?\Th-This is foolish.\This is not the time for this.\I have no intention of hurting you.\But if you do something reckless, I can't ensure your safety. response:	This Witch is on a different level from the ones that you previously encountered.
context: We need to retrieve Miki-san and Kyubei.\I will guarantee their safety.\Do you really think I'll believe that?\Th-This is foolish.\This is not the time for this.\I have no intention of hurting you.\But if you do something reckless, I can't ensure your safety.\This Witch is on a different level from the ones that you previously encountered. response:	If you behave yourself here, I'll release you when I come back.
context: I will guarantee their safety.\Do you really think I'll believe that?\Th-This is foolish.\This is not the time for this.\I have no intention of hurting you.\But if you do something reckless, I can't ensure your safety.\This Witch is on a different level from the ones that you previously encountered.\If you behave yourself here, I'll release you when I come back. response:	Kaname-san. Shall we?
context: Do you really think I'll believe that?\Th-This is foolish.\This is not the time for this.\I have no intention of hurting you.\But if you do something reckless, I can't ensure your safety.\This Witch is on a different level from the ones that you previously encountered.\If you behave yourself here, I'll release you when I come back.\Kaname-san. Shall we? response:	Yes.
context: Th-This is foolish.\This is not the time for this.\I have no intention of hurting you.\But if you do something reckless, I can't ensure your safety.\This Witch is on a different level from the ones that you previously encountered.\If you behave yourself here, I'll release you when I come back.\Kaname-san. Shall we?\Yes. response:	Wait
context: This is not the time for this.\I have no intention of hurting you.\But if you do something reckless, I can't ensure your safety.\This Witch is on a different level from the ones that you previously encountered.\If you behave yourself here, I'll release you when I come back.\Kaname-san. Shall we?\Yes.\Wait response:	Excuse me, Mami-san.
context: I have no intention of hurting you.\But if you do something reckless, I can't ensure your safety.\This Witch is on a different level from the ones that you previously encountered.\If you behave yourself here, I'll release you when I come back.\Kaname-san. Shall we?\Yes.\Wait\Excuse me, Mami-san. response:	Yes?
context: But if you do something reckless, I can't ensure your safety.\This Witch is on a different level from the ones that you previously encountered.\If you behave yourself here, I'll release you when I come back.\Kaname-san. Shall we?\Yes.\Wait\Excuse me, Mami-san.\Yes? response:	I've been giving a lot of thought to my wish.
context: This Witch is on a different level from the ones that you previously encountered.\If you behave yourself here, I'll release you when I come back.\Kaname-san. Shall we?\Yes.\Wait\Excuse me, Mami-san.\Yes?\I've been giving a lot of thought to my wish. response:	Have you decided?
context: If you behave yourself here, I'll release you when I come back.\Kaname-san. Shall we?\Yes.\Wait\Excuse me, Mami-san.\Yes?\I've been giving a lot of thought to my wish.\Have you decided? response:	Yes.
context: Kaname-san. Shall we?\Yes.\Wait\Excuse me, Mami-san.\Yes?\I've been giving a lot of thought to my wish.\Have you decided?\Yes. response:	But, well...
context: Yes.\Wait\Excuse me, Mami-san.\Yes?\I've been giving a lot of thought to my wish.\Have you decided?\Yes.\But, well... response:	You might think that it sounds naive.
context: Wait\Excuse me, Mami-san.\Yes?\I've been giving a lot of thought to my wish.\Have you decided?\Yes.\But, well...\You might think that it sounds naive. response:	What kind of wish do you intend to make?
context: Excuse me, Mami-san.\Yes?\I've been giving a lot of thought to my wish.\Have you decided?\Yes.\But, well...\You might think that it sounds naive.\What kind of wish do you intend to make? response:	I've never been outstanding at anything or had something I could brag about.
context: Yes?\I've been giving a lot of thought to my wish.\Have you decided?\Yes.\But, well...\You might think that it sounds naive.\What kind of wish do you intend to make?\I've never been outstanding at anything or had something I could brag about. response:	I'm sure I'm just going to become a useless burden to everyone as time goes on.
context: I've been giving a lot of thought to my wish.\Have you decided?\Yes.\But, well...\You might think that it sounds naive.\What kind of wish do you intend to make?\I've never been outstanding at anything or had something I could brag about.\I'm sure I'm just going to become a useless burden to everyone as time goes on. response:	I really don't want that to happen.
context: Have you decided?\Yes.\But, well...\You might think that it sounds naive.\What kind of wish do you intend to make?\I've never been outstanding at anything or had something I could brag about.\I'm sure I'm just going to become a useless burden to everyone as time goes on.\I really don't want that to happen. response:	When I met you, I saw that you were fighting for the sake of others.
context: Yes.\But, well...\You might think that it sounds naive.\What kind of wish do you intend to make?\I've never been outstanding at anything or had something I could brag about.\I'm sure I'm just going to become a useless burden to everyone as time goes on.\I really don't want that to happen.\When I met you, I saw that you were fighting for the sake of others. response:	You even told me that I could do it too.
context: But, well...\You might think that it sounds naive.\What kind of wish do you intend to make?\I've never been outstanding at anything or had something I could brag about.\I'm sure I'm just going to become a useless burden to everyone as time goes on.\I really don't want that to happen.\When I met you, I saw that you were fighting for the sake of others.\You even told me that I could do it too. response:	That made me really happy.
context: You might think that it sounds naive.\What kind of wish do you intend to make?\I've never been outstanding at anything or had something I could brag about.\I'm sure I'm just going to become a useless burden to everyone as time goes on.\I really don't want that to happen.\When I met you, I saw that you were fighting for the sake of others.\You even told me that I could do it too.\That made me really happy. response:	Therefore, my wish is to become a Magical Girl.
context: What kind of wish do you intend to make?\I've never been outstanding at anything or had something I could brag about.\I'm sure I'm just going to become a useless burden to everyone as time goes on.\I really don't want that to happen.\When I met you, I saw that you were fighting for the sake of others.\You even told me that I could do it too.\That made me really happy.\Therefore, my wish is to become a Magical Girl. response:	Then even someone like me can help others.
context: I've never been outstanding at anything or had something I could brag about.\I'm sure I'm just going to become a useless burden to everyone as time goes on.\I really don't want that to happen.\When I met you, I saw that you were fighting for the sake of others.\You even told me that I could do it too.\That made me really happy.\Therefore, my wish is to become a Magical Girl.\Then even someone like me can help others. response:	I can live proudly that way.
context: I'm sure I'm just going to become a useless burden to everyone as time goes on.\I really don't want that to happen.\When I met you, I saw that you were fighting for the sake of others.\You even told me that I could do it too.\That made me really happy.\Therefore, my wish is to become a Magical Girl.\Then even someone like me can help others.\I can live proudly that way. response:	That is my greatest wish.
context: I really don't want that to happen.\When I met you, I saw that you were fighting for the sake of others.\You even told me that I could do it too.\That made me really happy.\Therefore, my wish is to become a Magical Girl.\Then even someone like me can help others.\I can live proudly that way.\That is my greatest wish. response:	It won't be fun.
context: When I met you, I saw that you were fighting for the sake of others.\You even told me that I could do it too.\That made me really happy.\Therefore, my wish is to become a Magical Girl.\Then even someone like me can help others.\I can live proudly that way.\That is my greatest wish.\It won't be fun. response:	You will get hurt, and there will be no time for you to do what you want or have relationships.
context: You even told me that I could do it too.\That made me really happy.\Therefore, my wish is to become a Magical Girl.\Then even someone like me can help others.\I can live proudly that way.\That is my greatest wish.\It won't be fun.\You will get hurt, and there will be no time for you to do what you want or have relationships. response:	I understand that. But even so, you persevere through it all, and I admire you for it.
context: That made me really happy.\Therefore, my wish is to become a Magical Girl.\Then even someone like me can help others.\I can live proudly that way.\That is my greatest wish.\It won't be fun.\You will get hurt, and there will be no time for you to do what you want or have relationships.\I understand that. But even so, you persevere through it all, and I admire you for it. response:	I don't deserve anyone's admiration.
context: Therefore, my wish is to become a Magical Girl.\Then even someone like me can help others.\I can live proudly that way.\That is my greatest wish.\It won't be fun.\You will get hurt, and there will be no time for you to do what you want or have relationships.\I understand that. But even so, you persevere through it all, and I admire you for it.\I don't deserve anyone's admiration. response:	I'm just forcing myself to man up.
context: Then even someone like me can help others.\I can live proudly that way.\That is my greatest wish.\It won't be fun.\You will get hurt, and there will be no time for you to do what you want or have relationships.\I understand that. But even so, you persevere through it all, and I admire you for it.\I don't deserve anyone's admiration.\I'm just forcing myself to man up. response:	Even when I'm frightened or in pain, I have no one to tell.
context: I can live proudly that way.\That is my greatest wish.\It won't be fun.\You will get hurt, and there will be no time for you to do what you want or have relationships.\I understand that. But even so, you persevere through it all, and I admire you for it.\I don't deserve anyone's admiration.\I'm just forcing myself to man up.\Even when I'm frightened or in pain, I have no one to tell. response:	All I can do is hide and cry.
