context: Jojo's Bizarre Adventure response:	Diamond is Unbreakable
context: An extremely terrible danger is coming to this city...\No, it's already begun.\Since the beginning of this year, 1999, 81 people have disappeared in Morioh City.\Abductions Kidnapping Cases\Of that number, 45 of them were young boys and girls.\Even if some were runaways,\Have You Seen This Person?\that's still seven to eight times greater than Japan's national average per city. response:	That number is extreme.
context: No, it's already begun.\Since the beginning of this year, 1999, 81 people have disappeared in Morioh City.\Abductions Kidnapping Cases\Of that number, 45 of them were young boys and girls.\Even if some were runaways,\Have You Seen This Person?\that's still seven to eight times greater than Japan's national average per city.\That number is extreme. response:	Not to mention...
context: Since the beginning of this year, 1999, 81 people have disappeared in Morioh City.\Abductions Kidnapping Cases\Of that number, 45 of them were young boys and girls.\Even if some were runaways,\Have You Seen This Person?\that's still seven to eight times greater than Japan's national average per city.\That number is extreme.\Not to mention... response:	Ryohei Higashikata Dead (Morioh Police Officer)
context: Abductions Kidnapping Cases\Of that number, 45 of them were young boys and girls.\Even if some were runaways,\Have You Seen This Person?\that's still seven to eight times greater than Japan's national average per city.\That number is extreme.\Not to mention...\Ryohei Higashikata Dead (Morioh Police Officer) response:	Josuke's grandfather...
context: Of that number, 45 of them were young boys and girls.\Even if some were runaways,\Have You Seen This Person?\that's still seven to eight times greater than Japan's national average per city.\That number is extreme.\Not to mention...\Ryohei Higashikata Dead (Morioh Police Officer)\Josuke's grandfather... response:	Koichi, you're even studying after school?
context: Even if some were runaways,\Have You Seen This Person?\that's still seven to eight times greater than Japan's national average per city.\That number is extreme.\Not to mention...\Ryohei Higashikata Dead (Morioh Police Officer)\Josuke's grandfather...\Koichi, you're even studying after school? response:	Let's go home.
context: Have You Seen This Person?\that's still seven to eight times greater than Japan's national average per city.\That number is extreme.\Not to mention...\Ryohei Higashikata Dead (Morioh Police Officer)\Josuke's grandfather...\Koichi, you're even studying after school?\Let's go home. response:	Oh, right.
context: that's still seven to eight times greater than Japan's national average per city.\That number is extreme.\Not to mention...\Ryohei Higashikata Dead (Morioh Police Officer)\Josuke's grandfather...\Koichi, you're even studying after school?\Let's go home.\Oh, right. response:	Thank goodness. Josuke seems to be feeling better.
context: That number is extreme.\Not to mention...\Ryohei Higashikata Dead (Morioh Police Officer)\Josuke's grandfather...\Koichi, you're even studying after school?\Let's go home.\Oh, right.\Thank goodness. Josuke seems to be feeling better. response:	Yo, Angelo.
context: Not to mention...\Ryohei Higashikata Dead (Morioh Police Officer)\Josuke's grandfather...\Koichi, you're even studying after school?\Let's go home.\Oh, right.\Thank goodness. Josuke seems to be feeling better.\Yo, Angelo. response:	Uh... Huh? Hey, was this rock always here?
context: Ryohei Higashikata Dead (Morioh Police Officer)\Josuke's grandfather...\Koichi, you're even studying after school?\Let's go home.\Oh, right.\Thank goodness. Josuke seems to be feeling better.\Yo, Angelo.\Uh... Huh? Hey, was this rock always here? response:	Yeah, but it didn't look like this at first.
context: Josuke's grandfather...\Koichi, you're even studying after school?\Let's go home.\Oh, right.\Thank goodness. Josuke seems to be feeling better.\Yo, Angelo.\Uh... Huh? Hey, was this rock always here?\Yeah, but it didn't look like this at first. response:	At first?
context: Koichi, you're even studying after school?\Let's go home.\Oh, right.\Thank goodness. Josuke seems to be feeling better.\Yo, Angelo.\Uh... Huh? Hey, was this rock always here?\Yeah, but it didn't look like this at first.\At first? response:	Well, whatever. Yo, Angelo...
context: Let's go home.\Oh, right.\Thank goodness. Josuke seems to be feeling better.\Yo, Angelo.\Uh... Huh? Hey, was this rock always here?\Yeah, but it didn't look like this at first.\At first?\Well, whatever. Yo, Angelo... response:	By the way, what happened to Jotaro?
context: Oh, right.\Thank goodness. Josuke seems to be feeling better.\Yo, Angelo.\Uh... Huh? Hey, was this rock always here?\Yeah, but it didn't look like this at first.\At first?\Well, whatever. Yo, Angelo...\By the way, what happened to Jotaro? response:	Oh, he said he had something he wanted to look into.
context: Thank goodness. Josuke seems to be feeling better.\Yo, Angelo.\Uh... Huh? Hey, was this rock always here?\Yeah, but it didn't look like this at first.\At first?\Well, whatever. Yo, Angelo...\By the way, what happened to Jotaro?\Oh, he said he had something he wanted to look into. response:	He's staying at the Grand Hotel.
context: Yo, Angelo.\Uh... Huh? Hey, was this rock always here?\Yeah, but it didn't look like this at first.\At first?\Well, whatever. Yo, Angelo...\By the way, what happened to Jotaro?\Oh, he said he had something he wanted to look into.\He's staying at the Grand Hotel. response:	Does it have to do with this city?
context: Uh... Huh? Hey, was this rock always here?\Yeah, but it didn't look like this at first.\At first?\Well, whatever. Yo, Angelo...\By the way, what happened to Jotaro?\Oh, he said he had something he wanted to look into.\He's staying at the Grand Hotel.\Does it have to do with this city? response:	I'm sure it does.
context: Yeah, but it didn't look like this at first.\At first?\Well, whatever. Yo, Angelo...\By the way, what happened to Jotaro?\Oh, he said he had something he wanted to look into.\He's staying at the Grand Hotel.\Does it have to do with this city?\I'm sure it does. response:	I see.
context: At first?\Well, whatever. Yo, Angelo...\By the way, what happened to Jotaro?\Oh, he said he had something he wanted to look into.\He's staying at the Grand Hotel.\Does it have to do with this city?\I'm sure it does.\I see. response:	The danger this city faces...
context: Well, whatever. Yo, Angelo...\By the way, what happened to Jotaro?\Oh, he said he had something he wanted to look into.\He's staying at the Grand Hotel.\Does it have to do with this city?\I'm sure it does.\I see.\The danger this city faces... response:	Huh? Josuke?
context: By the way, what happened to Jotaro?\Oh, he said he had something he wanted to look into.\He's staying at the Grand Hotel.\Does it have to do with this city?\I'm sure it does.\I see.\The danger this city faces...\Huh? Josuke? response:	No one's lived in this house for about three or four years, right?
context: Oh, he said he had something he wanted to look into.\He's staying at the Grand Hotel.\Does it have to do with this city?\I'm sure it does.\I see.\The danger this city faces...\Huh? Josuke?\No one's lived in this house for about three or four years, right? response:	Yeah. It's so run-down that there's no way it'd sell.
context: He's staying at the Grand Hotel.\Does it have to do with this city?\I'm sure it does.\I see.\The danger this city faces...\Huh? Josuke?\No one's lived in this house for about three or four years, right?\Yeah. It's so run-down that there's no way it'd sell. response:	It should be torn down and rebuilt.
context: Does it have to do with this city?\I'm sure it does.\I see.\The danger this city faces...\Huh? Josuke?\No one's lived in this house for about three or four years, right?\Yeah. It's so run-down that there's no way it'd sell.\It should be torn down and rebuilt. response:	No, someone's living here. Maybe someone moved in?
context: I'm sure it does.\I see.\The danger this city faces...\Huh? Josuke?\No one's lived in this house for about three or four years, right?\Yeah. It's so run-down that there's no way it'd sell.\It should be torn down and rebuilt.\No, someone's living here. Maybe someone moved in? response:	There was someone in the window just now.
context: I see.\The danger this city faces...\Huh? Josuke?\No one's lived in this house for about three or four years, right?\Yeah. It's so run-down that there's no way it'd sell.\It should be torn down and rebuilt.\No, someone's living here. Maybe someone moved in?\There was someone in the window just now. response:	Huh? Nah, that can't be. My house is over there, right?
context: The danger this city faces...\Huh? Josuke?\No one's lived in this house for about three or four years, right?\Yeah. It's so run-down that there's no way it'd sell.\It should be torn down and rebuilt.\No, someone's living here. Maybe someone moved in?\There was someone in the window just now.\Huh? Nah, that can't be. My house is over there, right? response:	I'd know right away if someone moved in.
context: Huh? Josuke?\No one's lived in this house for about three or four years, right?\Yeah. It's so run-down that there's no way it'd sell.\It should be torn down and rebuilt.\No, someone's living here. Maybe someone moved in?\There was someone in the window just now.\Huh? Nah, that can't be. My house is over there, right?\I'd know right away if someone moved in. response:	Besides, realtors are always checking
context: No one's lived in this house for about three or four years, right?\Yeah. It's so run-down that there's no way it'd sell.\It should be torn down and rebuilt.\No, someone's living here. Maybe someone moved in?\There was someone in the window just now.\Huh? Nah, that can't be. My house is over there, right?\I'd know right away if someone moved in.\Besides, realtors are always checking response:	to make sure homeless people don't crash there.
context: Yeah. It's so run-down that there's no way it'd sell.\It should be torn down and rebuilt.\No, someone's living here. Maybe someone moved in?\There was someone in the window just now.\Huh? Nah, that can't be. My house is over there, right?\I'd know right away if someone moved in.\Besides, realtors are always checking\to make sure homeless people don't crash there. response:	Now that you mention it, that's true.
context: It should be torn down and rebuilt.\No, someone's living here. Maybe someone moved in?\There was someone in the window just now.\Huh? Nah, that can't be. My house is over there, right?\I'd know right away if someone moved in.\Besides, realtors are always checking\to make sure homeless people don't crash there.\Now that you mention it, that's true. response:	How strange. I wonder if I actually saw a ghost...
context: No, someone's living here. Maybe someone moved in?\There was someone in the window just now.\Huh? Nah, that can't be. My house is over there, right?\I'd know right away if someone moved in.\Besides, realtors are always checking\to make sure homeless people don't crash there.\Now that you mention it, that's true.\How strange. I wonder if I actually saw a ghost... response:	H-Hey, don't say stuff like that.
context: There was someone in the window just now.\Huh? Nah, that can't be. My house is over there, right?\I'd know right away if someone moved in.\Besides, realtors are always checking\to make sure homeless people don't crash there.\Now that you mention it, that's true.\How strange. I wonder if I actually saw a ghost...\H-Hey, don't say stuff like that. response:	Ghosts are scary! And we're right in front of my house.
context: Huh? Nah, that can't be. My house is over there, right?\I'd know right away if someone moved in.\Besides, realtors are always checking\to make sure homeless people don't crash there.\Now that you mention it, that's true.\How strange. I wonder if I actually saw a ghost...\H-Hey, don't say stuff like that.\Ghosts are scary! And we're right in front of my house. response:	Stop gawking at my house, little brat.
context: I'd know right away if someone moved in.\Besides, realtors are always checking\to make sure homeless people don't crash there.\Now that you mention it, that's true.\How strange. I wonder if I actually saw a ghost...\H-Hey, don't say stuff like that.\Ghosts are scary! And we're right in front of my house.\Stop gawking at my house, little brat. response:	Billion
context: Besides, realtors are always checking\to make sure homeless people don't crash there.\Now that you mention it, that's true.\How strange. I wonder if I actually saw a ghost...\H-Hey, don't say stuff like that.\Ghosts are scary! And we're right in front of my house.\Stop gawking at my house, little brat.\Billion response:	Billion
context: to make sure homeless people don't crash there.\Now that you mention it, that's true.\How strange. I wonder if I actually saw a ghost...\H-Hey, don't say stuff like that.\Ghosts are scary! And we're right in front of my house.\Stop gawking at my house, little brat.\Billion\Billion response:	Say something!
context: Now that you mention it, that's true.\How strange. I wonder if I actually saw a ghost...\H-Hey, don't say stuff like that.\Ghosts are scary! And we're right in front of my house.\Stop gawking at my house, little brat.\Billion\Billion\Say something! response:	Koichi!
context: How strange. I wonder if I actually saw a ghost...\H-Hey, don't say stuff like that.\Ghosts are scary! And we're right in front of my house.\Stop gawking at my house, little brat.\Billion\Billion\Say something!\Koichi! response:	Hey! What the hell do you think you're doing?
context: H-Hey, don't say stuff like that.\Ghosts are scary! And we're right in front of my house.\Stop gawking at my house, little brat.\Billion\Billion\Say something!\Koichi!\Hey! What the hell do you think you're doing? response:	What? That's my line.
context: Ghosts are scary! And we're right in front of my house.\Stop gawking at my house, little brat.\Billion\Billion\Say something!\Koichi!\Hey! What the hell do you think you're doing?\What? That's my line. response:	You two are in front of my house...
context: Stop gawking at my house, little brat.\Billion\Billion\Say something!\Koichi!\Hey! What the hell do you think you're doing?\What? That's my line.\You two are in front of my house... response:	Morioh City Landmark 1 The Angelo Stone How to get there: A minute's walk from Morioh City Johzenji Street Bus Stop 3. The Angelo Stone is known as a landmark, and a place where lovers meet. It's admired by the people of the city, despite its creepy appearance.
context: Billion\Billion\Say something!\Koichi!\Hey! What the hell do you think you're doing?\What? That's my line.\You two are in front of my house...\Morioh City Landmark 1 The Angelo Stone How to get there: A minute's walk from Morioh City Johzenji Street Bus Stop 3. The Angelo Stone is known as a landmark, and a place where lovers meet. It's admired by the people of the city, despite its creepy appearance. response:	Give it a rest.
context: Billion\Say something!\Koichi!\Hey! What the hell do you think you're doing?\What? That's my line.\You two are in front of my house...\Morioh City Landmark 1 The Angelo Stone How to get there: A minute's walk from Morioh City Johzenji Street Bus Stop 3. The Angelo Stone is known as a landmark, and a place where lovers meet. It's admired by the people of the city, despite its creepy appearance.\Give it a rest. response:	If you're the newspaper guy, I already told you we don't want it.
context: Say something!\Koichi!\Hey! What the hell do you think you're doing?\What? That's my line.\You two are in front of my house...\Morioh City Landmark 1 The Angelo Stone How to get there: A minute's walk from Morioh City Johzenji Street Bus Stop 3. The Angelo Stone is known as a landmark, and a place where lovers meet. It's admired by the people of the city, despite its creepy appearance.\Give it a rest.\If you're the newspaper guy, I already told you we don't want it. response:	Who is it?!
context: Koichi!\Hey! What the hell do you think you're doing?\What? That's my line.\You two are in front of my house...\Morioh City Landmark 1 The Angelo Stone How to get there: A minute's walk from Morioh City Johzenji Street Bus Stop 3. The Angelo Stone is known as a landmark, and a place where lovers meet. It's admired by the people of the city, despite its creepy appearance.\Give it a rest.\If you're the newspaper guy, I already told you we don't want it.\Who is it?! response:	My father just died of a stroke,
context: Hey! What the hell do you think you're doing?\What? That's my line.\You two are in front of my house...\Morioh City Landmark 1 The Angelo Stone How to get there: A minute's walk from Morioh City Johzenji Street Bus Stop 3. The Angelo Stone is known as a landmark, and a place where lovers meet. It's admired by the people of the city, despite its creepy appearance.\Give it a rest.\If you're the newspaper guy, I already told you we don't want it.\Who is it?!\My father just died of a stroke, response:	and we're still busy with everything that follows.
context: What? That's my line.\You two are in front of my house...\Morioh City Landmark 1 The Angelo Stone How to get there: A minute's walk from Morioh City Johzenji Street Bus Stop 3. The Angelo Stone is known as a landmark, and a place where lovers meet. It's admired by the people of the city, despite its creepy appearance.\Give it a rest.\If you're the newspaper guy, I already told you we don't want it.\Who is it?!\My father just died of a stroke,\and we're still busy with everything that follows. response:	Could you come back another time?
context: You two are in front of my house...\Morioh City Landmark 1 The Angelo Stone How to get there: A minute's walk from Morioh City Johzenji Street Bus Stop 3. The Angelo Stone is known as a landmark, and a place where lovers meet. It's admired by the people of the city, despite its creepy appearance.\Give it a rest.\If you're the newspaper guy, I already told you we don't want it.\Who is it?!\My father just died of a stroke,\and we're still busy with everything that follows.\Could you come back another time? response:	Y-You're...
context: Morioh City Landmark 1 The Angelo Stone How to get there: A minute's walk from Morioh City Johzenji Street Bus Stop 3. The Angelo Stone is known as a landmark, and a place where lovers meet. It's admired by the people of the city, despite its creepy appearance.\Give it a rest.\If you're the newspaper guy, I already told you we don't want it.\Who is it?!\My father just died of a stroke,\and we're still busy with everything that follows.\Could you come back another time?\Y-You're... response:	Jo...
context: Give it a rest.\If you're the newspaper guy, I already told you we don't want it.\Who is it?!\My father just died of a stroke,\and we're still busy with everything that follows.\Could you come back another time?\Y-You're...\Jo... response:	Joseph!
context: If you're the newspaper guy, I already told you we don't want it.\Who is it?!\My father just died of a stroke,\and we're still busy with everything that follows.\Could you come back another time?\Y-You're...\Jo...\Joseph! response:	You finally came back, Joseph!
context: Who is it?!\My father just died of a stroke,\and we're still busy with everything that follows.\Could you come back another time?\Y-You're...\Jo...\Joseph!\You finally came back, Joseph! response:	I was waiting for you this whole time!
context: My father just died of a stroke,\and we're still busy with everything that follows.\Could you come back another time?\Y-You're...\Jo...\Joseph!\You finally came back, Joseph!\I was waiting for you this whole time! response:	I've been so sad and lonely since my dad died.
context: and we're still busy with everything that follows.\Could you come back another time?\Y-You're...\Jo...\Joseph!\You finally came back, Joseph!\I was waiting for you this whole time!\I've been so sad and lonely since my dad died. response:	I can't believe you showed up at a time like this, Joseph!
context: Could you come back another time?\Y-You're...\Jo...\Joseph!\You finally came back, Joseph!\I was waiting for you this whole time!\I've been so sad and lonely since my dad died.\I can't believe you showed up at a time like this, Joseph! response:	I love you, I love you, I love you, I love you, I love you, I love you,
context: Y-You're...\Jo...\Joseph!\You finally came back, Joseph!\I was waiting for you this whole time!\I've been so sad and lonely since my dad died.\I can't believe you showed up at a time like this, Joseph!\I love you, I love you, I love you, I love you, I love you, I love you, response:	I love you, I love you, I love you, I love you, I love you, I love you!
context: Jo...\Joseph!\You finally came back, Joseph!\I was waiting for you this whole time!\I've been so sad and lonely since my dad died.\I can't believe you showed up at a time like this, Joseph!\I love you, I love you, I love you, I love you, I love you, I love you,\I love you, I love you, I love you, I love you, I love you, I love you! response:	I hate to disappoint you, but I'm not Joseph Joestar.
context: Joseph!\You finally came back, Joseph!\I was waiting for you this whole time!\I've been so sad and lonely since my dad died.\I can't believe you showed up at a time like this, Joseph!\I love you, I love you, I love you, I love you, I love you, I love you,\I love you, I love you, I love you, I love you, I love you, I love you!\I hate to disappoint you, but I'm not Joseph Joestar. response:	Huh?
context: You finally came back, Joseph!\I was waiting for you this whole time!\I've been so sad and lonely since my dad died.\I can't believe you showed up at a time like this, Joseph!\I love you, I love you, I love you, I love you, I love you, I love you,\I love you, I love you, I love you, I love you, I love you, I love you!\I hate to disappoint you, but I'm not Joseph Joestar.\Huh? response:	Take a good look. No wrinkles.
context: I was waiting for you this whole time!\I've been so sad and lonely since my dad died.\I can't believe you showed up at a time like this, Joseph!\I love you, I love you, I love you, I love you, I love you, I love you,\I love you, I love you, I love you, I love you, I love you, I love you!\I hate to disappoint you, but I'm not Joseph Joestar.\Huh?\Take a good look. No wrinkles. response:	Oh... Now that you mention it...
context: I've been so sad and lonely since my dad died.\I can't believe you showed up at a time like this, Joseph!\I love you, I love you, I love you, I love you, I love you, I love you,\I love you, I love you, I love you, I love you, I love you, I love you!\I hate to disappoint you, but I'm not Joseph Joestar.\Huh?\Take a good look. No wrinkles.\Oh... Now that you mention it... response:	You're pretty young!
context: I can't believe you showed up at a time like this, Joseph!\I love you, I love you, I love you, I love you, I love you, I love you,\I love you, I love you, I love you, I love you, I love you, I love you!\I hate to disappoint you, but I'm not Joseph Joestar.\Huh?\Take a good look. No wrinkles.\Oh... Now that you mention it...\You're pretty young! response:	Good grief...
context: I love you, I love you, I love you, I love you, I love you, I love you,\I love you, I love you, I love you, I love you, I love you, I love you!\I hate to disappoint you, but I'm not Joseph Joestar.\Huh?\Take a good look. No wrinkles.\Oh... Now that you mention it...\You're pretty young!\Good grief... response:	I'm Joseph's grandson. My name's Jotaro Kujo.
context: I love you, I love you, I love you, I love you, I love you, I love you!\I hate to disappoint you, but I'm not Joseph Joestar.\Huh?\Take a good look. No wrinkles.\Oh... Now that you mention it...\You're pretty young!\Good grief...\I'm Joseph's grandson. My name's Jotaro Kujo. response:	O-Oh, really?
context: I hate to disappoint you, but I'm not Joseph Joestar.\Huh?\Take a good look. No wrinkles.\Oh... Now that you mention it...\You're pretty young!\Good grief...\I'm Joseph's grandson. My name's Jotaro Kujo.\O-Oh, really? response:	Ask Josuke for the rest of the details.
context: Huh?\Take a good look. No wrinkles.\Oh... Now that you mention it...\You're pretty young!\Good grief...\I'm Joseph's grandson. My name's Jotaro Kujo.\O-Oh, really?\Ask Josuke for the rest of the details. response:	I hate annoying conversations.
context: Take a good look. No wrinkles.\Oh... Now that you mention it...\You're pretty young!\Good grief...\I'm Joseph's grandson. My name's Jotaro Kujo.\O-Oh, really?\Ask Josuke for the rest of the details.\I hate annoying conversations. response:	I'm here to see Josuke. Is he here?
context: Oh... Now that you mention it...\You're pretty young!\Good grief...\I'm Joseph's grandson. My name's Jotaro Kujo.\O-Oh, really?\Ask Josuke for the rest of the details.\I hate annoying conversations.\I'm here to see Josuke. Is he here? response:	I'm asking you where Josuke is.
context: You're pretty young!\Good grief...\I'm Joseph's grandson. My name's Jotaro Kujo.\O-Oh, really?\Ask Josuke for the rest of the details.\I hate annoying conversations.\I'm here to see Josuke. Is he here?\I'm asking you where Josuke is. response:	Huh? Oh! Josuke hasn't come home from school... yet.
context: Good grief...\I'm Joseph's grandson. My name's Jotaro Kujo.\O-Oh, really?\Ask Josuke for the rest of the details.\I hate annoying conversations.\I'm here to see Josuke. Is he here?\I'm asking you where Josuke is.\Huh? Oh! Josuke hasn't come home from school... yet. response:	I see... Then I'll be back tonight.
context: I'm Joseph's grandson. My name's Jotaro Kujo.\O-Oh, really?\Ask Josuke for the rest of the details.\I hate annoying conversations.\I'm here to see Josuke. Is he here?\I'm asking you where Josuke is.\Huh? Oh! Josuke hasn't come home from school... yet.\I see... Then I'll be back tonight. response:	Huh?
context: O-Oh, really?\Ask Josuke for the rest of the details.\I hate annoying conversations.\I'm here to see Josuke. Is he here?\I'm asking you where Josuke is.\Huh? Oh! Josuke hasn't come home from school... yet.\I see... Then I'll be back tonight.\Huh? response:	You're leaving already?
context: Ask Josuke for the rest of the details.\I hate annoying conversations.\I'm here to see Josuke. Is he here?\I'm asking you where Josuke is.\Huh? Oh! Josuke hasn't come home from school... yet.\I see... Then I'll be back tonight.\Huh?\You're leaving already? response:	Oh, yeah...
context: I hate annoying conversations.\I'm here to see Josuke. Is he here?\I'm asking you where Josuke is.\Huh? Oh! Josuke hasn't come home from school... yet.\I see... Then I'll be back tonight.\Huh?\You're leaving already?\Oh, yeah... response:	About your father...
context: I'm here to see Josuke. Is he here?\I'm asking you where Josuke is.\Huh? Oh! Josuke hasn't come home from school... yet.\I see... Then I'll be back tonight.\Huh?\You're leaving already?\Oh, yeah...\About your father... response:	Huh?
context: I'm asking you where Josuke is.\Huh? Oh! Josuke hasn't come home from school... yet.\I see... Then I'll be back tonight.\Huh?\You're leaving already?\Oh, yeah...\About your father...\Huh? response:	It's a shame.
context: Huh? Oh! Josuke hasn't come home from school... yet.\I see... Then I'll be back tonight.\Huh?\You're leaving already?\Oh, yeah...\About your father...\Huh?\It's a shame. response:	If Joseph Joestar had come to this city,
context: I see... Then I'll be back tonight.\Huh?\You're leaving already?\Oh, yeah...\About your father...\Huh?\It's a shame.\If Joseph Joestar had come to this city, response:	he would have protected you as best he could from the dangers to come.
context: Huh?\You're leaving already?\Oh, yeah...\About your father...\Huh?\It's a shame.\If Joseph Joestar had come to this city,\he would have protected you as best he could from the dangers to come. response:	But he's old now.
context: You're leaving already?\Oh, yeah...\About your father...\Huh?\It's a shame.\If Joseph Joestar had come to this city,\he would have protected you as best he could from the dangers to come.\But he's old now. response:	I can't let him come here.
context: Oh, yeah...\About your father...\Huh?\It's a shame.\If Joseph Joestar had come to this city,\he would have protected you as best he could from the dangers to come.\But he's old now.\I can't let him come here. response:	I'm here in his place.
context: About your father...\Huh?\It's a shame.\If Joseph Joestar had come to this city,\he would have protected you as best he could from the dangers to come.\But he's old now.\I can't let him come here.\I'm here in his place. response:	I just can't feel at ease.
context: Huh?\It's a shame.\If Joseph Joestar had come to this city,\he would have protected you as best he could from the dangers to come.\But he's old now.\I can't let him come here.\I'm here in his place.\I just can't feel at ease. response:	The bow and arrow that Angelo was talking about...
context: It's a shame.\If Joseph Joestar had come to this city,\he would have protected you as best he could from the dangers to come.\But he's old now.\I can't let him come here.\I'm here in his place.\I just can't feel at ease.\The bow and arrow that Angelo was talking about... response:	In documents the Speedwagon Foundation obtained regarding the witch, Enyaba...
context: If Joseph Joestar had come to this city,\he would have protected you as best he could from the dangers to come.\But he's old now.\I can't let him come here.\I'm here in his place.\I just can't feel at ease.\The bow and arrow that Angelo was talking about...\In documents the Speedwagon Foundation obtained regarding the witch, Enyaba... response:	She's holding the bow and arrow.
context: he would have protected you as best he could from the dangers to come.\But he's old now.\I can't let him come here.\I'm here in his place.\I just can't feel at ease.\The bow and arrow that Angelo was talking about...\In documents the Speedwagon Foundation obtained regarding the witch, Enyaba...\She's holding the bow and arrow. response:	They give ordinary people the power of a Stand.
context: But he's old now.\I can't let him come here.\I'm here in his place.\I just can't feel at ease.\The bow and arrow that Angelo was talking about...\In documents the Speedwagon Foundation obtained regarding the witch, Enyaba...\She's holding the bow and arrow.\They give ordinary people the power of a Stand. response:	Damn, that's unbelievable...
context: I can't let him come here.\I'm here in his place.\I just can't feel at ease.\The bow and arrow that Angelo was talking about...\In documents the Speedwagon Foundation obtained regarding the witch, Enyaba...\She's holding the bow and arrow.\They give ordinary people the power of a Stand.\Damn, that's unbelievable... response:	No Trespassing
context: I'm here in his place.\I just can't feel at ease.\The bow and arrow that Angelo was talking about...\In documents the Speedwagon Foundation obtained regarding the witch, Enyaba...\She's holding the bow and arrow.\They give ordinary people the power of a Stand.\Damn, that's unbelievable...\No Trespassing response:	Are you insane?
context: I just can't feel at ease.\The bow and arrow that Angelo was talking about...\In documents the Speedwagon Foundation obtained regarding the witch, Enyaba...\She's holding the bow and arrow.\They give ordinary people the power of a Stand.\Damn, that's unbelievable...\No Trespassing\Are you insane? response:	Let him go.
context: The bow and arrow that Angelo was talking about...\In documents the Speedwagon Foundation obtained regarding the witch, Enyaba...\She's holding the bow and arrow.\They give ordinary people the power of a Stand.\Damn, that's unbelievable...\No Trespassing\Are you insane?\Let him go. response:	No Trespassing
context: In documents the Speedwagon Foundation obtained regarding the witch, Enyaba...\She's holding the bow and arrow.\They give ordinary people the power of a Stand.\Damn, that's unbelievable...\No Trespassing\Are you insane?\Let him go.\No Trespassing response:	My father bought this house.
context: She's holding the bow and arrow.\They give ordinary people the power of a Stand.\Damn, that's unbelievable...\No Trespassing\Are you insane?\Let him go.\No Trespassing\My father bought this house. response:	Don't go digging around here.
context: They give ordinary people the power of a Stand.\Damn, that's unbelievable...\No Trespassing\Are you insane?\Let him go.\No Trespassing\My father bought this house.\Don't go digging around here. response:	Never do it again!
context: Damn, that's unbelievable...\No Trespassing\Are you insane?\Let him go.\No Trespassing\My father bought this house.\Don't go digging around here.\Never do it again! response:	I'm not talking about that.
context: No Trespassing\Are you insane?\Let him go.\No Trespassing\My father bought this house.\Don't go digging around here.\Never do it again!\I'm not talking about that. response:	I'm telling you to let go of him, bastard.
context: Are you insane?\Let him go.\No Trespassing\My father bought this house.\Don't go digging around here.\Never do it again!\I'm not talking about that.\I'm telling you to let go of him, bastard. response:	If you don't let him go now, I'm gonna get pissed off.
context: Let him go.\No Trespassing\My father bought this house.\Don't go digging around here.\Never do it again!\I'm not talking about that.\I'm telling you to let go of him, bastard.\If you don't let him go now, I'm gonna get pissed off. response:	Come on, now. Bastard is a bit much, ain't it?
context: No Trespassing\My father bought this house.\Don't go digging around here.\Never do it again!\I'm not talking about that.\I'm telling you to let go of him, bastard.\If you don't let him go now, I'm gonna get pissed off.\Come on, now. Bastard is a bit much, ain't it? response:	Calling someone you just met a bastard right in front of their house...
context: My father bought this house.\Don't go digging around here.\Never do it again!\I'm not talking about that.\I'm telling you to let go of him, bastard.\If you don't let him go now, I'm gonna get pissed off.\Come on, now. Bastard is a bit much, ain't it?\Calling someone you just met a bastard right in front of their house... response:	Do you even know how to talk to people?
context: Don't go digging around here.\Never do it again!\I'm not talking about that.\I'm telling you to let go of him, bastard.\If you don't let him go now, I'm gonna get pissed off.\Come on, now. Bastard is a bit much, ain't it?\Calling someone you just met a bastard right in front of their house...\Do you even know how to talk to people? response:	Well, I know how to shut that mouth of yours.
context: Never do it again!\I'm not talking about that.\I'm telling you to let go of him, bastard.\If you don't let him go now, I'm gonna get pissed off.\Come on, now. Bastard is a bit much, ain't it?\Calling someone you just met a bastard right in front of their house...\Do you even know how to talk to people?\Well, I know how to shut that mouth of yours. response:	Stab
context: I'm not talking about that.\I'm telling you to let go of him, bastard.\If you don't let him go now, I'm gonna get pissed off.\Come on, now. Bastard is a bit much, ain't it?\Calling someone you just met a bastard right in front of their house...\Do you even know how to talk to people?\Well, I know how to shut that mouth of yours.\Stab response:	What?!
context: I'm telling you to let go of him, bastard.\If you don't let him go now, I'm gonna get pissed off.\Come on, now. Bastard is a bit much, ain't it?\Calling someone you just met a bastard right in front of their house...\Do you even know how to talk to people?\Well, I know how to shut that mouth of yours.\Stab\What?! response:	Bro?!
context: If you don't let him go now, I'm gonna get pissed off.\Come on, now. Bastard is a bit much, ain't it?\Calling someone you just met a bastard right in front of their house...\Do you even know how to talk to people?\Well, I know how to shut that mouth of yours.\Stab\What?!\Bro?! response:	Do you wanna know why I shot him with the arrow?
context: Come on, now. Bastard is a bit much, ain't it?\Calling someone you just met a bastard right in front of their house...\Do you even know how to talk to people?\Well, I know how to shut that mouth of yours.\Stab\What?!\Bro?!\Do you wanna know why I shot him with the arrow? response:	Because that guy is Josuke Higashikata.
