context: -OP- response:	-ED-
context: So scary!\If you want to hit me, go on!\I really can't stand you. Don't laugh at people's dreams!\Ah, that you'll defeat Satan?\Are you telling me not to laugh at such a joke?\Then what about you? Why do you want to become an Exorcist?\Go on, tell us!\Why... response:	I've never told anyone why I want to become one.
context: If you want to hit me, go on!\I really can't stand you. Don't laugh at people's dreams!\Ah, that you'll defeat Satan?\Are you telling me not to laugh at such a joke?\Then what about you? Why do you want to become an Exorcist?\Go on, tell us!\Why...\I've never told anyone why I want to become one. response:	Unlike show-offs like you!
context: I really can't stand you. Don't laugh at people's dreams!\Ah, that you'll defeat Satan?\Are you telling me not to laugh at such a joke?\Then what about you? Why do you want to become an Exorcist?\Go on, tell us!\Why...\I've never told anyone why I want to become one.\Unlike show-offs like you! response:	You little bitch!
context: Ah, that you'll defeat Satan?\Are you telling me not to laugh at such a joke?\Then what about you? Why do you want to become an Exorcist?\Go on, tell us!\Why...\I've never told anyone why I want to become one.\Unlike show-offs like you!\You little bitch! response:	Ouch! If you want to fight, do it somewhere else!
context: Are you telling me not to laugh at such a joke?\Then what about you? Why do you want to become an Exorcist?\Go on, tell us!\Why...\I've never told anyone why I want to become one.\Unlike show-offs like you!\You little bitch!\Ouch! If you want to fight, do it somewhere else! response:	That's enough.
context: Then what about you? Why do you want to become an Exorcist?\Go on, tell us!\Why...\I've never told anyone why I want to become one.\Unlike show-offs like you!\You little bitch!\Ouch! If you want to fight, do it somewhere else!\That's enough. response:	How about you behave yourselves?
context: Go on, tell us!\Why...\I've never told anyone why I want to become one.\Unlike show-offs like you!\You little bitch!\Ouch! If you want to fight, do it somewhere else!\That's enough.\How about you behave yourselves? response:	What's with this stone? It's getting heavier!
context: Why...\I've never told anyone why I want to become one.\Unlike show-offs like you!\You little bitch!\Ouch! If you want to fight, do it somewhere else!\That's enough.\How about you behave yourselves?\What's with this stone? It's getting heavier! response:	It's a low level demon, too.
context: I've never told anyone why I want to become one.\Unlike show-offs like you!\You little bitch!\Ouch! If you want to fight, do it somewhere else!\That's enough.\How about you behave yourselves?\What's with this stone? It's getting heavier!\It's a low level demon, too. response:	It gets heavier... while you hold it.
context: Unlike show-offs like you!\You little bitch!\Ouch! If you want to fight, do it somewhere else!\That's enough.\How about you behave yourselves?\What's with this stone? It's getting heavier!\It's a low level demon, too.\It gets heavier... while you hold it. response:	You don't even know about Ghost Stones? Pathetic.
context: You little bitch!\Ouch! If you want to fight, do it somewhere else!\That's enough.\How about you behave yourselves?\What's with this stone? It's getting heavier!\It's a low level demon, too.\It gets heavier... while you hold it.\You don't even know about Ghost Stones? Pathetic. response:	Shut up! It's because you had to pick a fight...
context: Ouch! If you want to fight, do it somewhere else!\That's enough.\How about you behave yourselves?\What's with this stone? It's getting heavier!\It's a low level demon, too.\It gets heavier... while you hold it.\You don't even know about Ghost Stones? Pathetic.\Shut up! It's because you had to pick a fight... response:	It's called collective responsibility.
context: That's enough.\How about you behave yourselves?\What's with this stone? It's getting heavier!\It's a low level demon, too.\It gets heavier... while you hold it.\You don't even know about Ghost Stones? Pathetic.\Shut up! It's because you had to pick a fight...\It's called collective responsibility. response:	There's another purpose to this camp besides studying,
context: How about you behave yourselves?\What's with this stone? It's getting heavier!\It's a low level demon, too.\It gets heavier... while you hold it.\You don't even know about Ghost Stones? Pathetic.\Shut up! It's because you had to pick a fight...\It's called collective responsibility.\There's another purpose to this camp besides studying, response:	and that's strengthening your bonds with each other.
context: What's with this stone? It's getting heavier!\It's a low level demon, too.\It gets heavier... while you hold it.\You don't even know about Ghost Stones? Pathetic.\Shut up! It's because you had to pick a fight...\It's called collective responsibility.\There's another purpose to this camp besides studying,\and that's strengthening your bonds with each other. response:	I don't want to have any bonds with these people!
context: It's a low level demon, too.\It gets heavier... while you hold it.\You don't even know about Ghost Stones? Pathetic.\Shut up! It's because you had to pick a fight...\It's called collective responsibility.\There's another purpose to this camp besides studying,\and that's strengthening your bonds with each other.\I don't want to have any bonds with these people! response:	You have to get along with each other!
context: It gets heavier... while you hold it.\You don't even know about Ghost Stones? Pathetic.\Shut up! It's because you had to pick a fight...\It's called collective responsibility.\There's another purpose to this camp besides studying,\and that's strengthening your bonds with each other.\I don't want to have any bonds with these people!\You have to get along with each other! response:	An Exorcist cannot fight alone!
context: You don't even know about Ghost Stones? Pathetic.\Shut up! It's because you had to pick a fight...\It's called collective responsibility.\There's another purpose to this camp besides studying,\and that's strengthening your bonds with each other.\I don't want to have any bonds with these people!\You have to get along with each other!\An Exorcist cannot fight alone! response:	Support each other's abilities and cover the weaknesses.
context: Shut up! It's because you had to pick a fight...\It's called collective responsibility.\There's another purpose to this camp besides studying,\and that's strengthening your bonds with each other.\I don't want to have any bonds with these people!\You have to get along with each other!\An Exorcist cannot fight alone!\Support each other's abilities and cover the weaknesses. response:	Everyone fights in teams of at least two!
context: It's called collective responsibility.\There's another purpose to this camp besides studying,\and that's strengthening your bonds with each other.\I don't want to have any bonds with these people!\You have to get along with each other!\An Exorcist cannot fight alone!\Support each other's abilities and cover the weaknesses.\Everyone fights in teams of at least two! response:	In actual battles, a quarrel in the team can lead to death!
context: There's another purpose to this camp besides studying,\and that's strengthening your bonds with each other.\I don't want to have any bonds with these people!\You have to get along with each other!\An Exorcist cannot fight alone!\Support each other's abilities and cover the weaknesses.\Everyone fights in teams of at least two!\In actual battles, a quarrel in the team can lead to death! response:	Think about that.
context: and that's strengthening your bonds with each other.\I don't want to have any bonds with these people!\You have to get along with each other!\An Exorcist cannot fight alone!\Support each other's abilities and cover the weaknesses.\Everyone fights in teams of at least two!\In actual battles, a quarrel in the team can lead to death!\Think about that. response:	Now I'll be gone for three hours on a mission.
context: I don't want to have any bonds with these people!\You have to get along with each other!\An Exorcist cannot fight alone!\Support each other's abilities and cover the weaknesses.\Everyone fights in teams of at least two!\In actual battles, a quarrel in the team can lead to death!\Think about that.\Now I'll be gone for three hours on a mission. response:	Due to the incident with the Ghoul yesterday,
context: You have to get along with each other!\An Exorcist cannot fight alone!\Support each other's abilities and cover the weaknesses.\Everyone fights in teams of at least two!\In actual battles, a quarrel in the team can lead to death!\Think about that.\Now I'll be gone for three hours on a mission.\Due to the incident with the Ghoul yesterday, response:	I'll lock every entrance to the dormitory
context: An Exorcist cannot fight alone!\Support each other's abilities and cover the weaknesses.\Everyone fights in teams of at least two!\In actual battles, a quarrel in the team can lead to death!\Think about that.\Now I'll be gone for three hours on a mission.\Due to the incident with the Ghoul yesterday,\I'll lock every entrance to the dormitory response:	and put up strong barriers around it.
context: Support each other's abilities and cover the weaknesses.\Everyone fights in teams of at least two!\In actual battles, a quarrel in the team can lead to death!\Think about that.\Now I'll be gone for three hours on a mission.\Due to the incident with the Ghoul yesterday,\I'll lock every entrance to the dormitory\and put up strong barriers around it. response:	Lock the entrances? Then how can we get out?
context: Everyone fights in teams of at least two!\In actual battles, a quarrel in the team can lead to death!\Think about that.\Now I'll be gone for three hours on a mission.\Due to the incident with the Ghoul yesterday,\I'll lock every entrance to the dormitory\and put up strong barriers around it.\Lock the entrances? Then how can we get out? response:	There's no need for you to go out.
context: In actual battles, a quarrel in the team can lead to death!\Think about that.\Now I'll be gone for three hours on a mission.\Due to the incident with the Ghoul yesterday,\I'll lock every entrance to the dormitory\and put up strong barriers around it.\Lock the entrances? Then how can we get out?\There's no need for you to go out. response:	In the three hours that I'll be gone,
context: Think about that.\Now I'll be gone for three hours on a mission.\Due to the incident with the Ghoul yesterday,\I'll lock every entrance to the dormitory\and put up strong barriers around it.\Lock the entrances? Then how can we get out?\There's no need for you to go out.\In the three hours that I'll be gone, response:	you will get on well and cool your heads.
context: Now I'll be gone for three hours on a mission.\Due to the incident with the Ghoul yesterday,\I'll lock every entrance to the dormitory\and put up strong barriers around it.\Lock the entrances? Then how can we get out?\There's no need for you to go out.\In the three hours that I'll be gone,\you will get on well and cool your heads. response:	Three hours... he's the demon here!
context: Due to the incident with the Ghoul yesterday,\I'll lock every entrance to the dormitory\and put up strong barriers around it.\Lock the entrances? Then how can we get out?\There's no need for you to go out.\In the three hours that I'll be gone,\you will get on well and cool your heads.\Three hours... he's the demon here! response:	I can't take it anymore. Are you two really related?
context: I'll lock every entrance to the dormitory\and put up strong barriers around it.\Lock the entrances? Then how can we get out?\There's no need for you to go out.\In the three hours that I'll be gone,\you will get on well and cool your heads.\Three hours... he's the demon here!\I can't take it anymore. Are you two really related? response:	He's a really nice guy. Somewhere deep within.
context: and put up strong barriers around it.\Lock the entrances? Then how can we get out?\There's no need for you to go out.\In the three hours that I'll be gone,\you will get on well and cool your heads.\Three hours... he's the demon here!\I can't take it anymore. Are you two really related?\He's a really nice guy. Somewhere deep within. response:	We're in this nice situation because of a certain someone.
context: Lock the entrances? Then how can we get out?\There's no need for you to go out.\In the three hours that I'll be gone,\you will get on well and cool your heads.\Three hours... he's the demon here!\I can't take it anymore. Are you two really related?\He's a really nice guy. Somewhere deep within.\We're in this nice situation because of a certain someone. response:	Says the one who grabbed me by the collar.
context: There's no need for you to go out.\In the three hours that I'll be gone,\you will get on well and cool your heads.\Three hours... he's the demon here!\I can't take it anymore. Are you two really related?\He's a really nice guy. Somewhere deep within.\We're in this nice situation because of a certain someone.\Says the one who grabbed me by the collar. response:	And who started the fight to begin with?
context: In the three hours that I'll be gone,\you will get on well and cool your heads.\Three hours... he's the demon here!\I can't take it anymore. Are you two really related?\He's a really nice guy. Somewhere deep within.\We're in this nice situation because of a certain someone.\Says the one who grabbed me by the collar.\And who started the fight to begin with? response:	Don't fight with me in the middle!
context: you will get on well and cool your heads.\Three hours... he's the demon here!\I can't take it anymore. Are you two really related?\He's a really nice guy. Somewhere deep within.\We're in this nice situation because of a certain someone.\Says the one who grabbed me by the collar.\And who started the fight to begin with?\Don't fight with me in the middle! response:	You really are an annoying woman!
context: Three hours... he's the demon here!\I can't take it anymore. Are you two really related?\He's a really nice guy. Somewhere deep within.\We're in this nice situation because of a certain someone.\Says the one who grabbed me by the collar.\And who started the fight to begin with?\Don't fight with me in the middle!\You really are an annoying woman! response:	Tell me something new. So what?
context: I can't take it anymore. Are you two really related?\He's a really nice guy. Somewhere deep within.\We're in this nice situation because of a certain someone.\Says the one who grabbed me by the collar.\And who started the fight to begin with?\Don't fight with me in the middle!\You really are an annoying woman!\Tell me something new. So what? response:	You'll just scare everyone away like that!
context: He's a really nice guy. Somewhere deep within.\We're in this nice situation because of a certain someone.\Says the one who grabbed me by the collar.\And who started the fight to begin with?\Don't fight with me in the middle!\You really are an annoying woman!\Tell me something new. So what?\You'll just scare everyone away like that! response:	What?
context: We're in this nice situation because of a certain someone.\Says the one who grabbed me by the collar.\And who started the fight to begin with?\Don't fight with me in the middle!\You really are an annoying woman!\Tell me something new. So what?\You'll just scare everyone away like that!\What? response:	The stone fell on my foot!
context: Says the one who grabbed me by the collar.\And who started the fight to begin with?\Don't fight with me in the middle!\You really are an annoying woman!\Tell me something new. So what?\You'll just scare everyone away like that!\What?\The stone fell on my foot! response:	What's going on? Did he turn the lights off, too?
context: And who started the fight to begin with?\Don't fight with me in the middle!\You really are an annoying woman!\Tell me something new. So what?\You'll just scare everyone away like that!\What?\The stone fell on my foot!\What's going on? Did he turn the lights off, too? response:	That can't be it!
context: Don't fight with me in the middle!\You really are an annoying woman!\Tell me something new. So what?\You'll just scare everyone away like that!\What?\The stone fell on my foot!\What's going on? Did he turn the lights off, too?\That can't be it! response:	Then is it a blackout?
context: You really are an annoying woman!\Tell me something new. So what?\You'll just scare everyone away like that!\What?\The stone fell on my foot!\What's going on? Did he turn the lights off, too?\That can't be it!\Then is it a blackout? response:	No, look. There are lights outside.
context: Tell me something new. So what?\You'll just scare everyone away like that!\What?\The stone fell on my foot!\What's going on? Did he turn the lights off, too?\That can't be it!\Then is it a blackout?\No, look. There are lights outside. response:	Is this building the only one without power?
context: You'll just scare everyone away like that!\What?\The stone fell on my foot!\What's going on? Did he turn the lights off, too?\That can't be it!\Then is it a blackout?\No, look. There are lights outside.\Is this building the only one without power? response:	Let's go out.
context: What?\The stone fell on my foot!\What's going on? Did he turn the lights off, too?\That can't be it!\Then is it a blackout?\No, look. There are lights outside.\Is this building the only one without power?\Let's go out. response:	Shima, be careful.
context: The stone fell on my foot!\What's going on? Did he turn the lights off, too?\That can't be it!\Then is it a blackout?\No, look. There are lights outside.\Is this building the only one without power?\Let's go out.\Shima, be careful. response:	Heh, events like this always make me excited.
context: What's going on? Did he turn the lights off, too?\That can't be it!\Then is it a blackout?\No, look. There are lights outside.\Is this building the only one without power?\Let's go out.\Shima, be careful.\Heh, events like this always make me excited. response:	A real test of courage.
context: That can't be it!\Then is it a blackout?\No, look. There are lights outside.\Is this building the only one without power?\Let's go out.\Shima, be careful.\Heh, events like this always make me excited.\A real test of courage. response:	Huh? I guess I haven't slept enough.
context: Then is it a blackout?\No, look. There are lights outside.\Is this building the only one without power?\Let's go out.\Shima, be careful.\Heh, events like this always make me excited.\A real test of courage.\Huh? I guess I haven't slept enough. response:	I just...
context: No, look. There are lights outside.\Is this building the only one without power?\Let's go out.\Shima, be careful.\Heh, events like this always make me excited.\A real test of courage.\Huh? I guess I haven't slept enough.\I just... response:	That's...
context: Is this building the only one without power?\Let's go out.\Shima, be careful.\Heh, events like this always make me excited.\A real test of courage.\Huh? I guess I haven't slept enough.\I just...\That's... response:	It's the Ghoul from yesterday!
context: Let's go out.\Shima, be careful.\Heh, events like this always make me excited.\A real test of courage.\Huh? I guess I haven't slept enough.\I just...\That's...\It's the Ghoul from yesterday! response:	Didn't he put up barriers?
context: Shima, be careful.\Heh, events like this always make me excited.\A real test of courage.\Huh? I guess I haven't slept enough.\I just...\That's...\It's the Ghoul from yesterday!\Didn't he put up barriers? response:	What's this?!
context: Heh, events like this always make me excited.\A real test of courage.\Huh? I guess I haven't slept enough.\I just...\That's...\It's the Ghoul from yesterday!\Didn't he put up barriers?\What's this?! response:	Ugh, it's its miasma!
context: A real test of courage.\Huh? I guess I haven't slept enough.\I just...\That's...\It's the Ghoul from yesterday!\Didn't he put up barriers?\What's this?!\Ugh, it's its miasma! response:	I have to do something! I have to protect everyone!
context: Huh? I guess I haven't slept enough.\I just...\That's...\It's the Ghoul from yesterday!\Didn't he put up barriers?\What's this?!\Ugh, it's its miasma!\I have to do something! I have to protect everyone! response:	Ni! Can you give me eely-billy?
context: I just...\That's...\It's the Ghoul from yesterday!\Didn't he put up barriers?\What's this?!\Ugh, it's its miasma!\I have to do something! I have to protect everyone!\Ni! Can you give me eely-billy? response:	Whoa...
context: That's...\It's the Ghoul from yesterday!\Didn't he put up barriers?\What's this?!\Ugh, it's its miasma!\I have to do something! I have to protect everyone!\Ni! Can you give me eely-billy?\Whoa... response:	Amazing!
context: It's the Ghoul from yesterday!\Didn't he put up barriers?\What's this?!\Ugh, it's its miasma!\I have to do something! I have to protect everyone!\Ni! Can you give me eely-billy?\Whoa...\Amazing! response:	Thank you, Ni!
context: Didn't he put up barriers?\What's this?!\Ugh, it's its miasma!\I have to do something! I have to protect everyone!\Ni! Can you give me eely-billy?\Whoa...\Amazing!\Thank you, Ni! response:	You saved us, Shiemi. Thanks to you...
context: What's this?!\Ugh, it's its miasma!\I have to do something! I have to protect everyone!\Ni! Can you give me eely-billy?\Whoa...\Amazing!\Thank you, Ni!\You saved us, Shiemi. Thanks to you... response:	It's coming!
context: Ugh, it's its miasma!\I have to do something! I have to protect everyone!\Ni! Can you give me eely-billy?\Whoa...\Amazing!\Thank you, Ni!\You saved us, Shiemi. Thanks to you...\It's coming! response:	It's lively for a corpse!
context: I have to do something! I have to protect everyone!\Ni! Can you give me eely-billy?\Whoa...\Amazing!\Thank you, Ni!\You saved us, Shiemi. Thanks to you...\It's coming!\It's lively for a corpse! response:	The Ghouls get really active when it's dark.
context: Ni! Can you give me eely-billy?\Whoa...\Amazing!\Thank you, Ni!\You saved us, Shiemi. Thanks to you...\It's coming!\It's lively for a corpse!\The Ghouls get really active when it's dark. response:	Shiemi, what's wrong?
context: Whoa...\Amazing!\Thank you, Ni!\You saved us, Shiemi. Thanks to you...\It's coming!\It's lively for a corpse!\The Ghouls get really active when it's dark.\Shiemi, what's wrong? response:	I feel dizzy...
context: Amazing!\Thank you, Ni!\You saved us, Shiemi. Thanks to you...\It's coming!\It's lively for a corpse!\The Ghouls get really active when it's dark.\Shiemi, what's wrong?\I feel dizzy... response:	What? It got so hot suddenly.
context: Thank you, Ni!\You saved us, Shiemi. Thanks to you...\It's coming!\It's lively for a corpse!\The Ghouls get really active when it's dark.\Shiemi, what's wrong?\I feel dizzy...\What? It got so hot suddenly. response:	What's wrong with you?
context: You saved us, Shiemi. Thanks to you...\It's coming!\It's lively for a corpse!\The Ghouls get really active when it's dark.\Shiemi, what's wrong?\I feel dizzy...\What? It got so hot suddenly.\What's wrong with you? response:	It's because of the Ghoul's miasma.
context: It's coming!\It's lively for a corpse!\The Ghouls get really active when it's dark.\Shiemi, what's wrong?\I feel dizzy...\What? It got so hot suddenly.\What's wrong with you?\It's because of the Ghoul's miasma. response:	Doesn't it bother you?
context: It's lively for a corpse!\The Ghouls get really active when it's dark.\Shiemi, what's wrong?\I feel dizzy...\What? It got so hot suddenly.\What's wrong with you?\It's because of the Ghoul's miasma.\Doesn't it bother you? response:	Damn, Yukio, where did you go?
context: The Ghouls get really active when it's dark.\Shiemi, what's wrong?\I feel dizzy...\What? It got so hot suddenly.\What's wrong with you?\It's because of the Ghoul's miasma.\Doesn't it bother you?\Damn, Yukio, where did you go? response:	If Moriyama's strength runs out, the barricade will be gone.
context: Shiemi, what's wrong?\I feel dizzy...\What? It got so hot suddenly.\What's wrong with you?\It's because of the Ghoul's miasma.\Doesn't it bother you?\Damn, Yukio, where did you go?\If Moriyama's strength runs out, the barricade will be gone. response:	Then we'll be done for.
context: I feel dizzy...\What? It got so hot suddenly.\What's wrong with you?\It's because of the Ghoul's miasma.\Doesn't it bother you?\Damn, Yukio, where did you go?\If Moriyama's strength runs out, the barricade will be gone.\Then we'll be done for. response:	He's not picking up his phone.
context: What? It got so hot suddenly.\What's wrong with you?\It's because of the Ghoul's miasma.\Doesn't it bother you?\Damn, Yukio, where did you go?\If Moriyama's strength runs out, the barricade will be gone.\Then we'll be done for.\He's not picking up his phone. response:	Then...
context: What's wrong with you?\It's because of the Ghoul's miasma.\Doesn't it bother you?\Damn, Yukio, where did you go?\If Moriyama's strength runs out, the barricade will be gone.\Then we'll be done for.\He's not picking up his phone.\Then... response:	What are you doing?
context: It's because of the Ghoul's miasma.\Doesn't it bother you?\Damn, Yukio, where did you go?\If Moriyama's strength runs out, the barricade will be gone.\Then we'll be done for.\He's not picking up his phone.\Then...\What are you doing? response:	I'll go out and lure it away.
context: Doesn't it bother you?\Damn, Yukio, where did you go?\If Moriyama's strength runs out, the barricade will be gone.\Then we'll be done for.\He's not picking up his phone.\Then...\What are you doing?\I'll go out and lure it away. response:	If it follows me, you guys run away.
context: Damn, Yukio, where did you go?\If Moriyama's strength runs out, the barricade will be gone.\Then we'll be done for.\He's not picking up his phone.\Then...\What are you doing?\I'll go out and lure it away.\If it follows me, you guys run away. response:	Huh? What are you talking about?
context: If Moriyama's strength runs out, the barricade will be gone.\Then we'll be done for.\He's not picking up his phone.\Then...\What are you doing?\I'll go out and lure it away.\If it follows me, you guys run away.\Huh? What are you talking about? response:	Don't worry about me, I'm stronger than I look.
context: Then we'll be done for.\He's not picking up his phone.\Then...\What are you doing?\I'll go out and lure it away.\If it follows me, you guys run away.\Huh? What are you talking about?\Don't worry about me, I'm stronger than I look. response:	You idi - hey! Come back, Okumura!
context: He's not picking up his phone.\Then...\What are you doing?\I'll go out and lure it away.\If it follows me, you guys run away.\Huh? What are you talking about?\Don't worry about me, I'm stronger than I look.\You idi - hey! Come back, Okumura! response:	Okumura!
context: Then...\What are you doing?\I'll go out and lure it away.\If it follows me, you guys run away.\Huh? What are you talking about?\Don't worry about me, I'm stronger than I look.\You idi - hey! Come back, Okumura!\Okumura! response:	Stop!
context: What are you doing?\I'll go out and lure it away.\If it follows me, you guys run away.\Huh? What are you talking about?\Don't worry about me, I'm stronger than I look.\You idi - hey! Come back, Okumura!\Okumura!\Stop! response:	You're after me, aren't you?
context: I'll go out and lure it away.\If it follows me, you guys run away.\Huh? What are you talking about?\Don't worry about me, I'm stronger than I look.\You idi - hey! Come back, Okumura!\Okumura!\Stop!\You're after me, aren't you? response:	Come!
context: If it follows me, you guys run away.\Huh? What are you talking about?\Don't worry about me, I'm stronger than I look.\You idi - hey! Come back, Okumura!\Okumura!\Stop!\You're after me, aren't you?\Come! response:	Nice, follow me!
context: Huh? What are you talking about?\Don't worry about me, I'm stronger than I look.\You idi - hey! Come back, Okumura!\Okumura!\Stop!\You're after me, aren't you?\Come!\Nice, follow me! response:	What a guy...
context: Don't worry about me, I'm stronger than I look.\You idi - hey! Come back, Okumura!\Okumura!\Stop!\You're after me, aren't you?\Come!\Nice, follow me!\What a guy... response:	Anyway, let's just get out of here.
context: You idi - hey! Come back, Okumura!\Okumura!\Stop!\You're after me, aren't you?\Come!\Nice, follow me!\What a guy...\Anyway, let's just get out of here. response:	Moriyama, you can lower the barricade.
context: Okumura!\Stop!\You're after me, aren't you?\Come!\Nice, follow me!\What a guy...\Anyway, let's just get out of here.\Moriyama, you can lower the barricade. response:	Wait. Didn't you hear that?
context: Stop!\You're after me, aren't you?\Come!\Nice, follow me!\What a guy...\Anyway, let's just get out of here.\Moriyama, you can lower the barricade.\Wait. Didn't you hear that? response:	Huh?
context: You're after me, aren't you?\Come!\Nice, follow me!\What a guy...\Anyway, let's just get out of here.\Moriyama, you can lower the barricade.\Wait. Didn't you hear that?\Huh? response:	You're kidding me.
context: Come!\Nice, follow me!\What a guy...\Anyway, let's just get out of here.\Moriyama, you can lower the barricade.\Wait. Didn't you hear that?\Huh?\You're kidding me. response:	The lights...
context: Nice, follow me!\What a guy...\Anyway, let's just get out of here.\Moriyama, you can lower the barricade.\Wait. Didn't you hear that?\Huh?\You're kidding me.\The lights... response:	If I turn on the lights, the Ghoul will get weaker.
context: What a guy...\Anyway, let's just get out of here.\Moriyama, you can lower the barricade.\Wait. Didn't you hear that?\Huh?\You're kidding me.\The lights...\If I turn on the lights, the Ghoul will get weaker. response:	I can't just sit and wait until it gets through.
context: Anyway, let's just get out of here.\Moriyama, you can lower the barricade.\Wait. Didn't you hear that?\Huh?\You're kidding me.\The lights...\If I turn on the lights, the Ghoul will get weaker.\I can't just sit and wait until it gets through. response:	Let's kill it with chants.
context: Moriyama, you can lower the barricade.\Wait. Didn't you hear that?\Huh?\You're kidding me.\The lights...\If I turn on the lights, the Ghoul will get weaker.\I can't just sit and wait until it gets through.\Let's kill it with chants. response:	Huh? Bon, that's fine but do you know its fatal verse?
context: Wait. Didn't you hear that?\Huh?\You're kidding me.\The lights...\If I turn on the lights, the Ghoul will get weaker.\I can't just sit and wait until it gets through.\Let's kill it with chants.\Huh? Bon, that's fine but do you know its fatal verse? response:	I don't, but Ghoul type demons usually have their fatal verses from the Gospel of John.
context: Huh?\You're kidding me.\The lights...\If I turn on the lights, the Ghoul will get weaker.\I can't just sit and wait until it gets through.\Let's kill it with chants.\Huh? Bon, that's fine but do you know its fatal verse?\I don't, but Ghoul type demons usually have their fatal verses from the Gospel of John. response:	I memorized all of it already, so if I just recite it, I'll hit the right one somewhere.
context: You're kidding me.\The lights...\If I turn on the lights, the Ghoul will get weaker.\I can't just sit and wait until it gets through.\Let's kill it with chants.\Huh? Bon, that's fine but do you know its fatal verse?\I don't, but Ghoul type demons usually have their fatal verses from the Gospel of John.\I memorized all of it already, so if I just recite it, I'll hit the right one somewhere. response:	All of it? That's more than 20 chapters!
context: The lights...\If I turn on the lights, the Ghoul will get weaker.\I can't just sit and wait until it gets through.\Let's kill it with chants.\Huh? Bon, that's fine but do you know its fatal verse?\I don't, but Ghoul type demons usually have their fatal verses from the Gospel of John.\I memorized all of it already, so if I just recite it, I'll hit the right one somewhere.\All of it? That's more than 20 chapters! response:	21, that is.
context: If I turn on the lights, the Ghoul will get weaker.\I can't just sit and wait until it gets through.\Let's kill it with chants.\Huh? Bon, that's fine but do you know its fatal verse?\I don't, but Ghoul type demons usually have their fatal verses from the Gospel of John.\I memorized all of it already, so if I just recite it, I'll hit the right one somewhere.\All of it? That's more than 20 chapters!\21, that is. response:	I memorized one to ten. Let me help.
context: I can't just sit and wait until it gets through.\Let's kill it with chants.\Huh? Bon, that's fine but do you know its fatal verse?\I don't, but Ghoul type demons usually have their fatal verses from the Gospel of John.\I memorized all of it already, so if I just recite it, I'll hit the right one somewhere.\All of it? That's more than 20 chapters!\21, that is.\I memorized one to ten. Let me help. response:	Sure, let's do this, Konekomaru.
context: Let's kill it with chants.\Huh? Bon, that's fine but do you know its fatal verse?\I don't, but Ghoul type demons usually have their fatal verses from the Gospel of John.\I memorized all of it already, so if I just recite it, I'll hit the right one somewhere.\All of it? That's more than 20 chapters!\21, that is.\I memorized one to ten. Let me help.\Sure, let's do this, Konekomaru. response:	Wait a second!
context: Huh? Bon, that's fine but do you know its fatal verse?\I don't, but Ghoul type demons usually have their fatal verses from the Gospel of John.\I memorized all of it already, so if I just recite it, I'll hit the right one somewhere.\All of it? That's more than 20 chapters!\21, that is.\I memorized one to ten. Let me help.\Sure, let's do this, Konekomaru.\Wait a second! response:	If you start chanting, it'll go and attack you!
context: I don't, but Ghoul type demons usually have their fatal verses from the Gospel of John.\I memorized all of it already, so if I just recite it, I'll hit the right one somewhere.\All of it? That's more than 20 chapters!\21, that is.\I memorized one to ten. Let me help.\Sure, let's do this, Konekomaru.\Wait a second!\If you start chanting, it'll go and attack you! response:	As if I cared! A girl is protecting us all alone!
context: I memorized all of it already, so if I just recite it, I'll hit the right one somewhere.\All of it? That's more than 20 chapters!\21, that is.\I memorized one to ten. Let me help.\Sure, let's do this, Konekomaru.\Wait a second!\If you start chanting, it'll go and attack you!\As if I cared! A girl is protecting us all alone! response:	A guy can't just sit back and wait!
context: All of it? That's more than 20 chapters!\21, that is.\I memorized one to ten. Let me help.\Sure, let's do this, Konekomaru.\Wait a second!\If you start chanting, it'll go and attack you!\As if I cared! A girl is protecting us all alone!\A guy can't just sit back and wait! response:	Bon, you're the real man.
context: 21, that is.\I memorized one to ten. Let me help.\Sure, let's do this, Konekomaru.\Wait a second!\If you start chanting, it'll go and attack you!\As if I cared! A girl is protecting us all alone!\A guy can't just sit back and wait!\Bon, you're the real man. response:	I haven't memorized any of it.
context: I memorized one to ten. Let me help.\Sure, let's do this, Konekomaru.\Wait a second!\If you start chanting, it'll go and attack you!\As if I cared! A girl is protecting us all alone!\A guy can't just sit back and wait!\Bon, you're the real man.\I haven't memorized any of it. response:	Oh, you had that with you?
context: Sure, let's do this, Konekomaru.\Wait a second!\If you start chanting, it'll go and attack you!\As if I cared! A girl is protecting us all alone!\A guy can't just sit back and wait!\Bon, you're the real man.\I haven't memorized any of it.\Oh, you had that with you? response:	If it gets through, I'll help you.
context: Wait a second!\If you start chanting, it'll go and attack you!\As if I cared! A girl is protecting us all alone!\A guy can't just sit back and wait!\Bon, you're the real man.\I haven't memorized any of it.\Oh, you had that with you?\If it gets through, I'll help you. response:	You're stupid.
context: If you start chanting, it'll go and attack you!\As if I cared! A girl is protecting us all alone!\A guy can't just sit back and wait!\Bon, you're the real man.\I haven't memorized any of it.\Oh, you had that with you?\If it gets through, I'll help you.\You're stupid. response:	What? You had such a big mouth earlier,
context: As if I cared! A girl is protecting us all alone!\A guy can't just sit back and wait!\Bon, you're the real man.\I haven't memorized any of it.\Oh, you had that with you?\If it gets through, I'll help you.\You're stupid.\What? You had such a big mouth earlier, response:	but now that things get real you wet yourself!
