context: Midday Moon response:	What the hell is that?!
context: Oh, Mr. Yokomizo.\Kishou Battle Rei Kiriyama Ichirou Morita\Kiryu Battle Keita Kurasawa Santa Mine\Three white stars. You're in fine form.\Thank you.\So your opponent in the Newcomer Tournament finals is Junkei Yamazaki, huh?\Good luck. Do it for Nikaidou too.\I will. response:	Hachiya/ Kiriyama
context: Kishou Battle Rei Kiriyama Ichirou Morita\Kiryu Battle Keita Kurasawa Santa Mine\Three white stars. You're in fine form.\Thank you.\So your opponent in the Newcomer Tournament finals is Junkei Yamazaki, huh?\Good luck. Do it for Nikaidou too.\I will.\Hachiya/ Kiriyama response:	Yamazaki/ Nikaidou
context: Kiryu Battle Keita Kurasawa Santa Mine\Three white stars. You're in fine form.\Thank you.\So your opponent in the Newcomer Tournament finals is Junkei Yamazaki, huh?\Good luck. Do it for Nikaidou too.\I will.\Hachiya/ Kiriyama\Yamazaki/ Nikaidou response:	Newcomer Tournament
context: Three white stars. You're in fine form.\Thank you.\So your opponent in the Newcomer Tournament finals is Junkei Yamazaki, huh?\Good luck. Do it for Nikaidou too.\I will.\Hachiya/ Kiriyama\Yamazaki/ Nikaidou\Newcomer Tournament response:	Kiriyama
context: Thank you.\So your opponent in the Newcomer Tournament finals is Junkei Yamazaki, huh?\Good luck. Do it for Nikaidou too.\I will.\Hachiya/ Kiriyama\Yamazaki/ Nikaidou\Newcomer Tournament\Kiriyama response:	Yamazaki
context: So your opponent in the Newcomer Tournament finals is Junkei Yamazaki, huh?\Good luck. Do it for Nikaidou too.\I will.\Hachiya/ Kiriyama\Yamazaki/ Nikaidou\Newcomer Tournament\Kiriyama\Yamazaki response:	Newcomer Tournament
context: Good luck. Do it for Nikaidou too.\I will.\Hachiya/ Kiriyama\Yamazaki/ Nikaidou\Newcomer Tournament\Kiriyama\Yamazaki\Newcomer Tournament response:	Don't lose along the way!
context: I will.\Hachiya/ Kiriyama\Yamazaki/ Nikaidou\Newcomer Tournament\Kiriyama\Yamazaki\Newcomer Tournament\Don't lose along the way! response:	Because you and I are going to create a legend!
context: Hachiya/ Kiriyama\Yamazaki/ Nikaidou\Newcomer Tournament\Kiriyama\Yamazaki\Newcomer Tournament\Don't lose along the way!\Because you and I are going to create a legend! response:	Idiot...
context: Yamazaki/ Nikaidou\Newcomer Tournament\Kiriyama\Yamazaki\Newcomer Tournament\Don't lose along the way!\Because you and I are going to create a legend!\Idiot... response:	After drilling that into my head, again and again...
context: Newcomer Tournament\Kiriyama\Yamazaki\Newcomer Tournament\Don't lose along the way!\Because you and I are going to create a legend!\Idiot...\After drilling that into my head, again and again... response:	Nikaidou...
context: Kiriyama\Yamazaki\Newcomer Tournament\Don't lose along the way!\Because you and I are going to create a legend!\Idiot...\After drilling that into my head, again and again...\Nikaidou... response:	So what's going on with Nikaidou?
context: Yamazaki\Newcomer Tournament\Don't lose along the way!\Because you and I are going to create a legend!\Idiot...\After drilling that into my head, again and again...\Nikaidou...\So what's going on with Nikaidou? response:	He can't return from Osaka for a while?
context: Newcomer Tournament\Don't lose along the way!\Because you and I are going to create a legend!\Idiot...\After drilling that into my head, again and again...\Nikaidou...\So what's going on with Nikaidou?\He can't return from Osaka for a while? response:	Yes. He's been admitted to the Osaka First Central Hospital.
context: Don't lose along the way!\Because you and I are going to create a legend!\Idiot...\After drilling that into my head, again and again...\Nikaidou...\So what's going on with Nikaidou?\He can't return from Osaka for a while?\Yes. He's been admitted to the Osaka First Central Hospital. response:	He'll be there a while for observation.
context: Because you and I are going to create a legend!\Idiot...\After drilling that into my head, again and again...\Nikaidou...\So what's going on with Nikaidou?\He can't return from Osaka for a while?\Yes. He's been admitted to the Osaka First Central Hospital.\He'll be there a while for observation. response:	Apparently it's difficult to move him closer.
context: Idiot...\After drilling that into my head, again and again...\Nikaidou...\So what's going on with Nikaidou?\He can't return from Osaka for a while?\Yes. He's been admitted to the Osaka First Central Hospital.\He'll be there a while for observation.\Apparently it's difficult to move him closer. response:	Mr. Shimada.
context: After drilling that into my head, again and again...\Nikaidou...\So what's going on with Nikaidou?\He can't return from Osaka for a while?\Yes. He's been admitted to the Osaka First Central Hospital.\He'll be there a while for observation.\Apparently it's difficult to move him closer.\Mr. Shimada. response:	What...
context: Nikaidou...\So what's going on with Nikaidou?\He can't return from Osaka for a while?\Yes. He's been admitted to the Osaka First Central Hospital.\He'll be there a while for observation.\Apparently it's difficult to move him closer.\Mr. Shimada.\What... response:	Kiriyama.
context: So what's going on with Nikaidou?\He can't return from Osaka for a while?\Yes. He's been admitted to the Osaka First Central Hospital.\He'll be there a while for observation.\Apparently it's difficult to move him closer.\Mr. Shimada.\What...\Kiriyama. response:	Midday Moon
context: He can't return from Osaka for a while?\Yes. He's been admitted to the Osaka First Central Hospital.\He'll be there a while for observation.\Apparently it's difficult to move him closer.\Mr. Shimada.\What...\Kiriyama.\Midday Moon response:	Adventurers
context: Yes. He's been admitted to the Osaka First Central Hospital.\He'll be there a while for observation.\Apparently it's difficult to move him closer.\Mr. Shimada.\What...\Kiriyama.\Midday Moon\Adventurers response:	What are you talking about?
context: He'll be there a while for observation.\Apparently it's difficult to move him closer.\Mr. Shimada.\What...\Kiriyama.\Midday Moon\Adventurers\What are you talking about? response:	Nikaidou... is in the hospital?
context: Apparently it's difficult to move him closer.\Mr. Shimada.\What...\Kiriyama.\Midday Moon\Adventurers\What are you talking about?\Nikaidou... is in the hospital? response:	Did something happen?
context: Mr. Shimada.\What...\Kiriyama.\Midday Moon\Adventurers\What are you talking about?\Nikaidou... is in the hospital?\Did something happen? response:	The expression on the adults' faces read Oh, shoot
context: What...\Kiriyama.\Midday Moon\Adventurers\What are you talking about?\Nikaidou... is in the hospital?\Did something happen?\The expression on the adults' faces read Oh, shoot response:	and I figured it out right away.
context: Kiriyama.\Midday Moon\Adventurers\What are you talking about?\Nikaidou... is in the hospital?\Did something happen?\The expression on the adults' faces read Oh, shoot\and I figured it out right away. response:	That I was the only one who didn't know.
context: Midday Moon\Adventurers\What are you talking about?\Nikaidou... is in the hospital?\Did something happen?\The expression on the adults' faces read Oh, shoot\and I figured it out right away.\That I was the only one who didn't know. response:	It's nothing major.
context: Adventurers\What are you talking about?\Nikaidou... is in the hospital?\Did something happen?\The expression on the adults' faces read Oh, shoot\and I figured it out right away.\That I was the only one who didn't know.\It's nothing major. response:	He wasn't well to begin with,
context: What are you talking about?\Nikaidou... is in the hospital?\Did something happen?\The expression on the adults' faces read Oh, shoot\and I figured it out right away.\That I was the only one who didn't know.\It's nothing major.\He wasn't well to begin with, response:	so the strain of the Newcomer Tournament semi-finals made his condition worse.
context: Nikaidou... is in the hospital?\Did something happen?\The expression on the adults' faces read Oh, shoot\and I figured it out right away.\That I was the only one who didn't know.\It's nothing major.\He wasn't well to begin with,\so the strain of the Newcomer Tournament semi-finals made his condition worse. response:	That's right. Come on, Shimada, let's get that drink.
context: Did something happen?\The expression on the adults' faces read Oh, shoot\and I figured it out right away.\That I was the only one who didn't know.\It's nothing major.\He wasn't well to begin with,\so the strain of the Newcomer Tournament semi-finals made his condition worse.\That's right. Come on, Shimada, let's get that drink. response:	Please, wait!
context: The expression on the adults' faces read Oh, shoot\and I figured it out right away.\That I was the only one who didn't know.\It's nothing major.\He wasn't well to begin with,\so the strain of the Newcomer Tournament semi-finals made his condition worse.\That's right. Come on, Shimada, let's get that drink.\Please, wait! response:	If this was his usual health downswing,
context: and I figured it out right away.\That I was the only one who didn't know.\It's nothing major.\He wasn't well to begin with,\so the strain of the Newcomer Tournament semi-finals made his condition worse.\That's right. Come on, Shimada, let's get that drink.\Please, wait!\If this was his usual health downswing, response:	that limousine with a bed or whatever could take him back here, right?
context: That I was the only one who didn't know.\It's nothing major.\He wasn't well to begin with,\so the strain of the Newcomer Tournament semi-finals made his condition worse.\That's right. Come on, Shimada, let's get that drink.\Please, wait!\If this was his usual health downswing,\that limousine with a bed or whatever could take him back here, right? response:	He still has rank-deciding matches!
context: It's nothing major.\He wasn't well to begin with,\so the strain of the Newcomer Tournament semi-finals made his condition worse.\That's right. Come on, Shimada, let's get that drink.\Please, wait!\If this was his usual health downswing,\that limousine with a bed or whatever could take him back here, right?\He still has rank-deciding matches! response:	But if he's in the hospital for a while...
context: He wasn't well to begin with,\so the strain of the Newcomer Tournament semi-finals made his condition worse.\That's right. Come on, Shimada, let's get that drink.\Please, wait!\If this was his usual health downswing,\that limousine with a bed or whatever could take him back here, right?\He still has rank-deciding matches!\But if he's in the hospital for a while... response:	Is it that bad?
context: so the strain of the Newcomer Tournament semi-finals made his condition worse.\That's right. Come on, Shimada, let's get that drink.\Please, wait!\If this was his usual health downswing,\that limousine with a bed or whatever could take him back here, right?\He still has rank-deciding matches!\But if he's in the hospital for a while...\Is it that bad? response:	Kiriyama...
context: That's right. Come on, Shimada, let's get that drink.\Please, wait!\If this was his usual health downswing,\that limousine with a bed or whatever could take him back here, right?\He still has rank-deciding matches!\But if he's in the hospital for a while...\Is it that bad?\Kiriyama... response:	If you ask me and I can't answer, there must be a reason, right?
context: Please, wait!\If this was his usual health downswing,\that limousine with a bed or whatever could take him back here, right?\He still has rank-deciding matches!\But if he's in the hospital for a while...\Is it that bad?\Kiriyama...\If you ask me and I can't answer, there must be a reason, right? response:	You should understand that much.
context: If this was his usual health downswing,\that limousine with a bed or whatever could take him back here, right?\He still has rank-deciding matches!\But if he's in the hospital for a while...\Is it that bad?\Kiriyama...\If you ask me and I can't answer, there must be a reason, right?\You should understand that much. response:	The truth is I'd been faintly aware of it.
context: that limousine with a bed or whatever could take him back here, right?\He still has rank-deciding matches!\But if he's in the hospital for a while...\Is it that bad?\Kiriyama...\If you ask me and I can't answer, there must be a reason, right?\You should understand that much.\The truth is I'd been faintly aware of it. response:	Mr. Hanaoka, who was always at his side,
context: He still has rank-deciding matches!\But if he's in the hospital for a while...\Is it that bad?\Kiriyama...\If you ask me and I can't answer, there must be a reason, right?\You should understand that much.\The truth is I'd been faintly aware of it.\Mr. Hanaoka, who was always at his side, response:	the beautifully decorated, faintly colored lunches,
context: But if he's in the hospital for a while...\Is it that bad?\Kiriyama...\If you ask me and I can't answer, there must be a reason, right?\You should understand that much.\The truth is I'd been faintly aware of it.\Mr. Hanaoka, who was always at his side,\the beautifully decorated, faintly colored lunches, response:	all of the medications he always had in his bag...
context: Is it that bad?\Kiriyama...\If you ask me and I can't answer, there must be a reason, right?\You should understand that much.\The truth is I'd been faintly aware of it.\Mr. Hanaoka, who was always at his side,\the beautifully decorated, faintly colored lunches,\all of the medications he always had in his bag... response:	The truth is I could never bring myself to ask about it.
context: Kiriyama...\If you ask me and I can't answer, there must be a reason, right?\You should understand that much.\The truth is I'd been faintly aware of it.\Mr. Hanaoka, who was always at his side,\the beautifully decorated, faintly colored lunches,\all of the medications he always had in his bag...\The truth is I could never bring myself to ask about it. response:	Ever since we were kids, I knew Nikaidou didn't like to be asked about it.
context: If you ask me and I can't answer, there must be a reason, right?\You should understand that much.\The truth is I'd been faintly aware of it.\Mr. Hanaoka, who was always at his side,\the beautifully decorated, faintly colored lunches,\all of the medications he always had in his bag...\The truth is I could never bring myself to ask about it.\Ever since we were kids, I knew Nikaidou didn't like to be asked about it. response:	Is that so?
context: You should understand that much.\The truth is I'd been faintly aware of it.\Mr. Hanaoka, who was always at his side,\the beautifully decorated, faintly colored lunches,\all of the medications he always had in his bag...\The truth is I could never bring myself to ask about it.\Ever since we were kids, I knew Nikaidou didn't like to be asked about it.\Is that so? response:	In that case...
context: The truth is I'd been faintly aware of it.\Mr. Hanaoka, who was always at his side,\the beautifully decorated, faintly colored lunches,\all of the medications he always had in his bag...\The truth is I could never bring myself to ask about it.\Ever since we were kids, I knew Nikaidou didn't like to be asked about it.\Is that so?\In that case... response:	Shimada, I'm going home.
context: Mr. Hanaoka, who was always at his side,\the beautifully decorated, faintly colored lunches,\all of the medications he always had in his bag...\The truth is I could never bring myself to ask about it.\Ever since we were kids, I knew Nikaidou didn't like to be asked about it.\Is that so?\In that case...\Shimada, I'm going home. response:	Take care of things.
context: the beautifully decorated, faintly colored lunches,\all of the medications he always had in his bag...\The truth is I could never bring myself to ask about it.\Ever since we were kids, I knew Nikaidou didn't like to be asked about it.\Is that so?\In that case...\Shimada, I'm going home.\Take care of things. response:	Kiriyama.
context: all of the medications he always had in his bag...\The truth is I could never bring myself to ask about it.\Ever since we were kids, I knew Nikaidou didn't like to be asked about it.\Is that so?\In that case...\Shimada, I'm going home.\Take care of things.\Kiriyama. response:	SHOGI HALL
context: The truth is I could never bring myself to ask about it.\Ever since we were kids, I knew Nikaidou didn't like to be asked about it.\Is that so?\In that case...\Shimada, I'm going home.\Take care of things.\Kiriyama.\SHOGI HALL response:	Why don't we grab dinner?
context: Ever since we were kids, I knew Nikaidou didn't like to be asked about it.\Is that so?\In that case...\Shimada, I'm going home.\Take care of things.\Kiriyama.\SHOGI HALL\Why don't we grab dinner? response:	After that, Mr. Shimada talked to me about Nikaidou.
context: Is that so?\In that case...\Shimada, I'm going home.\Take care of things.\Kiriyama.\SHOGI HALL\Why don't we grab dinner?\After that, Mr. Shimada talked to me about Nikaidou. response:	He talked about his disciple and his little brother.
context: In that case...\Shimada, I'm going home.\Take care of things.\Kiriyama.\SHOGI HALL\Why don't we grab dinner?\After that, Mr. Shimada talked to me about Nikaidou.\He talked about his disciple and his little brother. response:	You're taking on another disciple?
context: Shimada, I'm going home.\Take care of things.\Kiriyama.\SHOGI HALL\Why don't we grab dinner?\After that, Mr. Shimada talked to me about Nikaidou.\He talked about his disciple and his little brother.\You're taking on another disciple? response:	Yeah.
context: Take care of things.\Kiriyama.\SHOGI HALL\Why don't we grab dinner?\After that, Mr. Shimada talked to me about Nikaidou.\He talked about his disciple and his little brother.\You're taking on another disciple?\Yeah. response:	Sensei, you've always said that I would be your last disciple.
context: Kiriyama.\SHOGI HALL\Why don't we grab dinner?\After that, Mr. Shimada talked to me about Nikaidou.\He talked about his disciple and his little brother.\You're taking on another disciple?\Yeah.\Sensei, you've always said that I would be your last disciple. response:	And you got sick last year, so why now?
context: SHOGI HALL\Why don't we grab dinner?\After that, Mr. Shimada talked to me about Nikaidou.\He talked about his disciple and his little brother.\You're taking on another disciple?\Yeah.\Sensei, you've always said that I would be your last disciple.\And you got sick last year, so why now? response:	Well, the thing is, I found an interesting child.
context: Why don't we grab dinner?\After that, Mr. Shimada talked to me about Nikaidou.\He talked about his disciple and his little brother.\You're taking on another disciple?\Yeah.\Sensei, you've always said that I would be your last disciple.\And you got sick last year, so why now?\Well, the thing is, I found an interesting child. response:	To become a shogi professional, you have to first join the association.
context: After that, Mr. Shimada talked to me about Nikaidou.\He talked about his disciple and his little brother.\You're taking on another disciple?\Yeah.\Sensei, you've always said that I would be your last disciple.\And you got sick last year, so why now?\Well, the thing is, I found an interesting child.\To become a shogi professional, you have to first join the association. response:	And to do that, you have to be under someone's wing.
context: He talked about his disciple and his little brother.\You're taking on another disciple?\Yeah.\Sensei, you've always said that I would be your last disciple.\And you got sick last year, so why now?\Well, the thing is, I found an interesting child.\To become a shogi professional, you have to first join the association.\And to do that, you have to be under someone's wing. response:	TINY
context: You're taking on another disciple?\Yeah.\Sensei, you've always said that I would be your last disciple.\And you got sick last year, so why now?\Well, the thing is, I found an interesting child.\To become a shogi professional, you have to first join the association.\And to do that, you have to be under someone's wing.\TINY response:	And so, a fourth-grader came over.
context: Yeah.\Sensei, you've always said that I would be your last disciple.\And you got sick last year, so why now?\Well, the thing is, I found an interesting child.\To become a shogi professional, you have to first join the association.\And to do that, you have to be under someone's wing.\TINY\And so, a fourth-grader came over. response:	SHINE
context: Sensei, you've always said that I would be your last disciple.\And you got sick last year, so why now?\Well, the thing is, I found an interesting child.\To become a shogi professional, you have to first join the association.\And to do that, you have to be under someone's wing.\TINY\And so, a fourth-grader came over.\SHINE response:	Nice to meet you!
context: And you got sick last year, so why now?\Well, the thing is, I found an interesting child.\To become a shogi professional, you have to first join the association.\And to do that, you have to be under someone's wing.\TINY\And so, a fourth-grader came over.\SHINE\Nice to meet you! response:	I'm Harunobu Nikaidou!
context: Well, the thing is, I found an interesting child.\To become a shogi professional, you have to first join the association.\And to do that, you have to be under someone's wing.\TINY\And so, a fourth-grader came over.\SHINE\Nice to meet you!\I'm Harunobu Nikaidou! response:	This is Shimada 6th-Dan. He's your big brother.
context: To become a shogi professional, you have to first join the association.\And to do that, you have to be under someone's wing.\TINY\And so, a fourth-grader came over.\SHINE\Nice to meet you!\I'm Harunobu Nikaidou!\This is Shimada 6th-Dan. He's your big brother. response:	You two get along now.
context: And to do that, you have to be under someone's wing.\TINY\And so, a fourth-grader came over.\SHINE\Nice to meet you!\I'm Harunobu Nikaidou!\This is Shimada 6th-Dan. He's your big brother.\You two get along now. response:	He's so round.
context: TINY\And so, a fourth-grader came over.\SHINE\Nice to meet you!\I'm Harunobu Nikaidou!\This is Shimada 6th-Dan. He's your big brother.\You two get along now.\He's so round. response:	Huh? Where have I...
context: And so, a fourth-grader came over.\SHINE\Nice to meet you!\I'm Harunobu Nikaidou!\This is Shimada 6th-Dan. He's your big brother.\You two get along now.\He's so round.\Huh? Where have I... response:	I remembered him from somewhere.
context: SHINE\Nice to meet you!\I'm Harunobu Nikaidou!\This is Shimada 6th-Dan. He's your big brother.\You two get along now.\He's so round.\Huh? Where have I...\I remembered him from somewhere. response:	CHILDREN'S SHOGI TOURNAMENT
context: Nice to meet you!\I'm Harunobu Nikaidou!\This is Shimada 6th-Dan. He's your big brother.\You two get along now.\He's so round.\Huh? Where have I...\I remembered him from somewhere.\CHILDREN'S SHOGI TOURNAMENT response:	I'd seen him when I was a guest lecturer at a children's tournament.
context: I'm Harunobu Nikaidou!\This is Shimada 6th-Dan. He's your big brother.\You two get along now.\He's so round.\Huh? Where have I...\I remembered him from somewhere.\CHILDREN'S SHOGI TOURNAMENT\I'd seen him when I was a guest lecturer at a children's tournament. response:	What's with the round kid?
context: This is Shimada 6th-Dan. He's your big brother.\You two get along now.\He's so round.\Huh? Where have I...\I remembered him from somewhere.\CHILDREN'S SHOGI TOURNAMENT\I'd seen him when I was a guest lecturer at a children's tournament.\What's with the round kid? response:	Making an old man carry his lunch...
context: You two get along now.\He's so round.\Huh? Where have I...\I remembered him from somewhere.\CHILDREN'S SHOGI TOURNAMENT\I'd seen him when I was a guest lecturer at a children's tournament.\What's with the round kid?\Making an old man carry his lunch... response:	I heard he pulled up in a fancy car.
context: He's so round.\Huh? Where have I...\I remembered him from somewhere.\CHILDREN'S SHOGI TOURNAMENT\I'd seen him when I was a guest lecturer at a children's tournament.\What's with the round kid?\Making an old man carry his lunch...\I heard he pulled up in a fancy car. response:	What a stuck-up.
context: Huh? Where have I...\I remembered him from somewhere.\CHILDREN'S SHOGI TOURNAMENT\I'd seen him when I was a guest lecturer at a children's tournament.\What's with the round kid?\Making an old man carry his lunch...\I heard he pulled up in a fancy car.\What a stuck-up. response:	This is probably a rich kid's pastime. He won't be around for long.
context: I remembered him from somewhere.\CHILDREN'S SHOGI TOURNAMENT\I'd seen him when I was a guest lecturer at a children's tournament.\What's with the round kid?\Making an old man carry his lunch...\I heard he pulled up in a fancy car.\What a stuck-up.\This is probably a rich kid's pastime. He won't be around for long. response:	- Now chew well. Thirty times each bite. - Okay.
context: CHILDREN'S SHOGI TOURNAMENT\I'd seen him when I was a guest lecturer at a children's tournament.\What's with the round kid?\Making an old man carry his lunch...\I heard he pulled up in a fancy car.\What a stuck-up.\This is probably a rich kid's pastime. He won't be around for long.\- Now chew well. Thirty times each bite. - Okay. response:	A special lunch, huh?
context: I'd seen him when I was a guest lecturer at a children's tournament.\What's with the round kid?\Making an old man carry his lunch...\I heard he pulled up in a fancy car.\What a stuck-up.\This is probably a rich kid's pastime. He won't be around for long.\- Now chew well. Thirty times each bite. - Okay.\A special lunch, huh? response:	Spoiled rich kid.
context: What's with the round kid?\Making an old man carry his lunch...\I heard he pulled up in a fancy car.\What a stuck-up.\This is probably a rich kid's pastime. He won't be around for long.\- Now chew well. Thirty times each bite. - Okay.\A special lunch, huh?\Spoiled rich kid. response:	Why go to all the trouble of entering this world?
context: Making an old man carry his lunch...\I heard he pulled up in a fancy car.\What a stuck-up.\This is probably a rich kid's pastime. He won't be around for long.\- Now chew well. Thirty times each bite. - Okay.\A special lunch, huh?\Spoiled rich kid.\Why go to all the trouble of entering this world? response:	I'm sure his parents would buy him whatever manga or video games he wanted.
context: I heard he pulled up in a fancy car.\What a stuck-up.\This is probably a rich kid's pastime. He won't be around for long.\- Now chew well. Thirty times each bite. - Okay.\A special lunch, huh?\Spoiled rich kid.\Why go to all the trouble of entering this world?\I'm sure his parents would buy him whatever manga or video games he wanted. response:	I was envious of him, since I lived in poverty when I was a kid.
context: What a stuck-up.\This is probably a rich kid's pastime. He won't be around for long.\- Now chew well. Thirty times each bite. - Okay.\A special lunch, huh?\Spoiled rich kid.\Why go to all the trouble of entering this world?\I'm sure his parents would buy him whatever manga or video games he wanted.\I was envious of him, since I lived in poverty when I was a kid. response:	Well, I'm sure he won't stick with it.
context: This is probably a rich kid's pastime. He won't be around for long.\- Now chew well. Thirty times each bite. - Okay.\A special lunch, huh?\Spoiled rich kid.\Why go to all the trouble of entering this world?\I'm sure his parents would buy him whatever manga or video games he wanted.\I was envious of him, since I lived in poverty when I was a kid.\Well, I'm sure he won't stick with it. response:	Video games and computers are more fun.
context: - Now chew well. Thirty times each bite. - Okay.\A special lunch, huh?\Spoiled rich kid.\Why go to all the trouble of entering this world?\I'm sure his parents would buy him whatever manga or video games he wanted.\I was envious of him, since I lived in poverty when I was a kid.\Well, I'm sure he won't stick with it.\Video games and computers are more fun. response:	CHILDREN'S SHOGI TOURNAMENT
context: A special lunch, huh?\Spoiled rich kid.\Why go to all the trouble of entering this world?\I'm sure his parents would buy him whatever manga or video games he wanted.\I was envious of him, since I lived in poverty when I was a kid.\Well, I'm sure he won't stick with it.\Video games and computers are more fun.\CHILDREN'S SHOGI TOURNAMENT response:	Thank you for your patience. It's now time for the final match.
context: Spoiled rich kid.\Why go to all the trouble of entering this world?\I'm sure his parents would buy him whatever manga or video games he wanted.\I was envious of him, since I lived in poverty when I was a kid.\Well, I'm sure he won't stick with it.\Video games and computers are more fun.\CHILDREN'S SHOGI TOURNAMENT\Thank you for your patience. It's now time for the final match. response:	From Suginami Ward, Tokyo, Rei Kiriyama!
context: Why go to all the trouble of entering this world?\I'm sure his parents would buy him whatever manga or video games he wanted.\I was envious of him, since I lived in poverty when I was a kid.\Well, I'm sure he won't stick with it.\Video games and computers are more fun.\CHILDREN'S SHOGI TOURNAMENT\Thank you for your patience. It's now time for the final match.\From Suginami Ward, Tokyo, Rei Kiriyama! response:	So the spoiled rich kid lost in the semi-finals.
context: I'm sure his parents would buy him whatever manga or video games he wanted.\I was envious of him, since I lived in poverty when I was a kid.\Well, I'm sure he won't stick with it.\Video games and computers are more fun.\CHILDREN'S SHOGI TOURNAMENT\Thank you for your patience. It's now time for the final match.\From Suginami Ward, Tokyo, Rei Kiriyama!\So the spoiled rich kid lost in the semi-finals. response:	He did better than I expected.
context: I was envious of him, since I lived in poverty when I was a kid.\Well, I'm sure he won't stick with it.\Video games and computers are more fun.\CHILDREN'S SHOGI TOURNAMENT\Thank you for your patience. It's now time for the final match.\From Suginami Ward, Tokyo, Rei Kiriyama!\So the spoiled rich kid lost in the semi-finals.\He did better than I expected. response:	I was shocked when I saw the game records.
context: Well, I'm sure he won't stick with it.\Video games and computers are more fun.\CHILDREN'S SHOGI TOURNAMENT\Thank you for your patience. It's now time for the final match.\From Suginami Ward, Tokyo, Rei Kiriyama!\So the spoiled rich kid lost in the semi-finals.\He did better than I expected.\I was shocked when I saw the game records. response:	Wh-What is this? All-out war, with both of them having sitting kings?
context: Video games and computers are more fun.\CHILDREN'S SHOGI TOURNAMENT\Thank you for your patience. It's now time for the final match.\From Suginami Ward, Tokyo, Rei Kiriyama!\So the spoiled rich kid lost in the semi-finals.\He did better than I expected.\I was shocked when I saw the game records.\Wh-What is this? All-out war, with both of them having sitting kings? response:	And 185 moves...
context: CHILDREN'S SHOGI TOURNAMENT\Thank you for your patience. It's now time for the final match.\From Suginami Ward, Tokyo, Rei Kiriyama!\So the spoiled rich kid lost in the semi-finals.\He did better than I expected.\I was shocked when I saw the game records.\Wh-What is this? All-out war, with both of them having sitting kings?\And 185 moves... response:	Is this really elementary school shogi?
context: Thank you for your patience. It's now time for the final match.\From Suginami Ward, Tokyo, Rei Kiriyama!\So the spoiled rich kid lost in the semi-finals.\He did better than I expected.\I was shocked when I saw the game records.\Wh-What is this? All-out war, with both of them having sitting kings?\And 185 moves...\Is this really elementary school shogi? response:	Is he okay? I'll call an ambulance.
context: From Suginami Ward, Tokyo, Rei Kiriyama!\So the spoiled rich kid lost in the semi-finals.\He did better than I expected.\I was shocked when I saw the game records.\Wh-What is this? All-out war, with both of them having sitting kings?\And 185 moves...\Is this really elementary school shogi?\Is he okay? I'll call an ambulance. response:	He'll be fine. There's no need for an ambulance.
context: So the spoiled rich kid lost in the semi-finals.\He did better than I expected.\I was shocked when I saw the game records.\Wh-What is this? All-out war, with both of them having sitting kings?\And 185 moves...\Is this really elementary school shogi?\Is he okay? I'll call an ambulance.\He'll be fine. There's no need for an ambulance. response:	The car is waiting downstairs.
context: He did better than I expected.\I was shocked when I saw the game records.\Wh-What is this? All-out war, with both of them having sitting kings?\And 185 moves...\Is this really elementary school shogi?\Is he okay? I'll call an ambulance.\He'll be fine. There's no need for an ambulance.\The car is waiting downstairs. response:	From the old man's calm demeanor,
context: I was shocked when I saw the game records.\Wh-What is this? All-out war, with both of them having sitting kings?\And 185 moves...\Is this really elementary school shogi?\Is he okay? I'll call an ambulance.\He'll be fine. There's no need for an ambulance.\The car is waiting downstairs.\From the old man's calm demeanor, response:	I caught a glimpse of the boy's long fight against illness.
context: Wh-What is this? All-out war, with both of them having sitting kings?\And 185 moves...\Is this really elementary school shogi?\Is he okay? I'll call an ambulance.\He'll be fine. There's no need for an ambulance.\The car is waiting downstairs.\From the old man's calm demeanor,\I caught a glimpse of the boy's long fight against illness. response:	Shogi is honest.
context: And 185 moves...\Is this really elementary school shogi?\Is he okay? I'll call an ambulance.\He'll be fine. There's no need for an ambulance.\The car is waiting downstairs.\From the old man's calm demeanor,\I caught a glimpse of the boy's long fight against illness.\Shogi is honest. response:	The only way to get good at it is by studying.
context: Is this really elementary school shogi?\Is he okay? I'll call an ambulance.\He'll be fine. There's no need for an ambulance.\The car is waiting downstairs.\From the old man's calm demeanor,\I caught a glimpse of the boy's long fight against illness.\Shogi is honest.\The only way to get good at it is by studying. response:	That's right. What I had in my hand were the game records
context: Is he okay? I'll call an ambulance.\He'll be fine. There's no need for an ambulance.\The car is waiting downstairs.\From the old man's calm demeanor,\I caught a glimpse of the boy's long fight against illness.\Shogi is honest.\The only way to get good at it is by studying.\That's right. What I had in my hand were the game records response:	of someone who threw a happy childhood to the winds.
context: He'll be fine. There's no need for an ambulance.\The car is waiting downstairs.\From the old man's calm demeanor,\I caught a glimpse of the boy's long fight against illness.\Shogi is honest.\The only way to get good at it is by studying.\That's right. What I had in my hand were the game records\of someone who threw a happy childhood to the winds. response:	No, that's not right.
context: The car is waiting downstairs.\From the old man's calm demeanor,\I caught a glimpse of the boy's long fight against illness.\Shogi is honest.\The only way to get good at it is by studying.\That's right. What I had in my hand were the game records\of someone who threw a happy childhood to the winds.\No, that's not right. response:	He never even had the kind of childhood that could be flung away.
context: From the old man's calm demeanor,\I caught a glimpse of the boy's long fight against illness.\Shogi is honest.\The only way to get good at it is by studying.\That's right. What I had in my hand were the game records\of someone who threw a happy childhood to the winds.\No, that's not right.\He never even had the kind of childhood that could be flung away. response:	It's huge.
