context: Master! response:	Master!
context: What?!\That's it!\Iron-reaver, Soul-stealer!\Paper?!\Good work.\You have the girl's blood?\Are you done?\Yes. response:	Now take me back.
context: That's it!\Iron-reaver, Soul-stealer!\Paper?!\Good work.\You have the girl's blood?\Are you done?\Yes.\Now take me back. response:	So bossy!
context: Iron-reaver, Soul-stealer!\Paper?!\Good work.\You have the girl's blood?\Are you done?\Yes.\Now take me back.\So bossy! response:	There was something strange. I got it, though.
context: Paper?!\Good work.\You have the girl's blood?\Are you done?\Yes.\Now take me back.\So bossy!\There was something strange. I got it, though. response:	I can handle this alone.
context: Good work.\You have the girl's blood?\Are you done?\Yes.\Now take me back.\So bossy!\There was something strange. I got it, though.\I can handle this alone. response:	Sure, as you please.
context: You have the girl's blood?\Are you done?\Yes.\Now take me back.\So bossy!\There was something strange. I got it, though.\I can handle this alone.\Sure, as you please. response:	It's true!
context: Are you done?\Yes.\Now take me back.\So bossy!\There was something strange. I got it, though.\I can handle this alone.\Sure, as you please.\It's true! response:	But there's no bite mark.
context: Yes.\Now take me back.\So bossy!\There was something strange. I got it, though.\I can handle this alone.\Sure, as you please.\It's true!\But there's no bite mark. response:	He's right.
context: Now take me back.\So bossy!\There was something strange. I got it, though.\I can handle this alone.\Sure, as you please.\It's true!\But there's no bite mark.\He's right. response:	But...
context: So bossy!\There was something strange. I got it, though.\I can handle this alone.\Sure, as you please.\It's true!\But there's no bite mark.\He's right.\But... response:	There was something strange there.
context: There was something strange. I got it, though.\I can handle this alone.\Sure, as you please.\It's true!\But there's no bite mark.\He's right.\But...\There was something strange there. response:	Let me see, Inuyasha... That paper.
context: I can handle this alone.\Sure, as you please.\It's true!\But there's no bite mark.\He's right.\But...\There was something strange there.\Let me see, Inuyasha... That paper. response:	By the way... Kagome...
context: Sure, as you please.\It's true!\But there's no bite mark.\He's right.\But...\There was something strange there.\Let me see, Inuyasha... That paper.\By the way... Kagome... response:	I didn't forget.
context: It's true!\But there's no bite mark.\He's right.\But...\There was something strange there.\Let me see, Inuyasha... That paper.\By the way... Kagome...\I didn't forget. response:	Here you are.
context: But there's no bite mark.\He's right.\But...\There was something strange there.\Let me see, Inuyasha... That paper.\By the way... Kagome...\I didn't forget.\Here you are. response:	Yes! This is the one!
context: He's right.\But...\There was something strange there.\Let me see, Inuyasha... That paper.\By the way... Kagome...\I didn't forget.\Here you are.\Yes! This is the one! response:	And for you, Inuyasha.
context: But...\There was something strange there.\Let me see, Inuyasha... That paper.\By the way... Kagome...\I didn't forget.\Here you are.\Yes! This is the one!\And for you, Inuyasha. response:	How about some of this, everyone?
context: There was something strange there.\Let me see, Inuyasha... That paper.\By the way... Kagome...\I didn't forget.\Here you are.\Yes! This is the one!\And for you, Inuyasha.\How about some of this, everyone? response:	This is... Shikigami.
context: Let me see, Inuyasha... That paper.\By the way... Kagome...\I didn't forget.\Here you are.\Yes! This is the one!\And for you, Inuyasha.\How about some of this, everyone?\This is... Shikigami. response:	Shikigami? What's that?
context: By the way... Kagome...\I didn't forget.\Here you are.\Yes! This is the one!\And for you, Inuyasha.\How about some of this, everyone?\This is... Shikigami.\Shikigami? What's that? response:	Huh?!
context: I didn't forget.\Here you are.\Yes! This is the one!\And for you, Inuyasha.\How about some of this, everyone?\This is... Shikigami.\Shikigami? What's that?\Huh?! response:	The Sacred Jewel Shards!
context: Here you are.\Yes! This is the one!\And for you, Inuyasha.\How about some of this, everyone?\This is... Shikigami.\Shikigami? What's that?\Huh?!\The Sacred Jewel Shards! response:	What's the matter, Kagome?
context: Yes! This is the one!\And for you, Inuyasha.\How about some of this, everyone?\This is... Shikigami.\Shikigami? What's that?\Huh?!\The Sacred Jewel Shards!\What's the matter, Kagome? response:	Miss Kagome?!
context: And for you, Inuyasha.\How about some of this, everyone?\This is... Shikigami.\Shikigami? What's that?\Huh?!\The Sacred Jewel Shards!\What's the matter, Kagome?\Miss Kagome?! response:	Huh?!
context: How about some of this, everyone?\This is... Shikigami.\Shikigami? What's that?\Huh?!\The Sacred Jewel Shards!\What's the matter, Kagome?\Miss Kagome?!\Huh?! response:	The Shards have turned black.
context: This is... Shikigami.\Shikigami? What's that?\Huh?!\The Sacred Jewel Shards!\What's the matter, Kagome?\Miss Kagome?!\Huh?!\The Shards have turned black. response:	Kagome!
context: Shikigami? What's that?\Huh?!\The Sacred Jewel Shards!\What's the matter, Kagome?\Miss Kagome?!\Huh?!\The Shards have turned black.\Kagome! response:	Kagome!
context: Huh?!\The Sacred Jewel Shards!\What's the matter, Kagome?\Miss Kagome?!\Huh?!\The Shards have turned black.\Kagome!\Kagome! response:	The Shards are entering my body...
context: The Sacred Jewel Shards!\What's the matter, Kagome?\Miss Kagome?!\Huh?!\The Shards have turned black.\Kagome!\Kagome!\The Shards are entering my body... response:	Kagome!
context: What's the matter, Kagome?\Miss Kagome?!\Huh?!\The Shards have turned black.\Kagome!\Kagome!\The Shards are entering my body...\Kagome! response:	The Shards which enter the woman's body...
context: Miss Kagome?!\Huh?!\The Shards have turned black.\Kagome!\Kagome!\The Shards are entering my body...\Kagome!\The Shards which enter the woman's body... response:	synchronize with this Sacred Jewel which has been defiled with Naraku's evil...
context: Huh?!\The Shards have turned black.\Kagome!\Kagome!\The Shards are entering my body...\Kagome!\The Shards which enter the woman's body...\synchronize with this Sacred Jewel which has been defiled with Naraku's evil... response:	and will slowly fester inside her.
context: The Shards have turned black.\Kagome!\Kagome!\The Shards are entering my body...\Kagome!\The Shards which enter the woman's body...\synchronize with this Sacred Jewel which has been defiled with Naraku's evil...\and will slowly fester inside her. response:	In both body and mind.
context: Kagome!\Kagome!\The Shards are entering my body...\Kagome!\The Shards which enter the woman's body...\synchronize with this Sacred Jewel which has been defiled with Naraku's evil...\and will slowly fester inside her.\In both body and mind. response:	Then... her life will be mine to control.
context: Kagome!\The Shards are entering my body...\Kagome!\The Shards which enter the woman's body...\synchronize with this Sacred Jewel which has been defiled with Naraku's evil...\and will slowly fester inside her.\In both body and mind.\Then... her life will be mine to control. response:	Tsubaki...
context: The Shards are entering my body...\Kagome!\The Shards which enter the woman's body...\synchronize with this Sacred Jewel which has been defiled with Naraku's evil...\and will slowly fester inside her.\In both body and mind.\Then... her life will be mine to control.\Tsubaki... response:	Don't underestimate this Kagome.
context: Kagome!\The Shards which enter the woman's body...\synchronize with this Sacred Jewel which has been defiled with Naraku's evil...\and will slowly fester inside her.\In both body and mind.\Then... her life will be mine to control.\Tsubaki...\Don't underestimate this Kagome. response:	Don't make me laugh!
context: The Shards which enter the woman's body...\synchronize with this Sacred Jewel which has been defiled with Naraku's evil...\and will slowly fester inside her.\In both body and mind.\Then... her life will be mine to control.\Tsubaki...\Don't underestimate this Kagome.\Don't make me laugh! response:	She didn't even realize that she had been cursed.
context: synchronize with this Sacred Jewel which has been defiled with Naraku's evil...\and will slowly fester inside her.\In both body and mind.\Then... her life will be mine to control.\Tsubaki...\Don't underestimate this Kagome.\Don't make me laugh!\She didn't even realize that she had been cursed. response:	You said she was the reincarnation of Kikyo,
context: and will slowly fester inside her.\In both body and mind.\Then... her life will be mine to control.\Tsubaki...\Don't underestimate this Kagome.\Don't make me laugh!\She didn't even realize that she had been cursed.\You said she was the reincarnation of Kikyo, response:	so I wondered how formidable she would be.
context: In both body and mind.\Then... her life will be mine to control.\Tsubaki...\Don't underestimate this Kagome.\Don't make me laugh!\She didn't even realize that she had been cursed.\You said she was the reincarnation of Kikyo,\so I wondered how formidable she would be. response:	Now what shall I do? Kill her immediately?
context: Then... her life will be mine to control.\Tsubaki...\Don't underestimate this Kagome.\Don't make me laugh!\She didn't even realize that she had been cursed.\You said she was the reincarnation of Kikyo,\so I wondered how formidable she would be.\Now what shall I do? Kill her immediately? response:	Or...
context: Tsubaki...\Don't underestimate this Kagome.\Don't make me laugh!\She didn't even realize that she had been cursed.\You said she was the reincarnation of Kikyo,\so I wondered how formidable she would be.\Now what shall I do? Kill her immediately?\Or... response:	Let us show Inuyasha a bad dream again.
context: Don't underestimate this Kagome.\Don't make me laugh!\She didn't even realize that she had been cursed.\You said she was the reincarnation of Kikyo,\so I wondered how formidable she would be.\Now what shall I do? Kill her immediately?\Or...\Let us show Inuyasha a bad dream again. response:	The woman he loves... the woman who wants to kill him.
context: Don't make me laugh!\She didn't even realize that she had been cursed.\You said she was the reincarnation of Kikyo,\so I wondered how formidable she would be.\Now what shall I do? Kill her immediately?\Or...\Let us show Inuyasha a bad dream again.\The woman he loves... the woman who wants to kill him. response:	Such a nostalgic dream.
context: She didn't even realize that she had been cursed.\You said she was the reincarnation of Kikyo,\so I wondered how formidable she would be.\Now what shall I do? Kill her immediately?\Or...\Let us show Inuyasha a bad dream again.\The woman he loves... the woman who wants to kill him.\Such a nostalgic dream. response:	Hey, Kagome! Wake up!
context: You said she was the reincarnation of Kikyo,\so I wondered how formidable she would be.\Now what shall I do? Kill her immediately?\Or...\Let us show Inuyasha a bad dream again.\The woman he loves... the woman who wants to kill him.\Such a nostalgic dream.\Hey, Kagome! Wake up! response:	Hang on!
context: so I wondered how formidable she would be.\Now what shall I do? Kill her immediately?\Or...\Let us show Inuyasha a bad dream again.\The woman he loves... the woman who wants to kill him.\Such a nostalgic dream.\Hey, Kagome! Wake up!\Hang on! response:	Kagome!
context: Now what shall I do? Kill her immediately?\Or...\Let us show Inuyasha a bad dream again.\The woman he loves... the woman who wants to kill him.\Such a nostalgic dream.\Hey, Kagome! Wake up!\Hang on!\Kagome! response:	Kaede, what does this mean?
context: Or...\Let us show Inuyasha a bad dream again.\The woman he loves... the woman who wants to kill him.\Such a nostalgic dream.\Hey, Kagome! Wake up!\Hang on!\Kagome!\Kaede, what does this mean? response:	That evil which lurked...
context: Let us show Inuyasha a bad dream again.\The woman he loves... the woman who wants to kill him.\Such a nostalgic dream.\Hey, Kagome! Wake up!\Hang on!\Kagome!\Kaede, what does this mean?\That evil which lurked... response:	Someone has placed a curse on Kagome!
context: The woman he loves... the woman who wants to kill him.\Such a nostalgic dream.\Hey, Kagome! Wake up!\Hang on!\Kagome!\Kaede, what does this mean?\That evil which lurked...\Someone has placed a curse on Kagome! response:	Someone's put a curse on her?!
context: Such a nostalgic dream.\Hey, Kagome! Wake up!\Hang on!\Kagome!\Kaede, what does this mean?\That evil which lurked...\Someone has placed a curse on Kagome!\Someone's put a curse on her?! response:	Probably the work of the Dark Priestess.
context: Hey, Kagome! Wake up!\Hang on!\Kagome!\Kaede, what does this mean?\That evil which lurked...\Someone has placed a curse on Kagome!\Someone's put a curse on her?!\Probably the work of the Dark Priestess. response:	Kagome was bitten at the well...
context: Hang on!\Kagome!\Kaede, what does this mean?\That evil which lurked...\Someone has placed a curse on Kagome!\Someone's put a curse on her?!\Probably the work of the Dark Priestess.\Kagome was bitten at the well... response:	by the Dark Priestess' messenger demon spirit, Shikigami!
context: Kagome!\Kaede, what does this mean?\That evil which lurked...\Someone has placed a curse on Kagome!\Someone's put a curse on her?!\Probably the work of the Dark Priestess.\Kagome was bitten at the well...\by the Dark Priestess' messenger demon spirit, Shikigami! response:	Dark Priestess?!
context: Kaede, what does this mean?\That evil which lurked...\Someone has placed a curse on Kagome!\Someone's put a curse on her?!\Probably the work of the Dark Priestess.\Kagome was bitten at the well...\by the Dark Priestess' messenger demon spirit, Shikigami!\Dark Priestess?! response:	Inuyasha, you know of her existence.
context: That evil which lurked...\Someone has placed a curse on Kagome!\Someone's put a curse on her?!\Probably the work of the Dark Priestess.\Kagome was bitten at the well...\by the Dark Priestess' messenger demon spirit, Shikigami!\Dark Priestess?!\Inuyasha, you know of her existence. response:	She specializes in curses... a wicked evil shrine maiden.
context: Someone has placed a curse on Kagome!\Someone's put a curse on her?!\Probably the work of the Dark Priestess.\Kagome was bitten at the well...\by the Dark Priestess' messenger demon spirit, Shikigami!\Dark Priestess?!\Inuyasha, you know of her existence.\She specializes in curses... a wicked evil shrine maiden. response:	It's her power that turned the Jewel Shards black.
context: Someone's put a curse on her?!\Probably the work of the Dark Priestess.\Kagome was bitten at the well...\by the Dark Priestess' messenger demon spirit, Shikigami!\Dark Priestess?!\Inuyasha, you know of her existence.\She specializes in curses... a wicked evil shrine maiden.\It's her power that turned the Jewel Shards black. response:	And they've entered her body completely!
context: Probably the work of the Dark Priestess.\Kagome was bitten at the well...\by the Dark Priestess' messenger demon spirit, Shikigami!\Dark Priestess?!\Inuyasha, you know of her existence.\She specializes in curses... a wicked evil shrine maiden.\It's her power that turned the Jewel Shards black.\And they've entered her body completely! response:	She may die from the poison unless we do something!
context: Kagome was bitten at the well...\by the Dark Priestess' messenger demon spirit, Shikigami!\Dark Priestess?!\Inuyasha, you know of her existence.\She specializes in curses... a wicked evil shrine maiden.\It's her power that turned the Jewel Shards black.\And they've entered her body completely!\She may die from the poison unless we do something! response:	Let's go, Sango!
context: by the Dark Priestess' messenger demon spirit, Shikigami!\Dark Priestess?!\Inuyasha, you know of her existence.\She specializes in curses... a wicked evil shrine maiden.\It's her power that turned the Jewel Shards black.\And they've entered her body completely!\She may die from the poison unless we do something!\Let's go, Sango! response:	We'll find the Dark Priestess and destroy her.
context: Dark Priestess?!\Inuyasha, you know of her existence.\She specializes in curses... a wicked evil shrine maiden.\It's her power that turned the Jewel Shards black.\And they've entered her body completely!\She may die from the poison unless we do something!\Let's go, Sango!\We'll find the Dark Priestess and destroy her. response:	That's the only way to break the curse.
context: Inuyasha, you know of her existence.\She specializes in curses... a wicked evil shrine maiden.\It's her power that turned the Jewel Shards black.\And they've entered her body completely!\She may die from the poison unless we do something!\Let's go, Sango!\We'll find the Dark Priestess and destroy her.\That's the only way to break the curse. response:	Then I'll go, too!
context: She specializes in curses... a wicked evil shrine maiden.\It's her power that turned the Jewel Shards black.\And they've entered her body completely!\She may die from the poison unless we do something!\Let's go, Sango!\We'll find the Dark Priestess and destroy her.\That's the only way to break the curse.\Then I'll go, too! response:	Inu... yasha!
context: It's her power that turned the Jewel Shards black.\And they've entered her body completely!\She may die from the poison unless we do something!\Let's go, Sango!\We'll find the Dark Priestess and destroy her.\That's the only way to break the curse.\Then I'll go, too!\Inu... yasha! response:	You stay here with Kagome.
context: And they've entered her body completely!\She may die from the poison unless we do something!\Let's go, Sango!\We'll find the Dark Priestess and destroy her.\That's the only way to break the curse.\Then I'll go, too!\Inu... yasha!\You stay here with Kagome. response:	That would be best.
context: She may die from the poison unless we do something!\Let's go, Sango!\We'll find the Dark Priestess and destroy her.\That's the only way to break the curse.\Then I'll go, too!\Inu... yasha!\You stay here with Kagome.\That would be best. response:	I sense evil coming from this direction!
context: Let's go, Sango!\We'll find the Dark Priestess and destroy her.\That's the only way to break the curse.\Then I'll go, too!\Inu... yasha!\You stay here with Kagome.\That would be best.\I sense evil coming from this direction! response:	Get on, Miroku!
context: We'll find the Dark Priestess and destroy her.\That's the only way to break the curse.\Then I'll go, too!\Inu... yasha!\You stay here with Kagome.\That would be best.\I sense evil coming from this direction!\Get on, Miroku! response:	We're counting on you!
context: That's the only way to break the curse.\Then I'll go, too!\Inu... yasha!\You stay here with Kagome.\That would be best.\I sense evil coming from this direction!\Get on, Miroku!\We're counting on you! response:	Kagome!
context: Then I'll go, too!\Inu... yasha!\You stay here with Kagome.\That would be best.\I sense evil coming from this direction!\Get on, Miroku!\We're counting on you!\Kagome! response:	Kill him!
context: Inu... yasha!\You stay here with Kagome.\That would be best.\I sense evil coming from this direction!\Get on, Miroku!\We're counting on you!\Kagome!\Kill him! response:	Who?!
context: You stay here with Kagome.\That would be best.\I sense evil coming from this direction!\Get on, Miroku!\We're counting on you!\Kagome!\Kill him!\Who?! response:	Kill him!
context: That would be best.\I sense evil coming from this direction!\Get on, Miroku!\We're counting on you!\Kagome!\Kill him!\Who?!\Kill him! response:	Kill who?!
context: I sense evil coming from this direction!\Get on, Miroku!\We're counting on you!\Kagome!\Kill him!\Who?!\Kill him!\Kill who?! response:	Kill Inuyasha!
context: Get on, Miroku!\We're counting on you!\Kagome!\Kill him!\Who?!\Kill him!\Kill who?!\Kill Inuyasha! response:	Kill Inuyasha!
context: We're counting on you!\Kagome!\Kill him!\Who?!\Kill him!\Kill who?!\Kill Inuyasha!\Kill Inuyasha! response:	Kill him!
context: Kagome!\Kill him!\Who?!\Kill him!\Kill who?!\Kill Inuyasha!\Kill Inuyasha!\Kill him! response:	Who?
context: Kill him!\Who?!\Kill him!\Kill who?!\Kill Inuyasha!\Kill Inuyasha!\Kill him!\Who? response:	Kill him!
context: Who?!\Kill him!\Kill who?!\Kill Inuyasha!\Kill Inuyasha!\Kill him!\Who?\Kill him! response:	Kill who?!
context: Kill him!\Kill who?!\Kill Inuyasha!\Kill Inuyasha!\Kill him!\Who?\Kill him!\Kill who?! response:	Kill Inuyasha!
context: Kill who?!\Kill Inuyasha!\Kill Inuyasha!\Kill him!\Who?\Kill him!\Kill who?!\Kill Inuyasha! response:	Stop!
context: Kill Inuyasha!\Kill Inuyasha!\Kill him!\Who?\Kill him!\Kill who?!\Kill Inuyasha!\Stop! response:	Please stop!
context: Kill Inuyasha!\Kill him!\Who?\Kill him!\Kill who?!\Kill Inuyasha!\Stop!\Please stop! response:	Humph! She's resisting.
context: Kill him!\Who?\Kill him!\Kill who?!\Kill Inuyasha!\Stop!\Please stop!\Humph! She's resisting. response:	I told you, Tsubaki.
context: Who?\Kill him!\Kill who?!\Kill Inuyasha!\Stop!\Please stop!\Humph! She's resisting.\I told you, Tsubaki. response:	Kagome is the reincarnation of the priestess, Kikyo.
context: Kill him!\Kill who?!\Kill Inuyasha!\Stop!\Please stop!\Humph! She's resisting.\I told you, Tsubaki.\Kagome is the reincarnation of the priestess, Kikyo. response:	She'll require more effort than usual.
context: Kill who?!\Kill Inuyasha!\Stop!\Please stop!\Humph! She's resisting.\I told you, Tsubaki.\Kagome is the reincarnation of the priestess, Kikyo.\She'll require more effort than usual. response:	Kikyo, huh?
context: Kill Inuyasha!\Stop!\Please stop!\Humph! She's resisting.\I told you, Tsubaki.\Kagome is the reincarnation of the priestess, Kikyo.\She'll require more effort than usual.\Kikyo, huh? response:	That woman!
context: Stop!\Please stop!\Humph! She's resisting.\I told you, Tsubaki.\Kagome is the reincarnation of the priestess, Kikyo.\She'll require more effort than usual.\Kikyo, huh?\That woman! response:	At that time, Kikyo was infatuated with a half-demon.
context: Please stop!\Humph! She's resisting.\I told you, Tsubaki.\Kagome is the reincarnation of the priestess, Kikyo.\She'll require more effort than usual.\Kikyo, huh?\That woman!\At that time, Kikyo was infatuated with a half-demon. response:	And her powers were weakened.
context: Humph! She's resisting.\I told you, Tsubaki.\Kagome is the reincarnation of the priestess, Kikyo.\She'll require more effort than usual.\Kikyo, huh?\That woman!\At that time, Kikyo was infatuated with a half-demon.\And her powers were weakened. response:	It was the perfect opportunity to steal the Sacred Jewel from its guardian.
context: I told you, Tsubaki.\Kagome is the reincarnation of the priestess, Kikyo.\She'll require more effort than usual.\Kikyo, huh?\That woman!\At that time, Kikyo was infatuated with a half-demon.\And her powers were weakened.\It was the perfect opportunity to steal the Sacred Jewel from its guardian. response:	But...
context: Kagome is the reincarnation of the priestess, Kikyo.\She'll require more effort than usual.\Kikyo, huh?\That woman!\At that time, Kikyo was infatuated with a half-demon.\And her powers were weakened.\It was the perfect opportunity to steal the Sacred Jewel from its guardian.\But... response:	That woman...
context: She'll require more effort than usual.\Kikyo, huh?\That woman!\At that time, Kikyo was infatuated with a half-demon.\And her powers were weakened.\It was the perfect opportunity to steal the Sacred Jewel from its guardian.\But...\That woman... response:	She hurled the Shikigami I sent straight back at me!
context: Kikyo, huh?\That woman!\At that time, Kikyo was infatuated with a half-demon.\And her powers were weakened.\It was the perfect opportunity to steal the Sacred Jewel from its guardian.\But...\That woman...\She hurled the Shikigami I sent straight back at me! response:	Relax. I will spare your life.
context: That woman!\At that time, Kikyo was infatuated with a half-demon.\And her powers were weakened.\It was the perfect opportunity to steal the Sacred Jewel from its guardian.\But...\That woman...\She hurled the Shikigami I sent straight back at me!\Relax. I will spare your life. response:	That smug look on her face!
context: At that time, Kikyo was infatuated with a half-demon.\And her powers were weakened.\It was the perfect opportunity to steal the Sacred Jewel from its guardian.\But...\That woman...\She hurled the Shikigami I sent straight back at me!\Relax. I will spare your life.\That smug look on her face! response:	Just thinking about it makes me boil!
context: And her powers were weakened.\It was the perfect opportunity to steal the Sacred Jewel from its guardian.\But...\That woman...\She hurled the Shikigami I sent straight back at me!\Relax. I will spare your life.\That smug look on her face!\Just thinking about it makes me boil! response:	Will she be all right?! Will she?!
context: It was the perfect opportunity to steal the Sacred Jewel from its guardian.\But...\That woman...\She hurled the Shikigami I sent straight back at me!\Relax. I will spare your life.\That smug look on her face!\Just thinking about it makes me boil!\Will she be all right?! Will she?! response:	I will change the water.
context: But...\That woman...\She hurled the Shikigami I sent straight back at me!\Relax. I will spare your life.\That smug look on her face!\Just thinking about it makes me boil!\Will she be all right?! Will she?!\I will change the water. response:	Over there!
context: That woman...\She hurled the Shikigami I sent straight back at me!\Relax. I will spare your life.\That smug look on her face!\Just thinking about it makes me boil!\Will she be all right?! Will she?!\I will change the water.\Over there! response:	Let's hurry, Miroku!
context: She hurled the Shikigami I sent straight back at me!\Relax. I will spare your life.\That smug look on her face!\Just thinking about it makes me boil!\Will she be all right?! Will she?!\I will change the water.\Over there!\Let's hurry, Miroku! response:	Will Kagome be saved?
context: Relax. I will spare your life.\That smug look on her face!\Just thinking about it makes me boil!\Will she be all right?! Will she?!\I will change the water.\Over there!\Let's hurry, Miroku!\Will Kagome be saved? response:	Kagome is probably fighting the curse with all her might.
context: That smug look on her face!\Just thinking about it makes me boil!\Will she be all right?! Will she?!\I will change the water.\Over there!\Let's hurry, Miroku!\Will Kagome be saved?\Kagome is probably fighting the curse with all her might. response:	Kagome is strong.
context: Just thinking about it makes me boil!\Will she be all right?! Will she?!\I will change the water.\Over there!\Let's hurry, Miroku!\Will Kagome be saved?\Kagome is probably fighting the curse with all her might.\Kagome is strong. response:	Yes...
context: Will she be all right?! Will she?!\I will change the water.\Over there!\Let's hurry, Miroku!\Will Kagome be saved?\Kagome is probably fighting the curse with all her might.\Kagome is strong.\Yes... response:	But...
context: I will change the water.\Over there!\Let's hurry, Miroku!\Will Kagome be saved?\Kagome is probably fighting the curse with all her might.\Kagome is strong.\Yes...\But... response:	The longer it takes, the weaker she'll be to resist.
context: Over there!\Let's hurry, Miroku!\Will Kagome be saved?\Kagome is probably fighting the curse with all her might.\Kagome is strong.\Yes...\But...\The longer it takes, the weaker she'll be to resist. response:	Is it going to take much longer?
context: Let's hurry, Miroku!\Will Kagome be saved?\Kagome is probably fighting the curse with all her might.\Kagome is strong.\Yes...\But...\The longer it takes, the weaker she'll be to resist.\Is it going to take much longer? response:	She'll stop resisting soon.
context: Will Kagome be saved?\Kagome is probably fighting the curse with all her might.\Kagome is strong.\Yes...\But...\The longer it takes, the weaker she'll be to resist.\Is it going to take much longer?\She'll stop resisting soon. response:	Now then, Naraku...
context: Kagome is probably fighting the curse with all her might.\Kagome is strong.\Yes...\But...\The longer it takes, the weaker she'll be to resist.\Is it going to take much longer?\She'll stop resisting soon.\Now then, Naraku... response:	You shall have your wish.
context: Kagome is strong.\Yes...\But...\The longer it takes, the weaker she'll be to resist.\Is it going to take much longer?\She'll stop resisting soon.\Now then, Naraku...\You shall have your wish. response:	Damn!
context: Yes...\But...\The longer it takes, the weaker she'll be to resist.\Is it going to take much longer?\She'll stop resisting soon.\Now then, Naraku...\You shall have your wish.\Damn! response:	Haven't they found the Dark Priestess yet?!
context: But...\The longer it takes, the weaker she'll be to resist.\Is it going to take much longer?\She'll stop resisting soon.\Now then, Naraku...\You shall have your wish.\Damn!\Haven't they found the Dark Priestess yet?! response:	Damn!
context: The longer it takes, the weaker she'll be to resist.\Is it going to take much longer?\She'll stop resisting soon.\Now then, Naraku...\You shall have your wish.\Damn!\Haven't they found the Dark Priestess yet?!\Damn! response:	Kagome is suffering!
context: Is it going to take much longer?\She'll stop resisting soon.\Now then, Naraku...\You shall have your wish.\Damn!\Haven't they found the Dark Priestess yet?!\Damn!\Kagome is suffering! response:	How can l just watch?!
context: She'll stop resisting soon.\Now then, Naraku...\You shall have your wish.\Damn!\Haven't they found the Dark Priestess yet?!\Damn!\Kagome is suffering!\How can l just watch?! response:	Kagome!
context: Now then, Naraku...\You shall have your wish.\Damn!\Haven't they found the Dark Priestess yet?!\Damn!\Kagome is suffering!\How can l just watch?!\Kagome! response:	Die, Inuyasha!
context: You shall have your wish.\Damn!\Haven't they found the Dark Priestess yet?!\Damn!\Kagome is suffering!\How can l just watch?!\Kagome!\Die, Inuyasha! response:	Why?!
context: Damn!\Haven't they found the Dark Priestess yet?!\Damn!\Kagome is suffering!\How can l just watch?!\Kagome!\Die, Inuyasha!\Why?! response:	Kill Inuyasha!
context: Haven't they found the Dark Priestess yet?!\Damn!\Kagome is suffering!\How can l just watch?!\Kagome!\Die, Inuyasha!\Why?!\Kill Inuyasha! response:	Kill him!
context: Damn!\Kagome is suffering!\How can l just watch?!\Kagome!\Die, Inuyasha!\Why?!\Kill Inuyasha!\Kill him! response:	Get... away, Inuyasha!
context: Kagome is suffering!\How can l just watch?!\Kagome!\Die, Inuyasha!\Why?!\Kill Inuyasha!\Kill him!\Get... away, Inuyasha! response:	Kagome!
context: How can l just watch?!\Kagome!\Die, Inuyasha!\Why?!\Kill Inuyasha!\Kill him!\Get... away, Inuyasha!\Kagome! response:	Y-You!
context: Kagome!\Die, Inuyasha!\Why?!\Kill Inuyasha!\Kill him!\Get... away, Inuyasha!\Kagome!\Y-You! response:	Stubborn woman.
context: Die, Inuyasha!\Why?!\Kill Inuyasha!\Kill him!\Get... away, Inuyasha!\Kagome!\Y-You!\Stubborn woman. response:	I have control of her body. But her mind still resists.
context: Why?!\Kill Inuyasha!\Kill him!\Get... away, Inuyasha!\Kagome!\Y-You!\Stubborn woman.\I have control of her body. But her mind still resists. response:	This is becoming even more fun.
context: Kill Inuyasha!\Kill him!\Get... away, Inuyasha!\Kagome!\Y-You!\Stubborn woman.\I have control of her body. But her mind still resists.\This is becoming even more fun. response:	Tsubaki...
context: Kill him!\Get... away, Inuyasha!\Kagome!\Y-You!\Stubborn woman.\I have control of her body. But her mind still resists.\This is becoming even more fun.\Tsubaki... response:	If Inuyasha should run out of there, then go ahead and kill Kagome.
context: Get... away, Inuyasha!\Kagome!\Y-You!\Stubborn woman.\I have control of her body. But her mind still resists.\This is becoming even more fun.\Tsubaki...\If Inuyasha should run out of there, then go ahead and kill Kagome. response:	Get away...
context: Kagome!\Y-You!\Stubborn woman.\I have control of her body. But her mind still resists.\This is becoming even more fun.\Tsubaki...\If Inuyasha should run out of there, then go ahead and kill Kagome.\Get away... response:	Kagome is being manipulated by the Dark Priestess.
context: Y-You!\Stubborn woman.\I have control of her body. But her mind still resists.\This is becoming even more fun.\Tsubaki...\If Inuyasha should run out of there, then go ahead and kill Kagome.\Get away...\Kagome is being manipulated by the Dark Priestess. response:	Miroku, aren't you done yet?!
context: Stubborn woman.\I have control of her body. But her mind still resists.\This is becoming even more fun.\Tsubaki...\If Inuyasha should run out of there, then go ahead and kill Kagome.\Get away...\Kagome is being manipulated by the Dark Priestess.\Miroku, aren't you done yet?! response:	The miasma is getting stronger!
context: I have control of her body. But her mind still resists.\This is becoming even more fun.\Tsubaki...\If Inuyasha should run out of there, then go ahead and kill Kagome.\Get away...\Kagome is being manipulated by the Dark Priestess.\Miroku, aren't you done yet?!\The miasma is getting stronger! response:	Hurry, Kirara!
context: This is becoming even more fun.\Tsubaki...\If Inuyasha should run out of there, then go ahead and kill Kagome.\Get away...\Kagome is being manipulated by the Dark Priestess.\Miroku, aren't you done yet?!\The miasma is getting stronger!\Hurry, Kirara! response:	There it is!
