context: Hmm... response:	Hey, are we really going...
context: We can't get by without them,\but they would probably be perfectly fine without us.\If we cannot govern ourselves, then before too long,\relations with them will be damaged beyond repair.\Are you implying\there's a possibility of war with the People of the Land?\I think that's a question for the Round Table.\and will participate. response:	As does the West Wind Brigade.
context: but they would probably be perfectly fine without us.\If we cannot govern ourselves, then before too long,\relations with them will be damaged beyond repair.\Are you implying\there's a possibility of war with the People of the Land?\I think that's a question for the Round Table.\and will participate.\As does the West Wind Brigade. response:	It's been a long time since I've seen you in such total control, Shiroe.
context: If we cannot govern ourselves, then before too long,\relations with them will be damaged beyond repair.\Are you implying\there's a possibility of war with the People of the Land?\I think that's a question for the Round Table.\and will participate.\As does the West Wind Brigade.\It's been a long time since I've seen you in such total control, Shiroe. response:	I just wish you'd joined us.
context: relations with them will be damaged beyond repair.\Are you implying\there's a possibility of war with the People of the Land?\I think that's a question for the Round Table.\and will participate.\As does the West Wind Brigade.\It's been a long time since I've seen you in such total control, Shiroe.\I just wish you'd joined us. response:	We cannot split Akihabara...
context: Are you implying\there's a possibility of war with the People of the Land?\I think that's a question for the Round Table.\and will participate.\As does the West Wind Brigade.\It's been a long time since I've seen you in such total control, Shiroe.\I just wish you'd joined us.\We cannot split Akihabara... response:	The Black Sword Knights will also participate!
context: there's a possibility of war with the People of the Land?\I think that's a question for the Round Table.\and will participate.\As does the West Wind Brigade.\It's been a long time since I've seen you in such total control, Shiroe.\I just wish you'd joined us.\We cannot split Akihabara...\The Black Sword Knights will also participate! response:	Honesty agrees, as well.
context: I think that's a question for the Round Table.\and will participate.\As does the West Wind Brigade.\It's been a long time since I've seen you in such total control, Shiroe.\I just wish you'd joined us.\We cannot split Akihabara...\The Black Sword Knights will also participate!\Honesty agrees, as well. response:	So does Grandeur.
context: and will participate.\As does the West Wind Brigade.\It's been a long time since I've seen you in such total control, Shiroe.\I just wish you'd joined us.\We cannot split Akihabara...\The Black Sword Knights will also participate!\Honesty agrees, as well.\So does Grandeur. response:	And Radio Market.
context: As does the West Wind Brigade.\It's been a long time since I've seen you in such total control, Shiroe.\I just wish you'd joined us.\We cannot split Akihabara...\The Black Sword Knights will also participate!\Honesty agrees, as well.\So does Grandeur.\And Radio Market. response:	W-We, too...
context: It's been a long time since I've seen you in such total control, Shiroe.\I just wish you'd joined us.\We cannot split Akihabara...\The Black Sword Knights will also participate!\Honesty agrees, as well.\So does Grandeur.\And Radio Market.\W-We, too... response:	The Crescent Moon Alliance agrees with pleasure!
context: I just wish you'd joined us.\We cannot split Akihabara...\The Black Sword Knights will also participate!\Honesty agrees, as well.\So does Grandeur.\And Radio Market.\W-We, too...\The Crescent Moon Alliance agrees with pleasure! response:	And so, that day, the Round Table Conference was founded...
context: We cannot split Akihabara...\The Black Sword Knights will also participate!\Honesty agrees, as well.\So does Grandeur.\And Radio Market.\W-We, too...\The Crescent Moon Alliance agrees with pleasure!\And so, that day, the Round Table Conference was founded... response:	And the secret of the recipes was publicized.
context: The Black Sword Knights will also participate!\Honesty agrees, as well.\So does Grandeur.\And Radio Market.\W-We, too...\The Crescent Moon Alliance agrees with pleasure!\And so, that day, the Round Table Conference was founded...\And the secret of the recipes was publicized. response:	This world is not the Elder Tale we knew.
context: Honesty agrees, as well.\So does Grandeur.\And Radio Market.\W-We, too...\The Crescent Moon Alliance agrees with pleasure!\And so, that day, the Round Table Conference was founded...\And the secret of the recipes was publicized.\This world is not the Elder Tale we knew. response:	We must accept this fact.
context: So does Grandeur.\And Radio Market.\W-We, too...\The Crescent Moon Alliance agrees with pleasure!\And so, that day, the Round Table Conference was founded...\And the secret of the recipes was publicized.\This world is not the Elder Tale we knew.\We must accept this fact. response:	Regarding security and human rights...
context: And Radio Market.\W-We, too...\The Crescent Moon Alliance agrees with pleasure!\And so, that day, the Round Table Conference was founded...\And the secret of the recipes was publicized.\This world is not the Elder Tale we knew.\We must accept this fact.\Regarding security and human rights... response:	Our next goal is to gather information
context: W-We, too...\The Crescent Moon Alliance agrees with pleasure!\And so, that day, the Round Table Conference was founded...\And the secret of the recipes was publicized.\This world is not the Elder Tale we knew.\We must accept this fact.\Regarding security and human rights...\Our next goal is to gather information response:	about the closed transport gates and fairy rings, as well as other zones...
context: The Crescent Moon Alliance agrees with pleasure!\And so, that day, the Round Table Conference was founded...\And the secret of the recipes was publicized.\This world is not the Elder Tale we knew.\We must accept this fact.\Regarding security and human rights...\Our next goal is to gather information\about the closed transport gates and fairy rings, as well as other zones... response:	Um, well...
context: And so, that day, the Round Table Conference was founded...\And the secret of the recipes was publicized.\This world is not the Elder Tale we knew.\We must accept this fact.\Regarding security and human rights...\Our next goal is to gather information\about the closed transport gates and fairy rings, as well as other zones...\Um, well... response:	Let's all get along!
context: And the secret of the recipes was publicized.\This world is not the Elder Tale we knew.\We must accept this fact.\Regarding security and human rights...\Our next goal is to gather information\about the closed transport gates and fairy rings, as well as other zones...\Um, well...\Let's all get along! response:	Each use of the Guild Building will cost one gold.
context: This world is not the Elder Tale we knew.\We must accept this fact.\Regarding security and human rights...\Our next goal is to gather information\about the closed transport gates and fairy rings, as well as other zones...\Um, well...\Let's all get along!\Each use of the Guild Building will cost one gold. response:	This will serve as a tax...
context: We must accept this fact.\Regarding security and human rights...\Our next goal is to gather information\about the closed transport gates and fairy rings, as well as other zones...\Um, well...\Let's all get along!\Each use of the Guild Building will cost one gold.\This will serve as a tax... response:	And this will be the first day of a huge celebration!
context: Regarding security and human rights...\Our next goal is to gather information\about the closed transport gates and fairy rings, as well as other zones...\Um, well...\Let's all get along!\Each use of the Guild Building will cost one gold.\This will serve as a tax...\And this will be the first day of a huge celebration! response:	Eat up!
context: Our next goal is to gather information\about the closed transport gates and fairy rings, as well as other zones...\Um, well...\Let's all get along!\Each use of the Guild Building will cost one gold.\This will serve as a tax...\And this will be the first day of a huge celebration!\Eat up! response:	Hamelin shut down, as well...
context: about the closed transport gates and fairy rings, as well as other zones...\Um, well...\Let's all get along!\Each use of the Guild Building will cost one gold.\This will serve as a tax...\And this will be the first day of a huge celebration!\Eat up!\Hamelin shut down, as well... response:	Shiroe denied them access to the Guild Building,
context: Um, well...\Let's all get along!\Each use of the Guild Building will cost one gold.\This will serve as a tax...\And this will be the first day of a huge celebration!\Eat up!\Hamelin shut down, as well...\Shiroe denied them access to the Guild Building, response:	so for a while, they were locked in their guild hall.
context: Let's all get along!\Each use of the Guild Building will cost one gold.\This will serve as a tax...\And this will be the first day of a huge celebration!\Eat up!\Hamelin shut down, as well...\Shiroe denied them access to the Guild Building,\so for a while, they were locked in their guild hall. response:	And then they realized that they could use Call of Home,
context: Each use of the Guild Building will cost one gold.\This will serve as a tax...\And this will be the first day of a huge celebration!\Eat up!\Hamelin shut down, as well...\Shiroe denied them access to the Guild Building,\so for a while, they were locked in their guild hall.\And then they realized that they could use Call of Home, response:	the return spell, to get outside the gate.
context: This will serve as a tax...\And this will be the first day of a huge celebration!\Eat up!\Hamelin shut down, as well...\Shiroe denied them access to the Guild Building,\so for a while, they were locked in their guild hall.\And then they realized that they could use Call of Home,\the return spell, to get outside the gate. response:	Some of them escaped by killing themselves,
context: And this will be the first day of a huge celebration!\Eat up!\Hamelin shut down, as well...\Shiroe denied them access to the Guild Building,\so for a while, they were locked in their guild hall.\And then they realized that they could use Call of Home,\the return spell, to get outside the gate.\Some of them escaped by killing themselves, response:	so they would revive at the Cathedral.
context: Eat up!\Hamelin shut down, as well...\Shiroe denied them access to the Guild Building,\so for a while, they were locked in their guild hall.\And then they realized that they could use Call of Home,\the return spell, to get outside the gate.\Some of them escaped by killing themselves,\so they would revive at the Cathedral. response:	Regardless, they can't use this Guild Building anymore.
context: Hamelin shut down, as well...\Shiroe denied them access to the Guild Building,\so for a while, they were locked in their guild hall.\And then they realized that they could use Call of Home,\the return spell, to get outside the gate.\Some of them escaped by killing themselves,\so they would revive at the Cathedral.\Regardless, they can't use this Guild Building anymore. response:	Every last one of them has left town.
context: Shiroe denied them access to the Guild Building,\so for a while, they were locked in their guild hall.\And then they realized that they could use Call of Home,\the return spell, to get outside the gate.\Some of them escaped by killing themselves,\so they would revive at the Cathedral.\Regardless, they can't use this Guild Building anymore.\Every last one of them has left town. response:	Yeah...
context: so for a while, they were locked in their guild hall.\And then they realized that they could use Call of Home,\the return spell, to get outside the gate.\Some of them escaped by killing themselves,\so they would revive at the Cathedral.\Regardless, they can't use this Guild Building anymore.\Every last one of them has left town.\Yeah... response:	But all the children who fled Hamelin said they want to join us.
context: And then they realized that they could use Call of Home,\the return spell, to get outside the gate.\Some of them escaped by killing themselves,\so they would revive at the Cathedral.\Regardless, they can't use this Guild Building anymore.\Every last one of them has left town.\Yeah...\But all the children who fled Hamelin said they want to join us. response:	We had to move into a larger guild hall to accommodate all the new members.
context: the return spell, to get outside the gate.\Some of them escaped by killing themselves,\so they would revive at the Cathedral.\Regardless, they can't use this Guild Building anymore.\Every last one of them has left town.\Yeah...\But all the children who fled Hamelin said they want to join us.\We had to move into a larger guild hall to accommodate all the new members. response:	During the escape, Shouryuu may have been a bit too impressive.
context: Some of them escaped by killing themselves,\so they would revive at the Cathedral.\Regardless, they can't use this Guild Building anymore.\Every last one of them has left town.\Yeah...\But all the children who fled Hamelin said they want to join us.\We had to move into a larger guild hall to accommodate all the new members.\During the escape, Shouryuu may have been a bit too impressive. response:	Like a newborn chick that confuses the first toy it sees for its mother,
context: so they would revive at the Cathedral.\Regardless, they can't use this Guild Building anymore.\Every last one of them has left town.\Yeah...\But all the children who fled Hamelin said they want to join us.\We had to move into a larger guild hall to accommodate all the new members.\During the escape, Shouryuu may have been a bit too impressive.\Like a newborn chick that confuses the first toy it sees for its mother, response:	they're imprinted on him.
context: Regardless, they can't use this Guild Building anymore.\Every last one of them has left town.\Yeah...\But all the children who fled Hamelin said they want to join us.\We had to move into a larger guild hall to accommodate all the new members.\During the escape, Shouryuu may have been a bit too impressive.\Like a newborn chick that confuses the first toy it sees for its mother,\they're imprinted on him. response:	I wonder what Nyanta's up to...
context: Every last one of them has left town.\Yeah...\But all the children who fled Hamelin said they want to join us.\We had to move into a larger guild hall to accommodate all the new members.\During the escape, Shouryuu may have been a bit too impressive.\Like a newborn chick that confuses the first toy it sees for its mother,\they're imprinted on him.\I wonder what Nyanta's up to... response:	I can't believe Shiro kept all that in motion behind the scenes at the conference.
context: Yeah...\But all the children who fled Hamelin said they want to join us.\We had to move into a larger guild hall to accommodate all the new members.\During the escape, Shouryuu may have been a bit too impressive.\Like a newborn chick that confuses the first toy it sees for its mother,\they're imprinted on him.\I wonder what Nyanta's up to...\I can't believe Shiro kept all that in motion behind the scenes at the conference. response:	I had no idea, either.
context: But all the children who fled Hamelin said they want to join us.\We had to move into a larger guild hall to accommodate all the new members.\During the escape, Shouryuu may have been a bit too impressive.\Like a newborn chick that confuses the first toy it sees for its mother,\they're imprinted on him.\I wonder what Nyanta's up to...\I can't believe Shiro kept all that in motion behind the scenes at the conference.\I had no idea, either. response:	He really did destroy an entire guild...
context: We had to move into a larger guild hall to accommodate all the new members.\During the escape, Shouryuu may have been a bit too impressive.\Like a newborn chick that confuses the first toy it sees for its mother,\they're imprinted on him.\I wonder what Nyanta's up to...\I can't believe Shiro kept all that in motion behind the scenes at the conference.\I had no idea, either.\He really did destroy an entire guild... response:	He can be such a scary boy.
context: During the escape, Shouryuu may have been a bit too impressive.\Like a newborn chick that confuses the first toy it sees for its mother,\they're imprinted on him.\I wonder what Nyanta's up to...\I can't believe Shiro kept all that in motion behind the scenes at the conference.\I had no idea, either.\He really did destroy an entire guild...\He can be such a scary boy. response:	He's dangerous!
context: Like a newborn chick that confuses the first toy it sees for its mother,\they're imprinted on him.\I wonder what Nyanta's up to...\I can't believe Shiro kept all that in motion behind the scenes at the conference.\I had no idea, either.\He really did destroy an entire guild...\He can be such a scary boy.\He's dangerous! response:	Come to think of it, I haven't seen them today...
context: they're imprinted on him.\I wonder what Nyanta's up to...\I can't believe Shiro kept all that in motion behind the scenes at the conference.\I had no idea, either.\He really did destroy an entire guild...\He can be such a scary boy.\He's dangerous!\Come to think of it, I haven't seen them today... response:	Actually, they're moving today, too.
context: I wonder what Nyanta's up to...\I can't believe Shiro kept all that in motion behind the scenes at the conference.\I had no idea, either.\He really did destroy an entire guild...\He can be such a scary boy.\He's dangerous!\Come to think of it, I haven't seen them today...\Actually, they're moving today, too. response:	Oh?
context: I can't believe Shiro kept all that in motion behind the scenes at the conference.\I had no idea, either.\He really did destroy an entire guild...\He can be such a scary boy.\He's dangerous!\Come to think of it, I haven't seen them today...\Actually, they're moving today, too.\Oh? response:	Hey, Shiro...
context: I had no idea, either.\He really did destroy an entire guild...\He can be such a scary boy.\He's dangerous!\Come to think of it, I haven't seen them today...\Actually, they're moving today, too.\Oh?\Hey, Shiro... response:	Where do you want this?
context: He really did destroy an entire guild...\He can be such a scary boy.\He's dangerous!\Come to think of it, I haven't seen them today...\Actually, they're moving today, too.\Oh?\Hey, Shiro...\Where do you want this? response:	Over there, please.
context: He can be such a scary boy.\He's dangerous!\Come to think of it, I haven't seen them today...\Actually, they're moving today, too.\Oh?\Hey, Shiro...\Where do you want this?\Over there, please. response:	Wow... It's looking pretty good.
context: He's dangerous!\Come to think of it, I haven't seen them today...\Actually, they're moving today, too.\Oh?\Hey, Shiro...\Where do you want this?\Over there, please.\Wow... It's looking pretty good. response:	Karashin?
context: Come to think of it, I haven't seen them today...\Actually, they're moving today, too.\Oh?\Hey, Shiro...\Where do you want this?\Over there, please.\Wow... It's looking pretty good.\Karashin? response:	What'd he say?
context: Actually, they're moving today, too.\Oh?\Hey, Shiro...\Where do you want this?\Over there, please.\Wow... It's looking pretty good.\Karashin?\What'd he say? response:	He suggested hiring People of the Land to handle the Round Table's paperwork.
context: Oh?\Hey, Shiro...\Where do you want this?\Over there, please.\Wow... It's looking pretty good.\Karashin?\What'd he say?\He suggested hiring People of the Land to handle the Round Table's paperwork. response:	He's right that it'd be cheaper than hiring players.
context: Hey, Shiro...\Where do you want this?\Over there, please.\Wow... It's looking pretty good.\Karashin?\What'd he say?\He suggested hiring People of the Land to handle the Round Table's paperwork.\He's right that it'd be cheaper than hiring players. response:	They say that People of the Land
context: Where do you want this?\Over there, please.\Wow... It's looking pretty good.\Karashin?\What'd he say?\He suggested hiring People of the Land to handle the Round Table's paperwork.\He's right that it'd be cheaper than hiring players.\They say that People of the Land response:	have come from other cities after hearing rumors about our cooking.
context: Over there, please.\Wow... It's looking pretty good.\Karashin?\What'd he say?\He suggested hiring People of the Land to handle the Round Table's paperwork.\He's right that it'd be cheaper than hiring players.\They say that People of the Land\have come from other cities after hearing rumors about our cooking. response:	My lord,
context: Wow... It's looking pretty good.\Karashin?\What'd he say?\He suggested hiring People of the Land to handle the Round Table's paperwork.\He's right that it'd be cheaper than hiring players.\They say that People of the Land\have come from other cities after hearing rumors about our cooking.\My lord, response:	I have already seen several of them infiltrating Akihabara.
context: Karashin?\What'd he say?\He suggested hiring People of the Land to handle the Round Table's paperwork.\He's right that it'd be cheaper than hiring players.\They say that People of the Land\have come from other cities after hearing rumors about our cooking.\My lord,\I have already seen several of them infiltrating Akihabara. response:	So it would seem.
context: What'd he say?\He suggested hiring People of the Land to handle the Round Table's paperwork.\He's right that it'd be cheaper than hiring players.\They say that People of the Land\have come from other cities after hearing rumors about our cooking.\My lord,\I have already seen several of them infiltrating Akihabara.\So it would seem. response:	Shiroe, from Log Horizon, said
context: He suggested hiring People of the Land to handle the Round Table's paperwork.\He's right that it'd be cheaper than hiring players.\They say that People of the Land\have come from other cities after hearing rumors about our cooking.\My lord,\I have already seen several of them infiltrating Akihabara.\So it would seem.\Shiroe, from Log Horizon, said response:	that the Round Table would decide
context: He's right that it'd be cheaper than hiring players.\They say that People of the Land\have come from other cities after hearing rumors about our cooking.\My lord,\I have already seen several of them infiltrating Akihabara.\So it would seem.\Shiroe, from Log Horizon, said\that the Round Table would decide response:	if we go to war against the People of the Land, but...
context: They say that People of the Land\have come from other cities after hearing rumors about our cooking.\My lord,\I have already seen several of them infiltrating Akihabara.\So it would seem.\Shiroe, from Log Horizon, said\that the Round Table would decide\if we go to war against the People of the Land, but... response:	The People of the Land may end up deciding.
context: have come from other cities after hearing rumors about our cooking.\My lord,\I have already seen several of them infiltrating Akihabara.\So it would seem.\Shiroe, from Log Horizon, said\that the Round Table would decide\if we go to war against the People of the Land, but...\The People of the Land may end up deciding. response:	They appear to have begun already.
context: My lord,\I have already seen several of them infiltrating Akihabara.\So it would seem.\Shiroe, from Log Horizon, said\that the Round Table would decide\if we go to war against the People of the Land, but...\The People of the Land may end up deciding.\They appear to have begun already. response:	What will you do, Villain in Glasses?
context: I have already seen several of them infiltrating Akihabara.\So it would seem.\Shiroe, from Log Horizon, said\that the Round Table would decide\if we go to war against the People of the Land, but...\The People of the Land may end up deciding.\They appear to have begun already.\What will you do, Villain in Glasses? response:	We should assume they've already started...
context: So it would seem.\Shiroe, from Log Horizon, said\that the Round Table would decide\if we go to war against the People of the Land, but...\The People of the Land may end up deciding.\They appear to have begun already.\What will you do, Villain in Glasses?\We should assume they've already started... response:	This place is huge!
context: Shiroe, from Log Horizon, said\that the Round Table would decide\if we go to war against the People of the Land, but...\The People of the Land may end up deciding.\They appear to have begun already.\What will you do, Villain in Glasses?\We should assume they've already started...\This place is huge! response:	This hairstyle is adorable, too!
context: that the Round Table would decide\if we go to war against the People of the Land, but...\The People of the Land may end up deciding.\They appear to have begun already.\What will you do, Villain in Glasses?\We should assume they've already started...\This place is huge!\This hairstyle is adorable, too! response:	I'm in the middle of cleaning...
context: if we go to war against the People of the Land, but...\The People of the Land may end up deciding.\They appear to have begun already.\What will you do, Villain in Glasses?\We should assume they've already started...\This place is huge!\This hairstyle is adorable, too!\I'm in the middle of cleaning... response:	I've brought you a moving present!
context: The People of the Land may end up deciding.\They appear to have begun already.\What will you do, Villain in Glasses?\We should assume they've already started...\This place is huge!\This hairstyle is adorable, too!\I'm in the middle of cleaning...\I've brought you a moving present! response:	Now, we take this...
context: They appear to have begun already.\What will you do, Villain in Glasses?\We should assume they've already started...\This place is huge!\This hairstyle is adorable, too!\I'm in the middle of cleaning...\I've brought you a moving present!\Now, we take this... response:	Stop...
context: What will you do, Villain in Glasses?\We should assume they've already started...\This place is huge!\This hairstyle is adorable, too!\I'm in the middle of cleaning...\I've brought you a moving present!\Now, we take this...\Stop... response:	Isn't that...
context: We should assume they've already started...\This place is huge!\This hairstyle is adorable, too!\I'm in the middle of cleaning...\I've brought you a moving present!\Now, we take this...\Stop...\Isn't that... response:	A children's festival kimono?
context: This place is huge!\This hairstyle is adorable, too!\I'm in the middle of cleaning...\I've brought you a moving present!\Now, we take this...\Stop...\Isn't that...\A children's festival kimono? response:	Shiroe, Naotsugu...
context: This hairstyle is adorable, too!\I'm in the middle of cleaning...\I've brought you a moving present!\Now, we take this...\Stop...\Isn't that...\A children's festival kimono?\Shiroe, Naotsugu... response:	This is a moving present!
context: I'm in the middle of cleaning...\I've brought you a moving present!\Now, we take this...\Stop...\Isn't that...\A children's festival kimono?\Shiroe, Naotsugu...\This is a moving present! response:	Takoyaki...
context: I've brought you a moving present!\Now, we take this...\Stop...\Isn't that...\A children's festival kimono?\Shiroe, Naotsugu...\This is a moving present!\Takoyaki... response:	Okonomiyaki...
context: Now, we take this...\Stop...\Isn't that...\A children's festival kimono?\Shiroe, Naotsugu...\This is a moving present!\Takoyaki...\Okonomiyaki... response:	And crepes!
context: Stop...\Isn't that...\A children's festival kimono?\Shiroe, Naotsugu...\This is a moving present!\Takoyaki...\Okonomiyaki...\And crepes! response:	Even the dessert's a fried food?!
context: Isn't that...\A children's festival kimono?\Shiroe, Naotsugu...\This is a moving present!\Takoyaki...\Okonomiyaki...\And crepes!\Even the dessert's a fried food?! response:	Th-There's so much
context: A children's festival kimono?\Shiroe, Naotsugu...\This is a moving present!\Takoyaki...\Okonomiyaki...\And crepes!\Even the dessert's a fried food?!\Th-There's so much response:	Don't be modest.
context: Shiroe, Naotsugu...\This is a moving present!\Takoyaki...\Okonomiyaki...\And crepes!\Even the dessert's a fried food?!\Th-There's so much\Don't be modest. response:	You have to eat a lot, or you won't grow up big, like Naotsugu.
context: This is a moving present!\Takoyaki...\Okonomiyaki...\And crepes!\Even the dessert's a fried food?!\Th-There's so much\Don't be modest.\You have to eat a lot, or you won't grow up big, like Naotsugu. response:	Right, Naotsugu?
context: Takoyaki...\Okonomiyaki...\And crepes!\Even the dessert's a fried food?!\Th-There's so much\Don't be modest.\You have to eat a lot, or you won't grow up big, like Naotsugu.\Right, Naotsugu? response:	Huh? Wait, Naotsugu...
context: Okonomiyaki...\And crepes!\Even the dessert's a fried food?!\Th-There's so much\Don't be modest.\You have to eat a lot, or you won't grow up big, like Naotsugu.\Right, Naotsugu?\Huh? Wait, Naotsugu... response:	Have you gotten bigger again?
context: And crepes!\Even the dessert's a fried food?!\Th-There's so much\Don't be modest.\You have to eat a lot, or you won't grow up big, like Naotsugu.\Right, Naotsugu?\Huh? Wait, Naotsugu...\Have you gotten bigger again? response:	No way...
context: Even the dessert's a fried food?!\Th-There's so much\Don't be modest.\You have to eat a lot, or you won't grow up big, like Naotsugu.\Right, Naotsugu?\Huh? Wait, Naotsugu...\Have you gotten bigger again?\No way... response:	Put it on!
context: Th-There's so much\Don't be modest.\You have to eat a lot, or you won't grow up big, like Naotsugu.\Right, Naotsugu?\Huh? Wait, Naotsugu...\Have you gotten bigger again?\No way...\Put it on! response:	That's a suit of armor.
context: Don't be modest.\You have to eat a lot, or you won't grow up big, like Naotsugu.\Right, Naotsugu?\Huh? Wait, Naotsugu...\Have you gotten bigger again?\No way...\Put it on!\That's a suit of armor. response:	I refuse!
context: You have to eat a lot, or you won't grow up big, like Naotsugu.\Right, Naotsugu?\Huh? Wait, Naotsugu...\Have you gotten bigger again?\No way...\Put it on!\That's a suit of armor.\I refuse! response:	Hey, everyone's here.
context: Right, Naotsugu?\Huh? Wait, Naotsugu...\Have you gotten bigger again?\No way...\Put it on!\That's a suit of armor.\I refuse!\Hey, everyone's here. response:	Put it on!
context: Huh? Wait, Naotsugu...\Have you gotten bigger again?\No way...\Put it on!\That's a suit of armor.\I refuse!\Hey, everyone's here.\Put it on! response:	Shiroe... Naotsugu...
context: Have you gotten bigger again?\No way...\Put it on!\That's a suit of armor.\I refuse!\Hey, everyone's here.\Put it on!\Shiroe... Naotsugu... response:	Hi, there!
context: No way...\Put it on!\That's a suit of armor.\I refuse!\Hey, everyone's here.\Put it on!\Shiroe... Naotsugu...\Hi, there! response:	Souji! Nazuna!
context: Put it on!\That's a suit of armor.\I refuse!\Hey, everyone's here.\Put it on!\Shiroe... Naotsugu...\Hi, there!\Souji! Nazuna! response:	Hey there, Chief.
context: That's a suit of armor.\I refuse!\Hey, everyone's here.\Put it on!\Shiroe... Naotsugu...\Hi, there!\Souji! Nazuna!\Hey there, Chief. response:	Do you know them, my lord?
context: I refuse!\Hey, everyone's here.\Put it on!\Shiroe... Naotsugu...\Hi, there!\Souji! Nazuna!\Hey there, Chief.\Do you know them, my lord? response:	Yeah.
context: Hey, everyone's here.\Put it on!\Shiroe... Naotsugu...\Hi, there!\Souji! Nazuna!\Hey there, Chief.\Do you know them, my lord?\Yeah. response:	Nazuna was also in the Tea Party.
context: Put it on!\Shiroe... Naotsugu...\Hi, there!\Souji! Nazuna!\Hey there, Chief.\Do you know them, my lord?\Yeah.\Nazuna was also in the Tea Party. response:	This is for you.
context: Shiroe... Naotsugu...\Hi, there!\Souji! Nazuna!\Hey there, Chief.\Do you know them, my lord?\Yeah.\Nazuna was also in the Tea Party.\This is for you. response:	Cherry sake from our brewmaster.
context: Hi, there!\Souji! Nazuna!\Hey there, Chief.\Do you know them, my lord?\Yeah.\Nazuna was also in the Tea Party.\This is for you.\Cherry sake from our brewmaster. response:	I can't wait to try it.
context: Souji! Nazuna!\Hey there, Chief.\Do you know them, my lord?\Yeah.\Nazuna was also in the Tea Party.\This is for you.\Cherry sake from our brewmaster.\I can't wait to try it. response:	This guild hall is amazing...
context: Hey there, Chief.\Do you know them, my lord?\Yeah.\Nazuna was also in the Tea Party.\This is for you.\Cherry sake from our brewmaster.\I can't wait to try it.\This guild hall is amazing... response:	Really...
context: Do you know them, my lord?\Yeah.\Nazuna was also in the Tea Party.\This is for you.\Cherry sake from our brewmaster.\I can't wait to try it.\This guild hall is amazing...\Really... response:	It must've cost a fortune.
context: Yeah.\Nazuna was also in the Tea Party.\This is for you.\Cherry sake from our brewmaster.\I can't wait to try it.\This guild hall is amazing...\Really...\It must've cost a fortune. response:	Not at all.
context: Nazuna was also in the Tea Party.\This is for you.\Cherry sake from our brewmaster.\I can't wait to try it.\This guild hall is amazing...\Really...\It must've cost a fortune.\Not at all. response:	Look...
context: This is for you.\Cherry sake from our brewmaster.\I can't wait to try it.\This guild hall is amazing...\Really...\It must've cost a fortune.\Not at all.\Look... response:	That tree destroyed the elevator hallway and stairs, so it was abandoned and quite cheap.
context: Cherry sake from our brewmaster.\I can't wait to try it.\This guild hall is amazing...\Really...\It must've cost a fortune.\Not at all.\Look...\That tree destroyed the elevator hallway and stairs, so it was abandoned and quite cheap. response:	It's far from the city center, too.
context: I can't wait to try it.\This guild hall is amazing...\Really...\It must've cost a fortune.\Not at all.\Look...\That tree destroyed the elevator hallway and stairs, so it was abandoned and quite cheap.\It's far from the city center, too. response:	What did you do about the stairs and flooring?
context: This guild hall is amazing...\Really...\It must've cost a fortune.\Not at all.\Look...\That tree destroyed the elevator hallway and stairs, so it was abandoned and quite cheap.\It's far from the city center, too.\What did you do about the stairs and flooring? response:	I asked Michitaka...
context: Really...\It must've cost a fortune.\Not at all.\Look...\That tree destroyed the elevator hallway and stairs, so it was abandoned and quite cheap.\It's far from the city center, too.\What did you do about the stairs and flooring?\I asked Michitaka... response:	I see.
context: It must've cost a fortune.\Not at all.\Look...\That tree destroyed the elevator hallway and stairs, so it was abandoned and quite cheap.\It's far from the city center, too.\What did you do about the stairs and flooring?\I asked Michitaka...\I see. response:	Then if we remodel them,
context: Not at all.\Look...\That tree destroyed the elevator hallway and stairs, so it was abandoned and quite cheap.\It's far from the city center, too.\What did you do about the stairs and flooring?\I asked Michitaka...\I see.\Then if we remodel them, response:	all the previously uninhabitable abandoned buildings could be used for new things.
context: Look...\That tree destroyed the elevator hallway and stairs, so it was abandoned and quite cheap.\It's far from the city center, too.\What did you do about the stairs and flooring?\I asked Michitaka...\I see.\Then if we remodel them,\all the previously uninhabitable abandoned buildings could be used for new things. response:	So, about the remodeling cost...
context: That tree destroyed the elevator hallway and stairs, so it was abandoned and quite cheap.\It's far from the city center, too.\What did you do about the stairs and flooring?\I asked Michitaka...\I see.\Then if we remodel them,\all the previously uninhabitable abandoned buildings could be used for new things.\So, about the remodeling cost... response:	Hey, don't rip us off, okay?
context: It's far from the city center, too.\What did you do about the stairs and flooring?\I asked Michitaka...\I see.\Then if we remodel them,\all the previously uninhabitable abandoned buildings could be used for new things.\So, about the remodeling cost...\Hey, don't rip us off, okay? response:	To be honest, I have no idea how to price it.
context: What did you do about the stairs and flooring?\I asked Michitaka...\I see.\Then if we remodel them,\all the previously uninhabitable abandoned buildings could be used for new things.\So, about the remodeling cost...\Hey, don't rip us off, okay?\To be honest, I have no idea how to price it. response:	Huh?
context: I asked Michitaka...\I see.\Then if we remodel them,\all the previously uninhabitable abandoned buildings could be used for new things.\So, about the remodeling cost...\Hey, don't rip us off, okay?\To be honest, I have no idea how to price it.\Huh? response:	The crafting and construction processes
context: I see.\Then if we remodel them,\all the previously uninhabitable abandoned buildings could be used for new things.\So, about the remodeling cost...\Hey, don't rip us off, okay?\To be honest, I have no idea how to price it.\Huh?\The crafting and construction processes response:	are so different than the real world.
