context: We've received word that Claw, the esper terrorist organization, response:	has barricaded itself in the Seasoning Cultural Tower.
context: I'm going, too!\Same!\This battle is our chance to find a purpose for ourselves.\Do whatever you want.\Hello? Oh, you're calling about the fire insurance...\Yes, that's right...\Huh? If you can't figure out the cause, there won't be any payout?\You couldn't find any kerosene or gas? response:	Of course not! It was caused by psychic powers! Psychic powers!
context: Same!\This battle is our chance to find a purpose for ourselves.\Do whatever you want.\Hello? Oh, you're calling about the fire insurance...\Yes, that's right...\Huh? If you can't figure out the cause, there won't be any payout?\You couldn't find any kerosene or gas?\Of course not! It was caused by psychic powers! Psychic powers! response:	You've never dealt with anything like this? That's not my problem!
context: This battle is our chance to find a purpose for ourselves.\Do whatever you want.\Hello? Oh, you're calling about the fire insurance...\Yes, that's right...\Huh? If you can't figure out the cause, there won't be any payout?\You couldn't find any kerosene or gas?\Of course not! It was caused by psychic powers! Psychic powers!\You've never dealt with anything like this? That's not my problem! response:	Hey, wait a sec...
context: Do whatever you want.\Hello? Oh, you're calling about the fire insurance...\Yes, that's right...\Huh? If you can't figure out the cause, there won't be any payout?\You couldn't find any kerosene or gas?\Of course not! It was caused by psychic powers! Psychic powers!\You've never dealt with anything like this? That's not my problem!\Hey, wait a sec... response:	My office burned to the ground! I'm penniless!
context: Hello? Oh, you're calling about the fire insurance...\Yes, that's right...\Huh? If you can't figure out the cause, there won't be any payout?\You couldn't find any kerosene or gas?\Of course not! It was caused by psychic powers! Psychic powers!\You've never dealt with anything like this? That's not my problem!\Hey, wait a sec...\My office burned to the ground! I'm penniless! response:	Why the hell do I even have insurance, then?
context: Yes, that's right...\Huh? If you can't figure out the cause, there won't be any payout?\You couldn't find any kerosene or gas?\Of course not! It was caused by psychic powers! Psychic powers!\You've never dealt with anything like this? That's not my problem!\Hey, wait a sec...\My office burned to the ground! I'm penniless!\Why the hell do I even have insurance, then? response:	What the hell are you talking about?
context: Huh? If you can't figure out the cause, there won't be any payout?\You couldn't find any kerosene or gas?\Of course not! It was caused by psychic powers! Psychic powers!\You've never dealt with anything like this? That's not my problem!\Hey, wait a sec...\My office burned to the ground! I'm penniless!\Why the hell do I even have insurance, then?\What the hell are you talking about? response:	Hang on.
context: You couldn't find any kerosene or gas?\Of course not! It was caused by psychic powers! Psychic powers!\You've never dealt with anything like this? That's not my problem!\Hey, wait a sec...\My office burned to the ground! I'm penniless!\Why the hell do I even have insurance, then?\What the hell are you talking about?\Hang on. response:	Look at his face. I've never seen him so serious before.
context: Of course not! It was caused by psychic powers! Psychic powers!\You've never dealt with anything like this? That's not my problem!\Hey, wait a sec...\My office burned to the ground! I'm penniless!\Why the hell do I even have insurance, then?\What the hell are you talking about?\Hang on.\Look at his face. I've never seen him so serious before. response:	You guys are determined to fight, aren't you?
context: You've never dealt with anything like this? That's not my problem!\Hey, wait a sec...\My office burned to the ground! I'm penniless!\Why the hell do I even have insurance, then?\What the hell are you talking about?\Hang on.\Look at his face. I've never seen him so serious before.\You guys are determined to fight, aren't you? response:	I've changed my mind.
context: Hey, wait a sec...\My office burned to the ground! I'm penniless!\Why the hell do I even have insurance, then?\What the hell are you talking about?\Hang on.\Look at his face. I've never seen him so serious before.\You guys are determined to fight, aren't you?\I've changed my mind. response:	I'll command you all, just like you wanted!
context: My office burned to the ground! I'm penniless!\Why the hell do I even have insurance, then?\What the hell are you talking about?\Hang on.\Look at his face. I've never seen him so serious before.\You guys are determined to fight, aren't you?\I've changed my mind.\I'll command you all, just like you wanted! response:	We're gonna win!
context: Why the hell do I even have insurance, then?\What the hell are you talking about?\Hang on.\Look at his face. I've never seen him so serious before.\You guys are determined to fight, aren't you?\I've changed my mind.\I'll command you all, just like you wanted!\We're gonna win! response:	And I'm gonna drag the damn arsonist to the insurance company!
context: What the hell are you talking about?\Hang on.\Look at his face. I've never seen him so serious before.\You guys are determined to fight, aren't you?\I've changed my mind.\I'll command you all, just like you wanted!\We're gonna win!\And I'm gonna drag the damn arsonist to the insurance company! response:	Master Reigen's all fired up!
context: Hang on.\Look at his face. I've never seen him so serious before.\You guys are determined to fight, aren't you?\I've changed my mind.\I'll command you all, just like you wanted!\We're gonna win!\And I'm gonna drag the damn arsonist to the insurance company!\Master Reigen's all fired up! response:	Now that that's settled, time to think up a strategy.
context: Look at his face. I've never seen him so serious before.\You guys are determined to fight, aren't you?\I've changed my mind.\I'll command you all, just like you wanted!\We're gonna win!\And I'm gonna drag the damn arsonist to the insurance company!\Master Reigen's all fired up!\Now that that's settled, time to think up a strategy. response:	Get everyone a copy of the local map.
context: You guys are determined to fight, aren't you?\I've changed my mind.\I'll command you all, just like you wanted!\We're gonna win!\And I'm gonna drag the damn arsonist to the insurance company!\Master Reigen's all fired up!\Now that that's settled, time to think up a strategy.\Get everyone a copy of the local map. response:	The enemy is apparently jamming all electronic devices.
context: I've changed my mind.\I'll command you all, just like you wanted!\We're gonna win!\And I'm gonna drag the damn arsonist to the insurance company!\Master Reigen's all fired up!\Now that that's settled, time to think up a strategy.\Get everyone a copy of the local map.\The enemy is apparently jamming all electronic devices. response:	Looks like I was being a bit too negative.
context: I'll command you all, just like you wanted!\We're gonna win!\And I'm gonna drag the damn arsonist to the insurance company!\Master Reigen's all fired up!\Now that that's settled, time to think up a strategy.\Get everyone a copy of the local map.\The enemy is apparently jamming all electronic devices.\Looks like I was being a bit too negative. response:	You're pretty strong. You probably didn't even need my help.
context: We're gonna win!\And I'm gonna drag the damn arsonist to the insurance company!\Master Reigen's all fired up!\Now that that's settled, time to think up a strategy.\Get everyone a copy of the local map.\The enemy is apparently jamming all electronic devices.\Looks like I was being a bit too negative.\You're pretty strong. You probably didn't even need my help. response:	Ritsu, your latent abilities far surpass your brother's.
context: And I'm gonna drag the damn arsonist to the insurance company!\Master Reigen's all fired up!\Now that that's settled, time to think up a strategy.\Get everyone a copy of the local map.\The enemy is apparently jamming all electronic devices.\Looks like I was being a bit too negative.\You're pretty strong. You probably didn't even need my help.\Ritsu, your latent abilities far surpass your brother's. response:	My abilities? There's no way that's true.
context: Master Reigen's all fired up!\Now that that's settled, time to think up a strategy.\Get everyone a copy of the local map.\The enemy is apparently jamming all electronic devices.\Looks like I was being a bit too negative.\You're pretty strong. You probably didn't even need my help.\Ritsu, your latent abilities far surpass your brother's.\My abilities? There's no way that's true. response:	Life won't be any fun if you don't tell yourself that.
context: Now that that's settled, time to think up a strategy.\Get everyone a copy of the local map.\The enemy is apparently jamming all electronic devices.\Looks like I was being a bit too negative.\You're pretty strong. You probably didn't even need my help.\Ritsu, your latent abilities far surpass your brother's.\My abilities? There's no way that's true.\Life won't be any fun if you don't tell yourself that. response:	The same goes for me. I'm more powerful than my dad...
context: Get everyone a copy of the local map.\The enemy is apparently jamming all electronic devices.\Looks like I was being a bit too negative.\You're pretty strong. You probably didn't even need my help.\Ritsu, your latent abilities far surpass your brother's.\My abilities? There's no way that's true.\Life won't be any fun if you don't tell yourself that.\The same goes for me. I'm more powerful than my dad... response:	As I figured, you really are leading the uprising, Sho-kun.
context: The enemy is apparently jamming all electronic devices.\Looks like I was being a bit too negative.\You're pretty strong. You probably didn't even need my help.\Ritsu, your latent abilities far surpass your brother's.\My abilities? There's no way that's true.\Life won't be any fun if you don't tell yourself that.\The same goes for me. I'm more powerful than my dad...\As I figured, you really are leading the uprising, Sho-kun. response:	Talk about a textbook rebellious phase.
context: Looks like I was being a bit too negative.\You're pretty strong. You probably didn't even need my help.\Ritsu, your latent abilities far surpass your brother's.\My abilities? There's no way that's true.\Life won't be any fun if you don't tell yourself that.\The same goes for me. I'm more powerful than my dad...\As I figured, you really are leading the uprising, Sho-kun.\Talk about a textbook rebellious phase. response:	His aura is really peculiar. Who is that?
context: You're pretty strong. You probably didn't even need my help.\Ritsu, your latent abilities far surpass your brother's.\My abilities? There's no way that's true.\Life won't be any fun if you don't tell yourself that.\The same goes for me. I'm more powerful than my dad...\As I figured, you really are leading the uprising, Sho-kun.\Talk about a textbook rebellious phase.\His aura is really peculiar. Who is that? response:	One of the Ultimate 5, the highest echelon of Claw,
context: Ritsu, your latent abilities far surpass your brother's.\My abilities? There's no way that's true.\Life won't be any fun if you don't tell yourself that.\The same goes for me. I'm more powerful than my dad...\As I figured, you really are leading the uprising, Sho-kun.\Talk about a textbook rebellious phase.\His aura is really peculiar. Who is that?\One of the Ultimate 5, the highest echelon of Claw, response:	that's Minegishi the plant user.
context: My abilities? There's no way that's true.\Life won't be any fun if you don't tell yourself that.\The same goes for me. I'm more powerful than my dad...\As I figured, you really are leading the uprising, Sho-kun.\Talk about a textbook rebellious phase.\His aura is really peculiar. Who is that?\One of the Ultimate 5, the highest echelon of Claw,\that's Minegishi the plant user. response:	Get caught by his plants, and you're finished.
context: Life won't be any fun if you don't tell yourself that.\The same goes for me. I'm more powerful than my dad...\As I figured, you really are leading the uprising, Sho-kun.\Talk about a textbook rebellious phase.\His aura is really peculiar. Who is that?\One of the Ultimate 5, the highest echelon of Claw,\that's Minegishi the plant user.\Get caught by his plants, and you're finished. response:	You get turned into plant food.
context: The same goes for me. I'm more powerful than my dad...\As I figured, you really are leading the uprising, Sho-kun.\Talk about a textbook rebellious phase.\His aura is really peculiar. Who is that?\One of the Ultimate 5, the highest echelon of Claw,\that's Minegishi the plant user.\Get caught by his plants, and you're finished.\You get turned into plant food. response:	We'd be at a disadvantage if we fought him in a forest,
context: As I figured, you really are leading the uprising, Sho-kun.\Talk about a textbook rebellious phase.\His aura is really peculiar. Who is that?\One of the Ultimate 5, the highest echelon of Claw,\that's Minegishi the plant user.\Get caught by his plants, and you're finished.\You get turned into plant food.\We'd be at a disadvantage if we fought him in a forest, response:	but too bad for him, this is a concrete jungle.
context: Talk about a textbook rebellious phase.\His aura is really peculiar. Who is that?\One of the Ultimate 5, the highest echelon of Claw,\that's Minegishi the plant user.\Get caught by his plants, and you're finished.\You get turned into plant food.\We'd be at a disadvantage if we fought him in a forest,\but too bad for him, this is a concrete jungle. response:	We'll take care of him.
context: His aura is really peculiar. Who is that?\One of the Ultimate 5, the highest echelon of Claw,\that's Minegishi the plant user.\Get caught by his plants, and you're finished.\You get turned into plant food.\We'd be at a disadvantage if we fought him in a forest,\but too bad for him, this is a concrete jungle.\We'll take care of him. response:	Please go on ahead, leader.
context: One of the Ultimate 5, the highest echelon of Claw,\that's Minegishi the plant user.\Get caught by his plants, and you're finished.\You get turned into plant food.\We'd be at a disadvantage if we fought him in a forest,\but too bad for him, this is a concrete jungle.\We'll take care of him.\Please go on ahead, leader. response:	You guys...
context: that's Minegishi the plant user.\Get caught by his plants, and you're finished.\You get turned into plant food.\We'd be at a disadvantage if we fought him in a forest,\but too bad for him, this is a concrete jungle.\We'll take care of him.\Please go on ahead, leader.\You guys... response:	All right, Ritsu! Let's go!
context: Get caught by his plants, and you're finished.\You get turned into plant food.\We'd be at a disadvantage if we fought him in a forest,\but too bad for him, this is a concrete jungle.\We'll take care of him.\Please go on ahead, leader.\You guys...\All right, Ritsu! Let's go! response:	I have my doubts.
context: You get turned into plant food.\We'd be at a disadvantage if we fought him in a forest,\but too bad for him, this is a concrete jungle.\We'll take care of him.\Please go on ahead, leader.\You guys...\All right, Ritsu! Let's go!\I have my doubts. response:	Hey, look up in the sky!
context: We'd be at a disadvantage if we fought him in a forest,\but too bad for him, this is a concrete jungle.\We'll take care of him.\Please go on ahead, leader.\You guys...\All right, Ritsu! Let's go!\I have my doubts.\Hey, look up in the sky! response:	What's going on?
context: but too bad for him, this is a concrete jungle.\We'll take care of him.\Please go on ahead, leader.\You guys...\All right, Ritsu! Let's go!\I have my doubts.\Hey, look up in the sky!\What's going on? response:	Are the government's espers attacking?
context: We'll take care of him.\Please go on ahead, leader.\You guys...\All right, Ritsu! Let's go!\I have my doubts.\Hey, look up in the sky!\What's going on?\Are the government's espers attacking? response:	Shoot them down!
context: Please go on ahead, leader.\You guys...\All right, Ritsu! Let's go!\I have my doubts.\Hey, look up in the sky!\What's going on?\Are the government's espers attacking?\Shoot them down! response:	None of us are getting in those cars.
context: You guys...\All right, Ritsu! Let's go!\I have my doubts.\Hey, look up in the sky!\What's going on?\Are the government's espers attacking?\Shoot them down!\None of us are getting in those cars. response:	The first step in our plan is to mess with the enemy formation.
context: All right, Ritsu! Let's go!\I have my doubts.\Hey, look up in the sky!\What's going on?\Are the government's espers attacking?\Shoot them down!\None of us are getting in those cars.\The first step in our plan is to mess with the enemy formation. response:	Try to buy us as much time as possible before they realize it's a decoy.
context: I have my doubts.\Hey, look up in the sky!\What's going on?\Are the government's espers attacking?\Shoot them down!\None of us are getting in those cars.\The first step in our plan is to mess with the enemy formation.\Try to buy us as much time as possible before they realize it's a decoy. response:	Um, Teru-san... Is my telekinesis helping at all?
context: Hey, look up in the sky!\What's going on?\Are the government's espers attacking?\Shoot them down!\None of us are getting in those cars.\The first step in our plan is to mess with the enemy formation.\Try to buy us as much time as possible before they realize it's a decoy.\Um, Teru-san... Is my telekinesis helping at all? response:	Yeah.
context: What's going on?\Are the government's espers attacking?\Shoot them down!\None of us are getting in those cars.\The first step in our plan is to mess with the enemy formation.\Try to buy us as much time as possible before they realize it's a decoy.\Um, Teru-san... Is my telekinesis helping at all?\Yeah. response:	It's like when someone uses their pinky to help you carry some heavy luggage.
context: Are the government's espers attacking?\Shoot them down!\None of us are getting in those cars.\The first step in our plan is to mess with the enemy formation.\Try to buy us as much time as possible before they realize it's a decoy.\Um, Teru-san... Is my telekinesis helping at all?\Yeah.\It's like when someone uses their pinky to help you carry some heavy luggage. response:	Can you even call that helping?
context: Shoot them down!\None of us are getting in those cars.\The first step in our plan is to mess with the enemy formation.\Try to buy us as much time as possible before they realize it's a decoy.\Um, Teru-san... Is my telekinesis helping at all?\Yeah.\It's like when someone uses their pinky to help you carry some heavy luggage.\Can you even call that helping? response:	Damn it... I really can't do this alone!
context: None of us are getting in those cars.\The first step in our plan is to mess with the enemy formation.\Try to buy us as much time as possible before they realize it's a decoy.\Um, Teru-san... Is my telekinesis helping at all?\Yeah.\It's like when someone uses their pinky to help you carry some heavy luggage.\Can you even call that helping?\Damn it... I really can't do this alone! response:	Would you like some help, young man?
context: The first step in our plan is to mess with the enemy formation.\Try to buy us as much time as possible before they realize it's a decoy.\Um, Teru-san... Is my telekinesis helping at all?\Yeah.\It's like when someone uses their pinky to help you carry some heavy luggage.\Can you even call that helping?\Damn it... I really can't do this alone!\Would you like some help, young man? response:	Who are you?
context: Try to buy us as much time as possible before they realize it's a decoy.\Um, Teru-san... Is my telekinesis helping at all?\Yeah.\It's like when someone uses their pinky to help you carry some heavy luggage.\Can you even call that helping?\Damn it... I really can't do this alone!\Would you like some help, young man?\Who are you? response:	Oh, you decided to show up, too?
context: Um, Teru-san... Is my telekinesis helping at all?\Yeah.\It's like when someone uses their pinky to help you carry some heavy luggage.\Can you even call that helping?\Damn it... I really can't do this alone!\Would you like some help, young man?\Who are you?\Oh, you decided to show up, too? response:	My name is Takeuchi.
context: Yeah.\It's like when someone uses their pinky to help you carry some heavy luggage.\Can you even call that helping?\Damn it... I really can't do this alone!\Would you like some help, young man?\Who are you?\Oh, you decided to show up, too?\My name is Takeuchi. response:	I am a master of the miraculous art of super qigong.
context: It's like when someone uses their pinky to help you carry some heavy luggage.\Can you even call that helping?\Damn it... I really can't do this alone!\Would you like some help, young man?\Who are you?\Oh, you decided to show up, too?\My name is Takeuchi.\I am a master of the miraculous art of super qigong. response:	You just need to make some cars fly, correct?
context: Can you even call that helping?\Damn it... I really can't do this alone!\Would you like some help, young man?\Who are you?\Oh, you decided to show up, too?\My name is Takeuchi.\I am a master of the miraculous art of super qigong.\You just need to make some cars fly, correct? response:	What's happening on the surface is merely a diversion.
context: Damn it... I really can't do this alone!\Would you like some help, young man?\Who are you?\Oh, you decided to show up, too?\My name is Takeuchi.\I am a master of the miraculous art of super qigong.\You just need to make some cars fly, correct?\What's happening on the surface is merely a diversion. response:	We're going to infiltrate their main camp through the sewers and defeat the boss.
context: Would you like some help, young man?\Who are you?\Oh, you decided to show up, too?\My name is Takeuchi.\I am a master of the miraculous art of super qigong.\You just need to make some cars fly, correct?\What's happening on the surface is merely a diversion.\We're going to infiltrate their main camp through the sewers and defeat the boss. response:	This way.
context: Who are you?\Oh, you decided to show up, too?\My name is Takeuchi.\I am a master of the miraculous art of super qigong.\You just need to make some cars fly, correct?\What's happening on the surface is merely a diversion.\We're going to infiltrate their main camp through the sewers and defeat the boss.\This way. response:	One they lose their leader, none of them will be a threat individually.
context: Oh, you decided to show up, too?\My name is Takeuchi.\I am a master of the miraculous art of super qigong.\You just need to make some cars fly, correct?\What's happening on the surface is merely a diversion.\We're going to infiltrate their main camp through the sewers and defeat the boss.\This way.\One they lose their leader, none of them will be a threat individually. response:	It's not just an ordinary paper fan?
context: My name is Takeuchi.\I am a master of the miraculous art of super qigong.\You just need to make some cars fly, correct?\What's happening on the surface is merely a diversion.\We're going to infiltrate their main camp through the sewers and defeat the boss.\This way.\One they lose their leader, none of them will be a threat individually.\It's not just an ordinary paper fan? response:	It's been turned into a device that amplifies shock waves.
context: I am a master of the miraculous art of super qigong.\You just need to make some cars fly, correct?\What's happening on the surface is merely a diversion.\We're going to infiltrate their main camp through the sewers and defeat the boss.\This way.\One they lose their leader, none of them will be a threat individually.\It's not just an ordinary paper fan?\It's been turned into a device that amplifies shock waves. response:	Guys, get behind my shield!
context: You just need to make some cars fly, correct?\What's happening on the surface is merely a diversion.\We're going to infiltrate their main camp through the sewers and defeat the boss.\This way.\One they lose their leader, none of them will be a threat individually.\It's not just an ordinary paper fan?\It's been turned into a device that amplifies shock waves.\Guys, get behind my shield! response:	He disassembled and reassembled the shredded vines and leaves?
context: What's happening on the surface is merely a diversion.\We're going to infiltrate their main camp through the sewers and defeat the boss.\This way.\One they lose their leader, none of them will be a threat individually.\It's not just an ordinary paper fan?\It's been turned into a device that amplifies shock waves.\Guys, get behind my shield!\He disassembled and reassembled the shredded vines and leaves? response:	That's an interesting technique.
context: We're going to infiltrate their main camp through the sewers and defeat the boss.\This way.\One they lose their leader, none of them will be a threat individually.\It's not just an ordinary paper fan?\It's been turned into a device that amplifies shock waves.\Guys, get behind my shield!\He disassembled and reassembled the shredded vines and leaves?\That's an interesting technique. response:	I can even make a human-like doll from a fridge as long as it has the right materials.
context: This way.\One they lose their leader, none of them will be a threat individually.\It's not just an ordinary paper fan?\It's been turned into a device that amplifies shock waves.\Guys, get behind my shield!\He disassembled and reassembled the shredded vines and leaves?\That's an interesting technique.\I can even make a human-like doll from a fridge as long as it has the right materials. response:	You all right?
context: One they lose their leader, none of them will be a threat individually.\It's not just an ordinary paper fan?\It's been turned into a device that amplifies shock waves.\Guys, get behind my shield!\He disassembled and reassembled the shredded vines and leaves?\That's an interesting technique.\I can even make a human-like doll from a fridge as long as it has the right materials.\You all right? response:	I'm fine.
context: It's not just an ordinary paper fan?\It's been turned into a device that amplifies shock waves.\Guys, get behind my shield!\He disassembled and reassembled the shredded vines and leaves?\That's an interesting technique.\I can even make a human-like doll from a fridge as long as it has the right materials.\You all right?\I'm fine. response:	The other one's a rare healing type.
context: It's been turned into a device that amplifies shock waves.\Guys, get behind my shield!\He disassembled and reassembled the shredded vines and leaves?\That's an interesting technique.\I can even make a human-like doll from a fridge as long as it has the right materials.\You all right?\I'm fine.\The other one's a rare healing type. response:	They're perfectly balanced in attack, defense, and support.
context: Guys, get behind my shield!\He disassembled and reassembled the shredded vines and leaves?\That's an interesting technique.\I can even make a human-like doll from a fridge as long as it has the right materials.\You all right?\I'm fine.\The other one's a rare healing type.\They're perfectly balanced in attack, defense, and support. response:	I guess I should get a little serious.
context: He disassembled and reassembled the shredded vines and leaves?\That's an interesting technique.\I can even make a human-like doll from a fridge as long as it has the right materials.\You all right?\I'm fine.\The other one's a rare healing type.\They're perfectly balanced in attack, defense, and support.\I guess I should get a little serious. response:	Should you really be here?
context: That's an interesting technique.\I can even make a human-like doll from a fridge as long as it has the right materials.\You all right?\I'm fine.\The other one's a rare healing type.\They're perfectly balanced in attack, defense, and support.\I guess I should get a little serious.\Should you really be here? response:	What the hell am I supposed to do out there?
context: I can even make a human-like doll from a fridge as long as it has the right materials.\You all right?\I'm fine.\The other one's a rare healing type.\They're perfectly balanced in attack, defense, and support.\I guess I should get a little serious.\Should you really be here?\What the hell am I supposed to do out there? response:	Besides, when Mob wakes up,
context: You all right?\I'm fine.\The other one's a rare healing type.\They're perfectly balanced in attack, defense, and support.\I guess I should get a little serious.\Should you really be here?\What the hell am I supposed to do out there?\Besides, when Mob wakes up, response:	it'll probably help if he has someone here to explain the situation to him.
context: I'm fine.\The other one's a rare healing type.\They're perfectly balanced in attack, defense, and support.\I guess I should get a little serious.\Should you really be here?\What the hell am I supposed to do out there?\Besides, when Mob wakes up,\it'll probably help if he has someone here to explain the situation to him. response:	But man, he's really knocked out.
context: The other one's a rare healing type.\They're perfectly balanced in attack, defense, and support.\I guess I should get a little serious.\Should you really be here?\What the hell am I supposed to do out there?\Besides, when Mob wakes up,\it'll probably help if he has someone here to explain the situation to him.\But man, he's really knocked out. response:	He wouldn't be out so long if he was just tired.
context: They're perfectly balanced in attack, defense, and support.\I guess I should get a little serious.\Should you really be here?\What the hell am I supposed to do out there?\Besides, when Mob wakes up,\it'll probably help if he has someone here to explain the situation to him.\But man, he's really knocked out.\He wouldn't be out so long if he was just tired. response:	Master Reigen! There's trouble!
context: I guess I should get a little serious.\Should you really be here?\What the hell am I supposed to do out there?\Besides, when Mob wakes up,\it'll probably help if he has someone here to explain the situation to him.\But man, he's really knocked out.\He wouldn't be out so long if he was just tired.\Master Reigen! There's trouble! response:	Our security system picked up some intruders!
context: Should you really be here?\What the hell am I supposed to do out there?\Besides, when Mob wakes up,\it'll probably help if he has someone here to explain the situation to him.\But man, he's really knocked out.\He wouldn't be out so long if he was just tired.\Master Reigen! There's trouble!\Our security system picked up some intruders! response:	Intruders?!
context: What the hell am I supposed to do out there?\Besides, when Mob wakes up,\it'll probably help if he has someone here to explain the situation to him.\But man, he's really knocked out.\He wouldn't be out so long if he was just tired.\Master Reigen! There's trouble!\Our security system picked up some intruders!\Intruders?! response:	Claw? How'd they find this place?
context: Besides, when Mob wakes up,\it'll probably help if he has someone here to explain the situation to him.\But man, he's really knocked out.\He wouldn't be out so long if he was just tired.\Master Reigen! There's trouble!\Our security system picked up some intruders!\Intruders?!\Claw? How'd they find this place? response:	I'll lead you to the rear exit.
context: it'll probably help if he has someone here to explain the situation to him.\But man, he's really knocked out.\He wouldn't be out so long if he was just tired.\Master Reigen! There's trouble!\Our security system picked up some intruders!\Intruders?!\Claw? How'd they find this place?\I'll lead you to the rear exit. response:	No, it's no good to run off without a plan.
context: But man, he's really knocked out.\He wouldn't be out so long if he was just tired.\Master Reigen! There's trouble!\Our security system picked up some intruders!\Intruders?!\Claw? How'd they find this place?\I'll lead you to the rear exit.\No, it's no good to run off without a plan. response:	We have to hide!
context: He wouldn't be out so long if he was just tired.\Master Reigen! There's trouble!\Our security system picked up some intruders!\Intruders?!\Claw? How'd they find this place?\I'll lead you to the rear exit.\No, it's no good to run off without a plan.\We have to hide! response:	There's no doubt about it. They're in there.
context: Master Reigen! There's trouble!\Our security system picked up some intruders!\Intruders?!\Claw? How'd they find this place?\I'll lead you to the rear exit.\No, it's no good to run off without a plan.\We have to hide!\There's no doubt about it. They're in there. response:	You guys shaking in your boots in there?
context: Our security system picked up some intruders!\Intruders?!\Claw? How'd they find this place?\I'll lead you to the rear exit.\No, it's no good to run off without a plan.\We have to hide!\There's no doubt about it. They're in there.\You guys shaking in your boots in there? response:	Get your asses out here!
context: Intruders?!\Claw? How'd they find this place?\I'll lead you to the rear exit.\No, it's no good to run off without a plan.\We have to hide!\There's no doubt about it. They're in there.\You guys shaking in your boots in there?\Get your asses out here! response:	What do you want to do, Reigen?
context: Claw? How'd they find this place?\I'll lead you to the rear exit.\No, it's no good to run off without a plan.\We have to hide!\There's no doubt about it. They're in there.\You guys shaking in your boots in there?\Get your asses out here!\What do you want to do, Reigen? response:	Want me to possess you and brawl with them?
context: I'll lead you to the rear exit.\No, it's no good to run off without a plan.\We have to hide!\There's no doubt about it. They're in there.\You guys shaking in your boots in there?\Get your asses out here!\What do you want to do, Reigen?\Want me to possess you and brawl with them? response:	I'll open the door.
context: No, it's no good to run off without a plan.\We have to hide!\There's no doubt about it. They're in there.\You guys shaking in your boots in there?\Get your asses out here!\What do you want to do, Reigen?\Want me to possess you and brawl with them?\I'll open the door. response:	Stay on your guard.
context: We have to hide!\There's no doubt about it. They're in there.\You guys shaking in your boots in there?\Get your asses out here!\What do you want to do, Reigen?\Want me to possess you and brawl with them?\I'll open the door.\Stay on your guard. response:	You got me. I give up.
context: There's no doubt about it. They're in there.\You guys shaking in your boots in there?\Get your asses out here!\What do you want to do, Reigen?\Want me to possess you and brawl with them?\I'll open the door.\Stay on your guard.\You got me. I give up. response:	I'm not an esper.
context: You guys shaking in your boots in there?\Get your asses out here!\What do you want to do, Reigen?\Want me to possess you and brawl with them?\I'll open the door.\Stay on your guard.\You got me. I give up.\I'm not an esper. response:	You can tell with your tracing powers, right?
context: Get your asses out here!\What do you want to do, Reigen?\Want me to possess you and brawl with them?\I'll open the door.\Stay on your guard.\You got me. I give up.\I'm not an esper.\You can tell with your tracing powers, right? response:	This kid here is an esper, but he hasn't woken up since last night.
context: What do you want to do, Reigen?\Want me to possess you and brawl with them?\I'll open the door.\Stay on your guard.\You got me. I give up.\I'm not an esper.\You can tell with your tracing powers, right?\This kid here is an esper, but he hasn't woken up since last night. response:	Let me take him to the hospital.
context: Want me to possess you and brawl with them?\I'll open the door.\Stay on your guard.\You got me. I give up.\I'm not an esper.\You can tell with your tracing powers, right?\This kid here is an esper, but he hasn't woken up since last night.\Let me take him to the hospital. response:	This guy's pretty suspicious. He might be packing a weapon.
context: I'll open the door.\Stay on your guard.\You got me. I give up.\I'm not an esper.\You can tell with your tracing powers, right?\This kid here is an esper, but he hasn't woken up since last night.\Let me take him to the hospital.\This guy's pretty suspicious. He might be packing a weapon. response:	Frisk them.
context: Stay on your guard.\You got me. I give up.\I'm not an esper.\You can tell with your tracing powers, right?\This kid here is an esper, but he hasn't woken up since last night.\Let me take him to the hospital.\This guy's pretty suspicious. He might be packing a weapon.\Frisk them. response:	I don't have any weapons. I just have my cellphone and a handkerchief.
context: You got me. I give up.\I'm not an esper.\You can tell with your tracing powers, right?\This kid here is an esper, but he hasn't woken up since last night.\Let me take him to the hospital.\This guy's pretty suspicious. He might be packing a weapon.\Frisk them.\I don't have any weapons. I just have my cellphone and a handkerchief. response:	This guy's got something in his inside pocket.
context: I'm not an esper.\You can tell with your tracing powers, right?\This kid here is an esper, but he hasn't woken up since last night.\Let me take him to the hospital.\This guy's pretty suspicious. He might be packing a weapon.\Frisk them.\I don't have any weapons. I just have my cellphone and a handkerchief.\This guy's got something in his inside pocket. response:	Oh, it's just some cologne. I work in the service industry.
context: You can tell with your tracing powers, right?\This kid here is an esper, but he hasn't woken up since last night.\Let me take him to the hospital.\This guy's pretty suspicious. He might be packing a weapon.\Frisk them.\I don't have any weapons. I just have my cellphone and a handkerchief.\This guy's got something in his inside pocket.\Oh, it's just some cologne. I work in the service industry. response:	It's a great scent. See?
context: This kid here is an esper, but he hasn't woken up since last night.\Let me take him to the hospital.\This guy's pretty suspicious. He might be packing a weapon.\Frisk them.\I don't have any weapons. I just have my cellphone and a handkerchief.\This guy's got something in his inside pocket.\Oh, it's just some cologne. I work in the service industry.\It's a great scent. See? response:	Apparently, it's filled with a curse that causes extreme drowsiness.
