context: Keep quiet! response:	Hands behind your back.
context: You can easily imagine the damage that will be caused if we...\This is the hijacking.\Ito...\Oh, yeah, I have to grab some more shampoo.\Room 102: Hikiotani Ito\Ito, I didn't mean to!\Sorry!\What the hell just happened? response:	Oh, yeah.
context: This is the hijacking.\Ito...\Oh, yeah, I have to grab some more shampoo.\Room 102: Hikiotani Ito\Ito, I didn't mean to!\Sorry!\What the hell just happened?\Oh, yeah. response:	I forgot to tell you.
context: Ito...\Oh, yeah, I have to grab some more shampoo.\Room 102: Hikiotani Ito\Ito, I didn't mean to!\Sorry!\What the hell just happened?\Oh, yeah.\I forgot to tell you. response:	When you get too excited and lose consciousness,
context: Oh, yeah, I have to grab some more shampoo.\Room 102: Hikiotani Ito\Ito, I didn't mean to!\Sorry!\What the hell just happened?\Oh, yeah.\I forgot to tell you.\When you get too excited and lose consciousness, response:	an asteroid comes down and exterminates humanity.
context: Room 102: Hikiotani Ito\Ito, I didn't mean to!\Sorry!\What the hell just happened?\Oh, yeah.\I forgot to tell you.\When you get too excited and lose consciousness,\an asteroid comes down and exterminates humanity. response:	What are you talking about?
context: Ito, I didn't mean to!\Sorry!\What the hell just happened?\Oh, yeah.\I forgot to tell you.\When you get too excited and lose consciousness,\an asteroid comes down and exterminates humanity.\What are you talking about? response:	I'm saying it's all your fault that this happened.
context: Sorry!\What the hell just happened?\Oh, yeah.\I forgot to tell you.\When you get too excited and lose consciousness,\an asteroid comes down and exterminates humanity.\What are you talking about?\I'm saying it's all your fault that this happened. response:	When you see a girl's panties, you reach peak excitement,
context: What the hell just happened?\Oh, yeah.\I forgot to tell you.\When you get too excited and lose consciousness,\an asteroid comes down and exterminates humanity.\What are you talking about?\I'm saying it's all your fault that this happened.\When you see a girl's panties, you reach peak excitement, response:	and you gain superhuman abilities.
context: Oh, yeah.\I forgot to tell you.\When you get too excited and lose consciousness,\an asteroid comes down and exterminates humanity.\What are you talking about?\I'm saying it's all your fault that this happened.\When you see a girl's panties, you reach peak excitement,\and you gain superhuman abilities. response:	But a peak is a peak.
context: I forgot to tell you.\When you get too excited and lose consciousness,\an asteroid comes down and exterminates humanity.\What are you talking about?\I'm saying it's all your fault that this happened.\When you see a girl's panties, you reach peak excitement,\and you gain superhuman abilities.\But a peak is a peak. response:	There's nothing higher.
context: When you get too excited and lose consciousness,\an asteroid comes down and exterminates humanity.\What are you talking about?\I'm saying it's all your fault that this happened.\When you see a girl's panties, you reach peak excitement,\and you gain superhuman abilities.\But a peak is a peak.\There's nothing higher. response:	Therefore, if you're stimulated even more while you're already excited,
context: an asteroid comes down and exterminates humanity.\What are you talking about?\I'm saying it's all your fault that this happened.\When you see a girl's panties, you reach peak excitement,\and you gain superhuman abilities.\But a peak is a peak.\There's nothing higher.\Therefore, if you're stimulated even more while you're already excited, response:	your limiter breaks and you lose consciousness.
context: What are you talking about?\I'm saying it's all your fault that this happened.\When you see a girl's panties, you reach peak excitement,\and you gain superhuman abilities.\But a peak is a peak.\There's nothing higher.\Therefore, if you're stimulated even more while you're already excited,\your limiter breaks and you lose consciousness. response:	I don't get it.
context: I'm saying it's all your fault that this happened.\When you see a girl's panties, you reach peak excitement,\and you gain superhuman abilities.\But a peak is a peak.\There's nothing higher.\Therefore, if you're stimulated even more while you're already excited,\your limiter breaks and you lose consciousness.\I don't get it. response:	How does that have anything to do with an asteroid?
context: When you see a girl's panties, you reach peak excitement,\and you gain superhuman abilities.\But a peak is a peak.\There's nothing higher.\Therefore, if you're stimulated even more while you're already excited,\your limiter breaks and you lose consciousness.\I don't get it.\How does that have anything to do with an asteroid? response:	You don't have to overthink it.
context: and you gain superhuman abilities.\But a peak is a peak.\There's nothing higher.\Therefore, if you're stimulated even more while you're already excited,\your limiter breaks and you lose consciousness.\I don't get it.\How does that have anything to do with an asteroid?\You don't have to overthink it. response:	If you don't want to end humanity, don't get excited.
context: But a peak is a peak.\There's nothing higher.\Therefore, if you're stimulated even more while you're already excited,\your limiter breaks and you lose consciousness.\I don't get it.\How does that have anything to do with an asteroid?\You don't have to overthink it.\If you don't want to end humanity, don't get excited. response:	That's all that matters.
context: There's nothing higher.\Therefore, if you're stimulated even more while you're already excited,\your limiter breaks and you lose consciousness.\I don't get it.\How does that have anything to do with an asteroid?\You don't have to overthink it.\If you don't want to end humanity, don't get excited.\That's all that matters. response:	But...
context: Therefore, if you're stimulated even more while you're already excited,\your limiter breaks and you lose consciousness.\I don't get it.\How does that have anything to do with an asteroid?\You don't have to overthink it.\If you don't want to end humanity, don't get excited.\That's all that matters.\But... response:	Just redo it, Yu-tan.
context: your limiter breaks and you lose consciousness.\I don't get it.\How does that have anything to do with an asteroid?\You don't have to overthink it.\If you don't want to end humanity, don't get excited.\That's all that matters.\But...\Just redo it, Yu-tan. response:	Go back to the past, and start again.
context: I don't get it.\How does that have anything to do with an asteroid?\You don't have to overthink it.\If you don't want to end humanity, don't get excited.\That's all that matters.\But...\Just redo it, Yu-tan.\Go back to the past, and start again. response:	The past?
context: How does that have anything to do with an asteroid?\You don't have to overthink it.\If you don't want to end humanity, don't get excited.\That's all that matters.\But...\Just redo it, Yu-tan.\Go back to the past, and start again.\The past? response:	The laws of temporal physics don't apply to spirit entities.
context: You don't have to overthink it.\If you don't want to end humanity, don't get excited.\That's all that matters.\But...\Just redo it, Yu-tan.\Go back to the past, and start again.\The past?\The laws of temporal physics don't apply to spirit entities. response:	You aren't physical to begin with, after all.
context: If you don't want to end humanity, don't get excited.\That's all that matters.\But...\Just redo it, Yu-tan.\Go back to the past, and start again.\The past?\The laws of temporal physics don't apply to spirit entities.\You aren't physical to begin with, after all. response:	H-Hey, wait a minute.
context: That's all that matters.\But...\Just redo it, Yu-tan.\Go back to the past, and start again.\The past?\The laws of temporal physics don't apply to spirit entities.\You aren't physical to begin with, after all.\H-Hey, wait a minute. response:	What are you going on about?
context: But...\Just redo it, Yu-tan.\Go back to the past, and start again.\The past?\The laws of temporal physics don't apply to spirit entities.\You aren't physical to begin with, after all.\H-Hey, wait a minute.\What are you going on about? response:	Now, go, Iridatsu Yu-tan!
context: Just redo it, Yu-tan.\Go back to the past, and start again.\The past?\The laws of temporal physics don't apply to spirit entities.\You aren't physical to begin with, after all.\H-Hey, wait a minute.\What are you going on about?\Now, go, Iridatsu Yu-tan! response:	Go back through time,
context: Go back to the past, and start again.\The past?\The laws of temporal physics don't apply to spirit entities.\You aren't physical to begin with, after all.\H-Hey, wait a minute.\What are you going on about?\Now, go, Iridatsu Yu-tan!\Go back through time, response:	and create a supremely happy and peaceful future!
context: The past?\The laws of temporal physics don't apply to spirit entities.\You aren't physical to begin with, after all.\H-Hey, wait a minute.\What are you going on about?\Now, go, Iridatsu Yu-tan!\Go back through time,\and create a supremely happy and peaceful future! response:	This is... Ito's room?
context: The laws of temporal physics don't apply to spirit entities.\You aren't physical to begin with, after all.\H-Hey, wait a minute.\What are you going on about?\Now, go, Iridatsu Yu-tan!\Go back through time,\and create a supremely happy and peaceful future!\This is... Ito's room? response:	You can easily imagine the damage that will be...
context: You aren't physical to begin with, after all.\H-Hey, wait a minute.\What are you going on about?\Now, go, Iridatsu Yu-tan!\Go back through time,\and create a supremely happy and peaceful future!\This is... Ito's room?\You can easily imagine the damage that will be... response:	I'm back.
context: H-Hey, wait a minute.\What are you going on about?\Now, go, Iridatsu Yu-tan!\Go back through time,\and create a supremely happy and peaceful future!\This is... Ito's room?\You can easily imagine the damage that will be...\I'm back. response:	Oh, yeah, I have to grab some more shampoo.
context: What are you going on about?\Now, go, Iridatsu Yu-tan!\Go back through time,\and create a supremely happy and peaceful future!\This is... Ito's room?\You can easily imagine the damage that will be...\I'm back.\Oh, yeah, I have to grab some more shampoo. response:	Crap!
context: Now, go, Iridatsu Yu-tan!\Go back through time,\and create a supremely happy and peaceful future!\This is... Ito's room?\You can easily imagine the damage that will be...\I'm back.\Oh, yeah, I have to grab some more shampoo.\Crap! response:	I can't find it. What did I do with it?
context: Go back through time,\and create a supremely happy and peaceful future!\This is... Ito's room?\You can easily imagine the damage that will be...\I'm back.\Oh, yeah, I have to grab some more shampoo.\Crap!\I can't find it. What did I do with it? response:	Room 101: Narugino Mikatan
context: and create a supremely happy and peaceful future!\This is... Ito's room?\You can easily imagine the damage that will be...\I'm back.\Oh, yeah, I have to grab some more shampoo.\Crap!\I can't find it. What did I do with it?\Room 101: Narugino Mikatan response:	Where did that book go?
context: This is... Ito's room?\You can easily imagine the damage that will be...\I'm back.\Oh, yeah, I have to grab some more shampoo.\Crap!\I can't find it. What did I do with it?\Room 101: Narugino Mikatan\Where did that book go? response:	Maybe it's on the top shelf.
context: You can easily imagine the damage that will be...\I'm back.\Oh, yeah, I have to grab some more shampoo.\Crap!\I can't find it. What did I do with it?\Room 101: Narugino Mikatan\Where did that book go?\Maybe it's on the top shelf. response:	Don't look...
context: I'm back.\Oh, yeah, I have to grab some more shampoo.\Crap!\I can't find it. What did I do with it?\Room 101: Narugino Mikatan\Where did that book go?\Maybe it's on the top shelf.\Don't look... response:	Don't look!
context: Oh, yeah, I have to grab some more shampoo.\Crap!\I can't find it. What did I do with it?\Room 101: Narugino Mikatan\Where did that book go?\Maybe it's on the top shelf.\Don't look...\Don't look! response:	Oh, right, the book.
context: Crap!\I can't find it. What did I do with it?\Room 101: Narugino Mikatan\Where did that book go?\Maybe it's on the top shelf.\Don't look...\Don't look!\Oh, right, the book. response:	Maybe she's talking about the Nandala Gandala.
context: I can't find it. What did I do with it?\Room 101: Narugino Mikatan\Where did that book go?\Maybe it's on the top shelf.\Don't look...\Don't look!\Oh, right, the book.\Maybe she's talking about the Nandala Gandala. response:	Under here, maybe?
context: Room 101: Narugino Mikatan\Where did that book go?\Maybe it's on the top shelf.\Don't look...\Don't look!\Oh, right, the book.\Maybe she's talking about the Nandala Gandala.\Under here, maybe? response:	Did I leave it under the bed?
context: Where did that book go?\Maybe it's on the top shelf.\Don't look...\Don't look!\Oh, right, the book.\Maybe she's talking about the Nandala Gandala.\Under here, maybe?\Did I leave it under the bed? response:	Nine months ago...
context: Maybe it's on the top shelf.\Don't look...\Don't look!\Oh, right, the book.\Maybe she's talking about the Nandala Gandala.\Under here, maybe?\Did I leave it under the bed?\Nine months ago... response:	Sorry! I wasn't paying attention!
context: Don't look...\Don't look!\Oh, right, the book.\Maybe she's talking about the Nandala Gandala.\Under here, maybe?\Did I leave it under the bed?\Nine months ago...\Sorry! I wasn't paying attention! response:	Man, I messed it all up.
context: Don't look!\Oh, right, the book.\Maybe she's talking about the Nandala Gandala.\Under here, maybe?\Did I leave it under the bed?\Nine months ago...\Sorry! I wasn't paying attention!\Man, I messed it all up. response:	Um, have we met before?
context: Oh, right, the book.\Maybe she's talking about the Nandala Gandala.\Under here, maybe?\Did I leave it under the bed?\Nine months ago...\Sorry! I wasn't paying attention!\Man, I messed it all up.\Um, have we met before? response:	What are you talking about, Narugino?
context: Maybe she's talking about the Nandala Gandala.\Under here, maybe?\Did I leave it under the bed?\Nine months ago...\Sorry! I wasn't paying attention!\Man, I messed it all up.\Um, have we met before?\What are you talking about, Narugino? response:	You're a member of the popular She's Mei.
context: Under here, maybe?\Did I leave it under the bed?\Nine months ago...\Sorry! I wasn't paying attention!\Man, I messed it all up.\Um, have we met before?\What are you talking about, Narugino?\You're a member of the popular She's Mei. response:	Room 201: Daihatsu Meika
context: Did I leave it under the bed?\Nine months ago...\Sorry! I wasn't paying attention!\Man, I messed it all up.\Um, have we met before?\What are you talking about, Narugino?\You're a member of the popular She's Mei.\Room 201: Daihatsu Meika response:	You can't blame him for staring at you.
context: Nine months ago...\Sorry! I wasn't paying attention!\Man, I messed it all up.\Um, have we met before?\What are you talking about, Narugino?\You're a member of the popular She's Mei.\Room 201: Daihatsu Meika\You can't blame him for staring at you. response:	Isn't that right, Iridatsu?
context: Sorry! I wasn't paying attention!\Man, I messed it all up.\Um, have we met before?\What are you talking about, Narugino?\You're a member of the popular She's Mei.\Room 201: Daihatsu Meika\You can't blame him for staring at you.\Isn't that right, Iridatsu? response:	Come on, at least say hi.
context: Man, I messed it all up.\Um, have we met before?\What are you talking about, Narugino?\You're a member of the popular She's Mei.\Room 201: Daihatsu Meika\You can't blame him for staring at you.\Isn't that right, Iridatsu?\Come on, at least say hi. response:	You're going to be living under the same roof from today on.
context: Um, have we met before?\What are you talking about, Narugino?\You're a member of the popular She's Mei.\Room 201: Daihatsu Meika\You can't blame him for staring at you.\Isn't that right, Iridatsu?\Come on, at least say hi.\You're going to be living under the same roof from today on. response:	Nice to meet you.
context: What are you talking about, Narugino?\You're a member of the popular She's Mei.\Room 201: Daihatsu Meika\You can't blame him for staring at you.\Isn't that right, Iridatsu?\Come on, at least say hi.\You're going to be living under the same roof from today on.\Nice to meet you. response:	U-Um...
context: You're a member of the popular She's Mei.\Room 201: Daihatsu Meika\You can't blame him for staring at you.\Isn't that right, Iridatsu?\Come on, at least say hi.\You're going to be living under the same roof from today on.\Nice to meet you.\U-Um... response:	So, Narugino, what's that thing you've been holding onto so carefully?
context: Room 201: Daihatsu Meika\You can't blame him for staring at you.\Isn't that right, Iridatsu?\Come on, at least say hi.\You're going to be living under the same roof from today on.\Nice to meet you.\U-Um...\So, Narugino, what's that thing you've been holding onto so carefully? response:	I'm sorry!
context: You can't blame him for staring at you.\Isn't that right, Iridatsu?\Come on, at least say hi.\You're going to be living under the same roof from today on.\Nice to meet you.\U-Um...\So, Narugino, what's that thing you've been holding onto so carefully?\I'm sorry! response:	It's not here, either.
context: Isn't that right, Iridatsu?\Come on, at least say hi.\You're going to be living under the same roof from today on.\Nice to meet you.\U-Um...\So, Narugino, what's that thing you've been holding onto so carefully?\I'm sorry!\It's not here, either. response:	Coming!
context: Come on, at least say hi.\You're going to be living under the same roof from today on.\Nice to meet you.\U-Um...\So, Narugino, what's that thing you've been holding onto so carefully?\I'm sorry!\It's not here, either.\Coming! response:	Room 202: Chichibu Rabura
context: You're going to be living under the same roof from today on.\Nice to meet you.\U-Um...\So, Narugino, what's that thing you've been holding onto so carefully?\I'm sorry!\It's not here, either.\Coming!\Room 202: Chichibu Rabura response:	Hey, could you lend me some salt?
context: Nice to meet you.\U-Um...\So, Narugino, what's that thing you've been holding onto so carefully?\I'm sorry!\It's not here, either.\Coming!\Room 202: Chichibu Rabura\Hey, could you lend me some salt? response:	Salt?
context: U-Um...\So, Narugino, what's that thing you've been holding onto so carefully?\I'm sorry!\It's not here, either.\Coming!\Room 202: Chichibu Rabura\Hey, could you lend me some salt?\Salt? response:	Do you need it to make dinner?
context: So, Narugino, what's that thing you've been holding onto so carefully?\I'm sorry!\It's not here, either.\Coming!\Room 202: Chichibu Rabura\Hey, could you lend me some salt?\Salt?\Do you need it to make dinner? response:	Y-Yeah, if you want to call a ghost hunt dinner, I guess.
context: I'm sorry!\It's not here, either.\Coming!\Room 202: Chichibu Rabura\Hey, could you lend me some salt?\Salt?\Do you need it to make dinner?\Y-Yeah, if you want to call a ghost hunt dinner, I guess. response:	Ghost Hunt (Yuurei Hanto)
context: It's not here, either.\Coming!\Room 202: Chichibu Rabura\Hey, could you lend me some salt?\Salt?\Do you need it to make dinner?\Y-Yeah, if you want to call a ghost hunt dinner, I guess.\Ghost Hunt (Yuurei Hanto) response:	Dinner (Yuuhan)
context: Coming!\Room 202: Chichibu Rabura\Hey, could you lend me some salt?\Salt?\Do you need it to make dinner?\Y-Yeah, if you want to call a ghost hunt dinner, I guess.\Ghost Hunt (Yuurei Hanto)\Dinner (Yuuhan) response:	I got a request earlier.
context: Room 202: Chichibu Rabura\Hey, could you lend me some salt?\Salt?\Do you need it to make dinner?\Y-Yeah, if you want to call a ghost hunt dinner, I guess.\Ghost Hunt (Yuurei Hanto)\Dinner (Yuuhan)\I got a request earlier. response:	I'm going to do an exorcism tomorrow.
context: Hey, could you lend me some salt?\Salt?\Do you need it to make dinner?\Y-Yeah, if you want to call a ghost hunt dinner, I guess.\Ghost Hunt (Yuurei Hanto)\Dinner (Yuuhan)\I got a request earlier.\I'm going to do an exorcism tomorrow. response:	Does normal salt work for that?
context: Salt?\Do you need it to make dinner?\Y-Yeah, if you want to call a ghost hunt dinner, I guess.\Ghost Hunt (Yuurei Hanto)\Dinner (Yuuhan)\I got a request earlier.\I'm going to do an exorcism tomorrow.\Does normal salt work for that? response:	Sure, it's fine.
context: Do you need it to make dinner?\Y-Yeah, if you want to call a ghost hunt dinner, I guess.\Ghost Hunt (Yuurei Hanto)\Dinner (Yuuhan)\I got a request earlier.\I'm going to do an exorcism tomorrow.\Does normal salt work for that?\Sure, it's fine. response:	It's all in the mind, really.
context: Y-Yeah, if you want to call a ghost hunt dinner, I guess.\Ghost Hunt (Yuurei Hanto)\Dinner (Yuuhan)\I got a request earlier.\I'm going to do an exorcism tomorrow.\Does normal salt work for that?\Sure, it's fine.\It's all in the mind, really. response:	Is this medium going to be okay?
context: Ghost Hunt (Yuurei Hanto)\Dinner (Yuuhan)\I got a request earlier.\I'm going to do an exorcism tomorrow.\Does normal salt work for that?\Sure, it's fine.\It's all in the mind, really.\Is this medium going to be okay? response:	Hm? Did you say something?
context: Dinner (Yuuhan)\I got a request earlier.\I'm going to do an exorcism tomorrow.\Does normal salt work for that?\Sure, it's fine.\It's all in the mind, really.\Is this medium going to be okay?\Hm? Did you say something? response:	No, nothing.
context: I got a request earlier.\I'm going to do an exorcism tomorrow.\Does normal salt work for that?\Sure, it's fine.\It's all in the mind, really.\Is this medium going to be okay?\Hm? Did you say something?\No, nothing. response:	Oh, yeah.
context: I'm going to do an exorcism tomorrow.\Does normal salt work for that?\Sure, it's fine.\It's all in the mind, really.\Is this medium going to be okay?\Hm? Did you say something?\No, nothing.\Oh, yeah. response:	Meika wanted me to give this back to you.
context: Does normal salt work for that?\Sure, it's fine.\It's all in the mind, really.\Is this medium going to be okay?\Hm? Did you say something?\No, nothing.\Oh, yeah.\Meika wanted me to give this back to you. response:	I was looking for this!
context: Sure, it's fine.\It's all in the mind, really.\Is this medium going to be okay?\Hm? Did you say something?\No, nothing.\Oh, yeah.\Meika wanted me to give this back to you.\I was looking for this! response:	Could that be...
context: It's all in the mind, really.\Is this medium going to be okay?\Hm? Did you say something?\No, nothing.\Oh, yeah.\Meika wanted me to give this back to you.\I was looking for this!\Could that be... response:	But why did Meika...
context: Is this medium going to be okay?\Hm? Did you say something?\No, nothing.\Oh, yeah.\Meika wanted me to give this back to you.\I was looking for this!\Could that be...\But why did Meika... response:	Y-You mustn't, Ryunoshin-dono!
context: Hm? Did you say something?\No, nothing.\Oh, yeah.\Meika wanted me to give this back to you.\I was looking for this!\Could that be...\But why did Meika...\Y-You mustn't, Ryunoshin-dono! response:	Aw, what's the problem, Torahachirou?
context: No, nothing.\Oh, yeah.\Meika wanted me to give this back to you.\I was looking for this!\Could that be...\But why did Meika...\Y-You mustn't, Ryunoshin-dono!\Aw, what's the problem, Torahachirou? response:	Said Ryunoshin, as he extended his arm towards Torahachiro's third blade...
context: Oh, yeah.\Meika wanted me to give this back to you.\I was looking for this!\Could that be...\But why did Meika...\Y-You mustn't, Ryunoshin-dono!\Aw, what's the problem, Torahachirou?\Said Ryunoshin, as he extended his arm towards Torahachiro's third blade... response:	This isn't it!
context: Meika wanted me to give this back to you.\I was looking for this!\Could that be...\But why did Meika...\Y-You mustn't, Ryunoshin-dono!\Aw, what's the problem, Torahachirou?\Said Ryunoshin, as he extended his arm towards Torahachiro's third blade...\This isn't it! response:	Oh, did we get the wrong one?
context: I was looking for this!\Could that be...\But why did Meika...\Y-You mustn't, Ryunoshin-dono!\Aw, what's the problem, Torahachirou?\Said Ryunoshin, as he extended his arm towards Torahachiro's third blade...\This isn't it!\Oh, did we get the wrong one? response:	The wrong one?
context: Could that be...\But why did Meika...\Y-You mustn't, Ryunoshin-dono!\Aw, what's the problem, Torahachirou?\Said Ryunoshin, as he extended his arm towards Torahachiro's third blade...\This isn't it!\Oh, did we get the wrong one?\The wrong one? response:	It must've been when we ran into each other.
context: But why did Meika...\Y-You mustn't, Ryunoshin-dono!\Aw, what's the problem, Torahachirou?\Said Ryunoshin, as he extended his arm towards Torahachiro's third blade...\This isn't it!\Oh, did we get the wrong one?\The wrong one?\It must've been when we ran into each other. response:	Then...
context: Y-You mustn't, Ryunoshin-dono!\Aw, what's the problem, Torahachirou?\Said Ryunoshin, as he extended his arm towards Torahachiro's third blade...\This isn't it!\Oh, did we get the wrong one?\The wrong one?\It must've been when we ran into each other.\Then... response:	Mother stayed up all night...
context: Aw, what's the problem, Torahachirou?\Said Ryunoshin, as he extended his arm towards Torahachiro's third blade...\This isn't it!\Oh, did we get the wrong one?\The wrong one?\It must've been when we ran into each other.\Then...\Mother stayed up all night... response:	to count all the money in her secret stash...
context: Said Ryunoshin, as he extended his arm towards Torahachiro's third blade...\This isn't it!\Oh, did we get the wrong one?\The wrong one?\It must've been when we ran into each other.\Then...\Mother stayed up all night...\to count all the money in her secret stash... response:	Is that...
context: This isn't it!\Oh, did we get the wrong one?\The wrong one?\It must've been when we ran into each other.\Then...\Mother stayed up all night...\to count all the money in her secret stash...\Is that... response:	Damn it!
context: Oh, did we get the wrong one?\The wrong one?\It must've been when we ran into each other.\Then...\Mother stayed up all night...\to count all the money in her secret stash...\Is that...\Damn it! response:	Too bad.
context: The wrong one?\It must've been when we ran into each other.\Then...\Mother stayed up all night...\to count all the money in her secret stash...\Is that...\Damn it!\Too bad. response:	Your spirit power level is too low.
context: It must've been when we ran into each other.\Then...\Mother stayed up all night...\to count all the money in her secret stash...\Is that...\Damn it!\Too bad.\Your spirit power level is too low. response:	Spirit powers are the powers possessed by spirit entities.
context: Then...\Mother stayed up all night...\to count all the money in her secret stash...\Is that...\Damn it!\Too bad.\Your spirit power level is too low.\Spirit powers are the powers possessed by spirit entities. response:	With higher levels, you can move heavy objects
context: Mother stayed up all night...\to count all the money in her secret stash...\Is that...\Damn it!\Too bad.\Your spirit power level is too low.\Spirit powers are the powers possessed by spirit entities.\With higher levels, you can move heavy objects response:	and cause poltergeist-like phenomena.
context: to count all the money in her secret stash...\Is that...\Damn it!\Too bad.\Your spirit power level is too low.\Spirit powers are the powers possessed by spirit entities.\With higher levels, you can move heavy objects\and cause poltergeist-like phenomena. response:	However, at your current level, you could maybe roll a pencil at most.
context: Is that...\Damn it!\Too bad.\Your spirit power level is too low.\Spirit powers are the powers possessed by spirit entities.\With higher levels, you can move heavy objects\and cause poltergeist-like phenomena.\However, at your current level, you could maybe roll a pencil at most. response:	That sounds like a game.
context: Damn it!\Too bad.\Your spirit power level is too low.\Spirit powers are the powers possessed by spirit entities.\With higher levels, you can move heavy objects\and cause poltergeist-like phenomena.\However, at your current level, you could maybe roll a pencil at most.\That sounds like a game. response:	I guess I'll try it out.
context: Too bad.\Your spirit power level is too low.\Spirit powers are the powers possessed by spirit entities.\With higher levels, you can move heavy objects\and cause poltergeist-like phenomena.\However, at your current level, you could maybe roll a pencil at most.\That sounds like a game.\I guess I'll try it out. response:	Move. Move.
context: Your spirit power level is too low.\Spirit powers are the powers possessed by spirit entities.\With higher levels, you can move heavy objects\and cause poltergeist-like phenomena.\However, at your current level, you could maybe roll a pencil at most.\That sounds like a game.\I guess I'll try it out.\Move. Move. response:	Move!
context: Spirit powers are the powers possessed by spirit entities.\With higher levels, you can move heavy objects\and cause poltergeist-like phenomena.\However, at your current level, you could maybe roll a pencil at most.\That sounds like a game.\I guess I'll try it out.\Move. Move.\Move! response:	Aw, look what I did.
context: With higher levels, you can move heavy objects\and cause poltergeist-like phenomena.\However, at your current level, you could maybe roll a pencil at most.\That sounds like a game.\I guess I'll try it out.\Move. Move.\Move!\Aw, look what I did. response:	Beginning Spirit Power User
context: and cause poltergeist-like phenomena.\However, at your current level, you could maybe roll a pencil at most.\That sounds like a game.\I guess I'll try it out.\Move. Move.\Move!\Aw, look what I did.\Beginning Spirit Power User response:	Huh? Words just popped up.
context: However, at your current level, you could maybe roll a pencil at most.\That sounds like a game.\I guess I'll try it out.\Move. Move.\Move!\Aw, look what I did.\Beginning Spirit Power User\Huh? Words just popped up. response:	That's your designation.
context: That sounds like a game.\I guess I'll try it out.\Move. Move.\Move!\Aw, look what I did.\Beginning Spirit Power User\Huh? Words just popped up.\That's your designation. response:	Designation?
context: I guess I'll try it out.\Move. Move.\Move!\Aw, look what I did.\Beginning Spirit Power User\Huh? Words just popped up.\That's your designation.\Designation? response:	Here we go.
context: Move. Move.\Move!\Aw, look what I did.\Beginning Spirit Power User\Huh? Words just popped up.\That's your designation.\Designation?\Here we go. response:	What's this?
context: Move!\Aw, look what I did.\Beginning Spirit Power User\Huh? Words just popped up.\That's your designation.\Designation?\Here we go.\What's this? response:	Maybe I forgot to put it away when I cleaned the other day.
context: Aw, look what I did.\Beginning Spirit Power User\Huh? Words just popped up.\That's your designation.\Designation?\Here we go.\What's this?\Maybe I forgot to put it away when I cleaned the other day. response:	Grandpa...
context: Beginning Spirit Power User\Huh? Words just popped up.\That's your designation.\Designation?\Here we go.\What's this?\Maybe I forgot to put it away when I cleaned the other day.\Grandpa... response:	This brings back memories.
context: Huh? Words just popped up.\That's your designation.\Designation?\Here we go.\What's this?\Maybe I forgot to put it away when I cleaned the other day.\Grandpa...\This brings back memories. response:	It's just an album.
context: That's your designation.\Designation?\Here we go.\What's this?\Maybe I forgot to put it away when I cleaned the other day.\Grandpa...\This brings back memories.\It's just an album. response:	This just in.
context: Designation?\Here we go.\What's this?\Maybe I forgot to put it away when I cleaned the other day.\Grandpa...\This brings back memories.\It's just an album.\This just in. response:	We have just learned that an armed group
context: Here we go.\What's this?\Maybe I forgot to put it away when I cleaned the other day.\Grandpa...\This brings back memories.\It's just an album.\This just in.\We have just learned that an armed group response:	Suspects barricaded in movie theater, audience held hostage
context: What's this?\Maybe I forgot to put it away when I cleaned the other day.\Grandpa...\This brings back memories.\It's just an album.\This just in.\We have just learned that an armed group\Suspects barricaded in movie theater, audience held hostage response:	claiming to be of the Qmay Group has
context: Maybe I forgot to put it away when I cleaned the other day.\Grandpa...\This brings back memories.\It's just an album.\This just in.\We have just learned that an armed group\Suspects barricaded in movie theater, audience held hostage\claiming to be of the Qmay Group has response:	taken hostages in a movie theater in Tokyo.
context: Grandpa...\This brings back memories.\It's just an album.\This just in.\We have just learned that an armed group\Suspects barricaded in movie theater, audience held hostage\claiming to be of the Qmay Group has\taken hostages in a movie theater in Tokyo. response:	The Qmay Group is suspected of being associated
context: This brings back memories.\It's just an album.\This just in.\We have just learned that an armed group\Suspects barricaded in movie theater, audience held hostage\claiming to be of the Qmay Group has\taken hostages in a movie theater in Tokyo.\The Qmay Group is suspected of being associated response:	with the bus hijacking that happened this afternoon.
context: It's just an album.\This just in.\We have just learned that an armed group\Suspects barricaded in movie theater, audience held hostage\claiming to be of the Qmay Group has\taken hostages in a movie theater in Tokyo.\The Qmay Group is suspected of being associated\with the bus hijacking that happened this afternoon. response:	Qmay Group?
context: This just in.\We have just learned that an armed group\Suspects barricaded in movie theater, audience held hostage\claiming to be of the Qmay Group has\taken hostages in a movie theater in Tokyo.\The Qmay Group is suspected of being associated\with the bus hijacking that happened this afternoon.\Qmay Group? response:	Oh, no! This song!
context: We have just learned that an armed group\Suspects barricaded in movie theater, audience held hostage\claiming to be of the Qmay Group has\taken hostages in a movie theater in Tokyo.\The Qmay Group is suspected of being associated\with the bus hijacking that happened this afternoon.\Qmay Group?\Oh, no! This song! response:	Hey, what's going on?
context: Suspects barricaded in movie theater, audience held hostage\claiming to be of the Qmay Group has\taken hostages in a movie theater in Tokyo.\The Qmay Group is suspected of being associated\with the bus hijacking that happened this afternoon.\Qmay Group?\Oh, no! This song!\Hey, what's going on? response:	The apples of Tsugaru are ripe with nectar...
