context: Go Out With Me response:	Ah, those meat balls look tasty!
context: You don't need to be so stiff!\Please listen to me without jumping to conclusions.\I'm a butler.\I won't get startled by the little things.\Say whatever you want.\Then, here I go!\Actually, it's about my first kiss.\Why are you saying such things now? response:	Could it be, Ojou-sama?
context: Please listen to me without jumping to conclusions.\I'm a butler.\I won't get startled by the little things.\Say whatever you want.\Then, here I go!\Actually, it's about my first kiss.\Why are you saying such things now?\Could it be, Ojou-sama? response:	I was surprised, because it was rather sudden.
context: I'm a butler.\I won't get startled by the little things.\Say whatever you want.\Then, here I go!\Actually, it's about my first kiss.\Why are you saying such things now?\Could it be, Ojou-sama?\I was surprised, because it was rather sudden. response:	I am surprised as well!
context: I won't get startled by the little things.\Say whatever you want.\Then, here I go!\Actually, it's about my first kiss.\Why are you saying such things now?\Could it be, Ojou-sama?\I was surprised, because it was rather sudden.\I am surprised as well! response:	Because that was my first!
context: Say whatever you want.\Then, here I go!\Actually, it's about my first kiss.\Why are you saying such things now?\Could it be, Ojou-sama?\I was surprised, because it was rather sudden.\I am surprised as well!\Because that was my first! response:	She said the same, but...
context: Then, here I go!\Actually, it's about my first kiss.\Why are you saying such things now?\Could it be, Ojou-sama?\I was surprised, because it was rather sudden.\I am surprised as well!\Because that was my first!\She said the same, but... response:	Is it the truth?
context: Actually, it's about my first kiss.\Why are you saying such things now?\Could it be, Ojou-sama?\I was surprised, because it was rather sudden.\I am surprised as well!\Because that was my first!\She said the same, but...\Is it the truth? response:	Don't say foolish things!
context: Why are you saying such things now?\Could it be, Ojou-sama?\I was surprised, because it was rather sudden.\I am surprised as well!\Because that was my first!\She said the same, but...\Is it the truth?\Don't say foolish things! response:	It really was my first time!
context: Could it be, Ojou-sama?\I was surprised, because it was rather sudden.\I am surprised as well!\Because that was my first!\She said the same, but...\Is it the truth?\Don't say foolish things!\It really was my first time! response:	Of course! My bad.
context: I was surprised, because it was rather sudden.\I am surprised as well!\Because that was my first!\She said the same, but...\Is it the truth?\Don't say foolish things!\It really was my first time!\Of course! My bad. response:	I wish I had a chance to do this all over again.
context: I am surprised as well!\Because that was my first!\She said the same, but...\Is it the truth?\Don't say foolish things!\It really was my first time!\Of course! My bad.\I wish I had a chance to do this all over again. response:	What did you say just now?
context: Because that was my first!\She said the same, but...\Is it the truth?\Don't say foolish things!\It really was my first time!\Of course! My bad.\I wish I had a chance to do this all over again.\What did you say just now? response:	Like I said, I wish I had a chance to do this all over again.
context: She said the same, but...\Is it the truth?\Don't say foolish things!\It really was my first time!\Of course! My bad.\I wish I had a chance to do this all over again.\What did you say just now?\Like I said, I wish I had a chance to do this all over again. response:	You want to do it again?!
context: Is it the truth?\Don't say foolish things!\It really was my first time!\Of course! My bad.\I wish I had a chance to do this all over again.\What did you say just now?\Like I said, I wish I had a chance to do this all over again.\You want to do it again?! response:	Right now...
context: Don't say foolish things!\It really was my first time!\Of course! My bad.\I wish I had a chance to do this all over again.\What did you say just now?\Like I said, I wish I had a chance to do this all over again.\You want to do it again?!\Right now... response:	Right now!?
context: It really was my first time!\Of course! My bad.\I wish I had a chance to do this all over again.\What did you say just now?\Like I said, I wish I had a chance to do this all over again.\You want to do it again?!\Right now...\Right now!? response:	Well, we certainly are alone.
context: Of course! My bad.\I wish I had a chance to do this all over again.\What did you say just now?\Like I said, I wish I had a chance to do this all over again.\You want to do it again?!\Right now...\Right now!?\Well, we certainly are alone. response:	But I still can't accept that!
context: I wish I had a chance to do this all over again.\What did you say just now?\Like I said, I wish I had a chance to do this all over again.\You want to do it again?!\Right now...\Right now!?\Well, we certainly are alone.\But I still can't accept that! response:	Okay!
context: What did you say just now?\Like I said, I wish I had a chance to do this all over again.\You want to do it again?!\Right now...\Right now!?\Well, we certainly are alone.\But I still can't accept that!\Okay! response:	At any rate, why...
context: Like I said, I wish I had a chance to do this all over again.\You want to do it again?!\Right now...\Right now!?\Well, we certainly are alone.\But I still can't accept that!\Okay!\At any rate, why... response:	Hurry up!
context: You want to do it again?!\Right now...\Right now!?\Well, we certainly are alone.\But I still can't accept that!\Okay!\At any rate, why...\Hurry up! response:	Eh?
context: Right now...\Right now!?\Well, we certainly are alone.\But I still can't accept that!\Okay!\At any rate, why...\Hurry up!\Eh? response:	If you're going to do it, then do it fast!
context: Right now!?\Well, we certainly are alone.\But I still can't accept that!\Okay!\At any rate, why...\Hurry up!\Eh?\If you're going to do it, then do it fast! response:	Do what?
context: Well, we certainly are alone.\But I still can't accept that!\Okay!\At any rate, why...\Hurry up!\Eh?\If you're going to do it, then do it fast!\Do what? response:	I never thought you were such an uncooperative person!
context: But I still can't accept that!\Okay!\At any rate, why...\Hurry up!\Eh?\If you're going to do it, then do it fast!\Do what?\I never thought you were such an uncooperative person! response:	What are you going on about?
context: Okay!\At any rate, why...\Hurry up!\Eh?\If you're going to do it, then do it fast!\Do what?\I never thought you were such an uncooperative person!\What are you going on about? response:	Like you said, a kiss.
context: At any rate, why...\Hurry up!\Eh?\If you're going to do it, then do it fast!\Do what?\I never thought you were such an uncooperative person!\What are you going on about?\Like you said, a kiss. response:	You said you wanted to do it.
context: Hurry up!\Eh?\If you're going to do it, then do it fast!\Do what?\I never thought you were such an uncooperative person!\What are you going on about?\Like you said, a kiss.\You said you wanted to do it. response:	Eh...what?
context: Eh?\If you're going to do it, then do it fast!\Do what?\I never thought you were such an uncooperative person!\What are you going on about?\Like you said, a kiss.\You said you wanted to do it.\Eh...what? response:	Here I go!
context: If you're going to do it, then do it fast!\Do what?\I never thought you were such an uncooperative person!\What are you going on about?\Like you said, a kiss.\You said you wanted to do it.\Eh...what?\Here I go! response:	What are you doing?
context: Do what?\I never thought you were such an uncooperative person!\What are you going on about?\Like you said, a kiss.\You said you wanted to do it.\Eh...what?\Here I go!\What are you doing? response:	Ojou-sama...
context: I never thought you were such an uncooperative person!\What are you going on about?\Like you said, a kiss.\You said you wanted to do it.\Eh...what?\Here I go!\What are you doing?\Ojou-sama... response:	This is not what you think.
context: What are you going on about?\Like you said, a kiss.\You said you wanted to do it.\Eh...what?\Here I go!\What are you doing?\Ojou-sama...\This is not what you think. response:	I don't mind what you do,
context: Like you said, a kiss.\You said you wanted to do it.\Eh...what?\Here I go!\What are you doing?\Ojou-sama...\This is not what you think.\I don't mind what you do, response:	but please be careful.
context: You said you wanted to do it.\Eh...what?\Here I go!\What are you doing?\Ojou-sama...\This is not what you think.\I don't mind what you do,\but please be careful. response:	In this place you are a male, so...
context: Eh...what?\Here I go!\What are you doing?\Ojou-sama...\This is not what you think.\I don't mind what you do,\but please be careful.\In this place you are a male, so... response:	My deepest apologies!
context: Here I go!\What are you doing?\Ojou-sama...\This is not what you think.\I don't mind what you do,\but please be careful.\In this place you are a male, so...\My deepest apologies! response:	Morning, Jirou-kun!
context: What are you doing?\Ojou-sama...\This is not what you think.\I don't mind what you do,\but please be careful.\In this place you are a male, so...\My deepest apologies!\Morning, Jirou-kun! response:	I feel like it has been a while since we have spoken like this.
context: Ojou-sama...\This is not what you think.\I don't mind what you do,\but please be careful.\In this place you are a male, so...\My deepest apologies!\Morning, Jirou-kun!\I feel like it has been a while since we have spoken like this. response:	I'm going to go back to class ahead of you guys.
context: This is not what you think.\I don't mind what you do,\but please be careful.\In this place you are a male, so...\My deepest apologies!\Morning, Jirou-kun!\I feel like it has been a while since we have spoken like this.\I'm going to go back to class ahead of you guys. response:	No, I won't let you escape.
context: I don't mind what you do,\but please be careful.\In this place you are a male, so...\My deepest apologies!\Morning, Jirou-kun!\I feel like it has been a while since we have spoken like this.\I'm going to go back to class ahead of you guys.\No, I won't let you escape. response:	Bitch, you know I'm gynophobic!
context: but please be careful.\In this place you are a male, so...\My deepest apologies!\Morning, Jirou-kun!\I feel like it has been a while since we have spoken like this.\I'm going to go back to class ahead of you guys.\No, I won't let you escape.\Bitch, you know I'm gynophobic! response:	And this is part of your therapy.
context: In this place you are a male, so...\My deepest apologies!\Morning, Jirou-kun!\I feel like it has been a while since we have spoken like this.\I'm going to go back to class ahead of you guys.\No, I won't let you escape.\Bitch, you know I'm gynophobic!\And this is part of your therapy. response:	You came all this way to do that?
context: My deepest apologies!\Morning, Jirou-kun!\I feel like it has been a while since we have spoken like this.\I'm going to go back to class ahead of you guys.\No, I won't let you escape.\Bitch, you know I'm gynophobic!\And this is part of your therapy.\You came all this way to do that? response:	No.
context: Morning, Jirou-kun!\I feel like it has been a while since we have spoken like this.\I'm going to go back to class ahead of you guys.\No, I won't let you escape.\Bitch, you know I'm gynophobic!\And this is part of your therapy.\You came all this way to do that?\No. response:	Our class finally decided on what to do...
context: I feel like it has been a while since we have spoken like this.\I'm going to go back to class ahead of you guys.\No, I won't let you escape.\Bitch, you know I'm gynophobic!\And this is part of your therapy.\You came all this way to do that?\No.\Our class finally decided on what to do... response:	So I came to tell you!
context: I'm going to go back to class ahead of you guys.\No, I won't let you escape.\Bitch, you know I'm gynophobic!\And this is part of your therapy.\You came all this way to do that?\No.\Our class finally decided on what to do...\So I came to tell you! response:	What is it?
context: No, I won't let you escape.\Bitch, you know I'm gynophobic!\And this is part of your therapy.\You came all this way to do that?\No.\Our class finally decided on what to do...\So I came to tell you!\What is it? response:	A Crossplay Cafe!
context: Bitch, you know I'm gynophobic!\And this is part of your therapy.\You came all this way to do that?\No.\Our class finally decided on what to do...\So I came to tell you!\What is it?\A Crossplay Cafe! response:	A Crossplay Cafe?
context: And this is part of your therapy.\You came all this way to do that?\No.\Our class finally decided on what to do...\So I came to tell you!\What is it?\A Crossplay Cafe!\A Crossplay Cafe? response:	Everyone wants to see Subaru cross-dress.
context: You came all this way to do that?\No.\Our class finally decided on what to do...\So I came to tell you!\What is it?\A Crossplay Cafe!\A Crossplay Cafe?\Everyone wants to see Subaru cross-dress. response:	You like to dress up cute,
context: No.\Our class finally decided on what to do...\So I came to tell you!\What is it?\A Crossplay Cafe!\A Crossplay Cafe?\Everyone wants to see Subaru cross-dress.\You like to dress up cute, response:	don't you?
context: Our class finally decided on what to do...\So I came to tell you!\What is it?\A Crossplay Cafe!\A Crossplay Cafe?\Everyone wants to see Subaru cross-dress.\You like to dress up cute,\don't you? response:	Now then...
context: So I came to tell you!\What is it?\A Crossplay Cafe!\A Crossplay Cafe?\Everyone wants to see Subaru cross-dress.\You like to dress up cute,\don't you?\Now then... response:	You dropped something.
context: What is it?\A Crossplay Cafe!\A Crossplay Cafe?\Everyone wants to see Subaru cross-dress.\You like to dress up cute,\don't you?\Now then...\You dropped something. response:	That was inside my shoe locker.
context: A Crossplay Cafe!\A Crossplay Cafe?\Everyone wants to see Subaru cross-dress.\You like to dress up cute,\don't you?\Now then...\You dropped something.\That was inside my shoe locker. response:	You received a love letter in this day and age?
context: A Crossplay Cafe?\Everyone wants to see Subaru cross-dress.\You like to dress up cute,\don't you?\Now then...\You dropped something.\That was inside my shoe locker.\You received a love letter in this day and age? response:	What do you think?
context: Everyone wants to see Subaru cross-dress.\You like to dress up cute,\don't you?\Now then...\You dropped something.\That was inside my shoe locker.\You received a love letter in this day and age?\What do you think? response:	Of what?
context: You like to dress up cute,\don't you?\Now then...\You dropped something.\That was inside my shoe locker.\You received a love letter in this day and age?\What do you think?\Of what? response:	What would you think if I were to accept the confession?
context: don't you?\Now then...\You dropped something.\That was inside my shoe locker.\You received a love letter in this day and age?\What do you think?\Of what?\What would you think if I were to accept the confession? response:	Well, I don't think there's a problem if you go out with him.
context: Now then...\You dropped something.\That was inside my shoe locker.\You received a love letter in this day and age?\What do you think?\Of what?\What would you think if I were to accept the confession?\Well, I don't think there's a problem if you go out with him. response:	I see.
context: You dropped something.\That was inside my shoe locker.\You received a love letter in this day and age?\What do you think?\Of what?\What would you think if I were to accept the confession?\Well, I don't think there's a problem if you go out with him.\I see. response:	Say Subaru, what would you do?
context: That was inside my shoe locker.\You received a love letter in this day and age?\What do you think?\Of what?\What would you think if I were to accept the confession?\Well, I don't think there's a problem if you go out with him.\I see.\Say Subaru, what would you do? response:	If I were forcibly kissed by the sender of this love letter?
context: You received a love letter in this day and age?\What do you think?\Of what?\What would you think if I were to accept the confession?\Well, I don't think there's a problem if you go out with him.\I see.\Say Subaru, what would you do?\If I were forcibly kissed by the sender of this love letter? response:	I would kill him.
context: What do you think?\Of what?\What would you think if I were to accept the confession?\Well, I don't think there's a problem if you go out with him.\I see.\Say Subaru, what would you do?\If I were forcibly kissed by the sender of this love letter?\I would kill him. response:	I would never forgive anyone who would do that to Ojou-sama.
context: Of what?\What would you think if I were to accept the confession?\Well, I don't think there's a problem if you go out with him.\I see.\Say Subaru, what would you do?\If I were forcibly kissed by the sender of this love letter?\I would kill him.\I would never forgive anyone who would do that to Ojou-sama. response:	Thank you, Subaru-kun!
context: What would you think if I were to accept the confession?\Well, I don't think there's a problem if you go out with him.\I see.\Say Subaru, what would you do?\If I were forcibly kissed by the sender of this love letter?\I would kill him.\I would never forgive anyone who would do that to Ojou-sama.\Thank you, Subaru-kun! response:	I can count on you!
context: Well, I don't think there's a problem if you go out with him.\I see.\Say Subaru, what would you do?\If I were forcibly kissed by the sender of this love letter?\I would kill him.\I would never forgive anyone who would do that to Ojou-sama.\Thank you, Subaru-kun!\I can count on you! response:	Are you all right, Jirou-kun?
context: I see.\Say Subaru, what would you do?\If I were forcibly kissed by the sender of this love letter?\I would kill him.\I would never forgive anyone who would do that to Ojou-sama.\Thank you, Subaru-kun!\I can count on you!\Are you all right, Jirou-kun? response:	You look a bit pale!
context: Say Subaru, what would you do?\If I were forcibly kissed by the sender of this love letter?\I would kill him.\I would never forgive anyone who would do that to Ojou-sama.\Thank you, Subaru-kun!\I can count on you!\Are you all right, Jirou-kun?\You look a bit pale! response:	Do you want to take some aspirin?
context: If I were forcibly kissed by the sender of this love letter?\I would kill him.\I would never forgive anyone who would do that to Ojou-sama.\Thank you, Subaru-kun!\I can count on you!\Are you all right, Jirou-kun?\You look a bit pale!\Do you want to take some aspirin? response:	I'll even give it to you mouth-to-mouth
context: I would kill him.\I would never forgive anyone who would do that to Ojou-sama.\Thank you, Subaru-kun!\I can count on you!\Are you all right, Jirou-kun?\You look a bit pale!\Do you want to take some aspirin?\I'll even give it to you mouth-to-mouth response:	Well then, I will see you later, Jirou-kun.
context: I would never forgive anyone who would do that to Ojou-sama.\Thank you, Subaru-kun!\I can count on you!\Are you all right, Jirou-kun?\You look a bit pale!\Do you want to take some aspirin?\I'll even give it to you mouth-to-mouth\Well then, I will see you later, Jirou-kun. response:	After I have declined the confession, I will return to the classroom.
context: Thank you, Subaru-kun!\I can count on you!\Are you all right, Jirou-kun?\You look a bit pale!\Do you want to take some aspirin?\I'll even give it to you mouth-to-mouth\Well then, I will see you later, Jirou-kun.\After I have declined the confession, I will return to the classroom. response:	Well then, take care.
context: I can count on you!\Are you all right, Jirou-kun?\You look a bit pale!\Do you want to take some aspirin?\I'll even give it to you mouth-to-mouth\Well then, I will see you later, Jirou-kun.\After I have declined the confession, I will return to the classroom.\Well then, take care. response:	This all happened because of her!
context: Are you all right, Jirou-kun?\You look a bit pale!\Do you want to take some aspirin?\I'll even give it to you mouth-to-mouth\Well then, I will see you later, Jirou-kun.\After I have declined the confession, I will return to the classroom.\Well then, take care.\This all happened because of her! response:	Damn you, you ill-mannered rabbit!
context: You look a bit pale!\Do you want to take some aspirin?\I'll even give it to you mouth-to-mouth\Well then, I will see you later, Jirou-kun.\After I have declined the confession, I will return to the classroom.\Well then, take care.\This all happened because of her!\Damn you, you ill-mannered rabbit! response:	Who is ill-mannered?
context: Do you want to take some aspirin?\I'll even give it to you mouth-to-mouth\Well then, I will see you later, Jirou-kun.\After I have declined the confession, I will return to the classroom.\Well then, take care.\This all happened because of her!\Damn you, you ill-mannered rabbit!\Who is ill-mannered? response:	You!
context: I'll even give it to you mouth-to-mouth\Well then, I will see you later, Jirou-kun.\After I have declined the confession, I will return to the classroom.\Well then, take care.\This all happened because of her!\Damn you, you ill-mannered rabbit!\Who is ill-mannered?\You! response:	I have important things to talk to you about!
context: Well then, I will see you later, Jirou-kun.\After I have declined the confession, I will return to the classroom.\Well then, take care.\This all happened because of her!\Damn you, you ill-mannered rabbit!\Who is ill-mannered?\You!\I have important things to talk to you about! response:	Dododko dodosko, mayiichuunyuu!
context: After I have declined the confession, I will return to the classroom.\Well then, take care.\This all happened because of her!\Damn you, you ill-mannered rabbit!\Who is ill-mannered?\You!\I have important things to talk to you about!\Dododko dodosko, mayiichuunyuu! response:	Do these knee-highs and this slender upper body belong to Konoe? What?! It's me?!
context: Well then, take care.\This all happened because of her!\Damn you, you ill-mannered rabbit!\Who is ill-mannered?\You!\I have important things to talk to you about!\Dododko dodosko, mayiichuunyuu!\Do these knee-highs and this slender upper body belong to Konoe? What?! It's me?! response:	Go out with me.
context: This all happened because of her!\Damn you, you ill-mannered rabbit!\Who is ill-mannered?\You!\I have important things to talk to you about!\Dododko dodosko, mayiichuunyuu!\Do these knee-highs and this slender upper body belong to Konoe? What?! It's me?!\Go out with me. response:	What?
context: Damn you, you ill-mannered rabbit!\Who is ill-mannered?\You!\I have important things to talk to you about!\Dododko dodosko, mayiichuunyuu!\Do these knee-highs and this slender upper body belong to Konoe? What?! It's me?!\Go out with me.\What? response:	Not, What? I'm telling you to go out with me.
context: Who is ill-mannered?\You!\I have important things to talk to you about!\Dododko dodosko, mayiichuunyuu!\Do these knee-highs and this slender upper body belong to Konoe? What?! It's me?!\Go out with me.\What?\Not, What? I'm telling you to go out with me. response:	To be more precise, I want you to pretend to be my boyfriend.
context: You!\I have important things to talk to you about!\Dododko dodosko, mayiichuunyuu!\Do these knee-highs and this slender upper body belong to Konoe? What?! It's me?!\Go out with me.\What?\Not, What? I'm telling you to go out with me.\To be more precise, I want you to pretend to be my boyfriend. response:	At least until the end of the school festival.
context: I have important things to talk to you about!\Dododko dodosko, mayiichuunyuu!\Do these knee-highs and this slender upper body belong to Konoe? What?! It's me?!\Go out with me.\What?\Not, What? I'm telling you to go out with me.\To be more precise, I want you to pretend to be my boyfriend.\At least until the end of the school festival. response:	Let me tell you right now; you do not have any right to refuse.
context: Dododko dodosko, mayiichuunyuu!\Do these knee-highs and this slender upper body belong to Konoe? What?! It's me?!\Go out with me.\What?\Not, What? I'm telling you to go out with me.\To be more precise, I want you to pretend to be my boyfriend.\At least until the end of the school festival.\Let me tell you right now; you do not have any right to refuse. response:	What's your problem?
context: Do these knee-highs and this slender upper body belong to Konoe? What?! It's me?!\Go out with me.\What?\Not, What? I'm telling you to go out with me.\To be more precise, I want you to pretend to be my boyfriend.\At least until the end of the school festival.\Let me tell you right now; you do not have any right to refuse.\What's your problem? response:	Is there something you have a problem with?
context: Go out with me.\What?\Not, What? I'm telling you to go out with me.\To be more precise, I want you to pretend to be my boyfriend.\At least until the end of the school festival.\Let me tell you right now; you do not have any right to refuse.\What's your problem?\Is there something you have a problem with? response:	Of course I do.
context: What?\Not, What? I'm telling you to go out with me.\To be more precise, I want you to pretend to be my boyfriend.\At least until the end of the school festival.\Let me tell you right now; you do not have any right to refuse.\What's your problem?\Is there something you have a problem with?\Of course I do. response:	You called me out here just to mess with me.
context: Not, What? I'm telling you to go out with me.\To be more precise, I want you to pretend to be my boyfriend.\At least until the end of the school festival.\Let me tell you right now; you do not have any right to refuse.\What's your problem?\Is there something you have a problem with?\Of course I do.\You called me out here just to mess with me. response:	It's obvious that I called you here for a serious conversation.
context: To be more precise, I want you to pretend to be my boyfriend.\At least until the end of the school festival.\Let me tell you right now; you do not have any right to refuse.\What's your problem?\Is there something you have a problem with?\Of course I do.\You called me out here just to mess with me.\It's obvious that I called you here for a serious conversation. response:	This is my favorite spot.
context: At least until the end of the school festival.\Let me tell you right now; you do not have any right to refuse.\What's your problem?\Is there something you have a problem with?\Of course I do.\You called me out here just to mess with me.\It's obvious that I called you here for a serious conversation.\This is my favorite spot. response:	This is where I can be alone.
context: Let me tell you right now; you do not have any right to refuse.\What's your problem?\Is there something you have a problem with?\Of course I do.\You called me out here just to mess with me.\It's obvious that I called you here for a serious conversation.\This is my favorite spot.\This is where I can be alone. response:	And...
context: What's your problem?\Is there something you have a problem with?\Of course I do.\You called me out here just to mess with me.\It's obvious that I called you here for a serious conversation.\This is my favorite spot.\This is where I can be alone.\And... response:	This is where I saw Subaru-sama for the first time.
context: Is there something you have a problem with?\Of course I do.\You called me out here just to mess with me.\It's obvious that I called you here for a serious conversation.\This is my favorite spot.\This is where I can be alone.\And...\This is where I saw Subaru-sama for the first time. response:	To be honest, it was love at first sight.
context: Of course I do.\You called me out here just to mess with me.\It's obvious that I called you here for a serious conversation.\This is my favorite spot.\This is where I can be alone.\And...\This is where I saw Subaru-sama for the first time.\To be honest, it was love at first sight. response:	Eh?
context: You called me out here just to mess with me.\It's obvious that I called you here for a serious conversation.\This is my favorite spot.\This is where I can be alone.\And...\This is where I saw Subaru-sama for the first time.\To be honest, it was love at first sight.\Eh? response:	Do you know what S4 is?
context: It's obvious that I called you here for a serious conversation.\This is my favorite spot.\This is where I can be alone.\And...\This is where I saw Subaru-sama for the first time.\To be honest, it was love at first sight.\Eh?\Do you know what S4 is? response:	It's Konoe's biggest fan club in the school right?
context: This is my favorite spot.\This is where I can be alone.\And...\This is where I saw Subaru-sama for the first time.\To be honest, it was love at first sight.\Eh?\Do you know what S4 is?\It's Konoe's biggest fan club in the school right? response:	S4...
context: This is where I can be alone.\And...\This is where I saw Subaru-sama for the first time.\To be honest, it was love at first sight.\Eh?\Do you know what S4 is?\It's Konoe's biggest fan club in the school right?\S4... response:	Shooting Star Subaru-Sama.
context: And...\This is where I saw Subaru-sama for the first time.\To be honest, it was love at first sight.\Eh?\Do you know what S4 is?\It's Konoe's biggest fan club in the school right?\S4...\Shooting Star Subaru-Sama. response:	I'm a member of that group.
context: This is where I saw Subaru-sama for the first time.\To be honest, it was love at first sight.\Eh?\Do you know what S4 is?\It's Konoe's biggest fan club in the school right?\S4...\Shooting Star Subaru-Sama.\I'm a member of that group. response:	So that's why she was acting that way earlier.
context: To be honest, it was love at first sight.\Eh?\Do you know what S4 is?\It's Konoe's biggest fan club in the school right?\S4...\Shooting Star Subaru-Sama.\I'm a member of that group.\So that's why she was acting that way earlier. response:	During this year's school festival, there's a secret S4 event.
context: Eh?\Do you know what S4 is?\It's Konoe's biggest fan club in the school right?\S4...\Shooting Star Subaru-Sama.\I'm a member of that group.\So that's why she was acting that way earlier.\During this year's school festival, there's a secret S4 event. response:	What do you mean by a secret event?
context: Do you know what S4 is?\It's Konoe's biggest fan club in the school right?\S4...\Shooting Star Subaru-Sama.\I'm a member of that group.\So that's why she was acting that way earlier.\During this year's school festival, there's a secret S4 event.\What do you mean by a secret event? response:	A war.
context: It's Konoe's biggest fan club in the school right?\S4...\Shooting Star Subaru-Sama.\I'm a member of that group.\So that's why she was acting that way earlier.\During this year's school festival, there's a secret S4 event.\What do you mean by a secret event?\A war. response:	We, the S4 and the Watching Over Subaru-Sama club are going to have an all-out war.
context: S4...\Shooting Star Subaru-Sama.\I'm a member of that group.\So that's why she was acting that way earlier.\During this year's school festival, there's a secret S4 event.\What do you mean by a secret event?\A war.\We, the S4 and the Watching Over Subaru-Sama club are going to have an all-out war. response:	What does that have to do with me going out with you?
context: Shooting Star Subaru-Sama.\I'm a member of that group.\So that's why she was acting that way earlier.\During this year's school festival, there's a secret S4 event.\What do you mean by a secret event?\A war.\We, the S4 and the Watching Over Subaru-Sama club are going to have an all-out war.\What does that have to do with me going out with you? response:	If you, who is believed to be dating Subaru-sama, are now going out with a girl...
context: I'm a member of that group.\So that's why she was acting that way earlier.\During this year's school festival, there's a secret S4 event.\What do you mean by a secret event?\A war.\We, the S4 and the Watching Over Subaru-Sama club are going to have an all-out war.\What does that have to do with me going out with you?\If you, who is believed to be dating Subaru-sama, are now going out with a girl... response:	It'll shake up the other group that wants a Boys-Love relationship.
context: So that's why she was acting that way earlier.\During this year's school festival, there's a secret S4 event.\What do you mean by a secret event?\A war.\We, the S4 and the Watching Over Subaru-Sama club are going to have an all-out war.\What does that have to do with me going out with you?\If you, who is believed to be dating Subaru-sama, are now going out with a girl...\It'll shake up the other group that wants a Boys-Love relationship. response:	So you do understand.
context: During this year's school festival, there's a secret S4 event.\What do you mean by a secret event?\A war.\We, the S4 and the Watching Over Subaru-Sama club are going to have an all-out war.\What does that have to do with me going out with you?\If you, who is believed to be dating Subaru-sama, are now going out with a girl...\It'll shake up the other group that wants a Boys-Love relationship.\So you do understand. response:	But I don't get why I have to take part in this.
context: What do you mean by a secret event?\A war.\We, the S4 and the Watching Over Subaru-Sama club are going to have an all-out war.\What does that have to do with me going out with you?\If you, who is believed to be dating Subaru-sama, are now going out with a girl...\It'll shake up the other group that wants a Boys-Love relationship.\So you do understand.\But I don't get why I have to take part in this. response:	Of course, I won't ask you to do this for free.
context: A war.\We, the S4 and the Watching Over Subaru-Sama club are going to have an all-out war.\What does that have to do with me going out with you?\If you, who is believed to be dating Subaru-sama, are now going out with a girl...\It'll shake up the other group that wants a Boys-Love relationship.\So you do understand.\But I don't get why I have to take part in this.\Of course, I won't ask you to do this for free. response:	When we win, I'll vouch for you and tell them not to touch you ever again.
context: We, the S4 and the Watching Over Subaru-Sama club are going to have an all-out war.\What does that have to do with me going out with you?\If you, who is believed to be dating Subaru-sama, are now going out with a girl...\It'll shake up the other group that wants a Boys-Love relationship.\So you do understand.\But I don't get why I have to take part in this.\Of course, I won't ask you to do this for free.\When we win, I'll vouch for you and tell them not to touch you ever again. response:	What? You don't want that?
context: What does that have to do with me going out with you?\If you, who is believed to be dating Subaru-sama, are now going out with a girl...\It'll shake up the other group that wants a Boys-Love relationship.\So you do understand.\But I don't get why I have to take part in this.\Of course, I won't ask you to do this for free.\When we win, I'll vouch for you and tell them not to touch you ever again.\What? You don't want that? response:	Are you dissatisfied with my looks?
context: If you, who is believed to be dating Subaru-sama, are now going out with a girl...\It'll shake up the other group that wants a Boys-Love relationship.\So you do understand.\But I don't get why I have to take part in this.\Of course, I won't ask you to do this for free.\When we win, I'll vouch for you and tell them not to touch you ever again.\What? You don't want that?\Are you dissatisfied with my looks? response:	No, you're really cute, but...
context: It'll shake up the other group that wants a Boys-Love relationship.\So you do understand.\But I don't get why I have to take part in this.\Of course, I won't ask you to do this for free.\When we win, I'll vouch for you and tell them not to touch you ever again.\What? You don't want that?\Are you dissatisfied with my looks?\No, you're really cute, but... response:	R-really?
context: So you do understand.\But I don't get why I have to take part in this.\Of course, I won't ask you to do this for free.\When we win, I'll vouch for you and tell them not to touch you ever again.\What? You don't want that?\Are you dissatisfied with my looks?\No, you're really cute, but...\R-really? response:	T-then it should be fine, shouldn't it?
context: But I don't get why I have to take part in this.\Of course, I won't ask you to do this for free.\When we win, I'll vouch for you and tell them not to touch you ever again.\What? You don't want that?\Are you dissatisfied with my looks?\No, you're really cute, but...\R-really?\T-then it should be fine, shouldn't it? response:	Well, it'd still be a problem for me.
context: Of course, I won't ask you to do this for free.\When we win, I'll vouch for you and tell them not to touch you ever again.\What? You don't want that?\Are you dissatisfied with my looks?\No, you're really cute, but...\R-really?\T-then it should be fine, shouldn't it?\Well, it'd still be a problem for me. response:	Sakamachi Kinjirou!
context: When we win, I'll vouch for you and tell them not to touch you ever again.\What? You don't want that?\Are you dissatisfied with my looks?\No, you're really cute, but...\R-really?\T-then it should be fine, shouldn't it?\Well, it'd still be a problem for me.\Sakamachi Kinjirou! response:	Sakama Chicken Jirou!
context: What? You don't want that?\Are you dissatisfied with my looks?\No, you're really cute, but...\R-really?\T-then it should be fine, shouldn't it?\Well, it'd still be a problem for me.\Sakamachi Kinjirou!\Sakama Chicken Jirou! response:	Don't call me by my full name!
