context: You're here to look for that clock part, too?! response:	I believe this is our first time meeting. Shall I introduce myself?
context: Never!\Lu-nyan!\We promised to rendezvous with the other members of the guild here.\Lu-nyan, come on!\Oh, well. Guess there's nothin' to do but wait.\Don't just wait there, help me!\Huh? What happened to the other Legionnaire?\You mean Coco! Maybe she got hurt again somewhere... response:	More likely she escaped.
context: Lu-nyan!\We promised to rendezvous with the other members of the guild here.\Lu-nyan, come on!\Oh, well. Guess there's nothin' to do but wait.\Don't just wait there, help me!\Huh? What happened to the other Legionnaire?\You mean Coco! Maybe she got hurt again somewhere...\More likely she escaped. response:	There's no need to worry about her. She's the enemy.
context: We promised to rendezvous with the other members of the guild here.\Lu-nyan, come on!\Oh, well. Guess there's nothin' to do but wait.\Don't just wait there, help me!\Huh? What happened to the other Legionnaire?\You mean Coco! Maybe she got hurt again somewhere...\More likely she escaped.\There's no need to worry about her. She's the enemy. response:	But I think that girl is kind and sincere at heart.
context: Lu-nyan, come on!\Oh, well. Guess there's nothin' to do but wait.\Don't just wait there, help me!\Huh? What happened to the other Legionnaire?\You mean Coco! Maybe she got hurt again somewhere...\More likely she escaped.\There's no need to worry about her. She's the enemy.\But I think that girl is kind and sincere at heart. response:	That's the same as me!
context: Oh, well. Guess there's nothin' to do but wait.\Don't just wait there, help me!\Huh? What happened to the other Legionnaire?\You mean Coco! Maybe she got hurt again somewhere...\More likely she escaped.\There's no need to worry about her. She's the enemy.\But I think that girl is kind and sincere at heart.\That's the same as me! response:	Stay away from me!
context: Don't just wait there, help me!\Huh? What happened to the other Legionnaire?\You mean Coco! Maybe she got hurt again somewhere...\More likely she escaped.\There's no need to worry about her. She's the enemy.\But I think that girl is kind and sincere at heart.\That's the same as me!\Stay away from me! response:	Wait for me!
context: Huh? What happened to the other Legionnaire?\You mean Coco! Maybe she got hurt again somewhere...\More likely she escaped.\There's no need to worry about her. She's the enemy.\But I think that girl is kind and sincere at heart.\That's the same as me!\Stay away from me!\Wait for me! response:	If possible, I don't want to hurt her...
context: You mean Coco! Maybe she got hurt again somewhere...\More likely she escaped.\There's no need to worry about her. She's the enemy.\But I think that girl is kind and sincere at heart.\That's the same as me!\Stay away from me!\Wait for me!\If possible, I don't want to hurt her... response:	Get away!
context: More likely she escaped.\There's no need to worry about her. She's the enemy.\But I think that girl is kind and sincere at heart.\That's the same as me!\Stay away from me!\Wait for me!\If possible, I don't want to hurt her...\Get away! response:	Let's get married!
context: There's no need to worry about her. She's the enemy.\But I think that girl is kind and sincere at heart.\That's the same as me!\Stay away from me!\Wait for me!\If possible, I don't want to hurt her...\Get away!\Let's get married! response:	What are you saying, Coco?!
context: But I think that girl is kind and sincere at heart.\That's the same as me!\Stay away from me!\Wait for me!\If possible, I don't want to hurt her...\Get away!\Let's get married!\What are you saying, Coco?! response:	You're a Legionnaire, so you've got to carry out your mission!
context: That's the same as me!\Stay away from me!\Wait for me!\If possible, I don't want to hurt her...\Get away!\Let's get married!\What are you saying, Coco?!\You're a Legionnaire, so you've got to carry out your mission! response:	If you wanna fight, just bring it on, Sammy!
context: Stay away from me!\Wait for me!\If possible, I don't want to hurt her...\Get away!\Let's get married!\What are you saying, Coco?!\You're a Legionnaire, so you've got to carry out your mission!\If you wanna fight, just bring it on, Sammy! response:	Don't take it upon yourself to abbreviate my name. It's Samuel.
context: Wait for me!\If possible, I don't want to hurt her...\Get away!\Let's get married!\What are you saying, Coco?!\You're a Legionnaire, so you've got to carry out your mission!\If you wanna fight, just bring it on, Sammy!\Don't take it upon yourself to abbreviate my name. It's Samuel. response:	I'll take care of him.
context: If possible, I don't want to hurt her...\Get away!\Let's get married!\What are you saying, Coco?!\You're a Legionnaire, so you've got to carry out your mission!\If you wanna fight, just bring it on, Sammy!\Don't take it upon yourself to abbreviate my name. It's Samuel.\I'll take care of him. response:	The rest of you find that clock part as soon as possible.
context: Get away!\Let's get married!\What are you saying, Coco?!\You're a Legionnaire, so you've got to carry out your mission!\If you wanna fight, just bring it on, Sammy!\Don't take it upon yourself to abbreviate my name. It's Samuel.\I'll take care of him.\The rest of you find that clock part as soon as possible. response:	Panther Lily...
context: Let's get married!\What are you saying, Coco?!\You're a Legionnaire, so you've got to carry out your mission!\If you wanna fight, just bring it on, Sammy!\Don't take it upon yourself to abbreviate my name. It's Samuel.\I'll take care of him.\The rest of you find that clock part as soon as possible.\Panther Lily... response:	You're an Exceed, older than me.
context: What are you saying, Coco?!\You're a Legionnaire, so you've got to carry out your mission!\If you wanna fight, just bring it on, Sammy!\Don't take it upon yourself to abbreviate my name. It's Samuel.\I'll take care of him.\The rest of you find that clock part as soon as possible.\Panther Lily...\You're an Exceed, older than me. response:	I suppose you're like a big brother figure to me.
context: You're a Legionnaire, so you've got to carry out your mission!\If you wanna fight, just bring it on, Sammy!\Don't take it upon yourself to abbreviate my name. It's Samuel.\I'll take care of him.\The rest of you find that clock part as soon as possible.\Panther Lily...\You're an Exceed, older than me.\I suppose you're like a big brother figure to me. response:	You got no reason to call me your big brother!
context: If you wanna fight, just bring it on, Sammy!\Don't take it upon yourself to abbreviate my name. It's Samuel.\I'll take care of him.\The rest of you find that clock part as soon as possible.\Panther Lily...\You're an Exceed, older than me.\I suppose you're like a big brother figure to me.\You got no reason to call me your big brother! response:	Don't be so cold.
context: Don't take it upon yourself to abbreviate my name. It's Samuel.\I'll take care of him.\The rest of you find that clock part as soon as possible.\Panther Lily...\You're an Exceed, older than me.\I suppose you're like a big brother figure to me.\You got no reason to call me your big brother!\Don't be so cold. response:	As fellow Exceeds, we should be friends, don't you think... Nii-san?
context: I'll take care of him.\The rest of you find that clock part as soon as possible.\Panther Lily...\You're an Exceed, older than me.\I suppose you're like a big brother figure to me.\You got no reason to call me your big brother!\Don't be so cold.\As fellow Exceeds, we should be friends, don't you think... Nii-san? response:	You tryin' to bug me, Sammy?!
context: The rest of you find that clock part as soon as possible.\Panther Lily...\You're an Exceed, older than me.\I suppose you're like a big brother figure to me.\You got no reason to call me your big brother!\Don't be so cold.\As fellow Exceeds, we should be friends, don't you think... Nii-san?\You tryin' to bug me, Sammy?! response:	Gajeel, Lily's right! Let's hurry and dig up that part!
context: Panther Lily...\You're an Exceed, older than me.\I suppose you're like a big brother figure to me.\You got no reason to call me your big brother!\Don't be so cold.\As fellow Exceeds, we should be friends, don't you think... Nii-san?\You tryin' to bug me, Sammy?!\Gajeel, Lily's right! Let's hurry and dig up that part! response:	Yeah, alright... but you better not lose!
context: You're an Exceed, older than me.\I suppose you're like a big brother figure to me.\You got no reason to call me your big brother!\Don't be so cold.\As fellow Exceeds, we should be friends, don't you think... Nii-san?\You tryin' to bug me, Sammy?!\Gajeel, Lily's right! Let's hurry and dig up that part!\Yeah, alright... but you better not lose! response:	I know about you. Even though you're an Exceed, you supported the humans
context: I suppose you're like a big brother figure to me.\You got no reason to call me your big brother!\Don't be so cold.\As fellow Exceeds, we should be friends, don't you think... Nii-san?\You tryin' to bug me, Sammy?!\Gajeel, Lily's right! Let's hurry and dig up that part!\Yeah, alright... but you better not lose!\I know about you. Even though you're an Exceed, you supported the humans response:	and went through hell because of it.
context: You got no reason to call me your big brother!\Don't be so cold.\As fellow Exceeds, we should be friends, don't you think... Nii-san?\You tryin' to bug me, Sammy?!\Gajeel, Lily's right! Let's hurry and dig up that part!\Yeah, alright... but you better not lose!\I know about you. Even though you're an Exceed, you supported the humans\and went through hell because of it. response:	It was based on faith.
context: Don't be so cold.\As fellow Exceeds, we should be friends, don't you think... Nii-san?\You tryin' to bug me, Sammy?!\Gajeel, Lily's right! Let's hurry and dig up that part!\Yeah, alright... but you better not lose!\I know about you. Even though you're an Exceed, you supported the humans\and went through hell because of it.\It was based on faith. response:	I don't think it was a mistake.
context: As fellow Exceeds, we should be friends, don't you think... Nii-san?\You tryin' to bug me, Sammy?!\Gajeel, Lily's right! Let's hurry and dig up that part!\Yeah, alright... but you better not lose!\I know about you. Even though you're an Exceed, you supported the humans\and went through hell because of it.\It was based on faith.\I don't think it was a mistake. response:	It seems you're not favored by nature. You should face things in a more clever manner.
context: You tryin' to bug me, Sammy?!\Gajeel, Lily's right! Let's hurry and dig up that part!\Yeah, alright... but you better not lose!\I know about you. Even though you're an Exceed, you supported the humans\and went through hell because of it.\It was based on faith.\I don't think it was a mistake.\It seems you're not favored by nature. You should face things in a more clever manner. response:	Like me...
context: Gajeel, Lily's right! Let's hurry and dig up that part!\Yeah, alright... but you better not lose!\I know about you. Even though you're an Exceed, you supported the humans\and went through hell because of it.\It was based on faith.\I don't think it was a mistake.\It seems you're not favored by nature. You should face things in a more clever manner.\Like me... response:	Unfortunately, I'm not made to reckon profits and losses, and then act accordingly.
context: Yeah, alright... but you better not lose!\I know about you. Even though you're an Exceed, you supported the humans\and went through hell because of it.\It was based on faith.\I don't think it was a mistake.\It seems you're not favored by nature. You should face things in a more clever manner.\Like me...\Unfortunately, I'm not made to reckon profits and losses, and then act accordingly. response:	I see. Nii-san, it appears that you and I...
context: I know about you. Even though you're an Exceed, you supported the humans\and went through hell because of it.\It was based on faith.\I don't think it was a mistake.\It seems you're not favored by nature. You should face things in a more clever manner.\Like me...\Unfortunately, I'm not made to reckon profits and losses, and then act accordingly.\I see. Nii-san, it appears that you and I... response:	Now you're talking...
context: and went through hell because of it.\It was based on faith.\I don't think it was a mistake.\It seems you're not favored by nature. You should face things in a more clever manner.\Like me...\Unfortunately, I'm not made to reckon profits and losses, and then act accordingly.\I see. Nii-san, it appears that you and I...\Now you're talking... response:	Here I come!
context: It was based on faith.\I don't think it was a mistake.\It seems you're not favored by nature. You should face things in a more clever manner.\Like me...\Unfortunately, I'm not made to reckon profits and losses, and then act accordingly.\I see. Nii-san, it appears that you and I...\Now you're talking...\Here I come! response:	Brains aren't my only strong point! But I'll show you what I mean!
context: I don't think it was a mistake.\It seems you're not favored by nature. You should face things in a more clever manner.\Like me...\Unfortunately, I'm not made to reckon profits and losses, and then act accordingly.\I see. Nii-san, it appears that you and I...\Now you're talking...\Here I come!\Brains aren't my only strong point! But I'll show you what I mean! response:	What is this?!
context: It seems you're not favored by nature. You should face things in a more clever manner.\Like me...\Unfortunately, I'm not made to reckon profits and losses, and then act accordingly.\I see. Nii-san, it appears that you and I...\Now you're talking...\Here I come!\Brains aren't my only strong point! But I'll show you what I mean!\What is this?! response:	Ruins with weird faces...
context: Like me...\Unfortunately, I'm not made to reckon profits and losses, and then act accordingly.\I see. Nii-san, it appears that you and I...\Now you're talking...\Here I come!\Brains aren't my only strong point! But I'll show you what I mean!\What is this?!\Ruins with weird faces... response:	Tryin' to get away?! Stay here an' face me fair and square!
context: Unfortunately, I'm not made to reckon profits and losses, and then act accordingly.\I see. Nii-san, it appears that you and I...\Now you're talking...\Here I come!\Brains aren't my only strong point! But I'll show you what I mean!\What is this?!\Ruins with weird faces...\Tryin' to get away?! Stay here an' face me fair and square! response:	Clashing with each other directly is what slow-witted beings so.
context: I see. Nii-san, it appears that you and I...\Now you're talking...\Here I come!\Brains aren't my only strong point! But I'll show you what I mean!\What is this?!\Ruins with weird faces...\Tryin' to get away?! Stay here an' face me fair and square!\Clashing with each other directly is what slow-witted beings so. response:	The clever ones think of strategy, the process, and results before fighting!
context: Now you're talking...\Here I come!\Brains aren't my only strong point! But I'll show you what I mean!\What is this?!\Ruins with weird faces...\Tryin' to get away?! Stay here an' face me fair and square!\Clashing with each other directly is what slow-witted beings so.\The clever ones think of strategy, the process, and results before fighting! response:	We Legionnaires have performed rigorous ascetic exercises that you couldn't even imagine, Nii-san,
context: Here I come!\Brains aren't my only strong point! But I'll show you what I mean!\What is this?!\Ruins with weird faces...\Tryin' to get away?! Stay here an' face me fair and square!\Clashing with each other directly is what slow-witted beings so.\The clever ones think of strategy, the process, and results before fighting!\We Legionnaires have performed rigorous ascetic exercises that you couldn't even imagine, Nii-san, response:	We're trained to deal with every type of situation!
context: Brains aren't my only strong point! But I'll show you what I mean!\What is this?!\Ruins with weird faces...\Tryin' to get away?! Stay here an' face me fair and square!\Clashing with each other directly is what slow-witted beings so.\The clever ones think of strategy, the process, and results before fighting!\We Legionnaires have performed rigorous ascetic exercises that you couldn't even imagine, Nii-san,\We're trained to deal with every type of situation! response:	What?!
context: What is this?!\Ruins with weird faces...\Tryin' to get away?! Stay here an' face me fair and square!\Clashing with each other directly is what slow-witted beings so.\The clever ones think of strategy, the process, and results before fighting!\We Legionnaires have performed rigorous ascetic exercises that you couldn't even imagine, Nii-san,\We're trained to deal with every type of situation!\What?! response:	This is all working out according to my calculations.
context: Ruins with weird faces...\Tryin' to get away?! Stay here an' face me fair and square!\Clashing with each other directly is what slow-witted beings so.\The clever ones think of strategy, the process, and results before fighting!\We Legionnaires have performed rigorous ascetic exercises that you couldn't even imagine, Nii-san,\We're trained to deal with every type of situation!\What?!\This is all working out according to my calculations. response:	I impress myself!
context: Tryin' to get away?! Stay here an' face me fair and square!\Clashing with each other directly is what slow-witted beings so.\The clever ones think of strategy, the process, and results before fighting!\We Legionnaires have performed rigorous ascetic exercises that you couldn't even imagine, Nii-san,\We're trained to deal with every type of situation!\What?!\This is all working out according to my calculations.\I impress myself! response:	According to my calculations, you've fallen somewhere around here.
context: Clashing with each other directly is what slow-witted beings so.\The clever ones think of strategy, the process, and results before fighting!\We Legionnaires have performed rigorous ascetic exercises that you couldn't even imagine, Nii-san,\We're trained to deal with every type of situation!\What?!\This is all working out according to my calculations.\I impress myself!\According to my calculations, you've fallen somewhere around here. response:	I'm right here, Sammy!
context: The clever ones think of strategy, the process, and results before fighting!\We Legionnaires have performed rigorous ascetic exercises that you couldn't even imagine, Nii-san,\We're trained to deal with every type of situation!\What?!\This is all working out according to my calculations.\I impress myself!\According to my calculations, you've fallen somewhere around here.\I'm right here, Sammy! response:	You're a tenacious cat, Nii-san.
context: We Legionnaires have performed rigorous ascetic exercises that you couldn't even imagine, Nii-san,\We're trained to deal with every type of situation!\What?!\This is all working out according to my calculations.\I impress myself!\According to my calculations, you've fallen somewhere around here.\I'm right here, Sammy!\You're a tenacious cat, Nii-san. response:	You won't be able to get me with the same trick twice!
context: We're trained to deal with every type of situation!\What?!\This is all working out according to my calculations.\I impress myself!\According to my calculations, you've fallen somewhere around here.\I'm right here, Sammy!\You're a tenacious cat, Nii-san.\You won't be able to get me with the same trick twice! response:	Gajeel and them are probably about to dig up that part any second now! You have no chance!
context: What?!\This is all working out according to my calculations.\I impress myself!\According to my calculations, you've fallen somewhere around here.\I'm right here, Sammy!\You're a tenacious cat, Nii-san.\You won't be able to get me with the same trick twice!\Gajeel and them are probably about to dig up that part any second now! You have no chance! response:	I don't know about that. These ruins are mined with various traps.
context: This is all working out according to my calculations.\I impress myself!\According to my calculations, you've fallen somewhere around here.\I'm right here, Sammy!\You're a tenacious cat, Nii-san.\You won't be able to get me with the same trick twice!\Gajeel and them are probably about to dig up that part any second now! You have no chance!\I don't know about that. These ruins are mined with various traps. response:	Traps?!
context: I impress myself!\According to my calculations, you've fallen somewhere around here.\I'm right here, Sammy!\You're a tenacious cat, Nii-san.\You won't be able to get me with the same trick twice!\Gajeel and them are probably about to dig up that part any second now! You have no chance!\I don't know about that. These ruins are mined with various traps.\Traps?! response:	What the hell?
context: According to my calculations, you've fallen somewhere around here.\I'm right here, Sammy!\You're a tenacious cat, Nii-san.\You won't be able to get me with the same trick twice!\Gajeel and them are probably about to dig up that part any second now! You have no chance!\I don't know about that. These ruins are mined with various traps.\Traps?!\What the hell? response:	I don't see anything that could be part of a clock.
context: I'm right here, Sammy!\You're a tenacious cat, Nii-san.\You won't be able to get me with the same trick twice!\Gajeel and them are probably about to dig up that part any second now! You have no chance!\I don't know about that. These ruins are mined with various traps.\Traps?!\What the hell?\I don't see anything that could be part of a clock. response:	Hey, somethin's written on here.
context: You're a tenacious cat, Nii-san.\You won't be able to get me with the same trick twice!\Gajeel and them are probably about to dig up that part any second now! You have no chance!\I don't know about that. These ruins are mined with various traps.\Traps?!\What the hell?\I don't see anything that could be part of a clock.\Hey, somethin's written on here. response:	Um... It says, I'm hungry.
context: You won't be able to get me with the same trick twice!\Gajeel and them are probably about to dig up that part any second now! You have no chance!\I don't know about that. These ruins are mined with various traps.\Traps?!\What the hell?\I don't see anything that could be part of a clock.\Hey, somethin's written on here.\Um... It says, I'm hungry. response:	Hey!
context: Gajeel and them are probably about to dig up that part any second now! You have no chance!\I don't know about that. These ruins are mined with various traps.\Traps?!\What the hell?\I don't see anything that could be part of a clock.\Hey, somethin's written on here.\Um... It says, I'm hungry.\Hey! response:	Here. Isn't this like the face of a clock?
context: I don't know about that. These ruins are mined with various traps.\Traps?!\What the hell?\I don't see anything that could be part of a clock.\Hey, somethin's written on here.\Um... It says, I'm hungry.\Hey!\Here. Isn't this like the face of a clock? response:	Then... it's indicating snack time?
context: Traps?!\What the hell?\I don't see anything that could be part of a clock.\Hey, somethin's written on here.\Um... It says, I'm hungry.\Hey!\Here. Isn't this like the face of a clock?\Then... it's indicating snack time? response:	That's it!
context: What the hell?\I don't see anything that could be part of a clock.\Hey, somethin's written on here.\Um... It says, I'm hungry.\Hey!\Here. Isn't this like the face of a clock?\Then... it's indicating snack time?\That's it! response:	So we just gotta move this, right?
context: I don't see anything that could be part of a clock.\Hey, somethin's written on here.\Um... It says, I'm hungry.\Hey!\Here. Isn't this like the face of a clock?\Then... it's indicating snack time?\That's it!\So we just gotta move this, right? response:	I told you I've got more going for me than smarts alone!
context: Hey, somethin's written on here.\Um... It says, I'm hungry.\Hey!\Here. Isn't this like the face of a clock?\Then... it's indicating snack time?\That's it!\So we just gotta move this, right?\I told you I've got more going for me than smarts alone! response:	I study various forms of martial arts like this, too!
context: Um... It says, I'm hungry.\Hey!\Here. Isn't this like the face of a clock?\Then... it's indicating snack time?\That's it!\So we just gotta move this, right?\I told you I've got more going for me than smarts alone!\I study various forms of martial arts like this, too! response:	Gajeel... Be careful!
context: Hey!\Here. Isn't this like the face of a clock?\Then... it's indicating snack time?\That's it!\So we just gotta move this, right?\I told you I've got more going for me than smarts alone!\I study various forms of martial arts like this, too!\Gajeel... Be careful! response:	We finally found it!
context: Here. Isn't this like the face of a clock?\Then... it's indicating snack time?\That's it!\So we just gotta move this, right?\I told you I've got more going for me than smarts alone!\I study various forms of martial arts like this, too!\Gajeel... Be careful!\We finally found it! response:	It's a clock face!
context: Then... it's indicating snack time?\That's it!\So we just gotta move this, right?\I told you I've got more going for me than smarts alone!\I study various forms of martial arts like this, too!\Gajeel... Be careful!\We finally found it!\It's a clock face! response:	What are you doing?!
context: That's it!\So we just gotta move this, right?\I told you I've got more going for me than smarts alone!\I study various forms of martial arts like this, too!\Gajeel... Be careful!\We finally found it!\It's a clock face!\What are you doing?! response:	This thing's made of iron.
context: So we just gotta move this, right?\I told you I've got more going for me than smarts alone!\I study various forms of martial arts like this, too!\Gajeel... Be careful!\We finally found it!\It's a clock face!\What are you doing?!\This thing's made of iron. response:	Isn't there any other way you could've figured that out?
context: I told you I've got more going for me than smarts alone!\I study various forms of martial arts like this, too!\Gajeel... Be careful!\We finally found it!\It's a clock face!\What are you doing?!\This thing's made of iron.\Isn't there any other way you could've figured that out? response:	Something's written on it.
context: I study various forms of martial arts like this, too!\Gajeel... Be careful!\We finally found it!\It's a clock face!\What are you doing?!\This thing's made of iron.\Isn't there any other way you could've figured that out?\Something's written on it. response:	Let's see if I can decipher it.
context: Gajeel... Be careful!\We finally found it!\It's a clock face!\What are you doing?!\This thing's made of iron.\Isn't there any other way you could've figured that out?\Something's written on it.\Let's see if I can decipher it. response:	We don't got that kinda time!
context: We finally found it!\It's a clock face!\What are you doing?!\This thing's made of iron.\Isn't there any other way you could've figured that out?\Something's written on it.\Let's see if I can decipher it.\We don't got that kinda time! response:	W-Wait!
context: It's a clock face!\What are you doing?!\This thing's made of iron.\Isn't there any other way you could've figured that out?\Something's written on it.\Let's see if I can decipher it.\We don't got that kinda time!\W-Wait! response:	Warning! The stone guardian won't abide by anyone trying to steal this!
context: What are you doing?!\This thing's made of iron.\Isn't there any other way you could've figured that out?\Something's written on it.\Let's see if I can decipher it.\We don't got that kinda time!\W-Wait!\Warning! The stone guardian won't abide by anyone trying to steal this! response:	This is why I told you to wait! Careless blunderer!
context: This thing's made of iron.\Isn't there any other way you could've figured that out?\Something's written on it.\Let's see if I can decipher it.\We don't got that kinda time!\W-Wait!\Warning! The stone guardian won't abide by anyone trying to steal this!\This is why I told you to wait! Careless blunderer! response:	You're sayin' this is my fault?!
context: Isn't there any other way you could've figured that out?\Something's written on it.\Let's see if I can decipher it.\We don't got that kinda time!\W-Wait!\Warning! The stone guardian won't abide by anyone trying to steal this!\This is why I told you to wait! Careless blunderer!\You're sayin' this is my fault?! response:	Yes, it's your fault, Gajeel!
context: Something's written on it.\Let's see if I can decipher it.\We don't got that kinda time!\W-Wait!\Warning! The stone guardian won't abide by anyone trying to steal this!\This is why I told you to wait! Careless blunderer!\You're sayin' this is my fault?!\Yes, it's your fault, Gajeel! response:	This is no time to argue!
context: Let's see if I can decipher it.\We don't got that kinda time!\W-Wait!\Warning! The stone guardian won't abide by anyone trying to steal this!\This is why I told you to wait! Careless blunderer!\You're sayin' this is my fault?!\Yes, it's your fault, Gajeel!\This is no time to argue! response:	It seems they've activated something.
context: We don't got that kinda time!\W-Wait!\Warning! The stone guardian won't abide by anyone trying to steal this!\This is why I told you to wait! Careless blunderer!\You're sayin' this is my fault?!\Yes, it's your fault, Gajeel!\This is no time to argue!\It seems they've activated something. response:	But this is also according to my calculations.
context: W-Wait!\Warning! The stone guardian won't abide by anyone trying to steal this!\This is why I told you to wait! Careless blunderer!\You're sayin' this is my fault?!\Yes, it's your fault, Gajeel!\This is no time to argue!\It seems they've activated something.\But this is also according to my calculations. response:	You... That's why you separated me from Gajeel and the rest?!
context: Warning! The stone guardian won't abide by anyone trying to steal this!\This is why I told you to wait! Careless blunderer!\You're sayin' this is my fault?!\Yes, it's your fault, Gajeel!\This is no time to argue!\It seems they've activated something.\But this is also according to my calculations.\You... That's why you separated me from Gajeel and the rest?! response:	After all, you're strong and can fly, Nii-san.
context: This is why I told you to wait! Careless blunderer!\You're sayin' this is my fault?!\Yes, it's your fault, Gajeel!\This is no time to argue!\It seems they've activated something.\But this is also according to my calculations.\You... That's why you separated me from Gajeel and the rest?!\After all, you're strong and can fly, Nii-san. response:	You're a troublesome opponent, so I had to keep you apart from them.
context: You're sayin' this is my fault?!\Yes, it's your fault, Gajeel!\This is no time to argue!\It seems they've activated something.\But this is also according to my calculations.\You... That's why you separated me from Gajeel and the rest?!\After all, you're strong and can fly, Nii-san.\You're a troublesome opponent, so I had to keep you apart from them. response:	It looks like that red thing on its head is what controls the rock!
context: Yes, it's your fault, Gajeel!\This is no time to argue!\It seems they've activated something.\But this is also according to my calculations.\You... That's why you separated me from Gajeel and the rest?!\After all, you're strong and can fly, Nii-san.\You're a troublesome opponent, so I had to keep you apart from them.\It looks like that red thing on its head is what controls the rock! response:	Then that must be its weak point!
context: This is no time to argue!\It seems they've activated something.\But this is also according to my calculations.\You... That's why you separated me from Gajeel and the rest?!\After all, you're strong and can fly, Nii-san.\You're a troublesome opponent, so I had to keep you apart from them.\It looks like that red thing on its head is what controls the rock!\Then that must be its weak point! response:	Alright! Time for Shadow Gear to show off some teamwork!
context: It seems they've activated something.\But this is also according to my calculations.\You... That's why you separated me from Gajeel and the rest?!\After all, you're strong and can fly, Nii-san.\You're a troublesome opponent, so I had to keep you apart from them.\It looks like that red thing on its head is what controls the rock!\Then that must be its weak point!\Alright! Time for Shadow Gear to show off some teamwork! response:	First, we have to get it to stand still!
context: But this is also according to my calculations.\You... That's why you separated me from Gajeel and the rest?!\After all, you're strong and can fly, Nii-san.\You're a troublesome opponent, so I had to keep you apart from them.\It looks like that red thing on its head is what controls the rock!\Then that must be its weak point!\Alright! Time for Shadow Gear to show off some teamwork!\First, we have to get it to stand still! response:	Solid Script!
context: You... That's why you separated me from Gajeel and the rest?!\After all, you're strong and can fly, Nii-san.\You're a troublesome opponent, so I had to keep you apart from them.\It looks like that red thing on its head is what controls the rock!\Then that must be its weak point!\Alright! Time for Shadow Gear to show off some teamwork!\First, we have to get it to stand still!\Solid Script! response:	Oil!
context: After all, you're strong and can fly, Nii-san.\You're a troublesome opponent, so I had to keep you apart from them.\It looks like that red thing on its head is what controls the rock!\Then that must be its weak point!\Alright! Time for Shadow Gear to show off some teamwork!\First, we have to get it to stand still!\Solid Script!\Oil! response:	I'm up next!
context: You're a troublesome opponent, so I had to keep you apart from them.\It looks like that red thing on its head is what controls the rock!\Then that must be its weak point!\Alright! Time for Shadow Gear to show off some teamwork!\First, we have to get it to stand still!\Solid Script!\Oil!\I'm up next! response:	Chain Plant!
context: It looks like that red thing on its head is what controls the rock!\Then that must be its weak point!\Alright! Time for Shadow Gear to show off some teamwork!\First, we have to get it to stand still!\Solid Script!\Oil!\I'm up next!\Chain Plant! response:	And I'll finish it off! High Speed!
context: Then that must be its weak point!\Alright! Time for Shadow Gear to show off some teamwork!\First, we have to get it to stand still!\Solid Script!\Oil!\I'm up next!\Chain Plant!\And I'll finish it off! High Speed! response:	Did you see? That's Shadow Gear's teamwork!
context: Alright! Time for Shadow Gear to show off some teamwork!\First, we have to get it to stand still!\Solid Script!\Oil!\I'm up next!\Chain Plant!\And I'll finish it off! High Speed!\Did you see? That's Shadow Gear's teamwork! response:	Not too shabby.
context: First, we have to get it to stand still!\Solid Script!\Oil!\I'm up next!\Chain Plant!\And I'll finish it off! High Speed!\Did you see? That's Shadow Gear's teamwork!\Not too shabby. response:	Jet!
context: Solid Script!\Oil!\I'm up next!\Chain Plant!\And I'll finish it off! High Speed!\Did you see? That's Shadow Gear's teamwork!\Not too shabby.\Jet! response:	Leave it to me!
context: Oil!\I'm up next!\Chain Plant!\And I'll finish it off! High Speed!\Did you see? That's Shadow Gear's teamwork!\Not too shabby.\Jet!\Leave it to me! response:	Are you okay?
context: I'm up next!\Chain Plant!\And I'll finish it off! High Speed!\Did you see? That's Shadow Gear's teamwork!\Not too shabby.\Jet!\Leave it to me!\Are you okay? response:	The oil is all sticky!
context: Chain Plant!\And I'll finish it off! High Speed!\Did you see? That's Shadow Gear's teamwork!\Not too shabby.\Jet!\Leave it to me!\Are you okay?\The oil is all sticky! response:	Here it comes!
context: And I'll finish it off! High Speed!\Did you see? That's Shadow Gear's teamwork!\Not too shabby.\Jet!\Leave it to me!\Are you okay?\The oil is all sticky!\Here it comes! response:	Let's try this one more time!
context: Did you see? That's Shadow Gear's teamwork!\Not too shabby.\Jet!\Leave it to me!\Are you okay?\The oil is all sticky!\Here it comes!\Let's try this one more time! response:	Jet!
context: Not too shabby.\Jet!\Leave it to me!\Are you okay?\The oil is all sticky!\Here it comes!\Let's try this one more time!\Jet! response:	Crap! I can't use High Speed like this!
context: Jet!\Leave it to me!\Are you okay?\The oil is all sticky!\Here it comes!\Let's try this one more time!\Jet!\Crap! I can't use High Speed like this! response:	Then I'll give it a try!
context: Leave it to me!\Are you okay?\The oil is all sticky!\Here it comes!\Let's try this one more time!\Jet!\Crap! I can't use High Speed like this!\Then I'll give it a try! response:	I should've gone on a diet...
context: Are you okay?\The oil is all sticky!\Here it comes!\Let's try this one more time!\Jet!\Crap! I can't use High Speed like this!\Then I'll give it a try!\I should've gone on a diet... response:	It looks like I've got to do it...
context: The oil is all sticky!\Here it comes!\Let's try this one more time!\Jet!\Crap! I can't use High Speed like this!\Then I'll give it a try!\I should've gone on a diet...\It looks like I've got to do it... response:	Get outta the way!
context: Here it comes!\Let's try this one more time!\Jet!\Crap! I can't use High Speed like this!\Then I'll give it a try!\I should've gone on a diet...\It looks like I've got to do it...\Get outta the way! response:	You know, you shouldn't use that tone...
