context: When winds blow, Chihaya-chan. response:	Chihaya-chan, when this poem was written 800 years ago,
context: A year has passed...\A whole year.\on a long September night, and then I saw a dawn moon\The sky is the road home for the holy maidens,\An empty card.\She moved immediately, but she was still able to pull back.\Impressive...\She didn't fall for Ousaka-san's quick reach. response:	Oh, excuse me.
context: A whole year.\on a long September night, and then I saw a dawn moon\The sky is the road home for the holy maidens,\An empty card.\She moved immediately, but she was still able to pull back.\Impressive...\She didn't fall for Ousaka-san's quick reach.\Oh, excuse me. response:	Good Luck Megumu
context: on a long September night, and then I saw a dawn moon\The sky is the road home for the holy maidens,\An empty card.\She moved immediately, but she was still able to pull back.\Impressive...\She didn't fall for Ousaka-san's quick reach.\Oh, excuse me.\Good Luck Megumu response:	She's savoring the moment!
context: The sky is the road home for the holy maidens,\An empty card.\She moved immediately, but she was still able to pull back.\Impressive...\She didn't fall for Ousaka-san's quick reach.\Oh, excuse me.\Good Luck Megumu\She's savoring the moment! response:	This is the glory of youth!
context: An empty card.\She moved immediately, but she was still able to pull back.\Impressive...\She didn't fall for Ousaka-san's quick reach.\Oh, excuse me.\Good Luck Megumu\She's savoring the moment!\This is the glory of youth! response:	That headband is now an Ousaka Megumu trademark!
context: She moved immediately, but she was still able to pull back.\Impressive...\She didn't fall for Ousaka-san's quick reach.\Oh, excuse me.\Good Luck Megumu\She's savoring the moment!\This is the glory of youth!\That headband is now an Ousaka Megumu trademark! response:	She used to be the only one who wore one...
context: Impressive...\She didn't fall for Ousaka-san's quick reach.\Oh, excuse me.\Good Luck Megumu\She's savoring the moment!\This is the glory of youth!\That headband is now an Ousaka Megumu trademark!\She used to be the only one who wore one... response:	I made these for Nationals.
context: She didn't fall for Ousaka-san's quick reach.\Oh, excuse me.\Good Luck Megumu\She's savoring the moment!\This is the glory of youth!\That headband is now an Ousaka Megumu trademark!\She used to be the only one who wore one...\I made these for Nationals. response:	Let's all wear them.
context: Oh, excuse me.\Good Luck Megumu\She's savoring the moment!\This is the glory of youth!\That headband is now an Ousaka Megumu trademark!\She used to be the only one who wore one...\I made these for Nationals.\Let's all wear them. response:	Huh?
context: Good Luck Megumu\She's savoring the moment!\This is the glory of youth!\That headband is now an Ousaka Megumu trademark!\She used to be the only one who wore one...\I made these for Nationals.\Let's all wear them.\Huh? response:	This is to thank you for the one you made me.
context: She's savoring the moment!\This is the glory of youth!\That headband is now an Ousaka Megumu trademark!\She used to be the only one who wore one...\I made these for Nationals.\Let's all wear them.\Huh?\This is to thank you for the one you made me. response:	Megumu-senpai...
context: This is the glory of youth!\That headband is now an Ousaka Megumu trademark!\She used to be the only one who wore one...\I made these for Nationals.\Let's all wear them.\Huh?\This is to thank you for the one you made me.\Megumu-senpai... response:	A beautiful display of friendship!
context: That headband is now an Ousaka Megumu trademark!\She used to be the only one who wore one...\I made these for Nationals.\Let's all wear them.\Huh?\This is to thank you for the one you made me.\Megumu-senpai...\A beautiful display of friendship! response:	I'm so glad to be a karuta advisor!
context: She used to be the only one who wore one...\I made these for Nationals.\Let's all wear them.\Huh?\This is to thank you for the one you made me.\Megumu-senpai...\A beautiful display of friendship!\I'm so glad to be a karuta advisor! response:	The reason we worship Megumu-tan
context: I made these for Nationals.\Let's all wear them.\Huh?\This is to thank you for the one you made me.\Megumu-senpai...\A beautiful display of friendship!\I'm so glad to be a karuta advisor!\The reason we worship Megumu-tan response:	is because of the gap in her behavior.
context: Let's all wear them.\Huh?\This is to thank you for the one you made me.\Megumu-senpai...\A beautiful display of friendship!\I'm so glad to be a karuta advisor!\The reason we worship Megumu-tan\is because of the gap in her behavior. response:	Our lenses know the truth.
context: Huh?\This is to thank you for the one you made me.\Megumu-senpai...\A beautiful display of friendship!\I'm so glad to be a karuta advisor!\The reason we worship Megumu-tan\is because of the gap in her behavior.\Our lenses know the truth. response:	Whew, I'd look pretty dumb wearing a headband by myself.
context: This is to thank you for the one you made me.\Megumu-senpai...\A beautiful display of friendship!\I'm so glad to be a karuta advisor!\The reason we worship Megumu-tan\is because of the gap in her behavior.\Our lenses know the truth.\Whew, I'd look pretty dumb wearing a headband by myself. response:	It was a good idea to have everyone else join in.
context: Megumu-senpai...\A beautiful display of friendship!\I'm so glad to be a karuta advisor!\The reason we worship Megumu-tan\is because of the gap in her behavior.\Our lenses know the truth.\Whew, I'd look pretty dumb wearing a headband by myself.\It was a good idea to have everyone else join in. response:	Swoon!
context: A beautiful display of friendship!\I'm so glad to be a karuta advisor!\The reason we worship Megumu-tan\is because of the gap in her behavior.\Our lenses know the truth.\Whew, I'd look pretty dumb wearing a headband by myself.\It was a good idea to have everyone else join in.\Swoon! response:	may the wind bring clouds to extend their stay
context: I'm so glad to be a karuta advisor!\The reason we worship Megumu-tan\is because of the gap in her behavior.\Our lenses know the truth.\Whew, I'd look pretty dumb wearing a headband by myself.\It was a good idea to have everyone else join in.\Swoon!\may the wind bring clouds to extend their stay response:	The storm will soon carry...
context: The reason we worship Megumu-tan\is because of the gap in her behavior.\Our lenses know the truth.\Whew, I'd look pretty dumb wearing a headband by myself.\It was a good idea to have everyone else join in.\Swoon!\may the wind bring clouds to extend their stay\The storm will soon carry... response:	She went below my hand.
context: is because of the gap in her behavior.\Our lenses know the truth.\Whew, I'd look pretty dumb wearing a headband by myself.\It was a good idea to have everyone else join in.\Swoon!\may the wind bring clouds to extend their stay\The storm will soon carry...\She went below my hand. response:	She took it.
context: Our lenses know the truth.\Whew, I'd look pretty dumb wearing a headband by myself.\It was a good idea to have everyone else join in.\Swoon!\may the wind bring clouds to extend their stay\The storm will soon carry...\She went below my hand.\She took it. response:	She'd been losing all of the The cards,
context: Whew, I'd look pretty dumb wearing a headband by myself.\It was a good idea to have everyone else join in.\Swoon!\may the wind bring clouds to extend their stay\The storm will soon carry...\She went below my hand.\She took it.\She'd been losing all of the The cards, response:	but that was a clean win.
context: It was a good idea to have everyone else join in.\Swoon!\may the wind bring clouds to extend their stay\The storm will soon carry...\She went below my hand.\She took it.\She'd been losing all of the The cards,\but that was a clean win. response:	Has she figured out something?
context: Swoon!\may the wind bring clouds to extend their stay\The storm will soon carry...\She went below my hand.\She took it.\She'd been losing all of the The cards,\but that was a clean win.\Has she figured out something? response:	That was...
context: may the wind bring clouds to extend their stay\The storm will soon carry...\She went below my hand.\She took it.\She'd been losing all of the The cards,\but that was a clean win.\Has she figured out something?\That was... response:	Okay, on to the next card.
context: The storm will soon carry...\She went below my hand.\She took it.\She'd been losing all of the The cards,\but that was a clean win.\Has she figured out something?\That was...\Okay, on to the next card. response:	One card at a time.
context: She went below my hand.\She took it.\She'd been losing all of the The cards,\but that was a clean win.\Has she figured out something?\That was...\Okay, on to the next card.\One card at a time. response:	Yes!
context: She took it.\She'd been losing all of the The cards,\but that was a clean win.\Has she figured out something?\That was...\Okay, on to the next card.\One card at a time.\Yes! response:	This is a team match,
context: She'd been losing all of the The cards,\but that was a clean win.\Has she figured out something?\That was...\Okay, on to the next card.\One card at a time.\Yes!\This is a team match, response:	so why am I the only one saying anything?
context: but that was a clean win.\Has she figured out something?\That was...\Okay, on to the next card.\One card at a time.\Yes!\This is a team match,\so why am I the only one saying anything? response:	Queen?
context: Has she figured out something?\That was...\Okay, on to the next card.\One card at a time.\Yes!\This is a team match,\so why am I the only one saying anything?\Queen? response:	Not interested.
context: That was...\Okay, on to the next card.\One card at a time.\Yes!\This is a team match,\so why am I the only one saying anything?\Queen?\Not interested. response:	I'm sending a card.
context: Okay, on to the next card.\One card at a time.\Yes!\This is a team match,\so why am I the only one saying anything?\Queen?\Not interested.\I'm sending a card. response:	fades to reveal fishing nets in the shallows
context: One card at a time.\Yes!\This is a team match,\so why am I the only one saying anything?\Queen?\Not interested.\I'm sending a card.\fades to reveal fishing nets in the shallows response:	What? The hazed early dawn mist?
context: Yes!\This is a team match,\so why am I the only one saying anything?\Queen?\Not interested.\I'm sending a card.\fades to reveal fishing nets in the shallows\What? The hazed early dawn mist? response:	That's a long multi-syllable card.
context: This is a team match,\so why am I the only one saying anything?\Queen?\Not interested.\I'm sending a card.\fades to reveal fishing nets in the shallows\What? The hazed early dawn mist?\That's a long multi-syllable card. response:	Why?
context: so why am I the only one saying anything?\Queen?\Not interested.\I'm sending a card.\fades to reveal fishing nets in the shallows\What? The hazed early dawn mist?\That's a long multi-syllable card.\Why? response:	Normally, no one would send that.
context: Queen?\Not interested.\I'm sending a card.\fades to reveal fishing nets in the shallows\What? The hazed early dawn mist?\That's a long multi-syllable card.\Why?\Normally, no one would send that. response:	Multi-syllable cards are supposed to be a weakness for her.
context: Not interested.\I'm sending a card.\fades to reveal fishing nets in the shallows\What? The hazed early dawn mist?\That's a long multi-syllable card.\Why?\Normally, no one would send that.\Multi-syllable cards are supposed to be a weakness for her. response:	Is she sacrificing that card?
context: I'm sending a card.\fades to reveal fishing nets in the shallows\What? The hazed early dawn mist?\That's a long multi-syllable card.\Why?\Normally, no one would send that.\Multi-syllable cards are supposed to be a weakness for her.\Is she sacrificing that card? response:	so I wish for a memory of you to take with me
context: fades to reveal fishing nets in the shallows\What? The hazed early dawn mist?\That's a long multi-syllable card.\Why?\Normally, no one would send that.\Multi-syllable cards are supposed to be a weakness for her.\Is she sacrificing that card?\so I wish for a memory of you to take with me response:	For you, I would have given up my life
context: What? The hazed early dawn mist?\That's a long multi-syllable card.\Why?\Normally, no one would send that.\Multi-syllable cards are supposed to be a weakness for her.\Is she sacrificing that card?\so I wish for a memory of you to take with me\For you, I would have given up my life response:	A different multi-syllable card!
context: That's a long multi-syllable card.\Why?\Normally, no one would send that.\Multi-syllable cards are supposed to be a weakness for her.\Is she sacrificing that card?\so I wish for a memory of you to take with me\For you, I would have given up my life\A different multi-syllable card! response:	Megumu?
context: Why?\Normally, no one would send that.\Multi-syllable cards are supposed to be a weakness for her.\Is she sacrificing that card?\so I wish for a memory of you to take with me\For you, I would have given up my life\A different multi-syllable card!\Megumu? response:	The speed when she took that one-syllable card...
context: Normally, no one would send that.\Multi-syllable cards are supposed to be a weakness for her.\Is she sacrificing that card?\so I wish for a memory of you to take with me\For you, I would have given up my life\A different multi-syllable card!\Megumu?\The speed when she took that one-syllable card... response:	The way she broke my cover...
context: Multi-syllable cards are supposed to be a weakness for her.\Is she sacrificing that card?\so I wish for a memory of you to take with me\For you, I would have given up my life\A different multi-syllable card!\Megumu?\The speed when she took that one-syllable card...\The way she broke my cover... response:	I will become Queen!
context: Is she sacrificing that card?\so I wish for a memory of you to take with me\For you, I would have given up my life\A different multi-syllable card!\Megumu?\The speed when she took that one-syllable card...\The way she broke my cover...\I will become Queen! response:	I'm not interested in becoming Queen,
context: so I wish for a memory of you to take with me\For you, I would have given up my life\A different multi-syllable card!\Megumu?\The speed when she took that one-syllable card...\The way she broke my cover...\I will become Queen!\I'm not interested in becoming Queen, response:	but I have to beat her now.
context: For you, I would have given up my life\A different multi-syllable card!\Megumu?\The speed when she took that one-syllable card...\The way she broke my cover...\I will become Queen!\I'm not interested in becoming Queen,\but I have to beat her now. response:	Swoon!
context: A different multi-syllable card!\Megumu?\The speed when she took that one-syllable card...\The way she broke my cover...\I will become Queen!\I'm not interested in becoming Queen,\but I have to beat her now.\Swoon! response:	She broke her opponent's cover.
context: Megumu?\The speed when she took that one-syllable card...\The way she broke my cover...\I will become Queen!\I'm not interested in becoming Queen,\but I have to beat her now.\Swoon!\She broke her opponent's cover. response:	There are plenty of players who can
context: The speed when she took that one-syllable card...\The way she broke my cover...\I will become Queen!\I'm not interested in becoming Queen,\but I have to beat her now.\Swoon!\She broke her opponent's cover.\There are plenty of players who can response:	take certain cards really fast.
context: The way she broke my cover...\I will become Queen!\I'm not interested in becoming Queen,\but I have to beat her now.\Swoon!\She broke her opponent's cover.\There are plenty of players who can\take certain cards really fast. response:	To win, you have to overcome
context: I will become Queen!\I'm not interested in becoming Queen,\but I have to beat her now.\Swoon!\She broke her opponent's cover.\There are plenty of players who can\take certain cards really fast.\To win, you have to overcome response:	your weaknesses instead of relying on your strengths.
context: I'm not interested in becoming Queen,\but I have to beat her now.\Swoon!\She broke her opponent's cover.\There are plenty of players who can\take certain cards really fast.\To win, you have to overcome\your weaknesses instead of relying on your strengths. response:	How much time has she spent practicing?
context: but I have to beat her now.\Swoon!\She broke her opponent's cover.\There are plenty of players who can\take certain cards really fast.\To win, you have to overcome\your weaknesses instead of relying on your strengths.\How much time has she spent practicing? response:	My point is that you're too sloppy about covering your cards.
context: Swoon!\She broke her opponent's cover.\There are plenty of players who can\take certain cards really fast.\To win, you have to overcome\your weaknesses instead of relying on your strengths.\How much time has she spent practicing?\My point is that you're too sloppy about covering your cards. response:	Like this!
context: She broke her opponent's cover.\There are plenty of players who can\take certain cards really fast.\To win, you have to overcome\your weaknesses instead of relying on your strengths.\How much time has she spent practicing?\My point is that you're too sloppy about covering your cards.\Like this! response:	How many times do I have to repeat myself?
context: There are plenty of players who can\take certain cards really fast.\To win, you have to overcome\your weaknesses instead of relying on your strengths.\How much time has she spent practicing?\My point is that you're too sloppy about covering your cards.\Like this!\How many times do I have to repeat myself? response:	You'll never become Queen if you can't conquer your weaknesses!
context: take certain cards really fast.\To win, you have to overcome\your weaknesses instead of relying on your strengths.\How much time has she spent practicing?\My point is that you're too sloppy about covering your cards.\Like this!\How many times do I have to repeat myself?\You'll never become Queen if you can't conquer your weaknesses! response:	now together, I guard it dear
context: To win, you have to overcome\your weaknesses instead of relying on your strengths.\How much time has she spent practicing?\My point is that you're too sloppy about covering your cards.\Like this!\How many times do I have to repeat myself?\You'll never become Queen if you can't conquer your weaknesses!\now together, I guard it dear response:	I did it...
context: your weaknesses instead of relying on your strengths.\How much time has she spent practicing?\My point is that you're too sloppy about covering your cards.\Like this!\How many times do I have to repeat myself?\You'll never become Queen if you can't conquer your weaknesses!\now together, I guard it dear\I did it... response:	You'll do better if you listen carefully before moving.
context: How much time has she spent practicing?\My point is that you're too sloppy about covering your cards.\Like this!\How many times do I have to repeat myself?\You'll never become Queen if you can't conquer your weaknesses!\now together, I guard it dear\I did it...\You'll do better if you listen carefully before moving. response:	I'll help you.
context: My point is that you're too sloppy about covering your cards.\Like this!\How many times do I have to repeat myself?\You'll never become Queen if you can't conquer your weaknesses!\now together, I guard it dear\I did it...\You'll do better if you listen carefully before moving.\I'll help you. response:	I did it,
context: Like this!\How many times do I have to repeat myself?\You'll never become Queen if you can't conquer your weaknesses!\now together, I guard it dear\I did it...\You'll do better if you listen carefully before moving.\I'll help you.\I did it, response:	everyone.
context: How many times do I have to repeat myself?\You'll never become Queen if you can't conquer your weaknesses!\now together, I guard it dear\I did it...\You'll do better if you listen carefully before moving.\I'll help you.\I did it,\everyone. response:	I did it.
context: You'll never become Queen if you can't conquer your weaknesses!\now together, I guard it dear\I did it...\You'll do better if you listen carefully before moving.\I'll help you.\I did it,\everyone.\I did it. response:	I have to beat her.
context: now together, I guard it dear\I did it...\You'll do better if you listen carefully before moving.\I'll help you.\I did it,\everyone.\I did it.\I have to beat her. response:	The momentum...
context: I did it...\You'll do better if you listen carefully before moving.\I'll help you.\I did it,\everyone.\I did it.\I have to beat her.\The momentum... response:	Snap Snap
context: You'll do better if you listen carefully before moving.\I'll help you.\I did it,\everyone.\I did it.\I have to beat her.\The momentum...\Snap Snap response:	Taking multiple pictures in silent mode
context: I'll help you.\I did it,\everyone.\I did it.\I have to beat her.\The momentum...\Snap Snap\Taking multiple pictures in silent mode response:	Snap Snap
context: I did it,\everyone.\I did it.\I have to beat her.\The momentum...\Snap Snap\Taking multiple pictures in silent mode\Snap Snap response:	Taking multiple pictures in silent mode
context: everyone.\I did it.\I have to beat her.\The momentum...\Snap Snap\Taking multiple pictures in silent mode\Snap Snap\Taking multiple pictures in silent mode response:	I hear the beating of cloth...
context: I did it.\I have to beat her.\The momentum...\Snap Snap\Taking multiple pictures in silent mode\Snap Snap\Taking multiple pictures in silent mode\I hear the beating of cloth... response:	Got it!
context: I have to beat her.\The momentum...\Snap Snap\Taking multiple pictures in silent mode\Snap Snap\Taking multiple pictures in silent mode\I hear the beating of cloth...\Got it! response:	I protected mine!
context: The momentum...\Snap Snap\Taking multiple pictures in silent mode\Snap Snap\Taking multiple pictures in silent mode\I hear the beating of cloth...\Got it!\I protected mine! response:	Same here!
context: Snap Snap\Taking multiple pictures in silent mode\Snap Snap\Taking multiple pictures in silent mode\I hear the beating of cloth...\Got it!\I protected mine!\Same here! response:	Ditto!
context: Taking multiple pictures in silent mode\Snap Snap\Taking multiple pictures in silent mode\I hear the beating of cloth...\Got it!\I protected mine!\Same here!\Ditto! response:	All right!
context: Snap Snap\Taking multiple pictures in silent mode\I hear the beating of cloth...\Got it!\I protected mine!\Same here!\Ditto!\All right! response:	A-Again...
context: Taking multiple pictures in silent mode\I hear the beating of cloth...\Got it!\I protected mine!\Same here!\Ditto!\All right!\A-Again... response:	She couldn't take three in a row.
context: I hear the beating of cloth...\Got it!\I protected mine!\Same here!\Ditto!\All right!\A-Again...\She couldn't take three in a row. response:	Megumu-tan celebrated...
context: Got it!\I protected mine!\Same here!\Ditto!\All right!\A-Again...\She couldn't take three in a row.\Megumu-tan celebrated... response:	Megumu-tan isn't telling her team to focus on the next card.
context: I protected mine!\Same here!\Ditto!\All right!\A-Again...\She couldn't take three in a row.\Megumu-tan celebrated...\Megumu-tan isn't telling her team to focus on the next card. response:	Interesting...
context: Same here!\Ditto!\All right!\A-Again...\She couldn't take three in a row.\Megumu-tan celebrated...\Megumu-tan isn't telling her team to focus on the next card.\Interesting... response:	This is a high level, back and forth game.
context: Ditto!\All right!\A-Again...\She couldn't take three in a row.\Megumu-tan celebrated...\Megumu-tan isn't telling her team to focus on the next card.\Interesting...\This is a high level, back and forth game. response:	I'm pleasantly surprised.
context: All right!\A-Again...\She couldn't take three in a row.\Megumu-tan celebrated...\Megumu-tan isn't telling her team to focus on the next card.\Interesting...\This is a high level, back and forth game.\I'm pleasantly surprised. response:	She's got good game sense,
context: A-Again...\She couldn't take three in a row.\Megumu-tan celebrated...\Megumu-tan isn't telling her team to focus on the next card.\Interesting...\This is a high level, back and forth game.\I'm pleasantly surprised.\She's got good game sense, response:	and a broad field of vision to boot.
context: She couldn't take three in a row.\Megumu-tan celebrated...\Megumu-tan isn't telling her team to focus on the next card.\Interesting...\This is a high level, back and forth game.\I'm pleasantly surprised.\She's got good game sense,\and a broad field of vision to boot. response:	She's watching every card.
context: Megumu-tan celebrated...\Megumu-tan isn't telling her team to focus on the next card.\Interesting...\This is a high level, back and forth game.\I'm pleasantly surprised.\She's got good game sense,\and a broad field of vision to boot.\She's watching every card. response:	No matter what I do, she's always perfectly calm.
context: Megumu-tan isn't telling her team to focus on the next card.\Interesting...\This is a high level, back and forth game.\I'm pleasantly surprised.\She's got good game sense,\and a broad field of vision to boot.\She's watching every card.\No matter what I do, she's always perfectly calm. response:	I'm sending a card.
context: Interesting...\This is a high level, back and forth game.\I'm pleasantly surprised.\She's got good game sense,\and a broad field of vision to boot.\She's watching every card.\No matter what I do, she's always perfectly calm.\I'm sending a card. response:	fades to reveal fishing nets in the shallows
context: This is a high level, back and forth game.\I'm pleasantly surprised.\She's got good game sense,\and a broad field of vision to boot.\She's watching every card.\No matter what I do, she's always perfectly calm.\I'm sending a card.\fades to reveal fishing nets in the shallows response:	She's returning that multi-syllable card.
context: I'm pleasantly surprised.\She's got good game sense,\and a broad field of vision to boot.\She's watching every card.\No matter what I do, she's always perfectly calm.\I'm sending a card.\fades to reveal fishing nets in the shallows\She's returning that multi-syllable card. response:	Th-This is getting good.
context: She's got good game sense,\and a broad field of vision to boot.\She's watching every card.\No matter what I do, she's always perfectly calm.\I'm sending a card.\fades to reveal fishing nets in the shallows\She's returning that multi-syllable card.\Th-This is getting good. response:	That girl's gotta be a sadist.
context: and a broad field of vision to boot.\She's watching every card.\No matter what I do, she's always perfectly calm.\I'm sending a card.\fades to reveal fishing nets in the shallows\She's returning that multi-syllable card.\Th-This is getting good.\That girl's gotta be a sadist. response:	The hazed early dawn mist over the Kawagiri River
context: She's watching every card.\No matter what I do, she's always perfectly calm.\I'm sending a card.\fades to reveal fishing nets in the shallows\She's returning that multi-syllable card.\Th-This is getting good.\That girl's gotta be a sadist.\The hazed early dawn mist over the Kawagiri River response:	The card she just sent?!
context: No matter what I do, she's always perfectly calm.\I'm sending a card.\fades to reveal fishing nets in the shallows\She's returning that multi-syllable card.\Th-This is getting good.\That girl's gotta be a sadist.\The hazed early dawn mist over the Kawagiri River\The card she just sent?! response:	She was able to set up a low cover on my side.
context: I'm sending a card.\fades to reveal fishing nets in the shallows\She's returning that multi-syllable card.\Th-This is getting good.\That girl's gotta be a sadist.\The hazed early dawn mist over the Kawagiri River\The card she just sent?!\She was able to set up a low cover on my side. response:	That was bad.
context: fades to reveal fishing nets in the shallows\She's returning that multi-syllable card.\Th-This is getting good.\That girl's gotta be a sadist.\The hazed early dawn mist over the Kawagiri River\The card she just sent?!\She was able to set up a low cover on my side.\That was bad. response:	I know how to keep people from breaking my cover.
context: She's returning that multi-syllable card.\Th-This is getting good.\That girl's gotta be a sadist.\The hazed early dawn mist over the Kawagiri River\The card she just sent?!\She was able to set up a low cover on my side.\That was bad.\I know how to keep people from breaking my cover. response:	I've been practicing with everyone to beat the Queen.
context: Th-This is getting good.\That girl's gotta be a sadist.\The hazed early dawn mist over the Kawagiri River\The card she just sent?!\She was able to set up a low cover on my side.\That was bad.\I know how to keep people from breaking my cover.\I've been practicing with everyone to beat the Queen. response:	I'm not interested in becoming Queen though.
context: That girl's gotta be a sadist.\The hazed early dawn mist over the Kawagiri River\The card she just sent?!\She was able to set up a low cover on my side.\That was bad.\I know how to keep people from breaking my cover.\I've been practicing with everyone to beat the Queen.\I'm not interested in becoming Queen though. response:	But I have to win to make everyone happy.
context: The hazed early dawn mist over the Kawagiri River\The card she just sent?!\She was able to set up a low cover on my side.\That was bad.\I know how to keep people from breaking my cover.\I've been practicing with everyone to beat the Queen.\I'm not interested in becoming Queen though.\But I have to win to make everyone happy. response:	I have to beat you now.
context: The card she just sent?!\She was able to set up a low cover on my side.\That was bad.\I know how to keep people from breaking my cover.\I've been practicing with everyone to beat the Queen.\I'm not interested in becoming Queen though.\But I have to win to make everyone happy.\I have to beat you now. response:	Is she mad?
context: She was able to set up a low cover on my side.\That was bad.\I know how to keep people from breaking my cover.\I've been practicing with everyone to beat the Queen.\I'm not interested in becoming Queen though.\But I have to win to make everyone happy.\I have to beat you now.\Is she mad? response:	She's strong.
context: That was bad.\I know how to keep people from breaking my cover.\I've been practicing with everyone to beat the Queen.\I'm not interested in becoming Queen though.\But I have to win to make everyone happy.\I have to beat you now.\Is she mad?\She's strong. response:	I still have work to do on multi-syllable cards...
context: I know how to keep people from breaking my cover.\I've been practicing with everyone to beat the Queen.\I'm not interested in becoming Queen though.\But I have to win to make everyone happy.\I have to beat you now.\Is she mad?\She's strong.\I still have work to do on multi-syllable cards... response:	It's tough.
context: I've been practicing with everyone to beat the Queen.\I'm not interested in becoming Queen though.\But I have to win to make everyone happy.\I have to beat you now.\Is she mad?\She's strong.\I still have work to do on multi-syllable cards...\It's tough. response:	However, I've realized something, Dr. Harada...
context: I'm not interested in becoming Queen though.\But I have to win to make everyone happy.\I have to beat you now.\Is she mad?\She's strong.\I still have work to do on multi-syllable cards...\It's tough.\However, I've realized something, Dr. Harada... response:	It seems like there are more people watching our match now.
context: But I have to win to make everyone happy.\I have to beat you now.\Is she mad?\She's strong.\I still have work to do on multi-syllable cards...\It's tough.\However, I've realized something, Dr. Harada...\It seems like there are more people watching our match now. response:	Akashi Girls'...
context: I have to beat you now.\Is she mad?\She's strong.\I still have work to do on multi-syllable cards...\It's tough.\However, I've realized something, Dr. Harada...\It seems like there are more people watching our match now.\Akashi Girls'... response:	I thought that Ousaka Megumu was the only threat they had.
context: Is she mad?\She's strong.\I still have work to do on multi-syllable cards...\It's tough.\However, I've realized something, Dr. Harada...\It seems like there are more people watching our match now.\Akashi Girls'...\I thought that Ousaka Megumu was the only threat they had. response:	I was a little excited about my first match against an all-girls school.
context: She's strong.\I still have work to do on multi-syllable cards...\It's tough.\However, I've realized something, Dr. Harada...\It seems like there are more people watching our match now.\Akashi Girls'...\I thought that Ousaka Megumu was the only threat they had.\I was a little excited about my first match against an all-girls school. response:	May I see you never forget...
context: I still have work to do on multi-syllable cards...\It's tough.\However, I've realized something, Dr. Harada...\It seems like there are more people watching our match now.\Akashi Girls'...\I thought that Ousaka Megumu was the only threat they had.\I was a little excited about my first match against an all-girls school.\May I see you never forget... response:	She's strong!
context: It's tough.\However, I've realized something, Dr. Harada...\It seems like there are more people watching our match now.\Akashi Girls'...\I thought that Ousaka Megumu was the only threat they had.\I was a little excited about my first match against an all-girls school.\May I see you never forget...\She's strong! response:	As strong as a boy!
context: However, I've realized something, Dr. Harada...\It seems like there are more people watching our match now.\Akashi Girls'...\I thought that Ousaka Megumu was the only threat they had.\I was a little excited about my first match against an all-girls school.\May I see you never forget...\She's strong!\As strong as a boy! response:	Ousaka is our engine,
context: It seems like there are more people watching our match now.\Akashi Girls'...\I thought that Ousaka Megumu was the only threat they had.\I was a little excited about my first match against an all-girls school.\May I see you never forget...\She's strong!\As strong as a boy!\Ousaka is our engine, response:	but the other girls have also improved.
context: Akashi Girls'...\I thought that Ousaka Megumu was the only threat they had.\I was a little excited about my first match against an all-girls school.\May I see you never forget...\She's strong!\As strong as a boy!\Ousaka is our engine,\but the other girls have also improved. response:	After all, they've been practicing with Ousaka to help make her Queen.
context: I thought that Ousaka Megumu was the only threat they had.\I was a little excited about my first match against an all-girls school.\May I see you never forget...\She's strong!\As strong as a boy!\Ousaka is our engine,\but the other girls have also improved.\After all, they've been practicing with Ousaka to help make her Queen. response:	It's possible to become this good if you're motivated.
context: I was a little excited about my first match against an all-girls school.\May I see you never forget...\She's strong!\As strong as a boy!\Ousaka is our engine,\but the other girls have also improved.\After all, they've been practicing with Ousaka to help make her Queen.\It's possible to become this good if you're motivated. response:	Akashi Girls' is now a team that's improving themselves for Ousaka's sake.
context: May I see you never forget...\She's strong!\As strong as a boy!\Ousaka is our engine,\but the other girls have also improved.\After all, they've been practicing with Ousaka to help make her Queen.\It's possible to become this good if you're motivated.\Akashi Girls' is now a team that's improving themselves for Ousaka's sake. response:	Youth... It brings a tear to my eye...
context: She's strong!\As strong as a boy!\Ousaka is our engine,\but the other girls have also improved.\After all, they've been practicing with Ousaka to help make her Queen.\It's possible to become this good if you're motivated.\Akashi Girls' is now a team that's improving themselves for Ousaka's sake.\Youth... It brings a tear to my eye... response:	Megumu stopped providing vocal support.
context: As strong as a boy!\Ousaka is our engine,\but the other girls have also improved.\After all, they've been practicing with Ousaka to help make her Queen.\It's possible to become this good if you're motivated.\Akashi Girls' is now a team that's improving themselves for Ousaka's sake.\Youth... It brings a tear to my eye...\Megumu stopped providing vocal support. response:	Is her opponent that good?
context: Ousaka is our engine,\but the other girls have also improved.\After all, they've been practicing with Ousaka to help make her Queen.\It's possible to become this good if you're motivated.\Akashi Girls' is now a team that's improving themselves for Ousaka's sake.\Youth... It brings a tear to my eye...\Megumu stopped providing vocal support.\Is her opponent that good? response:	The storm blasts...
context: but the other girls have also improved.\After all, they've been practicing with Ousaka to help make her Queen.\It's possible to become this good if you're motivated.\Akashi Girls' is now a team that's improving themselves for Ousaka's sake.\Youth... It brings a tear to my eye...\Megumu stopped providing vocal support.\Is her opponent that good?\The storm blasts... response:	I was a moment late.
context: After all, they've been practicing with Ousaka to help make her Queen.\It's possible to become this good if you're motivated.\Akashi Girls' is now a team that's improving themselves for Ousaka's sake.\Youth... It brings a tear to my eye...\Megumu stopped providing vocal support.\Is her opponent that good?\The storm blasts...\I was a moment late. response:	I need to do better... I need to do better...
