context: Kiss! response:	Wha...
context: It's like playing spot the difference or something.\Spot the difference?\Yeah.\So cold...\Closing my eyes and then opening them,\I keep finding things that are different from before.\Salt-flake snow.\Salt-flake snow! response:	And even more salt-flake snow!
context: Spot the difference?\Yeah.\So cold...\Closing my eyes and then opening them,\I keep finding things that are different from before.\Salt-flake snow.\Salt-flake snow!\And even more salt-flake snow! response:	What the hell?
context: Yeah.\So cold...\Closing my eyes and then opening them,\I keep finding things that are different from before.\Salt-flake snow.\Salt-flake snow!\And even more salt-flake snow!\What the hell? response:	You just keep pointing out the salt-flake snow.
context: So cold...\Closing my eyes and then opening them,\I keep finding things that are different from before.\Salt-flake snow.\Salt-flake snow!\And even more salt-flake snow!\What the hell?\You just keep pointing out the salt-flake snow. response:	Manaka!
context: Closing my eyes and then opening them,\I keep finding things that are different from before.\Salt-flake snow.\Salt-flake snow!\And even more salt-flake snow!\What the hell?\You just keep pointing out the salt-flake snow.\Manaka! response:	What are you doing?
context: I keep finding things that are different from before.\Salt-flake snow.\Salt-flake snow!\And even more salt-flake snow!\What the hell?\You just keep pointing out the salt-flake snow.\Manaka!\What are you doing? response:	Hii-kun.
context: Salt-flake snow.\Salt-flake snow!\And even more salt-flake snow!\What the hell?\You just keep pointing out the salt-flake snow.\Manaka!\What are you doing?\Hii-kun. response:	Hii-kun's being nice...
context: Salt-flake snow!\And even more salt-flake snow!\What the hell?\You just keep pointing out the salt-flake snow.\Manaka!\What are you doing?\Hii-kun.\Hii-kun's being nice... response:	Wha... I've always been nice!
context: And even more salt-flake snow!\What the hell?\You just keep pointing out the salt-flake snow.\Manaka!\What are you doing?\Hii-kun.\Hii-kun's being nice...\Wha... I've always been nice! response:	Hii-kun, your face is red.
context: What the hell?\You just keep pointing out the salt-flake snow.\Manaka!\What are you doing?\Hii-kun.\Hii-kun's being nice...\Wha... I've always been nice!\Hii-kun, your face is red. response:	Shut up!
context: You just keep pointing out the salt-flake snow.\Manaka!\What are you doing?\Hii-kun.\Hii-kun's being nice...\Wha... I've always been nice!\Hii-kun, your face is red.\Shut up! response:	Save me, Chii-chan!
context: Manaka!\What are you doing?\Hii-kun.\Hii-kun's being nice...\Wha... I've always been nice!\Hii-kun, your face is red.\Shut up!\Save me, Chii-chan! response:	Hey, there's salt-flake snow over there, too!
context: What are you doing?\Hii-kun.\Hii-kun's being nice...\Wha... I've always been nice!\Hii-kun, your face is red.\Shut up!\Save me, Chii-chan!\Hey, there's salt-flake snow over there, too! response:	Manaka, it's dangerous if you run.
context: Hii-kun.\Hii-kun's being nice...\Wha... I've always been nice!\Hii-kun, your face is red.\Shut up!\Save me, Chii-chan!\Hey, there's salt-flake snow over there, too!\Manaka, it's dangerous if you run. response:	What were we even trying so hard for?
context: Hii-kun's being nice...\Wha... I've always been nice!\Hii-kun, your face is red.\Shut up!\Save me, Chii-chan!\Hey, there's salt-flake snow over there, too!\Manaka, it's dangerous if you run.\What were we even trying so hard for? response:	Huh?
context: Wha... I've always been nice!\Hii-kun, your face is red.\Shut up!\Save me, Chii-chan!\Hey, there's salt-flake snow over there, too!\Manaka, it's dangerous if you run.\What were we even trying so hard for?\Huh? response:	I mean, Manaka woke up even without
context: Hii-kun, your face is red.\Shut up!\Save me, Chii-chan!\Hey, there's salt-flake snow over there, too!\Manaka, it's dangerous if you run.\What were we even trying so hard for?\Huh?\I mean, Manaka woke up even without response:	the help of Uroko-sama's powers.
context: Shut up!\Save me, Chii-chan!\Hey, there's salt-flake snow over there, too!\Manaka, it's dangerous if you run.\What were we even trying so hard for?\Huh?\I mean, Manaka woke up even without\the help of Uroko-sama's powers. response:	It all worked out in the end.
context: Save me, Chii-chan!\Hey, there's salt-flake snow over there, too!\Manaka, it's dangerous if you run.\What were we even trying so hard for?\Huh?\I mean, Manaka woke up even without\the help of Uroko-sama's powers.\It all worked out in the end. response:	Yeah, but it was sort of anticlimactic.
context: Hey, there's salt-flake snow over there, too!\Manaka, it's dangerous if you run.\What were we even trying so hard for?\Huh?\I mean, Manaka woke up even without\the help of Uroko-sama's powers.\It all worked out in the end.\Yeah, but it was sort of anticlimactic. response:	Considering Manaka's like that.
context: Manaka, it's dangerous if you run.\What were we even trying so hard for?\Huh?\I mean, Manaka woke up even without\the help of Uroko-sama's powers.\It all worked out in the end.\Yeah, but it was sort of anticlimactic.\Considering Manaka's like that. response:	Manaka!
context: What were we even trying so hard for?\Huh?\I mean, Manaka woke up even without\the help of Uroko-sama's powers.\It all worked out in the end.\Yeah, but it was sort of anticlimactic.\Considering Manaka's like that.\Manaka! response:	She's so full of energy...
context: Huh?\I mean, Manaka woke up even without\the help of Uroko-sama's powers.\It all worked out in the end.\Yeah, but it was sort of anticlimactic.\Considering Manaka's like that.\Manaka!\She's so full of energy... response:	Chii-chan, look!
context: I mean, Manaka woke up even without\the help of Uroko-sama's powers.\It all worked out in the end.\Yeah, but it was sort of anticlimactic.\Considering Manaka's like that.\Manaka!\She's so full of energy...\Chii-chan, look! response:	And she just woke up yesterday.
context: the help of Uroko-sama's powers.\It all worked out in the end.\Yeah, but it was sort of anticlimactic.\Considering Manaka's like that.\Manaka!\She's so full of energy...\Chii-chan, look!\And she just woke up yesterday. response:	How were you, Hikari?
context: It all worked out in the end.\Yeah, but it was sort of anticlimactic.\Considering Manaka's like that.\Manaka!\She's so full of energy...\Chii-chan, look!\And she just woke up yesterday.\How were you, Hikari? response:	When you first woke up.
context: Yeah, but it was sort of anticlimactic.\Considering Manaka's like that.\Manaka!\She's so full of energy...\Chii-chan, look!\And she just woke up yesterday.\How were you, Hikari?\When you first woke up. response:	I was scared.
context: Considering Manaka's like that.\Manaka!\She's so full of energy...\Chii-chan, look!\And she just woke up yesterday.\How were you, Hikari?\When you first woke up.\I was scared. response:	The town looked familiar,
context: Manaka!\She's so full of energy...\Chii-chan, look!\And she just woke up yesterday.\How were you, Hikari?\When you first woke up.\I was scared.\The town looked familiar, response:	but everything was just slightly off.
context: She's so full of energy...\Chii-chan, look!\And she just woke up yesterday.\How were you, Hikari?\When you first woke up.\I was scared.\The town looked familiar,\but everything was just slightly off. response:	I didn't know what I was going to do if everything looked the same,
context: Chii-chan, look!\And she just woke up yesterday.\How were you, Hikari?\When you first woke up.\I was scared.\The town looked familiar,\but everything was just slightly off.\I didn't know what I was going to do if everything looked the same, response:	but I didn't know anyone.
context: And she just woke up yesterday.\How were you, Hikari?\When you first woke up.\I was scared.\The town looked familiar,\but everything was just slightly off.\I didn't know what I was going to do if everything looked the same,\but I didn't know anyone. response:	I was really scared.
context: How were you, Hikari?\When you first woke up.\I was scared.\The town looked familiar,\but everything was just slightly off.\I didn't know what I was going to do if everything looked the same,\but I didn't know anyone.\I was really scared. response:	I don't want to see any more things that've changed!
context: When you first woke up.\I was scared.\The town looked familiar,\but everything was just slightly off.\I didn't know what I was going to do if everything looked the same,\but I didn't know anyone.\I was really scared.\I don't want to see any more things that've changed! response:	I don't want to think about all of this!
context: I was scared.\The town looked familiar,\but everything was just slightly off.\I didn't know what I was going to do if everything looked the same,\but I didn't know anyone.\I was really scared.\I don't want to see any more things that've changed!\I don't want to think about all of this! response:	I don't want to know!
context: The town looked familiar,\but everything was just slightly off.\I didn't know what I was going to do if everything looked the same,\but I didn't know anyone.\I was really scared.\I don't want to see any more things that've changed!\I don't want to think about all of this!\I don't want to know! response:	There!
context: but everything was just slightly off.\I didn't know what I was going to do if everything looked the same,\but I didn't know anyone.\I was really scared.\I don't want to see any more things that've changed!\I don't want to think about all of this!\I don't want to know!\There! response:	I wonder how she can laugh so much.
context: I didn't know what I was going to do if everything looked the same,\but I didn't know anyone.\I was really scared.\I don't want to see any more things that've changed!\I don't want to think about all of this!\I don't want to know!\There!\I wonder how she can laugh so much. response:	I think it's because you're here, Hikari.
context: but I didn't know anyone.\I was really scared.\I don't want to see any more things that've changed!\I don't want to think about all of this!\I don't want to know!\There!\I wonder how she can laugh so much.\I think it's because you're here, Hikari. response:	Huh?
context: I was really scared.\I don't want to see any more things that've changed!\I don't want to think about all of this!\I don't want to know!\There!\I wonder how she can laugh so much.\I think it's because you're here, Hikari.\Huh? response:	And we are, too.
context: I don't want to see any more things that've changed!\I don't want to think about all of this!\I don't want to know!\There!\I wonder how she can laugh so much.\I think it's because you're here, Hikari.\Huh?\And we are, too. response:	And I thought she'd want to go see him first.
context: I don't want to think about all of this!\I don't want to know!\There!\I wonder how she can laugh so much.\I think it's because you're here, Hikari.\Huh?\And we are, too.\And I thought she'd want to go see him first. response:	She says she doesn't remember.
context: I don't want to know!\There!\I wonder how she can laugh so much.\I think it's because you're here, Hikari.\Huh?\And we are, too.\And I thought she'd want to go see him first.\She says she doesn't remember. response:	Wake up Manaka
context: There!\I wonder how she can laugh so much.\I think it's because you're here, Hikari.\Huh?\And we are, too.\And I thought she'd want to go see him first.\She says she doesn't remember.\Wake up Manaka response:	You...
context: I wonder how she can laugh so much.\I think it's because you're here, Hikari.\Huh?\And we are, too.\And I thought she'd want to go see him first.\She says she doesn't remember.\Wake up Manaka\You... response:	Right before the Ofunehiki...
context: I think it's because you're here, Hikari.\Huh?\And we are, too.\And I thought she'd want to go see him first.\She says she doesn't remember.\Wake up Manaka\You...\Right before the Ofunehiki... response:	No. What happened after the Ofunehiki?
context: Huh?\And we are, too.\And I thought she'd want to go see him first.\She says she doesn't remember.\Wake up Manaka\You...\Right before the Ofunehiki...\No. What happened after the Ofunehiki? response:	You were pulled down to the bottom of the sea... after that.
context: And we are, too.\And I thought she'd want to go see him first.\She says she doesn't remember.\Wake up Manaka\You...\Right before the Ofunehiki...\No. What happened after the Ofunehiki?\You were pulled down to the bottom of the sea... after that. response:	Um...
context: And I thought she'd want to go see him first.\She says she doesn't remember.\Wake up Manaka\You...\Right before the Ofunehiki...\No. What happened after the Ofunehiki?\You were pulled down to the bottom of the sea... after that.\Um... response:	I think... I heard someone's voice...
context: She says she doesn't remember.\Wake up Manaka\You...\Right before the Ofunehiki...\No. What happened after the Ofunehiki?\You were pulled down to the bottom of the sea... after that.\Um...\I think... I heard someone's voice... response:	A voice?
context: Wake up Manaka\You...\Right before the Ofunehiki...\No. What happened after the Ofunehiki?\You were pulled down to the bottom of the sea... after that.\Um...\I think... I heard someone's voice...\A voice? response:	Whose voice was it? Was it Uroko-sama's?
context: You...\Right before the Ofunehiki...\No. What happened after the Ofunehiki?\You were pulled down to the bottom of the sea... after that.\Um...\I think... I heard someone's voice...\A voice?\Whose voice was it? Was it Uroko-sama's? response:	It wasn't Uroko-sama's voice...
context: Right before the Ofunehiki...\No. What happened after the Ofunehiki?\You were pulled down to the bottom of the sea... after that.\Um...\I think... I heard someone's voice...\A voice?\Whose voice was it? Was it Uroko-sama's?\It wasn't Uroko-sama's voice... response:	Was it the Sea God?
context: No. What happened after the Ofunehiki?\You were pulled down to the bottom of the sea... after that.\Um...\I think... I heard someone's voice...\A voice?\Whose voice was it? Was it Uroko-sama's?\It wasn't Uroko-sama's voice...\Was it the Sea God? response:	It could have been...
context: You were pulled down to the bottom of the sea... after that.\Um...\I think... I heard someone's voice...\A voice?\Whose voice was it? Was it Uroko-sama's?\It wasn't Uroko-sama's voice...\Was it the Sea God?\It could have been... response:	Did you see him?
context: Um...\I think... I heard someone's voice...\A voice?\Whose voice was it? Was it Uroko-sama's?\It wasn't Uroko-sama's voice...\Was it the Sea God?\It could have been...\Did you see him? response:	Did you meet him?
context: I think... I heard someone's voice...\A voice?\Whose voice was it? Was it Uroko-sama's?\It wasn't Uroko-sama's voice...\Was it the Sea God?\It could have been...\Did you see him?\Did you meet him? response:	I don't remember.
context: A voice?\Whose voice was it? Was it Uroko-sama's?\It wasn't Uroko-sama's voice...\Was it the Sea God?\It could have been...\Did you see him?\Did you meet him?\I don't remember. response:	I think they said they'd give me something
context: Whose voice was it? Was it Uroko-sama's?\It wasn't Uroko-sama's voice...\Was it the Sea God?\It could have been...\Did you see him?\Did you meet him?\I don't remember.\I think they said they'd give me something response:	or they asked me to give them something...
context: It wasn't Uroko-sama's voice...\Was it the Sea God?\It could have been...\Did you see him?\Did you meet him?\I don't remember.\I think they said they'd give me something\or they asked me to give them something... response:	Give them what?
context: Was it the Sea God?\It could have been...\Did you see him?\Did you meet him?\I don't remember.\I think they said they'd give me something\or they asked me to give them something...\Give them what? response:	I don't know...
context: It could have been...\Did you see him?\Did you meet him?\I don't remember.\I think they said they'd give me something\or they asked me to give them something...\Give them what?\I don't know... response:	Wait! Manaka, wait!
context: Did you see him?\Did you meet him?\I don't remember.\I think they said they'd give me something\or they asked me to give them something...\Give them what?\I don't know...\Wait! Manaka, wait! response:	The school's...
context: Did you meet him?\I don't remember.\I think they said they'd give me something\or they asked me to give them something...\Give them what?\I don't know...\Wait! Manaka, wait!\The school's... response:	So fluffy!
context: I don't remember.\I think they said they'd give me something\or they asked me to give them something...\Give them what?\I don't know...\Wait! Manaka, wait!\The school's...\So fluffy! response:	She doesn't have Ena anymore...
context: I think they said they'd give me something\or they asked me to give them something...\Give them what?\I don't know...\Wait! Manaka, wait!\The school's...\So fluffy!\She doesn't have Ena anymore... response:	She can't go back to the sea... so why?
context: or they asked me to give them something...\Give them what?\I don't know...\Wait! Manaka, wait!\The school's...\So fluffy!\She doesn't have Ena anymore...\She can't go back to the sea... so why? response:	Hikari...
context: Give them what?\I don't know...\Wait! Manaka, wait!\The school's...\So fluffy!\She doesn't have Ena anymore...\She can't go back to the sea... so why?\Hikari... response:	But it's true.
context: I don't know...\Wait! Manaka, wait!\The school's...\So fluffy!\She doesn't have Ena anymore...\She can't go back to the sea... so why?\Hikari...\But it's true. response:	So why is she...
context: Wait! Manaka, wait!\The school's...\So fluffy!\She doesn't have Ena anymore...\She can't go back to the sea... so why?\Hikari...\But it's true.\So why is she... response:	That's Manaka for you.
context: The school's...\So fluffy!\She doesn't have Ena anymore...\She can't go back to the sea... so why?\Hikari...\But it's true.\So why is she...\That's Manaka for you. response:	Yeah...
context: So fluffy!\She doesn't have Ena anymore...\She can't go back to the sea... so why?\Hikari...\But it's true.\So why is she...\That's Manaka for you.\Yeah... response:	You're right.
context: She doesn't have Ena anymore...\She can't go back to the sea... so why?\Hikari...\But it's true.\So why is she...\That's Manaka for you.\Yeah...\You're right. response:	This part is my side!
context: She can't go back to the sea... so why?\Hikari...\But it's true.\So why is she...\That's Manaka for you.\Yeah...\You're right.\This part is my side! response:	Hey! Then I'll do it, too.
context: Hikari...\But it's true.\So why is she...\That's Manaka for you.\Yeah...\You're right.\This part is my side!\Hey! Then I'll do it, too. response:	Nope! You can't have that part anymore!
context: But it's true.\So why is she...\That's Manaka for you.\Yeah...\You're right.\This part is my side!\Hey! Then I'll do it, too.\Nope! You can't have that part anymore! response:	This, this, this, and this are all mine!
context: So why is she...\That's Manaka for you.\Yeah...\You're right.\This part is my side!\Hey! Then I'll do it, too.\Nope! You can't have that part anymore!\This, this, this, and this are all mine! response:	No! You can't have all of it!
context: That's Manaka for you.\Yeah...\You're right.\This part is my side!\Hey! Then I'll do it, too.\Nope! You can't have that part anymore!\This, this, this, and this are all mine!\No! You can't have all of it! response:	What are you doing?
context: Yeah...\You're right.\This part is my side!\Hey! Then I'll do it, too.\Nope! You can't have that part anymore!\This, this, this, and this are all mine!\No! You can't have all of it!\What are you doing? response:	Huh?
context: You're right.\This part is my side!\Hey! Then I'll do it, too.\Nope! You can't have that part anymore!\This, this, this, and this are all mine!\No! You can't have all of it!\What are you doing?\Huh? response:	Huh? You...
context: This part is my side!\Hey! Then I'll do it, too.\Nope! You can't have that part anymore!\This, this, this, and this are all mine!\No! You can't have all of it!\What are you doing?\Huh?\Huh? You... response:	What the heck?
context: Hey! Then I'll do it, too.\Nope! You can't have that part anymore!\This, this, this, and this are all mine!\No! You can't have all of it!\What are you doing?\Huh?\Huh? You...\What the heck? response:	Coming to school on Sunday doesn't make any sense.
context: Nope! You can't have that part anymore!\This, this, this, and this are all mine!\No! You can't have all of it!\What are you doing?\Huh?\Huh? You...\What the heck?\Coming to school on Sunday doesn't make any sense. response:	Look who's talking. What are you doing here?
context: This, this, this, and this are all mine!\No! You can't have all of it!\What are you doing?\Huh?\Huh? You...\What the heck?\Coming to school on Sunday doesn't make any sense.\Look who's talking. What are you doing here? response:	What?
context: No! You can't have all of it!\What are you doing?\Huh?\Huh? You...\What the heck?\Coming to school on Sunday doesn't make any sense.\Look who's talking. What are you doing here?\What? response:	S-Studying!
context: What are you doing?\Huh?\Huh? You...\What the heck?\Coming to school on Sunday doesn't make any sense.\Look who's talking. What are you doing here?\What?\S-Studying! response:	Wha?
context: Huh?\Huh? You...\What the heck?\Coming to school on Sunday doesn't make any sense.\Look who's talking. What are you doing here?\What?\S-Studying!\Wha? response:	I thought I'd study for some tests.
context: Huh? You...\What the heck?\Coming to school on Sunday doesn't make any sense.\Look who's talking. What are you doing here?\What?\S-Studying!\Wha?\I thought I'd study for some tests. response:	Didn't you know? Finals are next week.
context: What the heck?\Coming to school on Sunday doesn't make any sense.\Look who's talking. What are you doing here?\What?\S-Studying!\Wha?\I thought I'd study for some tests.\Didn't you know? Finals are next week. response:	You're talking about tests all the sudden?
context: Coming to school on Sunday doesn't make any sense.\Look who's talking. What are you doing here?\What?\S-Studying!\Wha?\I thought I'd study for some tests.\Didn't you know? Finals are next week.\You're talking about tests all the sudden? response:	Well, studying is important!
context: Look who's talking. What are you doing here?\What?\S-Studying!\Wha?\I thought I'd study for some tests.\Didn't you know? Finals are next week.\You're talking about tests all the sudden?\Well, studying is important! response:	Very important.
context: What?\S-Studying!\Wha?\I thought I'd study for some tests.\Didn't you know? Finals are next week.\You're talking about tests all the sudden?\Well, studying is important!\Very important. response:	What were you guys studying?
context: S-Studying!\Wha?\I thought I'd study for some tests.\Didn't you know? Finals are next week.\You're talking about tests all the sudden?\Well, studying is important!\Very important.\What were you guys studying? response:	In math, we're learning simultaneous equations,
context: Wha?\I thought I'd study for some tests.\Didn't you know? Finals are next week.\You're talking about tests all the sudden?\Well, studying is important!\Very important.\What were you guys studying?\In math, we're learning simultaneous equations, response:	and in English, we're learning conjunctions and verbal nouns.
context: I thought I'd study for some tests.\Didn't you know? Finals are next week.\You're talking about tests all the sudden?\Well, studying is important!\Very important.\What were you guys studying?\In math, we're learning simultaneous equations,\and in English, we're learning conjunctions and verbal nouns. response:	Wow, I suck at both.
context: Didn't you know? Finals are next week.\You're talking about tests all the sudden?\Well, studying is important!\Very important.\What were you guys studying?\In math, we're learning simultaneous equations,\and in English, we're learning conjunctions and verbal nouns.\Wow, I suck at both. response:	Man, talk about a downer.
context: You're talking about tests all the sudden?\Well, studying is important!\Very important.\What were you guys studying?\In math, we're learning simultaneous equations,\and in English, we're learning conjunctions and verbal nouns.\Wow, I suck at both.\Man, talk about a downer. response:	Other than arithmetic,
context: Well, studying is important!\Very important.\What were you guys studying?\In math, we're learning simultaneous equations,\and in English, we're learning conjunctions and verbal nouns.\Wow, I suck at both.\Man, talk about a downer.\Other than arithmetic, response:	you don't really use math anyway.
context: Very important.\What were you guys studying?\In math, we're learning simultaneous equations,\and in English, we're learning conjunctions and verbal nouns.\Wow, I suck at both.\Man, talk about a downer.\Other than arithmetic,\you don't really use math anyway. response:	Yeah, that'd be the idiot's excuse.
context: What were you guys studying?\In math, we're learning simultaneous equations,\and in English, we're learning conjunctions and verbal nouns.\Wow, I suck at both.\Man, talk about a downer.\Other than arithmetic,\you don't really use math anyway.\Yeah, that'd be the idiot's excuse. response:	Wha?!
context: In math, we're learning simultaneous equations,\and in English, we're learning conjunctions and verbal nouns.\Wow, I suck at both.\Man, talk about a downer.\Other than arithmetic,\you don't really use math anyway.\Yeah, that'd be the idiot's excuse.\Wha?! response:	Yeah, definitely an excuse.
context: and in English, we're learning conjunctions and verbal nouns.\Wow, I suck at both.\Man, talk about a downer.\Other than arithmetic,\you don't really use math anyway.\Yeah, that'd be the idiot's excuse.\Wha?!\Yeah, definitely an excuse. response:	What?
context: Wow, I suck at both.\Man, talk about a downer.\Other than arithmetic,\you don't really use math anyway.\Yeah, that'd be the idiot's excuse.\Wha?!\Yeah, definitely an excuse.\What? response:	I think studying is important, too.
context: Man, talk about a downer.\Other than arithmetic,\you don't really use math anyway.\Yeah, that'd be the idiot's excuse.\Wha?!\Yeah, definitely an excuse.\What?\I think studying is important, too. response:	You're gonna say that?
context: Other than arithmetic,\you don't really use math anyway.\Yeah, that'd be the idiot's excuse.\Wha?!\Yeah, definitely an excuse.\What?\I think studying is important, too.\You're gonna say that? response:	What?
context: you don't really use math anyway.\Yeah, that'd be the idiot's excuse.\Wha?!\Yeah, definitely an excuse.\What?\I think studying is important, too.\You're gonna say that?\What? response:	It is important, isn't it, Chii-chan?
context: Yeah, that'd be the idiot's excuse.\Wha?!\Yeah, definitely an excuse.\What?\I think studying is important, too.\You're gonna say that?\What?\It is important, isn't it, Chii-chan? response:	It probably would be better to study properly.
context: Wha?!\Yeah, definitely an excuse.\What?\I think studying is important, too.\You're gonna say that?\What?\It is important, isn't it, Chii-chan?\It probably would be better to study properly. response:	See?
context: Yeah, definitely an excuse.\What?\I think studying is important, too.\You're gonna say that?\What?\It is important, isn't it, Chii-chan?\It probably would be better to study properly.\See? response:	It'll be too late to regret it later.
context: What?\I think studying is important, too.\You're gonna say that?\What?\It is important, isn't it, Chii-chan?\It probably would be better to study properly.\See?\It'll be too late to regret it later. response:	Too late.
context: I think studying is important, too.\You're gonna say that?\What?\It is important, isn't it, Chii-chan?\It probably would be better to study properly.\See?\It'll be too late to regret it later.\Too late. response:	Oh, I have to start heading to the hospital.
context: You're gonna say that?\What?\It is important, isn't it, Chii-chan?\It probably would be better to study properly.\See?\It'll be too late to regret it later.\Too late.\Oh, I have to start heading to the hospital. response:	The hospital?
context: What?\It is important, isn't it, Chii-chan?\It probably would be better to study properly.\See?\It'll be too late to regret it later.\Too late.\Oh, I have to start heading to the hospital.\The hospital? response:	Tsumugu's grandfather is in the hospital.
context: It is important, isn't it, Chii-chan?\It probably would be better to study properly.\See?\It'll be too late to regret it later.\Too late.\Oh, I have to start heading to the hospital.\The hospital?\Tsumugu's grandfather is in the hospital. response:	What?
context: It probably would be better to study properly.\See?\It'll be too late to regret it later.\Too late.\Oh, I have to start heading to the hospital.\The hospital?\Tsumugu's grandfather is in the hospital.\What? response:	He's pretty old now, and a lot's happened...
context: See?\It'll be too late to regret it later.\Too late.\Oh, I have to start heading to the hospital.\The hospital?\Tsumugu's grandfather is in the hospital.\What?\He's pretty old now, and a lot's happened... response:	Oh, yeah.
context: It'll be too late to regret it later.\Too late.\Oh, I have to start heading to the hospital.\The hospital?\Tsumugu's grandfather is in the hospital.\What?\He's pretty old now, and a lot's happened...\Oh, yeah. response:	Eat these. Sayama-kun gave them to us.
context: Too late.\Oh, I have to start heading to the hospital.\The hospital?\Tsumugu's grandfather is in the hospital.\What?\He's pretty old now, and a lot's happened...\Oh, yeah.\Eat these. Sayama-kun gave them to us. response:	Salt Cream Puffs Full of Minerals and made with salt from Oshiooshi
context: Oh, I have to start heading to the hospital.\The hospital?\Tsumugu's grandfather is in the hospital.\What?\He's pretty old now, and a lot's happened...\Oh, yeah.\Eat these. Sayama-kun gave them to us.\Salt Cream Puffs Full of Minerals and made with salt from Oshiooshi response:	Wow...
context: The hospital?\Tsumugu's grandfather is in the hospital.\What?\He's pretty old now, and a lot's happened...\Oh, yeah.\Eat these. Sayama-kun gave them to us.\Salt Cream Puffs Full of Minerals and made with salt from Oshiooshi\Wow... response:	There's just enough.
context: Tsumugu's grandfather is in the hospital.\What?\He's pretty old now, and a lot's happened...\Oh, yeah.\Eat these. Sayama-kun gave them to us.\Salt Cream Puffs Full of Minerals and made with salt from Oshiooshi\Wow...\There's just enough. response:	Chisaki-san's so nice!
context: What?\He's pretty old now, and a lot's happened...\Oh, yeah.\Eat these. Sayama-kun gave them to us.\Salt Cream Puffs Full of Minerals and made with salt from Oshiooshi\Wow...\There's just enough.\Chisaki-san's so nice! response:	Yeah.
context: He's pretty old now, and a lot's happened...\Oh, yeah.\Eat these. Sayama-kun gave them to us.\Salt Cream Puffs Full of Minerals and made with salt from Oshiooshi\Wow...\There's just enough.\Chisaki-san's so nice!\Yeah. response:	Who wants one?
context: Oh, yeah.\Eat these. Sayama-kun gave them to us.\Salt Cream Puffs Full of Minerals and made with salt from Oshiooshi\Wow...\There's just enough.\Chisaki-san's so nice!\Yeah.\Who wants one? response:	I do! You want one, too, right?
context: Eat these. Sayama-kun gave them to us.\Salt Cream Puffs Full of Minerals and made with salt from Oshiooshi\Wow...\There's just enough.\Chisaki-san's so nice!\Yeah.\Who wants one?\I do! You want one, too, right? response:	I do.
context: Salt Cream Puffs Full of Minerals and made with salt from Oshiooshi\Wow...\There's just enough.\Chisaki-san's so nice!\Yeah.\Who wants one?\I do! You want one, too, right?\I do. response:	I do!
context: Wow...\There's just enough.\Chisaki-san's so nice!\Yeah.\Who wants one?\I do! You want one, too, right?\I do.\I do! response:	Totally!
context: There's just enough.\Chisaki-san's so nice!\Yeah.\Who wants one?\I do! You want one, too, right?\I do.\I do!\Totally! response:	I didn't think you were here yet.
context: Chisaki-san's so nice!\Yeah.\Who wants one?\I do! You want one, too, right?\I do.\I do!\Totally!\I didn't think you were here yet. response:	Oh... well, I had a little time.
context: Yeah.\Who wants one?\I do! You want one, too, right?\I do.\I do!\Totally!\I didn't think you were here yet.\Oh... well, I had a little time. response:	What about you?
context: Who wants one?\I do! You want one, too, right?\I do.\I do!\Totally!\I didn't think you were here yet.\Oh... well, I had a little time.\What about you? response:	Yeah. I finished up early.
context: I do! You want one, too, right?\I do.\I do!\Totally!\I didn't think you were here yet.\Oh... well, I had a little time.\What about you?\Yeah. I finished up early. response:	Then you should have gone to see Manaka.
context: I do.\I do!\Totally!\I didn't think you were here yet.\Oh... well, I had a little time.\What about you?\Yeah. I finished up early.\Then you should have gone to see Manaka. response:	I thought if she saw too much, she'd probably get tired.
context: I do!\Totally!\I didn't think you were here yet.\Oh... well, I had a little time.\What about you?\Yeah. I finished up early.\Then you should have gone to see Manaka.\I thought if she saw too much, she'd probably get tired. response:	What's that supposed to mean?
context: Totally!\I didn't think you were here yet.\Oh... well, I had a little time.\What about you?\Yeah. I finished up early.\Then you should have gone to see Manaka.\I thought if she saw too much, she'd probably get tired.\What's that supposed to mean? response:	How was Mukaido?
context: I didn't think you were here yet.\Oh... well, I had a little time.\What about you?\Yeah. I finished up early.\Then you should have gone to see Manaka.\I thought if she saw too much, she'd probably get tired.\What's that supposed to mean?\How was Mukaido? response:	She's good.
context: Oh... well, I had a little time.\What about you?\Yeah. I finished up early.\Then you should have gone to see Manaka.\I thought if she saw too much, she'd probably get tired.\What's that supposed to mean?\How was Mukaido?\She's good. response:	She was so full of energy it surprised me.
context: What about you?\Yeah. I finished up early.\Then you should have gone to see Manaka.\I thought if she saw too much, she'd probably get tired.\What's that supposed to mean?\How was Mukaido?\She's good.\She was so full of energy it surprised me. response:	She said she'll come visit soon.
context: Yeah. I finished up early.\Then you should have gone to see Manaka.\I thought if she saw too much, she'd probably get tired.\What's that supposed to mean?\How was Mukaido?\She's good.\She was so full of energy it surprised me.\She said she'll come visit soon. response:	I see...
context: Then you should have gone to see Manaka.\I thought if she saw too much, she'd probably get tired.\What's that supposed to mean?\How was Mukaido?\She's good.\She was so full of energy it surprised me.\She said she'll come visit soon.\I see... response:	Want a tangerine?
context: I thought if she saw too much, she'd probably get tired.\What's that supposed to mean?\How was Mukaido?\She's good.\She was so full of energy it surprised me.\She said she'll come visit soon.\I see...\Want a tangerine? response:	Sure.
context: What's that supposed to mean?\How was Mukaido?\She's good.\She was so full of energy it surprised me.\She said she'll come visit soon.\I see...\Want a tangerine?\Sure. response:	There's coffee jelly, too.
