context: That was pretty good, Hinata. response:	You bastard!
context: we score instead.\That breaks their spirit, and boosts our morale.\It's the ultimate defense, the fastest offense.\That's what you call...\Iron Wall of Date\Nice block.\Nice, Aone.\A high, fast, and expansive wall... response:	Truly...
context: That breaks their spirit, and boosts our morale.\It's the ultimate defense, the fastest offense.\That's what you call...\Iron Wall of Date\Nice block.\Nice, Aone.\A high, fast, and expansive wall...\Truly... response:	Damn it.
context: It's the ultimate defense, the fastest offense.\That's what you call...\Iron Wall of Date\Nice block.\Nice, Aone.\A high, fast, and expansive wall...\Truly...\Damn it. response:	Don't worry about it. On to the next.
context: That's what you call...\Iron Wall of Date\Nice block.\Nice, Aone.\A high, fast, and expansive wall...\Truly...\Damn it.\Don't worry about it. On to the next. response:	Huh?
context: Iron Wall of Date\Nice block.\Nice, Aone.\A high, fast, and expansive wall...\Truly...\Damn it.\Don't worry about it. On to the next.\Huh? response:	We'll definitely score with the next one.
context: Nice block.\Nice, Aone.\A high, fast, and expansive wall...\Truly...\Damn it.\Don't worry about it. On to the next.\Huh?\We'll definitely score with the next one. response:	Definitely?
context: Nice, Aone.\A high, fast, and expansive wall...\Truly...\Damn it.\Don't worry about it. On to the next.\Huh?\We'll definitely score with the next one.\Definitely? response:	Are we doing it?
context: A high, fast, and expansive wall...\Truly...\Damn it.\Don't worry about it. On to the next.\Huh?\We'll definitely score with the next one.\Definitely?\Are we doing it? response:	Are we gonna zoom? Are we?
context: Truly...\Damn it.\Don't worry about it. On to the next.\Huh?\We'll definitely score with the next one.\Definitely?\Are we doing it?\Are we gonna zoom? Are we? response:	It's about time.
context: Damn it.\Don't worry about it. On to the next.\Huh?\We'll definitely score with the next one.\Definitely?\Are we doing it?\Are we gonna zoom? Are we?\It's about time. response:	Do your best jump, go as fast as you can,
context: Don't worry about it. On to the next.\Huh?\We'll definitely score with the next one.\Definitely?\Are we doing it?\Are we gonna zoom? Are we?\It's about time.\Do your best jump, go as fast as you can, response:	and fly.
context: Huh?\We'll definitely score with the next one.\Definitely?\Are we doing it?\Are we gonna zoom? Are we?\It's about time.\Do your best jump, go as fast as you can,\and fly. response:	I'll get the ball...
context: We'll definitely score with the next one.\Definitely?\Are we doing it?\Are we gonna zoom? Are we?\It's about time.\Do your best jump, go as fast as you can,\and fly.\I'll get the ball... response:	Commercial break
context: Definitely?\Are we doing it?\Are we gonna zoom? Are we?\It's about time.\Do your best jump, go as fast as you can,\and fly.\I'll get the ball...\Commercial break response:	Karasuno's fastest attacker is probably that 10.
context: Are we doing it?\Are we gonna zoom? Are we?\It's about time.\Do your best jump, go as fast as you can,\and fly.\I'll get the ball...\Commercial break\Karasuno's fastest attacker is probably that 10. response:	He knows his quicks are up against our wall,
context: Are we gonna zoom? Are we?\It's about time.\Do your best jump, go as fast as you can,\and fly.\I'll get the ball...\Commercial break\Karasuno's fastest attacker is probably that 10.\He knows his quicks are up against our wall, response:	so why doesn't he appear nervous?
context: It's about time.\Do your best jump, go as fast as you can,\and fly.\I'll get the ball...\Commercial break\Karasuno's fastest attacker is probably that 10.\He knows his quicks are up against our wall,\so why doesn't he appear nervous? response:	When we faced Nekoma,
context: Do your best jump, go as fast as you can,\and fly.\I'll get the ball...\Commercial break\Karasuno's fastest attacker is probably that 10.\He knows his quicks are up against our wall,\so why doesn't he appear nervous?\When we faced Nekoma, response:	our freak quicks got blocked. Why is that?
context: and fly.\I'll get the ball...\Commercial break\Karasuno's fastest attacker is probably that 10.\He knows his quicks are up against our wall,\so why doesn't he appear nervous?\When we faced Nekoma,\our freak quicks got blocked. Why is that? response:	I know. Because Inuoka was awesome.
context: I'll get the ball...\Commercial break\Karasuno's fastest attacker is probably that 10.\He knows his quicks are up against our wall,\so why doesn't he appear nervous?\When we faced Nekoma,\our freak quicks got blocked. Why is that?\I know. Because Inuoka was awesome. response:	Well... sure, let's assume that's true.
context: Commercial break\Karasuno's fastest attacker is probably that 10.\He knows his quicks are up against our wall,\so why doesn't he appear nervous?\When we faced Nekoma,\our freak quicks got blocked. Why is that?\I know. Because Inuoka was awesome.\Well... sure, let's assume that's true. response:	It's because Nekoma's middle blocker got accustomed to Hinata's moves.
context: Karasuno's fastest attacker is probably that 10.\He knows his quicks are up against our wall,\so why doesn't he appear nervous?\When we faced Nekoma,\our freak quicks got blocked. Why is that?\I know. Because Inuoka was awesome.\Well... sure, let's assume that's true.\It's because Nekoma's middle blocker got accustomed to Hinata's moves. response:	That's right. He got used to it.
context: He knows his quicks are up against our wall,\so why doesn't he appear nervous?\When we faced Nekoma,\our freak quicks got blocked. Why is that?\I know. Because Inuoka was awesome.\Well... sure, let's assume that's true.\It's because Nekoma's middle blocker got accustomed to Hinata's moves.\That's right. He got used to it. response:	But I also think it's because Nekoma had a really smart player.
context: so why doesn't he appear nervous?\When we faced Nekoma,\our freak quicks got blocked. Why is that?\I know. Because Inuoka was awesome.\Well... sure, let's assume that's true.\It's because Nekoma's middle blocker got accustomed to Hinata's moves.\That's right. He got used to it.\But I also think it's because Nekoma had a really smart player. response:	It was
context: When we faced Nekoma,\our freak quicks got blocked. Why is that?\I know. Because Inuoka was awesome.\Well... sure, let's assume that's true.\It's because Nekoma's middle blocker got accustomed to Hinata's moves.\That's right. He got used to it.\But I also think it's because Nekoma had a really smart player.\It was response:	probably the pudding-head.
context: our freak quicks got blocked. Why is that?\I know. Because Inuoka was awesome.\Well... sure, let's assume that's true.\It's because Nekoma's middle blocker got accustomed to Hinata's moves.\That's right. He got used to it.\But I also think it's because Nekoma had a really smart player.\It was\probably the pudding-head. response:	You mean Kenma?
context: I know. Because Inuoka was awesome.\Well... sure, let's assume that's true.\It's because Nekoma's middle blocker got accustomed to Hinata's moves.\That's right. He got used to it.\But I also think it's because Nekoma had a really smart player.\It was\probably the pudding-head.\You mean Kenma? response:	Kenma-san's caught a cold.
context: Well... sure, let's assume that's true.\It's because Nekoma's middle blocker got accustomed to Hinata's moves.\That's right. He got used to it.\But I also think it's because Nekoma had a really smart player.\It was\probably the pudding-head.\You mean Kenma?\Kenma-san's caught a cold. response:	Shut up, Inuoka. I don't have a cold.
context: It's because Nekoma's middle blocker got accustomed to Hinata's moves.\That's right. He got used to it.\But I also think it's because Nekoma had a really smart player.\It was\probably the pudding-head.\You mean Kenma?\Kenma-san's caught a cold.\Shut up, Inuoka. I don't have a cold. response:	To be honest, I never thought they'd regroup that fast.
context: That's right. He got used to it.\But I also think it's because Nekoma had a really smart player.\It was\probably the pudding-head.\You mean Kenma?\Kenma-san's caught a cold.\Shut up, Inuoka. I don't have a cold.\To be honest, I never thought they'd regroup that fast. response:	But fast or slow, any team will get used to our freak quick.
context: But I also think it's because Nekoma had a really smart player.\It was\probably the pudding-head.\You mean Kenma?\Kenma-san's caught a cold.\Shut up, Inuoka. I don't have a cold.\To be honest, I never thought they'd regroup that fast.\But fast or slow, any team will get used to our freak quick. response:	Your quicks are powerful weapons, but they aren't invincible.
context: It was\probably the pudding-head.\You mean Kenma?\Kenma-san's caught a cold.\Shut up, Inuoka. I don't have a cold.\To be honest, I never thought they'd regroup that fast.\But fast or slow, any team will get used to our freak quick.\Your quicks are powerful weapons, but they aren't invincible. response:	What matters is...
context: probably the pudding-head.\You mean Kenma?\Kenma-san's caught a cold.\Shut up, Inuoka. I don't have a cold.\To be honest, I never thought they'd regroup that fast.\But fast or slow, any team will get used to our freak quick.\Your quicks are powerful weapons, but they aren't invincible.\What matters is... response:	Karasuno Dateko
context: You mean Kenma?\Kenma-san's caught a cold.\Shut up, Inuoka. I don't have a cold.\To be honest, I never thought they'd regroup that fast.\But fast or slow, any team will get used to our freak quick.\Your quicks are powerful weapons, but they aren't invincible.\What matters is...\Karasuno Dateko response:	Ryu.
context: Kenma-san's caught a cold.\Shut up, Inuoka. I don't have a cold.\To be honest, I never thought they'd regroup that fast.\But fast or slow, any team will get used to our freak quick.\Your quicks are powerful weapons, but they aren't invincible.\What matters is...\Karasuno Dateko\Ryu. response:	All right.
context: Shut up, Inuoka. I don't have a cold.\To be honest, I never thought they'd regroup that fast.\But fast or slow, any team will get used to our freak quick.\Your quicks are powerful weapons, but they aren't invincible.\What matters is...\Karasuno Dateko\Ryu.\All right. response:	I don't care how fast your reflexes are...
context: To be honest, I never thought they'd regroup that fast.\But fast or slow, any team will get used to our freak quick.\Your quicks are powerful weapons, but they aren't invincible.\What matters is...\Karasuno Dateko\Ryu.\All right.\I don't care how fast your reflexes are... response:	Your read block won't be fast enough.
context: But fast or slow, any team will get used to our freak quick.\Your quicks are powerful weapons, but they aren't invincible.\What matters is...\Karasuno Dateko\Ryu.\All right.\I don't care how fast your reflexes are...\Your read block won't be fast enough. response:	What was that?
context: Your quicks are powerful weapons, but they aren't invincible.\What matters is...\Karasuno Dateko\Ryu.\All right.\I don't care how fast your reflexes are...\Your read block won't be fast enough.\What was that? response:	All right.
context: What matters is...\Karasuno Dateko\Ryu.\All right.\I don't care how fast your reflexes are...\Your read block won't be fast enough.\What was that?\All right. response:	Good.
context: Karasuno Dateko\Ryu.\All right.\I don't care how fast your reflexes are...\Your read block won't be fast enough.\What was that?\All right.\Good. response:	And there you have it. The monster quick!
context: Ryu.\All right.\I don't care how fast your reflexes are...\Your read block won't be fast enough.\What was that?\All right.\Good.\And there you have it. The monster quick! response:	It sure is powerful.
context: All right.\I don't care how fast your reflexes are...\Your read block won't be fast enough.\What was that?\All right.\Good.\And there you have it. The monster quick!\It sure is powerful. response:	It's scary. It's awful.
context: I don't care how fast your reflexes are...\Your read block won't be fast enough.\What was that?\All right.\Good.\And there you have it. The monster quick!\It sure is powerful.\It's scary. It's awful. response:	That genius gets on my nerves...
context: Your read block won't be fast enough.\What was that?\All right.\Good.\And there you have it. The monster quick!\It sure is powerful.\It's scary. It's awful.\That genius gets on my nerves... response:	What a reckless toss.
context: What was that?\All right.\Good.\And there you have it. The monster quick!\It sure is powerful.\It's scary. It's awful.\That genius gets on my nerves...\What a reckless toss. response:	He made a random toss to thwart Aone by brute force.
context: All right.\Good.\And there you have it. The monster quick!\It sure is powerful.\It's scary. It's awful.\That genius gets on my nerves...\What a reckless toss.\He made a random toss to thwart Aone by brute force. response:	But the spiker was there to hit it.
context: Good.\And there you have it. The monster quick!\It sure is powerful.\It's scary. It's awful.\That genius gets on my nerves...\What a reckless toss.\He made a random toss to thwart Aone by brute force.\But the spiker was there to hit it. response:	He must've spiked it by sheer luck.
context: And there you have it. The monster quick!\It sure is powerful.\It's scary. It's awful.\That genius gets on my nerves...\What a reckless toss.\He made a random toss to thwart Aone by brute force.\But the spiker was there to hit it.\He must've spiked it by sheer luck. response:	That 10...
context: It sure is powerful.\It's scary. It's awful.\That genius gets on my nerves...\What a reckless toss.\He made a random toss to thwart Aone by brute force.\But the spiker was there to hit it.\He must've spiked it by sheer luck.\That 10... response:	Do you know who he is?
context: It's scary. It's awful.\That genius gets on my nerves...\What a reckless toss.\He made a random toss to thwart Aone by brute force.\But the spiker was there to hit it.\He must've spiked it by sheer luck.\That 10...\Do you know who he is? response:	No. I never saw him in junior high tournaments, either.
context: That genius gets on my nerves...\What a reckless toss.\He made a random toss to thwart Aone by brute force.\But the spiker was there to hit it.\He must've spiked it by sheer luck.\That 10...\Do you know who he is?\No. I never saw him in junior high tournaments, either. response:	Was it luck or by design?
context: What a reckless toss.\He made a random toss to thwart Aone by brute force.\But the spiker was there to hit it.\He must've spiked it by sheer luck.\That 10...\Do you know who he is?\No. I never saw him in junior high tournaments, either.\Was it luck or by design? response:	We're counting on you, Tsukishima.
context: He made a random toss to thwart Aone by brute force.\But the spiker was there to hit it.\He must've spiked it by sheer luck.\That 10...\Do you know who he is?\No. I never saw him in junior high tournaments, either.\Was it luck or by design?\We're counting on you, Tsukishima. response:	Yes.
context: But the spiker was there to hit it.\He must've spiked it by sheer luck.\That 10...\Do you know who he is?\No. I never saw him in junior high tournaments, either.\Was it luck or by design?\We're counting on you, Tsukishima.\Yes. response:	King. Toss a little away from the net.
context: He must've spiked it by sheer luck.\That 10...\Do you know who he is?\No. I never saw him in junior high tournaments, either.\Was it luck or by design?\We're counting on you, Tsukishima.\Yes.\King. Toss a little away from the net. response:	I don't want to get blocked.
context: That 10...\Do you know who he is?\No. I never saw him in junior high tournaments, either.\Was it luck or by design?\We're counting on you, Tsukishima.\Yes.\King. Toss a little away from the net.\I don't want to get blocked. response:	Huh?
context: Do you know who he is?\No. I never saw him in junior high tournaments, either.\Was it luck or by design?\We're counting on you, Tsukishima.\Yes.\King. Toss a little away from the net.\I don't want to get blocked.\Huh? response:	I said, Okay.
context: No. I never saw him in junior high tournaments, either.\Was it luck or by design?\We're counting on you, Tsukishima.\Yes.\King. Toss a little away from the net.\I don't want to get blocked.\Huh?\I said, Okay. response:	You didn't say it clearly.
context: Was it luck or by design?\We're counting on you, Tsukishima.\Yes.\King. Toss a little away from the net.\I don't want to get blocked.\Huh?\I said, Okay.\You didn't say it clearly. response:	You don't want to take orders from peasants. Is that it?
context: We're counting on you, Tsukishima.\Yes.\King. Toss a little away from the net.\I don't want to get blocked.\Huh?\I said, Okay.\You didn't say it clearly.\You don't want to take orders from peasants. Is that it? response:	Huh?
context: Yes.\King. Toss a little away from the net.\I don't want to get blocked.\Huh?\I said, Okay.\You didn't say it clearly.\You don't want to take orders from peasants. Is that it?\Huh? response:	You guys, stop it. Don't you ever learn?
context: King. Toss a little away from the net.\I don't want to get blocked.\Huh?\I said, Okay.\You didn't say it clearly.\You don't want to take orders from peasants. Is that it?\Huh?\You guys, stop it. Don't you ever learn? response:	Kageyama finally used that quick.
context: I don't want to get blocked.\Huh?\I said, Okay.\You didn't say it clearly.\You don't want to take orders from peasants. Is that it?\Huh?\You guys, stop it. Don't you ever learn?\Kageyama finally used that quick. response:	Dateko must be confused right now.
context: Huh?\I said, Okay.\You didn't say it clearly.\You don't want to take orders from peasants. Is that it?\Huh?\You guys, stop it. Don't you ever learn?\Kageyama finally used that quick.\Dateko must be confused right now. response:	You won't see a quick like that anywhere else in the whole world.
context: I said, Okay.\You didn't say it clearly.\You don't want to take orders from peasants. Is that it?\Huh?\You guys, stop it. Don't you ever learn?\Kageyama finally used that quick.\Dateko must be confused right now.\You won't see a quick like that anywhere else in the whole world. response:	It's a scary thing to have to anticipate.
context: You didn't say it clearly.\You don't want to take orders from peasants. Is that it?\Huh?\You guys, stop it. Don't you ever learn?\Kageyama finally used that quick.\Dateko must be confused right now.\You won't see a quick like that anywhere else in the whole world.\It's a scary thing to have to anticipate. response:	I'm sorry.
context: You don't want to take orders from peasants. Is that it?\Huh?\You guys, stop it. Don't you ever learn?\Kageyama finally used that quick.\Dateko must be confused right now.\You won't see a quick like that anywhere else in the whole world.\It's a scary thing to have to anticipate.\I'm sorry. response:	Airhead! Hinata, you lousy airhead!
context: Huh?\You guys, stop it. Don't you ever learn?\Kageyama finally used that quick.\Dateko must be confused right now.\You won't see a quick like that anywhere else in the whole world.\It's a scary thing to have to anticipate.\I'm sorry.\Airhead! Hinata, you lousy airhead! response:	But, other than that, they need a lot of work.
context: You guys, stop it. Don't you ever learn?\Kageyama finally used that quick.\Dateko must be confused right now.\You won't see a quick like that anywhere else in the whole world.\It's a scary thing to have to anticipate.\I'm sorry.\Airhead! Hinata, you lousy airhead!\But, other than that, they need a lot of work. response:	Don't worry. Don't worry.
context: Kageyama finally used that quick.\Dateko must be confused right now.\You won't see a quick like that anywhere else in the whole world.\It's a scary thing to have to anticipate.\I'm sorry.\Airhead! Hinata, you lousy airhead!\But, other than that, they need a lot of work.\Don't worry. Don't worry. response:	Noya-san, I'm sorry.
context: Dateko must be confused right now.\You won't see a quick like that anywhere else in the whole world.\It's a scary thing to have to anticipate.\I'm sorry.\Airhead! Hinata, you lousy airhead!\But, other than that, they need a lot of work.\Don't worry. Don't worry.\Noya-san, I'm sorry. response:	Leave it to me.
context: You won't see a quick like that anywhere else in the whole world.\It's a scary thing to have to anticipate.\I'm sorry.\Airhead! Hinata, you lousy airhead!\But, other than that, they need a lot of work.\Don't worry. Don't worry.\Noya-san, I'm sorry.\Leave it to me. response:	Karasuno Dateko
context: It's a scary thing to have to anticipate.\I'm sorry.\Airhead! Hinata, you lousy airhead!\But, other than that, they need a lot of work.\Don't worry. Don't worry.\Noya-san, I'm sorry.\Leave it to me.\Karasuno Dateko response:	Aone, nice serve.
context: I'm sorry.\Airhead! Hinata, you lousy airhead!\But, other than that, they need a lot of work.\Don't worry. Don't worry.\Noya-san, I'm sorry.\Leave it to me.\Karasuno Dateko\Aone, nice serve. response:	All right.
context: Airhead! Hinata, you lousy airhead!\But, other than that, they need a lot of work.\Don't worry. Don't worry.\Noya-san, I'm sorry.\Leave it to me.\Karasuno Dateko\Aone, nice serve.\All right. response:	That one was an ordinary toss.
context: But, other than that, they need a lot of work.\Don't worry. Don't worry.\Noya-san, I'm sorry.\Leave it to me.\Karasuno Dateko\Aone, nice serve.\All right.\That one was an ordinary toss. response:	Was the last one just luck?
context: Don't worry. Don't worry.\Noya-san, I'm sorry.\Leave it to me.\Karasuno Dateko\Aone, nice serve.\All right.\That one was an ordinary toss.\Was the last one just luck? response:	Or is 10 the only one who can do it?
context: Noya-san, I'm sorry.\Leave it to me.\Karasuno Dateko\Aone, nice serve.\All right.\That one was an ordinary toss.\Was the last one just luck?\Or is 10 the only one who can do it? response:	Good job.
context: Leave it to me.\Karasuno Dateko\Aone, nice serve.\All right.\That one was an ordinary toss.\Was the last one just luck?\Or is 10 the only one who can do it?\Good job. response:	Nice, Tsukishima. One more.
context: Karasuno Dateko\Aone, nice serve.\All right.\That one was an ordinary toss.\Was the last one just luck?\Or is 10 the only one who can do it?\Good job.\Nice, Tsukishima. One more. response:	Tsukki, nice.
context: Aone, nice serve.\All right.\That one was an ordinary toss.\Was the last one just luck?\Or is 10 the only one who can do it?\Good job.\Nice, Tsukishima. One more.\Tsukki, nice. response:	All right. If they score, we score back.
context: All right.\That one was an ordinary toss.\Was the last one just luck?\Or is 10 the only one who can do it?\Good job.\Nice, Tsukishima. One more.\Tsukki, nice.\All right. If they score, we score back. response:	Nice, Kamasaki.
context: That one was an ordinary toss.\Was the last one just luck?\Or is 10 the only one who can do it?\Good job.\Nice, Tsukishima. One more.\Tsukki, nice.\All right. If they score, we score back.\Nice, Kamasaki. response:	Way to go, Kama.
context: Was the last one just luck?\Or is 10 the only one who can do it?\Good job.\Nice, Tsukishima. One more.\Tsukki, nice.\All right. If they score, we score back.\Nice, Kamasaki.\Way to go, Kama. response:	We'll score back.
context: Or is 10 the only one who can do it?\Good job.\Nice, Tsukishima. One more.\Tsukki, nice.\All right. If they score, we score back.\Nice, Kamasaki.\Way to go, Kama.\We'll score back. response:	All right.
context: Good job.\Nice, Tsukishima. One more.\Tsukki, nice.\All right. If they score, we score back.\Nice, Kamasaki.\Way to go, Kama.\We'll score back.\All right. response:	Karasuno 6 - 4 Dateko
context: Nice, Tsukishima. One more.\Tsukki, nice.\All right. If they score, we score back.\Nice, Kamasaki.\Way to go, Kama.\We'll score back.\All right.\Karasuno 6 - 4 Dateko response:	Karasuno 6 - 5 Dateko
context: Tsukki, nice.\All right. If they score, we score back.\Nice, Kamasaki.\Way to go, Kama.\We'll score back.\All right.\Karasuno 6 - 4 Dateko\Karasuno 6 - 5 Dateko response:	Karasuno 7 - 5 Dateko
context: All right. If they score, we score back.\Nice, Kamasaki.\Way to go, Kama.\We'll score back.\All right.\Karasuno 6 - 4 Dateko\Karasuno 6 - 5 Dateko\Karasuno 7 - 5 Dateko response:	The point spread isn't budging.
context: Nice, Kamasaki.\Way to go, Kama.\We'll score back.\All right.\Karasuno 6 - 4 Dateko\Karasuno 6 - 5 Dateko\Karasuno 7 - 5 Dateko\The point spread isn't budging. response:	Look at their rotation.
context: Way to go, Kama.\We'll score back.\All right.\Karasuno 6 - 4 Dateko\Karasuno 6 - 5 Dateko\Karasuno 7 - 5 Dateko\The point spread isn't budging.\Look at their rotation. response:	Karasuno's 10 is vanguard again.
context: We'll score back.\All right.\Karasuno 6 - 4 Dateko\Karasuno 6 - 5 Dateko\Karasuno 7 - 5 Dateko\The point spread isn't budging.\Look at their rotation.\Karasuno's 10 is vanguard again. response:	There he is, 10...
context: All right.\Karasuno 6 - 4 Dateko\Karasuno 6 - 5 Dateko\Karasuno 7 - 5 Dateko\The point spread isn't budging.\Look at their rotation.\Karasuno's 10 is vanguard again.\There he is, 10... response:	Kageyama hasn't done that super-fast toss since.
context: Karasuno 6 - 4 Dateko\Karasuno 6 - 5 Dateko\Karasuno 7 - 5 Dateko\The point spread isn't budging.\Look at their rotation.\Karasuno's 10 is vanguard again.\There he is, 10...\Kageyama hasn't done that super-fast toss since. response:	I just remembered. He was in Kitagawa Daiichi Junior High.
context: Karasuno 6 - 5 Dateko\Karasuno 7 - 5 Dateko\The point spread isn't budging.\Look at their rotation.\Karasuno's 10 is vanguard again.\There he is, 10...\Kageyama hasn't done that super-fast toss since.\I just remembered. He was in Kitagawa Daiichi Junior High. response:	I saw him do a similar toss, but it was too fast for the spikers.
context: Karasuno 7 - 5 Dateko\The point spread isn't budging.\Look at their rotation.\Karasuno's 10 is vanguard again.\There he is, 10...\Kageyama hasn't done that super-fast toss since.\I just remembered. He was in Kitagawa Daiichi Junior High.\I saw him do a similar toss, but it was too fast for the spikers. response:	That toss makes me think he's reverted to a bad junior high habit.
context: The point spread isn't budging.\Look at their rotation.\Karasuno's 10 is vanguard again.\There he is, 10...\Kageyama hasn't done that super-fast toss since.\I just remembered. He was in Kitagawa Daiichi Junior High.\I saw him do a similar toss, but it was too fast for the spikers.\That toss makes me think he's reverted to a bad junior high habit. response:	But...
context: Look at their rotation.\Karasuno's 10 is vanguard again.\There he is, 10...\Kageyama hasn't done that super-fast toss since.\I just remembered. He was in Kitagawa Daiichi Junior High.\I saw him do a similar toss, but it was too fast for the spikers.\That toss makes me think he's reverted to a bad junior high habit.\But... response:	That 10 spiked it.
context: Karasuno's 10 is vanguard again.\There he is, 10...\Kageyama hasn't done that super-fast toss since.\I just remembered. He was in Kitagawa Daiichi Junior High.\I saw him do a similar toss, but it was too fast for the spikers.\That toss makes me think he's reverted to a bad junior high habit.\But...\That 10 spiked it. response:	He spiked it effortlessly.
context: There he is, 10...\Kageyama hasn't done that super-fast toss since.\I just remembered. He was in Kitagawa Daiichi Junior High.\I saw him do a similar toss, but it was too fast for the spikers.\That toss makes me think he's reverted to a bad junior high habit.\But...\That 10 spiked it.\He spiked it effortlessly. response:	Futakuchi.
context: Kageyama hasn't done that super-fast toss since.\I just remembered. He was in Kitagawa Daiichi Junior High.\I saw him do a similar toss, but it was too fast for the spikers.\That toss makes me think he's reverted to a bad junior high habit.\But...\That 10 spiked it.\He spiked it effortlessly.\Futakuchi. response:	Karasuno Dateko
context: I just remembered. He was in Kitagawa Daiichi Junior High.\I saw him do a similar toss, but it was too fast for the spikers.\That toss makes me think he's reverted to a bad junior high habit.\But...\That 10 spiked it.\He spiked it effortlessly.\Futakuchi.\Karasuno Dateko response:	Nice, Futakuchi.
context: I saw him do a similar toss, but it was too fast for the spikers.\That toss makes me think he's reverted to a bad junior high habit.\But...\That 10 spiked it.\He spiked it effortlessly.\Futakuchi.\Karasuno Dateko\Nice, Futakuchi. response:	You can't keep Dateko down for long.
context: That toss makes me think he's reverted to a bad junior high habit.\But...\That 10 spiked it.\He spiked it effortlessly.\Futakuchi.\Karasuno Dateko\Nice, Futakuchi.\You can't keep Dateko down for long. response:	As soon as Karasuno's 10 rotated to vanguard,
context: But...\That 10 spiked it.\He spiked it effortlessly.\Futakuchi.\Karasuno Dateko\Nice, Futakuchi.\You can't keep Dateko down for long.\As soon as Karasuno's 10 rotated to vanguard, response:	Dateko made that awesome 7 blocker the vanguard.
context: That 10 spiked it.\He spiked it effortlessly.\Futakuchi.\Karasuno Dateko\Nice, Futakuchi.\You can't keep Dateko down for long.\As soon as Karasuno's 10 rotated to vanguard,\Dateko made that awesome 7 blocker the vanguard. response:	It's the iron wall versus the super-quick!
context: He spiked it effortlessly.\Futakuchi.\Karasuno Dateko\Nice, Futakuchi.\You can't keep Dateko down for long.\As soon as Karasuno's 10 rotated to vanguard,\Dateko made that awesome 7 blocker the vanguard.\It's the iron wall versus the super-quick! response:	We used the freak quick only once. They must think we just got lucky.
context: Futakuchi.\Karasuno Dateko\Nice, Futakuchi.\You can't keep Dateko down for long.\As soon as Karasuno's 10 rotated to vanguard,\Dateko made that awesome 7 blocker the vanguard.\It's the iron wall versus the super-quick!\We used the freak quick only once. They must think we just got lucky. response:	Let's do another one.
context: Karasuno Dateko\Nice, Futakuchi.\You can't keep Dateko down for long.\As soon as Karasuno's 10 rotated to vanguard,\Dateko made that awesome 7 blocker the vanguard.\It's the iron wall versus the super-quick!\We used the freak quick only once. They must think we just got lucky.\Let's do another one. response:	Yeah.
context: Nice, Futakuchi.\You can't keep Dateko down for long.\As soon as Karasuno's 10 rotated to vanguard,\Dateko made that awesome 7 blocker the vanguard.\It's the iron wall versus the super-quick!\We used the freak quick only once. They must think we just got lucky.\Let's do another one.\Yeah. response:	Let serve! Move up!
context: You can't keep Dateko down for long.\As soon as Karasuno's 10 rotated to vanguard,\Dateko made that awesome 7 blocker the vanguard.\It's the iron wall versus the super-quick!\We used the freak quick only once. They must think we just got lucky.\Let's do another one.\Yeah.\Let serve! Move up! response:	He saved it.
context: As soon as Karasuno's 10 rotated to vanguard,\Dateko made that awesome 7 blocker the vanguard.\It's the iron wall versus the super-quick!\We used the freak quick only once. They must think we just got lucky.\Let's do another one.\Yeah.\Let serve! Move up!\He saved it. response:	But a quick would be impossible.
context: Dateko made that awesome 7 blocker the vanguard.\It's the iron wall versus the super-quick!\We used the freak quick only once. They must think we just got lucky.\Let's do another one.\Yeah.\Let serve! Move up!\He saved it.\But a quick would be impossible. response:	Who can he toss to
context: It's the iron wall versus the super-quick!\We used the freak quick only once. They must think we just got lucky.\Let's do another one.\Yeah.\Let serve! Move up!\He saved it.\But a quick would be impossible.\Who can he toss to response:	All right.
context: We used the freak quick only once. They must think we just got lucky.\Let's do another one.\Yeah.\Let serve! Move up!\He saved it.\But a quick would be impossible.\Who can he toss to\All right. response:	Nice, Hinata, Kageyama.
context: Let's do another one.\Yeah.\Let serve! Move up!\He saved it.\But a quick would be impossible.\Who can he toss to\All right.\Nice, Hinata, Kageyama. response:	That toss again.
context: Yeah.\Let serve! Move up!\He saved it.\But a quick would be impossible.\Who can he toss to\All right.\Nice, Hinata, Kageyama.\That toss again. response:	And this time from the back of the court!
context: Let serve! Move up!\He saved it.\But a quick would be impossible.\Who can he toss to\All right.\Nice, Hinata, Kageyama.\That toss again.\And this time from the back of the court! response:	It wasn't... luck?
context: He saved it.\But a quick would be impossible.\Who can he toss to\All right.\Nice, Hinata, Kageyama.\That toss again.\And this time from the back of the court!\It wasn't... luck? response:	And Dateko calls a time out.
context: But a quick would be impossible.\Who can he toss to\All right.\Nice, Hinata, Kageyama.\That toss again.\And this time from the back of the court!\It wasn't... luck?\And Dateko calls a time out. response:	Karasuno's 10 is amazing.
context: Who can he toss to\All right.\Nice, Hinata, Kageyama.\That toss again.\And this time from the back of the court!\It wasn't... luck?\And Dateko calls a time out.\Karasuno's 10 is amazing. response:	Who can hit a toss like that?
context: All right.\Nice, Hinata, Kageyama.\That toss again.\And this time from the back of the court!\It wasn't... luck?\And Dateko calls a time out.\Karasuno's 10 is amazing.\Who can hit a toss like that? response:	The setter is the amazing one, for getting his toss perfectly to the spiker.
context: Nice, Hinata, Kageyama.\That toss again.\And this time from the back of the court!\It wasn't... luck?\And Dateko calls a time out.\Karasuno's 10 is amazing.\Who can hit a toss like that?\The setter is the amazing one, for getting his toss perfectly to the spiker. response:	Who would expect a incredible technique like that?
