context: Final Episode response:	Spring Wind
context: You two-timer!\Go to hell, you miserable cheater!\What's the big deal!? All I did was go out with some girl!\You should've gone with me the day before yesterday!\Well, but still.\I guess it won't take long for Watari-kun to forget all about me.\As a friend, he's a fun guy, but I'd rather have someone more intense.\Also... response:	Please tell Tsubaki-chan that I'm sorry.
context: Go to hell, you miserable cheater!\What's the big deal!? All I did was go out with some girl!\You should've gone with me the day before yesterday!\Well, but still.\I guess it won't take long for Watari-kun to forget all about me.\As a friend, he's a fun guy, but I'd rather have someone more intense.\Also...\Please tell Tsubaki-chan that I'm sorry. response:	I'm just someone who's passing through, who'll be gone.
context: What's the big deal!? All I did was go out with some girl!\You should've gone with me the day before yesterday!\Well, but still.\I guess it won't take long for Watari-kun to forget all about me.\As a friend, he's a fun guy, but I'd rather have someone more intense.\Also...\Please tell Tsubaki-chan that I'm sorry.\I'm just someone who's passing through, who'll be gone. response:	I didn't want to leave an awkward mess behind, so I couldn't ask Tsubaki-chan.
context: You should've gone with me the day before yesterday!\Well, but still.\I guess it won't take long for Watari-kun to forget all about me.\As a friend, he's a fun guy, but I'd rather have someone more intense.\Also...\Please tell Tsubaki-chan that I'm sorry.\I'm just someone who's passing through, who'll be gone.\I didn't want to leave an awkward mess behind, so I couldn't ask Tsubaki-chan. response:	Or rather, even if I asked her straight-up, Please introduce me to Arima-kun,
context: Well, but still.\I guess it won't take long for Watari-kun to forget all about me.\As a friend, he's a fun guy, but I'd rather have someone more intense.\Also...\Please tell Tsubaki-chan that I'm sorry.\I'm just someone who's passing through, who'll be gone.\I didn't want to leave an awkward mess behind, so I couldn't ask Tsubaki-chan.\Or rather, even if I asked her straight-up, Please introduce me to Arima-kun, response:	I don't think Tsubaki-chan would've been okay with that.
context: I guess it won't take long for Watari-kun to forget all about me.\As a friend, he's a fun guy, but I'd rather have someone more intense.\Also...\Please tell Tsubaki-chan that I'm sorry.\I'm just someone who's passing through, who'll be gone.\I didn't want to leave an awkward mess behind, so I couldn't ask Tsubaki-chan.\Or rather, even if I asked her straight-up, Please introduce me to Arima-kun,\I don't think Tsubaki-chan would've been okay with that. response:	After all, Tsubaki-chan was so crazy about you.
context: As a friend, he's a fun guy, but I'd rather have someone more intense.\Also...\Please tell Tsubaki-chan that I'm sorry.\I'm just someone who's passing through, who'll be gone.\I didn't want to leave an awkward mess behind, so I couldn't ask Tsubaki-chan.\Or rather, even if I asked her straight-up, Please introduce me to Arima-kun,\I don't think Tsubaki-chan would've been okay with that.\After all, Tsubaki-chan was so crazy about you. response:	We'd all known that for a long time.
context: Also...\Please tell Tsubaki-chan that I'm sorry.\I'm just someone who's passing through, who'll be gone.\I didn't want to leave an awkward mess behind, so I couldn't ask Tsubaki-chan.\Or rather, even if I asked her straight-up, Please introduce me to Arima-kun,\I don't think Tsubaki-chan would've been okay with that.\After all, Tsubaki-chan was so crazy about you.\We'd all known that for a long time. response:	The only ones who didn't know were you...
context: Please tell Tsubaki-chan that I'm sorry.\I'm just someone who's passing through, who'll be gone.\I didn't want to leave an awkward mess behind, so I couldn't ask Tsubaki-chan.\Or rather, even if I asked her straight-up, Please introduce me to Arima-kun,\I don't think Tsubaki-chan would've been okay with that.\After all, Tsubaki-chan was so crazy about you.\We'd all known that for a long time.\The only ones who didn't know were you... response:	Hey, Kashiwagi?
context: I'm just someone who's passing through, who'll be gone.\I didn't want to leave an awkward mess behind, so I couldn't ask Tsubaki-chan.\Or rather, even if I asked her straight-up, Please introduce me to Arima-kun,\I don't think Tsubaki-chan would've been okay with that.\After all, Tsubaki-chan was so crazy about you.\We'd all known that for a long time.\The only ones who didn't know were you...\Hey, Kashiwagi? response:	Huh?
context: I didn't want to leave an awkward mess behind, so I couldn't ask Tsubaki-chan.\Or rather, even if I asked her straight-up, Please introduce me to Arima-kun,\I don't think Tsubaki-chan would've been okay with that.\After all, Tsubaki-chan was so crazy about you.\We'd all known that for a long time.\The only ones who didn't know were you...\Hey, Kashiwagi?\Huh? response:	Um... Go check on Kousei, will you?
context: Or rather, even if I asked her straight-up, Please introduce me to Arima-kun,\I don't think Tsubaki-chan would've been okay with that.\After all, Tsubaki-chan was so crazy about you.\We'd all known that for a long time.\The only ones who didn't know were you...\Hey, Kashiwagi?\Huh?\Um... Go check on Kousei, will you? response:	Huh?
context: I don't think Tsubaki-chan would've been okay with that.\After all, Tsubaki-chan was so crazy about you.\We'd all known that for a long time.\The only ones who didn't know were you...\Hey, Kashiwagi?\Huh?\Um... Go check on Kousei, will you?\Huh? response:	Ask him if he's eating right.
context: After all, Tsubaki-chan was so crazy about you.\We'd all known that for a long time.\The only ones who didn't know were you...\Hey, Kashiwagi?\Huh?\Um... Go check on Kousei, will you?\Huh?\Ask him if he's eating right. response:	No way.
context: We'd all known that for a long time.\The only ones who didn't know were you...\Hey, Kashiwagi?\Huh?\Um... Go check on Kousei, will you?\Huh?\Ask him if he's eating right.\No way. response:	What? You're so heartless! So callous!
context: The only ones who didn't know were you...\Hey, Kashiwagi?\Huh?\Um... Go check on Kousei, will you?\Huh?\Ask him if he's eating right.\No way.\What? You're so heartless! So callous! response:	You're the heartless one. It's super-unnatural. Don't rely on me. Go yourself!
context: Hey, Kashiwagi?\Huh?\Um... Go check on Kousei, will you?\Huh?\Ask him if he's eating right.\No way.\What? You're so heartless! So callous!\You're the heartless one. It's super-unnatural. Don't rely on me. Go yourself! response:	But Kousei... Now that Kao-chan...
context: Huh?\Um... Go check on Kousei, will you?\Huh?\Ask him if he's eating right.\No way.\What? You're so heartless! So callous!\You're the heartless one. It's super-unnatural. Don't rely on me. Go yourself!\But Kousei... Now that Kao-chan... response:	Now that the person he was in love with is gone, I just know that he's feeling down.
context: Um... Go check on Kousei, will you?\Huh?\Ask him if he's eating right.\No way.\What? You're so heartless! So callous!\You're the heartless one. It's super-unnatural. Don't rely on me. Go yourself!\But Kousei... Now that Kao-chan...\Now that the person he was in love with is gone, I just know that he's feeling down. response:	I just don't know what I should do for him...
context: Huh?\Ask him if he's eating right.\No way.\What? You're so heartless! So callous!\You're the heartless one. It's super-unnatural. Don't rely on me. Go yourself!\But Kousei... Now that Kao-chan...\Now that the person he was in love with is gone, I just know that he's feeling down.\I just don't know what I should do for him... response:	Dummy Tsubaki.
context: Ask him if he's eating right.\No way.\What? You're so heartless! So callous!\You're the heartless one. It's super-unnatural. Don't rely on me. Go yourself!\But Kousei... Now that Kao-chan...\Now that the person he was in love with is gone, I just know that he's feeling down.\I just don't know what I should do for him...\Dummy Tsubaki. response:	You're such a dummy, it wouldn't do any good to rack the brains that you don't even have!
context: No way.\What? You're so heartless! So callous!\You're the heartless one. It's super-unnatural. Don't rely on me. Go yourself!\But Kousei... Now that Kao-chan...\Now that the person he was in love with is gone, I just know that he's feeling down.\I just don't know what I should do for him...\Dummy Tsubaki.\You're such a dummy, it wouldn't do any good to rack the brains that you don't even have! response:	Muscle-for-brains!
context: What? You're so heartless! So callous!\You're the heartless one. It's super-unnatural. Don't rely on me. Go yourself!\But Kousei... Now that Kao-chan...\Now that the person he was in love with is gone, I just know that he's feeling down.\I just don't know what I should do for him...\Dummy Tsubaki.\You're such a dummy, it wouldn't do any good to rack the brains that you don't even have!\Muscle-for-brains! response:	Don't you think that's a little too harsh?
context: You're the heartless one. It's super-unnatural. Don't rely on me. Go yourself!\But Kousei... Now that Kao-chan...\Now that the person he was in love with is gone, I just know that he's feeling down.\I just don't know what I should do for him...\Dummy Tsubaki.\You're such a dummy, it wouldn't do any good to rack the brains that you don't even have!\Muscle-for-brains!\Don't you think that's a little too harsh? response:	I don't think it has to be anything special.
context: But Kousei... Now that Kao-chan...\Now that the person he was in love with is gone, I just know that he's feeling down.\I just don't know what I should do for him...\Dummy Tsubaki.\You're such a dummy, it wouldn't do any good to rack the brains that you don't even have!\Muscle-for-brains!\Don't you think that's a little too harsh?\I don't think it has to be anything special. response:	It's all right to just be yourself, I bet.
context: Now that the person he was in love with is gone, I just know that he's feeling down.\I just don't know what I should do for him...\Dummy Tsubaki.\You're such a dummy, it wouldn't do any good to rack the brains that you don't even have!\Muscle-for-brains!\Don't you think that's a little too harsh?\I don't think it has to be anything special.\It's all right to just be yourself, I bet. response:	At times like these, you don't listen to your head...
context: I just don't know what I should do for him...\Dummy Tsubaki.\You're such a dummy, it wouldn't do any good to rack the brains that you don't even have!\Muscle-for-brains!\Don't you think that's a little too harsh?\I don't think it has to be anything special.\It's all right to just be yourself, I bet.\At times like these, you don't listen to your head... response:	Where'd you get that perspective on romance?
context: Dummy Tsubaki.\You're such a dummy, it wouldn't do any good to rack the brains that you don't even have!\Muscle-for-brains!\Don't you think that's a little too harsh?\I don't think it has to be anything special.\It's all right to just be yourself, I bet.\At times like these, you don't listen to your head...\Where'd you get that perspective on romance? response:	Nao Kashiwagi 15 years old Hasn't had a boyfriend yet Book Collection: 108
context: You're such a dummy, it wouldn't do any good to rack the brains that you don't even have!\Muscle-for-brains!\Don't you think that's a little too harsh?\I don't think it has to be anything special.\It's all right to just be yourself, I bet.\At times like these, you don't listen to your head...\Where'd you get that perspective on romance?\Nao Kashiwagi 15 years old Hasn't had a boyfriend yet Book Collection: 108 response:	The you that my underhanded lie brought to me
context: Muscle-for-brains!\Don't you think that's a little too harsh?\I don't think it has to be anything special.\It's all right to just be yourself, I bet.\At times like these, you don't listen to your head...\Where'd you get that perspective on romance?\Nao Kashiwagi 15 years old Hasn't had a boyfriend yet Book Collection: 108\The you that my underhanded lie brought to me response:	wasn't who I'd imagined.
context: Don't you think that's a little too harsh?\I don't think it has to be anything special.\It's all right to just be yourself, I bet.\At times like these, you don't listen to your head...\Where'd you get that perspective on romance?\Nao Kashiwagi 15 years old Hasn't had a boyfriend yet Book Collection: 108\The you that my underhanded lie brought to me\wasn't who I'd imagined. response:	You were more negative and passive than I thought,
context: I don't think it has to be anything special.\It's all right to just be yourself, I bet.\At times like these, you don't listen to your head...\Where'd you get that perspective on romance?\Nao Kashiwagi 15 years old Hasn't had a boyfriend yet Book Collection: 108\The you that my underhanded lie brought to me\wasn't who I'd imagined.\You were more negative and passive than I thought, response:	not to mention stubborn, relentless, and a camera voyeur.
context: It's all right to just be yourself, I bet.\At times like these, you don't listen to your head...\Where'd you get that perspective on romance?\Nao Kashiwagi 15 years old Hasn't had a boyfriend yet Book Collection: 108\The you that my underhanded lie brought to me\wasn't who I'd imagined.\You were more negative and passive than I thought,\not to mention stubborn, relentless, and a camera voyeur. response:	Your voice was lower than I thought, and you were more manly than I thought.
context: At times like these, you don't listen to your head...\Where'd you get that perspective on romance?\Nao Kashiwagi 15 years old Hasn't had a boyfriend yet Book Collection: 108\The you that my underhanded lie brought to me\wasn't who I'd imagined.\You were more negative and passive than I thought,\not to mention stubborn, relentless, and a camera voyeur.\Your voice was lower than I thought, and you were more manly than I thought. response:	And you were... just as gentle as I thought.
context: Where'd you get that perspective on romance?\Nao Kashiwagi 15 years old Hasn't had a boyfriend yet Book Collection: 108\The you that my underhanded lie brought to me\wasn't who I'd imagined.\You were more negative and passive than I thought,\not to mention stubborn, relentless, and a camera voyeur.\Your voice was lower than I thought, and you were more manly than I thought.\And you were... just as gentle as I thought. response:	The river was so cold and felt so good when we jumped off Courage Bridge, wasn't it?
context: Nao Kashiwagi 15 years old Hasn't had a boyfriend yet Book Collection: 108\The you that my underhanded lie brought to me\wasn't who I'd imagined.\You were more negative and passive than I thought,\not to mention stubborn, relentless, and a camera voyeur.\Your voice was lower than I thought, and you were more manly than I thought.\And you were... just as gentle as I thought.\The river was so cold and felt so good when we jumped off Courage Bridge, wasn't it? response:	The round moon peeking into the music room looked like a delicious manju bun.
context: The you that my underhanded lie brought to me\wasn't who I'd imagined.\You were more negative and passive than I thought,\not to mention stubborn, relentless, and a camera voyeur.\Your voice was lower than I thought, and you were more manly than I thought.\And you were... just as gentle as I thought.\The river was so cold and felt so good when we jumped off Courage Bridge, wasn't it?\The round moon peeking into the music room looked like a delicious manju bun. response:	When we raced that train, I really thought that we could win.
context: wasn't who I'd imagined.\You were more negative and passive than I thought,\not to mention stubborn, relentless, and a camera voyeur.\Your voice was lower than I thought, and you were more manly than I thought.\And you were... just as gentle as I thought.\The river was so cold and felt so good when we jumped off Courage Bridge, wasn't it?\The round moon peeking into the music room looked like a delicious manju bun.\When we raced that train, I really thought that we could win. response:	It was fun singing Twinkle, Twinkle, Little Star together under the shining stars, wasn't it?
context: You were more negative and passive than I thought,\not to mention stubborn, relentless, and a camera voyeur.\Your voice was lower than I thought, and you were more manly than I thought.\And you were... just as gentle as I thought.\The river was so cold and felt so good when we jumped off Courage Bridge, wasn't it?\The round moon peeking into the music room looked like a delicious manju bun.\When we raced that train, I really thought that we could win.\It was fun singing Twinkle, Twinkle, Little Star together under the shining stars, wasn't it? response:	There's just something about school at night, right?
context: not to mention stubborn, relentless, and a camera voyeur.\Your voice was lower than I thought, and you were more manly than I thought.\And you were... just as gentle as I thought.\The river was so cold and felt so good when we jumped off Courage Bridge, wasn't it?\The round moon peeking into the music room looked like a delicious manju bun.\When we raced that train, I really thought that we could win.\It was fun singing Twinkle, Twinkle, Little Star together under the shining stars, wasn't it?\There's just something about school at night, right? response:	Don't you think snow looks just like cherry blossom petals?
context: Your voice was lower than I thought, and you were more manly than I thought.\And you were... just as gentle as I thought.\The river was so cold and felt so good when we jumped off Courage Bridge, wasn't it?\The round moon peeking into the music room looked like a delicious manju bun.\When we raced that train, I really thought that we could win.\It was fun singing Twinkle, Twinkle, Little Star together under the shining stars, wasn't it?\There's just something about school at night, right?\Don't you think snow looks just like cherry blossom petals? response:	To be so consumed by everything off-stage when I'm a musician...
context: And you were... just as gentle as I thought.\The river was so cold and felt so good when we jumped off Courage Bridge, wasn't it?\The round moon peeking into the music room looked like a delicious manju bun.\When we raced that train, I really thought that we could win.\It was fun singing Twinkle, Twinkle, Little Star together under the shining stars, wasn't it?\There's just something about school at night, right?\Don't you think snow looks just like cherry blossom petals?\To be so consumed by everything off-stage when I'm a musician... response:	Look how you've gotten more sensual. You've grown up, haven't you?
context: The river was so cold and felt so good when we jumped off Courage Bridge, wasn't it?\The round moon peeking into the music room looked like a delicious manju bun.\When we raced that train, I really thought that we could win.\It was fun singing Twinkle, Twinkle, Little Star together under the shining stars, wasn't it?\There's just something about school at night, right?\Don't you think snow looks just like cherry blossom petals?\To be so consumed by everything off-stage when I'm a musician...\Look how you've gotten more sensual. You've grown up, haven't you? response:	He's so cool!
context: The round moon peeking into the music room looked like a delicious manju bun.\When we raced that train, I really thought that we could win.\It was fun singing Twinkle, Twinkle, Little Star together under the shining stars, wasn't it?\There's just something about school at night, right?\Don't you think snow looks just like cherry blossom petals?\To be so consumed by everything off-stage when I'm a musician...\Look how you've gotten more sensual. You've grown up, haven't you?\He's so cool! response:	N-N-N-Not like I want to be able to play just like Mr. Arima, all right?
context: When we raced that train, I really thought that we could win.\It was fun singing Twinkle, Twinkle, Little Star together under the shining stars, wasn't it?\There's just something about school at night, right?\Don't you think snow looks just like cherry blossom petals?\To be so consumed by everything off-stage when I'm a musician...\Look how you've gotten more sensual. You've grown up, haven't you?\He's so cool!\N-N-N-Not like I want to be able to play just like Mr. Arima, all right? response:	What a cliche!
context: It was fun singing Twinkle, Twinkle, Little Star together under the shining stars, wasn't it?\There's just something about school at night, right?\Don't you think snow looks just like cherry blossom petals?\To be so consumed by everything off-stage when I'm a musician...\Look how you've gotten more sensual. You've grown up, haven't you?\He's so cool!\N-N-N-Not like I want to be able to play just like Mr. Arima, all right?\What a cliche! response:	Isn't it funny how the most unforgettable scenes can be so trivial?
context: There's just something about school at night, right?\Don't you think snow looks just like cherry blossom petals?\To be so consumed by everything off-stage when I'm a musician...\Look how you've gotten more sensual. You've grown up, haven't you?\He's so cool!\N-N-N-Not like I want to be able to play just like Mr. Arima, all right?\What a cliche!\Isn't it funny how the most unforgettable scenes can be so trivial? response:	That's not true.
context: Don't you think snow looks just like cherry blossom petals?\To be so consumed by everything off-stage when I'm a musician...\Look how you've gotten more sensual. You've grown up, haven't you?\He's so cool!\N-N-N-Not like I want to be able to play just like Mr. Arima, all right?\What a cliche!\Isn't it funny how the most unforgettable scenes can be so trivial?\That's not true. response:	What about you?
context: To be so consumed by everything off-stage when I'm a musician...\Look how you've gotten more sensual. You've grown up, haven't you?\He's so cool!\N-N-N-Not like I want to be able to play just like Mr. Arima, all right?\What a cliche!\Isn't it funny how the most unforgettable scenes can be so trivial?\That's not true.\What about you? response:	Was I able to live inside someone's heart?
context: Look how you've gotten more sensual. You've grown up, haven't you?\He's so cool!\N-N-N-Not like I want to be able to play just like Mr. Arima, all right?\What a cliche!\Isn't it funny how the most unforgettable scenes can be so trivial?\That's not true.\What about you?\Was I able to live inside someone's heart? response:	Yes, you were.
context: He's so cool!\N-N-N-Not like I want to be able to play just like Mr. Arima, all right?\What a cliche!\Isn't it funny how the most unforgettable scenes can be so trivial?\That's not true.\What about you?\Was I able to live inside someone's heart?\Yes, you were. response:	Was I able to live inside your heart?
context: N-N-N-Not like I want to be able to play just like Mr. Arima, all right?\What a cliche!\Isn't it funny how the most unforgettable scenes can be so trivial?\That's not true.\What about you?\Was I able to live inside someone's heart?\Yes, you were.\Was I able to live inside your heart? response:	You barged right in without taking off your shoes.
context: What a cliche!\Isn't it funny how the most unforgettable scenes can be so trivial?\That's not true.\What about you?\Was I able to live inside someone's heart?\Yes, you were.\Was I able to live inside your heart?\You barged right in without taking off your shoes. response:	Do you think you'll remember me at least a little?
context: Isn't it funny how the most unforgettable scenes can be so trivial?\That's not true.\What about you?\Was I able to live inside someone's heart?\Yes, you were.\Was I able to live inside your heart?\You barged right in without taking off your shoes.\Do you think you'll remember me at least a little? response:	If I ever forgot you...
context: That's not true.\What about you?\Was I able to live inside someone's heart?\Yes, you were.\Was I able to live inside your heart?\You barged right in without taking off your shoes.\Do you think you'll remember me at least a little?\If I ever forgot you... response:	You'd better not hit reset!
context: What about you?\Was I able to live inside someone's heart?\Yes, you were.\Was I able to live inside your heart?\You barged right in without taking off your shoes.\Do you think you'll remember me at least a little?\If I ever forgot you...\You'd better not hit reset! response:	As if I ever would.
context: Was I able to live inside someone's heart?\Yes, you were.\Was I able to live inside your heart?\You barged right in without taking off your shoes.\Do you think you'll remember me at least a little?\If I ever forgot you...\You'd better not hit reset!\As if I ever would. response:	Don't forget me, okay?
context: Yes, you were.\Was I able to live inside your heart?\You barged right in without taking off your shoes.\Do you think you'll remember me at least a little?\If I ever forgot you...\You'd better not hit reset!\As if I ever would.\Don't forget me, okay? response:	Okay.
context: Was I able to live inside your heart?\You barged right in without taking off your shoes.\Do you think you'll remember me at least a little?\If I ever forgot you...\You'd better not hit reset!\As if I ever would.\Don't forget me, okay?\Okay. response:	That's a promise, okay?
context: You barged right in without taking off your shoes.\Do you think you'll remember me at least a little?\If I ever forgot you...\You'd better not hit reset!\As if I ever would.\Don't forget me, okay?\Okay.\That's a promise, okay? response:	Okay.
context: Do you think you'll remember me at least a little?\If I ever forgot you...\You'd better not hit reset!\As if I ever would.\Don't forget me, okay?\Okay.\That's a promise, okay?\Okay. response:	I'm glad it's you, after all.
context: If I ever forgot you...\You'd better not hit reset!\As if I ever would.\Don't forget me, okay?\Okay.\That's a promise, okay?\Okay.\I'm glad it's you, after all. response:	Will I reach you?
context: You'd better not hit reset!\As if I ever would.\Don't forget me, okay?\Okay.\That's a promise, okay?\Okay.\I'm glad it's you, after all.\Will I reach you? response:	I hope I can reach you.
context: As if I ever would.\Don't forget me, okay?\Okay.\That's a promise, okay?\Okay.\I'm glad it's you, after all.\Will I reach you?\I hope I can reach you. response:	Kousei Arima...
context: Don't forget me, okay?\Okay.\That's a promise, okay?\Okay.\I'm glad it's you, after all.\Will I reach you?\I hope I can reach you.\Kousei Arima... response:	I love you.
context: Okay.\That's a promise, okay?\Okay.\I'm glad it's you, after all.\Will I reach you?\I hope I can reach you.\Kousei Arima...\I love you. response:	I love you.
context: That's a promise, okay?\Okay.\I'm glad it's you, after all.\Will I reach you?\I hope I can reach you.\Kousei Arima...\I love you.\I love you. response:	I love you.
context: Okay.\I'm glad it's you, after all.\Will I reach you?\I hope I can reach you.\Kousei Arima...\I love you.\I love you.\I love you. response:	I love you.
context: I'm glad it's you, after all.\Will I reach you?\I hope I can reach you.\Kousei Arima...\I love you.\I love you.\I love you.\I love you. response:	Sorry I didn't finish all the caneles.
context: Will I reach you?\I hope I can reach you.\Kousei Arima...\I love you.\I love you.\I love you.\I love you.\Sorry I didn't finish all the caneles. response:	Sorry I hit you so much.
context: I hope I can reach you.\Kousei Arima...\I love you.\I love you.\I love you.\I love you.\Sorry I didn't finish all the caneles.\Sorry I hit you so much. response:	Sorry I was such a brat.
context: Kousei Arima...\I love you.\I love you.\I love you.\I love you.\Sorry I didn't finish all the caneles.\Sorry I hit you so much.\Sorry I was such a brat. response:	Sorry a million times over...
context: I love you.\I love you.\I love you.\I love you.\Sorry I didn't finish all the caneles.\Sorry I hit you so much.\Sorry I was such a brat.\Sorry a million times over... response:	Thank you.
context: I love you.\I love you.\I love you.\Sorry I didn't finish all the caneles.\Sorry I hit you so much.\Sorry I was such a brat.\Sorry a million times over...\Thank you. response:	You're so selfish.
context: I love you.\I love you.\Sorry I didn't finish all the caneles.\Sorry I hit you so much.\Sorry I was such a brat.\Sorry a million times over...\Thank you.\You're so selfish. response:	I'm the one who should be thanking you.
context: I love you.\Sorry I didn't finish all the caneles.\Sorry I hit you so much.\Sorry I was such a brat.\Sorry a million times over...\Thank you.\You're so selfish.\I'm the one who should be thanking you. response:	P.S. I'm enclosing something that I've always treasured.
context: Sorry I didn't finish all the caneles.\Sorry I hit you so much.\Sorry I was such a brat.\Sorry a million times over...\Thank you.\You're so selfish.\I'm the one who should be thanking you.\P.S. I'm enclosing something that I've always treasured. response:	If you don't want it, feel free to tear it up and throw it away.
context: Sorry I hit you so much.\Sorry I was such a brat.\Sorry a million times over...\Thank you.\You're so selfish.\I'm the one who should be thanking you.\P.S. I'm enclosing something that I've always treasured.\If you don't want it, feel free to tear it up and throw it away. response:	Yo.
context: Sorry I was such a brat.\Sorry a million times over...\Thank you.\You're so selfish.\I'm the one who should be thanking you.\P.S. I'm enclosing something that I've always treasured.\If you don't want it, feel free to tear it up and throw it away.\Yo. response:	Uh... Um... Uh...
context: Sorry a million times over...\Thank you.\You're so selfish.\I'm the one who should be thanking you.\P.S. I'm enclosing something that I've always treasured.\If you don't want it, feel free to tear it up and throw it away.\Yo.\Uh... Um... Uh... response:	What do you think you're doing!?
context: Thank you.\You're so selfish.\I'm the one who should be thanking you.\P.S. I'm enclosing something that I've always treasured.\If you don't want it, feel free to tear it up and throw it away.\Yo.\Uh... Um... Uh...\What do you think you're doing!? response:	Don't go thinking you can ever be alone, Kousei!
context: You're so selfish.\I'm the one who should be thanking you.\P.S. I'm enclosing something that I've always treasured.\If you don't want it, feel free to tear it up and throw it away.\Yo.\Uh... Um... Uh...\What do you think you're doing!?\Don't go thinking you can ever be alone, Kousei! response:	I'm gonna stay with you forever and ever, like your guardian angel!
context: I'm the one who should be thanking you.\P.S. I'm enclosing something that I've always treasured.\If you don't want it, feel free to tear it up and throw it away.\Yo.\Uh... Um... Uh...\What do you think you're doing!?\Don't go thinking you can ever be alone, Kousei!\I'm gonna stay with you forever and ever, like your guardian angel! response:	Get used to it!
context: P.S. I'm enclosing something that I've always treasured.\If you don't want it, feel free to tear it up and throw it away.\Yo.\Uh... Um... Uh...\What do you think you're doing!?\Don't go thinking you can ever be alone, Kousei!\I'm gonna stay with you forever and ever, like your guardian angel!\Get used to it! response:	Spring will be here soon.
context: If you don't want it, feel free to tear it up and throw it away.\Yo.\Uh... Um... Uh...\What do you think you're doing!?\Don't go thinking you can ever be alone, Kousei!\I'm gonna stay with you forever and ever, like your guardian angel!\Get used to it!\Spring will be here soon. response:	Spring, the season I met you, is coming.
context: Yo.\Uh... Um... Uh...\What do you think you're doing!?\Don't go thinking you can ever be alone, Kousei!\I'm gonna stay with you forever and ever, like your guardian angel!\Get used to it!\Spring will be here soon.\Spring, the season I met you, is coming. response:	A spring without you...
context: Uh... Um... Uh...\What do you think you're doing!?\Don't go thinking you can ever be alone, Kousei!\I'm gonna stay with you forever and ever, like your guardian angel!\Get used to it!\Spring will be here soon.\Spring, the season I met you, is coming.\A spring without you... response:	Your Lie in April
context: What do you think you're doing!?\Don't go thinking you can ever be alone, Kousei!\I'm gonna stay with you forever and ever, like your guardian angel!\Get used to it!\Spring will be here soon.\Spring, the season I met you, is coming.\A spring without you...\Your Lie in April response:	Thank You For Watching!
