context: Bring it! response:	Ushiwaka's amazing...
context: and I'm sure he'd like to get some in from the get-go.\Japanese National High School Volleyball Tournament\Shiratorizawa Karasuno\Huh? What's that buzzer for?\Oh, this is a technical time out.\Shiratorizawa!\What's that?\Shiratorizawa! response:	It's a time-out that only happens during five-set matches,
context: Japanese National High School Volleyball Tournament\Shiratorizawa Karasuno\Huh? What's that buzzer for?\Oh, this is a technical time out.\Shiratorizawa!\What's that?\Shiratorizawa!\It's a time-out that only happens during five-set matches, response:	when one of the teams hits 8 or 16 points...
context: Shiratorizawa Karasuno\Huh? What's that buzzer for?\Oh, this is a technical time out.\Shiratorizawa!\What's that?\Shiratorizawa!\It's a time-out that only happens during five-set matches,\when one of the teams hits 8 or 16 points... response:	Shiratorizawa!
context: Huh? What's that buzzer for?\Oh, this is a technical time out.\Shiratorizawa!\What's that?\Shiratorizawa!\It's a time-out that only happens during five-set matches,\when one of the teams hits 8 or 16 points...\Shiratorizawa! response:	Apparently.
context: Oh, this is a technical time out.\Shiratorizawa!\What's that?\Shiratorizawa!\It's a time-out that only happens during five-set matches,\when one of the teams hits 8 or 16 points...\Shiratorizawa!\Apparently. response:	Shiratorizawa!
context: Shiratorizawa!\What's that?\Shiratorizawa!\It's a time-out that only happens during five-set matches,\when one of the teams hits 8 or 16 points...\Shiratorizawa!\Apparently.\Shiratorizawa! response:	Huh...
context: What's that?\Shiratorizawa!\It's a time-out that only happens during five-set matches,\when one of the teams hits 8 or 16 points...\Shiratorizawa!\Apparently.\Shiratorizawa!\Huh... response:	Blocking all comes down to timing!
context: Shiratorizawa!\It's a time-out that only happens during five-set matches,\when one of the teams hits 8 or 16 points...\Shiratorizawa!\Apparently.\Shiratorizawa!\Huh...\Blocking all comes down to timing! response:	Shiratorizawa!
context: It's a time-out that only happens during five-set matches,\when one of the teams hits 8 or 16 points...\Shiratorizawa!\Apparently.\Shiratorizawa!\Huh...\Blocking all comes down to timing!\Shiratorizawa! response:	If they get through the top, it'll be difficult to prepare to receive, as well.
context: when one of the teams hits 8 or 16 points...\Shiratorizawa!\Apparently.\Shiratorizawa!\Huh...\Blocking all comes down to timing!\Shiratorizawa!\If they get through the top, it'll be difficult to prepare to receive, as well. response:	Shiratorizawa!
context: Shiratorizawa!\Apparently.\Shiratorizawa!\Huh...\Blocking all comes down to timing!\Shiratorizawa!\If they get through the top, it'll be difficult to prepare to receive, as well.\Shiratorizawa! response:	You need to touch the ball, even if you can't stop it!
context: Apparently.\Shiratorizawa!\Huh...\Blocking all comes down to timing!\Shiratorizawa!\If they get through the top, it'll be difficult to prepare to receive, as well.\Shiratorizawa!\You need to touch the ball, even if you can't stop it! response:	Shiratorizawa!
context: Shiratorizawa!\Huh...\Blocking all comes down to timing!\Shiratorizawa!\If they get through the top, it'll be difficult to prepare to receive, as well.\Shiratorizawa!\You need to touch the ball, even if you can't stop it!\Shiratorizawa! response:	Make Ushijima feel that there's a wall.
context: Huh...\Blocking all comes down to timing!\Shiratorizawa!\If they get through the top, it'll be difficult to prepare to receive, as well.\Shiratorizawa!\You need to touch the ball, even if you can't stop it!\Shiratorizawa!\Make Ushijima feel that there's a wall. response:	Shiratorizawa!
context: Blocking all comes down to timing!\Shiratorizawa!\If they get through the top, it'll be difficult to prepare to receive, as well.\Shiratorizawa!\You need to touch the ball, even if you can't stop it!\Shiratorizawa!\Make Ushijima feel that there's a wall.\Shiratorizawa! response:	Right!
context: Shiratorizawa!\If they get through the top, it'll be difficult to prepare to receive, as well.\Shiratorizawa!\You need to touch the ball, even if you can't stop it!\Shiratorizawa!\Make Ushijima feel that there's a wall.\Shiratorizawa!\Right! response:	Japanese National High School Volleyball Tournament
context: If they get through the top, it'll be difficult to prepare to receive, as well.\Shiratorizawa!\You need to touch the ball, even if you can't stop it!\Shiratorizawa!\Make Ushijima feel that there's a wall.\Shiratorizawa!\Right!\Japanese National High School Volleyball Tournament response:	Fly
context: Shiratorizawa!\You need to touch the ball, even if you can't stop it!\Shiratorizawa!\Make Ushijima feel that there's a wall.\Shiratorizawa!\Right!\Japanese National High School Volleyball Tournament\Fly response:	Be Courageous Warriors
context: You need to touch the ball, even if you can't stop it!\Shiratorizawa!\Make Ushijima feel that there's a wall.\Shiratorizawa!\Right!\Japanese National High School Volleyball Tournament\Fly\Be Courageous Warriors response:	One touch!
context: Shiratorizawa!\Make Ushijima feel that there's a wall.\Shiratorizawa!\Right!\Japanese National High School Volleyball Tournament\Fly\Be Courageous Warriors\One touch! response:	Damn it!
context: Make Ushijima feel that there's a wall.\Shiratorizawa!\Right!\Japanese National High School Volleyball Tournament\Fly\Be Courageous Warriors\One touch!\Damn it! response:	Wow...
context: Shiratorizawa!\Right!\Japanese National High School Volleyball Tournament\Fly\Be Courageous Warriors\One touch!\Damn it!\Wow... response:	Shiratorizawa Karasuno
context: Right!\Japanese National High School Volleyball Tournament\Fly\Be Courageous Warriors\One touch!\Damn it!\Wow...\Shiratorizawa Karasuno response:	Ushijima!
context: Japanese National High School Volleyball Tournament\Fly\Be Courageous Warriors\One touch!\Damn it!\Wow...\Shiratorizawa Karasuno\Ushijima! response:	Ushiwaka's unstoppable.
context: Fly\Be Courageous Warriors\One touch!\Damn it!\Wow...\Shiratorizawa Karasuno\Ushijima!\Ushiwaka's unstoppable. response:	Ushijima! Ushijima!
context: Be Courageous Warriors\One touch!\Damn it!\Wow...\Shiratorizawa Karasuno\Ushijima!\Ushiwaka's unstoppable.\Ushijima! Ushijima! response:	Don't mind! Get the next one!
context: One touch!\Damn it!\Wow...\Shiratorizawa Karasuno\Ushijima!\Ushiwaka's unstoppable.\Ushijima! Ushijima!\Don't mind! Get the next one! response:	That's it! Just keep that up!
context: Damn it!\Wow...\Shiratorizawa Karasuno\Ushijima!\Ushiwaka's unstoppable.\Ushijima! Ushijima!\Don't mind! Get the next one!\That's it! Just keep that up! response:	Keep letting him know that there's a wall there.
context: Wow...\Shiratorizawa Karasuno\Ushijima!\Ushiwaka's unstoppable.\Ushijima! Ushijima!\Don't mind! Get the next one!\That's it! Just keep that up!\Keep letting him know that there's a wall there. response:	Then a path will open up!
context: Shiratorizawa Karasuno\Ushijima!\Ushiwaka's unstoppable.\Ushijima! Ushijima!\Don't mind! Get the next one!\That's it! Just keep that up!\Keep letting him know that there's a wall there.\Then a path will open up! response:	Shiratorizawa has Ushiwaka.
context: Ushijima!\Ushiwaka's unstoppable.\Ushijima! Ushijima!\Don't mind! Get the next one!\That's it! Just keep that up!\Keep letting him know that there's a wall there.\Then a path will open up!\Shiratorizawa has Ushiwaka. response:	Then...
context: Ushiwaka's unstoppable.\Ushijima! Ushijima!\Don't mind! Get the next one!\That's it! Just keep that up!\Keep letting him know that there's a wall there.\Then a path will open up!\Shiratorizawa has Ushiwaka.\Then... response:	Karasuno has me.
context: Ushijima! Ushijima!\Don't mind! Get the next one!\That's it! Just keep that up!\Keep letting him know that there's a wall there.\Then a path will open up!\Shiratorizawa has Ushiwaka.\Then...\Karasuno has me. response:	Right.
context: Don't mind! Get the next one!\That's it! Just keep that up!\Keep letting him know that there's a wall there.\Then a path will open up!\Shiratorizawa has Ushiwaka.\Then...\Karasuno has me.\Right. response:	Stopping all of Ushijima's attacks,
context: That's it! Just keep that up!\Keep letting him know that there's a wall there.\Then a path will open up!\Shiratorizawa has Ushiwaka.\Then...\Karasuno has me.\Right.\Stopping all of Ushijima's attacks, response:	or even picking them all up, is impossible.
context: Keep letting him know that there's a wall there.\Then a path will open up!\Shiratorizawa has Ushiwaka.\Then...\Karasuno has me.\Right.\Stopping all of Ushijima's attacks,\or even picking them all up, is impossible. response:	But...
context: Then a path will open up!\Shiratorizawa has Ushiwaka.\Then...\Karasuno has me.\Right.\Stopping all of Ushijima's attacks,\or even picking them all up, is impossible.\But... response:	Ushijima Block Nishinoya
context: Shiratorizawa has Ushiwaka.\Then...\Karasuno has me.\Right.\Stopping all of Ushijima's attacks,\or even picking them all up, is impossible.\But...\Ushijima Block Nishinoya response:	All you've got to do is make those impossible spikes possible.
context: Then...\Karasuno has me.\Right.\Stopping all of Ushijima's attacks,\or even picking them all up, is impossible.\But...\Ushijima Block Nishinoya\All you've got to do is make those impossible spikes possible. response:	Hm?
context: Karasuno has me.\Right.\Stopping all of Ushijima's attacks,\or even picking them all up, is impossible.\But...\Ushijima Block Nishinoya\All you've got to do is make those impossible spikes possible.\Hm? response:	Total defense.
context: Right.\Stopping all of Ushijima's attacks,\or even picking them all up, is impossible.\But...\Ushijima Block Nishinoya\All you've got to do is make those impossible spikes possible.\Hm?\Total defense. response:	Ushijima
context: Stopping all of Ushijima's attacks,\or even picking them all up, is impossible.\But...\Ushijima Block Nishinoya\All you've got to do is make those impossible spikes possible.\Hm?\Total defense.\Ushijima response:	Block
context: or even picking them all up, is impossible.\But...\Ushijima Block Nishinoya\All you've got to do is make those impossible spikes possible.\Hm?\Total defense.\Ushijima\Block response:	Nishinoya
context: But...\Ushijima Block Nishinoya\All you've got to do is make those impossible spikes possible.\Hm?\Total defense.\Ushijima\Block\Nishinoya response:	Ushijima's really good at angle shots, as we've seen in past games,
context: Ushijima Block Nishinoya\All you've got to do is make those impossible spikes possible.\Hm?\Total defense.\Ushijima\Block\Nishinoya\Ushijima's really good at angle shots, as we've seen in past games, response:	so we're going to tighten up our block on those,
context: All you've got to do is make those impossible spikes possible.\Hm?\Total defense.\Ushijima\Block\Nishinoya\Ushijima's really good at angle shots, as we've seen in past games,\so we're going to tighten up our block on those, response:	and place Nishinoya where the now opened straight path would be.
context: Hm?\Total defense.\Ushijima\Block\Nishinoya\Ushijima's really good at angle shots, as we've seen in past games,\so we're going to tighten up our block on those,\and place Nishinoya where the now opened straight path would be. response:	We're going to set it up so he's hitting to our libero.
context: Total defense.\Ushijima\Block\Nishinoya\Ushijima's really good at angle shots, as we've seen in past games,\so we're going to tighten up our block on those,\and place Nishinoya where the now opened straight path would be.\We're going to set it up so he's hitting to our libero. response:	Nice timing!
context: Ushijima\Block\Nishinoya\Ushijima's really good at angle shots, as we've seen in past games,\so we're going to tighten up our block on those,\and place Nishinoya where the now opened straight path would be.\We're going to set it up so he's hitting to our libero.\Nice timing! response:	Be Courageous Warriors
context: Block\Nishinoya\Ushijima's really good at angle shots, as we've seen in past games,\so we're going to tighten up our block on those,\and place Nishinoya where the now opened straight path would be.\We're going to set it up so he's hitting to our libero.\Nice timing!\Be Courageous Warriors response:	Nice kill, Ushijima!
context: Nishinoya\Ushijima's really good at angle shots, as we've seen in past games,\so we're going to tighten up our block on those,\and place Nishinoya where the now opened straight path would be.\We're going to set it up so he's hitting to our libero.\Nice timing!\Be Courageous Warriors\Nice kill, Ushijima! response:	Shiratorizawa Karasuno
context: Ushijima's really good at angle shots, as we've seen in past games,\so we're going to tighten up our block on those,\and place Nishinoya where the now opened straight path would be.\We're going to set it up so he's hitting to our libero.\Nice timing!\Be Courageous Warriors\Nice kill, Ushijima!\Shiratorizawa Karasuno response:	Ushijima! Ushijima!
context: so we're going to tighten up our block on those,\and place Nishinoya where the now opened straight path would be.\We're going to set it up so he's hitting to our libero.\Nice timing!\Be Courageous Warriors\Nice kill, Ushijima!\Shiratorizawa Karasuno\Ushijima! Ushijima! response:	If Yu can't pick those up, he's going to be impossible to handle.
context: and place Nishinoya where the now opened straight path would be.\We're going to set it up so he's hitting to our libero.\Nice timing!\Be Courageous Warriors\Nice kill, Ushijima!\Shiratorizawa Karasuno\Ushijima! Ushijima!\If Yu can't pick those up, he's going to be impossible to handle. response:	I think it's because of the spin.
context: We're going to set it up so he's hitting to our libero.\Nice timing!\Be Courageous Warriors\Nice kill, Ushijima!\Shiratorizawa Karasuno\Ushijima! Ushijima!\If Yu can't pick those up, he's going to be impossible to handle.\I think it's because of the spin. response:	Hm?
context: Nice timing!\Be Courageous Warriors\Nice kill, Ushijima!\Shiratorizawa Karasuno\Ushijima! Ushijima!\If Yu can't pick those up, he's going to be impossible to handle.\I think it's because of the spin.\Hm? response:	Spiking left-handed means
context: Be Courageous Warriors\Nice kill, Ushijima!\Shiratorizawa Karasuno\Ushijima! Ushijima!\If Yu can't pick those up, he's going to be impossible to handle.\I think it's because of the spin.\Hm?\Spiking left-handed means response:	the ball will spin differently than spiking right-handed.
context: Nice kill, Ushijima!\Shiratorizawa Karasuno\Ushijima! Ushijima!\If Yu can't pick those up, he's going to be impossible to handle.\I think it's because of the spin.\Hm?\Spiking left-handed means\the ball will spin differently than spiking right-handed. response:	Volleyball is a sport where you can't hold the ball,
context: Shiratorizawa Karasuno\Ushijima! Ushijima!\If Yu can't pick those up, he's going to be impossible to handle.\I think it's because of the spin.\Hm?\Spiking left-handed means\the ball will spin differently than spiking right-handed.\Volleyball is a sport where you can't hold the ball, response:	and the space to capture it is extremely narrow.
context: Ushijima! Ushijima!\If Yu can't pick those up, he's going to be impossible to handle.\I think it's because of the spin.\Hm?\Spiking left-handed means\the ball will spin differently than spiking right-handed.\Volleyball is a sport where you can't hold the ball,\and the space to capture it is extremely narrow. response:	So the moment you capture the ball,
context: If Yu can't pick those up, he's going to be impossible to handle.\I think it's because of the spin.\Hm?\Spiking left-handed means\the ball will spin differently than spiking right-handed.\Volleyball is a sport where you can't hold the ball,\and the space to capture it is extremely narrow.\So the moment you capture the ball, response:	if the way it hits your hands is even a tiny bit off,
context: I think it's because of the spin.\Hm?\Spiking left-handed means\the ball will spin differently than spiking right-handed.\Volleyball is a sport where you can't hold the ball,\and the space to capture it is extremely narrow.\So the moment you capture the ball,\if the way it hits your hands is even a tiny bit off, response:	it causes a huge deviation.
context: Hm?\Spiking left-handed means\the ball will spin differently than spiking right-handed.\Volleyball is a sport where you can't hold the ball,\and the space to capture it is extremely narrow.\So the moment you capture the ball,\if the way it hits your hands is even a tiny bit off,\it causes a huge deviation. response:	Chance ball!
context: Spiking left-handed means\the ball will spin differently than spiking right-handed.\Volleyball is a sport where you can't hold the ball,\and the space to capture it is extremely narrow.\So the moment you capture the ball,\if the way it hits your hands is even a tiny bit off,\it causes a huge deviation.\Chance ball! response:	Damn it! I'm sorry!
context: the ball will spin differently than spiking right-handed.\Volleyball is a sport where you can't hold the ball,\and the space to capture it is extremely narrow.\So the moment you capture the ball,\if the way it hits your hands is even a tiny bit off,\it causes a huge deviation.\Chance ball!\Damn it! I'm sorry! response:	Our timing was too fast...
context: Volleyball is a sport where you can't hold the ball,\and the space to capture it is extremely narrow.\So the moment you capture the ball,\if the way it hits your hands is even a tiny bit off,\it causes a huge deviation.\Chance ball!\Damn it! I'm sorry!\Our timing was too fast... response:	Shiratorizawa Karasuno
context: and the space to capture it is extremely narrow.\So the moment you capture the ball,\if the way it hits your hands is even a tiny bit off,\it causes a huge deviation.\Chance ball!\Damn it! I'm sorry!\Our timing was too fast...\Shiratorizawa Karasuno response:	Nice kill, Ushijima!
context: So the moment you capture the ball,\if the way it hits your hands is even a tiny bit off,\it causes a huge deviation.\Chance ball!\Damn it! I'm sorry!\Our timing was too fast...\Shiratorizawa Karasuno\Nice kill, Ushijima! response:	It may be called total defense,
context: if the way it hits your hands is even a tiny bit off,\it causes a huge deviation.\Chance ball!\Damn it! I'm sorry!\Our timing was too fast...\Shiratorizawa Karasuno\Nice kill, Ushijima!\It may be called total defense, response:	but even just getting our timing down isn't easy.
context: it causes a huge deviation.\Chance ball!\Damn it! I'm sorry!\Our timing was too fast...\Shiratorizawa Karasuno\Nice kill, Ushijima!\It may be called total defense,\but even just getting our timing down isn't easy. response:	Ushijima! Ushijima!
context: Chance ball!\Damn it! I'm sorry!\Our timing was too fast...\Shiratorizawa Karasuno\Nice kill, Ushijima!\It may be called total defense,\but even just getting our timing down isn't easy.\Ushijima! Ushijima! response:	Concentrate on number one!
context: Damn it! I'm sorry!\Our timing was too fast...\Shiratorizawa Karasuno\Nice kill, Ushijima!\It may be called total defense,\but even just getting our timing down isn't easy.\Ushijima! Ushijima!\Concentrate on number one! response:	Do you think you'll be able to stop Ushiwaka's spikes?
context: Our timing was too fast...\Shiratorizawa Karasuno\Nice kill, Ushijima!\It may be called total defense,\but even just getting our timing down isn't easy.\Ushijima! Ushijima!\Concentrate on number one!\Do you think you'll be able to stop Ushiwaka's spikes? response:	There's no way that I can beat Ushiwaka.
context: Shiratorizawa Karasuno\Nice kill, Ushijima!\It may be called total defense,\but even just getting our timing down isn't easy.\Ushijima! Ushijima!\Concentrate on number one!\Do you think you'll be able to stop Ushiwaka's spikes?\There's no way that I can beat Ushiwaka. response:	All right!
context: Nice kill, Ushijima!\It may be called total defense,\but even just getting our timing down isn't easy.\Ushijima! Ushijima!\Concentrate on number one!\Do you think you'll be able to stop Ushiwaka's spikes?\There's no way that I can beat Ushiwaka.\All right! response:	I've been focusing too much on Ushiwaka.
context: It may be called total defense,\but even just getting our timing down isn't easy.\Ushijima! Ushijima!\Concentrate on number one!\Do you think you'll be able to stop Ushiwaka's spikes?\There's no way that I can beat Ushiwaka.\All right!\I've been focusing too much on Ushiwaka. response:	Shiratorizawa Karasuno
context: but even just getting our timing down isn't easy.\Ushijima! Ushijima!\Concentrate on number one!\Do you think you'll be able to stop Ushiwaka's spikes?\There's no way that I can beat Ushiwaka.\All right!\I've been focusing too much on Ushiwaka.\Shiratorizawa Karasuno response:	Kawanishi! Kawanishi!
context: Ushijima! Ushijima!\Concentrate on number one!\Do you think you'll be able to stop Ushiwaka's spikes?\There's no way that I can beat Ushiwaka.\All right!\I've been focusing too much on Ushiwaka.\Shiratorizawa Karasuno\Kawanishi! Kawanishi! response:	Is that kid with the glasses even trying?
context: Concentrate on number one!\Do you think you'll be able to stop Ushiwaka's spikes?\There's no way that I can beat Ushiwaka.\All right!\I've been focusing too much on Ushiwaka.\Shiratorizawa Karasuno\Kawanishi! Kawanishi!\Is that kid with the glasses even trying? response:	He needs to show some more of that fighting spirit!
context: Do you think you'll be able to stop Ushiwaka's spikes?\There's no way that I can beat Ushiwaka.\All right!\I've been focusing too much on Ushiwaka.\Shiratorizawa Karasuno\Kawanishi! Kawanishi!\Is that kid with the glasses even trying?\He needs to show some more of that fighting spirit! response:	Fighting spirit!
context: There's no way that I can beat Ushiwaka.\All right!\I've been focusing too much on Ushiwaka.\Shiratorizawa Karasuno\Kawanishi! Kawanishi!\Is that kid with the glasses even trying?\He needs to show some more of that fighting spirit!\Fighting spirit! response:	They're sneaking in some quicks really well.
context: All right!\I've been focusing too much on Ushiwaka.\Shiratorizawa Karasuno\Kawanishi! Kawanishi!\Is that kid with the glasses even trying?\He needs to show some more of that fighting spirit!\Fighting spirit!\They're sneaking in some quicks really well. response:	They've gotta hurry and do something about the left-handed guy.
context: I've been focusing too much on Ushiwaka.\Shiratorizawa Karasuno\Kawanishi! Kawanishi!\Is that kid with the glasses even trying?\He needs to show some more of that fighting spirit!\Fighting spirit!\They're sneaking in some quicks really well.\They've gotta hurry and do something about the left-handed guy. response:	I guess there's not much they can do about how much they're used
context: Shiratorizawa Karasuno\Kawanishi! Kawanishi!\Is that kid with the glasses even trying?\He needs to show some more of that fighting spirit!\Fighting spirit!\They're sneaking in some quicks really well.\They've gotta hurry and do something about the left-handed guy.\I guess there's not much they can do about how much they're used response:	to right-handed shots.
context: Kawanishi! Kawanishi!\Is that kid with the glasses even trying?\He needs to show some more of that fighting spirit!\Fighting spirit!\They're sneaking in some quicks really well.\They've gotta hurry and do something about the left-handed guy.\I guess there's not much they can do about how much they're used\to right-handed shots. response:	All right!
context: Is that kid with the glasses even trying?\He needs to show some more of that fighting spirit!\Fighting spirit!\They're sneaking in some quicks really well.\They've gotta hurry and do something about the left-handed guy.\I guess there's not much they can do about how much they're used\to right-handed shots.\All right! response:	Sorry!
context: He needs to show some more of that fighting spirit!\Fighting spirit!\They're sneaking in some quicks really well.\They've gotta hurry and do something about the left-handed guy.\I guess there's not much they can do about how much they're used\to right-handed shots.\All right!\Sorry! response:	Don't mind.
context: Fighting spirit!\They're sneaking in some quicks really well.\They've gotta hurry and do something about the left-handed guy.\I guess there's not much they can do about how much they're used\to right-handed shots.\All right!\Sorry!\Don't mind. response:	At the very least,
context: They're sneaking in some quicks really well.\They've gotta hurry and do something about the left-handed guy.\I guess there's not much they can do about how much they're used\to right-handed shots.\All right!\Sorry!\Don't mind.\At the very least, response:	he's the exact opposite from the kind of player
context: They've gotta hurry and do something about the left-handed guy.\I guess there's not much they can do about how much they're used\to right-handed shots.\All right!\Sorry!\Don't mind.\At the very least,\he's the exact opposite from the kind of player response:	that moves based on sensations.
context: I guess there's not much they can do about how much they're used\to right-handed shots.\All right!\Sorry!\Don't mind.\At the very least,\he's the exact opposite from the kind of player\that moves based on sensations. response:	Nice serve!
context: to right-handed shots.\All right!\Sorry!\Don't mind.\At the very least,\he's the exact opposite from the kind of player\that moves based on sensations.\Nice serve! response:	He doesn't believe in his own strength.
context: All right!\Sorry!\Don't mind.\At the very least,\he's the exact opposite from the kind of player\that moves based on sensations.\Nice serve!\He doesn't believe in his own strength. response:	And he doesn't trust the senses he's built up.
context: Sorry!\Don't mind.\At the very least,\he's the exact opposite from the kind of player\that moves based on sensations.\Nice serve!\He doesn't believe in his own strength.\And he doesn't trust the senses he's built up. response:	Nice receive!
context: Don't mind.\At the very least,\he's the exact opposite from the kind of player\that moves based on sensations.\Nice serve!\He doesn't believe in his own strength.\And he doesn't trust the senses he's built up.\Nice receive! response:	How could you say that?! You're his older brother!
context: At the very least,\he's the exact opposite from the kind of player\that moves based on sensations.\Nice serve!\He doesn't believe in his own strength.\And he doesn't trust the senses he's built up.\Nice receive!\How could you say that?! You're his older brother! response:	I'm complimenting him!
context: he's the exact opposite from the kind of player\that moves based on sensations.\Nice serve!\He doesn't believe in his own strength.\And he doesn't trust the senses he's built up.\Nice receive!\How could you say that?! You're his older brother!\I'm complimenting him! response:	You see, with my brother,
context: that moves based on sensations.\Nice serve!\He doesn't believe in his own strength.\And he doesn't trust the senses he's built up.\Nice receive!\How could you say that?! You're his older brother!\I'm complimenting him!\You see, with my brother, response:	the more he feels let down, the calmer he gets.
context: Nice serve!\He doesn't believe in his own strength.\And he doesn't trust the senses he's built up.\Nice receive!\How could you say that?! You're his older brother!\I'm complimenting him!\You see, with my brother,\the more he feels let down, the calmer he gets. response:	He only believes in the information that his eyes can see.
context: He doesn't believe in his own strength.\And he doesn't trust the senses he's built up.\Nice receive!\How could you say that?! You're his older brother!\I'm complimenting him!\You see, with my brother,\the more he feels let down, the calmer he gets.\He only believes in the information that his eyes can see. response:	Got it.
context: And he doesn't trust the senses he's built up.\Nice receive!\How could you say that?! You're his older brother!\I'm complimenting him!\You see, with my brother,\the more he feels let down, the calmer he gets.\He only believes in the information that his eyes can see.\Got it. response:	Shiratorizawa Karasuno
context: Nice receive!\How could you say that?! You're his older brother!\I'm complimenting him!\You see, with my brother,\the more he feels let down, the calmer he gets.\He only believes in the information that his eyes can see.\Got it.\Shiratorizawa Karasuno response:	Kei was in the path of the spike right now.
context: How could you say that?! You're his older brother!\I'm complimenting him!\You see, with my brother,\the more he feels let down, the calmer he gets.\He only believes in the information that his eyes can see.\Got it.\Shiratorizawa Karasuno\Kei was in the path of the spike right now. response:	He was also positioned correctly on the left.
context: I'm complimenting him!\You see, with my brother,\the more he feels let down, the calmer he gets.\He only believes in the information that his eyes can see.\Got it.\Shiratorizawa Karasuno\Kei was in the path of the spike right now.\He was also positioned correctly on the left. response:	So why...
context: You see, with my brother,\the more he feels let down, the calmer he gets.\He only believes in the information that his eyes can see.\Got it.\Shiratorizawa Karasuno\Kei was in the path of the spike right now.\He was also positioned correctly on the left.\So why... response:	You were so close, Nishinoya!
context: the more he feels let down, the calmer he gets.\He only believes in the information that his eyes can see.\Got it.\Shiratorizawa Karasuno\Kei was in the path of the spike right now.\He was also positioned correctly on the left.\So why...\You were so close, Nishinoya! response:	You're actually able to react to Ushiwaka's spikes!
context: He only believes in the information that his eyes can see.\Got it.\Shiratorizawa Karasuno\Kei was in the path of the spike right now.\He was also positioned correctly on the left.\So why...\You were so close, Nishinoya!\You're actually able to react to Ushiwaka's spikes! response:	The spike that I was actually able to touch
context: Got it.\Shiratorizawa Karasuno\Kei was in the path of the spike right now.\He was also positioned correctly on the left.\So why...\You were so close, Nishinoya!\You're actually able to react to Ushiwaka's spikes!\The spike that I was actually able to touch response:	is definitely not his full strength.
context: Shiratorizawa Karasuno\Kei was in the path of the spike right now.\He was also positioned correctly on the left.\So why...\You were so close, Nishinoya!\You're actually able to react to Ushiwaka's spikes!\The spike that I was actually able to touch\is definitely not his full strength. response:	He's probably still warming up his engine,
context: Kei was in the path of the spike right now.\He was also positioned correctly on the left.\So why...\You were so close, Nishinoya!\You're actually able to react to Ushiwaka's spikes!\The spike that I was actually able to touch\is definitely not his full strength.\He's probably still warming up his engine, response:	and concentrating on getting his spikes over our blocks.
context: He was also positioned correctly on the left.\So why...\You were so close, Nishinoya!\You're actually able to react to Ushiwaka's spikes!\The spike that I was actually able to touch\is definitely not his full strength.\He's probably still warming up his engine,\and concentrating on getting his spikes over our blocks. response:	I remember in middle school,
context: So why...\You were so close, Nishinoya!\You're actually able to react to Ushiwaka's spikes!\The spike that I was actually able to touch\is definitely not his full strength.\He's probably still warming up his engine,\and concentrating on getting his spikes over our blocks.\I remember in middle school, response:	getting passes from a guy that was left-handed was really hard.
context: You were so close, Nishinoya!\You're actually able to react to Ushiwaka's spikes!\The spike that I was actually able to touch\is definitely not his full strength.\He's probably still warming up his engine,\and concentrating on getting his spikes over our blocks.\I remember in middle school,\getting passes from a guy that was left-handed was really hard. response:	So apparently with Ushiwaka's shots...
context: You're actually able to react to Ushiwaka's spikes!\The spike that I was actually able to touch\is definitely not his full strength.\He's probably still warming up his engine,\and concentrating on getting his spikes over our blocks.\I remember in middle school,\getting passes from a guy that was left-handed was really hard.\So apparently with Ushiwaka's shots... response:	his off-speed shots are killer, too.
context: The spike that I was actually able to touch\is definitely not his full strength.\He's probably still warming up his engine,\and concentrating on getting his spikes over our blocks.\I remember in middle school,\getting passes from a guy that was left-handed was really hard.\So apparently with Ushiwaka's shots...\his off-speed shots are killer, too. response:	Tsukki, man, you jammed your finger? Are you okay?
context: is definitely not his full strength.\He's probably still warming up his engine,\and concentrating on getting his spikes over our blocks.\I remember in middle school,\getting passes from a guy that was left-handed was really hard.\So apparently with Ushiwaka's shots...\his off-speed shots are killer, too.\Tsukki, man, you jammed your finger? Are you okay? response:	Did you have to rhyme that?
context: He's probably still warming up his engine,\and concentrating on getting his spikes over our blocks.\I remember in middle school,\getting passes from a guy that was left-handed was really hard.\So apparently with Ushiwaka's shots...\his off-speed shots are killer, too.\Tsukki, man, you jammed your finger? Are you okay?\Did you have to rhyme that? response:	I'll do it. Let me see.
context: and concentrating on getting his spikes over our blocks.\I remember in middle school,\getting passes from a guy that was left-handed was really hard.\So apparently with Ushiwaka's shots...\his off-speed shots are killer, too.\Tsukki, man, you jammed your finger? Are you okay?\Did you have to rhyme that?\I'll do it. Let me see. response:	Thank you.
context: I remember in middle school,\getting passes from a guy that was left-handed was really hard.\So apparently with Ushiwaka's shots...\his off-speed shots are killer, too.\Tsukki, man, you jammed your finger? Are you okay?\Did you have to rhyme that?\I'll do it. Let me see.\Thank you. response:	This isn't any different from the usual.
context: getting passes from a guy that was left-handed was really hard.\So apparently with Ushiwaka's shots...\his off-speed shots are killer, too.\Tsukki, man, you jammed your finger? Are you okay?\Did you have to rhyme that?\I'll do it. Let me see.\Thank you.\This isn't any different from the usual. response:	Actually,
context: So apparently with Ushiwaka's shots...\his off-speed shots are killer, too.\Tsukki, man, you jammed your finger? Are you okay?\Did you have to rhyme that?\I'll do it. Let me see.\Thank you.\This isn't any different from the usual.\Actually, response:	if it just stays like this, we'll be lucky.
