context: The Nine Olde Witches sealed the Grand Triskelion within Arcturus Forest. response:	Only the seven Words and the staff of seven stars can break the seal.
context: Shouldn't you know that, Professor?\Y-Yes, I do know!\That's what happened. Right, definitely.\The Samhain Festival will be here soon.\I'll train my hardest and try to inch closer to Chariot!\Now then, what should I transform into tomorrow...\Akko revived the first Word as well.\With this, she has also revived the second. response:	There are seven Words of Arcturus in total.
context: Y-Yes, I do know!\That's what happened. Right, definitely.\The Samhain Festival will be here soon.\I'll train my hardest and try to inch closer to Chariot!\Now then, what should I transform into tomorrow...\Akko revived the first Word as well.\With this, she has also revived the second.\There are seven Words of Arcturus in total. response:	Revive the remaining Words.
context: That's what happened. Right, definitely.\The Samhain Festival will be here soon.\I'll train my hardest and try to inch closer to Chariot!\Now then, what should I transform into tomorrow...\Akko revived the first Word as well.\With this, she has also revived the second.\There are seven Words of Arcturus in total.\Revive the remaining Words. response:	Chariot.
context: The Samhain Festival will be here soon.\I'll train my hardest and try to inch closer to Chariot!\Now then, what should I transform into tomorrow...\Akko revived the first Word as well.\With this, she has also revived the second.\There are seven Words of Arcturus in total.\Revive the remaining Words.\Chariot. response:	You will aid her.
context: I'll train my hardest and try to inch closer to Chariot!\Now then, what should I transform into tomorrow...\Akko revived the first Word as well.\With this, she has also revived the second.\There are seven Words of Arcturus in total.\Revive the remaining Words.\Chariot.\You will aid her. response:	I'll become the Moonlit Witch!
context: Now then, what should I transform into tomorrow...\Akko revived the first Word as well.\With this, she has also revived the second.\There are seven Words of Arcturus in total.\Revive the remaining Words.\Chariot.\You will aid her.\I'll become the Moonlit Witch! response:	Here where our long journey has finally led us
context: Akko revived the first Word as well.\With this, she has also revived the second.\There are seven Words of Arcturus in total.\Revive the remaining Words.\Chariot.\You will aid her.\I'll become the Moonlit Witch!\Here where our long journey has finally led us response:	Here where our long journey has finally led us
context: With this, she has also revived the second.\There are seven Words of Arcturus in total.\Revive the remaining Words.\Chariot.\You will aid her.\I'll become the Moonlit Witch!\Here where our long journey has finally led us\Here where our long journey has finally led us response:	kakedashita hibi ni yukitsuita kono basho
context: There are seven Words of Arcturus in total.\Revive the remaining Words.\Chariot.\You will aid her.\I'll become the Moonlit Witch!\Here where our long journey has finally led us\Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho response:	kakedashita hibi ni yukitsuita kono basho
context: Revive the remaining Words.\Chariot.\You will aid her.\I'll become the Moonlit Witch!\Here where our long journey has finally led us\Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho response:	We can push open the door
context: Chariot.\You will aid her.\I'll become the Moonlit Witch!\Here where our long journey has finally led us\Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho\We can push open the door response:	We can push open the door
context: You will aid her.\I'll become the Moonlit Witch!\Here where our long journey has finally led us\Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho\We can push open the door\We can push open the door response:	fureta tobira hiraite
context: I'll become the Moonlit Witch!\Here where our long journey has finally led us\Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho\We can push open the door\We can push open the door\fureta tobira hiraite response:	fureta tobira hiraite
context: Here where our long journey has finally led us\Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho\We can push open the door\We can push open the door\fureta tobira hiraite\fureta tobira hiraite response:	In the footsteps of our dreams far beyond the stars
context: Here where our long journey has finally led us\kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho\We can push open the door\We can push open the door\fureta tobira hiraite\fureta tobira hiraite\In the footsteps of our dreams far beyond the stars response:	In the footsteps of our dreams far beyond the stars
context: kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho\We can push open the door\We can push open the door\fureta tobira hiraite\fureta tobira hiraite\In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars response:	hoshizora no kanata yume no ashiato
context: kakedashita hibi ni yukitsuita kono basho\We can push open the door\We can push open the door\fureta tobira hiraite\fureta tobira hiraite\In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato response:	hoshizora no kanata yume no ashiato
context: We can push open the door\We can push open the door\fureta tobira hiraite\fureta tobira hiraite\In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato response:	Pick up the pieces with a song
context: We can push open the door\fureta tobira hiraite\fureta tobira hiraite\In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato\Pick up the pieces with a song response:	Pick up the pieces with a song
context: fureta tobira hiraite\fureta tobira hiraite\In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato\Pick up the pieces with a song\Pick up the pieces with a song response:	hiroiatsume utau yo
context: fureta tobira hiraite\In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato\Pick up the pieces with a song\Pick up the pieces with a song\hiroiatsume utau yo response:	hiroiatsume utau yo
context: In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato\Pick up the pieces with a song\Pick up the pieces with a song\hiroiatsume utau yo\hiroiatsume utau yo response:	Keep the destination of your dreams nestled in your heart
context: In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato\Pick up the pieces with a song\Pick up the pieces with a song\hiroiatsume utau yo\hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart response:	Keep the destination of your dreams nestled in your heart
context: hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato\Pick up the pieces with a song\Pick up the pieces with a song\hiroiatsume utau yo\hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart response:	yume ga kaketeku basho ima mo kokoro ni himete
context: hoshizora no kanata yume no ashiato\Pick up the pieces with a song\Pick up the pieces with a song\hiroiatsume utau yo\hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete response:	yume ga kaketeku basho ima mo kokoro ni himete
context: Pick up the pieces with a song\Pick up the pieces with a song\hiroiatsume utau yo\hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete response:	And envelop the night
context: Pick up the pieces with a song\hiroiatsume utau yo\hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night response:	And envelop the night
context: hiroiatsume utau yo\hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night\And envelop the night response:	yoru wo tsutsumikomu
context: hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night\And envelop the night\yoru wo tsutsumikomu response:	yoru wo tsutsumikomu
context: Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night\And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu response:	Cast a magic spell
context: Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night\And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell response:	Cast a magic spell
context: yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night\And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell response:	mahou kakete
context: yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night\And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete response:	mahou kakete
context: And envelop the night\And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete response:	And start to dance
context: And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete\And start to dance response:	And start to dance
context: yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete\And start to dance\And start to dance response:	odoridasu
context: yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete\And start to dance\And start to dance\odoridasu response:	odoridasu
context: Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete\And start to dance\And start to dance\odoridasu\odoridasu response:	The landscape looks like it's burning brilliantly
context: Cast a magic spell\mahou kakete\mahou kakete\And start to dance\And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly response:	The landscape looks like it's burning brilliantly
context: mahou kakete\mahou kakete\And start to dance\And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly response:	yaketsuita you ni irodzuita fuukei wa
context: mahou kakete\And start to dance\And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa response:	yaketsuita you ni irodzuita fuukei wa
context: And start to dance\And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa response:	But you can't see it fallen on the ground
context: And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground response:	But you can't see it fallen on the ground
context: odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground response:	koronda kurai ja tokenai kara
context: odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara response:	koronda kurai ja tokenai kara
context: The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara response:	The world will keep on turning
context: The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning response:	The world will keep on turning
context: yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning response:	sekai wa tsudzuku yo
context: yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo response:	sekai wa tsudzuku yo
context: But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo response:	Embrace the moment as if it'll never come again
context: But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again response:	Embrace the moment as if it'll never come again
context: koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again response:	hakanai mama no ima wo dakishimete
context: koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete response:	hakanai mama no ima wo dakishimete
context: The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete response:	Let's keep walking as we are with the light in our sights
context: The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights response:	Let's keep walking as we are with the light in our sights
context: sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights response:	kawaranai mama jikan to hikari mitsumete aruiteku
context: sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku response:	kawaranai mama jikan to hikari mitsumete aruiteku
context: Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku response:	Little Witch Academia
context: Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia response:	Little Witch Academia
context: hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia response:	Extra! Extra!
context: hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\Extra! Extra! response:	The witches invited to the Samhain Festival have been announced!
context: Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\Extra! Extra!\The witches invited to the Samhain Festival have been announced! response:	The rock star, Miss Marjolaine?!
context: Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\Extra! Extra!\The witches invited to the Samhain Festival have been announced!\The rock star, Miss Marjolaine?! response:	Minister Dorlin from the East Mogiana Republic!
context: kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\Extra! Extra!\The witches invited to the Samhain Festival have been announced!\The rock star, Miss Marjolaine?!\Minister Dorlin from the East Mogiana Republic! response:	And Madame Ural too! Impressive lineup this year.
context: kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\Extra! Extra!\The witches invited to the Samhain Festival have been announced!\The rock star, Miss Marjolaine?!\Minister Dorlin from the East Mogiana Republic!\And Madame Ural too! Impressive lineup this year. response:	Madame Ural is a Nobel Laureate in literature and considered the leading authority on magic novels.
context: Little Witch Academia\Little Witch Academia\Extra! Extra!\The witches invited to the Samhain Festival have been announced!\The rock star, Miss Marjolaine?!\Minister Dorlin from the East Mogiana Republic!\And Madame Ural too! Impressive lineup this year.\Madame Ural is a Nobel Laureate in literature and considered the leading authority on magic novels. response:	Look at all the witches from around the world!
context: Little Witch Academia\Extra! Extra!\The witches invited to the Samhain Festival have been announced!\The rock star, Miss Marjolaine?!\Minister Dorlin from the East Mogiana Republic!\And Madame Ural too! Impressive lineup this year.\Madame Ural is a Nobel Laureate in literature and considered the leading authority on magic novels.\Look at all the witches from around the world! response:	I'm so excited! The Samhain Festival is going to be amazing!
context: Extra! Extra!\The witches invited to the Samhain Festival have been announced!\The rock star, Miss Marjolaine?!\Minister Dorlin from the East Mogiana Republic!\And Madame Ural too! Impressive lineup this year.\Madame Ural is a Nobel Laureate in literature and considered the leading authority on magic novels.\Look at all the witches from around the world!\I'm so excited! The Samhain Festival is going to be amazing! response:	Doesn't Akko know?
context: The witches invited to the Samhain Festival have been announced!\The rock star, Miss Marjolaine?!\Minister Dorlin from the East Mogiana Republic!\And Madame Ural too! Impressive lineup this year.\Madame Ural is a Nobel Laureate in literature and considered the leading authority on magic novels.\Look at all the witches from around the world!\I'm so excited! The Samhain Festival is going to be amazing!\Doesn't Akko know? response:	How am I supposed to tell her now?
context: The rock star, Miss Marjolaine?!\Minister Dorlin from the East Mogiana Republic!\And Madame Ural too! Impressive lineup this year.\Madame Ural is a Nobel Laureate in literature and considered the leading authority on magic novels.\Look at all the witches from around the world!\I'm so excited! The Samhain Festival is going to be amazing!\Doesn't Akko know?\How am I supposed to tell her now? response:	I can't wait to meet all those witches from faraway places!
context: Minister Dorlin from the East Mogiana Republic!\And Madame Ural too! Impressive lineup this year.\Madame Ural is a Nobel Laureate in literature and considered the leading authority on magic novels.\Look at all the witches from around the world!\I'm so excited! The Samhain Festival is going to be amazing!\Doesn't Akko know?\How am I supposed to tell her now?\I can't wait to meet all those witches from faraway places! response:	On the upcoming day of October 31st,
context: And Madame Ural too! Impressive lineup this year.\Madame Ural is a Nobel Laureate in literature and considered the leading authority on magic novels.\Look at all the witches from around the world!\I'm so excited! The Samhain Festival is going to be amazing!\Doesn't Akko know?\How am I supposed to tell her now?\I can't wait to meet all those witches from faraway places!\On the upcoming day of October 31st, response:	we will be holding the Samhain Festival, a tradition spanning back sixteen hundred years.
context: Madame Ural is a Nobel Laureate in literature and considered the leading authority on magic novels.\Look at all the witches from around the world!\I'm so excited! The Samhain Festival is going to be amazing!\Doesn't Akko know?\How am I supposed to tell her now?\I can't wait to meet all those witches from faraway places!\On the upcoming day of October 31st,\we will be holding the Samhain Festival, a tradition spanning back sixteen hundred years. response:	This is our opportunity to demonstrate the might and mettle of Luna Nova to alumnae from around the world.
context: Look at all the witches from around the world!\I'm so excited! The Samhain Festival is going to be amazing!\Doesn't Akko know?\How am I supposed to tell her now?\I can't wait to meet all those witches from faraway places!\On the upcoming day of October 31st,\we will be holding the Samhain Festival, a tradition spanning back sixteen hundred years.\This is our opportunity to demonstrate the might and mettle of Luna Nova to alumnae from around the world. response:	All students are to prepare displays of magic in their teams.
context: I'm so excited! The Samhain Festival is going to be amazing!\Doesn't Akko know?\How am I supposed to tell her now?\I can't wait to meet all those witches from faraway places!\On the upcoming day of October 31st,\we will be holding the Samhain Festival, a tradition spanning back sixteen hundred years.\This is our opportunity to demonstrate the might and mettle of Luna Nova to alumnae from around the world.\All students are to prepare displays of magic in their teams. response:	This was offered during the previous Samhain Festival.
context: Doesn't Akko know?\How am I supposed to tell her now?\I can't wait to meet all those witches from faraway places!\On the upcoming day of October 31st,\we will be holding the Samhain Festival, a tradition spanning back sixteen hundred years.\This is our opportunity to demonstrate the might and mettle of Luna Nova to alumnae from around the world.\All students are to prepare displays of magic in their teams.\This was offered during the previous Samhain Festival. response:	Boiling of toads for enchantments.
context: How am I supposed to tell her now?\I can't wait to meet all those witches from faraway places!\On the upcoming day of October 31st,\we will be holding the Samhain Festival, a tradition spanning back sixteen hundred years.\This is our opportunity to demonstrate the might and mettle of Luna Nova to alumnae from around the world.\All students are to prepare displays of magic in their teams.\This was offered during the previous Samhain Festival.\Boiling of toads for enchantments. response:	Memorizing ten thousand incantations.
context: I can't wait to meet all those witches from faraway places!\On the upcoming day of October 31st,\we will be holding the Samhain Festival, a tradition spanning back sixteen hundred years.\This is our opportunity to demonstrate the might and mettle of Luna Nova to alumnae from around the world.\All students are to prepare displays of magic in their teams.\This was offered during the previous Samhain Festival.\Boiling of toads for enchantments.\Memorizing ten thousand incantations. response:	Ancient dark dance.
context: On the upcoming day of October 31st,\we will be holding the Samhain Festival, a tradition spanning back sixteen hundred years.\This is our opportunity to demonstrate the might and mettle of Luna Nova to alumnae from around the world.\All students are to prepare displays of magic in their teams.\This was offered during the previous Samhain Festival.\Boiling of toads for enchantments.\Memorizing ten thousand incantations.\Ancient dark dance. response:	A full course medieval magic dinner.
context: we will be holding the Samhain Festival, a tradition spanning back sixteen hundred years.\This is our opportunity to demonstrate the might and mettle of Luna Nova to alumnae from around the world.\All students are to prepare displays of magic in their teams.\This was offered during the previous Samhain Festival.\Boiling of toads for enchantments.\Memorizing ten thousand incantations.\Ancient dark dance.\A full course medieval magic dinner. response:	Seriously?
context: This is our opportunity to demonstrate the might and mettle of Luna Nova to alumnae from around the world.\All students are to prepare displays of magic in their teams.\This was offered during the previous Samhain Festival.\Boiling of toads for enchantments.\Memorizing ten thousand incantations.\Ancient dark dance.\A full course medieval magic dinner.\Seriously? response:	The Samhain Festival is this lame?
context: All students are to prepare displays of magic in their teams.\This was offered during the previous Samhain Festival.\Boiling of toads for enchantments.\Memorizing ten thousand incantations.\Ancient dark dance.\A full course medieval magic dinner.\Seriously?\The Samhain Festival is this lame? response:	At the close of the Samhain Festival, the most exceptional witch will be chosen.
context: This was offered during the previous Samhain Festival.\Boiling of toads for enchantments.\Memorizing ten thousand incantations.\Ancient dark dance.\A full course medieval magic dinner.\Seriously?\The Samhain Festival is this lame?\At the close of the Samhain Festival, the most exceptional witch will be chosen. response:	She will be granted the title of Moonlit Witch.
context: Boiling of toads for enchantments.\Memorizing ten thousand incantations.\Ancient dark dance.\A full course medieval magic dinner.\Seriously?\The Samhain Festival is this lame?\At the close of the Samhain Festival, the most exceptional witch will be chosen.\She will be granted the title of Moonlit Witch. response:	Chariot was chosen at the Moonlit Witch!
context: Memorizing ten thousand incantations.\Ancient dark dance.\A full course medieval magic dinner.\Seriously?\The Samhain Festival is this lame?\At the close of the Samhain Festival, the most exceptional witch will be chosen.\She will be granted the title of Moonlit Witch.\Chariot was chosen at the Moonlit Witch! response:	We will now assign Samhain Festival duties to the teams.
context: Ancient dark dance.\A full course medieval magic dinner.\Seriously?\The Samhain Festival is this lame?\At the close of the Samhain Festival, the most exceptional witch will be chosen.\She will be granted the title of Moonlit Witch.\Chariot was chosen at the Moonlit Witch!\We will now assign Samhain Festival duties to the teams. response:	Each team, please send one representative up to draw your lot.
context: A full course medieval magic dinner.\Seriously?\The Samhain Festival is this lame?\At the close of the Samhain Festival, the most exceptional witch will be chosen.\She will be granted the title of Moonlit Witch.\Chariot was chosen at the Moonlit Witch!\We will now assign Samhain Festival duties to the teams.\Each team, please send one representative up to draw your lot. response:	Who should do it?
context: Seriously?\The Samhain Festival is this lame?\At the close of the Samhain Festival, the most exceptional witch will be chosen.\She will be granted the title of Moonlit Witch.\Chariot was chosen at the Moonlit Witch!\We will now assign Samhain Festival duties to the teams.\Each team, please send one representative up to draw your lot.\Who should do it? response:	You, right?
context: The Samhain Festival is this lame?\At the close of the Samhain Festival, the most exceptional witch will be chosen.\She will be granted the title of Moonlit Witch.\Chariot was chosen at the Moonlit Witch!\We will now assign Samhain Festival duties to the teams.\Each team, please send one representative up to draw your lot.\Who should do it?\You, right? response:	I can't! I have the worst luck in lotteries!
context: At the close of the Samhain Festival, the most exceptional witch will be chosen.\She will be granted the title of Moonlit Witch.\Chariot was chosen at the Moonlit Witch!\We will now assign Samhain Festival duties to the teams.\Each team, please send one representative up to draw your lot.\Who should do it?\You, right?\I can't! I have the worst luck in lotteries! response:	Well, so do I...
context: She will be granted the title of Moonlit Witch.\Chariot was chosen at the Moonlit Witch!\We will now assign Samhain Festival duties to the teams.\Each team, please send one representative up to draw your lot.\Who should do it?\You, right?\I can't! I have the worst luck in lotteries!\Well, so do I... response:	Hey! You kids are in charge of fireworks!
context: Chariot was chosen at the Moonlit Witch!\We will now assign Samhain Festival duties to the teams.\Each team, please send one representative up to draw your lot.\Who should do it?\You, right?\I can't! I have the worst luck in lotteries!\Well, so do I...\Hey! You kids are in charge of fireworks! response:	Fireworks magic?!
context: We will now assign Samhain Festival duties to the teams.\Each team, please send one representative up to draw your lot.\Who should do it?\You, right?\I can't! I have the worst luck in lotteries!\Well, so do I...\Hey! You kids are in charge of fireworks!\Fireworks magic?! response:	Lucky you...
context: Each team, please send one representative up to draw your lot.\Who should do it?\You, right?\I can't! I have the worst luck in lotteries!\Well, so do I...\Hey! You kids are in charge of fireworks!\Fireworks magic?!\Lucky you... response:	Already taken, huh.
context: Who should do it?\You, right?\I can't! I have the worst luck in lotteries!\Well, so do I...\Hey! You kids are in charge of fireworks!\Fireworks magic?!\Lucky you...\Already taken, huh. response:	You ladies shall do the decorations.
context: You, right?\I can't! I have the worst luck in lotteries!\Well, so do I...\Hey! You kids are in charge of fireworks!\Fireworks magic?!\Lucky you...\Already taken, huh.\You ladies shall do the decorations. response:	That's okay, I guess.
context: I can't! I have the worst luck in lotteries!\Well, so do I...\Hey! You kids are in charge of fireworks!\Fireworks magic?!\Lucky you...\Already taken, huh.\You ladies shall do the decorations.\That's okay, I guess. response:	Your team is assigned to summoning.
context: Well, so do I...\Hey! You kids are in charge of fireworks!\Fireworks magic?!\Lucky you...\Already taken, huh.\You ladies shall do the decorations.\That's okay, I guess.\Your team is assigned to summoning. response:	Summoning?!
context: Hey! You kids are in charge of fireworks!\Fireworks magic?!\Lucky you...\Already taken, huh.\You ladies shall do the decorations.\That's okay, I guess.\Your team is assigned to summoning.\Summoning?! response:	That's the showpiece of the Festival!
context: Fireworks magic?!\Lucky you...\Already taken, huh.\You ladies shall do the decorations.\That's okay, I guess.\Your team is assigned to summoning.\Summoning?!\That's the showpiece of the Festival! response:	Hmph. You maggots get cleaning duty.
context: Lucky you...\Already taken, huh.\You ladies shall do the decorations.\That's okay, I guess.\Your team is assigned to summoning.\Summoning?!\That's the showpiece of the Festival!\Hmph. You maggots get cleaning duty. response:	Cleaning duty?
context: Already taken, huh.\You ladies shall do the decorations.\That's okay, I guess.\Your team is assigned to summoning.\Summoning?!\That's the showpiece of the Festival!\Hmph. You maggots get cleaning duty.\Cleaning duty? response:	The remaining teams should send their representatives at once!
