context: Magnolia, X791. response:	After returning from Tenroujima,
context: W-Wait, this means... Juvia...\Pandemonium!\She's got quite the imagination.\Gimme a break!\By the way...\I found out I'm Cana's dad!\Cut it out! Don't get all clingy!\I can't help it! I'm so happy! response:	Do something about that goofball face!
context: Pandemonium!\She's got quite the imagination.\Gimme a break!\By the way...\I found out I'm Cana's dad!\Cut it out! Don't get all clingy!\I can't help it! I'm so happy!\Do something about that goofball face! response:	But first put me down!
context: She's got quite the imagination.\Gimme a break!\By the way...\I found out I'm Cana's dad!\Cut it out! Don't get all clingy!\I can't help it! I'm so happy!\Do something about that goofball face!\But first put me down! response:	Couldn't they have dealt with this in a more dignified way?
context: Gimme a break!\By the way...\I found out I'm Cana's dad!\Cut it out! Don't get all clingy!\I can't help it! I'm so happy!\Do something about that goofball face!\But first put me down!\Couldn't they have dealt with this in a more dignified way? response:	I guess they don't intend to keep it a secret...
context: By the way...\I found out I'm Cana's dad!\Cut it out! Don't get all clingy!\I can't help it! I'm so happy!\Do something about that goofball face!\But first put me down!\Couldn't they have dealt with this in a more dignified way?\I guess they don't intend to keep it a secret... response:	Ta-daaa! This is Asuka!
context: I found out I'm Cana's dad!\Cut it out! Don't get all clingy!\I can't help it! I'm so happy!\Do something about that goofball face!\But first put me down!\Couldn't they have dealt with this in a more dignified way?\I guess they don't intend to keep it a secret...\Ta-daaa! This is Asuka! response:	She looks exactly like you two.
context: Cut it out! Don't get all clingy!\I can't help it! I'm so happy!\Do something about that goofball face!\But first put me down!\Couldn't they have dealt with this in a more dignified way?\I guess they don't intend to keep it a secret...\Ta-daaa! This is Asuka!\She looks exactly like you two. response:	I see. She reminds me of Wendy. She's very cute.
context: I can't help it! I'm so happy!\Do something about that goofball face!\But first put me down!\Couldn't they have dealt with this in a more dignified way?\I guess they don't intend to keep it a secret...\Ta-daaa! This is Asuka!\She looks exactly like you two.\I see. She reminds me of Wendy. She's very cute. response:	Hey...
context: Do something about that goofball face!\But first put me down!\Couldn't they have dealt with this in a more dignified way?\I guess they don't intend to keep it a secret...\Ta-daaa! This is Asuka!\She looks exactly like you two.\I see. She reminds me of Wendy. She's very cute.\Hey... response:	Even Lily!
context: But first put me down!\Couldn't they have dealt with this in a more dignified way?\I guess they don't intend to keep it a secret...\Ta-daaa! This is Asuka!\She looks exactly like you two.\I see. She reminds me of Wendy. She's very cute.\Hey...\Even Lily! response:	Huh? What did I say?!
context: Couldn't they have dealt with this in a more dignified way?\I guess they don't intend to keep it a secret...\Ta-daaa! This is Asuka!\She looks exactly like you two.\I see. She reminds me of Wendy. She's very cute.\Hey...\Even Lily!\Huh? What did I say?! response:	It's as noisy as ever.
context: I guess they don't intend to keep it a secret...\Ta-daaa! This is Asuka!\She looks exactly like you two.\I see. She reminds me of Wendy. She's very cute.\Hey...\Even Lily!\Huh? What did I say?!\It's as noisy as ever. response:	For us, about a week passed,
context: Ta-daaa! This is Asuka!\She looks exactly like you two.\I see. She reminds me of Wendy. She's very cute.\Hey...\Even Lily!\Huh? What did I say?!\It's as noisy as ever.\For us, about a week passed, response:	but for those who stayed here, seven long years have gone by.
context: She looks exactly like you two.\I see. She reminds me of Wendy. She's very cute.\Hey...\Even Lily!\Huh? What did I say?!\It's as noisy as ever.\For us, about a week passed,\but for those who stayed here, seven long years have gone by. response:	A hard, lonely seven years...
context: I see. She reminds me of Wendy. She's very cute.\Hey...\Even Lily!\Huh? What did I say?!\It's as noisy as ever.\For us, about a week passed,\but for those who stayed here, seven long years have gone by.\A hard, lonely seven years... response:	When I think about how everyone was waiting for us all this time...
context: Hey...\Even Lily!\Huh? What did I say?!\It's as noisy as ever.\For us, about a week passed,\but for those who stayed here, seven long years have gone by.\A hard, lonely seven years...\When I think about how everyone was waiting for us all this time... response:	The Seven-Year Gap!
context: Even Lily!\Huh? What did I say?!\It's as noisy as ever.\For us, about a week passed,\but for those who stayed here, seven long years have gone by.\A hard, lonely seven years...\When I think about how everyone was waiting for us all this time...\The Seven-Year Gap! response:	It feels like it's been forever since we've been back to the old house!
context: Huh? What did I say?!\It's as noisy as ever.\For us, about a week passed,\but for those who stayed here, seven long years have gone by.\A hard, lonely seven years...\When I think about how everyone was waiting for us all this time...\The Seven-Year Gap!\It feels like it's been forever since we've been back to the old house! response:	Huh? Is that...
context: It's as noisy as ever.\For us, about a week passed,\but for those who stayed here, seven long years have gone by.\A hard, lonely seven years...\When I think about how everyone was waiting for us all this time...\The Seven-Year Gap!\It feels like it's been forever since we've been back to the old house!\Huh? Is that... response:	Lucy-chan?
context: For us, about a week passed,\but for those who stayed here, seven long years have gone by.\A hard, lonely seven years...\When I think about how everyone was waiting for us all this time...\The Seven-Year Gap!\It feels like it's been forever since we've been back to the old house!\Huh? Is that...\Lucy-chan? response:	L-Landlady...
context: but for those who stayed here, seven long years have gone by.\A hard, lonely seven years...\When I think about how everyone was waiting for us all this time...\The Seven-Year Gap!\It feels like it's been forever since we've been back to the old house!\Huh? Is that...\Lucy-chan?\L-Landlady... response:	I heard you were back.
context: A hard, lonely seven years...\When I think about how everyone was waiting for us all this time...\The Seven-Year Gap!\It feels like it's been forever since we've been back to the old house!\Huh? Is that...\Lucy-chan?\L-Landlady...\I heard you were back. response:	I'm glad you're safe.
context: When I think about how everyone was waiting for us all this time...\The Seven-Year Gap!\It feels like it's been forever since we've been back to the old house!\Huh? Is that...\Lucy-chan?\L-Landlady...\I heard you were back.\I'm glad you're safe. response:	But your rent is something else.
context: The Seven-Year Gap!\It feels like it's been forever since we've been back to the old house!\Huh? Is that...\Lucy-chan?\L-Landlady...\I heard you were back.\I'm glad you're safe.\But your rent is something else. response:	Seven years' worth! 5,880,000 jewel!
context: It feels like it's been forever since we've been back to the old house!\Huh? Is that...\Lucy-chan?\L-Landlady...\I heard you were back.\I'm glad you're safe.\But your rent is something else.\Seven years' worth! 5,880,000 jewel! response:	If you don't pay up, you're not setting foot in this house!
context: Huh? Is that...\Lucy-chan?\L-Landlady...\I heard you were back.\I'm glad you're safe.\But your rent is something else.\Seven years' worth! 5,880,000 jewel!\If you don't pay up, you're not setting foot in this house! response:	5,880,000 jewel...
context: Lucy-chan?\L-Landlady...\I heard you were back.\I'm glad you're safe.\But your rent is something else.\Seven years' worth! 5,880,000 jewel!\If you don't pay up, you're not setting foot in this house!\5,880,000 jewel... response:	I can't pay that...
context: L-Landlady...\I heard you were back.\I'm glad you're safe.\But your rent is something else.\Seven years' worth! 5,880,000 jewel!\If you don't pay up, you're not setting foot in this house!\5,880,000 jewel...\I can't pay that... response:	The guild is in financial straits, too...
context: I heard you were back.\I'm glad you're safe.\But your rent is something else.\Seven years' worth! 5,880,000 jewel!\If you don't pay up, you're not setting foot in this house!\5,880,000 jewel...\I can't pay that...\The guild is in financial straits, too... response:	My savings...
context: I'm glad you're safe.\But your rent is something else.\Seven years' worth! 5,880,000 jewel!\If you don't pay up, you're not setting foot in this house!\5,880,000 jewel...\I can't pay that...\The guild is in financial straits, too...\My savings... response:	I chipped in to cover you when you were out.
context: But your rent is something else.\Seven years' worth! 5,880,000 jewel!\If you don't pay up, you're not setting foot in this house!\5,880,000 jewel...\I can't pay that...\The guild is in financial straits, too...\My savings...\I chipped in to cover you when you were out. response:	And Fairy Hills deducted seven years' worth of rent...
context: Seven years' worth! 5,880,000 jewel!\If you don't pay up, you're not setting foot in this house!\5,880,000 jewel...\I can't pay that...\The guild is in financial straits, too...\My savings...\I chipped in to cover you when you were out.\And Fairy Hills deducted seven years' worth of rent... response:	We're all in the same boat.
context: If you don't pay up, you're not setting foot in this house!\5,880,000 jewel...\I can't pay that...\The guild is in financial straits, too...\My savings...\I chipped in to cover you when you were out.\And Fairy Hills deducted seven years' worth of rent...\We're all in the same boat. response:	Seven years...
context: 5,880,000 jewel...\I can't pay that...\The guild is in financial straits, too...\My savings...\I chipped in to cover you when you were out.\And Fairy Hills deducted seven years' worth of rent...\We're all in the same boat.\Seven years... response:	That's longer than I can imagine.
context: I can't pay that...\The guild is in financial straits, too...\My savings...\I chipped in to cover you when you were out.\And Fairy Hills deducted seven years' worth of rent...\We're all in the same boat.\Seven years...\That's longer than I can imagine. response:	Romeo-kun's gotten bigger...
context: The guild is in financial straits, too...\My savings...\I chipped in to cover you when you were out.\And Fairy Hills deducted seven years' worth of rent...\We're all in the same boat.\Seven years...\That's longer than I can imagine.\Romeo-kun's gotten bigger... response:	Jet and Droy have changed, too.
context: My savings...\I chipped in to cover you when you were out.\And Fairy Hills deducted seven years' worth of rent...\We're all in the same boat.\Seven years...\That's longer than I can imagine.\Romeo-kun's gotten bigger...\Jet and Droy have changed, too. response:	Alzack and Bisca have a child!
context: I chipped in to cover you when you were out.\And Fairy Hills deducted seven years' worth of rent...\We're all in the same boat.\Seven years...\That's longer than I can imagine.\Romeo-kun's gotten bigger...\Jet and Droy have changed, too.\Alzack and Bisca have a child! response:	Come to think of it, everyone was surprised about Cana and Gildarts, right?
context: And Fairy Hills deducted seven years' worth of rent...\We're all in the same boat.\Seven years...\That's longer than I can imagine.\Romeo-kun's gotten bigger...\Jet and Droy have changed, too.\Alzack and Bisca have a child!\Come to think of it, everyone was surprised about Cana and Gildarts, right? response:	Father...
context: We're all in the same boat.\Seven years...\That's longer than I can imagine.\Romeo-kun's gotten bigger...\Jet and Droy have changed, too.\Alzack and Bisca have a child!\Come to think of it, everyone was surprised about Cana and Gildarts, right?\Father... response:	That means I haven't been in touch with him for seven years.
context: Seven years...\That's longer than I can imagine.\Romeo-kun's gotten bigger...\Jet and Droy have changed, too.\Alzack and Bisca have a child!\Come to think of it, everyone was surprised about Cana and Gildarts, right?\Father...\That means I haven't been in touch with him for seven years. response:	He's probably worried about me...
context: That's longer than I can imagine.\Romeo-kun's gotten bigger...\Jet and Droy have changed, too.\Alzack and Bisca have a child!\Come to think of it, everyone was surprised about Cana and Gildarts, right?\Father...\That means I haven't been in touch with him for seven years.\He's probably worried about me... response:	Maybe I'll go see Dad.
context: Romeo-kun's gotten bigger...\Jet and Droy have changed, too.\Alzack and Bisca have a child!\Come to think of it, everyone was surprised about Cana and Gildarts, right?\Father...\That means I haven't been in touch with him for seven years.\He's probably worried about me...\Maybe I'll go see Dad. response:	This may be the first time I've ever thought I wanted to see him!
context: Jet and Droy have changed, too.\Alzack and Bisca have a child!\Come to think of it, everyone was surprised about Cana and Gildarts, right?\Father...\That means I haven't been in touch with him for seven years.\He's probably worried about me...\Maybe I'll go see Dad.\This may be the first time I've ever thought I wanted to see him! response:	I-It's not to borrow money!
context: Alzack and Bisca have a child!\Come to think of it, everyone was surprised about Cana and Gildarts, right?\Father...\That means I haven't been in touch with him for seven years.\He's probably worried about me...\Maybe I'll go see Dad.\This may be the first time I've ever thought I wanted to see him!\I-It's not to borrow money! response:	But the seven years we lost forced a blank reality on us, too.
context: Come to think of it, everyone was surprised about Cana and Gildarts, right?\Father...\That means I haven't been in touch with him for seven years.\He's probably worried about me...\Maybe I'll go see Dad.\This may be the first time I've ever thought I wanted to see him!\I-It's not to borrow money!\But the seven years we lost forced a blank reality on us, too. response:	Erza-san...
context: Father...\That means I haven't been in touch with him for seven years.\He's probably worried about me...\Maybe I'll go see Dad.\This may be the first time I've ever thought I wanted to see him!\I-It's not to borrow money!\But the seven years we lost forced a blank reality on us, too.\Erza-san... response:	It's about Jellal. Actually...
context: That means I haven't been in touch with him for seven years.\He's probably worried about me...\Maybe I'll go see Dad.\This may be the first time I've ever thought I wanted to see him!\I-It's not to borrow money!\But the seven years we lost forced a blank reality on us, too.\Erza-san...\It's about Jellal. Actually... response:	Hey, Bisca...
context: He's probably worried about me...\Maybe I'll go see Dad.\This may be the first time I've ever thought I wanted to see him!\I-It's not to borrow money!\But the seven years we lost forced a blank reality on us, too.\Erza-san...\It's about Jellal. Actually...\Hey, Bisca... response:	Makarov-dono, the gathering of the Ten Saints is drawing near.
context: Maybe I'll go see Dad.\This may be the first time I've ever thought I wanted to see him!\I-It's not to borrow money!\But the seven years we lost forced a blank reality on us, too.\Erza-san...\It's about Jellal. Actually...\Hey, Bisca...\Makarov-dono, the gathering of the Ten Saints is drawing near. response:	But before that, I would like to inform you about a certain guild.
context: This may be the first time I've ever thought I wanted to see him!\I-It's not to borrow money!\But the seven years we lost forced a blank reality on us, too.\Erza-san...\It's about Jellal. Actually...\Hey, Bisca...\Makarov-dono, the gathering of the Ten Saints is drawing near.\But before that, I would like to inform you about a certain guild. response:	You know two women, Ultear and Meldy, don't you?
context: I-It's not to borrow money!\But the seven years we lost forced a blank reality on us, too.\Erza-san...\It's about Jellal. Actually...\Hey, Bisca...\Makarov-dono, the gathering of the Ten Saints is drawing near.\But before that, I would like to inform you about a certain guild.\You know two women, Ultear and Meldy, don't you? response:	Have they done something?
context: But the seven years we lost forced a blank reality on us, too.\Erza-san...\It's about Jellal. Actually...\Hey, Bisca...\Makarov-dono, the gathering of the Ten Saints is drawing near.\But before that, I would like to inform you about a certain guild.\You know two women, Ultear and Meldy, don't you?\Have they done something? response:	It's gone! It's gone!
context: Erza-san...\It's about Jellal. Actually...\Hey, Bisca...\Makarov-dono, the gathering of the Ten Saints is drawing near.\But before that, I would like to inform you about a certain guild.\You know two women, Ultear and Meldy, don't you?\Have they done something?\It's gone! It's gone! response:	Natsu! Look harder!
context: It's about Jellal. Actually...\Hey, Bisca...\Makarov-dono, the gathering of the Ten Saints is drawing near.\But before that, I would like to inform you about a certain guild.\You know two women, Ultear and Meldy, don't you?\Have they done something?\It's gone! It's gone!\Natsu! Look harder! response:	Without that, we're...
context: Hey, Bisca...\Makarov-dono, the gathering of the Ten Saints is drawing near.\But before that, I would like to inform you about a certain guild.\You know two women, Ultear and Meldy, don't you?\Have they done something?\It's gone! It's gone!\Natsu! Look harder!\Without that, we're... response:	Then he's still alive... Zeref...
context: Makarov-dono, the gathering of the Ten Saints is drawing near.\But before that, I would like to inform you about a certain guild.\You know two women, Ultear and Meldy, don't you?\Have they done something?\It's gone! It's gone!\Natsu! Look harder!\Without that, we're...\Then he's still alive... Zeref... response:	I'm never gonna ride in a carriage again! Never again!
context: But before that, I would like to inform you about a certain guild.\You know two women, Ultear and Meldy, don't you?\Have they done something?\It's gone! It's gone!\Natsu! Look harder!\Without that, we're...\Then he's still alive... Zeref...\I'm never gonna ride in a carriage again! Never again! response:	We're here, Natsu.
context: You know two women, Ultear and Meldy, don't you?\Have they done something?\It's gone! It's gone!\Natsu! Look harder!\Without that, we're...\Then he's still alive... Zeref...\I'm never gonna ride in a carriage again! Never again!\We're here, Natsu. response:	Jeez... Why are you two tagging along?
context: Have they done something?\It's gone! It's gone!\Natsu! Look harder!\Without that, we're...\Then he's still alive... Zeref...\I'm never gonna ride in a carriage again! Never again!\We're here, Natsu.\Jeez... Why are you two tagging along? response:	We don't have any money!
context: It's gone! It's gone!\Natsu! Look harder!\Without that, we're...\Then he's still alive... Zeref...\I'm never gonna ride in a carriage again! Never again!\We're here, Natsu.\Jeez... Why are you two tagging along?\We don't have any money! response:	Lucy, your papa knows a lot of delicious fish stories, right?
context: Natsu! Look harder!\Without that, we're...\Then he's still alive... Zeref...\I'm never gonna ride in a carriage again! Never again!\We're here, Natsu.\Jeez... Why are you two tagging along?\We don't have any money!\Lucy, your papa knows a lot of delicious fish stories, right? response:	More like fishy get-rich-quick stories...
context: Without that, we're...\Then he's still alive... Zeref...\I'm never gonna ride in a carriage again! Never again!\We're here, Natsu.\Jeez... Why are you two tagging along?\We don't have any money!\Lucy, your papa knows a lot of delicious fish stories, right?\More like fishy get-rich-quick stories... response:	And I won't even know if he knows that'til I see him.
context: Then he's still alive... Zeref...\I'm never gonna ride in a carriage again! Never again!\We're here, Natsu.\Jeez... Why are you two tagging along?\We don't have any money!\Lucy, your papa knows a lot of delicious fish stories, right?\More like fishy get-rich-quick stories...\And I won't even know if he knows that'til I see him. response:	Anyway, you guys don't live in a rented house, right?
context: I'm never gonna ride in a carriage again! Never again!\We're here, Natsu.\Jeez... Why are you two tagging along?\We don't have any money!\Lucy, your papa knows a lot of delicious fish stories, right?\More like fishy get-rich-quick stories...\And I won't even know if he knows that'til I see him.\Anyway, you guys don't live in a rented house, right? response:	Our safe is missing!
context: We're here, Natsu.\Jeez... Why are you two tagging along?\We don't have any money!\Lucy, your papa knows a lot of delicious fish stories, right?\More like fishy get-rich-quick stories...\And I won't even know if he knows that'til I see him.\Anyway, you guys don't live in a rented house, right?\Our safe is missing! response:	Our food expenses... What are we gonna do?!
context: Jeez... Why are you two tagging along?\We don't have any money!\Lucy, your papa knows a lot of delicious fish stories, right?\More like fishy get-rich-quick stories...\And I won't even know if he knows that'til I see him.\Anyway, you guys don't live in a rented house, right?\Our safe is missing!\Our food expenses... What are we gonna do?! response:	Oh, boy...
context: We don't have any money!\Lucy, your papa knows a lot of delicious fish stories, right?\More like fishy get-rich-quick stories...\And I won't even know if he knows that'til I see him.\Anyway, you guys don't live in a rented house, right?\Our safe is missing!\Our food expenses... What are we gonna do?!\Oh, boy... response:	The merchant guild, Love Lucky...
context: Lucy, your papa knows a lot of delicious fish stories, right?\More like fishy get-rich-quick stories...\And I won't even know if he knows that'til I see him.\Anyway, you guys don't live in a rented house, right?\Our safe is missing!\Our food expenses... What are we gonna do?!\Oh, boy...\The merchant guild, Love Lucky... response:	Um, excuse me...
context: More like fishy get-rich-quick stories...\And I won't even know if he knows that'til I see him.\Anyway, you guys don't live in a rented house, right?\Our safe is missing!\Our food expenses... What are we gonna do?!\Oh, boy...\The merchant guild, Love Lucky...\Um, excuse me... response:	Yes?
context: And I won't even know if he knows that'til I see him.\Anyway, you guys don't live in a rented house, right?\Our safe is missing!\Our food expenses... What are we gonna do?!\Oh, boy...\The merchant guild, Love Lucky...\Um, excuse me...\Yes? response:	I'm looking for Jude Heartfilia...
context: Anyway, you guys don't live in a rented house, right?\Our safe is missing!\Our food expenses... What are we gonna do?!\Oh, boy...\The merchant guild, Love Lucky...\Um, excuse me...\Yes?\I'm looking for Jude Heartfilia... response:	He is a member here, isn't he?
context: Our safe is missing!\Our food expenses... What are we gonna do?!\Oh, boy...\The merchant guild, Love Lucky...\Um, excuse me...\Yes?\I'm looking for Jude Heartfilia...\He is a member here, isn't he? response:	Ah... Might you be Jude-san's daughter?
context: Our food expenses... What are we gonna do?!\Oh, boy...\The merchant guild, Love Lucky...\Um, excuse me...\Yes?\I'm looking for Jude Heartfilia...\He is a member here, isn't he?\Ah... Might you be Jude-san's daughter? response:	Yes!
context: Oh, boy...\The merchant guild, Love Lucky...\Um, excuse me...\Yes?\I'm looking for Jude Heartfilia...\He is a member here, isn't he?\Ah... Might you be Jude-san's daughter?\Yes! response:	What's wrong?
context: The merchant guild, Love Lucky...\Um, excuse me...\Yes?\I'm looking for Jude Heartfilia...\He is a member here, isn't he?\Ah... Might you be Jude-san's daughter?\Yes!\What's wrong? response:	Has he quit already?
context: Um, excuse me...\Yes?\I'm looking for Jude Heartfilia...\He is a member here, isn't he?\Ah... Might you be Jude-san's daughter?\Yes!\What's wrong?\Has he quit already? response:	Is he not here?
context: Yes?\I'm looking for Jude Heartfilia...\He is a member here, isn't he?\Ah... Might you be Jude-san's daughter?\Yes!\What's wrong?\Has he quit already?\Is he not here? response:	Um...
context: I'm looking for Jude Heartfilia...\He is a member here, isn't he?\Ah... Might you be Jude-san's daughter?\Yes!\What's wrong?\Has he quit already?\Is he not here?\Um... response:	It pains me... to have to tell you this...
context: He is a member here, isn't he?\Ah... Might you be Jude-san's daughter?\Yes!\What's wrong?\Has he quit already?\Is he not here?\Um...\It pains me... to have to tell you this... response:	Jude-san passed away one month ago.
context: Ah... Might you be Jude-san's daughter?\Yes!\What's wrong?\Has he quit already?\Is he not here?\Um...\It pains me... to have to tell you this...\Jude-san passed away one month ago. response:	I'm truly sorry for your loss.
context: Yes!\What's wrong?\Has he quit already?\Is he not here?\Um...\It pains me... to have to tell you this...\Jude-san passed away one month ago.\I'm truly sorry for your loss. response:	This is what seven blank years...
context: What's wrong?\Has he quit already?\Is he not here?\Um...\It pains me... to have to tell you this...\Jude-san passed away one month ago.\I'm truly sorry for your loss.\This is what seven blank years... response:	Lucy...
context: Has he quit already?\Is he not here?\Um...\It pains me... to have to tell you this...\Jude-san passed away one month ago.\I'm truly sorry for your loss.\This is what seven blank years...\Lucy... response:	Happy.
context: Is he not here?\Um...\It pains me... to have to tell you this...\Jude-san passed away one month ago.\I'm truly sorry for your loss.\This is what seven blank years...\Lucy...\Happy. response:	My old man stinks to high heaven and he never shuts up!
context: Um...\It pains me... to have to tell you this...\Jude-san passed away one month ago.\I'm truly sorry for your loss.\This is what seven blank years...\Lucy...\Happy.\My old man stinks to high heaven and he never shuts up! response:	My dad bugs the hell out of me, too!
context: It pains me... to have to tell you this...\Jude-san passed away one month ago.\I'm truly sorry for your loss.\This is what seven blank years...\Lucy...\Happy.\My old man stinks to high heaven and he never shuts up!\My dad bugs the hell out of me, too! response:	Why does he have to be so annoying?!
context: Jude-san passed away one month ago.\I'm truly sorry for your loss.\This is what seven blank years...\Lucy...\Happy.\My old man stinks to high heaven and he never shuts up!\My dad bugs the hell out of me, too!\Why does he have to be so annoying?! response:	Totally, right?!
context: I'm truly sorry for your loss.\This is what seven blank years...\Lucy...\Happy.\My old man stinks to high heaven and he never shuts up!\My dad bugs the hell out of me, too!\Why does he have to be so annoying?!\Totally, right?! response:	I wish he'd just hurry up and die already!
context: This is what seven blank years...\Lucy...\Happy.\My old man stinks to high heaven and he never shuts up!\My dad bugs the hell out of me, too!\Why does he have to be so annoying?!\Totally, right?!\I wish he'd just hurry up and die already! response:	Totally, right?!
context: Lucy...\Happy.\My old man stinks to high heaven and he never shuts up!\My dad bugs the hell out of me, too!\Why does he have to be so annoying?!\Totally, right?!\I wish he'd just hurry up and die already!\Totally, right?! response:	Hey, knock it off, you wenches!
context: Happy.\My old man stinks to high heaven and he never shuts up!\My dad bugs the hell out of me, too!\Why does he have to be so annoying?!\Totally, right?!\I wish he'd just hurry up and die already!\Totally, right?!\Hey, knock it off, you wenches! response:	Can't you sense the mood?! Huh?!
context: My old man stinks to high heaven and he never shuts up!\My dad bugs the hell out of me, too!\Why does he have to be so annoying?!\Totally, right?!\I wish he'd just hurry up and die already!\Totally, right?!\Hey, knock it off, you wenches!\Can't you sense the mood?! Huh?! response:	Who the hell is he?
context: My dad bugs the hell out of me, too!\Why does he have to be so annoying?!\Totally, right?!\I wish he'd just hurry up and die already!\Totally, right?!\Hey, knock it off, you wenches!\Can't you sense the mood?! Huh?!\Who the hell is he? response:	How are we supposed to sense the mood of strangers?!
context: Why does he have to be so annoying?!\Totally, right?!\I wish he'd just hurry up and die already!\Totally, right?!\Hey, knock it off, you wenches!\Can't you sense the mood?! Huh?!\Who the hell is he?\How are we supposed to sense the mood of strangers?! response:	Shut up! Get the hell outta here!
context: Totally, right?!\I wish he'd just hurry up and die already!\Totally, right?!\Hey, knock it off, you wenches!\Can't you sense the mood?! Huh?!\Who the hell is he?\How are we supposed to sense the mood of strangers?!\Shut up! Get the hell outta here! response:	Go!
context: I wish he'd just hurry up and die already!\Totally, right?!\Hey, knock it off, you wenches!\Can't you sense the mood?! Huh?!\Who the hell is he?\How are we supposed to sense the mood of strangers?!\Shut up! Get the hell outta here!\Go! response:	We were on our way anyway. What's wrong with this guy?
context: Totally, right?!\Hey, knock it off, you wenches!\Can't you sense the mood?! Huh?!\Who the hell is he?\How are we supposed to sense the mood of strangers?!\Shut up! Get the hell outta here!\Go!\We were on our way anyway. What's wrong with this guy? response:	What a freak...
context: Hey, knock it off, you wenches!\Can't you sense the mood?! Huh?!\Who the hell is he?\How are we supposed to sense the mood of strangers?!\Shut up! Get the hell outta here!\Go!\We were on our way anyway. What's wrong with this guy?\What a freak... response:	Yeah totally...
context: Can't you sense the mood?! Huh?!\Who the hell is he?\How are we supposed to sense the mood of strangers?!\Shut up! Get the hell outta here!\Go!\We were on our way anyway. What's wrong with this guy?\What a freak...\Yeah totally... response:	Don't.
context: Who the hell is he?\How are we supposed to sense the mood of strangers?!\Shut up! Get the hell outta here!\Go!\We were on our way anyway. What's wrong with this guy?\What a freak...\Yeah totally...\Don't. response:	I wasn't...
context: How are we supposed to sense the mood of strangers?!\Shut up! Get the hell outta here!\Go!\We were on our way anyway. What's wrong with this guy?\What a freak...\Yeah totally...\Don't.\I wasn't... response:	Sorry for making you fuss over me...
context: Shut up! Get the hell outta here!\Go!\We were on our way anyway. What's wrong with this guy?\What a freak...\Yeah totally...\Don't.\I wasn't...\Sorry for making you fuss over me... response:	Are you okay, Lucy?
context: Go!\We were on our way anyway. What's wrong with this guy?\What a freak...\Yeah totally...\Don't.\I wasn't...\Sorry for making you fuss over me...\Are you okay, Lucy? response:	Yeah. I just wasn't prepared... to hear about my dad...
context: We were on our way anyway. What's wrong with this guy?\What a freak...\Yeah totally...\Don't.\I wasn't...\Sorry for making you fuss over me...\Are you okay, Lucy?\Yeah. I just wasn't prepared... to hear about my dad... response:	Two months ago...
context: What a freak...\Yeah totally...\Don't.\I wasn't...\Sorry for making you fuss over me...\Are you okay, Lucy?\Yeah. I just wasn't prepared... to hear about my dad...\Two months ago... response:	No, that's not right. Seven years have passed...
context: Yeah totally...\Don't.\I wasn't...\Sorry for making you fuss over me...\Are you okay, Lucy?\Yeah. I just wasn't prepared... to hear about my dad...\Two months ago...\No, that's not right. Seven years have passed... response:	The last time I saw my father was in Acalypha...
context: Don't.\I wasn't...\Sorry for making you fuss over me...\Are you okay, Lucy?\Yeah. I just wasn't prepared... to hear about my dad...\Two months ago...\No, that's not right. Seven years have passed...\The last time I saw my father was in Acalypha... response:	I never loved him, even when I was kid.
context: I wasn't...\Sorry for making you fuss over me...\Are you okay, Lucy?\Yeah. I just wasn't prepared... to hear about my dad...\Two months ago...\No, that's not right. Seven years have passed...\The last time I saw my father was in Acalypha...\I never loved him, even when I was kid. response:	That business with the Phantom Lord made it even worse...
context: Sorry for making you fuss over me...\Are you okay, Lucy?\Yeah. I just wasn't prepared... to hear about my dad...\Two months ago...\No, that's not right. Seven years have passed...\The last time I saw my father was in Acalypha...\I never loved him, even when I was kid.\That business with the Phantom Lord made it even worse... response:	But after what happened in Acalypha,
context: Are you okay, Lucy?\Yeah. I just wasn't prepared... to hear about my dad...\Two months ago...\No, that's not right. Seven years have passed...\The last time I saw my father was in Acalypha...\I never loved him, even when I was kid.\That business with the Phantom Lord made it even worse...\But after what happened in Acalypha, response:	I had the feeling my relationship with my father could change.
context: Yeah. I just wasn't prepared... to hear about my dad...\Two months ago...\No, that's not right. Seven years have passed...\The last time I saw my father was in Acalypha...\I never loved him, even when I was kid.\That business with the Phantom Lord made it even worse...\But after what happened in Acalypha,\I had the feeling my relationship with my father could change. response:	It's just like him to lose his health from working too hard.
context: Two months ago...\No, that's not right. Seven years have passed...\The last time I saw my father was in Acalypha...\I never loved him, even when I was kid.\That business with the Phantom Lord made it even worse...\But after what happened in Acalypha,\I had the feeling my relationship with my father could change.\It's just like him to lose his health from working too hard. response:	I don't understand it...
context: No, that's not right. Seven years have passed...\The last time I saw my father was in Acalypha...\I never loved him, even when I was kid.\That business with the Phantom Lord made it even worse...\But after what happened in Acalypha,\I had the feeling my relationship with my father could change.\It's just like him to lose his health from working too hard.\I don't understand it... response:	I'm sad... and lonely...
context: The last time I saw my father was in Acalypha...\I never loved him, even when I was kid.\That business with the Phantom Lord made it even worse...\But after what happened in Acalypha,\I had the feeling my relationship with my father could change.\It's just like him to lose his health from working too hard.\I don't understand it...\I'm sad... and lonely... response:	Yet the tears won't come...
